رده	trieda	رده	trieda	N;SG	N;NOM;FEM;SG
یادآوری	pripomenutie	یادآوری	pripomenutie	N;SG	N;NOM;NEUT;SG
یادآوری	pripomienka	یادآوری	pripomienka	N;SG	N;NOM;FEM;SG
ژنو	ženeve	ژنو	ženev	N;SG	N;INAN;NOM;MASC;SG
یوتیوب	youtube	یوتیوب	youtuba	N;SG	N;NOM;FEM;SG
دزدان	zlodeji	دزد	zlodej	N;PL	N;ANIM;NOM;MASC;PL
دزدان	zlodejov	دزد	zlodej	N;PL	N;ANIM;ACC;MASC;PL
دزدان	banditov	دزد	bandit	N;PL	N;ANIM;NOM;MASC;PL
دینامو	dynamo	None	dynamo	N;SG	N;NOM;NEUT;SG
دینامو	dinamo	None	dinamo	N;SG	N;NOM;NEUT;SG
عضلات	svaly	عضله	sval	N;PL	N;INAN;NOM;MASC;PL
عضلات	svalov	عضله	sval	N;PL	N;INAN;GEN;MASC;PL
عضلات	svaly	عضله	sval	N;PL	N;INAN;NOM;MASC;PL
عضلات	svalov	عضله	sval	N;PL	N;INAN;GEN;MASC;PL
استخر	bazéna	استخر	bazén	N;SG	N;INAN;GEN;MASC;SG
استخر	biliard	استخر	biliard	N;SG	N;INAN;NOM;MASC;SG
استخر	bazén	استخر	bazén	N;SG	N;INAN;NOM;MASC;SG
سیسیل	sicília	سیسیل	sicília	N;SG	N;NOM;FEM;SG
سیلوا	silva	سیلوا	silv	N;SG	N;NOM;MASC;SG
آلپ	alpes	آلپ	alpes	N;SG	N;INAN;NOM;MASC;SG
شکستن	break	شکستن	break	N;SG	N;INAN;NOM;MASC;SG
شکستن	zlom	شکستن	zlom	N;SG	N;INS;NEUT;SG
شکستن	prestávka	شکستن	prestávka	N;SG	N;NOM;FEM;SG
یکای	jednotka	یکا	jednotka	N;SG	N;NOM;FEM;SG
تحقق	uvedomenie	تحقق	uvedomenie	N;SG	N;NOM;NEUT;SG
تحقق	realizácia	تحقق	realizácia	N;SG	N;NOM;FEM;SG
سنتر	centrum	سنتر	centrum	N;SG	N;NOM;NEUT;SG
سنتر	centre	سنتر	centrum	N;SG	N;NOM;NEUT;SG
سنتر	center	سنتر	center	N;SG	N;INAN;NOM;MASC;SG
سنتر	stred	سنتر	stred	N;SG	N;INAN;NOM;MASC;SG
سنتر	centrum	سنتر	centrum	N;SG	N;NOM;NEUT;SG
سنتر	centre	سنتر	centrum	N;SG	N;NOM;NEUT;SG
سنتر	stredisko	سنتر	stredisko	N;SG	N;NOM;NEUT;SG
سنتر	stred	سنتر	stred	N;SG	N;INAN;NOM;MASC;SG
لاک	locke	None	lock	N;SG	N;ANIM;NOM;MASC;SG
ادیب	učenec	ادیب	učenec	N;SG	N;ANIM;NOM;MASC;SG
اکس	sekera	اکس	seker	N;SG	N;NOM;FEM;SG
اکس	sekeru	اکس	sekera	N;SG	N;ACC;FEM;SG
اکس	sekerou	اکس	sekera	N;SG	N;INS;FEM;SG
هواشناسی	meteorológia	هواشناسی	meteorológia	N;SG	N;NOM;FEM;SG
هربرت	herbert	None	herbert	N;SG	N;ANIM;NOM;MASC;SG
اسلم	slam	اسلم	slam	N;SG	N;INAN;NOM;MASC;SG
هواپیماها	lietadlá	هواپیما	lietadlo	N;PL	N;NOM;NEUT;PL
فیات	fiat	فیات	fiat	N;SG	N;INAN;NOM;MASC;SG
زوریخ	zurichu	زوریخ	zurichu	N;SG	N;INAN;GEN;MASC;SG
شاتل	raketoplán	شاتل	raketoplán	N;SG	N;INAN;NOM;MASC;SG
خوانندگی	spev	خوانندگی	spev	N;SG	N;INAN;NOM;MASC;SG
خوانندگی	spievanie	خوانندگی	spievanie	N;SG	N;NOM;NEUT;SG
مبدأ	pôvod	None	pôvod	N;SG	N;INAN;NOM;MASC;SG
مبدأ	zdroj	None	zdroj	N;SG	N;INAN;NOM;MASC;SG
غلظت	koncentrácia	None	koncentrácia	N;SG	N;NOM;FEM;SG
غلظت	koncentráciu	None	koncentrácia	N;SG	N;ACC;FEM;SG
غلظت	koncentrácia	None	koncentrácia	N;SG	N;NOM;FEM;SG
غلظت	navigácia	None	navigácia	N;SG	N;NOM;FEM;SG
ژیمناست	gymnastka	ژیمناست	gymnastko	N;SG	N;NOM;FEM;SG
تنفس	dych	تنفس	dych	N;SG	N;INAN;NOM;MASC;SG
تنفس	dychom	تنفس	dych	N;SG	N;INAN;INS;MASC;SG
تنفس	nádych	تنفس	nádych	N;SG	N;INAN;NOM;MASC;SG
تنفس	nádych	تنفس	nádych	N;SG	N;INAN;NOM;MASC;SG
تنفس	dýchanie	تنفس	dýchanie	N;SG	N;NOM;NEUT;SG
تنفس	dýchanie	تنفس	dýchanie	N;SG	N;NOM;NEUT;SG
الهیات	teológia	None	teológia	N;SG	N;NOM;FEM;SG
گواتمالا	guatemala	گواتمالا	guatemať	N;SG	N;NOM;FEM;SG
گوشی	telefón	گوش	telefón	N;SG	N;INAN;NOM;MASC;SG
گوشی	mobil	گوش	mobiť	N;SG	N;INAN;NOM;MASC;SG
گوشی	telefon	گوش	telefon	N;SG	N;INAN;NOM;MASC;SG
انگور	hrozna	انگور	hrozna	N;SG	N;NOM;FEM;SG
انگور	hrozno	انگور	hrozno	N;SG	N;NOM;NEUT;SG
انگور	hrozna	انگور	hrozna	N;SG	N;NOM;FEM;SG
انگور	hrozno	انگور	hrozno	N;SG	N;NOM;NEUT;SG
سحر	mágia	سحر	mágia	N;SG	N;NOM;FEM;SG
سحر	kúzlo	سحر	kúzlo	N;SG	N;NOM;NEUT;SG
معتبری	platnosť	معتبر	platnosť	N;SG	N;NOM;FEM;SG
دلاویر	delaware	دلاویر	delaware	N;SG	N;INAN;NOM;MASC;SG
ریک	ricka	ریک	rick	N;SG	N;ANIM;ACC;MASC;SG
بودایی	budhizmus	بودا	budhizmus	N;SG	N;INAN;NOM;MASC;SG
تالاب	pond	تالاب	pond	N;SG	N;INAN;NOM;MASC;SG
عکاسان	fotografov	عکاس	fotograf	N;PL	N;ANIM;GEN;MASC;PL
کمپین	kampaň	کمپین	kampaň	N;SG	N;NOM;FEM;SG
تعویض	prepínač	None	prepínač	N;SG	N;INAN;NOM;MASC;SG
تعویض	spínač	None	spínač	N;SG	N;INAN;NOM;MASC;SG
ریور	rieke	ریور	rieka	N;SG	N;DAT;FEM;SG
ریور	rieka	ریور	rieka	N;SG	N;NOM;FEM;SG
کومونه	comune	کومونه	comun	N;SG	N;NOM;MASC;SG
شمارش	gróf	شمارش	gróf	N;SG	N;ANIM;NOM;MASC;SG
شمارش	počítanie	شمارش	počítanie	N;SG	N;NOM;NEUT;SG
شعرهای	básne	None	báseň	N;PL	N;NOM;FEM;PL
دگرگونی	premena	دگرگونی	premena	N;SG	N;NOM;FEM;SG
دگرگونی	transformácia	دگرگونی	transformácia	N;SG	N;NOM;FEM;SG
کاندید	záujemca	کاند#کان	záujemca	N;SG	N;ANIM;NOM;MASC;SG
کاندید	uchádzač	کاند#کان	uchádzač	N;SG	N;ANIM;NOM;MASC;SG
کاندید	kandidát	کاند#کان	kandidát	N;SG	N;ANIM;NOM;MASC;SG
جلگه	nížina	جلگه	nížina	N;SG	N;NOM;FEM;SG
جلگه	rozvodie	جلگه	rozvodie	N;SG	N;NOM;NEUT;SG
گردان	prápor	گردان	prápor	N;SG	N;INAN;NOM;MASC;SG
جانوری	stvorenie	None	stvorenie	N;SG	N;NOM;NEUT;SG
جانوری	tvor	None	tvor	N;SG	N;ANIM;NOM;MASC;SG
بالگرد	vrtuľník	بالگرد	vrtuľník	N;SG	N;INAN;NOM;MASC;SG
بالگرد	helikoptéra	بالگرد	helikoptéra	N;SG	N;ANIM;NOM;FEM;SG
بالگرد	vrtuľník	بالگرد	vrtuľník	N;SG	N;INAN;NOM;MASC;SG
گلدوین	goldwyn	گلدوین	goldwyn	N;SG	N;NOM;MASC;SG
رهایی	splatenie	رهایی	splatenie	N;SG	N;NOM;NEUT;SG
رهایی	vyslobodenie	رهایی	vyslobodenie	N;SG	N;NOM;NEUT;SG
داروها	lieky	دارو	liek	N;PL	N;INAN;NOM;MASC;PL
تمیز	čistá	تمیز	čistý	ADJ	ADJ;NOM;FEM;SG
تمیز	čistý	تمیز	čistý	ADJ	ADJ;INAN;NOM;MASC;SG
تمیز	čisté	تمیز	čistý	ADJ	ADJ;NOM;NEUT;SG
سالیانه	ročné	سالیانه	ročný	ADJ	ADJ;NOM;NEUT;SG
سالیانه	ročný	سالیانه	ročný	ADJ	ADJ;ANIM;NOM;MASC;SG
سالیانه	každoročné	سالیانه	každoročný	ADJ	ADJ;NOM;NEUT;SG
سالیانه	ročný	سالیانه	ročný	ADJ	ADJ;ANIM;NOM;MASC;SG
سالیانه	ročná	سالیانه	ročný	ADJ	ADJ;NOM;FEM;SG
سالیانه	ročné	سالیانه	ročný	ADJ	ADJ;NOM;NEUT;SG
زنگ	zvon	زنگ	zvon	N;SG	N;INAN;NOM;MASC;SG
زنگ	zvonček	زنگ	zvonček	N;SG	N;INAN;NOM;MASC;SG
کامبوج	kambodži	کامبوج	kambodži	N;SG	N;INAN;NOM;MASC;SG
شیرینی	pečivo	شیرینی	pečivo	N;SG	N;NOM;NEUT;SG
مبارز	bojovníčka	مبارز	bojovníčky	N;SG	N;NOM;FEM;SG
مبارز	bojovníka	مبارز	bojovník	N;SG	N;ANIM;ACC;MASC;SG
مبارز	bojovník	مبارز	bojovník	N;SG	N;ANIM;NOM;MASC;SG
مبارز	bojovníčka	مبارز	bojovníčky	N;SG	N;NOM;FEM;SG
مبارز	bojovník	مبارز	bojovník	N;SG	N;ANIM;NOM;MASC;SG
کارشناس	odborník	کارشناس	odborník	N;SG	N;ANIM;NOM;MASC;SG
کارشناس	znalec	کارشناس	znalec	N;SG	N;ANIM;NOM;MASC;SG
کارشناس	expert	کارشناس	expert	N;SG	N;ANIM;NOM;MASC;SG
دلفین	delfín	دلفین	delfín	N;SG	N;ANIM;NOM;MASC;SG
نورث	sever	نورث	sever	N;SG	N;INAN;NOM;MASC;SG
صف	front	صف	front	N;SG	N;INAN;NOM;MASC;SG
صف	frontu	صف	front	N;SG	N;INAN;GEN;MASC;SG
مارکوس	marcus	مارکوس	marcus	N;SG	N;ANIM;NOM;MASC;SG
باربارا	barbara	باربارا	barbara	N;SG	N;NOM;FEM;SG
انکار	popieranie	انکار	popieranie	N;SG	N;NOM;NEUT;SG
انکار	odmietnutie	انکار	odmietnutie	N;SG	N;NOM;NEUT;SG
انکار	zamietnutie	انکار	zamietnutie	N;SG	N;NOM;NEUT;SG
انکار	popieranie	انکار	popieranie	N;SG	N;NOM;NEUT;SG
ماریو	mário	ماریو	mário	N;SG	N;ANIM;NOM;MASC;SG
نارسایی	zlyhanie	نارسایی	zlyhanie	N;SG	N;NOM;NEUT;SG
نارسایی	neúspech	نارسایی	neúspech	N;SG	N;INAN;NOM;MASC;SG
الماس	diamant	None	diamant	N;SG	N;ANIM;NOM;MASC;SG
اینچ	palec	اینچ	palec	N;SG	N;INAN;NOM;MASC;SG
یکشنبه	nedeľa	یکشنبه	nedeľa	N;SG	N;NOM;FEM;SG
یکشنبه	nedeľu	یکشنبه	nedeľa	N;SG	N;ACC;FEM;SG
راضی	spokojný	راضی	spokojný	ADJ	ADJ;ANIM;NOM;MASC;SG
راضی	splnené	راضی	splnený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
راضی	spokojní	راضی	spokojný	ADJ	ADJ;ANIM;NOM;MASC;PL
راضی	spokojné	راضی	spokojný	ADJ	ADJ;NOM;NEUT;SG
راضی	spokojná	راضی	spokojný	ADJ	ADJ;NOM;FEM;SG
بید	ponuka	بید#بین	ponuka	N;SG	N;NOM;FEM;SG
بید	ponuku	بید#بین	ponuka	N;SG	N;ACC;FEM;SG
آمادگی	príprava	آمادگی	príprava	N;SG	N;NOM;FEM;SG
آمادگی	prípravu	آمادگی	príprava	N;SG	N;ACC;FEM;SG
آمادگی	prípravok	آمادگی	prípravok	N;SG	N;INAN;NOM;MASC;SG
خونریزی	krvácanie	None	krvácanie	N;SG	N;NOM;NEUT;SG
خونریزی	krviprelievanie	None	krviprelievanie	N;SG	N;NOM;NEUT;SG
پهلوان	športovec	None	športovec	N;SG	N;ANIM;NOM;MASC;SG
پهلوان	atlét	None	atlét	N;SG	N;ANIM;NOM;MASC;SG
پهلوان	hrdinom	None	hrdina	N;SG	N;ANIM;INS;MASC;SG
پهلوان	hrdinu	None	hrdina	N;SG	N;ANIM;ACC;MASC;SG
پهلوان	hrdina	None	hrdina	N;SG	N;ANIM;NOM;MASC;SG
پهلوان	champion	None	champion	N;SG	N;ANIM;NOM;MASC;SG
پهلوان	šampión	None	šampión	N;SG	N;ANIM;NOM;MASC;SG
فضل	pôvab	None	pôvab	N;SG	N;INAN;NOM;MASC;SG
فضل	milosť	None	milosť	N;SG	N;NOM;FEM;SG
انحراف	odchýlka	انحراف	odchýlka	N;SG	N;NOM;FEM;SG
انحراف	deformácia	انحراف	deformácia	N;SG	N;NOM;FEM;SG
انحراف	posun	انحراف	posun	N;SG	N;INAN;NOM;MASC;SG
انحراف	vyrovnanie	انحراف	vyrovnanie	N;SG	N;NOM;NEUT;SG
امتحان	skúšku	None	skúška	N;SG	N;ACC;FEM;SG
تصنیف	balada	تصنیف	balada	N;SG	N;NOM;FEM;SG
احیای	regenerácia	احیا	regenerácia	N;SG	N;NOM;FEM;SG
صبر	trpezlivosť	None	trpezlivosť	N;SG	N;NOM;FEM;SG
صبر	trpezlivosti	None	trpezlivosť	N;SG	N;GEN;FEM;SG
صبر	pacientka	None	pacientko	N;SG	N;NOM;FEM;SG
صبر	pacienta	None	paciento	N;SG	N;ANIM;ACC;MASC;SG
صبر	pacientovi	None	pacient	N;SG	N;ANIM;DAT;MASC;SG
صبر	pacient	None	pacient	N;SG	N;ANIM;NOM;MASC;SG
اعتراف	spoveď	اعتراف	spoveď	N;SG	N;NOM;FEM;SG
اعتراف	vyznanie	اعتراف	vyznanie	N;SG	N;NOM;NEUT;SG
اعتراف	priznanie	اعتراف	priznanie	N;SG	N;NOM;NEUT;SG
راوی	rozprávač	راوی	rozprávač	N;SG	N;ANIM;NOM;MASC;SG
نارنجی	orange	نارنجی	oranga	N;SG	N;INAN;NOM;MASC;SG
نارنجی	pomaranč	نارنجی	pomaranč	N;SG	N;INAN;NOM;MASC;SG
کوچکترین	najmenšia	کوچک	malý	ADJ;RL	ADJ;NOM;RL;FEM;SG
کوچکترین	najmenšiu	کوچک	malý	ADJ;RL	ADJ;ACC;RL;FEM;SG
کوچکترین	najmenší	کوچک	malý	ADJ;RL	ADJ;ANIM;NOM;RL;MASC;SG
فرح	farah	فرح	farah	N;SG	N;NOM;FEM;SG
گنو	gnu	گنو	gnu	N;SG	N;INAN;NOM;MASC;SG
مروارید	perla	مروارید	pernúť	N;SG	N;NOM;FEM;SG
تبعیض	diskriminácia	تبعیض	diskriminácia	N;SG	N;NOM;FEM;SG
پدری	otče	پدر	otče	N;SG	N;ANIM;VOC;MASC;SG
پدری	otec	پدر	otec	N;SG	N;ANIM;NOM;MASC;SG
پدری	otca	پدر	otec	N;SG	N;ANIM;ACC;MASC;SG
استیل	oceľ	استیل	oceľ	N;SG	N;NOM;FEM;SG
استیل	steele	استیل	stele	N;SG	N;NOM;NEUT;SG
همبستگی	jednotu	همبستگی	jednota	N;SG	N;ACC;FEM;SG
همبستگی	jednotnosť	همبستگی	jednotnosť	N;SG	N;NOM;FEM;SG
همبستگی	jednota	همبستگی	jednota	N;SG	N;NOM;FEM;SG
همبستگی	solidaritu	همبستگی	solidarita	N;SG	N;ACC;FEM;SG
همبستگی	solidarita	همبستگی	solidarita	N;SG	N;NOM;FEM;SG
همبستگی	korelácia	همبستگی	korelácia	N;SG	N;NOM;FEM;SG
میمون	opica	میمون	opica	N;SG	N;NOM;FEM;SG
نانو	nano	نانو	nano	N;SG	N;NOM;FEM;SG
مزمن	chronickou	None	chronický	N;SG	N;INS;FEM;SG
باراک	barack	باراک	barack	N;SG	N;ANIM;NOM;MASC;SG
دوتایی	duplex	دوتایی	duplex	N;SG	N;INAN;NOM;MASC;SG
موتورز	motors	موتورز	motors	N;SG	N;INAN;NOM;MASC;SG
پورتو	puerto	پورتو	puerto	N;SG	N;INAN;NOM;MASC;SG
کیف	vak	کیف	vak	N;SG	N;INAN;NOM;MASC;SG
کیف	tašku	کیف	taška	N;SG	N;ACC;FEM;SG
کیف	vrecko	کیف	vrecko	N;SG	N;NOM;NEUT;SG
کیف	vrece	کیف	vrece	N;SG	N;NOM;NEUT;SG
کیف	taška	کیف	taška	N;SG	N;NOM;FEM;SG
کیف	kabelka	کیف	kabelka	N;SG	N;NOM;FEM;SG
مرسدس	mercedes	مرسدس	mercedes	N;SG	N;INAN;NOM;MASC;SG
سازگاری	prispôsobovanie	سازگاری	prispôsobovanie	N;SG	N;NOM;NEUT;SG
سازگاری	kompatibilita	سازگاری	kompatibilita	N;SG	N;NOM;FEM;SG
سازگاری	prispôsobenie	سازگاری	prispôsobenie	N;SG	N;NOM;NEUT;SG
سازگاری	prispôsobovanie	سازگاری	prispôsobovanie	N;SG	N;NOM;NEUT;SG
هلن	helena	هلن	helena	N;SG	N;NOM;FEM;SG
ماست	jogurt	ماست	jogurt	N;SG	N;INAN;NOM;MASC;SG
پاره	orp	پاره	orp	N;SG	N;NOM;FEM;SG
پاره	rip	پاره	rip	N;SG	N;INAN;NOM;MASC;SG
سیمان	cementu	سیمان	cement	N;SG	N;INAN;GEN;MASC;SG
سیمان	cement	سیمان	cement	N;SG	N;INAN;NOM;MASC;SG
فیلد	pole	None	pole	N;SG	N;NOM;NEUT;SG
پیشروی	marec	پیشروی	marec	N;SG	N;INAN;NOM;MASC;SG
پیشروی	marci	پیشروی	marec	N;SG	N;INAN;ESS;MASC;SG
پیشروی	marca	پیشروی	marec	N;SG	N;INAN;GEN;MASC;SG
پیشروی	marcu	پیشروی	marec	N;SG	N;INAN;DAT;MASC;SG
پیشروی	pochod	پیشروی	pochod	N;SG	N;INAN;NOM;MASC;SG
نوشتم	napísala	نوشت#نویس	napísať	V;SG;1;PST	V;PFV;FEM;SG;POS;PST;V.PTCP
نوشتم	napísal	نوشت#نویس	napísať	V;SG;1;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
نوشتم	písala	نوشت#نویس	písať	V;SG;1;PST	V;IPFV;FEM;SG;POS;PST;V.PTCP
ظهر	poludnie	ظهر	poludnie	N;SG	N;NOM;NEUT;SG
ظهر	napoludnie	ظهر	napoludnie	N;SG	N;NOM;NEUT;SG
ظهر	poludnie	ظهر	poludnie	N;SG	N;NOM;NEUT;SG
ظهر	napoludnie	ظهر	napoludnie	N;SG	N;NOM;NEUT;SG
بو	boo	None	boo	N;SG	N;NOM;FEM;SG
چنگ	grip	چنگ	grip	N;SG	N;INAN;NOM;MASC;SG
چنگ	harfu	چنگ	harfa	N;SG	N;ACC;FEM;SG
ناوشکن	ničiteľ	ناوشکن	ničiteľ	N;SG	N;ANIM;NOM;MASC;SG
صوت	zvuk	صوت	zvuk	N;SG	N;INAN;NOM;MASC;SG
دیفرانسیل	rozdiel	دیفرانسیل	rozdiel	N;SG	N;INAN;NOM;MASC;SG
ماهیچه	sval	ماهیچه	svať	N;SG	N;INAN;NOM;MASC;SG
ماهیچه	svalstvo	ماهیچه	svalstvo	N;SG	N;NOM;NEUT;SG
زور	sila	زور	sila	N;SG	N;NOM;FEM;SG
رایانش	computing	رایانش	computing	N;SG	N;NOM;FEM;SG
استار	hviezda	استار	hviezda	N;SG	N;NOM;FEM;SG
استار	hviezdička	استار	hviezdička	N;SG	N;NOM;FEM;SG
گوسفند	ovčie	گوسفند	ovčia	N;SG	N;NOM;NEUT;SG
گوسفند	ovca	گوسفند	ovca	N;SG	N;NOM;FEM;SG
روباه	líška	روباه	líška	N;SG	N;NOM;FEM;SG
مزارع	polia	مزرعه	pole	N;PL	N;NOM;NEUT;PL
مزارع	polí	مزرعه	poliť	N;PL	N;GEN;FEM;PL
مزارع	farmy	مزرعه	farma	N;PL	N;NOM;FEM;PL
مزارع	fariem	مزرعه	farma	N;PL	N;GEN;FEM;PL
کمونیسم	komunizmus	None	komunizmus	N;SG	N;INAN;NOM;MASC;SG
مدخل	vstup	مدخل	vstup	N;SG	N;INAN;NOM;MASC;SG
هرم	pyramída	هرم	pyramída	N;SG	N;NOM;FEM;SG
دادستان	žalobca	None	žalobec	N;SG	N;ANIM;NOM;MASC;SG
دادستان	prokurátora	None	prokurátor	N;SG	N;ANIM;ACC;MASC;SG
دادستان	prokurátor	None	prokurátor	N;SG	N;ANIM;NOM;MASC;SG
داروسازی	lekáreň	داروسازی	lekáreň	N;SG	N;NOM;FEM;SG
اینشتین	einstein	اینشتین	einstein	N;SG	N;ANIM;NOM;MASC;SG
کمر	pás	کمر	pás	N;SG	N;INAN;NOM;MASC;SG
کمر	pása	کمر	pás	N;SG	N;INAN;GEN;MASC;SG
آهک	vápenec	آهک	vápenec	N;SG	N;INAN;NOM;MASC;SG
آهک	vápna	آهک	vápny	N;SG	N;GEN;FEM;SG
عالمان	učenci	عالم	učenie	N;PL	N;ANIM;NOM;MASC;PL
میانمار	mjanmarsko	میانمار	mjanmarsko	N;SG	N;NOM;NEUT;SG
آسانی	jednoduchosť	None	jednoduchosť	N;SG	N;NOM;FEM;SG
سوسیالیسم	socializmus	سوسیالیسم	socializmus	N;SG	N;INAN;NOM;MASC;SG
تخته	rada	تخته	rád	N;SG	N;NOM;FEM;SG
تخته	predstavenstvo	تخته	predstavenstvo	N;SG	N;NOM;NEUT;SG
تخته	doska	تخته	doska	N;SG	N;NOM;FEM;SG
تخته	palube	تخته	paluba	N;SG	N;NOM;FEM;SG
تخته	board	تخته	board	N;SG	N;NOM;FEM;SG
یهود	žid	یهود	žid	N;SG	N;ANIM;NOM;MASC;SG
مساجد	mešity	None	mešit	N;PL	N;NOM;FEM;PL
مساجد	reštaurácie	None	reštaurácia	N;PL	N;NOM;FEM;PL
مساجد	miest	None	mesto	N;PL	N;GEN;NEUT;PL
مساجد	miesta	None	miesto	N;PL	N;NOM;NEUT;PL
گویان	guyana	گویان	guyan	N;SG	N;NOM;FEM;SG
اجتناب	zamedzenie	None	zamedzenie	N;SG	N;NOM;NEUT;SG
اجتناب	zabránenie	None	zabránenie	N;SG	N;NOM;NEUT;SG
اجتناب	vyhýbanie	None	vyhýbanie	N;SG	N;NOM;NEUT;SG
ویلا	vila	ویلا	vila	N;SG	N;NOM;FEM;SG
ویلا	vila	ویلا	vila	N;SG	N;NOM;FEM;SG
ویلا	villa	ویلا	villa	N;SG	N;NOM;MASC;SG
مبارزات	bitky	مبارزه	bitka	N;PL	N;NOM;FEM;PL
مبارزات	boje	مبارزه	boj	N;PL	N;INAN;NOM;MASC;PL
مبارزات	zápasy	مبارزه	zápas	N;PL	N;INAN;NOM;MASC;PL
مبارزات	hádky	مبارزه	hádka	N;PL	N;NOM;FEM;PL
رصدخانه	observatórium	رصدخانه	observatórium	N;SG	N;NOM;NEUT;SG
پیوندها	spojenia	پیوند	spojenie	N;PL	N;NOM;NEUT;PL
پیوندها	väzby	پیوند	väzba	N;PL	N;NOM;FEM;PL
پیوندها	prepojenia	پیوند	prepojenie	N;PL	N;NOM;NEUT;PL
پیوندها	odkazy	پیوند	odkaz	N;PL	N;INAN;NOM;MASC;PL
پیوندها	linky	پیوند	linka	N;PL	N;NOM;FEM;PL
پلنگ	tiger	پلنگ	tiger	N;SG	N;ANIM;NOM;MASC;SG
پلنگ	tigra	پلنگ	tiger	N;SG	N;NOM;FEM;SG
پلنگ	leopard	پلنگ	leopard	N;SG	N;ANIM;NOM;MASC;SG
پلنگ	panther	پلنگ	panther	N;SG	N;INAN;NOM;MASC;SG
تعهد	odhodlanie	تعهد	odhodlanie	N;SG	N;NOM;NEUT;SG
تعهد	záväzok	تعهد	záväzok	N;SG	N;INAN;NOM;MASC;SG
تعهد	angažovanosť	تعهد	angažovanosť	N;SG	N;NOM;FEM;SG
تعهد	prísľub	تعهد	prísľub	N;SG	N;INAN;NOM;MASC;SG
ترشح	absolutórium	ترشح	absolutórium	N;SG	N;NOM;NEUT;SG
ترشح	vypúšťanie	ترشح	vypúšťanie	N;SG	N;NOM;NEUT;SG
ترشح	sekréciu	ترشح	sekrécia	N;SG	N;ACC;FEM;SG
کابلی	kábel	کابلی	kábel	N;SG	N;INAN;NOM;MASC;SG
بارداری	tehotenstvo	بارداری	tehotenstvo	N;SG	N;NOM;NEUT;SG
بارداری	gravidita	بارداری	gravidita	N;SG	N;NOM;FEM;SG
شغلی	povolanie	شغلی	povolanie	N;SG	N;NOM;NEUT;SG
شغلی	profesia	شغلی	profesi	N;SG	N;NOM;NEUT;SG
بلوری	kryštál	بلوری	kryštál	N;SG	N;INAN;NOM;MASC;SG
تابعی	funkčnosť	تابعی	funkčnosť	N;SG	N;NOM;FEM;SG
طلوع	úsvitu	طلوع	úsvit	N;SG	N;INAN;GEN;MASC;SG
طلوع	úsvit	طلوع	úsvit	N;SG	N;INAN;NOM;MASC;SG
طلوع	vzostup	طلوع	vzostup	N;SG	N;INAN;NOM;MASC;SG
طلوع	nárast	طلوع	nárast	N;SG	N;INAN;NOM;MASC;SG
طلوع	sunrise	طلوع	sunris	N;SG	N;INAN;NOM;MASC;SG
طلوع	úsvit	طلوع	úsvit	N;SG	N;INAN;NOM;MASC;SG
شرکتی	partnerstvo	None	partnerstvo	N;SG	N;NOM;NEUT;SG
یاس	jasmine	یاس	jasmiňa	N;SG	N;NOM;FEM;SG
یاس	yas	یاس	yas	N;SG	N;INAN;NOM;MASC;SG
ارث	dedičstvo	ارث	dedičstvo	N;SG	N;NOM;NEUT;SG
ارث	dedičstvo	ارث	dedičstvo	N;SG	N;NOM;NEUT;SG
رادار	radar	رادار	radar	N;SG	N;INAN;NOM;MASC;SG
هایدلبرگ	heidelbergu	هایدلبرگ	heidelberg	N;SG	N;INAN;GEN;MASC;SG
اعلامیه	plagát	None	plagát	N;SG	N;INAN;NOM;MASC;SG
تهویه	vetranie	تهویه	vetranie	N;SG	N;NOM;NEUT;SG
منشی	tajomník	منشی	tajomník	N;SG	N;ANIM;NOM;MASC;SG
منشی	sekretárka	منشی	sekretárka	N;SG	N;NOM;FEM;SG
شنیده	počula	شنید#شنو	počuť	V;SG;3;V.PTCP	V;FEM;SG;POS;PST;V.PTCP
شنیده	počul	شنید#شنو	počuť	V;SG;3;V.PTCP	V;ANIM;MASC;SG;POS;PST;V.PTCP
فر	trúba	فر	trúba	N;SG	N;NOM;FEM;SG
فر	pec	فر	pec	N;SG	N;NOM;FEM;SG
فر	rúra	فر	rúra	N;SG	N;NOM;FEM;SG
فر	fér	فر	fér	N;SG	N;INAN;NOM;MASC;SG
فر	veľtrh	فر	veľtrh	N;SG	N;INAN;NOM;MASC;SG
ظاهرا	zjavne	ظاهراً	zjavne	ADV	ADV
ظاهرا	očividne	ظاهراً	očividne	ADV	ADV
اسد	assada	None	assada	N;SG	N;INAN;NOM;MASC;SG
اسد	asad	None	asad	N;SG	N;ANIM;NOM;MASC;SG
گشتاور	okamih	گشتاور	okamih	N;SG	N;INAN;NOM;MASC;SG
گشتاور	moment	گشتاور	moment	N;SG	N;INAN;NOM;MASC;SG
گشتاور	chvíľka	گشتاور	chvíľka	N;SG	N;NOM;FEM;SG
گشتاور	chvíľa	گشتاور	chvíľa	N;SG	N;NOM;FEM;SG
شانزده	šestnásť	شانزده	šestnásť	NUM	NUM;NOM;NEUT;SG
غارت	korisť	غارت	korisť	N;SG	N;NOM;FEM;SG
غارت	rabovanie	غارت	rabovanie	N;SG	N;NOM;NEUT;SG
سلطه	dominancii	سلطه	dominancia	N;SG	N;DAT;FEM;SG
