цинка	جست	цинк	جست	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
юнион	اتفاق	юнион	اتفاق	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
юнион	اتحاد	юнион	اتحاد	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
юнион	ملاپ	юнион	ملاپ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
юнион	شادی	юнион	شادی	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
хронической	دیرینہ	хронический	دیرینہ	ADJ;INS;FEM;SG	ADJ
хронической	عادی	хронический	عادی	ADJ;INS;FEM;SG	ADJ
рационального	سہل	рациональный	سہل	ADJ;GEN;NEUT;SG	ADJ
рационального	سہل	рациональный	سہل	ADJ;GEN;NEUT;SG	ADJ
рационального	عقلی	рациональный	عقلی	ADJ;GEN;NEUT;SG	ADJ
рационального	معقول	рациональный	معقول	ADJ;GEN;NEUT;SG	ADJ
наводнение	جوار	наводнение	جوار	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
наводнение	طغیانی	наводнение	طغیانی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
наводнение	دریا	наводнение	دریا	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
наводнение	نہر	наводнение	نہر	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
неясным	مشتبہ	неясный	مشتبہ	ADJ;INS;NEUT;SG	ADJ
недавние	حالیہ	недавний	حالیہ	ADJ;NOM;PL	ADJ
недавние	جدید	недавний	جدید	ADJ;NOM;PL	ADJ
коррекция	تعزیر	коррекция	تعزیر	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
коррекция	اصلاح	коррекция	اصلاح	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
коррекция	سزا	коррекция	سزا	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
иммунитет	استثنیٰ.	иммунитет	استثنیٰ.	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
прошлые	گزشتہ	прошлый	گزشتہ	ADJ;NOM;PL	ADJ
прошлые	حالیہ	прошлый	حالیہ	ADJ;NOM;PL	ADJ
определенно	یقیناً	определенно	یقیناً	ADV	ADV
случайное	غیرمتوقع.	случайный	غیرمتوقع.	ADJ;NOM;NEUT;SG	ADJ
случайное	حادثاتی	случайный	حادثاتی	ADJ;NOM;NEUT;SG	ADJ
случайное	عارضی	случайный	عارضی	ADJ;NOM;NEUT;SG	ADJ
случайное	غیرارادی	случайный	غیرارادی	ADJ;NOM;NEUT;SG	ADJ
случайное	اتفاقی	случайный	اتفاقی	ADJ;NOM;NEUT;SG	ADJ
абсурдно	نامعقول	абсурдный	نامعقول	ADJ;NEUT;SG	ADJ
хэнк	سوت	хэнк	سوت	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;3
передвижение	حرکت	передвижение	حرکت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
инициировать	اپنانا	инициировать	اپنانا	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
мафия	ہجوم	мафия	ہجوم	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
тяжелая	پتھریلی	тяжелый	پتھریلی	ADJ;NOM;FEM;SG	ADJ
тяжелая	باوقار	тяжелый	باوقار	ADJ;NOM;FEM;SG	ADJ
тяжелая	سنجیدہ	тяжелый	سنجیدہ	ADJ;NOM;FEM;SG	ADJ
тяжелая	سخت	тяжелый	سخت	ADJ;NOM;FEM;SG	ADJ
тяжелая	پتھریلی	тяжелый	پتھریلی	ADJ;NOM;FEM;SG	ADJ
тяжелая	شدید	тяжелый	شدید	ADJ;NOM;FEM;SG	ADJ
тяжелая	باوقار	тяжелый	باوقار	ADJ;NOM;FEM;SG	ADJ
тяжелая	وزنی	тяжелый	وزنی	ADJ;NOM;FEM;SG	ADJ
тяжелая	سنجیدہ	тяжелый	سنجیدہ	ADJ;NOM;FEM;SG	ADJ
тяжелая	سخت	тяжелый	سخت	ADJ;NOM;FEM;SG	ADJ
портер	دربان	портер	دربان	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
смарт	تیزی	смарт	تیزی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
смарт	وضعدار	смарт	وضعدار	N;INAN;NOM;MASC;SG	N
погоня	مشغلہ	погоня	مشغلہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
погоня	مصروفیت	погоня	مصروفیت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
погоня	مشغلہ	погоня	مشغلہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
погоня	تعاقب	погоня	تعاقب	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
погоня	مصروفیت	погоня	مصروفیت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
погоня	پیچھا	погоня	پیچھا	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
погоня	پستول	погоня	پستول	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
погоня	جدوجہد	погоня	جدوجہد	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
погоня	پیچھا	погоня	پیچھا	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
погоня	پستول	погоня	پستول	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
погоня	تعاقب	погоня	تعاقب	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
погоня	جدوجہد	погоня	جدوجہد	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
драка	قتال	драка	قتال	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
драка	آگ	драка	آگ	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
драка	کوشش	драка	کوشش	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
возможная	ممکن	возможный	ممکن	ADJ;NOM;FEM;SG	ADJ
орех	سر	орех	سر	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
моментально	فوراً	моментально	فوراً	ADV	ADV
визуализации	محاکات	визуализация	محاک	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL;3
принудительно	جبراً	принудительно	جبراً	ADV	ADV
конечное	غائب	конечный	غائب	ADJ;NOM;NEUT;SG	ADJ
позор	غیرت	позор	غیرت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
позор	شرم	позор	شرم	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
позор	غیرت	позор	غیرت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
позор	شے	позор	شے	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
позор	شے	позор	شے	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
позор	خواری	позор	خواری	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
неверный	غلط	неверный	غلط	ADJ;NOM;MASC;SG	ADJ
неверный	معذور	неверный	معذور	ADJ;NOM;MASC;SG	ADJ
неверный	ناقص	неверный	ناقص	ADJ;NOM;MASC;SG	ADJ
неверный	نامعتبر	неверный	نامعتبر	ADJ;NOM;MASC;SG	ADJ
небесные	ربّانی	небесный	ربّانی	ADJ;NOM;PL	ADJ
небесные	ربّانی	небесный	ربّانی	ADJ;NOM;PL	ADJ
равная	برابر	равный	برابر	ADJ;NOM;FEM;SG	ADJ
равная	متوازن	равный	متوازن	ADJ;NOM;FEM;SG	ADJ
равная	یکساں	равный	یکساں	ADJ;NOM;FEM;SG	ADJ
равная	برابر	равный	برابر	ADJ;NOM;FEM;SG	ADJ
равная	متوازن	равный	متوازن	ADJ;NOM;FEM;SG	ADJ
чек	اقرار	чек	اقرار	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
чек	تحدید	чек	تحدید	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
чек	اقرار	чек	اقرار	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
чек	شہ	чек	شہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
чек	تحدید	чек	تحدید	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
чек	چیک	чек	چیک	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
переходные	عبوری	переходный	عبوری	ADJ;NOM;PL	ADJ
переходные	عارضی	переходный	عارضی	ADJ;NOM;PL	ADJ
отличительные	نمایاں	отличительный	نمایاں	ADJ;NOM;PL	ADJ
извлечение	منبع	извлечение	منبع	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
извлечение	نسل	извлечение	نسل	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
извлечение	ماخذ	извлечение	ماخذ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
извлечение	اخذ	извлечение	اخذ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
извлечение	منبع	извлечение	منبع	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
извлечение	نسل	извлечение	نسل	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
извлечение	کشید	извлечение	کشید	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
извлечение	ماخذ	извлечение	ماخذ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
извлечение	نقل	извлечение	نقل	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
извлечение	نقل	извлечение	نقل	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
выносливость	توانائی	выносливость	توانائی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
выносливость	سکت	выносливость	سکت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
выносливость	توانائی	выносливость	توانائی	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
выносливость	دم	выносливость	دم	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
проводник	استقبال	проводник	استقبال	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
око	آنکھ	око	آنکھ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
око	بصارت	око	بصارت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
око	شعور	око	شعور	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
незаконной	غلط	незаконный	غلط	ADJ;INS;FEM;SG	ADJ
незаконной	ناجائز	незаконный	ناجائز	ADJ;INS;FEM;SG	ADJ
плавать	تیرنا	плавать	تیرنا	V;IPFV;NFIN;ACT	V;SG;ACT
честный	مخلصانہ	честный	مخلصانہ	ADJ;NOM;MASC;SG	ADJ
милый	ذہین	милый	ذہین	ADJ;NOM;MASC;SG	ADJ
милый	خوبصورت	милый	خوبصورت	ADJ;NOM;MASC;SG	ADJ
гроза	طوفان	гроза	طوفان	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
гроза	آندھی	гроза	آندھی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
талисман	شخص	талисман	شخص	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
благотворительность	کرم	благотворительность	کرم	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
благотворительность	رعایت	благотворительность	رعایت	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;3
благотворительность	عطا	благотворительность	عطا	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
вето	ممانعت	вето	ممانعت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
законодательная	قانونی	законодательный	قانونی	ADJ;NOM;FEM;SG	ADJ
фарс	مذاق	фарс	مذاق	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
конструктивное	مفید	конструктивный	مفید	ADJ;NOM;NEUT;SG	ADJ
конструктивное	مثبت	конструктивный	مثبت	ADJ;NOM;NEUT;SG	ADJ
конструктивное	ماخوذ	конструктивный	ماخوذ	ADJ;NOM;NEUT;SG	ADJ
конструктивное	معاون	конструктивный	معاون	ADJ;NOM;NEUT;SG	ADJ
турбина	پانی	турбина	پانی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
забота	کاروبار	забота	کاروبار	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
забота	فکر	забота	فکر	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
забота	اندیشہ	забота	اندیشہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
забота	کاروبار	забота	کاروبار	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
забота	تشویش	забота	تشویش	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
забота	فکر	забота	فکر	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
забота	خبرداری	забота	خبرداری	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
забота	توجہ	забота	توجہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
забота	تحفظ	забота	تحفظ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
забота	احتیاط	забота	احتیاط	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
забота	فکر	забота	فکر	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
иранские	ایرانی	иранский	ایرانی	ADJ;NOM;PL	ADJ
меморандум	نجی	меморандум	نجی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
ирония	طنز	ирония	طنز	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
хлопок	روئی	хлопка	روئی	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
хлопок	روئی	хлопка	روئی	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
свергнуть	ڈھانا	свергнуть	ڈھانا	V;PFV;NFIN;ACT	V;SG;ACT
свергнуть	گرانا	свергнуть	گرانا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
перл	مروارید	перл	مروارید	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
смертный	شدید	смертный	شدید	ADJ;NOM;MASC;SG	ADJ
смертный	ممکن	смертный	ممکن	ADJ;NOM;MASC;SG	ADJ
смертный	سخت	смертный	سخت	ADJ;NOM;MASC;SG	ADJ
смертный	شدید	смертный	شدید	ADJ;NOM;MASC;SG	ADJ
смертный	ممکن	смертный	ممکن	ADJ;NOM;MASC;SG	ADJ
смертный	سخت	смертный	سخت	ADJ;NOM;MASC;SG	ADJ
необычное	انوکھا	необычный	انوکھا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
необычное	غیرمعمولی	необычный	غیرمعمولی	ADJ;NOM;NEUT;SG	ADJ
рана	زخم	рана	زخم	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
петля	شکنجہ	петля	شکنجہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
хоуп	اعتبار.	хоупоть	اعتبار.	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
хоуп	اعتبار.	хоупоть	اعتبار.	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
ловушка	منہ	ловушка	منہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
ловушка	منہ	ловушка	منہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
эпоним	مقام	эпоним	مقام	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
эпоним	ایجاد	эпоним	ایجاد	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
незначительным	لایعنی	незначительный	لایعنی	ADJ;INS;NEUT;SG	ADJ
незначительным	غیراہم	незначительный	غیراہم	ADJ;INS;NEUT;SG	ADJ
незначительным	معمولی	незначительный	معمولی	ADJ;INS;NEUT;SG	ADJ
стресс	اصرار	стресс	اصرار	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
стресс	بل	стресс	بل	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
приготовление	تیاری	приготовление	تیاری	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
приготовление	آمادگی	приготовление	آمادگی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
коллективные	متفقہ	коллективный	متفقہ	ADJ;NOM;PL	ADJ
коллективные	مشترک	коллективный	مشترک	ADJ;NOM;PL	ADJ
коллективные	عمومی	коллективный	عمومی	ADJ;NOM;PL	ADJ
коллективные	اجتماعی	коллективный	اجتماعی	ADJ;NOM;PL	ADJ
коллективные	مجموعی	коллективный	مجموعی	ADJ;NOM;PL	ADJ
коллективные	متفقہ	коллективный	متفقہ	ADJ;NOM;PL	ADJ
коллективные	مشترک	коллективный	مشترک	ADJ;NOM;PL	ADJ
коллективные	عمومی	коллективный	عمومی	ADJ;NOM;PL	ADJ
коллективные	اجتماعی	коллективный	اجتماعی	ADJ;NOM;PL	ADJ
весело	پُرلطف	веселый	پُرلطف	ADJ;NEUT;SG	ADJ
весело	پُرلطف	веселый	پُرلطف	ADJ;NEUT;SG	ADJ
промо	تشہیر	промо	تشہیر	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
лимит	احاطہ	лимит	احاطہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
напарник	ساتھی	напарник	ساتھی	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
напарник	ساتھی	напарник	ساتھی	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
зарплата	تنازع	зарплата	تنازع	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
зарплата	بدلہ	зарплата	بدلہ	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
вставка	مضمون	вставка	مضمون	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
пират	تصنیف	пират	تصنیف	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
крытый	داخلی	крытый	داخلی	ADJ;NOM;MASC;SG	ADJ
крытый	خانگی	крытый	خانگی	ADJ;NOM;MASC;SG	ADJ
аут	ڈانٹ	аута	ڈانٹ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
аут	دور	аута	دور	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
аут	ڈانٹ	аута	ڈانٹ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
аут	دور	аута	دور	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
грубый	گھٹیا	грубый	گھٹیا	ADJ;NOM;MASC;SG	ADJ
грубый	گستاخانہ	грубый	گستاخانہ	ADJ;NOM;MASC;SG	ADJ
грубый	بھرپور	грубый	بھرپور	ADJ;NOM;MASC;SG	ADJ
паника	دہشت	паника	دہشت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
солидарность	اتحاد	солидарность	اتحاد	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
анекдот	قصہ	анекдот	قصہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
отвлечь	بھٹکانا.	отвлечь	بھٹکان	V;PFV;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
незаконных	مستقل	незаконный	مستقل	ADJ;GEN;PL	ADJ
фактическая	صحیح	фактический	صحیح	ADJ;NOM;FEM;SG	ADJ
фактическая	موجود	фактический	موجود	ADJ;NOM;FEM;SG	ADJ
фактическая	اصلی	фактический	اصلی	ADJ;NOM;FEM;SG	ADJ
фактическая	حاضر	фактический	حاضر	ADJ;NOM;FEM;SG	ADJ
фактическая	موجود	фактический	موجود	ADJ;NOM;FEM;SG	ADJ
фактическая	حقیقی	фактический	حقیقی	ADJ;NOM;FEM;SG	ADJ
фактическая	اصلی	фактический	اصلی	ADJ;NOM;FEM;SG	ADJ
фактическая	حاضر	фактический	حاضر	ADJ;NOM;FEM;SG	ADJ
лексикон	لغت	лексикон	لغت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
сопоставление	مشابہت	сопоставление	مشابہت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
удача	اتفاق	удача	اتفاق	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
тишина	خاموشی	тишина	خاموشی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
тишина	ساکن	тишина	ساکن	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
тишина	خاموشی	тишина	خاموشی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
тишина	ساکن	тишина	ساکن	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
тишина	رازداری	тишина	رازداری	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
тишина	رازداری	тишина	رازداری	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
тишина	خاموشی	тишина	خاموشی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
листинг	فہرست	листинг	فہرست	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
смертельная	مہلک	смертельный	مہلک	ADJ;NOM;FEM;SG	ADJ
отказать	ماننے	отказать	مان	V;PFV;NFIN;ACT	V;ACC;NFIN
пин	بروچ.	пин	بروچ.		
пин	up	пин	up		
фьюри	طوفان	фьюри	طوفان	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
фьюри	ہیجان	фьюри	ہیجان	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
составных	مخلوط	составной	مخلوط	ADJ;GEN;PL	ADJ
составных	مخلوط.	составной	مخلوط.	ADJ;GEN;PL	ADJ
усилие	کارنامہ	усилие	کارنامہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
усилие	کارنامہ	усилие	کارنامہ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
усилие	کوشش	усилие	کوشش	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
усилие	اہمیت	усилие	اہمیت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
усилие	اثر	усилие	اثر	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
усилие	قوت	усилие	قوت	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
усилие	اہمیت	усилие	اہمیت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
усилие	اثر	усилие	اثر	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
усилие	قوت	усилие	قوت	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;3
усилие	زبردستی	усилие	زبردستی	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
усилие	زور	усилие	زور	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
препятствие	رکاوٹ	препятствие	رکاوٹ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
препятствие	مزاحمت	препятствие	مزاحمت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
препятствие	رکاوٹ	препятствие	رکاوٹ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
препятствие	مزاحمت	препятствие	مزاحمت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
препятствие	رکاوٹ.	препятствие	رکاوٹ	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
азот	نائٹروجن	азот	نائٹروجن	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
профсоюз	اتفاق	профсоюз	اتفاق	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
профсоюз	اتحاد	профсоюз	اتحاد	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
профсоюз	ملاپ	профсоюз	ملاپ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
профсоюз	شادی	профсоюз	شادی	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
безопасное	معتبر	безопасный	معتبر	ADJ;NOM;NEUT;SG	ADJ
безопасное	یقینی	безопасный	یقینی	ADJ;NOM;NEUT;SG	ADJ
бедные	معمولی	бедный	معمولی	ADJ;NOM;PL	ADJ
бедные	گھٹیا	бедный	گھٹیا	ADJ;NOM;PL	ADJ
бедные	نادار	бедный	نادار	ADJ;NOM;PL	ADJ
бедные	معمولی	бедный	معمولی	ADJ;NOM;PL	ADJ
бедные	گھٹیا	бедный	گھٹیا	ADJ;NOM;PL	ADJ
бедные	غریب	бедный	غریب	ADJ;NOM;PL	ADJ
монастырские	درویشانہ	монастырский	درویشانہ	ADJ;NOM;PL	ADJ
монастырские	راہبانہ	монастырский	راہبانہ	ADJ;NOM;PL	ADJ
шифрование	رمزنگاری	шифрование	رمزنگاری	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
одновременное	متفق	одновременный	متفق	ADJ;NOM;NEUT;SG	ADJ
одновременное	متوارد	одновременный	متوارد	ADJ;NOM;NEUT;SG	ADJ
одновременное	متوازی	одновременный	متوازی	ADJ;NOM;NEUT;SG	ADJ;NOM
бетон	ریت	бетон	ریت	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
бетон	کیفیت	бетон	کیفیت	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;3
противоречивые	انکاری	противоречивый	انکاری	ADJ;NOM;PL	ADJ
умышленно	قصداً	умышленно	قصداً	ADV	ADV
должное	ستائش	должный	ستائش	ADJ;NOM;NEUT;SG	ADJ
чейз	پیچھا	чейз	پیچھا	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
чейз	پستول	чейз	پستول	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
чейз	جدوجہد	чейз	جدوجہد	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
чейз	پیچھا	чейз	پیچھا	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
чейз	پستول	чейз	پستول	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
чейз	تعاقب	чейз	تعاقب	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
чейз	جدوجہد	чейз	جدوجہد	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;3
покер	لکڑی	покер	لکڑی	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
пророчество	خصوصیت	пророчество	خصوصیت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
пророчество	خصوصیت	пророчество	خصوصیت	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;3
инфекция	چھوت	инфекция	چھوت	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
фанк	خوف	фанк	خوف	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
фанк	ہراس	фанк	ہراس	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
элементарные	سادہ	элементарный	سادہ	ADJ;NOM;PL	ADJ
элементарные	بنیادی	элементарный	بنیادی	ADJ;NOM;PL	ADJ
элементарные	صاف	элементарный	صاف	ADJ;NOM;PL	ADJ
элементарные	ناپختہ	элементарный	ناپختہ	ADJ;NOM;PL	ADJ
элементарные	بنیادی	элементарный	بنیادی	ADJ;NOM;PL	ADJ
элементарные	ابتدائی	элементарный	ابتدائی	ADJ;NOM;PL	ADJ
яхта	بادبانی	яхта	بادبانی	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG;3
достойная	ستھرا	достойный	ستھرا	ADJ;NOM;FEM;SG	ADJ
достойная	معتبر	достойный	معتبر	ADJ;NOM;FEM;SG	ADJ
достойная	معزز	достойный	معزز	ADJ;NOM;FEM;SG	ADJ
достойная	لائق	достойный	لائق	ADJ;NOM;FEM;SG	ADJ
достойная	معزز	достойный	معزز	ADJ;NOM;FEM;SG	ADJ
иглы	گھنٹے	игла	گھنٹہ	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL;3
иглы	گھنٹے	игла	گھنٹہ	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL;3
контраст	موازنہ	контраст	موازنہ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;3
