nie	ne	nie	ne	PART	PART
begeerte	željo	begeerte	želja	N;SG	N;ACC;FEM;SG
begeerte	želja	begeerte	želja	N;SG	N;NOM;FEM;SG
begeerte	poželenje	begeerte	poželenje	N;SG	N;NOM;NEUT;SG
kosakke	kozaki	kosak	kozak	N;PL	N;NOM;MASC;PL
cité	cité	cité	cité	N;SG	N;NOM;MASC;SG
dinamiese	dinamična	dinamies	dinamičen	ADJ;NOM	ADJ;NOM;FEM;SG
dinamiese	dinamični	dinamies	dinamičen	ADJ;NOM	ADJ;NOM;MASC;SG
dinamiese	dinamičen	dinamies	dinamičen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
uitvinding	izum	uitvinding	izum	N;SG	N;NOM;MASC;SG
moslem	muslimani	moslem	musliman	N;PL	N;NOM;MASC;PL
bestee	prebil	bestee	prebiti	V;PRS	V;PFV;MASC;SG;V.PTCP
logiese	logični	logies	logičen	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
logiese	logičen	logies	logičen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
logiese	logično	logies	logičen	ADJ;NOM	ADJ;NOM;NEUT;SG
legendariese	legendarna	legendaries	legendaren	ADJ;NOM	ADJ;NOM;FEM;SG
legendariese	legendarno	legendaries	legendaren	ADJ;NOM	ADJ;NOM;NEUT;SG
legendariese	legendarni	legendaries	legendaren	ADJ;NOM	ADJ;NOM;MASC;SG
gene	gen	gene	gen	N;SG	N;NOM;MASC;SG
belowe	obljubi	beloof	obljuba	V;PRS	V;PFV;IND;SG;3;PRS;FIN
busse	avtobuse	busse	avtobus	N;PL	N;ACC;MASC;PL
busse	avtobusi	busse	avtobusiti	N;PL	N;NOM;MASC;PL
beskawings	civilizacije	beskawing	civilizacija	N;PL	N;NOM;FEM;PL
beskawings	civilizacij	beskawing	civilizacija	N;PL	N;GEN;FEM;PL
uitgesluit	izključiti	uitsluit	izključiti	V;PST;V.PTCP	V;PFV;NFIN
besienswaardighede	znamenitosti	besienswaardigheid	znamenitost	N;PL	N;NOM;FEM;PL
frekwensie	frekvenca	frekwensie	frekvenca	N;SG	N;NOM;FEM;SG
frekwensie	pogostost	frekwensie	pogostost	N;SG	N;NOM;FEM;SG
frekwensie	pogostnost	frekwensie	pogostnost	N;SG	N;NOM;FEM;SG
agterkant	hrbet	agterkant	hrbet	N;SG	N;NOM;MASC;SG
agterkant	hrbtenica	agterkant	hrbtenica	N;SG	N;NOM;FEM;SG
oplossings	rešitve	oplossing	rešitev	N;PL	N;NOM;FEM;PL
oplossings	raztopine	oplossing	raztopina	N;PL	N;NOM;FEM;PL
keisers	cesarjev	keiser	cesar	N;PL	N;GEN;MASC;PL
keisers	cesarji	keiser	cesar	N;PL	N;NOM;MASC;PL
vereistes	zahteve	vereiste	zahteva	N;PL	N;NOM;FEM;PL
mesopotamië	mezopotamija	mesopotamië	mezopotamija	N;SG	N;NOM;FEM;SG
victoriaanse	viktorijanski	victoriaans	viktorijanski	ADJ;NOM	ADJ;NOM;MASC;SG
uitgevind	izumili	uitvind	izumiti	V;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
uitgevind	izumil	uitvind	izumiti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
aangegaan	nastali	aangaan	nastati	V;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
lyste	seznami	lyste	seznam	N;PL	N;NOM;MASC;PL
lyste	sezname	lyste	seznam	N;PL	N;ACC;MASC;PL
verhit	segreje	verhit	segreti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
verlof	dopust	verlof	dopust	N;SG	N;NOM;MASC;SG
konsepte	osnutki	konsepte	osnutek	N;PL	N;NOM;MASC;PL
konsepte	pojmi	konsepte	pojem	N;PL	N;NOM;MASC;PL
konsepte	koncepti	konsepte	koncept	N;PL	N;NOM;MASC;PL
bekendstelling	uvedba	bekendstelling	uvedba	N;SG	N;NOM;FEM;SG
bekendstelling	uvod	bekendstelling	uvod	N;SG	N;NOM;MASC;SG
bekendstelling	uvajanje	bekendstelling	uvajanje	N;SG	N;NOM;NEUT;SG
bekendstelling	vnos	bekendstelling	vnos	N;SG	N;NOM;MASC;SG
bekendstelling	uvod	bekendstelling	uvod	N;SG	N;NOM;MASC;SG
spreker	govornik	spreker	govornik	N;SG	N;NOM;MASC;SG
spreker	govorec	spreker	govorec	N;SG	N;NOM;MASC;SG
spreker	zvočnik	spreker	zvočnik	N;SG	N;NOM;MASC;SG
stasies	postaje	stasie	postaja	N;PL	N;NOM;FEM;PL
herinnering	pomnilnik	herinnering	pomnilnik	N;SG	N;NOM;MASC;SG
herinnering	spomin	herinnering	spomin	N;SG	N;NOM;MASC;SG
herinnering	spomina	herinnering	spomin	N;SG	N;NOM;MASC;SG
fisieke	fizični	fisiek	fizičen	ADJ;NOM	ADJ;NOM;MASC;SG
fisieke	fizična	fisiek	fizičen	ADJ;NOM	ADJ;NOM;FEM;SG
bedreigde	ogrožen	bedreig	ogrožen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG;V.PTCP
bedreigde	ogroženi	bedreig	ogrožen	ADJ;NOM	ADJ;NOM;MASC;PL;V.PTCP
bedreigde	ogroženo	bedreig	ogrožen	ADJ;NOM	ADJ;NOM;NEUT;SG;V.PTCP
bedreigde	ogrožena	bedreig	ogrožen	ADJ;NOM	ADJ;NOM;FEM;SG;V.PTCP
bedreigde	ogrožene	bedreig	ogrožen	ADJ;NOM	ADJ;NOM;FEM;PL;V.PTCP
klippe	kamenje	klip	kamenje	N;PL	N;ACC;MASC;PL
klippe	kamni	klip	kamen	N;PL	N;NOM;MASC;PL
klippe	skale	klip	skala	N;PL	N;NOM;FEM;PL
klippe	kamenje	klip	kamenje	N;PL	N;ACC;MASC;PL
klippe	kamni	klip	kamen	N;PL	N;NOM;MASC;PL
vergelykings	primerjave	vergelyking	primerjava	N;PL	N;NOM;FEM;PL
vergelykings	enačbe	vergelyking	enačba	N;PL	N;NOM;FEM;PL
politici	politikov	politici	politik	N;PL	N;GEN;MASC;PL
politici	politiki	politici	politika	N;PL	N;NOM;MASC;PL
ontwerper	oblikovalec	ontwerper	oblikovalec	N;SG	N;NOM;MASC;SG
tonele	prizore	tonele	prizor	N;PL	N;ACC;MASC;PL
tonele	prizori	tonele	prizor	N;PL	N;NOM;MASC;PL
tonele	scene	tonele	scena	N;PL	N;NOM;FEM;PL
kilogram	kilogram	kilogram	kilogram	N;SG	N;NOM;MASC;SG
skielike	nenadna	skielik	nenaden	ADJ;NOM	ADJ;NOM;FEM;SG
skielike	nenaden	skielik	nenaden	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
alkohol	alkohol	alkohol	alkohol	N;SG	N;NOM;MASC;SG
alkohol	alkohola	alkohol	alkohol	N;SG	N;GEN;MASC;SG
sang	pojem	sang	pojem	N;SG	N;NOM;MASC;SG
sang	petje	sang	petje	N;SG	N;NOM;NEUT;SG
sang	petja	sang	petje	N;SG	N;GEN;NEUT;SG
herlewing	oživitev	herlewing	oživitev	N;SG	N;NOM;FEM;SG
rif	greben	rif	greben	N;SG	N;NOM;MASC;SG
rif	ridge	rif	ridg	N;SG	N;NOM;MASC;SG
room	smetana	room	smetana	N;SG	N;NOM;FEM;SG
room	kremo	room	krema	N;SG	N;ACC;FEM;SG
room	smetano	room	smetana	N;SG	N;ACC;FEM;SG
room	krema	room	krema	N;SG	N;NOM;FEM;SG
simboliseer	simbolizira	simboliseer	simbolizirati	V;PRS	V;IND;SG;3;PRS;FIN
aluminium	aluminijev	aluminium	aluminijev	N;SG	N;NOM;MASC;SG
aluminium	aluminij	aluminium	aluminija	N;SG	N;NOM;MASC;SG
aluminium	aluminija	aluminium	aluminija	N;SG	N;NOM;MASC;SG
aluminium	aluminij	aluminium	aluminija	N;SG	N;NOM;MASC;SG
erkende	priznani	erken	priznan	ADJ;NOM	ADJ;NOM;MASC;PL;V.PTCP
erkende	priznan	erken	priznan	ADJ;NOM	ADJ;NOM;INDF;MASC;SG;V.PTCP
erkende	priznana	erken	priznan	ADJ;NOM	ADJ;NOM;FEM;SG;V.PTCP
erkende	priznano	erken	priznan	ADJ;NOM	ADJ;NOM;NEUT;SG;V.PTCP
erkende	priznane	erken	priznan	ADJ;NOM	ADJ;NOM;FEM;PL;V.PTCP
erkende	priznan	erken	priznan	ADJ;NOM	ADJ;NOM;INDF;MASC;SG;V.PTCP
erkende	priznana	erken	priznan	ADJ;NOM	ADJ;NOM;FEM;SG;V.PTCP
erkende	priznano	erken	priznan	ADJ;NOM	ADJ;NOM;NEUT;SG;V.PTCP
verleng	razširi	verleng	razšir	V;PRS	V;PFV;IND;SG;3;PRS;FIN
verleng	podaljša	verleng	podaljšati	V;PRS	V;PFV;IND;SG;3;PRS;FIN
gandhi	gandhi	gandhi	gandhi	N;SG	N;NOM;MASC;SG
uitbrei	razširi	uitbrei	razšir	V;PRS	V;PFV;IND;SG;3;PRS;FIN
uitbrei	razširi	uitbrei	razšir	V;PRS	V;PFV;IND;SG;3;PRS;FIN
uitbrei	podaljša	uitbrei	podaljšati	V;PRS	V;PFV;IND;SG;3;PRS;FIN
wesens	bitja	wesens	bitje	N;PL	N;NOM;NEUT;PL
roetes	proge	roete	proga	N;PL	N;NOM;FEM;PL
roetes	poteh	roete	pot	N;PL	N;ESS;FEM;PL
soewereiniteit	suverenosti	soewereiniteit	suverenost	N;SG	N;GEN;FEM;SG
soewereiniteit	suverenost	soewereiniteit	suverenost	N;SG	N;NOM;FEM;SG
springs	vzmeti	spring	vzmeti	N;PL	N;NOM;FEM;PL
tee	čaj	tee	čaj	N;SG	N;NOM;MASC;SG
eed	prisego	eed	prisega	N;SG	N;ACC;FEM;SG
restaurant	restavracija	restaurant	restavracija	N;SG	N;NOM;FEM;SG
deon	deon	deon	deon		
intelligensie	inteligenca	intelligensie	inteligenca	N;SG	N;NOM;FEM;SG
bekragtig	potrdi	bekragtig	potrd	V;PRS	V;PFV;IND;SG;3;PRS;FIN
sleg	hudo	sleg	hudo	ADV	ADV
sleg	slabo	sleg	slabo	ADV	ADV
notas	opombi	notas	opomba	N;SG	N;NOM;FEM;SG
pre	pre	pre	pre		
outomatiese	samodejni	outomaties	samodejen	ADJ;NOM	ADJ;NOM;MASC;SG
outomatiese	samodejna	outomaties	samodejen	ADJ;NOM	ADJ;NOM;FEM;SG
aksies	dejanja	aksie	dejanje	N;PL	N;NOM;NEUT;PL
aksies	ukrepi	aksie	ukrep	N;PL	N;NOM;MASC;PL
skandinawië	skandinaviji	skandinawië	skandinavija	N;SG	N;NOM;FEM;SG
datums	zmenki	datum	zmenek	N;PL	N;NOM;MASC;PL
datums	datume	datum	datum	N;PL	N;ACC;MASC;PL
datums	datumi	datum	datum	N;PL	N;NOM;MASC;PL
fabriek	tovarna	fabriek	tovarna	N;SG	N;NOM;FEM;SG
fabriek	tovarno	fabriek	tovarna	N;SG	N;ACC;FEM;SG
vervaardigers	pridelovalci	vervaardiger	pridelovalec	N;PL	N;NOM;MASC;PL
vervaardigers	proizvajalci	vervaardiger	proizvajalec	N;PL	N;NOM;MASC;PL
snitte	skladbe	snit	skladba	N;PL	N;NOM;FEM;PL
snitte	tiri	snit	tirje	N;PL	N;NOM;MASC;PL
hipotese	hipoteza	hipotees	hipoteza	N;SG	N;NOM;FEM;SG
perse	perzijci	pers	perzijec	N;PL	N;NOM;MASC;PL
vaardighede	veščine	vaardigheid	veščina	N;PL	N;NOM;FEM;PL
vaardighede	spretnosti	vaardigheid	spretnost	N;PL	N;NOM;FEM;PL
vaardighede	sposobnosti	vaardigheid	sposobnost	N;PL	N;NOM;FEM;PL
neiging	trend	neiging	trend	N;SG	N;NOM;MASC;SG
fundamentele	temeljno	fundamenteel	temeljen	ADJ;NOM	ADJ;NOM;NEUT;SG
fundamentele	temeljna	fundamenteel	temeljen	ADJ;NOM	ADJ;NOM;FEM;SG
ontbreek	manjka	ontbreek	manjkati	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
ontbreek	manjkajo	ontbreek	manjkati	V;PRS	V;IPFV;IND;PL;3;PRS;FIN
regterkant	pravica	regterkant	pravica	N;SG	N;NOM;FEM;SG
essays	eseje	essays	eseja	N;PL	N;ACC;MASC;PL
elementêre	osnovno	elementêre	osnoven	ADJ;NOM	ADJ;NOM;NEUT;SG
elementêre	osnovni	elementêre	osnoven	ADJ;NOM	ADJ;NOM;MASC;PL
aspek	vidik	aspek	vidik	N;SG	N;NOM;MASC;SG
sophia	sophio	sophia	sophia		
senator	senatorja	senator	senator	N;SG	N;ANIM;ACC;MASC;SG
senator	senator	senator	senator	N;SG	N;NOM;MASC;SG
senator	senatorka	senator	senatorka	N;SG	N;NOM;MASC;SG
vreedsame	mirne	vreedsaam	miren	ADJ;NOM	ADJ;NOM;FEM;PL
vreedsame	miren	vreedsaam	miren	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
lindley	lindley	lindley	lindley		
kok	kok	kok	kok		
bed	postelja	bed	postelja	N;SG	N;NOM;FEM;SG
bed	posteljo	bed	postelja	N;SG	N;ACC;FEM;SG
besigheid	seji	besigheid	seja	N;SG	N;NOM;FEM;SG
besigheid	srečanje	besigheid	srečanje	N;SG	N;NOM;NEUT;SG
besigheid	sestanek	besigheid	sestanek	N;SG	N;NOM;MASC;SG
besigheid	poslovanje	besigheid	poslovanje	N;SG	N;NOM;NEUT;SG
besigheid	posel	besigheid	posel	N;SG	N;NOM;MASC;SG
ontploffing	eksplozija	ontploffing	eksplozija	N;SG	N;NOM;FEM;SG
ontploffing	eksplozijo	ontploffing	eksplozija	N;SG	N;ACC;FEM;SG
rembrandt	rembrandt	rembrandt	rembrandt	N;SG	N;NOM;MASC;SG
konserte	koncerte	konserte	koncert	N;PL	N;ACC;MASC;PL
konserte	koncertov	konserte	koncert	N;PL	N;GEN;MASC;PL
seremonie	slovesnost	seremonie	slovesnost	N;SG	N;NOM;FEM;SG
seremonie	obred	seremonie	obred	N;SG	N;NOM;MASC;SG
seremonie	slovesnosti	seremonie	slovesnost	N;SG	N;NOM;FEM;SG
munte	kovance	munt	kovanec	N;PL	N;ACC;MASC;PL
munte	kovanci	munt	kovanec	N;PL	N;NOM;MASC;PL
gery	jahal	gery	jahal	V;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
lêers	datotek	lêers	datoteka	N;PL	N;GEN;FEM;PL
lêers	datoteke	lêers	datoteka	N;PL	N;NOM;FEM;PL
huishoudelike	gospodinjski	huishoudelik	gospodinjski	ADJ;NOM	ADJ;NOM;MASC;SG
huishoudelike	domači	huishoudelik	domač	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
huishoudelike	domača	huishoudelik	domač	ADJ;NOM	ADJ;NOM;FEM;SG
korrupsie	korupcija	korrupsie	korupcija	N;SG	N;NOM;FEM;SG
korrupsie	korupciji	korrupsie	korupcija	N;SG	N;NOM;FEM;SG
korrupsie	korupcijo	korrupsie	korupcija	N;SG	N;ACC;FEM;SG
noodsaaklike	bistvene	noodsaaklik	bistven	ADJ;NOM	ADJ;NOM;FEM;PL
noodsaaklike	bistvena	noodsaaklik	bistven	ADJ;NOM	ADJ;NOM;FEM;SG
bye	čebele	byd	čebela	N;PL	N;NOM;FEM;PL
nuttige	koristno	nuttig	koristen	ADJ;NOM	ADJ;NOM;NEUT;SG
saad	seme	saad	seme	N;SG	N;NOM;NEUT;SG
regiment	regiment	regiment	regiment	N;SG	N;NOM;MASC;SG
regiment	polk	regiment	polk	N;SG	N;NOM;MASC;SG
groenland	grenlandijo	groenland	grenlandija	N;SG	N;ACC;FEM;SG
verwerking	pregledovanje	verwerking	pregledovanje	N;SG	N;NOM;NEUT;SG
masjien	motorja	masjien	motor	N;SG	N;NOM;MASC;SG
masjien	motor	masjien	motor	N;SG	N;NOM;MASC;SG
masjien	mašina	masjien	mašina	N;SG	N;NOM;FEM;SG
masjien	stroj	masjien	stroj	N;SG	N;NOM;MASC;SG
buitelanders	tujce	buitelander	tujec	N;PL	N;NOM;FEM;PL
buitelanders	tujci	buitelander	tujec	N;PL	N;NOM;MASC;PL
buitelanders	tujcev	buitelander	tujec	N;PL	N;GEN;MASC;PL
vertraag	zamuja	vertraag	zamujati	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
besoeke	utrinkov	besoek	utrinek	N;PL	N;GEN;MASC;PL
besoeke	utrinki	besoek	utrinek	N;PL	N;NOM;MASC;PL
besoeke	obiske	besoek	obisk	N;PL	N;ACC;MASC;PL
besoeke	obiski	besoek	obisk	N;PL	N;NOM;MASC;PL
besoeke	obiskov	besoek	obisk	N;PL	N;GEN;MASC;PL
episodes	epizode	episode	epizoda	N;PL	N;NOM;FEM;PL
episodes	epizod	episode	epizod	N;PL	N;GEN;FEM;PL
rys	riž	rys	riža	N;SG	N;NOM;MASC;SG
rys	riža	rys	riža	N;SG	N;GEN;MASC;SG
aanhou	obdrži	aanhou	obdržiti	V;PRS	V;PFV;IND;SG;3;PRS;FIN
aanhou	ohrani	aanhou	ohran	V;PRS	V;PFV;IND;SG;3;PRS;FIN
verskuiwing	selitev	verskuiwing	selitev	N;SG	N;NOM;FEM;SG
verskuiwing	migracija	verskuiwing	migracija	N;SG	N;NOM;FEM;SG
dring	vztrajati	dring	vztrajati	V;PRS	V;IPFV;NFIN
voorregte	privilegije	voorreg	privilegija	N;PL	N;NOM;FEM;PL
voorregte	privilegiji	voorreg	privilegija	N;PL	N;NOM;MASC;PL
handelinge	dejanja	handeling	dejanje	N;PL	N;NOM;NEUT;PL
handelinge	ukrepi	handeling	ukrep	N;PL	N;NOM;MASC;PL
eier	jajce	eier	jajce	N;SG	N;NOM;NEUT;SG
kelvin	kelvin	kelvin	kelvina	N;SG	N;NOM;MASC;SG
wydte	širino	wydte	širina	N;SG	N;ACC;FEM;SG
wydte	širina	wydte	širina	N;SG	N;NOM;FEM;SG
talent	nadarjenost	talent	nadarjenost	N;SG	N;NOM;FEM;SG
talent	talent	talent	talent	N;SG	N;NOM;MASC;SG
inleiding	uvedba	inleiding	uvedba	N;SG	N;NOM;FEM;SG
inleiding	uvod	inleiding	uvod	N;SG	N;NOM;MASC;SG
inleiding	uvajanje	inleiding	uvajanje	N;SG	N;NOM;NEUT;SG
inleiding	vnos	inleiding	vnos	N;SG	N;NOM;MASC;SG
vlieënde	leteči	vlie	leteč	ADJ;NOM	ADJ;NOM;MASC;SG;V.PTCP
trots	ponosna	trots	ponosen	ADJ;NOM	ADJ;NOM;FEM;SG
trots	ponosen	trots	ponosen	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
trots	ponosni	trots	ponosen	ADJ;NOM	ADJ;NOM;MASC;PL
ontevredenheid	nezadovoljstvo	ontevredenheid	nezadovoljstvo	N;SG	N;NOM;NEUT;SG
blootstelling	izpostavitev	blootstelling	izpostavitev	N;SG	N;NOM;FEM;SG
blootstelling	izpostavljanje	blootstelling	izpostavljanje	N;SG	N;NOM;NEUT;SG
blootstelling	izpostavljenost	blootstelling	izpostavljenost	N;SG	N;NOM;FEM;SG
blootstelling	izpostavljenosti	blootstelling	izpostavljenost	N;SG	N;GEN;FEM;SG
boeddhistiese	budistični	boeddhisties	budističen	ADJ;NOM	ADJ;NOM;MASC;SG
sinners	grešniki	sinners	grešnik	N;PL	N;NOM;MASC;PL
steel	kradejo	steel	krateti	V;PRS	V;IPFV;IND;PL;3;PRS;FIN
steel	ukradel	steel	ukrasti	V;PRS	V;PFV;MASC;SG;V.PTCP
steel	ukradli	steel	ukrasti	V;PRS	V;PFV;MASC;PL;V.PTCP
steel	ukrade	steel	ukrad	V;PRS	V;PFV;IND;SG;3;PRS;FIN
steel	krade	steel	krada	V;PRS	V;IPFV;IND;SG;3;PRS;FIN
oscars	oskarjev	oscars	oskar	N;PL	N;GEN;MASC;PL
optredes	nastope	optrede	nastop	N;PL	N;ACC;MASC;PL
aangeleenthede	zadeve	aangeleentheid	zadeva	N;PL	N;NOM;FEM;PL
tong	jezik	tong	jezik	N;SG	N;NOM;MASC;SG
sentrums	središča	sentrum	središče	N;PL	N;NOM;NEUT;PL
sentrums	centri	sentrum	center	N;PL	N;NOM;MASC;PL
sentrums	centre	sentrum	center	N;PL	N;NOM;FEM;PL
sentrums	središča	sentrum	središče	N;PL	N;NOM;NEUT;PL
sentrums	centrov	sentrum	center	N;PL	N;GEN;MASC;PL
sentrums	centri	sentrum	center	N;PL	N;NOM;MASC;PL
sentrums	centre	sentrum	center	N;PL	N;NOM;FEM;PL
erfgenaam	dedič	erfgenaam	dedič	N;SG	N;NOM;MASC;SG
erfgenaam	naslednik	erfgenaam	naslednik	N;SG	N;NOM;MASC;SG
erfgenaam	dediča	erfgenaam	dedič	N;SG	N;NOM;MASC;SG
georganiseerde	organizirani	organiseer	organiziran	ADJ;NOM	ADJ;NOM;MASC;PL;V.PTCP
georganiseerde	organizirano	organiseer	organiziran	ADJ;NOM	ADJ;NOM;NEUT;SG;V.PTCP
georganiseerde	organiziran	organiseer	organiziran	ADJ;NOM	ADJ;NOM;INDF;MASC;SG;V.PTCP
georganiseerde	organizirana	organiseer	organiziran	ADJ;NOM	ADJ;NOM;FEM;SG;V.PTCP
georganiseerde	organizirane	organiseer	organiziran	ADJ;NOM	ADJ;NOM;FEM;PL;V.PTCP
vordering	progress	vordering	progress	N;SG	N;NOM;MASC;SG
vordering	napredek	vordering	napredek	N;SG	N;NOM;MASC;SG
gekleurde	barvne	kleurde	barven	ADJ;NOM	ADJ;NOM;FEM;PL
gekleurde	obarvana	kleurde	obarvan	ADJ;NOM	ADJ;NOM;FEM;SG;V.PTCP
tabak	tobak	tabak	tobak	N;SG	N;NOM;MASC;SG
gekyk	gledali	gekyk	gledati	V;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
gekyk	gledal	gekyk	gledati	V;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
gekyk	opazoval	gekyk	opazovati	V;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
gekyk	gledala	gekyk	gledati	V;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
gekyk	obravnavati	gekyk	obravnavati	V;PST;V.PTCP	V;IPFV;NFIN
indiane	indijci	indiane	indijca	N;PL	N;NOM;MASC;PL
indiane	indijancev	indiane	indijanec	N;PL	N;GEN;MASC;PL
indiane	indijanci	indiane	indijanec	N;PL	N;NOM;MASC;PL
handelsmerk	znamka	handelsmerk	znamka	N;SG	N;NOM;FEM;SG
brûe	mostove	brûe	mostov	N;PL	N;ACC;MASC;PL
brûe	mostov	brûe	most	N;PL	N;GEN;MASC;PL
brûe	mostovi	brûe	mostov	N;PL	N;NOM;MASC;PL
andromeda	andromeda	andromeda	andromed	N;SG	N;NOM;FEM;SG
lesings	predavanja	lesing	predavanje	N;PL	N;NOM;NEUT;PL
lesings	predavanj	lesing	predavanje	N;PL	N;GEN;NEUT;PL
lens	lečo	lens	lečo	N;SG	N;ACC;FEM;SG
lens	objektiv	lens	objekt	N;SG	N;NOM;MASC;SG
lens	leča	lens	leč	N;SG	N;NOM;FEM;SG
wolkekrabber	nebotičnik	wolkekrabber	nebotičnik	N;SG	N;NOM;MASC;SG
ooreenstemming	ujemanje	ooreenstemming	ujemanje	N;SG	N;NOM;NEUT;SG
afgesluit	izstopil	afsluit	izstopiti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
afgesluit	izstopila	afsluit	izstopiti	V;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
waarneem	opazuj	waarneem	opazuj	V;PRS	V;PFV;IND;SG;3;PRS;FIN
waarneem	glej	waarneem	gledati	V;PRS	V;IPFV;IMP;SG;2;FIN
waarneem	glejte	waarneem	gledati	V;PRS	V;IPFV;IMP;PL;2;FIN
situasies	situacij	situasie	situacija	N;PL	N;GEN;FEM;PL
situasies	situacije	situasie	situacija	N;PL	N;NOM;FEM;PL
tornado	tornado	tornado	tornado	N;SG	N;ACC;FEM;SG
sinne	stavki	sinne	stavka	N;PL	N;NOM;FEM;PL
honde	psov	hond	pes	N;PL	N;GEN;MASC;PL
honde	psi	hond	pes	N;PL	N;NOM;MASC;PL
honde	psih	hond	pes	N;PL	N;NOM;FEM;PL
honde	pse	hond	pes	N;PL	N;NOM;MASC;PL
krai	krai	krai	krai		
dimensies	mere	dimensies	mera	N;PL	N;NOM;FEM;PL
dimensies	dimenzije	dimensies	dimenzija	N;PL	N;NOM;FEM;PL
outeurs	avtorji	outeur	avtor	N;PL	N;NOM;MASC;PL
gewoontes	navade	gewoontes	navada	N;PL	N;NOM;FEM;PL
gewoontes	navad	gewoontes	navada	N;PL	N;GEN;FEM;PL
troue	poroka	trou	poroka	N;SG	N;NOM;FEM;SG
troue	poroko	trou	poroka	N;SG	N;ACC;FEM;SG
mos	mah	mos	meh		
hotelle	hotelov	hotelle	hotel	N;PL	N;GEN;MASC;PL
teaters	kinih	teater	kino	N;PL	N;ESS;MASC;PL
teaters	gledališča	teater	gledališče	N;PL	N;NOM;NEUT;PL
opsie	možnost	opsie	možnost	N;SG	N;NOM;FEM;SG
moedig	spodbudi	moedig	spodbuditi	V;PRS	V;PFV;IND;SG;3;PRS;FIN
moedig	spodbujati	moedig	spodbujati	V;PRS	V;IPFV;NFIN
patent	patent	patent	patent	N;SG	N;NOM;MASC;SG
praktyke	prakse	praktyak	praksa	N;PL	N;NOM;FEM;PL
hongersnood	lakota	hongersnood	lakota	N;SG	N;NOM;FEM;SG
rye	vrstice	rye	vrstica	N;PL	N;NOM;FEM;PL
rye	vrstic	rye	vrstica	N;PL	N;GEN;FEM;PL
sielkunde	psihologijo	sielkund	psihologija	N;SG	N;ACC;FEM;SG
sielkunde	psihologija	sielkund	psihologija	N;SG	N;NOM;FEM;SG
tender	ponudba	tender	ponudba	N;SG	N;NOM;FEM;SG
draaiboek	scenarij	draaiboek	scenarij	N;SG	N;NOM;MASC;SG
respek	spoštovanja	respek	spoštovanje	N;SG	N;GEN;NEUT;SG
respek	spoštovanje	respek	spoštovanje	N;SG	N;NOM;NEUT;SG
majoor	major	majoor	major	N;SG	N;NOM;MASC;SG
lood	svinec	lood	svinec	N;SG	N;NOM;MASC;SG
fotografie	fotografiranje	fotografie	fotografiranje	N;SG	N;NOM;NEUT;SG
fotografie	photography	fotografie	photography	N;SG	N;NOM;MASC;SG
fotografie	fotografijo	fotografie	fotografija	N;SG	N;ACC;FEM;SG
fotografie	fotografija	fotografie	fotografija	N;SG	N;NOM;FEM;SG
oorskry	presegli	oorskry	preseči	V;PRS	V;PFV;MASC;PL;V.PTCP
dom	dom	dom	dom	N;SG	N;NOM;MASC;SG
maag	želodec	maag	želodec	N;SG	N;NOM;MASC;SG
maag	trebuh	maag	trebuh	N;SG	N;NOM;MASC;SG
wysiging	urejanje	wysiging	urejanje	N;SG	N;NOM;NEUT;SG
konsert	koncert	konsert	koncert	N;SG	N;NOM;MASC;SG
onwettige	nezakonito	onwettig	nezakonito	ADJ;NOM	ADJ;NOM;NEUT;SG
onwettige	nezakonita	onwettig	nezakonit	ADJ;NOM	ADJ;NOM;FEM;SG
onwettige	nezakonit	onwettig	nezakonit	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
geëmigreer	emigriral	imigreer	emigrirati	V;PST;V.PTCP	V;MASC;SG;V.PTCP
botsings	konflikti	botsings	konflikt	N;PL	N;NOM;MASC;PL
botsings	spori	botsings	spor	N;PL	N;NOM;MASC;PL
botsings	spopadi	botsings	spopad	N;PL	N;NOM;MASC;PL
botsings	trčenj	botsings	trčenje	N;PL	N;GEN;NEUT;PL
vasgevang	zgrabil	vasvang	zgrabiti	V;PRS	V;PFV;MASC;SG;V.PTCP
vasgevang	zagrabil	vasvang	zagrabiti	V;PRS	V;PFV;MASC;SG;V.PTCP
