den	میرا	den	میں	PRO;DEF;MASC+FEM;SG	PRO;NOM;SG;1
extern	بیرونی	exter	بیرونی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mångfald	تنوع	mångfald	تنوع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fett	چربی	fett	چربی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
joy	تسلی	joy	تسلی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
joy	تسلی	joy	تسلی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
fänrik	پرچم	fänrik	پرچم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rättegång	مقدمہ	rättegång	مقدمہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rättegång	آزمائش	rättegång	آزمائش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rättegång	جانچ	rättegång	جانچ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rättegång	مقدمہ	rättegång	مقدمہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
psykiska	ذہنی	psykisk	ذہنی	ADJ;NOM;PL	ADJ
neutrala	نامرد	neutral	نامرد	ADJ;NOM;PL	ADJ
neutrala	مبہم	neutral	مبہم	ADJ;NOM;PL	ADJ
neutrala	پسماندہ	neutral	پسماندہ	ADJ;NOM;PL	ADJ
verb	فعل	verb	فعل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
förlaga	وضع	förlaga	وضع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förlaga	نقشہ	förlaga	نقشہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förlaga	مٹی	förlaga	مٹی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
absoluta	آخری	absolut	آخری	ADJ;NOM;PL	ADJ
absoluta	مکمل	absolut	مکمل	ADJ;NOM;PL	ADJ
absoluta	ناطق.	absolut	ناطق.	ADJ;NOM;PL	ADJ
galan	جشن	galan	جشن	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	وقفہ	paus	وقفہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	عہد	paus	عہد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	رخنہ	paus	رخنہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	چوک	paus	چوک	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	وعدہ	paus	وعدہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	وقفہ	paus	وقفہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	عہد	paus	عہد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	رخنہ	paus	رخنہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	چوک	paus	چوک	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	خلل	paus	خلل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	وعدہ	paus	وعدہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	تعطل	paus	تعطل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	وقفہ	paus	وقفہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
paus	تعطل	paus	تعطل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
upphovsrätt	موجد	upphovsrätt	موجد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tips	شام	tips	شام	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
tips	بخشش	tips	بخشش	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tips	شام	tips	شام	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
tips	شائبہ	tips	شائبہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tips	احتمال	tips	احتمال	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
täcka	ڈھانپنے	täcka	ڈھانپ	V;IMP;FIN;ACT	V;ACC;NFIN
täcka	سمیٹنا	täcka	سمیٹنا	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
formell	ظاہری	formell	ظاہری	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
formell	واضح	formell	واضح	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
formell	اصولی	formell	اصولی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
formell	رسمی	formell	رسمی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
formell	ظاہری	formell	ظاہری	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
formell	واضح	formell	واضح	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
formell	اصولی	formell	اصولی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
butik	دکان	butik	دکان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
butik	ذخیرہ	butik	ذخیرہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plain	انداز	plain	انداز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plain	سلائی	plain	سلائی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
farligt	خطرناک	farlig	خطرناک	ADJ;NOM;INDF;NEUT;SG	ADJ
farligt	خطرناک	farlig	خطرناک	ADJ;NOM;INDF;NEUT;SG	ADJ
chief	برتر	chief	برتر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lera	کیچڑ	lera	کیچڑ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rund	اسطوانی	rund	اسطوانی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM
rund	اسطوانی	rund	اسطوانی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM
minuten	پل	minut	پل	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
minuten	حقیر	minut	حقیر	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
våning	میدان	våning	میدان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
våning	غار	våning	غار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sannolikhet	امکان	sannolikhet	امکان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sannolikhet	امکان	sannolikhet	امکان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
roc	رُخ	roc	رُخ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sann	متوازن.	sann	متوازن.	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sann	ٹھیک	sann	ٹھیک	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sann	ہموار	sann	ہموار	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sann	معیاری	sann	معیاری	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sann	متوازن.	sann	متوازن.	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sann	ٹھیک	sann	ٹھیک	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sann	ہموار	sann	ہموار	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sann	معیاری	sann	معیاری	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
ljust	شاندار	ljust	شاندار	ADJ;NOM;INDF;NEUT;SG	ADJ
ljust	گھٹیا	ljust	گھٹیا	ADJ;NOM;INDF;NEUT;SG	ADJ
ljust	روشن	ljust	روشن	ADJ;NOM;INDF;NEUT;SG	ADJ
ljust	ہلکا	ljust	ہلکا	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
ljust	ہلکے	ljust	ہلکا	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
ljust	تیز	ljust	تیز	ADJ;NOM;INDF;NEUT;SG	ADJ
ljust	شاندار	ljust	شاندار	ADJ;NOM;INDF;NEUT;SG	ADJ
ljust	گھٹیا	ljust	گھٹیا	ADJ;NOM;INDF;NEUT;SG	ADJ
ljust	روشن	ljust	روشن	ADJ;NOM;INDF;NEUT;SG	ADJ
ljust	ہلکا	ljust	ہلکا	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
ljust	ہلکے	ljust	ہلکا	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
ljust	تیز	ljust	تیز	ADJ;NOM;INDF;NEUT;SG	ADJ
ljust	روشن	ljust	روشن	ADJ;NOM;INDF;NEUT;SG	ADJ
ljust	ذہین	ljust	ذہین	ADJ;NOM;INDF;NEUT;SG	ADJ
konsekvent	ہمواری	konsekvent	مےں	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konsekvent	استوار	konsekvent	استوار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tomma	خالی	tom	خالی	ADJ;NOM;PL	ADJ
teoretiska	علمی	teoretisk	علمی	ADJ;NOM;PL	ADJ
teoretiska	علمی	teoretisk	علمی	ADJ;NOM;PL	ADJ
keep	حصار.	keep	حصار.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
keep	حوالگی	keep	حوالگی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
keep	قبضہ	keep	قبضہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
grafiska	ارقامی	grafisk	ارقامی	ADJ;NOM;PL	ADJ
grafiska	تحریری	grafisk	تحریری	ADJ;NOM;PL	ADJ
grafiska	واضح	grafisk	واضح	ADJ;NOM;PL	ADJ
grafiska	ارقامی	grafisk	ارقامی	ADJ;NOM;PL	ADJ
grafiska	تحریری	grafisk	تحریری	ADJ;NOM;PL	ADJ
grafiska	واضح	grafisk	واضح	ADJ;NOM;PL	ADJ
grafiska	ترسیمی	grafisk	ترسیمی	ADJ;NOM;PL	ADJ
tjock	قریبی	tjock	قریبی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
tjock	قریبی	tjock	قریبی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
tjock	روغنی	tjock	روغنی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
tjock	زرخیز	tjock	زرخیز	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
tjock	مقتدر	tjock	مقتدر	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
tjock	موٹا	tjock	موٹا	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
tjock	روغنی	tjock	روغنی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
tjock	زرخیز	tjock	زرخیز	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
tjock	مقتدر	tjock	مقتدر	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
grov	طوفانی	grov	طوفانی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
grov	سخت	grov	سخت	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
begär	مانگ	begära	مانگ	V;IMP;FIN;ACT	V;ACT
rigida	سخت	rigid	سخت	ADJ;NOM;PL	ADJ
rigida	سخت	rigid	سخت	ADJ;NOM;PL	ADJ
konstitution	ڈگری	konstitution	ڈگری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
upprätta	بنانا	upprätta	بنا	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
konstitutionen	ڈگری	konstitution	ڈگری	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
farliga	خطرناک	farlig	خطرناک	ADJ;NOM;PL	ADJ
farliga	خطرناک	farlig	خطرناک	ADJ;NOM;PL	ADJ
stabil	مستحکم	stabil	مستحکم	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
stabil	فہمیدہ.	stabil	فہمیدہ.	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
stabil	مضبوط	stabil	مضبوط	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
verklig	اصلی	verklig	اصلی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
utökning	میدان	utökning	میدان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
utökning	افزائش	utökning	افزائش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
utökning	اضافہ	utökning	اضافہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
utökning	وسعت	utökning	وسعت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
utökning	توسیع	utökning	توسیع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nödvändig	جبری	nödvändig	جبری	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
nödvändig	لازمی	nödvändig	لازمی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
laga	باندھنا	laga	باندھنا	V;NFIN;ACT	V;NFIN;ACT
laga	ٹھونکنا	laga	ٹھونکنا	V;NFIN;ACT	V;SG;NFIN;ACT
laga	باندھنا	laga	باندھنا	V;NFIN;ACT	V;NFIN;ACT
laga	ٹھہرانا	laga	ٹھہرانا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
laga	ٹھونکنا	laga	ٹھونکنا	V;NFIN;ACT	V;SG;NFIN;ACT
laga	جمانا	laga	جمانا	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
step	اندازِپا.	step	اندازِپا.	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sträng	حروف	sträng	حرف	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
backe	تودہ	backe	تودہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
köp	خریداری	köp	خرید	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
köp	خریداری	köp	خرید	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
religiöst	محتاط	religiös	محتاط	ADJ;NOM;INDF;NEUT;SG	ADJ
religiöst	متقی	religiös	متقی	ADJ;NOM;INDF;NEUT;SG	ADJ
organiska	منظم	organisk	منظم	ADJ;NOM;PL	ADJ
organiska	موروثی	organisk	موروثی	ADJ;NOM;PL	ADJ
organiska	آئینی	organisk	آئینی	ADJ;NOM;PL	ADJ
organiska	مربوط	organisk	مربوط	ADJ;NOM;PL	ADJ
romantiska	غیرحقیقی	romantisk	غیرحقیقی	ADJ;NOM;PL	ADJ
romantiska	تخیئلی	romantisk	تخیئلی	ADJ;NOM;PL	ADJ
romantiska	رومانی	romantisk	رومانی	ADJ;NOM;PL	ADJ
tenderar	رکھوالی	tendera	رکھ	V;IND;PRS;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
parodi	بناوٹ	parodi	بناوٹ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
zero	صفریت	zero	صفریت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stormen	طوفان	storm	طوفان	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
stormen	آندھی	storm	آندھی	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
rot	دانت	rot	دانت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rot	دانت	rot	دانت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kungligt	عمدہ	kunglig	عمدہ	ADJ;NOM;INDF;NEUT;SG	ADJ
kungligt	اعلیٰ	kunglig	اعلیٰ	ADJ;NOM;INDF;NEUT;SG	ADJ
fjäll	ترازو	fjäll	ترازو	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
konstigt	طلسماتی	konstig	طلسماتی	ADJ;NOM;INDF;NEUT;SG	ADJ
konstigt	طلسماتی	konstig	طلسماتی	ADJ;NOM;INDF;NEUT;SG	ADJ
konstigt	عجیب	konstig	عجیب	ADJ;NOM;INDF;NEUT;SG	ADJ
konstigt	غیر	konstig	غیر	ADJ;NOM;INDF;NEUT;SG	ADJ
konstigt	نامانوس	konstig	نامانوس	ADJ;NOM;INDF;NEUT;SG	ADJ
konstigt	غیر	konstig	غیر	ADJ;NOM;INDF;NEUT;SG	ADJ
konstigt	نامانوس	konstig	نامانوس	ADJ;NOM;INDF;NEUT;SG	ADJ
konstigt	عجیب	konstig	عجیب	ADJ;NOM;INDF;NEUT;SG	ADJ
tjocka	قریبی	tjocka	قریبی	ADJ;NOM;PL	ADJ
tjocka	قریبی	tjocka	قریبی	ADJ;NOM;PL	ADJ
hals	گستاخی	hals	گستاخی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
jordbävningen	زلزلہ	jordbävning	زلزلہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
tillträde	دورہ	tillträde	دورہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tillträde	دورہ	tillträde	دورہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tillträde	دسترس	tillträde	دسترس	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
tillträde	رسائی	tillträde	رسائی	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
resande	مسافر	resa	مسافر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
building	اسکول	building	اسکول	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sluten	مسدود	slut	مسدود	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
sluten	محدود	slut	محدود	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
sluten	مسدود	slut	مسدود	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
sluten	محدود	slut	محدود	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
sluten	بند	slut	بند	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
belägg	گواہی	belägg	گواہی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
lördag	ہفتہ	lördag	ہفتہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skönhet	روپ	skönhet	روپ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skönhet	روپ	skönhet	روپ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
peer	ہمسر	peer	ہمسر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sister	دوست	sist	دوست	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sister	دوست	sist	دوست	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sister	بہن	sist	بہن	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
påverkad	متفنّی	påverka	متفنّی	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
påverkad	متفنّی	påverka	متفنّی	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
resonemang	استدلال	resonemang	استدلال	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
nos	شراب	nos	شراب	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystery	رازداری	mystery	رازداری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystery	خفیہ	mystery	خفیہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystery	رمزیت	mystery	رمزیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystery	رازداری	mystery	رازداری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystery	خفیہ	mystery	خفیہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystery	راز	mystery	راز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mystery	رمزیت	mystery	رمزیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fint	برا	fin	برا	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
fint	پسندیدہ	fin	پسندیدہ	ADJ;NOM;INDF;NEUT;SG	ADJ
hyllning	نذر	hyllning	نذر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ombud	نیابت	ombud	نیابت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
wonder	حیرت	wonder	حیرت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
wonder	حیرانی	wonder	حیرانی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hold	پانا	hold	پانا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
hold	ماننا.	hold	ماننا.	V;IMP;FIN;ACT	V;NFIN;ACT
hold	پانا	hold	پانا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
hold	ماننا.	hold	ماننا.	V;IMP;FIN;ACT	V;NFIN;ACT
hold	سنبھالنا	hold	سنبھال	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
föredrag	گفتگو	föredrag	گفتگو	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
föredrag	چرچا	föredrag	چرچا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
föredrag	زور	föredrag	زور	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
uttalat	نمایاں	uttala	نمایاں	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
pain	کوشش	pain	کوشش	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
cache	دولت	cache	دولت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
mask	بناوٹ	mask	بناوٹ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mask	کیڑا	mask	کیڑا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kvarnen	غلہ	kvarn	غلہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kvarnen	دانے	kvarn	دا	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
lidande	مصیبت	lidande	مصیبت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
sanning	صداقت	sanning	صداقت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
iranska	ایرانی	iransk	ایرانی	ADJ;NOM;PL	ADJ
uppträdande	انتظام	uppträdande	انتظام	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
uppträdande	رہنمائی	uppträdande	رہنمائی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
himmel	آسمان	himmel	آسمان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kongress	اجتماع	kongress	اجتماع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
torr	سادہ	torr	سادہ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
torr	خشک	torr	خشک	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
torr	سادہ	torr	سادہ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
torr	خشک	torr	خشک	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
shore	دیوار	shore	دیوار	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
shore	جہاز	shore	جہاز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
shore	دریا	shore	دریا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
knop	مجمع	knop	مجمع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
knop	مجمع	knop	مجمع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
flykten	بچاؤ	flykt	بچاؤ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
merit	شرف	merit	شرف	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
merit	اچھائی	merit	اچھائی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
merit	خوبی	merit	خوبی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
merit	فضلیت	merit	فضلیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uppfylla	سیر	uppfylla	سیر	V;IMP;FIN;ACT	V;MASC;SG;V.PTCP;ACT
pioneer	مقدم	pion	مقدم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
pioneer	پیشرو	pion	پیشرو	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
klocka	گھڑی	klocka	گھڑی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
klocka	گھنٹہ	klocka	گھنٹہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
jämn	یکساں	jämn	یکساں	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
jämn	یکساں	jämn	یکساں	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
jämn	ہموار	jämn	ہموار	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
jämn	متوازن.	jämn	متوازن.	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
jämn	یکساں	jämn	یکساں	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
jämn	معتدل	jämn	معتدل	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
jämn	متوازن.	jämn	متوازن.	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
jämn	یکساں	jämn	یکساں	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
jämn	معتدل	jämn	معتدل	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
jämn	ہموار	jämn	ہموار	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
blandat	مخلوط	blandad	مخلوط	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
kanten	براقی	kant	براقی	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kontot	بیان	konto	بیان	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
cool	تحمل	cool	تحمل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
cool	بردباری	cool	بردباری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
cool	عوام	cool	عوام	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
must	بوسیدگی	must	بوسیدگی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sektion	گروہ	sektion	گروہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sektion	طبقہ	sektion	طبقہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konferensen	کاروبار	konferens	کاروبار	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
konferensen	مشاورت	konferens	مشاورت	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
värre	ابتر	ond	ابتر	ADJ;NOM;CMPR	ADJ
avslöjar	دکھانا	avslöja	دکھا	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
kollega	ساتھی	kolleg	ساتھی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bekräftelse	توثیق	bekräftelse	توثیق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bekräftelse	تصدیق	bekräftelse	تصدیق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bekräftelse	اقرار	bekräftelse	اقرار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
