que	که	que	که	CONJ	CONJ
educativo	آموزشی	educativo	آموزشی	ADJ;MASC;SG	ADJ
lyon	لیون	lyon	لیون	N;MASC;SG	N;SG
lyon	لاینز	lyon	لاینز	N;MASC;SG	N;SG
palo	چوب	palo	چوب	N;MASC;SG	N;SG
palo	پالو	palo	پالو	N;MASC;SG	N;SG
cat	cat	cat	cat	N	N;SG
cat	گربه	cat	گربه	N	N;SG
ondas	امواج	onda	None	N;FEM;PL	N;PL
ondas	موجها	onda	موج	N;FEM;PL	N;PL
protestas	اعتراضات	protesta	اعتراض	N;FEM;PL	N;PL
protestas	اعتراضات	protesta	اعتراض	N;FEM;PL	N;PL
abundante	فراوان	abundante	فراوان	ADJ;SG	ADJ
conservatorio	کنسرواتوار	conservatorio	کنسرواتوار	N;MASC;SG	N;SG
conservatorio	هنرستان	conservatorio	هنرستان	N;MASC;SG	N;SG
colonización	مهاجرت	colonización	مهاجرت	N;FEM;SG	N;SG
colonización	استعمار	colonización	None	N;FEM;SG	N;SG
controversia	نزاع	controversia	نزاع	N;FEM;SG	N;SG
controversia	جدال	controversia	None	N;FEM;SG	N;SG
controversia	ستیزه	controversia	ستیزه	N;FEM;SG	N;SG
controversia	پرخاش	controversia	پرخاش	N;FEM;SG	N;SG
controversia	مجادله	controversia	مجادله	N;FEM;SG	N;SG
controversia	جدال	controversia	None	N;FEM;SG	N;SG
controversia	جنجال	controversia	None	N;FEM;SG	N;SG
diseñador	طراح	diseñador	طراح	N;MASC;SG	N;SG
diseñador	نگارنده	diseñador	نگارنده	N;MASC;SG	N;SG
diseñador	designer	diseñador	designer	N;MASC;SG	N;SG
tarjeta	کارت	tarjeta	کارت	N;FEM;SG	N;SG
tarjeta	ورق	tarjeta	ورق	N;FEM;SG	N;SG
oklahoma	اکلاهما	oklahoma	اکلاهما	N;MASC;SG	N;SG
morgan	مورگان	morgar	موره	N;MASC;SG	N;SG
morgan	مرگان	morgar	مرگان	N;MASC;SG	N;SG
morgan	مورگن	morgar	مورگن	N;MASC;SG	N;SG
contribución	سهم	contribución	سهم	N;FEM;SG	N;SG
banderas	پرچمها	bandera	پرچم	N;FEM;PL	N;PL
banderas	پرچمهای	bandera	پرچم	N;FEM;PL	N;PL
voluntarios	داوطلبان	voluntario	داوطلب	N;MASC;PL	N;PL
germán	گرمان	germán	گرمان	N;MASC;SG	N;SG
germán	ژرمن	germán	ژرمن	N;MASC;SG	N;SG
versos	آیات	verso	None	N;MASC;PL	N;PL
compró	خریده	comprar	None	V;IND;SG;3;PST;FIN	V;SG;3;V.PTCP
sustitución	جانشینی	sustitución	جانشینی	N;FEM;SG	N;SG
sustitución	جایگزینی	sustitución	جایگزینی	N;FEM;SG	N;SG
western	وسترن	western	وسترن	N;MASC;SG	N;SG
destinos	مقاصد	destino	مقاصد	N;MASC;PL	N;PL
partidarios	حامیان	partidario	حامی	N;MASC;PL	N;PL
reacciones	واکنشهای	reacción	واکنش	N;FEM;PL	N;PL
challenger	چلنجر	challenger	چلنجر	N;MASC;SG	N;SG
queso	پنیر	queso	پنیر	N;MASC;SG	N;SG
leopoldo	لئوپولد	leopoldo	لئوپولد	N;MASC;SG	N;SG
leopoldo	لئوپولدو	leopoldo	لئوپولدو	N;MASC;SG	N;SG
externo	خارجی	externo	خارجی	ADJ;MASC;SG	ADJ
inca	اینکا	inca	اینکا	N;MASC;SG	N;SG
hip	باسن	hip	باسن	N;MASC;SG	N;SG
hip	هیپ	hip	هیپ	N;MASC;SG	N;SG
smiths	اسمیتس	smith	اسمیتس	N	N;SG
concilio	شورای	concilio	شورا	N;MASC;SG	N;SG
concilio	شورا	concilio	شورا	N;MASC;SG	N;SG
concilio	انجمن	concilio	انجمن	N;MASC;SG	N;SG
escuchar	بشنود	escuchar	None	V;NFIN	V;SBJV;SG;3;PRS
legales	مجاز	legal	مجاز	ADJ;PL	ADJ
pelota	بال	pelota	بال	N;FEM;SG	N;SG
pelota	توپ	pelota	None	N;FEM;SG	N;SG
gráficos	گرافهای	gráfico	گراف	N;MASC;PL	N;PL
gráficos	نگارهای	gráfico	نگار	N;MASC;PL	N;PL
taiwán	تایوان	taiwán	تایوان	N;MASC;SG	N;SG
taiwán	تایوانی	taiwán	تایوانی	N;MASC;SG	N;SG
natación	شنا	natación	None	N;FEM;SG	N;SG
natación	شنا	natación	None	N;FEM;SG	N;SG
frases	عبارتهای	frase	عبارت	N;FEM;PL	N;PL
frases	جملات	frase	None	N;FEM;PL	N;PL
anuncio	حدیث	anuncio	None	N;MASC;SG	N;SG
anuncio	اعلان	anuncio	اعلان	N;MASC;SG	N;SG
anuncio	اطلاعیه	anuncio	اطلاعیه	N;MASC;SG	N;SG
anuncio	الاهلی	anuncio	الاهلی	N;MASC;SG	N;SG
anuncio	تجاری	anuncio	تجاری	N;MASC;SG	N;SG
anuncio	آگهی	anuncio	آگه	N;MASC;SG	N;SG
anuncio	تبلیغ	anuncio	تبلیغ	N;MASC;SG	N;SG
azules	آبی	azul	آبی	ADJ;PL	ADJ
tubo	لوله	tubo	None	N;MASC;SG	N;SG
tubo	لوله	tubo	None	N;MASC;SG	N;SG
liceo	لیسیوم	liceo	لیسیوم	N;MASC;SG	N;SG
flamenco	فلامنکو	flamenco	فلامنکو	N;MASC;SG	N;SG
flamenco	فلامینگو	flamenco	فلامینگو	N;MASC;SG	N;SG
cálculo	محاسبه	cálculo	None	N;MASC;SG	N;SG
cifras	شکلها	cifra	شکل	N;FEM;PL	N;PL
cifras	شکلهای	cifra	شکل	N;FEM;PL	N;PL
cifras	ارقام	cifra	رقم	N;FEM;PL	N;PL
carter	کارتر	carter	کار	N;MASC;SG	N;SG
orange	پرتقال	orange	پرتقال	N;SG	N;SG
orange	نارنجی	orange	نارنجی	N;SG	N;SG
orange	اورنج	orange	اورنج	N;SG	N;SG
kentucky	کنتاکی	kentucky	کنتاکی	N;MASC;SG	N;SG
lorena	لورین	lorena	لورین	N;FEM;SG	N;SG
propietarios	صاحبان	propietario	صاحب	N;MASC;PL	N;PL
hierba	چمن	hierba	None	N;FEM;SG	N;SG
hierba	چمنی	hierba	چمنی	N;FEM;SG	N;SG
hierba	علف	hierba	None	N;FEM;SG	N;SG
hierba	گرس	hierba	گرس	N;FEM;SG	N;SG
hierba	علف	hierba	None	N;FEM;SG	N;SG
detroit	دیترویت	detroit	دیترویت	N;MASC	N;SG
manifiesto	بیانیه	manifiesto	بیانیه	N;MASC;SG	N;SG
fantasma	شبح	fantasma	شبح	N;SG	N;SG
fantasma	گوست	fantasma	گوست	N;SG	N;SG
fantasma	روح	fantasma	روح	N;SG	N;SG
fantasma	شبح	fantasma	شبح	N;SG	N;SG
fantasma	فانتوم	fantasma	فانتوم	N;SG	N;SG
revuelta	خیزش	revuelta	خیزش	N;FEM;SG	N;SG
revuelta	شورش	revuelta	شورش	N;FEM;SG	N;SG
regulares	منظم	regular	منظم	ADJ;PL	ADJ
especialidad	تخصص	especialidad	تخصص	N;FEM;SG	N;SG
contraste	کنتراست	contraste	None	N;MASC;SG	N;SG
castellón	کاستلیون	castellón	کاستلیون	N;FEM;SG	N;SG
esencial	ضروری	esencial	ضروری	ADJ;SG	ADJ
esencial	ضروری	esencial	ضروری	ADJ;SG	ADJ
jerez	شری	jerez	شری	N;MASC;SG	N;SG
jerez	جرز	jerez	جرز	N;MASC;SG	N;SG
esquema	طرحواره	esquema	طرحواره	N;MASC;SG	N;SG
esquema	طرحواره	esquema	طرحواره	N;MASC;SG	N;SG
esquema	طرحواره	esquema	طرحواره	N;MASC;SG	N;SG
esquema	شمای	esquema	شما	N;MASC;SG	N;SG
ecuación	معادله	ecuación	معادله	N;FEM;SG	N;SG
faro	فارو	faro	فارو	N;MASC;SG	N;SG
almacenamiento	انبار	almacenamiento	انبار	N;MASC;SG	N;SG
almacenamiento	ذخیره	almacenamiento	ذخیره	N;MASC;SG	N;SG
tarragona	تاراگونا	tarragona	تاراگونا	N;FEM;SG	N;SG
walker	واکر	walker	واکر	N	N;SG
walker	والکر	walker	والکر	N	N;SG
eurocopa	یوفا	eurocopa	یوفا	N;FEM;SG	N;SG
eurocopa	یورو	eurocopa	None	N;FEM;SG	N;SG
conversión	تبدیل	conversión	تبدیل	N;FEM;SG	N;SG
descanso	استراحت	descanso	استراحت	N;MASC;SG	N;SG
descanso	شکستن	descanso	شکستن	N;MASC;SG	N;SG
descanso	آرامش	descanso	آرامش	N;MASC;SG	N;SG
descanso	الباقی	descanso	الباقی	N;MASC;SG	N;SG
descanso	استراحت	descanso	استراحت	N;MASC;SG	N;SG
violación	تخلف	violación	تخلف	N;FEM;SG	N;SG
violación	نقض	violación	نقض	N;FEM;SG	N;SG
violación	تجاوز	violación	None	N;FEM;SG	N;SG
presidenta	جوبالند	presidenta	جوبالند	N;FEM;SG	N;SG
desempeño	عملکرد	desempeño	عملکرد	N;MASC;SG	N;SG
desempeño	اجرا	desempeño	اجرا	N;MASC;SG	N;SG
desempeño	کارایی	desempeño	کارایی	N;MASC;SG	N;SG
presentador	مجری	presentador	None	N;MASC;SG	N;SG
quintana	کینتانا	quintana	کینتانا	N;FEM;SG	N;SG
utah	یوتا	utah	یوتا	N;MASC;SG	N;SG
platos	ظرفها	plato	ظرف	N;MASC;PL	N;PL
platos	ظروف	plato	ظرف	N;MASC;PL	N;PL
platos	غذاهای	plato	غذا	N;MASC;PL	N;PL
débil	ضعیف	débil	ضعیف	ADJ;SG	ADJ
débil	سست	débil	None	ADJ;SG	ADJ
vidrio	گلاس	vidrio	گلاس	N;MASC;SG	N;SG
vidrio	گلس	vidrio	گلس	N;MASC;SG	N;SG
vidrio	لیوان	vidrio	لیوان	N;MASC;SG	N;SG
vidrio	شیشه	vidrio	شیشه	N;MASC;SG	N;SG
broadway	برادوی	broadway	برادوی	N;FEM;SG	N;SG
reseña	مرور	reseñar	مرور	N;FEM;SG	N;SG
reseña	بازبینی	reseñar	بازبینی	N;FEM;SG	N;SG
reseña	بازدید	reseñar	None	N;FEM;SG	N;SG
crímenes	جنایات	crimen	None	N;MASC;PL	N;PL
crímenes	جرایم	crimen	None	N;MASC;PL	N;PL
crímenes	جرائم	crimen	None	N;MASC;PL	N;PL
free	free	freer	free	N	N;SG
free	آزادی	freer	آزادی	N	N;SG
free	رایگان	freer	None	N	N;SG
free	آزاده	freer	آزاده	N	N;SG
vila	ویلا	vila	ویلا	N;MASC;SG	N;SG
vivos	زنده	vivo	زنده	ADJ;MASC;PL	ADJ
australiano	آزی	australiano	آزی	N;MASC;SG	N;SG
australiano	استرالیایی	australiano	استرالیایی	N;MASC;SG	N;SG
australiano	استرالیا	australiano	استرالیا	N;MASC;SG	N;SG
dimensión	بُعد	dimensión	بوعد	N;FEM;SG	N;SG
atentado	حمله	atentado	حمله	N;MASC;SG	N;SG
atentado	بمبگذاری	atentado	بمبگذاری	N;MASC;SG	N;SG
atentado	بمباران	atentado	بمبار	N;MASC;SG	N;SG
afganistán	افغانستان	afganistán	افغانستان	N;MASC;SG	N;SG
afganistán	افغانی	afganistán	افغانی	N;MASC;SG	N;SG
afganistán	afghan	afganistán	afghan	N;MASC;SG	N;SG
afganistán	افغان	afganistán	افغان	N;MASC;SG	N;SG
comer	بخورید	comer	None	V;NFIN	V;SBJV;PL;2;PRS
comer	بخورم	comer	None	V;NFIN	V;SBJV;SG;1;PRS
diagnóstico	تشخیصش	diagnóstico	تشخیصش	N;MASC;SG	N;SG
diagnóstico	تشخیص	diagnóstico	تشخیص	N;MASC;SG	N;SG
diagnóstico	تشخیصی	diagnóstico	None	N;MASC;SG	N;SG
asedio	محاصره	asedio	محاصره	N;MASC;SG	N;SG
francesco	فرانچسکو	francesco	فرانچسکو	N;MASC;SG	N;SG
simultáneamente	همزمان	simultáneamente	همزمان	ADV	ADV
intelectuales	روشنفکران	intelectual	روشنفکر	N;PL	N;PL
alcaldía	شهردار	alcaldía	شهردار	N;FEM;SG	N;SG
macho	مذکر	macho	None	N;MASC;SG	N;SG
macho	نر	macho	نر	N;MASC;SG	N;SG
alumno	مردمک	alumno	مردمک	N;MASC;SG	N;SG
alumno	محصل	alumno	محصل	N;MASC;SG	N;SG
alumno	شاگرد	alumno	شاگرد	N;MASC;SG	N;SG
alumno	دانشجو	alumno	دانشجو	N;MASC;SG	N;SG
reemplazo	جایگزینی	reemplazo	جایگزینی	N;MASC;SG	N;SG
reemplazo	جایگزینی	reemplazo	جایگزینی	N;MASC;SG	N;SG
décimo	دهمین	décimo	دهمین	ADJ;MASC;SG	ADJ;RL
bach	باخ	bach	باخ	N;FEM;SG	N;SG
interacción	تعامل	interacción	تعامل	N;FEM;SG	N;SG
interacción	تعامل	interacción	تعامل	N;FEM;SG	N;SG
interacción	نامزدی	interacción	نامزدی	N;FEM;SG	N;SG
perfecto	عالی	perfecto	عالی	ADJ;MASC;SG	ADJ
mhz	mhz	mhz	mhz	N;FEM;SG	N;SG
permitido	مجاز	permitido	مجاز	ADJ;MASC;SG;V.PTCP	ADJ
girls	دخترها	girls	دختر	N	N;PL
girls	دختران	girls	None	N	N;PL
tiros	نماها	tiro	نما	N;MASC;PL	N;PL
trigo	گندم	trigo	گندم	N;MASC;SG	N;SG
persa	فارسی	persa	فارسی	N;MASC;SG	N;SG
persa	پرشین	persa	پرشین	N;MASC;SG	N;SG
persa	ایرانی	persa	ایرانی	N;MASC;SG	N;SG
persa	فارسی	persa	فارسی	N;MASC;SG	N;SG
tennessee	تنسی	tennesse	None	N;MASC;SG	N;SG
civilización	تمدن	civilización	تمدن	N;FEM;SG	N;SG
civilización	تمدنی	civilización	تمدن	N;FEM;SG	N;SG
mariana	ماریانا	mariana	ماریانا	N;FEM;SG	N;SG
turco	تُرک	turco	تُرک	N;MASC;SG	N;SG
turco	تورک	turco	تورک	N;MASC;SG	N;SG
turco	ترک	turco	ترک	N;MASC;SG	N;SG
turco	ترکیه	turco	ترکیه	N;MASC;SG	N;SG
turco	ترکی	turco	ترکی	N;MASC;SG	N;SG
colegios	مدارس	colegio	None	N;MASC;PL	N;PL
enfrentamientos	درگیریها	enfrentamiento	درگیری	N;MASC;PL	N;PL
iluminación	نورپردازی	iluminación	نورپردازی	N;FEM;SG	N;SG
iluminación	روشنایی	iluminación	None	N;FEM;SG	N;SG
entero	کل	entero	کل	ADJ;MASC;SG	ADJ
impulso	ارتقا	impulso	ارتقا	N;MASC;SG	N;SG
impulso	تکانه	impulso	تکانه	N;MASC;SG	N;SG
computadora	رایانه	computador	رایانه	N;FEM;SG	N;SG
computadora	کامپیوتر	computador	کامپیو	N;FEM;SG	N;SG
lectores	خوانندگان	lector	خواننده	N;MASC;PL	N;PL
lectores	خوانندگان	lector	خواننده	N;MASC;PL	N;PL
catedrático	پروفسور	catedrático	پروفسور	N;MASC;SG	N;SG
catedrático	پرفسور	catedrático	پرفسور	N;MASC;SG	N;SG
elevación	بلندی	elevación	بلندی	N;FEM;SG	N;SG
rotación	چرخشی	rotación	چرخش	N;FEM;SG	N;SG
rotación	چرخان	rotación	چرخان	N;FEM;SG	N;SG
rotación	چرخش	rotación	چرخش	N;FEM;SG	N;SG
estabilidad	پایداری	estabilidad	پایداری	N;FEM;SG	N;SG
estabilidad	ثبات	estabilidad	ثبات	N;FEM;SG	N;SG
dependiente	وابسته	dependiente	وابسته	ADJ;SG	ADJ
curva	خم	curva	خم	N;FEM;SG	N;SG
curva	منحنی	curva	منحنی	N;FEM;SG	N;SG
curva	خم	curva	خم	N;FEM;SG	N;SG
curva	بند	curva	بند	N;FEM;SG	N;SG
alabama	آلاباما	alabama	None	N;FEM;SG	N;SG
hidrógeno	هیدروژن	hidrógeno	هیدروژن	N;MASC;SG	N;SG
hidrógeno	هیدروژنی	hidrógeno	هیدروژنی	N;MASC;SG	N;SG
fabricante	سازنده	fabricante	سازنده	N;SG	N;SG
adquisición	خریدار	adquisición	خریدار	N;FEM;SG	N;SG
adquisición	خرید	adquisición	خرید	N;FEM;SG	N;SG
adquisición	خریداری	adquisición	خریداری	N;FEM;SG	N;SG
cuadrado	مربع	cuadrado	مربع	N;MASC;SG	N;SG
cuadrado	میدان	cuadrado	میدان	N;MASC;SG	N;SG
guerreros	جنگجویان	guerrero	جنگجوی	N;MASC;PL	N;PL
positivo	مثبت	positivo	مثبت	ADJ;MASC;SG	ADJ
modificación	متمم	modificación	None	N;FEM;SG	N;SG
modificación	دگرگونی	modificación	دگرگونی	N;FEM;SG	N;SG
ginebra	ژنو	ginebra	ژنو	N;FEM;SG	N;SG
luces	چراغها	luz	چراغ	N;FEM;PL	N;PL
interiores	داخلی	interior	داخلی	ADJ;PL	ADJ
interiores	درونی	interior	درونی	ADJ;PL	ADJ
historieta	کمیک	historieta	None	N;FEM;SG	N;SG
historieta	کمدی	historieta	None	N;FEM;SG	N;SG
historieta	کمیک	historieta	None	N;FEM;SG	N;SG
historieta	مصور	historieta	مصور	N;FEM;SG	N;SG
sindicato	یونیون	sindicato	یونیون	N;MASC;SG	N;SG
sindicato	اتحادیه	sindicato	اتحادیه	N;MASC;SG	N;SG
sindicato	اتحاد	sindicato	اتحاد	N;MASC;SG	N;SG
sindicato	سندیکا	sindicato	سندیکا	N;MASC;SG	N;SG
sindicato	سندیکای	sindicato	سندیکا	N;MASC;SG	N;SG
inclusión	شمول	inclusión	شمول	N;FEM;SG	N;SG
suspensión	تعلیق	suspensión	تعلیق	N;FEM;SG	N;SG
suspensión	معلق	suspensión	None	N;FEM;SG	N;SG
desplazamiento	جابجایی	desplazamiento	جابجایی	N;MASC;SG	N;SG
desplazamiento	گردشی	desplazamiento	گردش	N;MASC;SG	N;SG
berlin	برلین	berlin	برلین	N;MASC;SG	N;SG
educativa	آموزشی	educativo	آموزشی	ADJ;FEM;SG	ADJ
específica	مشخص	específico	مشخص	ADJ;FEM;SG	ADJ
huelga	اعتصاب	huelga	None	N;FEM;SG	N;SG
centrocampista	هافبک	centrocampista	None	N;SG	N;SG
distinta	متفاوت	distinto	متفاوت	ADJ;FEM;SG	ADJ
eddie	اِدی	eddie	اِدی	N;MASC;SG	N;SG
claudia	کلودیا	claudia	کلودیا	N;FEM;SG	N;SG
claudia	کلود	claudia	کلود	N;FEM;SG	N;SG
claudia	کلاد	claudia	کلاد	N;FEM;SG	N;SG
huesos	استخوانها	hueso	استخوان	N;MASC;PL	N;PL
vídeos	ویدئوهای	vídeo	ویدئو	N;MASC;PL	N;PL
vídeos	ویدیوها	vídeo	ویدیو	N;MASC;PL	N;PL
vídeos	ویدیوهای	vídeo	ویدیو	N;MASC;PL	N;PL
serena	سرنا	ser	سرنا	N;FEM;SG	N;SG
serena	سرینا	ser	سرینا	N;FEM;SG	N;SG
salsa	سالسا	salsar	سالسا	N;FEM;SG	N;SG
salsa	سس	salsar	سس	N;FEM;SG	N;SG
alfabeto	الفبا	alfabeto	الفبا	N;MASC;SG	N;SG
alfabeto	الفبای	alfabeto	الفبای	N;MASC;SG	N;SG
manuscrito	خطی	manuscrito	خطی	N;MASC;SG	N;SG
petersburgo	پترزبورگ	petersburgo	پترزبورگ	N;MASC;SG	N;SG
octavo	هشتم	octavo	هشتم	ADJ;MASC;SG	ADJ
octavo	هشتمین	octavo	هشتم	ADJ;MASC;SG	ADJ;RL
cartel	پوستر	cartel	پوستر	N;MASC;SG	N;SG
cartel	اعلامیه	cartel	None	N;MASC;SG	N;SG
cartel	بیلبورد	cartel	بیلبورد	N;MASC;SG	N;SG
cartel	کارتل	cartel	کارتل	N;MASC;SG	N;SG
maryland	مریلند	maryland	مریلند	N;FEM;SG	N;SG
arm	بازو	arm	بازو	N	N;SG
arm	دست	arm	دست	N	N;SG
arm	آرم	arm	آرم	N	N;SG
arm	بازوی	arm	بازوی	N	N;SG
granja	مزرعه	granja	None	N;FEM;SG	N;SG
granja	فارم	granja	فارم	N;FEM;SG	N;SG
patas	پاهایش	pata	پاهایش	N;FEM;PL	N;PL
patas	پاها	pata	پا	N;FEM;PL	N;PL
vanguardia	ونگارد	vanguardia	ونگارد	N;FEM;SG	N;SG
masters	اساتید	master	استاد	N;MASC;PL	N;PL
masters	استادان	master	استاد	N;MASC;PL	N;PL
masters	اربابان	master	ارباب	N;MASC;PL	N;PL
préstamo	قرض	préstamo	قرض	N;MASC;SG	N;SG
préstamo	وام	préstamo	وام	N;MASC;SG	N;SG
estatuto	اساسنامه	estatuto	اساسنامه	N;MASC;SG	N;SG
dream	دریم	dream	دریم	N	N;SG
dream	خواب	dream	خواب	N	N;SG
dream	رویا	dream	رویا	N	N;SG
dream	رؤیا	dream	رؤیا	N	N;SG
dream	رویای	dream	رویا	N	N;SG
dream	رؤیای	dream	رؤیا	N	N;SG
liderazgo	رهبری	liderazgo	رهبر	N;MASC;SG	N;SG
space	فضای	spacer	فضا	N	N;SG
space	فضا	spacer	فضا	N	N;SG
space	فضایی	spacer	فضا	N	N;SG
space	فاصله	spacer	فاصله	N	N;SG
célula	سلول	célula	سلول	N;FEM;SG	N;SG
célula	یاخته	célula	یاخت#یاز	N;FEM;SG	N;SG
franquicia	فرانشیز	franquicia	فرانشیز	N;FEM;SG	N;SG
expulsión	اخراج	expulsión	اخراج	N;FEM;SG	N;SG
expulsión	اخراج	expulsión	اخراج	N;FEM;SG	N;SG
expulsión	نفی	expulsión	None	N;FEM;SG	N;SG
linda	بامزه	linda	بامزه	ADJ;FEM;SG	ADJ
linda	جذاب	linda	None	ADJ;FEM;SG	ADJ
linda	قشنگ	linda	None	ADJ;FEM;SG	ADJ
genes	ژنها	gen	ژن	N;MASC;PL	N;PL
genes	ژنهای	gen	ژن	N;MASC;PL	N;PL
genes	ژنها	gen	ژن	N;MASC;PL	N;PL
observaciones	مشاهدات	observación	مشاهده	N;FEM;PL	N;PL
observaciones	نظرات	observación	نظر	N;FEM;PL	N;PL
observaciones	نظرها	observación	None	N;FEM;PL	N;PL
observaciones	توضیحات	observación	توضیح	N;FEM;PL	N;PL
desembocadura	دهان	desembocadura	دهان	N;FEM;SG	N;SG
desembocadura	دهن	desembocadura	دهن	N;FEM;SG	N;SG
rivales	رقبای	rival	رقیب	N;PL	N;PL
alice	آلیس	alice	آلیس	N;FEM;SG	N;SG
rayo	پرگار	rayo	پرگار	N;MASC;SG	N;SG
rayo	پرتو	rayo	None	N;MASC;SG	N;SG
rayo	پرتو	rayo	None	N;MASC;SG	N;SG
rayo	صاعقه	rayo	صاعقه	N;MASC;SG	N;SG
rayo	صاعقه	rayo	صاعقه	N;MASC;SG	N;SG
rayo	برق	rayo	برق	N;MASC;SG	N;SG
rayo	آذرخش	rayo	آذرخش	N;MASC;SG	N;SG
bombas	بمبها	bomba	بمب	N;FEM;PL	N;PL
bombas	بمبهای	bomba	بمب	N;FEM;PL	N;PL
financieros	مالی	financiero	مالی	ADJ;MASC;PL	ADJ
cecilia	سیسیل	cecilia	سیسیل	N;FEM;SG	N;SG
cecilia	سیسیلیا	cecilia	سیسیلیا	N;FEM;SG	N;SG
exitoso	موفق	exitoso	موفق	ADJ;MASC;SG	ADJ
exitoso	رستگار	exitoso	رستگار	ADJ;MASC;SG	ADJ
harrison	هریسون	harrison	هریسون	N;MASC;SG	N;SG
argelia	الجزیره	argelia	الجزیره	N;FEM;SG	N;SG
argelia	الجزایر	argelia	الجزایر	N;FEM;SG	N;SG
argelia	الجزایر	argelia	الجزایر	N;FEM;SG	N;SG
sound	صوت	sound	صوت	N	N;SG
sound	صدا	sound	صدا	N	N;SG
novio	داماد	novio	None	N;MASC;SG	N;SG
rechazo	امتناع	rechazo	امتناع	N;MASC;SG	N;SG
rechazo	خودداری	rechazo	خودداری	N;MASC;SG	N;SG
rechazo	انکار	rechazo	انکار	N;MASC;SG	N;SG
parker	پارکر	parker	None	N;MASC;SG	N;SG
chipre	قبرس	chipre	قبرس	N;FEM;SG	N;SG
expresiones	عبارتهای	expresión	عبارت	N;FEM;PL	N;PL
filósofos	فیلسوفان	filósofo	فیلسوف	N;MASC;PL	N;PL
adolescente	نوجوانی	adolescente	نوجوانی	N;SG	N;SG
adolescente	نوجوان	adolescente	نوجوان	N;SG	N;SG
adolescente	نوجوان	adolescente	نوجوان	N;SG	N;SG
adolescente	نوجوان	adolescente	نوجوان	N;SG	N;SG
dinámica	دینامیک	dinámica	دینامیک	N;FEM;SG	N;SG
dinámica	داینامیک	dinámica	داینامیک	N;FEM;SG	N;SG
dinámica	پویای	dinámica	پویا	N;FEM;SG	N;SG
dinámica	پویا	dinámica	پویا	N;FEM;SG	N;SG
dinámica	دینامیک	dinámica	دینامیک	N;FEM;SG	N;SG
variación	واریانس	variación	واریانس	N;FEM;SG	N;SG
variación	تغییر	variación	تغییر	N;FEM;SG	N;SG
variación	تنوع	variación	تنوع	N;FEM;SG	N;SG
trío	trio	trío	trio	N;MASC;SG	N;SG
óleo	نفت	óleo	نفت	N;MASC;SG	N;SG
óleo	اویل	óleo	اویل	N;MASC;SG	N;SG
óleo	روغن	óleo	روغن	N;MASC;SG	N;SG
usted	تو	tú	تو	PRO;SG;2;FORM	PRO;SG;2
alfa	آلفا	alfa	آلفا	N;FEM;SG	N;SG
caudal	جریان	caudal	جریان	N;MASC;SG	N;SG
irlandés	ایرلند	irlandés	ایرلند	N;MASC;SG	N;SG
irlandés	ایرلندی	irlandés	ایرلندی	N;MASC;SG	N;SG
anchura	عرض	anchura	عرض	N;FEM;SG	N;SG
utilidad	سودمندی	utilidad	سودمندی	N;FEM;SG	N;SG
manchester	manchester	manchester	manchester	N;MASC;SG	N;SG
manchester	منچستر	manchester	منچستر	N;MASC;SG	N;SG
receptor	گیرنده	receptor	گیرنده	N;MASC;SG	N;SG
receptor	گیرنده	receptor	گیرنده	N;MASC;SG	N;SG
personalmente	شخصا	personalmente	None	ADV	ADV
personalmente	شخصاً	personalmente	شخصاً	ADV	ADV
prólogo	دیباچه	prólogo	دیباچه	N;MASC;SG	N;SG
prólogo	سرآغاز	prólogo	سرآغاز	N;MASC;SG	N;SG
xbox	xb	xbox	xb	N	N;SG
force	زور	force	زور	N	N;SG
force	اجباری	force	اجباری	N	N;SG
force	نیرو	force	نیرو	N	N;SG
force	اجبار	force	اجبار	N	N;SG
tramos	بخشهای	tramo	بخش	N;MASC;PL	N;PL
tramos	بخشها	tramo	بخش	N;MASC;PL	N;PL
campeona	قهرمان	campeona	قهرمان	N;FEM;SG	N;SG
campeona	قهرمان	campeona	قهرمان	N;FEM;SG	N;SG
campeona	پهلوان	campeona	None	N;FEM;SG	N;SG
campeona	champion	campeona	None	N;FEM;SG	N;SG
centre	سنتر	centre	سنتر	N;MASC;SG	N;SG
centre	مرکز	centre	مرکز	N;MASC;SG	N;SG
necesarias	لازم	necesario	لازم	ADJ;FEM;PL	ADJ
necesarias	ضروری	necesario	ضروری	ADJ;FEM;PL	ADJ
colaboradores	شرکا	colaborador	شرکا	N;MASC;PL	N;PL
baterista	درامر	baterista	درامر	N;SG	N;SG
turín	تورینو	turín	تورینو	N;MASC;SG	N;SG
turín	تورین	turín	تورین	N;MASC;SG	N;SG
disminución	کاهش	disminución	کاهش	N;FEM;SG	N;SG
aceptación	پذیرفتن	aceptación	پذیرفتن	N;FEM;SG	N;SG
aceptación	پذیرش	aceptación	پذیرش	N;FEM;SG	N;SG
aceptación	پذیرفتن	aceptación	پذیرفتن	N;FEM;SG	N;SG
aceptación	پذیرش	aceptación	پذیرش	N;FEM;SG	N;SG
aceptación	قبولی	aceptación	قبولی	N;FEM;SG	N;SG
sídney	سیدنی	sídney	سیدنی	N;MASC;SG	N;SG
facilidad	سهولت	facilidad	None	N;FEM;SG	N;SG
facilidad	آسانی	facilidad	None	N;FEM;SG	N;SG
facilidad	گشایش	facilidad	گشایش	N;FEM;SG	N;SG
land	خشکی	land	خشکی	N	N;SG
land	land	land	land	N	N;SG
