ansässig	مقيمة	ansässig	مُقَيَّمَة	ADJ	ADJ;NOM;INDF;FEM;SG
handwerker	حرفي	handwerker	حُرفِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
handwerker	حرفي	handwerker	حُرفِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
handwerker	الحرفيين	handwerker	حَرفِيّ	ADJ	ADJ;NOM;DEF;MASC;PL
kompromiss	تسوية	kompromiss	تَسوِيَة	N	N;NOM;INDF;SG
kompromiss	مساومة	kompromiss	مُسَاوَمَة	N	N;NOM;INDF;SG
veranstalter	منظم	veranstalt	مُنَظِّم	ADJ	ADJ;NOM;INDF;MASC;SG
veranstalter	المنظم	veranstalt	مُنَظَّم	ADJ	ADJ;NOM;DEF;MASC;SG
gestattet	المسموح	gestatten|statten	مَسمُوح	ADJ;V.PTCP	ADJ;NOM;DEF;MASC;SG
judentum	اليهودية	judentum	يَهُودِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
überlebt	نجا	überleben	نَجَا	V;V.PTCP	V;PFV;MASC;SG;3;ACT
explosion	الانفجار	explosion	اِنفِجَار	N;NOM;FEM;SG	N;NOM;DEF;SG
explosion	الانفجار	explosion	اِنفِجَار	N;NOM;FEM;SG	N;NOM;DEF;SG
explosion	انفجار	explosion	اِنفِجَار	N;NOM;FEM;SG	N;NOM;INDF;SG
beinhalten	تشمل	beinhalten	شَمِل	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
arabisch	العربية	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
arabisch	العربي	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
arabisch	عربي	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
arabisch	العربية	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
arabisch	عربي	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
arabisch	عربية	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
osteuropa	شرقي	osteuropa	شَرقِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
osteuropa	شرقية	osteuropa	شَرقِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
osteuropa	الشرقية	osteuropa	شَرقِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
nachweise	دليل	nachweise	دَلِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
nachweise	اثبات	nachweise	إِثبَات	N;NOM;FEM;SG	N;NOM;INDF;SG
nachweise	البرهان	nachweise	بَرهَان	N;NOM;FEM;SG	N;NOM;DEF;SG
nachweise	الادلة	nachweise	دِلَة	N;NOM;FEM;SG	N;NOM;DEF;SG
nachweise	دليل	nachweise	دَلِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
nachweise	الدليل	nachweise	دَلِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
bewahren	احتفظ	bewahren	اِحتَفَظ	V;NFIN	V;PFV;MASC;SG;3;ACT
sparen	وفر	sparen	وَفر	V;NFIN	V;PFV;MASC;SG;3;ACT
territorien	الاراضي	territorien	أَرض	N;NOM;PL	N;NOM;DEF;PL
ökonomie	اقتصاد	ökonomie	اِقتِصَاد	N;NOM;FEM;SG	N;NOM;INDF;SG
ökonomie	الاقتصاد	ökonomie	اِقتِصَاد	N;NOM;FEM;SG	N;NOM;DEF;SG
militärisch	عسكرية	militärisch	عَسكَرِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
militärisch	العسكري	militärisch	عَسكَرِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
militärisch	عسكري	militärisch	عَسكَرِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
oberseite	الاعلى	oberseite	أَعلَى	ADJ	ADJ;NOM;DEF;MASC;SG
inszenierte	نظمت	inszenieren	نَظَّم	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
korrektur	تصحيح	korrektur	تَصحِيح	N;SG	N;NOM;INDF;SG
korrektur	التصحيح	korrektur	تَصحِيح	N;SG	N;NOM;DEF;SG
entdecker	المستكشفين	entdecker	مُستَكشَف	ADJ	ADJ;ACC;DEF;MASC;PL
wöchentlich	اسبوعيا	wöchentlich	أُسبُوعِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
wöchentlich	الاسبوعية	wöchentlich	أُسبُوعِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
wöchentlich	اسبوعي	wöchentlich	أُسبُوعِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
wöchentlich	الاسبوعي	wöchentlich	أُسبُوعِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
wöchentlich	اسبوعية	wöchentlich	أُسبُوعِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
ideal	المثالي	ideal	مِثَالِي	ADJ	ADJ;NOM;DEF;MASC;SG
erzeugung	توليد	erzeugung	تَولِيد	N;SG	N;NOM;INDF;SG
erzeugung	الجيل	erzeugung	جِيل	N;SG	N;NOM;DEF;SG
erzeugung	جيل	erzeugung	جِيل	N;SG	N;NOM;INDF;SG
erzeugung	الانتاج	erzeugung	إِنتَاج	N;SG	N;NOM;DEF;SG
erzeugung	انتاج	erzeugung	إِنتَاج	N;SG	N;NOM;INDF;SG
künstlich	اصطناعية	künstlich	اِصطِنَاعِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
künstlich	اصطناعي	künstlich	اِصطِنَاعِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
aufruf	مكالمة	aufruf	مُكَالَمَة	N;SG	N;NOM;INDF;SG
aufruf	نداء	aufruf	نِدَاء	N;SG	N;NOM;INDF;SG
aufruf	الاتصال	aufruf	اِتِّصَال	N;SG	N;NOM;DEF;SG
öffnet	يفتح	öffnen	فَتَح	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
sammelt	يجمع	sammeln	جَمَّع	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
einheitlichen	موحدة	einheitlich	مُوَحَّد	ADJ	ADJ;NOM;INDF;FEM;SG
einheitlichen	موحد	einheitlich	مُوَحَّد	ADJ	ADJ;NOM;INDF;MASC;SG
musikalisch	موسيقية	musikalisch	مُوسِيقِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
flüssigkeit	سائل	flüssigkeit	سَائِل	ADJ	ADJ;NOM;INDF;MASC;SG
flüssigkeit	سائلة	flüssigkeit	سَائِل	ADJ	ADJ;NOM;INDF;FEM;SG
flüssigkeit	سائل	flüssigkeit	سَائِل	ADJ	ADJ;NOM;INDF;MASC;SG
privater	الخاص	privat	خَاصّ	ADJ	ADJ;NOM;DEF;MASC;SG
privater	الخاصة	privat	خَاصّ	ADJ	ADJ;NOM;DEF;FEM;SG
privater	خاص	privat	خَاصّ	ADJ	ADJ;NOM;INDF;MASC;SG
privater	خاصة	privat	خَاصّ	ADJ	ADJ;ACC;INDF;FEM;SG
häfen	موانئ	häfen	مِينَاء	N;NOM;PL	N;NOM;INDF;PL
häfen	الموانئ	häfen	مِينَاء	N;NOM;PL	N;NOM;DEF;PL
werkzeuge	ادوات	werkzeugen	أَدَاة	N;NOM;PL	N;NOM;INDF;PL
werkzeuge	الادوات	werkzeugen	أَدَاة	N;NOM;PL	N;NOM;DEF;PL
werkzeuge	المرافق	werkzeugen	مِرفَق	N;NOM;PL	N;NOM;DEF;PL
werkzeuge	مرافق	werkzeugen	مِرفَق	N;NOM;PL	N;NOM;INDF;PL
werkzeuge	المنافع	werkzeugen	مَنفَعَة	N;NOM;PL	N;NOM;DEF;PL
aufgewachsen	رفعت	aufwachsen	رَفَع	V;V.PTCP	V;PFV;FEM;SG;3;ACT
sammler	جامع	samml	جَامِع	ADJ	ADJ;NOM;INDF;MASC;SG
stimmte	اتفق	stimmen	اِتَّفَق	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
mut	شجاعة	mut	شَجَاعَة	N	N;NOM;INDF;SG
mut	الشجاعة	mut	شَجَاعَة	N	N;NOM;DEF;SG
achsen	المحاور	achsen	مِحوَر	N	N;NOM;DEF;PL
achsen	محاور	achsen	مِحوَر	N	N;NOM;INDF;PL
achsen	المحور	achsen	مِحوَر	N	N;NOM;DEF;SG
achsen	محور	achsen	مِحوَر	N	N;NOM;INDF;SG
stützen	يدعم	stützen	دَعَم	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
stützen	تؤيد	stützen	أَيَّد	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
einhaltung	مراعاة	einhaltung	مُرَاعَاة	N;SG	N;NOM;INDF;SG
einhaltung	الامتثال	einhaltung	اِمتِثَال	N;SG	N;NOM;DEF;SG
einhaltung	امتثال	einhaltung	اِمتِثَال	N;SG	N;NOM;INDF;SG
trinken	يشرب	trinken	شَرَب	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
trinken	تشرب	trinken	تَشَرُّب	V;NFIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
trinken	اشرب	trinken	أَشرَب	V;NFIN	V;MASC;IMP;SG
nachhaltig	مستدام	nachhaltig	مُستَدَام	ADJ	ADJ;NOM;INDF;MASC;SG
nachhaltig	المستدام	nachhaltig	مُستَدَام	ADJ	ADJ;NOM;DEF;MASC;SG
duell	مبارزة	duell	مُبَارَزَة	N;NOM;SG	N;NOM;INDF;SG
duell	المبارزة	duell	مُبَارَزَة	N;NOM;SG	N;NOM;DEF;SG
elektrotechnik	الالكترونيات	elektrotechnik	إِلِكترُونِيّ	ADJ	ADJ;NOM;DEF;FEM;PL
verschwindet	يختفي	verschwinden	اِختَفَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
verschwindet	تختفي	verschwinden	اِختَفَى	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
verringert	يقلل	verringern	قَلَّل	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
zahlung	الدفع	zahlung	دَفع	N;FEM;SG	N;NOM;DEF;SG
zahlung	السداد	zahlung	سَدَاد	N;FEM;SG	N;NOM;DEF;SG
zahlung	دفعة	zahlung	دَفعَة	N;FEM;SG	N;NOM;INDF;SG
zahlung	الدفعة	zahlung	دَفعَة	N;FEM;SG	N;NOM;DEF;SG
geliebte	المحبوب	geliebt	مَحبُوب	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
verdienen	تكسب	verdienen	كَسَب	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
verdienen	كسب	verdienen	كَسب	V;NFIN	V;PFV;MASC;SG;3;ACT
verdienen	كسب	verdienen	كَسب	V;NFIN	V;PFV;MASC;SG;3;ACT
wettkampf	مسابقات	wettkampf	مُسَابَقَة	N	N;NOM;INDF;PL
wettkampf	المسابقات	wettkampf	مُسَابَقَة	N	N;NOM;DEF;PL
wettkampf	البطولة	wettkampf	بُطُولَة	N	N;NOM;DEF;SG
wettkampf	بطولة	wettkampf	بُطُولَة	N	N;NOM;INDF;SG
wettkampf	المنافسة	wettkampf	مُنَافَسَة	N	N;NOM;DEF;SG
wettkampf	منافسة	wettkampf	مُنَافَسَة	N	N;NOM;INDF;SG
wettkampf	مسابقة	wettkampf	مُسَابَقَة	N	N;NOM;INDF;SG
wettkampf	المسابقة	wettkampf	مُسَابَقَة	N	N;NOM;DEF;SG
wettkampf	المسابقة	wettkampf	مُسَابَقَة	N	N;NOM;DEF;SG
wettkampf	مسابقة	wettkampf	مُسَابَقَة	N	N;NOM;INDF;SG
konzeption	المفهوم	konzeption	مَفهُوم	N;SG	N;NOM;DEF;SG
beleidigung	مهينة	beleidigung	مهينة	ADJ	ADJ;NOM;INDF;FEM;SG
ausmaß	ضخامة	ausmaß	ضَخَّامَة	N;NOM;SG	N;NOM;INDF;SG
ausmaß	مدى	ausmaß	مَدَى	N;NOM;SG	N;NOM;INDF;SG
fühlen	تشعر	fühlen	شَعَر	V;NFIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
fühlen	يشعر	fühlen	شَعَر	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
nächstes	القادم	nah	قَادِم	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
nächstes	التالي	nah	تَالِي	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
klassisch	عتيقة	klassisch	عتيقة	ADJ	ADJ;NOM;INDF;FEM;SG
klassisch	كلاسيكي	klassisch	كلَاسِيكِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
klassisch	كلاسيكية	klassisch	كلَاسِيكِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
klassisch	الكلاسيكية	klassisch	كُلآسِيكِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
klassisch	كلاسيكي	klassisch	كلَاسِيكِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
klassisch	كلاسيكية	klassisch	كلَاسِيكِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
klassisch	الكلاسيكية	klassisch	كُلآسِيكِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
klassisch	تقليدي	klassisch	تَقلِيدِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
vereinbart	اتفق	vereinbaren	اِتَّفَق	V;V.PTCP	V;PFV;MASC;SG;3;ACT
beweise	البراهين	Beweis	البراهين	N;NOM;PL	N;NOM;DEF;PL
beweise	ادلة	Beweis	دَلِيل	N;NOM;PL	N;NOM;INDF;PL
republikaner	الجمهوريين	republikaner	جُمهُورِيّ	ADJ	ADJ;NOM;DEF;MASC;PL
grabmal	مقبرة	grabmal	مُقبِر	N;NOM;SG	N;NOM;INDF;SG
grabmal	قبر	grabmal	قَبر	N;NOM;SG	N;NOM;INDF;SG
grabmal	القبر	grabmal	قَبر	N;NOM;SG	N;NOM;DEF;SG
grabmal	المقبرة	grabmal	مُقبِر	N;NOM;SG	N;NOM;DEF;SG
herrschte	سادت	herrschen	سَاد	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
minderheiten	اقليات	minderheit	اقليات	N;NOM;PL	N;NOM;INDF;PL
nützlich	مفيدة	nützlich	مُفِيد	ADJ	ADJ;NOM;INDF;FEM;SG
nützlich	مفيد	nützlich	مفيد	ADJ	ADJ;NOM;INDF;MASC;SG
nützlich	مفيدة	nützlich	مُفِيد	ADJ	ADJ;NOM;INDF;FEM;SG
nützlich	مفيد	nützlich	مفيد	ADJ	ADJ;NOM;INDF;MASC;SG
nützlich	مفيد	nützlich	مفيد	ADJ	ADJ;NOM;INDF;MASC;SG
modernisierung	الارتقاء	modernisierung	اِرتِقَاء	N;NOM;FEM;SG	N;NOM;DEF;SG
