catégorie	категорія	catégorie	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
édifices	будівель	édifice	будівля	N;MASC;PL	N;INAN;GEN;FEM;PL
entendre	чуємо	entendre	чути	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
entendre	чути	entendre	чути	V;NFIN	V;IPFV;NFIN
entendre	почути	entendre	почути	V;NFIN	V;PFV;NFIN
entendre	чую	entendre	чути	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
tempête	шторм	tempête	шторма	N;FEM;SG	N;INAN;NOM;MASC;SG
tempête	буря	tempête	буря	N;FEM;SG	N;INAN;NOM;FEM;SG
tempête	буря	tempête	буря	N;FEM;SG	N;INAN;NOM;FEM;SG
embouchure	рот	embouchure	рот	N;FEM;SG	N;INAN;NOM;MASC;SG
embouchure	рота	embouchure	рот	N;FEM;SG	N;INAN;NOM;MASC;SG
bonheur	щастя	bonheur	щастя	N;MASC;SG	N;INAN;NOM;NEUT;SG
moine	монах	moine	мона	N;MASC;SG	N;ANIM;NOM;MASC;SG
arm	рука	arm	рука	N;MASC;SG	N;INAN;NOM;FEM;SG
négociations	перемовини	négociation	перемовина	N;FEM;PL	N;INAN;NOM;FEM;PL
congrégation	згромадження	congrégation	згромадження	N;FEM;SG	N;INAN;NOM;NEUT;SG
conclusion	укладання	conclusion	укладання	N;FEM;SG	N;INAN;NOM;NEUT;SG
accent	акцент	accent	акцент	N;MASC;SG	N;INAN;NOM;MASC;SG
efficacité	ефективність	efficacité	ефективність	N;FEM;SG	N;INAN;NOM;FEM;SG
efficacité	ефективність	efficacité	ефективність	N;FEM;SG	N;INAN;NOM;FEM;SG
efficacité	результативність	efficacité	результативність	N;FEM;SG	N;INAN;NOM;FEM;SG
efficacité	віддача	efficacité	віддач	N;FEM;SG	N;INAN;NOM;FEM;SG
cuivre	мідь	cuivre	мідь	N;MASC;SG	N;INAN;NOM;MASC;SG
cuivre	латунь	cuivre	латунь	N;MASC;SG	N;INAN;NOM;MASC;SG
per	пер	per	пер		
concile	синод	concile	синод	N;MASC;SG	N;INAN;NOM;MASC;SG
apostolique	апостольська	apostolique	апостольський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
grosse	велике	gros	великий	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
grosse	велика	gros	великий	ADJ;FEM;SG	ADJ;NOM;FEM;SG
grosse	великий	gros	великий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
viande	ковбасу	viande	ковбаса	N;FEM;SG	N;INAN;ACC;FEM;SG
communications	комунікацій	communication	комунікація	N;FEM;PL	N;INAN;GEN;FEM;PL
romancier	письменник	romancier	письменник	N;MASC;SG	N;ANIM;NOM;MASC;SG
probable	можливий	probable	можливий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
probable	ймовірний	probable	ймовірний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
diable	диявол	diable	диявол	N;MASC;SG	N;ANIM;NOM;MASC;SG
argentin	аргентинський	argentin	аргентинський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
argentin	аргентинське	argentin	аргентинський	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
récupérer	отримати	récupérer	отримати	V;NFIN	V;PFV;NFIN
récupérer	відновити	récupérer	відновити	V;NFIN	V;PFV;NFIN
récupérer	претендувати	récupérer	претендувати	V;NFIN	V;IPFV;NFIN
chante	співає	chanter	співати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
talent	талант	talent	талант	N;MASC;SG	N;INAN;NOM;MASC;SG
natation	плавання	natation	плавання	N;FEM;SG	N;INAN;NOM;NEUT;SG
apprendre	дізнатися	apprendre	дізнатися	V;NFIN	V;PFV;NFIN
apprendre	вчити	apprendre	вчити	V;NFIN	V;IPFV;NFIN
apprendre	вчитись	apprendre	вчитися	V;NFIN	V;IPFV;NFIN
apprendre	навчитися	apprendre	навчитися	V;NFIN	V;PFV;NFIN
sols	поверхи	sol	поверх	N;MASC;PL	N;INAN;NOM;MASC;PL
sols	поверхів	sol	поверх	N;MASC;PL	N;INAN;GEN;MASC;PL
détruire	знищить	détruire	знищити	V;NFIN	V;PFV;IND;SG;3;FUT;FIN
détruire	знищити	détruire	знищити	V;NFIN	V;PFV;NFIN
castille	кастилія	castille	кастилія	N;FEM;SG	N;INAN;NOM;FEM;SG
client	замовник	client	замовник	N;MASC;SG	N;ANIM;NOM;MASC;SG
client	клієнт	client	клієнт	N;MASC;SG	N;ANIM;NOM;MASC;SG
client	клієнта	client	клієнт	N;MASC;SG	N;ANIM;ACC;MASC;SG
client	клієнт	client	клієнт	N;MASC;SG	N;ANIM;NOM;MASC;SG
syndrome	синдром	syndrome	синдр	N;MASC;SG	N;INAN;NOM;MASC;SG
restes	залишки	reste	залишки	N;MASC;PL	N;INAN;NOM;FEM;PL
restes	залишки	reste	залишки	N;MASC;PL	N;INAN;NOM;FEM;PL
restes	крихти	reste	крихта	N;MASC;PL	N;INAN;NOM;FEM;PL
prêtres	священики	prêtre	священик	N;MASC;PL	N;ANIM;NOM;MASC;PL
alcool	алкоголю	alcool	алкоголь	N;MASC;SG	N;INAN;GEN;MASC;SG
alcool	алкоголь	alcool	алкоголь	N;MASC;SG	N;INAN;NOM;MASC;SG
alcool	спирт	alcool	спирт	N;MASC;SG	N;INAN;NOM;MASC;SG
passages	коридорів	passage	коридор	N;MASC;PL	N;INAN;GEN;MASC;PL
passages	проходів	passage	прохід	N;MASC;PL	N;INAN;GEN;MASC;PL
centaine	сотня	centaine	сотня	N;FEM;SG	N;INAN;NOM;FEM;SG
centaine	сотню	centaine	сотня	N;FEM;SG	N;INAN;ACC;FEM;SG
inspiration	натхнення	inspiration	натхнення	N;FEM;SG	N;INAN;NOM;NEUT;SG
retiré	вилучено	retirer	вилучити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
retiré	видалено	retirer	видати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
sombre	темна	sombre	темний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
sombre	темний	sombre	темний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
sombre	темне	sombre	темний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
habituellement	зазвичай	habituellement	зазвичай	ADV	ADV
habituellement	зазвичай	habituellement	зазвичай	ADV	ADV
vainqueurs	переможці	vainqueur	переможець	N;MASC;PL	N;ANIM;NOM;MASC;PL
nécessite	потребує	nécessiter	потребувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
nécessite	вимагає	nécessiter	вимагати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
nécessite	вимагати	nécessiter	вимагати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
racine	корінь	racine	корінь	N;FEM;SG	N;INAN;NOM;MASC;SG
racine	коріння	racine	коріння	N;FEM;SG	N;INAN;NOM;NEUT;SG
fidèle	вірний	fidèle	вірний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
fidèle	вірним	fidèle	вірний	ADJ;MASC;SG	ADJ;INS;NEUT;SG
fidèle	вірний	fidèle	вірний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
lecteurs	читачам	lecteur	читач	N;MASC;PL	N;ANIM;DAT;MASC;PL
lecteurs	читачі	lecteur	читач	N;MASC;PL	N;ANIM;NOM;MASC;PL
roux	руда	roux	руда	ADJ;MASC;SG	ADJ;NOM;FEM;SG
roux	червона	roux	червоний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
roux	червоний	roux	червоний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
roux	червоне	roux	червоний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
illustration	ілюстрація	illustration	ілюстрація	N;FEM;SG	N;INAN;NOM;FEM;SG
intégrer	інтегрувати	intégrer	інтегрувати	V;NFIN	V;IPFV;NFIN
écologie	екологія	écologie	екологія	N;FEM;SG	N;INAN;NOM;FEM;SG
spécialistes	фахівці	spécialiste	фахівка	N;MASC;PL	N;ANIM;NOM;MASC;PL
ajouté	додано	ajouter	додати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
pseudo	користувача	pseudo	користувач	N;MASC;SG	N;ANIM;ACC;MASC;SG
pseudo	користувач	pseudo	користувач	N;MASC;SG	N;ANIM;NOM;MASC;SG
pseudo	псевдонім	pseudo	псевдонім	N;MASC;SG	N;INAN;NOM;MASC;SG
pseudo	прізвисько	pseudo	прізвиський	N;MASC;SG	N;INAN;NOM;NEUT;SG
pseudo	псевдо	pseudo	псевдо	N;MASC;SG	N;ANIM;NOM;MASC;SG
constructions	конструкцій	construction	конструкція	N;FEM;PL	N;INAN;GEN;FEM;PL
variations	варіації	variation	варіація	N;FEM;PL	N;INAN;NOM;FEM;PL
variations	варіанти	variation	варіант	N;FEM;PL	N;INAN;NOM;MASC;PL
descente	спуск	descente	спуск	N;FEM;SG	N;INAN;NOM;MASC;SG
remplacée	замінено	remplacer	замінити	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
remplacée	замінила	remplacer	замінити	V;FEM;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
magasin	крамниця	magasin	крамниця	N;MASC;SG	N;INAN;NOM;FEM;SG
magasin	магазин	magasin	магазин	N;MASC;SG	N;INAN;NOM;MASC;SG
magasin	магазин	magasin	магазин	N;MASC;SG	N;INAN;NOM;MASC;SG
punk	панк	punk	панк	N;MASC;SG	N;INAN;NOM;MASC;SG
sucre	цукор	sucre	цукор	N;MASC;SG	N;INAN;NOM;MASC;SG
manifestation	протест	manifestation	протест	N;FEM;SG	N;INAN;NOM;MASC;SG
manifestation	демонстрація	manifestation	демонстрація	N;FEM;SG	N;INAN;NOM;FEM;SG
manifestation	демонстрацію	manifestation	демонстрація	N;FEM;SG	N;INAN;ACC;FEM;SG
installée	встановлено	installer	встановити	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
symphonie	симфонія	symphonie	симфонія	N;FEM;SG	N;INAN;NOM;FEM;SG
adulte	доросла	adulte	дорости	ADJ;MASC;SG	ADJ;NOM;FEM;SG
adulte	доросле	adulte	дорослий	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
adulte	дорослий	adulte	дорослий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
explication	пояснення	explication	пояснення	N;FEM;SG	N;INAN;NOM;NEUT;SG
différences	відмінностей	différence	відмінність	N;FEM;PL	N;INAN;GEN;FEM;PL
différences	відмінності	différence	відмінність	N;FEM;PL	N;INAN;NOM;FEM;PL
biographique	біографічний	biographique	біографічний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
vendus	продано	vendre	продати	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;FIN
considérer	розглянемо	considérer	розглянити	V;NFIN	V;PFV;IND;PL;1;FUT;FIN
considérer	вважайте	considérer	вважати	V;NFIN	V;IPFV;IMP;PL;2;FIN
variante	варіант	variante	варіант	N;FEM;SG	N;INAN;NOM;MASC;SG
variante	варіант	variante	варіант	N;FEM;SG	N;INAN;NOM;MASC;SG
variante	варіація	variante	варіація	N;FEM;SG	N;INAN;NOM;FEM;SG
redirection	перенаправлення	redirection	перенаправлення	N;FEM;SG	N;INAN;NOM;NEUT;SG
redirection	перенаправлення	redirection	перенаправлення	N;FEM;SG	N;INAN;NOM;NEUT;SG
tomber	падає	tomber	падати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
tomber	падав	tomber	падати	V;NFIN	V;IPFV;MASC;IND;SG;PST;FIN
tomber	падати	tomber	падати	V;NFIN	V;IPFV;NFIN
roches	камені	roche	камінь	N;FEM;PL	N;INAN;NOM;MASC;PL
roches	скелі	roche	скеля	N;FEM;PL	N;INAN;NOM;FEM;PL
roches	астероїди	roche	астероїда	N;FEM;PL	N;ANIM;NOM;MASC;PL
roches	скелях	roche	скеля	N;FEM;PL	N;INAN;ESS;FEM;PL
entité	сутність	entité	сутність	N;FEM;SG	N;INAN;NOM;FEM;SG
aérien	повітряна	aérien	повітряний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
aérien	повітряна	aérien	повітряний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
duchesse	герцогиня	duchesse	герцогиня	N;FEM;SG	N;ANIM;NOM;FEM;SG
précédemment	раніше	précédemment	раніше	ADV	ADV;CMPR
délégué	спрямовано	déléguer	спрямовано	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
délégué	доручити	déléguer	доручити	V;MASC;SG;PST;V.PTCP	V;PFV;NFIN
logement	проживання	logement	проживання	N;MASC;SG	N;INAN;NOM;NEUT;SG
phases	етапів	phase	етап	N;FEM;PL	N;INAN;GEN;MASC;PL
phases	фази	phase	фаза	N;FEM;PL	N;INAN;NOM;FEM;PL
tribus	народами	tribu	народ	N;FEM;PL	N;INAN;INS;MASC;PL
tribus	племен	tribu	племено	N;FEM;PL	N;INAN;GEN;FEM;PL
vraie	справжня	vrai	справжній	ADJ;FEM;SG	ADJ;NOM;FEM;SG
vraie	реальний	vrai	реальний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
vraie	справжній	vrai	справжній	ADJ;FEM;SG	ADJ;NOM;MASC;SG
astronome	астроном	astronome	астрон	N;MASC;SG	N;ANIM;NOM;MASC;SG
graveur	пальник	graveur	пальник	N;MASC;SG	N;INAN;NOM;MASC;SG
régionaux	регіональні	régional	регіональний	ADJ;MASC;PL	ADJ;NOM;PL
battant	бити	battre	бити	V;PRS;V.PTCP	V;IPFV;NFIN
flèche	стрілок	flèche	стрілка	N;FEM;SG	N;INAN;NOM;MASC;SG
flèche	стріла	flèche	стріл	N;FEM;SG	N;INAN;NOM;FEM;SG
flèche	стрілка	flèche	стрілка	N;FEM;SG	N;INAN;NOM;FEM;SG
experts	експерти	expert	експерт	N;MASC;PL	N;ANIM;NOM;MASC;PL
experts	експертів	expert	експерт	N;MASC;PL	N;ANIM;GEN;MASC;PL
attentat	наступ	attentat	наступ	N;MASC;SG	N;INAN;NOM;MASC;SG
attentat	напад	attentat	напад	N;MASC;SG	N;INAN;NOM;MASC;SG
attentat	атака	attentat	атакий	N;MASC;SG	N;INAN;NOM;FEM;SG
attentat	бомбардування	attentat	бомбардування	N;MASC;SG	N;INAN;NOM;NEUT;SG
feuille	лист	feuille	лист	N;FEM;SG	N;INAN;NOM;MASC;SG
feuille	листок	feuille	листок	N;FEM;SG	N;INAN;NOM;MASC;SG
feuille	аркуш	feuille	аркуш	N;FEM;SG	N;INAN;NOM;MASC;SG
coupes	чашки	coupe	чашка	N;FEM;PL	N;INAN;NOM;FEM;PL
coupes	склянки	coupe	склянка	N;FEM;PL	N;INAN;NOM;FEM;PL
coupes	чашок	coupe	чашок	N;FEM;PL	N;INAN;GEN;FEM;PL
douce	солодка	doux	солодкий	ADJ;FEM;SG	ADJ;NOM;FEM;SG
douce	солодкий	doux	солодкий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
douce	ніжний	doux	ніжний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
remarquables	визначні	remarquable	визначний	ADJ;MASC;PL	ADJ;NOM;PL
descendants	нащадки	descendant	нащадок	N;MASC;PL	N;ANIM;NOM;MASC;PL
quasiment	майже	quasiment	майже	ADV	ADV
quasiment	практично	quasiment	практично	ADV	ADV
quasiment	практично	quasiment	практично	ADV	ADV
finlandais	фінська	finlandais	фінський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
intervenir	втрутитися	intervenir	втрутитися	V;NFIN	V;PFV;NFIN
enfer	пекло	enfer	пекло	N;MASC;SG	N;INAN;NOM;NEUT;SG
districts	райони	district	район	N;MASC;PL	N;INAN;NOM;MASC;PL
inutile	непотрібне	inutile	непотрібний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
inutile	зайвим	inutile	зайвий	ADJ;MASC;SG	ADJ;INS;NEUT;SG
déchets	відходи	déchet	відхід	N;MASC;PL	N;INAN;NOM;MASC;PL
déchets	відходів	déchet	відхід	N;MASC;PL	N;INAN;GEN;MASC;PL
comique	комік	comique	комік	N;MASC;SG	N;ANIM;NOM;MASC;SG
comique	комікс	comique	комікс	N;MASC;SG	N;INAN;NOM;MASC;SG
comique	комедія	comique	комедія	N;MASC;SG	N;INAN;NOM;FEM;SG
matières	матеріали	matière	матеріал	N;FEM;PL	N;INAN;NOM;MASC;PL
essence	суть	essence	суть	N;FEM;SG	N;INAN;NOM;FEM;SG
essence	сутність	essence	сутність	N;FEM;SG	N;INAN;NOM;FEM;SG
essence	бензин	essence	бензин	N;FEM;SG	N;INAN;NOM;MASC;SG
séminaire	семінар	séminaire	семінар	N;MASC;SG	N;INAN;NOM;MASC;SG
administratives	адміністративні	administratif	адміністративний	ADJ;FEM;PL	ADJ;NOM;PL
orthographe	правопису	orthographe	правопис	N;FEM;SG	N;INAN;GEN;MASC;SG
orthographe	правопис	orthographe	правопис	N;FEM;SG	N;INAN;NOM;MASC;SG
orthographe	закляття	orthographe	закляття	N;FEM;SG	N;INAN;NOM;NEUT;SG
biologie	біологія	biologie	біологія	N;FEM;SG	N;INAN;NOM;FEM;SG
essayer	спробувати	essayer	спробувати	V;NFIN	V;PFV;NFIN
essayer	спробуйте	essayer	спробувати	V;NFIN	V;PFV;IMP;PL;2;FIN
essayer	намагаючись	essayer	намагатися	V;NFIN	V;IPFV;PRS;V.CVB
marchés	ринки	marché	ринок	N;MASC;PL	N;INAN;NOM;MASC;PL
marchés	ринків	marché	ринок	N;MASC;PL	N;INAN;GEN;MASC;PL
cellule	клітинка	cellule	клітинка	N;FEM;SG	N;INAN;NOM;FEM;SG
cellule	комірку	cellule	комірка	N;FEM;SG	N;INAN;ACC;FEM;SG
cellule	комірка	cellule	комірка	N;FEM;SG	N;INAN;NOM;FEM;SG
fou	божевільний	fou	божевільний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
fou	божевільна	fou	божевільний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
fou	скажений	fou	скажений	ADJ;MASC;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
fou	шалений	fou	шалений	ADJ;MASC;SG	ADJ;NOM;MASC;SG
fou	божевільна	fou	божевільний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
fou	скажений	fou	скажений	ADJ;MASC;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
accepter	прийняти	accepter	прийняти	V;NFIN	V;PFV;NFIN
accepter	прийміть	accepter	прийміти	V;NFIN	V;PFV;IMP;PL;2;FIN
accepter	приймаємо	accepter	приймати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
accepter	погодитися	accepter	погодитися	V;NFIN	V;PFV;NFIN
accepter	приймаю	accepter	приймати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
électorale	виборчий	électoral	виборчий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
courage	мужність	courage	мужність	N;MASC;SG	N;INAN;NOM;FEM;SG
courage	сміливість	courage	сміливість	N;MASC;SG	N;INAN;NOM;FEM;SG
moulins	вітряки	moulin	вітряка	N;MASC;PL	N;INAN;NOM;MASC;PL
humour	гумор	humour	гумор	N;MASC;SG	N;INAN;NOM;MASC;SG
humour	гумор	humour	гумор	N;MASC;SG	N;INAN;NOM;MASC;SG
banques	береги	banque	берег	N;FEM;PL	N;INAN;NOM;MASC;PL
banques	банків	banque	банк	N;FEM;PL	N;INAN;GEN;MASC;PL
banques	банки	banque	банк	N;FEM;PL	N;INAN;NOM;MASC;PL
nommés	назвали	nommer	назвати	V;MASC;PL;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
nommés	названо	nommer	назвати	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;FIN
battre	били	battre	бити	V;NFIN	V;IPFV;IND;PL;PST;FIN
battre	побили	battre	побити	V;NFIN	V;PFV;IND;PL;PST;FIN
battre	бити	battre	бити	V;NFIN	V;IPFV;NFIN
clavier	клавіатуру	clavier	клавіатура	N;MASC;SG	N;INAN;ACC;FEM;SG
clavier	клавіатура	clavier	клавіатура	N;MASC;SG	N;INAN;NOM;FEM;SG
norvégien	норвезька	norvégien	норвезький	ADJ;MASC;SG	ADJ;NOM;FEM;SG
positif	позитивне	positif	позитивний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
positif	позитивний	positif	позитивний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
plume	перо	plume	перо	N;FEM;SG	N;INAN;NOM;NEUT;SG
plume	перо	plume	перо	N;FEM;SG	N;INAN;NOM;NEUT;SG
plume	ручка	plume	ручка	N;FEM;SG	N;INAN;NOM;FEM;SG
plume	перо	plume	перо	N;FEM;SG	N;INAN;NOM;NEUT;SG
démarche	підхід	démarche	підхід	N;FEM;SG	N;INAN;NOM;MASC;SG
démarche	ходьба	démarche	ходьба	N;FEM;SG	N;INAN;NOM;FEM;SG
paysages	пейзажів	paysage	пейзаж	N;MASC;PL	N;INAN;GEN;MASC;PL
paysages	пейзажі	paysage	пейзаж	N;MASC;PL	N;INAN;NOM;MASC;PL
grève	страйк	grève	страйк	N;FEM;SG	N;INAN;NOM;MASC;SG
marchandises	товари	marchandise	товар	N;FEM;PL	N;INAN;NOM;MASC;PL
marchandises	засоби	marchandise	засіб	N;FEM;PL	N;INAN;NOM;MASC;PL
qualités	якостями	qualité	якість	N;FEM;PL	N;INAN;INS;MASC;PL
fichiers	файли	fichier	файти	N;MASC;PL	N;INAN;NOM;MASC;PL
fichiers	файлів	fichier	файл	N;MASC;PL	N;INAN;GEN;MASC;PL
pratiquement	майже	pratiquement	майже	ADV	ADV
pratiquement	практично	pratiquement	практично	ADV	ADV
pratiquement	практично	pratiquement	практично	ADV	ADV
quatorze	чотирнадцять	quatorze	чотирнадцять	NUM	NUM;NOM
visibles	видимі	visible	видим	ADJ;MASC;PL	ADJ;NOM;PL
dites	сказати	dire	сказати	V;FEM;PL;PST;V.PTCP	V;PFV;NFIN
bonaparte	бонапарт	bonaparte	бонапарт	N;MASC;SG	N;ANIM;NOM;MASC;SG
promouvoir	рекламувати	promouvoir	рекламувати	V;NFIN	V;IPFV;NFIN
promouvoir	просувати	promouvoir	просувати	V;NFIN	V;IPFV;NFIN
promouvoir	розповсюдити	promouvoir	розповсюдити	V;NFIN	V;PFV;NFIN
promouvoir	пропагують	promouvoir	пропагувати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
observations	спостережень	observation	спостереження	N;FEM;PL	N;INAN;GEN;NEUT;PL
observations	коментарях	observation	коментар	N;FEM;PL	N;INAN;ESS;MASC;PL
observations	коментарів	observation	коментар	N;FEM;PL	N;INAN;GEN;MASC;PL
observations	коментарі	observation	коментар	N;FEM;PL	N;INAN;NOM;MASC;PL
rural	сільське	rural	сільський	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
rural	сільська	rural	сільський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
codes	коди	code	код	N;MASC;PL	N;INAN;NOM;MASC;PL
codes	кодів	code	код	N;MASC;PL	N;INAN;GEN;MASC;PL
malade	хворий	malade	хворий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
malade	хворим	malade	хворий	ADJ;MASC;SG	ADJ;INS;MASC;SG
malade	хворий	malade	хворий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
imprimerie	друку	imprimerie	друк	N;FEM;SG	N;INAN;GEN;MASC;SG
imprimerie	друк	imprimerie	друк	N;FEM;SG	N;INAN;NOM;MASC;SG
évaluer	оцінити	évaluer	оцінити	V;NFIN	V;PFV;NFIN
évaluer	оцінити	évaluer	оцінити	V;NFIN	V;PFV;NFIN
évaluer	обчислити	évaluer	обчислити	V;NFIN	V;PFV;NFIN
voulu	хотів	vouloir	хотіти	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
voulu	хотіла	vouloir	хотіти	V;MASC;SG;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
perspective	перспективу	perspective	перспектива	N;FEM;SG	N;INAN;ACC;FEM;SG
perspective	перспектива	perspective	перспектива	N;FEM;SG	N;INAN;NOM;FEM;SG
garçons	хлопчики	garçon	хлопчик	N;MASC;PL	N;ANIM;NOM;MASC;PL
doctrine	доктрина	doctrine	доктрина	N;FEM;SG	N;INAN;NOM;FEM;SG
militant	активіст	militant	активіст	N;MASC;SG	N;ANIM;NOM;MASC;SG
tourner	повернути	tourner	повернути	V;NFIN	V;PFV;NFIN
tourner	обертати	tourner	обертати	V;NFIN	V;IPFV;NFIN
tourner	обернути	tourner	обернути	V;NFIN	V;PFV;NFIN
tourner	повернути	tourner	повернути	V;NFIN	V;PFV;NFIN
impérial	імператорський	impérial	імператорський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
impérial	імперський	impérial	імперський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
sultan	султан	sultan	султан	N;MASC;SG	N;ANIM;NOM;MASC;SG
abandonne	відмовитися	abandonner	відмовитися	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
calédonie	каледонія	calédonie	каледонія	N;FEM;SG	N;INAN;NOM;FEM;SG
routier	дорога	routier	дорога	N;MASC;SG	N;INAN;NOM;FEM;SG
sociologie	соціологія	sociologie	соціологія	N;FEM;SG	N;INAN;NOM;FEM;SG
messages	повідомлень	message	повідомлення	N;MASC;PL	N;INAN;GEN;NEUT;PL
ballet	балет	ballet	балет	N;MASC;SG	N;INAN;NOM;MASC;SG
accusé	звинуватив	accuser	звинувати	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
connait	знає	connaître	знати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
jette	кидає	jeter	кидати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
index	покажчик	index	покажчик	N;MASC;SG	N;INAN;NOM;MASC;SG
index	індекс	index	індекс	N;MASC;SG	N;INAN;NOM;MASC;SG
téléphone	телефон	téléphone	телефон	N;MASC;SG	N;INAN;NOM;MASC;SG
téléphone	телефон	téléphone	телефон	N;MASC;SG	N;INAN;NOM;MASC;SG
téléphone	телефоном	téléphone	телефон	N;MASC;SG	N;INAN;INS;MASC;SG
documentation	документація	documentation	документація	N;FEM;SG	N;INAN;NOM;FEM;SG
enregistre	записати	enregistrer	записати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
enregistre	записувати	enregistrer	записувати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
bouche	рот	bouche	рот	N;FEM;SG	N;INAN;NOM;MASC;SG
bouche	рота	bouche	рот	N;FEM;SG	N;INAN;NOM;MASC;SG
bouche	роті	bouche	рота	N;FEM;SG	N;INAN;DAT;FEM;SG
bouche	рот	bouche	рот	N;FEM;SG	N;INAN;NOM;MASC;SG
queen	королева	queen	королевий	N;MASC;SG	N;ANIM;NOM;FEM;SG
queen	краля	queen	краля	N;MASC;SG	N;ANIM;NOM;FEM;SG
queen	цариця	queen	цариця	N;MASC;SG	N;ANIM;NOM;FEM;SG
hiérarchie	ієрархія	hiérarchie	ієрархія	N;FEM;SG	N;INAN;NOM;FEM;SG
blessure	ушкодження	blessure	ушкодження	N;FEM;SG	N;INAN;NOM;NEUT;SG
blessure	рана	blessure	рана	N;FEM;SG	N;INAN;NOM;FEM;SG
équateur	екватор	équateur	екватор	N;MASC;SG	N;INAN;NOM;FEM;SG
statues	статуї	statue	статувати	N;FEM;PL	N;INAN;NOM;FEM;PL
anneau	кільце	anneau	кільце	N;MASC;SG	N;INAN;NOM;NEUT;SG
anneau	перстень	anneau	перстень	N;MASC;SG	N;INAN;NOM;MASC;SG
anneau	каблучка	anneau	каблучка	N;MASC;SG	N;INAN;NOM;FEM;SG
