експлуатація	exploatering	експлуатація	exploatering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
старша	äldre	старша	gammal	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR
старша	äldre	старша	gammal	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR
стани	staterna	стан	stat	N;INAN;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
стани	stater	стан	stat	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
стани	delstater	стан	delstat	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
розряд	urladdning	розряд	urladdning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
розряд	ansvarsfrihet	розряд	ansvarsfrihet	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
казав	sade	казати	säga	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
казав	berättade	казати	berätta	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
замінили	ersatte	замінити	ersätta	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
замінили	ersattes	замінити	ersätta	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;PASS
шари	lager	шар	lag	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
кадри	ramar	кадр	ram	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
цех	gille	цех	gilla	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
максимальний	maximal	максимальний	maximal	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
максимальний	högsta	максимальний	hög	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;RL
нахил	lutning	нахила	lutning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
легкі	lätta	легкий	lätt	ADJ;NOM;PL	ADJ;NOM;PL
діалект	dialekt	діалект	dialekt	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
блог	blog	блог	blog	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
блог	bloggen	блог	blogg	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
блог	blogg	блог	blogg	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
проголосували	röstat	проголосувати	rösta	V;PFV;IND;PL;PST;FIN	V;V.CVB;ACT
проголосували	röstade	проголосувати	rösta	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
проголосували	röstades	проголосувати	rösta	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;PASS
інструкції	instruktioner	інструкція	instruktion	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
інструкції	anvisningar	інструкція	anvisning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
атлетика	friidrott	атлетика	friidrot	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
фантастика	påhitt	фантастика	påhitt	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
фантастика	fiction	фантастика	fiction	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
фантастика	fiktion	фантастика	fiktion	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
зникла	åkt	зникнути	åkt	V;PFV;FEM;IND;SG;PST;FIN	V;V.CVB;ACT
зникла	gått	зникнути	gå	V;PFV;FEM;IND;SG;PST;FIN	V;V.CVB;ACT
виконавці	resurser	виконавець	resurs	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
виконавці	artister	виконавець	artist	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
виконавці	konstnärer	виконавець	konstnr	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
бульвар	rosewood	бульвар	rosewood	N;INAN;NOM;MASC;SG	N
бульвар	boulevard	бульвар	boulevard	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
борець	brottare	борець	brott	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
спадкоємець	arvinge	спадкоємець	arvinge	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
спадкоємець	arvtagare	спадкоємець	arvtagare	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
негативні	negativa	негативний	negativ	ADJ;NOM;PL	ADJ;NOM;PL
заряд	laddning	заряд	laddning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
загроза	hot	загроза	hot	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
регулярні	periodiska	регулярний	periodisk	ADJ;NOM;PL	ADJ;NOM;PL
демонструє	demonstrerar	демонструвати	demonstrera	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
кімната	rummet	кімната	rum	N;INAN;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
кімната	rum	кімната	rum	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
альянс	alliance	альянс	alliance	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
альянс	allians	альянс	allians	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
альянс	alliansen	альянс	allians	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
корпорація	corporation	корпорація	corporation	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
кінь	hästen	кінь	häst	N;ANIM;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
кінь	häst	кінь	häst	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сенат	senaten	сенат	senat	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
сенат	senat	сенат	sena	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
батьківщина	hemland	батьківщина	hemland	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
батьківщина	hembygd	батьківщина	hembygd	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
батьківщина	homeland	батьківщина	homeland	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
батьківщина	fosterlandet	батьківщина	fosterland	N;INAN;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
коробка	låda	коробка	låda	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
коробка	box	коробка	box	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
коробка	växellåda	коробка	växellåda	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
твердість	hårdhet	твердість	hårdhet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
запалення	inflammation	запалення	inflammation	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
гази	gaser	газ	gas	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
оцінювання	utvärdering	оцінювання	utvärdering	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
оцінювання	bedömning	оцінювання	bedömning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
важливість	betydelse	важливість	betydelse	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
важливість	stränghet	важливість	stränghet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
важливість	svårighetsgrad	важливість	svårighetsgrad	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
важливість	brådska	важливість	brådsk	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
виживання	överlevnad	виживання	överlevnad	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
дизель	diesel	дизель	diesel	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
багатство	rikedom	багатство	rikedom	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
багатство	rikedom	багатство	rikedom	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
багатство	förmögenhet	багатство	förmögenhet	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
багатство	välstånd	багатство	välstånd	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
сидить	sitter	сидіти	sitta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
сидить	sitter	сидіти	sitta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
персонал	personal	персонал	personal	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
персонал	personalen	персонал	personal	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
обмежені	begränsade	обмежений	begränsad	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
мухаммед	mohammad	мухаммед	mohammad	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
мухаммед	muhammad	мухаммед	muhammad	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
нафта	olja	нафта	olja	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
нафта	petroleum	нафта	petroleum	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
сигнали	signaler	сигнал	signal	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
сигнали	signalerna	сигнал	signal	N;INAN;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
розділити	dela	розділити	dela	V;PFV;NFIN	V;IMP;FIN;ACT
безумовно	definitivt	безумовно	definitiv	ADV	ADV
арсенал	arsenal	арсенал	arsenal	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
технічно	tekniskt	технічно	teknisk	ADV	ADV
спереду	fram	спереду	fram	ADV	ADV
провулки	gränder	провулка	grand	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
створюючи	säkerställa	створювати	säkerställa	V;IPFV;PRS;V.CVB	V;IMP;FIN;PASS
знаючи	veta	знати	veta	V;IPFV;PRS;V.CVB	V;IMP;FIN;ACT
суцвіття	blomställning	суцвіття	blomställning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
подолати	övervinna	подолати	övervinna	V;PFV;NFIN	V;IMP;FIN;ACT
ратуша	salen	ратуша	sal	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ратуша	hallen	ратуша	hall	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ратуша	hall	ратуша	hall	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
виробляють	producerar	виробляти	producera	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
впевнений	visst	впевнений	viss	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
математичні	matematiska	математичний	matematisk	ADJ;NOM;PL	ADJ;NOM;PL
залишатися	stanna	залишатися	stanna	V;IPFV;NFIN	V;IMP;FIN;ACT
броні	pansar	брон	pansa	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
зник	åkt	зник	åkt	V;PFV;MASC;IND;SG;PST;FIN	V;V.CVB;ACT
зник	gått	зник	gå	V;PFV;MASC;IND;SG;PST;FIN	V;V.CVB;ACT
зник	försvann	зник	försvann	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
зник	försvunnit	зник	försvinna	V;PFV;MASC;IND;SG;PST;FIN	V;V.CVB;ACT
зник	försvann	зник	försvann	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PST;FIN;ACT
зник	försvunnit	зник	försvinna	V;PFV;MASC;IND;SG;PST;FIN	V;V.CVB;ACT
механічний	mekaniskt	механічний	mekanisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
механічний	mekanisk	механічний	mekanisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
кераміка	keramik	кераміка	keramik	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
кераміка	ware	кераміка	ware	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
кераміка	keramik	кераміка	keramik	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
кераміка	keramik	кераміка	keramik	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
астрономи	astronomer	астронама	astronom	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
зерно	säd	зерно	säd	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
зерно	spannmål	зерно	spannmål	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
всюди	överallt	всюди	överallt	ADV	ADV
проза	prosa	проза	prosa	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
виграли	vunnit	виграти	vinna	V;PFV;IND;PL;PST;FIN	V;V.CVB;ACT
виграли	vann	виграти	vann	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
путівник	vägledning	путівник	vägledning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
путівник	guiden	путівник	guid	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
путівник	vägvisare	путівник	vägvis	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
путівник	guide	путівник	gui	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
путівник	guidebok	путівник	guidebok	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
матриця	matrisen	матриця	matris	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
матриця	matrix	матриця	matrix	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
матриця	matris	матриця	matris	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
філолог	lingvist	філолог	lingvist	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
розчин	murbruk	розчин	murbruk	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
розчин	granatkastare	розчин	granatkastare	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
розчин	lösning	розчин	lösning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
баланс	jämvikt	баланс	jämvik	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
баланс	balans	баланс	balans	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
баланс	behållning	баланс	behållning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
тунель	tunnel	тунель	tunnel	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
тунель	tunneln	тунель	tunnel	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
визначена	definierad	визначений	definierad	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
визначена	definierat	визначений	definiera	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
визначена	identifierat	визначений	identifierad	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
визначена	identifierad	визначений	identifiera	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
розгортання	utökning	розгортання	utökning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
розгортання	utbyggnad	розгортання	utbyggnad	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
розгортання	expansion	розгортання	expansion	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
розгортання	utvidgning	розгортання	utvidgning	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
випускник	examen	випускник	exam	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
доходи	handelsvaror	дохід	handelsvara	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
доходи	råvaror	дохід	råvaro	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
доходи	varor	дохід	vara	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
мат	mate	мат	mate	N;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
мат	styrman	мат	styrma	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
мат	kompis	мат	kompis	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
мат	schackmatt	мат	schackmatt	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ветеран	veteran	ветеран	veteran	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
змусили	tvingade	змусити	tvinga	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
вирощують	växer	вирощувати	växa	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
художниця	konstnär	художниця	konstnär	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
художниця	artist	художниця	artist	N;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
корінь	root	корінь	root	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
корінь	rot	корінь	rot	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
відзначення	kos	відзначення	kosa	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
звільнили	avskedade	звільнити	avskeda	V;IPFV;IND;PL;PST;FIN	V;IND;PST;V.PTCP;ACT
договори	fördragen	договори	fördragen	N;INAN;NOM;MASC;PL	N;NOM;DEF;NEUT;PL
занепад	ruin	занепад	ruin	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
занепад	doom	занепад	doom	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
арабська	arabisk	арабський	arabisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
мартин	gull	мартина	gull	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
мартин	trut	мартина	trut	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
мартин	mås	мартина	mås	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
метали	metaller	метати	metall	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
модулі	moduler	модула	modul	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
дозволити	aktivera	дозволити	aktivera	V;PFV;NFIN	V;IMP;FIN;ACT
дозволити	tillåta	дозволити	tillåta	V;PFV;NFIN	V;IMP;FIN;ACT
дозволити	tillåt	дозволити	tillåt	V;PFV;NFIN	V;IMP;FIN;ACT
їхньому	deras	їхній	de	PRO;DAT;SG;3	PRO;DEF
незалежний	självständig	незалежний	självständig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
незалежний	oberoende	незалежний	oberoende	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
незалежний	självständigt	незалежний	självständig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
незалежний	fristående	незалежний	fristående	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
величезна	jättestor	величезний	jättestor	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
величезна	enorm	величезний	enorm	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
штучний	konstgjord	штучний	konstgjord	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
штучний	artificiellt	штучний	artificiell	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
підтверджує	bekräftar	підтверджувати	bekräfta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
підтверджує	hävdar	підтверджувати	hävda	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
рука	arm	рука	arm	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
рука	armen	рука	arm	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
рука	handen	рука	hand	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
рука	hand	рука	hand	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
стиснення	komprimering	стиснення	komprimering	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
реальність	realitet	реальність	realitet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
реальність	reality	реальність	reality	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
реальність	verkligheten	реальність	verklighet	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
реальність	verklighet	реальність	verklighet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
тридцять	trettio	тридцять	trettio	NUM;NOM	NUM;NOM
диски	skivor	диск	skiva	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
диски	diskar	диск	diska	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
диски	disketter	диск	diskett	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ззаду	tillbaks	ззаду	tillbaks	ADV	ADV
ззаду	tillbaka	ззаду	tillbaka	ADV	ADV
ззаду	bakåt	ззаду	bakåt	ADV	ADV
статистичні	statistiska	статистичний	statistisk	ADJ;NOM;PL	ADJ;NOM;PL
цвітіння	blossom	цвітіння	blossom	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
трикутник	triangeln	трикутник	triangel	N;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
трикутник	triangel	трикутник	triangel	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
крива	kurva	криво	kurva	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
самець	manlig	самець	manlig	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
самець	hane	самець	hane	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
тяжіння	gravitation	тяжіння	gravitation	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
вимова	uttal	вимовий	uttal	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
автономний	självständig	автономний	självständig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
автономний	självstyrande	автономний	självstyrande	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
автономний	autonom	автономний	autonom	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
включати	inkluderar	включати	inkludera	V;IPFV;NFIN	V;IND;PRS;FIN;ACT
включати	inkludera	включати	inkludera	V;IPFV;NFIN	V;IMP;FIN;ACT
тонкі	tunna	тонкий	tun	ADJ;NOM;PL	ADJ;NOM;PL
митці	artister	митка	artist	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
митці	konstnärer	митка	konstnr	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
закриті	stängda	закритий	stänga	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
мідь	koppar	мідь	koppa	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
духовні	andliga	духовний	andlig	ADJ;NOM;PL	ADJ;NOM;PL
шостий	sjätte	шостий	sjätte	ADJ;NOM;MASC;SG	ADJ;NOM
вісь	axeln	вісь	axel	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
єврейська	judiskt	єврейський	judisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
єврейська	judisk	єврейський	judisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
податок	skatt	податок	skatt	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
дует	duett	дует	duena	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
секція	avsnitt	секція	avsnitt	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
секція	sektionen	секція	sektion	N;INAN;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
секція	sektion	секція	sektion	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
секція	avdelning	секція	avdelning	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
секція	avsnittet	секція	avsnitt	N;INAN;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
позначені	märkta	позначений	märka	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
колеги	kollegor	колега	kollegor	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
колеги	kolleger	колега	kolleg	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
колеги	medarbetare	колега	medarbetare	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
підтримати	stötta	підтримати	stötta	V;PFV;NFIN	V;NFIN;ACT
підтримати	stödja	підтримати	stödja	V;PFV;NFIN	V;IMP;FIN;ACT
дослівно	ordagrant	дослівно	ordagrant	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
штучні	konstgjorda	штучний	konstgjord	ADJ;NOM;PL	ADJ;NOM;PL;PST;V.PTCP
публікація	berättelse	публікація	berättelse	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
публікація	händelse	публікація	händelse	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
публікація	story	публікація	story	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
публікація	historia	публікація	historia	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
публікація	offentliggörande	публікація	offentliggörande	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
публікація	publikation	публікація	publikation	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
публікація	publicering	публікація	publicering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
публікація	förlag	публікація	förlag	N;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
публікація	publicering	публікація	publicering	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
публікація	utgivning	публікація	utgivning	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
здійснюються	brukas	здійснюватися	bruka	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;PASS
кора	skorpa	кора	skorpa	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
кора	cora	кора	cora	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
спалили	brann	спалити	brann	V;PFV;IND;PL;PST;FIN	V;IND;PST;FIN;ACT
