από	من	από	مِن	ADP	ADP
σύντομος	موجز	σύντομος	مُوجَز	N;NOM;MASC;SG	N;NOM;INDF;SG
κοιμητήριο	مقبرة	κοιμητήριο	مُقبِر	N;NOM;NEUT;SG	N;NOM;INDF;SG
κοιμητήριο	المقبرة	κοιμητήριο	مُقبِر	N;NOM;NEUT;SG	N;NOM;DEF;SG
εμπόδια	الحواجز	εμπόδιο	حَاجِز	N;NOM;NEUT;PL	N;NOM;DEF;PL
εμπόδια	حواجز	εμπόδιο	حواجز	N;NOM;NEUT;PL	N;NOM;INDF;PL
εμπόδια	العقبات	εμπόδιο	عَقَبَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
εμπόδια	عقبات	εμπόδιο	عَقَبَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
εμπόδια	العراقيل	εμπόδιο	عَرقَلَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
εμπόδια	العوائق	εμπόδιο	عَائِق	N;NOM;NEUT;PL	N;NOM;DEF;PL
αρχικός	اولية	αρχικός	أَوَّلِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
αρχικός	الاصلي	αρχικός	أَصلِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
αρχικός	الاصلية	αρχικός	أَصلِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
αρχικός	اصلية	αρχικός	أَصلِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
βελτιώσεις	التحسينات	βελτίωση	تَحسِين	N;NOM;FEM;PL	N;NOM;DEF;PL
βελτιώσεις	تحسينات	βελτίωση	تَحسِين	N;NOM;FEM;PL	N;NOM;INDF;PL
υγρασία	الرطوبة	υγρασία	رُطُوبَة	N;NOM;FEM;SG	N;NOM;DEF;SG
υγρασία	الرطوبة	υγρασία	رُطُوبَة	N;NOM;FEM;SG	N;NOM;DEF;SG
άμεσο	مباشر	άμεσος	مُبَاشِر	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
άμεσο	المباشر	άμεσος	مُبَاشِر	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
άμεσο	الفوري	άμεσος	فَورِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
άμεσο	فوري	άμεσος	فَورِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
πακέτο	حزمة	πακέτος	حُزمَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
πακέτο	حزمة	πακέτος	حُزمَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
πακέτο	طرد	πακέτος	طَرد	N;NOM;NEUT;SG	N;NOM;INDF;SG
πακέτο	الحزمة	πακέτος	حُزمَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
πακέτο	الطرد	πακέτος	طَرد	N;NOM;NEUT;SG	N;NOM;DEF;SG
πακέτο	رزمة	πακέτος	رزمة	N;NOM;NEUT;SG	N;NOM;INDF;SG
αυστηρή	صارم	αυστηρή	صَارِم	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
αυστηρή	صارمة	αυστηρή	صَارِم	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
μόνιμος	دائم	μόνιμος	دَائِم	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
μόνιμος	الدائم	μόνιμος	دَائِم	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
μόνιμος	دائمة	μόνιμος	دَائِم	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
μόνιμος	الدائمة	μόνιμος	دَائِم	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
δοκίμια	مقالات	δοκίμιο	مَقَالَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
δοκίμια	المقالات	δοκίμιο	المقالات	N;NOM;NEUT;PL	N;NOM;DEF;PL
πλεονεκτήματα	استحقاقات	πλεονέκτημα	اِستِحقَاق	N;NOM;NEUT;PL	N;NOM;INDF;PL
πλεονεκτήματα	الفوائد	πλεονέκτημα	فَائِدَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
πλεονεκτήματα	الاستحقاقات	πλεονέκτημα	اِستِحقَاق	N;NOM;NEUT;PL	N;NOM;DEF;PL
πλεονεκτήματα	المنافع	πλεονέκτημα	مَنفَعَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
πλεονεκτήματα	فوائد	πλεονέκτημα	فَائِدَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
πλεονεκτήματα	مزايا	πλεονέκτημα	مَزِيَّة	N;NOM;NEUT;PL	N;NOM;INDF;PL
πλεονεκτήματα	المزايا	πλεονέκτημα	مَزِيَّة	N;NOM;NEUT;PL	N;NOM;DEF;PL
νομοθετική	تشريعي	νομοθετικός	تَشرِيعِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
νομοθετική	تشريعية	νομοθετικός	تَشرِيعِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
ραντάρ	رادار	ραντάρ	رادار	N;NOM;NEUT;SG	N;NOM;INDF;SG
ραντάρ	الرادار	ραντάρ	رَادَار	N;NOM;NEUT;SG	N;NOM;DEF;SG
γειτονική	المجاورة	γειτονικός	مُجَاوِر	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
γειτονική	مجاورة	γειτονικός	مُجَاوِر	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
επίτροπος	مفوضة	επίτροπος	مفوضة	N;NOM;MASC;SG	N;NOM;INDF;SG
επίτροπος	المفوض	επίτροπος	مُفَوَّض	N;NOM;MASC;SG	N;NOM;DEF;SG
επίτροπος	مفوض	επίτροπος	مفوض	N;NOM;MASC;SG	N;NOM;INDF;SG
επίτροπος	المفوضة	επίτροπος	مُفَوَّض	N;NOM;MASC;SG	N;NOM;DEF;SG
εκρήξεις	الانفجارات	έκρηξη	اِنفِجَار	N;NOM;FEM;PL	N;NOM;DEF;PL
εκρήξεις	تفجيرات	έκρηξη	تَفجِير	N;NOM;FEM;PL	N;NOM;INDF;PL
εκρήξεις	انفجارات	έκρηξη	اِنفِجَار	N;NOM;FEM;PL	N;NOM;INDF;PL
κινεζική	صيني	κινεζικός	صِينِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
κινεζική	الصينية	κινεζικός	صِينِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
κινεζική	صينية	κινεζικός	صِينِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
όμηρος	رهينة	όμηρος	رَهِينَة	N;NOM;MASC;SG	N;NOM;INDF;SG
όμηρος	الرهينة	όμηρος	رَهِينَة	N;NOM;MASC;SG	N;NOM;DEF;SG
έρωτας	العشق	έρωτο	عِشق	N;NOM;MASC;SG	N;NOM;DEF;SG
έρωτας	حب	έρωτο	حُبّ	N;NOM;MASC;SG	N;NOM;INDF;SG
έρωτας	الحب	έρωτο	حُبّ	N;NOM;MASC;SG	N;NOM;DEF;SG
χτύπημα	ضرب	χτύπημα	ضَرب	N;NOM;NEUT;SG	N;NOM;INDF;SG
παράθυρα	النوافذ	παράθυρα	نَافِذ	N;NOM;NEUT;PL	N;NOM;DEF;PL
παράθυρα	نوافذ	παράθυρα	نَافِذ	N;NOM;NEUT;PL	N;NOM;INDF;PL
διδάκτωρ	الدكتوراة	διδάκτωρ	دُكتُورَائ	N;NOM;NEUT;SG	N;NOM;DEF;SG
στρατιώτης	جندي	στρατιώτης	جُندِيّ	N;NOM;MASC;SG	N;NOM;INDF;SG
στρατιώτης	الجندي	στρατιώτης	الجندي	N;NOM;MASC;SG	N;NOM;DEF;SG
κομήτης	المذنب	κόμητος	مَذنَب	N;NOM;MASC;SG	N;NOM;DEF;SG
περιεκτικότητα	محتوى	περιεκτικότητα	مُحتَوَى	N;NOM;FEM;SG	N;NOM;INDF;SG
περιεκτικότητα	المحتوى	περιεκτικότητα	المحتوى	N;NOM;FEM;SG	N;NOM;DEF;SG
περιεκτικότητα	المضمون	περιεκτικότητα	المضمون	N;NOM;FEM;SG	N;NOM;DEF;SG
κομήτη	المذنب	κόμητος	مَذنَب	N;NOM;MASC;SG	N;NOM;DEF;SG
διακοπές	اجازات	διακοπή	إِجَازَة	N;NOM;FEM;PL	N;NOM;INDF;PL
διακοπές	الاجازات	διακοπή	إِجَازَة	N;NOM;FEM;PL	N;NOM;DEF;PL
διακοπές	العطلات	διακοπή	عَطَل	N;NOM;FEM;PL	N;NOM;DEF;PL
διακοπές	العطلات	διακοπή	عَطَل	N;NOM;FEM;PL	N;NOM;DEF;PL
διακοπές	الاجازات	διακοπή	إِجَازَة	N;NOM;FEM;PL	N;NOM;DEF;PL
διακοπές	اعياد	διακοπή	عِيد	N;NOM;FEM;PL	N;NOM;INDF;PL
γεράκι	الصقر	γεράκι	صَقر	N;NOM;NEUT;SG	N;NOM;DEF;SG
γεράκι	الصقر	γεράκι	صَقر	N;NOM;NEUT;SG	N;NOM;DEF;SG
εισόδημα	الدخل	εισόδημα	دَخل	N;NOM;NEUT;SG	N;NOM;DEF;SG
αφαιρεθεί	ازيلت	αφαιρώ	أَزَال	V;PFV;NFIN;PASS	V;PFV;FEM;SG;3;PASS
έπεισε	اقتنع	πείθω	اِقتَنَع	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
μοναχοί	الرهبان	μοναχός	رَهَبَان	N;NOM;MASC;PL	N;NOM;DEF;PL
φώτα	اضواء	φώτα	ضَوء	N;NOM;NEUT;PL	N;NOM;INDF;PL
φώτα	الاضواء	φώτα	ضَوء	N;NOM;NEUT;PL	N;NOM;DEF;PL
φώτα	الانوار	φώτα	نَارِي	N;NOM;NEUT;PL	N;NOM;DEF;PL
φεβρουάριος	شباط	φεβρουάριος	شُبَاط	N;NOM;MASC;SG	N;NOM;INDF;SG
αυξανόμενη	المتزايد	αυξανόμενος	مُتَزَايِد	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
διαδρομές	مسارات	διαδρομή	مَسَار	N;NOM;FEM;PL	N;NOM;INDF;PL
διαδρομές	المسارات	διαδρομή	مَسَار	N;NOM;FEM;PL	N;NOM;DEF;PL
διαδρομές	الرحلات	διαδρομή	رِحلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
διαδρομές	دروب	διαδρομή	دَرب	N;NOM;FEM;PL	N;NOM;INDF;PL
διαδρομές	طرق	διαδρομή	طَرِيقَة	N;NOM;FEM;PL	N;NOM;INDF;PL
επιδρομή	الغارة	επιδρομή	غَارَة	N;NOM;FEM;SG	N;NOM;DEF;SG
επιδρομή	غارة	επιδρομή	غارة	N;NOM;FEM;SG	N;NOM;INDF;SG
λόφος	التل	λόφος	تَلّ	N;NOM;MASC;SG	N;NOM;DEF;SG
δώρα	الهدايا	δώρα	هَدِيَّة	N;NOM;NEUT;PL	N;NOM;DEF;PL
δώρα	هدايا	δώρα	هَدِيَّة	N;NOM;NEUT;PL	N;NOM;INDF;PL
δώρα	الهبات	δώρα	هَبَات	N;NOM;NEUT;PL	N;NOM;DEF;PL
δώρα	الهدايا	δώρα	هَدِيَّة	N;NOM;NEUT;PL	N;NOM;DEF;PL
δώρα	هدايا	δώρα	هَدِيَّة	N;NOM;NEUT;PL	N;NOM;INDF;PL
τείνει	ينزع	τείμαι	نَزَع	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
τείνει	يميل	τείμαι	مَال	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
σπαθί	السيف	σπαθί	سَيف	N;NOM;NEUT;SG	N;NOM;DEF;SG
παρατηρήθηκε	لوحظ	παρατηρώ	لَاحَظ	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;SG;3;PASS
συναντήσεις	الجلسات	συνάντηση	جَلسَة	N;NOM;FEM;PL	N;NOM;DEF;PL
συναντήσεις	الاجتماعات	συνάντηση	اِجتِمَاع	N;NOM;FEM;PL	N;NOM;DEF;PL
συναντήσεις	اللقاءات	συνάντηση	لِقَاء	N;NOM;FEM;PL	N;NOM;DEF;PL
συναντήσεις	اجتماعات	συνάντηση	اِجتِمَاع	N;NOM;FEM;PL	N;NOM;INDF;PL
συναντήσεις	المواجهات	συνάντηση	مُوَاجَهَة	N;NOM;FEM;PL	N;NOM;DEF;PL
συναντήσεις	مواجهات	συνάντηση	مُوَاجَهَة	N;NOM;FEM;PL	N;NOM;INDF;PL
συναντήσεις	لقاءات	συνάντηση	لِقَاء	N;NOM;FEM;PL	N;NOM;INDF;PL
συναντήσεις	اللقاءات	συνάντηση	لِقَاء	N;NOM;FEM;PL	N;NOM;DEF;PL
εγχειρίδιο	دليل	εγχειρίδιο	دَلِيل	N;NOM;NEUT;SG	N;NOM;INDF;SG
εγχειρίδιο	الدليل	εγχειρίδιο	دَلِيل	N;NOM;NEUT;SG	N;NOM;DEF;SG
σημείωμα	ملاحظة	σημείωμα	مُلَاحِظَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
σημείωμα	الملاحظة	σημείωμα	مُلَاحَظَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
φίλη	صديق	φίλος	صَدِيق	N;NOM;FEM;SG	N;NOM;INDF;SG
φίλη	الصديق	φίλος	صَدِيق	N;NOM;FEM;SG	N;NOM;DEF;SG
φρούτα	الفواكه	φρούτα	فَاكِهَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
φρούτα	الفواكه	φρούτα	فَاكِهَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
φρούτα	ثمار	φρούτα	ثَمَر	N;NOM;NEUT;PL	N;NOM;INDF;PL
περιβάλλοντα	بيئات	περιβάλλον	بَيئَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
περιβάλλοντα	البيئات	περιβάλλον	بَيئَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
γιορτές	العطلات	γιορτής	عَطَل	N;NOM;FEM;PL	N;NOM;DEF;PL
γιορτές	الاجازات	γιορτής	إِجَازَة	N;NOM;FEM;PL	N;NOM;DEF;PL
γιορτές	اعياد	γιορτής	عِيد	N;NOM;FEM;PL	N;NOM;INDF;PL
αυτοκράτειρα	الامبراطورة	αυτοκράτειρα	أُمبِرطَاطُورَة	N;NOM;FEM;SG	N;NOM;DEF;SG
σερβική	صربية	σερβικός	صَربِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
σερβική	الصربية	σερβικός	صَربِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
σερβική	الصربي	σερβικός	صَربِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
ειδήσεις	اخبار	είδηση	خَبَر	N;NOM;FEM;PL	N;NOM;INDF;PL
ειδήσεις	الاخبار	είδηση	خَبَر	N;NOM;FEM;PL	N;NOM;DEF;PL
ειδήσεις	انباء	είδηση	نَبَأ	N;NOM;FEM;PL	N;NOM;INDF;PL
αργή	بطيئة	αργή	بَطِيء	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
αρνητικό	سلبية	αρνητικός	سَلبِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
αρνητικό	سلبي	αρνητικός	سَلبِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
αρνητικό	السلبية	αρνητικός	سَلبِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
προσαρμογή	التكيف	προσαρμογή	تَكَيُّف	N;NOM;FEM;SG	N;NOM;DEF;SG
προσαρμογή	ضبط	προσαρμογή	ضَبط	N;NOM;FEM;SG	N;NOM;INDF;SG
προσαρμογή	التكيف	προσαρμογή	تَكَيُّف	N;NOM;FEM;SG	N;NOM;DEF;SG
προσαρμογή	تكيف	προσαρμογή	كَاف	N;NOM;FEM;SG	N;NOM;INDF;SG
προσαρμογή	تكييف	προσαρμογή	تكييف	N;NOM;FEM;SG	N;NOM;INDF;SG
προσαρμογή	التكيف	προσαρμογή	تَكَيُّف	N;NOM;FEM;SG	N;NOM;DEF;SG
προσαρμογή	تكيف	προσαρμογή	كَاف	N;NOM;FEM;SG	N;NOM;INDF;SG
προσαρμογή	تكييف	προσαρμογή	تكييف	N;NOM;FEM;SG	N;NOM;INDF;SG
στερεό	الصلبة	στερεό	صَلبَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
στερεό	صلب	στερεό	صُلب	N;NOM;NEUT;SG	N;NOM;INDF;SG
περιπέτεια	المغامرة	περιπέτεια	مُغَامَرَة	N;NOM;FEM;SG	N;NOM;DEF;SG
περιπέτεια	مغامرة	περιπέτεια	مُغَامَرَة	N;NOM;FEM;SG	N;NOM;INDF;SG
επέβαλε	فرض	επιβάλλω	فَرَض	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
μαθηματικό	رياضية	μαθηματικός	رِيَاضِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
θερμική	حراري	θερμικός	حراري	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
θερμική	حرارية	θερμικός	حِرَارِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
διάνυσμα	ناقل	διάνυσμα	نَاقِل	N;NOM;NEUT;SG	N;NOM;INDF;SG
πλησιάζει	يقترب	πλησιάζω	اِقتَرَب	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
τομή	تقاطع	τομή	تَقَاطُع	N;NOM;FEM;SG	N;NOM;INDF;SG
τομή	التقاطع	τομή	تَقَاطُع	N;NOM;FEM;SG	N;NOM;DEF;SG
τομή	الشق	τομή	شِقّ	N;NOM;FEM;SG	N;NOM;DEF;SG
τομή	شق	τομή	شَقّ	N;NOM;FEM;SG	N;NOM;INDF;SG
λεία	سلسة	λέγω	سِلسَة	N;NOM;FEM;SG	N;NOM;INDF;SG
λεία	سلس	λέγω	سَلس	N;NOM;FEM;SG	N;NOM;INDF;SG
λεία	السلس	λέγω	سِلسَة	N;NOM;FEM;SG	N;NOM;DEF;SG
λεία	الغنيمة	λέγω	غَنِيم	N;NOM;FEM;SG	N;NOM;DEF;SG
λεία	فريسة	λέγω	فَرِيسَة	N;NOM;FEM;SG	N;NOM;INDF;SG
λεία	الفريسة	λέγω	فَرِيسَة	N;NOM;FEM;SG	N;NOM;DEF;SG
χαμηλότερο	اقل	χαμηλός	أَقَلّ	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;INDF;MASC;SG
βοηθάει	يساعد	βοηθώ	سَاعَد	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
σταδιακή	تدريجية	σταδιακός	تَدرِيجِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
σταδιακή	التدريجي	σταδιακός	تَدرِيجِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
σταδιακή	تدريجي	σταδιακός	تَدرِيجِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
καλεί	يدعو	καλώ	دَعَا	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
πελάτες	زبائن	πελάτης	زبائن	N;NOM;MASC;PL	N;NOM;INDF;PL
πελάτες	عملاء	πελάτης	عَمِيل	N;NOM;MASC;PL	N;NOM;INDF;PL
πελάτες	الزبائن	πελάτης	زِبَائ	N;NOM;MASC;PL	N;NOM;DEF;PL
πελάτες	العملاء	πελάτης	عَمِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
πελάτες	زبائن	πελάτης	زبائن	N;NOM;MASC;PL	N;NOM;INDF;PL
πελάτες	عملاء	πελάτης	عَمِيل	N;NOM;MASC;PL	N;NOM;INDF;PL
πελάτες	العملاء	πελάτης	عَمِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
δημοσιεύσεις	الوظائف	δημοσίευση	وَظِيفَة	N;NOM;FEM;PL	N;NOM;DEF;PL
δημοσιεύσεις	منشورات	δημοσίευση	مَنشُور	N;NOM;FEM;PL	N;NOM;INDF;PL
δημοσιεύσεις	المناصب	δημοσίευση	مُنَاصِب	N;NOM;FEM;PL	N;NOM;DEF;PL
δημοσιεύσεις	المنشورات	δημοσίευση	مَنشُور	N;NOM;FEM;PL	N;NOM;DEF;PL
δημοσιεύσεις	منشورات	δημοσίευση	مَنشُور	N;NOM;FEM;PL	N;NOM;INDF;PL
δημοσιεύσεις	المطبوعات	δημοσίευση	مَطبُوع	N;NOM;FEM;PL	N;NOM;DEF;PL
δημοσιεύσεις	المنشورات	δημοσίευση	مَنشُور	N;NOM;FEM;PL	N;NOM;DEF;PL
ειδικοί	متخصصون	ειδικός	مُتَخَصِّص	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;PL
αγόρια	الاولاد	αγόρι	وَلَد	N;NOM;NEUT;PL	N;NOM;DEF;PL
αγόρια	فتيان	αγόρι	فتيان	N;NOM;NEUT;PL	N;NOM;INDF;PL
κοινός	شائعة	κοινός	شَائِعَة	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
κοινός	شائع	κοινός	شَائِع	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
θύελλα	عاصفة	θύελλα	عَاصِفَة	N;NOM;FEM;SG	N;NOM;INDF;SG
θύελλα	العاصفة	θύελλα	عَاصِفَة	N;NOM;FEM;SG	N;NOM;DEF;SG
κλείνει	يغلق	κλείνω	غَلَّق	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
θέρμανση	حرارة	θέρμανση	حَرَارَة	N;NOM;FEM;SG	N;NOM;INDF;SG
θέρμανση	الحرارة	θέρμανση	حَرَارَة	N;NOM;FEM;SG	N;NOM;DEF;SG
θέρμανση	تسخين	θέρμανση	تَسخِين	N;NOM;FEM;SG	N;NOM;INDF;SG
θέρμανση	تدفئة	θέρμανση	تَدفِئَة	N;NOM;FEM;SG	N;NOM;INDF;SG
θέρμανση	التدفئة	θέρμανση	تَدفِئَة	N;NOM;FEM;SG	N;NOM;DEF;SG
αναθεώρηση	المراجعة	αναθεώρηση	مُرَاجَعَة	N;NOM;FEM;SG	N;NOM;DEF;SG
αναθεώρηση	استعراض	αναθεώρηση	اِستِعرَاض	N;NOM;FEM;SG	N;NOM;INDF;SG
αναθεώρηση	الاستعراض	αναθεώρηση	اِستِعرَاض	N;NOM;FEM;SG	N;NOM;DEF;SG
αναθεώρηση	مراجعة	αναθεώρηση	مُرَاجَعَة	N;NOM;FEM;SG	N;NOM;INDF;SG
αναθεώρηση	المراجعة	αναθεώρηση	مُرَاجَعَة	N;NOM;FEM;SG	N;NOM;DEF;SG
αναθεώρηση	تنقيح	αναθεώρηση	تَنقِيح	N;NOM;FEM;SG	N;NOM;INDF;SG
αναθεώρηση	التنقيح	αναθεώρηση	تَنقِيح	N;NOM;FEM;SG	N;NOM;DEF;SG
αναθεώρηση	مراجعة	αναθεώρηση	مُرَاجَعَة	N;NOM;FEM;SG	N;NOM;INDF;SG
προεδρικό	رئاسية	προεδρικός	رِئَاسِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
προεδρικό	رئاسي	προεδρικός	رِئَاسِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
σκιά	الظل	σκιά	ظِلّ	N;NOM;FEM;SG	N;NOM;DEF;SG
σκιά	الظل	σκιά	ظِلّ	N;NOM;FEM;SG	N;NOM;DEF;SG
εξαγωγή	التصدير	εξαγωγή	تَصدِير	N;NOM;FEM;SG	N;NOM;DEF;SG
εξαγωγή	تصدير	εξαγωγή	تَصدِير	N;NOM;FEM;SG	N;NOM;INDF;SG
εξαγωγή	التصدير	εξαγωγή	تَصدِير	N;NOM;FEM;SG	N;NOM;DEF;SG
εξαγωγή	تصدير	εξαγωγή	تَصدِير	N;NOM;FEM;SG	N;NOM;INDF;SG
συνομοσπονδία	الاتحاد	συνομοσπονδία	اِتِّحَاد	N;NOM;FEM;SG	N;NOM;DEF;SG
αποκάλυψε	كشفت	αποκαλύπτω	كَشَف	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
διαφωνίες	منازعات	διαφωνία	مُنَازَعَة	N;NOM;FEM;PL	N;NOM;INDF;PL
διαφωνίες	النزاعات	διαφωνία	نِزَاع	N;NOM;FEM;PL	N;NOM;DEF;PL
διαφωνίες	المنازعات	διαφωνία	مُنَازَعَة	N;NOM;FEM;PL	N;NOM;DEF;PL
διαφωνίες	نزاعات	διαφωνία	نِزَاع	N;NOM;FEM;PL	N;NOM;INDF;PL
διαφωνίες	الخلافات	διαφωνία	خِلَاف	N;NOM;FEM;PL	N;NOM;DEF;PL
διαφωνίες	خلافات	διαφωνία	خِلَاف	N;NOM;FEM;PL	N;NOM;INDF;PL
συλλογική	جماعية	συλλογικός	جَمَاعِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
συλλογική	جماعي	συλλογικός	جَمَاعِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
προστάτης	الحامية	προστάτης	حَامِي	N;NOM;MASC;SG	N;NOM;DEF;SG
κατάστημα	محل	κατάστημα	مَحَلّ	N;NOM;NEUT;SG	N;NOM;INDF;SG
κατάστημα	مخزن	κατάστημα	مَخزَن	N;NOM;NEUT;SG	N;NOM;INDF;SG
κατάστημα	المخزن	κατάστημα	مَخزَن	N;NOM;NEUT;SG	N;NOM;DEF;SG
κατάστημα	المتجر	κατάστημα	مُتَجَرِّر	N;NOM;NEUT;SG	N;NOM;DEF;SG
κατάστημα	تخزين	κατάστημα	تَخزِين	N;NOM;NEUT;SG	N;NOM;INDF;SG
νότιος	جنوبي	νότιος	جَنُوبِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
νότιος	جنوبية	νότιος	جَنُوبِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
παραγγελία	امر	παραγγελία	أَمر	N;NOM;FEM;SG	N;NOM;INDF;SG
παραγγελία	طلب	παραγγελία	طَلَب	N;NOM;FEM;SG	N;NOM;INDF;SG
παραγγελία	ترتيب	παραγγελία	تَرتِيب	N;NOM;FEM;SG	N;NOM;INDF;SG
παραγγελία	الطلب	παραγγελία	طَلَب	N;NOM;FEM;SG	N;NOM;DEF;SG
παραγγελία	النظام	παραγγελία	نِظَام	N;NOM;FEM;SG	N;NOM;DEF;SG
αγαθά	سلع	αγαθό	سِلعَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
αγαθά	البضائع	αγαθό	بِضَاعَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
αγαθά	السلع	αγαθό	سِلعَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
αγαθά	بضائع	αγαθό	بِضَاعَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
απειλές	التهديدات	απειλή	تَهدِيد	N;NOM;FEM;PL	N;NOM;DEF;PL
απειλές	تهديدات	απειλή	تَهدِيد	N;NOM;FEM;PL	N;NOM;INDF;PL
περίοδοι	فترات	περίοδος	فَترَة	N;NOM;FEM;PL	N;NOM;INDF;PL
περίοδοι	الفترات	περίοδος	فَترَة	N;NOM;FEM;PL	N;NOM;DEF;PL
