not	ne	not	ne	PART	PART
socks	ponožek	sock	ponožka	N;PL	N;GEN;FEM;PL;POS
connecting	připojuji	connect	připojovat	V;V.MSDR	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
flood	povodeň	flood	povodeň	N;SG	N;NOM;FEM;SG;POS
custom	zvyk	custom	zvyk	N;SG	N;INAN;NOM;MASC;SG;POS
touchdown	touchdown	touchdown	touchdown	N;SG	N;INAN;NOM;MASC;SG;POS
profession	povolání	profession	povolání	N;SG	N;NOM;NEUT;SG;POS
profession	profese	profession	profese	N;SG	N;NOM;FEM;SG;POS
layout	rozvržení	layout	rozvržení	N;SG	N;NOM;NEUT;SG;POS
layout	uspořádání	layout	uspořádání	N;SG	N;NOM;NEUT;SG;POS
layout	rozložení	layout	rozložení	N;SG	N;NOM;NEUT;SG;POS
academics	akademici	academics	akademik	N;PL	N;ANIM;NOM;MASC;PL;POS
settlers	osadníci	settler	osadník	N;PL	N;ANIM;NOM;MASC;PL;POS
merging	sloučení	merge	sloučení	N;SG	N;NOM;NEUT;SG;POS
competitors	konkurenty	competitor	konkurent	N;PL	N;ANIM;ACC;MASC;PL;POS
competitors	konkurenti	competitor	konkurent	N;PL	N;ANIM;NOM;MASC;PL;POS
grass	tráva	grass	tráva	N;SG	N;NOM;FEM;SG;POS
reservoir	přehrada	reservoir	přehrada	N;SG	N;NOM;FEM;SG;POS
reservoir	nádrž	reservoir	nádrž	N;SG	N;NOM;FEM;SG;POS
artificial	umělý	artificial	umělý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
artificial	umělé	artificial	umělý	ADJ	ADJ;NOM;NEUT;SG;POS
artificial	umělá	artificial	umělý	ADJ	ADJ;NOM;FEM;SG;POS
tip	tip	tip	tip	N;SG	N;INAN;NOM;MASC;SG;POS
faces	tváře	face	tvář	N;PL	N;NOM;FEM;PL;POS
faces	obličeje	face	obličej	N;PL	N;INAN;NOM;MASC;PL;POS
guitars	kytary	guitar	kytara	N;PL	N;NOM;FEM;PL;POS
internationally	mezinárodně	internationally	mezinárodně	ADV	ADV;POS
dreams	snů	dream	sen	N;PL	N;INAN;GEN;MASC;PL;POS
dreams	sny	dream	sen	N;PL	N;INAN;NOM;MASC;PL;POS
suburb	předměstí	suburb	předměstí	N;SG	N;NOM;NEUT;SG;POS
understood	pochopil	understand	pochopit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
warned	varoval	warn	varovat	V;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
chorus	sboru	chorus	sbor	N;SG	N;INAN;DAT;MASC;SG;POS
chorus	sbor	chorus	sbor	N;SG	N;INAN;NOM;MASC;SG;POS
dependent	závislé	dependent	závislý	ADJ	ADJ;NOM;NEUT;SG;POS
dependent	závislý	dependent	závislý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
dependent	závislá	dependent	závislý	ADJ	ADJ;NOM;FEM;SG;POS
killer	zabiják	killer	zabiják	N;SG	N;ANIM;NOM;MASC;SG;POS
killer	vrah	killer	vrah	N;SG	N;ANIM;NOM;MASC;SG;POS
trio	trio	trio	trio	N;SG	N;NOM;NEUT;SG;POS
influences	vlivy	influence	vliv	N;PL	N;INAN;NOM;MASC;PL;POS
blocking	blokování	block	blokování	N;SG	N;NOM;NEUT;SG;POS
wikipedians	wikipedisté	wikipedian	wikipedista	N;PL	N;ANIM;NOM;MASC;PL;POS
gear	výbava	gear	výbava	N;SG	N;NOM;FEM;SG;POS
skating	bruslení	skate	bruslení	N;SG	N;NOM;NEUT;SG;POS
fifteen	patnáct	fifteen	patnáct	NUM	NUM;NOM;SG
tale	příběh	tale	příběh	N;SG	N;INAN;NOM;MASC;SG;POS
demonstrate	předvést	demonstrate	předvést	V;IMP;FIN	V;POS;NFIN
demonstrate	prokázat	demonstrate	prokázat	V;IMP;FIN	V;POS;NFIN
demonstrate	demonstrovat	demonstrate	demonstrovat	V;IMP;FIN	V;POS;NFIN
liquid	tekutina	liquid	tekutina	N;SG	N;NOM;FEM;SG;POS
liquid	kapalina	liquid	kapalina	N;SG	N;NOM;FEM;SG;POS
cycling	cyklistika	cycling	cyklistika	N;SG	N;NOM;FEM;SG;POS
voices	hlasy	voice	hlas	N;PL	N;INAN;NOM;MASC;PL;POS
voices	hlasů	voice	hlas	N;PL	N;INAN;GEN;MASC;PL;POS
horn	roh	horn	roh	N;SG	N;INAN;NOM;MASC;SG;POS
burning	pálení	burn	pálení	N;SG	N;NOM;NEUT;SG;POS
worker	pracovnice	worker	pracovnice	N;SG	N;NOM;FEM;SG;POS
worker	dělník	worker	dělník	N;SG	N;ANIM;NOM;MASC;SG;POS
worker	pracovník	worker	pracovník	N;SG	N;ANIM;NOM;MASC;SG;POS
worker	pracovníka	worker	pracovník	N;SG	N;ANIM;ACC;MASC;SG;POS
atmosphere	atmosféru	atmosphere	atmosféra	N;SG	N;ACC;FEM;SG;POS
atmosphere	ovzduší	atmosphere	ovzduší	N;SG	N;NOM;NEUT;SG;POS
atmosphere	atmosféra	atmosphere	atmosféra	N;SG	N;NOM;FEM;SG;POS
characterized	charakterizoval	characterize	charakterizovat	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
syrian	syrské	syrian	syrský	ADJ	ADJ;NOM;MASC;PL;POS
welfare	blahobyt	welfare	blahobyt	N;SG	N;INAN;NOM;MASC;SG;POS
monitor	monitorovat	monitor	monitorovat	V;IMP;FIN	V;IPFV;POS;NFIN
columns	sloupce	column	sloupec	N;PL	N;INAN;NOM;MASC;PL;POS
columns	sloupy	column	sloup	N;PL	N;INAN;NOM;MASC;PL;POS
repair	oprava	repair	oprava	N;SG	N;NOM;FEM;SG;POS
dollars	dolary	dollar	dolar	N;PL	N;INAN;NOM;MASC;PL;POS
organised	organizovaná	organised	organizovaný	ADJ	ADJ;NOM;FEM;SG;POS
organised	organizovaný	organised	organizovaný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
organised	organizované	organised	organizovaný	ADJ	ADJ;NOM;NEUT;SG;POS
parameter	parametr	parameter	parametr	N;SG	N;INAN;NOM;MASC;SG;POS
truly	skutečně	truly	skutečně	ADV	ADV;POS
resolve	vyřešit	resolve	vyřešit	V;IMP;FIN	V;PFV;POS;NFIN
parade	průvod	parade	průvod	N;SG	N;INAN;NOM;MASC;SG;POS
parade	přehlídka	parade	přehlídka	N;SG	N;NOM;FEM;SG;POS
awareness	informovanost	awareness	informovanost	N;SG	N;NOM;FEM;SG;POS
awareness	uvědomění	awareness	uvědomění	N;SG	N;NOM;NEUT;SG;POS
awareness	povědomí	awareness	povědomí	N;SG	N;NOM;NEUT;SG;POS
depends	závisí	depend	záviset	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
define	definovat	define	definovat	V;IMP;FIN	V;POS;NFIN
republicans	republikáni	republican	republikán	N;PL	N;ANIM;NOM;MASC;PL;POS
conspiracy	konspirace	conspiracy	konspirace	N;SG	N;NOM;FEM;SG;POS
conspiracy	spiknutí	conspiracy	spiknutí	N;SG	N;NOM;NEUT;SG;POS
dies	zemře	die	zemřít	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
rough	drsná	rough	drsný	ADJ	ADJ;NOM;FEM;SG;POS
rough	hrubý	rough	hrubý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
rough	drsné	rough	drsný	ADJ	ADJ;NOM;NEUT;SG;POS
rough	drsný	rough	drsný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
equation	rovnici	equation	rovnice	N;SG	N;ACC;FEM;SG;POS
equation	rovnice	equation	rovnice	N;SG	N;NOM;FEM;SG;POS
feels	cítí	feel	cítit	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
cutting	řezání	cutting	řezání	N;SG	N;NOM;NEUT;SG;POS
button	knoflík	button	knoflík	N;SG	N;INAN;NOM;MASC;SG;POS
button	tlačítko	button	tlačítko	N;SG	N;NOM;NEUT;SG;POS
brands	značek	brand	značka	N;PL	N;GEN;FEM;PL;POS
brands	značky	brand	značka	N;PL	N;NOM;FEM;PL;POS
queens	královny	queen	královna	N;PL	N;NOM;FEM;PL;POS
neck	krk	neck	krk	N;SG	N;INAN;NOM;MASC;SG;POS
neck	šíje	neck	šíje	N;SG	N;NOM;FEM;SG;POS
neck	krku	neck	krk	N;SG	N;INAN;GEN;MASC;SG;POS
forever	navždy	forever	navždy	ADV	ADV
drink	nápoj	drink	nápoj	N;SG	N;INAN;NOM;MASC;SG;POS
drink	pití	drink	pití	N;SG	N;NOM;NEUT;SG;POS
sheriff	šerif	sheriff	šerif	N;SG	N;ANIM;NOM;MASC;SG;POS
irrelevant	irelevantní	irrelevant	irelevantní	ADJ	ADJ;NOM;MASC;SG;POS
irrelevant	nepodstatné	irrelevant	podstatný	ADJ	ADJ;NOM;NEUT;SG;NEG
vanity	ješitnost	vanity	ješitnost	N;SG	N;NOM;FEM;SG;POS
vanity	marnost	vanity	marnost	N;SG	N;NOM;FEM;SG;POS
gift	dárek	gift	dárek	N;SG	N;INAN;NOM;MASC;SG;POS
gift	dar	gift	dar	N;SG	N;INAN;NOM;MASC;SG;POS
riders	jezdci	rider	jezdec	N;PL	N;ANIM;NOM;MASC;PL;POS
riders	jezdce	rider	jezdec	N;PL	N;ANIM;ACC;MASC;PL;POS
functional	funkční	functional	funkční	ADJ	ADJ;NOM;MASC;SG;POS
diverse	rozmanité	diverse	rozmanitý	ADJ	ADJ;NOM;MASC;PL;POS
diverse	různorodé	diverse	různorodý	ADJ	ADJ;NOM;NEUT;SG;POS
quotes	citáty	quote	citát	N;PL	N;INAN;NOM;MASC;PL;POS
slowly	pomalu	slowly	pomalu	ADV	ADV
attitude	postoj	attitude	postoj	N;SG	N;INAN;NOM;MASC;SG;POS
mouse	myš	mouse	myš	N;SG	N;NOM;FEM;SG;POS
mouse	myší	mouse	myš	N;SG	N;NOM;FEM;SG;POS
mouse	myška	mouse	myška	N;SG	N;NOM;FEM;SG;POS
mouse	myši	mouse	myš	N;SG	N;NOM;FEM;SG;POS
protests	protesty	protest	protest	N;PL	N;INAN;NOM;MASC;PL;POS
gods	bohů	god	bůh	N;PL	N;ANIM;GEN;MASC;PL;POS
gods	bohové	god	boh	N;PL	N;ANIM;NOM;MASC;PL;POS
gods	bohy	god	bůh	N;PL	N;ANIM;NOM;MASC;PL;POS
gods	bozi	god	bůh	N;PL	N;ANIM;NOM;MASC;PL;POS
amounts	částky	amount	částka	N;PL	N;NOM;FEM;PL;POS
smart	chytrá	smart	chytrý	ADJ	ADJ;NOM;FEM;SG;POS
smart	chytré	smart	chytrý	ADJ	ADJ;NOM;NEUT;SG;POS
smart	chytrý	smart	chytrý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
prices	ceny	price	cena	N;PL	N;NOM;FEM;PL;POS
prices	cen	price	cena	N;PL	N;GEN;FEM;PL;POS
prayer	modlitbu	prayer	modlitba	N;SG	N;ACC;FEM;SG;POS
prayer	modlitba	prayer	modlitba	N;SG	N;NOM;FEM;SG;POS
terrorism	terorismus	terrorism	terorismus	N;SG	N;INAN;NOM;MASC;SG;POS
terrorism	terorismu	terrorism	terorismus	N;SG	N;INAN;GEN;MASC;SG;POS
iraqi	irácké	iraqi	irácký	ADJ	ADJ;NOM;MASC;SG;POS
detective	detektiv	detective	detektiv	N;SG	N;ANIM;NOM;MASC;SG;POS
somebody	někdo	somebody	někdo	PRO;SG	PRO;ANIM;NOM;MASC
compositions	skladby	composition	skladba	N;PL	N;NOM;FEM;PL;POS
extensively	rozsáhle	extensively	rozsáhle	ADV	ADV;POS
filming	natáčení	filming	natáčení	N;SG	N;NOM;NEUT;SG;POS
perfectly	perfektně	perfectly	perfektně	ADV	ADV;POS
perfectly	dokonale	perfectly	dokonale	ADV	ADV;POS
funeral	pohřeb	funeral	pohřeb	N;SG	N;INAN;NOM;MASC;SG;POS
farmer	farmář	farmer	farmář	N;SG	N;ANIM;NOM;MASC;SG;POS
farmer	zemědělec	farmer	zemědělec	N;SG	N;ANIM;NOM;MASC;SG;POS
protestant	protestantské	protestant	protestantský	ADJ	ADJ;NOM;MASC;PL;POS
focuses	zaměřuje	focus	zaměřovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
indonesian	indonéské	indonesian	indonéský	ADJ	ADJ;NOM;MASC;SG;POS
mixing	míchání	mixing	míchání	N;SG	N;NOM;NEUT;SG;POS
danger	nebezpečí	danger	nebezpečí	N;SG	N;NOM;NEUT;SG;POS
rally	rally	rally	rall	N;SG	N;NOM;FEM;SG;POS
rally	shromáždění	rally	shromáždění	N;SG	N;NOM;NEUT;SG;POS
rally	rallye	rally	rallye	N;SG	N;FEM;POS
narrative	vyprávění	narrative	vyprávění	N;SG	N;NOM;NEUT;SG;POS
camps	tábory	camp	tábor	N;PL	N;INAN;NOM;MASC;PL;POS
camps	táborů	camp	tábor	N;PL	N;INAN;GEN;MASC;PL;POS
surprise	překvapení	surprise	překvapení	N;SG	N;NOM;NEUT;SG;POS
unnecessary	zbytečný	unnecessary	zbytečný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
unnecessary	zbytečná	unnecessary	zbytečný	ADJ	ADJ;NOM;FEM;SG;POS
unnecessary	zbytečné	unnecessary	zbytečný	ADJ	ADJ;NOM;NEUT;SG;POS
theorem	věta	theorem	věta	N;SG	N;NOM;FEM;SG;POS
homepage	homepage	homepage	homepage	N;SG	N;INAN;NOM;MASC;SG;POS
brings	přináší	bring	přinášet	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
winds	větry	wind	vítr	N;PL	N;INAN;NOM;MASC;PL;POS
magnetic	magnetický	magnetic	magnetický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
magnetic	magnetické	magnetic	magnetický	ADJ	ADJ;NOM;MASC;PL;POS
magnetic	magnetická	magnetic	magnetický	ADJ	ADJ;NOM;FEM;SG;POS
conversation	konverzaci	conversation	konverzace	N;SG	N;ACC;FEM;SG;POS
conversation	rozhovor	conversation	rozhovor	N;SG	N;INAN;NOM;MASC;SG;POS
conversation	konverzace	conversation	konverzace	N;SG	N;NOM;FEM;SG;POS
sussex	sussexu	sussex	sussex	N;SG	N;INAN;GEN;MASC;SG;POS
gates	vrata	gate	vrata	N;PL	N;NOM;NEUT;PL;POS
ram	ram	ram	ram	N;SG	N;NOM;MASC;SG;POS
plastic	plastové	plastic	plastový	ADJ	ADJ;NOM;MASC;PL;POS
electronics	elektroniky	electronics	elektronika	N;PL	N;NOM;FEM;PL;POS
restore	obnovit	restore	obnovit	V;IMP;FIN	V;PFV;POS;NFIN
buses	autobusy	bus	autobus	N;PL	N;INAN;NOM;MASC;PL;POS
connect	připojit	connect	připojit	V;IMP;FIN	V;PFV;POS;NFIN
connect	propojit	connect	propojit	V;IMP;FIN	V;PFV;POS;NFIN
guests	hosty	guest	host	N;PL	N;ANIM;ACC;MASC;PL;POS
guests	hosté	guest	host	N;PL	N;ANIM;NOM;MASC;PL;POS
radiation	radiace	radiation	radiace	N;SG	N;NOM;FEM;SG;POS
radiation	ozařování	radiation	ozařování	N;SG	N;NOM;NEUT;SG;POS
radiation	záření	radiation	záření	N;SG	N;NOM;NEUT;SG;POS
receives	obdrží	receive	obdržet	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
playoff	playoff	playoff	playoff	N;SG	N;NOM;NEUT;SG;POS
generals	generálové	general	generál	N;PL	N;ANIM;NOM;MASC;PL;POS
verifiable	ověřitelné	verifiable	ověřitelný	ADJ	ADJ;NOM;NEUT;SG;POS
filipino	filipínský	filipino	filipínský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
reaches	dosáhne	reach	dosáhnout	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
oriented	orientované	oriented	orientovaný	ADJ	ADJ;NOM;NEUT;SG;POS
creates	vytvoří	create	vytvořit	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
creates	vytváří	create	vytvářet	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
orbit	orbitu	orbit	orbit	N;SG	N;ACC;FEM;SG;POS
massacre	masakr	massacre	masakr	N;SG	N;INAN;NOM;MASC;SG;POS
dialogue	dialogu	dialogue	dialog	N;SG	N;INAN;GEN;MASC;SG;POS
dialogue	dialog	dialogue	dialog	N;SG	N;INAN;NOM;MASC;SG;POS
illness	nemoc	illness	nemoc	N;SG	N;NOM;FEM;SG;POS
illness	onemocnění	illness	onemocnění	N;SG	N;NOM;NEUT;SG;POS
codes	kódy	code	kód	N;PL	N;INAN;NOM;MASC;PL;POS
ladies	slečny	lady	slečna	N;PL	N;NOM;FEM;PL;POS
ladies	dámy	lady	dáma	N;PL	N;NOM;FEM;PL;POS
ratings	ratingy	ratings	rating	N;PL	N;INAN;NOM;MASC;PL;POS
incorrect	nesprávný	incorrect	správný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
incorrect	nesprávná	incorrect	správný	ADJ	ADJ;NOM;FEM;SG;NEG
incorrect	nesprávné	incorrect	správný	ADJ	ADJ;NOM;NEUT;SG;NEG
scout	skaut	scout	skaut	N;SG	N;ANIM;NOM;MASC;SG;POS
scout	průzkumník	scout	průzkumník	N;SG	N;ANIM;NOM;MASC;SG;POS
difficulty	obtíž	difficulty	obtíž	N;SG	N;NOM;FEM;SG;POS
pupils	žáci	pupil	žák	N;PL	N;ANIM;NOM;MASC;PL;POS
pupils	žáky	pupil	žák	N;PL	N;ANIM;ACC;MASC;PL;POS
pupils	žáků	pupil	žák	N;PL	N;ANIM;GEN;MASC;PL;POS
wealth	bohatství	wealth	bohatství	N;SG	N;NOM;NEUT;SG;POS
regulation	předpis	regulation	předpis	N;SG	N;INAN;NOM;MASC;SG;POS
regulation	regulace	regulation	regulace	N;SG	N;NOM;FEM;SG;POS
regulation	nařízení	regulation	nařízení	N;SG	N;NOM;NEUT;SG;POS
watching	sleduju	watch	sledovat	V;V.MSDR	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
lodge	lodge	lodge	lodga	N;SG	N;INAN;NOM;MASC;SG;POS
lodge	lóže	lodge	lóže	N;SG	N;NOM;FEM;SG;POS
eggs	vejce	egg	vejce	N;PL	N;NOM;NEUT;PL;POS
eggs	vajec	egg	vejce	N;PL	N;GEN;NEUT;PL;POS
eggs	vajíčka	egg	vajíčko	N;PL	N;NOM;NEUT;PL;POS
citizenship	občanství	citizenship	občanství	N;SG	N;NOM;NEUT;SG;POS
specialist	odborník	specialist	odborník	N;SG	N;ANIM;NOM;MASC;SG;POS
specialist	specialista	specialist	specialista	N;SG	N;ANIM;NOM;MASC;SG;POS
tasks	úkoly	task	úkol	N;PL	N;INAN;NOM;MASC;PL;POS
tasks	úlohy	task	úloha	N;PL	N;NOM;FEM;PL;POS
tasks	úkolů	task	úkol	N;PL	N;INAN;GEN;MASC;PL;POS
intent	úmysl	intent	úmysl	N;SG	N;INAN;NOM;MASC;SG;POS
intent	záměr	intent	záměr	N;SG	N;INAN;NOM;MASC;SG;POS
instruction	pokyn	instruction	pokyn	N;SG	N;INAN;NOM;MASC;SG;POS
pride	pýcha	pride	pýcha	N;SG	N;NOM;FEM;SG;POS
pride	hrdost	pride	hrdost	N;SG	N;NOM;FEM;SG;POS
banner	banner	banner	banner	N;SG	N;INAN;NOM;MASC;SG;POS
friendship	kamarádství	friendship	kamarádství	N;SG	N;NOM;NEUT;SG;POS
friendship	přátelství	friendship	přátelství	N;SG	N;NOM;NEUT;SG;POS
corruption	korupce	corruption	korupce	N;SG	N;NOM;FEM;SG;POS
corruption	korupci	corruption	korupce	N;SG	N;ACC;FEM;SG;POS
sunk	potopil	sunk	potopit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
harm	ublížit	harm	ublížit	V;IMP;FIN	V;PFV;POS;NFIN
pilots	piloti	pilot	pilot	N;PL	N;ANIM;NOM;MASC;PL;POS
pilots	piloty	pilot	pilota	N;PL	N;ANIM;NOM;MASC;PL;POS
tape	kazeta	tape	kazeta	N;SG	N;NOM;FEM;SG;POS
tape	pásku	tape	páska	N;SG	N;ACC;FEM;SG;POS
tape	páska	tape	páska	N;SG	N;NOM;FEM;SG;POS
emigrants	emigranty	emigrant	emigrant	N;PL	N;ANIM;INS;MASC;PL;POS
revenge	pomsta	revenge	pomsta	N;SG	N;NOM;FEM;SG;POS
revenge	odplata	revenge	odplata	N;SG	N;NOM;FEM;SG;POS
revision	revize	revision	revize	N;SG	N;NOM;FEM;SG;POS
revision	přepracování	revision	přepracování	N;SG	N;NOM;NEUT;SG;POS
dominant	dominantní	dominant	dominantní	ADJ	ADJ;NOM;MASC;SG;POS
fee	poplatek	fee	poplatek	N;SG	N;INAN;NOM;MASC;SG;POS
fee	honorář	fee	honorář	N;SG	N;INAN;NOM;MASC;SG;POS
examination	zkoumání	examination	zkoumání	N;SG	N;NOM;NEUT;SG;POS
examination	vyšetření	examination	vyšetření	N;SG	N;NOM;NEUT;SG;POS
matrix	matice	matrix	matika	N;SG	N;NOM;FEM;SG;POS
matrix	matrix	matrix	matrixe	N;SG	N;INAN;NOM;MASC;SG;POS
biographical	biografické	biographical	biografický	ADJ	ADJ;NOM;NEUT;SG;POS
kiss	pusa	kiss	pusa	N;SG	N;NOM;FEM;SG;POS
kiss	pusu	kiss	pus	N;SG	N;ACC;FEM;SG;POS
kiss	polibek	kiss	polibek	N;SG	N;INAN;NOM;MASC;SG;POS
nationalist	nacionalistické	nationalist	nacionalistický	ADJ	ADJ;NOM;MASC;PL;POS
luck	štěstí	luck	štěstí	N;SG	N;NOM;NEUT;SG;POS
crosses	kříže	cross	kříž	N;PL	N;INAN;NOM;MASC;PL;POS
bid	nabídka	bid	nabídka	N;SG	N;NOM;FEM;SG;POS
appreciate	oceňuji	appreciate	oceňovat	V;IND;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
appreciate	ocenit	appreciate	ocenit	V;IND;PRS;FIN	V;PFV;POS;NFIN
enemies	nepřátele	enemy	nepřítel	N;PL	N;ANIM;ACC;MASC;PL;POS
enemies	nepřátel	enemy	nepřítel	N;PL	N;ANIM;GEN;MASC;PL;POS
enemies	nepřátelé	enemy	nepřítel	N;PL	N;ANIM;NOM;MASC;PL;POS
mercury	rtuť	mercury	rtuť	N;SG	N;NOM;FEM;SG;POS
mercury	rtuti	mercury	rtuť	N;SG	N;NOM;FEM;SG;POS
mercury	merkur	mercury	merkur	N;SG	N;INAN;NOM;MASC;SG;POS
interactive	interaktivní	interactive	interaktivní	ADJ	ADJ;NOM;MASC;SG;POS
math	matematiku	math	matematika	N;SG	N;ACC;FEM;SG;POS
math	matice	math	matika	N;SG	N;NOM;FEM;SG;POS
math	matematika	math	matematika	N;SG	N;NOM;FEM;SG;POS
preserve	zachovávat	preserve	zachovávat	V;IMP;FIN	V;IPFV;POS;NFIN
preserve	zachovat	preserve	zachovat	V;IMP;FIN	V;POS;NFIN
preserve	uchovat	preserve	uchovat	V;IMP;FIN	V;PFV;POS;NFIN
keeps	udržuje	keep	udržovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
structural	strukturální	structural	strukturální	ADJ	ADJ;NOM;MASC;SG;POS
veterans	veteránů	veteran	veterán	N;PL	N;ANIM;GEN;MASC;PL;POS
veterans	veterány	veteran	veteraný	N;PL	N;ANIM;ACC;MASC;PL;POS
axis	osa	axis	osa	N;SG	N;NOM;FEM;SG;POS
axis	osu	axis	osu	N;SG	N;NOM;FEM;SG;POS
execution	poprava	execution	poprava	N;SG	N;NOM;FEM;SG;POS
execution	vykonání	execution	vykonání	N;SG	N;NOM;NEUT;SG;POS
execution	provedení	execution	provedení	N;SG	N;NOM;NEUT;SG;POS
execution	popravu	execution	poprava	N;SG	N;ACC;FEM;SG;POS
cult	kult	cult	kult	N;SG	N;INAN;NOM;MASC;SG;POS
cult	sekta	cult	sekta	N;SG	N;NOM;FEM;SG;POS
ticket	vstupenka	ticket	vstupenka	N;SG	N;NOM;FEM;SG;POS
ticket	jízdenka	ticket	jízdenka	N;SG	N;NOM;FEM;SG;POS
ticket	tiket	ticket	tiket	N;SG	N;INAN;NOM;MASC;SG;POS
ticket	lístek	ticket	lístek	N;SG	N;INAN;NOM;MASC;SG;POS
entity	subjekt	entity	subjekt	N;SG	N;INAN;NOM;MASC;SG;POS
judicial	soudní	judicial	soudní	ADJ	ADJ;NOM;MASC;SG;POS
explicitly	výslovně	explicitly	výslovně	ADV	ADV;POS
bombing	bombardování	bombing	bombardování	N;SG	N;NOM;NEUT;SG;POS
applicable	použitelná	applicable	použitelný	ADJ	ADJ;NOM;FEM;SG;POS
applicable	použitelné	applicable	použitelný	ADJ	ADJ;NOM;NEUT;SG;POS
applicable	použitelný	applicable	použitelný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
founders	zakladatelé	founder	zakladatel	N;PL	N;ANIM;NOM;MASC;PL;POS
founders	zakladatelů	founder	zakladatel	N;PL	N;ANIM;GEN;MASC;PL;POS
suddenly	najednou	suddenly	najednou	ADV	ADV
suddenly	náhle	suddenly	náhle	ADV	ADV;POS
parking	parkoviště	parking	parkoviště	N;SG	N;NOM;NEUT;SG;POS
parking	parkování	parking	parkování	N;SG	N;NOM;NEUT;SG;POS
absolute	absolutní	absolute	absolutní	ADJ	ADJ;NOM;MASC;SG;POS
locomotive	lokomotiva	locomotive	lokomotiva	N;SG	N;NOM;FEM;SG;POS
preparation	příprava	preparation	příprava	N;SG	N;NOM;FEM;SG;POS
preparation	přípravy	preparation	příprava	N;SG	N;NOM;FEM;SG;POS
preparation	přípravu	preparation	příprava	N;SG	N;ACC;FEM;SG;POS
declaration	prohlášení	declaration	prohlášení	N;SG	N;NOM;NEUT;SG;POS
declaration	deklarace	declaration	deklarace	N;SG	N;NOM;FEM;SG;POS
burial	pohřeb	burial	pohřeb	N;SG	N;INAN;NOM;MASC;SG;POS
beating	bití	beating	bití	N;SG	N;NOM;NEUT;SG;POS
beating	výprask	beating	výprask	N;SG	N;INAN;NOM;MASC;SG;POS
challenges	výzev	challenge	výzev	N;PL	N;GEN;FEM;PL;POS
challenges	výzvy	challenge	výzva	N;PL	N;NOM;FEM;PL;POS
celebration	oslava	celebration	oslava	N;SG	N;NOM;FEM;SG;POS
celebration	oslavu	celebration	oslava	N;SG	N;ACC;FEM;SG;POS
discipline	disciplína	discipline	disciplína	N;SG	N;NOM;FEM;SG;POS
discipline	disciplínu	discipline	disciplína	N;SG	N;ACC;FEM;SG;POS
discipline	kázeň	discipline	kázeň	N;SG	N;NOM;FEM;SG;POS
belonged	patřilo	belong	patřit	V;PST;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
belonged	patřili	belong	patřit	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
belonged	patřil	belong	patřit	V;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
belonged	patřily	belong	patřit	V;PST;V.PTCP	V;INAN;IPFV;PL;POS;PST;V.PTCP;ACT
fauna	fauna	fauna	fauna	N;SG	N;NOM;FEM;SG;POS
manuscript	rukopis	manuscript	rukopis	N;SG	N;INAN;NOM;MASC;SG;POS
experiments	experimenty	experiment	experiment	N;PL	N;INAN;NOM;MASC;PL;POS
experiments	pokusy	experiment	pokus	N;PL	N;INAN;NOM;MASC;PL;POS
chiefs	náčelníci	chief	náčelník	N;PL	N;ANIM;NOM;MASC;PL;POS
