tudi	بھی	tudi	بھی	PART	PART
zavirajo	روکنا	zavirati	روک	V;IPFV;IND;PL;3;PRS;FIN	V;NFIN
zavirajo	بڑھنے	zavirati	بڑھ	V;IPFV;IND;PL;3;PRS;FIN	V;ACC;NFIN
preveriti	تھامنا	preveriti	تھامنا	V;PFV;NFIN	V;SG;NFIN;ACT
preveriti	ڈانٹنا	preveriti	ڈانٹ	V;PFV;NFIN	V;NFIN
preveriti	تھامنا	preveriti	تھامنا	V;PFV;NFIN	V;SG;NFIN;ACT
preveriti	ڈانٹنا	preveriti	ڈانٹ	V;PFV;NFIN	V;NFIN
obstanek	شے	obstanek	شے	N;NOM;MASC;SG	N;NOM;FEM;SG;3
obstanek	عمل	obstanek	عمل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grm	شراب	grm	شراب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dvig	ابتدا	dvig	ابتدا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dvig	ابتدا	dvig	ابتدا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kovinsko	دھاتی	kovinski	دھاتی	ADJ;NOM;NEUT;SG	ADJ
kovinsko	دھاتی	kovinski	دھاتی	ADJ;NOM;NEUT;SG	ADJ
raj	جنت	raje	جنت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
okras	آرائش	okras	آرائش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okras	سجاوٹ	okras	سجاوٹ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
izobraževalni	تعلیمی	izobraževalen	تعلیمی	ADJ;NOM;MASC;PL	ADJ
izobraževalni	تعلیماتی	izobraževalen	تعلیماتی	ADJ;NOM;MASC;PL	ADJ;NOM
identiteta	پہچان	identiteta	پہچان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
varuh	محافظ	varuh	محافظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
varuh	محافظ	varuh	محافظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
varuh	محافظ	varuh	محافظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
varuh	مدافعت	varuh	مدافعت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
salon	وضعدار	salon	وضعدار	N;NOM;MASC;SG	N
zaupanja	امید	zaupanje	امید	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaupanja	وقف	zaupanje	وقف	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaupanja	امید	zaupanje	امید	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nevaren	خطرناک	nevaren	خطرناک	ADJ;NOM;INDF;MASC;SG	ADJ
volja	وصیت	volja	وصیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
volja	ارادہ	volja	ارادہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
volja	عزم	volja	عزم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ogledalo	آئینہ	ogledalo	آئینہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
predstavitve	اشیا	predstavitev	شےء	N;NOM;FEM;PL	N;NOM;MASC;PL;3
predstavitve	اطلاعات	predstavitev	اطلاع	N;NOM;FEM;PL	N;NOM;MASC;PL;3
proizvod	حاصل	proizvod	حاصل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
proizvod	نتیجہ	proizvod	نتیجہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
proizvod	پیداوار	proizvod	پیداوار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
merkur	پارہ	merkur	پارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pristanek	فرودگاہ.	pristanek	فرودگاہ.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ustrezen	کافی	ustrezen	کافی	ADJ;NOM;INDF;MASC;SG	ADJ
ločevanje	جدائی	ločevanje	جدا	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ločevanje	افتراق.	ločevanje	افتراق.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
izrazit	نمایاں	izrazit	نمایاں	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	بند	mrtev	بند	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	جامد	mrtev	جامد	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	قطعی	mrtev	قطعی	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	مردہ	mrtev	مردہ	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	متروک	mrtev	متروک	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	مکمل	mrtev	مکمل	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	سست	mrtev	سست	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	بند	mrtev	بند	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	جامد	mrtev	جامد	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	قطعی	mrtev	قطعی	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	مردہ	mrtev	مردہ	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	متروک	mrtev	متروک	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	مکمل	mrtev	مکمل	ADJ;NOM;INDF;MASC;SG	ADJ
mrtev	سست	mrtev	سست	ADJ;NOM;INDF;MASC;SG	ADJ
okrogla	اسطوانی	okrogel	اسطوانی	ADJ;NOM;FEM;SG	ADJ;NOM
okrogla	اسطوانی	okrogel	اسطوانی	ADJ;NOM;FEM;SG	ADJ;NOM
starodavne	قدیم	starodaven	قدیم	ADJ;NOM;FEM;PL	ADJ
sklic	استصواب.	sklic	استصواب.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sklic	تلمیح	sklic	تلمیح	N;NOM;MASC;SG	N;NOM;MASC;SG;3
neposredna	اصلی	neposreden	اصلی	ADJ;NOM;FEM;SG	ADJ
neposredna	مستقیم	neposreden	مستقیم	ADJ;NOM;FEM;SG	ADJ
neposredna	واضح	neposreden	واضح	ADJ;NOM;FEM;SG	ADJ
absolutna	آخری	absoluten	آخری	ADJ;NOM;FEM;SG	ADJ
absolutna	مکمل	absoluten	مکمل	ADJ;NOM;FEM;SG	ADJ
absolutna	ناطق.	absoluten	ناطق.	ADJ;NOM;FEM;SG	ADJ
oddaljeni	مبہم	oddaljen	مبہم	ADJ;NOM;MASC;PL	ADJ
oddaljeni	متفاوت	oddaljen	متفاوت	ADJ;NOM;MASC;PL	ADJ
oddaljeni	مبہم	oddaljen	مبہم	ADJ;NOM;MASC;PL	ADJ
oddaljeni	متفاوت	oddaljen	متفاوت	ADJ;NOM;MASC;PL	ADJ
akademsko	پرتکلف.	akademski	پرتکلف.	ADJ;NOM;NEUT;SG	ADJ
akademsko	روایتی	akademski	روایتی	ADJ;NOM;NEUT;SG	ADJ
akademsko	نظریاتی	akademski	نظریاتی	ADJ;NOM;NEUT;SG	ADJ;NOM
nebesni	ربّانی	nebesen	ربّانی	ADJ;NOM;MASC;SG	ADJ
nebesni	ربّانی	nebesen	ربّانی	ADJ;NOM;MASC;SG	ADJ
shema	ترتیب	shema	ترتیب	N;NOM;FEM;SG	N;NOM;FEM;SG;3
shema	سازش	shema	سازش	N;NOM;FEM;SG	N;NOM;FEM;SG;3
shema	دستور	shema	دستور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
shema	تجویز	shema	تجویز	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kronični	دیرینہ	kroničen	دیرینہ	ADJ;NOM;MASC;PL	ADJ
kronični	عادی	kroničen	عادی	ADJ;NOM;MASC;PL	ADJ
sum	شبہ	sum	شبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sum	شبہ	sum	شبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pravičnost	انصاف	pravičnost	انصاف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pravičnost	انصاف	pravičnost	انصاف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gradbeništvo	تشکیل	gradbeništvo	تشکیل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gradbeništvo	تعمیر	gradbeništvo	تعمیر	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
gradbeništvo	تشکیل	gradbeništvo	تشکیل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
greh	گناہ	greh	گناہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
greh	گناہ	greh	گناہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vročina	غصہ	vročina	غصہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vročina	چرچراہٹ	vročina	چرچراہٹ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vročina	حدت	vročina	حدت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vročina	غصہ	vročina	غصہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vročina	چرچراہٹ	vročina	چرچراہٹ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vročina	حدت	vročina	حدت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pripravljenost	تیاری	pripravljenost	تیاری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pripravljenost	تیاری	pripravljenost	تیاری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pripravljenost	آمادگی	pripravljenost	آمادگی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pripravljenost	آمادگی	pripravljenost	آمادگی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
plaz	برفشار.	plaz	برفشار.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
folk	خلقت	folk	خلقت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
divja	پراگندہ	divji	پراگندہ	ADJ;NOM;FEM;SG	ADJ
divja	جنگلی	divji	جنگلی	ADJ;NOM;FEM;SG	ADJ
divja	پراگندہ	divji	پراگندہ	ADJ;NOM;FEM;SG	ADJ
zaposlovanje	نوکری	zaposlovanje	نوکری	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zaposlovanje	مشغولیت	zaposlovanje	مشغولیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaposlovanje	مصروفیت	zaposlovanje	مصروفیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaposlovanje	نوکری	zaposlovanje	نوکری	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zaposlovanje	مشغولیت	zaposlovanje	مشغولیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaposlovanje	روزگار	zaposlovanje	روزگار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaposlovanje	مصروفیت	zaposlovanje	مصروفیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
logično	معقول	logičen	معقول	ADJ;NOM;NEUT;SG	ADJ
logično	مربوط	logičen	مربوط	ADJ;NOM;NEUT;SG	ADJ
logično	صحیح	logičen	صحیح	ADJ;NOM;NEUT;SG	ADJ
logično	استدلالی	logičen	استدلالی	ADJ;NOM;NEUT;SG	ADJ
logično	منطقی	logičen	منطقی	ADJ;NOM;NEUT;SG	ADJ
logično	معقول	logičen	معقول	ADJ;NOM;NEUT;SG	ADJ
logično	مربوط	logičen	مربوط	ADJ;NOM;NEUT;SG	ADJ
logično	صحیح	logičen	صحیح	ADJ;NOM;NEUT;SG	ADJ
logično	استدلالی	logičen	استدلالی	ADJ;NOM;NEUT;SG	ADJ
šibka	نازک	šibek	نازک	ADJ;NOM;FEM;SG	ADJ
šibka	کمزور	šibek	کمزور	ADJ;NOM;FEM;SG	ADJ
šibka	نازک	šibek	نازک	ADJ;NOM;FEM;SG	ADJ
šibka	ناتواں	šibek	ناتواں	ADJ;NOM;FEM;SG	ADJ
somrak	انحطاط	somrak	انحطاط	N;NOM;MASC;SG	N;NOM;MASC;SG;3
somrak	زوال	somrak	زوال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tehnična	قانونی	tehničen	قانونی	ADJ;NOM;FEM;SG	ADJ
tehnična	اصولی	tehničen	اصولی	ADJ;NOM;FEM;SG	ADJ
preusmeritev	تفریح	preusmeritev	تفریح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
manjšina	مذہب	manjšina	مذہب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
absolutni	آخری	absoluten	آخری	ADJ;NOM;MASC;SG	ADJ
absolutni	مکمل	absoluten	مکمل	ADJ;NOM;MASC;SG	ADJ
absolutni	ناطق.	absoluten	ناطق.	ADJ;NOM;MASC;SG	ADJ
navpično	عموداً	navpičen	عموداً	ADV	ADV
debela	قریبی	debela	قریبی	ADJ;NOM;FEM;SG	ADJ
debela	قریبی	debela	قریبی	ADJ;NOM;FEM;SG	ADJ
debela	روغنی	debela	روغنی	ADJ;NOM;FEM;SG	ADJ
debela	زرخیز	debela	زرخیز	ADJ;NOM;FEM;SG	ADJ
debela	مقتدر	debela	مقتدر	ADJ;NOM;FEM;SG	ADJ
debela	موٹا	debela	موٹا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
debela	روغنی	debela	روغنی	ADJ;NOM;FEM;SG	ADJ
debela	زرخیز	debela	زرخیز	ADJ;NOM;FEM;SG	ADJ
debela	مقتدر	debela	مقتدر	ADJ;NOM;FEM;SG	ADJ
gosta	مہمان	gost	مہمان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mehko	ہلکی	mehek	ہلکی	ADJ;NOM;NEUT;SG	ADJ;FEM
mehko	آسان	mehek	آسان	ADJ;NOM;NEUT;SG	ADJ
mehko	کمزور	mehek	کمزور	ADJ;NOM;NEUT;SG	ADJ
mehko	خوشگوار	mehek	خوشگوار	ADJ;NOM;NEUT;SG	ADJ
mehko	احمقانہ	mehek	احمقانہ	ADJ;NOM;NEUT;SG	ADJ
mehko	معتدل	mehek	معتدل	ADJ;NOM;NEUT;SG	ADJ
mehko	ہلکی	mehek	ہلکی	ADJ;NOM;NEUT;SG	ADJ;FEM
mehko	آسان	mehek	آسان	ADJ;NOM;NEUT;SG	ADJ
mehko	کمزور	mehek	کمزور	ADJ;NOM;NEUT;SG	ADJ
mehko	ہلکا	mehek	ہلکا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
mehko	خوشگوار	mehek	خوشگوار	ADJ;NOM;NEUT;SG	ADJ
mehko	نرم	mehek	نرم	ADJ;NOM;NEUT;SG	ADJ
mehko	احمقانہ	mehek	احمقانہ	ADJ;NOM;NEUT;SG	ADJ
mehko	معتدل	mehek	معتدل	ADJ;NOM;NEUT;SG	ADJ
stopnišče	زینہ	stopnišče	زینہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
varna	معتبر	varen	معتبر	ADJ;NOM;FEM;SG	ADJ
varna	یقینی	varen	یقینی	ADJ;NOM;FEM;SG	ADJ
vključevanje	شمولیت	vključevanje	شمولیت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
komunistični	اشتراکی	komunističen	اشتراکی	ADJ;NOM;MASC;SG	ADJ
varianta	قسم	variant	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sproščanje	تفریح	sproščanje	تفریح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
sproščanje	شدّت	sproščanje	شدّت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
sproščanje	تخفیف	sproščanje	تخفیف	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
sproščanje	نرمی	sproščanje	نرمی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
sproščanje	کمی	sproščanje	کمی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
vzgoja	خوراک	vzgoja	خوراک	N;NOM;FEM;SG	N;NOM;FEM;SG;3
vzgoja	غزا	vzgoja	غزا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
jeza	غصہ	jeza	غصہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
posel	جھگڑا	posel	جھگڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
posel	قصہ	posel	قصہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
posel	جھگڑا	posel	جھگڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
posel	قصہ	posel	قصہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
posel	کاروبار	posel	کاروبار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
posel	کام	posel	کام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
geološko	ارضیاتی	geološki	ارضیاتی	ADJ;NOM;NEUT;SG	ADJ;NOM
odprtje	ابتدا	odprtje	ابتدا	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
brezno	وقفہ	brezno	وقفہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
brezno	سکتہ	brezno	سکتہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
brezno	غار	brezno	غار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kritična	مبصّرانہ	kritičen	مبصّرانہ	ADJ;NOM;FEM;SG	ADJ
nasprotovanje	گرفت	nasprotovanje	گرفت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	اعتراض	nasprotovanje	اعتراض	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	مخاصمت	nasprotovanje	مخاصمت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	تناقض.	nasprotovanje	تناقض.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	مدافعت	nasprotovanje	مدافعت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	عداوت	nasprotovanje	عداوت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	مخالفت	nasprotovanje	مخالفت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	مخاصمت	nasprotovanje	مخاصمت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	تناقض.	nasprotovanje	تناقض.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	مدافعت	nasprotovanje	مدافعت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	تضاد	nasprotovanje	تضاد	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	عداوت	nasprotovanje	عداوت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nasprotovanje	مخالفت	nasprotovanje	مخالفت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
potrjena	عادی	potrjen	عادی	ADJ;NOM;FEM;SG;V.PTCP	ADJ
pošast	عفریت	pošast	عفریت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
chuck	غذا	chucka	غذا	N;NOM;MASC;SG	N;NOM;FEM;SG;3
chuck	خوراک	chucka	خوراک	N;NOM;MASC;SG	N;NOM;FEM;SG;3
porter	دربان	porter	دربان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
oskrba	خبرداری	oskrba	خبرداری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oskrba	توجہ	oskrba	توجہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oskrba	تحفظ	oskrba	تحفظ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oskrba	احتیاط	oskrba	احتیاط	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oskrba	فکر	oskrba	فکر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oskrba	سامان	oskrba	سامان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
svinec	مثال	svinec	مثال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
svinec	مثال	svinec	مثال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
častno	ناموری	časten	ناموری	ADJ;NOM;NEUT;SG	ADJ
častno	ناموری	časten	ناموری	ADJ;NOM;NEUT;SG	ADJ
smeh	قہقہہ	smeh	قہقہہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
smeh	ہنسی	smeh	ہنسی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
smeh	خندہ	smeh	خندہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
veterinar	منصوبے	veterinar	منصوبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zaporedni	متوالی	zaporeden	متوالی	ADJ;NOM;MASC;SG	ADJ
grafično	ارقامی	grafičen	ارقامی	ADJ;NOM;NEUT;SG	ADJ
grafično	تحریری	grafičen	تحریری	ADJ;NOM;NEUT;SG	ADJ
grafično	واضح	grafičen	واضح	ADJ;NOM;NEUT;SG	ADJ
grafično	ارقامی	grafičen	ارقامی	ADJ;NOM;NEUT;SG	ADJ
grafično	تحریری	grafičen	تحریری	ADJ;NOM;NEUT;SG	ADJ
grafično	واضح	grafičen	واضح	ADJ;NOM;NEUT;SG	ADJ
grafično	ترسیمی	grafičen	ترسیمی	ADJ;NOM;NEUT;SG	ADJ
kazenski	تعزیری	kazenski	تعزیری	ADJ;NOM;DEF;MASC;SG	ADJ
suženjstvo	غلامی	suženjstvo	غلامی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
suženjstvo	غلامی	suženjstvo	غلامی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
suženjstvo	غلامی	suženjstvo	غلامی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kontrola	قدرت	kontrola	قدرت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	قابو	kontrola	قابو	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	پڑتال	kontrola	پڑتال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	اختیار	kontrola	اختیار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	تصدیق	kontrola	تصدیق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sivi	فاختئی	siv	فاختئی	ADJ;NOM;DEF;MASC;SG	ADJ
sivi	فاختئی	siv	فاختئی	ADJ;NOM;DEF;MASC;SG	ADJ
bistvena	بنیادی	bistven	بنیادی	ADJ;NOM;FEM;SG	ADJ
bistvena	لازمی	bistven	لازمی	ADJ;NOM;FEM;SG	ADJ
alternativni	متبادل	alternativen	متبادل	ADJ;NOM;MASC;SG	ADJ
razloži	سمجھانا	razložiti	سمجھا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
slaven	نامور	slaven	نامور	ADJ;NOM;INDF;MASC;SG	ADJ
pojasni	سمجھانا	pojasen	سمجھا	V;PFV;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
razpoloženje	بیزاری	razpoloženje	بیزاری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
slovo	روانگی	slovo	روانگی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
slovo	اجازت	slovo	اجازت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
slovo	رخصت	slovo	رخصت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
trebuh	تکرار	trebuh	تکرار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
trebuh	خطرے	trebuh	خطرہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
trebuh	رحم	trebuh	رحم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
trebuh	رحم	trebuh	رحم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tuja	غیر	tuj	غیر	ADJ;NOM;FEM;SG	ADJ
tuja	اوپری	tuj	اوپری	ADJ;NOM;FEM;SG	ADJ
tuja	غیر	tuj	غیر	ADJ;NOM;FEM;SG	ADJ
tuja	اوپری	tuj	اوپری	ADJ;NOM;FEM;SG	ADJ
tuja	بیرونی	tuj	بیرونی	ADJ;NOM;FEM;SG	ADJ
okroglo	اسطوانی	okrogel	اسطوانی	ADJ;NOM;NEUT;SG	ADJ;NOM
okroglo	اسطوانی	okrogel	اسطوانی	ADJ;NOM;NEUT;SG	ADJ;NOM
pripomoček	ساخت	pripomoček	ساخت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pripomoček	شکل	pripomoček	شکل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pripomoček	وضع	pripomoček	وضع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pripomoček	سراسرعملی	pripomoček	سراسرعملی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pripomoček	افادیت	pripomoček	افادیت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
atentat	قتل	atentat	قتل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komunistično	اشتراکی	komunističen	اشتراکی	ADJ;NOM;NEUT;SG	ADJ
hrup	صوت	hrup	صوت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
hrup	آواز	hrup	آواز	N;NOM;MASC;SG	N;NOM;FEM;SG;3
hrup	صوت	hrup	صوت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
hrup	شور	hrup	شور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
suverenost	برتری	suverenost	برتری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
suverenost	اقتدار	suverenost	اقتدار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
mraz	جوش	mraz	جوش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mraz	جذبہ	mraz	جذبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mraz	مہر	mraz	مہر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mraz	زکام	mraz	زکام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mraz	یکلخت	mraz	یکلخت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mraz	جوش	mraz	جوش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mraz	سرد	mraz	سرد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mraz	جذبہ	mraz	جذبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mraz	نزلہ	mraz	نزلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mraz	مہر	mraz	مہر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mraz	زکام	mraz	زکام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mraz	یکلخت	mraz	یکلخت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
izmenjave	افراد	izmenjava	فرد	N;NOM;FEM;PL	N;NOM;MASC;PL;3
hudič	شخص	hudič	شخص	N;NOM;MASC;SG	N;NOM;MASC;SG;3
hudič	شر	hudič	شر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
hudič	شیطان	hudič	شیطان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
francoščina	سوئزرلینڈ	francoščina	سوئزرلینڈ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
počitnice	تعطیلات	počitnice	تعطیل	N;NOM;FEM;PL	N;NOM;MASC;PL;3
priljubljenost	شہرت	priljubljenost	شہرت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
priljubljenost	شہرت	priljubljenost	شہرت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
priljubljenost	مقبولیت	priljubljenost	مقبولیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
relativna	اضافی	relativen	اضافی	ADJ;NOM;FEM;SG	ADJ
relativna	متعلقہ	relativen	متعلقہ	ADJ;NOM;FEM;SG	ADJ
relativna	اضافی	relativen	اضافی	ADJ;NOM;FEM;SG	ADJ
relativna	متعلقہ	relativen	متعلقہ	ADJ;NOM;FEM;SG	ADJ
morilec	قاتل	morilec	قاتل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rastlinski	نباتی	rastlinski	نباتی	ADJ;NOM;MASC;PL	ADJ
inštruktor	ہدایت	inštruktor	ہدایت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
inštruktor	استاد	inštruktor	استاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dejanski	صحیح	dejanski	صحیح	ADJ;NOM;MASC;SG	ADJ
