एक	ühe	एक	üks	NUM	NUM;GEN;SG
रीढ़	selgroog	रीढ़	selg_roog	N;NOM;FEM;SG;3	N;NOM;SG
आयुर्विज्ञान	meditsiin	आयुर्विज्ञान	meditsiin	N;NOM;FEM;SG;3	N;NOM;SG
अनुमोदन	heakskiit	अनुमोदन	heaks_kiit	N;NOM;MASC;SG;3	N;NOM;SG
अनुमोदन	heakskiitmine	अनुमोदन	heaks_kiitmine	N;NOM;MASC;SG;3	N;NOM;SG
सूअर	siga	सूअर	siga	N;NOM;MASC;SG;3	N;NOM;SG
सूअर	põrsas	सूअर	põrsas	N;NOM;MASC;SG;3	N;NOM;SG
पोत	anum	पोत	anum	N;NOM;MASC;SG;3	N;NOM;SG
पोत	laev	पोत	laev	N;NOM;MASC;SG;3	N;NOM;SG
पोत	alus	पोत	alus	N;NOM;MASC;SG;3	N;NOM;SG
मोटाई	paksus	मोटाई	paksus	N;NOM;FEM;SG;3	N;NOM;SG
बीजगणित	algebra	बीजगणित	algebra	N;NOM;MASC;SG;3	N;NOM;SG
सपने	unistused	सपना	unistus	N;NOM;MASC;PL;3	N;NOM;PL
सपने	unenäod	सपना	une_nägu	N;NOM;MASC;PL;3	N;NOM;PL
वॉल	müür	वॉल	müür	N;NOM;MASC;SG;3	N;NOM;SG
वॉल	sein	वॉल	sein	N;NOM;MASC;SG;3	N;NOM;SG
महत्ता	olulisus	महत्ता	olulisus	N;NOM;FEM;SG;3	N;NOM;SG
महत्ता	tähtsus	महत्ता	tähtsus	N;NOM;FEM;SG;3	N;NOM;SG
मैनेजर	manager	मैनेजर	manager	N;NOM;MASC;SG;3	N;NOM;SG
मैनेजर	juhataja	मैनेजर	juhataja	N;NOM;MASC;SG;3	N;NOM;SG
मैनेजर	haldur	मैनेजर	haldur	N;NOM;MASC;SG;3	N;NOM;SG
पाइप	toru	पाइप	toru	N;NOM;MASC;SG;3	N;NOM;SG
पाइप	piip	पाइप	piip	N;NOM;MASC;SG;3	N;NOM;SG
त्रिभुज	eagle	त्रिभुज	eagle	N;NOM;MASC;SG;3	N;NOM;SG
त्रिभुज	kotkas	त्रिभुज	kotkas	N;NOM;MASC;SG;3	N;NOM;SG
त्रिभुज	kolmnurk	त्रिभुज	kolm_nurk	N;NOM;MASC;SG;3	N;NOM;SG
खलनायक	kurikael	खलनायक	kurikael	N;NOM;MASC;SG;3	N;NOM;SG
रूम	ruum	रूम	ruum	N;NOM;MASC;SG;3	N;NOM;SG
रूम	tuba	रूम	tuba	N;NOM;MASC;SG;3	N;NOM;SG
जज	kohtunik	जज	kohtunik	N;NOM;MASC;SG;3	N;NOM;SG
व्यवसायिक	elukutse	व्यवसायिक	elu_kutse	N;NOM;MASC;SG;3	N;NOM;SG
व्यवसायिक	kutseala	व्यवसायिक	kutse_ala	N;NOM;MASC;SG;3	N;NOM;SG
डालर	dollar	डालर	dollar	N;NOM;MASC;SG;3	N;NOM;SG
निशाना	eesmärk	निशाना	ees_märk	N;NOM;MASC;SG;3	N;NOM;SG
निशाना	siht	निशाना	siht	N;NOM;MASC;SG;3	N;NOM;SG
निशाना	märklaud	निशाना	märk_laud	N;NOM;MASC;SG;3	N;NOM;SG
निशाना	target	निशाना	targe	N;NOM;MASC;SG;3	N;NOM;SG
निशाना	sihtmärk	निशाना	siht_märk	N;NOM;MASC;SG;3	N;NOM;SG
ईस्टर	lihavõtte	ईस्टर	liha_võte	N;NOM;MASC;SG;3	N;NOM;SG
राउंड	voor	राउंड	voor	N;NOM;MASC;SG;3	N;NOM;SG
रोमांटिक	romantik	रोमांटिक	romantik	N;NOM;MASC;SG;3	N;NOM;SG
गेंदबाज	keeglimängija	गेँदबाज	keegli_mängija	N;NOM;MASC;SG;3	N;NOM;SG
जन्मदिन	sünnipäev	जन्मदिन	sünni_päev	N;NOM;MASC;SG;3	N;NOM;SG
सूप	supp	सूप	supp	N;NOM;MASC;SG;3	N;NOM;SG
उठता	tõuse	उठ	tõusma	V;IPFV;MASC;SG;V.PTCP;ACT	V;IMP;SG;2;PRS;FIN;ACT
मैट्रिक्स	matrix	मैट्रिक्स	matrix	N;NOM;MASC;SG;3	N;NOM;SG
क्षुद्रग्रह	asteroid	क्षुद्रग्रह	astero	N;NOM;MASC;SG;3	N;NOM;SG
आसमान	sky	आसमान	sky	N;NOM;MASC;SG;3	N;NOM;SG
मिनी	mini	मिनी	mini	N;NOM;MASC;SG;3	N;NOM;SG
क्रियाएँ	tegevused	क्रिया	tegevus	N;NOM;FEM;PL;3	N;NOM;PL
क्रियाएँ	tegevusalad	क्रिया	tegevus_ala	N;NOM;FEM;PL;3	N;NOM;PL
क्रियाएँ	tegusõnad	क्रिया	tegusõn	N;NOM;FEM;PL;3	N;NOM;PL
क्रियाएँ	toimingud	क्रिया	toiming	N;NOM;FEM;PL;3	N;NOM;PL
क्रियाएँ	meetmed	क्रिया	meede	N;NOM;FEM;PL;3	N;NOM;PL
क्रियाएँ	tegevused	क्रिया	tegevus	N;NOM;FEM;PL;3	N;NOM;PL
क्रियाएँ	teod	क्रिया	tegu	N;NOM;FEM;PL;3	N;NOM;PL
सुविधाजनक	mugav	सुविधाजनक	mugav	ADJ	ADJ;NOM;SG
फेसबुक	facebook	फेसबुक	facebook	N;NOM;MASC;SG;3	N;NOM;SG
चोर	varas	चोर	varas	N;NOM;MASC;SG;3	N;NOM;SG
कमेटी	komitee	कमेटी	komitee	N;NOM;FEM;SG;3	N;NOM;SG
मौजूदगी	kohalolek	मौजूदगी	kohal_olek	N;NOM;FEM;SG;3	N;NOM;SG
दोस्ती	sõprus	दोस्ती	sõprus	N;NOM;FEM;SG;3	N;NOM;SG
पंप	pumba	पंप	pump	N;NOM;MASC;SG;3	N;NOM;SG
पंप	pump	पंप	pump	N;NOM;MASC;SG;3	N;NOM;SG
दाने	terad	दाना	tera	N;NOM;MASC;PL;3	N;NOM;PL
एयरबस	airbus	एयरबस	airbuma	N;NOM;MASC;SG;3	N;NOM;SG
विचलन	hälve	विचलन	hälv	N;NOM;MASC;SG;3	N;NOM;SG
विचलन	kõrvalekalle	विचलन	kõrvale_kalle	N;NOM;MASC;SG;3	N;NOM;SG
होस्ट	peremees	होस्ट	pere_mees	N;NOM;MASC;SG;3	N;NOM;SG
होस्ट	võõrustaja	होस्ट	võõrustaja	N;NOM;MASC;SG;3	N;NOM;SG
होस्ट	saatejuht	होस्ट	saate_juht	N;NOM;MASC;SG;3	N;NOM;SG
जवान	noored	जवान	noor	N;NOM;MASC;PL;3	N;NOM;PL
टैक्सी	takso	टैक्सी	takso	N;NOM;FEM;SG;3	N;NOM;SG
टैक्सी	kabiin	टैक्सी	kabiin	N;NOM;FEM;SG;3	N;NOM;SG
टैक्सी	takso	टैक्सी	takso	N;NOM;FEM;SG;3	N;NOM;SG
सूरा	peatükk	सूरा	pea_tükk	N;NOM;MASC;SG;3	N;NOM;SG
सूरा	sura	सूरा	sura	N;NOM;MASC;SG;3	N;NOM;SG
गार्ड	valvur	गार्ड	valvur	N;NOM;MASC;SG;3	N;NOM;SG
रेलमार्ग	raudtee	रेलमार्ग	raud_tee	N;NOM;MASC;SG;3	N;NOM;SG
गेहूं	nisu	गेहूँ	nisu	N;NOM;MASC;SG;3	N;NOM;SG
फेडरेशन	föderatsioon	फेडरेशन	föderatsioon	N;NOM;MASC;SG;3	N;NOM;SG
रस्सी	nöör	रस्सी	nöör	N;NOM;FEM;SG;3	N;NOM;SG
रस्सी	köis	रस्सी	köima	N;NOM;FEM;SG;3	N;NOM;SG
क्रीम	koor	क्रीम	koor	N;NOM;FEM;SG;3	N;NOM;SG
क्रीम	kreem	क्रीम	kreem	N;NOM;FEM;SG;3	N;NOM;SG
क्रीम	koort	क्रीम	koort	N;NOM;FEM;SG;3	N;NOM;SG
परेड	paraad	परेड	paras	N;NOM;FEM;SG;3	N;NOM;SG
शुद्धता	täpsus	शुद्धता	täpsus	N;NOM;FEM;SG;3	N;NOM;SG
रचनाकार	kirjutaja	रचनाकार	kirjutaja	N;NOM;MASC;SG;3	N;NOM;SG
रचनाकार	kirjanik	रचनाकार	kirjanik	N;NOM;MASC;SG;3	N;NOM;SG
अंगूर	viinamarja	अंगूर	viina_mari	N;NOM;MASC;SG;3	N;NOM;SG
युवावस्था	noorus	युवावस्था	noorus	N;NOM;FEM;SG;3	N;NOM;SG
स्टाइल	stiil	स्टाइल	stiil	N;NOM;MASC;SG;3	N;NOM;SG
ढांचा	kaader	ढांचा	kaader	N;NOM;MASC;SG;3	N;NOM;SG
ढांचा	raam	ढांचा	raam	N;NOM;MASC;SG;3	N;NOM;SG
ढांचा	struktuur	ढांचा	struktuur	N;NOM;MASC;SG;3	N;NOM;SG
ढांचा	ülesehitus	ढांचा	üle_sehitus	N;NOM;MASC;SG;3	N;NOM;SG
मजदूरी	palk	मजदूरी	palk	N;NOM;FEM;SG;3	N;NOM;SG
मजदूरी	töötasu	मजदूरी	töö_tasu	N;NOM;FEM;SG;3	N;NOM;SG
विस्थापन	veeväljasurve	विस्थापन	vee_välja_surve	N;NOM;MASC;SG;3	N;NOM;SG
सामंजस्य	harmoonia	सामंजस्य	harmoonia	N;NOM;MASC;SG;3	N;NOM;SG
पैक	pakend	पैक	pakend	N;NOM;MASC;SG;3	N;NOM;SG
पैक	pakk	पैक	pakk	N;NOM;MASC;SG;3	N;NOM;SG
पिक्चर	pilt	पिक्चर	pilt	N;NOM;MASC;SG;3	N;NOM;SG
पिक्चर	pixar	पिक्चर	pixar	N;NOM;MASC;SG;3	N;NOM;SG
गर्भपात	abort	गर्भपात	abort	N;NOM;MASC;SG;3	N;NOM;SG
प्रकोप	raev	प्रकोप	raev	N;NOM;MASC;SG;3	N;NOM;SG
पुजारी	preester	पुजारी	preester	N;NOM;MASC;SG;3	N;NOM;SG
प्लेस	koht	प्लेस	koht	N;NOM;FEM;SG;3	N;NOM;SG
एनीमेशन	optimeerimine	एनीमेशन	optimeeri=mine	N;NOM;MASC;SG;3	N;NOM;SG
ज्वार	sorgo	ज्वार	sorgo	N;NOM;MASC;SG;3	N;NOM;SG
समस्याएँ	probleemid	समस्या	probleem	N;NOM;FEM;PL;3	N;NOM;PL
समस्याएँ	küsimused	समस्या	küsimus	N;NOM;FEM;PL;3	N;NOM;PL
मित्रता	sõprus	मित्रता	sõprus	N;NOM;FEM;SG;3	N;NOM;SG
विश्वसनीयता	usaldusväärsus	विश्वसनीयता	usaldus_väärsus	N;NOM;FEM;SG;3	N;NOM;SG
विश्वसनीयता	usaldusväärsus	विश्वसनीयता	usaldus_väärsus	N;NOM;FEM;SG;3	N;NOM;SG
स्तुति	kiitus	स्तुति	kiitus	N;NOM;FEM;SG;3	N;NOM;SG
कैप्टन	kapten	कैप्टन	kapten	N;NOM;MASC;SG;3	N;NOM;SG
कुत्ता	koer	कुत्ता	koer	N;NOM;MASC;SG;3	N;NOM;SG
जड़ें	juured	जड़	juur	N;NOM;FEM;PL;3	N;NOM;PL
इमाम	imaam	इमाम	imaam	N;NOM;MASC;SG;3	N;NOM;SG
सिस्टम्स	süsteemid	सिस्टम	süsteem	N;NOM;MASC;PL;3	N;NOM;PL
चलना	jalutades	चल	jalutama	V;MASC;NFIN;ACT	V;V.CVB
चलना	jalutamas	चल	jalutama	V;MASC;NFIN;ACT	V;IN+ESS;V.CVB;ACT
चलना	kõnnib	चल	kõndima	V;MASC;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
चलना	kõnni	चल	kõndima	V;MASC;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
औचित्य	õigustus	औचित्य	õigustus	N;NOM;MASC;SG;3	N;NOM;SG
औचित्य	selgitus	औचित्य	selgitus	N;NOM;MASC;SG;3	N;NOM;SG
औचित्य	põhjendus	औचित्य	põhjendus	N;NOM;MASC;SG;3	N;NOM;SG
रूपक	metafoor	रूपक	metafoor	N;NOM;MASC;SG;3	N;NOM;SG
नौका	jaht	नौका	jaht	N;NOM;FEM;SG;3	N;NOM;SG
नौका	paat	नौका	paat	N;NOM;FEM;SG;3	N;NOM;SG
निपटान	kõrvaldamine	निपटान	kõrvaldamine	N;NOM;MASC;SG;3	N;NOM;SG
निपटान	asula	निपटान	asul	N;NOM;MASC;SG;3	N;NOM;SG
साईट	ala	साईट	ala	N;NOM;FEM;SG;3	N;NOM;SG
अभिगम	juurdepääs	अभिगम	juurde_pääs	N;NOM;MASC;SG;3	N;NOM;SG
अभिगम	ligipääs	अभिगम	ligi_pääs	N;NOM;MASC;SG;3	N;NOM;SG
मंत्रिमंडल	kapp	मंत्रिमंडल	kapp	N;NOM;MASC;SG;3	N;NOM;SG
ट्विटर	twitter	ट्विटर	twitter	N;NOM;MASC;SG;3	N;NOM;SG
पतला	kõhn	पतला	kõhn	ADJ;NOM;MASC;SG	ADJ;NOM;SG
पतला	õhuke	पतला	õhuke	ADJ;NOM;MASC;SG	ADJ;NOM;SG
पतला	peenike	पतला	peenike	ADJ;NOM;MASC;SG	ADJ;NOM;SG
न्यूज	news	न्यूज	news	N;NOM;FEM;SG;3	N;NOM;SG
न्यूज	uudis	न्यूज	uudis	N;NOM;FEM;SG;3	N;NOM;SG
फौज	armee	फौज	armee	N;NOM;FEM;SG;3	N;NOM;SG
फौज	sõjavägi	फौज	sõja_vägi	N;NOM;FEM;SG;3	N;NOM;SG
निकास	väljumine	निकास	väljumine	N;NOM;MASC;SG;3	N;NOM;SG
निकास	väljapääs	निकास	välja_pääs	N;NOM;MASC;SG;3	N;NOM;SG
मालिश	massaaž	मालिश	massaaž	N;NOM;MASC;SG;3	N;NOM;SG
क्वार्टर	kvartal	क्वार्टर	kvartal	N;NOM;MASC;SG;3	N;NOM;SG
कवक	seen	कवक	seen	N;NOM;MASC;SG;3	N;NOM;SG
क्षतिपूर्ति	hüvitis	क्षतिपूर्ति	hüvitis	N;NOM;FEM;SG;3	N;NOM;SG
क्षतिपूर्ति	hüvitamine	क्षतिपूर्ति	hüvitamine	N;NOM;FEM;SG;3	N;NOM;SG
रजिस्टर	register	रजिस्टर	register	N;NOM;MASC;SG;3	N;NOM;SG
सन्धि	leping	सन्धि	leping	N;NOM;FEM;SG;3	N;NOM;SG
सन्धि	asutamisleping	सन्धि	asutamis_leping	N;NOM;FEM;SG;3	N;NOM;SG
चमत्कार	ime	चमत्कार	ime	N;NOM;MASC;SG;3	N;NOM;SG
गोला	kera	गोला	kera	N;NOM;MASC;SG;3	N;NOM;SG
उत्तेजना	erutus	उत्तेजना	erutus	N;NOM;FEM;SG;3	N;NOM;SG
विमानन	lennundus	विमानन	lennundus	N;NOM;MASC;SG;3	N;NOM;SG
वायरलेस	traadita	वायरलेस	traat	N;NOM;MASC;SG;3	N;NOM;SG
टुकड़ा	fragment	टुकडा	fragment	N;NOM;MASC;SG;3	N;NOM;SG
टुकड़ा	tükk	टुकडा	tükk	N;NOM;MASC;SG;3	N;NOM;SG
टुकड़ा	viil	टुकडा	viil	N;NOM;MASC;SG;3	N;NOM;SG
लेफ्टिनेंट	leitnant	लेफ्टिनेंट	leitnant	N;NOM;MASC;SG;3	N;NOM;SG
अपोलो	apollo	अपोलो	apollo	N;NOM;MASC;SG;3	N;NOM;SG
हाइब्रिड	hübriid	हाइब्रिड	hübriid	N;NOM;MASC;SG;3	N;NOM;SG
बलात्कार	vägistamine	बलात्कार	vägistamine	N;NOM;MASC;SG;3	N;NOM;SG
कथाएं	lood	कथाएं	lugu	N;NOM;FEM;PL;3	N;NOM;PL
सजावट	dekoratsioon	सजावट	dekoratsioon	N;NOM;FEM;SG;3	N;NOM;SG
हिमनद	liustik	हिमनद	liustik	N;NOM;MASC;SG;3	N;NOM;SG
इन्टरनेट	internet	इन्टरनेट	internet	N;NOM;MASC;SG;3	N;NOM;SG
उर्वरक	väetis	उर्वरक	väetma	N;NOM;MASC;SG;3	N;NOM;SG
अनुवादक	tõlk	अनुवादक	tõlk	N;NOM;MASC;SG;3	N;NOM;SG
अनुवादक	tõlkija	अनुवादक	tõlkija	N;NOM;MASC;SG;3	N;NOM;SG
अनुवादक	translators	अनुवादक	translators	N;NOM;MASC;SG;3	N;NOM;SG
शोक	leina	शोक	leinma	N;NOM;MASC;SG;3	N;NOM;SG
उपसर्ग	prefiks	उपसर्ग	prefiks	N;NOM;MASC;SG;3	N;NOM;SG
दिलचस्प	huvitav	दिलचस्प	huvitav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
आँखें	silmad	आँख	silm	N;NOM;FEM;PL;3	N;NOM;PL
पुनर्गठन	ümberkorraldamine	पुनर्गठन	ümber_korraldamine	N;NOM;MASC;SG;3	N;NOM;SG
घुटने	põlv	घुटना	põlv	N;NOM;MASC;SG;3	N;NOM;SG
कम्प्यूटिंग	informaatika	कम्प्यूटिंग	informaatika	N;NOM;FEM;SG;3	N;NOM;SG
डेस्कटॉप	töölaua	डेस्कटॉप	töö_laud	N;NOM;MASC;SG;3	N;NOM;SG
डेस्कटॉप	töölaud	डेस्कटॉप	töö_laud	N;NOM;MASC;SG;3	N;NOM;SG
जीती	võitis	जीत	võitma	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
डीजल	diisel	डीजल	diinel	N;NOM;MASC;SG;3	N;NOM;SG
तेरह	kolmteist	तेरह	kolm_teist	NUM	NUM;NOM;SG
स्पिन	spin	स्पिन	spin	N;NOM;MASC;SG;3	N;NOM;SG
स्पिन	pinti	स्पिन	pint	N;NOM;MASC;SG;3	N;NOM;SG
फ्रैंकफर्ट	frankfurt	फ्रैंकफर्ट	frankfurt	N;NOM;MASC;SG;3	N;NOM;SG
स्टेज	lava	स्टेज	lava	N;NOM;MASC;SG;3	N;NOM;SG
स्टेज	staadium	स्टेज	staadium	N;NOM;MASC;SG;3	N;NOM;SG
स्टेज	etapp	स्टेज	etapp	N;NOM;MASC;SG;3	N;NOM;SG
निष्ठा	pühendumus	निष्ठा	pühendumus	N;NOM;FEM;SG;3	N;NOM;SG
निष्ठा	pühendumus	निष्ठा	pühendumus	N;NOM;FEM;SG;3	N;NOM;SG
अंतरण	vahekaugus	अंतरण	vahe_kaug	N;NOM;MASC;SG;3	N;NOM;SG
इंटरफ़ेस	liides	इंटरफ़ेस	liides	N;NOM;MASC;SG;3	N;NOM;SG
कैल्सियम	kaltsium	कैल्सियम	kaltsium	N;NOM;MASC;SG;3	N;NOM;SG
कथाकार	jutuvestja	कथाकार	jutuvestja	N;NOM;MASC;SG;3	N;NOM;SG
बंधक	pantvang	बंधक	pantvang	N;NOM;MASC;SG;3	N;NOM;SG
बंधक	hüpoteek	बंधक	hüpoteek	N;NOM;MASC;SG;3	N;NOM;SG
पटल	paneel	पटल	paneel	N;NOM;MASC;SG;3	N;NOM;SG
प्रत्यारोपण	siirdamine	प्रत्यारोपण	siirdamine	N;NOM;MASC;SG;3	N;NOM;SG
प्रत्यारोपण	siirdamine	प्रत्यारोपण	siirdamine	N;NOM;MASC;SG;3	N;NOM;SG
व्यवसायी	ärimees	व्यवसायी	äri_mees	N;NOM;MASC;SG;3	N;NOM;SG
नकद	sularaha	नकद	sula_raha	N;NOM;MASC;SG;3	N;NOM;SG
नकद	cash	नकद	cash	N;NOM;MASC;SG;3	N;NOM;SG
समीक्षक	ülevaataja	समीक्षक	üle_vaataja	N;NOM;MASC;SG;3	N;NOM;SG
आभूषण	ehted	आभूषण	ehe	N;NOM;MASC;PL;3	N;NOM;PL
आभूषण	ehted	आभूषण	ehe	N;NOM;MASC;PL;3	N;NOM;PL
लड़ाकू	võitleja	लड़ाकू	võitleja	N;NOM;MASC;SG;3	N;NOM;SG
चार्टर	harta	चार्टर	hartma	N;NOM;MASC;SG;3	N;NOM;SG
उत्प्रेरक	katalüsaator	उत्प्रेरक	katalüsaator	N;NOM;MASC;SG;3	N;NOM;SG
कठोरता	jäikus	कठोरता	jäikus	N;NOM;FEM;SG;3	N;NOM;SG
कठोरता	kõvadus	कठोरता	kõvadus	N;NOM;FEM;SG;3	N;NOM;SG
तीर	nool	तीर	nool	N;NOM;MASC;SG;3	N;NOM;SG
स्टेम	varre	स्टेम	vars	N;NOM;MASC;SG;3	N;NOM;SG
स्टेम	tüvi	स्टेम	tüvi	N;NOM;MASC;SG;3	N;NOM;SG
रोकता	takistab	रोक	takistama	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
रोकता	väldib	रोक	vältima	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
डेक	teki	डेक	tekk	N;NOM;MASC;SG;3	N;NOM;SG
डेक	tekk	डेक	tekk	N;NOM;MASC;SG;3	N;NOM;SG
निर्वात	vaakum	निर्वात	vaakum	N;NOM;MASC;SG;3	N;NOM;SG
आपातकाल	hädaolukord	आपातकाल	häda_olu_kord	N;NOM;MASC;SG;3	N;NOM;SG
इरादे	kavatsus	इरादा	kavatsus	N;NOM;MASC;SG;3	N;NOM;SG
लेग	jalg	लेग	jalg	N;NOM;MASC;SG;3	N;NOM;SG
कालक्रम	kronoloogia	कालक्रम	kronoloogia	N;NOM;MASC;SG;3	N;NOM;SG
प्रोफ़ाइल	profiil	प्रोफ़ाइल	profiil	N;NOM;MASC;SG;3	N;NOM;SG
घृणा	vihkamine	घृणा	vihkamine	N;NOM;FEM;SG;3	N;NOM;SG
घृणा	viha	घृणा	viha	N;NOM;FEM;SG;3	N;NOM;SG
घृणा	vihkamine	घृणा	vihkamine	N;NOM;FEM;SG;3	N;NOM;SG
घृणा	põlgus	घृणा	põlg	N;NOM;FEM;SG;3	N;NOM;SG
चिकन	kana	चिकन	kana	N;NOM;MASC;SG;3	N;NOM;SG
बर्बरता	vandalism	बर्बरता	vandalism	N;NOM;FEM;SG;3	N;NOM;SG
विशेषाधिकार	privileeg	विशेषाधिकार	privileeg	N;NOM;MASC;SG;3	N;NOM;SG
विशेषाधिकार	eesõigus	विशेषाधिकार	eesõigus	N;NOM;MASC;SG;3	N;NOM;SG
स्वच्छता	puhtus	स्वच्छता	puhtus	N;NOM;FEM;SG;3	N;NOM;SG
आखिरकार	lõpuks	आखिरकार	lõpuks	ADV	ADV
पंचांग	kalender	पंचांग	kalender	N;NOM;MASC;SG;3	N;NOM;SG
प्रोफ़ेसर	professor	प्रोफ़ेसर	professor	N;NOM;MASC;SG;3	N;NOM;SG
शेफ़ील्ड	sheffield	शेफ़ील्ड	sheffield	N;NOM;MASC;SG;3	N;NOM;SG
सुर	sur	सुर	sur	N;NOM;MASC;SG;3	N;NOM;SG
निष्पक्ष	erapooletu	निष्पक्ष	era_pooletu	ADJ	ADJ;NOM;SG
निष्पक्ष	neutraalne	निष्पक्ष	neutraalne	ADJ	ADJ;NOM;SG
निष्पक्ष	erapooletu	निष्पक्ष	era_pooletu	ADJ	ADJ;NOM;SG
अमीनो	amino	अमीनो	amino	N;NOM;MASC;SG;3	N;NOM;SG
प्रविष्टि	kirje	प्रविष्टि	kirje	N;NOM;FEM;SG;3	N;NOM;SG
प्रविष्टि	sissekanne	प्रविष्टि	sisse_kanne	N;NOM;FEM;SG;3	N;NOM;SG
प्रविष्टि	sisenemine	प्रविष्टि	sisenemine	N;NOM;FEM;SG;3	N;NOM;SG
निमंत्रण	kutse	निमंत्रण	kutse	N;NOM;MASC;SG;3	N;NOM;SG
नकदी	sularaha	नकदी	sula_raha	N;NOM;FEM;SG;3	N;NOM;SG
नकदी	cash	नकदी	cash	N;NOM;FEM;SG;3	N;NOM;SG
ज्यामितीय	geomeetria	ज्यामितीय	geomeetria	N;NOM;MASC;SG;3	N;NOM;SG
निराशा	pettumus	निराशा	pettumus	N;NOM;FEM;SG;3	N;NOM;SG
दरवाजा	uks	दरवाजा	uks	N;NOM;MASC;SG;3	N;NOM;SG
फिल्मांकन	filmimine	फिल्मांकन	filmimine	N;NOM;MASC;SG;3	N;NOM;SG
धोखाधड़ी	pettus	धोखाधड़ी	pettuma	N;NOM;FEM;SG;3	N;NOM;SG
धोखाधड़ी	petis	धोखाधड़ी	petma	N;NOM;FEM;SG;3	N;NOM;SG
प्रिंट	trükkimine	प्रिंट	trükkimine	N;NOM;MASC;SG;3	N;NOM;SG
प्रिंट	trüki	प्रिंट	trükk	N;NOM;MASC;SG;3	N;NOM;SG
गली	tänav	गली	tänav	N;NOM;FEM;SG;3	N;NOM;SG
गिरफ्तारी	vahistamine	गिरफ्तारी	vahistamine	N;NOM;FEM;SG;3	N;NOM;SG
दबाने	vajutades	दबा	vajutama	V;NFIN;ACT	V;V.CVB
बंदर	ahv	बंदर	ahv	N;NOM;MASC;SG;3	N;NOM;SG
बंदर	pärdik	बंदर	pärdik	N;NOM;MASC;SG;3	N;NOM;SG
रास	ras	रास	ras	N;NOM;MASC;SG;3	N;NOM;SG
रास	nirk	रास	nirk	N;NOM;MASC;SG;3	N;NOM;SG
घात	varitsus	घात	varitsus	N;NOM;MASC;SG;3	N;NOM;SG
सीनेट	senat	सीनेट	senat	N;NOM;MASC;SG;3	N;NOM;SG
पारदर्शी	läbipaistev	पारदर्शी	läbi_paistev	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
पारदर्शी	läbipaistev	पारदर्शी	läbi_paistev	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
रेशे	siid	रेशा	siid	N;NOM;MASC;SG;3	N;NOM;SG
खिड़की	aken	खिड़की	aken	N;NOM;FEM;SG;3	N;NOM;SG
आतंक	terrori	आतंक	terror	N;NOM;MASC;SG;3	N;NOM;SG
आतंक	terrorism	आतंक	terrorism	N;NOM;MASC;SG;3	N;NOM;SG
नर्तकी	baleriin	नर्तकी	baleriin	N;NOM;FEM;SG;3	N;NOM;SG
नर्तकी	tantsija	नर्तकी	tantsija	N;NOM;FEM;SG;3	N;NOM;SG
ईथर	eeter	ईथर	eeter	N;NOM;MASC;SG;3	N;NOM;SG
पढ़े	loe	पढ़े	lugema	V;PFV;MASC;SG;FIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
पढ़े	loeb	पढ़े	lugema	V;PFV;MASC;SG;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
मोटर्स	mootorid	मोटर	mootor	N;NOM;FEM;PL;3	N;NOM;PL
पियानो	klaver	पियानो	klaver	N;NOM;MASC;SG;3	N;NOM;SG
अप्रत्याशित	ootamatu	अप्रत्याशित	ootamatu	ADJ	ADJ;NOM;SG
असफलता	ebaõnnestumine	असफलता	eba_õnnestumine	N;NOM;FEM;SG;3	N;NOM;SG
असफलता	rike	असफलता	rike	N;NOM;FEM;SG;3	N;NOM;SG
असफलता	tõrge	असफलता	tõrge	N;NOM;FEM;SG;3	N;NOM;SG
असफलता	läbikukkumine	असफलता	läbi_kukkumine	N;NOM;FEM;SG;3	N;NOM;SG
फॉर्म	vorm	फॉर्म	vorm	N;NOM;MASC;SG;3	N;NOM;SG
मुद्रास्फीति	inflatsioon	मुद्रास्फीति	inflatsioon	N;NOM;FEM;SG;3	N;NOM;SG
ग्रीवा	emakakaela	ग्रीवा	emaka_kael	N;NOM;MASC;SG;3	N;NOM;SG
कमजोरी	nõrkus	कमजोरी	nõrkus	N;NOM;FEM;SG;3	N;NOM;SG
सर्जन	kirurg	सर्जन	kirurg	N;NOM;MASC;SG;3	N;NOM;SG
हीमोग्लोबिन	hemoglobiin	हीमोग्लोबिन	hemo_globiin	N;NOM;MASC;SG;3	N;NOM;SG
गोबर	sõnnik	गोबर	sõnnik	N;NOM;MASC;SG;3	N;NOM;SG
डालना	vala	डाल	valama	V;MASC;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
डालना	kalla	डाल	kallas	V;MASC;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
