den	la	den	él	PRO;ACC;MASC+FEM;SG;3	PRO;ACC;FEM;SG;3
åbner	abre	åbne	abrir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
åbner	abriendo	åbne	abrir	V;IND;PRS;FIN;ACT	V;V.MSDR
åbner	abrir	åbne	abrir	V;IND;PRS;FIN;ACT	V;NFIN
pause	break	pause	break	N;INDF;MASC+FEM;SG	N;MASC;SG
pause	descanso	pause	descanso	N;INDF;MASC+FEM;SG	N;MASC;SG
pause	pausa	pause	pausa	N;INDF;MASC+FEM;SG	N;FEM;SG
foreninger	asociaciones	forening	asociación	N;INDF;MASC+FEM;PL	N;FEM;PL
finlands	finlandia	finland	finlandia	N;GEN;INDF;NEUT;SG	N;FEM;SG
sunget	cantó	sunge	cantar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
kopi	copia	kopi	copia	N;INDF;MASC+FEM;SG	N;FEM;SG
kopi	réplica	kopi	réplica	N;INDF;MASC+FEM;SG	N;FEM;SG
dyb	profundo	dyb	profundo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
dyb	profunda	dyb	profundo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
voldsomt	violentamente	voldsomt	violentamente	ADV	ADV
borgerlige	cívicas	borgerlig	cívico	ADJ;PL	ADJ;FEM;PL
borgerlige	cívicos	borgerlig	cívico	ADJ;PL	ADJ;MASC;PL
anmeldelse	notificación	anmeldelse	notificación	N;INDF;MASC+FEM;SG	N;FEM;SG
anmeldelse	examen	anmeldelse	examen	N;INDF;MASC+FEM;SG	N;MASC;SG
anmeldelse	revisión	anmeldelse	revisión	N;INDF;MASC+FEM;SG	N;FEM;SG
anmeldelse	reseña	anmeldelse	reseñar	N;INDF;MASC+FEM;SG	N;FEM;SG
himlen	cielo	himmel	cielo	N;DEF;MASC+FEM;SG	N;MASC;SG
himlen	heaven	himmel	heaven	N;DEF;MASC+FEM;SG	N;SG
himlen	cielo	himmel	cielo	N;DEF;MASC+FEM;SG	N;MASC;SG
himlen	sky	himmel	sky	N;DEF;MASC+FEM;SG	N
papir	paper	papir	paper	N;INDF;NEUT;SG	N
papir	ponencia	papir	ponencia	N;INDF;NEUT;SG	N;FEM;SG
papir	papel	papir	papel	N;INDF;NEUT;SG	N;MASC;SG
objekter	objetos	objekt	objeto	N;INDF;NEUT;PL	N;MASC;PL
adskilt	separar	adskille	separar	V;INDF;SG;PST;V.PTCP	V;NFIN
klosteret	monasterio	klostere	monasterio	N;DEF;NEUT;SG	N;MASC;SG
aksel	eje	aksel	eje	N;INDF;MASC+FEM;SG	N;MASC;SG
ånd	espíritu	ånd	espíritu	N;INDF;MASC+FEM;SG	N;MASC;SG
ånd	spirit	ånd	spirit	N;INDF;MASC+FEM;SG	N
ånd	espiritu	ånd	espiritu	N;INDF;MASC+FEM;SG	N;MASC;SG
hanne	hanne	hanne	hanne	N;INDF;MASC+FEM;SG	N;FEM;SG
iver	celo	iver	celo	N;INDF;MASC+FEM;SG	N;MASC;SG
iver	fervor	iver	fervor	N;INDF;MASC+FEM;SG	N;MASC;SG
iver	impaciencia	iver	impaciencia	N;INDF;MASC+FEM;SG	N;FEM;SG
iver	afán	iver	afán	N;INDF;MASC+FEM;SG	N;MASC;SG
kunstneriske	artísticas	kunstnerisk	artístico	ADJ;PL	ADJ;FEM;PL
kunstneriske	artísticos	kunstnerisk	artístico	ADJ;PL	ADJ;MASC;PL
begreber	nociones	begreb	noción	N;INDF;NEUT;PL	N;FEM;PL
begreber	conceptos	begreb	concepto	N;INDF;NEUT;PL	N;MASC;PL
begreber	nociones	begreb	noción	N;INDF;NEUT;PL	N;FEM;PL
glas	cristal	glas	cristal	N;INDF;NEUT;SG	N;MASC;SG
glas	vidrio	glas	vidrio	N;INDF;NEUT;SG	N;MASC;SG
glas	vaso	glas	vaso	N;INDF;NEUT;SG	N;MASC;SG
stranden	playa	strand	playa	N;DEF;MASC+FEM;SG	N;FEM;SG
castle	castillo	castle	castillo	N;INDF;MASC+FEM;SG	N;MASC;SG
churchill	churchill	churchill	churchill	N;INDF;MASC+FEM;SG	N;MASC;SG
udstillinger	exposiciones	udstilling	exposición	N;INDF;MASC+FEM;PL	N;FEM;PL
udstillinger	exhibiciones	udstilling	exhibición	N;INDF;MASC+FEM;PL	N;FEM;PL
udstillinger	exposiciones	udstilling	exposición	N;INDF;MASC+FEM;PL	N;FEM;PL
præsidenten	president	præsident	president	N;DEF;MASC+FEM;SG	N;MASC;SG
præsidenten	presidenta	præsident	presidenta	N;DEF;MASC+FEM;SG	N;FEM;SG
præsidenten	presidente	præsident	presidente	N;DEF;MASC+FEM;SG	N;MASC;SG
ødelægge	destruyan	ødelægge	destruir	V;NFIN;ACT	V;IMP;PL;3;FIN
ødelægge	destruye	ødelægge	destruir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
ødelægge	destruyen	ødelægge	destruir	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
ødelægge	destruir	ødelægge	destruir	V;NFIN;ACT	V;NFIN
ødelægge	arruinar	ødelægge	arruinar	V;NFIN;ACT	V;NFIN
overdraget	cedió	overdrage	ceder	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
kasper	kasper	kaspe	kasper	N;INDF;MASC+FEM;SG	N;MASC;SG
forkortelse	abreviatura	forkortelse	abreviatura	N;INDF;MASC+FEM;SG	N;FEM;SG
forkortelse	acrónimo	forkortelse	acrónimo	N;INDF;MASC+FEM;SG	N;MASC;SG
forkortelse	sigla	forkortelse	sigla	N;INDF;MASC+FEM;SG	N;FEM;SG
sedan	sedán	sedan	seden	N;INDF;MASC+FEM;SG	N;MASC;SG
sedan	sedan	sedan	sedar	N;INDF;MASC+FEM;SG	N;MASC;SG
barndom	niñez	barndom	niñez	N;INDF;MASC+FEM;SG	N;FEM;SG
barndom	infancia	barndom	infancia	N;INDF;MASC+FEM;SG	N;FEM;SG
lærere	profesores	lærer	profesor	N;INDF;MASC+FEM;PL	N;MASC;PL
lærere	docentes	lærer	docente	N;INDF;MASC+FEM;PL	N;PL
lærere	maestras	lærer	maestro	N;INDF;MASC+FEM;PL	N;FEM;PL
lærere	maestros	lærer	maestro	N;INDF;MASC+FEM;PL	N;MASC;PL
kommentar	comentario	kommentar	comentario	N;INDF;MASC+FEM;SG	N;MASC;SG
afhandlinger	tesis	afhandling	tesis	N;INDF;MASC+FEM;PL	N;FEM
dagbladet	periódico	dagblad	periódico	N;DEF;NEUT;SG	N;MASC;SG
dagbladet	periodico	dagblad	periodico	N;DEF;NEUT;SG	N;MASC;SG
nederste	inferior	ned	inferior	ADJ;DEF;RL	ADJ;SG
kød	carne	kød	carne	N;INDF;NEUT;SG	N;FEM;SG
krise	crisis	krise	crisis	N;INDF;MASC+FEM;SG	N;FEM
church	iglesia	church	iglesia	N;INDF;MASC+FEM;SG	N;FEM;SG
flytter	moviendo	flytte	mover	V;IND;PRS;FIN;ACT	V;V.MSDR
distrikter	barrios	distrikt	barrio	N;INDF;NEUT;PL	N;MASC;PL
distrikter	distritos	distrikt	distrito	N;INDF;NEUT;PL	N;MASC;PL
forestillinger	actuaciones	forestilling	actuación	N;INDF;MASC+FEM;PL	N;FEM;PL
forestillinger	representaciones	forestilling	representación	N;INDF;MASC+FEM;PL	N;FEM;PL
forestillinger	ideas	forestilling	idea	N;INDF;MASC+FEM;PL	N;FEM;PL
hjørne	corner	hjørne	corner	N;INDF;NEUT;SG	N;MASC;SG
hjørne	rincón	hjørne	rincón	N;INDF;NEUT;SG	N;MASC;SG
hjørne	esquina	hjørne	esquina	N;INDF;NEUT;SG	N;FEM;SG
kvalificeret	calificar	kvalificere	calificar	V;INDF;SG;PST;V.PTCP	V;NFIN
arrangementer	arreglos	arrangement	arreglo	N;INDF;NEUT;PL	N;MASC;PL
arrangementer	eventos	arrangement	evento	N;INDF;NEUT;PL	N;MASC;PL
arrangementer	acontecimientos	arrangement	acontecimiento	N;INDF;NEUT;PL	N;MASC;PL
liggende	mentir	ligge	mentir	V;PRS;V.PTCP	V;NFIN
liggende	mintiendo	ligge	mintender	V;PRS;V.PTCP	V;V.MSDR
rhinen	rin	rhin	rin	N;DEF;MASC+FEM;SG	N;MASC;SG
rhinen	rhin	rhin	rhin	N;DEF;MASC+FEM;SG	N;MASC;SG
kvindelig	femenino	kvindelig	femenino	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
sporet	pista	spor	pista	N;DEF;NEUT;SG	N;FEM;SG
sporet	track	spor	track	N;DEF;NEUT;SG	N;SG
sporet	atletismo	spor	atletismo	N;DEF;NEUT;SG	N;MASC;SG
sporet	sendero	spor	sendero	N;DEF;NEUT;SG	N;MASC;SG
sporet	rastro	spor	rastro	N;DEF;NEUT;SG	N;MASC;SG
lørdag	sábado	lørdag	sábado	N;INDF;MASC+FEM;SG	N
bevidst	consciente	bevidst	consciente	ADJ;INDF;SG	ADJ;SG
bevidst	conciente	bevidst	conciente	ADJ;INDF;SG	ADJ;SG
bevidst	intencional	bevidst	intencional	ADJ;INDF;SG	ADJ;SG
bevidst	intencionada	bevidst	intencionado	ADJ;INDF;SG	ADJ;FEM;SG;V.PTCP
bevidst	intencionado	bevidst	intencionado	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
busser	autocares	bus	autocar	N;INDF;MASC+FEM;PL	N;MASC;PL
busser	entrenadores	bus	entrenador	N;INDF;MASC+FEM;PL	N;MASC;PL
busser	ómnibus	bus	ómnibus	N;INDF;MASC+FEM;PL	N;MASC
busser	autobuses	bus	autobús	N;INDF;MASC+FEM;PL	N;MASC;PL
busser	buses	bus	bus	N;INDF;MASC+FEM;PL	N;MASC;PL
tilbud	ofertas	tilbud	oferta	N;INDF;NEUT;PL	N;FEM;PL
kampagnen	campaña	kampagne	campaña	N;DEF;MASC+FEM;SG	N;FEM;SG
fiktiv	ficticia	fiktiv	ficticia	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
fiktiv	ficticio	fiktiv	ficticio	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
fiktiv	ficticia	fiktiv	ficticia	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
fiktiv	ficticio	fiktiv	ficticio	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
bruxelles	bruselas	bruxelles	brusela	N;INDF;MASC+FEM;PL	N;FEM;PL
træning	formación	træning	formación	N;INDF;MASC+FEM;SG	N;FEM;SG
træning	adiestramiento	træning	adiestramiento	N;INDF;MASC+FEM;SG	N;MASC;SG
træning	entrenamiento	træning	entrenamiento	N;INDF;MASC+FEM;SG	N;MASC;SG
træning	capacitación	træning	capacitación	N;INDF;MASC+FEM;SG	N;FEM;SG
træning	práctica	træning	práctica	N;INDF;MASC+FEM;SG	N;FEM;SG
træning	entrenamiento	træning	entrenamiento	N;INDF;MASC+FEM;SG	N;MASC;SG
ilt	oxigeno	ilt	oxigeno	N;INDF;MASC+FEM;SG	N;MASC;SG
ilt	oxígeno	ilt	oxígeno	N;INDF;MASC+FEM;SG	N;MASC;SG
gennemsnit	promedio	gennemsnit	promedio	N;INDF;NEUT;SG	N;MASC;SG
gennemsnit	media	gennemsnit	media	N;INDF;NEUT;SG	N;FEM;SG
dybde	profundidad	dybde	profundidad	N;INDF;MASC+FEM;SG	N;FEM;SG
palæstina	palestino	palæstina	palestino	N;INDF;MASC+FEM;SG	N;MASC;SG
palæstina	palestino	palæstina	palestino	N;INDF;MASC+FEM;SG	N;MASC;SG
argument	argumento	argument	argumento	N;INDF;NEUT;SG	N;MASC;SG
argument	argumentación	argument	argumentación	N;INDF;NEUT;SG	N;FEM;SG
historikere	historiadores	historiker	historiador	N;INDF;MASC+FEM;PL	N;MASC;PL
etager	pisos	etage	piso	N;INDF;MASC+FEM;PL	N;MASC;PL
etager	suelos	etage	suelo	N;INDF;MASC+FEM;PL	N;MASC;PL
stuttgart	stuttgart	stuttgart	stuttgart	N;INDF;NEUT;SG	N;MASC;SG
vurdering	evaluación	vurdering	evaluación	N;INDF;MASC+FEM;SG	N;FEM;SG
vurdering	valoración	vurdering	valoración	N;INDF;MASC+FEM;SG	N;FEM;SG
vurdering	evaluación	vurdering	evaluación	N;INDF;MASC+FEM;SG	N;FEM;SG
stavanger	stavanger	stavanger	stavanger	N;INDF;MASC+FEM;SG	N;FEM;SG
filosofiske	filosóficas	filosofisk	filosófico	ADJ;PL	ADJ;FEM;PL
stub	muñón	stub	muñón	N;INDF;MASC+FEM;SG	N;MASC;SG
roosevelt	roosevelt	roosevelt	roosevelt	N;INDF;MASC+FEM;SG	N;SG
skak	ajedrez	skak	ajedrez	N;INDF;MASC+FEM;SG	N;MASC;SG
sejle	navegar	sejle	navegar	V;NFIN;ACT	V;NFIN
sejle	navegando	sejle	navegar	V;NFIN;ACT	V;V.MSDR
sejle	navegar	sejle	navegar	V;NFIN;ACT	V;NFIN
bokser	boxeador	bokse	boxeador	N;INDF;MASC+FEM;SG	N;MASC;SG
bokser	boxer	bokse	boxer	N;INDF;MASC+FEM;SG	N;MASC;SG
bokser	peleador	bokse	peleador	N;INDF;MASC+FEM;SG	N;MASC;SG
bokser	luchador	bokse	luchador	N;INDF;MASC+FEM;SG	N;MASC;SG
bokser	combatiente	bokse	combatiente	N;INDF;MASC+FEM;SG	N;SG
australsk	australiana	australsk	australiano	ADJ;INDF;SG	ADJ;FEM;SG
konsensus	consenso	konsensus	consenso	N;DEF;MASC+FEM;SG	N;MASC;SG
tusinde	millares	tusinde	millar	N;INDF;NEUT;PL	N;MASC;PL
venlig	amable	venlig	amable	ADJ;INDF;MASC+FEM;SG	ADJ;SG
venlig	amigable	venlig	amigable	ADJ;INDF;MASC+FEM;SG	ADJ;SG
venlig	amistoso	venlig	amistoso	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
venlig	amistosa	venlig	amistoso	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
kejserlige	imperiales	kejserlig	imperial	ADJ;PL	ADJ;PL
datteren	hija	datter	hija	N;DEF;MASC+FEM;SG	N;FEM;SG
slam	fango	slam	fango	N;INDF;NEUT;SG	N;MASC;SG
slam	lodo	slam	lodo	N;INDF;NEUT;SG	N;MASC;SG
slam	slam	slam	slam	N;INDF;NEUT;SG	N;MASC;SG
apple	manzana	apple	manzana	N;INDF;MASC+FEM;SG	N;FEM;SG
licens	licencia	lic	licencia	N;INDF;MASC+FEM;SG	N;FEM;SG
licens	licencia	lic	licencia	N;INDF;MASC+FEM;SG	N;FEM;SG
licens	licenciada	lic	licenciada	N;INDF;MASC+FEM;SG	N;FEM;SG
licens	licencia	lic	licencia	N;INDF;MASC+FEM;SG	N;FEM;SG
licens	licenciado	lic	licenciado	N;INDF;MASC+FEM;SG	N;MASC;SG
forsvarede	defendió	forsvare	defender	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
konstruktion	concepción	konstruktion	concepción	N;INDF;MASC+FEM;SG	N;FEM;SG
konstruktion	diseño	konstruktion	diseño	N;INDF;MASC+FEM;SG	N;MASC;SG
frygt	temor	frygt	temor	N;INDF;MASC+FEM;SG	N;MASC;SG
frygt	miedo	frygt	miedo	N;INDF;MASC+FEM;SG	N;MASC;SG
frygt	fear	frygt	fear	N;INDF;MASC+FEM;SG	N
frygt	temor	frygt	temor	N;INDF;MASC+FEM;SG	N;MASC;SG
negative	negativas	negativ	negativo	ADJ;PL	ADJ;FEM;PL
negative	negativos	negativ	negativo	ADJ;PL	ADJ;MASC;PL
landsbyerne	pueblos	landsby	pueblo	N;DEF;MASC+FEM;PL	N;MASC;PL
landsbyerne	aldeas	landsby	aldea	N;DEF;MASC+FEM;PL	N;FEM;PL
betingelser	condiciones	betingelse	condición	N;INDF;MASC+FEM;PL	N;FEM;PL
formen	forma	formen	forma	N;DEF;MASC+FEM;SG	N;FEM;SG
formen	forma	formen	forma	N;DEF;MASC+FEM;SG	N;FEM;SG
formen	formulario	formen	formulario	N;DEF;MASC+FEM;SG	N;MASC;SG
noter	apuntes	note	apunte	N;INDF;MASC+FEM;PL	N;MASC;PL
noter	notas	note	nota	N;INDF;MASC+FEM;PL	N;FEM;PL
noter	notes	note	note	N;INDF;MASC+FEM;PL	N
biblioteket	biblioteca	bibliotek	biblioteca	N;DEF;NEUT;SG	N;FEM;SG
bekendt	familiar	bekendt	familiar	ADJ;INDF;SG	ADJ;SG
bekendt	familiarizado	bekendt	familiarizado	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
bekendt	conocido	bekendt	conocido	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
viktor	vencedor	viktor	vencedor	N;INDF;MASC+FEM;SG	N;MASC;SG
viktor	víctor	viktor	víctor	N;INDF;MASC+FEM;SG	N;MASC;SG
viktor	viktor	viktor	viktor	N;INDF;MASC+FEM;SG	N;MASC;SG
vente	esperándote	vente	esperándote	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
vente	esperando	vente	esperar	V;NFIN;ACT	V;V.MSDR
vente	esperar	vente	esperar	V;NFIN;ACT	V;NFIN
ryttere	jinetes	ryttere	jinete	N;INDF;MASC+FEM;PL	N;MASC;PL
ryttere	jinetes	ryttere	jinete	N;INDF;MASC+FEM;PL	N;MASC;PL
henriksen	henriksen	henriksen	henriksen	N;DEF;MASC+FEM;SG	N;SG
ombygning	reconversión	ombygning	reconversión	N;INDF;MASC+FEM;SG	N;FEM;SG
ombygning	conversión	ombygning	conversión	N;INDF;MASC+FEM;SG	N;FEM;SG
ønsket	deseó	ønske	desear	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
motorvej	autopista	motorvej	autopista	N;INDF;MASC+FEM;SG	N;FEM;SG
motorvej	autopista	motorvej	autopista	N;INDF;MASC+FEM;SG	N;FEM;SG
motorvej	autovía	motorvej	autovía	N;INDF;MASC+FEM;SG	N;FEM;SG
motorvej	autopista	motorvej	autopista	N;INDF;MASC+FEM;SG	N;FEM;SG
motorvej	carretera	motorvej	carretera	N;INDF;MASC+FEM;SG	N;FEM;SG
afsløret	descubierto	afsløre	descubrir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
afsløret	reveló	afsløre	revelar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
afsløret	reveló	afsløre	revelar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
paven	papa	pave	papa	N;DEF;MASC+FEM;SG	N;MASC;SG
sicilien	sicilia	sicilie	sicilia	N;DEF;MASC+FEM;SG	N;FEM;SG
diplomat	diplomático	diplomat	diplomático	N;INDF;MASC+FEM;SG	N;MASC;SG
vejr	clima	vejr	clima	N;INDF;NEUT;SG	N;MASC;SG
vejr	tiempo	vejr	tiempo	N;INDF;NEUT;SG	N;MASC;SG
vejr	meteorología	vejr	meteorología	N;INDF;NEUT;SG	N;FEM;SG
stiger	subiendo	stige	subir	V;IND;PRS;FIN;ACT	V;V.MSDR
fætter	primo	fætter	primo	N;INDF;MASC+FEM;SG	N;MASC;SG
fætter	prima	fætter	prima	N;INDF;MASC+FEM;SG	N;FEM;SG
enorme	enormes	enorm	enorme	ADJ;PL	ADJ;PL
enorme	inmensos	enorm	inmenso	ADJ;PL	ADJ;MASC;PL
enorme	inmensas	enorm	inmenso	ADJ;PL	ADJ;FEM;PL
karakteristisk	característico	karakteristisk	característico	ADJ;INDF;SG	ADJ;MASC;SG
værste	peores	slem	peor	ADJ;DEF;RL	ADJ;PL
myndighed	autoridad	myndighed	autoridad	N;INDF;MASC+FEM;SG	N;FEM;SG
kunde	clienta	kunde	clienta	N;INDF;MASC+FEM;SG	N;FEM;SG
kunde	cliente	kunde	cliente	N;INDF;MASC+FEM;SG	N;SG
kunde	clienta	kunde	clienta	N;INDF;MASC+FEM;SG	N;FEM;SG
kunde	cliente	kunde	cliente	N;INDF;MASC+FEM;SG	N;SG
læst	lea	læse	leer	V;INDF;SG;PST;V.PTCP	V;IMP;SG;3;FIN
læst	leer	læse	leer	V;INDF;SG;PST;V.PTCP	V;NFIN
boet	vivió	bo	vivir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
boet	viví	bo	vivir	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
valley	valle	valley	valle	N;INDF;MASC+FEM;SG	N;MASC;SG
nettet	network	net	network	N;DEF;NEUT;SG	N;SG
nettet	red	net	red	N;DEF;NEUT;SG	N;FEM;SG
alderen	edad	alder	edad	N;DEF;MASC+FEM;SG	N;FEM;SG
alderen	age	alder	age	N;DEF;MASC+FEM;SG	N
turné	recorrido	turné	recorrido	N;INDF;MASC+FEM;SG	N;MASC;SG
turné	tour	turné	tour	N;INDF;MASC+FEM;SG	N;MASC;SG
turné	gira	turné	gira	N;INDF;MASC+FEM;SG	N;FEM;SG
sammensætning	composición	sammensætning	composición	N;INDF;MASC+FEM;SG	N;FEM;SG
minut	minuto	minut	minuto	N;INDF;NEUT;SG	N;MASC;SG
sammenligning	comparación	sammenligning	comparación	N;INDF;MASC+FEM;SG	N;FEM;SG
læser	leyendo	læse	leer	V;IND;PRS;FIN;ACT	V;V.MSDR
læser	leer	læse	leer	V;IND;PRS;FIN;ACT	V;NFIN
konsekvenser	consecuencias	konsekvens	consecuencia	N;INDF;MASC+FEM;PL	N;FEM;PL
konsekvenser	implicaciones	konsekvens	implicación	N;INDF;MASC+FEM;PL	N;FEM;PL
konsekvenser	consecuencias	konsekvens	consecuencia	N;INDF;MASC+FEM;PL	N;FEM;PL
konsekvenser	repercusiones	konsekvens	repercusión	N;INDF;MASC+FEM;PL	N;FEM;PL
vinduer	windows	vindue	windows	N;INDF;NEUT;PL	N;MASC
vinduer	ventanas	vindue	ventana	N;INDF;NEUT;PL	N;FEM;PL
vinduer	ventanillas	vindue	ventanilla	N;INDF;NEUT;PL	N;FEM;PL
retninger	indicaciones	retning	indicación	N;INDF;MASC+FEM;PL	N;FEM;PL
retninger	instrucciones	retning	instrucción	N;INDF;MASC+FEM;PL	N;FEM;PL
retninger	direcciones	retning	dirección	N;INDF;MASC+FEM;PL	N;FEM;PL
fakultet	claustro	fakulte	claustro	N;DEF;NEUT;SG	N;MASC;SG
fakultet	facultad	fakulte	facultad	N;DEF;NEUT;SG	N;FEM;SG
regierungsbezirk	regierungsbezirk	regierungsbezirk	regierungsbezirk	N;INDF;MASC+FEM;SG	N;SG
vandløb	rivers	vandløb	river	N;INDF;NEUT;SG	N
udnytte	explotar	udnytte	explotar	V;NFIN;ACT	V;NFIN
udnytte	explotando	udnytte	explotar	V;NFIN;ACT	V;V.MSDR
udnytte	explota	udnytte	explotar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
udnytte	explotar	udnytte	explotar	V;NFIN;ACT	V;NFIN
kommandant	comandante	kommandant	comandante	N;INDF;MASC+FEM;SG	N;SG
kommandant	comodoro	kommandant	comodoro	N;INDF;MASC+FEM;SG	N;MASC;SG
kommandant	commodore	kommandant	commodorar	N;INDF;MASC+FEM;SG	N;MASC;SG
kommandant	comandante	kommandant	comandante	N;INDF;MASC+FEM;SG	N;SG
kommandant	comendador	kommandant	comendador	N;INDF;MASC+FEM;SG	N;MASC;SG
management	gerencia	management	gerencia	N;INDF;NEUT;SG	N;FEM;SG
management	gestión	management	gestión	N;INDF;NEUT;SG	N;FEM;SG
management	dirección	management	dirección	N;INDF;NEUT;SG	N;FEM;SG
management	administración	management	administración	N;INDF;NEUT;SG	N;FEM;SG
chelsea	chelsea	chelsea	chelsea	N;INDF;MASC+FEM;SG	N;SG
erindringer	recuerdos	erindring	recuerdo	N;INDF;MASC+FEM;PL	N;MASC;PL
erindringer	memorias	erindring	memoria	N;INDF;MASC+FEM;PL	N;FEM;PL
erindringer	memorias	erindring	memoria	N;INDF;MASC+FEM;PL	N;FEM;PL
fotograf	fotógrafa	fotograf	fotógrafa	N;INDF;MASC+FEM;SG	N;FEM;SG
fotograf	fotografo	fotograf	fotografo	N;INDF;MASC+FEM;SG	N;MASC;SG
fotograf	fotógrafo	fotograf	fotógrafo	N;INDF;MASC+FEM;SG	N;MASC;SG
guinea	guinea	guinea	guinea	N;INDF;MASC+FEM;SG	N;FEM;SG
remix	remix	remix	remix	N;INDF;NEUT;SG	N
venus	venus	venus	venus	N;INDF;MASC+FEM;SG	N
danskerne	daneses	dansker	danés	N;DEF;MASC+FEM;PL	N;MASC;PL
kommercielle	comerciales	kommerciel	comercial	ADJ;PL	ADJ;PL
geografi	geografía	geografi	geografía	N;INDF;MASC+FEM;SG	N;FEM;SG
velkommen	bienvenido	velkommen	bienvenido	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
angives	especifica	angive	especificar	V;IND;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
angives	precisar	angive	precisar	V;IND;PRS;FIN;PASS	V;NFIN
angives	especificar	angive	especificar	V;IND;PRS;FIN;PASS	V;NFIN
opvokset	levantado	opvokset	levantado	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
opvokset	recaudado	opvokset	recaudar	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
opvokset	criado	opvokset	criado	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
frederikke	anastasia	frederikke	anastasia	N;INDF;MASC+FEM;SG	N;FEM;SG
fortælling	cuento	fortælling	cuento	N;INDF;MASC+FEM;SG	N;MASC;SG
fortælling	relato	fortælling	relato	N;INDF;MASC+FEM;SG	N;MASC;SG
fortælling	narrativa	fortælling	narrativa	N;INDF;MASC+FEM;SG	N;FEM;SG
fortælling	narración	fortælling	narración	N;INDF;MASC+FEM;SG	N;FEM;SG
sælger	vender	sælge	vender	V;IND;PRS;FIN;ACT	V;NFIN
sælger	vendo	sælge	ver	V;IND;PRS;FIN;ACT	V;FIN
sælger	vende	sælge	vender	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sælger	vendiendo	sælge	vender	V;IND;PRS;FIN;ACT	V;V.MSDR
sælger	vender	sælge	vender	V;IND;PRS;FIN;ACT	V;NFIN
sælger	vendo	sælge	ver	V;IND;PRS;FIN;ACT	V;FIN
skyde	disparar	skyde	disparar	V;NFIN;ACT	V;NFIN
skyde	dispara	skyde	disparar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
skyde	disparen	skyde	disparar	V;NFIN;ACT	V;IMP;PL;3;FIN
trussel	amenaza	trussel	amenaza	N;INDF;MASC+FEM;SG	N;FEM;SG
trussel	amenaza	trussel	amenaza	N;INDF;MASC+FEM;SG	N;FEM;SG
foredrag	conferencia	foredrag	conferencia	N;INDF;NEUT;SG	N;FEM;SG
foredrag	cátedra	foredrag	cátedra	N;INDF;NEUT;SG	N;FEM;SG
flyve	vuela	flyve	volar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
flyve	vuele	flyve	voler	V;NFIN;ACT	V;IMP;SG;3;FIN
flyve	volar	flyve	volar	V;NFIN;ACT	V;NFIN
flyve	volando	flyve	volar	V;NFIN;ACT	V;V.MSDR
flyve	volar	flyve	volar	V;NFIN;ACT	V;NFIN
lassen	lassen	lass	lassar	N;DEF;MASC+FEM;SG	N;MASC;SG
præmie	premium	præmie	premium	N;INDF;MASC+FEM;SG	N;SG
præmie	prima	præmie	prima	N;INDF;MASC+FEM;SG	N;FEM;SG
præmie	premio	præmie	premio	N;INDF;MASC+FEM;SG	N;MASC;SG
fuldstændigt	totalmente	fuldstændigt	totalmente	ADV	ADV
fuldstændigt	completamente	fuldstændigt	completamente	ADV	ADV
astronomiske	astronómicos	astronomisk	astronómico	ADJ;PL	ADJ;MASC;PL
astronomiske	astronómicas	astronomisk	astronómico	ADJ;PL	ADJ;FEM;PL
