tradución	تقریر	tradución	تقریر	N	N;NOM;FEM;SG;3
colchón	باریک	colchón	باریک	N	N;NOM;MASC;SG;3
colchón	باریک	colchón	باریک	N	N;NOM;MASC;SG;3
queixar	کراہنا	queixar	کراہ	V	V;MASC;SG;NFIN;ACT
saltar	اچھلنا	saltar	اچھل	V	V;MASC;SG;NFIN;ACT
saltar	چڑھنا	saltar	چڑھ	V	V;MASC;SG;NFIN;ACT
saltar	اچھلنا	saltar	اچھل	V	V;MASC;SG;NFIN;ACT
saltar	چڑھنا	saltar	چڑھ	V	V;MASC;SG;NFIN;ACT
pasadas	گزشتہ	pasado	گزشتہ	ADJ	ADJ
pasadas	حالیہ	pasado	حالیہ	ADJ	ADJ
alianza	بیاہ	alianza	بیاہ	N	N;NOM;MASC;SG;3
alianza	لہریں	alianza	لہر	N	N;NOM;MASC;PL;3
alianza	حلقہ	alianza	حلقہ	N	N;NOM;MASC;SG;3
alianza	لہریں	alianza	لہر	N	N;NOM;MASC;PL;3
súper	فالتو	súper	فالتو	N	N;NOM;MASC;SG;3
súper	سپرفاسفیٹ.	súper	سپرفاسفیٹ.	N	N;NOM;MASC;SG;3
súper	سپرنٹنڈنٹ.	súper	سپرنٹنڈنٹ.	N	N;NOM;MASC;SG;3
permítame	سمجھنا	permítame	سمجھ	V	V;MASC;SG;NFIN;ACT
permítame	سمجھنا	permítame	سمجھ	V	V;MASC;SG;NFIN;ACT
permítame	دینا	permítame	دے	V	V;MASC;SG;NFIN;ACT
permítame	بٹھانا	permítame	بٹھا	V	V;MASC;SG;NFIN;ACT
permítame	اتارنا	permítame	اتار	V	V;NFIN;ACT
inxusto	صاف	inxusto	صاف	ADJ	ADJ
inxusto	اچھا	inxusto	اچھا	ADJ	ADJ;NOM;MASC;SG
inxusto	منصفانہ	inxusto	منصفانہ	ADJ	ADJ
inxusto	ٹھیک	inxusto	ٹھیک	ADJ	ADJ
inxusto	واضح	inxusto	واضح	ADJ	ADJ
inxusto	تعریفی	inxusto	تعریفی	ADJ	ADJ
inxusto	عمدہ	inxusto	عمدہ	ADJ	ADJ
inxusto	مکمل	inxusto	مکمل	ADJ	ADJ
inxusto	غیرمنصفانہ.	inxusto	غیرمنصفانہ.	ADJ	ADJ
dio	بتانا	dio	بتا	V	V;MASC;SG;NFIN;ACT
dio	بولنا	dio	بول	V	V;MASC;SG;NFIN;ACT
fraternidade	مواخات	fraternidade	مواخ	N	N;NOM;MASC;SG;3
fraternidade	اخوت	fraternidade	اخوت	N	N;NOM;MASC;SG;3
fraternidade	رفاقت.	fraternidade	رفاقت.	N	N;NOM;MASC;SG;3
coitelos	پھل	coitelo	پھل	N	N;NOM;MASC;SG;3
páramo	برسرعمل-	páramo	برسرعمل-	N	N
páramo	محور	páramo	محور	N	N;NOM;MASC;SG;3
páramo	برسرعمل-	páramo	برسرعمل-	N	N
páramo	محور	páramo	محور	N	N;NOM;MASC;SG;3
pólvora	سفوف	pólvora	سفوف	N	N;NOM;MASC;SG;3
británicos	برطانوی	británico	برطانوی	ADJ	ADJ
cavar	چُبھونے	cavar	چُبھونے	V	V;NFIN
cavar	سمجھنا	cavar	سمجھ	V	V;MASC;SG;NFIN;ACT
cavar	چُبھونے	cavar	چُبھونے	V	V;NFIN
cavar	کھودنا	cavar	کھود	V	V;SG;NFIN;ACT
cavar	سمجھنا	cavar	سمجھ	V	V;MASC;SG;NFIN;ACT
saberei	سیکھا	saber	سیکھ	V	V;PFV;MASC;SG;V.PTCP;ACT
saberei	سیکھا	saber	سیکھ	V	V;PFV;MASC;SG;V.PTCP;ACT
saberei	جاننا	saber	جان	V	V;MASC;SG;NFIN;ACT
fato	قبیل	fato	قبیل	N	N;NOM;MASC;SG;3
fato	زمرہ	fato	زمرہ	N	N;NOM;MASC;SG;3
fato	گروہ	fato	گروہ	N	N;NOM;MASC;SG;3
folk	خلقت	folk	خلقت	N	N;NOM;MASC;SG;3
esconder	چھپنا.	esconder	چھپنا.	V	V;SG;ACT
nosoutras	لوگ	nosoutra	لوگ	N	N;NOM;MASC;SG;3
cómprenos	لوگ	cómpreno	لوگ	N	N;NOM;MASC;SG;3
cómprenos	بوسیدگی	cómpreno	بوسیدگی	N	N;NOM;MASC;SG;3
homiño	سپاہی	homiño	سپاہی	N	N;NOM;MASC;SG;3
homiño	پیشے	homiño	پیشا	N	N;NOM;MASC;SG;3
homiño	شطرنج	homiño	شطرنج	N	N;NOM;MASC;SG;3
homiño	انسان	homiño	انسان	N	N;NOM;MASC;SG;3
homiño	جہاز	homiño	جہاز	N	N;NOM;MASC;SG;3
homiño	مقدار	homiño	مقدار	N	N;NOM;MASC;SG;3
homiño	قدقامت	homiño	قدقامت	N	N;NOM;MASC;SG;3
homiño	مقدار	homiño	مقدار	N	N;NOM;MASC;SG;3
homiño	قدقامت	homiño	قدقامت	N	N;NOM;MASC;SG;3
morrerei	اکتانا	morrer	اکتانا	V	V;MASC;SG;NFIN;ACT
enigma	واقعہ	enigmar	واقعہ	N	N;NOM;MASC;SG;3
reprise	اداکاری	reprise	اداکاری	N	N;NOM;FEM;SG;3
parto	ولادت	parto	ولادت	N	N;NOM;MASC;SG;3
ouvido	سماعت	ouvido	سماعت	N	N;NOM;MASC;SG;3
sincera	مخلصانہ	sincerar	مخلصانہ	ADJ	ADJ
temor	تعظیم	temor	تعظیم	N	N;NOM;FEM;SG;3
temor	خوف	temor	خوف	N	N;NOM;MASC;SG;3
temor	ہراس	temor	ہراس	N	N;NOM;MASC;SG;3
temor	تعظیم	temor	تعظیم	N	N;NOM;FEM;SG;3
temor	خطرہ	temor	خطرہ	N	N;NOM;MASC;SG;3
temor	خوف	temor	خوف	N	N;NOM;MASC;SG;3
temor	ہراس	temor	ہراس	N	N;NOM;MASC;SG;3
ambigüidade	ایہام	ambigüidade	ایہام	N	N;NOM;MASC;SG;3
ambigüidade	ایہام	ambigüidade	ایہام	N	N;NOM;MASC;SG;3
series	تماشوں	serie	تماشہ	N	N;ACC;MASC;PL;3
específica	واضح	específico	واضح	ADJ	ADJ
complexas	عمارت	complexo	عمارت	N	N;NOM;FEM;SG;3
complexas	عمارت	complexo	عمارت	N	N;NOM;FEM;SG;3
revelar	دکھانا	revelar	دکھا	V	V;MASC;SG;NFIN;ACT
dixéronnos	عمل	dixéronno	عمل	N	N;NOM;MASC;SG;3
simpatía	شرکت	simpatía	شرکت	N	N;NOM;MASC;SG;3
prexuízos	مطالبے	prexuízo	مطالبہ	N	N;NOM;MASC;SG;3
significativo	اہم	significativo	اہم	ADJ	ADJ
prevención	تدارک	prevención	تدارک	N	N;NOM;MASC;SG;3
collía	پانا	collía	پانا	V	V;SG;NFIN;ACT
collía	کھانا	collía	کھا	V	V;MASC;SG;NFIN;ACT
collía	سمجھنا	collía	سمجھ	V	V;MASC;SG;NFIN;ACT
collía	پکڑنا	collía	پکڑ	V	V;MASC;SG;NFIN;ACT
collía	چُننا	collía	چُن	V	V;MASC;SG;NFIN;ACT
collía	آزمانا	collía	آزما	V	V;SG;ACT
collía	ڈالنا	collía	ڈال	V	V;MASC;SG;NFIN;ACT
collía	کمانا	collía	کمانا	V	V;MASC;SG;NFIN;ACT
collía	چاہنا	collía	چاہ	V	V;MASC;SG;NFIN;ACT
probabilidade	امکان	probabilidade	امکان	N	N;NOM;MASC;SG;3
probabilidade	خدشہ	probabilidade	خدشہ	N	N;NOM;MASC;SG;3
probabilidade	موقع	probabilidade	موقع	N	N;NOM;MASC;SG;3
probabilidade	مہلت	probabilidade	مہلت	N	N;NOM;FEM;SG;3
probabilidade	قسمت	probabilidade	قسمت	N	N;NOM;FEM;SG;3
probabilidade	توقع	probabilidade	توقع	N	N;NOM;MASC;SG;3
probabilidade	تقدیر	probabilidade	تقدیر	N	N;NOM;FEM;SG;3
cepillo	طرہ	cepillo	طرہ	N	N;NOM;MASC;SG;3
sinxelas	معمولی	sinxela	معمولی	ADJ	ADJ
sinxelas	پیچیدہ	sinxela	پیچیدہ	ADJ	ADJ
sinxelas	سہل	sinxela	سہل	ADJ	ADJ
sinxelas	معمولی	sinxela	معمولی	ADJ	ADJ
sinxelas	پیچیدہ	sinxela	پیچیدہ	ADJ	ADJ
sinxelas	سادہ	sinxela	سادہ	ADJ	ADJ
contraste	موازنہ	contraste	موازنہ	N	N;NOM;MASC;SG;3
coidados	خبرداری	coidado	خبرداری	N	N;NOM;MASC;SG;3
coidados	توجہ	coidado	توجہ	N	N;NOM;MASC;SG;3
coidados	تحفظ	coidado	تحفظ	N	N;NOM;MASC;SG;3
coidados	احتیاط	coidado	احتیاط	N	N;NOM;MASC;SG;3
coidados	فکر	coidado	فکر	N	N;NOM;MASC;SG;3
equivalente	مماثل	equivalente	مماثل	ADJ	ADJ
equivalente	یکساں	equivalente	یکساں	ADJ	ADJ
pediron	بننے	pedir	بن	V	V;NFIN
pensemos	بٹھانا	penser	بٹھا	V	V;MASC;SG;NFIN;ACT
pensemos	اتارنا	penser	اتار	V	V;NFIN;ACT
cavernas	غار	caverna	غار	N	N;NOM;MASC;SG;3
aprobación	اقرار	aprobación	اقرار	N	N;NOM;MASC;SG;3
secuencia	سلسلہ	secuencia	سلسلہ	N	N;NOM;MASC;SG;3
secuencia	تسلسل	secuencia	تسلسل	N	N;NOM;MASC;SG;3
consideremos	بٹھانا	considerar	بٹھا	V	V;MASC;SG;NFIN;ACT
consideremos	اتارنا	considerar	اتار	V	V;NFIN;ACT
consideremos	پانا	considerar	پانا	V	V;SG;NFIN;ACT
consideremos	کھانا	considerar	کھا	V	V;MASC;SG;NFIN;ACT
consideremos	سمجھنا	considerar	سمجھ	V	V;MASC;SG;NFIN;ACT
consideremos	پکڑنا	considerar	پکڑ	V	V;MASC;SG;NFIN;ACT
consideremos	چُننا	considerar	چُن	V	V;MASC;SG;NFIN;ACT
consideremos	آزمانا	considerar	آزما	V	V;SG;ACT
consideremos	ڈالنا	considerar	ڈال	V	V;MASC;SG;NFIN;ACT
consideremos	کمانا	considerar	کمانا	V	V;MASC;SG;NFIN;ACT
consideremos	چاہنا	considerar	چاہ	V	V;MASC;SG;NFIN;ACT
consideremos	جانچنا	considerar	جانچ	V	V;MASC;SG;NFIN;ACT
auditorio	توجہ	auditorio	توجہ	N	N;NOM;MASC;SG;3
auditorio	کتاب	auditorio	کتاب	N	N;NOM;MASC;SG;3
auditorio	پیشی	auditorio	پیشی	N	N;NOM;MASC;SG;3
auditorio	شنوائی	auditorio	شنوائی	N	N;NOM;FEM;SG;3
auditorio	سماعت	auditorio	سماعت	N	N;NOM;MASC;SG;3
furia	طوفان	furia	طوفان	N	N;NOM;MASC;SG;3
furia	ہیجان	furia	ہیجان	N	N;NOM;MASC;SG;3
escape	اخراج	escape	اخراج	N	N;NOM;MASC;SG;3
graciñas	شکر	graciña	شکر	N	N;NOM;MASC;SG;3
menciña	تدارک	menciña	تدارک	N	N;NOM;MASC;SG;3
menciña	علاج	menciña	علاج	N	N;NOM;MASC;SG;3
usuario	تمتع	usuario	تمتع	N	N;NOM;MASC;SG;3
mariño	سمندر	mariño	سمندر	N	N;NOM;MASC;SG;3
crítico	نقاد	crítico	نقاد	N	N;NOM;MASC;SG;3
crítico	تنقیدی.	crítico	تنقیدی.	N	N;NOM;MASC;SG;3
nube	ابہام	nubir	ابہام	N	N;NOM;MASC;SG;3
nube	ابہام	nubir	ابہام	N	N;NOM;MASC;SG;3
nube	بادل	nubir	بادل	N	N;NOM;MASC;SG;3
pagaches	انعام	pagache	انعام	N	N;NOM;MASC;SG;3
pagaches	انعام	pagache	انعام	N	N;NOM;MASC;SG;3
pagaches	تنخواہ	pagache	تنخواہ	N	N;NOM;MASC;SG;3
fluxo	جوار	fluxo	جوار	N	N;NOM;MASC;SG;3
fluxo	دلدل	fluxo	دلدل	N	N;NOM;MASC;SG;3
fluxo	رقم	fluxo	رقم	N	N;NOM;MASC;SG;3
fluxo	بہتات	fluxo	بہتات	N	N;NOM;MASC;SG;3
fluxo	مائع	fluxo	مائع	N	N;NOM;MASC;SG;3
fluxo	جوار	fluxo	جوار	N	N;NOM;MASC;SG;3
fluxo	دلدل	fluxo	دلدل	N	N;NOM;MASC;SG;3
fluxo	رقم	fluxo	رقم	N	N;NOM;MASC;SG;3
fluxo	بہتات	fluxo	بہتات	N	N;NOM;MASC;SG;3
fluxo	مائع	fluxo	مائع	N	N;NOM;MASC;SG;3
extraordinarios	ممتاز	extraordinario	ممتاز	ADJ	ADJ
negativa	سلب	negativa	سلب	N	N;NOM;MASC;SG;3
negativa	انکار	negativa	انکار	N	N;NOM;MASC;SG;3
negativa	سلب	negativa	سلب	N	N;NOM;MASC;SG;3
negativa	انکار	negativa	انکار	N	N;NOM;MASC;SG;3
comunicarnos	اظہار	comunicarno	اظہار	N	N;NOM;MASC;SG;3
miserábel	خستہ	miserábel	خستہ	ADJ	ADJ
bombeiros	جذبہ	bombeiro	جذبہ	N	N;NOM;MASC;SG;3
bombeiros	سوزش	bombeiro	سوزش	N	N;NOM;FEM;SG;3
bombeiros	روشنی	bombeiro	روشنی	N	N;NOM;MASC;SG;3
bombeiros	چمک	bombeiro	چمک	N	N;NOM;MASC;SG;3
bombeiros	حرارت	bombeiro	حرارت	N	N;NOM;MASC;SG;3
bombeiros	بخار	bombeiro	بخار	N	N;NOM;MASC;SG;3
dependencia	برسرعمل-	dependencia	برسرعمل-	N	N
dependencia	محور	dependencia	محور	N	N;NOM;MASC;SG;3
dependencia	برسرعمل-	dependencia	برسرعمل-	N	N
dependencia	محور	dependencia	محور	N	N;NOM;MASC;SG;3
dependencia	آسرا	dependencia	آسرا	N	N;NOM;MASC;SG;3
dependencia	اعتماد	dependencia	اعتماد	N	N;NOM;MASC;SG;3
salsa	گستاخی	salsa	گستاخی	N	N;NOM;MASC;SG;3
salsa	اچار	salsa	اچار	N	N;NOM;MASC;SG;3
modernas	رائج	moderno	رائج	ADJ	ADJ
modernas	رواں	moderno	رواں	ADJ	ADJ
sensatez	دانش	sensatez	دانش	N	N;NOM;MASC;SG;3
residuos	فالتو	residuo	فالتو	N	N;NOM;MASC;SG;3
residuos	فضلہ	residuo	فضلہ	N	N;NOM;MASC;SG;3
residuos	اسراف	residuo	اسراف	N	N;NOM;MASC;SG;3
residuos	ضیاع	residuo	ضیاع	N	N;NOM;MASC;SG;3
recta	نظر	recto	نظر	N	N;NOM;MASC;SG;3
recta	طریقہ.	recto	طریقہ.	N	N;NOM;MASC;SG;3
recta	نظر	recto	نظر	N	N;NOM;MASC;SG;3
recta	طریقہ.	recto	طریقہ.	N	N;NOM;MASC;SG;3
factura	پوسٹر	facturar	پوسٹر	N	N;NOM;MASC;SG;3
fuxida	بچاؤ	fuxida	بچاؤ	N	N;NOM;MASC;SG;3
reflexión	اشعاع	reflexión	اشعاع	N	N;NOM;MASC;SG;3
reflexión	پرتو	reflexión	پرتو	N	N;NOM;MASC;SG;3
t	temperature	t	temperature	N	N;NOM;MASC;SG;3
dependendo	ڈھاپتے	depender	ڈھاپ	V	V;IPFV;MASC;PL;V.PTCP;ACT
dependendo	ڈھاپتے	depender	ڈھاپ	V	V;IPFV;MASC;PL;V.PTCP;ACT
terribles	شرمندہ.	terrible	شرمندہ.	ADJ	ADJ
deseguida	فوراً	deseguir	فوراً	ADV	ADV
deseguida	اچانک	deseguir	اچانک	ADV	ADV
mercamos	خریدنا	mercar	خرید	V	V;SG;NFIN;ACT
humidade	شراب	humidade	شراب	N	N;NOM;MASC;SG;3
humidade	برسات	humidade	برسات	N	N;NOM;MASC;SG;3
humidade	نمی	humidade	نمی	N	N;NOM;MASC;SG;3
froitas	ترکاری	froita	ترکاری	N	N;NOM;FEM;SG;3
froitas	اولاد	froita	اولاد	N	N;NOM;MASC;SG;3
froitas	ترکاری	froita	ترکاری	N	N;NOM;FEM;SG;3
froitas	اولاد	froita	اولاد	N	N;NOM;MASC;SG;3
comezas	اضطراری	comeza	اضطراری	N	N;NOM;MASC;SG;3
comezas	حیرت	comeza	حیرت	N	N;NOM;MASC;SG;3
consigue	سیکھنا	consiguir	سیکھ	V	V;SG;NFIN;ACT
consigue	سمجھنا	consiguir	سمجھ	V	V;MASC;SG;NFIN;ACT
consigue	کمانا	consiguir	کمانا	V	V;MASC;SG;NFIN;ACT
consigue	پانا	consiguir	پانا	V	V;SG;NFIN;ACT
consigue	سیکھنا	consiguir	سیکھ	V	V;SG;NFIN;ACT
consigue	سمجھنا	consiguir	سمجھ	V	V;MASC;SG;NFIN;ACT
consigue	کمانا	consiguir	کمانا	V	V;MASC;SG;NFIN;ACT
chispa	شرارہ	chispa	شرارہ	N	N;NOM;MASC;SG;3
chispa	شرارہ	chispa	شرارہ	N	N;NOM;MASC;SG;3
escaseza	کمی	escaseza	کمی	N	N;NOM;FEM;SG;3
escaseza	کمی	escaseza	کمی	N	N;NOM;FEM;SG;3
expresan	اداکرنا	expresar	اداکرنا	V	V;NFIN;ACT
placa	دھات	placa	دھات	N	N;NOM;MASC;SG;3
placa	کارنامے	placa	کارنامہ	N	N;NOM;MASC;PL;3
placa	رکنیت	placa	رکنیت	N	N;NOM;MASC;SG;3
mama	چھاتی	mama	چھا	N	N;NOM;FEM;SG;3
subía	بڑھانا	subir	بڑھا	V	V;MASC;SG;NFIN;ACT
unirse	باندھنا	unirsir	باندھنا	V	V;NFIN;ACT
ironía	طنز	ironía	طنز	N	N;NOM;MASC;SG;3
sentas	باریک	sentar	باریک	N	N;NOM;MASC;SG;3
sentas	باریک	sentar	باریک	N	N;NOM;MASC;SG;3
revisión	اقرار	revisión	اقرار	N	N;NOM;MASC;SG;3
revisión	تحدید	revisión	تحدید	N	N;NOM;MASC;SG;3
revisión	اقرار	revisión	اقرار	N	N;NOM;MASC;SG;3
revisión	شہ	revisión	شہ	N	N;NOM;MASC;SG;3
revisión	تحدید	revisión	تحدید	N	N;NOM;MASC;SG;3
retira	پانا	retirar	پانا	V	V;SG;NFIN;ACT
retira	کھانا	retirar	کھا	V	V;MASC;SG;NFIN;ACT
retira	سمجھنا	retirar	سمجھ	V	V;MASC;SG;NFIN;ACT
retira	پکڑنا	retirar	پکڑ	V	V;MASC;SG;NFIN;ACT
retira	چُننا	retirar	چُن	V	V;MASC;SG;NFIN;ACT
retira	آزمانا	retirar	آزما	V	V;SG;ACT
retira	ڈالنا	retirar	ڈال	V	V;MASC;SG;NFIN;ACT
retira	کمانا	retirar	کمانا	V	V;MASC;SG;NFIN;ACT
retira	چاہنا	retirar	چاہ	V	V;MASC;SG;NFIN;ACT
opinan	دیکھنا	opinar	دیکھ	V	V;NFIN
opinan	بچارنا	opinar	بچار	V	V;NFIN;ACT
opinan	پکانا	opinar	پکانا	V	V;MASC;SG;V.PTCP;ACT
opinan	بخشنا	opinar	بخشنا	V	V;SG;ACT
opinan	سنوارنا	opinar	سنوار	V	V;MASC;SG;NFIN;ACT
opinan	کارروائی.	opinar	کارروائی.	V	V;PFV;FEM;SG;V.PTCP;ACT
opinan	دیکھنا	opinar	دیکھ	V	V;NFIN
opinan	بچارنا	opinar	بچار	V	V;NFIN;ACT
opinan	پکانا	opinar	پکانا	V	V;MASC;SG;V.PTCP;ACT
opinan	بخشنا	opinar	بخشنا	V	V;SG;ACT
opinan	کرنا	opinar	کر	V	V;MASC;SG;NFIN;ACT
opinan	سنوارنا	opinar	سنوار	V	V;MASC;SG;NFIN;ACT
opinan	کارروائی.	opinar	کارروائی.	V	V;PFV;FEM;SG;V.PTCP;ACT
chaira	انداز	chaira	انداز	N	N;NOM;MASC;SG;3
chaira	سلائی	chaira	سلائی	N	N;NOM;FEM;SG;3
correu	دھکیلنا	corrar	دھکیل	V	V;NFIN;ACT
correu	دھکیلنا	corrar	دھکیل	V	V;NFIN;ACT
distancias	گریز	distancia	گریز	N	N;NOM;MASC;SG;3
distancias	گریز	distancia	گریز	N	N;NOM;MASC;SG;3
atopemos	خزانے	atopar	خزانہ	V	V;FIN;ACT
atopemos	لانا	atopar	لا	V	V;MASC;SG;NFIN;ACT
estannos	انسان	estanno	انسان	N	N;NOM;MASC;SG;3
estannos	انسان	estanno	انسان	N	N;NOM;MASC;SG;3
dádeme	اقرار	dádeme	اقرار	N	N;NOM;MASC;SG;3
dádeme	لچک	dádeme	لچک	N	N;NOM;MASC;SG;3
vaga	حرارت	vagar	حرارت	N	N;NOM;MASC;SG;3
vaga	لہر	vagar	لہر	N	N;NOM;MASC;SG;3
vaga	حرارت	vagar	حرارت	N	N;NOM;MASC;SG;3
deprimido	عرصے	deprimir	عرصہ	N	N;NOM;MASC;SG;3
deprimido	حدود	deprimir	حد	N	N;NOM;MASC;SG;3
deprimido	مکان	deprimir	مکان	N	N;NOM;MASC;SG;3
deprimido	ترتیب	deprimir	ترتیب	N	N;NOM;FEM;SG;3
deprimido	داخل	deprimir	داخل	N	N;NOM;MASC;SG;3
deprimido	ذیل	deprimir	ذیل	N	N;NOM;MASC;SG;3
deprimido	گاڑی	deprimir	گاڑی	N	N;NOM;FEM;SG;3
deprimido	ذات	deprimir	ذات	N	N;NOM;FEM;SG;3
deprimido	عرصے	deprimir	عرصہ	N	N;NOM;MASC;SG;3
deprimido	حدود	deprimir	حد	N	N;NOM;MASC;SG;3
deprimido	مکان	deprimir	مکان	N	N;NOM;MASC;SG;3
deprimido	ترتیب	deprimir	ترتیب	N	N;NOM;FEM;SG;3
deprimido	داخل	deprimir	داخل	N	N;NOM;MASC;SG;3
deprimido	ذیل	deprimir	ذیل	N	N;NOM;MASC;SG;3
deprimido	گاڑی	deprimir	گاڑی	N	N;NOM;FEM;SG;3
deprimido	ذات	deprimir	ذات	N	N;NOM;FEM;SG;3
nerviosos	مصروف	nervioso	مصروف	ADJ	ADJ
nerviosos	متواتر	nervioso	متواتر	ADJ	ADJ
nerviosos	مصروف	nervioso	مصروف	ADJ	ADJ
nerviosos	متواتر	nervioso	متواتر	ADJ	ADJ
marcial	جنگی	marcial	جنگی	ADJ	ADJ
crocodilo	مگرمچھ	crocodilo	مگرمچھ	N	N;NOM;MASC;SG;3
póla	دریا	póla	دریا	N	N;NOM;MASC;SG;3
culpables	مجرم	culpable	مجرم	N	N;NOM;MASC;SG;3
revisa	تھامنا	revisar	تھامنا	V	V;SG;NFIN;ACT
revisa	ڈانٹنا	revisar	ڈانٹ	V	V;NFIN
revisa	تھامنا	revisar	تھامنا	V	V;SG;NFIN;ACT
revisa	ڈانٹنا	revisar	ڈانٹ	V	V;NFIN
grandeza	عظمت	grandeza	عظمت	N	N;NOM;FEM;SG;3
caderno	سفری	caderno	سفری	N	N;NOM;MASC;SG;3
humildes	رتبہ	humilde	رتبہ	N	N;NOM;MASC;SG;3
humildes	وقعت	humilde	وقعت	N	N;NOM;MASC;SG;3
humildes	حقیر	humilde	حقیر	N	N;NOM;MASC;SG;3
humildes	تحقیر	humilde	تحقیر	N	N;NOM;MASC;SG;3
tarxetas	اعتماد	tarxeta	اعتماد	N	N;NOM;MASC;SG;3
aforrar	پھٹکار	aforrar	پھٹک	V	V;SG;ACT
aforrar	پھٹکار	aforrar	پھٹک	V	V;SG;ACT
chegues	سیکھنا	chegar	سیکھ	V	V;SG;NFIN;ACT
chegues	سمجھنا	chegar	سمجھ	V	V;MASC;SG;NFIN;ACT
chegues	کمانا	chegar	کمانا	V	V;MASC;SG;NFIN;ACT
chegues	پانا	chegar	پانا	V	V;SG;NFIN;ACT
chegues	سیکھنا	chegar	سیکھ	V	V;SG;NFIN;ACT
chegues	سمجھنا	chegar	سمجھ	V	V;MASC;SG;NFIN;ACT
chegues	کمانا	chegar	کمانا	V	V;MASC;SG;NFIN;ACT
máxico	عجیب	máxico	عجیب	ADJ	ADJ
máxico	پُراسرار.	máxico	پُراسرار.	ADJ	ADJ
máxico	پُراسرار	máxico	پُراسرار	ADJ	ADJ
máxico	ساحرانہ.	máxico	ساحرانہ.	ADJ	ADJ
sento	سوچنا	sento	سوچ	V	V;MASC;SG;NFIN;ACT
beneficencia	کرم	beneficencia	کرم	N	N;NOM;MASC;SG;3
beneficencia	رعایت	beneficencia	رعایت	N	N;NOM;FEM;SG;3
beneficencia	عطا	beneficencia	عطا	N	N;NOM;MASC;SG;3
obxección	گرفت	obxección	گرفت	N	N;NOM;MASC;SG;3
obxección	اعتراض	obxección	اعتراض	N	N;NOM;MASC;SG;3
acta	افواہیں	actar	افواہ	N	N;NOM;MASC;PL;3
ésta	حال	ésta	حال	N	N;NOM;MASC;SG;3
democrático	جمہوری	democrático	جمہوری	ADJ	ADJ
atopámonos	لوگ	atopámonos	لوگ	N	N;NOM;MASC;SG;3
fino	شاخوں	fino	شاخہ	N	N;ACC;MASC;PL;3
fino	شاخوں	fino	شاخہ	N	N;ACC;MASC;PL;3
fino	نحیف	fino	نحیف	N	N;NOM;MASC;SG;3
fino	پتلا	fino	پتلا	N	N;NOM;MASC;SG;3
quedarme	روک	quedarmar	روک	V	V;ACT
tomes	ڈھاپتے	tome	ڈھاپ	V	V;IPFV;MASC;PL;V.PTCP;ACT
tomes	ڈھاپتے	tome	ڈھاپ	V	V;IPFV;MASC;PL;V.PTCP;ACT
tormenta	طوفان	tormentar	طوفان	N	N;NOM;MASC;SG;3
tormenta	تالیوں	tormentar	تالی	N	N;NOM;MASC;PL;3
tormenta	آندھی	tormentar	آندھی	N	N;NOM;MASC;SG;3
presentarlle	جگہ	presentarlle	جگہ	N	N;NOM;MASC;SG;3
respectos	انعام	respecto	انعام	N	N;NOM;MASC;SG;3
respectos	انعام	respecto	انعام	N	N;NOM;MASC;SG;3
respectos	تنخواہ	respecto	تنخواہ	N	N;NOM;MASC;SG;3
pechen	ڈھکنے	pecher	ڈھک	V	V;NFIN
pechen	لپیٹنا	pecher	لپیٹ	V	V;NFIN;ACT
barca	بادبانی	barca	بادبانی	N	N;NOM;MASC;SG;3
recuncho	کونا	recuncho	کونا	N	N;NOM;MASC;SG;3
formal	ظاہری	formal	ظاہری	ADJ	ADJ
formal	واضح	formal	واضح	ADJ	ADJ
formal	اصولی	formal	اصولی	ADJ	ADJ
formal	رسمی	formal	رسمی	ADJ	ADJ
formal	ظاہری	formal	ظاہری	ADJ	ADJ
formal	واضح	formal	واضح	ADJ	ADJ
formal	اصولی	formal	اصولی	ADJ	ADJ
marcharemos	گزرنا	marcharemos	گزر	V	V;MASC;SG;NFIN;ACT
marcharemos	چالو	marcharemos	چالو	V	V;ACT
desfile	جلوس	desfile	جلوس	N	N;NOM;MASC;SG;3
desfile	حرکت	desfile	حرکت	N	N;NOM;MASC;SG;3
mudo	خاموش	mudo	خاموش	ADJ	ADJ
mudo	خاموش	mudo	خاموش	ADJ	ADJ
mude	بدلنا	mudir	بدل	V	V;MASC;SG;NFIN;ACT
salvalo	لعنت	salvalo	لعنت	N	N;NOM;FEM;SG;3
salvalo	لعنت	salvalo	لعنت	N	N;NOM;FEM;SG;3
razoábel	مناسب	razoábel	مناسب	ADJ	ADJ
razoábel	متوازن	razoábel	متوازن	ADJ	ADJ
razoábel	فہمیدہ.	razoábel	فہمیدہ.	ADJ	ADJ
razoábel	مناسب	razoábel	مناسب	ADJ	ADJ
razoábel	معقول	razoábel	معقول	ADJ	ADJ
razoábel	متوازن	razoábel	متوازن	ADJ	ADJ
razoábel	فہمیدہ.	razoábel	فہمیدہ.	ADJ	ADJ
alugar	کھونچا.	alugar	کھونچا.	V	V;PFV;MASC;SG;V.PTCP;ACT
alugar	سیکھنا	alugar	سیکھ	V	V;SG;NFIN;ACT
alugar	سمجھنا	alugar	سمجھ	V	V;MASC;SG;NFIN;ACT
alugar	کمانا	alugar	کمانا	V	V;MASC;SG;NFIN;ACT
alugar	پانا	alugar	پانا	V	V;SG;NFIN;ACT
alugar	سیکھنا	alugar	سیکھ	V	V;SG;NFIN;ACT
