egy	een	egy	een	DET;INDF	DET;INDF
feltételezett	vermoedde	feltételezett	vermoeden	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
feltételezett	vermoede	feltételezett	vermoeden	V;INDF;IND;SG;3;PST;FIN;ACT	V;FIN
feltételezett	verondersteld	feltételezett	veronderstellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
feltételezett	veronderstelde	feltételezett	veronderstellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
építmény	structuur	építmény	structuur	N;NOM;SG	N;MASC+FEM;SG
galaxis	sterrenstelsel	galaxis	sterrenstelsel	N;NOM;SG	N;NEUT;SG
galaxis	melkwegstelsel	galaxis	melkwegstelsel	N;NOM;SG	N;NEUT;SG
galaxis	galaxy	galaxis	galaxy	N;NOM;SG	N;MASC+FEM;SG
galaxis	melkweg	galaxis	melkweg	N;NOM;SG	N;MASC+FEM;SG
üzemanyag	brandstof	üzemanyag	brandstof	N;NOM;SG	N;MASC+FEM;SG
üzemanyag	splijtstof	üzemanyag	splijtstof	N;NOM;SG	N;MASC+FEM;SG
aréna	arena	aréna	arena	N;NOM;SG	N;MASC+FEM;SG
idézet	quote	idézet	quot	N;NOM;SG	N;MASC+FEM;SG
idézet	citaat	idézet	citaat	N;NOM;SG	N;NEUT;SG
idézet	citaat	idézet	citaat	N;NOM;SG	N;NEUT;SG
idézet	notering	idézet	notering	N;NOM;SG	N;MASC+FEM;SG
idézet	offerte	idézet	offert	N;NOM;SG	N;MASC+FEM;SG
meghaladja	overschrijdt	meg+halad	overschrijden	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
meghaladja	overtreft	meg+halad	overtreffen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
nyilvánosság	publiciteit	nyilvánosság	publiciteit	N;NOM;SG	N;MASC+FEM;SG
nyilvánosság	publiek	nyilvánosság	publiek	N;NOM;SG	N;NEUT;SG
megbízott	toevertrouwd	meg+bízik	toevertrouwd	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megbízott	gedelegeerde	meg+bízik	gedelegeerde	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megbízott	afgevaardigde	meg+bízik	afvaardigen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megbízott	delegeren	meg+bízik	delegeren	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
megbízott	gemachtigde	meg+bízik	machtigen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megbízott	plaatsvervangend	meg+bízik	plaatsvervangend	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
fényképek	fotos	fénykép	fotos	N;NOM;PL	N;PL
fényképek	plaatjes	fénykép	plaat	N;NOM;PL	N;PL
alkotások	kunstwerken	alkotás	kunstwerk	N;NOM;PL	N;PL
alkotások	creaties	alkotás	creatie	N;NOM;PL	N;PL
szabvány	norm	szabvány	norm	N;NOM;SG	N;MASC+FEM;SG
carey	carey	carey	carey	N;NOM;SG	N;MASC+FEM;SG
hivatkozott	aangehaald	hivatkozik	aanhalen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hivatkozott	aangehaalde	hivatkozik	aanhalen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hivatkozott	geciteerde	hivatkozik	citeren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hivatkozott	geciteerd	hivatkozik	citeren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hivatkozott	gerefereerd	hivatkozik	refereren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hivatkozott	doorverwezen	hivatkozik	doorverwezen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
civilizáció	beschaving	civilizáció	beschaving	N;NOM;SG	N;MASC+FEM;SG
civilizáció	beschaving	civilizáció	beschaving	N;NOM;SG	N;MASC+FEM;SG
biológia	biologie	biológia	biologie	N;NOM;SG	N;MASC+FEM;SG
képviseli	vertegenwoordigt	képviseli	vertegenwoordigen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
képviseli	representeert	képviseli	representeren	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
képviseli	vertegenwoordigen	képviseli	vertegenwoordigen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;NFIN
pályázat	wedstrijdje	pályázat	wedstrijd	N;NOM;SG	N;NEUT;SG
pályázat	wedstrijd	pályázat	wedstrijd	N;NOM;SG	N;MASC+FEM;SG
pályázat	prijsvraag	pályázat	prijsvraag	N;NOM;SG	N;MASC+FEM;SG
pályázat	offerte	pályázat	offert	N;NOM;SG	N;MASC+FEM;SG
pályázat	voorstel	pályázat	voorstel	N;NOM;SG	N;NEUT;SG
kisebbség	minderheid	kisebbség	minderheid	N;NOM;SG	N;MASC+FEM;SG
hallgatók	studenten	hallgató	student	N;NOM;PL	N;PL
hallgatók	leerlingen	hallgató	leerling	N;NOM;PL	N;PL
hallgatók	luisteraars	hallgató	luisteraar	N;NOM;PL	N;PL
jegyzet	noot	jegyzet	noot	N;NOM;SG	N;MASC+FEM;SG
jegyzet	briefje	jegyzet	brief	N;NOM;SG	N;NEUT;SG
jegyzet	notitie	jegyzet	notitie	N;NOM;SG	N;MASC+FEM;SG
jegyzet	opmerking	jegyzet	opmerking	N;NOM;SG	N;MASC+FEM;SG
jegyzet	toelichting	jegyzet	toelichting	N;NOM;SG	N;MASC+FEM;SG
testvér	broeder	testvér	broed	N;NOM;SG	N;MASC+FEM;SG
testvér	broer	testvér	broer	N;NOM;SG	N;MASC+FEM;SG
testvér	broertje	testvér	broer	N;NOM;SG	N;NEUT;SG
éghajlat	klimaat	éghajlat	klimaat	N;NOM;SG	N;NEUT;SG
lázadás	opstand	lázadás	opstand	N;NOM;SG	N;MASC+FEM;SG
lázadás	muiterij	lázadás	muiterij	N;NOM;SG	N;MASC+FEM;SG
lázadás	oproer	lázadás	oproer	N;NOM;SG	N;NEUT;SG
lázadás	rel	lázadás	rel	N;NOM;SG	N;MASC+FEM;SG
lázadás	rebellie	lázadás	rebellie	N;NOM;SG	N;MASC+FEM;SG
lázadás	opstand	lázadás	opstand	N;NOM;SG	N;MASC+FEM;SG
berendezések	apparaten	berendezés	apparaat	N;NOM;PL	N;PL
berendezések	apparaten	berendezés	apparaat	N;NOM;PL	N;PL
berendezések	installaties	berendezés	installatie	N;NOM;PL	N;PL
növeli	verhoogt	növel	verhogen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
növeli	voegt	növel	voegen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
folytatódik	vervolgt	folytatódik	vervolgen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
feldolgozás	verwerking	feldolgozás	verwerking	N;NOM;SG	N;MASC+FEM;SG
vitamin	vitamine	vitami	vitamine	N;NOM;SG	N;MASC+FEM;SG
osztott	gedeeld	osztott	delen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
osztott	verspreid	osztott	verspreiden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
osztott	gedistribueerd	osztott	distribuëren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
osztott	uitgedeeld	osztott	uitdelen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
osztott	verdeeld	osztott	verdelen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
osztott	splitsen	osztott	splitsen	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
felfedezte	ontdekte	felfedez	ontdekken	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
felfedezte	ontdekt	felfedez	ontdekken	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tradicionális	traditioneel	tradicionális	traditioneel	ADJ;NOM;SG	ADJ
tradicionális	traditionele	tradicionális	traditioneel	ADJ;NOM;SG	ADJ
kara	kara	kara	kara	N;NOM;SG	N;MASC+FEM;SG
szoba	kamer	szoba	kamer	N;NOM;SG	N;MASC+FEM;SG
elkezdődött	begonnen	elkezdődik	beginnen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elkezdődött	gestart	elkezdődik	starten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elkezdődött	begon	elkezdődik	beginnen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
elkezdődött	opgestart	elkezdődik	opstarten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elkezdődött	begonnen	elkezdődik	beginnen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elkezdődött	begon	elkezdődik	beginnen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
különbségek	verschillen	különbség	verschil	N;NOM;PL	N;PL
keresztények	christenen	keresztény	christenen	N;NOM;PL	N;PL
keresztények	christenen	keresztény	christenen	N;NOM;PL	N;PL
gála	prijsuitreiking	gála	prijsuitreiking	N;NOM;SG	N;MASC+FEM;SG
gála	gala	gála	gala	N;NOM;SG	N;NEUT;SG
gdp	bnp	gdp	bnp	N;NOM;SG	N;NEUT;SG
gdp	bbp	gdp	bbp	N;NOM;SG	N;NEUT;SG
felújított	opgeknapt	felújított	opknappen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
felújított	gerenoveerd	felújított	renoveren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
felújított	gerenoveerde	felújított	renoveren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
felújított	gerenoveerd	felújított	renoveren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
berendezés	toestel	berendezés	toestel	N;NOM;SG	N;NEUT;SG
berendezés	apparaat	berendezés	apparaat	N;NOM;SG	N;NEUT;SG
berendezés	materiaal	berendezés	materiaal	N;NOM;SG	N;NEUT;SG
berendezés	uitrusting	berendezés	uitrusting	N;NOM;SG	N;MASC+FEM;SG
berendezés	apparatuur	berendezés	apparatuur	N;NOM;SG	N;MASC+FEM;SG
berendezés	materieel	berendezés	materieel	N;NOM;SG	N;NEUT;SG
berendezés	apparaat	berendezés	apparaat	N;NOM;SG	N;NEUT;SG
balkán	balkan	balkán	balkan	N;NOM;SG	N;MASC+FEM;SG
balkán	balkan	balkán	balkan	N;NOM;SG	N;MASC+FEM;SG
tető	dak	tető	dak	N;NOM;SG	N;NEUT;SG
jelenléte	aanwezigheid	jelenlét	aanwezigheid	N;NOM;SG	N;MASC+FEM;SG
analóg	analoog	analóg	analoog	N;NOM;SG	N;MASC+FEM;SG
analóg	analoge	analóg	analoge	N;NOM;SG	N;MASC+FEM;SG
analóg	analoog	analóg	analoog	N;NOM;SG	N;MASC+FEM;SG
analóg	analoge	analóg	analoge	N;NOM;SG	N;MASC+FEM;SG
prototípus	prototype	prototípus	prototype	N;NOM;SG	N;NEUT;SG
falak	muren	fal	muur	N;NOM;PL	N;PL
falak	wanden	fal	wand	N;NOM;PL	N;PL
bogarak	beestjes	bogarak	beestje	N;NOM;PL	N;PL
bogarak	insecten	bogarak	insecten	N;NOM;PL	N;PL
bogarak	bugs	bogarak	bugs	N;NOM;PL	N;PL
bogarak	kevers	bogarak	kever	N;NOM;PL	N;PL
tűzvész	vuurzee	tűzvész	vuurzee	N;NOM;SG	N;MASC+FEM;SG
superman	superman	superman	superman	N;NOM;SG	N;MASC+FEM;SG
mount	mount	mount	mounen	N;NOM;SG	N;MASC+FEM;SG
kard	degen	kard	degen	N;NOM;SG	N;SG
kard	zwaard	kard	zwaard	N;NOM;SG	N;NEUT;SG
akarom	wilt	akarom	willen	V;DEF;IND;SG;1;PRS;FIN;ACT	V;SG;PRS;FIN
akarom	wil	akarom	willen	V;DEF;IND;SG;1;PRS;FIN;ACT	V;SG;PRS;FIN
akarom	willen	akarom	willen	V;DEF;IND;SG;1;PRS;FIN;ACT	V;NFIN
veszély	gevaar	veszély	gevaar	N;NOM;SG	N;NEUT;SG
veszély	hazard	veszély	hazard	N;NOM;SG	N;MASC+FEM;SG
veszély	risico	veszély	risico	N;NOM;SG	N;NEUT;SG
veszély	gevaar	veszély	gevaar	N;NOM;SG	N;NEUT;SG
sorrend	sequentie	sorrend	sequentie	N;NOM;SG	N;MASC+FEM;SG
sorrend	volgorde	sorrend	volgorde	N;NOM;SG	N;MASC+FEM;SG
sorrend	opeenvolging	sorrend	opeenvolging	N;NOM;SG	N;MASC+FEM;SG
hiányos	gebrekkige	hiányos	gebrekkig	ADJ;NOM;SG	ADJ
hiányos	gebrekkig	hiányos	gebrekkig	ADJ;NOM;SG	ADJ
hiányos	incompleet	hiányos	incompleet	ADJ;NOM;SG	ADJ
hiányos	onvolledige	hiányos	onvolledig	ADJ;NOM;SG	ADJ
hiányos	onvolledig	hiányos	onvolledig	ADJ;NOM;SG	ADJ
szanszkrit	sanskriet	szanszkrit	sanskriet	N;NOM;SG	N;NEUT;SG
évtizedek	decennia	évtized	decennia	N;NOM;PL	N;PL
led	led	led	led	N;NOM;SG	N;MASC+FEM;SG
toronto	toronto	toronto	toronto	N;NOM;SG	N;NEUT;SG
fiuk	zoon	fiuk	zoon	N;NOM;SG	N;MASC+FEM;SG
fiuk	son	fiuk	son	N;NOM;SG	N;MASC+FEM;SG
kezdet	begin	kezd	begin	N;NOM;SG	N;NEUT;SG
athéni	atheense	athéni	atheens	ADJ;NOM;SG	ADJ
átmenetileg	tijdelijk	átmeneti	tijdelijk	ADJ;FRML;SG	ADJ
massachusetts	massachusetts	massachusetts	massachusetts	N;NOM;SG	N;NEUT;SG
szűkebb	smaller	szűk	smal	ADJ;NOM;CMPR;SG	ADJ;CMPR
emlék	memories	emlék	memorie	N;NOM;SG	N;MASC+FEM;SG
emlék	souvenir	emlék	souvenir	N;NOM;SG	N;MASC+FEM;SG
emlék	herinnering	emlék	herinnering	N;NOM;SG	N;MASC+FEM;SG
emlék	memory	emlék	memory	N;NOM;SG	N;MASC+FEM;SG
énekel	zingt	én	zingen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
énekel	zing	én	zingen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
énekel	zingen	én	zingen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
énekel	zingen	én	zingen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
határozottan	absoluut	határozott	absoluut	ADJ;FRML;SG	ADJ
határozottan	zeker	határozott	zeker	ADJ;FRML;SG	ADJ
összefüggésben	context	összefüggés	context	N;IN+ESS;SG	N;MASC+FEM;SG
gyülekezet	congregatie	gyülekezet	congregatie	N;NOM;SG	N;MASC+FEM;SG
katasztrófa	catastrofe	katasztrófa	catastrofe	N;NOM;SG	N;MASC+FEM;SG
katasztrófa	ramp	katasztrófa	ramp	N;NOM;SG	N;MASC+FEM;SG
katasztrófa	rampspoed	katasztrófa	rampspoed	N;NOM;SG	N;MASC+FEM;SG
katasztrófa	catastrofe	katasztrófa	catastrofe	N;NOM;SG	N;MASC+FEM;SG
katasztrófa	ramp	katasztrófa	ramp	N;NOM;SG	N;MASC+FEM;SG
igazságügyi	justitiële	igazságügyi	justitiel	ADJ;NOM;SG	ADJ
euró	euro	euró	euro	N;NOM;SG	N;MASC+FEM;SG
euró	euro	euró	euro	N;NOM;SG	N;MASC+FEM;SG
becslések	ramingen	becslés	raming	N;NOM;PL	N;PL
becslések	schattingen	becslés	schatting	N;NOM;PL	N;PL
problémákat	problemen	probléma	probleem	N;ACC;PL	N;PL
megközelíthető	bereikbaar	megközelíthető	bereikbaar	ADJ;NOM;SG	ADJ
megközelíthető	toegankelijke	megközelíthető	toegankelijk	ADJ;NOM;SG	ADJ
megközelíthető	toegankelijk	megközelíthető	toegankelijk	ADJ;NOM;SG	ADJ
megközelíthető	benaderbaar	megközelíthető	benaderbaar	ADJ;NOM;SG	ADJ
máramaros	maramureș	máramaros	maramureș	N;NOM;SG	N;SG
teljesítette	voldaan	teljesít	voldoen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
teljesítette	vervulde	teljesít	vervullen	V;DEF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
teljesítette	vervuld	teljesít	vervullen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
teljesítette	nagekomen	teljesít	nakomen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
reggeli	ontbijt	reggeli	ontbijt	N;NOM;SG	N;NEUT;SG
szabályozás	regelgeving	szabályozás	regelgeving	N;NOM;SG	N;MASC+FEM;SG
szabályozás	regulering	szabályozás	regulering	N;NOM;SG	N;MASC+FEM;SG
szabályozás	verordening	szabályozás	verordening	N;NOM;SG	N;MASC+FEM;SG
elmenekült	ontsnapte	elmenekült	ontsnappen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
elmenekült	gevlucht	elmenekült	vluchten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elmenekült	vluchtte	elmenekült	vluchten	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
elmenekült	ontvlucht	elmenekült	ontvluchten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
utasítás	instructie	utasítás	instructie	N;NOM;SG	N;MASC+FEM;SG
utasítás	instructie	utasítás	instructie	N;NOM;SG	N;MASC+FEM;SG
kétéltűek	amfibieën	kétéltű	amfibieën	N;NOM;PL	N;PL
farka	staart	farka	staart	N;NOM;SG	N;MASC+FEM;SG
figyelemmel	onderwerp	figyelem	onderwerp	N;INS;SG	N;NEUT;SG
figyelemmel	proefpersoon	figyelem	proefpersoon	N;INS;SG	N;MASC+FEM;SG
figyelemmel	subject	figyelem	subject	N;INS;SG	N;NEUT;SG
növekszik	groeit	növekszik	groeien	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
növekszik	groeiende	növekszik	groeien	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
növekszik	toenemend	növekszik	toenemen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
növekszik	groeien	növekszik	groeien	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
növekszik	groeiend	növekszik	groeien	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
növekszik	toenemend	növekszik	toenemen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
növekszik	toenemende	növekszik	toenemen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
elvált	gescheiden	elvált	scheiden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
berger	berger	berger	berger	N;NOM;SG	N;MASC+FEM;SG
kapni	ontvang	kap	ontvang	V;NFIN;ACT	V;SG;PRS;FIN
kapni	ontvangen	kap	ontvangen	V;NFIN;ACT	V;V.PTCP
barátság	vriendschap	barátság	vriendschap	N;NOM;SG	N;MASC+FEM;SG
karakterek	personages	karakter	personage	N;NOM;PL	N;PL
karakterek	tekens	karakter	teken	N;NOM;PL	N;PL
karakterek	karakters	karakter	karakter	N;NOM;PL	N;PL
véleményt	advies	vélemény	advies	N;ACC;SG	N;NEUT;SG
véleményt	mening	vélemény	mening	N;ACC;SG	N;MASC+FEM;SG
művelet	aktie	művelet	aktie	N;NOM;SG	N;MASC+FEM;SG
művelet	actie	művelet	actie	N;NOM;SG	N;MASC+FEM;SG
művelet	bewerking	művelet	bewerking	N;NOM;SG	N;MASC+FEM;SG
művelet	operatie	művelet	operatie	N;NOM;SG	N;MASC+FEM;SG
művelet	exploitatie	művelet	exploitatie	N;NOM;SG	N;MASC+FEM;SG
árvíz	overstroming	árvíz	overstroming	N;NOM;SG	N;MASC+FEM;SG
árvíz	zondvloed	árvíz	zondvloed	N;NOM;SG	N;MASC+FEM;SG
árvíz	vloed	árvíz	vloed	N;NOM;SG	N;MASC+FEM;SG
árvíz	overstroming	árvíz	overstroming	N;NOM;SG	N;MASC+FEM;SG
üveg	glas	üveg	glas	N;NOM;SG	N;NEUT;SG
üveg	fles	üveg	fles	N;NOM;SG	N;MASC+FEM;SG
üveg	flesje	üveg	fles	N;NOM;SG	N;NEUT;SG
augusztusban	august	augusztus	august	N;IN+ESS;SG	N;MASC+FEM;SG
szia	daag	szia	daag	V;DEF;IND;SG;1;PRS;FIN;ACT	V;SG;PRS;FIN
könyveket	boeken	könyv	boek	N;ACC;PL	N;PL
legénység	bemanning	legénység	bemanning	N;NOM;SG	N;MASC+FEM;SG
legénység	crew	legénység	crew	N;NOM;SG	N;MASC+FEM;SG
együttesen	collectief	együttes	collectief	ADJ;FRML;SG	ADJ
vadászat	hunt	vadászat	hunt	N;NOM;SG	N;MASC+FEM;SG
vadászat	jacht	vadászat	jacht	N;NOM;SG	N;MASC+FEM;SG
alkalom	gelegenheid	alkalom	gelegenheid	N;NOM;SG	N;MASC+FEM;SG
kaland	avontuur	kaland	avontuur	N;NOM;SG	N;NEUT;SG
kaland	adventure	kaland	adventure	N;NOM;SG	N;MASC+FEM;SG
sivatag	woestijn	sivatag	woestijn	N;NOM;SG	N;MASC+FEM;SG
harang	bells	harang	bells	N;NOM;SG	N;MASC+FEM;SG
harang	bell	harang	bell	N;NOM;SG	N;MASC+FEM;SG
erdőben	bos	erdő	bos	N;IN+ESS;SG	N;NEUT;SG
holokauszt	holocaust	holokausz	holocaust	N;NOM;SG	N;MASC+FEM;SG
elfogták	gevangengenomen	el+fog	gevangennemen	V;DEF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
elfogták	gevangen	el+fog	vangen	V;DEF;IND;PL;3;PST;FIN;ACT	V;V.PTCP
folyékony	vloeistof	folyékony	vloeistof	N;ON+ESS;SG	N;MASC+FEM;SG
összegyűjtött	ingezameld	összegyűjtött	inzamelen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
összegyűjtött	verzamelde	összegyűjtött	verzamelen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
összegyűjtött	verzameld	összegyűjtött	verzamelen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
összegyűjtött	verzamelde	összegyűjtött	verzamelen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
összegyűjtött	verzameld	összegyűjtött	verzamelen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
fényt	light	fény	light	N;ACC;SG	N;MASC+FEM;SG
fényt	licht	fény	licht	N;ACC;SG	N;NEUT;SG
rendezvény	gebeurtenis	rendezvény	gebeurtenis	N;NOM;SG	N;MASC+FEM;SG
rendezvény	evenement	rendezvény	evenement	N;NOM;SG	N;NEUT;SG
rendezvény	event	rendezvény	event	N;NOM;SG	N;NEUT;SG
kódex	codex	kódex	codex	N;NOM;SG	N;MASC+FEM;SG
kamera	camera	kamera	camera	N;NOM;SG	N;MASC+FEM;SG
kamera	fototoestel	kamera	fototoestel	N;NOM;SG	N;NEUT;SG
befejezett	voltooid	befejezett	voltooien	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
befejezett	voltooide	befejezett	voltooien	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
befejezett	afgerond	befejezett	afronden	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
befejezett	ingevuld	befejezett	invullen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
befejezett	voltooid	befejezett	voltooien	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
befejezett	afgewerkt	befejezett	afwerken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
befejezett	afgewerkte	befejezett	afwerken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
festette	geverfd	fest	verven	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
festette	beschilderd	fest	beschilderen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
festette	geschilderd	fest	schilderen	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
sejt	cel	sejt	cel	N;NOM;SG	N;MASC+FEM;SG
alumínium	aluminium	alumínium	aluminium	N;NOM;SG	N;NEUT;SG
alumínium	aluminium	alumínium	aluminium	N;NOM;SG	N;NEUT;SG
dec	dec	dec	dec	N;NOM;SG	N;MASC+FEM;SG
tengeralattjáró	onderzeeër	tengeralattjáró	onderzeeër	N;NOM;SG	N;MASC+FEM;SG
tengeralattjáró	duikboot	tengeralattjáró	duikboot	N;NOM;SG	N;MASC+FEM;SG
tengeralattjáró	sub	tengeralattjáró	sub	N;NOM;SG	N;MASC+FEM;SG
aves	aves	aves	aves	N;NOM;SG	N;MASC+FEM;SG
beatrix	beatrix	beatrix	beatrix	N;NOM;SG	N;MASC+FEM;SG
mondd	zeg	mondd	zeggen	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;SG;PRS;FIN
mondd	zeggen	mondd	zeggen	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;NFIN
mondd	vertel	mondd	vertel	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;SG;PRS;FIN
márvány	knikker	márvány	knikker	N;NOM;SG	N;MASC+FEM;SG
márvány	marmer	márvány	marmer	N;NOM;SG	N;MASC+FEM;SG
márvány	marble	márvány	marble	N;NOM;SG	N;MASC+FEM;SG
áldozatok	slachtoffers	áldozat	slachtoffer	N;NOM;PL	N;PL
áldozatok	slachtoffers	áldozat	slachtoffer	N;NOM;PL	N;PL
phd	doctoraat	phd	doctoraat	N;NOM;SG	N;MASC+FEM;SG
phd	phd	phd	phd	N;NOM;SG	N;MASC+FEM;SG
vhs	vhs	vhs	vhs	N;NOM;SG	N;MASC+FEM;SG
számolt	telde	számol	tellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
számolt	meegeteld	számol	meedelen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
számolt	geteld	számol	tellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
máj	lever	máj	lever	N;NOM;SG	N;MASC+FEM;SG
máj	lever	máj	lever	N;NOM;SG	N;MASC+FEM;SG
szibériai	siberische	szibériai	siberisch	ADJ;NOM;SG	ADJ
megnőtt	groeide	megnőtt	groeien	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
megnőtt	toegenomen	megnőtt	toenemen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megnőtt	verhoogd	megnőtt	verhogen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megnőtt	verhoogde	megnőtt	verhogen	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
bemutatja	presenteert	be+mutat	presenteren	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
síkság	vlakte	síkság	vlakken	N;NOM;SG	N;MASC+FEM;SG
látogatott	bezocht	látogat	bezoeken	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
látogatott	bezochte	látogat	bezoeken	V;INDF;IND;SG;3;PST;FIN;ACT	V;PST;FIN
szindróma	syndroom	szindróma	syndroom	N;NOM;SG	N;NEUT;SG
sevilla	sevilla	sevilla	sevilla	N;NOM;SG	N;MASC+FEM;SG
árok	loopgraaf	ár	loopgraaf	N;NOM;SG	N;MASC+FEM;SG
árok	trog	ár	trog	N;NOM;SG	N;MASC+FEM;SG
árok	geul	ár	geul	N;NOM;SG	N;MASC+FEM;SG
árok	greppel	ár	greppel	N;NOM;SG	N;MASC+FEM;SG
