for	для	for	для	ADP	ADP;GEN
australsk	австралійський	australsk	австралійський	ADJ;INDF;SG	ADJ;NOM;MASC;SG
konsensus	консенсусу	konsensus	консенсус	N;DEF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
tusinde	тисячі	tusinde	тисяча	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
venlig	дружній	venlig	дружній	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
datteren	донька	datter	донька	N;DEF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
datteren	дочка	datter	дочка	N;DEF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
apple	яблуко	apple	яблуко	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
apple	яблучко	apple	яблучко	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
licens	ліцензію	lic	ліцензія	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
licens	ліцензія	lic	ліцензія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
licens	ліцензію	lic	ліцензія	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
licens	ліцензія	lic	ліцензія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
forsvarede	захищали	forsvare	захищати	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN
forsvarede	захищав	forsvare	захищати	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
konstruktion	проектування	konstruktion	проектування	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
konstruktion	дизайн	konstruktion	дизайн	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
konstruktion	розробка	konstruktion	розробка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
frygt	страх	frygt	страх	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
frygt	страху	frygt	страх	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
negative	негативні	negativ	негативний	ADJ;PL	ADJ;NOM;PL
landsbyerne	селах	landsby	село	N;DEF;MASC+FEM;PL	N;INAN;ESS;NEUT;PL
landsbyerne	сіл	landsby	сіль	N;DEF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
betingelser	умови	betingelse	умова	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
formen	форму	formen	форма	N;DEF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
formen	форма	formen	форма	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
formen	форму	formen	форма	N;DEF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
formen	форма	formen	форма	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
noter	нотаток	note	нотатка	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
noter	нотатки	note	нотатка	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
noter	примітки	note	примітка	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
biblioteket	бібліотеку	bibliotek	бібліотека	N;DEF;NEUT;SG	N;INAN;ACC;FEM;SG
biblioteket	бібліотека	bibliotek	бібліотека	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
viktor	переможцю	viktor	переможець	N;INDF;MASC+FEM;SG	N;INAN;DAT;FEM;SG
vente	чекаю	vente	чекати	V;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
ryttere	вершники	ryttere	вершник	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
ryttere	вершники	ryttere	вершник	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
ombygning	перетворення	ombygning	перетворення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
ombygning	конверсія	ombygning	конверсія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
ønsket	бажав	ønske	бажати	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
ønsket	побажав	ønske	побажати	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
motorvej	автомагістраль	motorvej	автомагістраль	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
afsløret	названо	afsløre	назвати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
afsløret	відкрив	afsløre	відкрити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
afsløret	оприлюднив	afsløre	оприлюднити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
paven	папа	pave	пап	N;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
fysiker	фізик	fysiker	фізик	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
mercedes	мерседес	mercede	мерседес	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
diplomat	дипломат	diplomat	дипломат	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
vejr	погода	vejr	погода	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
stiger	піднімається	stige	підніматися	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
stiger	сходить	stige	сходити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
stiger	піднімається	stige	підніматися	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
fætter	кузен	fætter	кузен	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
enorme	неймовірні	enorm	неймовірний	ADJ;PL	ADJ;NOM;PL
værste	найгірші	slem	найгірший	ADJ;DEF;RL	ADJ;NOM;RL;PL
værste	найгірша	slem	найгірший	ADJ;DEF;RL	ADJ;NOM;RL;FEM;SG
dukkede	взяла	dukke	взяти	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
dukkede	виникло	dukke	виникнути	V;IND;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN
tegnede	намалював	tegne	намалювати	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
myndighed	авторитет	myndighed	авторитет	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
myndighed	правом	myndighed	право	N;INDF;MASC+FEM;SG	N;INAN;INS;MASC;SG
kunde	замовник	kunde	замовник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kunde	клієнт	kunde	клієнт	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kunde	клієнта	kunde	клієнт	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
kunde	клієнт	kunde	клієнт	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
læst	читати	læse	читати	V;INDF;SG;PST;V.PTCP	V;IPFV;NFIN
læst	прочитати	læse	прочитати	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN
boet	жила	bo	жити	V;INDF;SG;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
boet	жив	bo	жити	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
valley	долина	valley	долина	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
nettet	мережа	net	мережа	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
alderen	вік	alder	вік	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
alderen	ера	alder	ера	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
alderen	доба	alder	доба	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
turné	тур	turné	тур	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
sammensætning	будова	sammensætning	будова	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
sammensætning	композиція	sammensætning	композиція	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
minut	хвилина	minut	хвилина	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
sammenligning	порівняння	sammenligning	порівняння	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
læser	читає	læse	читати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
konsekvenser	наслідки	konsekvens	наслідок	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
vinduer	вікон	vindue	вікно	N;INDF;NEUT;PL	N;INAN;GEN;NEUT;PL
vinduer	вікна	vindue	вікно	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;PL
retninger	напрямки	retning	напрямок	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
fakultet	факультету	fakulte	факультет	N;DEF;NEUT;SG	N;INAN;GEN;MASC;SG
fakultet	факультет	fakulte	факультет	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
vandløb	водотік	vandløb	водотік	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kommandant	комендант	kommandant	комендант	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kommandant	комодор	kommandant	комодор	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kommandant	командира	kommandant	командир	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
kommandant	командувача	kommandant	командувач	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
kommandant	командир	kommandant	командир	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
management	управління	management	управління	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
management	менеджмент	management	менеджмент	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
management	керівництво	management	керівництво	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
management	керування	management	керування	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
musical	мюзикл	musical	мюзикл	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
erindringer	спогади	erindring	спогад	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
erindringer	мемуари	erindring	мемуара	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
erindringer	мемуари	erindring	мемуара	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
fotograf	фотограф	fotograf	фотограф	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
venus	венера	venus	венеро	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
underskrevet	підписано	underskrive	підписати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
underskrevet	підписав	underskrive	підписати	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
danskerne	данці	dansker	данець	N;DEF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
kommercielle	комерційні	kommerciel	комерційний	ADJ;PL	ADJ;NOM;PL
geografi	географія	geografi	географія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
angives	вказати	angive	вказати	V;IND;PRS;FIN;PASS	V;PFV;NFIN
frederikke	анастасія	frederikke	анастасія	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
fortælling	казка	fortælling	казка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
fortælling	творчість	fortælling	творчість	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
fortælling	поема	fortælling	поема	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
sælger	продати	sælge	продати	V;IND;PRS;FIN;ACT	V;PFV;NFIN
sælger	продавати	sælge	продавати	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
skyde	стріляти	skyde	стріляти	V;NFIN;ACT	V;IPFV;NFIN
skyde	стріляй	skyde	стріляй	V;NFIN;ACT	V;IPFV;IMP;SG;2;FIN
trussel	загроза	trussel	загроза	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
trussel	загрозу	trussel	загроза	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
trussel	загроза	trussel	загроза	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
trussel	погроза	trussel	погроза	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
trussel	загрозу	trussel	загроза	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
foredrag	лекція	foredrag	лекція	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
flyve	літати	flyve	літати	V;NFIN;ACT	V;IPFV;NFIN
præmie	премія	præmie	премія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
konkrete	бетонні	konkret	бетонний	ADJ;PL	ADJ;NOM;PL
fuldstændigt	цілком	fuldstændigt	цілком	ADV	ADV
fuldstændigt	повністю	fuldstændigt	повністю	ADV	ADV
chance	шанс	chance	шанс	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
chance	вірогідність	chance	вірогідність	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
monteret	змонтовано	monter	змонтовано	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
monteret	встановлено	monter	встановити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
ejendomme	будівлі	ejendom	будівля	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
ejendomme	будівель	ejendom	будівля	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
ejendomme	властивості	ejendom	властивість	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
flugt	втеча	flugt	втеча	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
flugt	втеча	flugt	втеча	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
flugt	втечу	flugt	втеча	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
banken	банк	bank	банк	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
rækkevidde	приціл	rækkevidde	приціл	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
rækkevidde	обсяг	rækkevidde	обсяг	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
rækkevidde	асортимент	rækkevidde	асортимент	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
rækkevidde	діапазон	rækkevidde	діапазон	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
rækkevidde	хребет	rækkevidde	хребет	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
rækkevidde	охоплення	rækkevidde	охоплення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
tillæg	додатку	tillæg	додаток	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
tillæg	додаток	tillæg	додаток	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
matematiker	математик	matematiker	математик	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
philadelphia	філадельфія	philadelphia	філадельфія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
sygehus	лікарня	sygehus	лікарня	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
sygehus	шпиталь	sygehus	шпиталь	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
ringen	кільце	ring	кільце	N;DEF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
ringen	перстень	ring	перстень	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ringen	каблучка	ring	каблучка	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
glæde	радість	glæde	радість	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
glæde	щастя	glæde	щастя	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
forrige	попереднє	forrige	попередній	ADJ	ADJ;NOM;NEUT;SG
forrige	попередні	forrige	попередній	ADJ	ADJ;NOM;PL
forrige	попередній	forrige	попередній	ADJ	ADJ;NOM;MASC;SG
forrige	попередня	forrige	попередній	ADJ	ADJ;NOM;FEM;SG
straf	штраф	straf	штраф	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
straf	покарання	straf	покарання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
straf	вирок	straf	вирка	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tilvækst	росту	tilvækst	ростий	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
tilvækst	зростання	tilvækst	зростання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
tilvækst	ріст	tilvækst	ріст	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tilvækst	приріст	tilvækst	приріст	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kunsten	мистецтво	kunst	мистецтво	N;DEF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
besked	повідомлення	besked	повідомлення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
stik	кабель	stik	кабель	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
stik	стаб	stik	стаб	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
stik	палицю	stik	палиця	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
specifikke	конкретних	specifikke	конкретний	ADJ;PL	ADJ;GEN;PL
specifikke	конкретні	specifikke	конкретний	ADJ;PL	ADJ;NOM;PL
kvalifikation	кваліфікація	kvalifikation	кваліфікація	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
rådgiver	радник	rådgive	радник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
rådgiver	радник	rådgive	радник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
rådgiver	радник	rådgive	радник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
rådgiver	радника	rådgive	радник	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
svagt	слабка	svag	слабкий	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
svagt	слабкий	svag	слабкий	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
indføre	знайомтесь	indføre	знайомитися	V;NFIN;ACT	V;IPFV;IMP;PL;2;FIN
forsvundet	зник	forsvinde	зник	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
vedvarende	постійного	vedvarende	постійний	ADJ	ADJ;GEN;MASC;SG
vedvarende	постійні	vedvarende	постійний	ADJ	ADJ;NOM;PL
vedvarende	стійкий	vedvarende	стійкий	ADJ	ADJ;NOM;MASC;SG
vedvarende	постійний	vedvarende	постійний	ADJ	ADJ;NOM;MASC;SG
vedvarende	відновлюваної	vedvarende	відновлюваний	ADJ	ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS
vedvarende	постійний	vedvarende	постійний	ADJ	ADJ;NOM;MASC;SG
udarbejdet	зібрано	udarbejde	зібрати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
væsen	істота	væsen	істота	N;INDF;NEUT;SG	N;ANIM;NOM;FEM;SG
væsen	створіння	væsen	створіння	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
maleren	маляр	maler	маляр	N;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
maleren	вазописець	maler	вазописець	N;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
maleren	художник	maler	художник	N;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
erstatte	замініть	erstatte	замінити	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
erstatte	замінити	erstatte	замінити	V;NFIN;ACT	V;PFV;NFIN
tivoli	карнавал	tivoli	карнавал	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
medarbejder	робітника	medarbejder	робітник	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
faktorer	фактори	faktor	фактор	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
faktorer	факторів	faktor	фактор	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
dollar	долар	dollar	долар	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bakterier	бактерії	bakterie	бактерія	N;INDF;MASC+FEM;PL	N;ANIM;NOM;FEM;PL
bakterier	мікроби	bakterie	мікроб	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
eksisteret	існував	eksistere	існувати	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
eksisteret	існувало	eksistere	існувати	V;INDF;SG;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN
opbygning	структура	opbygning	структура	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
sammenhængende	гуртовий	sammenhængende	гуртовий	ADJ	ADJ;NOM;MASC;SG
sammenhængende	неперервним	sammenhængende	неперервний	ADJ	ADJ;INS;NEUT;SG
neutral	нейтральний	neutral	нейтральний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
neutral	нейтральна	neutral	нейтральний	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
besætningen	екіпаж	besætning	екіпаж	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
formue	фортуна	formue	фортуна	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
båd	човен	båd	човен	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fyrste	принц	fyrste	принц	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
fyrste	князь	fyrste	князь	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
invasionen	вторгнення	invasion	вторгнення	N;DEF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
bevis	доказ	bevis	доказ	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
eksil	вигнання	eksil	вигнання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
bull	бик	bull	бик	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
bull	бика	bull	бико	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
bull	булл	bull	булл	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
lykkes	вдасться	lykkes	вдастися	V;NFIN;ACT	V;PFV;IND;SG;3;FUT;FIN
hærværk	вандалізму	hærværk	вандалізм	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
vilkår	умови	vilkår	умова	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
vilkår	умовами	vilkår	умова	N;INDF;NEUT;PL	N;INAN;INS;FEM;PL
vilkår	терміни	vilkår	термін	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
vilkår	умови	vilkår	умова	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
tyrkisk	турецька	tyrkisk	турецький	ADJ;INDF;SG	ADJ;NOM;FEM;SG
tyrkisk	турецький	tyrkisk	турецький	ADJ;INDF;SG	ADJ;NOM;MASC;SG
tyrkisk	турецькою	tyrkisk	турецький	ADJ;INDF;SG	ADJ;INS;FEM;SG
senior	сеньйор	senior	сеньйор	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
tilgang	підхід	tilgang	підхід	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
reserve	резерв	reserve	резерв	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
reserve	заповідник	reserve	заповідник	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fæstningen	фортеця	fæstning	фортеця	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
økonomien	господарство	økonomi	господарство	N;DEF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
økonomien	економіка	økonomi	економіка	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
økonomien	економія	økonomi	економія	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
blad	журнал	blad	журнал	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
blad	часопис	blad	часопис	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
blad	лезо	blad	лезо	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
blad	клинок	blad	клинка	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
blad	лист	blad	лист	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
blad	листок	blad	листок	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
sætning	фраза	sætning	фраза	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
sætning	фразу	sætning	фраза	N;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
sætning	вирок	sætning	вирка	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
situationer	ситуаціях	situation	ситуація	N;INDF;MASC+FEM;PL	N;INAN;ESS;FEM;PL
situationer	ситуацій	situation	ситуація	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
mose	марш	mose	марш	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mose	болото	mose	болото	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
dødsfald	смерті	dødsfald	смерть	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
dødsfald	смертей	dødsfald	смерть	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
militært	військовий	militært	військовий	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
mødet	засідання	møde	засідання	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
mødet	нарада	møde	нарада	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
mødet	зустріч	møde	зустріч	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
haver	сади	have	сад	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
haver	садів	have	сад	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
presse	преса	presse	преса	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
brændt	спалив	brænde	спалити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
tjene	заробляти	tjene	заробляти	V;NFIN;ACT	V;IPFV;NFIN
tjene	заслужити	tjene	заслужити	V;NFIN;ACT	V;PFV;NFIN
tjene	служити	tjene	служити	V;NFIN;ACT	V;IPFV;NFIN
tjene	подаємо	tjene	подавати	V;NFIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
tjene	подавати	tjene	подавати	V;NFIN;ACT	V;IPFV;NFIN
forklarer	пояснюю	forklare	пояснювати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
forklarer	пояснює	forklare	пояснювати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
anført	зазначив	anføre	зазначити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
manuskriptet	рукопис	manuskript	рукопис	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
ærkebiskop	архієпископ	ærkebiskop	архієпископ	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
ærkebiskop	митрополит	ærkebiskop	митрополит	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
angive	вказують	angive	вказувати	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
angive	позначають	angive	позначати	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
angive	вказати	angive	вказати	V;NFIN;ACT	V;PFV;NFIN
angive	вкажіть	angive	вказати	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
bus	шина	bus	шина	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
bus	автобус	bus	автобус	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
løbe	виконується	løbe	виконуватися	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
