was	бе	be	съм	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
lodge	лодж	lodge	лодж	N;SG	N;INDF;MASC;SG
eggs	яйца	egg	яйце	N;PL	N;INDF;NEUT;PL
eggs	яйцата	egg	яйце	N;PL	N;DEF;NEUT;PL
citizenship	гражданство	citizenship	гражданство	N;SG	N;INDF;NEUT;SG
specialist	специалист	specialist	специалист	N;SG	N;INDF;MASC;SG
tasks	задачи	task	задача	N;PL	N;INDF;FEM;PL
intent	намерение	intent	намерение	N;SG	N;INDF;NEUT;SG
intent	умисъл	intent	умисъл	N;SG	N;INDF;MASC;SG
instruction	инструкция	instruction	инструкция	N;SG	N;INDF;FEM;SG
pride	гордост	pride	гордост	N;SG	N;INDF;FEM;SG
pride	прайд	pride	прайд	N;SG	N;INDF;MASC;SG
banner	знаме	banner	знаме	N;SG	N;INDF;NEUT;SG
banner	банър	banner	банър	N;SG	N;INDF;MASC;SG
friendship	приятелството	friendship	приятелство	N;SG	N;DEF;NEUT;SG
friendship	дружба	friendship	дружба	N;SG	N;INDF;FEM;SG
friendship	приятелство	friendship	приятелство	N;SG	N;INDF;NEUT;SG
corruption	корупция	corruption	корупция	N;SG	N;INDF;FEM;SG
corruption	корупцията	corruption	корупция	N;SG	N;DEF;FEM;SG
corruption	поквара	corruption	покварам	N;SG	N;INDF;FEM;SG
sunk	потънал	sunk	потъна	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
sunk	потъна	sunk	потъна	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
sunk	потопен	sunk	потопя-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sunk	потопени	sunk	потопя-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
pilots	пилоти	pilot	пилот	N;PL	N;INDF;MASC;PL
pilots	пилотите	pilot	пилот	N;PL	N;DEF;MASC;PL
tape	касета	tape	касета	N;SG	N;INDF;FEM;SG
tape	лента	tape	лента	N;SG	N;INDF;FEM;SG
emigrants	емигранти	emigrant	емигрант	N;PL	N;INDF;MASC;PL
cancelled	отменена	cancel	отменя	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
cancelled	отменени	cancel	отменя	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
cancelled	отменено	cancel	отменя	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
cancelled	отменен	cancel	отменя	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
revenge	мъст	revenge	мъст	N;SG	N;INDF;FEM;SG
revenge	отмъщение	revenge	отмъщение	N;SG	N;INDF;NEUT;SG
revenge	отмъщението	revenge	отмъщение	N;SG	N;DEF;NEUT;SG
revision	ревизия	revision	ревизия	N;SG	N;INDF;FEM;SG
revision	преработка	revision	преработка	N;SG	N;INDF;FEM;SG
revision	преразглеждане	revision	преразглеждане	N;SG	N;INDF;NEUT;SG
dominant	доминираща	dominant	доминирам	ADJ	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
fee	хонорар	fee	хонорар	N;SG	N;INDF;MASC;SG
fee	такса	fee	такса	N;SG	N;INDF;FEM;SG
examination	разглеждане	examination	разглеждане	N;SG	N;INDF;NEUT;SG
examination	изследване	examination	изследване	N;SG	N;INDF;NEUT;SG
matrix	матрица	matrix	матрица	N;SG	N;INDF;FEM;SG
matrix	матрицата	matrix	матрица	N;SG	N;DEF;FEM;SG
biographical	биографичен	biographical	биографичен	ADJ	ADJ;INDF;MASC;SG
kiss	кис	kiss	кис	N;SG	N;INDF;MASC;SG
kiss	целувка	kiss	целувка	N;SG	N;INDF;FEM;SG
luck	късмет	luck	късмет	N;SG	N;INDF;MASC;SG
luck	късметът	luck	късмет	N;SG	N;DEF;MASC;SG
luck	късмета	luck	късмет	N;SG	N;DEF;MASC;SG
crosses	кръстове	cross	кръст	N;PL	N;INDF;MASC;PL
bid	наддаване	bid	наддаване	N;SG	N;INDF;NEUT;SG
bid	кандидатурата	bid	кандидатура	N;SG	N;DEF;FEM;SG
appreciate	оценявам	appreciate	оценявам	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
enemies	врагове	enemy	враг	N;PL	N;INDF;MASC;PL
enemies	враговете	enemy	враг	N;PL	N;DEF;MASC;PL
mercury	живак	mercury	живак	N;SG	N;INDF;MASC;SG
mercury	меркурий	mercury	меркурий	N;SG	N;INDF;MASC;SG
interactive	интерактивни	interactive	интерактивен	ADJ	ADJ;INDF;PL
math	математика	math	математика	N;SG	N;INDF;FEM;SG
structural	структурни	structural	структурен	ADJ	ADJ;INDF;PL
structural	структурна	structural	структурен	ADJ	ADJ;INDF;FEM;SG
airports	летища	airport	летище	N;PL	N;INDF;NEUT;PL
airports	летищата	airport	летище	N;PL	N;DEF;NEUT;PL
veterans	ветерани	veteran	ветерани	N;PL	N;INDF;MASC;PL
veterans	ветераните	veteran	ветерани	N;PL	N;DEF;MASC;PL
airline	авиокомпания	airline	авиокомпания	N;SG	N;INDF;FEM;SG
axis	ос	axis	ос	N;SG	N;INDF;FEM;SG
execution	екзекуция	execution	екзекуция	N;SG	N;INDF;FEM;SG
execution	изпълнение	execution	изпълнение	N;SG	N;INDF;NEUT;SG
cult	култ	cult	култ	N;SG	N;INDF;MASC;SG
cult	секта	cult	сект	N;SG	N;INDF;FEM;SG
ticket	билет	ticket	билет	N;SG	N;INDF;MASC;SG
entity	образувание	entity	образувание	N;SG	N;INDF;NEUT;SG
explicitly	изрично	explicitly	изрично	ADV	ADV
bombing	бомбардировка	bombing	бомбардировка	N;SG	N;INDF;FEM;SG
bombing	атентат	bombing	атентат	N;SG	N;INDF;MASC;SG
recognised	признати	recognise	призная-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
recognised	призната	recognise	призная-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
recognised	разпознат	recognise	разпозна-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
recognised	признато	recognise	призная-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
recognised	признат	recognise	призная-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
applicable	приложими	applicable	приложим	ADJ	ADJ;INDF;PL
applicable	приложим	applicable	приложим	ADJ	ADJ;INDF;MASC;SG
applicable	приложима	applicable	приложим	ADJ	ADJ;INDF;FEM;SG
founders	основатели	founder	основател	N;PL	N;INDF;MASC;PL
founders	основателите	founder	основател	N;PL	N;DEF;MASC;PL
suddenly	внезапно	suddenly	внезапно	ADV	ADV
suddenly	изведнъж	suddenly	изведнъж	ADV	ADV
parking	паркинг	parking	паркинг	N;SG	N;INDF;MASC;SG
parking	паркирането	parking	паркиране	N;SG	N;DEF;NEUT;SG
parking	паркиране	parking	паркиране	N;SG	N;INDF;NEUT;SG
absolute	абсолютна	absolute	абсолютен	ADJ	ADJ;INDF;FEM;SG
absolute	абсолютен	absolute	абсолютен	ADJ	ADJ;INDF;MASC;SG
absolute	абсолютни	absolute	абсолютен	ADJ	ADJ;INDF;PL
locomotive	локомотив	locomotive	локомотив	N;SG	N;INDF;MASC;SG
preparation	подготовка	preparation	подготовка	N;SG	N;INDF;FEM;SG
preparation	препарат	preparation	препарам-(се)	N;SG	N;INDF;MASC;SG
preparation	приготвяне	preparation	приготвяне	N;SG	N;INDF;NEUT;SG
declaration	декларация	declaration	декларация	N;SG	N;INDF;FEM;SG
burial	погребение	burial	погребение	N;SG	N;INDF;NEUT;SG
beating	побой	beating	побой	N;SG	N;INDF;MASC;SG
challenges	предизвикателствата	challenge	предизвикателство	N;PL	N;DEF;NEUT;PL
challenges	предизвикателства	challenge	предизвикателство	N;PL	N;INDF;NEUT;PL
evolved	еволюирали	evolve	еволюирам	V;PST;V.PTCP	V;PFV;INDF;PL;PST;V.PTCP;ACT
celebration	тържество	celebration	тържество	N;SG	N;INDF;NEUT;SG
celebration	празнуване	celebration	празнуване	N;SG	N;INDF;NEUT;SG
celebration	празник	celebration	празник	N;SG	N;INDF;MASC;SG
celebration	празненство	celebration	празненство	N;SG	N;INDF;NEUT;SG
discipline	дисциплина	discipline	дисциплина	N;SG	N;INDF;FEM;SG
fauna	фауна	fauna	фауна	N;SG	N;INDF;FEM;SG
manuscript	ръкопис	manuscript	ръкопис	N;SG	N;INDF;MASC;SG
experiments	опити	experiment	опит	N;PL	N;INDF;MASC;PL
experiments	експерименти	experiment	експеримент	N;PL	N;INDF;MASC;PL
chiefs	вождове	chief	вожд	N;PL	N;INDF;MASC;PL
chiefs	началници	chief	началник	N;PL	N;INDF;MASC;PL
compound	съединението	compound	съединение	N;SG	N;DEF;NEUT;SG
compound	съединение	compound	съединение	N;SG	N;INDF;NEUT;SG
associations	сдружения	association	сдружение	N;PL	N;INDF;NEUT;PL
associations	асоциации	association	асоциация	N;PL	N;INDF;FEM;PL
equally	еднакво	equally	еднакво	ADV	ADV
targets	цели	target	цел	N;PL	N;INDF;FEM;PL
alien	извънземна	alien	извънземен	ADJ	ADJ;INDF;FEM;SG
alien	извънземни	alien	извънземен	ADJ	ADJ;INDF;PL
alien	извънземен	alien	извънземен	ADJ	ADJ;INDF;MASC;SG
depicted	изобразен	depict	изобразя	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sergeant	сержант	sergeant	сержант	N;SG	N;INDF;MASC;SG
subsidiary	филиал	subsidiary	филиал	N;SG	N;INDF;MASC;SG
thirteen	тринадесет	thirteen	тринадесет	NUM	NUM;INDF;PL
thirteen	тринайсет	thirteen	тринайсет	NUM	NUM;INDF;PL
thick	дебела	thick	дебел	ADJ	ADJ;INDF;FEM;SG
thick	плътна	thick	плътна	ADJ	ADJ;INDF;FEM;SG
thick	дебел	thick	дебел	ADJ	ADJ;INDF;MASC;SG
extend	разшири	extend	разширя-(се)	V;IMP;FIN	V;PFV;IMP;SG;2;FIN
wire	тел	wire	тел	N;SG	N;INDF;FEM;SG
wire	жица	wire	жиц	N;SG	N;INDF;FEM;SG
measured	измерени	measure	измеря	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
measured	измерено	measure	измеря	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
measured	измерен	measure	измеря	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
measured	измерена	measure	измеря	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
fat	дебела	fat	дебел	ADJ	ADJ;INDF;FEM;SG
fat	дебели	fat	дебел	ADJ	ADJ;INDF;PL
fat	дебел	fat	дебел	ADJ	ADJ;INDF;MASC;SG
visits	посещенията	visit	посещение	N;PL	N;DEF;NEUT;PL
visits	посещения	visit	посещение	N;PL	N;INDF;NEUT;PL
flights	полети	flight	полет	N;PL	N;INDF;MASC;PL
verse	стих	verse	стих	N;SG	N;INDF;MASC;SG
warm	топла	warm	топъл	ADJ	ADJ;INDF;FEM;SG
warm	топъл	warm	топъл	ADJ	ADJ;INDF;MASC;SG
warm	топли	warm	топъл	ADJ	ADJ;INDF;PL
dynamic	динамична	dynamic	динамичен	ADJ	ADJ;INDF;FEM;SG
dynamic	динамични	dynamic	динамичен	ADJ	ADJ;INDF;PL
dynamic	динамичен	dynamic	динамичен	ADJ	ADJ;INDF;MASC;SG
breaks	почивки	break	почивка	N;PL	N;INDF;FEM;PL
grandson	внук	grandson	внук	N;SG	N;INDF;MASC;SG
grandson	внука	grandson	внук	N;SG	N;DEF;MASC;SG
grandson	внуче	grandson	внуча	N;SG	N;INDF;NEUT;SG
grandson	внукът	grandson	внук	N;SG	N;DEF;MASC;SG
monuments	паметници	monument	паметник	N;PL	N;INDF;MASC;PL
lying	лъжа	lie	лъжа	N;SG	N;INDF;FEM;SG
lords	лордовете	lord	лорд	N;PL	N;DEF;MASC;PL
lords	лордове	lord	лорд	N;PL	N;INDF;MASC;PL
congregation	паството	congregation	паство	N;SG	N;DEF;NEUT;SG
congregation	събор	congregation	събор	N;SG	N;INDF;MASC;SG
temperatures	температурите	temperature	температура	N;PL	N;DEF;FEM;PL
temperatures	температури	temperature	температура	N;PL	N;INDF;FEM;PL
testament	завет	testament	завет	N;SG	N;INDF;MASC;SG
drinking	пиене	drinking	пиена	N;SG	N;INDF;NEUT;SG
drinking	пиенето	drinking	пиене	N;SG	N;DEF;NEUT;SG
companion	спътник	companion	спътник	N;SG	N;INDF;MASC;SG
companion	придружител	companion	придружител	N;SG	N;INDF;MASC;SG
consideration	обмисляне	consideration	обмисляне	N;SG	N;INDF;NEUT;SG
veteran	ветеран	veteran	ветеран	N;SG	N;INDF;MASC;SG
doctors	лекарите	doctor	лекар	N;PL	N;DEF;MASC;PL
doctors	доктори	doctor	доктор	N;PL	N;INDF;MASC;PL
doctors	лекари	doctor	лекар	N;PL	N;INDF;MASC;PL
ruler	владетел	ruler	владетел	N;SG	N;INDF;MASC;SG
wise	мъдра	wise	мъдра	ADJ	ADJ;INDF;FEM;SG
wise	мъдри	wise	мъдря-(се)	ADJ	ADJ;INDF;PL
wise	мъдър	wise	мъдър	ADJ	ADJ;INDF;MASC;SG
shipping	корабоплаването	shipping	корабоплаване	N;SG	N;DEF;NEUT;SG
shipping	корабоплаване	shipping	корабоплаване	N;SG	N;INDF;NEUT;SG
shipping	доставка	shipping	доставка	N;SG	N;INDF;FEM;SG
worthy	достойна	worthy	достоен	ADJ	ADJ;INDF;FEM;SG
worthy	достоен	worthy	достоен	ADJ	ADJ;INDF;MASC;SG
worthy	достойни	worthy	достоен	ADJ	ADJ;INDF;PL
registration	регистрация	registration	регистрация	N;SG	N;INDF;FEM;SG
registration	регистриране	registration	регистриране	N;SG	N;INDF;NEUT;SG
directory	директория	directory	директория	N;SG	N;INDF;FEM;SG
directory	директорията	directory	директория	N;SG	N;DEF;FEM;SG
directory	указател	directory	указател	N;SG	N;INDF;MASC;SG
wyoming	уайоминг	wyoming	уайоминг	N;SG	N;INDF;MASC;SG
vietnamese	виетнамски	vietnamese	виетнамски	ADJ	ADJ;INDF;MASC;SG
cuban	кубинска	cuban	кубински	ADJ	ADJ;INDF;FEM;SG
cuban	кубински	cuban	кубински	ADJ	ADJ;INDF;MASC;SG
burns	гори	burn	гора	N;PL	N;INDF;FEM;PL
burns	изгаряния	burn	изгаряние	N;PL	N;INDF;NEUT;PL
divine	божествен	divine	божествен	ADJ	ADJ;INDF;MASC;SG
divine	божествена	divine	божествен	ADJ	ADJ;INDF;FEM;SG
divine	божествени	divine	божествен	ADJ	ADJ;INDF;PL
sequel	продължение	sequel	продължение	N;SG	N;INDF;NEUT;SG
fate	съдба	fate	съдба	N;SG	N;INDF;FEM;SG
fate	съдбата	fate	съдба	N;SG	N;DEF;FEM;SG
oral	перорален	oral	перорален	ADJ	ADJ;INDF;MASC;SG
boards	дъски	board	дъски	N;PL	N;INDF;FEM;PL
terrorist	терорист	terrorist	терорист	N;SG	N;INDF;MASC;SG
waves	вълните	wave	вълна	N;PL	N;DEF;FEM;PL
waves	вълни	wave	вълна	N;PL	N;INDF;FEM;PL
invented	измислил	invent	измисля	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
invented	измислен	invent	измисля	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
invented	измислени	invent	измисля	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
invented	измислена	invent	измисля	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
invented	изобретил	invent	изобретя	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
landed	кацнал	land	кацнал	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
paint	боя	paint	бой	N;SG	N;INDF;FEM;SG
paint	боядисване	paint	боядисване	N;SG	N;INDF;NEUT;SG
indication	индикация	indication	индикация	N;SG	N;INDF;FEM;SG
indication	указание	indication	указание	N;SG	N;INDF;NEUT;SG
indication	показание	indication	показание	N;SG	N;INDF;NEUT;SG
stops	спирки	stop	спирка	N;PL	N;INDF;FEM;PL
integration	интегриране	integration	интегриране	N;SG	N;INDF;NEUT;SG
integration	интеграция	integration	интеграция	N;SG	N;INDF;FEM;SG
bibliography	библиография	bibliography	библиография	N;SG	N;INDF;FEM;SG
farming	отглеждане	farm	отглеждане	N;SG	N;INDF;NEUT;SG
farming	земеделие	farm	земеделие	N;SG	N;INDF;NEUT;SG
marathon	маратон	marathon	маратон	N;SG	N;INDF;MASC;SG
beliefs	вярвания	belief	вярван	N;PL	N;INDF;NEUT;PL
beliefs	убеждения	belief	убеждение	N;PL	N;INDF;NEUT;PL
redundant	излишни	redundant	излишен	ADJ	ADJ;INDF;PL
redundant	излишен	redundant	излишен	ADJ	ADJ;INDF;MASC;SG
aerial	антена	aerial	антена	N;SG	N;INDF;FEM;SG
preservation	запазване	preservation	запазване	N;SG	N;INDF;NEUT;SG
preservation	съхранение	preservation	съхранение	N;SG	N;INDF;NEUT;SG
preservation	опазване	preservation	опазване	N;SG	N;INDF;NEUT;SG
altitude	височина	altitude	височина	N;SG	N;INDF;FEM;SG
freely	свободно	freely	свободно	ADV	ADV
simultaneously	едновременно	simultaneously	едновременно	ADV	ADV
psychological	психологически	psychological	психологически	ADJ	ADJ;INDF;MASC;SG
psychological	психологическа	psychological	психологически	ADJ	ADJ;INDF;FEM;SG
cultures	култури	culture	култура	N;PL	N;INDF;FEM;PL
cultures	културите	culture	култура	N;PL	N;DEF;FEM;PL
taxes	данъците	tax	данък	N;PL	N;DEF;MASC;PL
taxes	данъци	tax	данък	N;PL	N;INDF;MASC;PL
stakes	залози	stake	залог	N;PL	N;INDF;MASC;PL
stakes	колове	stake	кол	N;PL	N;INDF;MASC;PL
dominican	доминиканската	dominican	доминикански	ADJ	ADJ;DEF;FEM;SG
coins	монети	coin	монета	N;PL	N;INDF;MASC;PL
oxygen	кислород	oxygen	кислород	N;SG	N;INDF;MASC;SG
spell	заклинание	spell	заклинание	N;SG	N;INDF;NEUT;SG
spell	заклинанието	spell	заклинание	N;SG	N;DEF;NEUT;SG
craft	занаят	craft	зана	N;SG	N;INDF;MASC;SG
craft	кораб	craft	кораб	N;SG	N;INDF;MASC;SG
inspiration	вдъхновението	inspiration	вдъхновение	N;SG	N;DEF;NEUT;SG
inspiration	вдъхновение	inspiration	вдъхновение	N;SG	N;INDF;NEUT;SG
pairs	двойки	pair	двойка	N;PL	N;INDF;FEM;PL
vector	вектор	vector	вектор	N;SG	N;INDF;MASC;SG
arc	арк	arc	арк	N;SG	N;INDF;NEUT;SG
arc	дъга	arc	дъга	N;SG	N;INDF;FEM;SG
professionals	професионалисти	professional	професионалист	N;PL	N;INDF;MASC;PL
accusations	обвинения	accusation	обвинение	N;PL	N;INDF;NEUT;PL
approaches	подходи	approach	подход	N;PL	N;INDF;MASC;PL
slaves	робите	slave	роба	N;PL	N;DEF;FEM;PL
slaves	роби	slave	роба	N;PL	N;INDF;FEM;PL
mad	луд	mad	луд	ADJ	ADJ;INDF;MASC;SG
mad	луда	mad	луд	ADJ	ADJ;INDF;FEM;SG
spectrum	спектъра	spectrum	спектър	N;SG	N;DEF;MASC;SG
spectrum	спектър	spectrum	спектър	N;SG	N;INDF;MASC;SG
client	клиент	client	клиент	N;SG	N;INDF;MASC;SG
dozen	дузина	dozen	дузина	N;SG	N;INDF;FEM;SG
symbols	означения	symbol	означение	N;PL	N;INDF;NEUT;PL
symbols	символи	symbol	символя	N;PL	N;INDF;MASC;PL
plaza	plaza	plaza	plaza	N;SG	N;INDF;MASC;SG
plaza	плаза	plaza	плаза	N;SG	N;INDF;FEM;SG
banking	банкиране	banking	банкиране	N;SG	N;INDF;NEUT;SG
inherited	наследил	inherite	наследя	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
legion	легион	legion	легион	N;SG	N;INDF;MASC;SG
legion	легиона	legion	легион	N;SG	N;DEF;MASC;SG
symptoms	симптоми	symptom	симптом	N;PL	N;INDF;MASC;PL
symptoms	симптомите	symptom	симптом	N;PL	N;DEF;MASC;PL
mosque	джамията	mosque	джамия	N;SG	N;DEF;FEM;SG
mosque	джамия	mosque	джам	N;SG	N;INDF;FEM;SG
guys	момчета	guy	момче	N;PL	N;INDF;NEUT;PL
lab	лабораторията	lab	лаборатория	N;SG	N;DEF;FEM;SG
lab	лаборатория	lab	лаборатория	N;SG	N;INDF;FEM;SG
sailing	плаване	sailing	плаване	N;SG	N;INDF;NEUT;SG
orientation	насоченост	orientation	насоченост	N;SG	N;INDF;FEM;SG
orientation	ориентация	orientation	ориентация	N;SG	N;INDF;FEM;SG
orientation	ориентиране	orientation	ориентиране	N;SG	N;INDF;NEUT;SG
orientation	ориентацията	orientation	ориентация	N;SG	N;DEF;FEM;SG
generic	общи	generic	общ	ADJ	ADJ;INDF;PL
reasoning	разсъждение	reasoning	разсъждение	N;SG	N;INDF;NEUT;SG
stroke	удар	stroke	удар	N;SG	N;INDF;MASC;SG
stroke	инсулт	stroke	инсулт	N;SG	N;INDF;MASC;SG
unions	синдикатите	union	синдикат	N;PL	N;DEF;MASC;PL
unions	профсъюзите	union	профсъюз	N;PL	N;DEF;MASC;PL
unions	съюзи	union	съюз	N;PL	N;INDF;MASC;PL
efficient	ефективна	efficient	ефективен	ADJ	ADJ;INDF;FEM;SG
efficient	ефикасен	efficient	ефикасен	ADJ	ADJ;INDF;MASC;SG
efficient	ефективен	efficient	ефективен	ADJ	ADJ;INDF;MASC;SG
opens	отваря	open	отварям-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
impression	впечатление	impression	впечатление	N;SG	N;INDF;NEUT;SG
discover	открийте	discover	открия-(се)	V;IMP;FIN	V;PFV;IMP;PL;2;FIN
discover	открие	discover	открия-(се)	V;IMP;FIN	V;PFV;IMP;SG;2;PST;FIN
relocated	преместени	relocate	преместя-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
relocated	преместен	relocate	преместя-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
relocated	преместена	relocate	преместя-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dancer	танцьорка	dancer	танцьорка	N;SG	N;INDF;FEM;SG
dancer	танцьор	dancer	танцьор	N;SG	N;INDF;MASC;SG
phenomenon	явление	phenomenon	явление	N;SG	N;INDF;NEUT;SG
phenomenon	феномен	phenomenon	феномен	N;SG	N;INDF;MASC;SG
preliminary	предварителна	preliminary	предварителен	ADJ	ADJ;INDF;FEM;SG
preliminary	предварителни	preliminary	предварителен	ADJ	ADJ;INDF;PL
preliminary	предварителен	preliminary	предварителен	ADJ	ADJ;INDF;MASC;SG
anchor	котва	anchor	котва	N;SG	N;INDF;FEM;SG
anchor	котвата	anchor	котва	N;SG	N;DEF;FEM;SG
abilities	способности	ability	способност	N;PL	N;INDF;FEM;PL
procedures	процедури	procedure	процедура	N;PL	N;INDF;FEM;PL
emotional	емоционална	emotional	емоционален	ADJ	ADJ;INDF;FEM;SG
emotional	емоционални	emotional	емоционален	ADJ	ADJ;INDF;PL
emotional	емоционален	emotional	емоционален	ADJ	ADJ;INDF;MASC;SG
timber	дървесина	timber	дървесина	N;SG	N;INDF;FEM;SG
cartoon	карикатура	cartoon	карикатура	N;SG	N;INDF;FEM;SG
demands	искания	demand	искане	N;PL	N;INDF;NEUT;PL
continent	континент	continent	континент	N;SG	N;INDF;MASC;SG
continent	континента	continent	континент	N;SG	N;DEF;MASC;SG
fellowship	задругата	fellowship	задруга	N;SG	N;DEF;FEM;SG
lock	катинар	lock	катинар	N;SG	N;INDF;MASC;SG
lock	заключване	lock	заключване	N;SG	N;INDF;NEUT;SG
lock	ключалка	lock	ключалка	N;SG	N;INDF;FEM;SG
overview	преглед	overview	преглед	N;SG	N;INDF;MASC;SG
overview	обзор	overview	обзор	N;SG	N;INDF;MASC;SG
wealthy	богат	wealthy	богат	ADJ	ADJ;INDF;MASC;SG
wealthy	богата	wealthy	богат	ADJ	ADJ;INDF;FEM;SG
wealthy	заможни	wealthy	заможен	ADJ	ADJ;INDF;PL
wealthy	заможен	wealthy	заможен	ADJ	ADJ;INDF;MASC;SG
acquisition	придобивка	acquisition	придобивка	N;SG	N;INDF;FEM;SG
acquisition	придобиване	acquisition	придобиване	N;SG	N;INDF;NEUT;SG
filter	филтър	filter	филтър	N;SG	N;INDF;MASC;SG
filter	филтриране	filter	филтриране	N;SG	N;INDF;NEUT;SG
addresses	адреси	address	адрес	N;PL	N;INDF;MASC;PL
addresses	адресите	address	адрес	N;PL	N;DEF;MASC;PL
independently	самостоятелно	independently	самостоятелно	ADV	ADV
observation	наблюдение	observation	наблюдение	N;SG	N;INDF;NEUT;SG
challenged	предизвикан	challenge	предизвикам	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
challenged	предизвикана	challenge	предизвикам	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
challenged	предизвика	challenge	предизвикам	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
threats	заплахи	threat	заплаха	N;PL	N;INDF;FEM;PL
fallen	паднал	fall	падна-(се)	V;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
fallen	паднали	fall	падна-(се)	V;PST;V.PTCP	V;PFV;INDF;PL;PST;V.PTCP;ACT
fallen	паднало	fall	падна-(се)	V;PST;V.PTCP	V;PFV;INDF;NEUT;SG;PST;V.PTCP;ACT
fallen	паднала	fall	падна-(се)	V;PST;V.PTCP	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
protocol	протокол	protocol	протокол	N;SG	N;INDF;MASC;SG
protocol	протоколът	protocol	протокол	N;SG	N;DEF;MASC;SG
judgment	осъждане	judgment	осъждане	N;SG	N;INDF;NEUT;SG
judgment	преценка	judgment	преценка	N;SG	N;INDF;FEM;SG
colours	цветове	colour	цвят	N;PL	N;INDF;MASC;PL
distinctive	отличителен	distinctive	отличителен	ADJ	ADJ;INDF;MASC;SG
distinctive	отличителни	distinctive	отличителен	ADJ	ADJ;INDF;PL
landmark	забележителност	landmark	забележителност	N;SG	N;INDF;FEM;SG
landmark	ориентир	landmark	ориентир	N;SG	N;INDF;MASC;SG
package	пратка	package	пратка	N;SG	N;INDF;FEM;SG
package	пакет	package	пакет	N;SG	N;INDF;MASC;SG
package	пакетът	package	пакет	N;SG	N;DEF;MASC;SG
package	опаковка	package	опаковка	N;SG	N;INDF;FEM;SG
controls	контрол	controls	контрол	N;SG	N;INDF;MASC;SG
controls	управление	controls	управление	N;SG	N;INDF;NEUT;SG
prisoner	затворничка	prisoner	затворничка	N;SG	N;INDF;FEM;SG
prisoner	затворник	prisoner	затворник	N;SG	N;INDF;MASC;SG
signals	сигнали	signal	сигнал	N;PL	N;INDF;MASC;PL
intervention	встъпване	intervention	встъпване	N;SG	N;INDF;NEUT;SG
intervention	интервенция	intervention	интервенция	N;SG	N;INDF;FEM;SG
intervention	намеса	intervention	намеса	N;SG	N;INDF;FEM;SG
arriving	пристига	arrive	пристигам	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
cylinder	цилиндър	cylinder	цилиндър	N;SG	N;INDF;MASC;SG
tested	тествани	test	тествам	V;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
tested	изпитани	test	изпитам	V;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
