mdr	mdr	mdr	mdr		
wiederherstellen	odzyskać	wiederherstellen	odzyskać	V;NFIN	V;PFV;NFIN;ACT
beseitigt	zniosła	beseitigen	znieść	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
beseitigt	zniósł	beseitigen	znieść	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
aufschwung	ożywienie	aufschwang	ożywienie	N	N;NOM;NEUT;SG
aufschwung	odrodzenie	aufschwang	odrodzić	N	N;NOM;NEUT;SG;POS;V.MSDR
verteidigte	bronił	verteidigen	bronić	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
verteidigte	broniła	verteidigen	bronić	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
empfehlung	propozycja	empfehlung	propozycja	N;NOM;FEM;SG	N;NOM;FEM;SG
empfehlung	sugestia	empfehlung	sugestia	N;NOM;FEM;SG	N;NOM;FEM;SG
empfehlung	zalecenie	empfehlung	zalecenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bedrohung	zagrożenia	bedrohung	zagrożenie	N;FEM;SG	N;NOM;NEUT;SG
bedrohung	zagrożenia	bedrohung	zagrożenie	N;FEM;SG	N;NOM;NEUT;SG
bedrohung	zagrożenie	bedrohung	zagrożenie	N;FEM;SG	N;NOM;NEUT;SG
bedrohung	groźba	bedrohung	groźba	N;FEM;SG	N;NOM;FEM;SG
einweihung	poświęcenie	einweihung	poświęcenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
einweihung	poświęcenia	einweihung	poświęcenie	N	N;PFV;GEN;NEUT;SG;POS;V.MSDR
einweihung	oddanie	einweihung	oddanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
einweihung	inauguracji	einweihung	inauguracja	N	N;GEN;FEM;SG
einweihung	konsekracji	einweihung	konsekracja	N	N;GEN;FEM;SG
landung	przyłożenie	landung	przyłożyć	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
landung	lądowanie	landung	lądować	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
landung	lądowanie	landung	lądować	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
sozialer	społeczna	sozial	społeczny	ADJ	ADJ;NOM;FEM;SG
sozialer	towarzyskie	sozial	towarzyski	ADJ	ADJ;NOM;NEUT;SG
sozialer	społeczne	sozial	społeczny	ADJ	ADJ;NOM;NEUT;SG
sozialer	socjalna	sozial	socjalny	ADJ	ADJ;NOM;FEM;SG
sozialer	społeczny	sozial	społeczny	ADJ	ADJ;NOM;MASC;SG
sozialer	społecznego	sozial	społeczny	ADJ	ADJ;ACC;MASC;SG
statistischen	statystyczne	statistisch	statystyczny	ADJ;NOM	ADJ;NOM;NEUT;SG
statistischen	statystyczny	statistisch	statystyczny	ADJ;NOM	ADJ;NOM;MASC;SG
betreute	nadzorował	betreuen	nadzorować	V;IND;SG;3;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
pole	polonia	polen	polonia		
besiegt	podbił	besiegen	podbić	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
besiegt	pokonał	besiegen	pokonać	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
bindung	wiązania	bindung	wiązanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
bindung	wiązanie	bindung	wiązanie	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bindung	więź	bindung	więź	N;NOM;FEM;SG	N;NOM;FEM;SG
bindung	wiązanie	bindung	wiązanie	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
entwürfe	szkice	entwürfen	szkic	N;NOM;MASC;PL	N;NOM;MASC;PL
entwürfe	wzory	entwürfen	wzór	N;NOM;MASC;PL	N;NOM;MASC;PL
entwürfe	projekty	entwürfen	projekt	N;NOM;MASC;PL	N;NOM;MASC;PL
entwürfe	plany	entwürfen	plan	N;NOM;MASC;PL	N;NOM;MASC;PL
schwimmen	pływać	schwimmen	pływać	V;NFIN	V;IPFV;NFIN;ACT
protest	protest	protest	protest	N	N;NOM;MASC;SG
protest	protestu	protest	protest	N	N;GEN;MASC;SG
protest	protesty	protest	protest	N	N;NOM;MASC;PL
protest	protesty	protest	protest	N	N;NOM;MASC;PL
kugel	kula	kugeln	kula		
kugel	globe	kugeln	globy		
kugel	ball	kugeln	ball		
kugel	kula	kugeln	kula		
kugel	kula	kugeln	kula		
kugel	kulka	kugeln	kulka		
ausstrahlung	transmisja	ausstrahlung	transmisja	N;NOM;FEM;SG	N;NOM;FEM;SG
ausstrahlung	nadawanie	ausstrahlung	nadawać	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ausstrahlung	nadawanie	ausstrahlung	nadawać	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pest	plagi	pest	plag		
pest	zarazy	pest	zaraz		
pest	zarazy	pest	zaraz		
indischer	indyjskie	indisch	indyjski	ADJ	ADJ;NOM;NEUT;SG
indischer	indyjska	indisch	indyjski	ADJ	ADJ;NOM;FEM;SG
indischer	indyjski	indisch	indyjski	ADJ	ADJ;NOM;MASC;SG
genehmigt	zatwierdzić	hehmigen	zatwierdzić	V;V.PTCP	V;PFV;NFIN;ACT
genehmigt	zatwierdzono	hehmigen	zatwierdzić	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
wärme	upał	wärm	upał		
wärme	heat	wärm	heat		
wärme	ciepło	wärm	ciepło		
wärme	ciepła	wärm	ciepło		
wärme	ciepła	wärm	ciepło		
wärme	ciepło	wärm	ciepło		
wärme	ciepła	wärm	ciepło		
wärme	ciepło	wärm	ciepło		
korrigieren	naprawić	korrigieren	naprawić	V;NFIN	V;PFV;NFIN;ACT
moor	moor	moor	moor		
moor	bagna	moor	bagny		
moor	moors	moor	moors		
erfüllung	spełnianie	Erfüllung	spełniać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
erfüllung	zgodność	Erfüllung	zgodność	N;SG	N;ACC;FEM;SG
erfüllung	spełnienie	Erfüllung	spełnić	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
erfüllung	spełnienia	Erfüllung	spełnić	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
erfüllung	spełnienie	Erfüllung	spełnić	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
erfüllung	wypełnienie	Erfüllung	wypełnić	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
erfüllung	spełnienia	Erfüllung	spełnić	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
einheitlich	zjednoczone	einheitlich	zjednoczyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
einheitlich	jednolitego	einheitlich	jednolity	ADJ	ADJ;GEN;MASC;SG
einheitlich	zjednoczona	einheitlich	zjednoczyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
einheitlich	jednolitego	einheitlich	jednolity	ADJ	ADJ;GEN;MASC;SG
einheitlich	jednolity	einheitlich	jednolit	ADJ	ADJ;NOM;MASC;SG
einheitlich	jednolita	einheitlich	jednolit	ADJ	ADJ;NOM;FEM;SG
einheitlich	jednolita	einheitlich	jednolit	ADJ	ADJ;NOM;FEM;SG
einheitlich	jednolity	einheitlich	jednolit	ADJ	ADJ;NOM;MASC;SG
einbau	włączenia	einbau	włączyć	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
einbau	włączanie	einbau	włączać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
einbau	montażu	einbau	montaż	N;SG	N;GEN;MASC;SG
einbau	instalacji	einbau	instalacja	N;SG	N;GEN;FEM;SG
einbau	instalacja	einbau	instalacja	N;SG	N;NOM;FEM;SG
breitengrad	równoległego	breitengrad	równoległy	ADJ	ADJ;ACC;MASC;SG
breitengrad	równoległych	breitengrad	równoległy	ADJ	ADJ;GEN;MASC;PL
klang	sound	klingen	sounda		
klang	klang	klingen	klang		
malta	malty	malta	malt		
sitzung	sesja	sitzung	sesja	N;SG	N;NOM;FEM;SG
sitzung	sesję	sitzung	sesja	N;SG	N;ACC;FEM;SG
sitzung	sesji	sitzung	sesja	N;SG	N;GEN;FEM;SG
sitzung	posiedzenie	sitzung	posiedzenie	N;SG	N;NOM;NEUT;SG
sitzung	zebranie	sitzung	zebranie	N;SG	N;NOM;NEUT;SG
sitzung	spotkanie	sitzung	spotkanie	N;SG	N;NOM;NEUT;SG
sitzung	siedzenie	sitzung	siedzenie	N;SG	N;NOM;NEUT;SG
wohin	gdzie	wohin	gdzie	ADV	ADV
relevanter	istotna	relevant	istotny	ADJ	ADJ;NOM;FEM;SG
relevanter	stosowne	relevant	stosowny	ADJ	ADJ;NOM;NEUT;SG
relevanter	odpowiednich	relevant	odpowiedni	ADJ	ADJ;GEN;MASC;PL
teilnahmen	uczestniczyły	teilnehmen	uczestniczyć	V;IND;PL;3;PST;FIN	V;IPFV;FEM;IND;PL;PST;FIN;ACT
benutzung	wykorzystanie	Benutzung	wykorzystać	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
benutzung	korzystanie	Benutzung	korzystać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
benutzung	użycie	Benutzung	użyć	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
benutzung	użytkowanie	Benutzung	użytkować	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
verträge	kontrakty	verträgen	kontrakt	N;NOM;PL	N;NOM;MASC;PL
verträge	traktaty	verträgen	traktaty	N;NOM;PL	N;NOM;MASC;PL
perfekt	idealna	perfekt	idealny	ADJ	ADJ;NOM;FEM;SG
perfekt	idealne	perfekt	idealny	ADJ	ADJ;NOM;NEUT;SG
perfekt	idealny	perfekt	idealny	ADJ	ADJ;NOM;MASC;SG
kommunisten	komunistów	kommunist	komunista	N;PL	N;ACC;MASC;PL
kommunisten	komuniści	kommunist	komunista	N;PL	N;NOM;MASC;PL
kommunisten	komuniści	kommunist	komunista	N;PL	N;NOM;MASC;PL
eingegangen	otrzymała	eingehen	otrzymać	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
eingegangen	otrzymano	eingehen	otrzymać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
definieren	definiuje	definieren	definiować	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
definieren	zdefiniowano	definieren	zdefiniować	V;NFIN	V;PFV;IND;0;PST;FIN;ACT
definieren	określa	definieren	określać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
definieren	określić	definieren	określić	V;NFIN	V;PFV;NFIN;ACT
konto	konto	konto	konto	N;NOM;SG	N;NOM;NEUT;SG
allzu	przesadnie	allzu	przesadnie	ADV	ADV
allzu	nadmiernie	allzu	nadmiernie	ADV	ADV
inhaftiert	zatrzymano	inhaftieren	zatrzymać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
dream	dream	dream	drwać		
grammatik	gramatyczne	grammatik	gramatyczny	ADJ	ADJ;NOM;NEUT;SG
lustig	fajne	lustig	fajny	ADJ	ADJ;NOM;NEUT;SG
lustig	zabawny	lustig	zabawny	ADJ	ADJ;NOM;MASC;SG
lustig	śmieszne	lustig	śmieszny	ADJ	ADJ;NOM;NEUT;SG
lustig	zabawne	lustig	zabawny	ADJ	ADJ;NOM;NEUT;SG
lustig	zabawne	lustig	zabawny	ADJ	ADJ;NOM;NEUT;SG
fernseh	tv	fernseh	TV		
case	case	case	cas		
upper	upper	upper	upper		
upper	górny	upper	górny		
hölle	hell	höllen	hell		
hölle	hellfire	höllen	hellfiry		
charakteristisch	charakterystyczne	charakteristisch	charakterystyczny	ADJ	ADJ;NOM;NEUT;SG
charakteristisch	charakterystyczny	charakteristisch	charakterystyczny	ADJ	ADJ;NOM;MASC;SG
charakteristisch	charakterystyczne	charakteristisch	charakterystyczny	ADJ	ADJ;NOM;NEUT;SG
befreien	wyzwolić	befreien	wyzwolić	V;NFIN	V;PFV;NFIN;ACT
übersetzen	tłumacz	übersetzen	tłumacz	V;NFIN	V;IPFV;IND;SG;PST;FIN;ACT
übersetzen	tłumaczyć	übersetzen	tłumaczyć	V;NFIN	V;IPFV;NFIN;ACT
übersetzen	przetłumaczyć	übersetzen	przetłumaczyć	V;NFIN	V;PFV;NFIN;ACT
übersetzen	tłumacz	übersetzen	tłumacz	V;NFIN	V;IPFV;IND;SG;PST;FIN;ACT
börse	wymiany	börsen	wymiana		
angefangen	rozpoczęto	anfangen	rozpocząć	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
angefangen	zaczął	anfangen	zacząć	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
angefangen	zaczyna	anfangen	zaczynać	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
angefangen	zaczynamy	anfangen	zaczynać	V;V.PTCP	V;IPFV;IND;PL;1;PRS;FIN;ACT
damm	tamy	damm	tama		
damm	zapora	damm	zaporać		
damm	tama	damm	tama		
exzellent	doskonała	exzellent	doskonały	ADJ	ADJ;NOM;FEM;SG
juristen	adwokaci	juristen	adwokaty	N;NOM;PL	N;NOM;MASC;PL
juristen	prawnicy	juristen	prawnica	N;NOM;PL	N;NOM;MASC;PL
juristen	adwokaci	juristen	adwokaty	N;NOM;PL	N;NOM;MASC;PL
rum	rumu	rum	rum		
rum	rum	rum	rum		
sekunde	sekund	sekunde	sekunda		
sekunde	sek	sekunde	sek		
sekunde	sec	sekunde	sec		
orient	orient	orient	orient		
benötigen	potrzebuje	benötigen	potrzebować	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
benötigen	potrzeba	benötigen	potrzeba	V;NFIN	V;IND;PRS;FIN
benötigen	potrzebuję	benötigen	potrzebować	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
benötigen	wymagają	benötigen	wymagać	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
benötigen	wymagać	benötigen	wymagać	V;NFIN	V;IPFV;NFIN;ACT
gespeichert	zapisano	speichern	zapisać	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
gespeichert	uratował	speichern	uratować	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
set	set	set	set		
rechtfertigen	uzasadnić	rechtfertigen	uzasadnić	V;NFIN	V;PFV;NFIN;ACT
störung	zakłócenie	störung	zakłócenie	N;FEM;SG	N;NOM;NEUT;SG
störung	ingerencji	störung	ingerencja	N;FEM;SG	N;DAT;FEM;SG
störung	zaburzenie	störung	zaburzyć	N;FEM;SG	N;NOM;NEUT;SG
rekonstruktion	rekonstrukcja	rekonstruktion	rekonstrukcja	N;NOM;FEM;SG	N;NOM;FEM;SG
administratoren	administratorzy	administratoren	administrator	N;NOM;PL	N;NOM;MASC;PL
administratoren	administratorzy	administratoren	administrator	N;NOM;PL	N;NOM;MASC;PL
installation	instalacji	installation	instalacja	N;SG	N;GEN;FEM;SG
installation	instalacja	installation	instalacja	N;SG	N;NOM;FEM;SG
installation	instalowanie	installation	instalować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
installation	instalacja	installation	instalacja	N;SG	N;NOM;FEM;SG
installation	instalacji	installation	instalacja	N;SG	N;GEN;FEM;SG
installation	instalacja	installation	instalacja	N;SG	N;NOM;FEM;SG
schöner	piękne	schön	piękny	ADJ	ADJ;NOM;NEUT;SG
schöner	piękna	schön	piękny	ADJ	ADJ;NOM;FEM;SG
schöner	śliczna	schön	śliczny	ADJ	ADJ;NOM;FEM;SG
schöner	ładniejsze	schön	ładny	ADJ	ADJ;NOM;CMPR;NEUT;SG
schöner	fajny	schön	fajny	ADJ	ADJ;NOM;MASC;SG
schöner	fajna	schön	fajny	ADJ	ADJ;NOM;FEM;SG
schöner	fajne	schön	fajny	ADJ	ADJ;NOM;NEUT;SG
schöner	ładne	schön	ładny	ADJ	ADJ;NOM;NEUT;SG
speichern	uratować	speichern	uratować	V;NFIN	V;PFV;NFIN;ACT
speichern	zachowaj	speichern	zachować	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
speichern	zapisać	speichern	zapisać	V;NFIN	V;PFV;NFIN;ACT
speichern	zapisz	speichern	zapisać	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
sprachlich	językowej	sprachlich	językowy	ADJ	ADJ;GEN;FEM;SG
schuss	zastrzelony	schassen	zastrzelić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
schuss	postrzelony	schassen	postrzelić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
freundlich	przyjacielski	freundlich	przyjacielski	ADJ	ADJ;NOM;MASC;SG
freundlich	przyjazny	freundlich	przyjazny	ADJ	ADJ;NOM;MASC;SG
freundlich	przyjazna	freundlich	przyjazny	ADJ	ADJ;NOM;FEM;SG
freundlich	przyjazne	freundlich	przyjazny	ADJ	ADJ;NOM;NEUT;SG
gehäuse	łuski	gehäus	łuski		
zylinder	butle	zylinder	butla		
vorschlagen	zaproponować	vorschlagen	zaproponować	V;NFIN	V;PFV;NFIN;ACT
vorschlagen	sugerują	vorschlagen	sugerować	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
vorschlagen	zaproponuj	vorschlagen	zaproponować	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
vorschlagen	zasugerować	vorschlagen	zasugerować	V;NFIN	V;PFV;NFIN;ACT
portugiesisch	portugalski	portugiesisch	portugalski	ADJ	ADJ;NOM;MASC;SG
portugiesisch	portugalska	portugiesisch	portugalski	ADJ	ADJ;NOM;FEM;SG
portugiesisch	portugalskie	portugiesisch	portugalski	ADJ	ADJ;NOM;NEUT;SG
portugiesisch	portugalskim	portugiesisch	portugalski	ADJ	ADJ;INS;MASC;SG
reduzieren	zmniejsza	reduzieren	zmniejszać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reduzieren	zmniejszyć	reduzieren	zmniejszyć	V;NFIN	V;PFV;NFIN;ACT
reduzieren	zredukować	reduzieren	zredukować	V;NFIN	V;PFV;NFIN;ACT
filmmusik	soundtrack	filmmusik	soundtrack	N	N;NOM;MASC;SG
filmmusik	wynik	filmmusik	wynik	N	N;NOM;MASC;SG
fotografien	photography	fotografien	photographa		
wände	mury	wanden	mur	N;NOM;PL	N;NOM;MASC;PL
begleitung	monitoring	begleitung	monitoring	N;NOM;FEM;SG	N;NOM;MASC;SG
begleitung	monitorowanie	begleitung	monitorowanie	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
begleitung	akompaniament	begleitung	akompaniament	N;NOM;FEM;SG	N;NOM;MASC;SG
abwehr	obronie	abwehr	obrona	N;SG	N;DAT;FEM;SG
abwehr	obrona	abwehr	obrona	N;SG	N;NOM;FEM;SG
abwehr	obrona	abwehr	obrona	N;SG	N;NOM;FEM;SG
konkurrenten	konkurencyjne	konkurrent	konkurencyjny	ADJ	ADJ;NOM;NEUT;SG
wiederholte	powtórzyć	wiederholt	powtórzyć	V;IND;SG;3;PST;FIN	V;PFV;NFIN;ACT
landstraße	autostrada	landstraße	autostrada	N;NOM;FEM;SG	N;NOM;FEM;SG
stören	przeszkadzać	stören	przeszkadzać	V;NFIN	V;IPFV;NFIN;ACT
stören	zakłócić	stören	zakłócić	V;NFIN	V;PFV;NFIN;ACT
gastgeber	przyjmujące	gastgeber	przyjmujący	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
gastgeber	organizowane	gastgeber	organizować	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
denkt	mysli	denken	mysleć	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;PRS;FIN;ACT
wünschen	życzymy	wünschen	życzyć	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
wünschen	życzy	wünschen	życzyć	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wünschen	życzę	wünschen	życzyć	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
wünschen	życzy	wünschen	życzyć	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
selbständig	niezależny	selbständig	niezależny	ADJ	ADJ;NOM;MASC;SG
selbständig	niezależnych	selbständig	niezależny	ADJ	ADJ;GEN;MASC;PL
selbständig	niezależna	selbständig	niezależny	ADJ	ADJ;NOM;FEM;SG
selbständig	niezależne	selbständig	niezależny	ADJ	ADJ;NOM;NEUT;SG
meisterin	pani	meisterin	pani	N;NOM;FEM;SG	N;NOM;FEM;SG
meisterin	kochanka	meisterin	kochanka	N;NOM;FEM;SG	N;NOM;FEM;SG
jüngsten	najmłodszych	jung	mody	ADJ;PL	ADJ;ACC;CMPR;MASC;PL
jüngsten	ostatnich	jung	ostatni	ADJ;PL	ADJ;GEN;MASC;PL
fdl	fdl	fdl	fde		
nase	nosa	nase	nos	N;SG	N;GEN;MASC;SG
nase	nosek	nase	nosek	N;SG	N;NOM;MASC;SG
nase	nos	nase	nos	N;SG	N;NOM;MASC;SG
finanzen	financial	finanzen	financial		
finanzen	finanse	finanzen	finans		
finanzen	finanse	finanzen	finans		
finanzen	finansów	finanzen	finanse		
finanzen	finanse	finanzen	finans		
fresken	freski	fresken	freski	N;NOM;PL	N;NOM;MASC;PL
heine	heine	hein	heiny		
achtung	uwaga	achtung	uwaga		
spendete	przekazał	spenden	przekazać	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
betriebssystem	operacyjny	betriebssystem	operacyjny	ADJ	ADJ;NOM;MASC;SG
betriebssystem	operacyjnych	betriebssystem	operacyjny	ADJ	ADJ;GEN;MASC;PL
sauer	kwaśne	sauer	kwaśny	ADJ	ADJ;NOM;NEUT;SG
salz	sól	salz	sól		
salz	soli	salz	sola		
swr	swr	swr	swra		
entfernte	odległy	entfernen	odlec	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
entfernte	odległ	entfernen	odlec	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
entfernte	odległy	entfernen	odlec	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
betreten	wejdź	betreten	wejść	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
wilden	wild	wild	wild		
wilden	dziko	wild	dziko		
wilden	dzika	wild	dziki		
wilden	wilden	wild	wilden		
wilden	savage	wild	savaga		
deep	deep	deep	deep		
beruflichen	zawodowego	beruflich	zawodowy	ADJ	ADJ;ACC;MASC;SG
beruflichen	zawodowe	beruflich	zawodowy	ADJ	ADJ;NOM;NEUT;SG
volleyball	volley	volleyball	volley		
sortiert	posortowane	sortieren	posortować	ADJ;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dreht	obraca	drehen	obracać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dreht	kręci	drehen	kręcić	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
oldid	oldid	oldid	oldid		
inspiriert	inspiruje	inspirieren	inspirować	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
feind	wroga	feind	wróg		
niedergang	spadek	niedergang	spadka	N	N;NOM;MASC;SG
niedergang	upadek	niedergang	upadek	N	N;NOM;MASC;SG
niedergang	upadku	niedergang	upadek	N	N;GEN;MASC;SG
