mac	maca	mac	maca	N;NOM;MASC;SG	N;NOM;FEM;SG
molio	modlila	moliti	modliť	V;MASC;SG;PST;V.PTCP;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
molio	prosil	moliti	prosiť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
molio	prosila	moliti	prosiť	V;MASC;SG;PST;V.PTCP;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
preuzimanja	sťahovania	preuzimanje	sťahovanie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
malus	malus	malus	malus	N;NOM;MASC;SG	N;NOM;FEM;SG
ograničeno	obmedzený	ograničiti	obmedzený	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ograničeno	limitované	ograničiti	limitovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ograničeno	obmedzené	ograničiti	obmedzený	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ograničeno	limitovaná	ograničiti	limitovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ograničeno	obmedzená	ograničiti	obmedzený	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ograničeno	obmedzený	ograničiti	obmedzený	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ograničeno	obmedzená	ograničiti	obmedzený	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ograničeno	obmedzené	ograničiti	obmedzený	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
testiranje	testovanie	testiranje	testovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
testiranje	skúška	testiranje	skúška	N;NOM;NEUT;SG	N;NOM;FEM;SG
testiranje	skúšanie	testiranje	skúšanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
dog	psa	dog	pes	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dog	psík	dog	psík	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
dog	pes	dog	pes	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
definicije	vymedzenia	definicija	vymedzenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
definicije	definície	definicija	definícia	N;NOM;FEM;PL	N;NOM;FEM;PL
definicije	definície	definicija	definícia	N;NOM;FEM;PL	N;NOM;FEM;PL
audi	audi	auditi	audi	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
čitanja	čítania	čitanje	čítanie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
pronađe	nájde	pronaći	nájsť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
promatranje	pozorovanie	promatranje	pozorovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
promatranje	postreh	promatranje	postreh	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
promatranje	pozorovanie	promatranje	pozorovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
karen	keren	karen	keren	N;NOM;FEM;SG	N;NOM;MASC;SG
chamberlain	kancelár	chamberlain	kancelár	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
chamberlain	chamberlain	chamberlain	chamberlain	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
trening	výcvik	trening	výcvik	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
trening	tréning	trening	tréning	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
trening	školenie	trening	školenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
trening	prax	trening	prax	N;NOM;MASC;SG	N;NOM;FEM;SG
trening	cvičenie	trening	cvičenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
trening	tréning	trening	tréning	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
poduzetnik	podnikateľ	poduzetnik	podnikateľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
catherine	katarína	catherina	katarín	N;NOM;FEM;SG	N;NOM;FEM;SG
catherine	catherine	catherina	catherina	N;NOM;FEM;SG	N;NOM;FEM;SG
pretpostavke	domnienky	pretpostavka	domnienka	N;NOM;FEM;PL	N;NOM;FEM;PL
pretpostavke	predpoklady	pretpostavka	predpoklad	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
anđeli	anjeli	anđeo	anjeli	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
pita	žiada	pit	žiada	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
pita	pýta	pit	pýtať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
prijetnje	vyhrážky	prijetnja	vyhrážka	N;NOM;FEM;PL	N;NOM;FEM;PL
prijetnje	ohrozenia	prijetnja	ohrozenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
prijetnje	hrozby	prijetnja	hrozba	N;NOM;FEM;PL	N;NOM;FEM;PL
odobrio	schválil	odobriti	schváliť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
snyder	snyder	snyder	snyder	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
pacijent	pacientka	pacijent	pacientko	N;NOM;MASC;SG	N;NOM;FEM;SG
pacijent	pacient	pacijent	pacient	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
justin	justina	justin	justina	N;NOM;MASC;SG	N;NOM;FEM;SG
dostignuća	úspechy	dostignuće	úspech	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
dostignuća	úspechy	dostignuće	úspech	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
japanci	japonci	japanac	japonec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
iznimka	výnimka	iznimka	výnimka	N;NOM;FEM;SG	N;NOM;FEM;SG
okrenuo	otočil	okrenuti	otočiť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
pogreška	chyba	pogreška	chyba	N;NOM;FEM;SG	N;NOM;FEM;SG
pogreška	omyl	pogreška	omyl	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
pogreška	chyba	pogreška	chyba	N;NOM;FEM;SG	N;NOM;FEM;SG
kriterij	kritérium	kriterij	kritérium	N;NOM;MASC;SG	N;NOM;NEUT;SG
membrane	membrány	membrana	membrán	N;NOM;FEM;PL	N;NOM;FEM;PL
opseg	obvod	opseg	obvod	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
opseg	pôsobnosť	opseg	pôsobnosť	N;NOM;MASC;SG	N;NOM;FEM;SG
opseg	rozsah	opseg	rozsah	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pobjedio	vyhrala	pobjediti	vyhrať	V;MASC;SG;PST;V.PTCP;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
pobjedio	zvíťazil	pobjediti	zvíťaziť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
pobjedio	vyhral	pobjediti	vyhrať	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
povezivanje	spojenie	povezivanje	spojenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
povezivanje	pripojenie	povezivanje	pripojenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
povezivanje	pripojenie	povezivanje	pripojenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
povezivanje	pripojenie	povezivanje	pripojenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
povezivanje	spájanie	povezivanje	spájanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
ugljik	uhlík	ugljik	uhlík	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
kontrolira	kontroluje	kontrolirati	kontrolovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
slaba	slabý	slab	slabý	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
slaba	slabá	slab	slabý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
slaba	slabé	slab	slabý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
konji	kone	konji	kono	N;NOM;MASC;PL	N;NOM;FEM;PL
pristaje	zmestí	pristajati	zmestiť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
pristaje	sedí	pristajati	sedieť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
pristaje	pasuje	pristajati	pasovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
odobrenje	oprávnenie	odobrenje	oprávnenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
odobrenje	povolenie	odobrenje	povolenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
odobrenje	schvaľovanie	odobrenje	schvaľovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
odobrenje	schválenie	odobrenje	schválenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
odobrenje	súhlas	odobrenje	súhlas	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
odobrenje	oprávnenie	odobrenje	oprávnenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
mostova	mostov	most	most	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
novinarka	novinárka	novinarka	novinárka	N;NOM;FEM;SG	N;NOM;FEM;SG
novinarka	novinár	novinarka	novinár	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
novinarka	reportér	novinarka	reportér	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
novinarka	reportérka	novinarka	reportérka	N;NOM;FEM;SG	N;NOM;FEM;SG
flora	flora	flora	flor	N;NOM;FEM;SG	N;NOM;FEM;SG
propast	doom	propasti	doom	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
propast	skazu	propasti	skaz	N;NOM;FEM;SG	N;NOM;FEM;SG
promatrati	pozorovať	promatrati	pozorovať	V;NFIN	V;IPFV;POS;NFIN
promatrati	pozorujú	promatrati	pozorovať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
opremljena	vybavené	opremiti	vybavený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
opremljena	vybavená	opremiti	vybavený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
opremljena	namontované	opremiti	namontovaný	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
opremljena	vybavené	opremiti	vybavený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
opremljena	vybavená	opremiti	vybavený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
opremljena	vybavený	opremiti	vybavený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
izvanredno	mimoriadne	izvanredno	mimoriadne	ADV	ADV
protokol	protokol	protokol	protoknúť	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
terra	terra	terar	tere	N;NOM;MASC;SG	N;NOM;FEM;SG
umjetna	umelé	umjetan	umelý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
umjetna	umelá	umjetan	umelať	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
umjetna	umelý	umjetan	umelý	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG
svinja	sviňa	svinjati	sviňa	N;NOM;FEM;SG	N;NOM;FEM;SG
svinja	prasa	svinjati	prasa	N;NOM;FEM;SG	N;NOM;FEM;SG
tesla	tesla	tesliti	teslo	N;NOM;MASC;SG	N;NOM;FEM;SG
metro	metro	metro	metro	N;NOM;MASC;SG	N;NOM;NEUT;SG
pumpe	pumpy	pumpa	pumpa	N;NOM;FEM;PL	N;NOM;FEM;PL
pumpe	čerpadlá	pumpa	čerpadlo	N;NOM;FEM;PL	N;NOM;NEUT;PL
vodoravno	horizontálne	vodoravno	horizontálne	ADV	ADV
vodoravno	horizontálne	vodoravno	horizontálne	ADV	ADV
vela	závoj	velik	závoj	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
golf	golf	golf	golf	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
sklonost	sklon	sklonost	sklon	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
sugerira	navrhuje	sugerirati	navrhovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
sugerira	naznačuje	sugerirati	naznačovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
palazzo	palazzo	palazzo	palazzo	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
helen	helena	helen	helena	N;NOM;MASC;SG	N;NOM;FEM;SG
manga	mango	manga	mango	N;NOM;MASC;SG	N;NOM;FEM;SG
manga	mango	manga	mango	N;NOM;MASC;SG	N;NOM;FEM;SG
manga	manga	manga	manga	N;NOM;MASC;SG	N;NOM;FEM;SG
organi	orgány	organ	orgán	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
okupljanja	zhromaždenia	okupljanje	zhromaždenie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
okupljanja	zrazy	okupljanje	zrazy	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
sutra	zajtra	sutra	zajtra	ADV	ADV
kariba	karibiku	kariba	karibika	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
unutarnja	vnútorné	unutarnji	vnútorný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
unutarnja	vnútorná	unutarnji	vnútorný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
unutarnja	vnútorný	unutarnji	vnútorný	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
moguć	možná	moguć	možný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
moguć	možné	moguć	možný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
moguć	možný	moguć	možný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
jačanje	posilnenie	jačanje	posilnenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
jačanje	posilňovanie	jačanje	posilňovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
jačanje	povzbudenie	jačanje	povzbudenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
jačanje	propagácia	jačanje	propagácia	N;NOM;NEUT;SG	N;NOM;FEM;SG
alpe	alpy	alpe	alpa	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
slučajevi	prípady	slučaj	prípad	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
slučajevi	puzdrá	slučaj	puzdrať	N;NOM;MASC;PL	N;NOM;FEM;PL
namjerava	plánuje	namjeravati	plánovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
namjerava	zamýšľa	namjeravati	zamýšľa	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
namjerava	mieni	namjeravati	mieniť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
sebastian	sebastian	sebastian	sebastian	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
novinari	tlače	novinar	tlič	N;NOM;MASC;PL	N;NOM;FEM;PL
novinari	novinári	novinar	novinár	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
novinari	reportéri	novinar	reportér	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
plaže	pláže	plaža	pláž	N;NOM;FEM;PL	N;NOM;FEM;PL
plaže	pláže	plaža	pláž	N;NOM;FEM;PL	N;NOM;FEM;PL
dekan	dekan	dekan	dekan	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zec	zajac	zec	zajac	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zec	králik	zec	králik	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zec	zajac	zec	zajac	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
šećer	cukor	šećer	cukor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
punta	punta	punt	punta	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
sfera	guľa	sfera	guľa	N;NOM;FEM;SG	N;NOM;FEM;SG
profesionalna	odborná	profesionalan	odborný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
profesionalna	profesionálny	profesionalan	profesionálny	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
profesionalna	profesionálna	profesionalan	profesionálny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
sex	pohlavie	sex	pohlavie	N;NOM;MASC;SG	N;NOM;NEUT;SG
sex	sex	sex	sex	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
invazija	invázia	invazija	inváziť	N;NOM;FEM;SG	N;NOM;FEM;SG
govornici	reproduktory	govornik	reproduktor	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
govornici	rečníci	govornik	rečník	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
genocid	genocída	genocid	genocíd	N;NOM;MASC;SG	N;NOM;FEM;SG
blackmore	blackmore	blackmor	blackmor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
bare	pond	bara	pond	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
potaknuti	podnietiť	potaknuti	podnietiť	V;NFIN	V;PFV;POS;NFIN
plodovi	plody	plod	plod	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
plodovi	ovocie	plod	ovocie	N;NOM;MASC;PL	N;NOM;FEM;PL
loša	zlý	loš	zlý	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
loša	zlé	loš	zlý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
laboratorij	laboratórium	laboratorij	laboratórium	N;NOM;MASC;SG	N;NOM;NEUT;SG
laboratorij	laboratórium	laboratorij	laboratórium	N;NOM;MASC;SG	N;NOM;NEUT;SG
rezidencija	bydlisko	rezidencija	bydlisko	N;NOM;FEM;SG	N;NOM;NEUT;SG
rezidencija	pobyt	rezidencija	pobyt	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
boca	boca	boca	boc	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
boca	fľaša	boca	fľaša	N;NOM;FEM;SG	N;NOM;FEM;SG
košarka	basketbal	košarka	basketbať	N;NOM;FEM;SG	N;NOM;FEM;SG
tragedija	tragédia	tragedija	tragédium	N;NOM;FEM;SG	N;NOM;FEM;SG
nominaciju	nomináciu	nominacija	nominácia	N;ACC;FEM;SG	N;ACC;FEM;SG
specifična	špecifické	specifičan	špecifický	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
specifična	konkrétne	specifičan	konkrétny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
specifična	špecifická	specifičan	špecifický	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
specifična	osobitné	specifičan	osobitný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
specifična	špecifický	specifičan	špecifický	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG
dokazano	dokázaná	dokazati	dokázaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dokazano	preukázané	dokazati	preukázaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dokazano	preukázaná	dokazati	preukázaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dokazano	dokázané	dokazati	dokázaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
iznenađenje	prekvapenie	iznenađenje	prekvapenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
prikupljanje	zbieranie	prikupljanje	zbieranie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
prikupljanje	zhromažďovanie	prikupljanje	zhromažďovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
prikupljanje	zbierka	prikupljanje	zbierka	N;NOM;NEUT;SG	N;NOM;FEM;SG
prikupljanje	kolekcia	prikupljanje	kolekcia	N;NOM;NEUT;SG	N;NOM;FEM;SG
prikupljanje	odber	prikupljanje	odber	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
prikupljanje	zber	prikupljanje	zber	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
greda	lúča	gred	lúč	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
greda	lúč	gred	lúč	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ličnost	osobnosť	ličnost	osobnosť	N;NOM;FEM;SG	N;NOM;FEM;SG
kukuruza	kukurica	kukuruz	kukurica	N;NOM;MASC;SG	N;NOM;FEM;SG
izričito	explicitne	izričito	explicitne	ADV	ADV
izričito	výslovne	izričito	výslovne	ADV	ADV
izričito	vyslovene	izričito	vyslovene	ADV	ADV
drukčije	rozdielne	drukčije	rozdielny	ADV	ADV
incident	incident	incident	incident	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
veleposlanik	veľvyslankyňa	veleposlanik	veľvyslankyňa	N;NOM;MASC;SG	N;NOM;FEM;SG
veleposlanik	veľvyslanec	veleposlanik	veľvyslanec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
slovaci	slováci	slovac	slováci	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
pijanist	klavirista	pijanist	klavirista	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
christie	christie	christiti	christie	N;NOM;FEM;SG	N;NOM;FEM;SG
bodovi	body	bod	boda	N;NOM;MASC;PL	N;NOM;FEM;PL
gume	pneumatiky	guma	pneumatika	N;NOM;FEM;PL	N;NOM;FEM;PL
gume	pneumatiky	guma	pneumatika	N;NOM;FEM;PL	N;NOM;FEM;PL
gume	pneumatík	guma	pneumatík	N;NOM;FEM;PL	N;NOM;FEM;PL
mjuzikl	muzikál	mjuzikl	muzikál	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
delaware	delaware	delawara	delaware	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
baca	hádže	bac	hádža	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
mauzolej	mauzóleum	mauzolej	mauzóleum	N;NOM;MASC;SG	N;NOM;NEUT;SG
torpedo	torpédo	torpedo	torpédo	N;NOM;MASC;SG	N;NOM;NEUT;SG
zavjet	zákone	zavjet	zákon	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
poljaci	stĺpy	poljak	stĺp	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
poljaci	poliaci	poljak	poliaci	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
vedran	vedran	vedran	vedran	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
klan	klan	klan	klan	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
križevci	križevci	križevac	križevec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
stvori	vytvárať	stvor	vytvárať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
stvori	vytvoriť	stvor	vytvoriť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
venera	venuša	venera	venuša	N;NOM;FEM;SG	N;NOM;FEM;SG
kopno	pozemok	kopno	pozemok	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
kopno	pôda	kopno	pôda	N;NOM;NEUT;SG	N;NOM;FEM;SG
kopno	kontinent	kopno	kontinent	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
palma	palma	palma	palma	N;NOM;MASC;SG	N;NOM;FEM;SG
prelazak	križovatka	prelazak	križovatko	N;NOM;MASC;SG	N;NOM;FEM;SG
publikacija	uverejňovanie	publikacija	uverejňovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
provedena	realizované	provesti	realizovaný	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
provedena	implementované	provesti	implementovaný	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
provedena	vykonávané	provesti	vykonávaný	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
provedena	zavedené	provesti	zavedený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
postignuća	úspechy	postignuće	úspech	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
postignuća	úspechy	postignuće	úspech	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
posuda	plavidlo	posudati	plavidlo	N;NOM;FEM;SG	N;NOM;NEUT;SG
posuda	nádoba	posudati	nádob	N;NOM;FEM;SG	N;NOM;FEM;SG
otrov	jed	otrov	jed	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
otrov	jed	otrov	jed	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
eksplozija	výbuch	eksplozija	výbuch	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
eksplozija	explózia	eksplozija	explózia	N;NOM;FEM;SG	N;NOM;FEM;SG
eksplozija	výbuch	eksplozija	výbuch	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
poplave	záplavy	poplava	záplava	N;NOM;FEM;PL	N;NOM;FEM;PL
poplave	povodne	poplava	povodne	N;NOM;FEM;PL	N;NOM;MASC;PL
poplave	záplavy	poplava	záplava	N;NOM;FEM;PL	N;NOM;FEM;PL
poplave	povodne	poplava	povodne	N;NOM;FEM;PL	N;NOM;MASC;PL
ordo	ordo	ordo	ordo	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
urtica	urtica	urtica	urtica	N;NOM;FEM;SG	N;NOM;FEM;SG
pružiti	poskytnúť	pružiti	poskytnúť	V;NFIN	V;PFV;POS;NFIN
pružiti	poskytovať	pružiti	poskytovať	V;NFIN	V;IPFV;POS;NFIN
irena	irena	irena	irena	N;NOM;FEM;SG	N;NOM;FEM;SG
irena	irene	irena	irene	N;NOM;FEM;SG	N;NOM;FEM;SG
susjedi	susedia	susjed	susedie	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
susjedi	susedia	susjed	susedie	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
buna	buna	buna	buna	N;NOM;FEM;SG	N;NOM;FEM;SG
alkohol	lieh	alkohol	leho	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
alkohol	alkohol	alkohol	alkohol	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
peto	piaty	peti	piaty	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG
