prototype	prototype	prototype	prototype	N;NEUT;SG	N;MASC;SG
kilometers	miles	kilometer	mile	N;PL	N;MASC;PL
kilometers	kilomètres	kilometer	kilomètre	N;PL	N;MASC;PL
kilometers	kilomètres	kilometer	kilomètre	N;PL	N;MASC;PL
afwisselend	alternant	afwisselen	alterner	V;V.PTCP	V;PRS;V.PTCP
afwisselend	alternée	afwisselen	alterner	V;V.PTCP	V;FEM;SG;PST;V.PTCP
afwisselend	alterner	afwisselen	alterner	V;V.PTCP	V;NFIN
avontuur	aventure	avontuur	aventure	N;NEUT;SG	N;FEM;SG
prooien	proies	prooien	proie	N;PL	N;FEM;PL
krabben	gratter	krabben	gratter	V;NFIN	V;NFIN
krabben	gratter	krabben	gratter	V;NFIN	V;NFIN
verdragen	traités	verdragen	traiter	V;NFIN	V;MASC;PL;PST;V.PTCP
motieven	motivations	motief	motivation	N;PL	N;FEM;PL
motieven	motifs	motief	motif	N;PL	N;MASC;PL
geruchten	rumeurs	gerucht	rumeur	N;PL	N;FEM;PL
geruchten	rumeurs	gerucht	rumeur	N;PL	N;FEM;PL
arrest	jugement	arrest	jugement	N;NEUT;SG	N;MASC;SG
lijstje	liste	lijst	liste	N;NEUT;SG	N;FEM;SG
woestijn	désert	woestijn	désert	N;MASC+FEM;SG	N;MASC;SG
meters	compteurs	meter	compteur	N;PL	N;MASC;PL
meters	mètres	meter	mètre	N;PL	N;MASC;PL
meters	mètres	meter	mètre	N;PL	N;MASC;PL
mineur	mineur	mineur	mineur	N;MASC+FEM;SG	N;MASC;SG
liberalen	libéraux	liberaal	libéral	N;PL	N;MASC;PL
adressen	adresses	adres	adresse	N;PL	N;FEM;PL
adressen	allocutions	adres	allocution	N;PL	N;FEM;PL
verminderen	réduire	verminderen	réduire	V;NFIN	V;NFIN
verminderen	diminuer	verminderen	diminuer	V;NFIN	V;NFIN
verminderen	réduire	verminderen	réduire	V;NFIN	V;NFIN
kelder	cellier	kelder	cellier	N;MASC+FEM;SG	N;MASC;SG
kelder	cave	kelder	cave	N;MASC+FEM;SG	N;FEM;SG
kelder	cave	kelder	cave	N;MASC+FEM;SG	N;FEM;SG
suggereert	suggère	suggereren	suggérer	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
update	actualisation	update	actualisation	N;MASC+FEM;SG	N;FEM;SG
suiker	sucre	suiker	sucre	N;MASC+FEM;SG	N;MASC;SG
raf	raf	raf	raf	N;MASC+FEM;SG	N;MASC;SG
molens	fraises	molen	fraise	N;PL	N;FEM;PL
molens	moulins	molen	moulin	N;PL	N;MASC;PL
molens	broyeurs	molen	broyeur	N;PL	N;MASC;PL
ondernemingen	entreprises	onderneming	entreprise	N;PL	N;FEM;PL
ingewijd	inauguré	ingewijd	inaugurer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ingewijd	inaugurée	ingewijd	inaugurer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
bariton	baryton	bariton	baryton	N;MASC+FEM;SG	N;MASC;SG
tol	péage	tol	péage	N;MASC+FEM;SG	N;MASC;SG
teruggetrokken	retirée	terugtrekken	retirer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
teruggetrokken	retirées	terugtrekken	retirer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
teruggetrokken	retiré	terugtrekken	retirer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
teruggetrokken	reclus	terugtrekken	reclus	V;V.PTCP	V;MASC;SG;PST;V.PTCP
loge	lodge	loog	lodge	N;MASC+FEM;SG	N;MASC;SG
opent	ouvre	openen	ouvrir	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
slaap	dormir	slapen	dormir	V;SG;PRS;FIN	V;NFIN
wallonië	wallonie	wallonië	wallonie	N;NEUT;SG	N;FEM;SG
bioscoop	théatre	bioscoop	théatre	N;MASC+FEM;SG	N;MASC;SG
bioscoop	théâtre	bioscoop	théâtre	N;MASC+FEM;SG	N;MASC;SG
bioscoop	cinéma	bioscoop	cinéma	N;MASC+FEM;SG	N;MASC;SG
bioscoop	ciné	bioscoop	ciné	N;MASC+FEM;SG	N;MASC;SG
bioscoop	cinéma	bioscoop	cinéma	N;MASC+FEM;SG	N;MASC;SG
bioscoop	ciné	bioscoop	ciné	N;MASC+FEM;SG	N;MASC;SG
rsc	rsc	rsc	rsc	N;MASC+FEM;SG	N;MASC;SG
bibliografie	bibliographie	bibliografie	bibliographie	N;MASC+FEM;SG	N;FEM;SG
kromme	courbe	krom	courbe	N;MASC+FEM;SG	N;FEM;SG
fin	nageoire	fin	nageoire	N;MASC+FEM;SG	N;FEM;SG
fin	fin	fin	fin	N;MASC+FEM;SG	N;FEM;SG
bestuderen	étudier	bestuderen	étudier	V;NFIN	V;NFIN
vergelijk	compare	vergelijk	comparer	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
vergelijk	comparer	vergelijk	comparer	V;SG;PRS;FIN	V;NFIN
begeleid	guidé	begeleiden	guider	V;V.PTCP	V;MASC;SG;PST;V.PTCP
begeleid	guidées	begeleiden	guider	V;V.PTCP	V;FEM;PL;PST;V.PTCP
begeleid	guidés	begeleiden	guider	V;V.PTCP	V;MASC;PL;PST;V.PTCP
begeleid	guidée	begeleiden	guider	V;V.PTCP	V;FEM;SG;PST;V.PTCP
begeleid	escorté	begeleiden	escorter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
magdalena	madeleine	magdalena	madeleine	N;MASC+FEM;SG	N;FEM;SG
christophe	christophe	christophe	christophe	N;MASC+FEM;SG	N;MASC;SG
elzas	alsace	elzas	alsace	N;MASC+FEM;SG	N;MASC;SG
picardië	picardie	picardië	picardie	N;MASC+FEM;SG	N;FEM;SG
congregatie	congrégation	congregatie	congrégation	N;MASC+FEM;SG	N;FEM;SG
donau	danube	donau	danube	N;MASC+FEM;SG	N;MASC;SG
begrafenis	enfouissement	begrafenis	enfouissement	N;MASC+FEM;SG	N;MASC;SG
begrafenis	inhumation	begrafenis	inhumation	N;MASC+FEM;SG	N;FEM;SG
begrafenis	enterrement	begrafenis	enterrement	N;MASC+FEM;SG	N;MASC;SG
begrafenis	enterrement	begrafenis	enterrement	N;MASC+FEM;SG	N;MASC;SG
gewoonte	habitude	gewoonte	habitude	N;MASC+FEM;SG	N;FEM;SG
gewoonte	habit	gewoonte	habit	N;MASC+FEM;SG	N;MASC;SG
stamboom	pedigree	stamboom	pedigree	N;MASC+FEM;SG	N;MASC;SG
klik	cliquer	klik	cliquer	V;SG;PRS;FIN	V;NFIN
klik	cliquant	klik	cliquer	V;SG;PRS;FIN	V;PRS;V.PTCP
onlangs	récemment	onlangs	récemment	ADV	ADV
minimale	minime	minimaal	minime	ADJ	ADJ;MASC;SG
minimale	minimale	minimaal	minimal	ADJ	ADJ;FEM;SG
minimale	minimaliste	minimaal	minimaliste	ADJ	ADJ;MASC;SG
minimale	minimum	minimaal	minimum	ADJ	ADJ;MASC;SG
minimale	minimes	minimaal	minime	ADJ	ADJ;MASC;PL
minimale	minimal	minimaal	minimal	ADJ	ADJ;MASC;SG
put	pit	putten	poit	N;MASC+FEM;SG	N;MASC;SG
put	fosse	putten	fosse	N;MASC+FEM;SG	N;FEM;SG
vervoerd	transportées	vervoeren	transporter	V;V.PTCP	V;FEM;PL;PST;V.PTCP
vervoerd	transportée	vervoeren	transporter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
vervoerd	transportés	vervoeren	transporter	V;V.PTCP	V;MASC;PL;PST;V.PTCP
vervoerd	transporté	vervoeren	transporter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
communisten	communistes	communist	communiste	N;PL	N;MASC;PL
hertrouwde	remariée	hertrouwd	remarier	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
hertrouwde	remarier	hertrouwd	remarier	V;SG;PST;FIN	V;NFIN
heersers	souverains	heerser	souverain	N;PL	N;MASC;PL
heersers	dirigeants	heerser	dirigeant	N;PL	N;MASC;PL
econoom	économiste	econoom	économiste	N;MASC+FEM;SG	N;MASC;SG
econoom	economist	econoom	economist	N;MASC+FEM;SG	N;MASC;SG
planning	ordonnancement	planning	ordonnancement	N;MASC+FEM;SG	N;MASC;SG
planning	planification	planning	planification	N;MASC+FEM;SG	N;FEM;SG
planning	calendrier	planning	calendrier	N;MASC+FEM;SG	N;MASC;SG
lezingen	conférences	lezing	conférence	N;PL	N;FEM;PL
lezingen	lectures	lezing	lecture	N;PL	N;FEM;PL
verdiende	mérité	verdienen	mériter	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
verdiende	méritée	verdienen	mériter	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
verdiende	méritée	verdienen	mériter	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
verdiende	mérité	verdienen	mériter	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
verdiende	gagné	verdienen	gagner	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
goddelijke	divine	goddelijk	divin	ADJ	ADJ;FEM;SG
goddelijke	divin	goddelijk	divin	ADJ	ADJ;MASC;SG
goddelijke	divins	goddelijk	divin	ADJ	ADJ;MASC;PL
draad	fils	draad	fils	N;MASC+FEM;SG	N;MASC;SG
draad	fil	draad	fil	N;MASC+FEM;SG	N;MASC;SG
draad	filetage	draad	filetage	N;MASC+FEM;SG	N;MASC;SG
draad	thread	draad	thread	N;MASC+FEM;SG	N;MASC;SG
draad	fil	draad	fil	N;MASC+FEM;SG	N;MASC;SG
vee	cheptel	vee	cheptel	N;NEUT;SG	N;MASC;SG
vee	elevage	vee	elevage	N;NEUT;SG	N;MASC;SG
vee	bétail	vee	bétail	N;NEUT;SG	N;MASC;SG
vee	bétail	vee	bétail	N;NEUT;SG	N;MASC;SG
xvi	xvie	xvi	xvie	N;MASC+FEM;SG	N;MASC;SG
wetboek	code	wetboek	code	N;NEUT;SG	N;MASC;SG
angela	angela	angela	angela	N;MASC+FEM;SG	N;FEM;SG
gemonteerd	montées	monteren	monter	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gemonteerd	montée	monteren	monter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gemonteerd	montés	monteren	monter	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gemonteerd	monté	monteren	monter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gemonteerd	assemblées	monteren	assembler	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gemonteerd	assemblé	monteren	assembler	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gemonteerd	assemblés	monteren	assembler	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gemonteerd	équipée	monteren	équiper	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gemonteerd	équipé	monteren	équiper	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beëindigen	clôturant	beëindigen	clôturer	V;NFIN	V;PRS;V.PTCP
beëindigen	résilier	beëindigen	résilier	V;NFIN	V;NFIN
duels	duels	duel	duel	N;PL	N;MASC;PL
raden	deviner	raden	deviner	V;NFIN	V;NFIN
kijkers	téléspectateurs	kijker	téléspectateur	N;PL	N;MASC;PL
kijkers	spectateurs	kijker	spectateur	N;PL	N;MASC;PL
hood	capot	hood	capot	N;MASC+FEM;SG	N;MASC;SG
hood	cagoule	hood	cagoule	N;MASC+FEM;SG	N;FEM;SG
hood	capuche	hood	capuche	N;MASC+FEM;SG	N;FEM;SG
hood	capuchon	hood	capuchon	N;MASC+FEM;SG	N;MASC;SG
ghost	ghost	ghost	ghost	N;MASC+FEM;SG	N;MASC;SG
ghost	fantôme	ghost	fantôme	N;MASC+FEM;SG	N;MASC;SG
kolom	colonne	kolom	colonne	N;MASC+FEM;SG	N;FEM;SG
kolom	chronique	kolom	chronique	N;MASC+FEM;SG	N;FEM;SG
opsomming	dénombrement	opsomming	dénombrement	N;MASC+FEM;SG	N;MASC;SG
opsomming	énumération	opsomming	énumération	N;MASC+FEM;SG	N;FEM;SG
fresco	fresque	fresco	fresque	N;MASC+FEM;SG	N;FEM;SG
violen	violons	viol	violon	N;PL	N;MASC;PL
buis	tube	buis	tube	N;MASC+FEM;SG	N;MASC;SG
bord	assiette	bord	assiette	N;NEUT;SG	N;FEM;SG
bord	plaque	bord	plaque	N;NEUT;SG	N;FEM;SG
bord	bord	bord	bord	N;NEUT;SG	N;MASC;SG
bord	planche	bord	planche	N;NEUT;SG	N;FEM;SG
louisiana	louisiane	louisiana	louisian	N;MASC+FEM;SG	N;FEM;SG
face	visage	face	visage	N;MASC+FEM;SG	N;MASC;SG
face	face	face	face	N;MASC+FEM;SG	N;FEM;SG
terminal	terminal	terminal	terminal	N;MASC+FEM;SG	N;MASC;SG
uitgedrukt	exprimée	uitdrukken	exprimer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
uitgedrukt	exprimées	uitdrukken	exprimer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
uitgedrukt	exprimé	uitdrukken	exprimer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
uitgedrukt	exprimés	uitdrukken	exprimer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
continu	continue	continu	continu	ADJ	ADJ;FEM;SG
continu	continu	continu	continu	ADJ	ADJ;MASC;SG
continu	continus	continu	continu	ADJ	ADJ;MASC;PL
gegraven	creusée	griven	creuser	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gegraven	creusé	griven	creuser	V;V.PTCP	V;MASC;SG;PST;V.PTCP
deurne	deurne	deurn	deurne	N;MASC+FEM;SG	N;MASC;SG
beveiliging	securité	beveiliging	securité	N;MASC+FEM;SG	N;FEM;SG
beveiliging	sûreté	beveiliging	sûreté	N;MASC+FEM;SG	N;FEM;SG
beveiliging	sécurité	beveiliging	sécurité	N;MASC+FEM;SG	N;FEM;SG
arsenal	arsenal	arsenal	arsenal	N;NEUT;SG	N;MASC;SG
orleans	orléans	orleans	orléan	N;MASC+FEM;SG	N;MASC;SG
strategie	stratégie	strategie	stratégie	N;MASC+FEM;SG	N;FEM;SG
gemenebest	commonwealth	gemenebest	commonwealth	N;NEUT;SG	N;MASC;SG
slaagt	succède	slagen	succéder	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
slaagt	réussit	slagen	réussir	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
temperaturen	températures	temperatuur	température	N;PL	N;FEM;PL
moed	courage	moed	courage	N;MASC+FEM;SG	N;MASC;SG
moed	courage	moed	courage	N;MASC+FEM;SG	N;MASC;SG
moed	bravoure	moed	bravoure	N;MASC+FEM;SG	N;FEM;SG
moed	bravoure	moed	bravoure	N;MASC+FEM;SG	N;FEM;SG
kikkers	grenouilles	kikker	grenouille	N;PL	N;FEM;PL
rat	rat	rat	rat	N;MASC+FEM;SG	N;MASC;SG
wekelijks	hebdomadaire	wekelijks	hebdomadaire	ADJ	ADJ;MASC;SG
wekelijks	hebdomadaires	wekelijks	hebdomadaire	ADJ	ADJ;MASC;PL
afgesproken	accepté	afspreken	accepter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
afgesproken	convenu	afspreken	convenu	V;V.PTCP	V;MASC;SG;PST;V.PTCP
emily	emilie	emily	emilier	N;MASC+FEM;SG	N;FEM;SG
elektronen	électrons	elektroon	électron	N;PL	N;MASC;PL
gaston	gaston	gaston	gaston	N;MASC+FEM;SG	N;MASC;SG
democratisch	démocratique	democratisch	démocratique	ADJ	ADJ;MASC;SG
democratisch	démocratiques	democratisch	démocratique	ADJ	ADJ;MASC;PL
cvp	cvp	cvp	cvp	N;MASC+FEM;SG	N;MASC;SG
elo	elo	elo	elo	N;MASC+FEM;SG	N;MASC;SG
dichters	poètes	dichter	poète	N;PL	N;MASC;PL
gewapende	armés	gewapend	armer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gewapende	armées	gewapend	armer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gewapende	armé	gewapend	armer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
mali	mali	mali	mali	N;MASC+FEM;SG	N;MASC;SG
matrix	matrice	matrix	matrice	N;MASC+FEM;SG	N;FEM;SG
vriendelijk	amicale	vriendelijk	amical	ADJ	ADJ;FEM;SG
vriendelijk	sympathique	vriendelijk	sympathique	ADJ	ADJ;MASC;SG
vriendelijk	convivial	vriendelijk	convivial	ADJ	ADJ;MASC;SG
vriendelijk	amical	vriendelijk	amical	ADJ	ADJ;MASC;SG
literair	littéraire	literair	littéraire	ADJ	ADJ;MASC;SG
literair	littéraires	literair	littéraire	ADJ	ADJ;MASC;PL
prestigieuze	prestigieux	prestigieus	prestigieux	ADJ	ADJ;MASC;SG
prestigieuze	prestigieuse	prestigieus	prestigieux	ADJ	ADJ;FEM;SG
prestigieuze	prestigieuses	prestigieus	prestigieux	ADJ	ADJ;FEM;PL
verhoging	augmentation	verhoging	augmentation	N;MASC+FEM;SG	N;FEM;SG
verhoging	accroissement	verhoging	accroissement	N;MASC+FEM;SG	N;MASC;SG
verhoging	accroissement	verhoging	accroissement	N;MASC+FEM;SG	N;MASC;SG
markies	marquis	markie	marquis	N;MASC+FEM;SG	N;MASC;SG
markies	marquis	markie	marquis	N;MASC+FEM;SG	N;MASC;SG
erfenis	héritage	erfenis	héritage	N;MASC+FEM;SG	N;MASC;SG
erfenis	patrimoine	erfenis	patrimoine	N;MASC+FEM;SG	N;MASC;SG
erfenis	héritage	erfenis	héritage	N;MASC+FEM;SG	N;MASC;SG
erfenis	legs	erfenis	legs	N;MASC+FEM;SG	N;MASC;SG
erfenis	héritage	erfenis	héritage	N;MASC+FEM;SG	N;MASC;SG
accent	accentuation	accent	accentuation	N;NEUT;SG	N;FEM;SG
accent	accent	accent	accent	N;NEUT;SG	N;MASC;SG
opmerkelijke	notable	opmerkelijk	notable	ADJ	ADJ;MASC;SG
opmerkelijke	notables	opmerkelijk	notable	ADJ	ADJ;MASC;PL
opmerkelijke	remarquable	opmerkelijk	remarquable	ADJ	ADJ;MASC;SG
opmerkelijke	remarquables	opmerkelijk	remarquable	ADJ	ADJ;MASC;PL
opmerkelijke	remarquables	opmerkelijk	remarquable	ADJ	ADJ;MASC;PL
opmerkelijke	remarquable	opmerkelijk	remarquable	ADJ	ADJ;MASC;SG
samantha	samantha	samantha	samantha	N;MASC+FEM;SG	N;FEM;SG
syrische	syrien	syrisch	syrien	ADJ	ADJ;MASC;SG
syrische	syrienne	syrisch	syrien	ADJ	ADJ;FEM;SG
syrische	syriens	syrisch	syrien	ADJ	ADJ;MASC;PL
moordenaar	tueur	moordenaar	tueur	N;MASC+FEM;SG	N;MASC;SG
moordenaar	meurtrier	moordenaar	meurtrier	N;MASC+FEM;SG	N;MASC;SG
moordenaar	assassin	moordenaar	assassin	N;MASC+FEM;SG	N;MASC;SG
moordenaar	meurtrier	moordenaar	meurtrier	N;MASC+FEM;SG	N;MASC;SG
moordenaar	assassin	moordenaar	assassin	N;MASC+FEM;SG	N;MASC;SG
types	types	type	type	N;PL	N;MASC;PL
juventus	juventus	juventus	juventu	N;MASC+FEM;SG	N;FEM;SG
fotografie	photographie	fotografie	photographie	N;MASC+FEM;SG	N;FEM;SG
versterking	renforcement	versterking	renforcement	N;MASC+FEM;SG	N;MASC;SG
versterking	renfort	versterking	renfort	N;MASC+FEM;SG	N;MASC;SG
versterking	armature	versterking	armature	N;MASC+FEM;SG	N;FEM;SG
versterking	renfort	versterking	renfort	N;MASC+FEM;SG	N;MASC;SG
versterking	renforcement	versterking	renforcement	N;MASC+FEM;SG	N;MASC;SG
focus	focus	focus	focus	N;MASC+FEM;SG	N;MASC;SG
michelle	michelle	michelen	michelle	N;MASC+FEM;SG	N;FEM;SG
atol	atoll	atol	atoll	N;NEUT;SG	N;MASC;SG
flexibele	flexible	flexibel	flexible	ADJ	ADJ;MASC;SG
flexibele	souple	flexibel	souple	ADJ	ADJ;MASC;SG
flexibele	flexibles	flexibel	flexible	ADJ	ADJ;MASC;PL
bewering	affirmation	bewering	affirmation	N;MASC+FEM;SG	N;FEM;SG
bewering	assertion	bewering	assertion	N;MASC+FEM;SG	N;FEM;SG
bewering	allégation	bewering	allégation	N;MASC+FEM;SG	N;FEM;SG
redirects	redirections	redirect	redirection	N;PL	N;FEM;PL
zwemster	nageur	zwemster	nageur	N;MASC+FEM;SG	N;MASC;SG
gekwalificeerd	qualifiés	kwalificeren	qualifier	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gekwalificeerd	qualifiées	kwalificeren	qualifier	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gekwalificeerd	qualifiée	kwalificeren	qualifier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gekwalificeerd	qualifié	kwalificeren	qualifier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
afgevaardigde	délégués	afvaardigen	déléguer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
afgevaardigde	déléguée	afvaardigen	déléguer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
afgevaardigde	délégué	afvaardigen	déléguer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
afgevaardigde	déléguer	afvaardigen	déléguer	V;V.PTCP	V;NFIN
goedkeuring	approbation	goedkeuring	approbation	N;MASC+FEM;SG	N;FEM;SG
goedkeuring	agrément	goedkeuring	agrément	N;MASC+FEM;SG	N;MASC;SG
goedkeuring	homologation	goedkeuring	homologation	N;MASC+FEM;SG	N;FEM;SG
sprekers	enceintes	spreker	enceinte	N;PL	N;FEM;PL
sprekers	orateurs	spreker	orateur	N;PL	N;MASC;PL
sprekers	conférenciers	spreker	conférencier	N;PL	N;MASC;PL
sprekers	intervenants	spreker	intervenant	N;PL	N;MASC;PL
aanvraag	application	aanvraag	application	N;MASC+FEM;SG	N;FEM;SG
aanvraag	candidature	aanvraag	candidature	N;MASC+FEM;SG	N;FEM;SG
aanvraag	demande	aanvraag	demande	N;MASC+FEM;SG	N;FEM;SG
aanvraag	requête	aanvraag	requête	N;MASC+FEM;SG	N;FEM;SG
ziekten	maladies	ziekte	maladie	N;PL	N;FEM;PL
daden	actes	daad	acte	N;PL	N;MASC;PL
zussen	soeurs	zussen	soeur	N;PL	N;FEM;PL
zussen	sœurs	zussen	sœur	N;PL	N;FEM;PL
ontvanger	destinataire	ontvanger	destinataire	N;MASC+FEM;SG	N;MASC;SG
ontvanger	receveur	ontvanger	receveur	N;MASC+FEM;SG	N;MASC;SG
ontvanger	récepteur	ontvanger	récepteur	N;MASC+FEM;SG	N;MASC;SG
ontvanger	destinataire	ontvanger	destinataire	N;MASC+FEM;SG	N;MASC;SG
ontvanger	receveur	ontvanger	receveur	N;MASC+FEM;SG	N;MASC;SG
hoeken	coins	hoek	coins	N;PL	N;MASC;PL
hoeken	angles	hoek	angle	N;PL	N;MASC;PL
hoeken	angles	hoek	angle	N;PL	N;MASC;PL
commune	commune	commune	commune	N;MASC+FEM;SG	N;FEM;SG
terugkerende	retournant	terugkeren	retourner	V;V.PTCP	V;PRS;V.PTCP
terugkerende	revenant	terugkeren	revenir	V;V.PTCP	V;PRS;V.PTCP
schulden	dettes	schuld	dette	N;PL	N;FEM;PL
schulden	engagements	schuld	engagement	N;PL	N;MASC;PL
schulden	dettes	schuld	dette	N;PL	N;FEM;PL
planet	planete	planet	planete	N;MASC+FEM;SG	N;FEM;SG
planet	planète	planet	planète	N;MASC+FEM;SG	N;FEM;SG
trompetten	trompettes	trompet	trompette	N;PL	N;FEM;PL
dagboek	revue	dagboek	revue	N;NEUT;SG	N;FEM;SG
dagboek	journal	dagboek	journal	N;NEUT;SG	N;MASC;SG
dagboek	journal	dagboek	journal	N;NEUT;SG	N;MASC;SG
dagboek	agenda	dagboek	agenda	N;NEUT;SG	N;MASC;SG
zwembad	piscine	zwembad	piscine	N;NEUT;SG	N;FEM;SG
zwembad	pool	zwembad	pool	N;NEUT;SG	N;MASC;SG
overheden	gouvernements	overheid	gouvernement	N;PL	N;MASC;PL
organisator	organisateur	organisator	organisateur	N;MASC+FEM;SG	N;MASC;SG
organisator	hôte	organisator	hôte	N;MASC+FEM;SG	N;MASC;SG
organisator	organisateur	organisator	organisateur	N;MASC+FEM;SG	N;MASC;SG
daad	acte	daad	acte	N;MASC+FEM;SG	N;MASC;SG
verblijfplaats	résidence	verblijfplaats	résidence	N;MASC+FEM;SG	N;FEM;SG
forel	truite	forel	truite	N;MASC+FEM;SG	N;FEM;SG
akte	acte	akte	acte	N;MASC+FEM;SG	N;MASC;SG
felder	felder	felder	felder	N;MASC+FEM;SG	N;MASC;SG
synagoge	synagogue	synagoge	synagogue	N;MASC+FEM;SG	N;FEM;SG
verdedigde	défendu	verdedigen	défendre	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
verdedigde	défendue	verdedigen	défendre	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
volkslied	hymne	volkslied	hymne	N;NEUT;SG	N;MASC;SG
dominee	révérend	dominee	révérendre	N;MASC+FEM;SG	N;MASC;SG
dominee	vicaire	dominee	vicaire	N;MASC+FEM;SG	N;MASC;SG
dominee	pasteur	dominee	pasteur	N;MASC+FEM;SG	N;MASC;SG
opeens	subitement	opeens	subitement	ADV	ADV
opeens	soudainement	opeens	soudainement	ADV	ADV
opeens	soudain	opeens	soudain	ADV	ADV
vernietiging	annihilation	vernietiging	annihilation	N;MASC+FEM;SG	N;FEM;SG
vernietiging	anéantissement	vernietiging	anéantissement	N;MASC+FEM;SG	N;MASC;SG
vernietiging	dévastation	vernietiging	dévastation	N;MASC+FEM;SG	N;FEM;SG
vernietiging	anéantissement	vernietiging	anéantissement	N;MASC+FEM;SG	N;MASC;SG
vernietiging	destruction	vernietiging	destruction	N;MASC+FEM;SG	N;FEM;SG
stevig	robustes	stevig	robuste	ADJ	ADJ;MASC;PL
stevig	robuste	stevig	robuste	ADJ	ADJ;MASC;SG
stevig	solides	stevig	solide	ADJ	ADJ;MASC;PL
stevig	solide	stevig	solide	ADJ	ADJ;MASC;SG
bombardement	bombardement	bombardement	bombardement	N;NEUT;SG	N;MASC;SG
bombardement	bombardement	bombardement	bombardement	N;NEUT;SG	N;MASC;SG
bombardement	attentat	bombardement	attentat	N;NEUT;SG	N;MASC;SG
bijbelse	biblique	bijbels	biblique	ADJ	ADJ;MASC;SG
bijbelse	bibliques	bijbels	biblic	ADJ	ADJ;MASC;PL
magie	magie	magie	magie	N;MASC+FEM;SG	N;FEM;SG
accepteren	acceptant	accepteren	accepter	V;NFIN	V;PRS;V.PTCP
accepteren	accepter	accepteren	accepter	V;NFIN	V;NFIN
accepteren	accepte	accepteren	accepter	V;NFIN	V;IND;SG;3;PRS;FIN
accepteren	accepter	accepteren	accepter	V;NFIN	V;NFIN
accepteren	acceptent	accepteren	accepter	V;NFIN	V;IND;PL;3;PRS;FIN
accepteren	acceptez	accepteren	accepter	V;NFIN	V;IMP;PL;2;PRS;FIN
felle	féroce	fel	féroce	ADJ	ADJ;FEM;SG
felle	farouche	fel	farouche	ADJ	ADJ;FEM;SG
felle	féroces	fel	féroce	ADJ	ADJ;MASC;PL
geur	odeur	geur	odeur	N;MASC+FEM;SG	N;FEM;SG
geur	odorat	geur	odorat	N;MASC+FEM;SG	N;MASC;SG
geur	odeur	geur	odeur	N;MASC+FEM;SG	N;FEM;SG
geur	parfum	geur	parfum	N;MASC+FEM;SG	N;MASC;SG
geur	odeur	geur	odeur	N;MASC+FEM;SG	N;FEM;SG
geur	arôme	geur	arôme	N;MASC+FEM;SG	N;MASC;SG
geur	parfum	geur	parfum	N;MASC+FEM;SG	N;MASC;SG
noir	noir	noir	noir	N;MASC+FEM;SG	N;MASC;SG
boulevard	boulevard	boulevard	boulevard	N;MASC+FEM;SG	N;MASC;SG
eerbetoon	hommage	eerbetoon	hommage	N;NEUT;SG	N;MASC;SG
