през	keresztül	през	keresztül	ADP	ADP
покритие	fedő	покритие	fedő	N;INDF;NEUT;SG	N;NOM;SG
покритие	borító	покритие	borító	N;INDF;NEUT;SG	N;NOM;SG
покритие	bevonat	покритие	bevonat	N;INDF;NEUT;SG	N;NOM;SG
покритие	lefedettség	покритие	lefedettség	N;INDF;NEUT;SG	N;NOM;SG
пространства	terek	пространство	terek	N;INDF;NEUT;PL	N;NOM;PL
трупа	társulat	трупа	társulat	N;INDF;FEM;SG	N;NOM;SG
трупа	tetem	трупа	tesz	N;INDF;FEM;SG	N;NOM;SG
поддържане	fenntartása	поддържане	fenntartás	N;INDF;NEUT;SG	N;NOM;SG
поддържане	fenntartása	поддържане	fenntartás	N;INDF;NEUT;SG	N;NOM;SG
поддържане	karbantartó	поддържане	karbantartó	N;INDF;NEUT;SG	N;NOM;SG
поддържане	karbantartás	поддържане	karbantartás	N;INDF;NEUT;SG	N;NOM;SG
предимство	előny	предимство	előny	N;INDF;NEUT;SG	N;NOM;SG
неизвестни	ismeretlenek	неизвестен	ismeretlen	ADJ;INDF;PL	ADJ;NOM;PL
стадиони	stadionok	стадион	stadion	N;INDF;MASC;PL	N;NOM;PL
учителка	tanárnő	учителка	tanárnő	N;INDF;FEM;SG	N;NOM;SG
учителка	tanár	учителка	tanár	N;INDF;FEM;SG	N;NOM;SG
обстановка	környezet	обстановка	környezet	N;INDF;FEM;SG	N;NOM;SG
обстановка	környék	обстановка	környék	N;INDF;FEM;SG	N;NOM;SG
мислене	gondolkodás	мислене	gondolkodás	N;INDF;NEUT;SG	N;NOM;SG
любимец	háziállat	любимец	háziállat	N;INDF;MASC;SG	N;NOM;SG
клиенти	vásárlói	клиент	vásárlói	N;INDF;MASC;PL	N;NOM;PL
клиенти	ügyfelek	клиент	ügyfel	N;INDF;MASC;PL	N;NOM;PL
клиенти	vásárlók	клиент	vásárló	N;INDF;MASC;PL	N;NOM;PL
клиенти	vendégek	клиент	vendég	N;INDF;MASC;PL	N;NOM;PL
клиенти	vevők	клиент	vevő	N;INDF;MASC;PL	N;NOM;PL
клиенти	fogyasztók	клиент	fogyasztó	N;INDF;MASC;PL	N;NOM;PL
клиенти	ügyfelek	клиент	ügyfel	N;INDF;MASC;PL	N;NOM;PL
клиенти	kliensek	клиент	kliens	N;INDF;MASC;PL	N;NOM;PL
изречение	ítélet	изречение	ítélet	N;INDF;NEUT;SG	N;NOM;SG
изречение	mondat	изречение	mondat	N;INDF;NEUT;SG	N;NOM;SG
постройки	struktúrák	постройка	struktúra	N;INDF;FEM;PL	N;NOM;PL
постройки	szerkezetek	постройка	szerkezet	N;INDF;FEM;PL	N;NOM;PL
осми	nyolcadik	осми	nyolcadik	ADJ;INDF;MASC;SG	ADJ;NOM;SG
ръководители	vezetői	ръководител	vezető	N;INDF;MASC;PL	N;NOM;PL
ръководители	vezetők	ръководител	vezető	N;INDF;MASC;PL	N;NOM;PL
церемонията	szertartás	церемония	szertartás	N;DEF;FEM;SG	N;NOM;SG
церемонията	ceremónia	церемония	ceremónia	N;DEF;FEM;SG	N;NOM;SG
церемонията	ünnepség	церемония	ünnepség	N;DEF;FEM;SG	N;NOM;SG
семена	magvak	семе	magv	N;INDF;NEUT;PL	N;NOM;PL
семена	magok	семе	magok	N;INDF;NEUT;PL	N;NOM;PL
потър	potter	потър	potter	N;INDF;MASC;SG	N;NOM;SG
схеми	tervrajzokat	схема	tervrajz	N;INDF;FEM;PL	N;ACC;PL
олимпиадата	olimpia	олимпиада	olimpia	N;DEF;FEM;SG	N;NOM;SG
аромат	aroma	аромат	arom	N;INDF;MASC;SG	N;NOM;SG
аромат	íz	аромат	íz	N;INDF;MASC;SG	N;NOM;SG
аромат	illata	аромат	illat	N;INDF;MASC;SG	N;NOM;SG
аромат	szag	аромат	szag	N;INDF;MASC;SG	N;NOM;SG
аромат	illat	аромат	illat	N;INDF;MASC;SG	N;NOM;SG
аромат	illat	аромат	illat	N;INDF;MASC;SG	N;NOM;SG
аромат	aroma	аромат	arom	N;INDF;MASC;SG	N;NOM;SG
съоръжение	létesítmény	съоръжение	létesítmény	N;INDF;NEUT;SG	N;NOM;SG
необходимост	szükséglet	необходимост	szükséglet	N;INDF;FEM;SG	N;NOM;SG
богиня	istennő	богиня	istennő	N;INDF;FEM;SG	N;NOM;SG
космонавт	űrhajós	космонавт	űrhajós	N;INDF;MASC;SG	N;NOM;SG
космонавт	űrhajós	космонавт	űrhajós	N;INDF;MASC;SG	N;NOM;SG
космонавт	űrhajós	космонавт	űrhajós	N;INDF;MASC;SG	N;NOM;SG
сценаристи	írók	сценарист	író	N;INDF;MASC;PL	N;NOM;PL
формация	formáció	формация	formáció	N;INDF;FEM;SG	N;NOM;SG
формация	alakzat	формация	alakzat	N;INDF;FEM;SG	N;NOM;SG
скандал	botrány	скандал	botrány	N;INDF;MASC;SG	N;NOM;SG
журналистика	újságírás	журналистика	újságírás	N;INDF;FEM;SG	N;NOM;SG
жилища	lakások	жилище	lakás	N;INDF;NEUT;PL	N;NOM;PL
сигнали	jelek	сигнал	jelek	N;INDF;MASC;PL	N;NOM;PL
сигнали	jelzések	сигнал	jelzés	N;INDF;MASC;PL	N;NOM;PL
сигнали	jeleket	сигнал	jelek	N;INDF;MASC;PL	N;ACC;PL
сигнали	figyelmeztetések	сигнал	figyelmeztetés	N;INDF;MASC;PL	N;NOM;PL
поколения	nemzedékek	поколение	nemzedék	N;INDF;NEUT;PL	N;NOM;PL
поколения	generációk	поколение	generáció	N;INDF;NEUT;PL	N;NOM;PL
засяга	érint	засягам-(се)	érint	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
засяга	érinti	засягам-(се)	érint	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
засяга	befolyásolja	засягам-(се)	befolyásol	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
височини	magasságok	височин	magasság	N;INDF;FEM;PL	N;NOM;PL
брегове	partok	бряг	part	N;INDF;MASC;PL	N;NOM;PL
видима	látható	видим	látható	ADJ;INDF;FEM;SG	ADJ;NOM;SG
типичен	jellemző	типичен	jellemző	ADJ;INDF;MASC;SG	ADJ;NOM;SG
вили	villák	виля-(се)	villák	N;INDF;FEM;PL	N;NOM;PL
бойци	harcosok	боец	harcos	N;INDF;MASC;PL	N;NOM;PL
бойци	harcosok	боец	harcos	N;INDF;MASC;PL	N;NOM;PL
бойци	vadászok	боец	vadász	N;INDF;MASC;PL	N;NOM;PL
кампании	kampányok	кампания	kampány	N;INDF;FEM;PL	N;NOM;PL
общества	társadalmak	общество	társadalom	N;INDF;NEUT;PL	N;NOM;PL
стрела	íjász	стрел	íjász	N;INDF;FEM;SG	N;NOM;SG
стрела	nyíl	стрел	nyíl	N;INDF;FEM;SG	N;NOM;SG
протест	tiltakozás	протест	tiltakozás	N;INDF;MASC;SG	N;NOM;SG
протест	tüntetés	протест	tüntetés	N;INDF;MASC;SG	N;NOM;SG
кейп	fok	кейп	fok	N;INDF;MASC;SG	N;NOM;SG
кейп	köpeny	кейп	köpeny	N;INDF;MASC;SG	N;NOM;SG
годишнина	évforduló	годишнина	évforduló	N;INDF;FEM;SG	N;NOM;SG
годишнина	évfordulója	годишнина	évforduló	N;INDF;FEM;SG	N;NOM;SG
годишнина	évfordulót	годишнина	évforduló	N;INDF;FEM;SG	N;ACC;SG
заговор	cselekmény	заговор	cselekmény	N;INDF;MASC;SG	N;NOM;SG
заговор	összeesküvés	заговор	összeesküvés	N;INDF;MASC;SG	N;NOM;SG
стъкло	üveg	стъкло	üveg	N;INDF;NEUT;SG	N;NOM;SG
стъкло	pohár	стъкло	pohár	N;INDF;NEUT;SG	N;NOM;SG
религиозен	vallási	религиозен	vallási	ADJ;INDF;MASC;SG	ADJ;NOM;SG
юридически	jogi	юридически	jogi	ADJ;INDF;MASC;SG	ADJ;NOM;SG
юридически	törvényes	юридически	törvényes	ADJ;INDF;MASC;SG	ADJ;NOM;SG
светилището	szentély	светилище	szentély	N;DEF;NEUT;SG	N;NOM;SG
достигнат	elérni	достигна	el+ér	V;PFV;IND;PL;3;PRS;FIN;ACT	V;NFIN;ACT
синод	zsinat	синод	zsinat	N;INDF;MASC;SG	N;NOM;SG
прилагане	végrehajtás	прилагане	végrehajtás	N;INDF;NEUT;SG	N;NOM;SG
прилагане	végrehajtására	прилагане	végrehajtás	N;INDF;NEUT;SG	N;ON+ALL;SG
прилагане	megvalósítás	прилагане	megvalósítás	N;INDF;NEUT;SG	N;NOM;SG
прилагане	alkalmazás	прилагане	alkalmazás	N;INDF;NEUT;SG	N;NOM;SG
прилагане	jelentkezés	прилагане	jelentkezés	N;INDF;NEUT;SG	N;NOM;SG
танц	tánc	танц	tánc	N;INDF;MASC;SG	N;NOM;SG
екземпляри	egyedek	екземпляр	egyed	N;INDF;MASC;PL	N;NOM;PL
екземпляри	példányok	екземпляр	példány	N;INDF;MASC;PL	N;NOM;PL
чества	ünnepel	чества	ünnepel	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
чества	ünnepli	чества	ünnepli	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
контекст	háttér	контекст	háttér	N;INDF;MASC;SG	N;NOM;SG
контекст	háttere	контекст	háttér	N;INDF;MASC;SG	N;NOM;SG
контекст	háttérben	контекст	háttér	N;INDF;MASC;SG	N;IN+ESS;SG
контекст	összefüggés	контекст	összefüggés	N;INDF;MASC;SG	N;NOM;SG
контекст	összefüggésben	контекст	összefüggés	N;INDF;MASC;SG	N;IN+ESS;SG
преследване	üldöztetés	преследване	üldöztetés	N;INDF;NEUT;SG	N;NOM;SG
преследване	üldözés	преследване	üldözés	N;INDF;NEUT;SG	N;NOM;SG
преследване	törekvés	преследване	törekvés	N;INDF;NEUT;SG	N;NOM;SG
преследване	üldözés	преследване	üldözés	N;INDF;NEUT;SG	N;NOM;SG
преследване	hajsza	преследване	hajszú	N;INDF;NEUT;SG	N;NOM;SG
преследване	üldözés	преследване	üldözés	N;INDF;NEUT;SG	N;NOM;SG
добитък	állatállomány	добитък	állatállomány	N;INDF;MASC;SG	N;NOM;SG
добитък	szarvasmarha	добитък	szarvasmar	N;INDF;MASC;SG	N;NOM;SG
хип	csípő	хип	csípő	N;INDF;MASC;SG	N;NOM;SG
интеграция	integráció	интеграция	integráció	N;INDF;FEM;SG	N;NOM;SG
интеграция	beilleszkedés	интеграция	beilleszkedés	N;INDF;FEM;SG	N;NOM;SG
физиология	fiziológiai	физиология	fiziológiai	N;INDF;FEM;SG	N;NOM;SG
физиология	fiziológia	физиология	fiziológia	N;INDF;FEM;SG	N;NOM;SG
роб	szolga	роб	szolga	N;INDF;MASC;SG	N;NOM;SG
роб	rabszolga	роб	rabszolga	N;INDF;MASC;SG	N;NOM;SG
есен	esés	есен	esés	N;INDF;FEM;SG	N;NOM;SG
есен	zuhanás	есен	zuhanás	N;INDF;FEM;SG	N;NOM;SG
дървото	fája	дърво	fája	N;DEF;NEUT;SG	N;NOM;SG
школи	iskolákban	школа	iskola	N;INDF;MASC;PL	N;IN+ESS;PL
школи	iskolák	школа	iskolák	N;INDF;MASC;PL	N;NOM;PL
прекъсване	szünet	прекъсване	szünet	N;INDF;NEUT;SG	N;NOM;SG
прекъсване	törés	прекъсване	törés	N;INDF;NEUT;SG	N;NOM;SG
идеология	ideológia	идеология	ideológia	N;INDF;FEM;SG	N;NOM;SG
унищожава	elpusztít	унищожавам-(се)	elpusztít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
унищожава	pusztít	унищожавам-(се)	pusztít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
емиграция	kivándorlás	емиграция	kivándorlás	N;INDF;FEM;SG	N;NOM;SG
радост	örömöt	радост	öröm	N;INDF;FEM;SG	N;ACC;SG
монета	érme	монета	érer	N;INDF;FEM;SG	N;NOM;SG
предприемач	vállalkozó	предприемач	vállalkozó	N;INDF;MASC;SG	N;NOM;SG
предприемач	vállalkozó	предприемач	vállalkozó	N;INDF;MASC;SG	N;NOM;SG
необходима	szükséges	необходим	szükséges	ADJ;INDF;FEM;SG	ADJ;NOM;SG
джулия	júlia	джулие	júlia	N;INDF;FEM;SG	N;NOM;SG
класация	ranglista	класация	ranglista	N;INDF;FEM;SG	N;NOM;SG
нашествие	invázió	нашествие	invázió	N;INDF;NEUT;SG	N;NOM;SG
парче	darabja	парче	darab	N;INDF;NEUT;SG	N;NOM;SG
парче	szeletet	парче	szeletet	N;INDF;NEUT;SG	N;ACC;SG
парче	szelet	парче	szelet	N;INDF;NEUT;SG	N;NOM;SG
обозначава	azonosítja	обозначавам	azonosít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
обозначава	kijelöli	обозначавам	kijelöli	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
красота	szépség	красота	szépség	N;INDF;FEM;SG	N;NOM;SG
красота	gyönyörűség	красота	gyönyörűség	N;INDF;FEM;SG	N;NOM;SG
юноша	serdülő	юноша	serdülő	N;INDF;MASC;SG	N;NOM;SG
модификация	módosítás	модификация	módosítás	N;INDF;FEM;SG	N;NOM;SG
модификация	módosítást	модификация	módosítás	N;INDF;FEM;SG	N;ACC;SG
пий	ital	пий	ital	N;INDF;MASC;SG	N;NOM;SG
писта	pálya	писта	pálya	N;INDF;FEM;SG	N;NOM;SG
писта	vágány	писта	vágány	N;INDF;FEM;SG	N;NOM;SG
писта	kifutón	писта	kifutón	N;INDF;FEM;SG	N;ON+ESS;SG
писта	futópálya	писта	futópály	N;INDF;FEM;SG	N;NOM;SG
обмен	csere	обмен	csere	N;INDF;MASC;SG	N;NOM;SG
дипломати	diplomaták	дипломат	diplomata	N;INDF;MASC;PL	N;NOM;PL
страсбург	strasbourgban	страсбург	strasbourg	N;INDF;MASC;SG	N;IN+ESS;SG
генуа	genoa	генуа	genoa	N;INDF;MASC;SG	N;NOM;SG
изданието	kiadás	издание	kiadás	N;DEF;NEUT;SG	N;NOM;SG
мениджмънт	menedzsment	мениджмънт	menedzsment	N;INDF;MASC;SG	N;NOM;SG
мениджмънт	irányítás	мениджмънт	irányítás	N;INDF;MASC;SG	N;NOM;SG
мениджмънт	vezetőség	мениджмънт	vezetőség	N;INDF;MASC;SG	N;NOM;SG
мениджмънт	gazdálkodás	мениджмънт	gazdálkodás	N;INDF;MASC;SG	N;NOM;SG
клетките	sejtek	клетка	sej	N;DEF;FEM;PL	N;NOM;PL
клетките	cellák	клетка	cellák	N;DEF;FEM;PL	N;NOM;PL
посетители	látogatói	посетител	látogató	N;INDF;MASC;PL	N;NOM;PL
ръкописи	kéziratok	ръкопис	kézirat	N;INDF;MASC;PL	N;NOM;PL
болка	fájdalmat	болка	fájdalom	N;INDF;FEM;SG	N;ACC;SG
болка	fájdalom	болка	fájdalom	N;INDF;FEM;SG	N;NOM;SG
архитекти	építészek	архитект	építész	N;INDF;MASC;PL	N;NOM;PL
вокалист	énekes	вокалист	énekes	N;INDF;MASC;SG	N;NOM;SG
рицари	lovagok	рицар	lovag	N;INDF;MASC;PL	N;NOM;PL
щит	pajzs	щит	pajzs	N;INDF;MASC;SG	N;NOM;SG
картините	festmények	картина	festmény	N;DEF;FEM;PL	N;NOM;PL
полюс	rúd	полюс	rúd	N;INDF;MASC;SG	N;NOM;SG
норма	norm	норма	norm	N;INDF;FEM;SG	N;NOM;SG
засилва	erősíti	засилвам-(се)	erősít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
краен	döntő	краен	döntő	ADJ;INDF;MASC;SG	ADJ;NOM;SG
краен	szélsőséges	краен	szélsőséges	ADJ;INDF;MASC;SG	ADJ;NOM;SG
астроном	csillagász	астроном	csillagász	N;INDF;MASC;SG	N;NOM;SG
бирата	sör	бира	sör	N;DEF;FEM;SG	N;NOM;SG
бирата	sört	бира	sört	N;DEF;FEM;SG	N;ACC;SG
мярка	intézkedés	мярка	intézkedés	N;INDF;FEM;SG	N;NOM;SG
противници	ellenfelek	противник	ellenfelek	N;INDF;MASC;PL	N;NOM;PL
вятъра	szél	вятър	szél	N;DEF;MASC;SG	N;NOM;SG
вятъра	szelet	вятър	szelet	N;DEF;MASC;SG	N;NOM;SG
фотография	fotózás	фотография	fotózás	N;INDF;FEM;SG	N;NOM;SG
калибър	kaliber	калибър	kaliber	N;INDF;MASC;SG	N;NOM;SG
обявяване	bejelentés	обявяване	bejelentés	N;INDF;NEUT;SG	N;NOM;SG
обявяване	közlemény	обявяване	közlemény	N;INDF;NEUT;SG	N;NOM;SG
устройството	berendezés	устройство	berendezés	N;DEF;NEUT;SG	N;NOM;SG
устройството	szerkezet	устройство	szerkezet	N;DEF;NEUT;SG	N;NOM;SG
устройството	eszköz	устройство	eszköz	N;DEF;NEUT;SG	N;NOM;SG
устройството	készülék	устройство	készülék	N;DEF;NEUT;SG	N;NOM;SG
допълнителен	kiegészítő	допълнителен	kiegészítő	ADJ;INDF;MASC;SG	ADJ;NOM;SG
зъби	fogak	зъб	fog	N;INDF;MASC;PL	N;NOM;PL
квалификация	besorolás	квалификация	besorolás	N;INDF;FEM;SG	N;NOM;SG
квалификация	minősítés	квалификация	minősítés	N;INDF;FEM;SG	N;NOM;SG
квалификация	végzettség	квалификация	végzettség	N;INDF;FEM;SG	N;NOM;SG
квалификация	képesítés	квалификация	képesítés	N;INDF;FEM;SG	N;NOM;SG
квалификация	végzettség	квалификация	végzettség	N;INDF;FEM;SG	N;NOM;SG
квалификация	minősítés	квалификация	minősítés	N;INDF;FEM;SG	N;NOM;SG
квалификация	képesítés	квалификация	képesítés	N;INDF;FEM;SG	N;NOM;SG
къщите	házak	къща	ház	N;DEF;FEM;PL	N;NOM;PL
къщите	házakat	къща	ház	N;DEF;FEM;PL	N;ACC;PL
отстраняване	felfüggesztése	отстраняване	felfüggesztés	N;INDF;NEUT;SG	N;NOM;SG
отстраняване	szuszpenzió	отстраняване	szuszpenzió	N;INDF;NEUT;SG	N;NOM;SG
отстраняване	felfüggesztés	отстраняване	felfüggesztés	N;INDF;NEUT;SG	N;NOM;SG
отстраняване	eltávolítás	отстраняване	eltávolítás	N;INDF;NEUT;SG	N;NOM;SG
отстраняване	eltávolítása	отстраняване	eltávolítás	N;INDF;NEUT;SG	N;NOM;SG
въздушен	levegő	въздуша	levegő	N;INDF;MASC;SG	N;NOM;SG
хаити	haiti	хаит	haiti	N;INDF;MASC;SG	N;NOM;SG
хаити	haiti	хаит	haiti	N;INDF;MASC;SG	N;NOM;SG
статистически	statisztikailag	статистически	statisztikai	ADJ;INDF;MASC;SG	ADJ;FRML;SG
статистически	statisztikai	статистически	statisztikai	ADJ;INDF;MASC;SG	ADJ;NOM;SG
дневник	journal	дневник	journal	N;INDF;MASC;SG	N;NOM;SG
дневник	napló	дневник	napló	N;INDF;MASC;SG	N;NOM;SG
дневник	lap	дневник	lap	N;INDF;MASC;SG	N;NOM;SG
дневник	lapjában	дневник	lap	N;INDF;MASC;SG	N;IN+ESS;SG
дневник	napló	дневник	napló	N;INDF;MASC;SG	N;NOM;SG
дневник	napló	дневник	napló	N;INDF;MASC;SG	N;NOM;SG
дневник	naplója	дневник	napló	N;INDF;MASC;SG	N;NOM;SG
дневник	napló	дневник	napló	N;INDF;MASC;SG	N;NOM;SG
банката	bank	банка	bank	N;DEF;FEM;SG	N;NOM;SG
сена	senna	сена	senna	N;INDF;MASC;SG	N;NOM;SG
диалог	párbeszédre	диалог	párbeszéd	N;INDF;MASC;SG	N;ON+ALL;SG
диалог	párbeszéd	диалог	párbeszéd	N;INDF;MASC;SG	N;NOM;SG
малцинство	kisebbség	малцинство	kisebbség	N;INDF;NEUT;SG	N;NOM;SG
гуми	gumiabroncsok	гумя	gumiabroncs	N;INDF;FEM;PL	N;NOM;PL
гуми	gumik	гумя	gumik	N;INDF;FEM;PL	N;NOM;PL
гуми	gumik	гумя	gumik	N;INDF;FEM;PL	N;NOM;PL
инструкции	utasításokat	инструкция	utasítás	N;INDF;FEM;PL	N;ACC;PL
инструкции	utasítások	инструкция	utasítás	N;INDF;FEM;PL	N;NOM;PL
божества	istenségek	божество	istenség	N;INDF;NEUT;PL	N;NOM;PL
твърдение	követelés	твърдение	követelés	N;INDF;NEUT;SG	N;NOM;SG
твърдение	állítás	твърдение	állítás	N;INDF;NEUT;SG	N;NOM;SG
твърдение	állítás	твърдение	állítás	N;INDF;NEUT;SG	N;NOM;SG
твърдение	állítás	твърдение	állítás	N;INDF;NEUT;SG	N;NOM;SG
твърдение	nyilatkozat	твърдение	nyilatkozat	N;INDF;NEUT;SG	N;NOM;SG
твърдение	nyilatkozata	твърдение	nyilatkozat	N;INDF;NEUT;SG	N;NOM;SG
твърдение	kimutatás	твърдение	kimutatás	N;INDF;NEUT;SG	N;NOM;SG
твърдение	állítás	твърдение	állítás	N;INDF;NEUT;SG	N;NOM;SG
твърдение	kijelentés	твърдение	kijelentés	N;INDF;NEUT;SG	N;NOM;SG
промишлеността	ágazat	промишленост	ágazat	N;DEF;FEM;SG	N;NOM;SG
промишлеността	iparág	промишленост	iparág	N;DEF;FEM;SG	N;NOM;SG
промишлеността	ipar	промишленост	ipar	N;DEF;FEM;SG	N;NOM;SG
прякор	becenév	прякор	becenév	N;INDF;MASC;SG	N;NOM;SG
прякор	beceneve	прякор	becenev	N;INDF;MASC;SG	N;NOM;SG
суша	aszály	суша	aszály	N;INDF;FEM;SG	N;NOM;SG
суша	szárazság	суша	szárazság	N;INDF;FEM;SG	N;NOM;SG
товари	terhek	товар	teher	N;INDF;MASC;PL	N;NOM;PL
товари	terhelések	товар	terhelés	N;INDF;MASC;PL	N;NOM;PL
руснаци	oroszok	руснак	orosz	N;INDF;MASC;PL	N;NOM;PL
образувания	jogalanyok	образувам	jogalany	N;INDF;NEUT;PL	N;NOM;PL
образувания	szervezetek	образувам	szervezet	N;INDF;NEUT;PL	N;NOM;PL
образувания	formációk	образувам	formáció	N;INDF;NEUT;PL	N;NOM;PL
бор	bór	бор	bór	N;INDF;MASC;SG	N;NOM;SG
платото	fennsík	плато	fennsík	N;DEF;NEUT;SG	N;NOM;SG
дублаж	szinkronizálás	дублаж	szinkronizálás	N;INDF;MASC;SG	N;NOM;SG
екземпляра	példány	екземпляр	példány	N;DEF;MASC;SG	N;NOM;SG
дупки	lyukak	дупки	lyuk	N;INDF;FEM;PL	N;NOM;PL
крила	szárnyai	крило	szárnyai	N;INDF;NEUT;PL	N;NOM;PL
крила	szárnyakat	крило	szárny	N;INDF;NEUT;PL	N;ACC;PL
крила	szárnyak	крило	szárny	N;INDF;NEUT;PL	N;NOM;PL
дъб	tölgyfa	дъб	tölgyfa	N;INDF;MASC;SG	N;NOM;SG
дъб	tölgy	дъб	tölgy	N;INDF;MASC;SG	N;NOM;SG
представителство	képviselet	представителство	képviselet	N;INDF;NEUT;SG	N;NOM;SG
представителство	képviselete	представителство	képviselet	N;INDF;NEUT;SG	N;NOM;SG
образуване	formáció	образуване	formáció	N;INDF;NEUT;SG	N;NOM;SG
образуване	alakzat	образуване	alakzat	N;INDF;NEUT;SG	N;NOM;SG
тюрингия	türingia	тюрингия	türingia	N;INDF;FEM;SG	N;NOM;SG
прекратяване	megszüntetése	прекратяване	megszüntetés	N;INDF;NEUT;SG	N;NOM;SG
борци	birkózók	борец	birkózó	N;INDF;MASC;PL	N;NOM;PL
еволюция	evolúció	еволюция	evolúció	N;INDF;FEM;SG	N;NOM;SG
еволюция	fejlődés	еволюция	fejlődés	N;INDF;FEM;SG	N;NOM;SG
мюсюлманите	muszlimok	мюсюлманин	muszlim	N;DEF;MASC;PL	N;NOM;PL
геометрия	geometria	геометрия	geometria	N;INDF;FEM;SG	N;NOM;SG
акули	cápák	акул	cápa	N;INDF;MASC;PL	N;NOM;PL
изтребители	harcosok	изтребител	harcos	N;INDF;MASC;PL	N;NOM;PL
изтребители	vadászok	изтребител	vadász	N;INDF;MASC;PL	N;NOM;PL
уран	urán	уран	ura	N;INDF;MASC;SG	N;NOM;SG
уран	uránusz	уран	uránusz	N;INDF;MASC;SG	N;NOM;SG
капитал	főváros	капитал	főváros	N;INDF;MASC;SG	N;NOM;SG
капитал	tőke	капитал	tőke	N;INDF;MASC;SG	N;NOM;SG
мис	kisasszony	мис	kisasszony	N;INDF;FEM;SG	N;NOM;SG
артерия	artéria	артерия	artéria	N;INDF;FEM;SG	N;NOM;SG
пристанища	kikötők	пристанище	ki+kötő	N;INDF;NEUT;PL	N;NOM;PL
олимпиада	olimpia	олимпиада	olimpia	N;INDF;FEM;SG	N;NOM;SG
олимпиада	olimpia	олимпиада	olimpia	N;INDF;FEM;SG	N;NOM;SG
работниците	dolgozók	работник	dolgozó	N;DEF;MASC;PL	N;NOM;PL
работниците	munkavállalók	работник	munkavállaló	N;DEF;MASC;PL	N;NOM;PL
работниците	munkások	работник	munkás	N;DEF;MASC;PL	N;NOM;PL
обикаля	köröz	обикалям	köröz	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
гросмайстор	nagymester	гросмайстор	nagymester	N;INDF;MASC;SG	N;NOM;SG
филаделфия	philadelphiai	филаделфия	philadelphiai	N;INDF;FEM;SG	N;NOM;SG
филаделфия	philadelphiai	филаделфия	philadelphiai	N;INDF;FEM;SG	N;NOM;SG
звуци	hangok	звук	hang	N;INDF;MASC;PL	N;NOM;PL
звуци	hangok	звук	hang	N;INDF;MASC;PL	N;NOM;PL
звуци	hangokat	звук	hang	N;INDF;MASC;PL	N;ACC;PL
полинезия	polinézia	полинезие	polinézia	N;INDF;FEM;SG	N;NOM;SG
организаторите	szervezők	организатор	szervező	N;DEF;MASC;PL	N;NOM;PL
организаторите	szervezők	организатор	szervező	N;DEF;MASC;PL	N;NOM;PL
тенденция	tendencia	тенденция	tendencia	N;INDF;FEM;SG	N;NOM;SG
отвор	nyílás	отвор	nyílás	N;INDF;MASC;SG	N;NOM;SG
делегация	felhatalmazás	делегация	felhatalmazás	N;INDF;FEM;SG	N;NOM;SG
делегация	küldöttség	делегация	küldöttség	N;INDF;FEM;SG	N;NOM;SG
ветрове	szelek	вятър	szel	N;INDF;MASC;PL	N;NOM;PL
разстояния	távolságok	разстоя	távolság	N;INDF;NEUT;PL	N;NOM;PL
дълг	kötelesség	дълг	kötelesség	N;INDF;MASC;SG	N;NOM;SG
дълг	vám	дълг	vám	N;INDF;MASC;SG	N;NOM;SG
дълг	tartozás	дълг	tartozás	N;INDF;MASC;SG	N;NOM;SG
дълг	adósság	дълг	adósság	N;INDF;MASC;SG	N;NOM;SG
дълг	adóssága	дълг	adósság	N;INDF;MASC;SG	N;NOM;SG
регистри	feljegyzések	регистър	feljegyzés	N;INDF;MASC;PL	N;NOM;PL
регистри	nyilvántartások	регистър	nyilvántartás	N;INDF;MASC;PL	N;NOM;PL
регистри	nyilvántartások	регистър	nyilvántartás	N;INDF;MASC;PL	N;NOM;PL
сушата	aszály	суша	aszály	N;DEF;FEM;SG	N;NOM;SG
сушата	szárazság	суша	szárazság	N;DEF;FEM;SG	N;NOM;SG
крие	bujkál	крия-(се)	bujkál	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
купол	búra	купол	búra	N;INDF;MASC;SG	N;NOM;SG
престъпление	bűnözés	престъпление	bűnözés	N;INDF;NEUT;SG	N;NOM;SG
