من	de	مِن	de	ADP	ADP
مدافع	defensora	مُدَافِع	defensora	N;NOM;INDF;SG	N;FEM;SG
مدافع	zagueiro	مُدَافِع	zagueiro	N;NOM;INDF;SG	N;MASC;SG
العاشرة	décima	عَاشِر	décimo	ADJ;NOM;DEF;FEM;SG	ADJ;FEM;SG
العاشرة	décimo	عَاشِر	décimo	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
الطائف	taif	الطائف	taif	N;NOM;DEF;SG	N;MASC;SG
المخطط	planejador	مُخَطَّط	planejador	N;NOM;DEF;SG	N;MASC;SG
المخطط	tabela	مُخَطَّط	tabela	N;NOM;DEF;SG	N;FEM;SG
المخطط	gráfico	مُخَطَّط	gráfico	N;NOM;DEF;SG	N;MASC;SG
المخطط	esquema	مُخَطَّط	esquema	N;NOM;DEF;SG	N;MASC;SG
المخطط	regime	مُخَطَّط	regime	N;NOM;DEF;SG	N;MASC;SG
الصفات	atributos	صِفَة	atributo	N;NOM;DEF;PL	N;MASC;PL
الصفات	adjetivos	صِفَة	adjetivo	N;NOM;DEF;PL	N;MASC;PL
الصفات	qualidades	صِفَة	qualidade	N;NOM;DEF;PL	N;FEM;PL
مشاهير	celebridades	مَشهُور	celebridade	N;NOM;INDF;PL	N;FEM;PL
النماذج	modelos	نَمَاذَة	modelo	N;NOM;DEF;PL	N;MASC;PL
الفحص	inspeção	فَحص	inspeção	N;NOM;DEF;SG	N;FEM;SG
الفحص	inspecção	فَحص	inspecção	N;NOM;DEF;SG	N;FEM;SG
العكس	inverso	عَكس	inverso	N;NOM;DEF;SG	N;MASC;SG
الطابع	selo	طَابِع	selo	N;NOM;DEF;SG	N;MASC;SG
الطابع	carimbo	طَابِع	carimbo	N;NOM;DEF;SG	N;MASC;SG
رابط	link	رابط	link	N;NOM;INDF;SG	N;MASC;SG
رابط	ligação	رابط	ligação	N;NOM;INDF;SG	N;FEM;SG
منظور	perspectiva	منظور	perspectiva	N;NOM;INDF;SG	N;FEM;SG
منظور	perspetiva	منظور	perspetiva	N;NOM;INDF;SG	N;FEM;SG
ملابس	roupas	مَلبَس	roupa	N;NOM;INDF;PL	N;FEM;PL
ملابس	roupas	مَلبَس	roupa	N;NOM;INDF;PL	N;FEM;PL
الثقافات	culturas	ثَقَافَة	cultura	N;NOM;DEF;PL	N;FEM;PL
الفقر	pobreza	فَقر	pobreza	N;NOM;DEF;SG	N;FEM;SG
الفقر	miséria	فَقر	miséria	N;NOM;DEF;SG	N;FEM;SG
تجاوز	sobrepor	تَجَاوَز	sobrepor	V;PFV;MASC;SG;3;ACT	V;NFIN
تجاوز	excedeu	تَجَاوَز	exceder	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PST;FIN
تجاوز	excedido	تَجَاوَز	excedir	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
تجاوز	ultrapassou	تَجَاوَز	ultrapassar	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PST;FIN
تجاوز	ultrapassado	تَجَاوَز	ultrapassar	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
حمام	banheiro	حمام	banheiro	N;NOM;INDF;SG	N;MASC;SG
حمام	hammam	حمام	hammar	N;NOM;INDF;SG	N;MASC;SG
حمام	banheira	حمام	banheira	N;NOM;INDF;SG	N;FEM;SG
حمام	banho	حمام	banho	N;NOM;INDF;SG	N;MASC;SG
حمام	bath	حمام	bath	N;NOM;INDF;SG	N;MASC;SG
مناقشة	discussão	مُنَاقَشَة	discussão	N;NOM;INDF;SG	N;FEM;SG
مناقشة	debate	مُنَاقَشَة	debate	N;NOM;INDF;SG	N;MASC;SG
الطباعة	impressão	طِبَاعَة	impressão	N;NOM;DEF;SG	N;FEM;SG
الطباعة	print	طِبَاعَة	print	N;NOM;DEF;SG	N;FEM;SG
الطباعة	impressão	طِبَاعَة	impressão	N;NOM;DEF;SG	N;FEM;SG
الطباعة	digitação	طِبَاعَة	digitação	N;NOM;DEF;SG	N;FEM;SG
السهل	easy	سَهل	easy	N;NOM;DEF;SG	N;MASC;SG
السهل	calma	سَهل	calma	N;NOM;DEF;SG	N;FEM;SG
مسائل	problemas	مَسأَلَة	problema	N;NOM;INDF;PL	N;MASC;PL
مسائل	questões	مَسأَلَة	questão	N;NOM;INDF;PL	N;FEM;PL
المغول	mongóis	مَغُول	mongoli	N;NOM;DEF;PL	N;MASC;PL
المغول	mongóis	مَغُول	mongoli	N;NOM;DEF;PL	N;MASC;PL
فعال	efectivo	فَعَّال	efectivo	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
فعال	efetivo	فَعَّال	efetivo	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
فعال	eficaz	فَعَّال	eficaz	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
الاضطرابات	problemas	اِضطِرَاب	problema	N;NOM;DEF;PL	N;MASC;PL
النزاع	conflito	نِزَاع	conflito	N;NOM;DEF;SG	N;MASC;SG
النزاع	litígio	نِزَاع	litígio	N;NOM;DEF;SG	N;MASC;SG
النزاع	contestação	نِزَاع	contestação	N;NOM;DEF;SG	N;FEM;SG
النزاع	disputa	نِزَاع	disputa	N;NOM;DEF;SG	N;FEM;SG
الثلاثاء	terça	ثُلَاثَاء	terça	N;NOM;DEF;SG	N;FEM;SG
المحاصيل	culturas	مَحصُول	cultura	N;NOM;DEF;PL	N;FEM;PL
المحاصيل	colheitas	مَحصُول	colheita	N;NOM;DEF;PL	N;FEM;PL
هوية	identidade	هُوِيَّة	identidade	N;NOM;INDF;SG	N;FEM;SG
انتاج	produção	إِنتَاج	produção	N;NOM;INDF;SG	N;FEM;SG
فعالة	efectivo	فَعَّال	efectivo	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
فعالة	efetivo	فَعَّال	efetivo	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
فعالة	eficaz	فَعَّال	eficaz	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
تواجه	enfrentando	وَاجَه	enfrentar	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;V.MSDR
تواجه	encarando	وَاجَه	encarar	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;V.MSDR
القصيدة	poema	قَصِيد	poema	N;NOM;DEF;SG	N;MASC;SG
القصيدة	poesia	قَصِيد	poesia	N;NOM;DEF;SG	N;FEM;SG
المشكلات	problemas	مُشكِلَة	problema	N;NOM;DEF;PL	N;MASC;PL
الجوانب	aspetos	جَانِب	aspeto	N;NOM;DEF;PL	N;MASC;PL
الجوانب	aspectos	جَانِب	aspecto	N;NOM;DEF;PL	N;MASC;PL
الجوانب	laterais	جَانِب	lateral	N;NOM;DEF;PL	N;MASC;PL
الجوانب	lados	جَانِب	lado	N;NOM;DEF;PL	N;MASC;PL
جولة	tour	جَولَة	tour	N;NOM;INDF;SG	N;MASC;SG
مساهمة	input	مُسَاهَمَة	input	N;NOM;INDF;SG	N;MASC;SG
مساهمة	entrada	مُسَاهَمَة	entrada	N;NOM;INDF;SG	N;FEM;SG
مساهمة	contributo	مُسَاهَمَة	contributo	N;NOM;INDF;SG	N;MASC;SG
مساهمة	contribuição	مُسَاهَمَة	contribuição	N;NOM;INDF;SG	N;FEM;SG
مجالس	conselhos	مَجلِس	conselho	N;NOM;INDF;PL	N;MASC;PL
مجالس	tábuas	مَجلِس	tábua	N;NOM;INDF;PL	N;FEM;PL
مجالس	pranchas	مَجلِس	prancha	N;NOM;INDF;PL	N;FEM;PL
بالاضافة	plus	بالاضافة	plus	N;NOM;DEF;SG	N;MASC;SG
وثائق	documentos	وَثِيقَة	documento	N;NOM;INDF;PL	N;MASC;PL
الملح	sal	مِلح	sal	N;NOM;DEF;SG	N;MASC;SG
دوران	rodízio	دَوَرَان	rodízio	N;NOM;INDF;SG	N;MASC;SG
دوران	rotação	دَوَرَان	rotação	N;NOM;INDF;SG	N;FEM;SG
تغطية	cobertura	تَغطِيَة	cobertura	N;NOM;INDF;SG	N;FEM;SG
تغطية	cover	تَغطِيَة	cover	N;NOM;INDF;SG	N;MASC;SG
تغطية	capa	تَغطِيَة	capa	N;NOM;INDF;SG	N;FEM;SG
تغطية	cobertura	تَغطِيَة	cobertura	N;NOM;INDF;SG	N;FEM;SG
الثلج	neve	ثَلج	neve	N;NOM;DEF;SG	N;FEM;SG
الثلج	snow	ثَلج	snow	N;NOM;DEF;SG	N;MASC;SG
الثلج	ice	ثَلج	ice	N;NOM;DEF;SG	N;MASC;SG
الثلج	gelo	ثَلج	gelo	N;NOM;DEF;SG	N;MASC;SG
طلبات	solicitações	طَلَب	solicitação	N;NOM;INDF;PL	N;FEM;PL
طلبات	requisições	طَلَب	requisição	N;NOM;INDF;PL	N;FEM;PL
طلبات	pedidos	طَلَب	pedido	N;NOM;INDF;PL	N;MASC;PL
طلبات	ordens	طَلَب	ordem	N;NOM;INDF;PL	N;FEM;PL
طلبات	encomendas	طَلَب	encomenda	N;NOM;INDF;PL	N;FEM;PL
التخصصات	majors	تَخَصُّص	major	N;NOM;DEF;PL	N;MASC;PL
التخصصات	especialidades	تَخَصُّص	especialidade	N;NOM;DEF;PL	N;FEM;PL
التخصصات	especializações	تَخَصُّص	especialização	N;NOM;DEF;PL	N;FEM;PL
التخصصات	disciplinas	تَخَصُّص	disciplina	N;NOM;DEF;PL	N;FEM;PL
التخصصات	especialidades	تَخَصُّص	especialidade	N;NOM;DEF;PL	N;FEM;PL
سنين	anos	سَنَة	ano	N;NOM;INDF;PL	N;MASC;PL
مزرعة	fazenda	مَزرَعَة	fazenda	N;NOM;INDF;SG	N;FEM;SG
مزرعة	quinta	مَزرَعَة	quinta	N;NOM;INDF;SG	N;FEM;SG
تنمو	crescer	نَمَا	crescer	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تنمو	cresce	نَمَا	crescer	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
الكليات	colégios	كُلِّيَّة	colégio	N;NOM;DEF;PL	N;MASC;PL
الكليات	faculdades	كُلِّيَّة	faculdade	N;NOM;DEF;PL	N;FEM;PL
الكليات	faculdades	كُلِّيَّة	faculdade	N;NOM;DEF;PL	N;FEM;PL
الميكانيكية	mecânico	مِيكَانِيكِيَّة	mecânico	N;NOM;DEF;SG	N;MASC;SG
الميكانيكية	mecânica	مِيكَانِيكِيَّة	mecânico	N;NOM;DEF;SG	N;FEM;SG
اندلاع	surto	اِندِلَاع	surto	N;NOM;INDF;SG	N;MASC;SG
سنه	ano	سنه	ano	N;NOM;INDF;SG	N;MASC;SG
معلم	mestre	مُعَلِّم	mestre	N;NOM;INDF;SG	N;MASC;SG
معلم	master	مُعَلِّم	master	N;NOM;INDF;SG	N;MASC;SG
معلم	professora	مُعَلِّم	professora	N;NOM;INDF;SG	N;FEM;SG
معلم	professor	مُعَلِّم	professor	N;NOM;INDF;SG	N;MASC;SG
البضائع	bens	بِضَاعَة	bem	N;NOM;DEF;PL	N;MASC;PL
البضائع	mercadorias	بِضَاعَة	mercadoria	N;NOM;DEF;PL	N;FEM;PL
البضائع	mercadorias	بِضَاعَة	mercadoria	N;NOM;DEF;PL	N;FEM;PL
شامل	abrangente	شَامِل	abrangente	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
شامل	inclusivo	شَامِل	inclusivo	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
المرافق	facilidades	مِرفَق	facilidade	N;NOM;DEF;PL	N;FEM;PL
المرافق	instalações	مِرفَق	instalação	N;NOM;DEF;PL	N;FEM;PL
المرافق	amenidades	مِرفَق	amenidade	N;NOM;DEF;PL	N;FEM;PL
المرافق	utilidades	مِرفَق	utilidade	N;NOM;DEF;PL	N;FEM;PL
المرافق	utilitários	مِرفَق	utilitário	N;NOM;DEF;PL	N;MASC;PL
بيوت	casas	بَيت	casa	N;NOM;INDF;PL	N;FEM;PL
بيوت	casas	بَيت	casa	N;NOM;INDF;PL	N;FEM;PL
السفارة	embaixada	سِفَارَة	embaixada	N;NOM;DEF;SG	N;FEM;SG
اثنان	two	اِثنَان	two	N;NOM;INDF;SG	N;MASC;SG
القارئ	continental	قَارِئ	continental	N;NOM;DEF;SG	N;MASC;SG
القارئ	leitora	قَارِئ	leitora	N;NOM;DEF;SG	N;FEM;SG
القارئ	leitor	قَارِئ	leitor	N;NOM;DEF;SG	N;MASC;SG
الاختلاف	diferenca	اِختِلَاف	diferenca	N;NOM;DEF;SG	N;FEM;SG
الاختلاف	diferença	اِختِلَاف	diferença	N;NOM;DEF;SG	N;FEM;SG
الاختلاف	desentendimento	اِختِلَاف	desentendimento	N;NOM;DEF;SG	N;MASC;SG
الاختلاف	desacordo	اِختِلَاف	desacordo	N;NOM;DEF;SG	N;MASC;SG
الاختلاف	discordância	اِختِلَاف	discordância	N;NOM;DEF;SG	N;FEM;SG
الدبلوماسية	diplomática	دِبلُومَاسِيَّة	diplomático	N;NOM;DEF;SG	N;FEM;SG
الدبلوماسية	diplomacia	دِبلُومَاسِيَّة	diplomacia	N;NOM;DEF;SG	N;FEM;SG
مشاهد	cenas	مَشهَد	cena	N;NOM;INDF;PL	N;FEM;PL
العناية	carinho	عِنَايَة	carinho	N;NOM;DEF;SG	N;MASC;SG
العناية	cuidado	عِنَايَة	cuidado	N;NOM;DEF;SG	N;MASC;SG
العناية	care	عِنَايَة	care	N;NOM;DEF;SG	N;MASC;SG
نزل	baixar	نَزَل	baixar	V;PFV;MASC;SG;3;ACT	V;NFIN
نزل	baixe	نَزَل	baixe	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PRS;FIN
نزل	transferir	نَزَل	transferir	V;PFV;MASC;SG;3;ACT	V;NFIN
نزل	descarregar	نَزَل	descarregar	V;PFV;MASC;SG;3;ACT	V;NFIN
نواب	adjuntos	نَائِب	adjunto	N;NOM;INDF;PL	N;MASC;PL
حكمت	governado	حَكَم	governar	V;PFV;FEM;SG;3;ACT	V;MASC;SG;V.PTCP
حكمت	governou	حَكَم	governar	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
حكمت	reinou	حَكَم	reinar	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
حكمت	governada	حَكَم	governar	V;PFV;FEM;SG;3;ACT	V;FEM;SG;V.PTCP
لهجة	dialeto	لَهجَة	dialeto	N;NOM;INDF;SG	N;MASC;SG
لهجة	dialecto	لَهجَة	dialecto	N;NOM;INDF;SG	N;MASC;SG
لهجة	pronúncia	لَهجَة	pronúncia	N;NOM;INDF;SG	N;FEM;SG
لهجة	acento	لَهجَة	acento	N;NOM;INDF;SG	N;MASC;SG
لهجة	sotaque	لَهجَة	sotaque	N;NOM;INDF;SG	N;MASC;SG
لهجة	tone	لَهجَة	tone	N;NOM;INDF;SG	N;MASC;SG
النخيل	palmas	نَخل	palma	N;NOM;DEF;PL	N;FEM;PL
وكيل	procuração	وَكِيل	procuração	N;NOM;INDF;SG	N;FEM;SG
وكيل	proxy	وَكِيل	proxy	N;NOM;INDF;SG	N;MASC;SG
وكيل	agente	وَكِيل	agente	N;NOM;INDF;SG	N;MASC;SG
فريدة	único	فَرِيد	único	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
فريدة	única	فَرِيد	único	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
الاحتفال	celebração	اِحتِفَال	celebração	N;NOM;DEF;SG	N;FEM;SG
الاحتفال	comemoração	اِحتِفَال	comemoração	N;NOM;DEF;SG	N;FEM;SG
النوبة	convulsão	نُوبَة	convulsão	N;NOM;DEF;SG	N;FEM;SG
النوبة	apreensão	نُوبَة	apreensão	N;NOM;DEF;SG	N;FEM;SG
متتالية	consecutivo	مُتَتَالِي	consecutivo	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
الخام	áspero	خَام	áspero	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
واقع	realidade	وَاقِع	realidade	N;NOM;INDF;SG	N;FEM;SG
واقع	reality	وَاقِع	reality	N;NOM;INDF;SG	N;MASC;SG
مصلحة	interesse	مَصلَحَة	interesse	N;NOM;INDF;SG	N;MASC;SG
ينتهي	termina	اِنتَهَى	terminar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
الجينات	genes	جَينَة	gene	N;NOM;DEF;PL	N;MASC;PL
يستمر	continua	اِستَمَرّ	continuar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
مواطن	cidadã	مُوَاطِن	cidadã	N;NOM;INDF;SG	N;FEM;SG
مواطن	cidadão	مُوَاطِن	cidadão	N;NOM;INDF;SG	N;MASC;SG
الطور	fase	طُور	fase	N;NOM;DEF;SG	N;FEM;SG
انتصار	vitoria	اِنتِصَار	vitoria	N;NOM;INDF;SG	N;FEM;SG
انتصار	victory	اِنتِصَار	victory	N;NOM;INDF;SG	N;MASC;SG
انتصار	vitória	اِنتِصَار	vitória	N;NOM;INDF;SG	N;FEM;SG
انتصار	triunfo	اِنتِصَار	triunfo	N;NOM;INDF;SG	N;MASC;SG
استجابة	resposta	اِستِجَابَة	resposta	N;NOM;INDF;SG	N;FEM;SG
حظر	ban	حَظر	ban	N;NOM;INDF;SG	N;MASC;SG
حظر	banimento	حَظر	banimento	N;NOM;INDF;SG	N;MASC;SG
حظر	proibição	حَظر	proibição	N;NOM;INDF;SG	N;FEM;SG
حظر	bloqueio	حَظر	bloqueio	N;NOM;INDF;SG	N;MASC;SG
حظر	bloco	حَظر	bloco	N;NOM;INDF;SG	N;MASC;SG
حظر	block	حَظر	block	N;NOM;INDF;SG	N;MASC;SG
حراس	guardas	حراس	guarda	N;NOM;INDF;PL	N;MASC;PL
فئات	categorias	فِئَة	categoria	N;NOM;INDF;PL	N;FEM;PL
الدائم	permanente	دَائِم	permanente	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
تساوي	igualar	تَسَاوِي	igualar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
دائمة	duradouro	دَائِم	duradouro	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
دائمة	duradoura	دَائِم	duradoura	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
دائمة	durável	دَائِم	durável	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
دائمة	permanente	دَائِم	permanente	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
حصان	cavalo	حِصَان	cavalo	N;NOM;INDF;SG	N;MASC;SG
اللاجئين	refugiados	لَاجِئ	refugiado	N;NOM;DEF;PL	N;MASC;PL
مبلغ	soma	مَبلَغ	soma	N;NOM;INDF;SG	N;FEM;SG
مبلغ	sum	مَبلَغ	sum	N;NOM;INDF;SG	N;MASC;SG
مبلغ	somatório	مَبلَغ	somatório	N;NOM;INDF;SG	N;MASC;SG
المتظاهرين	manifestantes	مُتَظَاهِر	manifestante	N;NOM;DEF;PL	N;MASC;PL
المتظاهرين	protestantes	مُتَظَاهِر	protestante	N;NOM;DEF;PL	N;MASC;PL
المتظاهرين	manifestantes	مُتَظَاهِر	manifestante	N;NOM;DEF;PL	N;MASC;PL
المتظاهرين	protestantes	مُتَظَاهِر	protestante	N;NOM;DEF;PL	N;MASC;PL
المتظاهرين	manifestantes	مُتَظَاهِر	manifestante	N;NOM;DEF;PL	N;MASC;PL
صفات	atributos	صِفَة	atributo	N;NOM;INDF;PL	N;MASC;PL
صفات	adjetivos	صِفَة	adjetivo	N;NOM;INDF;PL	N;MASC;PL
صفات	qualidades	صِفَة	qualidade	N;NOM;INDF;PL	N;FEM;PL
صفات	traços	صِفَة	traço	N;NOM;INDF;PL	N;MASC;PL
مستشار	consultora	مُستَشَار	consultora	N;NOM;INDF;SG	N;FEM;SG
مستشار	consultor	مُستَشَار	consultor	N;NOM;INDF;SG	N;MASC;SG
مستشار	conselheiro	مُستَشَار	conselheiro	N;NOM;INDF;SG	N;MASC;SG
مستشار	conselheira	مُستَشَار	conselheira	N;NOM;INDF;SG	N;FEM;SG
مستشار	conselheiro	مُستَشَار	conselheiro	N;NOM;INDF;SG	N;MASC;SG
مستشار	assessor	مُستَشَار	assessor	N;NOM;INDF;SG	N;MASC;SG
مستشار	conselheiro	مُستَشَار	conselheiro	N;NOM;INDF;SG	N;MASC;SG
مستشار	assessor	مُستَشَار	assessor	N;NOM;INDF;SG	N;MASC;SG
مستشار	consultor	مُستَشَار	consultor	N;NOM;INDF;SG	N;MASC;SG
مستشار	conselheira	مُستَشَار	conselheira	N;NOM;INDF;SG	N;FEM;SG
مقطع	picado	مَقطَع	picado	N;NOM;INDF;SG	N;MASC;SG
مقطع	clip	مَقطَع	clip	N;NOM;INDF;SG	N;MASC;SG
مقطع	clipe	مَقطَع	clipe	N;NOM;INDF;SG	N;MASC;SG
مقطع	morph	مَقطَع	morph	N;NOM;INDF;SG	N;MASC;SG
سقطت	caiu	سَقَط	cair	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
سقطت	caíu	سَقَط	caíu	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
البروتينات	proteínas	برُوتِينَات	proteína	N;NOM;DEF;PL	N;FEM;PL
يوميا	quotidiana	يَومِيّ	quotidiano	ADJ;ACC;INDF;MASC;SG	ADJ;FEM;SG
النفايات	resíduos	نُفَايَة	resíduo	N;NOM;DEF;PL	N;MASC;PL
النفايات	desperdícios	نُفَايَة	desperdício	N;NOM;DEF;PL	N;MASC;PL
النفايات	resíduos	نُفَايَة	resíduo	N;NOM;DEF;PL	N;MASC;PL
الشاطئ	praia	شَاطِئ	praia	N;NOM;DEF;SG	N;FEM;SG
سؤال	questão	سُؤَال	questão	N;NOM;INDF;SG	N;FEM;SG
سؤال	pergunta	سُؤَال	pergunta	N;NOM;INDF;SG	N;FEM;SG
ملاحظات	observações	مُلَاحَظَة	observação	N;NOM;INDF;PL	N;FEM;PL
ملاحظات	notes	مُلَاحَظَة	note	N;NOM;INDF;PL	N;MASC;PL
ملاحظات	anotações	مُلَاحَظَة	anotação	N;NOM;INDF;PL	N;FEM;PL
ملاحظات	notas	مُلَاحَظَة	nota	N;NOM;INDF;PL	N;FEM;PL
ملاحظات	opiniões	مُلَاحَظَة	opinião	N;NOM;INDF;PL	N;FEM;PL
ملاحظات	comentários	مُلَاحَظَة	comentário	N;NOM;INDF;PL	N;MASC;PL
استاد	estádio	استاد	estádio	N;NOM;INDF;SG	N;MASC;SG
استاد	stadium	استاد	stadium	N;NOM;INDF;SG	N;MASC;SG
ضيق	estreito	ضيق	estreito	N;NOM;INDF;SG	N;MASC;SG
الخطوة	step	خَطوَة	step	N;NOM;DEF;SG	N;MASC;SG
الخطوة	passo	خَطوَة	passo	N;NOM;DEF;SG	N;MASC;SG
الخطوة	etapa	خَطوَة	etapa	N;NOM;DEF;SG	N;FEM;SG
الخطوة	degrau	خَطوَة	degrau	N;NOM;DEF;SG	N;MASC;SG
سفارة	embaixada	سِفَارَة	embaixada	N;NOM;INDF;SG	N;FEM;SG
الكلى	rins	كُليَة	rin	N;NOM;DEF;PL	N;MASC;PL
الكلى	rins	كُليَة	rin	N;NOM;DEF;PL	N;MASC;PL
الغدد	glândulas	غَدَّد	glândula	N;NOM;DEF;PL	N;FEM;PL
المستويات	níveis	مُستَوَى	nível	N;NOM;DEF;PL	N;MASC;PL
التقاليد	tradições	تَقلِيد	tradição	N;NOM;DEF;PL	N;FEM;PL
التقاليد	tradições	تَقلِيد	tradição	N;NOM;DEF;PL	N;FEM;PL
القرص	disquete	قُرصَة	disquete	N;NOM;DEF;SG	N;MASC;SG
القرص	disco	قُرصَة	disco	N;NOM;DEF;SG	N;MASC;SG
القرص	disc	قُرصَة	disc	N;NOM;DEF;SG	N;MASC;SG
القرص	disco	قُرصَة	disco	N;NOM;DEF;SG	N;MASC;SG
الصديق	amigo	صَدِيق	amigo	N;NOM;DEF;SG	N;MASC;SG
الصديق	amiga	صَدِيق	amiga	N;NOM;DEF;SG	N;FEM;SG
ضبط	conjunto	ضَبط	conjunto	N;NOM;INDF;SG	N;MASC;SG
ضبط	set	ضَبط	set	N;NOM;INDF;SG	N;MASC;SG
ضبط	ajuste	ضَبط	ajustir	N;NOM;INDF;SG	N;MASC;SG
مرضى	doentes	مَرِيض	doente	N;NOM;INDF;PL	N;MASC;PL
مرضى	pacientes	مَرِيض	paciente	N;NOM;INDF;PL	N;MASC;PL
مجتمعات	sociedades	مُجتَمَع	sociedade	N;NOM;INDF;PL	N;FEM;PL
المنطق	lógica	مَنطِق	lógico	N;NOM;DEF;SG	N;FEM;SG
المراقبة	vigilância	مُرَاقَبَة	vigilância	N;NOM;DEF;SG	N;FEM;SG
مباني	edifícios	مَبنَى	edifício	N;NOM;INDF;PL	N;MASC;PL
مباني	imóveis	مَبنَى	imóvel	N;NOM;INDF;PL	N;MASC;PL
مباني	prédios	مَبنَى	prédio	N;NOM;INDF;PL	N;MASC;PL
الجنين	embrião	جُنَين	embrião	N;NOM;DEF;SG	N;MASC;SG
الجنين	feto	جُنَين	feto	N;NOM;DEF;SG	N;MASC;SG
اكتشفت	descoberto	اِكتَشَف	descobrir	V;PFV;FEM;SG;3;ACT	V;MASC;SG;V.PTCP
مكعب	cubo	مُكَعَّب	cubo	N;NOM;INDF;SG	N;MASC;SG
مكعب	cúbico	مُكَعَّب	cúbico	N;NOM;INDF;SG	N;MASC;SG
مزيج	mistura	مَزِيج	mistura	N;NOM;INDF;SG	N;FEM;SG
مزيج	mix	مَزِيج	mix	N;NOM;INDF;SG	N;MASC;SG
مزيج	mixagem	مَزِيج	mixagem	N;NOM;INDF;SG	N;FEM;SG
مزيج	mistura	مَزِيج	mistura	N;NOM;INDF;SG	N;FEM;SG
مزيج	combinação	مَزِيج	combinação	N;NOM;INDF;SG	N;FEM;SG
طيار	pilot	طَيَّار	pilot	N;NOM;INDF;SG	N;MASC;SG
طيار	piloto	طَيَّار	piloto	N;NOM;INDF;SG	N;MASC;SG
دبلوم	diploma	دَبلُوم	diploma	N;NOM;INDF;SG	N;MASC;SG
السلامة	segurança	سَلَامَة	segurança	N;NOM;DEF;SG	N;FEM;SG
سياق	contexto	سِيَاق	contexto	N;NOM;INDF;SG	N;MASC;SG
مقعد	banco	مَقعَد	banco	N;NOM;INDF;SG	N;MASC;SG
مقعد	bancada	مَقعَد	bancada	N;NOM;INDF;SG	N;FEM;SG
مقعد	assento	مَقعَد	assento	N;NOM;INDF;SG	N;MASC;SG
المدة	duração	مُدَّة	duração	N;NOM;DEF;SG	N;FEM;SG
الباحثون	investigadores	بَاحِث	investigador	N;NOM;DEF;PL	N;MASC;PL
الباحثون	pesquisadores	بَاحِث	pesquisador	N;NOM;DEF;PL	N;MASC;PL
منتدى	fórum	منتدى	fórum	N;NOM;INDF;SG	N;MASC;SG
منتدى	foro	منتدى	foro	N;NOM;INDF;SG	N;MASC;SG
منتدى	forum	منتدى	forum	N;NOM;INDF;SG	N;MASC;SG
منصة	plataforma	مِنَصَّة	plataforma	N;NOM;INDF;SG	N;FEM;SG
امتدت	esticado	اِمتَدّ	esticar	V;PFV;FEM;SG;3;ACT	V;MASC;SG;V.PTCP
امتدت	esticada	اِمتَدّ	esticar	V;PFV;FEM;SG;3;ACT	V;FEM;SG;V.PTCP
الطائر	ave	طَائِر	ave	N;NOM;DEF;SG	N;FEM;SG
الطائر	bird	طَائِر	bird	N;NOM;DEF;SG	N;MASC;SG
الطائر	passarinho	طَائِر	passarinho	N;NOM;DEF;SG	N;MASC;SG
الطائر	pássaro	طَائِر	pássaro	N;NOM;DEF;SG	N;MASC;SG
علاوة	bonus	عِلَاوَة	bonu	N;ACC;INDF;SG	N;MASC;SG
