categoría	kategooria	categoría	kategooria	N;FEM;SG	N;NOM;SG
continuo	jätkuv	continuo	jätkuv	ADJ;MASC;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
vecino	naaber	vecino	naaber	N;MASC;SG	N;NOM;SG
vecino	naaber	vecino	naaber	N;MASC;SG	N;NOM;SG
exploración	luurel	exploración	luure	N;FEM;SG	N;AT+ESS
;SG
consejos	nõuanded	consejo	nõudma	N;MASC;PL	N;NOM;PL
consejos	vihjed	consejo	vihje	N;MASC;PL	N;NOM;PL
consejos	nõuanded	consejo	nõudma	N;MASC;PL	N;NOM;PL
parámetros	parameetrid	parámetro	parameeter	N;MASC;PL	N;NOM;PL
legado	pärand	legado	pärand	N;MASC;SG	N;NOM;SG
chicos	poisid	chico	poiss	N;MASC;PL	N;NOM;PL
chicos	poisid	chico	poiss	N;MASC;PL	N;NOM;PL
componente	koostisosa	componente	koosti_sosa	N;MASC;SG	N;NOM;SG
componente	komponendi	componente	komponent	N;MASC;SG	N;GEN;SG
componente	komponent	componente	komponent	N;MASC;SG	N;NOM;SG
corrupción	korruptsioon	corrupción	korruptsioon	N;FEM;SG	N;NOM;SG
externa	välise	externo	väline	ADJ;FEM;SG	ADJ;GEN;SG
externa	väline	externo	väline	ADJ;FEM;SG	ADJ;NOM;SG
ebro	ebro	ebro	ebro	N;MASC;SG	N;NOM;SG
vegetales	köögiviljad	vegetal	köögi_vili	N;MASC;PL	N;NOM;PL
vegetales	juurviljad	vegetal	juur_vili	N;MASC;PL	N;NOM;PL
lawrence	lawrence	lawrence	lawrence	N;SG	N;NOM;SG
dragon	lohe	dragon	loht	N;MASC;SG	N;NOM;SG
dragon	draakon	dragon	draakon	N;MASC;SG	N;NOM;SG
séptima	seitsmes	séptimo	seitsmes	ADJ;FEM;SG	ADJ;NOM;SG
signo	märk	signo	märk	N;MASC;SG	N;NOM;SG
espejo	peegel	espejo	peegel	N;MASC;SG	N;NOM;SG
finalidad	eesmärk	finalidad	ees_märk	N;FEM;SG	N;NOM;SG
finalidad	otstarve	finalidad	ots_tarve	N;FEM;SG	N;NOM;SG
iso	iso	iso	iso	N;MASC;SG	N;NOM;SG
sinfonía	sümfoonia	sinfonía	sümfoonia	N;FEM;SG	N;NOM;SG
teclado	klaviatuur	teclado	klaviatuur	N;MASC;SG	N;NOM;SG
teclado	klaviatuuri	teclado	klavia_tuur	N;MASC;SG	N;PRT;SG
matemático	matemaatiline	matemático	matemaatiline	ADJ;MASC;SG	ADJ;NOM;SG
feliz	õnnelik	feliz	õnnelik	ADJ;SG	ADJ;NOM;SG
mapas	kaardid	mapa	kaart	N;MASC;PL	N;NOM;PL
molecular	molekulaarne	molecular	molekulaarne	ADJ;SG	ADJ;NOM;SG
cúpula	kuppel	cúpula	kuppel	N;FEM;SG	N;NOM;SG
cúpula	kupli	cúpula	kupp	N;FEM;SG	N;GEN;SG
ciudadano	kodanik	ciudadano	kodanik	N;MASC;SG	N;NOM;SG
concretamente	konkreetsemalt	concretamente	konkreetsemalt	ADV	ADV
concretamente	konkreetselt	concretamente	konkreetselt	ADV	ADV
cónsul	konsul	cónsul	konsul	N;MASC;SG	N;NOM;SG
protocolo	protokoll	protocolo	protokoll	N;MASC;SG	N;NOM;SG
capturado	tabatud	capturado	tabatud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
capturado	vangistatud	capturado	vangista=tud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
cerrada	lukustatud	cerrado	lukusta=tud	ADJ;FEM;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
cerrada	kinnine	cerrado	kinnine	ADJ;FEM;SG;V.PTCP	ADJ;NOM;SG
cerrada	suletud	cerrado	sule=tud	ADJ;FEM;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
huesca	huesca	huesca	huesca	N;FEM;SG	N;NOM;SG
batman	batman	batmar	batman	N;MASC;SG	N;NOM;SG
batman	batmani	batmar	batmani	N;MASC;SG	N;SG
continuidad	järjepidevus	continuidad	järje_pidevus	N;FEM;SG	N;NOM;SG
hablando	rääkides	hablar	rääkima	V;V.MSDR	V;V.CVB
asesor	nõustaja	asesor	nõustaja	N;MASC;SG	N;NOM;SG
asesor	nõunik	asesor	nõunik	N;MASC;SG	N;NOM;SG
asesor	konsultant	asesor	konsultant	N;MASC;SG	N;NOM;SG
asesor	nõuandja	asesor	nõu_andja	N;MASC;SG	N;NOM;SG
asesor	nõunik	asesor	nõunik	N;MASC;SG	N;NOM;SG
restaurante	restoran	restaurante	restoran	N;SG	N;NOM;SG
tanques	tankid	tanque	tank	N;MASC;PL	N;NOM;PL
tanques	paagid	tanque	paak	N;MASC;PL	N;NOM;PL
informes	ettekanded	informe	ette_kanne	N;MASC;PL	N;NOM;PL
informes	aruanded	informe	aru_anne	N;MASC;PL	N;NOM;PL
informes	raportid	informe	raport	N;MASC;PL	N;NOM;PL
misterio	müstika	misterio	müstika	N;MASC;SG	N;NOM;SG
misterio	müsteerium	misterio	müsteerium	N;MASC;SG	N;NOM;SG
misterio	mõistatus	misterio	mõistatus	N;MASC;SG	N;NOM;SG
division	diviis	division	diviis	N;FEM;SG	N;NOM;SG
division	rajoon	division	rajoon	N;FEM;SG	N;NOM;SG
division	osakond	division	osakond	N;FEM;SG	N;NOM;SG
expresa	väljendab	expresar	väljendama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
expresa	väljendada	expresar	väljendama	V;IND;SG;3;PRS;FIN	V;NFIN
planetas	planeedid	planeta	planeet	N;MASC;PL	N;NOM;PL
planetas	planeete	planeta	planeet	N;MASC;PL	N;PRT;PL
proteína	valk	proteína	valk	N;FEM;SG	N;NOM;SG
proteína	proteiin	proteína	proteiin	N;FEM;SG	N;NOM;SG
postal	postkaart	postal	post_kaart	N;MASC;SG	N;NOM;SG
signos	sildid	signo	silt	N;MASC;PL	N;NOM;PL
signos	märgid	signo	märk	N;MASC;PL	N;NOM;PL
signos	märke	signo	märk	N;MASC;PL	N;PRT;PL
administrador	admin	administrador	admin	N;MASC;SG	N;NOM;SG
administrador	administraatori	administrador	administraator	N;MASC;SG	N;PRT;SG
administrador	administraator	administrador	administraator	N;MASC;SG	N;NOM;SG
administrador	haldur	administrador	haldur	N;MASC;SG	N;NOM;SG
administrador	administraator	administrador	administraator	N;MASC;SG	N;NOM;SG
administrador	manager	administrador	manager	N;MASC;SG	N;NOM;SG
administrador	juhataja	administrador	juhataja	N;MASC;SG	N;NOM;SG
administrador	haldur	administrador	haldur	N;MASC;SG	N;NOM;SG
noches	õhtud	noche	õhtu	N;FEM;PL	N;NOM;PL
estrecha	kitsas	estrecho	kitsas	ADJ;FEM;SG	ADJ;NOM;SG
extraño	imelik	extraño	imelik	ADJ;MASC;SG	ADJ;NOM;SG
extraño	imelik	extraño	imelik	ADJ;MASC;SG	ADJ;NOM;SG
extraño	kummaline	extraño	kummaline	ADJ;MASC;SG	ADJ;NOM;SG
extraño	imelik	extraño	imelik	ADJ;MASC;SG	ADJ;NOM;SG
extraño	võõras	extraño	võõras	ADJ;MASC;SG	ADJ;NOM;SG
tratando	üritan	tratar	üritama	V;V.MSDR	V;IND;SG;1;PRS;FIN;ACT
tratando	püüan	tratar	püüdma	V;V.MSDR	V;IND;SG;1;PRS;FIN;ACT
vigo	vigo	vigo	vigo	N;MASC;SG	N;NOM;SG
venus	veenus	venus	veeng	N	N;NOM;SG
determinada	kindlaksmääratud	determinado	kindlaks_määratud	ADJ;FEM;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
hamilton	hamiltoni	hamilto	hamilton	N;MASC;SG	N;PRT;SG
hamilton	hamilton	hamilto	hamilton	N;MASC;SG	N;NOM;SG
escaños	istmed	escaño	iste	N;MASC;PL	N;NOM;PL
cirugía	kirurgia	cirugía	kirurgia	N;FEM;SG	N;NOM;SG
cirugía	lõikus	cirugía	lõikuma	N;FEM;SG	N;NOM;SG
cirugía	operatsioon	cirugía	operatsioon	N;FEM;SG	N;NOM;SG
chinos	hiinlased	chino	hiinlane	N;MASC;PL	N;NOM;PL
segmento	segmendi	segmento	segment	N;MASC;SG	N;GEN;SG
segmento	lõik	segmento	lõik	N;MASC;SG	N;NOM;SG
segmento	lõigu	segmento	lõikuma	N;MASC;SG	N;GEN;SG
ayudante	abiline	ayudante	abiline	N;SG	N;NOM;SG
ayudante	assistent	ayudante	assistent	N;SG	N;NOM;SG
ayudante	adjutant	ayudante	adjutant	N;SG	N;NOM;SG
ayudante	abiline	ayudante	abiline	N;SG	N;NOM;SG
ayudante	asetäitja	ayudante	ase_täitja	N;SG	N;NOM;SG
servidor	server	servidor	server	N;MASC;SG	N;NOM;SG
portero	väravavaht	portero	värava_vaht	N;MASC;SG	N;NOM;SG
portero	väravavahi	portero	värava_vaht	N;MASC;SG	N;NOM;SG
portero	uksehoidja	portero	ukse_hoidja	N;MASC;SG	N;NOM;SG
portero	uksehoidja	portero	ukse_hoidja	N;MASC;SG	N;NOM;SG
portero	koristaja	portero	korista=ja	N;MASC;SG	N;NOM;SG
portero	väravavaht	portero	värava_vaht	N;MASC;SG	N;NOM;SG
portero	porter	portero	porter	N;MASC;SG	N;NOM;SG
característico	iseloomulik	característico	ise_loomulik	ADJ;MASC;SG	ADJ;NOM;SG
latin	ladina	latin	ladina	N	N;NOM;SG
aplicar	rakenda	aplicar	rakendama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
aplicar	kehti	aplicar	kehtima	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
perfectamente	perfektselt	perfectamente	perfektselt	ADV	ADV
perfectamente	täiuslikult	perfectamente	täiuslikult	ADV	ADV
diablo	saatan	diablo	saatma	N;MASC;SG	N;NOM;SG
diablo	diablo	diablo	diablo	N;MASC;SG	N;NOM;SG
repertorio	repertuaari	repertorio	repertuaar	N;MASC;SG	N;PRT;SG
java	java	java	java	N;MASC;SG	N;NOM;SG
transferencia	üleviimine	transferencia	üle_viimine	N;FEM;SG	N;NOM;SG
transferencia	ülekandmine	transferencia	üle_kandmine	N;FEM;SG	N;NOM;SG
transferencia	ülekanne	transferencia	üle_kanne	N;FEM;SG	N;NOM;SG
transferencia	üleandmine	transferencia	üleandmine	N;FEM;SG	N;NOM;SG
quinteto	kvintett	quinteto	kvintett	N;MASC;SG	N;NOM;SG
reconocer	tunnistama	reconocer	tunnistama	V;NFIN	V;IN+ALL;V.CVB;ACT
intérpretes	esitajad	intérprete	esitaja	N;PL	N;NOM;PL
llena	täielik	lleno	täielik	ADJ;FEM;SG	ADJ;NOM;SG
jueces	kohtunikud	juez	kohtunik	N;PL	N;NOM;PL
alcohol	alkohol	alcohol	alkohol	N;MASC;SG	N;NOM;SG
alcohol	alkoholi	alcohol	alkohol	N;MASC;SG	N;PRT;SG
alcohol	alkohoolik	alcohol	alkohoolik	N;MASC;SG	N;NOM;SG
cubano	kuuba	cubano	kuub	N;MASC;SG	N;NOM;SG
beatriz	beatrice	beatriz	beatrice	N;FEM;SG	N;NOM;SG
beatriz	beatriz	beatriz	beatriz	N;FEM;SG	N;NOM;SG
beatriz	beatrix	beatriz	beatrix	N;FEM;SG	N;NOM;SG
estable	stabiilset	estable	stabiilne	ADJ;SG	ADJ;PRT;SG
estable	stabiilne	estable	stabiilne	ADJ;SG	ADJ;NOM;SG
inspirado	inspireeritud	inspirado	inspireeritud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
subir	ronida	subir	ronima	V;NFIN	V;NFIN
uci	uci	uci	uci	N;SG	N;NOM;SG
uci	intensiivravi	uci	intensiiv_ravi	N;SG	N;NOM;SG
concesión	kontsessiooni	concesión	kontsessioon	N;FEM;SG	N;PRT;SG
concesión	andmine	concesión	andmine	N;FEM;SG	N;NOM;SG
arqueología	arheoloogia	arqueología	arheoloogia	N;FEM;SG	N;NOM;SG
arqueología	arheoloogia	arqueología	arheoloogia	N;FEM;SG	N;NOM;SG
alimento	toit	alimento	toit	N;MASC;SG	N;NOM;SG
alimento	toitu	alimento	toit	N;MASC;SG	N;PRT;SG
alimento	söök	alimento	söök	N;MASC;SG	N;NOM;SG
alimento	sööt	alimento	sööt	N;MASC;SG	N;NOM;SG
corre	jookseb	correr	jooksma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
praga	praha	praga	praha	N;MASC;SG	N;NOM;SG
tigre	tiger	tigre	tiger	N;MASC;SG	N;NOM;SG
tigre	tiiger	tigre	tiiger	N;MASC;SG	N;NOM;SG
tigre	tigre	tigre	tigr	N;MASC;SG	N;NOM;SG
linux	linux	linux	linux	N;MASC;SG	N;NOM;SG
light	hele	light	hele	N	N;NOM;SG
light	valgus	light	valgus	N	N;NOM;SG
light	valgust	light	valgus	N	N;PRT;SG
protesta	protest	protesta	protest	N;FEM;SG	N;NOM;SG
protesta	protesti	protesta	protest	N;FEM;SG	N;PRT;SG
detener	peata	detener	pea	V;NFIN	V;IMP;2;NFIN
detener	lõpeta	detener	lõpetama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
genética	geneetiline	genético	geneetiline	ADJ;FEM;SG	ADJ;NOM;SG
monumental	monumentaalne	monumental	monumentaalne	ADJ;SG	ADJ;NOM;SG
responde	reageerib	responder	reageerima	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
lyon	lyoni	lyon	lyon	N;MASC;SG	N;NOM;SG
lyon	lyons	lyon	lyons	N;MASC;SG	N;NOM;SG
celebran	tähistada	celebrar	tähistama	V;IND;PL;3;PRS;FIN	V;NFIN
celebran	tähistama	celebrar	tähistama	V;IND;PL;3;PRS;FIN	V;IN+ALL;V.CVB;ACT
palo	pulk	palo	pulk	N;MASC;SG	N;NOM;SG
palo	palo	palo	palo	N;MASC;SG	N;NOM;SG
varía	varieerub	variar	varieeruma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
cat	kass	cat	kass	N	N;NOM;SG
cat	cat	cat	cat	N	N;NOM;SG
ondas	lained	onda	laine	N;FEM;PL	N;NOM;PL
ondas	laineid	onda	laine	N;FEM;PL	N;PRT;PL
protestas	protestid	protesta	protest	N;FEM;PL	N;NOM;PL
geográficos	geograafilised	geográfico	geo_graafiline	ADJ;MASC;PL	ADJ;NOM;PL
geográficos	geograafilised	geográfico	geo_graafiline	ADJ;MASC;PL	ADJ;NOM;PL
abundante	külluslik	abundante	külluslik	ADJ;SG	ADJ;NOM;SG
conservatorio	konservatoorium	conservatorio	konservatoorium	N;MASC;SG	N;NOM;SG
correcta	korrektne	correcto	korrektne	ADJ;FEM;SG	ADJ;NOM;SG
correcta	õige	correcto	õige	ADJ;FEM;SG	ADJ;NOM;SG
colonización	kolonisatsioon	colonización	kolonisatsioon	N;FEM;SG	N;NOM;SG
islandia	islandi	islandia	island	ADJ;FEM;SG	ADJ
islandia	islandi	islandia	island	ADJ;FEM;SG	ADJ
controversia	vaidluse	controversia	vaidlus	N;FEM;SG	N;GEN;SG
controversia	vaidlus	controversia	vaidlus	N;FEM;SG	N;NOM;SG
controversia	vaidlus	controversia	vaidlus	N;FEM;SG	N;NOM;SG
diseñador	disainer	diseñador	disainer	N;MASC;SG	N;NOM;SG
tarjeta	kaardiga	tarjeta	kaart	N;FEM;SG	N;COM;SG
tarjeta	kaart	tarjeta	kaart	N;FEM;SG	N;NOM;SG
tarjeta	kaardi	tarjeta	kaart	N;FEM;SG	N;GEN;SG
oklahoma	oklahoma	oklahoma	oklahom	N;MASC;SG	N;NOM;SG
anillos	sõrmused	anillo	sõrmus	N;MASC;PL	N;NOM;PL
anillos	ringid	anillo	ring	N;MASC;PL	N;NOM;PL
anillos	rõngad	anillo	rõng	N;MASC;PL	N;NOM;PL
leyendas	legendid	leyenda	legend	N;FEM;PL	N;NOM;PL
arenas	liivad	arena	liiv	N;FEM;PL	N;NOM;PL
morgan	morgan	morgar	morkama	N;MASC;SG	N;NOM;SG
contribución	panus	contribución	panus	N;FEM;SG	N;NOM;SG
contribución	sissemakse	contribución	sisse_makse	N;FEM;SG	N;PRT;SG
banderas	lipud	bandera	lipp	N;FEM;PL	N;NOM;PL
germán	germán	germán	germán	N;MASC;SG	N;NOM;SG
germán	germain	germán	germain	N;MASC;SG	N;NOM;SG
versos	värsid	verso	värss	N;MASC;PL	N;NOM;PL
compró	ostis	comprar	ostma	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
huir	põgene	huir	põgene	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
sustitución	asendamine	sustitución	asendamine	N;FEM;SG	N;NOM;SG
sustitución	asendaja	sustitución	asendaja	N;FEM;SG	N;NOM;SG
sustitución	asendamine	sustitución	asendamine	N;FEM;SG	N;NOM;SG
gráfica	graafiline	gráfico	graafiline	ADJ;FEM;SG	ADJ;NOM;SG
emisiones	ringhäälingusaadete	emisión	ring_häälingu_saade	N;FEM;PL	N;GEN;PL
emisiones	heitmed	emisión	heitma	N;FEM;PL	N;NOM;PL
emisiones	heitkoguste	emisión	heit_kogune	N;FEM;PL	N;GEN;PL
supuestamente	väidetavalt	supuestamente	väidetavalt	ADV	ADV
supuestamente	oletatavasti	supuestamente	oletatavasti	ADV	ADV
supuestamente	väidetavalt	supuestamente	väidetavalt	ADV	ADV
western	läänemaa	western	lääne_maa	N;MASC;SG	N;NOM;SG
western	lääne	western	lääs	N;MASC;SG	N;NOM;SG
western	western	western	western	N;MASC;SG	N;NOM;SG
bosnia	bosnia	bosnia	bosnia	ADJ;FEM;SG	ADJ
bosnia	bosnia	bosnia	bosnia	ADJ;FEM;SG	ADJ
químico	keemiline	químico	keemiline	ADJ;MASC;SG	ADJ;NOM;SG
destinos	sihtkohad	destino	siht_koht	N;MASC;PL	N;NOM;PL
partidarios	toetajad	partidario	toetaja	N;MASC;PL	N;NOM;PL
reacciones	reaktsioonid	reacción	reaktsioon	N;FEM;PL	N;NOM;PL
challenger	väljakutsuja	challenger	välja_kutsu=ja	N;MASC;SG	N;NOM;SG
queso	juustu	queso	juust	N;MASC;SG	N;PRT;SG
queso	juust	queso	juust	N;MASC;SG	N;NOM;SG
leopoldo	leopold	leopoldo	leopold	N;MASC;SG	N;NOM;SG
externo	välise	externo	väline	ADJ;MASC;SG	ADJ;GEN;SG
externo	väline	externo	väline	ADJ;MASC;SG	ADJ;NOM;SG
identificar	tuvastada	identificar	tuvastama	V;NFIN	V;NFIN
identificar	tuvasta	identificar	tuvastama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
hip	hip	hip	hip	N;MASC;SG	N;NOM;SG
hip	puus	hip	puus	N;MASC;SG	N;NOM;SG
hip	puusa	hip	puus	N;MASC;SG	N;GEN;SG
smiths	smiths	smith	smiths	N	N;NOM;SG
concilio	nõukogu	concilio	nõu_kogu	N;MASC;SG	N;NOM;SG
hop	hop	hop	hop	N;MASC;SG	N;NOM;SG
pelota	ball	pelota	ball	N;FEM;SG	N;NOM;SG
pelota	pall	pelota	pall	N;FEM;SG	N;NOM;SG
pelota	palli	pelota	pall	N;FEM;SG	N;PRT;SG
gráficos	graafikute	gráfico	graafik	N;MASC;PL	N;GEN;PL
taiwán	taiwan	taiwán	taiwan	N;MASC;SG	N;NOM;SG
taiwán	taiwanis	taiwán	taiwan	N;MASC;SG	N;IN+ESS;SG
natación	ujumine	natación	ujumine	N;FEM;SG	N;NOM;SG
frases	väljendid	frase	väljend	N;FEM;PL	N;NOM;PL
frases	laused	frase	lause	N;FEM;PL	N;NOM;PL
frases	fraase	frase	fraas	N;FEM;PL	N;PRT;PL
frases	laused	frase	lause	N;FEM;PL	N;NOM;PL
frases	lauseid	frase	lause	N;FEM;PL	N;PRT;PL
entregó	tarnitud	entregar	tarnitud	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
anuncio	väljakuulutamine	anuncio	välja_kuulutamine	N;MASC;SG	N;NOM;SG
anuncio	reklaam	anuncio	reklaam	N;MASC;SG	N;NOM;SG
anuncio	kuulutus	anuncio	kuulutus	N;MASC;SG	N;NOM;SG
azules	sinised	azul	sinine	ADJ;PL	ADJ;NOM;PL
tubo	toru	tubo	toru	N;MASC;SG	N;NOM;SG
tubo	piip	tubo	piip	N;MASC;SG	N;NOM;SG
tubo	toru	tubo	toru	N;MASC;SG	N;NOM;SG
flamenco	flamenco	flamenco	flamenco	N;MASC;SG	N;NOM;SG
flamenco	flamingo	flamenco	flaming	N;MASC;SG	N;NOM;SG
refleja	peegeldab	reflejar	peegeldama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
refleja	kajastab	reflejar	kajastama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
cálculo	algebra	cálculo	algebra	N;MASC;SG	N;NOM;SG
cálculo	arvutus	cálculo	arvutus	N;MASC;SG	N;NOM;SG
cálculo	arvutamine	cálculo	arvutamine	N;MASC;SG	N;NOM;SG
cálculo	arvestus	cálculo	arvestus	N;MASC;SG	N;NOM;SG
cifras	arvud	cifra	arv	N;FEM;PL	N;NOM;PL
carter	carter	carter	carter	N;MASC;SG	N;NOM;SG
orange	orange	orange	orang	N;SG	N;NOM;SG
orange	apelsin	orange	apelsin	N;SG	N;NOM;SG
orange	oranž	orange	oranž	N;SG	N;NOM;SG
kentucky	kentucky	kentucky	kentucky	N;MASC;SG	N;NOM;SG
lorena	lorena	lorena	loren	N;FEM;SG	N;FRML;SG
lorena	lorraine	lorena	lorraine	N;FEM;SG	N;NOM;SG
entrevistas	vestlused	entrevista	vestlus	N;FEM;PL	N;NOM;PL
conduce	sõidab	conducir	sõitma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
bibliotecas	raamatukogude	biblioteca	raamatu_kogu	N;FEM;PL	N;GEN;PL
propietarios	majaomanikud	propietario	maja_omanik	N;MASC;PL	N;NOM;PL
propietarios	omanikud	propietario	omanik	N;MASC;PL	N;NOM;PL
propietarios	majaomanike	propietario	maja_omanik	N;MASC;PL	N;GEN;PL
hierba	herb	hierba	herb	N;FEM;SG	N;NOM;SG
hierba	rohi	hierba	rohi	N;FEM;SG	N;NOM;SG
hierba	muru	hierba	muru	N;FEM;SG	N;NOM;SG
hierba	kanep	hierba	kanep	N;FEM;SG	N;NOM;SG
hierba	puru	hierba	puru	N;FEM;SG	N;PRT;SG
detroit	detroiti	detroit	detroit	N;MASC	N;PRT;SG
detroit	detroidi	detroit	detroit	N;MASC	N;PRT;SG
detroit	detroit	detroit	detroit	N;MASC	N;NOM;SG
convenciones	konventsioonid	convención	konventsioon	N;FEM;PL	N;NOM;PL
extremadamente	äärmiselt	extremadamente	äärmiselt	ADV	ADV
amarilla	kollase	amarillo	kollane	ADJ;FEM;SG	ADJ;GEN;SG
amarilla	kollane	amarillo	kollane	ADJ;FEM;SG	ADJ;NOM;SG
abad	abt	abad	abt	N;MASC;SG	N;NOM;SG
químicos	keemikud	químico	keemik	N;MASC;PL	N;NOM;PL
químicos	kemikaalid	químico	kemikaal	N;MASC;PL	N;NOM;PL
rechazó	keeldunud	rechazar	keelduma	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
rechazó	keeldus	rechazar	keelduma	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
publicadas	avaldatud	publicado	avaldatud	ADJ;FEM;PL;V.PTCP	ADJ;PST;V.PTCP;PASS
iniciado	alustatud	iniciado	alusta=tud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
iniciado	alustatud	iniciado	alusta=tud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
iniciado	käivitatud	iniciado	käivita=tud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
iniciado	alustatud	iniciado	alusta=tud	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
manifiesto	manifest	manifiesto	manifest	N;MASC;SG	N;NOM;SG
manifiesto	manifesti	manifiesto	manifest	N;MASC;SG	N;NOM;SG
fantasma	vaim	fantasma	vaim	N;SG	N;NOM;SG
fantasma	vaimu	fantasma	vaim	N;SG	N;PRT;SG
fantasma	kummitus	fantasma	kummitus	N;SG	N;NOM;SG
fantasma	tont	fantasma	tont	N;SG	N;NOM;SG
fantasma	fantoom	fantasma	fantoom	N;SG	N;NOM;SG
commons	commons	commons	commons	N;FEM;SG	N;NOM;SG
soluciones	lahendused	solución	lahendus	N;FEM;PL	N;NOM;PL
soluciones	lahused	solución	lahus	N;FEM;PL	N;NOM;PL
revuelta	ülestõus	revuelta	üles_tõus	N;FEM;SG	N;NOM;SG
revuelta	ülestõus	revuelta	üles_tõus	N;FEM;SG	N;NOM;SG
revuelta	mäss	revuelta	mäss	N;FEM;SG	N;NOM;SG
revuelta	mässu	revuelta	mäss	N;FEM;SG	N;NOM;SG
regulares	regulaarsed	regular	regulaarne	ADJ;PL	ADJ;NOM;PL
regulares	korrapärased	regular	korra_pärane	ADJ;PL	ADJ;NOM;PL
especialidad	eriala	especialidad	eri_ala	N;FEM;SG	N;NOM;SG
especialidad	eriala	especialidad	eri_ala	N;FEM;SG	N;NOM;SG
contraste	kontrasti	contraste	kontrasti	N;MASC;SG	N;PRT;SG
castellón	castellón	castellón	castellón	N;FEM;SG	N;NOM;SG
generaciones	põlvkondade	generación	põlvkond	N;FEM;PL	N;GEN;PL
arreglos	parandused	arreglo	parandus	N;MASC;PL	N;NOM;PL
arreglos	kokkulepped	arreglo	kokku_lepe	N;MASC;PL	N;NOM;PL
esencial	hädavajalik	esencial	häda_vajalik	ADJ;SG	ADJ;NOM;SG
nombramiento	kandidatuuri	nombramiento	kandidatuur	N;MASC;SG	N;PRT;SG
nombramiento	nimetamine	nombramiento	nimetamine	N;MASC;SG	N;NOM;SG
nombramiento	kokkusaamine	nombramiento	kokku_saamine	N;MASC;SG	N;NOM;SG
nombramiento	nimetamine	nombramiento	nimetamine	N;MASC;SG	N;NOM;SG
jerez	sherry	jerez	sherry	N;MASC;SG	N;NOM;SG
porto	porto	porto	porto	N;MASC;SG	N;NOM;SG
abreviado	lühendatud	abreviado	lühendama	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
abreviado	lühendatud	abreviado	lühendama	ADJ;MASC;SG;V.PTCP	ADJ;PST;V.PTCP;PASS
esquema	kontuur	esquema	kontuur	N;MASC;SG	N;NOM;SG
esquema	skeem	esquema	skeem	N;MASC;SG	N;NOM;SG
esquema	kava	esquema	kava	N;MASC;SG	N;NOM;SG
esquema	skeem	esquema	skeem	N;MASC;SG	N;NOM;SG
piratas	piraadid	pirata	piraat	N;PL	N;NOM;PL
sirven	teenida	servir	teenima	V;IND;PL;3;PRS;FIN	V;NFIN
ecuación	võrrand	ecuación	võrrand	N;FEM;SG	N;NOM;SG
faro	faro	faro	faro	N;MASC;SG	N;NOM;SG
faro	tuletorn	faro	tule_torn	N;MASC;SG	N;NOM;SG
faro	majaka	faro	majaka	N;MASC;SG	N;NOM;SG
faro	majakas	faro	majakas	N;MASC;SG	N;NOM;SG
almacenamiento	hoidla	almacenamiento	hoidla	N;MASC;SG	N;NOM;SG
almacenamiento	ladustamise	almacenamiento	ladustamine	N;MASC;SG	N;GEN;SG
almacenamiento	säilitamine	almacenamiento	säilitamine	N;MASC;SG	N;NOM;SG
almacenamiento	ladustamine	almacenamiento	ladustamine	N;MASC;SG	N;NOM;SG
neutral	neutraalne	neutral	neutraalne	ADJ;SG	ADJ;NOM;SG
neutral	erapooletu	neutral	era_pooletu	ADJ;SG	ADJ;NOM;SG
walker	walker	walker	walker	N	N;NOM;SG
eurocopa	uefa	eurocopa	uef	N;FEM;SG	N;NOM;SG
