ben	بِن	ben	بِن		
szakember	کارشناس	szakember	کارشناس	N;NOM;SG	N;SG
szakember	expert	szakember	expert	N;NOM;SG	N;SG
szakember	متخصص	szakember	متخصص	N;NOM;SG	N;SG
rajzfilm	کارتون	rajzfilm	کارتون	N;NOM;SG	N;SG
rajzfilm	کارتون	rajzfilm	کارتون	N;NOM;SG	N;SG
marsall	داروغه	marsall	داروغه	N;NOM;SG	N;SG
verseket	آیات	vers	None	N;ACC;PL	N;PL
verseket	شعرهای	vers	None	N;ACC;PL	N;PL
szálló	مهمانسرا	szálló	مهمانسرا	N;NOM;SG	N;SG
szálló	مهمانخانه	szálló	مهمانخانه	N;NOM;SG	N;SG
szálló	مسافرخانه	szálló	مسافرخانه	N;NOM;SG	N;SG
szálló	مسافرخانه	szálló	مسافرخانه	N;NOM;SG	N;SG
szálló	خوابگاه	szálló	خوابگاه	N;NOM;SG	N;SG
távú	اجل	távú	اجل		
feleség	زن	feleség	زن	N;NOM;SG	N;SG
feleség	همسر	feleség	همسر	N;NOM;SG	N;SG
feleség	عیال	feleség	عیال	N;NOM;SG	N;SG
alkohol	الکل	alkohol	None	N;NOM;SG	N;SG
funkció	کارکرد	funkció	None	N;NOM;SG	N;SG
funkció	تابع	funkció	None	N;NOM;SG	N;SG
funkció	کارآمدی	funkció	کارآمدی	N;NOM;SG	N;SG
funkció	ویژگی	funkció	ویژگی	N;NOM;SG	N;SG
közgyűlés	مجلس	közgyűlés	مجلس	N;NOM;SG	N;SG
közgyűlés	مجمع	közgyűlés	مجمع	N;NOM;SG	N;SG
közgyűlés	محفل	közgyűlés	محفل	N;NOM;SG	N;SG
helikopter	هلیکوپتر	helikopter	هلیکوپتر	N;NOM;SG	N;SG
helikopter	بالگرد	helikopter	بالگرد	N;NOM;SG	N;SG
tajvan	تایوان	tajvan	تایوان	N;NOM;SG	N;SG
próza	نثر	próza	نثر	N;NOM;SG	N;SG
tanácsot	پند	tanács	پند	N;ACC;SG	N;SG
tanácsot	نصیحت	tanács	نصیحت	N;ACC;SG	N;SG
használat	استعمال	használat	None	N;NOM;SG	N;SG
használat	کاربرد	használat	کاربرد	N;NOM;SG	N;SG
birmingham	بیرمنگام	birmingham	بیرمنگام	N;NOM;SG	N;SG
gyengébb	ضعیفتر	gyengébb	ضعیف	ADJ;NOM;CMPR;SG	ADJ;CMPR
áldozatot	قربانی	áldozat	قربانی	N;ACC;SG	N;SG
áldozatot	فدا	áldozat	فدا	N;ACC;SG	N;SG
áldozatot	ذبح	áldozat	ذبح	N;ACC;SG	N;SG
áldozatot	فداکاری	áldozat	فداکاری	N;ACC;SG	N;SG
fertőzés	عفونت	fertőzés	عفونت	N;NOM;SG	N;SG
fertőzés	آلودگی	fertőzés	آلودگی	N;NOM;SG	N;SG
fertőzés	عفونت	fertőzés	عفونت	N;NOM;SG	N;SG
várban	قصر	vár	None	N;IN+ESS;SG	N;SG
várban	کاستل	vár	کاستل	N;IN+ESS;SG	N;SG
várban	کستل	vár	کستل	N;IN+ESS;SG	N;SG
várban	قلعه	vár	قلعه	N;IN+ESS;SG	N;SG
vulkán	آتشفشان	vulkán	آتشفشان	N;NOM;SG	N;SG
vulkán	وولکان	vulkán	وولک	N;NOM;SG	N;SG
pátriárka	ایلخانی	pátriárka	ایلخانی	N;NOM;SG	N;SG
telefon	گوشی	telef	گوش	N;NOM;SG	N;SG
telefon	تلفن	telef	تلفن	N;NOM;SG	N;SG
telefon	تلفن	telef	تلفن	N;NOM;SG	N;SG
zappa	زاپا	zappa	زاپا	N;NOM;SG	N;SG
farok	تیل	far	تیل	N;NOM;SG	N;SG
farok	دم	far	دم	N;NOM;SG	N;SG
farok	دمش	far	دمش	N;NOM;SG	N;SG
farok	دیک	far	دیک	N;NOM;SG	N;SG
farok	خروس	far	None	N;NOM;SG	N;SG
farok	کیر	far	کیر	N;NOM;SG	N;SG
portré	طولی	portré	طولی	N;NOM;SG	N;SG
róka	فاکس	róka	فاکس	N;NOM;SG	N;SG
róka	روباه	róka	روباه	N;NOM;SG	N;SG
homokos	سندی	homokos	None	N;NOM;SG	N;SG
helen	هلن	hél	هلن	N;NOM;SG	N;SG
tenor	تنور	tenor	تنور	N;NOM;SG	N;SG
objektív	عینی	objektív	عینی	N;NOM;SG	N;SG
objektív	عدسی	objektív	عدسی	N;NOM;SG	N;SG
objektív	لنز	objektív	لنز	N;NOM;SG	N;SG
gyűlés	مجلس	gyűlés	مجلس	N;NOM;SG	N;SG
gyűlés	مجمع	gyűlés	مجمع	N;NOM;SG	N;SG
gyűlés	محفل	gyűlés	محفل	N;NOM;SG	N;SG
gyűlés	اجتماع	gyűlés	None	N;NOM;SG	N;SG
gyűlés	رالی	gyűlés	رالی	N;NOM;SG	N;SG
gyűlés	ملاقات	gyűlés	ملاقات	N;NOM;SG	N;SG
gyűlés	جلسه	gyűlés	جلسه	N;NOM;SG	N;SG
gyűlés	دیدار	gyűlés	دیدار	N;NOM;SG	N;SG
kráter	دهانه	kráter	دهانه	N;NOM;SG	N;SG
sors	سرنوشت	sors	سرنوشت	N;NOM;SG	N;SG
sors	تقدیر	sors	تقدیر	N;NOM;SG	N;SG
sors	سرنوشتی	sors	سرنوشتی	N;NOM;SG	N;SG
sors	سرنوشت	sors	سرنوشت	N;NOM;SG	N;SG
sors	تقدیر	sors	تقدیر	N;NOM;SG	N;SG
levélben	حرف	levél	حرف	N;IN+ESS;SG	N;SG
levélben	نامه	levél	نامه	N;IN+ESS;SG	N;SG
csehov	چخوف	csehov	چخوف	N;NOM;SG	N;SG
mélyebb	عمیقتر	mély	عمیق	ADJ;NOM;CMPR;SG	ADJ;CMPR
kövek	سنگها	köv	سنگ	N;NOM;PL	N;PL
kövek	سنگها	köv	سنگ	N;NOM;PL	N;PL
periódus	دوره	periódus	دوره	N;NOM;SG	N;SG
periódus	پریود	periódus	پریود	N;NOM;SG	N;SG
periódus	دورۀ	periódus	دورۀ	N;NOM;SG	N;SG
filozófusok	فیلسوفان	filozófus	فیلسوف	N;NOM;PL	N;PL
jelet	انتن	jelet	انتن	N;ACC;SG	N;SG
jelet	سیگنال	jelet	سیگنال	N;ACC;SG	N;SG
jelet	علامت	jelet	None	N;ACC;SG	N;SG
határok	محدودیتها	határ	محدودیت	N;NOM;PL	N;PL
határok	مرزها	határ	مرز	N;NOM;PL	N;PL
határok	مرزهای	határ	مرز	N;NOM;PL	N;PL
határok	مرزها	határ	مرز	N;NOM;PL	N;PL
kívánja	میخواهد	kíván	خواست#خواه	V;DEF;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
absztrakt	انتزاعی	absztrakt	انتزاعی	N;NOM;SG	N;SG
kommunisták	کمونیستها	kommunista	None	N;NOM;PL	N;PL
nfl	nfl	nfl	nfl	N;NOM;SG	N;SG
bélyeg	مهر	bélyeg	مهر	N;NOM;SG	N;SG
bélyeg	تمبر	bélyeg	None	N;NOM;SG	N;SG
bélyeg	تمبر	bélyeg	None	N;NOM;SG	N;SG
áprilisban	اپریل	április	اپریل	N;IN+ESS;SG	N;SG
áprilisban	آوریل	április	None	N;IN+ESS;SG	N;SG
középre	وسطی	közép	وسطی	N;ON+ALL;SG	N;SG
középre	میدل	közép	میدل	N;ON+ALL;SG	N;SG
középre	میانی	közép	None	N;ON+ALL;SG	N;SG
középre	میانه	közép	میانه	N;ON+ALL;SG	N;SG
középre	سنتر	közép	سنتر	N;ON+ALL;SG	N;SG
középre	مرکزش	közép	مرکزش	N;ON+ALL;SG	N;SG
középre	مرکز	közép	مرکز	N;ON+ALL;SG	N;SG
középre	سنتر	közép	سنتر	N;ON+ALL;SG	N;SG
középre	مرکز	közép	مرکز	N;ON+ALL;SG	N;SG
lóhere	شبدر	lóher	شبدر	N;NOM;SG	N;SG
lehetőségeket	فرصتها	lehetőség	فرصت	N;ACC;PL	N;PL
lehetőségeket	فرصتهای	lehetőség	فرصت	N;ACC;PL	N;PL
remény	امیدی	remény	امیدی	N;NOM;SG	N;SG
remény	هوپ	remény	هوپ	N;NOM;SG	N;SG
remény	hope	remény	hope	N;NOM;SG	N;SG
remény	امید	remény	امید	N;NOM;SG	N;SG
adás	پخش	adás	پخش	N;NOM;SG	N;SG
adás	مخابره	adás	None	N;NOM;SG	N;SG
adás	انتقال	adás	انتقال	N;NOM;SG	N;SG
adás	مخابره	adás	None	N;NOM;SG	N;SG
beceneve	لقب	becenev	لقب	N;NOM;SG	N;SG
bin	لاوک	bin	لاوک		
balett	باله	balett	باله	N;NOM;SG	N;SG
jótékonysági	صدقه	jótékonysági	صدقه	N;NOM;SG	N;SG
jótékonysági	زکات	jótékonysági	None	N;NOM;SG	N;SG
jótékonysági	صدقه	jótékonysági	صدقه	N;NOM;SG	N;SG
jótékonysági	خیریه	jótékonysági	خیریه	N;NOM;SG	N;SG
turista	توریست	turista	توریست	N;NOM;SG	N;SG
turista	گردشگری	turista	گردشگری	N;NOM;SG	N;SG
turista	جهانگرد	turista	جهانگرد	N;NOM;SG	N;SG
turista	توریستی	turista	توریستی	N;NOM;SG	N;SG
turista	گردشگر	turista	گردشگر	N;NOM;SG	N;SG
összetétel	انشاء	összetétel	انشاء	N;NOM;SG	N;SG
összetétel	ترکیب	összetétel	ترکیب	N;NOM;SG	N;SG
adminisztrátor	سرپرست	adminisztrátor	سرپرست	N;NOM;SG	N;SG
adminisztrátor	مدیر	adminisztrátor	مدیر	N;NOM;SG	N;SG
adminisztrátor	سرپرست	adminisztrátor	سرپرست	N;NOM;SG	N;SG
besorolás	categorisation	besorolás	categorisation	N;NOM;SG	N;SG
besorolás	ارزیابی	besorolás	ارزیابی	N;NOM;SG	N;SG
parancs	فرمان	parancs	فرمان	N;NOM;SG	N;SG
parancs	فرمان	parancs	فرمان	N;NOM;SG	N;SG
parancs	دستور	parancs	دستور	N;NOM;SG	N;SG
parancs	نظم	parancs	نظم	N;NOM;SG	N;SG
parancs	فرمان	parancs	فرمان	N;NOM;SG	N;SG
parancs	دستور	parancs	دستور	N;NOM;SG	N;SG
parancs	سفارش	parancs	None	N;NOM;SG	N;SG
parancs	ترتیب	parancs	ترتیب	N;NOM;SG	N;SG
elst	الست	elst	الست	N;NOM;SG	N;SG
félelem	خوف	félelem	خوف	N;NOM;SG	N;SG
félelem	ترس	félelem	None	N;NOM;SG	N;SG
nba	nb	nb	nb	N;NOM;SG	N;SG
jellemzők	مشخصات	jellemző	مشخصه	N;NOM;PL	N;PL
jellemzők	ویژگیها	jellemző	ویژگی	N;NOM;PL	N;PL
jellemzők	ویژگیهای	jellemző	ویژگی	N;NOM;PL	N;PL
labdát	بال	labda	بال	N;ACC;SG	N;SG
labdát	توپ	labda	None	N;ACC;SG	N;SG
kancellár	صدر	kancellár	صدر	N;NOM;SG	N;SG
szék	صندلی	szék	صندلی	N;NOM;SG	N;SG
sugár	پرگار	sugár	پرگار	N;NOM;SG	N;SG
sugár	پرتو	sugár	None	N;NOM;SG	N;SG
jeruzsálem	اورشلیم	jeruzsálem	اورشلیم	N;NOM;SG	N;SG
jeruzsálem	قدس	jeruzsálem	None	N;NOM;SG	N;SG
unix	یونیکس	unix	یونیکس	N;NOM;SG	N;SG
vizek	آبها	víz	آب	N;NOM;PL	N;PL
vizek	آبهای	víz	آب	N;NOM;PL	N;PL
konyha	آشپزی	konyha	آشپزی	N;NOM;SG	N;SG
konyha	آشپزخانه	konyha	آشپزخانه	N;NOM;SG	N;SG
menedzser	مدیر	menedzser	مدیر	N;NOM;SG	N;SG
fül	خوشه	fül	خوشه	N;NOM;SG	N;SG
fül	گوش	fül	گوش	N;NOM;SG	N;SG
írással	نویسندگی	írás	نویسندگی	N;INS;SG	N;SG
írással	نوشتن	írás	نوشتن	N;INS;SG	N;SG
főnév	اسم	főnév	اسم	N;NOM;SG	N;SG
főnév	موصوف	főnév	موصوف	N;NOM;SG	N;SG
rák	خرچنگ	rák	خرچنگ	N;NOM;SG	N;SG
rák	کرب	rák	کرب	N;NOM;SG	N;SG
rák	سرطانی	rák	سرطانی	N;NOM;SG	N;SG
rák	سرطان	rák	سرطان	N;NOM;SG	N;SG
múzeumi	موزه	múzeumi	موزه	N;NOM;SG	N;SG
koponya	جمجمه	kopony	جمجمه	N;NOM;SG	N;SG
minősége	کیفیتی	minőség	کیفیت	N;NOM;SG	N;SG
minősége	کیفیت	minőség	کیفیت	N;NOM;SG	N;SG
rájátszás	حذفی	rájátszás	حذفی	N;NOM;SG	N;SG
alkalmazások	کاربردها	alkalmazás	کاربرد	N;NOM;PL	N;PL
dombon	تپه	dombon	تپه	N;ON+ESS;SG	N;SG
dombon	هیل	dombon	هیل	N;ON+ESS;SG	N;SG
képesség	توانایی	képesség	توانایی	N;NOM;SG	N;SG
képesség	قابلیت	képesség	قابلیت	N;NOM;SG	N;SG
képesség	گشایش	képesség	گشایش	N;NOM;SG	N;SG
képesség	قابلیت	képesség	قابلیت	N;NOM;SG	N;SG
képesség	مهارتی	képesség	مهارتی	N;NOM;SG	N;SG
képesség	مهارت	képesség	مهارت	N;NOM;SG	N;SG
javítása	بهبود	javítás	بهبود	N;NOM;SG	N;SG
javítása	بهبود	javítás	بهبود	N;NOM;SG	N;SG
javítása	بهبودی	javítás	بهبودی	N;NOM;SG	N;SG
javítása	بهبود	javítás	بهبود	N;NOM;SG	N;SG
gyémánt	الماس	gyémánt	None	N;NOM;SG	N;SG
gyémánt	دیاموند	gyémánt	None	N;NOM;SG	N;SG
gyémánt	الماسی	gyémánt	None	N;NOM;SG	N;SG
gyémánt	دایموند	gyémánt	None	N;NOM;SG	N;SG
gyémánt	الماس	gyémánt	None	N;NOM;SG	N;SG
gyémánt	خشت	gyémánt	خشت	N;NOM;SG	N;SG
titkár	دبیر	titkár	دبیر	N;NOM;SG	N;SG
titkár	منشی	titkár	منشی	N;NOM;SG	N;SG
opcionális	اختیاری	opcionális	اختیار	N;NOM;SG	N;SG
kong	انتر	kong	انتر		
látnivalók	مناظر	látnivaló	None	N;NOM;PL	N;PL
látnivalók	دیدگان	látnivaló	دید	N;NOM;PL	N;PL
gyógyszerész	داروساز	gyógyszerész	داروساز	N;NOM;SG	N;SG
osztályok	تقسیمات	osztály	تقسیمه	N;NOM;PL	N;PL
osztályok	بخشها	osztály	بخش	N;NOM;PL	N;PL
osztályok	کلاسهای	osztály	کلاس	N;NOM;PL	N;PL
osztályok	کلاسها	osztály	کلاس	N;NOM;PL	N;PL
visszatérés	بازگشت	visszatérés	بازگشت	N;NOM;SG	N;SG
figura	شکل	figura	شکل	N;NOM;SG	N;SG
maja	maja	maja	maja		
leíró	توصیفی	leíró	توصیفی	N;NOM;SG	N;SG
arca	چهره	az	چهره	N;NOM;SG	N;SG
arca	صورت	az	صورت	N;NOM;SG	N;SG
arca	face	az	face	N;NOM;SG	N;SG
angyalok	فرشتگان	angyal	فرشته	N;NOM;PL	N;PL
lovak	اسبان	lovak	اسبان	N;NOM;PL	N;PL
lovak	اسبها	lovak	اسب	N;NOM;PL	N;PL
fotók	عکسها	fotó	عکس	N;NOM;PL	N;PL
rómeó	رومئو	rómeó	رومئو	N;NOM;SG	N;SG
üzlet	فروشگاه	üzlet	فروشگاه	N;NOM;SG	N;SG
üzlet	خرید	üzlet	خرید	N;NOM;SG	N;SG
üzlet	فروشی	üzlet	فروشی	N;NOM;SG	N;SG
üzlet	مغازه	üzlet	مغازه	N;NOM;SG	N;SG
üzlet	shop	üzlet	shop	N;NOM;SG	N;SG
üzlet	معامله	üzlet	معامله	N;NOM;SG	N;SG
üzlet	فروشگاه	üzlet	فروشگاه	N;NOM;SG	N;SG
üzlet	ذخیره	üzlet	ذخیره	N;NOM;SG	N;SG
üzlet	تجارت	üzlet	تجارت	N;NOM;SG	N;SG
üzlet	کسب	üzlet	کسب	N;NOM;SG	N;SG
üzlet	b	üzlet	b	N;NOM;SG	N;SG
ragadozók	گوشتخواران	ragadozó	گوشتخوار	N;NOM;PL	N;PL
ragadozók	درندگان	ragadozó	درنده	N;NOM;PL	N;PL
pontszám	نمره	pontszám	نمره	N;NOM;SG	N;SG
pontszám	امتیاز	pontszám	امتیاز	N;NOM;SG	N;SG
pontszám	نمره	pontszám	نمره	N;NOM;SG	N;SG
gondolatok	افکار	gondolat	فکر	N;NOM;PL	N;PL
kiadványok	نشریات	kiadvány	نشریه	N;NOM;PL	N;PL
ram	رام	ram	رام	N;NOM;SG	N;SG
ram	ram	ram	ram	N;NOM;SG	N;SG
ram	رم	ram	رم	N;NOM;SG	N;SG
szakaszok	مراحل	szakasz	مرحله	N;NOM;PL	N;PL
szakaszok	بخشهای	szakasz	بخش	N;NOM;PL	N;PL
szakaszok	بخشها	szakasz	بخش	N;NOM;PL	N;PL
azerbajdzsán	آذربایجان	azerbajdzsán	آذربایجان	N;NOM;SG	N;SG
tea	چای	tea	None	N;NOM;SG	N;SG
tea	چایی	tea	چایی	N;NOM;SG	N;SG
komikus	کمدی	komikus	None	N;NOM;SG	N;SG
komikus	کمیک	komikus	None	N;NOM;SG	N;SG
komikus	مصور	komikus	مصور	N;NOM;SG	N;SG
komikus	کمدین	komikus	کمدین	N;NOM;SG	N;SG
fennsík	فلات	fennsík	فلات	N;NOM;SG	N;SG
hamlet	هملت	hamlet	هملت	N;NOM;SG	N;SG
lépést	پیس	lépés	پیس	N;ACC;SG	N;SG
lépést	خوبیست	lépés	خوبیست	N;ACC;SG	N;SG
floyd	فلوید	floyd	فلوید	N;NOM;SG	N;SG
nyerni	برد	nyer	برد#بر	V;NFIN;ACT	V;SG;3;PST
firefox	فایرفاکس	firefox	فایرفاکس	N;NOM;SG	N;SG
cornelius	کورنلیوس	cornelius	کورنلیوس	N;NOM;SG	N;SG
összeesküvés	توطئه	összeesküvés	None	N;NOM;SG	N;SG
összeesküvés	دسیسه	összeesküvés	دسیسه	N;NOM;SG	N;SG
gomb	دکمه	gomb	دکمه	N;NOM;SG	N;SG
gomb	دکمه	gomb	دکمه	N;NOM;SG	N;SG
koppenhága	کپنهاگ	koppenhág	کپنهاگ	N;NOM;SG	N;SG
nagysága	بزرگی	nagyság	بزرگی	N;NOM;SG	N;SG
merénylet	ترور	merénylet	ترور	N;NOM;SG	N;SG
tanzánia	تانزانیا	tanzánia	تانزانیا	N;NOM;SG	N;SG
jelentést	گزارش	jelentés	گزارش	N;ACC;SG	N;SG
rodríguez	رودریگز	rodríguez	رودریگز	N;NOM;SG	N;SG
megközelítés	رویکرد	megközelítés	رویکرد	N;NOM;SG	N;SG
vendégek	مشتریان	vendég	مشتری	N;NOM;PL	N;PL
vendégek	میهمانان	vendég	میهمان	N;NOM;PL	N;PL
vendégek	مهمانان	vendég	مهمان	N;NOM;PL	N;PL
labda	بال	labda	بال	N;NOM;SG	N;SG
labda	توپ	labda	None	N;NOM;SG	N;SG
fra	فرا	fra	فرا		
fénykép	فتو	fénykép	فتو	N;NOM;SG	N;SG
fénykép	photo	fénykép	photo	N;NOM;SG	N;SG
fénykép	عکس	fénykép	عکس	N;NOM;SG	N;SG
fénykép	عکس	fénykép	عکس	N;NOM;SG	N;SG
fénykép	عکسه	fénykép	عکسه	N;NOM;SG	N;SG
fénykép	عکس	fénykép	عکس	N;NOM;SG	N;SG
minták	الگوها	minta	الگو	N;NOM;PL	N;PL
nagymester	استادبزرگ	nagymester	استادبزرگ	N;NOM;SG	N;SG
katonaság	ارتش	katonaság	ارتش	N;NOM;SG	N;SG
katonaság	نظامی	katonaság	نظام	N;NOM;SG	N;SG
katonaság	ارتشی	katonaság	ارتشی	N;NOM;SG	N;SG
leverkusen	لورکوزن	leverkus	لورکوزن	N;NOM;SG	N;SG
nemzedék	نسل	nemzedék	نسل	N;NOM;SG	N;SG
mare	مره	mare	مره		
kutyák	سگهای	kutya	سگ	N;NOM;PL	N;PL
kutyák	سگها	kutya	سگ	N;NOM;PL	N;PL
tapasztalatok	تجارب	tapasztalat	تجارب	N;NOM;PL	N;PL
tapasztalatok	تجربیات	tapasztalat	تجربه	N;NOM;PL	N;PL
volvo	ولوو	volvo	ولوو	N;NOM;SG	N;SG
elment	رفت	elment	رفت#رو	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
elment	رفته	elment	رفت#رو	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;3;V.PTCP
formátum	قالب	formátum	قالب	N;NOM;SG	N;SG
formátum	قالبی	formátum	قالبی	N;NOM;SG	N;SG
innsbruck	اینسبروک	innsbruck	اینسبروک	N;NOM;SG	N;SG
fájdalom	درد	fájdalom	درد	N;NOM;SG	N;SG
fájdalom	دردی	fájdalom	دردی	N;NOM;SG	N;SG
fájdalom	درده	fájdalom	درده	N;NOM;SG	N;SG
fájdalom	دردم	fájdalom	دردم	N;NOM;SG	N;SG
fehérek	سفیدها	fehér	سفید	N;NOM;PL	N;PL
alakulat	لشگر	alakulat	لشگر	N;NOM;SG	N;SG
csaták	نبردهای	csaták	نبرد	N;NOM;PL	N;PL
leszállás	فرود	leszállás	فرود	N;NOM;SG	N;SG
fender	گلگیر	fender	گلگیر	N;NOM;SG	N;SG
fender	فندر	fender	فندر	N;NOM;SG	N;SG
geometria	هندسه	geometria	هندسه	N;NOM;SG	N;SG
geometria	geometric	geometria	geometric	N;NOM;SG	N;SG
geometria	هندسی	geometria	هندسی	N;NOM;SG	N;SG
dalmácia	دالماسی	dalmácia	دالماسی	N;NOM;SG	N;SG
szikla	بولدر	szikla	بولدر	N;NOM;SG	N;SG
szikla	سخره	szikla	سخره	N;NOM;SG	N;SG
szikla	کلیف	szikla	کلیف	N;NOM;SG	N;SG
szikla	پرتگاه	szikla	پرتگاه	N;NOM;SG	N;SG
szikla	صخره	szikla	None	N;NOM;SG	N;SG
szikla	سنگی	szikla	سنگی	N;NOM;SG	N;SG
szikla	صخره	szikla	None	N;NOM;SG	N;SG
szikla	راک	szikla	راک	N;NOM;SG	N;SG
mecset	مسجد	mecset	مسجد	N;NOM;SG	N;SG
mecset	مسجدی	mecset	مسجدی	N;NOM;SG	N;SG
leggazdagabb	ثروتمندترین	nagy	ثروتمند	ADJ;NOM;RL;SG	ADJ;RL
leggazdagabb	پولدارترین	nagy	پولدار	ADJ;NOM;RL;SG	ADJ;RL
samsung	سامسونگ	samsung	سامسونگ	N;NOM;SG	N;SG
samsung	samsung	samsung	samsung	N;NOM;SG	N;SG
láthatatlan	ناپیدا	láthatatlan	ناپیدا	ADJ;NOM;SG	ADJ
birkózás	کشتی	birkózás	کشتی	N;NOM;SG	N;SG
férj	همسر	férj	همسر	N;NOM;SG	N;SG
férj	شوهر	férj	شوهر	N;NOM;SG	N;SG
férj	شوهری	férj	شوهر	N;NOM;SG	N;SG
férj	شوهرش	férj	شوهرش	N;NOM;SG	N;SG
infravörös	فروسرخ	infravörös	فروسرخ	N;NOM;SG	N;SG
tunézia	تونس	tunézia	تونس	N;NOM;SG	N;SG
tunézia	تونس	tunézia	تونس	N;NOM;SG	N;SG
minőség	کیفیتی	minőség	کیفیت	N;NOM;SG	N;SG
minőség	کیفیت	minőség	کیفیت	N;NOM;SG	N;SG
nézet	نمای	néz	None	N;NOM;SG	N;SG
szakértők	متخصصین	szakértő	متخصصین	N;NOM;PL	N;PL
szakértők	متخصصان	szakértő	متخصص	N;NOM;PL	N;PL
szakértők	متخصصین	szakértő	متخصصین	N;NOM;PL	N;PL
szakértők	کارشناسان	szakértő	کارشناس	N;NOM;PL	N;PL
szigeteket	جزایر	sziget	جزایر	N;ACC;PL	N;PL
racionális	معقول	racionális	معقول	ADJ;NOM;SG	ADJ
fejedelmi	princely	fejedelmi	princely		
szalon	سالن	szalon	سالن	N;NOM;SG	N;SG
szalon	نشیمن	szalon	نشیمن	N;NOM;SG	N;SG
számítógépek	کامپیوترها	számítógép	کامپیوتر	N;NOM;PL	N;PL
megnyitás	افتتاحیه	megnyitás	افتتاحیه	N;NOM;SG	N;SG
megnyitás	افتتاح	megnyitás	افتتاح	N;NOM;SG	N;SG
nov	نوامبر	nov	نوامبر	N;NOM;SG	N;SG
nyíl	پیکان	nyíl	پیکان	N;NOM;SG	N;SG
nyíl	تیر	nyíl	تیر	N;NOM;SG	N;SG
nyíl	ارو	nyíl	ارو	N;NOM;SG	N;SG
koch	کخ	koch	کخ		
docens	دانشیار	docens	دانشیار	N;NOM;SG	N;SG
törekvés	نفسه	törekvés	نفسه	N;NOM;SG	N;SG
törekvés	کوشش	törekvés	کوشش	N;NOM;SG	N;SG
törekvés	تعقیب	törekvés	تعقیب	N;NOM;SG	N;SG
törekvés	بلندپروازی	törekvés	بلندپروازی	N;NOM;SG	N;SG
productions	productions	productions	productions	N;NOM;SG	N;SG
füst	دودی	füst	دودی	N;NOM;SG	N;SG
füst	دود	füst	دود	N;NOM;SG	N;SG
füst	دوده	füst	دود#ده	N;NOM;SG	N;SG
hibákat	خطاهای	hiba	خطا	N;ACC;PL	N;PL
hibákat	خطاها	hiba	خطا	N;ACC;PL	N;PL
hibákat	اشتباهاتی	hiba	اشتباه	N;ACC;PL	N;PL
hibákat	اشتباهات	hiba	اشتباه	N;ACC;PL	N;PL
doo	doo	doo	doo		
szokások	عادات	szokás	None	N;NOM;PL	N;PL
beszéde	سخنرانی	beszéd	سخنرانی	N;NOM;SG	N;SG
beszéde	گفتار	beszéd	گفتار	N;NOM;SG	N;SG
kérés	درخواست	kérés	درخواست	N;NOM;SG	N;SG
narancs	پرتقال	narancs	پرتقال	N;NOM;SG	N;SG
narancs	نارنجی	narancs	نارنجی	N;NOM;SG	N;SG
narancs	اورنج	narancs	اورنج	N;NOM;SG	N;SG
narancs	پرتقال	narancs	پرتقال	N;NOM;SG	N;SG
guadalajara	گوادالاخارا	guadalaj	گوادالاخارا	N;NOM;SG	N;SG
kognitív	شناختی	kognitív	شناخت#شناس	N;NOM;SG	N;SG
irányítás	مهار	irányítás	مهار	N;NOM;SG	N;SG
irányítás	کنترل	irányítás	کنترل	N;NOM;SG	N;SG
irányítás	کنترول	irányítás	کنترول	N;NOM;SG	N;SG
irányítás	مدیریت	irányítás	مدیریت	N;NOM;SG	N;SG
irányítás	حاکمیت	irányítás	حاکمیت	N;NOM;SG	N;SG
irányítás	ملکوت	irányítás	ملکوت	N;NOM;SG	N;SG
zaragoza	ساراگوسا	zaragoza	ساراگوسا	N;NOM;SG	N;SG
kígyó	ماره	kígyó	ماره	N;NOM;SG	N;SG
kígyó	مار	kígyó	مار	N;NOM;SG	N;SG
trevor	تروور	trevor	تروور	N;NOM;SG	N;SG
trevor	ترور	trevor	ترور	N;NOM;SG	N;SG
ásványi	معدنی	ásványi	معدنی	N;NOM;SG	N;SG
mérnökök	مهندسان	mérnök	مهندس	N;NOM;PL	N;PL
mérnökök	مهندسین	mérnök	مهندس	N;NOM;PL	N;PL
mérnökök	کارشناسان	mérnök	کارشناس	N;NOM;PL	N;PL
doboz	باکس	doboz	باکس	N;NOM;SG	N;SG
doboz	جعبه	doboz	جعبه	N;NOM;SG	N;SG
formáció	تشکیل	formáció	تشکیل	N;NOM;SG	N;SG
önkormányzatok	شهرهای	önkormányzat	شهر	N;NOM;PL	N;PL
önkormányzatok	دهستانهای	önkormányzat	دهستان	N;NOM;PL	N;PL
magyarázatot	شرح	magyarázat	شرح	N;ACC;SG	N;SG
mátrix	ماتریکس	mátrix	ماتریکس	N;NOM;SG	N;SG
mátrix	ماتریس	mátrix	ماتریس	N;NOM;SG	N;SG
könyvtári	کتابخانه	könyvtári	کتابخانه	N;NOM;SG	N;SG
urak	سروران	úr	سرور	N;NOM;PL	N;PL
indítás	پرتاب	indítás	None	N;NOM;SG	N;SG
statisztikák	آمارهای	statisztika	آمار	N;NOM;PL	N;PL
kilátás	نمای	kilátás	None	N;NOM;SG	N;SG
barlangok	غارهای	barlangok	غار	N;NOM;PL	N;PL
