que	que	que	que	CONJ	CONJ
camiseta	chandail	camiseta	chandail	N;FEM;SG	N;MASC;SG
camiseta	chemise	camiseta	chemise	N;FEM;SG	N;FEM;SG
camiseta	maillot	camiseta	maillot	N;FEM;SG	N;MASC;SG
camiseta	jersey	camiseta	jersey	N;FEM;SG	N;MASC;SG
cabello	cheveu	cabello	cheveu	N;MASC;SG	N;MASC;SG
cabello	coiffure	cabello	coiffure	N;MASC;SG	N;FEM;SG
reinos	royaumes	reino	royaume	N;MASC;PL	N;MASC;PL
reinos	royaumes	reino	royaume	N;MASC;PL	N;MASC;PL
mix	mix	mix	mix	N	N;MASC;SG
mix	mélange	mix	mélange	N	N;MASC;SG
mix	mixage	mix	mixage	N	N;MASC;SG
permiso	autorisation	permiso	autorisation	N;MASC;SG	N;FEM;SG
permiso	permission	permiso	permission	N;MASC;SG	N;FEM;SG
musulmanes	musulmans	musulmán	musulman	N;MASC;PL	N;MASC;PL
musulmanes	musulmans	musulmán	musulman	N;MASC;PL	N;MASC;PL
diversidad	diversité	diversidad	diversité	N;FEM;SG	N;FEM;SG
testamento	testament	testamento	testament	N;MASC;SG	N;MASC;SG
testamento	volonté	testamento	volonté	N;MASC;SG	N;FEM;SG
cortos	courts	corto	court	ADJ;MASC;PL	ADJ;MASC;PL
cortos	courtes	corto	court	ADJ;MASC;PL	ADJ;FEM;PL
fracaso	échec	fracaso	échec	N;MASC;SG	N;MASC;SG
fracaso	échec	fracaso	échec	N;MASC;SG	N;MASC;SG
fracaso	défaillance	fracaso	défaillance	N;MASC;SG	N;FEM;SG
fracaso	échec	fracaso	échec	N;MASC;SG	N;MASC;SG
masculinos	masculins	masculino	masculin	ADJ;MASC;PL	ADJ;MASC;PL
superar	surpasser	superar	surpasser	V;NFIN	V;NFIN
superar	surmonter	superar	surmonter	V;NFIN	V;NFIN
superar	surmonter	superar	surmonter	V;NFIN	V;NFIN
superar	surmonté	superar	surmonter	V;NFIN	V;MASC;SG;PST;V.PTCP
drogas	drogues	droga	drogue	N;FEM;PL	N;FEM;PL
fans	fans	fan	fan	N;PL	N;MASC;PL
fans	ventilateurs	fan	ventilateur	N;PL	N;MASC;PL
fans	adeptes	fan	adepte	N;PL	N;MASC;PL
cantidades	montants	cantidad	montant	N;FEM;PL	N;MASC;PL
cantidades	quantités	cantidad	quantité	N;FEM;PL	N;FEM;PL
persecución	persécution	persecución	persécution	N;FEM;SG	N;FEM;SG
persecución	poursuite	persecución	poursuite	N;FEM;SG	N;FEM;SG
centenario	centenaire	centenario	centenaire	N;MASC;SG	N;MASC;SG
centenario	centenaire	centenario	centenaire	N;MASC;SG	N;MASC;SG
mac	mac	mac	mac	N;MASC	N;MASC;SG
cuerdas	cordages	cuerda	cordage	N;FEM;PL	N;MASC;PL
cuerdas	cordes	cuerda	corde	N;FEM;PL	N;FEM;PL
cuerdas	cordons	cuerda	cordon	N;FEM;PL	N;MASC;PL
cuerdas	chaînes	cuerda	chaîne	N;FEM;PL	N;FEM;PL
cuerdas	cordes	cuerda	corde	N;FEM;PL	N;FEM;PL
selecciones	sélections	selección	sélection	N;FEM;PL	N;FEM;PL
artificial	artificiel	artificial	artificiel	ADJ;SG	ADJ;MASC;SG
artificial	artificielle	artificial	artificiel	ADJ;SG	ADJ;FEM;SG
nominaciones	nominations	nominación	nomination	N;FEM;PL	N;FEM;PL
nominaciones	candidatures	nominación	candidature	N;FEM;PL	N;FEM;PL
villanueva	valerie	villanueva	valerie	N;MASC;SG	N;FEM;SG
muestras	échantillons	muestra	échantillon	N;FEM;PL	N;MASC;PL
muestras	échantillons	muestra	échantillon	N;FEM;PL	N;MASC;PL
muestras	prélèvements	muestra	prélèvement	N;FEM;PL	N;MASC;PL
like	genre	like	genre	N	N;MASC;SG
pertenecía	appartenait	pertenecer	appartenir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
obrero	travailleur	obrero	travailleur	N;MASC;SG	N;MASC;SG
obrero	ouvrier	obrero	ouvrier	N;MASC;SG	N;MASC;SG
demócrata	démocratique	demócrata	démocratique	ADJ;SG	ADJ;MASC;SG
cerebro	cerveau	cerebro	cerveau	N;MASC;SG	N;MASC;SG
cerebro	cervelle	cerebro	cervelle	N;MASC;SG	N;FEM;SG
cerebro	cerveau	cerebro	cerveau	N;MASC;SG	N;MASC;SG
cerebro	cervelle	cerebro	cervelle	N;MASC;SG	N;FEM;SG
sombra	ombre	sombra	ombre	N;FEM;SG	N;FEM;SG
sombra	ombre	sombra	ombre	N;FEM;SG	N;FEM;SG
sombra	ombre	sombra	ombre	N;FEM;SG	N;FEM;SG
sombra	ombrage	sombra	ombrage	N;FEM;SG	N;MASC;SG
sombra	teinte	sombra	teinte	N;FEM;SG	N;FEM;SG
mercados	marchés	mercado	marché	N;MASC;PL	N;MASC;PL
iniciar	initier	iniciar	initier	V;NFIN	V;NFIN
iniciar	initié	iniciar	initier	V;NFIN	V;MASC;SG;PST;V.PTCP
toneladas	tonnes	tonelada	tonne	N;FEM;PL	N;FEM;PL
toneladas	tonnes	tonelada	tonne	N;FEM;PL	N;FEM;PL
toneladas	tonnes	tonelada	tonne	N;FEM;PL	N;FEM;PL
indican	indiquer	indicar	indiquer	V;IND;PL;3;PRS;FIN	V;NFIN
senadores	sénateurs	senador	sénateur	N;MASC;PL	N;MASC;PL
ganadería	cheptel	ganadería	cheptel	N;FEM;SG	N;MASC;SG
ganadería	elevage	ganadería	elevage	N;FEM;SG	N;MASC;SG
ganadería	bétail	ganadería	bétail	N;FEM;SG	N;MASC;SG
deuda	endettement	deuda	endettement	N;FEM;SG	N;MASC;SG
deuda	dette	deuda	dette	N;FEM;SG	N;FEM;SG
dark	noir	dark	noir	N	N;MASC;SG
bell	cloche	bell	cloche	N;SG	N;FEM;SG
bell	clochette	bell	clochette	N;SG	N;FEM;SG
ciclistas	cyclistes	ciclista	cycliste	N;PL	N;MASC;PL
fuertemente	fortement	fuertemente	fortement	ADV	ADV
fuertemente	étroitement	fuertemente	étroitement	ADV	ADV
fuertemente	fortement	fuertemente	fortement	ADV	ADV
fuertemente	lourdement	fuertemente	lourdement	ADV	ADV
proporciona	fournit	proporcionar	fournir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vientos	vents	viento	vent	N;MASC;PL	N;MASC;PL
experimental	expérimental	experimental	expérimental	ADJ;SG	ADJ;MASC;SG
experimental	expérimentale	experimental	expérimental	ADJ;SG	ADJ;FEM;SG
bancos	banques	banco	banque	N;MASC;PL	N;FEM;PL
bancos	banques	banco	banque	N;MASC;PL	N;FEM;PL
bancos	bancs	banco	banc	N;MASC;PL	N;MASC;PL
dudas	doutes	duda	doute	N;FEM;PL	N;MASC;PL
dudas	doutes	duda	doute	N;FEM;PL	N;MASC;PL
partículas	particules	partícula	particule	N;FEM;PL	N;FEM;PL
partículas	particules	partícula	particule	N;FEM;PL	N;FEM;PL
partículas	particules	partícula	particule	N;FEM;PL	N;FEM;PL
parcialmente	partiellement	parcialmente	partiellement	ADV	ADV
parcialmente	partiellement	parcialmente	partiellement	ADV	ADV
dirigir	diriger	dirigir	diriger	V;NFIN	V;NFIN
específico	spécifique	específico	spécifique	ADJ;MASC;SG	ADJ;MASC;SG
pastor	prédicateur	pastor	prédicateur	N;MASC;SG	N;MASC;SG
pastor	pasteur	pastor	pasteur	N;MASC;SG	N;MASC;SG
pastor	berger	pastor	berger	N;MASC;SG	N;MASC;SG
pastor	pasteur	pastor	pasteur	N;MASC;SG	N;MASC;SG
pastor	ministre	pastor	ministre	N;MASC;SG	N;MASC;SG
traje	costume	traje	costume	N;MASC;SG	N;MASC;SG
traje	déguisement	traje	déguisement	N;MASC;SG	N;MASC;SG
traje	costard	traje	costard	N;MASC;SG	N;MASC;SG
traje	costume	traje	costume	N;MASC;SG	N;MASC;SG
flag	pavillon	flag	pavillon	N;SG	N;MASC;SG
flag	flag	flag	flag	N;SG	N;MASC;SG
flag	drapeau	flag	drapeau	N;SG	N;MASC;SG
monarca	monarque	monarca	monarque	N;SG	N;MASC;SG
cifra	chiffre	cifra	chiffre	N;FEM;SG	N;MASC;SG
cifra	figure	cifra	figure	N;FEM;SG	N;FEM;SG
escuadra	escadrille	escuadra	escadrille	N;FEM;SG	N;FEM;SG
escuadra	escadre	escuadra	escadre	N;FEM;SG	N;FEM;SG
escuadra	escadron	escuadra	escadron	N;FEM;SG	N;MASC;SG
escuadra	escouade	escuadra	escouade	N;FEM;SG	N;FEM;SG
escuadra	équipe	escuadra	équipe	N;FEM;SG	N;FEM;SG
escuadra	escadron	escuadra	escadron	N;FEM;SG	N;MASC;SG
escuadra	brigade	escuadra	brigade	N;FEM;SG	N;FEM;SG
profesora	professeur	profesora	professeur	N;FEM;SG	N;MASC;SG
profesora	professeure	profesora	professeur	N;FEM;SG	N;FEM;SG
profesora	professeur	profesora	professeur	N;FEM;SG	N;MASC;SG
profesora	enseignant	profesora	enseignant	N;FEM;SG	N;MASC;SG
profesora	institutrice	profesora	instituteur	N;FEM;SG	N;FEM;SG
enfrentamiento	confrontation	enfrentamiento	confrontation	N;MASC;SG	N;FEM;SG
enfrentamiento	confrontation	enfrentamiento	confrontation	N;MASC;SG	N;FEM;SG
enfrentamiento	affrontement	enfrentamiento	affrontement	N;MASC;SG	N;MASC;SG
enfrentamiento	clash	enfrentamiento	clash	N;MASC;SG	N;MASC;SG
enfrentamiento	affrontement	enfrentamiento	affrontement	N;MASC;SG	N;MASC;SG
enfrentamiento	impasse	enfrentamiento	impasse	N;MASC;SG	N;FEM;SG
certamen	concours	certamen	concours	N;MASC;SG	N;MASC;SG
circulación	circulation	circulación	circulation	N;FEM;SG	N;FEM;SG
formal	formel	formal	formel	ADJ;SG	ADJ;MASC;SG
formal	formelle	formal	formel	ADJ;SG	ADJ;FEM;SG
gobernación	gouvernorat	gobernación	gouvernorat	N;FEM;SG	N;MASC;SG
gobernación	gouvernance	gobernación	gouvernance	N;FEM;SG	N;FEM;SG
cerrado	clos	cerrado	clore	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG
detalle	détail	detalle	détail	N;MASC;SG	N;MASC;SG
detalle	détail	detalle	détail	N;MASC;SG	N;MASC;SG
desaparecido	disparue	desaparecido	disparu	ADJ;MASC;SG;V.PTCP	ADJ;FEM;SG
desaparecido	manquante	desaparecido	manquant	ADJ;MASC;SG;V.PTCP	ADJ;FEM;SG
yugoslavia	yougoslavie	yugoslavia	yougoslavie	N;FEM;SG	N;FEM;SG
jamás	jamais	jamás	jamais	ADV	ADV
meta	objectif	meta	objectif	N;FEM;SG	N;MASC;SG
meta	but	meta	but	N;FEM;SG	N;MASC;SG
ampliación	agrandissement	ampliación	agrandissement	N;FEM;SG	N;MASC;SG
ampliación	extension	ampliación	extension	N;FEM;SG	N;FEM;SG
ampliación	expansion	ampliación	expansion	N;FEM;SG	N;FEM;SG
ampliación	agrandissement	ampliación	agrandissement	N;FEM;SG	N;MASC;SG
ampliación	élargissement	ampliación	élargissement	N;FEM;SG	N;MASC;SG
ampliación	agrandissement	ampliación	agrandissement	N;FEM;SG	N;MASC;SG
ampliación	prolongement	ampliación	prolongement	N;FEM;SG	N;MASC;SG
ampliación	prolongation	ampliación	prolongation	N;FEM;SG	N;FEM;SG
ampliación	extension	ampliación	extension	N;FEM;SG	N;FEM;SG
ampliación	vulgarisation	ampliación	vulgarisation	N;FEM;SG	N;FEM;SG
académica	universitaire	académico	universitaire	ADJ;FEM;SG	ADJ;MASC;SG
académica	académique	académico	académique	ADJ;FEM;SG	ADJ;MASC;SG
localiza	localiser	localizar	localiser	V;IND;SG;3;PRS;FIN	V;NFIN
doctrina	doctrine	doctrina	doctrine	N;FEM;SG	N;FEM;SG
dead	dead	dead	dead	N	N;MASC;SG
cobre	cuivre	cobre	cuivre	N;MASC;SG	N;MASC;SG
separado	distinct	separar	distinct	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG
habitualmente	habituellement	habitualmente	habituellement	ADV	ADV
habitualmente	généralement	habitualmente	généralement	ADV	ADV
créditos	crédits	crédito	crédit	N;MASC;PL	N;MASC;PL
coral	corail	coral	corail	N;SG	N;MASC;SG
posibilidades	possibilités	posibilidad	possibilité	N;FEM;PL	N;FEM;PL
paciente	patient	paciente	patient	N;SG	N;MASC;SG
memorias	mémoires	memoria	mémoire	N;FEM;PL	N;MASC;PL
memorias	souvenirs	memoria	souvenir	N;FEM;PL	N;MASC;PL
memorias	mémoires	memoria	mémoire	N;FEM;PL	N;MASC;PL
tailandia	thaïlande	tailandia	thaïlande	N;FEM;SG	N;FEM;SG
tailandia	thailande	tailandia	thailande	N;FEM;SG	N;FEM;SG
tailandia	thaï	tailandia	thaï	N;FEM;SG	N;MASC;SG
pobre	pauvre	pobre	pauvre	ADJ;SG	ADJ;MASC;SG
pobre	médiocre	pobre	médiocre	ADJ;SG	ADJ;MASC;SG
telenovelas	telenovelas	telenovela	telenovelas	N;FEM;PL	N;FEM;PL
calcio	calcium	calcio	calcium	N;MASC;SG	N;MASC;SG
calcio	calcio	calcio	calcio	N;MASC;SG	N;MASC;SG
precios	tarifs	precio	tarif	N;MASC;PL	N;MASC;PL
talento	talent	talento	talent	N;MASC;SG	N;MASC;SG
frecuentes	fréquents	frecuente	fréquent	ADJ;PL	ADJ;MASC;PL
frecuentes	fréquentes	frecuente	fréquent	ADJ;PL	ADJ;FEM;PL
frecuentes	fréquents	frecuente	fréquent	ADJ;PL	ADJ;MASC;PL
captura	capture	captura	capture	N;FEM;SG	N;FEM;SG
captura	capture	captura	capture	N;FEM;SG	N;FEM;SG
cervantes	cervantes	cervante	cervante	N;PL	N;FEM;PL
próxima	prochain	próximo	prochain	ADJ;FEM;SG	ADJ;MASC;SG
próxima	suivante	próximo	suivant	ADJ;FEM;SG	ADJ;FEM;SG
próxima	prochaine	próximo	prochain	ADJ;FEM;SG	ADJ;FEM;SG
antena	antenne	antena	antenne	N;FEM;SG	N;FEM;SG
antena	antenne	antena	antenne	N;FEM;SG	N;FEM;SG
parada	arrêt	parada	arrêt	N;FEM;SG	N;MASC;SG
dientes	dents	diente	dent	N;MASC;PL	N;FEM;PL
dientes	dents	diente	dent	N;MASC;PL	N;FEM;PL
básica	élémentaire	básico	élémentaire	ADJ;FEM;SG	ADJ;MASC;SG
básica	basique	básico	basique	ADJ;FEM;SG	ADJ;MASC;SG
marvel	émerveillement	marvel	émerveillement	N;MASC;SG	N;MASC;SG
marvel	merveille	marvel	merveille	N;MASC;SG	N;FEM;SG
marvel	marvel	marvel	marvel	N;MASC;SG	N;MASC;SG
heart	heart	heart	heart	N	N;MASC;SG
heart	cœur	heart	cœur	N	N;MASC;SG
heart	coeur	heart	coeur	N	N;MASC;SG
retirarse	retirer	retirar	retirer	V;SBJV;SG;3;IPFV;FIN	V;NFIN
temática	thème	temática	thème	N;FEM;SG	N;MASC;SG
republicana	républicaine	republicano	républicain	ADJ;FEM;SG	ADJ;FEM;SG
republicana	républicain	republicano	républicain	ADJ;FEM;SG	ADJ;MASC;SG
puentes	passerelles	puente	passerelle	N;MASC;PL	N;FEM;PL
puentes	ponts	puente	pont	N;MASC;PL	N;MASC;PL
previo	précédente	previo	précédent	ADJ;MASC;SG	ADJ;FEM;SG
previo	précédent	previo	précédent	ADJ;MASC;SG	ADJ;MASC;SG
volcán	volcan	volcán	volcan	N;MASC;SG	N;MASC;SG
beneficios	profits	beneficio	profit	N;MASC;PL	N;MASC;PL
beneficios	bénéfices	beneficio	bénéfice	N;MASC;PL	N;MASC;PL
beneficios	avantages	beneficio	avantage	N;MASC;PL	N;MASC;PL
beneficios	bénéfices	beneficio	bénéfice	N;MASC;PL	N;MASC;PL
beneficios	prestations	beneficio	prestation	N;MASC;PL	N;FEM;PL
beneficios	bénéfices	beneficio	bénéfice	N;MASC;PL	N;MASC;PL
beneficios	profits	beneficio	profit	N;MASC;PL	N;MASC;PL
rodolfo	rodolphe	rodolfo	rodolphe	N;MASC;SG	N;MASC;SG
rodolfo	rodolphe	rodolfo	rodolphe	N;MASC;SG	N;MASC;SG
reproducción	élevage	reproducción	élevage	N;FEM;SG	N;MASC;SG
reproducción	elevage	reproducción	elevage	N;FEM;SG	N;MASC;SG
reproducción	reproduction	reproducción	reproduction	N;FEM;SG	N;FEM;SG
reproducción	procréation	reproducción	procréation	N;FEM;SG	N;FEM;SG
reproducción	reproduction	reproducción	reproduction	N;FEM;SG	N;FEM;SG
estima	estime	estimar	estimer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
canaria	canari	canario	canari	N;FEM;SG	N;MASC;SG
platino	platine	platino	platine	N;MASC;SG	N;FEM;SG
field	champ	field	champ	N	N;MASC;SG
field	domaine	field	domaine	N	N;MASC;SG
gala	gala	gala	gala	N;FEM;SG	N;MASC;SG
hockey	hockey	hockey	hockey	N;MASC;SG	N;MASC;SG
fósiles	fossiles	fósil	fossile	N;MASC;PL	N;MASC;PL
fósiles	fossiles	fósil	fossile	N;MASC;PL	N;MASC;PL
presentaciones	présentations	presentación	présentation	N;FEM;PL	N;FEM;PL
presentaciones	présentations	presentación	présentation	N;FEM;PL	N;FEM;PL
presentaciones	introductions	presentación	introduction	N;FEM;PL	N;FEM;PL
tablas	tables	tabla	table	N;FEM;PL	N;FEM;PL
tablas	tableaux	tabla	tableau	N;FEM;PL	N;MASC;PL
tablas	planches	tabla	planche	N;FEM;PL	N;FEM;PL
representaciones	représentations	representación	représentation	N;FEM;PL	N;FEM;PL
representaciones	performances	representación	performance	N;FEM;PL	N;FEM;PL
representaciones	spectacles	representación	spectacle	N;FEM;PL	N;MASC;PL
representaciones	représentations	representación	représentation	N;FEM;PL	N;FEM;PL
rector	recteur	rector	recteur	N;MASC;SG	N;MASC;SG
negó	refusé	negar	refuser	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
negó	refusée	negar	refuser	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
coches	voitures	coche	voiture	N;MASC;PL	N;FEM;PL
coches	voitures	coche	voiture	N;MASC;PL	N;FEM;PL
unesco	unesco	unesco	unesco	N;FEM;SG	N;MASC;SG
designación	nomination	designación	nomination	N;FEM;SG	N;FEM;SG
designación	désignation	designación	désignation	N;FEM;SG	N;FEM;SG
designación	dénomination	designación	dénomination	N;FEM;SG	N;FEM;SG
designación	appellation	designación	appellation	N;FEM;SG	N;FEM;SG
incidente	incident	incidente	incident	N;SG	N;MASC;SG
alicia	alice	alicia	alice	N;FEM;SG	N;FEM;SG
abogados	avocats	abogado	avocat	N;MASC;PL	N;MASC;PL
abogados	notaires	abogado	notaire	N;MASC;PL	N;MASC;PL
abogados	avocats	abogado	avocat	N;MASC;PL	N;MASC;PL
abogados	juristes	abogado	juriste	N;MASC;PL	N;MASC;PL
funcionarios	fonctionnaires	funcionario	fonctionnaire	N;MASC;PL	N;MASC;PL
esperar	attendre	esperar	attendre	V;NFIN	V;NFIN
esperar	attendant	esperar	attendre	V;NFIN	V;PRS;V.PTCP
esperar	attendre	esperar	attendre	V;NFIN	V;NFIN
esperar	attends	esperar	attendre	V;NFIN	V;IMP;PL;1;PRS;FIN
esperar	attendez	esperar	attendre	V;NFIN	V;IMP;PL;2;PRS;FIN
atlas	atlas	atlas	atlas	N;MASC;SG	N;MASC;SG
rumbo	cours	rumbo	cours	N;MASC;SG	N;MASC;SG
rumbo	rubrique	rumbo	rubrique	N;MASC;SG	N;FEM;SG
cruces	croisements	cruce	croisement	N;MASC;PL	N;MASC;PL
cruces	passages	cruce	passage	N;MASC;PL	N;MASC;PL
cruces	cruces	cruce	cruce	N;MASC;PL	N;FEM;PL
negras	noires	negro	noir	ADJ;FEM;PL	ADJ;FEM;PL
negras	noirs	negro	noir	ADJ;FEM;PL	ADJ;MASC;PL
rumania	roumanie	rumania	roumanie	N;FEM;SG	N;FEM;SG
magazine	revue	magazine	revue	N;SG	N;FEM;SG
magazine	magazine	magazine	magazine	N;SG	N;MASC;SG
magazine	magasine	magazine	magasine	N;SG	N;MASC;SG
exactamente	exactement	exactamente	exactement	ADV	ADV
mira	regarder	mirar	regarder	V;IMP;SG;2;FIN	V;NFIN
opciones	options	opción	option	N;FEM;PL	N;FEM;PL
alcaldes	maires	alcalde	maire	N;MASC;PL	N;MASC;PL
legislativo	législative	legislativo	législatif	ADJ;MASC;SG	ADJ;FEM;SG
legislativo	législatif	legislativo	législatif	ADJ;MASC;SG	ADJ;MASC;SG
legislativo	législatif	legislativo	législatif	ADJ;MASC;SG	ADJ;MASC;SG
vencer	vaincre	vencer	vaincre	V;NFIN	V;NFIN
fortuna	fortune	fortuna	fortune	N;FEM;SG	N;FEM;SG
fortuna	fortune	fortuna	fortune	N;FEM;SG	N;FEM;SG
legislación	législation	legislación	législation	N;FEM;SG	N;FEM;SG
legislación	loi	legislación	loi	N;FEM;SG	N;FEM;SG
legislación	droit	legislación	droit	N;FEM;SG	N;MASC;SG
warner	avertisseur	warner	avertisseur	N;SG	N;MASC;SG
ramal	succursale	ramal	succursal	N;MASC;SG	N;FEM;SG
ramal	branche	ramal	branche	N;MASC;SG	N;FEM;SG
ramal	embranchement	ramal	embranchement	N;MASC;SG	N;MASC;SG
instrucción	instruction	instrucción	instruction	N;FEM;SG	N;FEM;SG
lanzar	lancer	lanzar	lancer	V;NFIN	V;NFIN
lanzar	lancez	lanzar	lancer	V;NFIN	V;IMP;PL;2;PRS;FIN
modalidad	mode	modalidad	mode	N;FEM;SG	N;FEM;SG
modalidad	modalité	modalidad	modalité	N;FEM;SG	N;FEM;SG
accidentes	accidents	accidente	accident	N;MASC;PL	N;MASC;PL
adecuado	approprié	adecuado	approprié	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG
adecuado	adéquate	adecuado	adéquat	ADJ;MASC;SG;V.PTCP	ADJ;FEM;SG
adecuado	adéquat	adecuado	adéquat	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG
adecuado	approprié	adecuado	approprié	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG
adecuado	convenable	adecuado	convenable	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG
plena	complète	pleno	complet	ADJ;FEM;SG	ADJ;FEM;SG
plena	pleine	pleno	plein	ADJ;FEM;SG	ADJ;FEM;SG
plena	plein	pleno	plein	ADJ;FEM;SG	ADJ;MASC;SG
plena	complet	pleno	complet	ADJ;FEM;SG	ADJ;MASC;SG
venezolana	vénézuélienne	venezolano	vénézuélien	ADJ;FEM;SG	ADJ;FEM;SG
venezolana	vénézuélien	venezolano	vénézuélien	ADJ;FEM;SG	ADJ;MASC;SG
delegación	délégation	delegación	délégation	N;FEM;SG	N;FEM;SG
restantes	restantes	restante	restant	ADJ;PL	ADJ;FEM;PL
restantes	restants	restante	restant	ADJ;PL	ADJ;MASC;PL
sugiere	proposer	sugerir	proposer	V;IND;SG;3;PRS;FIN	V;NFIN
sugiere	suggère	sugerir	suggérer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
sugiere	suggérer	sugerir	suggérer	V;IND;SG;3;PRS;FIN	V;NFIN
sugiere	suggère	sugerir	suggérer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
apoyar	soutenir	apoyar	soutenir	V;NFIN	V;NFIN
misa	masse	misa	masse	N;FEM;SG	N;FEM;SG
misa	messe	misa	messe	N;FEM;SG	N;FEM;SG
misa	misa	misa	misa	N;FEM;SG	N;FEM;SG
reconoce	reconnait	reconocer	reconnaître	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconoce	reconnaît	reconocer	reconnaître	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconoce	reconnaître	reconocer	reconnaître	V;IND;SG;3;PRS;FIN	V;NFIN
reconoce	reconnait	reconocer	reconnaître	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconoce	reconnaît	reconocer	reconnaître	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconoce	reconnait	reconocer	reconnaître	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconoce	reconnaît	reconocer	reconnaître	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
causó	causée	causar	causer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
causó	causé	causar	causer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
marrón	brun	marrón	brun	ADJ;MASC;SG	ADJ;MASC;SG
value	valeur	valar	valeur	N	N;FEM;SG
relevantes	pertinentes	relevante	pertinent	ADJ;PL	ADJ;FEM;PL
relevantes	pertinents	relevante	pertinent	ADJ;PL	ADJ;MASC;PL
magia	magie	magia	magie	N;FEM;SG	N;FEM;SG
núcleos	noyaux	núcleo	noyau	N;MASC;PL	N;MASC;PL
núcleos	noyaux	núcleo	noyau	N;MASC;PL	N;MASC;PL
núcleos	noyaux	núcleo	noyau	N;MASC;PL	N;MASC;PL
vender	vends	vender	vendre	V;NFIN	V;IND;SG;3;PRS;FIN
vender	vendre	vender	vendre	V;NFIN	V;NFIN
vender	vendre	vender	vendre	V;NFIN	V;NFIN
simples	simples	simple	simple	ADJ;PL	ADJ;MASC;PL
hard	hard	hard	hard	N;SG	N;MASC;SG
part	partie	part	partie	N	N;FEM;SG
manejo	maniabilité	manejo	maniabilité	N;MASC;SG	N;FEM;SG
manejo	manipulation	manejo	manipulation	N;MASC;SG	N;FEM;SG
manejo	manutention	manejo	manutention	N;MASC;SG	N;FEM;SG
campamento	campement	campamento	campement	N;MASC;SG	N;MASC;SG
campamento	camping	campamento	camping	N;MASC;SG	N;MASC;SG
campamento	camp	campamento	camp	N;MASC;SG	N;MASC;SG
campamento	campement	campamento	campement	N;MASC;SG	N;MASC;SG
campamento	camping	campamento	camping	N;MASC;SG	N;MASC;SG
celular	mobile	celular	mobile	ADJ;SG	ADJ;MASC;SG
celular	portable	celular	portable	ADJ;SG	ADJ;MASC;SG
celular	cellulaire	celular	cellulaire	ADJ;SG	ADJ;MASC;SG
armando	armer	armar	armer	V;V.MSDR	V;NFIN
diarios	carnets	diario	carnet	N;MASC;PL	N;MASC;PL
diarios	journaux	diario	journal	N;MASC;PL	N;MASC;PL
diarios	revues	diario	revue	N;MASC;PL	N;FEM;PL
pisos	appartements	piso	appartement	N;MASC;PL	N;MASC;PL
pisos	étages	piso	étage	N;MASC;PL	N;MASC;PL
pisos	planchers	piso	plancher	N;MASC;PL	N;MASC;PL
pisos	sols	piso	sol	N;MASC;PL	N;MASC;PL
directiva	directive	directiva	directive	N;FEM;SG	N;FEM;SG
armenia	arménienne	armenia	arménien	ADJ;FEM;SG	ADJ;FEM;SG
armenia	arménien	armenia	arménien	ADJ;FEM;SG	ADJ;MASC;SG
armenia	arménienne	armenia	arménien	ADJ;FEM;SG	ADJ;FEM;SG
mina	mine	mina	mine	N;FEM;SG	N;FEM;SG
mina	mienne	mina	mienne	N;FEM;SG	N;FEM;SG
mina	mien	mina	mien	N;FEM;SG	N;MASC;SG
gráfico	graphique	gráfico	graphique	ADJ;MASC;SG	ADJ;MASC;SG
gráfico	graphique	gráfico	graphique	ADJ;MASC;SG	ADJ;MASC;SG
gráfico	graphique	gráfico	graphique	ADJ;MASC;SG	ADJ;MASC;SG
gráfico	graphique	gráfico	graphique	ADJ;MASC;SG	ADJ;MASC;SG
amateur	amateur	amateur	amateur	N;FEM;SG	N;MASC;SG
gracia	grâce	gracia	grâce	N;FEM;SG	N;FEM;SG
gracia	grace	gracia	grace	N;FEM;SG	N;FEM;SG
viuda	veuve	viuda	veuve	N;FEM;SG	N;FEM;SG
viuda	veuve	viuda	veuve	N;FEM;SG	N;FEM;SG
