kategória	kategori	kategória	kategori	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
bohaté	rig	bohatý	rig	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
bohaté	rigt	bohatý	rigt	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
vyvinul	udviklet	vyvinúť	udvikle	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
areálu	campus	areál	campus	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
padol	faldt	padnúť	falde	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
padol	faldet	padnúť	falde	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
padol	væltede	padnúť	vælte	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
padol	faldet	padnúť	falde	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
odborná	professionelt	odborný	professionelt	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
odborná	professionel	odborný	professionel	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
výhody	fordele	výhod	fordel	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
výhody	fordele	výhod	fordel	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
výhody	ydelserne	výhod	ydelse	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
výhody	ydelser	výhod	ydelse	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
rastu	vækstrate	rast	vækstrate	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
rastu	vækst	rast	vækst	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
rastu	væksten	rast	vækst	N;INAN;GEN;MASC;SG	N;DEF;MASC+FEM;SG
rastu	tilvækst	rast	tilvækst	N;INAN;GEN;MASC;SG	N;INDF;MASC+FEM;SG
obchodná	kommerciel	obchodný	kommerciel	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
ústava	grundlov	ústava	grundlov	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ústava	forfatning	ústava	forfatning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ústava	forfatningen	ústava	forfatning	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
ústava	grundloven	ústava	grundlov	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
príčiny	grunde	príčina	grund	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
príčiny	årsager	príčina	årsag	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
príčiny	begrundelser	príčina	begrundelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
príčiny	årsager	príčina	årsag	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
príčiny	årsagerne	príčina	årsag	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
tenis	tennis	tenis	tennis	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
nepriateľa	fjenden	nepriateľ	fjende	N;ANIM;ACC;MASC;SG	N;DEF;MASC+FEM;SG
nepriateľa	fjende	nepriateľ	fjende	N;ANIM;ACC;MASC;SG	N;INDF;MASC+FEM;SG
polícia	politi	polícia	politi	N;NOM;FEM;SG	N;INDF;NEUT;SG
polícia	politiet	polícia	politi	N;NOM;FEM;SG	N;DEF;NEUT;SG
polícia	police	polícia	police	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
rovnice	ligninger	rovnica	ligning	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
štúdio	atelier	štúdio	atelier	N;NOM;NEUT;SG	N;INDF;NEUT;SG
štúdio	studie	štúdio	studie	N;NOM;NEUT;SG	N;INDF;NEUT;SG
štúdio	studiet	štúdio	studium	N;NOM;NEUT;SG	N;DEF;NEUT;SG
vhodný	passende	vhodný	passende	ADJ;ANIM;NOM;MASC;SG	ADJ
vhodný	passende	vhodný	passende	ADJ;ANIM;NOM;MASC;SG	ADJ
vhodný	velegnet	vhodný	velegnet	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;SG
doktor	lægen	doktor	læge	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
doktor	læge	doktor	læge	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
doktor	doktor	doktor	doktor	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
občania	borgere	občanie	borger	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
občania	borgerne	občanie	borger	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
občania	statsborgere	občanie	statsborgere	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
všeobecná	generisk	všeobecný	generisk	ADJ;NOM;FEM;SG	ADJ;INDF;SG
všeobecná	generel	všeobecný	generel	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
všeobecná	almindelig	všeobecný	almindelig	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
villa	villa	villa	villa	N;NOM;MASC;SG	N;INDF;MASC+FEM;SG
villa	villaen	villa	villa	N;NOM;MASC;SG	N;DEF;MASC+FEM;SG
hlboko	dybt	hlboko	dybt	ADV	ADV
hlboko	dybt	hlboko	dybt	ADV	ADV
atómov	atomer	atóm	atome	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;PL
existovala	eksisteret	existovať	eksistere	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
existovala	eksisterede	existovať	eksistere	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
arabské	arabisk	arabský	arabisk	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
metód	metoderne	metód	metoder	N;GEN;FEM;PL	N;DEF;MASC+FEM;PL
metód	metoder	metód	metoder	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
kurz	kursus	kurz	kursus	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
pracovali	arbejdede	pracovať	arbejde	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
pracovali	bearbejdede	pracovať	bearbejde	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PL;PST;V.PTCP
velenie	kommandoen	velenie	kommando	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
velenie	kommando	velenie	kommando	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
motívy	temaer	motíva	tema	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
motívy	emner	motíva	emne	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
motívy	temaerne	motíva	tema	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
motívy	motiver	motíva	motiv	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
motívy	bevæggrunde	motíva	bevæggrunde	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
motívy	motiver	motíva	motiv	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
zameriava	fokuserer	zameriavať	fokusere	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
potravín	levnedsmidler	potravina	levnedsmiddel	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
potravín	fødevarer	potravina	fødevare	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
potravín	fødevarer	potravina	fødevare	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
smery	anvisninger	smer	anvisning	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
smery	retninger	smer	retning	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
architektonické	arkitektonisk	architektonický	arkitektonisk	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
náš	vores	náš	vores	DET;INAN;NOM;MASC;SG;1	DET;1
náš	vor	náš	vores	DET;INAN;NOM;MASC;SG;1	DET;MASC+FEM;SG;1
náš	vores	náš	vores	DET;INAN;NOM;MASC;SG;1	DET;1
rozhranie	interface	rozhranie	interface	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
rozhranie	brugerflade	rozhranie	brugerflade	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
rozhranie	grænseflade	rozhranie	grænseflade	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
znižuje	sænker	znižovať	sænke	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
znižuje	reducerer	znižovať	reducere	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
znižuje	mindsker	znižovať	mindske	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
znižuje	nedsætter	znižovať	nedsætte	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
dráma	drama	dráma	drama	N;NOM;FEM;SG	N;INDF;NEUT;SG
dráma	dramatik	dráma	dramatik	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
kancelárie	kontorer	kancelária	kontor	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
kancelárie	kontorerne	kancelária	kontor	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
daniela	daniela	daniel	daniela	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
siene	sale	sieeň	sal	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
siene	haller	sieeň	hallere	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
dôležitá	vigtig	dôležitý	vigtig	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
dôležitá	vigtigt	dôležitý	vigtig	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
škody	skader	škoda	skade	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
škody	skader	škoda	skade	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
výstava	udstilling	výstava	udstilling	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
výstava	udstillingen	výstava	udstilling	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
výstava	fremvisning	výstava	fremvisning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
výstava	udstilling	výstava	udstilling	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
výstava	opvisning	výstava	opvisning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
webe	website	wiaba	website	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
webe	hjemmeside	wiaba	hjemmeside	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
webe	webside	wiaba	webside	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
webe	hjemmesiden	wiaba	hjemmeside	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
webe	websted	wiaba	websted	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
webe	web	wiaba	web	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
webe	www	wiaba	www	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
webe	spind	wiaba	spind	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
vila	villa	vila	villa	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
vila	villaen	vila	villa	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
kôry	skaller	kôra	skalle	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
vedecká	videnskabelig	vedecký	videnskabelig	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
chemický	kemisk	chemický	kemisk	ADJ;INAN;NOM;MASC;SG	ADJ;INDF;SG
potreba	behov	potreba	behov	N;NOM;FEM;SG	N;INDF;NEUT;SG
potreba	nødvendighed	potreba	nødvendighed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
vysvetlenie	forklaring	vysvetlenie	forklaring	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
vysvetlenie	forklaring	vysvetlenie	forklaring	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
vetvy	grene	vetvy	grene	N;NOM;FEM;PL	N;DEF;NEUT;PL
vetvy	filialer	vetvy	filiale	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
vetvy	brancher	vetvy	branche	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
vetvy	afdelinger	vetvy	afdeling	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
obrana	forsvar	obrana	forsvar	N;NOM;FEM;SG	N;INDF;NEUT;SG
obrana	forsvaret	obrana	forsvar	N;NOM;FEM;SG	N;DEF;NEUT;SG
obrana	forsvar	obrana	forsvar	N;NOM;FEM;SG	N;INDF;NEUT;SG
obrana	forsvaret	obrana	forsvar	N;NOM;FEM;SG	N;DEF;NEUT;SG
záujmy	interesser	záujem	interesse	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
tovaru	gods	tovar	gods	N;INAN;GEN;MASC;SG	N;INDF;NEUT;SG
zväzok	rumfang	zväzok	rumfang	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
zväzok	volumen	zväzok	volumen	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
zväzok	bind	zväzok	bind	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
zväzok	lydstyrke	zväzok	lydstyrke	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
zväzok	mængde	zväzok	mængde	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
zväzok	bundt	zväzok	bundt	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
aktivít	aktiviteterne	aktivita	aktivitet	N;GEN;FEM;PL	N;DEF;MASC+FEM;PL
aktivít	aktiviteter	aktivita	aktivitet	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
váži	vejer	vážiť	veje	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
tele	lig	telo	lig	N;NOM;NEUT;SG	N;INDF;NEUT;SG
tele	kroppen	telo	krop	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
tele	krop	telo	krop	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
tele	tele	telo	tel	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zásoby	lager	zásob	lage	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
zásoby	bestande	zásob	bestand	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
zásoby	beholdninger	zásob	beholdning	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
zásoby	lagre	zásob	lager	N;NOM;FEM;PL	N;INDF;NEUT;PL
zásoby	forsyninger	zásob	forsyning	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
zásoby	leveringer	zásob	levering	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
zásoby	leverancer	zásob	leverance	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
zásoby	opgørelser	zásob	opgørelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
zásoby	fortegnelser	zásob	fortegnelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
horách	bjergene	hora	bjerg	N;ESS;FEM;PL	N;DEF;NEUT;PL
horách	bjerge	hora	bjerg	N;ESS;FEM;PL	N;INDF;NEUT;PL
socialistickej	socialist	socialistický	socialist	ADJ;GEN;FEM;SG	ADJ;INDF;MASC+FEM;SG
konferencia	konference	konferencia	konference	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
konferencia	konferencen	konferencia	konference	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
schéma	diagram	schéma	diagram	N;NOM;FEM;SG	N;INDF;NEUT;SG
schéma	diagrammet	schéma	diagrammet	N;NOM;FEM;SG	N;DEF;NEUT;SG
schéma	ordning	schéma	ordning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
schéma	skema	schéma	skema	N;NOM;FEM;SG	N;INDF;NEUT;SG
geológia	geologi	geológia	geologi	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
stavať	byg	stavať	byg	V;IPFV;POS;NFIN	V;IMP
stavať	bygge	stavať	bygge	V;IPFV;POS;NFIN	V;NFIN;ACT
miliárd	milliard	miliárda	milliard	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
miliárd	milliard	miliárda	milliard	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
oddiel	afdeling	oddlieť	afdeling	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
oddiel	sektion	oddlieť	sektion	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
oddiel	afsnittet	oddlieť	afsnitte	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
oddiel	afsnit	oddlieť	afsnit	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
oddiel	trup	oddlieť	trup	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
súhlas	samtykke	súhlas	samtykke	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
súhlas	godkendelse	súhlas	godkendelse	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
rameno	skulder	rameno	skulder	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
rameno	skulderen	rameno	skulder	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
rameno	bov	rameno	bov	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
rameno	arm	rameno	arm	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
rameno	armen	rameno	arm	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
entomológ	entomolog	entomológ	entomolog	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
kamera	kameraet	kamera	kamera	N;NOM;FEM;SG	N;DEF;NEUT;SG
kamera	kamera	kamera	kamera	N;NOM;FEM;SG	N;INDF;NEUT;SG
publikácie	udgivelser	publikácia	udgivelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
publikácie	publikationer	publikácia	publikation	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
týždne	ugerne	týždeň	uge	N;INAN;NOM;MASC;PL	N;DEF;MASC+FEM;PL
týždne	uger	týždeň	uge	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
nasledovali	fulgte	nasledovať	følge	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
nasledovali	følges	nasledovať	følges	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;NFIN;PASS
organizmy	organismer	organizmus	organisme	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;PL
reality	realiteter	realita	realiteter	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
reality	realiteter	realita	realiteter	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
jazere	søen	jazero	søe	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
jazere	sø	jazero	sø	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
jazere	lake	jazero	lake	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
politicky	politisk	politicky	politisk	ADV	ADV
učiteľov	lærere	učiteľ	lærer	N;ANIM;ACC;MASC;PL	N;INDF;MASC+FEM;PL
učiteľov	undervisere	učiteľ	undervisere	N;ANIM;ACC;MASC;PL	N;INDF;MASC+FEM;PL
učiteľov	lærerne	učiteľ	lærer	N;ANIM;ACC;MASC;PL	N;DEF;MASC+FEM;PL
argument	argumentet	argument	argument	N;INAN;NOM;MASC;SG	N;DEF;NEUT;SG
argument	argumentation	argument	argumentation	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
argument	argument	argument	argument	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
rozšírenia	udvidelser	rozšírenie	udvidelse	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
rozšírenia	forlængelser	rozšírenie	forlængelse	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
vybudovať	byg	vybudovať	byg	V;PFV;POS;NFIN	V;IMP
vybudovať	bygge	vybudovať	bygge	V;PFV;POS;NFIN	V;NFIN;ACT
vybudovať	konstruere	vybudovať	konstruere	V;PFV;POS;NFIN	V;NFIN;ACT
ukázal	viste	ukázať	vise	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
kvety	blomster	kvety	blomst	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
kyslík	ilt	kyslík	ilt	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
kyslík	oxygen	kyslík	oxygen	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
zabezpečenie	sikring	zabezpečenie	sikring	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zabezpečenie	tryghed	zabezpečenie	tryghed	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zabezpečenie	sikkerhed	zabezpečenie	sikkerhed	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zabezpečenie	afdækning	zabezpečenie	afdækning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
kolónie	kolonier	kolónia	kolonie	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
dopredu	frem	dopredu	frem	ADV	ADV
dopredu	fremad	dopredu	fremad	ADV	ADV
dopredu	fremad	dopredu	fremad	ADV	ADV
súťaží	konkurrencer	súťaž	konkurrence	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
súťaží	konkurrencer	súťaž	konkurrence	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
živé	levende	živý	levende	ADJ;NOM;NEUT;SG	ADJ
pravidla	regler	pravidlo	regel	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
pravidla	bestemmelser	pravidlo	bestemmelse	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
východný	østlig	východný	østlig	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
tvrdenie	påstand	tvrdenie	påstand	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
tvrdenie	påstand	tvrdenie	påstand	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
plné	mæt	plný	mæt	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
plné	fuld	plný	fuld	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
plné	fulde	plný	fuld	ADJ;NOM;NEUT;SG	ADJ;DEF;SG
výhľad	vis	výhľad	vis	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
výhľad	udsigt	výhľad	udsigt	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
zriedkavé	sjælden	zriedkavý	sjælden	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC+FEM;SG
xii	xii	Xii	xii	NUM	NUM
dosahujú	opnår	dosahovať	opnår	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;PRS;FIN;ACT
existovali	eksisterede	existovať	eksistere	V;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
polí	marker	poliť	mark	N;GEN;FEM;PL	N;INDF;MASC+FEM;PL
polí	felter	poliť	felter	N;GEN;FEM;PL	N;INDF;NEUT;PL
polí	felterne	poliť	felter	N;GEN;FEM;PL	N;DEF;MASC+FEM;PL
nižšia	lavere	nízky	lav	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
výrobcovia	producenter	výrobec	producent	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
výrobcovia	producenterne	výrobec	producent	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
výrobcovia	producenter	výrobec	producent	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
výrobcovia	fabrikanterne	výrobec	fabrikant	N;ANIM;NOM;MASC;PL	N;DEF;MASC+FEM;PL
výrobcovia	fabrikanter	výrobec	fabrikant	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
výrobcovia	fremstillere	výrobec	fremstillere	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;PL
vystúpenia	forestillinger	vystúpenie	forestilling	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
administratívna	administrativ	administratívny	administrativ	ADJ;NOM;FEM;SG	ADJ;INDF;MASC+FEM;SG
christopher	christoffer	christopher	christof	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
christopher	christopher	christopher	christopher	N;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
dojem	indtryk	dojem	indtryk	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
dojem	visning	dojem	visning	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
chrbát	retur	chrbát	retur	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
chrbát	ryg	chrbát	ryg	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
zdravie	sundhed	zdravie	sundhed	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
zdravie	helbred	zdravie	helbred	N;NOM;NEUT;SG	N;INDF;NEUT;SG
corporation	corporation	corporation	corporation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
prístroj	anordning	prístroj	anordning	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
prístroj	apparat	prístroj	apparat	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
prístroj	enhed	prístroj	enhed	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
prístroj	maskinen	prístroj	maskine	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
prístroj	maskin	prístroj	maskin	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
prístroj	maskine	prístroj	maskine	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
prístroj	apparat	prístroj	apparat	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
prístroj	apparatur	prístroj	apparatur	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
tvoriť	komponere	tvoriť	komponer	V;IPFV;POS;NFIN	V;NFIN;ACT
malina	malina	malina	malina	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
malina	hindbær	malina	hindbær	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
tlač	presse	tlač	presse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
tlač	tryk	tlač	tryk	N;NOM;FEM;SG	N;INDF;NEUT;SG
tlač	print	tlač	print	N;NOM;FEM;SG	N;INDF;NEUT;SG
tlač	tryk	tlač	tryk	N;NOM;FEM;SG	N;INDF;NEUT;SG
tlač	udskrift	tlač	udskrift	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
tlač	trykning	tlač	trykning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
tlač	udskrivning	tlač	udskrivning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
tlač	trykkeri	tlač	trykkeri	N;NOM;FEM;SG	N;INDF;NEUT;SG
zaslúžil	fortjent	zaslúžiť	fortjene	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
zaslúžil	fortjente	zaslúžiť	fortjent	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;PST;FIN;ACT
majiteľ	ejeren	majiteľ	ejer	N;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
zodpovedný	ansvarlig	zodpovedný	ansvarlig	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
zodpovedný	ansvarligt	zodpovedný	ansvarligt	ADJ;ANIM;NOM;MASC;SG	ADJ;INDF;NEUT;SG
