kot	como	kot	como	CONJ	CONJ
razstava	exposición	razstava	exposición	N;NOM;FEM;SG	N;FEM;SG
razstava	exhibición	razstava	exhibición	N;NOM;FEM;SG	N;FEM;SG
razstava	exposición	razstava	exposición	N;NOM;FEM;SG	N;FEM;SG
forum	foro	forum	foro	N;NOM;MASC;SG	N;MASC;SG
jami	gruta	jama	gruta	N;NOM;FEM;SG	N;FEM;SG
jami	cueva	jama	cueva	N;NOM;FEM;SG	N;FEM;SG
jami	cave	jama	cave	N;NOM;FEM;SG	N
jami	caverna	jama	caverna	N;NOM;FEM;SG	N;FEM;SG
coulthard	coulthard	coulthard	coulthard	N;NOM;MASC;SG	N;MASC;SG
koncentracija	concentración	koncentracija	concentración	N;NOM;FEM;SG	N;FEM;SG
tina	tina	tin	tina	N;NOM;FEM;SG	N;FEM;SG
fakultet	facultades	fakulteta	facultad	N;GEN;FEM;PL	N;FEM;PL
zračni	aéreo	zračen	aéreo	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
zračni	aérea	zračen	aéreo	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
člane	diputados	član	diputado	N;ACC;MASC;PL	N;MASC;PL
člane	miembros	član	miembro	N;ACC;MASC;PL	N;MASC;PL
branil	defendiendo	braniti	defender	V;IPFV;MASC;SG;V.PTCP	V;V.MSDR
branil	defender	braniti	defender	V;IPFV;MASC;SG;V.PTCP	V;NFIN
branil	defendió	braniti	defender	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
zapisi	actas	zapis	acta	N;NOM;MASC;PL	N;FEM;PL
zapisi	registros	zapis	registro	N;NOM;MASC;PL	N;MASC;PL
zapisi	discos	zapis	disco	N;NOM;MASC;PL	N;MASC;PL
zapisi	records	zapis	records	N;NOM;MASC;PL	N;MASC
patriarh	patriarca	patriar	patriarca	N;NOM;MASC;SG	N;MASC;SG
čustva	emociones	čustvo	emoción	N;NOM;NEUT;PL	N;FEM;PL
čustva	sentimientos	čustvo	sentimiento	N;NOM;NEUT;PL	N;MASC;PL
tečaj	polo	tečaj	polo	N;NOM;MASC;SG	N;MASC;SG
tečaj	caña	tečaj	caña	N;NOM;MASC;SG	N;FEM;SG
tečaj	pole	tečaj	pole	N;NOM;MASC;SG	N;FEM;SG
tečaj	poste	tečaj	poste	N;NOM;MASC;SG	N;MASC;SG
rušilec	destructor	rušilec	destructor	N;NOM;MASC;SG	N;MASC;SG
učenci	alumnos	učenec	alumno	N;NOM;MASC;PL	N;MASC;PL
učenci	estudiantes	učenec	estudiante	N;NOM;MASC;PL	N;PL
učenci	alumnos	učenec	alumno	N;NOM;MASC;PL	N;MASC;PL
učenci	pupilas	učenec	pupila	N;NOM;MASC;PL	N;FEM;PL
ponudil	ofrecí	ponuditi	ofrecer	V;PFV;MASC;SG;V.PTCP	V;IND;SG;1;PST;FIN
ponudil	ofreció	ponuditi	ofrecer	V;PFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
mišice	músculos	mišica	músculo	N;NOM;FEM;PL	N;MASC;PL
atenah	atenas	atene	atena	N;ESS;FEM;PL	N;FEM;PL
psi	perros	pes	perro	N;NOM;MASC;PL	N;MASC;PL
široka	amplio	širok	amplio	ADJ;NOM;FEM;SG	ADJ;MASC;SG
široka	amplia	širok	amplio	ADJ;NOM;FEM;SG	ADJ;FEM;SG
široka	amplia	širok	amplio	ADJ;NOM;FEM;SG	ADJ;FEM;SG
široka	amplio	širok	amplio	ADJ;NOM;FEM;SG	ADJ;MASC;SG
led	hielo	led	hielo	N;NOM;MASC;SG	N;MASC;SG
pristanišča	puertos	pristanišče	puerto	N;NOM;NEUT;PL	N;MASC;PL
pristanišča	puertos	pristanišče	puerto	N;NOM;NEUT;PL	N;MASC;PL
beljakovine	proteínas	beljakovina	proteína	N;NOM;FEM;PL	N;FEM;PL
beljakovine	proteínas	beljakovina	proteína	N;NOM;FEM;PL	N;FEM;PL
marijo	maría	marija	maría	N;ACC;FEM;SG	N;FEM;SG
olimpijski	olímpicos	olimpijski	olímpico	ADJ;NOM;MASC;PL	ADJ;MASC;PL
olimpijski	olimpiadas	olimpijski	olimpiado	ADJ;NOM;MASC;PL	ADJ;FEM;PL;V.PTCP
narejena	hecha	narejen	hecho	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
narejena	hecho	narejen	hecho	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
dns	dns	dan	dns	N;NOM;MASC;SG	N;MASC
industrijsko	industrial	industrijsko	industrial	ADJ;NOM;NEUT;SG	ADJ;SG
obveznosti	responsabilidades	obveznost	responsabilidad	N;NOM;FEM;PL	N;FEM;PL
obveznosti	obligaciones	obveznost	obligación	N;NOM;FEM;PL	N;FEM;PL
obveznosti	compromisos	obveznost	compromiso	N;NOM;FEM;PL	N;MASC;PL
slap	catarata	slap	catarata	N;NOM;MASC;SG	N;FEM;SG
steze	carriles	steza	carril	N;NOM;FEM;PL	N;MASC;PL
prodajo	venta	prodaja	venta	N;ACC;FEM;SG	N;FEM;SG
srečanja	encuentros	srečanje	encuentro	N;NOM;NEUT;PL	N;MASC;PL
srečanja	reuniones	srečanje	reunión	N;NOM;NEUT;PL	N;FEM;PL
srečanja	encuentros	srečanje	encuentro	N;NOM;NEUT;PL	N;MASC;PL
dostopno	accesible	dostopen	accesible	ADJ;NOM;NEUT;SG	ADJ;SG
železo	plancha	želez	plancha	N;NOM;NEUT;SG	N;FEM;SG
železo	hierro	želez	hierro	N;NOM;NEUT;SG	N;MASC;SG
milijon	millón	milijon	millón	N;NOM;MASC;SG	N;MASC;SG
milijon	millon	milijon	millon	N;NOM;MASC;SG	N;MASC;SG
vladarji	soberanos	vladar	soberano	N;NOM;MASC;PL	N;MASC;PL
vladarji	gobernantes	vladar	gobernante	N;NOM;MASC;PL	N;PL
vid	visión	vid	visión	N;NOM;MASC;SG	N;FEM;SG
vid	vision	vid	vision	N;NOM;MASC;SG	N;FEM;SG
vid	vid	vid	vid	N;NOM;MASC;SG	N;FEM;SG
stric	tio	stric	tio	N;NOM;MASC;SG	N;MASC;SG
stric	tío	stric	tío	N;NOM;MASC;SG	N;MASC;SG
filmi	films	film	film	N;NOM;MASC;PL	N;MASC;PL
filmi	peliculas	film	pelicula	N;NOM;MASC;PL	N;FEM;PL
filmi	películas	film	película	N;NOM;MASC;PL	N;FEM;PL
filmi	peliculas	film	pelicula	N;NOM;MASC;PL	N;FEM;PL
filmi	películas	film	película	N;NOM;MASC;PL	N;FEM;PL
preprečiti	previene	preprečiti	prevenir	V;PFV;NFIN	V;IND;SG;3;PRS;FIN
preprečiti	prevenir	preprečiti	prevenir	V;PFV;NFIN	V;NFIN
preprečiti	impedir	preprečiti	impedir	V;PFV;NFIN	V;NFIN
kapitan	capitana	kapitan	capitana	N;NOM;MASC;SG	N;FEM;SG
kapitan	capitán	kapitan	capitán	N;NOM;MASC;SG	N;MASC;SG
kapitan	capitan	kapitan	capitar	N;NOM;MASC;SG	N;MASC;SG
kapitan	capitan	kapitan	capitar	N;NOM;MASC;SG	N;MASC;SG
kapitan	patrón	kapitan	patrón	N;NOM;MASC;SG	N;MASC;SG
kapitan	skipper	kapitan	skipper	N;NOM;MASC;SG	N
kapitan	capitán	kapitan	capitán	N;NOM;MASC;SG	N;MASC;SG
procesi	procesos	proces	proceso	N;NOM;MASC;PL	N;MASC;PL
prototip	prototipo	prototip	prototipo	N;NOM;MASC;SG	N;MASC;SG
stolpi	towers	stolp	tower	N;NOM;MASC;PL	N
stolpi	torres	stolp	torre	N;NOM;MASC;PL	N;FEM;PL
mars	mars	mars	mars	N;NOM;MASC;SG	N
nagnjena	inclinado	nagnjen	inclinado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
nagnjena	inclinada	nagnjen	inclinado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
nagnjena	inclinada	nagnjen	inclinado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
nagnjena	inclinado	nagnjen	inclinado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
nagnjena	propenso	nagnjen	propenso	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG
nagnjena	propensa	nagnjen	propenso	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG
ostanek	residuo	ostanek	residuo	N;NOM;MASC;SG	N;MASC;SG
rastejo	crecen	rasti	crecer	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
rastejo	crecer	rasti	crecer	V;IPFV;IND;PL;3;PRS;FIN	V;NFIN
ulico	calle	ulica	calle	N;ACC;FEM;SG	N;FEM;SG
ulico	callejero	ulica	callejero	N;ACC;FEM;SG	N;MASC;SG
ulico	street	ulica	street	N;ACC;FEM;SG	N
parametri	parámetros	parameter	parámetro	N;NOM;MASC;PL	N;MASC;PL
demokrati	demócratas	demokrat	demócrata	N;NOM;MASC;PL	N;PL
žalost	pena	žalost	pena	N;ACC;FEM;SG	N;FEM;SG
žalost	tristeza	žalost	tristeza	N;ACC;FEM;SG	N;FEM;SG
žalost	tristeza	žalost	tristeza	N;ACC;FEM;SG	N;FEM;SG
žalost	pena	žalost	pena	N;ACC;FEM;SG	N;FEM;SG
pro	tho	pro	tho	N;NOM;MASC;SG	N;MASC
viden	visible	viden	visible	ADJ;NOM;INDF;MASC;SG	ADJ;SG
viden	visto	viden	visto	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
pridobi	recuperar	pridobiti	recuperar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
pridobi	recupera	pridobiti	recuperar	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pridobi	adquiere	pridobiti	adquirir	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pridobi	adquirir	pridobiti	adquirir	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
razlik	diferencias	razlika	diferencia	N;GEN;FEM;PL	N;FEM;PL
razstave	exposiciones	razstava	exposición	N;NOM;FEM;PL	N;FEM;PL
razstave	exposiciones	razstava	exposición	N;NOM;FEM;PL	N;FEM;PL
razstave	exhibiciones	razstava	exhibición	N;NOM;FEM;PL	N;FEM;PL
ohranja	mantiene	ohranjati	mantener	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ohranja	mantiene	ohranjati	mantener	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
zdravnikov	doctores	zdravnik	doctor	N;GEN;MASC;PL	N;MASC;PL
zdravnikov	medicos	zdravnik	medico	N;GEN;MASC;PL	N;MASC;PL
zdravnikov	médicos	zdravnik	médico	N;GEN;MASC;PL	N;MASC;PL
progi	pista	proga	pista	N;NOM;FEM;SG	N;FEM;SG
progi	track	proga	track	N;NOM;FEM;SG	N;SG
progi	atletismo	proga	atletismo	N;NOM;FEM;SG	N;MASC;SG
rusi	rusos	rus	ruso	N;NOM;MASC;PL	N;MASC;PL
columbia	columbia	columbia	columbia	N;NOM;FEM;SG	N;FEM;SG
columbia	colombia	columbia	colombia	N;NOM;FEM;SG	N;FEM;SG
marine	marinos	marin	marino	N;NOM;FEM;PL	N;MASC;PL
marine	marinas	marin	marina	N;NOM;FEM;PL	N;FEM;PL
marine	marine	marin	marine	N;NOM;FEM;PL	N
peta	quinto	peti	quinto	ADJ;NOM;FEM;SG	ADJ;MASC;SG
peta	quinta	peti	quinto	ADJ;NOM;FEM;SG	ADJ;FEM;SG
rosa	rosa	rosa	rosa	N;NOM;FEM;SG	N;FEM;SG
rosa	rocio	rosa	rocio	N;NOM;FEM;SG	N;FEM;SG
rosa	rocío	rosa	rocío	N;NOM;FEM;SG	N;MASC;SG
izjema	excepción	izjema	excepción	N;NOM;FEM;SG	N;FEM;SG
izjema	exención	izjema	exención	N;NOM;FEM;SG	N;FEM;SG
pete	tacos	peti	taco	N;NOM;FEM;PL	N;MASC;PL
pete	tacones	peti	tacón	N;NOM;FEM;PL	N;MASC;PL
pete	talones	peti	talón	N;NOM;FEM;PL	N;MASC;PL
izvir	manantial	izvir	manantial	N;NOM;MASC;SG	N;MASC;SG
izvir	primavera	izvir	primavera	N;NOM;MASC;SG	N;FEM;SG
izvir	resorte	izvir	resorte	N;NOM;MASC;SG	N;MASC;SG
jutro	morning	jutro	morning	N;NOM;NEUT;SG	N
zraste	crece	zrasti	crecer	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
odpor	resistencia	odpor	resistencia	N;NOM;MASC;SG	N;FEM;SG
pesnika	poeta	pesnik	poeta	N;ANIM;ACC;MASC;SG	N;MASC;SG
pesnika	poetisa	pesnik	poetisa	N;ANIM;ACC;MASC;SG	N;FEM;SG
ohranjanje	preservación	ohranjanje	preservación	N;NOM;NEUT;SG	N;FEM;SG
ohranjanje	conservación	ohranjanje	conservación	N;NOM;NEUT;SG	N;FEM;SG
ohranjanje	preservación	ohranjanje	preservación	N;NOM;NEUT;SG	N;FEM;SG
ohranjanje	conservación	ohranjanje	conservación	N;NOM;NEUT;SG	N;FEM;SG
kennedy	kennedy	kennedy	kennedy	N;NOM;MASC;SG	N;MASC;SG
tradicije	tradiciones	tradicija	tradición	N;NOM;FEM;PL	N;FEM;PL
tradicije	tradiciones	tradicija	tradición	N;NOM;FEM;PL	N;FEM;PL
obleko	vestimenta	obleka	vestimenta	N;ACC;FEM;SG	N;FEM;SG
obleko	traje	obleka	traje	N;ACC;FEM;SG	N;MASC;SG
dodan	añadido	dodan	añadido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
dodan	añadida	dodan	añadido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
dodan	agregado	dodan	agregar	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vitamina	vitamina	vitamin	vitamina	N;GEN;MASC;SG	N;FEM;SG
američani	americanos	američan	americano	N;NOM;MASC;PL	N;MASC;PL
američani	estadounidenses	američan	estadounidense	N;NOM;MASC;PL	N;PL
američani	norteamericanos	američan	norteamericano	N;NOM;MASC;PL	N;MASC;PL
ločeno	separado	ločen	separar	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ločeno	separado	ločen	separar	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ločeno	separada	ločen	separado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
ločeno	separada	ločen	separado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
ločeno	separado	ločen	separar	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
umetniki	artistas	umetnik	artista	N;NOM;MASC;PL	N;PL
punk	punk	punk	punk	N;NOM;MASC;SG	N;SG
kmet	campesino	kmet	campesino	N;NOM;MASC;SG	N;MASC;SG
kmet	empeño	kmet	empeño	N;NOM;MASC;SG	N;MASC;SG
kmet	peón	kmet	peón	N;NOM;MASC;SG	N;MASC;SG
kmet	campesino	kmet	campesino	N;NOM;MASC;SG	N;MASC;SG
kmet	agricultor	kmet	agricultor	N;NOM;MASC;SG	N;MASC;SG
kmet	granjero	kmet	granjero	N;NOM;MASC;SG	N;MASC;SG
santiago	santiago	santiaga	santiago	N;NOM;MASC;SG	N;MASC;SG
alpah	alpes	alpah	alpe	N;ESS;FEM;PL	N;MASC;PL
info	info	info	info	N;NOM;MASC;SG	N;FEM;SG
info	información	info	información	N;NOM;MASC;SG	N;FEM;SG
info	informacion	info	informacion	N;NOM;MASC;SG	N;FEM;SG
izdelan	fabricado	izdelan	fabricado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
izdelan	fabricada	izdelan	fabricado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
turnirja	torneo	turnir	torneo	N;NOM;MASC;SG	N;MASC;SG
projekti	proyectos	projekt	proyecto	N;NOM;MASC;PL	N;MASC;PL
projekti	projects	projekt	project	N;NOM;MASC;PL	N
svetišče	santuario	svetišče	santuario	N;NOM;NEUT;SG	N;MASC;SG
svetišče	sien	svetišče	sien	N;NOM;NEUT;SG	N;FEM;SG
svetišče	temple	svetišče	temple	N;NOM;NEUT;SG	N;MASC;SG
svetišče	templo	svetišče	templo	N;NOM;NEUT;SG	N;MASC;SG
svetišče	santuario	svetišče	santuario	N;NOM;NEUT;SG	N;MASC;SG
polotok	península	polotok	península	N;NOM;MASC;SG	N;FEM;SG
zanimiva	interesante	zanimiv	interesante	ADJ;NOM;FEM;SG	ADJ;SG
ram	ram	ram	ram	N;NOM;MASC;SG	N;FEM;SG
ram	rama	ram	rama	N;NOM;MASC;SG	N;FEM;SG
ram	carnero	ram	carnero	N;NOM;MASC;SG	N;MASC;SG
hrana	alimentación	hrana	alimentación	N;NOM;FEM;SG	N;FEM;SG
hrana	alimento	hrana	alimento	N;NOM;FEM;SG	N;MASC;SG
hrana	comida	hrana	comida	N;NOM;FEM;SG	N;FEM;SG
poročena	casada	poročen	casado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
poročena	casado	poročen	casado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
odgovornosti	responsabilidades	odgovornost	responsabilidad	N;GEN;FEM;PL	N;FEM;PL
naslovi	títulos	naslov	título	N;NOM;MASC;PL	N;MASC;PL
naslovi	domicilios	naslov	domicilio	N;NOM;MASC;PL	N;MASC;PL
naslovi	direcciones	naslov	dirección	N;NOM;MASC;PL	N;FEM;PL
živega	vivo	živ	vivo	ADJ;GEN;NEUT;SG	ADJ;MASC;SG
nizke	bajos	nizek	bajo	ADJ;NOM;FEM;PL	ADJ;MASC;PL
modri	azul	moder	azul	ADJ;NOM;DEF;MASC;SG	ADJ;SG
prinaša	trae	prinašati	traer	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ameriko	america	amerika	america	N;ACC;FEM;SG	N;FEM;SG
ameriko	américa	amerika	américa	N;ACC;FEM;SG	N;FEM;SG
upravna	administrativa	upraven	administrativo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
upravna	administrativo	upraven	administrativo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
steno	muralla	stena	muralla	N;ACC;FEM;SG	N;FEM;SG
steno	pared	stena	pared	N;ACC;FEM;SG	N;FEM;SG
steno	muro	stena	muro	N;ACC;FEM;SG	N;MASC;SG
potoval	viajó	potovati	viajar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
potoval	viajó	potovati	viajar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
poškodb	traumatismos	poškodba	traumatismo	N;GEN;FEM;PL	N;MASC;PL
poškodb	lesiones	poškodba	lesión	N;GEN;FEM;PL	N;FEM;PL
poškodb	heridos	poškodba	herido	N;GEN;FEM;PL	N;MASC;PL
poškodb	heridas	poškodba	herida	N;GEN;FEM;PL	N;FEM;PL
razdeljen	distribuido	razdeljen	distribuir	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
razdeljen	repartido	razdeljen	repartido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
razdeljen	distribuida	razdeljen	distribuido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
postajo	estacion	postaja	estacion	N;ACC;FEM;SG	N;FEM;SG
postajo	estación	postaja	estación	N;ACC;FEM;SG	N;FEM;SG
dogovor	acuerdo	dogovor	acuerdo	N;NOM;MASC;SG	N;MASC;SG
dogovor	trato	dogovor	trato	N;NOM;MASC;SG	N;MASC;SG
dogovor	deal	dogovor	deal	N;NOM;MASC;SG	N
dogovor	acuerdo	dogovor	acuerdo	N;NOM;MASC;SG	N;MASC;SG
dogovor	arreglo	dogovor	arreglo	N;NOM;MASC;SG	N;MASC;SG
ličinke	larvas	ličinka	larvo	N;NOM;FEM;PL	N;FEM;PL
ličinke	gusanos	ličinka	gusano	N;NOM;FEM;PL	N;MASC;PL
blok	bloque	blok	bloque	N;NOM;MASC;SG	N;MASC;SG
blok	bloqueo	blok	bloqueo	N;NOM;MASC;SG	N;MASC;SG
blok	cuadra	blok	cuadra	N;NOM;MASC;SG	N;FEM;SG
pogosti	comunes	pogost	común	ADJ;NOM;MASC;PL	ADJ;PL
pogosti	frecuentes	pogost	frecuente	ADJ;NOM;MASC;PL	ADJ;PL
postavitev	disposición	postavitev	disposición	N;NOM;FEM;SG	N;FEM;SG
postavitev	colocación	postavitev	colocación	N;NOM;FEM;SG	N;FEM;SG
postavitev	ubicación	postavitev	ubicación	N;NOM;FEM;SG	N;FEM;SG
modre	azules	moder	azul	ADJ;NOM;FEM;PL	ADJ;PL
pianist	pianista	pianist	pianista	N;NOM;MASC;SG	N;SG
ranjen	herida	ranjen	herido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
ranjen	herido	ranjen	herido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ohranjen	conservado	ohranjen	conservar	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
ohranjen	preservado	ohranjen	preservado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
stike	contactos	stik	contacto	N;ACC;MASC;PL	N;MASC;PL
uporabnika	usuario	uporabnik	usuario	N;ANIM;ACC;MASC;SG	N;MASC;SG
bis	bis	bis	bis		
članice	diputados	članica	diputado	N;NOM;FEM;PL	N;MASC;PL
članice	miembros	članica	miembro	N;NOM;FEM;PL	N;MASC;PL
vod	pelotón	voda	pelotón	N;NOM;MASC;SG	N;MASC;SG
vod	squad	voda	squad	N;NOM;MASC;SG	N
vod	escuadra	voda	escuadra	N;NOM;MASC;SG	N;FEM;SG
vod	escuadrón	voda	escuadrón	N;NOM;MASC;SG	N;MASC;SG
vod	pelotón	voda	pelotón	N;NOM;MASC;SG	N;MASC;SG
uradnik	escribano	uradnik	escribano	N;NOM;MASC;SG	N;MASC;SG
uradnik	funcionario	uradnik	funcionario	N;NOM;MASC;SG	N;MASC;SG
uradnik	official	uradnik	official	N;NOM;MASC;SG	N
uradnik	funcionaria	uradnik	funcionaria	N;NOM;MASC;SG	N;FEM;SG
lastniki	propietarios	lastnik	propietario	N;NOM;MASC;PL	N;MASC;PL
lastniki	dueños	lastnik	dueño	N;NOM;MASC;PL	N;MASC;PL
obsojen	condenado	obsojen	condenado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
obsojen	sentenciado	obsojen	sentenciar	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
obsojen	condenado	obsojen	condenado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
obsojen	condenado	obsojen	condenado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
obsojen	condenada	obsojen	condenado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
lastni	propios	lasten	propio	ADJ;NOM;MASC;PL	ADJ;MASC;PL
lastni	propias	lasten	propio	ADJ;NOM;MASC;PL	ADJ;FEM;PL
atomi	átomos	atom	átomo	N;NOM;MASC;PL	N;MASC;PL
log	tronco	log	tronco	N;NOM;MASC;SG	N;MASC;SG
log	bitácora	log	bitácora	N;NOM;MASC;SG	N;FEM;SG
mladost	juventud	mladost	juventud	N;NOM;FEM;SG	N;FEM;SG
začetni	inicial	začeten	inicial	ADJ;NOM;DEF;MASC;SG	ADJ;SG
poklic	profesión	poklic	profesión	N;NOM;MASC;SG	N;FEM;SG
poklic	ocupación	poklic	ocupación	N;NOM;MASC;SG	N;FEM;SG
poklic	profesión	poklic	profesión	N;NOM;MASC;SG	N;FEM;SG
vlog	yacimientos	vloga	yacimiento	N;GEN;FEM;PL	N;MASC;PL
vlog	depósitos	vloga	depósito	N;GEN;FEM;PL	N;MASC;PL
vlog	papeles	vloga	papel	N;GEN;FEM;PL	N;MASC;PL
vlog	roles	vloga	rol	N;GEN;FEM;PL	N;MASC;PL
pokopališče	cementerio	pokopališče	cementerio	N;NOM;NEUT;SG	N;MASC;SG
pokopališče	cementerio	pokopališče	cementerio	N;NOM;NEUT;SG	N;MASC;SG
koroška	carintia	koroški	carintia	ADJ;NOM;FEM;SG	ADJ;SG
šesto	sexto	šesti	sexto	ADJ;ACC;NEUT;SG	ADJ;MASC;SG
šesto	sexta	šesti	sexto	ADJ;ACC;NEUT;SG	ADJ;FEM;SG
steber	pilar	steber	pilar	N;NOM;MASC;SG	N;SG
lega	posicion	leg	posicion	N;NOM;FEM;SG	N;FEM;SG
lega	posición	leg	posición	N;NOM;FEM;SG	N;FEM;SG
turistično	turístico	turističen	turístico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
turistično	turística	turističen	turístico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
kode	códigos	koda	código	N;NOM;FEM;PL	N;MASC;PL
reakcijo	reacción	reakcija	reacción	N;ACC;FEM;SG	N;FEM;SG
zamisel	idea	zamisel	idea	N;NOM;FEM;SG	N;FEM;SG
jak	yak	jak	yak	N;NOM;MASC;SG	N;MASC;SG
izguba	pérdida	izguba	pérdida	N;NOM;FEM;SG	N;FEM;SG
avto	coche	avto	coche	N;NOM;MASC;SG	N;MASC;SG
avto	automóvil	avto	automóvil	N;NOM;MASC;SG	N;MASC;SG
avto	carro	avto	carro	N;NOM;MASC;SG	N;MASC;SG
avto	auto	avto	auto	N;NOM;MASC;SG	N;MASC;SG
cross	cruz	cross	cruz	N;NOM;MASC;SG	N;FEM;SG
cross	cross	cross	cross	N;NOM;MASC;SG	N
cross	cruce	cross	cruce	N;NOM;MASC;SG	N;MASC;SG
narejen	hecha	narejen	hecho	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
narejen	hecho	narejen	hecho	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
golob	paloma	golob	paloma	N;NOM;MASC;SG	N;FEM;SG
golob	palomo	golob	palomo	N;NOM;MASC;SG	N;MASC;SG
golob	paloma	golob	paloma	N;NOM;MASC;SG	N;FEM;SG
vesolju	universo	vesolje	universo	N;DAT;NEUT;SG	N;MASC;SG
alkohola	alcohol	alkohol	alcohol	N;GEN;MASC;SG	N;MASC;SG
plod	feto	plod	feto	N;NOM;MASC;SG	N;MASC;SG
bogov	dioses	bog	dios	N;GEN;MASC;PL	N;MASC;PL
usd	usd	usda	usd	N;NOM;MASC;SG	N;MASC;SG
vek	párpado	veka	párpado	N;NOM;MASC;SG	N;MASC;SG
preživetje	supervivencia	preživetje	supervivencia	N;NOM;NEUT;SG	N;FEM;SG
preživetje	sobrevivencia	preživetje	sobrevivencia	N;NOM;NEUT;SG	N;FEM;SG
vrhovnega	supremo	vrhoven	supremo	ADJ;GEN;NEUT;SG	ADJ;MASC;SG
latns	latns	latns	latn		
opazovanja	observaciones	opazovanje	observación	N;NOM;NEUT;PL	N;FEM;PL
prireditve	eventos	prireditev	evento	N;NOM;FEM;PL	N;MASC;PL
prireditve	acontecimientos	prireditev	acontecimiento	N;NOM;FEM;PL	N;MASC;PL
podmornico	submarino	podmornica	submarino	N;ACC;FEM;SG	N;MASC;SG
