על	について	על	について	ADP	ADP
רעב	空腹	רעב	空腹	N;MASC;SG	N
רעב	空腹	רעב	空腹	N;MASC;SG	N
מסוכן	危険	מסוכן	危険	ADJ;MASC;SG	ADJ
לקוח	顧客	לקוח	顧客	N;MASC;SG	N
לקוח	クライアント	לקוח	クライアント	N;MASC;SG	N
המסה	ミサ	המסה	ミサ	N;FEM;SG	N
המסה	質量	המסה	質量	N;FEM;SG	N
סיביות	ビット	סיביות	ビット	N;FEM;PL	N
סיביות	ビット	סיביות	ビット	N;FEM;PL	N
זורם	流れる	זרם	流れる	V;MASC;SG;V.PTCP;ACT	V
טיעון	論証	טיעון	論証	N;MASC;SG	N
הושלם	完備	הושלם	完備	V;MASC;SG;3;PST;PASS	V
טמפרטורה	気温	טמפרטורה	気温	N;FEM;SG	N
טמפרטורה	温度	טמפרטורה	温度	N;FEM;SG	N
עכבר	マウス	עכבר	マウス	N;MASC;SG	N
עכבר	ねずみ	עכבר	ねずみ	N;MASC;SG	N
עכבר	マウス	עכבר	マウス	N;MASC;SG	N
טיוטה	ドラフト	טיוטה	ドラフト	N;FEM;SG	N
טיוטה	下書き	טיוטה	下書き	N;FEM;SG	N
דיג	釣り	דיג	釣り	N;MASC;SG	N
דיג	魚釣り	דיג	魚釣り	N;MASC;SG	N
חופשיים	自由	חופשי	自由	ADJ;MASC;PL	ADJ
להשמיד	破壊	השמיד	破壊	V;NFIN;ACT	V
שותפים	パートナー	שותף	パートナー	N;MASC;PL	N
הליכה	ウォーキング	הליכה	ウォーキング	N;FEM;SG	N
הליכה	歩行	הליכה	歩行	N;FEM;SG	N
הליכה	ハイキング	הליכה	ハイキング	N;FEM;SG	N
הליכה	ウォーク	הליכה	ウォーク	N;FEM;SG	N
הליכה	歩行	הליכה	歩行	N;FEM;SG	N
הליכה	徒歩	הליכה	徒歩	N;FEM;SG	N
כתובה	筆記	כתוב	筆記	N;FEM;SG	N
חימוש	軍備	חימוש	軍備	N;MASC;SG	N
ממד	ディメンション	ממד	ディメンション	N;MASC;SG	N
ממד	次元	ממד	次元	N;MASC;SG	N
ממד	寸法	ממד	寸法	N;MASC;SG	N
איטי	遅い	איטי	遅い	ADJ;MASC;SG	ADJ
תלבושת	コスチューム	תלבושת	コスチューム	N;FEM;SG	N
תלבושת	仮装	תלבושת	仮装	N;FEM;SG	N
תלבושת	衣装	תלבושת	衣装	N;FEM;SG	N
תלבושת	装束	תלבושת	装束	N;FEM;SG	N
תלבושת	服飾	תלבושת	服飾	N;FEM;SG	N
תלבושת	服装	תלבושת	服装	N;FEM;SG	N
תלבושת	衣装	תלבושת	衣装	N;FEM;SG	N
תסריט	脚本	תסריט	脚本	N;MASC;SG	N
תסריט	脚本	תסריט	脚本	N;MASC;SG	N
תסריט	スクリプト	תסריט	スクリプト	N;MASC;SG	N
אלכוהול	アルコール	אלכוהול	アルコール	N;MASC;SG	N
סידור	編曲	סידור	編曲	N;MASC;SG	N
תיירים	ツーリスト	תייר	ツーリスト	N;MASC;PL	N
תיירים	ツーリスト	תייר	ツーリスト	N;MASC;PL	N
תיירים	観光	תייר	観光	N;MASC;PL	N
בטיחות	セーフティ	בטיחות	セーフティ	N;FEM;SG	N
עיקרון	原理	עיקרון	原理	N;MASC;SG	N
מחליף	切り替え	החליף	切り替える	V;MASC;SG;V.PTCP;ACT	V
כבישים	道路	כביש	道路	N;MASC;PL	N
תקדים	先例	תקדים	先例	N;MASC;SG	N
תקדים	判例	תקדים	判例	N;MASC;SG	N
ביטויים	フレーズ	ביטוי	フレーズ	N;MASC;PL	N
בניינים	建物	בניין	建物	N;MASC;PL	N
בניינים	建築物	בניין	建築物	N;MASC;PL	N
אדומה	赤色	אדום	赤色	N;FEM;SG	N
אדומה	レッド	אדום	レッド	N;FEM;SG	N
תחתית	ボトム	תחתית	ボトム	N;FEM;SG	N
גליל	円柱	גליל	円柱	N;MASC;SG	N
גליל	シリンダー	גליל	シリンダー	N;MASC;SG	N
התפלגות	配当	התפלגות	配当	N;FEM;SG	N
יקר	貴重	יקר	貴重	ADJ;MASC;SG	ADJ
יקר	高い	יקר	高い	ADJ;MASC;SG	ADJ
יקר	高額	יקר	高額	ADJ;MASC;SG	ADJ
רצועות	トラック	רצועה	トラック	N;FEM;PL	N
תאגיד	コーポレーション	תאגיד	コーポレーション	N;MASC;SG	N
הצהריים	正午	הצהריים	正午	N;MASC;DU	N
כיתות	教室	כיתות	教室	N;FEM;PL	N
כיתות	クラス	כיתות	クラス	N;FEM;PL	N
בגדים	被服	בגד	被服	N;MASC;PL	N
בגדים	被服	בגד	被服	N;MASC;PL	N
בגדים	洋服	בגד	洋服	N;MASC;PL	N
חגיגות	お	חגיגה	お	N;FEM;PL	N
חלבון	タンパク	חלבון	タンパク	N;MASC;SG	N
חלבון	たんぱく	חלבון	たんぱく	N;MASC;SG	N
פנטזיה	ファンタジー	פנטזיה	ファンタジー	N;FEM;SG	N
שריפה	火事	שריף	火事	N;FEM;SG	N
שריפה	ファイア	שריף	ファイア	N;FEM;SG	N
שריפה	火災	שריף	火災	N;FEM;SG	N
הקושי	困難	הקושי	困難	ADJ;MASC;SG	ADJ
תלויים	依存	תלוי	依存	V;MASC;PL;V.PTCP;ACT	V
חזקות	強い	חזק	強い	ADJ;FEM;PL	ADJ
חזקות	濃い	חזק	濃い	ADJ;FEM;PL	ADJ
יתרונות	福利	יתרון	福利	N;MASC;PL	N
יתרונות	利点	יתרון	利点	N;MASC;PL	N
יתרונות	長所	יתרון	長所	N;MASC;PL	N
עניינים	事項	עניין	事項	N;MASC;PL	N
היציאה	出口	היציא	出口	N;FEM;SG	N
פלדה	スチール	פלד	スチール	N;FEM;SG	N
פלדה	鋼鉄	פלד	鋼鉄	N;FEM;SG	N
הפסיקה	支配	הפסיק	支配	V;FEM;SG;3;PST;ACT	V
הפסיקה	裁定	הפסיק	裁定	V;FEM;SG;3;PST;ACT	V
אמני	芸術家	אמן	芸術家	N;PSSD;MASC;PL	N
אמני	アーティスト	אמן	アーティスト	N;PSSD;MASC;PL	N
חלש	弱い	חלש	弱い	ADJ;MASC;SG	ADJ
תעודות	証明	תעודה	証明	N;FEM;PL	N
ספריה	図書館	ספריה	図書館	N;FEM;SG	N
ספריה	ライブラリ	ספריה	ライブラリ	N;FEM;SG	N
עצמים	オブジェクト	עצם	オブジェクト	N;MASC;PL	N
חסימה	ブロッキング	חסימה	ブロッキング	N;FEM;SG	N
חסימה	ブロック	חסימה	ブロック	N;FEM;SG	N
דיור	住居	דיור	住居	N;MASC;SG	N
דיור	住宅	דיור	住宅	N;MASC;SG	N
רעש	ノイズ	רעש	ノイズ	N;MASC;SG	N
רעש	騒音	רעש	騒音	N;MASC;SG	N
המיקום	所在	המיקום	所在	N;MASC;SG	N
המיקום	ロケーション	המיקום	ロケーション	N;MASC;SG	N
המיקום	場所	המיקום	場所	N;MASC;SG	N
פריטים	アイテム	פריט	アイテム	N;MASC;PL	N
פריטים	品物	פריט	品物	N;MASC;PL	N
תרבויות	文明	תרבות	文明	N;FEM;PL	N
פרלמנט	議会	פרלמנט	議会	N;MASC;SG	N
פרלמנט	国会	פרלמנט	国会	N;MASC;SG	N
לאשר	確認	אישר	確認	V;NFIN;ACT	V
לאשר	承認	אישר	承認	V;NFIN;ACT	V
סגירת	閉会	סגירה	閉会	N;PSSD;FEM;SG	N
תעמולה	プロパガンダ	תעמולה	プロパガンダ	N;FEM;SG	N
הרבייה	生殖	הרבייה	生殖	N;FEM;SG	N
הרבייה	生殖	הרבייה	生殖	N;FEM;SG	N
מערות	洞窟	מערה	洞窟	N;FEM;PL	N
ריח	香り	ריח	香り	N;MASC;SG	N
ריח	匂い	ריח	匂い	N;MASC;SG	N
חשב	思考	חשב	思考	N;MASC;SG	N
מוזיאונים	美術館	מוזיאון	美術館	N;MASC;PL	N
מוזיאונים	博物館	מוזיאון	博物館	N;MASC;PL	N
כבשה	ヒツジ	כבש	ヒツジ	N;FEM;SG	N
פרסומים	出版物	פרסום	出版物	N;MASC;PL	N
שורשים	ルーツ	שורש	ルーツ	N;MASC;PL	N
חוב	債務	חוב	債務	N;MASC;SG	N
מפעלים	工場	מפעל	工場	N;MASC;PL	N
יוצרו	製造	הוצר	製造	V;PL;3;PST;PASS	V
עצמאיים	独立	עצמאי	独立	ADJ;MASC;PL	ADJ
ההכרזה	お	ההכרזה	お	N;FEM;SG	N
פציעה	外傷	פציעה	外傷	N;FEM;SG	N
צירוף	コンビネーション	צירוף	コンビネーション	N;MASC;SG	N
סיסמה	パスワード	סיסמה	パスワード	N;FEM;SG	N
לצייר	引き分け	צייר	引き分け	V;NFIN;ACT	V
סל	バスケット	סל	バスケット	N;MASC;SG	N
סל	かご	סל	かご	N;MASC;SG	N
בידור	エンターテイメント	בידור	エンターテイメント	N;MASC;SG	N
בידור	エンターテインメント	בידור	エンターテインメント	N;MASC;SG	N
תיקו	ネクタイ	תיקו	ネクタイ	N;MASC;SG	N
תיקו	ドロー	תיקו	ドロー	N;MASC;SG	N
הספק	サプライヤー	הספק	サプライヤー	N;MASC;SG	N
הספק	ベンダー	הספק	ベンダー	N;MASC;SG	N
עלילה	プロット	עלילה	プロット	N;FEM;SG	N
עלילה	ストーリー	עלילה	ストーリー	N;FEM;SG	N
עלילה	物語	עלילה	物語	N;FEM;SG	N
תצלום	写真	תצלום	写真	N;MASC;SG	N
ארבעים	四十	ארבעים	四十	NUM;SG	NUM
מציינים	観測	ציין	観測	V;MASC;PL;V.PTCP;ACT	V
התגלתה	出土	התגלה	出土	V;FEM;SG;3;PST	V
כפרים	村落	כפר	村落	N;MASC;PL	N
מידות	サイズ	מידה	サイズ	N;FEM;PL	N
מידות	寸法	מידה	寸法	N;FEM;PL	N
מידות	サイズ	מידה	サイズ	N;FEM;PL	N
שוטר	役員	שוטר	役員	N;MASC;SG	N
שוטר	巡査	שוטר	巡査	N;MASC;SG	N
קלפים	カード	קלף	カード	N;MASC;PL	N
מניעה	予防	מניעה	予防	N;FEM;SG	N
מניעה	防止	מניעה	防止	N;FEM;SG	N
סוחרים	商人	סוחר	商人	N;MASC;PL	N
גלגלים	ホイール	גלגל	ホイール	N;MASC;PL	N
גלגלים	車輪	גלגל	車輪	N;MASC;PL	N
אפליה	差別	אפליה	差別	N;FEM;SG	N
כתובים	筆記	כתוב	筆記	N;MASC;PL	N
נהרסו	破壊	נהרס	破壊	V;PL;3;PST;MID	V
פקודה	コマンド	פקודה	コマンド	N;FEM;SG	N
פקודה	オーダー	פקודה	オーダー	N;FEM;SG	N
פקודה	オーダー	פקודה	オーダー	N;FEM;SG	N
מוערך	推定	הוערך	推定	V;MASC;SG;V.PTCP;PASS	V
חשד	疑惑	חשד	疑惑	N;MASC;SG	N
חשד	断崖	חשד	断崖	N;MASC;SG	N
משיכה	アトラクション	משיכה	アトラクション	N;FEM;SG	N
קדושים	聖徒	קדוש	聖徒	N;MASC;PL	N
נגישות	アクセシビリティ	נגישה	アクセシビリティ	N;FEM;SG	N
משוואות	方程式	משוואה	方程式	N;FEM;PL	N
גבעה	ヒル	גבעה	ヒル	N;FEM;SG	N
דיווחים	レポート	דיווח	レポート	N;MASC;PL	N
מגמה	トレンド	מגמה	トレンド	N;FEM;SG	N
להכריז	アナウンス	הכריז	アナウンス	V;NFIN;ACT	V
מרגיש	感じる	הרגיש	感じる	V;MASC;SG;V.PTCP;ACT	V
סוד	秘密	סוד	秘密		
סוד	秘密	סוד	秘密		
דלת	ドア	דלת	ドア	N;FEM;SG	N
חמים	あったかい	חם	あったかい	ADJ;MASC;PL	ADJ
חמים	暖かい	חם	暖かい	ADJ;MASC;PL	ADJ
חמים	温かい	חם	温かい	ADJ;MASC;PL	ADJ
העדר	群れ	העדר	群れ	N;MASC;SG	N
סולם	ラダー	סולם	ラダー	N;MASC;SG	N
סולם	梯子	סולם	梯子	N;MASC;SG	N
בגרות	満期	בגרות	満期	N;FEM;SG	N
זרימה	フロー	זרימה	フロー	N;FEM;SG	N
ליווי	伴奏	ליווי	伴奏	N;MASC;SG	N
מודה	感謝	הודה	感謝	V;MASC;SG;V.PTCP;ACT	V
מודה	認める	הודה	認める	V;MASC;SG;V.PTCP;ACT	V
ריצה	ランニング	ריצה	ランニング	N;FEM;SG	N
ריצה	ラン	ריצה	ラン	N;FEM;SG	N
ריצה	ジョギング	ריצה	ジョギング	N;FEM;SG	N
לחדור	貫通	חדר	貫通	V;NFIN;ACT	V
מסקנות	結論	מסקנה	結論	N;FEM;PL	N
מהומות	暴動	מהומה	暴動	N;FEM;PL	N
מהומות	暴動	מהומה	暴動	N;FEM;PL	N
מהומות	暴動	מהומה	暴動	N;FEM;PL	N
לקוחות	クライアント	לקוח	クライアント	N;MASC;PL	N
יבשה	ドライ	יבשה	ドライ	N;FEM;SG	N
נכנסים	受信	נכנס	受信	V;MASC;PL;V.PTCP;MID	V
ממליץ	すすめる	המליץ	すすめる	V;MASC;SG;V.PTCP;ACT	V
ממליץ	薦める	המליץ	薦める	V;MASC;SG;V.PTCP;ACT	V
הרצאה	教本	הרצאה	教本	N;FEM;SG	N
יפנים	日本人	יפנים	日本人	N;MASC;PL	N
יפנים	ジャパニーズ	יפנים	ジャパニーズ	N;MASC;PL	N
יפנים	日本語	יפנים	日本語	N;MASC;PL	N
אבדות	損失	אבדה	損失	N;FEM;PL	N
הבקשה	リクエスト	הבקשה	リクエスト	N;FEM;SG	N
נוחה	便利	נוח	便利	ADJ;FEM;SG	ADJ
נוחה	快適	נוח	快適	ADJ;FEM;SG	ADJ
נוחה	快適	נוח	快適	ADJ;FEM;SG	ADJ
נופל	落下	נפל	落下	V;MASC;SG;V.PTCP;ACT	V
דיכוי	弾圧	דיכוי	弾圧	N;MASC;SG	N
דיכוי	弾圧	דיכוי	弾圧	N;MASC;SG	N
דיכוי	弾圧	דיכוי	弾圧	N;MASC;SG	N
להסתיר	隠す	הסתיר	隠す	V;NFIN;ACT	V
תעלות	運河	תעלה	運河	N;FEM;PL	N
תעלות	トンネル	תעלה	トンネル	N;FEM;PL	N
נדחה	却下	נדחה	却下	V;MASC;SG;3;PST;MID	V
נדחה	辞退	נדחה	辞退	V;MASC;SG;3;PST;MID	V
עדין	穏やか	עדין	穏やか	ADJ;MASC;SG	ADJ
עדין	優しい	עדין	優しい	ADJ;MASC;SG	ADJ
עדין	柔らかい	עדין	柔らかい	ADJ;MASC;SG	ADJ
עדין	微妙	עדין	微妙	ADJ;MASC;SG	ADJ
שכנה	隣人	שכן	隣人	N;FEM;SG	N
שכנה	隣人	שכן	隣人	N;FEM;SG	N
שכנה	近所	שכן	近所	N;FEM;SG	N
שיתף	共有	שיתף	共有	V;MASC;SG;3;PST;ACT	V
כיפה	ドーム	כיפה	ドーム	N;FEM;SG	N
דירות	アパート	דירה	アパート	N;FEM;PL	N
רוחני	スピリチュアル	רוחני	スピリチュアル	N;MASC;PL	N
שולח	送信	שולח	送信	V;MASC;SG;V.PTCP;ACT	V
נמחק	削除	נמחק	削除	V;MASC;SG;3;PST;MID	V
שגיאה	エラー	שגיאה	エラー	N;FEM;SG	N
לומד	勉強	למד	勉強	V;MASC;SG;V.PTCP;ACT	V
לומד	学習	למד	学習	V;MASC;SG;V.PTCP;ACT	V
קורסים	コース	קורס	コース	N;MASC;PL	N
קורסים	クラス	קורס	クラス	N;MASC;PL	N
ירקות	野菜	ירק	野菜	N;MASC;PL	N
ירקות	野菜	ירק	野菜	N;MASC;PL	N
ירקות	野菜	ירק	野菜	N;MASC;PL	N
תחמושת	弾薬	תחמושת	弾薬	N;FEM;SG	N
תחמושת	弾薬	תחמושת	弾薬	N;FEM;SG	N
הכירו	会う	הכיר	会う	V;PL;3;PST;ACT	V
יציבה	姿勢	יציב	姿勢	N;FEM;SG	N
חושבת	考え	חשב	考える	V;FEM;SG;V.PTCP;ACT	V
רגישות	感度	רגישות	感度	N;FEM;SG	N
רגישות	感受	רגישות	感受	N;FEM;SG	N
משרדים	オフィス	משרד	オフィス	N;MASC;PL	N
חוברות	パンフレット	חוברת	パンフレット	N;FEM;PL	N
חוברות	パンフレット	חוברת	パンフレット	N;FEM;PL	N
עימות	紛争	עימות	紛争	N;FEM;SG	N
עימות	コンフリクト	עימות	コンフリクト	N;FEM;SG	N
עימות	ディベート	עימות	ディベート	N;FEM;SG	N
קטלוג	カタログ	קטלוג	カタログ	N;MASC;SG	N
קטלוג	カタログ	קטלוג	カタログ	N;MASC;SG	N
אונס	レイプ	אונס	レイプ	N;MASC;SG	N
להרוס	破壊	הרס	破壊	V;NFIN;ACT	V
להפחית	減らす	הפחית	減らす	V;NFIN;ACT	V
להפחית	減らす	הפחית	減らす	V;NFIN;ACT	V
התקבלו	受け取り	התקבל	受け取る	V;PL;3;PST	V
התקבלו	受信	התקבל	受信	V;PL;3;PST	V
לממש	利用	מימש	利用	V;NFIN;ACT	V
לחיצה	クリック	לחיצה	クリック	N;FEM;SG	N
מיפוי	写像	מיפוי	写像	N;MASC;SG	N
מיפוי	マッピング	מיפוי	マッピング	N;MASC;SG	N
להשוות	比較	השווה	比較	V;NFIN;ACT	V
מחלוקות	紛争	מחלוקת	紛争	N;FEM;PL	N
הרשאות	権限	הרשאה	権限	N;FEM;PL	N
פיזי	フィジカル	פיזי	フィジカル	N;MASC;SG	N
פיזי	物理	פיזי	物理	N;MASC;SG	N
החתימה	署名	החתים	署名	V;FEM;SG;3;PST;ACT	V
השלמה	竣工	השלמה	竣工	N;FEM;SG	N
תאומים	双子	תא	双子	N;MASC;PL	N
טורפדו	魚雷	טורפדו	魚雷	N;MASC;SG	N
טורפדו	魚雷	טורפדו	魚雷	N;MASC;SG	N
סוגיות	問題	סוגיות	問題	N;FEM;PL	N
כינור	ヴァイオリン	כינור	ヴァイオリン	N;MASC;SG	N
כינור	バイオリン	כינור	バイオリン	N;MASC;SG	N
סירבה	辞退	סירב	辞退	V;FEM;SG;3;PST;ACT	V
סירבה	拒否	סירב	拒否	V;FEM;SG;3;PST;ACT	V
מנצחת	勝利	ניצח	勝利	V;FEM;SG;V.PTCP;ACT	V
מנצחת	優勝	ניצח	優勝	V;FEM;SG;V.PTCP;ACT	V
מנצחת	勝利	ניצח	勝利	V;FEM;SG;V.PTCP;ACT	V
ניתנו	与え	ניתן	与える	V;PL;3;PST;MID	V
מודלים	モデル	מודל	モデル	N;MASC;PL	N
בוחרים	有権	בוחר	有権	N;MASC;PL	N
מתרגם	インタプリタ	מתרגם	インタプリタ	N;MASC;SG	N
מנהיגות	リーダーシップ	מנהיגות	リーダーシップ	N;FEM;SG	N
נכסים	プロパティ	נכס	プロパティ	N;MASC;PL	N
נכסים	属性	נכס	属性	N;MASC;PL	N
נכסים	アセット	נכס	アセット	N;MASC;PL	N
נכסים	資産	נכס	資産	N;MASC;PL	N
מסורות	伝統	מסור	伝統	N;FEM;PL	N
כוונת	光景	כוונה	光景	N;FEM;SG	N
כוונת	範囲	כוונה	範囲	N;FEM;SG	N
כוונת	スコープ	כוונה	スコープ	N;FEM;SG	N
אסטרטגיה	戦略	אסטרטגיה	戦略	N;FEM;SG	N
סטודנט	生徒	סטודנט	生徒	N;MASC;SG	N
סטודנט	学生	סטודנט	学生	N;MASC;SG	N
מחייבת	拘束	חייב	拘束	V;FEM;SG;V.PTCP;ACT	V
משקאות	飲み物	משקה	飲み物	N;MASC;PL	N
משקאות	飲料	משקה	飲料	N;MASC;PL	N
משקאות	飲み物	משקה	飲み物	N;MASC;PL	N
משקאות	飲物	משקה	飲物	N;MASC;PL	N
משקאות	飲み物	משקה	飲み物	N;MASC;PL	N
משקאות	ドリンク	משקה	ドリンク	N;MASC;PL	N
חטיבות	連隊	חטיבה	連隊	N;FEM;PL	N
המלצות	参考	המלצה	参考	N;FEM;PL	N
המלצות	おすすめ	המלצה	おすすめ	N;FEM;PL	N
זרימת	フロー	זרימה	フロー	N;FEM;SG	N
ביצועים	パフォーマンス	ביצוע	パフォーマンス	N;MASC;PL	N
ביצועים	性能	ביצוע	性能	N;MASC;PL	N
ציפורים	鳥類	ציפור	鳥類	N;MASC;PL	N
נסיבות	状況	נסיבה	状況	N;FEM;PL	N
נסיבות	状況	נסיבה	状況	N;FEM;PL	N
נסיבות	事情	נסיבה	事情	N;FEM;PL	N
נסיבות	情状	נסיבה	情状	N;FEM;PL	N
סירות	ボート	סירה	ボート	N;FEM;PL	N
שיפוץ	リフォーム	שיפוץ	リフォーム	N;MASC;SG	N
שיפוץ	リフォーム	שיפוץ	リフォーム	N;MASC;SG	N
תינוקות	赤ちゃん	תינוק	赤ちゃん	N;FEM;PL	N
פגישה	任用	פגישה	任用	N;FEM;SG	N
פגישה	ミーティング	פגישה	ミーティング	N;FEM;SG	N
פגישה	会議	פגישה	会議	N;FEM;SG	N
פיצויים	報酬	פיצוי	報酬	N;MASC;PL	N
פיצויים	ダメージ	פיצוי	ダメージ	N;MASC;PL	N
פיצויים	損害賠償	פיצוי	損害賠償	N;MASC;PL	N
חיבורים	随筆	חיבור	随筆	N;MASC;PL	N
חיבורים	エッセイ	חיבור	エッセイ	N;MASC;PL	N
פינת	コーナー	פינה	コーナー	N;FEM;SG	N
ממלכה	王国	ממלכה	王国	N;FEM;SG	N
חידושים	イノベーション	חידוש	イノベーション	N;MASC;PL	N
עידוד	チアリーダー	עידוד	チアリーダー	N;MASC;SG	N
מהות	エッセンス	מהות	エッセンス	N;FEM;SG	N
מהות	本質	מהות	本質	N;FEM;SG	N
אוהבת	愛する	אהב	愛する	V;FEM;SG;V.PTCP;ACT	V
מסרב	拒否	סירב	拒否	V;MASC;SG;V.PTCP;ACT	V
מתכות	メタル	מתכת	メタル	N;FEM;PL	N
מתכות	金属	מתכת	金属	N;FEM;PL	N
מתכות	金属	מתכת	金属	N;FEM;PL	N
סנטימטרים	センチメートル	סנטימטר	センチメートル	N;MASC;PL	N
סנטימטרים	センチメートル	סנטימטר	センチメートル	N;MASC;PL	N
סנטימטרים	インチ	סנטימטר	インチ	N;MASC;PL	N
קלידים	キーボード	קליד	キーボード	N;MASC;PL	N
שולי	マイナー	שול	マイナー		
מתקנים	施設	תיקן	施設	N;MASC;PL	N
מתקנים	設備	תיקן	設備	N;MASC;PL	N
פופולריות	人気	פופולריות	人気	N;FEM;SG	N
פופולריות	人気	פופולריות	人気	N;FEM;SG	N
פופולריות	トレンド	פופולריות	トレンド	N;FEM;SG	N
חריג	珍しい	חריג	珍しい	ADJ;MASC;SG	ADJ
חריג	異常	חריג	異常	ADJ;MASC;SG	ADJ
להתעלם	無視	התעלם	無視	V;NFIN	V
ענה	回答	ענה	回答	V;MASC;SG;3;PST;ACT	V
ענה	答え	ענה	答える	V;MASC;SG;3;PST;ACT	V
ענה	答弁	ענה	答弁	V;MASC;SG;3;PST;ACT	V
תאורה	照明	תאורה	照明	N;FEM;SG	N
יתומים	孤児	יתום	孤児	N;MASC;PL	N
לשבור	休憩	שבר	休憩	V;NFIN;ACT	V
לשבור	区切り	שבר	区切り	V;NFIN;ACT	V
תרכובות	化合物	תרכובה	化合物	N;FEM;PL	N
מכריע	圧倒的	מכריע	圧倒的	ADJ;MASC;SG	ADJ
מחשבות	思考	מחשבה	思考	N;FEM;PL	N
טקסי	タクシー	טקס	タクシー	N;PSSD;MASC;PL	N
זכרים	オス	זכר	オス	N;MASC;PL	N
מחכה	待ち	חיכה	待つ	V;MASC;SG;V.PTCP;ACT	V
שלחו	送信	שלח	送信	V;PL;3;PST	V
שלחו	送る	שלח	送る	V;PL;3;PST	V
הצלה	レスキュー	הצלה	レスキュー	N;FEM;SG	N
המיועדים	朝貢	המיועד	朝貢	N;MASC;PL	N
גישות	態度	גישה	態度	N;FEM;PL	N
תאונות	事故	תאונה	事故	N;FEM;PL	N
מסרים	メッセージ	מסר	メッセージ	N;MASC;PL	N
סיפון	甲板	סיפון	甲板	N;MASC;SG	N
סיפון	デッキ	סיפון	デッキ	N;MASC;SG	N
כותבת	執筆	כתב	執筆	V;FEM;SG;V.PTCP;ACT	V
כותבת	書き込み	כתב	書き込み	V;FEM;SG;V.PTCP;ACT	V
הנאה	楽しみ	הנאה	楽しみ	N;FEM;SG	N
הנאה	快感	הנאה	快感	N;FEM;SG	N
קיצוניים	過激	קיצוני	過激	ADJ;MASC;PL	ADJ
נערים	男	נער	男	N;MASC;PL	N
הדוק	きつい	הדוק	きつい	ADJ;MASC;SG	ADJ
פרוטוקול	議定	פרוטוקול	議定	N;MASC;SG	N
פרוטוקול	プロトコル	פרוטוקול	プロトコル	N;MASC;SG	N
פרסומת	コマーシャル	פרסומת	コマーシャル	N;FEM;SG	N
פרסומת	商業	פרסומת	商業	N;FEM;SG	N
פרסומת	広告	פרסומת	広告	N;FEM;SG	N
סערה	ストーム	סערה	ストーム	N;FEM;SG	N
מנגן	マンガン	מנגן	マンガン	N;MASC;SG	N
מנצחים	勝者	מנצח	勝者	N;MASC;PL	N
הומור	ユーモア	הומור	ユーモア	N;MASC;SG	N
הומור	ユーモア	הומור	ユーモア	N;MASC;SG	N
אשראי	クレジット	אשראי	クレジット	N;MASC;SG	N
זרמים	ストリーム	זרם	ストリーム	N;MASC;PL	N
גדודים	コホート	גדוד	コホート	N;MASC;PL	N
רווחה	福祉	רווחה	福祉	N;FEM;SG	N
חסידים	フォロワー	חסיד	フォロワー	N;MASC;PL	N
חסידים	弟子	חסיד	弟子	N;MASC;PL	N
נשימה	ブレス	נשימה	ブレス	N;FEM;SG	N
בטוחה	安全	בטוח	安全	ADJ;FEM;SG	ADJ
קונצרטים	コンサート	קונצרט	コンサート	N;MASC;PL	N
העמדה	ポジション	העמדה	ポジション	N;FEM;SG	N
העמדה	役職	העמדה	役職	N;FEM;SG	N
מסעדות	レストラン	מסעדה	レストラン	N;FEM;PL	N
סודי	機密	סודי	機密	N;MASC;SG	N
סודי	内密	סודי	内密	N;MASC;SG	N
עדים	証人	עד	証人	N;MASC;PL	N
עדים	証人	עד	証人	N;MASC;PL	N
כיס	ポケット	כיס	ポケット	N;MASC;SG	N
מנהרות	トンネル	מנהרה	トンネル	N;FEM;PL	N
ערובה	人質	ערובה	人質	N;FEM;SG	N
ערובה	保証	ערובה	保証	N;FEM;SG	N
ערובה	保証	ערובה	保証	N;FEM;SG	N
אוריינות	博学	אוריינות	博学	N;FEM;SG	N
אוריינות	識字	אוריינות	識字	N;FEM;SG	N
פשוטות	シンプル	פשוט	シンプル	ADJ;FEM;PL	ADJ
פשוטות	簡単	פשוט	簡単	ADJ;FEM;PL	ADJ
פשוטות	単純	פשוט	単純	ADJ;FEM;PL	ADJ
אורחים	ビジター	אורח	ビジター	N;MASC;PL	N
איומים	脅威	איום	脅威	N;MASC;PL	N
דחף	推力	דחף	推力	N;MASC;SG	N
דחף	インパルス	דחף	インパルス	N;MASC;SG	N
כובע	帽子	כובע	帽子	N;MASC;SG	N
כובע	キャップ	כובע	キャップ	N;MASC;SG	N
כובע	ハット	כובע	ハット	N;MASC;SG	N
כובע	帽子	כובע	帽子	N;MASC;SG	N
הצפנה	暗号	הצפנה	暗号	N;FEM;SG	N
רחמים	慈悲	רחמים	慈悲	N;MASC;PL	N
רפובליקה	共和制	רפובליקה	共和制	N;FEM;SG	N
רפובליקה	共和国	רפובליקה	共和国	N;FEM;SG	N
זרעים	種子	זרע	種子	N;MASC;PL	N
זרעים	シード	זרע	シード	N;MASC;PL	N
החזרה	リハーサル	החזרה	リハーサル	N;FEM;SG	N
חגים	祝日	חג	祝日	N;MASC;PL	N
חגים	休日	חג	休日	N;MASC;PL	N
לשדר	転送	שידר	転送	V;NFIN;ACT	V
הנחיות	方向	הנחיה	方向	N;FEM;PL	N
הנחיות	道	הנחיה	道	N;FEM;PL	N
הנחיות	指針	הנחיה	指針	N;FEM;PL	N
