les	die	le	die	DET;DEF;PL	DET;DEF
espagnole	spaanse	espagnol	spaans	ADJ;FEM;SG	ADJ;NOM
baie	bessie	baie	bessie	N;FEM;SG	N;SG
baie	baai	baie	baai	N;FEM;SG	N;SG
athlète	atleet	athlète	atleet	N;MASC;SG	N;SG
contraire	teenoorgestelde	contraire	teenoorgesteld	ADJ;MASC;SG	ADJ;NOM
destination	bestemming	destination	bestemming	N;FEM;SG	N;SG
champs	velde	champ	vel	N;MASC;PL	N;PL
température	temperatuur	température	temperatuur	N;FEM;SG	N;SG
température	temperature	température	temperature	N;FEM;SG	N;SG
acteurs	akteurs	acteur	akteur	N;MASC;PL	N;PL
candidat	aansoeker	candidat	aansoeker	N;MASC;SG	N;SG
candidat	kandidaat	candidat	kandidaat	N;MASC;SG	N;SG
lancé	geloop	lancer	geloop	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
lancé	geloods	lancer	geloods	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
dates	datums	date	datum	N;FEM;PL	N;PL
procès	verhoor	procès	verhoor	N;MASC;SG	N;SG
cercle	sirkel	cercle	sirkel	N;MASC;SG	N;SG
essais	toetse	essai	toets	N;MASC;PL	N;PL
essais	essays	essai	essays	N;MASC;PL	N;PL
aider	help	aider	help	V;NFIN	V;PRS
mention	melding	mention	melding	N;FEM;SG	N;SG
agence	agentskap	agence	agentskap	N;FEM;SG	N;SG
mari	man	mari	man	N;MASC;SG	N;SG
représentation	verteenwoordiging	représentation	verteenwoordiging	N;FEM;SG	N;SG
cycle	siklus	cycle	siklus	N;MASC;SG	N;SG
chemins	paaie	chemin	paaie	N;MASC;PL	N;PL
chemins	paaie	chemin	paaie	N;MASC;PL	N;PL
renaissance	renaissance	renaissance	renaissance	N;FEM;SG	N;SG
hall	saal	hall	saal	N;MASC;SG	N;SG
attention	aandag	attention	aandag	N;FEM;SG	N;SG
marin	matroos	marin	matroos	N;MASC;SG	N;SG
domaines	domeine	domaine	domeine	N;MASC;PL	N;PL
domaines	velde	domaine	vel	N;MASC;PL	N;PL
domaines	gebiede	domaine	gebied	N;MASC;PL	N;PL
usine	plant	usine	plant	N;FEM;SG	N;SG
usine	fabriek	usine	fabriek	N;FEM;SG	N;SG
parlementaire	parlementêre	parlementaire	parlementêre	ADJ;MASC;SG	ADJ;NOM
prêtre	priest	prêtre	priest	N;MASC;SG	N;SG
étoiles	sterre	étoile	sterr	N;FEM;PL	N;PL
réforme	hervorming	réforme	hervorming	N;FEM;SG	N;SG
élevé	verhoogde	élevé	verhoog	ADJ;MASC;SG	ADJ;NOM
organisé	georganiseerd	organiser	organiseerd	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
organisé	georganiseer	organiser	organiseer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
dos	agterkant	dos	agterkant	N;MASC;SG	N;SG
enquête	opname	enquête	opname	N;FEM;SG	N;SG
trouvé	gekry	trouver	kry	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
trouvé	gevind	trouver	vind	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
villa	villa	villa	villa	N;FEM;SG	N;SG
montage	hegting	montage	hegting	N;MASC;SG	N;SG
montage	redigering	montage	redigering	N;MASC;SG	N;SG
montage	wysiging	montage	wysiging	N;MASC;SG	N;SG
professionnelle	professionele	professionnel	professioneel	ADJ;FEM;SG	ADJ;NOM
masculin	manlike	masculin	manlik	ADJ;MASC;SG	ADJ;NOM
cantons	cantons	canton	cantons	N;MASC;PL	N;PL
branche	tak	branche	tak	N;FEM;SG	N;SG
batterie	drum	batterie	drum	N;FEM;SG	N;SG
démocratique	demokratiese	démocratique	demokraties	ADJ;MASC;SG	ADJ;NOM
amateur	amateur	amateur	amateur	N;MASC;SG	N;SG
autorités	owerhede	autorité	owerheid	N;FEM;PL	N;PL
exemplaires	afskrifte	exemplaire	afskrif	N;MASC;PL	N;PL
exemplaires	kopieë	exemplaire	kopie	N;MASC;PL	N;PL
versions	weergawes	version	weergawe	N;FEM;PL	N;PL
venir	kom	venir	kom	V;NFIN	V;PRS
venir	oppad	venir	oppad	V;NFIN	V;PRS
laisser	los	laisser	los	V;NFIN	V;PRS
laisser	verlaat	laisser	verlaat	V;NFIN	V;PRS
plateau	vak	plateau	vak	N;MASC;SG	N;SG
plateau	skinkbord	plateau	skinkbord	N;MASC;SG	N;SG
vin	vin	vin	vin	N;MASC;SG	N;SG
vin	wyn	vin	wyn	N;MASC;SG	N;SG
vivant	leef	vivre	leef	V;PRS;V.PTCP	V;PRS
ressources	hulpbronne	ressource	hulpbron	N;FEM;PL	N;PL
rencontres	meetings	rencontre	meeting	N;FEM;PL	N;PL
rencontres	vergaderings	rencontre	vergadering	N;FEM;PL	N;PL
demander	vra	demander	vra	V;NFIN	V;PRS
demander	versoek	demander	versoek	V;NFIN	V;PRS
tué	gedood	tuer	dood	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
tué	doodgemaak	tuer	doodgemaak	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
présenté	ingedien	présenter	indien	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
présenté	ingestuur	présenter	instuur	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
territoires	gebiede	territoire	gebied	N;MASC;PL	N;PL
revanche	herontmoeting	revanche	herontmoeting	N;FEM;SG	N;SG
recueil	versameling	recueil	versameling	N;MASC;SG	N;SG
endroit	plek	endroit	plek	N;MASC;SG	N;SG
intervention	intervensie	intervention	intervensie	N;FEM;SG	N;SG
auparavant	voorheen	auparavant	voorheen	ADV	ADV
législature	wetgewer	législature	wetgewer	N;FEM;SG	N;SG
océan	oseaan	océan	oseaan	N;MASC;SG	N;SG
comprendre	verstaan	comprendre	verstaan	V;NFIN	V;PRS
vivre	leef	vivre	leef	V;NFIN	V;PRS
vivre	gepubliseer	vivre	publiseer	V;NFIN	V;PST;V.PTCP
ordres	orders	ordre	order	N;MASC;PL	N;PL
ordres	bestellings	ordre	bestelling	N;MASC;PL	N;PL
arme	wapen	arme	wapen	N;FEM;SG	N;SG
dynastie	dinastie	dynastie	dinastie	N;FEM;SG	N;SG
erreur	fout	erreur	fout	N;FEM;SG	N;SG
erreur	fout	erreur	fout	N;FEM;SG	N;SG
publications	plasings	publication	plasing	N;FEM;PL	N;PL
publications	publikasies	publication	publikasie	N;FEM;PL	N;PL
organisme	lyf	organisme	lyf	N;MASC;SG	N;SG
organisme	liggaam	organisme	liggaam	N;MASC;SG	N;SG
organisme	organisme	organisme	organisme	N;MASC;SG	N;SG
faculté	fakulteit	faculté	fakulteit	N;FEM;SG	N;SG
génération	generasie	génération	generasie	N;FEM;SG	N;SG
expédition	ekspedisie	expédition	ekspedisie	N;FEM;SG	N;SG
expédition	versending	expédition	versending	N;FEM;SG	N;SG
expédition	besending	expédition	besending	N;FEM;SG	N;SG
européens	europese	européen	europees	ADJ;MASC;PL	ADJ;NOM
arbre	boom	arbre	boom	N;MASC;SG	N;SG
tribunal	hof	tribunal	hof	N;MASC;SG	N;SG
tribunal	hof	tribunal	hof	N;MASC;SG	N;SG
possibilité	moontlikheid	possibilité	moontlikheid	N;FEM;SG	N;SG
avions	airplanes	avion	airplane	N;MASC;PL	N;PL
avions	vliegtuie	avion	vliegtuig	N;MASC;PL	N;PL
participants	deelnemers	participant	deelnemer	N;MASC;PL	N;PL
participants	gaste	participant	gas	N;MASC;PL	N;PL
artillerie	artillery	artillerie	artillery	N;FEM;SG	N;SG
mesures	maatreëls	mesure	maatreël	N;FEM;PL	N;PL
mesures	mates	mesure	mate	N;FEM;PL	N;PL
mesures	maatreëls	mesure	maatreël	N;FEM;PL	N;PL
occupation	besetting	occupation	besetting	N;FEM;SG	N;SG
définition	animasie	définition	animasie	N;FEM;SG	N;SG
administrateur	administrateur	administrateur	administrateur	N;MASC;SG	N;SG
travailler	werk	travailler	werk	V;NFIN	V;PRS
églises	kerke	église	kerk	N;FEM;PL	N;PL
oiseaux	voëls	oiseau	voël	N;MASC;PL	N;PL
race	ras	race	ras	N;FEM;SG	N;SG
échelle	skaal	échelle	skaal	N;FEM;SG	N;SG
machine	masjien	machine	masjien	N;FEM;SG	N;SG
sujets	onderwerpe	sujet	onderwerp	N;MASC;PL	N;PL
sujets	vakke	sujet	vak	N;MASC;PL	N;PL
canadienne	kanadese	canadien	kanades	ADJ;FEM;SG	ADJ;NOM
électronique	elektroniese	électronique	elektronies	ADJ;MASC;SG	ADJ;NOM
fil	stroom	fil	stroom	N;MASC;SG	N;SG
fil	draad	fil	draad	N;MASC;SG	N;SG
suivre	volg	suivre	volg	V;NFIN	V;PRS
accident	ongeluk	accident	ongeluk	N;MASC;SG	N;SG
accident	insident	accident	insident	N;MASC;SG	N;SG
cérémonie	seremonie	cérémonie	seremonie	N;FEM;SG	N;SG
discours	spraak	discours	spraak	N;MASC;SG	N;SG
discours	toespraak	discours	toespraak	N;MASC;SG	N;SG
étrangères	buitelandse	étranger	buitelands	ADJ;FEM;PL	ADJ;NOM
nationales	nasionale	national	nasionaal	ADJ;FEM;PL	ADJ;NOM
feuilles	blare	feuille	blaar	N;FEM;PL	N;PL
feuilles	lakens	feuille	lakens	N;FEM;PL	N;PL
feuilles	velle	feuille	vel	N;FEM;PL	N;PL
plans	reëlings	plan	reëling	N;MASC;PL	N;PL
plans	planne	plan	plan	N;MASC;PL	N;PL
moulin	meul	moulin	meul	N;MASC;SG	N;SG
moulin	meule	moulin	meul	N;MASC;SG	N;SG
débat	bespreking	débat	bespreking	N;MASC;SG	N;SG
débat	debat	débat	debat	N;MASC;SG	N;SG
numérique	numeriese	numérique	numeries	ADJ;MASC;SG	ADJ;NOM
numérique	numeriese	numérique	numeries	ADJ;MASC;SG	ADJ;NOM
numérique	digitale	numérique	digitaal	ADJ;MASC;SG	ADJ;NOM
rendu	gelewer	rendre	lewer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
musicien	musikant	musicien	musikant	N;MASC;SG	N;SG
league	liga	league	liga	N;MASC;SG	N;SG
biens	goedere	bien	goed	N;MASC;PL	N;PL
poésie	poësie	poésie	poësie	N;FEM;SG	N;SG
valeurs	waardes	valeur	waarde	N;FEM;PL	N;PL
accueil	huistoe	accueil	huistoe	N;MASC;SG	N;SG
accueil	tuisblad	accueil	tuisblad	N;MASC;SG	N;SG
accueil	huis	accueil	huis	N;MASC;SG	N;SG
fédéral	federale	fédéral	federaal	ADJ;MASC;SG	ADJ;NOM
aventure	avontuur	aventure	avontuur	N;FEM;SG	N;SG
religieuse	godsdienstige	religieux	godsdienstig	ADJ;FEM;SG	ADJ;NOM
religieuse	religieuse	religieux	religieus	ADJ;FEM;SG	ADJ;NOM
religieuse	gelowige	religieux	gelowig	ADJ;FEM;SG	ADJ;NOM
dirigé	gerig	diriger	rig	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
adjoint	adjunk	adjoint	adjunk	N;MASC;SG	N;SG
adjoint	assistent	adjoint	assistent	N;MASC;SG	N;SG
initialement	aanvanklik	initialement	aanvanklik	ADV	ADV
initialement	oorspronklik	initialement	oorspronklik	ADV	ADV
actif	onaktiewe	actif	onaktief	ADJ;MASC;SG	ADJ;NOM
événement	geleentheid	événement	geleentheid	N;MASC;SG	N;SG
fonctionnement	operasie	fonctionnement	operasie	N;MASC;SG	N;SG
fonctionnement	bewerking	fonctionnement	bewerking	N;MASC;SG	N;SG
fonctionnement	funksionering	fonctionnement	funksionering	N;MASC;SG	N;SG
exception	uitsondering	exception	uitsondering	N;FEM;SG	N;SG
contributions	bydraes	contribution	bydraag	N;FEM;PL	N;PL
connaître	ken	connaître	ken	V;NFIN	V;PRS
connaître	weet	connaître	weet	V;NFIN	V;PRS
lancer	toon	lancer	toon	V;NFIN	V;PRS
lancer	lanseer	lancer	lanseer	V;NFIN	V;PRS
commande	kommentaar	commande	kommentaar	N;FEM;SG	N;SG
commande	orde	commande	orde	N;FEM;SG	N;SG
commande	volgorde	commande	volgorde	N;FEM;SG	N;SG
commande	bestelling	commande	bestelling	N;FEM;SG	N;SG
interprète	interpretasie	interprète	interpretasie	N;MASC;SG	N;SG
standard	standaard	standard	standaard	N;MASC;SG	N;SG
introduction	bekendstelling	introduction	bekendstelling	N;FEM;SG	N;SG
introduction	inleiding	introduction	inleiding	N;FEM;SG	N;SG
introduction	bekendstelling	introduction	bekendstelling	N;FEM;SG	N;SG
approche	benadering	approche	benadering	N;FEM;SG	N;SG
reconnaissance	herkenning	reconnaissance	herkenning	N;FEM;SG	N;SG
metal	metaal	metal	metaal	N;MASC;SG	N;SG
orange	lemoen	orange	lemoen	N;FEM;SG	N;SG
flotte	fleet	flotte	fleet	N;FEM;SG	N;SG
dessins	ontwerpe	dessin	ontwerp	N;MASC;PL	N;PL
dessins	tekeninge	dessin	tekening	N;MASC;PL	N;PL
côtes	ribbes	côte	ribbes	N;FEM;PL	N;PL
amateurs	amateurs	amateur	amateur	N;MASC;PL	N;PL
localisation	ligging	localisation	ligging	N;FEM;SG	N;SG
localisation	lokalisering	localisation	lokalisering	N;FEM;SG	N;SG
officiers	beamptes	officier	beampte	N;MASC;PL	N;PL
indépendant	onafhanklike	indépendant	onafhanklik	ADJ;MASC;SG	ADJ;NOM
indépendant	selfstandige	indépendant	selfstandig	ADJ;MASC;SG	ADJ;NOM
écrits	geskryf	écrit	skryf	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
pouvoirs	bevoegdhede	pouvoir	bevoegdheid	N;MASC;PL	N;PL
commercial	kommersiële	commercial	kommersieel	ADJ;MASC;SG	ADJ;NOM
victimes	slagoffers	victime	slagoffer	N;FEM;PL	N;PL
direct	direkte	direct	direk	ADJ;MASC;SG	ADJ;NOM
dames	dames	dame	dame	N;FEM;PL	N;PL
mini	mini	mini	mini	N;MASC;SG	N;SG
privé	privaat	privé	privaat	ADJ;MASC;SG	ADJ;NOM
appareil	kamera	appareil	kamera	N;MASC;SG	N;SG
appareil	apparaat	appareil	apparaat	N;MASC;SG	N;SG
considère	beskou	considérer	beskou	V;IND;SG;3;PRS;FIN	V;PRS
florence	florence	florence	florenc	N;FEM;SG	N;SG
trophée	trofee	trophée	trofee	N;MASC;SG	N;SG
paroles	lirieke	parole	liriek	N;FEM;PL	N;PL
aspect	voorkoms	aspect	voorkoms	N;MASC;SG	N;SG
aspect	aspek	aspect	aspek	N;MASC;SG	N;SG
envoyé	gestuur	envoyer	stuur	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
comportement	gedrag	comportement	gedrag	N;MASC;SG	N;SG
comportement	optrede	comportement	optrede	N;MASC;SG	N;SG
comportement	gedrag	comportement	gedrag	N;MASC;SG	N;SG
russes	russiese	russe	russies	ADJ;MASC;PL	ADJ;NOM
sélections	speellyste	sélection	speellyste	N;FEM;PL	N;PL
maillot	jersey	maillot	jersey	N;MASC;SG	N;SG
dispute	dispuut	dispute	dispuut	N;FEM;SG	N;SG
lune	maan	lune	maan	N;FEM;SG	N;SG
vois	sien	vois	sien	V;IND;SG;2;PRS;FIN	V;PRS
orbite	wentelbaan	orbite	wentelbaan	N;FEM;SG	N;SG
championne	kampioen	champion	kampioen	N;FEM;SG	N;SG
développer	ontwikkel	développer	ontwikkel	V;NFIN	V;PRS
scènes	skerms	scène	skerm	N;FEM;PL	N;PL
scènes	tonele	scène	tonele	N;FEM;PL	N;PL
murs	mure	mur	muur	N;MASC;PL	N;PL
francs	franke	franc	frank	N;MASC;PL	N;PL
modifications	veranderinge	modification	verandering	N;FEM;PL	N;PL
modifications	wysigings	modification	wysiging	N;FEM;PL	N;PL
norvège	noorweë	norvège	noorweë	ADJ;MASC;SG	ADJ;NOM
prises	geneem	prendre	neem	V;FEM;PL;PST;V.PTCP	V;PST;V.PTCP
initiative	inisiatief	initiative	inisiatief	N;FEM;SG	N;SG
marguerite	madeliefie	marguerite	madeliefie	N;FEM;SG	N;SG
améliorer	opgradeer	améliorer	opgradeer	V;NFIN	V;PRS
sénateur	senator	sénateur	senator	N;MASC;SG	N;SG
morte	gesterf	mourir	sterf	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
profondeur	diepte	profondeur	diepte	N;FEM;SG	N;SG
changer	verander	changer	verander	V;NFIN	V;PRS
changer	wysig	changer	wysig	V;NFIN	V;PRS
croissance	groei	croissance	groei	N;FEM;SG	N;SG
portugais	portugese	portugais	portugees	ADJ;MASC;SG	ADJ;NOM
stations	stasies	station	stasie	N;FEM;PL	N;PL
toi	julle	soi	julle	PRO;SG;2	PRO;SG;2
toi	jy	soi	jy	PRO;SG;2	PRO;NOM;SG;2
ère	ouderdom	ère	ouderdom	N;FEM;SG	N;SG
présidence	voorsitter	présidence	voorsitter	N;FEM;SG	N;SG
présidence	stoel	présidence	stoel	N;FEM;SG	N;SG
voyageurs	passasiers	voyageur	passasier	N;MASC;PL	N;PL
voyageurs	reisigers	voyageur	reisiger	N;MASC;PL	N;PL
sculpteur	beeldhouer	sculpteur	beeldhouer	N;MASC;SG	N;SG
vision	visie	vision	visie	N;FEM;SG	N;SG
étapes	mylpale	étape	mylpaal	N;FEM;PL	N;PL
étapes	stappe	étape	stap	N;FEM;PL	N;PL
associations	assosiasies	association	assosiasie	N;FEM;PL	N;PL
associations	verenigings	association	vereniging	N;FEM;PL	N;PL
grade	graad	grade	graad	N;MASC;SG	N;SG
grade	rang	grade	rang	N;MASC;SG	N;SG
modifier	wysig	modifier	wysig	V;NFIN	V;PRS
modifier	verander	modifier	verander	V;NFIN	V;PRS
modifier	wysig	modifier	wysig	V;NFIN	V;PRS
modifier	verander	modifier	verander	V;NFIN	V;PRS
modifier	wysig	modifier	wysig	V;NFIN	V;PRS
servir	bedien	servir	bedien	V;NFIN	V;PRS
pacifique	vreedsame	pacifique	vreedsaam	ADJ;MASC;SG	ADJ;NOM
pacifique	rustige	pacifique	rustig	ADJ;MASC;SG	ADJ;NOM
madame	mevrou	Monsieur	mevrou	N;FEM;SG	N;SG
fédérale	federale	fédéral	federaal	ADJ;FEM;SG	ADJ;NOM
œil	oog	œil	oog	N;MASC;SG	N;SG
diplôme	graad	diplôme	graad	N;MASC;SG	N;SG
diplôme	diploma	diplôme	diploma	N;MASC;SG	N;SG
réaction	reaksie	réaction	reaksie	N;FEM;SG	N;SG
réaction	antwoord	réaction	antwoord	N;FEM;SG	N;SG
fabrication	vervaardiging	fabrication	vervaardiging	N;FEM;SG	N;SG
chevaux	perde	cheval	perd	N;MASC;PL	N;PL
partis	gegaan	partir	gegaan	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
climat	klimaat	climat	klimaat	N;MASC;SG	N;SG
instrument	instrument	instrument	instrument	N;MASC;SG	N;SG
respectivement	onderskeidelik	respectivement	onderskeidelik	ADV	ADV
représentants	verteenwoordigers	représentant	verteenwoordiger	N;MASC;PL	N;PL
caractères	karakters	caractère	karakter	N;MASC;PL	N;PL
secondaire	sekondêre	secondaire	sekondêr	ADJ;MASC;SG	ADJ;NOM
trains	treine	train	treine	N;MASC;PL	N;PL
animal	troeteldier	animal	troeteldier	N;MASC;SG	N;SG
animal	dier	animal	dier	N;MASC;SG	N;SG
appelés	geroep	appeler	roep	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
appelés	gebel	appeler	gebel	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
victime	slagoffer	victime	slagoffer	N;FEM;SG	N;SG
rues	strate	rue	straat	N;FEM;PL	N;PL
véhicules	voertuie	véhicule	voertuig	N;MASC;PL	N;PL
interprétation	interpretasie	interprétation	interpretasie	N;FEM;SG	N;SG
proposé	voorgestel	proposer	voorstel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
plante	plant	plante	plant	N;FEM;SG	N;SG
boulevard	boulevard	boulevard	boulevard	N;MASC;SG	N;SG
entier	hele	entier	heel	ADJ;MASC;SG	ADJ;NOM
angle	hoek	angle	hoek	N;MASC;SG	N;SG
contemporain	kontemporêre	contemporain	kontemporêre	ADJ;MASC;SG	ADJ;NOM
preuve	getuienis	preuve	getuienis	N;FEM;SG	N;SG
preuve	bewys	preuve	bewys	N;FEM;SG	N;SG
barrage	dam	barrage	dam	N;MASC;SG	N;SG
immédiatement	dadelik	immédiatement	dadelik	ADV	ADV
sable	sand	sable	sand	N;MASC;SG	N;SG
sable	sandy	sable	sandy	N;MASC;SG	N;SG
domicile	huistoe	domicile	huistoe	N;MASC;SG	N;SG
domicile	tuisblad	domicile	tuisblad	N;MASC;SG	N;SG
domicile	huis	domicile	huis	N;MASC;SG	N;SG
routes	paaie	route	paaie	N;FEM;PL	N;PL
routes	roetes	route	roete	N;FEM;PL	N;PL
orientale	oosterse	oriental	oosters	ADJ;FEM;SG	ADJ;NOM
programmes	programme	programme	program	N;MASC;PL	N;PL
budget	begroting	budget	begroting	N;MASC;SG	N;SG
noblesse	edel	noblesse	edel	N;FEM;SG	N;SG
policier	polisie	policier	polisie	N;MASC;SG	N;SG
précise	presiese	précis	presies	ADJ;FEM;SG	ADJ;NOM
secondaires	sekondêre	secondaire	sekondêr	ADJ;MASC;PL	ADJ;NOM
inspiré	geïnspireer	inspirer	inspireer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
chercher	deursoek	chercher	deursoek	V;NFIN	V;PRS
évaluation	beoordeling	évaluation	beoordeling	N;FEM;SG	N;SG
classification	klassifikasie	classification	klassifikasie	N;FEM;SG	N;SG
quartiers	woonbuurte	quartier	woonbuurte	N;MASC;PL	N;PL
quartiers	distrikte	quartier	distrik	N;MASC;PL	N;PL
chacune	elk	chacun	elk	PRO;FEM;SG	PRO
principes	beginsels	principe	beginsel	N;MASC;PL	N;PL
échec	mislukking	échec	mislukking	N;MASC;SG	N;SG
rédaction	redaksie	rédaction	redaksie	N;FEM;SG	N;SG
serveur	bediener	serveur	bediener	N;MASC;SG	N;SG
signature	handtekening	signature	handtekening	N;FEM;SG	N;SG
produire	vervaardig	produire	vervaardig	V;NFIN	V;PRS
chien	hond	chien	hond	N;MASC;SG	N;SG
zélande	seelandse	zélande	seelands	N;FEM;SG	N;SG
nationaux	nasionale	national	nasionaal	ADJ;MASC;PL	ADJ;NOM
marqué	gemerk	marquer	merk	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
secondes	sekondes	seconde	sekonde	N;FEM;PL	N;PL
requête	navraag	requête	navraag	N;FEM;SG	N;SG
ruisseau	stroom	ruisseau	stroom	N;MASC;SG	N;SG
publiques	openbare	public	openbaar	ADJ;FEM;PL	ADJ;NOM
largeur	wydte	largeur	wydte	N;FEM;SG	N;SG
remplacer	oordra	remplacer	oordra	V;NFIN	V;PRS
foi	geloof	foi	geloof	N;FEM;SG	N;SG
professionnels	professionele	professionnel	professioneel	ADJ;MASC;PL	ADJ;NOM
pêche	vissery	pêche	vissery	N;FEM;SG	N;SG
pêche	perske	pêche	persk	N;FEM;SG	N;SG
volumes	volumes	volume	volume	N;MASC;PL	N;PL
nation	nasie	nation	nasie	N;FEM;SG	N;SG
symbole	simbool	symbole	simbool	N;MASC;SG	N;SG
catalogue	katalogus	catalogue	katalogus	N;MASC;SG	N;SG
catalogue	katalogus	catalogue	katalogus	N;MASC;SG	N;SG
prisonniers	gevangenes	prisonnier	gevangene	N;MASC;PL	N;PL
tir	skoot	tir	skoot	N;MASC;SG	N;SG
salles	kamers	salle	kamer	N;FEM;PL	N;PL
emplacement	ligging	emplacement	ligging	N;MASC;SG	N;SG
unies	verenigde	uni	verenig	ADJ;FEM;PL	ADJ;NOM
européennes	europese	européen	europees	ADJ;FEM;PL	ADJ;NOM
appellation	aanwysing	appellation	aanwysing	N;FEM;SG	N;SG
end	einde	end	einde	N;MASC;SG	N;SG
coups	skote	coup	skoot	N;MASC;PL	N;PL
rois	konings	roi	koning	N;MASC;PL	N;PL
rois	kings	roi	king	N;MASC;PL	N;PL
pieds	voete	pied	voet	N;MASC;PL	N;PL
déposé	gedeponeer	déposer	deponeer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
exemples	voorbeelde	exemple	voorbeeld	N;MASC;PL	N;PL
établir	vestig	établir	vestig	V;NFIN	V;PRS
marins	matrose	marin	matrose	N;MASC;PL	N;PL
poèmes	gedigte	poème	dig	N;MASC;PL	N;PL
tendance	tendens	tendance	tendens	N;FEM;SG	N;SG
tendance	neiging	tendance	neiging	N;FEM;SG	N;SG
libéral	liberale	libéral	liberaal	ADJ;MASC;SG	ADJ;NOM
orientation	oriëntasie	orientation	oriëntasie	N;FEM;SG	N;SG
xxx	xxx	xxx	xxx		
ennemi	vyand	ennemi	vyand	N;MASC;SG	N;SG
multiples	veelvuldige	multiple	veelvuldig	ADJ;MASC;PL	ADJ;NOM
comptes	rekeninge	compte	rekening	N;MASC;PL	N;PL
calendrier	kalender	calendrier	kalender	N;MASC;SG	N;SG
calendrier	skedule	calendrier	skedule	N;MASC;SG	N;SG
avenir	toekoms	avenir	toekoms	N;MASC;SG	N;SG
étrangers	vreemdelinge	étranger	vreemdeling	ADJ;MASC;PL	ADJ;NOM
cavalerie	kavallerie	cavalerie	kavallerie	N;FEM;SG	N;SG
écran	skerm	écran	skerm	N;MASC;SG	N;SG
concerts	konserte	concert	konserte	N;MASC;PL	N;PL
consommation	vrymoedigheid	consommation	vrymoedigheid	N;FEM;SG	N;SG
condition	voorwaarde	condition	voorwaarde	N;FEM;SG	N;SG
condition	kondisie	condition	kondisie	N;FEM;SG	N;SG
utilisateurs	gebruikers	utilisateur	gebruiker	N;MASC;PL	N;PL
perte	verlies	perte	verlies	N;FEM;SG	N;SG
méthodes	metodes	méthode	metode	N;FEM;PL	N;PL
impact	impak	impact	impak	N;MASC;SG	N;SG
candidats	kandidate	candidat	kandidaat	N;MASC;PL	N;PL
candidats	aansoekers	candidat	aansoeker	N;MASC;PL	N;PL
classes	klasse	classe	klas	N;FEM;PL	N;PL
lauréat	wenner	lauréat	wenner	N;MASC;SG	N;SG
attaques	aanvalle	attaque	aanval	N;FEM;PL	N;PL
portée	gewysig	porter	wysig	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
quitter	los	quitter	los	V;NFIN	V;PRS
quitter	verlaat	quitter	verlaat	V;NFIN	V;PRS
quitter	bedank	quitter	bedank	V;NFIN	V;PRS
quitter	sluit	quitter	sluit	V;NFIN	V;PRS
quitter	verlaat	quitter	verlaat	V;NFIN	V;PRS
performance	werkverrigting	performance	werkverrigting	N;FEM;SG	N;SG
performance	prestasie	performance	prestasie	N;FEM;SG	N;SG
performance	opvoering	performance	opvoering	N;FEM;SG	N;SG
établi	daargestel	établir	daarstel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
établi	vasgestel	établir	vasstel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
établi	gevestig	établir	vestig	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
basée	gebaseer	baser	baseer	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
basée	gebasseer	baser	basseer	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
compétitions	kompetisies	compétition	kompetisie	N;FEM;PL	N;PL
quantité	aantal	quantité	aantal	N;FEM;SG	N;SG
conseillers	konsultante	conseiller	konsultant	N;MASC;PL	N;PL
anniversaire	vakansie	anniversaire	vakansie	N;MASC;SG	N;SG
anniversaire	herdenking	anniversaire	herdenking	N;MASC;SG	N;SG
capable	bekwame	capable	bekwame	ADJ;MASC;SG	ADJ;NOM
communautés	gemeenskappe	communauté	gemeenskap	N;FEM;PL	N;PL
internationaux	internasionale	international	internasionaal	ADJ;MASC;PL	ADJ;NOM
effectivement	inderdaad	effectivement	inderdaad	ADV	ADV
couverture	dekking	couverture	dekking	N;FEM;SG	N;SG
