βοηθώντας	helpen	βοηθώ	helpen	V;IPFV;V.CVB;ACT	V;NFIN
προσωπικός	persoonlijke	προσωπικός	persoonlijk	ADJ;NOM;MASC;SG	ADJ
προσωπικός	persoonlijk	προσωπικός	persoonlijk	ADJ;NOM;MASC;SG	ADJ
αναλογίες	proporties	αναλογία	proportie	N;NOM;FEM;PL	N;PL
αναλογίες	verhoudingen	αναλογία	verhouding	N;NOM;FEM;PL	N;PL
δωρεές	schenkingen	δωρεός	schenking	N;NOM;FEM;PL	N;PL
δωρεές	donaties	δωρεός	donatie	N;NOM;FEM;PL	N;PL
δωρεές	giften	δωρεός	gift	N;NOM;FEM;PL	N;PL
μεσοποταμία	mesopotamië	μεσοποταμία	mesopotamië	N;ACC;FEM;SG	N;NEUT;SG
νοσοκομεία	ziekenhuizen	νοσοκομείο	ziekenhuis	N;NOM;NEUT;PL	N;PL
καρδινάλιος	kardinaal	καρδινάλιος	kardinaal	N;NOM;MASC;SG	N;MASC+FEM;SG
παραδοσιακός	traditioneel	παραδοσιακός	traditioneel	ADJ;NOM;MASC;SG	ADJ
παραδοσιακός	traditionele	παραδοσιακός	traditioneel	ADJ;NOM;MASC;SG	ADJ
αποφασιστική	doorslaggevend	αποφασιστικός	doorslaggevend	ADJ;NOM;FEM;SG	ADJ
επιλεγμένα	geselecteerde	επιλεγμένα	selecteren	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;V.PTCP
επιλεγμένα	geselecteerd	επιλεγμένα	selecteren	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;V.PTCP
επιλεγμένα	uitgekozen	επιλεγμένα	uitkiezen	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;V.PTCP
επιλεγμένα	gekozen	επιλεγμένα	kiezen	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;V.PTCP
προτιμήσεις	voorkeuren	προτίμηση	voorkeuren	N;NOM;FEM;PL	N;PL
έλξης	tractie	έλξη	tractie	N;GEN;FEM;SG	N;MASC+FEM;SG
έλξης	aantrekking	έλξη	aantrekking	N;GEN;FEM;SG	N;MASC+FEM;SG
έλξης	aantrekkingskracht	έλξη	aantrekkingskracht	N;GEN;FEM;SG	N;MASC+FEM;SG
έλξης	attractie	έλξη	attractie	N;GEN;FEM;SG	N;MASC+FEM;SG
ψήφισαν	gestemd	ψηφίζω	stemmen	V;PFV;IND;PL;3;PST;FIN;ACT	V;V.PTCP
ομαλή	soepel	ομαλός	soepel	ADJ;NOM;FEM;SG	ADJ
ομαλή	gladde	ομαλός	glad	ADJ;NOM;FEM;SG	ADJ
ομαλή	glad	ομαλός	glad	ADJ;NOM;FEM;SG	ADJ
εξυπηρέτηση	dienst	εξυπηρέτηση	dienst	N;ACC;FEM;SG	N;MASC+FEM;SG
εξυπηρέτηση	service	εξυπηρέτηση	service	N;ACC;FEM;SG	N;MASC+FEM;SG
παραμύθια	sprookjes	παράμυθιος	sprookje	N;NOM;NEUT;PL	N;PL
παραμύθια	verhalen	παράμυθιος	verhaal	N;NOM;NEUT;PL	N;PL
ενορίες	parishes	ενορία	parishe	N;NOM;FEM;PL	N;PL
κανόνια	kanonnen	κανόνι	kanon	N;NOM;NEUT;PL	N;PL
κανόνια	kanonnen	κανόνι	kanon	N;NOM;NEUT;PL	N;PL
γάμους	bruiloften	γάμος	bruiloft	N;NOM;MASC;PL	N;PL
γάμους	huwelijken	γάμος	huwelijk	N;NOM;MASC;PL	N;PL
γάμους	huwelijken	γάμος	huwelijk	N;NOM;MASC;PL	N;PL
μελετήσει	bestudeerde	μελετώ	bestuderen	V;PFV;NFIN;ACT	V;SG;PST;FIN
μελετήσει	studeerde	μελετώ	studeren	V;PFV;NFIN;ACT	V;SG;PST;FIN
μελετήσει	bestudeerd	μελετώ	bestuderen	V;PFV;NFIN;ACT	V;V.PTCP
παρασκευάζεται	gefabriceerd	παρασκευάζω	fabriceren	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;V.PTCP
παρασκευάζεται	geproduceerd	παρασκευάζω	produceren	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;V.PTCP
παρασκευάζεται	vervaardigd	παρασκευάζω	vervaardigen	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;V.PTCP
γλυκά	snoepjes	γλυκά	snoep	N;NOM;NEUT;PL	N;PL
αδριατική	adriatische	αδριατικός	adriatisch	ADJ;NOM;FEM;SG	ADJ
ταφή	begrafenis	ταφής	begrafenis	N;ACC;FEM;SG	N;MASC+FEM;SG
εκπομπών	emissies	εκπομπή	emissie	N;GEN;FEM;PL	N;PL
φλοιό	schors	φλοιός	schor	N;NOM;NEUT;SG	N;MASC+FEM;SG
φλοιό	bast	φλοιός	bast	N;NOM;NEUT;SG	N;MASC+FEM;SG
φλοιό	cortex	φλοιός	cortex	N;NOM;NEUT;SG	N;MASC+FEM;SG
ανώνυμη	anoniem	ανώνυμη	anoniem	ADJ;NOM;FEM;SG	ADJ
ανώνυμη	anonieme	ανώνυμη	anoniem	ADJ;NOM;FEM;SG	ADJ
ομιλητές	speakers	ομιλητής	speaker	N;NOM;MASC;PL	N;PL
ομιλητές	sprekers	ομιλητής	spreker	N;NOM;MASC;PL	N;PL
ομιλητές	luidsprekers	ομιλητής	luidspreker	N;NOM;MASC;PL	N;PL
πρωταγωνίστρια	hoofdpersoon	πρωταγωνίστρια	hoofdpersoon	N;NOM;FEM;SG	N;MASC+FEM;SG
πεπερασμένο	eindig	πεπερώσμενος	eindig	ADJ;NOM;NEUT;SG	ADJ
πεπερασμένο	eindige	πεπερώσμενος	eindig	ADJ;NOM;NEUT;SG	ADJ
εισοδήματος	inkomen	εισόδημα	inkomen	N;GEN;NEUT;SG	N;NEUT;SG
μετανάστευσε	emigreerde	μεταναστεύω	emigreren	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
μεγαλώνει	groeiende	μεγαλώνω	groeien	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
μεγαλώνει	toenemend	μεγαλώνω	toenemen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
μεγαλώνει	groeien	μεγαλώνω	groeien	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
μεγαλώνει	groeiend	μεγαλώνω	groeien	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
μεγαλώνει	groeit	μεγαλώνω	groeien	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
κόλπους	baaien	κόλπος	baaien	N;ACC;MASC;PL	N;PL
φαρμακευτική	farmaceutisch	φαρμακευτικός	farmaceutisch	ADJ;NOM;FEM;SG	ADJ
φαρμακευτική	farmaceutische	φαρμακευτικός	farmaceutisch	ADJ;NOM;FEM;SG	ADJ
συνδρομή	assistentie	συνδρομή	assistentie	N;ACC;FEM;SG	N;MASC+FEM;SG
συνδρομή	bijstand	συνδρομή	bijstand	N;ACC;FEM;SG	N;MASC+FEM;SG
συνδρομή	abonnement	συνδρομή	abonnement	N;ACC;FEM;SG	N;NEUT;SG
καππαδοκίας	cappadocië	καππαδοκία	cappadocië	N;GEN;FEM;SG	N;NEUT;SG
παραδόθηκαν	geleverd	παραδίδω	leveren	V;PFV;IND;PL;3;PST;FIN;PASS	V;V.PTCP
παραδόθηκαν	geleverde	παραδίδω	leveren	V;PFV;IND;PL;3;PST;FIN;PASS	V;V.PTCP
παραδόθηκαν	bezorgd	παραδίδω	bezorgd	V;PFV;IND;PL;3;PST;FIN;PASS	V;V.PTCP
παραδόθηκαν	afgeleverd	παραδίδω	afleveren	V;PFV;IND;PL;3;PST;FIN;PASS	V;V.PTCP
παραδόθηκαν	overgegeven	παραδίδω	overgeven	V;PFV;IND;PL;3;PST;FIN;PASS	V;V.PTCP
παραδόθηκαν	ingeleverd	παραδίδω	inleveren	V;PFV;IND;PL;3;PST;FIN;PASS	V;V.PTCP
πεδιάδες	vlakten	πεδιάδα	vlakken	N;NOM;FEM;PL	N;PL
πεδιάδες	plains	πεδιάδα	plains	N;NOM;FEM;PL	N;PL
πεδιάδες	vlaktes	πεδιάδα	vlakte	N;NOM;FEM;PL	N;PL
κορμό	torso	κορμός	torso	N;ACC;MASC;SG	N;MASC+FEM;SG
κορμό	romp	κορμός	romp	N;ACC;MASC;SG	N;MASC+FEM;SG
ακυρώθηκε	geannuleerd	ακυρώνω	annuleren	V;PFV;IND;SG;3;PST;FIN;PASS	V;V.PTCP
ακυρώθηκε	afgelast	ακυρώνω	afgelasten	V;PFV;IND;SG;3;PST;FIN;PASS	V;V.PTCP
ακυρώθηκε	geannuleerde	ακυρώνω	geannuleerd	V;PFV;IND;SG;3;PST;FIN;PASS	V;SG;PST;FIN
ακυρώθηκε	geannuleerd	ακυρώνω	annuleren	V;PFV;IND;SG;3;PST;FIN;PASS	V;V.PTCP
ακυρώθηκε	afgelast	ακυρώνω	afgelasten	V;PFV;IND;SG;3;PST;FIN;PASS	V;V.PTCP
κατάλαβε	begrijpen	καταλαβαίνω	begrijpen	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
αμμωνία	ammoniak	αμμωνία	ammoniak	N;NOM;FEM;SG	N;MASC+FEM;SG
διευκολύνει	vergemakkelijkt	διευκολύνω	vergemakkelijken	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
διευκολύνει	faciliteren	διευκολύνω	faciliteren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
διευκολύνει	vergemakkelijken	διευκολύνω	vergemakkelijken	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
τρότσκι	trotski	τρότσκι	trotski	N;NOM;MASC;SG	N;MASC+FEM;SG
αρετή	deugd	αρετός	deugd	N;NOM;FEM;SG	N;MASC+FEM;SG
ηφαίστεια	vulkanen	ηφαίστεια	vulkaan	N;NOM;NEUT;PL	N;PL
κωμωδίες	komedies	κωμώδία	komedie	N;NOM;FEM;PL	N;PL
αντικαθιστά	vervangt	αντικάθιστώ	vervangen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
εντυπώσεις	weergaven	εντύπωση	weergaven	N;NOM;FEM;PL	N;PL
εντυπώσεις	indrukken	εντύπωση	indruk	N;NOM;FEM;PL	N;PL
συγκεντρώθηκαν	verzameld	συγκεντρώνω	verzamelen	V;PFV;IND;PL;3;PST;FIN;PASS	V;V.PTCP
θρύλο	legende	θρύλος	legende	N;ACC;MASC;SG	N;MASC+FEM;SG
θρύλο	legend	θρύλος	legend	N;ACC;MASC;SG	N;MASC+FEM;SG
προτροπή	tcl	προτροπή	tcl	N;ACC;FEM;SG	N;MASC+FEM;SG
επιτυχής	succesvol	επιτυχής	succesvol	ADJ;NOM;FEM;SG	ADJ
επιτυχής	succesvolle	επιτυχής	succesvol	ADJ;NOM;FEM;SG	ADJ
δεκαέξι	zestien	δεκαέξι	zestien	NUM;NOM;MASC;PL	NUM
ορίσει	aanwijzen	ορίζω	aanwijzen	V;PFV;NFIN;ACT	V;NFIN
ορίσει	aanduiden	ορίζω	aanduiden	V;PFV;NFIN;ACT	V;NFIN
κομητείες	provincies	κομητεία	provincie	N;NOM;FEM;PL	N;PL
ψάχνει	kijken	ψάχνω	kijken	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
εκκεντρότητα	excentriciteit	εκκεντρότητα	excentriciteit	N;ACC;FEM;SG	N;MASC+FEM;SG
διάσωσης	redding	διάσωση	redding	N;GEN;FEM;SG	N;MASC+FEM;SG
διάσωσης	reddingsteam	διάσωση	reddingsteam	N;GEN;FEM;SG	N;NEUT;SG
διάσωσης	rescue	διάσωση	rescue	N;GEN;FEM;SG	N;MASC+FEM;SG
δασκάλους	onderwijzers	δάσκαλος	onderwijzer	N;ACC;MASC;PL	N;PL
δασκάλους	leraren	δάσκαλος	leraar	N;ACC;MASC;PL	N;PL
δασκάλους	docenten	δάσκαλος	docent	N;ACC;MASC;PL	N;PL
δασκάλους	leerkrachten	δάσκαλος	leerkracht	N;ACC;MASC;PL	N;PL
δασκάλους	leraars	δάσκαλος	leraar	N;ACC;MASC;PL	N;PL
απαγορεύει	verbiedt	απαγορεύω	verbieden	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
απαγορεύει	verbiedt	απαγορεύω	verbieden	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
ευτυχία	blijheid	ευτυχία	blijheid	N;NOM;FEM;SG	N;MASC+FEM;SG
ευτυχία	blijdschap	ευτυχία	blijdschap	N;NOM;FEM;SG	N;MASC+FEM;SG
ευτυχία	geluk	ευτυχία	geluk	N;NOM;FEM;SG	N;NEUT;SG
κρεβάτι	bed	κρεβάτι	bed	N;NOM;NEUT;SG	N;NEUT;SG
ξύλινα	houten	ξυλένα	houten	ADJ;NOM;NEUT;PL	ADJ
μειονέκτημα	handicap	μειονέκτημα	handicap	N;NOM;NEUT;SG	N;NEUT;SG
μειονέκτημα	nadeel	μειονέκτημα	nadeel	N;NOM;NEUT;SG	N;NEUT;SG
υποβιβαστεί	gedegradeerd	υποβιβάζω	degraderen	V;PFV;NFIN;PASS	V;V.PTCP
βέλος	pijl	βέλος	pijl	N;NOM;NEUT;SG	N;MASC+FEM;SG
βέλος	arrow	βέλος	arrow	N;NOM;NEUT;SG	N;MASC+FEM;SG
μαγεία	magie	μαγείο	magie	N;ACC;FEM;SG	N;MASC+FEM;SG
μαγεία	magic	μαγείο	magic	N;ACC;FEM;SG	N;MASC+FEM;SG
μαγεία	hekserij	μαγείο	hekserij	N;ACC;FEM;SG	N;MASC+FEM;SG
εστιάζει	focust	εστιάζω	focust	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
επιχειρησιακή	operationele	επιχειρησιακός	operationeel	ADJ;NOM;FEM;SG	ADJ
επιχειρησιακή	operationeel	επιχειρησιακός	operationeel	ADJ;NOM;FEM;SG	ADJ
ικανή	capabel	ικανός	capabel	ADJ;NOM;FEM;SG	ADJ
ικανή	bekwaam	ικανός	bekwaam	ADJ;NOM;FEM;SG	ADJ
απομνημονεύματα	memoires	απομνημόνευμα	memoires	N;NOM;NEUT;PL	N;PL
απομνημονεύματα	memoires	απομνημόνευμα	memoires	N;NOM;NEUT;PL	N;PL
βίκι	vicky	βίκι	vicky	N;NOM;FEM;SG	N;MASC+FEM;SG
βίκι	vicky	βίκι	vicky	N;NOM;FEM;SG	N;MASC+FEM;SG
βίκι	vicki	βίκι	vicki	N;NOM;FEM;SG	N;MASC+FEM;SG
μήνας	maandje	μήνας	maand	N;NOM;MASC;SG	N;NEUT;SG
μήνας	maand	μήνας	maand	N;NOM;MASC;SG	N;MASC+FEM;SG
φυσιολογικά	normaliter	φυσιολογικά	normaliter	ADV	ADV
στάθμη	niveau	στάθμη	niveau	N;ACC;FEM;SG	N;NEUT;SG
στάθμη	level	στάθμη	level	N;ACC;FEM;SG	N;NEUT;SG
ρουμανική	roemeens	ρουμανικός	roemeens	ADJ;NOM;FEM;SG	ADJ
ρουμανική	roemeense	ρουμανικός	roemeens	ADJ;NOM;FEM;SG	ADJ
δικηγόροι	juristen	δικηγόρος	jurist	N;NOM;MASC;PL	N;PL
δικηγόροι	advocaten	δικηγόρος	advocaat	N;NOM;MASC;PL	N;PL
κατάλοιπα	residuen	κατάλοιπος	residuen	N;NOM;NEUT;PL	N;PL
κατάλοιπα	residuen	κατάλοιπος	residuen	N;NOM;NEUT;PL	N;PL
σπουδαστές	studenten	σπουδαστής	student	N;NOM;MASC;PL	N;PL
σπουδαστές	leerlingen	σπουδαστής	leerling	N;NOM;MASC;PL	N;PL
παύση	pauze	παύση	pauze	N;ACC;FEM;SG	N;MASC+FEM;SG
αργίες	feestdagen	αργία	feestdag	N;NOM;FEM;PL	N;PL
αργίες	vakanties	αργία	vakantie	N;NOM;FEM;PL	N;PL
εισαγγελέας	procureur	εισαγγελέας	procureur	N;NOM;MASC;SG	N;MASC+FEM;SG
εισαγγελέας	aanklager	εισαγγελέας	aanklager	N;NOM;MASC;SG	N;MASC+FEM;SG
περιστάσεις	omstandigheden	περίσταση	omstandigheid	N;NOM;FEM;PL	N;PL
χωρισμένη	gescheiden	χωρίζω	scheiden	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.PTCP
διαφορετικοί	verschillend	διαφορετικός	verschillend	ADJ;NOM;MASC;PL	ADJ
διαφορετικοί	verschillende	διαφορετικός	verschillend	ADJ;NOM;MASC;PL	ADJ
συμβολική	symbolische	συμβολικός	symbolisch	ADJ;NOM;FEM;SG	ADJ
συμβολική	symbolisch	συμβολικός	symbolisch	ADJ;NOM;FEM;SG	ADJ
ρύζι	rijst	ρύζι	rijst	N;NOM;NEUT;SG	N;MASC+FEM;SG
αποζημίωση	vergoeding	αποζημίωση	vergoeding	N;ACC;FEM;SG	N;MASC+FEM;SG
αποζημίωση	compensatie	αποζημίωση	compensatie	N;ACC;FEM;SG	N;MASC+FEM;SG
αποζημίωση	schadeloosstelling	αποζημίωση	schadeloosstelling	N;ACC;FEM;SG	N;MASC+FEM;SG
αποζημίωση	schadevergoeding	αποζημίωση	schadevergoeding	N;ACC;FEM;SG	N;MASC+FEM;SG
κόμβος	node	κόμβος	nood	N;NOM;MASC;SG	N;MASC+FEM;SG
κόμβος	knooppunt	κόμβος	knooppunt	N;NOM;MASC;SG	N;NEUT;SG
κόμβος	hub	κόμβος	hub	N;NOM;MASC;SG	N;MASC+FEM;SG
επιθυμητό	wenselijke	επιθυμητός	wenselijk	ADJ;NOM;NEUT;SG	ADJ
επιθυμητό	wenselijk	επιθυμητός	wenselijk	ADJ;NOM;NEUT;SG	ADJ
πρίγκηπας	prince	πρίγκηπας	prince	N;NOM;MASC;SG	N;MASC+FEM;SG
πρίγκηπας	prins	πρίγκηπας	prins	N;NOM;MASC;SG	N;MASC+FEM;SG
τομέ	tomé	τομέ	tomé	N	N;MASC+FEM;SG
κρατήρα	krater	κρατήρα	kraat	N;ACC;MASC;SG	N;MASC+FEM;SG
υποδομές	infrastructuren	υποδομή	infrastructuur	N;NOM;FEM;PL	N;PL
υποδομές	infrastructuren	υποδομή	infrastructuur	N;NOM;FEM;PL	N;PL
καθοριστικό	doorslaggevend	καθοριστικός	doorslaggevend	ADJ;NOM;NEUT;SG	ADJ
εβδομαδιαία	wekelijks	εβδομαδιαίος	wekelijks	ADJ;NOM;FEM;SG	ADJ
εβδομαδιαία	wekelijkse	εβδομαδιαίος	wekelijks	ADJ;NOM;FEM;SG	ADJ
καθορίζουν	definiëren	καθορίζω	definiër	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
πλούσιος	rijk	πλούσιος	rijk	ADJ;NOM;MASC;SG	ADJ
πλούσιος	rijke	πλούσιος	rijk	ADJ;NOM;MASC;SG	ADJ
αναχώρησε	vertrokken	αναχωρώ	vertrekken	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
παρακολούθησης	monitoring	παρακολούθηση	monitoring	N;GEN;FEM;SG	N;MASC+FEM;SG
παρακολούθησης	toezicht	παρακολούθηση	toezicht	N;GEN;FEM;SG	N;NEUT;SG
ευημερία	voorspoed	ευημερία	voorspoed	N;NOM;FEM;SG	N;MASC+FEM;SG
ευημερία	welvaart	ευημερία	welvaart	N;NOM;FEM;SG	N;MASC+FEM;SG
φυματίωση	tuberculose	φυματίωση	tuberculose	N;NOM;FEM;SG	N;MASC+FEM;SG
αυστραλός	australisch	αυστραλός	australisch	ADJ;NOM;MASC;SG	ADJ
αυστραλός	australische	αυστραλός	australisch	ADJ;NOM;MASC;SG	ADJ
υποκατηγορίες	subcategorieën	υποκατηγορία	subcategorieën	N;NOM;FEM;PL	N;PL
προηγήθηκε	voorafgegaan	προηγούμαι	voorafgaan	V;PFV;IND;SG;3;PST;FIN;PASS	V;V.PTCP
ανάσταση	wederopstanding	ανάσταση	wederopstanding	N;ACC;FEM;SG	N;MASC+FEM;SG
ανάσταση	opstanding	ανάσταση	opstanding	N;ACC;FEM;SG	N;MASC+FEM;SG
απασχόληση	tewerkstelling	απασχόληση	tewerkstelling	N;ACC;FEM;SG	N;MASC+FEM;SG
απασχόληση	werkgelegenheid	απασχόληση	werkgelegenheid	N;ACC;FEM;SG	N;MASC+FEM;SG
κληρονόμησε	geërfd	κληρονομώ	geven	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
αδελφότητα	studentenvereniging	αδελφότητα	studentenvereniging	N;ACC;FEM;SG	N;MASC+FEM;SG
αδελφότητα	broederschap	αδελφότητα	broederschap	N;ACC;FEM;SG	N;MASC+FEM;SG
αδελφότητα	broederschap	αδελφότητα	broederschap	N;ACC;FEM;SG	N;MASC+FEM;SG
αδελφότητα	brotherhood	αδελφότητα	brotherhood	N;ACC;FEM;SG	N;MASC+FEM;SG
συντηρητικό	conservatief	συντηρητικός	conservatief	ADJ;NOM;NEUT;SG	ADJ
συντηρητικό	conservatieve	συντηρητικός	conservatief	ADJ;NOM;NEUT;SG	ADJ
διαχειρίζεται	beheert	διαχειρίζω	beheren	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;PRS;FIN
περιορισμός	restrictie	περιορισμός	restrictie	N;NOM;MASC;SG	N;MASC+FEM;SG
περιορισμός	beperking	περιορισμός	beperking	N;NOM;MASC;SG	N;MASC+FEM;SG
περιορισμός	beperking	περιορισμός	beperking	N;NOM;MASC;SG	N;MASC+FEM;SG
περιορισμός	begrenzing	περιορισμός	begrenzing	N;NOM;MASC;SG	N;MASC+FEM;SG
αψίδα	arch	αψίδα	arch	N;NOM;FEM;SG	N;MASC+FEM;SG
αψίδα	boog	αψίδα	boog	N;NOM;FEM;SG	N;MASC+FEM;SG
ψήφισε	gestemd	ψηφίζω	stemmen	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
ψήφισε	stemde	ψηφίζω	stemmen	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
δραχμές	drachmen	δραχμή	drachmen	N;NOM;FEM;PL	N;PL
κράμα	legering	κράμα	legering	N;NOM;NEUT;SG	N;MASC+FEM;SG
πανεπιστημίων	universiteiten	πανεπιστήμιο	universiteit	N;GEN;NEUT;PL	N;PL
μνεία	aanhaling	μνείο	aanhaling	N;NOM;FEM;SG	N;MASC+FEM;SG
γάτες	katten	γάτη	kat	N;NOM;FEM;PL	N;PL
νόμιμη	legitiem	νόμιμος	legitiem	ADJ;NOM;FEM;SG	ADJ
νόμιμη	legitieme	νόμιμος	legitiem	ADJ;NOM;FEM;SG	ADJ
νόμιμη	rechtmatig	νόμιμος	rechtmatig	ADJ;NOM;FEM;SG	ADJ
νόμιμη	legaal	νόμιμος	legaal	ADJ;NOM;FEM;SG	ADJ
νόμιμη	wettelijk	νόμιμος	wettelijk	ADJ;NOM;FEM;SG	ADJ
νόμιμη	wettig	νόμιμος	wettig	ADJ;NOM;FEM;SG	ADJ
νόμιμη	juridische	νόμιμος	juridisch	ADJ;NOM;FEM;SG	ADJ
νόμιμη	juridisch	νόμιμος	juridisch	ADJ;NOM;FEM;SG	ADJ
νόμιμη	geoorloofd	νόμιμος	geoorloofd	ADJ;NOM;FEM;SG	ADJ
νόμιμη	wettig	νόμιμος	wettig	ADJ;NOM;FEM;SG	ADJ
νόμιμη	rechtmatig	νόμιμος	rechtmatig	ADJ;NOM;FEM;SG	ADJ
χρήσιμα	bruikbaar	χρήσιμα	bruikbaar	ADJ;NOM;NEUT;PL	ADJ
χρήσιμα	nuttig	χρήσιμα	nuttig	ADJ;NOM;NEUT;PL	ADJ
ανάβαση	hemelvaart	ανάβαση	hemelvaart	N;ACC;FEM;SG	N;MASC+FEM;SG
ανάβαση	klim	ανάβαση	klim	N;ACC;FEM;SG	N;MASC+FEM;SG
ανάβαση	beklimming	ανάβαση	beklimming	N;ACC;FEM;SG	N;MASC+FEM;SG
λιμένες	havens	λιμένος	haven	N;NOM;MASC;PL	N;PL
λιμένες	poorten	λιμένος	poort	N;NOM;MASC;PL	N;PL
κόμβους	hubs	κόμβος	hubs	N;ACC;MASC;PL	N;PL
κόμβους	knopen	κόμβος	knopen	N;ACC;MASC;PL	N;PL
κόμβους	knooppunten	κόμβος	knooppunt	N;ACC;MASC;PL	N;PL
κόμβους	knopen	κόμβος	knopen	N;ACC;MASC;PL	N;PL
δεξαμενές	reservoirs	δεξαμενή	reservoir	N;NOM;FEM;PL	N;PL
δεξαμενές	tanks	δεξαμενή	tank	N;NOM;FEM;PL	N;PL
εγκρίνει	keurt	εγκρίνω	keuren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
εγκρίνει	goedkeurt	εγκρίνω	goedkeuren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
εγκρίνει	goedkeuren	εγκρίνω	goedkeuren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
οσμή	geur	οσμή	geur	N;NOM;FEM;SG	N;MASC+FEM;SG
οσμή	geur	οσμή	geur	N;NOM;FEM;SG	N;MASC+FEM;SG
οσμή	reuk	οσμή	reuk	N;NOM;FEM;SG	N;MASC+FEM;SG
εμποδίζει	voorkomt	εμποδίζω	voorkomen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
συμπλήρωση	voltooiing	συμπλήρωση	voltooiing	N;ACC;FEM;SG	N;MASC+FEM;SG
συμπλήρωση	aanvulling	συμπλήρωση	aanvulling	N;ACC;FEM;SG	N;MASC+FEM;SG
συμπλήρωση	supplement	συμπλήρωση	supplement	N;ACC;FEM;SG	N;NEUT;SG
συμπλήρωση	toeslag	συμπλήρωση	toeslag	N;ACC;FEM;SG	N;MASC+FEM;SG
συμπλήρωση	aanvulling	συμπλήρωση	aanvulling	N;ACC;FEM;SG	N;MASC+FEM;SG
πρόσληψη	aanwerving	πρόσληψη	aanwerving	N;ACC;FEM;SG	N;MASC+FEM;SG
πρόσληψη	rekrutering	πρόσληψη	rekrutering	N;ACC;FEM;SG	N;MASC+FEM;SG
πρόσληψη	werving	πρόσληψη	werving	N;ACC;FEM;SG	N;MASC+FEM;SG
κυβερνήτες	presidenten	κυβερνώ	president	N;NOM;MASC;PL	N;PL
κυβερνήτες	gouverneurs	κυβερνώ	gouverneur	N;NOM;MASC;PL	N;PL
κυβερνήτες	kapiteins	κυβερνώ	kapitein	N;NOM;MASC;PL	N;PL
κυβερνήτες	heersers	κυβερνώ	heerser	N;NOM;MASC;PL	N;PL
γενέτειρα	geboorteplaats	γενέτειρα	geboorteplaats	N;NOM;FEM;SG	N;MASC+FEM;SG
γενέτειρα	geboortestad	γενέτειρα	geboortestad	N;NOM;FEM;SG	N;MASC+FEM;SG
γενέτειρα	woonplaats	γενέτειρα	woonplaats	N;NOM;FEM;SG	N;MASC+FEM;SG
γενέτειρα	geboorteplaats	γενέτειρα	geboorteplaats	N;NOM;FEM;SG	N;MASC+FEM;SG
επέζησε	overleven	επιζώ	overleven	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
επέζησε	overleefde	επιζώ	overleven	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
επέζησε	overleefd	επιζώ	overleven	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
σοσιαλιστικής	socialistisch	σοσιαλιστικός	socialistisch	ADJ;GEN;FEM;SG	ADJ
σοσιαλιστικής	socialistische	σοσιαλιστικός	socialistisch	ADJ;GEN;FEM;SG	ADJ
θύρα	gate	θύρα	gaan	N;NOM;FEM;SG	N;MASC+FEM;SG
θύρα	poort	θύρα	poort	N;NOM;FEM;SG	N;MASC+FEM;SG
θύρα	hek	θύρα	hek	N;NOM;FEM;SG	N;NEUT;SG
