ralf	ralf	ralf	ralf	PROPN;NOM;SG	PROPN;NOM;MASC;SG
täytti	napolnjena	täyttää	napolnjen	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
täytti	napolnjen	täyttää	napolnjen	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
täytti	napolnjeno	täyttää	napolnjen	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
irwin	irwin	irwin	irwin	N;NOM;SG	PROPN;NOM;MASC;SG
opiskelee	preučevanje	opiskella	preučevanje	V;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
opiskelee	učenje	opiskella	učenje	V;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
portin	vrata	portti	vrata	N;GEN;SG	N;NOM;NEUT;PL
portin	gate	portti	gata	N;GEN;SG	N;NOM;MASC;SG
säteily	sevanja	säteily	sevanji	N;NOM;SG	N;NOM;NEUT;PL
shawn	shawn	shawn	shawn	PROPN;NOM;SG	N;NOM;MASC;SG
kustannukset	strošek	kustannus	strošek	N;NOM;PL	N;NOM;MASC;SG
kiista	polemik	kiista	polemik	N;NOM;SG	N;GEN;MASC;PL
vietnam	vietnam	vieton	vieten	N;NOM;SG	ADJ;NOM;NEUT;SG
vietnam	vietnamski	vieton	vietnamski	N;NOM;SG	ADJ;NOM;MASC;SG
lähdön	odhod	lähtö	odhod	N;GEN;SG	N;NOM;MASC;SG
operaattori	prevoznika	operaattori	prevoznik	N;NOM;SG	N;ANIM;ACC;MASC;SG
indonesia	indonezijski	indonen	indonezijski	N;NOM;SG	ADJ;NOM;MASC;SG
indonesia	indonezije	indonen	indonezija	N;NOM;SG	N;NOM;FEM;PL
oscarin	oscarja	oscari	oscarjati	N;GEN;SG	N;NOM;MASC;SG
oscarin	oscar	oscari	oscar	N;GEN;SG	PROPN;NOM;MASC;SG
oscarin	oskarja	oscari	oskar	N;GEN;SG	N;NOM;MASC;DU
oscarin	oskar	oscari	oskar	N;GEN;SG	N;NOM;MASC;SG
lyö	zadetek	lyödä	zadetek	V;IMP;SG;2;FIN;ACT	N;NOM;MASC;SG
lyö	hit	lyödä	hit	V;IMP;SG;2;FIN;ACT	N;NOM;MASC;SG
kouluja	šole	koulu	šola	N;PRT;PL	N;NOM;FEM;PL
kouluja	šol	koulu	šola	N;PRT;PL	N;GEN;FEM;PL
heimojen	plemenski	heimo	plemenski	N;GEN;PL	ADJ;NOM;MASC;PL
säännöllinen	redno	säännöllinen	redno	ADJ;NOM;SG	ADV
tonavan	donavi	tonava	donava	N;GEN;SG	N;NOM;FEM;SG
ein	ein	ein	ein	INTJ	
tietotekniikan	informatike	tieto#tekniikka	informatika	N;GEN;SG	N;NOM;FEM;PL
saavutuksia	dosežke	saavutus	dosežek	N;PRT;PL	N;ACC;MASC;PL
saavutuksia	dosežki	saavutus	dosežek	N;PRT;PL	N;NOM;MASC;PL
slovakia	slovaški	slovakia	slovaški	PROPN;NOM;SG	ADJ;NOM;DEF;MASC;SG
slovakia	slovaško	slovakia	slovaški	PROPN;NOM;SG	ADJ;NOM;NEUT;SG
slovakia	slovaška	slovakia	slovaški	PROPN;NOM;SG	ADJ;NOM;FEM;SG
vastuun	odgovornost	vastuu	odgovornost	N;GEN;SG	N;NOM;FEM;SG
osoitettu	dodeljene	osoittaa	dodeljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
osoitettu	dodeljena	osoittaa	dodeljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
osoitettu	dodeljeno	osoittaa	dodeljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
osoitettu	dodeljen	osoittaa	dodeljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
osoitettu	dodeljeni	osoittaa	dodeljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
osoitettu	obravnavano	osoittaa	obravnavan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
osoitettu	naslovljeno	osoittaa	naslovljeno	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
osoitettu	obravnavana	osoittaa	obravnavan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
osoitettu	naslovljene	osoittaa	naslovljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
osoitettu	dodeljene	osoittaa	dodeljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
osoitettu	dodeljena	osoittaa	dodeljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
osoitettu	dodeljeno	osoittaa	dodeljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
osoitettu	dodeljeni	osoittaa	dodeljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
osoitettu	razporejeni	osoittaa	razporejen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
osoitettu	dokazane	osoittaa	dokazan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
osoitettu	dokazano	osoittaa	dokazano	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
osoitettu	dokazana	osoittaa	dokazan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
reinin	porenje	reini	porenje	N;GEN;SG	PROPN;NOM;NEUT;SG
reinin	ren	reini	ren	N;GEN;SG	PROPN;NOM;FEM;SG
puut	dreves	puu	drevo	N;NOM;PL	N;GEN;NEUT;PL
puut	drevje	puu	drevje	N;NOM;PL	N;NOM;NEUT;SG
troijan	trojanski	troija	trojanski	N;GEN;SG	ADJ;NOM;MASC;SG
troijan	troy	troija	troy	N;GEN;SG	PROPN;NOM;MASC;SG
troijan	trojo	troija	troj	N;GEN;SG	N;ACC;NEUT;SG
simpsonit	simpsonovi	simpsoni	simpsonov	N;NOM;PL	ADJ;NOM;MASC;PL
hevosia	konje	hevonen	konj	N;PRT;PL	N;ACC;MASC;PL
hevosia	konjev	hevonen	konj	N;PRT;PL	N;GEN;MASC;PL
hevosia	konji	hevonen	konj	N;PRT;PL	N;NOM;MASC;PL
maailmanlaajuinen	globalno	maailman#laajuinen	globalen	ADJ;NOM;SG	ADV
thaimaassa	tajska	thaimaassa	tajski	ADJ;IN+ESS;SG	ADJ;NOM;FEM;SG
thaimaassa	tajsko	thaimaassa	tajski	ADJ;IN+ESS;SG	ADJ;NOM;NEUT;SG
thaimaassa	tajske	thaimaassa	tajski	ADJ;IN+ESS;SG	ADJ;NOM;FEM;PL
tuho	katastrofe	tuho	katastrofa	N;NOM;SG	N;NOM;FEM;PL
lukuja	številke	luku	številka	N;PRT;PL	N;NOM;FEM;PL
lukuja	figure	luku	figura	N;PRT;PL	N;NOM;FEM;PL
reaktion	reakcijo	reaktio	reakcija	N;GEN;SG	N;ACC;FEM;SG
reaktion	reakcija	reaktio	reakcija	N;GEN;SG	N;NOM;FEM;SG
reaktion	odziv	reaktio	odziv	N;GEN;SG	N;NOM;MASC;SG
uutinen	novice	uutinen	novica	N;NOM;SG	N;NOM;FEM;PL
poikia	fantje	poika	fant	N;PRT;PL	N;NOM;MASC;PL
poikia	dečki	poika	deček	N;PRT;PL	N;NOM;MASC;PL
poikia	fanta	poika	fant	N;PRT;PL	N;ACC;MASC;SG
poikia	sinove	poika	sin	N;PRT;PL	N;ACC;MASC;PL
poikia	sinov	poika	sinov	N;PRT;PL	N;GEN;MASC;PL
poikia	sinovi	poika	sin	N;PRT;PL	N;NOM;MASC;PL
poikia	sinova	poika	sin	N;PRT;PL	N;NOM;MASC;DU
moottoritie	avtoceste	moottori#tie	avtocesta	N;NOM;SG	N;NOM;FEM;PL
moottoritie	avtocesto	moottori#tie	avtocesto	N;NOM;SG	N;ACC;FEM;SG
moottoritie	avtocesto	moottori#tie	avtocesto	N;NOM;SG	N;ACC;FEM;SG
moottoritie	avtocesto	moottori#tie	avtocesto	N;NOM;SG	N;ACC;FEM;SG
luottaa	zaupanje	luottaa	zaupanje	V;IND;SG;PRS;FIN;ACT	N;NOM;NEUT;SG
luottaa	zaupanja	luottaa	zaupanje	V;IND;SG;PRS;FIN;ACT	N;NOM;NEUT;SG
luottaa	zaupanja	luottaa	zaupanje	V;IND;SG;PRS;FIN;ACT	N;NOM;NEUT;SG
rangaistus	kazni	rangaistus	kazen	N;NOM;SG	N;NOM;FEM;PL
torsten	torsten	torsten	torsten	N;GEN;SG	ADJ;NOM;INDF;MASC;SG
hinnan	cena	hinta	cena	N;GEN;SG	N;NOM;FEM;SG
mitsubishi	mitsubishi	mitsubishi	mitsubish	N;NOM;SG	N;NOM;MASC;PL
syys	septembra	syys	september	N;NOM;SG	N;GEN;MASC;SG
kriisi	krizo	kriisi	kriza	N;NOM;SG	N;ACC;FEM;SG
kriisi	krize	kriisi	kriza	N;NOM;SG	N;NOM;FEM;PL
aloitetaan	zagon	aloittaa	zagon	V;IND;PRS;FIN;PASS	N;NOM;MASC;SG
varastaa	kradejo	varastaa	krateti	V;IND;SG;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
varastaa	ukradli	varastaa	ukrasti	V;IND;SG;PRS;FIN;ACT	V;PFV;MASC;PL;V.PTCP
varastaa	kraja	varastaa	kraj	V;IND;SG;PRS;FIN;ACT	N;NOM;MASC;SG
yliopistot	univerz	yli#opisto	univerza	N;NOM;PL	N;GEN;FEM;PL
yliopistot	univerzami	yli#opisto	univerza	N;NOM;PL	N;DAT;FEM;PL
kongressi	kongresu	kongressi	kongres	N;NOM;SG	N;DAT;MASC;SG
klaanin	klan	klaani	klan	N;GEN;SG	N;NOM;MASC;SG
putken	cev	putki	cev	N;GEN;SG	N;NOM;FEM;SG
putken	cevovod	putki	cevovod	N;GEN;SG	N;NOM;MASC;SG
putken	plinovod	putki	plinovod	N;GEN;SG	N;NOM;MASC;SG
andersonin	anderson	anderson	anderson	N;GEN;SG	N;NOM;MASC;SG
mukaisia	skladna	mukainen	skladen	ADJ;PRT;PL	ADJ;NOM;FEM;SG
mukaisia	skladen	mukainen	skladen	ADJ;PRT;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
luotain	sonde	luotain	sonda	N;NOM;SG	N;NOM;FEM;PL
luotain	sondo	luotain	sondo	N;NOM;SG	N;ACC;FEM;SG
target	ciljna	tarki	ciljen	N;NOM;SG	ADJ;NOM;FEM;SG
kohtaus	sceno	kohtaus	scena	N;NOM;SG	N;ACC;FEM;SG
esitykset	nastope	esitys	nastop	N;NOM;PL	N;ACC;MASC;PL
ytimen	jedro	ydin	jedro	N;GEN;SG	N;NOM;NEUT;SG
ytimen	jedro	ydin	jedro	N;GEN;SG	N;NOM;NEUT;SG
liberty	prostost	libertyä	prostost		N;NOM;FEM;SG
liberty	liberty	libertyä	liberty		N;NOM;MASC;SG
jääkiekkoa	hokej	jää#kiekko	hokej	N;PRT;SG	N;NOM;MASC;SG
jääkiekkoa	hockey	jää#kiekko	hockey	N;PRT;SG	N;NOM;MASC;SG
vapaaehtoisesti	prostovoljno	vapaa#ehtoisesti	prostovoljen	ADV	ADJ;NOM;NEUT;SG
vapaaehtoisesti	prostovoljno	vapaa#ehtoisesti	prostovoljen	ADV	ADJ;NOM;NEUT;SG
uskontojen	religije	uskonto	religija	N;GEN;PL	N;NOM;FEM;PL
uskontojen	vere	uskonto	vera	N;GEN;PL	N;NOM;FEM;PL
uskontojen	verovanja	uskonto	verovanje	N;GEN;PL	N;NOM;NEUT;PL
lynn	lynn	lyntää	lynn	PROPN;NOM;SG	PROPN;NOM;FEM;SG
ajoneuvon	vozilo	ajo#neuvo	vozilo	N;GEN;SG	N;NOM;NEUT;SG
huhtikuu	aprila	huhtikuu	april	N;NOM;SG	N;GEN;MASC;SG
tove	tove	tove	tov	PROPN;NOM;SG	N;NOM;FEM;SG
kameran	fotoaparat	kamera	fotoaparat	N;GEN;SG	N;NOM;MASC;SG
kameran	kamera	kamera	kamera	N;GEN;SG	N;NOM;FEM;SG
kameran	kamero	kamera	kamera	N;GEN;SG	N;ACC;FEM;SG
tennessee	tennessee	tennessee	tennesse	INTJ	PROPN;NOM;MASC;SG
earl	earl	earl	earla	PROPN;NOM;SG	N;NOM;MASC;SG
alhainen	nizko	alhainen	nizko	ADJ;NOM;SG	ADV
alhainen	nizke	alhainen	nizek	ADJ;NOM;SG	ADJ;NOM;FEM;PL
rautaa	železo	rauta	želez	N;PRT;SG	N;NOM;NEUT;SG
rautaa	železov	rauta	želez	N;PRT;SG	N;NOM;MASC;SG
rautaa	železna	rauta	železen	N;PRT;SG	ADJ;NOM;FEM;SG
rautaa	železa	rauta	železo	N;PRT;SG	N;GEN;NEUT;SG
lähetetty	poslan	lähettää	poslan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
lähetetty	poslana	lähettää	poslan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
lähetetty	poslani	lähettää	poslan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
lähetetty	poslano	lähettää	poslan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
lähetetty	poslane	lähettää	poslan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
lähetetty	objavljeno	lähettää	objavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
georgiassa	gruzija	georgia	gruzija	N;IN+ESS;SG	N;NOM;FEM;SG
georgiassa	georgia	georgia	georgia	N;IN+ESS;SG	PROPN;NOM;MASC;SG
georgiassa	gruziji	georgia	gruzija	N;IN+ESS;SG	N;DAT;FEM;SG
uskollinen	zvesti	uskollinen	zvesti	ADJ;NOM;SG	ADJ;NOM;MASC;PL
uskollinen	zvesta	uskollinen	zvest	ADJ;NOM;SG	N;NOM;FEM;SG
uskollinen	zvesto	uskollinen	zvesto	ADJ;NOM;SG	ADV
uskollinen	zvesta	uskollinen	zvest	ADJ;NOM;SG	N;NOM;FEM;SG
uskollinen	zvesti	uskollinen	zvesti	ADJ;NOM;SG	ADJ;NOM;MASC;PL
zürich	zürichu	zürich	züriche	PROPN;NOM;SG	PROPN;DAT;MASC;SG
zürich	zürichu	zürich	züriche	PROPN;NOM;SG	PROPN;DAT;MASC;SG
shakespeare	shakespeara	shakespearet#	shakespear	N;NOM;SG	N;GEN;MASC;SG
richardson	richardson	richardson	richardson	N;NOM;SG	PROPN;NOM;MASC;SG
serbien	srbi	serbi	srbeti	N;GEN;PL	N;NOM;MASC;PL
gerald	gerald	gerald	gerald	PROPN;NOM;SG	N;NOM;MASC;SG
valvoa	spremljanje	valvoa	spremljanje	V;SG;NFIN;ACT	N;NOM;NEUT;SG
valvoa	monitor	valvoa	monitor	V;SG;NFIN;ACT	N;NOM;MASC;SG
oppinut	učenjak	oppia	učenjak	V;NOM;SG;V.PTCP;ACT	N;NOM;MASC;SG
kriittinen	kritični	kriittinen	kritičen	ADJ;NOM;SG	ADJ;NOM;MASC;PL
kriittinen	kritične	kriittinen	kritičen	ADJ;NOM;SG	ADJ;NOM;FEM;PL
kriittinen	kritično	kriittinen	kritično	ADJ;NOM;SG	ADV
mississippi	mississippi	missi#ssippi	mississippa	N;NOM;SG	N;NOM;MASC;PL
linnaan	castle	linnaan	castla	N;IN+ALL;SG	N;NOM;MASC;SG
linnaan	grad	linnaan	grad	N;IN+ALL;SG	N;NOM;MASC;SG
linnaan	dvorec	linnaan	dvorec	N;IN+ALL;SG	N;NOM;MASC;SG
intialaiset	indijancev	intialainen	indijanec	N;NOM;PL	N;GEN;MASC;PL
mozart	mozart	mozart	mozart	PROPN;NOM;SG	N;NOM;MASC;SG
heimot	plemen	heimo	plemen	N;NOM;PL	N;GEN;FEM;PL
aikuinen	goji	aikuinen	gojiti	ADJ;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN
aikuinen	zrasel	aikuinen	zrasti	ADJ;NOM;SG	V;PFV;MASC;SG;V.PTCP
aikuinen	zrastel	aikuinen	zrasti	ADJ;NOM;SG	V;PFV;MASC;SG;V.PTCP
aikuinen	odraslih	aikuinen	odrasel	ADJ;NOM;SG	ADJ;GEN;MASC;PL;V.PTCP
aikuinen	odrasli	aikuinen	odrasel	ADJ;NOM;SG	ADJ;NOM;MASC;PL;V.PTCP
birmingham	birminghamu	birmingham	birmingham	N;NOM;SG	N;DAT;MASC;SG
obama	obama	obama	oba	PROPN;NOM;SG	N;NOM;MASC;SG
keskusteluja	razprave	keskustelu	razprava	N;PRT;PL	N;NOM;FEM;PL
keskusteluja	pogovori	keskustelu	pogovor	N;PRT;PL	N;NOM;MASC;PL
keskusteluja	razprave	keskustelu	razprava	N;PRT;PL	N;NOM;FEM;PL
laita	postavi	laittaa	postaviti	V;IMP;SG;2;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
murhasi	umorili	murhata	umoriti	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP
murhasi	umorjen	murhata	umorjen	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
murhasi	umorjena	murhata	umorjen	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
murhasi	umorjeni	murhata	umorjen	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
hampaat	zobe	hammas	zob	N;NOM;PL	N;ACC;MASC;PL
tulevia	prihajajoči	tuleva	prihajajoč	ADJ;PRT;PL	ADJ;NOM;MASC;PL;V.PTCP
tulevia	prihajajoče	tuleva	prihajajoč	ADJ;PRT;PL	ADJ;NOM;FEM;PL;V.PTCP
todennäköisyys	možnosti	toden#näköisyys	možnost	N;NOM;SG	N;NOM;FEM;PL
todennäköisyys	verjetnosti	toden#näköisyys	verjetnost	N;NOM;SG	N;GEN;FEM;PL
sidney	sidney	sidney	sidney	N;NOM;SG	ADJ;NOM;DEF;MASC;SG
kuvattuna	fotografirali	kuvata	fotografirati	V;FRML;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
fantasia	domišljija	fantanen	domišljija	N;PRT;PL	N;NOM;FEM;SG
fantasia	fantazijo	fantanen	fantazija	N;PRT;PL	N;ACC;FEM;SG
fantasia	fantazije	fantanen	fantazija	N;PRT;PL	N;NOM;FEM;PL
fantasia	fantazija	fantanen	fantazija	N;PRT;PL	N;NOM;FEM;SG
fantasia	fantazije	fantanen	fantazija	N;PRT;PL	N;NOM;FEM;PL
salin	fitnes	sali	fitnes	N;GEN;SG	N;NOM;MASC;SG
salin	telovadnica	sali	telovadnica	N;GEN;SG	N;NOM;FEM;SG
salin	telovadnici	sali	telovadnica	N;GEN;SG	N;DAT;FEM;SG
salin	sala	sali	sala	N;GEN;SG	
salin	sal	sali	sal	N;GEN;SG	N;NOM;MASC;SG
huone	sobo	huone	soba	N;NOM;SG	N;ACC;FEM;SG
huone	sobi	huone	soba	N;NOM;SG	N;NOM;FEM;DU
cool	kul	cool	kul	N;NOM;SG	ADV
cool	fajn	cool	fajn	N;NOM;SG	ADV
suoritettu	končano	suorittaa	končan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
suoritettu	zaključene	suorittaa	zaključen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
suoritettu	izpolnjeno	suorittaa	izpolnjen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
suoritettu	končana	suorittaa	končan	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
suoritettu	zaključena	suorittaa	zaključen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
suoritettu	doseženo	suorittaa	dosežen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
sunnuntaina	nedeljsko	sunnuntai	nedeljsko	N;FRML;SG	ADJ;NOM;NEUT;SG
sunnuntaina	nedeljo	sunnuntai	nedelja	N;FRML;SG	N;ACC;FEM;SG
sunnuntaina	nedelje	sunnuntai	nedelje	N;FRML;SG	N;NOM;FEM;PL
sunnuntaina	nedeljski	sunnuntai	nedeljski	N;FRML;SG	ADJ;NOM;MASC;SG
sunnuntaina	nedelja	sunnuntai	nedeljati	N;FRML;SG	N;NOM;FEM;SG
con	con	con	cona	INTJ	N;NOM;MASC;SG
applen	jabolka	appli	jabolko	N;GEN;SG	N;NOM;NEUT;PL
applen	jabolčni	appli	jabolčen	N;GEN;SG	ADJ;NOM;MASC;PL
applen	apple	appli	apple	N;GEN;SG	N;NOM;MASC;SG
applen	jabolko	appli	jabolko	N;GEN;SG	N;NOM;NEUT;SG
iloinen	veselo	iloinen	veselo	ADJ;NOM;SG	ADV
matematiikka	matematiko	matematiikka	matematika	N;NOM;SG	N;ACC;FEM;SG
matematiikka	aritmetično	matematiikka	aritmetično	N;NOM;SG	ADJ;NOM;NEUT;SG
matematiikka	matematiko	matematiikka	matematika	N;NOM;SG	N;ACC;FEM;SG
latviassa	latvije	latvia	latvija	N;IN+ESS;SG	N;NOM;FEM;PL
latviassa	latvijo	latvia	latev	N;IN+ESS;SG	N;ACC;FEM;SG
latviassa	latvija	latvia	latvija	N;IN+ESS;SG	N;NOM;FEM;SG
konsensus	soglasja	konsensus	soglasje	N;NOM;SG	N;NOM;NEUT;PL
hammer	hammer	hammer	hammer	PROPN;NOM;SG	N;NOM;MASC;SG
hammer	kladivo	hammer	kladivo	PROPN;NOM;SG	N;NOM;NEUT;SG
näyttelyssä	razstave	näyttely	razstava	N;IN+ESS;SG	N;NOM;FEM;PL
näyttelyssä	razstavi	näyttely	razstava	N;IN+ESS;SG	N;NOM;FEM;SG
näyttelyssä	razstavo	näyttely	razstava	N;IN+ESS;SG	N;ACC;FEM;SG
näyttelyssä	razstava	näyttely	razstava	N;IN+ESS;SG	N;NOM;FEM;SG
kasvatus	vzgojo	kasvatus	vzgoja	N;NOM;SG	N;ACC;FEM;SG
kasvatus	vzrejo	kasvatus	vzreja	N;NOM;SG	N;ACC;FEM;SG
vuokra	najemnino	vuokra	najemnina	N;NOM;SG	N;ACC;FEM;SG
säilyttämistä	zadrževanje	säilyttäminen	zadrževanje	N;PRT;SG	N;NOM;NEUT;SG
säilyttämistä	zadržanje	säilyttäminen	zadržanje	N;PRT;SG	N;NOM;NEUT;SG
rikas	bogato	rikas	bogato	ADJ;NOM;SG	ADV
rikas	bogati	rikas	bogat	ADJ;NOM;SG	ADJ;NOM;MASC;PL
rikas	rich	rikas	rich	ADJ;NOM;SG	
angelo	angelo	angelo	angelo		PROPN;NOM;FEM;SG
mittakaavassa	merilo	mitta#kaava	merilo	N;IN+ESS;SG	N;NOM;NEUT;SG
mittakaavassa	lestvici	mitta#kaava	lestvica	N;IN+ESS;SG	N;NOM;FEM;SG
mittakaavassa	lestvica	mitta#kaava	lestvica	N;IN+ESS;SG	N;NOM;FEM;SG
mittakaavassa	obseg	mitta#kaava	obseg	N;IN+ESS;SG	N;NOM;MASC;SG
läpimitta	premera	läpi#mitta	premer	N;NOM;SG	N;GEN;MASC;SG
läpimitta	diagonalne	läpi#mitta	diagonalen	N;NOM;SG	ADJ;NOM;FEM;PL
nathan	nathan	narha	nathan	PROPN;NOM;SG	PROPN;NOM;MASC;SG
painava	težki	painava	težek	ADJ;NOM;SG	ADJ;NOM;MASC;PL
painava	težke	painava	težek	ADJ;NOM;SG	ADJ;NOM;FEM;PL
eve	eva	eve	eva	PROPN;NOM;SG	PROPN;NOM;FEM;SG
eve	eve	eve	ev	PROPN;NOM;SG	
taisto	bitko	taisto	bitko	N;NOM;SG	N;ACC;FEM;SG
tuhoutunut	uničena	tuhoutua	uničen	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;V.PTCP
tuhoutunut	uničeni	tuhoutua	uničen	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;MASC;PL;V.PTCP
tuhoutunut	uničene	tuhoutua	uničen	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;FEM;PL;V.PTCP
tuhoutunut	uničen	tuhoutua	uničen	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
tuhoutunut	uničeno	tuhoutua	uničen	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;V.PTCP
eesti	eesti	eesti	eesta	N;NOM;SG	
mon	mon	mon	mon	INTJ	
suositeltu	priporočamo	suositella	priporočati	V;NOM;SG;V.PTCP;PASS	V;IPFV;IND;PL;1;PRS;FIN
suositeltu	priporočena	suositella	priporočen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
suositeltu	priporočeno	suositella	priporočen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
suositeltu	priporočeni	suositella	priporočen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
suositeltu	priporočljivo	suositella	priporočljiv	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
suositeltu	predstavljeni	suositella	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
suositeltu	predstavljeno	suositella	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
suositeltu	predstavljene	suositella	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
suositeltu	predstavljena	suositella	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
suositeltu	predstavljenih	suositella	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
suositeltu	predstavljen	suositella	predstavljen	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
osastolla	ward	osasto	ward	N;AT+ESS
;SG	
perinteitä	tradicije	perinne	tradicija	N;PRT;PL	N;NOM;FEM;PL
perinteitä	tradicijo	perinne	tradicija	N;PRT;PL	N;ACC;FEM;SG
perinteitä	tradicija	perinne	tradicija	N;PRT;PL	N;NOM;FEM;SG
perinteitä	tradicije	perinne	tradicija	N;PRT;PL	N;NOM;FEM;PL
perinteitä	tradicijo	perinne	tradicija	N;PRT;PL	N;ACC;FEM;SG
nopeampi	hitreje	nopea	hitro	ADJ;NOM;CMPR;SG	ADV;CMPR
nopeampi	hitreje	nopea	hitro	ADJ;NOM;CMPR;SG	ADV;CMPR
nero	genialno	nero	genialno	N;NOM;SG	ADJ;NOM;NEUT;SG
nero	nero	nero	ner	N;NOM;SG	
löydä	odkrili	löydä	odkriti	V;IMP;SG;2;FIN;ACT	V;PFV;MASC;PL;V.PTCP
ash	pepel	ash	pepel	PROPN;NOM;SG	N;NOM;MASC;SG
ash	ash	ash	anh	PROPN;NOM;SG	N;NOM;MASC;SG
sant	sant	sant	sant	PROPN;NOM;SG	PROPN;NOM;MASC;SG
carmen	carmen	carmen	carmen		N;NOM;MASC;SG
carmen	karmen	carmen	karmen		PROPN;NOM;FEM;SG
luontoa	narave	luonto	narava	N;PRT;SG	N;NOM;FEM;PL
luontoa	narava	luonto	narava	N;PRT;SG	N;NOM;FEM;SG
faith	faith	faith	faith		N;NOM;FEM;SG
faith	vera	faith	vera		N;NOM;FEM;SG
