ako	like	ako	like	ADV	
potvrdenie	bekræft	potvrdenie	bekræft	N;NOM;NEUT;SG	V;IMP
dan	dan	dan	dan	PROPN;ANIM;NOM;MASC;SG	
nútený	påtvunget	nútený	påtvunget	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
nútený	tvungen	nútený	tvinge	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;V.MSDR
nútený	tvunget	nútený	tvinge	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
nútený	tvang	nútený	tvinge	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	N;INDF;MASC+FEM;SG
nútený	tvungne	nútený	tvinge	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
kríza	kriser	kríza	krise	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
orange	orange	oranga	orange	N;INAN;NOM;MASC;SG	ADJ
vnútorný	interne	vnútorný	interne	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
vnútorný	internt	vnútorný	internt	ADJ;ANIM;NOM;MASC;SG	ADV
vnútorný	inderste	vnútorný	inderste	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
drží	bedriften	držať	bedriften	V;IPFV;IND;SG;3;POS;PRS;FIN	N;DEF;MASC+FEM;SG
drží	holding	držať	holding	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INDF;MASC+FEM;SG
drží	bedrift	držať	bedrift	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INDF;MASC+FEM;SG
klasická	klassiker	klasický	klassiker	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
klasická	klassiske	klasický	klassisk	ADJ;NOM;FEM;SG	ADJ;PL
klasická	classic	klasický	classic	ADJ;NOM;FEM;SG	
latinskej	latin	latinský	latin	ADJ;GEN;FEM;SG	
latinskej	latinske	latinský	latinsk	ADJ;GEN;FEM;SG	ADJ;PL
vlak	træne	vlak	træne	N;INAN;NOM;MASC;SG	V;NFIN;ACT
vlak	tog	vlak	tage	N;INAN;NOM;MASC;SG	V;IND;PST;FIN;ACT
vlak	træn	vlak	træn	N;INAN;NOM;MASC;SG	V;IMP
špecifické	specifikt	špecifický	specifikt	ADJ;NOM;NEUT;SG	ADV
špecifické	specifikke	špecifický	specifikke	ADJ;NOM;NEUT;SG	ADJ;PL
blízke	nærheden	blízky	nærhed	ADJ;NOM;NEUT;PL	N;DEF;MASC+FEM;SG
zaujímavosti	interessante	zaujímavosť	interessant	N;NOM;FEM;PL	ADJ;PL
zaujímavosti	spændende	zaujímavosť	spændende	N;NOM;FEM;PL	ADJ
zaujímavosti	interessant	zaujímavosť	interessant	N;NOM;FEM;PL	ADJ;INDF;SG
rafael	rafael	rafael	rafael	N;ANIM;NOM;MASC;SG	
leto	summer	leto	summe	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
dostupný	tilgængelige	dostupný	tilgængelig	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
dostupný	ledige	dostupný	ledig	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
silver	sølvfarvet	silver	sølvfarvet	N;ANIM;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
silver	silver	silver	silve	N;ANIM;NOM;MASC;SG	
mlyn	mill	mlyn	mill	N;INAN;NOM;MASC;SG	
viem	kend	vedieť	kend	V;IPFV;IND;SG;1;POS;PRS;FIN	V;IMP
singles	singler	singles	singel	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
typicky	typiske	typicky	typisk	ADV	ADJ;PL
zamerané	fokuserede	zameraný	fokusere	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
zamerané	fokuseret	zameraný	fokusere	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zamerané	fokuseret	zameraný	fokusere	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
pevné	fast	pevný	fast	ADJ;NOM;NEUT;SG	ADV
zelené	green	zelený	gre	ADJ;NOM;NEUT;SG	
zelené	grønne	zelený	grøn	ADJ;NOM;NEUT;SG	ADJ;PL
široká	brede	široký	bred	ADJ;NOM;FEM;SG	ADJ;PL
široká	brede	široký	bred	ADJ;NOM;FEM;SG	ADJ;PL
são	são	são	são	PROPN;ANIM;NOM;MASC;SG	
são	sao	são	sao	PROPN;ANIM;NOM;MASC;SG	
zástupcovia	befuldmægtigede	zástupca	befuldmægtige	N;ANIM;NOM;MASC;PL	V;PL;PST;V.PTCP
francesco	francesco	francesco	francesco	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
prejavy	taler	prejav	tale	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
kontroly	kontrol	kontrola	kontrol	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
kontroly	inspektion	kontrola	inspektion	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
vybrané	udvalgte	vybraný	udvælge	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
vybrané	udvalgt	vybraný	udvælge	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vybrané	valgt	vybraný	vælge	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vybrané	valgte	vybraný	vælge	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
vybrané	udvalgte	vybraný	udvælge	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
vybrané	udvalgt	vybraný	udvælge	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vybrané	markeret	vybraný	markere	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
dánska	denmark	dánsky	denmark	ADJ;NOM;FEM;SG	
dánska	danmark	dánsky	danmark	ADJ;NOM;FEM;SG	
dánska	danish	dánsky	danish	ADJ;NOM;FEM;SG	
dánska	danske	dánsky	dansk	ADJ;NOM;FEM;SG	ADJ;PL
milión	millioner	milión	million	NUM;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
boys	drenge	boys	dreng	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;PL
boys	boys	boys	boys	PROPN;ANIM;NOM;MASC;SG	
kss	kss	kss	kss		N;INDF;NEUT;SG
diskusiu	diskussioner	diskusia	diskussion	N;ACC;FEM;SG	N;INDF;MASC+FEM;PL
diskusiu	drøftelser	diskusia	drøftelse	N;ACC;FEM;SG	N;INDF;MASC+FEM;PL
set	sæt	set	sætte	N;INAN;NOM;MASC;SG	V;IMP
set	indstillet	set	indstille	N;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
set	sat	set	sætte	N;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
individuálne	individ	individuálne	individ	ADV	N;INDF;NEUT;SG
individuálne	individuelle	individuálne	individuel	ADV	ADJ;PL
individuálne	individuel	individuálne	individuel	ADV	ADJ;INDF;MASC+FEM;SG
pravdy	sandheder	pravda	sandhed	N;GEN;FEM;SG	N;INDF;MASC+FEM;PL
iau	iau	iau	iau	N;NOM;MASC;SG	
demo	demo	demo	demo	INTJ	N;INDF;MASC+FEM;SG
grafické	grafisk	grafický	grafisk	ADJ;NOM;NEUT;SG	ADV
grafické	grafik	grafický	grafik	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
grafické	grafisk	grafický	grafisk	ADJ;NOM;NEUT;SG	ADV
grafické	grafik	grafický	grafik	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
grafické	grafisk	grafický	grafisk	ADJ;NOM;NEUT;SG	ADV
moon	måne	moon	måne	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
moon	månen	moon	mån	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
moon	moon	moon	moon	PROPN;ANIM;NOM;MASC;SG	
izraela	israel	izrael	israel	N;NOM;FEM;SG	
izraela	israelsk	izrael	israelsk	N;NOM;FEM;SG	ADJ;INDF;SG
spravodlivosti	justice	spravodlivosť	justic	N;NOM;FEM;PL	
spravodlivosti	justitsministeriet	spravodlivosť	justitsministerium	N;NOM;FEM;PL	N;DEF;NEUT;SG
spravodlivosti	retfærdighed	spravodlivosť	retfærdighed	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
spravodlivosti	rimelighed	spravodlivosť	rimelighed	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
spravodlivosti	retfærdighed	spravodlivosť	retfærdighed	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
spravodlivosti	fairness	spravodlivosť	fairness	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
kurt	kurt	kurt	kurt	PROPN;ANIM;NOM;MASC;SG	
vlasti	homeland	vlasť	homeland	N;DAT;FEM;SG	
polície	politi	polícia	politi	N;NOM;FEM;PL	N;INDF;NEUT;SG
polície	politiet	polícia	politi	N;NOM;FEM;PL	N;DEF;NEUT;SG
polície	police	polícia	police	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
výrazné	betydelige	výrazný	betydelig	ADJ;NOM;NEUT;SG	ADJ;PL
výrazné	udtalt	výrazný	udtale	ADJ;NOM;NEUT;SG	V;INDF;SG;PST;V.PTCP
výrazné	udtales	výrazný	udtale	ADJ;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
výrazné	udpræget	výrazný	udpræge	ADJ;NOM;NEUT;SG	V;INDF;SG;PST;V.PTCP
zelený	green	zelený	gre	ADJ;ANIM;NOM;MASC;SG	
zelený	grønne	zelený	grøn	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
wright	wright	wright	wright	PROPN;ANIM;NOM;MASC;SG	
profesionálne	faglige	profesionálny	faglig	ADV	ADJ;PL
profesionálne	professionelt	profesionálny	professionelt	ADV	ADJ;INDF;NEUT;SG
profesionálne	professionel	profesionálny	professionel	ADV	ADJ;INDF;MASC+FEM;SG
profesionálne	professionelle	profesionálny	professionel	ADV	ADJ;PL
lucia	lucie	lucí	lucie	PROPN;NOM;FEM;SG	
lucia	lucia	lucí	lucia	PROPN;NOM;FEM;SG	
ročné	årligt	ročný	årligt	ADJ;NOM;NEUT;SG	ADV
ročné	årligt	ročný	årligt	ADJ;NOM;NEUT;SG	ADV
prísne	streng	prísne	streng	ADV	ADJ;INDF;MASC+FEM;SG
prísne	strenge	prísne	streng	ADV	ADJ;PL
nájdené	fundne	nájdený	fundne	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NFIN;ACT
nájdené	fandt	nájdený	finde	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
nájdené	fundet	nájdený	finde	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
juhoslávie	jugoslavien	juhoslávie	jugoslavie	N;NOM;FEM;PL	PROPN
typická	typisk	typický	typisk	ADJ;NOM;FEM;SG	ADV
typická	typiske	typický	typisk	ADJ;NOM;FEM;SG	ADJ;PL
oscar	oscar	oscar	oscar	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
hrdinu	helt	hrdina	helt	N;ANIM;ACC;MASC;SG	ADV
hrdinu	hero	hrdina	hero	N;ANIM;ACC;MASC;SG	
erupcie	vulkanudbrud	erupcia	vulkanudbrud	N;NOM;FEM;PL	N;INDF;NEUT;SG
vnútorná	interne	vnútorný	interne	ADJ;NOM;FEM;SG	ADJ;PL
vnútorná	internt	vnútorný	internt	ADJ;NOM;FEM;SG	ADV
vnútorná	inderste	vnútorný	inderste	ADJ;NOM;FEM;SG	ADJ;PL
verejný	offentlighed	verejný	offentlighed	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
verejný	offentligt	verejný	offentligt	ADJ;ANIM;NOM;MASC;SG	ADV
verejný	offentlige	verejný	offentlig	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
verejný	offentligheden	verejný	offentlighed	ADJ;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
ivanovič	ivanovich	ivanovič	ivanovich	N;ANIM;NOM;MASC;SG	
poézia	digte	poézia	digte	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
informačné	informative	informačný	informativ	ADJ;NOM;NEUT;SG	ADJ;PL
indický	indianer	indický	indiane	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
indický	indiske	indický	indisk	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
indický	indisk	indický	indisk	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
indický	indian	indický	indian	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
sky	himmel	sky	himmel	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
sky	sky	sky	sky	PROPN;ANIM;NOM;MASC;SG	
sky	himlen	sky	himmel	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
maršal	marshall	maršať	marshall	N;ANIM;NOM;MASC;SG	
maršal	marshalls	maršať	marshall	N;ANIM;NOM;MASC;SG	N;GEN;INDF;MASC+FEM;SG
maršal	marshal	maršať	marshal	N;ANIM;NOM;MASC;SG	
príprava	forberedelser	príprava	forberedelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
príprava	forbereder	príprava	forberede	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
príprava	forberede	príprava	forbere	N;NOM;FEM;SG	V;NFIN;ACT
alice	alice	alice	alice	PROPN;NOM;FEM;SG	N;INDF;MASC+FEM;SG
allen	allen	allen	al	PROPN;ANIM;NOM;MASC;SG	
chyba	fejl	chyba	fejl	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
chyba	fejl	chyba	fejl	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
baby	baby	baby	baby	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
baby	skat	baby	skat	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
španielske	spanske	španielsky	spansk	ADJ;NOM;NEUT;SG	ADJ;PL
španielske	spansk	španielsky	spansk	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
španielske	spaniere	španielsky	spanier	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
jonathan	jonathan	jonathan	jonathan	PROPN;ANIM;NOM;MASC;SG	
informácia	oplysninger	informácia	oplysning	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
kože	skind	koža	skind	N;NOM;FEM;PL	N;INDF;NEUT;SG
kože	gemmer	koža	gemme	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
kože	skjuler	koža	skjule	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
kože	hud	koža	hud	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
kože	skind	koža	skind	N;NOM;FEM;PL	N;INDF;NEUT;SG
kože	skin	koža	skin	N;NOM;FEM;PL	
kože	huden	koža	huden	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
slovak	englændere	slovak	englænder	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
slovak	engelske	slovak	engelsk	N;NOM;NEUT;SG	ADJ;PL
slovak	engelsk	slovak	engelsk	N;NOM;NEUT;SG	ADJ;INDF;SG
slovak	english	slovak	english	N;NOM;NEUT;SG	
julien	julien	juleno	julie	PROPN;ANIM;NOM;MASC;SG	
poznatky	kundskab	poznatok	kundskab	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
poznatky	viden	poznatok	viden	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
poznatky	kendskab	poznatok	kendskab	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
poste	poste	post	pose	N;INAN;NOM;MASC;SG	V;NFIN;ACT
two	to	two	to		NUM
pevne	stram	pevne	stram	ADV	ADJ;INDF;MASC+FEM;SG
pevne	stramme	pevne	stram	ADV	ADJ;PL
kúpil	købes	kúpiť	købe	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;PRS;NFIN;PASS
édouard	édouard	édouard	édouard	PROPN;ANIM;NOM;MASC;SG	
marseille	marseille	marseille	marseille	ADV	
marseille	marseille	marseille	marseille	ADV	
marseille	marseilles	marseille	marseil	ADV	N;GEN;INDF;MASC+FEM;SG
turistický	turist	turistický	turist	ADJ;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
guy	fyr	guy	fyr	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
guy	guy	guy	guy	PROPN;ANIM;NOM;MASC;SG	
guy	gut	guy	gut	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
rozhraní	grænseflader	rozhranie	grænseflader	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
pausanias	pausanias	pausanias	pausanias	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
predné	front	predný	front	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
predné	foran	predný	foran	ADJ;NOM;NEUT;SG	ADV
predné	forside	predný	forside	ADJ;NOM;NEUT;SG	V;IMP
helin	helin	helin	helin	PROPN;ANIM;NOM;MASC;SG	
dame	dame	dam	dame	PROPN;ANIM;VOC;MASC;SG	N;INDF;MASC+FEM;SG
ovplyvnil	påvirkede	ovplyvniť	påvirke	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PL;PST;V.PTCP
nahradené	afløst	nahradený	afløse	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
nahradené	erstattet	nahradený	erstatte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
nahradené	udskiftet	nahradený	udskifte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
nahradené	udskiftes	nahradený	udskifte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NFIN;PASS
nahradené	erstattede	nahradený	erstatte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
nahradené	erstattet	nahradený	erstatte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
škótska	skotske	škótsky	skotsk	N;NOM;FEM;SG	ADJ;PL
škótska	scottish	škótsky	scottish	N;NOM;FEM;SG	
škótska	skotsk	škótsky	skotsk	N;NOM;FEM;SG	ADJ;INDF;SG
wild	vildt	wild	vildt	PROPN;ANIM;NOM;MASC;SG	ADJ;INDF;NEUT;SG
wild	vilde	wild	vild	PROPN;ANIM;NOM;MASC;SG	ADJ;PL
wild	vildtlevende	wild	vildtlevende	PROPN;ANIM;NOM;MASC;SG	ADJ
wild	wild	wild	wild	PROPN;ANIM;NOM;MASC;SG	
wild	vild	wild	vild	PROPN;ANIM;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
prirodzený	naturlige	prirodzený	naturlig	ADJ;INAN;NOM;MASC;SG	ADJ;PL
prirodzený	natural	prirodzený	natural	ADJ;INAN;NOM;MASC;SG	
clanok	opsummere	clanok	opsummer	N;INAN;NOM;MASC;SG	V;NFIN;ACT
hrubý	brutto	hrubý	brutto	ADJ;ANIM;NOM;MASC;SG	ADV
hrubý	tykt	hrubý	tyk	ADJ;ANIM;NOM;MASC;SG	ADV
hrubý	tykke	hrubý	tyk	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
hrubý	ubehøvlet	hrubý	ubehøvlet	ADJ;ANIM;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
absolútne	absolutte	absolútny	absolutte	ADV	ADJ;PL
absolútne	absolute	absolútny	absolut	ADV	ADJ;PL
hľadanie	søges	hľadanie	søge	N;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
hľadanie	søge	hľadanie	søge	N;NOM;NEUT;SG	V;NFIN;ACT
hľadanie	søg	hľadanie	søg	N;NOM;NEUT;SG	V;IMP
ponuku	budt	ponuka	byde	N;ACC;FEM;SG	V;INDF;SG;PST;V.PTCP
ponuku	byd	ponuka	byd	N;ACC;FEM;SG	V;IMP
ponuku	tilbyde	ponuka	tilbyde	N;ACC;FEM;SG	V;NFIN;ACT
ponuku	tilbud	ponuka	tilbud	N;ACC;FEM;SG	N;INDF;NEUT;PL
amd	amd	amd	amd	N;NOM;FEM;SG	
stáli	stået	stáť	stå	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
aténach	athen	atén	athen	N;GEN;MASC;PL	PROPN
aténach	athens	atén	athense	N;GEN;MASC;PL	N;INDF;MASC+FEM;SG
party	party	part	party	N;NOM;FEM;PL	
party	fest	part	fest	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
party	part	part	part	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
party	parti	part	parti	N;NOM;FEM;PL	N;INDF;NEUT;SG
spektrum	frekvenser	spektrum	frekvens	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
ročná	årligt	ročný	årligt	ADJ;NOM;FEM;SG	ADV
povodia	bækkenet	povodiť	bækken	N;NOM;NEUT;PL	N;DEF;NEUT;SG
povodia	bassin	povodiť	bassin	N;NOM;NEUT;PL	N;INDF;NEUT;SG
vlastníctva	ejerskabet	vlastníctvo	ejerskab	N;NOM;NEUT;PL	N;DEF;NEUT;SG
vlastníctva	ejerskab	vlastníctvo	ejerskab	N;NOM;NEUT;PL	N;INDF;NEUT;SG
vlastníctva	ejerforhold	vlastníctvo	ejerforhold	N;NOM;NEUT;PL	N;INDF;NEUT;SG
vlastníctva	ejendomsret	vlastníctvo	ejendomsr	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
gustav	gustav	gustaviť	gustav	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
gustav	gustave	gustaviť	gustave	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
zničená	udslettet	zničený	udslette	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zničená	ødelagt	zničený	ødelægge	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zničená	tilintetgjort	zničený	tilintetgjort	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zničená	destrueret	zničený	destruere	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zničená	sønderknust	zničený	sønderknust	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	N;INDF;MASC+FEM;SG
zničená	hærget	zničený	hærget	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zničená	ødelagt	zničený	ødelægge	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zničená	ruineret	zničený	ruinere	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zničená	ødelagde	zničený	ødelægge	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
business	forretninger	business	forretning	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
neil	neil	neiť	neil	PROPN;ANIM;NOM;MASC;SG	
zodpovednosť	ansvarsområder	zodpovednosť	ansvarsområde	N;NOM;FEM;SG	N;INDF;NEUT;PL
rokovania	forhandling	rokovanie	forhandling	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
rokovania	forhandler	rokovanie	forhandle	N;NOM;NEUT;PL	V;IND;PRS;FIN;ACT
rokovania	forhandle	rokovanie	forhandle	N;NOM;NEUT;PL	V;NFIN;ACT
rokovania	forhandling	rokovanie	forhandling	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
rýchly	hurtigt	rýchly	hurtigt	ADJ;ANIM;NOM;MASC;SG	ADV
rýchly	hurtige	rýchly	hurtig	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
rýchly	hurtigt	rýchly	hurtigt	ADJ;ANIM;NOM;MASC;SG	ADV
rýchly	hurtige	rýchly	hurtig	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
uhlíka	carbon	uhlík	carbon	N;ANIM;ACC;MASC;SG	
meny	valuta	mena	valuta	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
meny	møntenhed	mena	møntenhed	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
priame	direkte	priamy	direkte	ADJ;NOM;NEUT;SG	ADV
priame	direct	priamy	direct	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
dôvody	begrundelse	dôvod	begrundelse	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
charlie	charlie	charlie	charlie	N;ANIM;NOM;MASC;SG	
zložený	sammensat	zložený	sammensætte	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zložený	sammensatte	zložený	sammensætte	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
zložený	sammensat	zložený	sammensætte	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zložený	sammensatte	zložený	sammensætte	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
krátka	short	krátka	short	ADJ;NOM;FEM;SG	
krátka	korte	krátka	kort	ADJ;NOM;FEM;SG	ADJ;PL
dieťaťa	barns	dieťa	barns	N;NOM;NEUT;PL	N;GEN;INDF;NEUT;SG
dieťaťa	child	dieťa	child	N;NOM;NEUT;PL	
dieťaťa	barn	dieťa	barn	N;NOM;NEUT;PL	N;INDF;NEUT;SG
kariet	kort	kariet	kort	N;GEN;FEM;PL	ADJ;INDF;SG
kariet	cards	kariet	cards	N;GEN;FEM;PL	N;INDF;MASC+FEM;SG
kariet	kortspil	kariet	kortspil	N;GEN;FEM;PL	N;INDF;NEUT;SG
princa	prince	princ	prince	N;ANIM;ACC;MASC;SG	
parlamentných	parlamentarisk	parlamentný	parlamentarisk	ADJ;GEN;MASC;PL	ADV
správny	korrekte	správny	korrekt	ADJ;INAN;NOM;MASC;SG	ADJ;PL
škótsko	scotland	škótsko	scotland	ADV	N;INDF;MASC+FEM;SG
škótsko	skotland	škótsko	skotland	ADV	PROPN
jon	harald	jon	harald	PROPN;ANIM;NOM;MASC;SG	
jon	jon	jon	jon	PROPN;ANIM;NOM;MASC;SG	PROPN
jednoty	sammenhold	jednota	sammenhold	N;NOM;FEM;PL	N;INDF;NEUT;SG
jednoty	enhed	jednota	enhed	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
príchod	kommer	príchod	komme	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
vydať	udstedelse	vydať	udstedelse	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
ukončenie	slutter	ukončenie	slutte	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
verejná	offentlighed	verejný	offentlighed	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
verejná	offentligt	verejný	offentligt	ADJ;NOM;FEM;SG	ADV
verejná	offentlige	verejný	offentlig	ADJ;NOM;FEM;SG	ADJ;PL
verejná	offentligheden	verejný	offentlighed	ADJ;NOM;FEM;SG	N;DEF;MASC+FEM;SG
