til	за	til	за	ADV	ADP
bugten	bay	bugt	bay	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
vanskeligheder	затруднено	vanskelighed	затрудня-(се)	N;INDF;MASC+FEM;PL	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vanskeligheder	трудност	vanskelighed	трудност	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
vanskeligheder	затруднение	vanskelighed	затруднение	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
fredrik	фредрик	fredrik	фредрик		N;INDF;MASC;SG
hong	хун	hong	хун	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
male	боя	male	бой	V;NFIN;ACT	N;INDF;FEM;SG
male	бои	male	бой	V;NFIN;ACT	N;INDF;NEUT;PL
male	боядисване	male	боядисване	V;NFIN;ACT	N;INDF;NEUT;SG
male	рисуване	male	рисуване	V;NFIN;ACT	N;INDF;NEUT;SG
male	живопис	male	живопис	V;NFIN;ACT	N;INDF;FEM;SG
male	картина	male	картина	V;NFIN;ACT	N;INDF;FEM;SG
male	боядисване	male	боядисване	V;NFIN;ACT	N;INDF;NEUT;SG
matthew	матю	matthew	матю		PROPN;INDF;MASC;SG
matthew	матей	matthew	матей		N;INDF;MASC;SG
sal	хол	sal	хол	N;INDF;MASC+FEM;SG	PROPN;INDF;FEM;SG
sal	hall	sal	hall	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
sal	сал	sal	сал	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
alpha	алфа	alpha	алфа		N;INDF;FEM;SG
myndighederne	власти	myndighed	власт	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
myndighederne	органи	myndighed	орган	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
holst	холст	holst	холст		N;INDF;MASC;SG
videregående	висше	videregående	висш	ADJ	N;INDF;NEUT;SG
afbrudt	прекъснати	afbryde	прекъсна-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
afbrudt	прекъсва	afbryde	прекъсвам-(се)	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
afbrudt	прекъснат	afbryde	прекъсна-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;3;PRS;FIN;ACT
zürich	цюрих	zürich	цюрих	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
zürich	цюрих	zürich	цюрих	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
autonome	автономна	autonome	автономен	ADJ;PL	ADJ;INDF;FEM;SG
konkret	конкретни	konkret	конкретен	ADJ;INDF;SG	ADJ;INDF;PL
konkret	бетон	konkret	бетон	ADJ;INDF;SG	N;INDF;MASC;SG
sund	здрави	sund	здрав	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
sund	здравословни	sund	здравословен	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
sund	здравословно	sund	здравословен	ADJ;INDF;MASC+FEM;SG	ADV
marokko	мароко	marokko	мароко		N;INDF;MASC;SG
utallige	безброй	utallig	безброй	ADJ;PL	ADV
utallige	безброй	utallig	безброй	ADJ;PL	ADV
gran	смърч	gran	смърч		N;INDF;MASC;SG
sideløbende	паралелно	sideløbende	паралелно	ADJ	ADV
sideløbende	успоредно	sideløbende	успореден	ADJ	ADV
handelen	търговия	handel	търговия	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
hospitalet	болница	hospital	болница	N;DEF;NEUT;SG	N;INDF;FEM;SG
venskab	приятелството	venskab	приятелство	N;INDF;NEUT;SG	N;DEF;NEUT;SG
statue	статуята	statue	статуя	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
erobring	завоевания	erobring	завоевание	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
diego	диего	diego	диего		PROPN;INDF;MASC;SG
færdige	завършен	færdig	завърша	ADJ;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
universal	универсален	universal	универсален		ADJ;INDF;MASC;SG
universal	универсално	universal	универсално		ADV
universal	универсална	universal	универсален		ADJ;INDF;FEM;SG
universal	универсални	universal	универсален		ADJ;INDF;PL
digtet	поема	digte	поемам	N;DEF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
digtet	стихотворение	digte	стихотворение	N;DEF;NEUT;SG	N;INDF;NEUT;SG
albanien	албания	albanie	албания	PROPN	N;INDF;FEM;SG
empire	империята	empire	империя		N;DEF;FEM;SG
empire	емпайър	empire	емпайър		N;INDF;MASC;SG
empire	империя	empire	империя		N;INDF;FEM;SG
palace	двореца	palace	дворец	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
palace	дворецът	palace	дворец	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
jay	джей	jay	джей		PROPN;INDF;MASC;SG
frugt	плодове	frugt	плод	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
frugt	плодове	frugt	плод	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
danny	дани	danny	дани		N;INDF;MASC;SG
platform	платформата	platform	платформа	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
collins	колинс	collins	колинс		PROPN;INDF;MASC;SG
lyde	звук	lyde	звук	V;NFIN;ACT	N;INDF;MASC;SG
lyde	звука	lyde	звук	V;NFIN;ACT	N;DEF;MASC;SG
lyde	звуци	lyde	звук	V;NFIN;ACT	N;INDF;MASC;PL
lyde	шумове	lyde	шум	V;NFIN;ACT	N;INDF;MASC;PL
lyde	звуци	lyde	звук	V;NFIN;ACT	N;INDF;MASC;PL
mill	мил	mill	мил		ADJ;INDF;MASC;SG
mill	мелница	mill	мелница		N;INDF;FEM;SG
volvo	волво	volvo	волво		N;INDF;NEUT;SG
udformet	проектирани	udforme	проектирам	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
schultz	шулц	schultz	шулц	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
schultz	шулц	schultz	шулц	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
schultz	schulz	schultz	schulz	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
antikke	антики	antik	антика	ADJ;PL	N;INDF;FEM;PL
antikke	антика	antik	антика	ADJ;PL	N;INDF;FEM;SG
antikke	антична	antik	античен	ADJ;PL	ADJ;INDF;FEM;SG
kommerciel	търговско	kommerciel	търговски	ADJ;INDF;MASC+FEM;SG	ADV
kommerciel	реклама	kommerciel	реклама	ADJ;INDF;MASC+FEM;SG	N;INDF;FEM;SG
amerikanere	американците	amerikaner	американец	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
voldsom	свирепи	voldsom	свиреп	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
voldsom	свирепо	voldsom	свирепо	ADJ;INDF;MASC+FEM;SG	ADV
voldsom	насилствено	voldsom	насилствено	ADJ;INDF;MASC+FEM;SG	ADV
arizona	аризона	arizona	аризон		N;DEF;FEM;SG
revolutionen	революция	revolution	революция	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
ernest	ърнест	ernest	ърнест	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
temaer	темите	tema	тема	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
libyen	либия	liby	либия	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
bange	уплашен	bange	уплашен	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bange	изплашена	bange	изплаша-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
bange	изплашен	bange	изплаша-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bange	уплашена	bange	уплаша-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
bange	уплашени	bange	уплаша-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
bange	уплашен	bange	уплашен	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bange	изплашена	bange	изплаша-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
bange	изплашен	bange	изплаша-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bange	уплашена	bange	уплаша-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
bange	уплашени	bange	уплаша-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
læsning	чета	læsning	чета	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
læsning	четенето	læsning	четене	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
holdninger	отношението	holdning	отношение	N;INDF;MASC+FEM;PL	N;DEF;NEUT;SG
gennemsnitlige	среден	gennemsnitlig	среден	ADJ;PL	ADJ;INDF;MASC;SG
gennemsnitlige	средно	gennemsnitlig	средно	ADJ;PL	ADV
arkitekter	архитект	arkitekt	архитект	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
fødte	родени	føde	родя-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
fødte	роден	føde	родя-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
fødte	родена	føde	родя-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
pigen	момиченце	pige	момиченце	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
pigen	момиче	pige	момиче	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
accepterede	приета	acceptere	приема	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
accepterede	приети	acceptere	приема	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
accepterede	прието	acceptere	приема	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
accepterede	приет	acceptere	приема	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
betalte	платен	betale	платен	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
betalte	платено	betale	платя	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
betalte	платена	betale	платя	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
betalte	платени	betale	платя	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
apollo	аполон	apollo	аполон		N;INDF;MASC;SG
apollo	аполо	apollo	аполо		N;INDF;MASC;SG
svage	слабо	svag	слабо	ADJ;PL	ADV
svage	слаб	svag	слаб	ADJ;PL	ADJ;INDF;MASC;SG
svage	слаба	svag	слаб	ADJ;PL	ADJ;INDF;FEM;SG
sundhed	здравето	sundhed	здраве	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
act	act	act	act	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
missouri	мисури	missouri	мисура		N;INDF;MASC;SG
hartmann	хартман	hartmann	хартман		N;INDF;MASC;SG
masser	изобилие	masse	изобилие	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kvarter	квартала	kvarter	квартал	N;INDF;NEUT;SG	N;DEF;MASC;SG
sofia	софия	sofia	софия		PROPN;INDF;FEM;SG
afstemningen	гласувайте	afstemning	гласувам	N;DEF;MASC+FEM;SG	V;IPFV;IMP;PL;2;FIN
afstemningen	вот	afstemning	вот	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
afstemningen	гласуване	afstemning	гласуване	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
landsdækkende	национално	landsdækkende	национален	ADJ	ADV
landsdækkende	национално	landsdækkende	национален	ADJ	ADV
normandiet	нормандия	normandium	нормандия	N;DEF;NEUT;SG	N;INDF;FEM;SG
alfa	алфа	alfa	алфа		N;INDF;FEM;SG
alfa	алфа	alfa	алфа		N;INDF;FEM;SG
logo	логото	logo	лого	N;INDF;NEUT;SG	N;DEF;NEUT;SG
rosenborg	rosenborg	rosenborg	rosenborg	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
minimum	минимален	minimum	минимален	N;INDF;NEUT;SG	ADJ;INDF;MASC;SG
minimum	минимално	minimum	минимален	N;INDF;NEUT;SG	ADV
minimum	минимална	minimum	минимален	N;INDF;NEUT;SG	ADJ;INDF;FEM;SG
kongres	конгреса	kongre	конгрес	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kongres	конгресът	kongre	конгрес	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
broer	мостовете	bro	мост	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
socialistiske	социалист	socialistisk	социалист	ADJ;PL	N;INDF;MASC;SG
socialistiske	социалистическа	socialistisk	социалистически	ADJ;PL	ADJ;INDF;FEM;SG
hop	скок	hop	скок	V;IMP	N;INDF;MASC;SG
hop	скочи	hop	скоча	V;IMP	V;PFV;IND;SG;3;PST;FIN;ACT
hop	хоп	hop	хоп	V;IMP	N;INDF;MASC;SG
fiktive	условна	fiktiv	условен	ADJ;PL	ADJ;INDF;FEM;SG
fiktive	измислен	fiktiv	измисля	ADJ;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
fiktive	измислени	fiktiv	измисля	ADJ;PL	V;PFV;INDF;PL;V.PTCP;PASS
sydpå	южен	sydpå	южен	ADV	N;INDF;MASC;SG
sydpå	юг	sydpå	юг	ADV	N;INDF;MASC;SG
sydpå	южна	sydpå	южен	ADV	ADJ;INDF;FEM;SG
kvinderne	жени	kvinde	жена	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
tyskere	германците	tysker	германец	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
negativ	отрицателно	negativ	отрицателен	ADJ;INDF;MASC+FEM;SG	ADV
negativ	отрицателни	negativ	отрицателен	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
organiserede	организиран	organisere	организирам	V;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
organiserede	организирана	organisere	организирам	V;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
organiserede	организирано	organisere	организирам	V;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
organiserede	организиран	organisere	организирам	V;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
organiserede	организирана	organisere	организирам	V;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
organiserede	организирано	organisere	организирам	V;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
forsvinder	изчезване	forsvinde	изчезване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
forsvinder	изчезване	forsvinde	изчезване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
pink	розово	pink	розово		ADV
pink	розов	pink	розов		ADJ;INDF;MASC;SG
pink	розова	pink	розова		ADJ;INDF;FEM;SG
pink	розови	pink	розов		ADJ;INDF;PL
symptomer	симптомите	symptom	симптом	N;INDF;NEUT;PL	N;DEF;MASC;PL
adelige	благородници	adelig	благородник	ADJ;PL	N;INDF;MASC;PL
adelige	благородниците	adelig	благородник	ADJ;PL	N;DEF;MASC;PL
integreret	неделима	integrere	неделим	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
integreret	неразделна	integrere	неразделен	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
integreret	вграден	integrere	вграден	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
integreret	интегрирани	integrere	интегрирам	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
globe	глобус	glob	глобус	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
atp	атп	atp	атп		PROPN;INDF;FEM;SG
drikke	пиене	drikke	пиена	V;NFIN;ACT	N;INDF;NEUT;SG
drikke	пиенето	drikke	пиене	V;NFIN;ACT	N;DEF;NEUT;SG
drikke	пий	drikke	пий	V;NFIN;ACT	N;INDF;MASC;SG
drikke	питие	drikke	питие	V;NFIN;ACT	N;INDF;NEUT;SG
trafikken	трафик	trafik	трафик	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
trafikken	задръстване	trafik	задръстване	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
presset	напрежение	pres	напрежение	N;DEF;NEUT;SG	N;INDF;NEUT;SG
presset	натиск	pres	натиск	N;DEF;NEUT;SG	N;INDF;MASC;SG
presset	налягане	pres	налягане	N;DEF;NEUT;SG	N;INDF;NEUT;SG
presset	натисна	pres	натисна-(се)	N;DEF;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
nutiden	подарък	nutid	подарък	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
nutiden	настояще	nutid	настояще	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
nutiden	присъстващи	nutid	присъствам	N;DEF;MASC+FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
republikanske	републиканец	republikansk	републиканец	ADJ;PL	N;INDF;MASC;SG
republikanske	републикански	republikansk	републикански	ADJ;PL	ADJ;INDF;MASC;SG
republikanske	републиканска	republikansk	републикански	ADJ;PL	ADJ;INDF;FEM;SG
republikanske	републиканци	republikansk	републиканец	ADJ;PL	N;INDF;MASC;PL
arabien	арабия	arabi	арабия	N;DEF;MASC+FEM;SG	PROPN;INDF;FEM;SG
yde	субсидия	yde	субсидия	V;NFIN;ACT	N;INDF;FEM;SG
yde	грант	yde	грант	V;NFIN;ACT	PROPN;INDF;MASC;SG
detroit	детройт	detroit	детройт		PROPN;INDF;MASC;SG
mario	марио	mario	марио		PROPN;INDF;MASC;SG
kendetegn	характеристики	kendetegn	характеристика	N;INDF;NEUT;SG	N;INDF;FEM;PL
metoden	метод	metod	метод	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
são	сао	são	сао		PROPN;INDF;MASC;SG
são	сао	são	сао		PROPN;INDF;MASC;SG
vogne	вагоните	vogn	вагон	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
nære	подхранват	nær	подхранвам	ADJ;PL	V;IPFV;IND;PL;3;PRS;FIN;ACT
stade	стад	stade	стад	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
casper	каспър	caspe	каспър		PROPN;INDF;MASC;SG
makedonien	македония	makedonie	македония	N;DEF;MASC+FEM;SG	PROPN;INDF;FEM;SG
nederlandske	холандец	nederlandsk	холандец	ADJ;PL	N;INDF;MASC;SG
nederlandske	нидерландски	nederlandsk	нидерландски	ADJ;PL	ADJ;INDF;MASC;SG
nederlandske	дъч	nederlandsk	дъч	ADJ;PL	PROPN;INDF;MASC;SG
nederlandske	холандски	nederlandsk	холандски	ADJ;PL	ADJ;INDF;MASC;SG
gate	портата	gate	порта		N;DEF;FEM;SG
gate	порта	gate	порта		N;INDF;FEM;SG
spillerne	играчи	spiller	играч	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
saudi	саудитска	saudi	саудитски		ADJ;INDF;FEM;SG
længden	дължина	længde	дължина	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
gangen	коридор	gang	коридор	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
anbragt	поставени	anbragt	поставя-(се)	V;INDF;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
kongressen	конгрес	kongres	конгрес	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
instruktion	инструкции	instruktion	инструкция	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
instruktion	инструкции	instruktion	инструкция	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
instruktion	указания	instruktion	указание	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
føderale	федерален	føderal	федерален	ADJ;PL	ADJ;INDF;MASC;SG
føderale	федерално	føderal	федерален	ADJ;PL	ADV
føderale	федерална	føderal	федерален	ADJ;PL	ADJ;INDF;FEM;SG
stifter	създател	stift	създател	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
stifter	основателят	stift	основател	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
stifter	основател	stift	основател	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
sene	сухожилие	sene	сухожилие	ADJ	N;INDF;NEUT;SG
betaling	касата	betaling	каса	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
betaling	плащания	betaling	плащане	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
hagen	хейгън	hag	хейгън	N;DEF;MASC+FEM;SG	PROPN;INDF;MASC;SG
hagen	чин	hag	чин	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
hagen	брадичка	hag	брадичка	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
santiago	сантяго	santiago	сантяго		N;INDF;MASC;SG
planeten	планета	plan	планета	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
greb	хватката	gribe	хватка	N;INDF;NEUT;SG	N;DEF;FEM;SG
greb	сграбчи	gribe	сграбча	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
stuart	стюарт	stuart	стюарт	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
strenge	строг	streng	строг	ADJ;PL	ADJ;INDF;MASC;SG
strenge	строга	streng	строга	ADJ;PL	ADJ;INDF;FEM;SG
strenge	стриктна	streng	стриктен	ADJ;PL	ADJ;INDF;FEM;SG
strenge	струните	streng	струна	ADJ;PL	N;DEF;FEM;PL
strenge	струни	streng	струна	ADJ;PL	N;INDF;FEM;PL
konservativ	консервативни	konservativ	консервативен	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
konservativ	консервативно	konservativ	консервативно	ADJ;INDF;MASC+FEM;SG	ADV
congo	конго	congo	конго		PROPN;INDF;MASC;SG
græs	треви	græs	трева	N;INDF;NEUT;SG	N;INDF;FEM;PL
græs	тревата	græs	трева	N;INDF;NEUT;SG	N;DEF;FEM;SG
hawaii	хаваи	hawaii	хавая		N;INDF;MASC;SG
hawaii	хавай	hawaii	хавам-(се)		N;INDF;MASC;SG
hawaii	хаваите	hawaii	хавая-(се)		N;DEF;MASC;PL
basketball	баскетбола	basketball	баскетбол	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
basketball	баскетболен	basketball	баскетболен	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
alfabet	азбуката	alfab	азбука	N;INDF;NEUT;SG	N;DEF;FEM;SG
værktøj	инструменти	værktøj	инструмент	N;INDF;NEUT;SG	N;INDF;MASC;PL
værktøj	инструментите	værktøj	инструмент	N;INDF;NEUT;SG	N;DEF;MASC;PL
slutspillet	плейофите	slutspillet	плещоф	N;DEF;NEUT;SG	N;DEF;MASC;PL
maritime	морско	maritim	морски	ADJ;PL	ADV
maritime	морска	maritim	морски	ADJ;PL	ADJ;INDF;FEM;SG
maritime	морски	maritim	морски	ADJ;PL	ADJ;INDF;MASC;SG
løs	разрешаване	løs	разрешаване	ADJ;INDF;SG	N;INDF;NEUT;SG
løs	решаване	løs	решаване	ADJ;INDF;SG	N;INDF;NEUT;SG
nordpå	север	nordpå	север	ADV	N;INDF;MASC;SG
nordpå	северна	nordpå	северен	ADV	ADJ;INDF;FEM;SG
fokuserer	фокусирана	fokusere	фокусирам	V;IND;PRS;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
færdigt	завършен	færdig	завърша	ADJ;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
udfører	извършване	udføre	извършване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
mindretal	малцинството	mindretal	малцинство	N;INDF;NEUT;SG	N;DEF;NEUT;SG
mindretal	малцинства	mindretal	малцинство	N;INDF;NEUT;SG	N;INDF;NEUT;PL
mindretal	малцинствата	mindretal	малцинство	N;INDF;NEUT;SG	N;DEF;NEUT;PL
motiv	мотивите	motiv	мотив	N;INDF;NEUT;SG	N;DEF;MASC;PL
motiv	мотиви	motiv	мотив	N;INDF;NEUT;SG	N;INDF;MASC;PL
opfattet	възприема	opfatte	възприемам	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
wolf	улф	wolf	улф		PROPN;INDF;MASC;SG
wolf	уолф	wolf	уолф		PROPN;INDF;MASC;SG
wolf	вълк	wolf	вълк		N;INDF;MASC;SG
wolf	вълчо	wolf	вълчо		N;INDF;MASC;SG
wolf	волф	wolf	волф		PROPN;INDF;MASC;SG
overgav	предадени	overgive	предам-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
overgav	предадено	overgive	предам-(се)	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
basel	базел	basel	базел		PROPN;INDF;MASC;SG
køkken	кухнята	køkke	кухня	N;INDF;NEUT;SG	N;DEF;FEM;SG
udnævnte	назначени	udnævne	назнача	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
udnævnte	назначена	udnævne	назнача	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
udnævnte	назначен	udnævne	назнача	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bekæmpe	битка	bekæmpe	битка	V;NFIN;ACT	N;INDF;FEM;SG
underviser	възпитател	undervise	възпитател	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
underviser	педагог	undervise	педагог	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
kulturen	култура	kultur	култура	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
uafgjort	тегли	uafgjort	тегля-(се)	N;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN
smuk	прекрасни	smuk	прекрасен	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
smuk	красиво	smuk	красиво	ADJ;INDF;MASC+FEM;SG	ADV
hensigt	намерения	hensigt	намерение	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
hensigt	намерението	hensigt	намерение	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
hensigt	намерения	hensigt	намерение	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
udendørs	открито	udendørs	открито	ADJ	ADV
jerry	джери	jerry	джеря		N;INDF;FEM;SG
eleverne	студенти	elev	студент	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
eleverne	ученици	elev	ученик	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
eleverne	ученици	elev	ученик	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
beatles	бийтълс	beatel	бийтълс	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
hell	хайл	hell	хайл		N;INDF;MASC;SG
pansrede	брониран	pansret	бронирам	ADJ;PL	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
pansrede	бронирана	pansret	бронирам	ADJ;PL	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
baker	бейкър	bakke	бейкър	N;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
wright	райт	wright	райт		PROPN;INDF;MASC;SG
imponerende	впечатляващо	imponerende	впечатляващо	ADJ	ADV
materiel	материали	materiel	материал	N;INDF;NEUT;SG	N;INDF;MASC;PL
materiel	материално	materiel	материален	N;INDF;NEUT;SG	ADV
fjendtlige	враждебна	fjendtlig	враждебен	ADJ;PL	ADJ;INDF;FEM;SG
fjendtlige	враждебност	fjendtlig	враждебност	ADJ;PL	N;INDF;FEM;SG
fjendtlige	враждебно	fjendtlig	враждебно	ADJ;PL	ADV
fjendtlige	враждебен	fjendtlig	враждебен	ADJ;PL	ADJ;INDF;MASC;SG
