rob	rob	rob	rob	PROPN	
mercancías	áru	mercancía	áru	N;FEM;PL	N;NOM;SG
construye	építsünk	construir	épít	V;IND;SG;3;PRS;FIN	V;INDF;IND;PL;1;PRS;FIN;ACT
ten	tíz	tener	tíz	V;IND;SG;2;PRS;FIN	NUM;NOM;SG
agregar	hozzáadás	agregar	hozzáadás	V;NFIN	
marinas	tengerész	marina	tengerész	N;FEM;PL	N;NOM;SG
marinas	tengeri	marina	tengeri	N;FEM;PL	
marinas	tengerészgyalogos	marina	tengerészgyalogos	N;FEM;PL	N;NOM;SG
tela	szövetek	tela	szövet	N;FEM;SG	N;NOM;PL
ataca	támadások	atacar	támadás	V;IND;SG;3;PRS;FIN	N;NOM;PL
ataca	támadásokat	atacar	támadás	V;IND;SG;3;PRS;FIN	N;ACC;PL
ataca	támadás	atacar	támadás	V;IND;SG;3;PRS;FIN	N;NOM;SG
lorca	lorca	lorca	lorca	N;FEM;SG	PROPN;NOM;SG
serra	serra	ser	serra	N;FEM;SG	
refugiados	menekült	refugiado	menekült	N;MASC;PL	V;INDF;IND;SG;3;PST;FIN;ACT
marcel	marcel	marcel	marcel	PROPN	
dylan	dylan	dylar	dylan	PROPN	
harold	harold	harold	harold	N;MASC;SG	
combinado	együttes	combinado	együttes	ADJ;MASC;SG;V.PTCP	
combinado	kombinált	combinado	kombinált	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
revisar	felülvizsgálat	revisar	felülvizsgálat	V;NFIN	N;NOM;SG
revisar	kritika	revisar	kritika	V;NFIN	N;NOM;SG
robo	robo	robo	robo	N;MASC;SG	
robo	lop	robo	lop	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
robo	lopni	robo	lop	N;MASC;SG	V;NFIN;ACT
robo	ellopni	robo	ellop	N;MASC;SG	V;NFIN;ACT
vecina	szomszédom	vecino	szomszédom	ADJ;FEM;SG	N;NOM;SG
vecina	szomszéd	vecino	szomszéd	ADJ;FEM;SG	
vecina	szomszédom	vecino	szomszédom	ADJ;FEM;SG	N;NOM;SG
vecina	szomszédok	vecino	szomszéd	ADJ;FEM;SG	N;NOM;PL
vecina	szomszéd	vecino	szomszéd	ADJ;FEM;SG	
modificado	módosult	modificado	módosul	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
modificado	átalakított	modificado	átalakított	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
modificado	módosított	modificado	módosított	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
modificado	módosítva	modificado	módosítva	ADJ;MASC;SG;V.PTCP	ADV;V.CVB
radial	radiális	radial	radiális	ADJ;SG	N;NOM;SG
angola	angola	angola	angola	N;FEM;SG	PROPN;NOM;SG
contactos	kapcsolatfelvétel	contacto	kapcsolatfelvétel	N;MASC;PL	N;NOM;SG
contactos	kapcsolattartó	contacto	kapcsolattartó	N;MASC;PL	N;NOM;SG
contactos	kontakt	contacto	kontakt	N;MASC;PL	
contactos	érintkezés	contacto	érintkezés	N;MASC;PL	N;NOM;SG
contactos	kapcsolat	contacto	kapcsolat	N;MASC;PL	N;NOM;SG
contactos	kapcsolatba	contacto	kapcsolat	N;MASC;PL	N;IN+ALL;SG
contactos	kapcsolattartás	contacto	kapcsolattartás	N;MASC;PL	N;NOM;SG
conservado	megtartott	conservar	megtartott	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
conservado	tartósított	conservar	tartósított	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
conservado	megőrizte	conservar	megőriz	ADJ;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
hudson	hudson	hudson	huds	N;MASC;SG	
pampa	pampák	pampa	pampa	N;FEM;SG	
hormigón	konkrét	hormigón	konkrét	N;MASC;SG	
pinto	pinto	pinto	pinto	N;MASC;SG	
jugaron	játszott	jugar	játszik	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
jugaron	játszottam	jugar	játszik	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
odio	utálom	odio	utálom	N;MASC;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
cauca	cauca	cauca	cauca	N;MASC;SG	
nocturno	éjjeli	nocturno	éjjeli	ADJ;MASC;SG	
nocturno	éj	nocturno	éj	ADJ;MASC;SG	
nocturno	este	nocturno	este	ADJ;MASC;SG	ADV
nocturno	éjjel	nocturno	éjjel	ADJ;MASC;SG	
nocturno	éjszaka	nocturno	éjszaka	ADJ;MASC;SG	N;NOM;SG
celta	kelta	celta	kel	N;SG	
celta	kelták	celta	kel	N;SG	N;NOM;PL
consultas	konzultáció	consulta	konzultáció	N;FEM;PL	N;NOM;SG
consultas	konzultáció	consulta	konzultáció	N;FEM;PL	N;NOM;SG
consultas	egyeztetés	consulta	egyeztetés	N;FEM;PL	
consultas	érdeklődni	consulta	érdeklődik	N;FEM;PL	V;NFIN;ACT
comprobar	csekk	comprobar	csekk	V;NFIN	N;NOM;SG
comprobar	csekket	comprobar	csekket	V;NFIN	N;ACC;SG
comprobar	ellenőrzés	comprobar	ellenőrzés	V;NFIN	N;NOM;SG
radicales	radikálisok	radical	radikális	ADJ;PL	N;NOM;PL
radicales	radikális	radical	radikális	ADJ;PL	ADJ;NOM;SG
condena	elítéli	condena	elítéli	N;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
connecticut	connecticut	connecticut	connecticut	N;MASC;SG	
saboya	savoy	saber	savoy	N;FEM;SG	
juzgado	bíróság	juzgado	bíróság	ADJ;MASC;SG;V.PTCP	N;NOM;SG
juzgado	udvar	juzgado	udvar	ADJ;MASC;SG;V.PTCP	N;NOM;SG
juzgado	court	juzgado	cour	ADJ;MASC;SG;V.PTCP	
juzgado	számvevőszék	juzgado	számvevőszék	ADJ;MASC;SG;V.PTCP	N;NOM;SG
religiones	vallás	religión	vallás	N;FEM;PL	N;NOM;SG
lealtad	hűség	lealtad	hűség	N;FEM;SG	
morris	morris	morri	morris	N;SG	
paolo	paolo	paolo	paolo	N;MASC;SG	
start	start	start	start	N	
start	kezdeni	start	kezd	N	V;NFIN;ACT
funcional	működőképes	funcional	működőképes	ADJ;SG	N;NOM;SG
guevara	guevara	guevar	guevara	V;SBJV;SG;3;IPFV;FIN	
disparos	feles	disparo	feles	N;MASC;PL	
disparos	lövés	disparo	lövés	N;MASC;PL	N;NOM;SG
disparos	lövöldözés	disparo	lövöldözés	N;MASC;PL	N;NOM;SG
disparos	lő	disparo	lő	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
disparos	lövés	disparo	lövés	N;MASC;PL	N;NOM;SG
disparos	forgatás	disparo	forgatás	N;MASC;PL	N;NOM;SG
cayo	gaius	cayo	gaius	N;MASC;SG	
cayo	cay	cayo	cay	N;MASC;SG	
galardonado	megítélt	galardonado	megítélt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
galardonado	odaítélt	galardonado	odaítélt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
avanzar	előleg	avanzar	előleg	V;NFIN	N;NOM;SG
avanzar	előre	avanzar	előre	V;NFIN	
puro	puszta	puro	puszta	ADJ;MASC;SG	
puro	szivart	puro	szivart	ADJ;MASC;SG	N;ACC;SG
puro	szivar	puro	szivar	ADJ;MASC;SG	N;NOM;SG
puro	tisztán	puro	tiszta	ADJ;MASC;SG	
puro	tiszta	puro	tiszta	ADJ;MASC;SG	
tomas	tomas	toma	tomas	N;FEM;PL	
tomas	thomas	toma	thomas	N;FEM;PL	
tomas	tamás	toma	tamás	N;FEM;PL	N;NOM;SG
tomas	feles	toma	feles	N;FEM;PL	
tomas	lövés	toma	lövés	N;FEM;PL	N;NOM;SG
separada	külön	separado	kül	ADJ;FEM;SG;V.PTCP	
separada	különálló	separado	különálló	ADJ;FEM;SG;V.PTCP	
separada	elkülönített	separado	elkülönít	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
separada	külön	separado	kül	ADJ;FEM;SG;V.PTCP	
comprensión	egyetértés	comprensión	egyetértés	N;FEM;SG	
comprensión	megértő	comprensión	megértő	N;FEM;SG	
blake	blake	blake	blake	PROPN	
mónaco	monaco	mónaco	monaco	N;MASC;SG	
medicinales	gyógyászati	medicinal	gyógyászati	ADJ;PL	N;NOM;SG
distinguir	megkülönböztető	distinguir	megkülönböztető	V;NFIN	
distinguir	különbséget	distinguir	különbség	V;NFIN	N;ACC;SG
compleja	összetett	complejo	összetett	ADJ;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
compleja	komplex	complejo	komplex	ADJ;FEM;SG	
ontario	ontario	ontario	ontario	N;MASC;SG	PROPN;NOM;SG
terminada	elkészült	terminado	elkészült	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
terminada	befejezett	terminado	befejezett	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
terminada	kész	terminado	kész	ADJ;FEM;SG;V.PTCP	
tumbas	graves	tumba	graves	N;FEM;PL	
conservar	megőrzése	conservar	megőrzés	V;NFIN	N;NOM;SG
berkeley	berkeley	berkeley	berkeley	N;FEM;SG	
inmediata	azonnali	inmediato	azonnali	ADJ;FEM;SG	
jacobo	jacob	jacobo	jac	N;MASC;SG	
jacobo	james	jacobo	james	N;MASC;SG	
jacobo	jakab	jacobo	ja	N;MASC;SG	
piernas	lábát	pierna	lába	N;FEM;PL	N;ACC;SG
piernas	láb	pierna	láb	N;FEM;PL	N;NOM;SG
típicamente	általában	típicamente	általában	ADV	
típicamente	tipikusan	típicamente	tipikus	ADV	ADJ;FRML;SG
dramático	dráma	dramático	dráma	ADJ;MASC;SG	N;NOM;SG
dramático	drama	dramático	drama	ADJ;MASC;SG	
músculo	izmok	músculo	izmok	N;MASC;SG	N;NOM;PL
músculo	izmok	músculo	izmok	N;MASC;SG	N;NOM;PL
sul	sul	sul	sul	N;FEM;SG	
val	val	val	val	N;MASC;SG	
bonus	prémium	bonu	prémium	N	
bonus	bónusz	bonu	bónusz	N	
croata	horvát	croata	horvát	N;SG	ADJ;NOM;SG
perdón	sajnálom	perdón	sajnál	N;MASC;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
paquete	köteg	paquete	köteg	N;SG	
paquete	pack	paquete	pack	N;SG	
públicamente	nyilvánosan	públicamente	nyilvános	ADV	ADJ;FRML;SG
desconocida	ismeretlenek	desconocido	ismeretlen	ADJ;FEM;SG;V.PTCP	ADJ;NOM;PL
desconocida	ismeretlen	desconocido	ismeretlen	ADJ;FEM;SG;V.PTCP	
especialistas	szakember	especialista	szakember	N;PL	N;NOM;SG
especialistas	specialista	especialista	specialista	N;PL	N;NOM;SG
opuesto	szemben	opuesto	szemben	ADJ;MASC;SG;V.PTCP	
opuesto	ellentétes	opuesto	ellentétes	ADJ;MASC;SG;V.PTCP	
mono	mono	mono	mono	N;MASC;SG	
afectados	érintett	afectado	érintett	N;MASC;PL	
afectados	érintettek	afectado	érint	N;MASC;PL	V;INDF;IND;PL;3;PST;FIN;ACT
rehabilitación	rehab	rehabilitación	rehab	N;FEM;SG	
rehabilitación	rehabilitációs	rehabilitación	rehabilitációs	N;FEM;SG	ADJ;NOM;SG
revelación	jelenések	revelación	jelenés	N;FEM;SG	N;NOM;PL
satélites	műholdas	satélite	műholdas	N;MASC;PL	
satélites	műhold	satélite	műhold	N;MASC;PL	N;NOM;SG
zero	nulla	zero	nulla	N	
zero	zéró	zero	zéró	N	
zero	zero	zero	zero	N	
infección	fertőzések	infección	fertőzés	N;FEM;SG	N;NOM;PL
infección	fertőzések	infección	fertőzés	N;FEM;SG	N;NOM;PL
navales	haditengerészeti	naval	haditengerészeti	ADJ;PL	ADJ;NOM;SG
navales	tengerészeti	naval	tengerészeti	ADJ;PL	ADJ;NOM;SG
kurt	kurt	kurt	kur	PROPN	
definida	meghatározott	definido	meghatározott	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
definida	meghatározva	definido	meghatározva	ADJ;FEM;SG;V.PTCP	ADV;V.CVB
regente	régens	regente	régens	ADJ;SG	N;NOM;SG
terrorista	terroristák	terrorista	terrorista	N;SG	N;NOM;PL
terrorista	terroristák	terrorista	terrorista	N;SG	N;NOM;PL
desarrollando	fejlődő	desarrollar	fejlődő	V;V.MSDR	ADJ;NOM;SG
desarrollando	fejlesztése	desarrollar	fejlesztés	V;V.MSDR	N;NOM;SG
superficial	felszínes	superficial	felszínes	ADJ;SG	
superficial	felületes	superficial	felületes	ADJ;SG	
superficial	felszínes	superficial	felszínes	ADJ;SG	
superficial	sekély	superficial	sekély	ADJ;SG	
superficial	felszín	superficial	felszín	ADJ;SG	N;NOM;SG
superficial	felület	superficial	felület	ADJ;SG	N;NOM;SG
superficial	felszíni	superficial	fel+színi	ADJ;SG	N;NOM;SG
abundancia	bőséges	abundancia	bőséges	N;FEM;SG	ADJ;NOM;SG
abundancia	bőség	abundancia	bőség	N;FEM;SG	
abundancia	rengeteg	abundancia	rengeteg	N;FEM;SG	
resultando	eredő	resultar	eredő	V;V.MSDR	
resultando	létrejövő	resultar	létrejövő	V;V.MSDR	ADJ;NOM;SG
marfil	elefántcsont	marfil	elefántcsont		N;NOM;SG
gaspar	kaspar	gaspar	kaspar	PROPN	
gaspar	caspar	gaspar	caspar	PROPN	
institut	institut	institut	institut	N;MASC;SG	
secundarias	középfokú	secundario	középfokú	ADJ;FEM;PL	N;NOM;SG
secundarias	másodlagos	secundario	másodlagos	ADJ;FEM;PL	ADJ;NOM;SG
funcionario	hivatalos	funcionario	hivatalos	N;MASC;SG	ADJ;NOM;SG
explorador	cserkész	explorador	cserkész	N;MASC;SG	
explorador	felderítő	explorador	felderítő	N;MASC;SG	ADJ;NOM;SG
kate	kate	kate	kate	N;FEM;SG	PROPN;NOM;SG
útiles	hasznos	útil	hasznos	ADJ;PL	
útiles	segítőkész	útil	segítőkész	ADJ;PL	
útiles	hasznos	útil	hasznos	ADJ;PL	
mixto	koedukált	mixto	koedukál	ADJ;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
mixto	kevert	mixto	kevert	ADJ;MASC;SG	
mixto	vegyes	mixto	vegyes	ADJ;MASC;SG	
mixto	keverve	mixto	keverve	ADJ;MASC;SG	
melodía	melody	melodía	melody	N;FEM;SG	
estimación	becsült	estimación	becsül	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
estimación	becslési	estimación	becslési	N;FEM;SG	ADJ;NOM;SG
estimación	becsült	estimación	becsül	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
luigi	luigi	luigi	luigi	PROPN	
albania	albánia	albania	albánia	N;FEM;SG	V;SG;3;NFIN;ACT
estrechamente	szorosan	estrechamente	szoros	ADV	ADJ;FRML;SG
dieciséis	tizenhat	dieciséis	tizenik	NUM;PL	
ucraniano	ukrán	ucraniano	ukrán	ADJ;MASC;SG	
detenidos	fogvatartottak	detenido	fogvatart	ADJ;MASC;PL;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
detenidos	letartóztatott	detenido	letartóztatott	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
detenidos	letartóztatták	detenido	le+tartózik	ADJ;MASC;PL;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
detenidos	őrizetbe	detenido	őrizet	ADJ;MASC;PL;V.PTCP	N;IN+ALL;SG
conversaciones	beszél	conversación	beszél	N;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
percepción	felfogás	percepción	felfogás	N;FEM;SG	
percepción	felfogás	percepción	felfogás	N;FEM;SG	
fijo	rögzített	fijo	rögzített	ADJ;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
fijo	fix	fijo	fix	ADJ;MASC;SG	
fijo	rögzítve	fijo	rögzítve	ADJ;MASC;SG	N;NOM;SG
subespecies	alfaj	subespecie	alfaj	N;FEM;PL	N;NOM;SG
fundar	alapító	fundar	alapító	V;NFIN	N;NOM;SG
cuadrada	square	cuadrado	sóuar	ADJ;FEM;SG	
cuadrada	szögletes	cuadrado	szögletes	ADJ;FEM;SG	
cuadrada	tér	cuadrado	tér	ADJ;FEM;SG	N;NOM;SG
cuadrada	négyzet	cuadrado	négyzet	ADJ;FEM;SG	
full	full	full	full	INTJ	
full	teljes	full	teljes	INTJ	
excavaciones	ásatás	excavación	ásatás	N;FEM;PL	N;NOM;SG
pila	kupac	pila	kupac	N;FEM;SG	
pila	halom	pila	halom	N;FEM;SG	
pila	stack	pila	stack	N;FEM;SG	
regularmente	rendszeresen	regularmente	rendszeres	ADV	ADJ;FRML;SG
eslovenia	szlovénia	eslovenia	szlovénia	N;FEM;SG	
eslovenia	szlovén	eslovenia	szlovén	N;FEM;SG	
turcos	török	turco	török	N;MASC;PL	ADJ;NOM;SG
sedes	főhadiszállás	sede	főhadiszállás	N;FEM;PL	N;NOM;SG
sedes	székhely	sede	székhely	N;FEM;PL	N;NOM;SG
garganta	torka	garganta	torka	N;FEM;SG	
garganta	szurdok	garganta	szurd	N;FEM;SG	N;NOM;PL
prohibido	tilos	prohibido	tilos	ADJ;MASC;SG;V.PTCP	
prohibido	tiltott	prohibido	tilt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
prohibido	tilos	prohibido	tilos	ADJ;MASC;SG;V.PTCP	
prohibido	tiltott	prohibido	tilt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
prohibido	tiltott	prohibido	tilt	ADJ;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
noruego	norvég	noruego	norvég	N;MASC;SG	
consistente	következetes	consistente	következetes	ADJ;SG	
rítmica	ritmikus	rítmica	ritmikus	ADJ;FEM;SG	N;NOM;SG
rítmica	ritmus	rítmica	ritmus	ADJ;FEM;SG	N;NOM;SG
dulces	cukorkát	dulce	cukor	N;MASC;PL	N;ACC;SG
dulces	édesség	dulce	édesség	N;MASC;PL	N;NOM;SG
dulces	cukor	dulce	cukor	N;MASC;PL	N;NOM;SG
dulces	cukorka	dulce	cukorka	N;MASC;PL	
dulces	édesség	dulce	édesség	N;MASC;PL	N;NOM;SG
dulces	candy	dulce	candy	N;MASC;PL	
dulces	édesek	dulce	édes	N;MASC;PL	ADJ;NOM;PL
dulces	édes	dulce	édes	N;MASC;PL	
watson	watson	watson	watson	N;MASC;SG	
cantó	sang	cantar	sang	V;IND;SG;3;PST;FIN	
cantó	énekeltem	cantar	énekel	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
euskera	baszk	euskera	baszk	N;MASC;SG	
anglo	anglo	anglo	anglo	N;MASC;SG	
historietas	képregény	historieta	képregény	N;FEM;PL	N;NOM;SG
philadelphia	philadelphiában	philadelphia	philadelpha	N;FEM;SG	PROPN;IN+ESS;SG
philadelphia	philadelphia	philadelphia	philadelphia	N;FEM;SG	
grueso	ömlesztett	grueso	ömlesztett	ADJ;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
grueso	sűrű	grueso	sűrű	ADJ;MASC;SG	
grueso	vastag	grueso	vastag	ADJ;MASC;SG	
exceso	többlet	exceso	többlet	N;MASC;SG	
triángulo	háromszög	triángulo	háromszög	N;MASC;SG	
bart	bart	bart	bart	N;SG	
relativo	relatív	relativo	relatív	ADJ;MASC;SG	
relativo	viszonylagos	relativo	viszonylagos	ADJ;MASC;SG	
relativo	rokon	relativo	rokon	ADJ;MASC;SG	
eficaz	hatékony	eficaz	hatékony	ADJ;SG	
eficaz	hatékony	eficaz	hatékony	ADJ;SG	
eficaz	hatásos	eficaz	hatásos	ADJ;SG	
eficaz	effektív	eficaz	effektív	ADJ;SG	
comenta	hozzászólás	comentar	hozzászólás	V;IND;SG;3;PRS;FIN	
comenta	megjegyzés	comentar	megjegyzés	V;IND;SG;3;PRS;FIN	N;NOM;SG
comenta	megjegyzések	comentar	megjegyzés	V;IND;SG;3;PRS;FIN	N;NOM;PL
comenta	hozzászólás	comentar	hozzászólás	V;IND;SG;3;PRS;FIN	
comenta	megjegyzés	comentar	megjegyzés	V;IND;SG;3;PRS;FIN	N;NOM;SG
comenta	hozzászólások	comentar	hozzászólás	V;IND;SG;3;PRS;FIN	N;NOM;PL
comenta	észrevételek	comentar	észrevétel	V;IND;SG;3;PRS;FIN	N;NOM;PL
terminando	befejezés	terminar	befejezés	V;V.MSDR	N;NOM;SG
terminando	befejezése	terminar	befejezés	V;V.MSDR	N;NOM;SG
terminando	befejezés	terminar	befejezés	V;V.MSDR	N;NOM;SG
piedad	mercy	piedad	mercy	N;FEM;SG	
camilo	camilo	camilo	camilo	PROPN	PROPN;NOM;SG
espinosa	tüskés	espinoso	tüskés	ADJ;FEM;SG	
espinosa	espinosa	espinoso	espinos	ADJ;FEM;SG	
pionero	úttörő	pionero	úttörő	ADJ;MASC;SG	
clasificar	osztályozza	clasificar	osztályoz	V;NFIN	ADV;V.CVB
espinas	tüske	espina	tüske	N;FEM;PL	N;NOM;SG
espinas	thorn	espina	thorn	N;FEM;PL	
espinas	tüske	espina	tüske	N;FEM;PL	N;NOM;SG
cretácico	kréta	cretácico	kréta	ADJ;MASC;SG	
ted	ted	ted	ted	PROPN	
habitaciones	szoba	habitación	szoba	N;FEM;PL	N;NOM;SG
ambientales	környezetvédelmi	ambiental	környezetvédelmi	ADJ;PL	ADJ;NOM;SG
ambientales	környezet	ambiental	környezet	ADJ;PL	N;NOM;SG
ambientales	környezeti	ambiental	környezeti	ADJ;PL	N;NOM;SG
arbustos	bokor	arbusto	bokor	N;MASC;PL	
arbustos	bokor	arbusto	bokor	N;MASC;PL	
aeropuertos	reptér	aeropuerto	reptér	N;MASC;PL	N;NOM;SG
aeropuertos	repülőtér	aeropuerto	repülőtér	N;MASC;PL	N;NOM;SG
mencionados	említett	mencionado	említett	ADJ;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
adjunto	helyettes	adjunto	helyettes	N;MASC;SG	
adjunto	megbízott	adjunto	meg+bízik	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
adjunto	csatolt	adjunto	csatolt	N;MASC;SG	
adjunto	csatolva	adjunto	csatolva	N;MASC;SG	ADV;V.CVB
adjunto	függelék	adjunto	függelék	N;MASC;SG	
cómics	képregény	cómics	képregény	N;MASC;PL	N;NOM;SG
cover	fedezze	cover	fedez	N	V;DEF;IMP;SG;3;PRS;FIN;ACT
cover	címlap	cover	címlap	N	CONJ
cover	fedezni	cover	fedez	N	V;NFIN;ACT
constancia	állhatatosság	constancia	állhatatosság	N;FEM;SG	
dennis	dennis	denni	dennis	PROPN	
migración	vándorló	migración	vándorló	N;FEM;SG	
hunter	hunter	hunter	hunter	N	
hunter	vadász	hunter	vadász	N	
box	box	box	box	N	
box	rovat	box	rovat	N	
noventa	kilencven	noventa	kilencven	N;MASC;PL	
ola	ola	ola	ola	N;FEM;SG	
ilustre	jeles	ilustre	jeles	ADJ;SG	
martha	martha	martha	martha	N;FEM;SG	
adición	hozzáadás	adición	hozzáadás	N;FEM;SG	
adición	függelék	adición	függelék	N;FEM;SG	
limpieza	tiszta	limpieza	tiszta	N;FEM;SG	
limpieza	clean	limpieza	clean	N;FEM;SG	
marcar	mark	marcar	mark	V;NFIN	
oceanía	óceánia	oceanía	óceánia	N;FEM;SG	V;SG;3;NFIN;ACT
solicitar	megkeresés	solicitar	megkeresés	V;NFIN	N;NOM;SG
solicitar	kérésére	solicitar	kérés	V;NFIN	N;ON+ALL;SG
solicitar	kérésre	solicitar	kérés	V;NFIN	N;ON+ALL;SG
solicitar	kérés	solicitar	kérés	V;NFIN	N;NOM;SG
solicitar	kérelem	solicitar	kérel	V;NFIN	
after	után	after	után	N	ADP
after	after	after	after	N	
after	miután	after	miután	N	CONJ
after	utána	after	utána	N	
wang	wang	wang	wang	PROPN	
revolucionaria	forradalmi	revolucionario	forradalmi	ADJ;FEM;SG	
enamorado	szerető	enamorado	szerető	ADJ;MASC;SG;V.PTCP	
policías	rendőrség	policía	rendőrség	N;PL	N;NOM;SG
policías	rendőr	policía	rendőr	N;PL	N;NOM;SG
arcade	arcade	arcade	arcad	N;FEM;SG	
púrpura	lila	púrpura	lila	N;FEM;SG	
púrpura	bíbor	púrpura	bíbor	N;FEM;SG	
tecnológica	technológia	tecnológico	technológia	ADJ;FEM;SG	N;NOM;SG
tecnológica	technika	tecnológico	technika	ADJ;FEM;SG	N;NOM;SG
tecnológica	technológiai	tecnológico	technológiai	ADJ;FEM;SG	N;NOM;SG
expresar	express	expresar	express	V;NFIN	
expresar	expressz	expresar	expressz	V;NFIN	N;NOM;SG
qui	qui	qui	qui	INTJ	
minoría	kisebbségi	minoría	kisebbségi	N;FEM;SG	ADJ;NOM;SG
minoría	kisebbségek	minoría	kisebbség	N;FEM;SG	N;NOM;PL
medicamentos	drogot	medicamento	drog	N;MASC;PL	N;ACC;SG
medicamentos	kábítószer	medicamento	kábítószer	N;MASC;PL	N;NOM;SG
medicamentos	drog	medicamento	drog	N;MASC;PL	N;NOM;SG
crean	létrehozása	crear	létrehozás	V;IND;PL;3;PRS;FIN	N;NOM;SG
bebida	iszik	bebida	iszik	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
bebida	inni	bebida	isz	N;FEM;SG	V;NFIN;ACT
bebida	iszom	bebida	iszom	N;FEM;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
bebida	igyál	bebida	igyál	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
bebida	igy	bebida	igy	N;FEM;SG	
bebida	italok	bebida	ital	N;FEM;SG	N;NOM;PL
bebida	iszik	bebida	iszik	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
mitchell	mitchell	mitchell	mitchell	N;MASC;SG	
rascacielos	felhőkarcoló	rascacielos	felhőkarcoló	N;MASC;PL	ADJ;NOM;SG
aceptada	elfogadva	aceptado	elfogadva	ADJ;FEM;SG;V.PTCP	ADV;V.CVB
aceptada	elfogadott	aceptado	el+fogadott	ADJ;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
aceptada	elfogadta	aceptado	el+fogad	ADJ;FEM;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
favorito	kedvenc	favorito	kedvenc	ADJ;MASC;SG	
favorito	kedvencem	favorito	kedvencem	ADJ;MASC;SG	N;NOM;SG
favorito	kedvencem	favorito	kedvencem	ADJ;MASC;SG	N;NOM;SG
favorito	kedvenc	favorito	kedvenc	ADJ;MASC;SG	
favorito	kedvencem	favorito	kedvencem	ADJ;MASC;SG	N;NOM;SG
conjunta	ízületi	conjunto	ízületi	ADJ;FEM;SG	N;NOM;SG
conjunta	joint	conjunto	joint	ADJ;FEM;SG	
conjunta	együttes	conjunto	együttes	ADJ;FEM;SG	
conjunta	közös	conjunto	közös	ADJ;FEM;SG	
transforma	átalakítás	transformar	átalakítás	V;IND;SG;3;PRS;FIN	N;NOM;SG
élite	elit	élite	elit	N;FEM;SG	
futuros	határidős	futuro	határidős	ADJ;MASC;PL	N;NOM;SG
negativo	negatív	negativo	negatív	ADJ;MASC;SG	
cordero	lamb	cordero	lamb	N;MASC;SG	
cordero	bárány	cordero	bárány	N;MASC;SG	
cordero	birka	cordero	birka	N;MASC;SG	
cordero	cordero	cordero	corder	N;MASC;SG	
amparo	amparo	amparo	amparo	N;MASC;SG	
leonard	leonard	leonard	leonard	PROPN	
