newman	نيومان	newman	نِيُومَان	N;INDF;MASC;SG	
cohen	كوهين	cohe	كوهين	N;INDF;MASC;SG	
imperial	الامبراطورية	imperial	الامبراطورية	N;INDF;MASC;SG	N;NOM;DEF;SG
springer	سبرينغر	springe	سبرينغر	N;INDF;MASC;SG	
springer	سبرنجر	springe	سبرنجر	N;INDF;MASC;SG	
forfølgelse	الاضطهاد	forfølgelse	اِضطِهَاد	N;INDF;MASC;SG	N;NOM;DEF;SG
mottakelse	الاستقبال	mottakels	اِستِقبَال	N;INDF;MASC;SG	N;NOM;DEF;SG
lovgivning	التشريعات	lovgivning	تَشرِيع	N;INDF;FEM;SG	N;NOM;DEF;PL
lovgivning	تشريعات	lovgivning	تَشرِيع	N;INDF;FEM;SG	N;NOM;INDF;PL
lovgivning	التشريع	lovgivning	تَشرِيع	N;INDF;FEM;SG	N;NOM;DEF;SG
lovgivning	قوانين	lovgivning	قَانُون	N;INDF;FEM;SG	N;NOM;INDF;PL
lovgivning	القوانين	lovgivning	قَانُون	N;INDF;FEM;SG	N;NOM;DEF;PL
feste	الطرف	feste	طَرَف	N;INDF;NEUT;SG	N;NOM;DEF;SG
feste	الحزب	feste	حِزب	N;INDF;NEUT;SG	N;NOM;DEF;SG
stranda	شاطئ	strand	شَاطِئ	N;DEF;FEM;SG	N;NOM;INDF;SG
stranda	شاطيء	strand	شَاطِيّ	N;DEF;FEM;SG	N;NOM;INDF;SG
stranda	بيتش	strand	بيتش	N;DEF;FEM;SG	
kenny	كيني	kenny	كِينِيّ	N;INDF;MASC;SG	
fraser	العبارات	frase	عِبَارَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
fraser	عبارات	frase	عِبَارَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
fraser	فريزر	frase	فريزر	N;INDF;NEUT;SG	
penn	القلم	panne	قَلَم	N;INDF;NEUT;SG	N;NOM;DEF;SG
lotus	اللوتس	lotus	اَلَّوتس	N;INDF;MASC;SG	N;NOM;DEF;SG
lotus	لوتس	lotus	لُوتس	N;INDF;MASC;SG	
frekvens	التردد	frekvens	تَرَدُّد	N;INDF;MASC;SG	N;NOM;DEF;SG
frekvens	التكرار	frekvens	تَكرَر	N;INDF;MASC;SG	N;NOM;DEF;SG
forsterkninger	التعزيزات	forsterkning	تَعزِيز	N;INDF;FEM;PL	N;NOM;DEF;PL
forsterkninger	تعزيز	forsterkning	تَعزِيز	N;INDF;FEM;PL	N;NOM;INDF;SG
forsterkninger	تقوية	forsterkning	تَقوِيَة	N;INDF;FEM;PL	N;NOM;INDF;SG
forsterkninger	التعزيز	forsterkning	تَعزِيز	N;INDF;FEM;PL	N;NOM;DEF;SG
hang	هونغ	henge	هُونغ	V;IND;PST;FIN	
presentere	هدية	presentere	هَدِيَّة	V;NFIN	N;NOM;INDF;SG
presentere	الحاضر	presentere	حَاضِر	V;NFIN	
presentere	الحالي	presentere	حَالِيّ	V;NFIN	ADJ;NOM;DEF;MASC;SG
umiddelbar	الفوري	umiddelbar	فَورِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
umiddelbar	الفورية	umiddelbar	فَورِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
umiddelbar	الفوري	umiddelbar	فَورِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
everton	ايفرتون	everton	أَيفِرتُون	N;INDF;MASC;SG	
potensielle	امكانية	potensiell	إِمكَانِيَّة	ADJ;PL	N;NOM;INDF;SG
ekspedisjoner	بعثات	ekspedisjon	بَعثَة	N;INDF;MASC;SG	N;NOM;INDF;PL
hopkins	هوبكنز	hopkins	هوبكنز	N;INDF;MASC;SG	
hopkins	هوبكينز	hopkins	هوبكينز	N;INDF;MASC;SG	
today	اليوم	today	يَوم	N;INDF;MASC;SG	N;ACC;DEF;SG
bueskyting	الرماية	bueskyting	رِمَايَة	N;INDF;FEM;SG	N;NOM;DEF;SG
ocean	المحيطات	ocean	مُحِيط	N	ADJ;NOM;DEF;FEM;PL
ocean	محيط	ocean	مُحِيط	N	
advarsel	التحذير	advarsel	تَحذِير	N;INDF;MASC;SG	N;NOM;DEF;SG
advarsel	الحذر	advarsel	حِذر	N;INDF;MASC;SG	N;NOM;DEF;SG
kleopatra	كليوباترا	kleopatre	كلِيُوبَاتر	N;DEF;FEM;SG	
støttes	المدعومة	støttes	مَدعُوم	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
støttes	مدعوم	støttes	مَدعُوم	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
støttes	مدعومة	støttes	مَدعُوم	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
lines	السطور	line	سُطُور	N;INDF;NEUT;SG	N;NOM;DEF;PL
lines	الخطوط	line	خَطّ	N;INDF;NEUT;SG	N;NOM;DEF;PL
lines	خطوط	line	خَطّ	N;INDF;NEUT;SG	N;NOM;INDF;PL
unikt	فريدون	unik	فريدون	ADJ;INDF;NEUT;SG	
unikt	فريد	unik	فريد	ADJ;INDF;NEUT;SG	
leiden	ليدن	leid	ليدن	N;DEF;MASC;SG	
schneider	شنايدر	schneide	شنَايدَر	N;INDF;FEM;SG	
elektroner	الالكترونات	elektrone	الالكترونات	N;INDF;FEM;PL	N;NOM;DEF;PL
geologisk	الجيولوجي	geologisk	جِيُولُوجِيّ	ADJ;INDF;NEUT;SG	
geologisk	الجيولوجية	geologisk	جِيُولُوجِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
portland	بورتلاند	portland	بُورتلَاند	N;INDF;NEUT;SG	
geometri	الهندسة	geometri	هَندَسَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
definerte	معرف	definere	مَعرِف	ADJ;PL;V.PTCP	
sunderland	سندرلاند	sunderland	سَنَدِرُلَاند	N;INDF;NEUT;SG	
aktivist	ناشطة	aktivist	نَاشِطَة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
aktivist	الناشطة	aktivist	نَاشِطَة	N;INDF;MASC;SG	N;NOM;DEF;SG
astronomiske	الفلكية	astronomisk	فَلَكِيّ	ADJ;PL	
astronomiske	فلكي	astronomisk	فَلَكِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
pedagogisk	التعليمية	pedagogisk	تَعلِيمِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
fredelig	سلميا	fredelig	سِلمِيّ	N;INDF;MASC;SG	ADJ;ACC;INDF;MASC;SG
fredelig	السلمية	fredelig	سِلمِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
fredelig	سلمية	fredelig	سِلمِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
fredelig	سلمي	fredelig	سِلمِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
ekspert	الخبير	ekspert	خَبِير	N;INDF;MASC;SG	N;NOM;DEF;SG
ekspert	خبيرة	ekspert	خَبِيرَة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
ekspert	الخبيرة	ekspert	خَبِيرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
vita	فيتا	vite	فِيتَا	N;INDF;MASC;SG	
oppmuntret	شجع	oppmuntr	شَجع	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
oppmuntret	شجعت	oppmuntr	شَجَع	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
montreal	مونتريال	montreal	مُونترِيَال	N;INDF;NEUT;SG	
søyler	الاركان	søyle	رُكن	N;INDF;FEM;PL	N;NOM;DEF;PL
søyler	الركائز	søyle	رَكِيزَة	N;INDF;FEM;PL	N;NOM;DEF;PL
søyler	الاعمدة	søyle	الاعمدة	N;INDF;FEM;PL	N;NOM;DEF;PL
kabul	كابول	kabul	كابول	N;INDF;MASC;SG	
kabul	كابل	kabul	كَابِلَ	N;INDF;MASC;SG	
hearts	القلوب	hear	قَلب	N;INDF;NEUT;SG	N;NOM;DEF;PL
hearts	قلوب	hear	قَلب	N;INDF;NEUT;SG	N;NOM;INDF;PL
pole	قطب	pole	قطب	N;INDF;MASC;SG	
pole	القطب	pole	قُطب	N;INDF;MASC;SG	N;NOM;DEF;SG
sardinia	سردينيا	sardini	سَردِينِيّ	N;INDF;FEM;SG	
feire	احتفل	feire	اِحتَفَل	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
feire	يحتفلون	feire	اِحتَفَل	N;INDF;MASC;SG	V;IPFV;MASC;IND;PL;3;FIN;ACT
feire	الاحتفال	feire	اِحتِفَال	N;INDF;MASC;SG	N;NOM;DEF;SG
feire	احتفل	feire	اِحتَفَل	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
feire	الاحتفال	feire	اِحتِفَال	N;INDF;MASC;SG	N;NOM;DEF;SG
trusler	التهديدات	trusle	تَهدِيد	N;INDF;FEM;PL	N;NOM;DEF;PL
helikopter	المروحية	helikopter	المروحية	N;INDF;NEUT;SG	N;NOM;DEF;SG
helikopter	هليكوبتر	helikopter	هليكوبتر	N;INDF;NEUT;SG	
øyeblikkelig	فورية	øyeblikkelig	فَورِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
øyeblikkelig	الفوري	øyeblikkelig	فَورِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
øyeblikkelig	الفورية	øyeblikkelig	فَورِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
øyeblikkelig	فوري	øyeblikkelig	فَورِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
øyeblikkelig	الفوري	øyeblikkelig	فَورِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
øyeblikkelig	فوري	øyeblikkelig	فَورِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
konferanse	المؤتمر	konferanse	مُؤتَمَر	N;INDF;MASC;SG	N;NOM;DEF;SG
magi	السحر	magi	سِحر	N;INDF;MASC;SG	N;NOM;DEF;SG
etikk	اخلاقيات	etikk	إِخلَاقِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;PL
etikk	الاخلاق	etikk	خُلق	N;INDF;MASC;SG	N;NOM;DEF;PL
stigende	الارتقاء	stigende	اِرتِقَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
stigende	الصاعد	stigende	صَاعِد	N;INDF;MASC;SG	N;NOM;DEF;SG
hopper	القفز	hoppe	قَفز	N;INDF;FEM;PL	N;NOM;DEF;SG
hopper	هوبر	hoppe	هوبر	N;INDF;FEM;PL	
anledningen	مناسبة	anledning	مُنَاسَبَة	N;DEF;MASC;SG	N;NOM;INDF;SG
misjon	المهمة	misjon	مَهَمَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
misjon	البعثة	misjon	بَعثَة	N;INDF;MASC;SG	N;NOM;DEF;SG
befestet	محصن	befest	محصن	N;INDF;MASC;SG	
klein	كلين	klein	كلين	N;INDF;NEUT;SG	
klein	كلاين	klein	كلَايِن	N;INDF;NEUT;SG	
originalen	الاصلي	originale	أَصلِيّ	N;DEF;MASC;SG	ADJ;NOM;DEF;MASC;SG
originalen	اصلي	originale	أَصلِيّ	N;DEF;MASC;SG	
originalen	الاصلية	originale	أَصلِيّ	N;DEF;MASC;SG	ADJ;NOM;DEF;FEM;SG
originalen	الاصل	originale	أَصل	N;DEF;MASC;SG	
originalen	اصلية	originale	أَصلِيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
macdonald	ماكدونالد	macdonald	مَاكدُونَالد	ADJ;INDF;SG	
prost	بروست	prost	بروست	N;INDF;MASC;SG	
folkelig	الشعبية	folkelig	شَعبِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
folkelig	الشعبي	folkelig	شَعبِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
folkelig	مشهور	folkelig	مَشهُور	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
folkelig	شائع	folkelig	شَائِع	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
folkelig	شعبي	folkelig	شعبي	N;INDF;MASC;SG	
hoteller	الفنادق	hotelle	فُندُق	N;INDF;FEM;PL	N;NOM;DEF;PL
grenen	فرع	gren	فَرع	N;DEF;MASC;SG	N;NOM;INDF;SG
grenen	برانش	gren	برانش	N;DEF;MASC;SG	
telefon	هاتف	telefon	هَاتِف	N;INDF;MASC;SG	
telefon	تلفون	telefon	تَلَفَّن	N;INDF;MASC;SG	
telefon	الهاتف	telefon	هَاتِف	N;INDF;MASC;SG	N;NOM;DEF;SG
telefon	هاتف	telefon	هَاتِف	N;INDF;MASC;SG	
telefon	تلفون	telefon	تَلَفَّن	N;INDF;MASC;SG	
telefon	تليفون	telefon	تليفون	N;INDF;MASC;SG	
telefon	الهاتف	telefon	هَاتِف	N;INDF;MASC;SG	N;NOM;DEF;SG
ving	وينج	ving	وينج	N;INDF;MASC;SG	
ving	الجناح	ving	جَنَاح	N;INDF;MASC;SG	N;NOM;DEF;SG
sopp	الفطريات	sopp	فَطَرِيّ	N;INDF;MASC;SG	N;NOM;DEF;PL
sopp	فطر	sopp	فِطر	N;INDF;MASC;SG	
sopp	الفطر	sopp	فِطر	N;INDF;MASC;SG	N;NOM;DEF;SG
sopp	فطر	sopp	فِطر	N;INDF;MASC;SG	
avslutningen	تخرج	avslutning	خَرَج	N;DEF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
tommer	بوصة	tom	بُوصَة	N;INDF;FEM;PL	N;NOM;INDF;SG
tommer	انش	tom	أَنش	N;INDF;FEM;PL	
tommer	بوصة	tom	بُوصَة	N;INDF;FEM;PL	N;NOM;INDF;SG
tommer	انشات	tom	إِنشَات	N;INDF;FEM;PL	V;PFV;FEM;SG;3;ACT
bing	بينج	bing	بينج	N;INDF;MASC;SG	
bing	بنج	bing	بَنج	N;INDF;MASC;SG	
bing	بينغ	bing	بينغ	N;INDF;MASC;SG	
fiji	فيجي	fiji	فَيجِيّ	N;INDF;NEUT;SG	
åndelig	الروحية	åndelig	رُوحِيَّة	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
medarbeider	موظف	medarbeide	مُوَظَّف	N;INDF;NEUT;PL	N;NOM;INDF;SG
medarbeider	الموظف	medarbeide	مُوَظَّف	N;INDF;NEUT;PL	N;NOM;DEF;SG
medarbeider	موظفة	medarbeide	مُوَظَّف	N;INDF;NEUT;PL	N;NOM;INDF;SG
medarbeider	معاون	medarbeide	مُعَاوِن	N;INDF;NEUT;PL	N;NOM;INDF;SG
strømmer	الجداول	strømme	جَدوَل	N;INDF;FEM;PL	N;NOM;DEF;PL
kommisjon	اللجنة	kommisjon	لَجنَة	N;INDF;MASC;SG	N;NOM;DEF;SG
alla	alla	all	شَضِيض		
taliban	الطالبان	taliban	طَالِبَان	N;INDF;NEUT;SG	N;NOM;DEF;DU
dee	دي	dee	دِي	N;INDF;NEUT;SG	
rome	روم	rome	روم	N;INDF;NEUT;SG	
rome	روما	rome	رُومَا	N;INDF;NEUT;SG	
brått	فجاة	brå	فَجَاة	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
gripe	الاستيلاء	gripe	اِستِيلَاء	V;FIN	N;NOM;DEF;SG
gripe	اغتنام	gripe	اِغتِنَام	V;FIN	N;NOM;INDF;SG
fotografert	صورت	fotografere	صُورت	ADJ;INDF;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
karbon	الكربون	karbon	الكربون	N;INDF;NEUT;SG	
karbon	كربون	karbon	كربون	N;INDF;NEUT;SG	
karbon	الكربوني	karbon	الكربوني	N;INDF;NEUT;SG	
domstol	المحكمة	domstol	مَحكَمَة	N;INDF;MASC;SG	N;NOM;DEF;SG
domstol	المحاكم	domstol	مَحكَمَة	N;INDF;MASC;SG	N;NOM;DEF;PL
minnesmerke	التذكاري	minnesmerke	تَذَكَّار	N;INDF;NEUT;SG	
jamie	جايمي	jamie	جايمي	N;INDF;MASC;SG	
audi	اودي	aud	أَودَى	N;INDF;MASC;SG	
øre	الاذن	øre	اَلذَذِن	N;INDF;NEUT;SG	N;NOM;DEF;SG
beskjeden	متواضعة	beskjed	مُتَوَاضِع	N;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
beskjeden	متواضع	beskjed	مُتَوَاضِع	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
mosambik	موزامبيق	mosambik	مُوزَامبِيق	N;INDF;NEUT;SG	
morrison	موريسون	morrison	مُورِيسُون	N;INDF;MASC;SG	
plikt	الواجب	plikt	وَاجِب	N;INDF;FEM;SG	N;NOM;DEF;SG
alberta	البرتا	alberte	أَلبِرتَا	PROPN	
synonym	مرادف	synonym	مُرَادِف	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
jenta	فتاة	jente	فَتَاة	N;DEF;FEM;SG	N;NOM;INDF;SG
jenta	بنت	jente	بَنَى	N;DEF;FEM;SG	V;PFV;FEM;SG;3;ACT
konsentrerte	مركزة	konsentrere	مَركَزَة	ADJ;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
korstog	الصليبيين	korstog	صَلِيبِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
huskes	تذكرت	huskes	تَذَكَّر	N;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
niger	النيجر	niger	النيجر	N;INDF;NEUT;SG	
erstattes	يستبدل	erstattes	اِستَبدَل	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
overføring	الارسال	overføring	إِرسَال	N;INDF;FEM;SG	N;NOM;DEF;SG
overføring	ارسال	overføring	ارسال	N;INDF;FEM;SG	
overføring	التحويل	overføring	تَحوِيل	N;INDF;FEM;SG	N;NOM;DEF;SG
overføring	النقل	overføring	نَقل	N;INDF;FEM;SG	N;NOM;DEF;SG
cromwell	كرومويل	cromwell	كرومويل	N;INDF;MASC;SG	
dante	دانتي	dante	دَانتِي	N;INDF;FEM;SG	
catalonia	كاتالونيا	catalonie	كاتالونيا	N;DEF;FEM;SG	
afghanske	افغانستان	afghansk	أَفغَانِستَان	ADJ;PL	N;NOM;INDF;SG
sokker	الجوارب	sokker	جَارِبَة	N;INDF;MASC;SG	N;NOM;DEF;PL
sokker	جوارب	sokker	جَارِب	N;INDF;MASC;SG	N;NOM;INDF;PL
jürgen	يورغن	jürg	يُورغِن	N;DEF;MASC;SG	
laurent	لوران	laurent	لُورَان	N;INDF;MASC;SG	
laurent	لورينت	laurent	لُورِينت	N;INDF;MASC;SG	
fish	السمك	fish	سَمَك	N;INDF;MASC;SG	N;NOM;DEF;SG
fish	فيش	fish	فَيشَ	N;INDF;MASC;SG	
fish	سمك	fish	سَمَك	N;INDF;MASC;SG	
fish	الاسماك	fish	سَمَك	N;INDF;MASC;SG	N;NOM;DEF;SG
buffalo	بافالو	buffalo	بافالو	N;INDF;NEUT;SG	
buffalo	الجاموس	buffalo	جَامُوس	N;INDF;NEUT;SG	
landsbyene	قرى	landsby	قَريَة	N;DEF;FEM;PL	N;NOM;INDF;PL
dører	الابواب	dør	الابواب	N;INDF;FEM;PL	N;NOM;DEF;PL
borneo	بورنيو	borneo	بُورنِيُو	N;INDF;NEUT;SG	
oppfylle	الوفاء	oppfylle	وَفَاء	V;IMP;NFIN	N;NOM;DEF;SG
fysiologi	الفيزيولوجيا	fysiologi	الفيزيولوجيا	N;INDF;MASC;SG	
templer	المعابد	temple	مَعبَد	N;INDF;MASC;PL	N;NOM;DEF;PL
keep	احتفظ	keep	اِحتَفَظ	N	V;PFV;MASC;SG;3;ACT
svakere	اضعف	svakere	اضعف	N;INDF;MASC;SG	
homofile	المثليين	homofil	مُثَلِّي	N;INDF;MASC;SG	N;NOM;DEF;PL
homofile	الشواذ	homofil	شَوَاذ	N;INDF;MASC;SG	N;NOM;DEF;PL
syriske	سوري	syrisk	سُورِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
syriske	سورية	syrisk	سُورِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
syriske	السورية	syrisk	سُورِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
syriske	سوريا	syrisk	سُورِيَا	ADJ;PL	
syriske	السوري	syrisk	سُورِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
utredning	التحقيقات	utredning	تَحقِيق	N;INDF;FEM;SG	N;NOM;DEF;PL
utredning	التحقيق	utredning	تَحقِيق	N;INDF;FEM;SG	N;NOM;DEF;SG
timothy	تيموثي	timothy	تيموثي	N;INDF;MASC;SG	
gaza	غزة	gaze	غَزَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
butterfly	الفراشة	butterfly	فَرَّاشَة	N;INDF;MASC;SG	N;NOM;DEF;SG
butterfly	فراشه	butterfly	فراشه	N;INDF;MASC;SG	PRO;NOM;MASC;SG;3
winston	ونستون	winston	ونستون	N	
winston	وينستون	winston	وينستون	N	
barndommen	طفولة	barndom	طُفُولَة	N;DEF;MASC;SG	N;NOM;INDF;SG
konsept	المفهوم	konsept	مَفهُوم	N;INDF;NEUT;SG	N;NOM;DEF;SG
luthersk	اللوثرية	luthersk	لُوثَرِيّ	ADJ;INDF;SG	N;NOM;DEF;SG
jose	خوزيه	jose	خُوزِيه	N;INDF;MASC;SG	
jose	خوسية	jose	خُوسِيّ	N;INDF;MASC;SG	
jose	خوسيه	jose	خُوسِيه	N;INDF;MASC;SG	
spesialist	اخصائي	spesialist	اِخِّصَائِيّ	N;INDF;MASC;SG	
spesialist	متخصص	spesialist	مُتَخَصِّص	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
spesialist	المتخصصة	spesialist	مُتَخَصِّص	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
spesialist	متخصصة	spesialist	مُتَخَصِّص	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
spesialist	اختصاصي	spesialist	اختصاصي	N;INDF;MASC;SG	
sykkel	الدراجة	sykkel	دِرَاجَة	N;INDF;MASC;SG	N;NOM;DEF;SG
sykkel	الدراجة	sykkel	دِرَاجَة	N;INDF;MASC;SG	N;NOM;DEF;SG
vgs	v	vgs	!	N	
statskupp	الانقلاب	statskupp	اِنقِلَاب	N;INDF;NEUT;SG	N;NOM;DEF;SG
innehaver	الحائز	innehave	حَائِز	N;INDF;MASC;SG	N;NOM;DEF;SG
journalistikk	الصحافة	journalistikk	صَحَافَة	N;INDF;MASC;SG	N;NOM;DEF;SG
arrow	ارو	arrow	ارو	N	
nærhet	التقارب	nærha	تَقَارُب	N;INDF;NEUT;SG	N;NOM;DEF;SG
nærhet	القرب	nærha	قُرب	N;INDF;NEUT;SG	N;NOM;DEF;SG
satser	المراهنة	satser	مُرَاهَنَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
satser	الرهان	satser	رِهَان	N;INDF;NEUT;SG	N;NOM;DEF;SG
als	a	al	a	N;INDF;MASC;SG	
forsinket	متاخرة	forsink	مُتَاخِر	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
tank	تانك	tank	تَانك	N;INDF;MASC;SG	
tank	الدبابة	tank	دَبَّابَة	N;INDF;MASC;SG	N;NOM;DEF;SG
fremtidig	مستقبل	fremtidig	مُستَقبَل	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
fremtidig	مستقبلا	fremtidig	مُستَقبَل	ADJ;INDF;NEUT;SG	N;ACC;INDF;SG
fremtidig	المستقبل	fremtidig	مُستَقبَل	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
plaget	المضطربة	plag	مُضطَرَب	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
marmor	الرخام	marmor	رُخَام	N;INDF;MASC;SG	N;NOM;DEF;SG
rasisme	العنصرية	rasisme	عُنصُرِيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
rasisme	عنصرية	rasisme	عُنصُرِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
nåde	رحمة	nåde	رَحمَة	N;INDF;MASC;SG	
nåde	الرحمة	nåde	رَحمَة	N;INDF;MASC;SG	N;NOM;DEF;SG
nåde	ميرسي	nåde	ميرسي	N;INDF;MASC;SG	
nåde	مرسي	nåde	مرسي	N;INDF;MASC;SG	
nåde	جريس	nåde	جَرِيس	N;INDF;MASC;SG	
nåde	غريس	nåde	غرِيس	N;INDF;MASC;SG	
nåde	غرايس	nåde	غرَايس	N;INDF;MASC;SG	
dortmund	دورتموند	dortmund	دورتموند	N;INDF;NEUT;SG	
innvandring	الهجرة	innvandring	هِجرَة	N;INDF;FEM;SG	N;NOM;DEF;SG
cornwall	كورنوال	cornwall	كُورنَوَال	N;INDF;MASC;SG	
bombe	بله	bombe	بَلَه	N;INDF;FEM;SG	
bombe	القنبلة	bombe	قُنبُلَة	N;INDF;FEM;SG	N;NOM;DEF;SG
pannen	جبهة	pann	جَبهَة	N;DEF;MASC;SG	N;NOM;INDF;SG
pannen	جب	pann	جب	N;DEF;MASC;SG	
skvadron	السرب	skvadron	سِرب	N;INDF;MASC;SG	N;NOM;DEF;SG
beregning	الحساب	beregning	حِسَاب	N;INDF;FEM;SG	N;NOM;DEF;SG
dominikanske	دومينيكي	dominikansk	دومينيكي	ADJ;PL	
overgi	الاستسلام	overgi	اِستِسلَام	N;INDF;NEUT;SG	N;NOM;DEF;SG
overgi	استسلم	overgi	اِستَسلَم	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
kinesere	الصينيون	kinesere	صِينِيّ	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;PL
kinesere	صيني	kinesere	صِينِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
kinesere	الصينية	kinesere	صِينِيّ	N;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
kinesere	صينية	kinesere	صِينِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
dukke	دمية	dukke	دَمِيَّة	V;NFIN	N;NOM;INDF;SG
dukke	الدمية	dukke	دَمِيَّة	V;NFIN	N;NOM;DEF;SG
beslutninger	القرارات	beslutning	قَرَار	N;INDF;FEM;PL	N;NOM;DEF;PL
beslutninger	المقررات	beslutning	مُقَرِّر	N;INDF;FEM;PL	N;NOM;DEF;PL
forbehold	تحفظات	forbehold	تَحَفُّظ	N;INDF;NEUT;SG	N;NOM;INDF;PL
forbehold	التحفظات	forbehold	تَحَفُّظ	N;INDF;NEUT;SG	N;NOM;DEF;PL
klemens	كليمنت	klemens	كليمنت	N;DEF;MASC;SG	
sannsynlighet	احتمالية	sannsynlighet	اِحتِمَالِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
sannsynlighet	الاحتمال	sannsynlighet	اِحتِمَال	N;INDF;NEUT;SG	N;NOM;DEF;SG
common	شائعة	common	شَائِعَة	N	ADJ;NOM;INDF;FEM;SG
common	شائع	common	شَائِع	N	ADJ;NOM;INDF;MASC;SG
gjenopprette	اعادة	gjenopprette	إِعَادَة	V;NFIN	N;NOM;INDF;SG
gjenopprette	استعادة	gjenopprette	اِستِعَادَة	V;NFIN	N;NOM;INDF;SG
gjenopprette	استرداد	gjenopprette	اِستِردَاد	V;NFIN	N;NOM;INDF;SG
gjenopprette	استعادة	gjenopprette	اِستِعَادَة	V;NFIN	N;NOM;INDF;SG
narkotika	العقاقير	narkotika	عَقَّار	N;INDF;MASC;SG	N;NOM;DEF;PL
narkotika	عقاقير	narkotika	عَقَّاقِير	N;INDF;MASC;SG	N;NOM;INDF;PL
narkotika	مخدرات	narkotika	مُخَدِّر	N;INDF;MASC;SG	N;NOM;INDF;PL
