יובנטוס	juventus	יובנטוס	juventus	PROPN	N;MASC;SG
מוכנה	prontos	מוכן	pronto	ADJ;FEM;SG	ADJ;MASC;PL
מוכנה	preparado	מוכן	preparar	ADJ;FEM;SG	V;MASC;SG;V.PTCP
וינסנט	vicente	וינסנט	vicente	PROPN	N;MASC;SG
וינסנט	vincent	וינסנט	vincent	PROPN	N;MASC;SG
הקלטה	gravando	הקלטה	gravar	N;FEM;SG	V;V.MSDR
יפים	linda	יפה	linda	ADJ;MASC;PL	ADJ;FEM;SG
קיצונית	radical	קיצוני	radical	ADV	ADJ;MASC;SG
קיצונית	radicais	קיצוני	radical	ADV	N;MASC;PL
קיצונית	extremos	קיצוני	extremo	ADV	N;MASC;PL
קיצונית	extrema	קיצוני	extremo	ADV	ADJ;FEM;SG
קיצונית	extremo	קיצוני	extremo	ADV	N;MASC;SG
קיצונית	extreme	קיצוני	extremer	ADV	N;MASC;SG
זוגי	casais	זוג	casal		N;MASC;PL
זוגי	dupla	זוג	dupla		N;FEM;SG
זוגי	duplo	זוג	duplo		N;MASC;SG
זוגי	dual	זוג	dual		N;MASC;SG
רוקח	farmacêutico	רוקח	farmacêutico	PROPN	N;FEM;SG
רוקח	boticário	רוקח	boticário	PROPN	N;MASC;SG
צאצאים	prole	צאצאי	prole	N;MASC;PL	N;FEM;SG
צאצאים	descendência	צאצאי	descendência	N;MASC;PL	N;FEM;SG
מאלו	malo	מאלו	malo		N;MASC;SG
מקדוניה	macedónia	מקדוניה	macedónia	PROPN	N;FEM;SG
מקדוניה	macedônia	מקדוניה	macedônia	PROPN	N;FEM;SG
תוקן	fixo	תוקן	fixo	V;MASC;SG;3;PST;PASS	N;MASC;SG
תוקן	fixas	תוקן	fixo	V;MASC;SG;3;PST;PASS	N;FEM;PL
תוקן	fixos	תוקן	fixo	V;MASC;SG;3;PST;PASS	ADJ;MASC;PL
תוקן	fixa	תוקן	fixo	V;MASC;SG;3;PST;PASS	N;FEM;SG
תוקן	corrigidos	תוקן	corrigir	V;MASC;SG;3;PST;PASS	V;MASC;PL;V.PTCP
מתיישבים	colonos	התיישב	colono	V;MASC;PL;V.PTCP	N;MASC;PL
מתיישבים	colonizadores	התיישב	colonizador	V;MASC;PL;V.PTCP	N;MASC;PL
מתיישבים	colonos	התיישב	colono	V;MASC;PL;V.PTCP	N;MASC;PL
מתיישבים	colonizadores	התיישב	colonizador	V;MASC;PL;V.PTCP	N;MASC;PL
רויאל	real	רויאל	real	PROPN	N;MASC;SG
רויאל	royal	רויאל	royal	PROPN	N;MASC;SG
יצרני	produtivas	יצרן	produtivo	PROPN	N;FEM;PL
יצרני	produtiva	יצרן	produtivo	PROPN	ADJ;FEM;SG
יצרני	produtivo	יצרן	produtivo	PROPN	ADJ;MASC;SG
יצרני	produtivos	יצרן	produtivo	PROPN	ADJ;MASC;PL
יצרני	fabricantes	יצרן	fabricante	PROPN	N;MASC;PL
אבטחה	seguranças	אבטחה	segurança	N;FEM;SG	N;FEM;PL
מתכנן	planejamento	תכנן	planejamento	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מתכנן	planeamento	תכנן	planeamento	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מתכנן	planificação	תכנן	planificação	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מתכנן	planejador	תכנן	planejador	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
נתקלו	encontrado	נתקל	encontrar	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
הגה	leme	הגה	leme	V;MASC;SG;3;PST;ACT	N;MASC;SG
מרשימה	impressionante	מרשים	impressionante	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מרשימה	impressionantes	מרשים	impressionante	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
זכריה	zacarias	זכריה	zacaria	PROPN	N;FEM;PL
מתוכנן	regulares	תוכנן	regular	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL
מתוכנן	programados	תוכנן	programar	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
מתוכנן	planejou	תוכנן	planejar	V;MASC;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
מתוכנן	concebidos	תוכנן	conceber	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
הוחלפו	substituído	הוחלף	substituir	V;PL;3;PST;PASS	V;MASC;SG;V.PTCP
הוחלפו	substituída	הוחלף	substituir	V;PL;3;PST;PASS	V;FEM;SG;V.PTCP
הוחלפו	substituiu	הוחלף	substituir	V;PL;3;PST;PASS	V;IND;SG;3;PST;FIN
הוחלפו	trocado	הוחלף	trocado	V;PL;3;PST;PASS	V;MASC;SG;V.PTCP
הוחלפו	trocou	הוחלף	trocar	V;PL;3;PST;PASS	V;IND;SG;3;PST;FIN
נדירה	raros	נדיר	raro	ADJ;FEM;SG	ADJ;MASC;PL
נדירה	raras	נדיר	raro	ADJ;FEM;SG	ADJ;FEM;PL
תחליף	substituto	החליף	substituto	V;FEM;SG;3;FUT;ACT	N;MASC;SG
תחליף	substituta	החליף	substituta	V;FEM;SG;3;FUT;ACT	N;FEM;SG
תחליף	substitui	החליף	substituir	V;FEM;SG;3;FUT;ACT	V;IND;SG;3;PRS;FIN
תחליף	substitua	החליף	substituar	V;FEM;SG;3;FUT;ACT	V;SBJV;SG;3;PRS;FIN
תחליף	substituição	החליף	substituição	V;FEM;SG;3;FUT;ACT	N;FEM;SG
טרומן	truman	טרומן	truman	PROPN	N;MASC;SG
אינסוף	infinitos	אינסוף	infinito	N;MASC;SG	ADJ;MASC;PL
אינסוף	infinita	אינסוף	infinito	N;MASC;SG	ADJ;FEM;SG
אינסוף	infinitas	אינסוף	infinito	N;MASC;SG	ADJ;FEM;PL
שוד	roubos	שוד	roubo	N;MASC;SG	N;MASC;PL
יוהנס	johannes	הוהנס	johanne	PROPN	N;MASC;SG
שליטי	governantes	שליטי	governante	PROPN	N;MASC;PL
זן	zen	זן	zen		N;MASC;SG
זן	espécies	זן	espécie		N;FEM;PL
זן	espécie	זן	espécie		N;FEM;SG
הריין	reno	הריין	reno	PROPN	N;MASC;SG
הידרו	hidro	הידר	hidro	PROPN	N;FEM;SG
הידרו	hydro	הידר	hydro	PROPN	N;MASC;SG
המציא	invenção	המציא	invenção	V;MASC;SG;3;PST;ACT	N;FEM;SG
המציא	inventei	המציא	inventar	V;MASC;SG;3;PST;ACT	V;IND;SG;1;PST;FIN
שנאה	odiado	שנאה	odiar	N;FEM;SG	V;MASC;SG;V.PTCP
שנאה	detestava	שנאה	detestar	N;FEM;SG	V;IND;SG;3;IPFV;FIN
שנאה	odiava	שנאה	odiar	N;FEM;SG	V;IND;SG;3;IPFV;FIN
שנאה	odiar	שנאה	odiar	N;FEM;SG	V;NFIN
שנאה	odeio	שנאה	odeio	N;FEM;SG	V;IND;SG;1;PRS;FIN
שנאה	odeia	שנאה	odeia	N;FEM;SG	V;IND;SG;3;PRS;FIN
שנאה	odioso	שנאה	odioso	N;FEM;SG	ADJ;MASC;SG
שנאה	odiosa	שנאה	odioso	N;FEM;SG	ADJ;FEM;SG
שנאה	detestável	שנאה	detestável	N;FEM;SG	ADJ;MASC;SG
אפריקאי	africana	אפריקאי	africano	PROPN	N;FEM;SG
אפריקאי	africanos	אפריקאי	africano	PROPN	N;MASC;PL
אפריקאי	africano	אפריקאי	africano	PROPN	N;MASC;SG
פרדי	freddie	פרדי	freddie	PROPN	N;MASC;SG
פרדי	freddy	פרדי	freddy	PROPN	N;MASC;SG
סחורות	mercadoria	סחורה	mercadoria	N;FEM;PL	N;FEM;SG
טלסקופ	telescópio	טלסקופ	telescópio	PROPN	N;MASC;SG
אסי	asi	אסי	asi	PROPN	N;MASC;SG
אסי	assi	אסי	assi	PROPN	N;MASC;SG
קרניים	raios	קרן	raio	N;FEM;DU	N;MASC;PL
קרניים	cornos	קרן	corno	N;FEM;DU	N;MASC;PL
קרניים	chifres	קרן	chifre	N;FEM;DU	N;MASC;PL
עומס	carregar	עומס	carregar	N;MASC;SG	V;NFIN
המחוקקת	legislativos	המחוקק	legislativo	N;FEM;SG	N;MASC;PL
מסכימים	concorda	הסכים	concordar	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מסכימים	concordam	הסכים	concordar	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
מסכימים	concordo	הסכים	concordo	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
אדיר	incrível	אדיר	incrível		ADJ;MASC;SG
אדיר	fantástico	אדיר	fantástico		ADJ;MASC;SG
אדיר	espetacular	אדיר	espetacular		ADJ;MASC;SG
האר	har	האר	har	PROPN	N;MASC;SG
טומי	tommy	טומי	tommy	PROPN	N;MASC;SG
אום	umm	אום	umm	PROPN	N;MASC;SG
עותק	copiar	עותק	copiar	N;MASC;SG	V;NFIN
עותק	copie	עותק	copie	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
קיסרי	imperiais	קיסרי	imperial	PROPN	N;MASC;PL
קיסרי	imperial	קיסרי	imperial	PROPN	N;MASC;SG
תקפה	válidos	תקפה	válido	N;FEM;SG	ADJ;MASC;PL
תקפה	válido	תקפה	válido	N;FEM;SG	ADJ;MASC;SG
תקפה	válida	תקפה	válido	N;FEM;SG	ADJ;FEM;SG
תקפה	válidas	תקפה	válido	N;FEM;SG	ADJ;FEM;PL
פיוטר	piotr	פיוטר	piotr	PROPN	N;MASC;SG
פיוטר	pyotr	פיוטר	pyotr	PROPN	N;MASC;SG
משקה	beber	משקה	beber	N;MASC;SG	V;NFIN
משקה	beba	משקה	bebar	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
משקה	bebidas	משקה	bebida	N;MASC;SG	N;FEM;PL
עממי	folk	עממי	folk		N;MASC;SG
ואחריו	seguido	ואחריו	seguir		V;MASC;SG;V.PTCP
ואחריו	seguida	ואחריו	seguida		N;FEM;SG
ואחריו	seguiu	ואחריו	seguir		V;IND;SG;3;PST;FIN
ואחריו	seguidos	ואחריו	seguir		V;MASC;PL;V.PTCP
ואחריו	seguiram	ואחריו	seguir		V;IND;PL;3;FIN
דיר	deir	דיר	deir	PROPN	N;MASC;SG
תהילה	fama	תהילה	fama	PROPN	N;FEM;SG
תהילה	fame	תהילה	fame	PROPN	N;MASC;SG
תהילה	glórias	תהילה	glória	PROPN	N;FEM;PL
תהילה	glória	תהילה	glória	PROPN	N;FEM;SG
תהילה	glory	תהילה	glory	PROPN	N;MASC;SG
אחורה	costas	אחורה	costa	ADV	N;FEM;PL
אחורה	volta	אחורה	volta	ADV	N;FEM;SG
אחורה	voltar	אחורה	voltar	ADV	V;NFIN
סיפק	fornecidas	סיפק	fornecer	V;MASC;SG;3;PST;ACT	V;FEM;PL;V.PTCP
סיפק	fornecidos	סיפק	fornecer	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
סיפק	fornecidos	סיפק	fornecer	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
סיפק	fornecidas	סיפק	fornecer	V;MASC;SG;3;PST;ACT	V;FEM;PL;V.PTCP
והלחין	compor	והלחין	compor	PROPN	V;NFIN
פלשו	invadida	פלש	invadir	V;PL;3;PST;ACT	V;FEM;SG;V.PTCP
פלשו	invadido	פלש	invadir	V;PL;3;PST;ACT	V;MASC;SG;V.PTCP
פלשו	invadiu	פלש	invadir	V;PL;3;PST;ACT	V;IND;SG;3;PST;FIN
משלים	complementar	משל	complementar	N;MASC;SG	ADJ;MASC;SG
משלים	complementares	משל	complementar	N;MASC;SG	N;MASC;PL
משלים	complementar	משל	complementar	N;MASC;SG	ADJ;MASC;SG
אחרונים	último	אחרון	último	ADJ;MASC;PL	ADJ;MASC;SG
אחרונים	last	אחרון	last	ADJ;MASC;PL	N;MASC;SG
אחרונים	última	אחרון	último	ADJ;MASC;PL	ADJ;FEM;SG
אחרונים	recentes	אחרון	recente	ADJ;MASC;PL	N;MASC;PL
אחרונים	recente	אחרון	recente	ADJ;MASC;PL	ADJ;MASC;SG
הדנובה	danúbio	הדנובה	danúbio	PROPN	N;MASC;SG
דרשה	exigiu	דרשה	exigir	N;FEM;SG	V;IND;SG;3;PST;FIN
דרשה	exigi	דרשה	exigir	N;FEM;SG	INTJ
דרשה	exigia	דרשה	exigir	N;FEM;SG	V;IND;SG;3;IPFV;FIN
ראשונית	preliminar	None	preliminar	ADV	ADJ;MASC;SG
ראשונית	preliminares	None	preliminar	ADV	N;MASC;PL
ארנון	arnon	ארנון	arnon	PROPN	N;MASC;SG
ספנסר	spencer	ספנסר	spencer	PROPN	N;MASC;SG
ספנסר	spenser	ספנסר	spenser	PROPN	N;MASC;SG
נור	flare	נור	flare	PROPN	N;FEM;SG
נור	nur	נור	nur	PROPN	N;MASC;SG
נור	noor	נור	noor	PROPN	N;MASC;SG
דנים	dinamarquesa	דן	dinamarquesa	N;MASC;PL	N;FEM;SG
דנים	dinamarquês	דן	dinamarquês	N;MASC;PL	N;MASC;SG
דנים	discutindo	דן	discutir	N;MASC;PL	V;V.MSDR
דנים	denim	דן	denim	N;MASC;PL	N;MASC;SG
דנים	ganga	דן	ganga	N;MASC;PL	N;MASC;SG
בוגרת	adultos	בוגר	adulto	N;FEM;SG	N;MASC;PL
בוגרת	maduros	בוגר	maduro	N;FEM;SG	ADJ;MASC;PL
בוגרת	maduro	בוגר	maduro	N;FEM;SG	ADJ;MASC;SG
בוגרת	madura	בוגר	madura	N;FEM;SG	ADJ;FEM;SG
אחיינו	sobrinho	אחיין	sobrinho	PROPN	N;MASC;SG
שייכות	pertencendo	שייכות	pertencer	N;FEM;SG	V;V.MSDR
שייכות	pertença	שייכות	pertencer	N;FEM;SG	V;IND;SG;3;PRS;FIN
שייכות	pertencentes	שייכות	pertencente	N;FEM;SG	N;MASC;PL
שייכות	pertencem	שייכות	pertencer	N;FEM;SG	V;IND;PL;3;PRS;FIN
שייכות	pertences	שייכות	pertence	N;FEM;SG	N;MASC;PL
שייכות	pertença	שייכות	pertencer	N;FEM;SG	V;IND;SG;3;PRS;FIN
שייכות	pertencer	שייכות	pertencer	N;FEM;SG	V;NFIN
טכנולוגית	tecnologicamente	טכנולוגיה	tecnologicamente	N;FEM;SG	ADV
טכנולוגית	tecnológico	טכנולוגיה	tecnológico	N;FEM;SG	ADJ;MASC;SG
הגלריה	galeria	הגלריה	galeria	PROPN	N;FEM;SG
פאן	panela	פאן	panela		N;FEM;SG
פאן	frigideira	פאן	frigideira		N;FEM;SG
פאן	pan	פאן	pan		N;MASC;SG
פאן	pã	פאן	pã		N;MASC;SG
עונשין	penalidade	עונש	penalidade	N;MASC;PL	N;FEM;SG
עונשין	penalização	עונש	penalização	N;MASC;PL	N;FEM;SG
עונשין	sanção	עונש	sanção	N;MASC;PL	N;FEM;SG
עונשין	pena	עונש	pena	N;MASC;PL	N;FEM;SG
קון	con	קון	com	PROPN	N;MASC;SG
קני	kenny	קני	kenny		N;MASC;SG
הפער	lacuna	הפער	lacuna		N;FEM;SG
הפער	fosso	הפער	fosso		N;MASC;SG
הפער	gap	הפער	gap		N;MASC;SG
שהתגלה	descobriram	שהגלל	descobrir	V;MASC;SG;3;PST	V;IND;PL;3;FIN
שהתגלה	descoberta	שהגלל	descoberta	V;MASC;SG;3;PST	N;FEM;SG
שהתגלה	descobertos	שהגלל	descobrir	V;MASC;SG;3;PST	V;MASC;PL;V.PTCP
להביס	destruidora	הביס	destruidor	V;NFIN;ACT	ADJ;FEM;SG
להביס	derrotas	הביס	derrota	V;NFIN;ACT	N;FEM;PL
להביס	derrota	הביס	derrota	V;NFIN;ACT	N;FEM;SG
אנטוניוס	antónio	אנטוניוס	antónio	PROPN	N;MASC;SG
אנטוניוס	antony	אנטוניוס	antony	PROPN	N;MASC;SG
אנטוניוס	antônio	אנטוניוס	antônio	PROPN	N;MASC;SG
חוט	fios	חוט	fio	N;MASC;SG	N;MASC;PL
בלוך	bloch	בלוך	bloch	PROPN	N;MASC;SG
מסוק	helicópteros	מסוק	helicóptero	N;MASC;SG	N;MASC;PL
הרצועה	coleira	הרצועה	coleira		N;FEM;SG
הרצועה	trela	הרצועה	trela		N;FEM;SG
הרצועה	alça	הרצועה	alça		N;FEM;SG
הרצועה	correia	הרצועה	correia		N;MASC;SG
דשא	capim	דשא	capim		N;MASC;SG
דשא	grama	דשא	grama		N;FEM;SG
דשא	erva	דשא	ervar		N;FEM;SG
דשא	relva	דשא	relva		N;FEM;SG
פרידה	adeus	פרידה	adeus	N;FEM;SG	INTJ
מעצב	desenhador	מעצב	desenhador		N;MASC;SG
מעצב	designer	מעצב	designer		N;MASC;SG
מעצב	desenhista	מעצב	desenhista		N;MASC;SG
מעצב	estilista	מעצב	estilista		N;MASC;SG
סטטיסטיקה	estatísticas	סטטיסטיקה	estatística	N;FEM;SG	N;FEM;PL
סטטיסטיקה	estatísticas	סטטיסטיקה	estatística	N;FEM;SG	N;FEM;PL
מבצעית	operacional	מבצעי	operacional	ADV	N;MASC;SG
מבצעית	operacionais	מבצעי	operacional	ADV	N;MASC;PL
חתך	corta	חתך	cortar		V;IND;SG;3;PRS;FIN
חתך	cut	חתך	cut		N;MASC;SG
חתך	corte	חתך	corte		N;MASC;SG
חתך	cortar	חתך	cortar		V;NFIN
חתך	incisão	חתך	incisão		N;FEM;SG
דטרויט	detroit	דטרויט	detroit	PROPN	N;MASC;SG
גלוי	visíveis	גלוי	visível	ADJ;MASC;SG	ADJ;MASC;PL
הקוונטים	quantum	הקוונט	quantum	N;MASC;PL	N;MASC;SG
הקוונטים	quântico	הקוונט	quântico	N;MASC;PL	N;MASC;SG
הקוונטים	quântica	הקוונט	quântico	N;MASC;PL	N;FEM;SG
חשיפת	expondo	חשיפה	expor	N;FEM;SG	V;V.MSDR
חשיפת	expôr	חשיפה	expôr	N;FEM;SG	V;NFIN
חשיפת	expor	חשיפה	expor	N;FEM;SG	V;NFIN
הסוחר	merchant	הסוחר	merchant		N;MASC;SG
הסוחר	comerciante	הסוחר	comerciante		N;MASC;SG
הסוחר	mercador	הסוחר	mercador		N;MASC;SG
נה	neh	נה	neh	PROPN	N;MASC;SG
דיגיטלי	digitais	דיגיטלי	digital	PROPN	N;MASC;PL
דיגיטלי	digital	דיגיטלי	digital	PROPN	N;MASC;SG
אסטרטגית	estratégico	אסטרטגי	estratégico	ADV	ADJ;MASC;SG
אסטרטגית	estratégica	אסטרטגי	estratégico	ADV	ADJ;FEM;SG
אסטרטגית	estratégicos	אסטרטגי	estratégico	ADV	ADJ;MASC;PL
צירים	labor	ציר	labor	N;MASC;PL	N;MASC;SG
עוזרת	ajudando	עוזר	ajudar	ADJ;FEM;SG	V;V.MSDR
עוזרת	ajudar	עוזר	ajudar	ADJ;FEM;SG	V;NFIN
עוזרת	assistente	עוזר	assistente	ADJ;FEM;SG	N;MASC;SG
הוקי	hóquei	הוקי	hóquei	PROPN	N;MASC;SG
הוקי	hockey	הוקי	hockey	PROPN	N;MASC;SG
בפנים	dentro	בפנים	dentro		ADV
בפנים	inside	בפנים	insidir		N;MASC;SG
חרדה	ansiosas	חרדה	ansioso	N;FEM;SG	ADJ;FEM;PL
חרדה	ansioso	חרדה	ansioso	N;FEM;SG	ADJ;MASC;SG
חרדה	ansiosos	חרדה	ansioso	N;FEM;SG	ADJ;MASC;PL
חרדה	ansiosa	חרדה	ansioso	N;FEM;SG	ADJ;FEM;SG
בסיני	sinai	בסין	sinai		N;MASC;SG
שריד	remanescente	שריד	remanescente	PROPN	ADJ;MASC;SG
שריד	relíquia	שריד	relíquia	PROPN	N;FEM;SG
שמור	salvar	שמור	salvar		V;NFIN
שמור	salva	שמור	salvar		V;IND;SG;3;PRS;FIN
שמור	save	שמור	save		N;MASC;SG
שמור	salve	שמור	salve		N;FEM;SG
שמור	guardar	שמור	guardar		V;NFIN
שמור	mantenha	שמור	manter		V;SBJV;SG;3;PRS;FIN
שמור	continue	שמור	continuar		V;SBJV;SG;3;PRS;FIN
שמור	continuem	שמור	continuar		V;SBJV;PL;3;PRS;FIN
שמור	manter	שמור	manter		V;NFIN
הדלת	porta	הדלה	porta	PROPN	N;FEM;SG
חוקרת	pesquisador	חקר	pesquisador	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
חוקרת	investigadora	חקר	investigadora	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
חוקרת	investigador	חקר	investigador	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
שפר	schaeffer	שפר	schaeffer	PROPN	N;MASC;SG
הי	ei	הי	ei		N;MASC;SG
הי	hey	הי	hey		N;MASC;SG
טבעות	argolas	טבעת	argola		N;FEM;PL
טבעות	anéis	טבעת	anel		N;MASC;PL
ולמה	velma	ולמה	velma	ADV	N;FEM;SG
זבולון	zebulon	זבולון	zebulon	PROPN	N;MASC;SG
מאופיין	caracterizou	מאופיין	caracterizar	V;MASC;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
מאופיין	caracterizados	מאופיין	caracterizar	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
נגמר	over	נגמר	over	V;MASC;SG;V.PTCP;MID	N;MASC;SG
קרס	hook	קרס	hook		N;MASC;SG
קרס	gancho	קרס	gancho		N;MASC;SG
קרס	anzol	קרס	anzol		N;MASC;SG
קרס	ruiu	קרס	ruir		V;IND;SG;3;PST;FIN
קרס	desmoronou	קרס	desmoronar		V;IND;SG;3;PST;FIN
קרס	desabou	קרס	desabar		V;IND;SG;3;PST;FIN
הבטן	estomago	הבטן	estomago	PROPN	N;MASC;SG
הבטן	estômago	הבטן	estômago	PROPN	N;MASC;SG
הבטן	barriga	הבטן	barriga	PROPN	N;FEM;SG
ציפורי	passarinho	ציפורי	passarinho	PROPN	N;MASC;SG
חירות	liberdades	חירות	liberdade	N;FEM;SG	N;FEM;PL
אוסטרים	austríacos	אוסטרי	austríaco	N;MASC;PL	ADJ;MASC;PL
כריסטינה	christina	כריסטינה	christina	PROPN	N;FEM;SG
כריסטינה	cristina	כריסטינה	cristina	PROPN	N;FEM;SG
כריסטינה	cristina	כריסטינה	cristina	PROPN	N;FEM;SG
בייקר	baker	ייקר	baker	PROPN	N;MASC;SG
בייקר	padeiro	ייקר	padeiro	PROPN	N;MASC;SG
גרג	greg	גרג	greg	PROPN	N;MASC;SG
תוניסיה	tunísia	תוניסיה	tunísia	PROPN	N;FEM;SG
הגיב	reagiram	הגיב	reagir	V;MASC;SG;3;PST;ACT	V;IND;PL;3;FIN
הגיב	comentaram	הגיב	comentar	V;MASC;SG;3;PST;ACT	V;IND;PL;3;FIN
הגיב	responderam	הגיב	responder	V;MASC;SG;3;PST;ACT	V;IND;PL;3;FIN
מנהגים	mores	מנהג	mor	V;MASC;PL;V.PTCP;ACT	N;MASC;SG
מינסוטה	minnesota	מינסוטה	minnesota	PROPN	N;FEM;SG
גילברט	gilberto	גילברט	gilberto	PROPN	N;MASC;SG
גילברט	gilbert	גילברט	gilbert	PROPN	N;MASC;SG
בכור	primogénito	בכור	primogénito		N;MASC;SG
בכור	primogênito	בכור	primogênito		N;MASC;SG
ביולוגי	biológica	ביולוגי	biológico	N	ADJ;FEM;SG
ביולוגי	biológicos	ביולוגי	biológico	N	ADJ;MASC;PL
ביולוגי	biológico	ביולוגי	biológico	N	ADJ;MASC;SG
שולט	dominador	שלט	dominador	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
נסוגו	recuou	נסוג	recuar	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN
האג	haia	האג	haiar	PROPN	N;FEM;SG
שועל	fox	שועל	fox	PROPN	N;MASC;SG
שועל	raposa	שועל	raposa	PROPN	N;FEM;SG
מקרטני	mccartney	מקרטני	mccartney	PROPN	N;MASC;SG
קרבי	combate	קרבי	combate	PROPN	N;MASC;SG
פירנצה	florença	פירנצה	florença	PROPN	N;MASC;SG
חדה	afiada	חד	afiar		V;FEM;SG;V.PTCP
חדה	sharp	חד	sharp		N;MASC;SG
חדה	afiados	חד	afiado		V;MASC;PL;V.PTCP
חדה	afiado	חד	afiar		V;MASC;SG;V.PTCP
פלילית	criminoso	פלילי	criminoso	ADV	N;MASC;SG
פלילית	criminal	פלילי	criminal	ADV	N;MASC;SG
פלילית	criminosa	פלילי	criminoso	ADV	N;FEM;SG
פלילית	penal	פלילי	penal	ADV	N;MASC;SG
כנען	canaã	כנען	canaã	PROPN	N;MASC;PL
שן	shen	שן	shen		N;MASC;SG
שן	dente	שן	dente		N;MASC;SG
שן	dentes	שן	dente		N;MASC;PL
הגבלה	restrições	הגבלה	restrição	N;FEM;SG	N;FEM;PL
הגבלה	limitar	הגבלה	limitar	N;FEM;SG	V;NFIN
צילם	filmou	צילם	filmar	PROPN	V;IND;SG;3;PST;FIN
צילם	filmado	צילם	filmar	PROPN	V;MASC;SG;V.PTCP
צילם	filmada	צילם	filmar	PROPN	V;FEM;SG;V.PTCP
צילם	filmados	צילם	filmar	PROPN	V;MASC;PL;V.PTCP
צילם	levou	צילם	levar	PROPN	V;IND;SG;3;PST;FIN
צילם	tirou	צילם	tirar	PROPN	V;IND;SG;3;PST;FIN
צילם	demorou	צילם	demorar	PROPN	V;IND;SG;3;PST;FIN
צילם	levaram	צילם	levar	PROPN	V;IND;PL;3;FIN
צילם	fotografada	צילם	fotografar	PROPN	V;FEM;SG;V.PTCP
צילם	fotografado	צילם	fotografado	PROPN	V;MASC;SG;V.PTCP
צילם	fotografou	צילם	fotografar	PROPN	V;IND;SG;3;PST;FIN
גופני	físicas	גופני	físico	N;MASC;SG	N;FEM;PL
גופני	físicos	גופני	físico	N;MASC;SG	N;MASC;PL
בסקי	basco	בסק	basco		N;MASC;SG
בסקי	basca	בסק	basco		N;MASC;SG
בסקי	bascos	בסק	basco		N;MASC;PL
בסקי	esquiar	בסק	esquiar		V;NFIN
בסקי	esqui	בסק	esqui		N;MASC;SG
פגיעות	vulnerabilidade	פגיעה	vulnerabilidade	N;FEM;PL	N;FEM;SG
רגשית	emocional	רגשי	emocional	ADV	ADJ;MASC;SG
רגשית	emotiva	רגשי	emotivo	ADV	ADJ;FEM;SG
רגשית	emotivo	רגשי	emotivo	ADV	ADJ;MASC;SG
ביקרו	visitado	ביקר	visitar	V;PL;3;PST;ACT	V;MASC;SG;V.PTCP
ביקרו	visitada	ביקר	visitar	V;PL;3;PST;ACT	V;FEM;SG;V.PTCP
ביקרו	visitei	ביקר	visitar	V;PL;3;PST;ACT	V;IND;SG;1;PST;FIN
ביקרו	visitou	ביקר	visitar	V;PL;3;PST;ACT	V;IND;SG;3;PST;FIN
נוספה	adicionados	נוסף	adicionar	V;FEM;SG;3;PST;MID	V;MASC;PL;V.PTCP
נוספה	adicionadas	נוסף	adicionar	V;FEM;SG;3;PST;MID	V;FEM;PL;V.PTCP
פירס	pierce	פירס	pierce	PROPN	N;MASC;SG
אפלטון	platão	אפלטון	platão	PROPN	N;MASC;SG
אפלטון	appleton	אפלטון	appleton	PROPN	N;MASC;SG
מרסל	marcelo	מרסל	marcelo	PROPN	N;MASC;SG
מרסל	marcel	מרסל	marcel	PROPN	N;MASC;SG
פינק	pink	פינק	pink	PROPN	N;MASC;SG
פינק	rosa	פינק	rosa	PROPN	N;FEM;SG
פינק	fink	פינק	fink	PROPN	N;MASC;SG
ברון	barão	ברון	barão	PROPN	N;MASC;SG
ברון	baron	ברון	baron	PROPN	N;MASC;SG
ווטסון	watson	ווטסון	watson	PROPN	N;MASC;SG
דאגה	preocupante	דאגה	preocupante	N;FEM;SG	ADJ;MASC;SG
דאגה	preocupantes	דאגה	preocupante	N;FEM;SG	ADJ;MASC;PL
דאגה	preocupe	דאגה	preocupe	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
