偵查	prieskumné	偵查	prieskumný	N	ADJ;NOM;NEUT;SG
殘酷	brutálne	殘酷	brutálne	ADJ	ADV
單身	slobodná	單身	slobodný	N	ADJ;NOM;FEM;SG
單身	jednotného	單身	jednotný	N	ADJ;GEN;NEUT;SG
單身	jednotné	單身	jednotný	N	ADJ;NOM;NEUT;SG
單身	slobodný	單身	slobodný	N	ADJ;ANIM;NOM;MASC;SG
單身	jednotný	單身	jednotný	N	ADJ;INAN;NOM;MASC;SG
大	priroda	大	priroda	ADJ	N;NOM;FEM;SG
大	prírodu	大	príroda	ADJ	N;ACC;FEM;SG
大	povaha	大	povaha	ADJ	N;NOM;FEM;SG
大	príroda	大	príroda	ADJ	N;NOM;FEM;SG
大	charakter	大	charakter	ADJ	N;INAN;NOM;MASC;SG
雇用	prenájom	雇用	prenáj	V	N;INAN;NOM;MASC;SG
雇用	nájom	雇用	náj	V	N;INAN;NOM;MASC;SG
悲傷	smutno	悲傷	smutno	N	ADV
悲傷	smutné	悲傷	smutný	N	ADJ;NOM;NEUT;SG
悲傷	smutne	悲傷	smutne	N	ADV
悲傷	smutná	悲傷	smutný	N	ADJ;NOM;FEM;SG
情境	situačné	情境	situačný	N	ADJ;NOM;NEUT;SG
沒收	konfiškáciu	沒收	konfiškácia	V	N;ACC;FEM;SG
沒收	zabavené	沒收	zabavený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
粉紅	pink	粉紅	pink	N	PROPN;ANIM;NOM;MASC;SG
粉紅	ružové	粉紅	ružový	N	ADJ;NOM;NEUT;SG
粉紅	ružový	粉紅	ružový	N	ADJ;ANIM;NOM;MASC;SG
粉紅	ružová	粉紅	ružový	N	ADJ;NOM;FEM;SG
反向	reverznej	反向	reverzný	N	ADJ;GEN;FEM;SG
反向	spätný	反向	spätný	N	ADJ;ANIM;NOM;MASC;SG
北九	kitakjúšú	北九	kitakjúš	PROPN	V;IPFV;IND;SG;3;POS;PRS;FIN
原油	surový	原油	surový	N	ADJ;ANIM;NOM;MASC;SG
原油	surová	原油	surový	N	ADJ;NOM;FEM;SG
原油	surové	原油	surový	N	ADJ;NOM;NEUT;SG
感恩	poďakovanie	感恩	poďakovanie		N;NOM;NEUT;SG
感恩	vďačnosť	感恩	vďačnosť		N;NOM;FEM;SG
感恩	vďačný	感恩	vďačný		ADJ;ANIM;NOM;MASC;SG
感恩	vďačná	感恩	vďačno		ADJ;NOM;FEM;SG
感恩	vďačný	感恩	vďačný		ADJ;ANIM;NOM;MASC;SG
感恩	vďačná	感恩	vďačno		ADJ;NOM;FEM;SG
感恩	vďakyvzdanie	感恩	vďakyvzdanie		N;NOM;NEUT;SG
感恩	vďakyvzdania	感恩	vďakyvzdanie		N;NOM;NEUT;PL
生氣	nahnevaní	生氣	nahnevanie	N	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
生氣	nahnevaný	生氣	nahnevaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
生氣	hnevať	生氣	hnevať	N	V;IPFV;POS;NFIN
生氣	nahnevaná	生氣	nahnevaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
平滑	hladká	平滑	hladký	N	ADJ;NOM;FEM;SG
平滑	hladko	平滑	hladko	N	ADV
平滑	plynulé	平滑	plynulý	N	ADJ;NOM;NEUT;SG
平滑	hladký	平滑	hladký	N	ADJ;INAN;NOM;MASC;SG
平滑	hladké	平滑	hladký	N	ADJ;NOM;NEUT;SG
穆爾	moore	穆爾	moore	PROPN	PROPN;ANIM;NOM;MASC;SG
薄弱	slabosť	薄弱	slabosť	ADJ	N;NOM;FEM;SG
謊言	klameš	謊言	klamať	N	V;IPFV;IND;SG;2;POS;PRS;FIN
謊言	klamať	謊言	klamať	N	V;IPFV;POS;NFIN
宙斯	zeus	宙斯	zeus	PROPN	PROPN;ANIM;NOM;MASC;SG
填充	plnenie	填充	plnenie	V	N;NOM;NEUT;SG
起因	spôsobuje	起因	spôsobovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
縫	šiť	縫	šiť	N	V;IPFV;POS;NFIN
縫	šiť	縫	šiť	N	V;IPFV;POS;NFIN
高	polyméru	高	polymér	PART	N;INAN;GEN;MASC;SG
高	polymér	高	polymér	PART	N;INAN;NOM;MASC;SG
反省	odraz	反省	odraz	V	N;INAN;NOM;MASC;SG
反省	zamyslenie	反省	zamyslenie	V	N;NOM;NEUT;SG
反省	úvaha	反省	úvaha	V	N;NOM;FEM;SG
頂端	horný	頂端	horný	N	ADJ;ANIM;NOM;MASC;SG
頂端	top	頂端	top	N	PROPN;ANIM;NOM;MASC;SG
頂端	horná	頂端	horný	N	ADJ;NOM;FEM;SG
郵輪	cruise	郵輪	cruisa	N	PROPN;ANIM;NOM;MASC;SG
燈光	ľahký	燈光	ľahký	N	ADJ;INAN;NOM;MASC;SG
瑪利亞	máriu	瑪利亞	mária	PROPN	N;ACC;FEM;SG
瑪利亞	maria	瑪利亞	mariť	PROPN	PROPN;NOM;FEM;SG
瑪利亞	mária	瑪利亞	máriť	PROPN	N;NOM;FEM;SG
抗衡	vyváženie	抗衡	vyváženie	V	N;NOM;NEUT;SG
太陽	slnečné	太陽	slnečný	N	ADJ;NOM;NEUT;PL
太陽	solárne	太陽	solárny	N	ADJ;NOM;NEUT;PL
太陽	solárny	太陽	solárny	N	ADJ;INAN;NOM;MASC;SG
太陽	slnečná	太陽	slnečný	N	ADJ;NOM;FEM;SG
儲備	rezervovať	儲備	rezervovať	N	V;IPFV;POS;NFIN
反對	nesúhlas	反對	nesúhlas	V	N;INAN;NOM;MASC;SG
反對	opozície	反對	opozícia	V	N;NOM;FEM;PL
反對	opozícia	反對	opozícia	V	N;NOM;FEM;SG
離任	odchádzajúce	離任	odchádzajúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
激發	inspire	激發	inspir	V	N;INAN;NOM;MASC;SG
激發	excitácia	激發	excitácia	V	N;NOM;FEM;SG
禁忌	zakázané	禁忌	zakázaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
禁忌	zakázaná	禁忌	zakázaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
禁忌	zakázaný	禁忌	zakázaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
噴	sprej	噴	sprej	V	N;INAN;NOM;MASC;SG
偽裝	prestrojení	偽裝	prestrojenie	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
偽裝	maskovanie	偽裝	maskovanie	V	N;NOM;NEUT;SG
偽裝	kamufláž	偽裝	kamufláž	V	N;NOM;FEM;SG
偽裝	maskovanie	偽裝	maskovanie	V	N;NOM;NEUT;SG
鳩	holubica	鳩	holubica	PROPN	N;NOM;FEM;SG
波動	prchavé	波動	prchavý	N	ADJ;NOM;NEUT;SG
波動	nestála	波動	stáť	N	V;IPFV;FEM;SG;NEG;PST;V.PTCP
波動	prchavých	波動	prchavý	N	ADJ;GEN;MASC;PL
繡	vyšívané	繡	vyšívaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
匹茲堡	pittsburghu	匹茲堡	pittsburgha	PROPN	N;INAN;GEN;MASC;SG
笨	hlúpy	笨	hlúpy	PART	ADJ;ANIM;NOM;MASC;SG
笨	hlúposť	笨	hlúposť	PART	N;NOM;FEM;SG
笨	hlúpe	笨	hlúpy	PART	ADJ;NOM;NEUT;SG
少	menej	少	málo	ADJ	ADV;CMPR
康復	liečenie	康復	liečenie	V	N;NOM;NEUT;SG
康復	hojenia	康復	hojenie	V	N;NOM;NEUT;PL
康復	rehabilitácie	康復	rehabilitácia	V	N;NOM;FEM;PL
康復	rehabilitáciu	康復	rehabilitácia	V	N;ACC;FEM;SG
康復	zotavenie	康復	zotavenie	V	N;NOM;NEUT;SG
康復	vymáhanie	康復	vymáhanie	V	N;NOM;NEUT;SG
康復	zhodnotenie	康復	zhodnotenie	V	N;NOM;NEUT;SG
康復	obnovy	康復	obnov	V	N;NOM;FEM;PL
康復	vrátenie	康復	vrátenie	V	N;NOM;NEUT;SG
大院	zložený	大院	zložený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
布希	bush	布希	bush	PROPN	PROPN;ANIM;NOM;MASC;SG
布希	busha	布希	busha	PROPN	N;ANIM;ACC;MASC;SG
莊園	manor	莊園	manor	N	PROPN;ANIM;NOM;MASC;SG
欺騙	podvod	欺騙	podvod	V	N;INAN;NOM;MASC;SG
欺騙	klamstvo	欺騙	klamstvo	V	N;NOM;NEUT;SG
磁性	magnetický	磁性	magnetický	N	ADJ;INAN;NOM;MASC;SG
磁性	magnetické	磁性	magnetický	N	ADJ;NOM;NEUT;SG
造訪	návšteva	造訪	návšteva	V	N;NOM;FEM;SG
炸藥	výbušné	炸藥	výbušný	N	ADJ;NOM;NEUT;SG
下限	podlahové	下限	podlahový	N	ADJ;NOM;NEUT;SG
親戚	relatívne	親戚	relatívny	N	ADV
親戚	relatívny	親戚	relatívny	N	ADJ;INAN;NOM;MASC;SG
親戚	relatívna	親戚	relatívny	N	ADJ;NOM;FEM;SG
親戚	príbuzné	親戚	príbuzný	N	ADJ;NOM;NEUT;PL
結晶	kryštalizácie	結晶	kryštalizácia	V	N;NOM;FEM;PL
橢	oválne	橢	oválny	PART	ADJ;NOM;NEUT;SG
疑慮	pochybnosť	疑慮	pochybnosť	V	N;NOM;FEM;SG
疑慮	pochybnosti	疑慮	pochybnosť	V	N;NOM;FEM;PL
疑慮	pochybností	疑慮	pochybnosť	V	N;GEN;FEM;PL
疑慮	pochybnosti	疑慮	pochybnosť	V	N;NOM;FEM;PL
上學	skola	上學	skola	V	N;NOM;FEM;SG
上學	školy	上學	škola	V	N;NOM;FEM;PL
上學	školu	上學	škola	V	N;ACC;FEM;SG
上學	školské	上學	školský	V	ADJ;NOM;NEUT;SG
上學	škola	上學	škola	V	N;NOM;FEM;SG
窯	ware	窯	ware	N	PROPN;ANIM;NOM;MASC;SG
正宗	autentické	正宗	autentický	N	ADJ;NOM;NEUT;SG
正宗	ozajstný	正宗	ozajstný	N	ADJ;ANIM;NOM;MASC;SG
正宗	pravé	正宗	pravý	N	ADJ;NOM;NEUT;SG
正宗	autentický	正宗	autentický	N	ADJ;INAN;NOM;MASC;SG
流血	krvácanie	流血	krvácanie	V	N;NOM;NEUT;SG
流血	krvácania	流血	krvácanie	V	N;NOM;NEUT;PL
諾亞	noah	諾亞	noah	PROPN	PROPN;ANIM;NOM;MASC;SG
歸屬	priradenie	歸屬	priradenie	V	N;NOM;NEUT;SG
歸屬	pridelenie	歸屬	pridelenie	V	N;NOM;NEUT;SG
感	zaujíma	感	zaujímať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
骨折	zlomený	骨折	zlomený	N	ADJ;ANIM;NOM;MASC;SG
骨折	zlomená	骨折	zlomenať	N	ADJ;NOM;FEM;SG
舉例	príklady	舉例	príklad	V	N;INAN;NOM;MASC;PL
舉例	príkladov	舉例	príklad	V	N;INAN;GEN;MASC;PL
牙買加	jamajka	牙買加	jamajka	PROPN	N;NOM;FEM;SG
主宰	dominovať	主宰	dominovať	N	V;IPFV;POS;NFIN
主宰	ovládnuť	主宰	ovládnuť	N	V;PFV;POS;NFIN
主宰	prevládajú	主宰	prevládať	N	V;IPFV;IND;PL;3;POS;PRS;FIN
迦太基	kartágo	迦太基	kartágo	PROPN	N;NOM;NEUT;SG
渡假	dovolenka	渡假	dovolenka	V	N;NOM;FEM;SG
渡假	prázdniny	渡假	prázdniny	V	N;NOM;FEM;PL
渡假	dovolenky	渡假	dovolenka	V	N;NOM;FEM;PL
渡假	dovolenku	渡假	dovolenka	V	N;ACC;FEM;SG
偏差	bias	偏差	basa	N	PROPN;ANIM;NOM;MASC;SG
驚訝	prekvapilo	驚訝	prekvapiť	N	V;PFV;NEUT;SG;POS;PST;V.PTCP
驚訝	prekvapený	驚訝	prekvapený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
驚訝	prekvapená	驚訝	prekvapený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
驚訝	prekvapil	驚訝	prekvapiť	N	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
殘骸	troska	殘骸	troska	N	PROPN;ANIM;NOM;MASC;SG
幾內亞	guinea	幾內亞	guinea	PROPN	N;NOM;FEM;SG
幾內亞	guiney	幾內亞	guiney	PROPN	N;NOM;FEM;PL
幾內亞	guinei	幾內亞	guine	PROPN	N;DAT;FEM;SG
付款	vyplatenie	付款	vyplatenie	V	N;NOM;NEUT;SG
付款	vyplácanie	付款	vyplácanie	V	N;NOM;NEUT;SG
付款	plat	付款	plat	V	N;INAN;NOM;MASC;SG
付款	platby	付款	platba	V	N;NOM;FEM;PL
付款	vyplatenie	付款	vyplatenie	V	N;NOM;NEUT;SG
付款	platbu	付款	platba	V	N;ACC;FEM;SG
付款	platobné	付款	platobný	V	ADJ;NOM;NEUT;SG
付款	platby	付款	platba	V	N;NOM;FEM;PL
付款	platba	付款	platba	V	N;NOM;FEM;SG
白	strieborný	白	strieborný	PROPN	ADJ;ANIM;NOM;MASC;SG
白	striebro	白	striebro	PROPN	N;NOM;NEUT;SG
白	strieborná	白	strieborný	PROPN	ADJ;NOM;FEM;SG
白	silver	白	silver	PROPN	N;ANIM;NOM;MASC;SG
水牛	buffalo	水牛	buffať	N	PROPN;ANIM;NOM;MASC;SG
共生	symbiózu	共生	symbióz	V	N;ACC;FEM;SG
厭惡	znechutený	厭惡	znechutený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
厭惡	averzia	厭惡	averzia	V	N;NOM;FEM;SG
黑幫	gangster	黑幫	gangster	N	PROPN;ANIM;NOM;MASC;SG
綠黨	zelených	綠黨	zelený	N	ADJ;GEN;MASC;PL
無畏	nebojácny	無畏	nebojácny	V	ADJ;ANIM;NOM;MASC;SG
精華	podstata	精華	podstata		N;NOM;FEM;SG
精華	podstate	精華	podstata		N;DAT;FEM;SG
精華	esencie	精華	esencia		N;NOM;FEM;PL
發起	iniciátorov	發起	iniciátor	V	N;ANIM;ACC;MASC;PL
發起	iniciátor	發起	iniciátor	V	N;ANIM;NOM;MASC;SG
口語	prehovoril	口語	prehovoriť	N	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
口語	hovoril	口語	hovoriť	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
口語	vyslovené	口語	vyslovený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
代理	agentúra	代理	agentúra	V	N;NOM;FEM;SG
代理	agentúry	代理	agentúra	V	N;NOM;FEM;PL
代理	činidlá	代理	činidlo	V	N;NOM;NEUT;PL
代理	agentov	代理	agent	V	N;ANIM;ACC;MASC;PL
代理	zástupcovia	代理	zástupca	V	N;ANIM;NOM;MASC;PL
代理	agenti	代理	agent	V	N;ANIM;NOM;MASC;PL
代理	agentka	代理	agentka	V	N;NOM;FEM;SG
代理	agenta	代理	agenta	V	N;ANIM;ACC;MASC;SG
代理	agent	代理	agent	V	N;ANIM;NOM;MASC;SG
舒適	komfort	舒適	komfort	ADJ	N;INAN;NOM;MASC;SG
舒適	pohodlie	舒適	pohodlie	ADJ	N;NOM;NEUT;SG
舒適	pohodlne	舒適	pohodlne	ADJ	ADV
舒適	pohodlie	舒適	pohodlie	ADJ	N;NOM;NEUT;SG
舒適	pohodlie	舒適	pohodlie	ADJ	N;NOM;NEUT;SG
舒適	pohodlne	舒適	pohodlne	ADJ	ADV
充電	poplatok	充電	poplatok	V	N;INAN;NOM;MASC;SG
充電	nabíjanie	充電	nabíjanie	V	N;NOM;NEUT;SG
充電	nabíjania	充電	nabíjanie	V	N;NOM;NEUT;PL
飛翔	fly	飛翔	fly	N	
飛翔	letieť	飛翔	letieť	N	V;IPFV;POS;NFIN
飛翔	letia	飛翔	letieť	N	V;IPFV;IND;PL;3;POS;PRS;FIN
飛翔	lietať	飛翔	lietať	N	V;IPFV;POS;NFIN
飛翔	lietajúce	飛翔	lietajúci	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
電纜	káblové	電纜	káblový	N	ADJ;NOM;NEUT;SG
腐敗	skorumpovaný	腐敗	skorumpovaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
少數	menšinu	少數	menšina	ADJ	N;ACC;FEM;SG
少數	menšiny	少數	menšina	ADJ	N;NOM;FEM;PL
少數	menšina	少數	menšina	ADJ	N;NOM;FEM;SG
少數	menšiny	少數	menšina	ADJ	N;NOM;FEM;PL
無聊	nuda	無聊	nuda	V	N;NOM;FEM;SG
藉口	ospravedlnenia	藉口	ospravedlnenie		N;NOM;NEUT;PL
造船	lodenica	造船	lodenica	V	N;NOM;FEM;SG
造船	lodenice	造船	lodenica	V	N;NOM;FEM;PL
飛碟	ufo	飛碟	ufo	N	INTJ
飛碟	ufo	飛碟	ufo	N	INTJ
供給	zásobovanie	供給	zásobovanie	V	N;NOM;NEUT;SG
請願	petícií	請願	petícia	V	N;GEN;FEM;PL
請願	petície	請願	petícia	V	N;NOM;FEM;PL
請願	petíciu	請願	petícia	V	N;ACC;FEM;SG
先天	vrodeným	先天	vrodený	N	ADJ;INAN;INS;MASC;SG;POS;V.PTCP;PASS
偽造	falšovanie	偽造	falšovanie	V	N;NOM;NEUT;SG
偽造	sfalšované	偽造	sfalšovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
偽造	kované	偽造	kovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
鹿特丹	rotterdam	鹿特丹	rotterda	PROPN	N;INAN;NOM;MASC;SG
好奇	zvedavosť	好奇	zvedavosť	ADJ	N;NOM;FEM;SG
放逐	exile	放逐	exila	V	PROPN;INAN;NOM;MASC;SG
物料	materiálne	物料	materiálne	N	ADJ;NOM;NEUT;SG
打壓	represie	打壓	represia	V	N;NOM;FEM;PL
打壓	potláčanie	打壓	potláčanie	V	N;NOM;NEUT;SG
耦合	spojovacie	耦合	spojovací		ADJ;NOM;NEUT;PL
波浪	vlnité	波浪	vlnitý	N	ADJ;NOM;NEUT;PL
波浪	vlnová	波浪	vlnový	N	ADJ;NOM;FEM;SG
超	nadprirodzené	超	nadprirodzený	PROPN	ADJ;NOM;NEUT;SG
成龍	jackie	成龍	jackie	PROPN	N;NOM;FEM;SG
猶太	židovské	猶太	židovský	PROPN	ADJ;NOM;NEUT;SG
猶太	židia	猶太	žid	PROPN	N;ANIM;NOM;MASC;PL
猶太	žid	猶太	žid	PROPN	N;ANIM;NOM;MASC;SG
猶太	židovský	猶太	židovský	PROPN	ADJ;ANIM;NOM;MASC;SG
猶太	judaizmus	猶太	judaizmus	PROPN	N;INAN;NOM;MASC;SG
小澤	ozawa	小澤	ozawa	PROPN	N;NOM;MASC;SG
凜	rin	凜	rin	PROPN	
無奈	bezmocný	無奈	bezmocný	N	ADJ;ANIM;NOM;MASC;SG
演示	demo	演示	demo	V	INTJ
演示	demonštrácia	演示	demonštrácia	V	N;NOM;FEM;SG
演示	ukážku	演示	ukážka	V	N;ACC;FEM;SG
演示	preukázanie	演示	preukázanie	V	N;NOM;NEUT;SG
演示	predvedenie	演示	predvedenie	V	N;NOM;NEUT;SG
演示	ukážka	演示	ukážka	V	N;NOM;FEM;SG
游擊	partizánskej	游擊	partizánsky	N	ADJ;GEN;FEM;SG
定罪	odsúdený	定罪	odsúdený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
定罪	odsúdená	定罪	odsúdený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
定罪	presvedčenie	定罪	presvedčenie	V	N;NOM;NEUT;SG
定罪	odsúdenia	定罪	odsúdenie	V	N;NOM;NEUT;PL
定罪	odsúdenie	定罪	odsúdenie	V	N;NOM;NEUT;SG
定罪	presvedčenie	定罪	presvedčenie	V	N;NOM;NEUT;SG
聘用	nájom	聘用	náj	V	N;INAN;NOM;MASC;SG
盒子	box	盒子	box	N	
勉強	sotva	勉強	sotva	N	PART
勉強	ledva	勉強	ledva	N	ADV
孟子	mencius	孟子	mencius	PROPN	N;NOM;FEM;SG
液態	kvapalný	液態	kvapalný	N	ADJ;INAN;NOM;MASC;SG
液態	kvapalné	液態	kvapalný	N	ADJ;NOM;NEUT;SG
液態	tekuté	液態	tekutý	N	ADJ;NOM;NEUT;SG
博弈	zápas	博弈	zápas	V	N;INAN;NOM;MASC;SG
博弈	game	博弈	gama	V	
博弈	hra	博弈	hra	V	N;NOM;FEM;SG
百分	percentuálna	百分	percentuálny	N	ADJ;NOM;FEM;SG
製造	výroba	製造	výroba	V	N;NOM;FEM;SG
製造	výrobné	製造	výrobný	V	ADJ;NOM;NEUT;SG
製造	výroby	製造	výroba	V	N;NOM;FEM;PL
製造	výroba	製造	výroba	V	N;NOM;FEM;SG
製造	výrobný	製造	výrobný	V	ADJ;INAN;NOM;MASC;SG
妥協	kompromisné	妥協	kompromisný	N	ADJ;NOM;NEUT;SG
妥協	kompromisný	妥協	kompromisný	N	ADJ;INAN;NOM;MASC;SG
解雇	prepustenie	解雇	prepustenie	V	N;NOM;NEUT;SG
阻塞	zablokovaniu	阻塞	zablokovanie	V	N;DAT;NEUT;SG
狙擊	sniper	狙擊	sniper	V	N;NOM;FEM;SG
評判	súdiť	評判	súdiť	N	V;IPFV;POS;NFIN
奉獻	venovaná	奉獻	venovaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
清新	čerstvé	清新	čerstvý	N	ADJ;NOM;NEUT;SG
清新	čerstvá	清新	čerstvý	N	ADJ;NOM;FEM;SG
清新	čerstvý	清新	čerstvý	N	ADJ;ANIM;NOM;MASC;SG
清新	fresh	清新	fresh	N	
升起	vzostup	升起	vzostup	V	N;INAN;NOM;MASC;SG
升起	nárast	升起	nárast	V	N;INAN;NOM;MASC;SG
創始	založenie	創始	založenie	V	N;NOM;NEUT;SG
創始	zakladajúcich	創始	zakladajúci	V	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
詐騙	podvod	詐騙	podvod	V	N;INAN;NOM;MASC;SG
詐騙	podvodom	詐騙	podvod	V	N;INAN;INS;MASC;SG
詐騙	podvody	詐騙	podvoda	V	N;INAN;NOM;MASC;PL
詐騙	podvod	詐騙	podvod	V	N;INAN;NOM;MASC;SG
偷渡	pašovanie	偷渡	pašovanie	V	N;NOM;NEUT;SG
偷渡	pašovania	偷渡	pašovanie	V	N;NOM;NEUT;PL
任用	menovania	任用	menovanie	V	N;NOM;NEUT;PL
任用	stretnutia	任用	stretnutie	V	N;NOM;NEUT;PL
任用	menovanie	任用	menovanie	V	N;NOM;NEUT;SG
任用	vymenovania	任用	vymenovanie	V	N;NOM;NEUT;PL
任用	vymenovaní	任用	vymenovanie	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
任用	termin	任用	termin	V	INTJ
任用	vymenovanie	任用	vymenovanie	V	N;NOM;NEUT;SG
任用	menovanie	任用	menovanie	V	N;NOM;NEUT;SG
任用	stretnutie	任用	stretnutie	V	N;NOM;NEUT;SG
地下	podzemných	地下	podzemný	N	ADJ;GEN;MASC;PL
煙火	pyrotechnických	煙火	pyrotechnický	N	ADJ;GEN;MASC;PL
有序	riadna	有序	riaden	V	ADJ;NOM;FEM;SG
反彈	rebound	反彈	rebound	V	N;NOM;FEM;SG
姿勢	predstavovať	姿勢	predstavovať	N	V;IPFV;POS;NFIN
姿勢	predstavujú	姿勢	predstavovať	N	V;IPFV;IND;PL;3;POS;PRS;FIN
離散	diskrétny	離散	diskrétny	N	ADJ;ANIM;NOM;MASC;SG
離散	diskrétnych	離散	diskrétny	N	ADJ;GEN;MASC;PL
離散	samostatné	離散	samostatný	N	ADJ;NOM;NEUT;SG
離散	diskrétne	離散	diskrétny	N	ADV
離散	samostatná	離散	samostatný	N	ADJ;NOM;FEM;SG
週	št	週	št	N	
希伯	hebrejčine	希伯	hebrejčine	PROPN	N;DAT;FEM;SG
最深	najhlbšie	最深	slbo	ADJ	ADV;RL
高能	energetické	高能	energetický	N	ADJ;NOM;NEUT;SG
招聘	prijímanie	招聘	prijímanie	V	N;NOM;NEUT;SG
招聘	nábor	招聘	nábor	V	N;INAN;NOM;MASC;SG
招聘	nábor	招聘	nábor	V	N;INAN;NOM;MASC;SG
招聘	nájom	招聘	náj	V	N;INAN;NOM;MASC;SG
加	urýchlenie	加	urýchlenie	V	N;NOM;NEUT;SG
加	zrýchlenia	加	zrýchlenie	V	N;NOM;NEUT;PL
加	zrýchlenie	加	zrýchlenie	V	N;NOM;NEUT;SG
貝勒	belle	貝勒	bello	PROPN	N;NOM;FEM;SG
貝勒	baylor	貝勒	baylor	PROPN	N;NOM;NEUT;SG
不平	nerovnosť	不平	nerovnosť	ADJ	N;NOM;FEM;SG
不平	nerovnosti	不平	nerovnosť	ADJ	N;NOM;FEM;PL
不平	nerovnosť	不平	nerovnosť	ADJ	N;NOM;FEM;SG
不平	nerovnosti	不平	nerovnosť	ADJ	N;NOM;FEM;PL
不平	nerovností	不平	nerovnosť	ADJ	N;GEN;FEM;PL
晶體	crystal	晶體	crystať	N	PROPN;ANIM;NOM;MASC;SG
開花	kvitnutia	開花	kvitnutie	V	N;NOM;NEUT;PL
開花	bloom	開花	blo	V	PROPN;ANIM;NOM;MASC;SG
廉價	lacné	廉價	lacný	N	ADJ;NOM;NEUT;SG
廉價	lacno	廉價	lacno	N	ADV
廉價	lacná	廉價	lacný	N	ADJ;NOM;FEM;SG
廉價	lacný	廉價	lacný	N	ADJ;INAN;NOM;MASC;SG
空心	duté	空心	dutý	N	ADJ;NOM;NEUT;SG
收養	adopciu	收養	adopcia	V	N;ACC;FEM;SG
收養	adopcie	收養	adopcia	V	N;NOM;FEM;PL
收養	prijatie	收養	prijatie	V	N;NOM;NEUT;SG
收養	adopcie	收養	adopcia	V	N;NOM;FEM;PL
密封	seal	密封	seať	N	PROPN;ANIM;NOM;MASC;SG
快車	vyjadrite	快車	vyjadriť	N	V;PFV;IMP;PL;2;POS;FIN
快車	express	快車	express	N	PROPN;ANIM;NOM;MASC;SG
快車	vyjadriť	快車	vyjadriť	N	V;PFV;POS;NFIN
警衛	strážiť	警衛	strážiť	N	V;PFV;POS;NFIN
重現	opakovania	重現	opakovanie	V	N;NOM;NEUT;PL
重現	opakovanie	重現	opakovanie	V	N;NOM;NEUT;SG
信賴	dôveryhodné	信賴	dôveryhodný	V	ADJ;NOM;NEUT;SG
信賴	dôveryhodný	信賴	dôveryhodný	V	ADJ;ANIM;NOM;MASC;SG
兩	obojživelné	兩	obojživelný	NUM	ADJ;NOM;NEUT;SG
神道	shinto	神道	shinto	N	PROPN;ANIM;NOM;MASC;SG
鼓舞	inšpirujúce	鼓舞	inšpirujúci	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
關稅	colných	關稅	colný	N	ADJ;GEN;MASC;PL
關稅	colné	關稅	colný	N	ADJ;NOM;NEUT;SG
定性	kvalitatívne	定性	kvalitatívny	N	ADJ;NOM;NEUT;SG
讀取	čítaj	讀取	čítať	V	INTJ
讀取	čítanie	讀取	čítanie	V	N;NOM;NEUT;SG
讀取	čítania	讀取	čítanie	V	N;NOM;NEUT;PL
讀取	čítaní	讀取	čítanie	V	N;NOM;NEUT;PL
讀取	čítanie	讀取	čítanie	V	N;NOM;NEUT;SG
調動	preradenie	調動	preradenie	V	N;NOM;NEUT;SG
調動	presunutie	調動	presunutie	V	N;NOM;NEUT;SG
調動	mobilizácia	調動	mobilizácia	V	N;NOM;FEM;SG
調動	mobility	調動	mobility	V	N;NOM;FEM;PL
調動	mobilitu	調動	mobilita	V	N;ACC;FEM;SG
