페르시아어	персийски	페르시아어	персийски	PROPN	ADJ;INDF;MASC;SG
홍대	хун	홍대	хун		PROPN;INDF;MASC;SG
홍대	хонг	홍대	хонг		N;INDF;MASC;SG
홍대	хон	홍대	хон		N;INDF;MASC;SG
원더	чудо	원더	чудо		N;INDF;NEUT;SG
원더	чудно	원더	чудно		ADV
카트	карт	카트	карт	N	PROPN;INDF;MASC;SG
마르코프	марков	마르코프	марков	N	PROPN;INDF;MASC;SG
비아	виа	비+아	видя-(се)		N;INDF;MASC;SG
비아	via	비+아	via		ADJ
비아	чрез	비+아	чрез		ADP
브리타니아	британия	브리타니아	британие		PROPN;INDF;FEM;SG
쿼터	четвърт	쿼터	четвърт		ADJ;INDF;FEM;SG
쿼터	тримесечие	쿼터	тримесечие		N;INDF;NEUT;SG
헐리우드	холивудски	헐리우드	холивудски		ADJ;INDF;MASC;SG
헐리우드	холивуд	헐리우드	холивуд		N;INDF;MASC;SG
케리	кери	케리	кера		PROPN;INDF;MASC;SG
모모	момо	모모	момо		N;INDF;MASC;SG
적응	адаптивен	적응	адаптивен	N	ADJ;INDF;MASC;SG
레니	лени	레니	лен		N;INDF;MASC;SG
체이스	чейз	체이스	чейз	PROPN	N;INDF;FEM;SG
체이스	преследване	체이스	преследване	PROPN	N;INDF;NEUT;SG
체이스	чейс	체이스	чейс	PROPN	PROPN;INDF;FEM;SG
인디아	индия	인디아	индия	PROPN	PROPN;INDF;FEM;SG
입원	хоспитализиран	입원	хоспитализирам	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
양키	янки	양키	янки	PROPN	N;INDF;MASC;SG
로마노프	романов	로마노프	романов	PROPN	N;INDF;MASC;SG
자율	автономна	자율	автономен	N	ADJ;INDF;FEM;SG
가이아나	гвиана	가이아나	гвиана	PROPN	N;INDF;FEM;SG
섀도우	сенки	섀도우	сянка		N;INDF;FEM;PL
섀도우	сянката	섀도우	сянка		N;DEF;FEM;SG
섀도우	сянка	섀도우	сянка		N;INDF;FEM;SG
블레이크	блейк	블레이크	блейк		N;INDF;MASC;SG
이방인	непозната	이방+이+ㄴ	непознат		ADJ;INDF;FEM;SG
이방인	странник	이방+이+ㄴ	странник		N;INDF;MASC;SG
이방인	непознат	이방+이+ㄴ	непознат		N;INDF;MASC;SG
아드리안	ейдриън	아드리안	ейдриън	PROPN	PROPN;INDF;MASC;SG
아드리안	ейдриан	아드리안	ейдриан	PROPN	N;INDF;MASC;SG
아드리안	адриан	아드리안	адриан	PROPN	PROPN;INDF;MASC;SG
포르쉐	порше	포르쉐	порше	PROPN	N;INDF;NEUT;SG
부스	бут	부스	бут		N;INDF;MASC;SG
부스	щанд	부스	щанд		N;INDF;MASC;SG
부스	буут	부스	буут		N;INDF;MASC;SG
대머리	плешив	대머리	плешив	N	ADJ;INDF;MASC;SG
대머리	плешиви	대머리	плешив	N	ADJ;INDF;PL
스미레	сумире	스미레	сумире		N;INDF;FEM;SG
마티아스	матиас	마티아스	матиас	PROPN	PROPN;INDF;MASC;SG
스탬프	печат	스탬프	печат		N;INDF;MASC;SG
스탬프	печати	스탬프	печат		N;INDF;MASC;PL
스탬프	марките	스탬프	марка		N;DEF;FEM;PL
스탬프	марки	스탬프	марка		N;INDF;FEM;PL
베트남어	виетнамски	베트남어	виетнамски		ADJ;INDF;MASC;SG
드러낸다	разкрива	드러내+ㄴ다	разкривам-(се)		V;IPFV;IND;SG;3;PRS;FIN;ACT
에메랄드	емералд	에메랄드	емералд		N;INDF;MASC;SG
아프로	афро	아프+로	афро		N;INDF;MASC;SG
색인	индексирани	색인	индексирам		V;PFV;INDF;PL;V.PTCP;PASS
색인	индекс	색인	индекс		N;INDF;MASC;SG
색인	индекси	색인	индекс		N;INDF;MASC;PL
색인	показател	색인	показател		N;INDF;MASC;SG
색인	индекси	색인	индекс		N;INDF;MASC;PL
파우스트	фауст	파우스트	фауст	PROPN	N;INDF;MASC;SG
테두리	границата	테두리	граница		N;DEF;FEM;SG
테두리	граница	테두리	граница		N;INDF;FEM;SG
테두리	гранична	테두리	граничен		ADJ;INDF;FEM;SG
하퍼	харпър	하퍼	харпър		PROPN;INDF;MASC;SG
카우보이	каубойски	카우보+이	каубойски		ADJ;INDF;MASC;SG
카우보이	каубой	카우보+이	каубой		N;INDF;MASC;SG
카우보이	каубоите	카우보+이	каубоя		N;DEF;MASC;PL
카우보이	каубои	카우보+이	каубоя		N;INDF;MASC;PL
부탄	бутан	부탄	бутан		N;INDF;MASC;SG
포화	насищане	포화	насищане		N;INDF;NEUT;SG
포화	наситени	포화	наситя-(се)		V;PFV;INDF;PL;V.PTCP;PASS
포화	наситен	포화	наситен		V;PFV;INDF;MASC;SG;V.PTCP;PASS
로이스	ройс	로이스	ройс		PROPN;INDF;MASC;SG
로이스	лоис	로이스	лоис		N;INDF;FEM;SG
오카	ока	오카	ока		PROPN;INDF;MASC;SG
서류	хартии	서류	хартия		N;INDF;FEM;PL
서류	документи	서류	документ		N;INDF;MASC;PL
서류	вестници	서류	вестник		N;INDF;MASC;PL
국수	спагети	국수	спагет		N;INDF;MASC;PL
국수	юфка	국수	юфка		N;INDF;FEM;SG
국수	юфка	국수	юфка		N;INDF;FEM;SG
불평등	неравни	불평등	неравен	N	ADJ;INDF;PL
불평등	неравностойно	불평등	неравностоен	N	ADV
화해	помирение	화하+어	помирение		N;INDF;NEUT;SG
화해	съгласуване	화하+어	съгласуване		N;INDF;NEUT;SG
화해	помирение	화하+어	помирение		N;INDF;NEUT;SG
벅스	бък	벅스	бък		N;INDF;MASC;SG
벅스	насекоми	벅스	насекомя		N;INDF;MASC;PL
벅스	бръмбари	벅스	бръмбар		N;INDF;MASC;PL
벅스	буболечки	벅스	буболечка		N;INDF;FEM;PL
벅스	бъгс	벅스	бъгс		PROPN;INDF;MASC;SG
니컬러스	николас	니컬러스	николас	PROPN	PROPN;INDF;MASC;SG
니컬러스	никълъс	니컬러스	никълъс	PROPN	PROPN;INDF;MASC;SG
모듈러	модулни	모증러	модулен	N	ADJ;INDF;PL
베일	бейл	베이+ㄹ	бейл		N;INDF;MASC;SG
베일	воала	베이+ㄹ	воала		N;DEF;MASC;SG
베일	воал	베이+ㄹ	воал		N;INDF;MASC;SG
베일	вале	베이+ㄹ	вале		N;INDF;NEUT;SG
베일	вейл	베이+ㄹ	вейл		PROPN;INDF;MASC;SG
무의미한	безсмислен	무의미+하+ㄴ	безсмислен	V	ADJ;INDF;MASC;SG
무의미한	безсмислено	무의미+하+ㄴ	безсмислено	V	ADV
무의미한	безмислено	무의미+하+ㄴ	безмислено	V	ADV
퇴직	пенсиониран	퇴직	пенсионирам	N	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
녹아	разтопи	녹+아	разтоп		V;PFV;IND;SG;3;PST;FIN;ACT
무지	невежество	무지	невежество		N;INDF;NEUT;SG
무지	невежеството	무지	невежество		N;DEF;NEUT;SG
포괄적	изчерпателна	포괄+적	изчерпателен	N	ADJ;INDF;FEM;SG
포괄적	всеобхватен	포괄+적	всеобхватен	N	ADJ;INDF;MASC;SG
포괄적	изчерпателно	포괄+적	изчерпателно	N	ADV
포괄적	изчерпателен	포괄+적	изчерпателен	N	ADJ;INDF;MASC;SG
마당	двор	마당	двор		N;INDF;MASC;SG
마당	ярд	마당	ярд		PROPN;INDF;MASC;SG
플랫	плоски	플랫	плоска		ADJ;INDF;PL
플랫	апартамент	플랫	апартамент		N;INDF;MASC;SG
플랫	плоско	플랫	плоско		ADV
플랫	плоска	플랫	плоска		N;INDF;FEM;SG
플랫	плосък	플랫	плосък		ADJ;INDF;MASC;SG
크로스오버	кросоувър	크로스오버	кросоувър		N;INDF;MASC;SG
크로스오버	кръстосано	크로스오버	кръстосано		ADV
복합체	комплексно	복합체	комплексно	N	ADV
복합체	сложни	복합체	сложен	N	ADJ;INDF;PL
복합체	сложна	복합체	сложен	N	ADJ;INDF;FEM;SG
만찬	вечеря	만찬	вечеря		N;INDF;FEM;SG
볼셰비키	болшевики	볼셰비키	болшевика	PROPN	N;INDF;FEM;PL
볼셰비키	болшевиките	볼셰비키	болшевика	PROPN	N;DEF;FEM;PL
더그	дъг	더그	дъг		PROPN;INDF;MASC;SG
앵커리지	закрепване	앵크리+지	закрепване	PROPN	N;INDF;NEUT;SG
숨겨져	скрито	숨기+어+지+어	скрия-(се)	V	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
숨겨져	скрит	숨기+어+지+어	скрит	V	N;INDF;MASC;SG
숨겨져	скрита	숨기+어+지+어	скрия-(се)	V	V;PFV;INDF;FEM;SG;V.PTCP;PASS
숨겨져	скрити	숨기+어+지+어	скрия-(се)	V	V;PFV;INDF;PL;V.PTCP;PASS
찾아보기	разглеждане	찾+아+보+기	разглеждане	V	N;INDF;NEUT;SG
찾아보기	открийте	찾+아+보+기	открия-(се)	V	V;PFV;IMP;PL;2;FIN
찾아보기	открие	찾+아+보+기	открия-(се)	V	V;PFV;IMP;SG;2;PST;FIN
찾아보기	откриване	찾+아+보+기	откриване	V	N;INDF;NEUT;SG
블레어	блеър	블레어	блеър	PROPN	PROPN;INDF;MASC;SG
피처링	включващо	피처링	включвам-(се)		ADV
니콜라우스	николас	니콜라우스	николас	PROPN	PROPN;INDF;MASC;SG
니콜라우스	никълъс	니콜라우스	никълъс	PROPN	PROPN;INDF;MASC;SG
댓글	коментирайте	댓글	коментирам	N	V;IPFV;IMP;PL;2;FIN
댓글	коментирам	댓글	коментирам	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
댓글	коментира	댓글	коментирам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
카렐리야	карелия	카+더리야	карелия	PROPN	PROPN;INDF;FEM;SG
아래쪽	долна	아래+쪽	долен	N	ADJ;INDF;FEM;SG
아래쪽	долен	아래+쪽	долен	N	ADJ;INDF;MASC;SG
아래쪽	долу	아래+쪽	долу	N	ADV
아래쪽	отдолу	아래+쪽	отдолу	N	ADV
아래쪽	отдолу	아래+쪽	отдолу	N	ADV
수족관	аквариум	수족관+의	аквариум		N;INDF;MASC;SG
수족관	аквариуми	수족관+의	аквариум		N;INDF;MASC;PL
편리하다	удобно	편리+하+다	удобно	V	ADV
편리하다	удобен	편리+하+다	удобен	V	ADJ;INDF;MASC;SG
편리하다	удобни	편리+하+다	удобен	V	ADJ;INDF;PL
편리하다	удобна	편리+하+다	удобен	V	ADJ;INDF;FEM;SG
콜라	кокаин	콜라	кокаин		N;INDF;MASC;SG
미드	мийд	미드	мийд		N;INDF;MASC;SG
미드	мийд	미드	мийд		N;INDF;MASC;SG
미드	средата	미드	среда		N;DEF;FEM;SG
리바운드	отскок	리바운드	отскок		N;INDF;MASC;SG
리바운드	борби	리바운드	борба		N;INDF;FEM;PL
걷고	разходка	걷+고	разходка	V	N;INDF;FEM;SG
걷고	ходене	걷+고	ходене	V	N;INDF;NEUT;SG
범죄자	престъпно	범죄자	престъпно	N	ADV
명성	славата	명성	слава		N;DEF;FEM;SG
명성	слава	명성	слава		N;INDF;FEM;SG
명성	репутация	명성	репутация		N;INDF;FEM;SG
명성	репутацията	명성	репутация		N;DEF;FEM;SG
쏟아져	налива	쏟+아+지+어	налив	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
입술	устни	입술	устна	N	ADJ;INDF;PL
입술	устни	입술	устна	N	ADJ;INDF;PL
마티	марти	마티	марта		PROPN;INDF;MASC;SG
섀넌	шанън	개너+ㄴ	шанън	PROPN	PROPN;INDF;FEM;SG
베니	бени	베니	бен		N;INDF;MASC;SG
비선형	нелинейна	비선형	нелинеен	N	ADJ;INDF;FEM;SG
응급	спешно	응급	спешно	N	ADV
카즈오	казуо	카즈오	казуо		N;INDF;MASC;SG
스무	двадесет	스무	двадесет		NUM;INDF;PL
리타	рита	리타	ритам		N;INDF;FEM;SG
샤이니	шах	샤+이+니	шах		N;INDF;MASC;SG
샤이니	шайни	샤+이+니	шайна		PROPN;INDF;FEM;SG
손해	загуби	손해	загуба		N;INDF;FEM;PL
손해	загубите	손해	загуба		N;DEF;FEM;PL
손해	увреждане	손해	увреждане		N;INDF;NEUT;SG
손해	щети	손해	щета		N;INDF;FEM;PL
손해	повреда	손해	повреда		N;INDF;FEM;SG
손해	вреди	손해	вреда		N;INDF;FEM;PL
손해	повреди	손해	повредя		N;INDF;MASC;PL
버추얼	виртуална	버추+ㄴ	виртуален	N	ADJ;INDF;FEM;SG
버추얼	виртуално	버추+ㄴ	виртуално	N	ADV
버추얼	виртуални	버추+ㄴ	виртуален	N	ADJ;INDF;PL
버추얼	виртуален	버추+ㄴ	виртуален	N	ADJ;INDF;MASC;SG
아이비	бръшлян	아이비	бръшлям-се		N;INDF;MASC;SG
아이비	айви	아이비	айв		PROPN;INDF;FEM;SG
스플리트	разделим	스플리트	разделя-(се)	PROPN	V;PFV;IND;PL;1;PRS;FIN;ACT
스플리트	разделен	스플리트	разделя-(се)	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
스플리트	сплит	스플리트	сплит	PROPN	N;INDF;MASC;SG
스플리트	разделяне	스플리트	разделяне	PROPN	N;INDF;NEUT;SG
베이컨	бекон	베이컨	бекон		N;INDF;NEUT;SG
베이컨	бейкън	베이컨	бейкън		N;INDF;MASC;SG
코니	кони	코니	кона		PROPN;INDF;FEM;SG
치프	шефе	치프	шефе		ADV
치프	началник	치프	началник		N;INDF;MASC;SG
노스웨스턴	северозападна	노스웨스턴	северозападен	PROPN	ADJ;INDF;FEM;SG
노스웨스턴	северозападния	노스웨스턴	северозападен	PROPN	ADJ;DEF;MASC;SG
에베레스트	еверест	에베레스트	еверест	PROPN	N;INDF;MASC;SG
타원형	елипсовидна	타원형	елипсовиден		ADJ;INDF;FEM;SG
마일스	майлс	마일스	майлс		PROPN;INDF;MASC;SG
마일스	мили	마일스	мил		ADJ;INDF;PL
마일스	километри	마일스	километър		N;INDF;MASC;PL
디나르	динар	디나르	динар	PROPN	N;INDF;MASC;SG
디나르	динара	디나르	динар	PROPN	N;INDF;FEM;SG
리처드슨	ричардсън	리처드슨	ричардсън	PROPN	PROPN;INDF;MASC;SG
마인드	умовете	마인드	ум		N;DEF;MASC;PL
마인드	умове	마인드	ум		N;INDF;MASC;PL
공지	забелязва	공지	забелязвам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
공지	забележи	공지	забележа-(се)	N	V;PFV;IND;SG;3;PST;FIN;ACT
공지	забележете	공지	забележа-(се)	N	V;PFV;IMP;PL;2;FIN
잠금	заключи	잠금	заключа	N	V;PFV;IND;SG;3;PST;FIN;ACT
잠금	отключи	잠금	отключа-(се)	N	V;PFV;IND;SG;3;PST;FIN;ACT
바하마	бахамите	바하마	бахам	PROPN	N;DEF;FEM;PL
바하마	бахамски	바하마	бахамски	PROPN	ADJ;INDF;MASC;SG
설리번	съливан	설리번	съливам		PROPN;INDF;MASC;SG
훌리오	хулио	자리+오	хулио	PROPN	PROPN;INDF;MASC;SG
무례한	грубо	무례+하+ㄴ	грубо	V	ADV
무례한	груби	무례+하+ㄴ	груб	V	ADJ;INDF;PL
무례한	груб	무례+하+ㄴ	груб	V	ADJ;INDF;MASC;SG
무례한	груба	무례+하+ㄴ	груб	V	ADJ;INDF;FEM;SG
무례한	грубост	무례+하+ㄴ	грубост	V	N;INDF;FEM;SG
매트	мат	매트	мат		N;INDF;MASC;SG
매트	подложки	매트	подложка		N;INDF;FEM;PL
매트	матс	매트	матс		PROPN;INDF;MASC;SG
항아리	буркан	항아리	буркам		N;INDF;MASC;SG
항아리	джар	항아리	джар		N;INDF;MASC;SG
항아리	буркани	항아리	буркан		N;INDF;MASC;PL
엘런	елен	엘런	елен		N;INDF;MASC;SG
엘런	елън	엘런	елън		PROPN;INDF;FEM;SG
고마쓰	комацу	고마쓰	комацу		N;INDF;MASC;SG
온실	парникови	온실	парников	N	ADJ;INDF;PL
우동	удон	우동	удон		PROPN;INDF;MASC;SG
지불	плащам	지불	плащам		V;IPFV;IND;SG;1;PRS;FIN;ACT
지불	заплащане	지불	заплащане		N;INDF;NEUT;SG
지불	плащам	지불	плащам		V;IPFV;IND;SG;1;PRS;FIN;ACT
지불	плати	지불	платя		V;PFV;IND;SG;3;PST;FIN;ACT
지불	плаща	지불	плащам		V;IPFV;IND;SG;3;PRS;FIN;ACT
지불	заплащане	지불	заплащане		N;INDF;NEUT;SG
지불	плащане	지불	плащане		N;INDF;NEUT;SG
감지	засечен	감+지	засека	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
네이션	нация	네이션	нация		N;INDF;FEM;SG
익힌	задушено	익히+ㄴ	задуша-(се)		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
워프	светлинна	워프	светлинен		ADJ;INDF;FEM;SG
갈라	гала	가르+아	гала		N;INDF;FEM;SG
아브라함	ибрахим	아브라함	ибрахя	PROPN	V;PFV;IND;PL;1;PST;FIN;ACT
아브라함	ейбрахам	아브라함	ейбрахам	PROPN	N;INDF;MASC;SG
아브라함	авраам	아브라함	авраам	PROPN	N;DEF;MASC;SG
아브라함	абрахам	아브라함	абрахам	PROPN	N;INDF;MASC;SG
아브라함	аврам	아브라함	аврам	PROPN	N;INDF;MASC;SG
아리스토텔레스	аристотел	아리스토텔레스	аристотел	PROPN	N;INDF;MASC;SG
체계적	системно	체계+적	системно	N	ADV
체계적	систематично	체계+적	систематично	N	ADV
체계적	системни	체계+적	системен	N	ADJ;INDF;PL
크로니클	кроникъл	크로니클	кроникъл		N;INDF;MASC;SG
자격증	сертифицирани	자격증	сертифицирам	N	V;PFV;INDF;PL;V.PTCP;PASS
자격증	сертифициран	자격증	сертифицирам	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
루미	руми	루미	рума		N;INDF;FEM;SG
매리너	маринър	매리너	маринър	PROPN	N;INDF;MASC;SG
남서	югозапад	남서	югозапад		N;DEF;MASC;SG
남서	югозападна	남서	югозападен		ADJ;INDF;FEM;SG
스완	суон	스완	суон		PROPN;INDF;MASC;SG
스완	лебед	스완	лебед		N;INDF;MASC;SG
에드먼턴	едмънтън	에드먼턴	едмънтън	PROPN	N;INDF;MASC;SG
말라위	малави	말라위	малав	PROPN	PROPN;INDF;FEM;SG
캐치	хващане	캐치	хващане		N;INDF;NEUT;SG
캐치	улов	캐치	улов		N;INDF;MASC;SG
캐치	хванете	캐치	хвана-(се)		V;PFV;IMP;PL;2;FIN
세르비아인	сръбски	세르비아인	сръбски	N	ADJ;INDF;MASC;SG
세르비아인	сръбска	세르비아인	сръбски	N	ADJ;INDF;FEM;SG
세르비아인	сръбско	세르비아인	сръбски	N	ADV
세르비아인	сръбски	세르비아인	сръбски	N	ADJ;INDF;MASC;SG
넷스케이프	netscape	넷스케이프	netscape	PROPN	N;INDF;MASC;SG
오늘도	днеска	오늘+도	днеска		ADV
오늘도	днес	오늘+도	днес		ADV
스위프트	бърз	스위프트	бърз		ADJ;INDF;MASC;SG
스위프트	суифт	스위프트	суифт		PROPN;INDF;MASC;SG
콜렉션	събиране	콜렉션	събиране		N;INDF;NEUT;SG
콜렉션	колекция	콜렉션	колекция		N;INDF;FEM;SG
단점	недостатък	단점	недостатък		N;INDF;MASC;SG
몬테레이	монтерей	몬테레이	монтерей		N;INDF;MASC;SG
펀자브	пенджаб	펀자브	пенджаб	PROPN	N;INDF;MASC;SG
하버	пристанище	하버	пристанище		N;INDF;NEUT;SG
무제한	неограничено	무제+하+ㄴ	неогранича	V	ADV
무제한	неограничен	무제+하+ㄴ	неограничен	V	ADJ;INDF;MASC;SG
무제한	неограничено	무제+하+ㄴ	неогранича	V	ADV
무제한	неограничен	무제+하+ㄴ	неограничен	V	ADJ;INDF;MASC;SG
무제한	неограничена	무제+하+ㄴ	осгранича-(се)	V	ADJ;INDF;FEM;SG
무제한	неограничени	무제+하+ㄴ	неограничен	V	ADJ;INDF;PL
숨김	скрито	숨김	скрия-(се)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
숨김	скрита	숨김	скрия-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
숨김	скрити	숨김	скрия-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
메사	меса	메사	месо		N;INDF;NEUT;PL
매기	маги	매+기	мага		N;INDF;FEM;SG
매기	меги	매+기	мягя		N;INDF;MASC;SG
행복하게	щастливо	행복+하+게	щастлив	CONJ	ADV
귀도	гуидо	귀+도	гуидо		PROPN;INDF;MASC;SG
닫습니다	затваряне	닫+습니다	затваряне		N;INDF;NEUT;SG
닫습니다	близко	닫+습니다	близък		ADV
닫습니다	близо	닫+습니다	близо		ADV
닫습니다	близки	닫+습니다	близък		ADJ;INDF;PL
닫습니다	затваря	닫+습니다	затварям-(се)		V;IPFV;IND;SG;3;PRS;FIN;ACT
독립기념일	независимост	독립+기념+이+ㄹ	независимост	V	N;INDF;FEM;SG
스캇	скот	스캇	скот		PROPN;INDF;MASC;SG
방학	отпуска	방학	отпускам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
사우샘프턴	саутхемптън	사우샘프턴	саутхемптън	PROPN	N;INDF;MASC;SG
베네딕트	бенедикт	베네딕트	бенедикт		N;INDF;MASC;SG
도달	постигнато	도달	постигна		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
도달	достигнат	도달	достигна		V;PFV;IND;PL;3;PRS;FIN;ACT
도달	достигната	도달	достигна		V;PFV;INDF;FEM;SG;V.PTCP;PASS
도달	достигнат	도달	достигна		V;PFV;IND;PL;3;PRS;FIN;ACT
도달	достигне	도달	достигна		V;PFV;IND;SG;3;PST;FIN;ACT
도달	достигане	도달	достигане		N;INDF;NEUT;SG
도달	достига	도달	достигам		V;IPFV;IND;SG;3;PRS;FIN;ACT
플레어	усет	플레어	усет		N;INDF;MASC;SG
플레어	нюх	플레어	аю		N;INDF;MASC;SG
인덱스	индексирани	인덱스	индексирам		V;PFV;INDF;PL;V.PTCP;PASS
인덱스	индекс	인덱스	индекс		N;INDF;MASC;SG
인덱스	индекси	인덱스	индекс		N;INDF;MASC;PL
인덱스	показател	인덱스	показател		N;INDF;MASC;SG
인덱스	индекси	인덱스	индекс		N;INDF;MASC;PL
플라워	цвете	플라우+어	цвете		N;INDF;NEUT;SG
아메드	ахмед	아메드	ахмед	PROPN	N;INDF;MASC;SG
리비우	лвов	리비우	лвов	PROPN	PROPN;INDF;MASC;SG
배운다	научи	배우+ㄴ다	науча-(се)		V;PFV;IMP;SG;2;FIN
배운다	научете	배우+ㄴ다	науча-(се)		V;PFV;IMP;PL;2;FIN
위트레흐트	утрехт	위트레트트	утрехт	PROPN	PROPN;INDF;MASC;SG
비스마르크	бисмарк	비스마르크	бисмарк		N;INDF;MASC;SG
파도	вълните	파+도	вълна		N;DEF;FEM;PL
파도	вълни	파+도	вълна		N;INDF;FEM;PL
파도	вълната	파+도	вълна		N;DEF;FEM;SG
파도	вълна	파+도	вълна		N;INDF;FEM;SG
웬디	уенди	웬디	уенд		PROPN;INDF;FEM;SG
백조	суон	백조	суон	N	PROPN;INDF;MASC;SG
심어	засадени	심+어	засадя-(се)		V;PFV;INDF;PL;V.PTCP;PASS
스노우	сняг	스노우	сняг		N;INDF;MASC;SG
스노우	снежна	스노우	снежен		ADJ;INDF;FEM;SG
라디에이터	радиатор	라디에이터	радиатор	ADV	N;INDF;MASC;SG
라디에이터	радиатора	라디에이터	радиатор	ADV	N;DEF;MASC;SG
거스	гас	거스	гас	PROPN	N;INDF;MASC;SG
거스	гъс	거스	гъс	PROPN	N;INDF;MASC;SG
거스	гус	거스	гус	PROPN	PROPN;INDF;MASC;SG
타라	тара	타라	тара		N;INDF;FEM;SG
마르코스	маркос	마르코스	маркос	PROPN	PROPN;INDF;MASC;SG
바빌론	вавилон	바빌론	вавилон		N;INDF;MASC;SG
발목	глезен	발목	глезен	N	ADJ;INDF;MASC;SG
발목	глезена	발목	глеза	N	ADJ;INDF;FEM;SG
발목	глезените	발목	глеза	N	ADJ;DEF;PL
발목	глезени	발목	глеза	N	ADJ;INDF;PL
베일리	бейли	베일리	бейл		N;INDF;MASC;SG
다코타	дакота	다코타	дакът	PROPN	PROPN;INDF;FEM;SG
에식스	есекс	에식스	есекс	PROPN	N;INDF;MASC;SG
페니	пени	페니	пена		N;INDF;FEM;SG
레딩	рединг	레딩	рединг		N;INDF;MASC;SG
워렌	уорън	워렌	уорън		PROPN;INDF;MASC;SG
브라보	браво	브라보	браво		INTJ
브라보	bravo	브라보	bravo		N;INDF;MASC;SG
볼프	улф	볼프	улф		PROPN;INDF;MASC;SG
볼프	уолф	볼프	уолф		PROPN;INDF;MASC;SG
볼프	вълк	볼프	вълк		N;INDF;MASC;SG
볼프	вълчо	볼프	вълчо		N;INDF;MASC;SG
볼프	волф	볼프	волф		PROPN;INDF;MASC;SG
하이라이트	подчертано	하이라이트	подчертано		ADV
하이라이트	подчерта	하이라이트	подчертая		V;PFV;IND;SG;3;PST;FIN;ACT
하이라이트	кичури	하이라이트	кичура		N;INDF;FEM;PL
하이라이트	подчертава	하이라이트	подчертавам		V;IPFV;IND;SG;3;PRS;FIN;ACT
하이라이트	подчертая	하이라이트	подчертая		V;PFV;IND;SG;1;PRS;FIN;ACT
하이라이트	осветяване	하이라이트	осветяване		N;INDF;NEUT;SG
바닐라	ванилия	바라+라	ванилия		N;INDF;FEM;SG
두뇌	мозъчен	두뇌	мозъчен		ADJ;INDF;MASC;SG
두뇌	мозък	두뇌	мозък		N;INDF;MASC;SG
두뇌	мозъка	두뇌	мозък		N;DEF;MASC;SG
알란	алън	알+란	алън		PROPN;INDF;MASC;SG
망치	чука	망치	чукам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
주디	джуди	주디	джуд		N;INDF;FEM;SG
대각선	диагонал	대각선	диагонал		N;INDF;MASC;SG
피타고라스	питагор	피타고라스	питагор		N;INDF;MASC;SG
멜로	melo	멜로	melo		N;INDF;FEM;SG
카레	къри	카레	къра		N;INDF;NEUT;SG
지브롤터	гибралтар	지브롤터	гибралтар	PROPN	PROPN;INDF;MASC;SG
헤럴드	хералд	헤럴드	хералд		N;INDF;MASC;SG
헤럴드	херолд	헤럴드	херолд		N;INDF;MASC;SG
유스티니아누스	юстиниан	유스티니아누스	юстиниан		N;INDF;MASC;SG
글래스	стъкло	글래스	стъкло		N;INDF;NEUT;SG
글래스	чаша	글래스	чаша		N;INDF;FEM;SG
글래스	стъклен	글래스	стъклен		N;INDF;MASC;SG
글래스	стъкла	글래스	стъкло		N;INDF;NEUT;PL
뱅크스	бенкс	뱅크스	бенкс		PROPN;INDF;MASC;SG
뱅크스	банките	뱅크스	банка		N;DEF;FEM;PL
뱅크스	банкс	뱅크스	банкс		PROPN;INDF;MASC;SG
뱅크스	банки	뱅크스	банка		N;INDF;FEM;PL
컴팩트	компактен	컴팩트	компактен		ADJ;INDF;MASC;SG
장애물	възпрепятства	장애물	възпрепятствам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
장애물	скачам	장애물	скачам	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
장애물	скача	장애물	скачам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
복숭아	праскови	복숭아	прасков		ADJ;INDF;PL
복숭아	праскова	복숭아	прасков		ADJ;INDF;FEM;SG
닝보	нинбо	닝보	нинбо	PROPN	PROPN;INDF;MASC;SG
콘월	корнуол	콘월	корнуол		N;INDF;MASC;SG
자정	полунощ	자정	полунощ		N;INDF;FEM;SG
싸이	psy	싸이	psy		N;INDF;MASC;SG
싸이	пси	싸이	пси		N;INDF;NEUT;SG
프로토타입	прототип	프로토타입	прототип		N;INDF;MASC;SG
프로토타입	прототипи	프로토타입	прототип		N;INDF;MASC;PL
템플	темпъл	템플	темпъл		N;INDF;MASC;SG
