renascimento	revival	renascimento	revival	N;MASC;SG	
bactérias	bakterii	bactéria	bakteria	N;FEM;PL	
bactérias	bakteria	bactéria	bakteria	N;FEM;PL	N;NOM;FEM;SG
colaborou	współpracowały	colaborar	współpracować	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;PL;PST;FIN;ACT
colaborou	współpracowały	colaborar	współpracować	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;PL;PST;FIN;ACT
colaborou	współpracowali	colaborar	współpracować	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
alfa	alpha	alfar	alpha	N;MASC;SG	
alfa	alfa	alfar	alfa	N;MASC;SG	
alfa	alfa	alfar	alfa	N;MASC;SG	
tentaram	próbował	tentar	próbować	V;IND;PL;3;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
tentaram	próbował	tentar	próbować	V;IND;PL;3;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
harrison	harrisona	harrison	harrison	N;MASC;SG	
harrison	harrison	harrison	harrison	N;MASC;SG	
futuros	przyszłości	futuro	przyszłość	ADJ;MASC;PL	N;DAT;FEM;SG
futuros	przyszł	futuro	przyjść	ADJ;MASC;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
futuros	przyszłość	futuro	przyszłość	ADJ;MASC;PL	N;NOM;FEM;SG
inferiores	gorszy	inferior	zły	ADJ;MASC;PL	ADJ;NOM;CMPR;MASC;SG
fiéis	wierzący	fiel	wierzyć	N;MASC;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
fiéis	wierzących	fiel	wierzyć	N;MASC;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
fiéis	wierna	fiel	wierny	N;MASC;PL	V;IPFV;IND;SG;PRS;FIN;ACT
fiéis	wierny	fiel	wierny	N;MASC;PL	N;NOM;MASC;SG
potências	powers	potências	powers	N;FEM;PL	
toque	touch	toque	tou	N;MASC;SG	
toque	dotyk	toque	dotyk	N;MASC;SG	
encontros	zebrania	encontro	zebraniać	N;MASC;PL	N;NOM;NEUT;SG
encontros	posiedzenia	encontro	posiedzenie	N;MASC;PL	N;NOM;NEUT;SG
encontros	randki	encontro	randki	N;MASC;PL	N;ACC;FEM;SG
viajar	podróż	viajar	podróż	V;NFIN	N;NOM;FEM;SG
viajar	podróży	viajar	podróż	V;NFIN	N;GEN;FEM;SG
viajar	podróże	viajar	podróż	V;NFIN	N;ACC;FEM;PL
viajar	podróżowanie	viajar	podróżowanie	V;NFIN	N;NOM;NEUT;SG
viajar	podróże	viajar	podróż	V;NFIN	N;ACC;FEM;PL
viajar	podróży	viajar	podróż	V;NFIN	N;GEN;FEM;SG
viajar	podróży	viajar	podróż	V;NFIN	N;GEN;FEM;SG
viajar	podróżowanie	viajar	podróżowanie	V;NFIN	N;NOM;NEUT;SG
viajar	podróże	viajar	podróż	V;NFIN	N;ACC;FEM;PL
turner	turner	turner	turner	N;MASC;SG	
turner	turnera	turner	turner	N;MASC;SG	
incorporada	incorporated	incorporar	incorporated	V;FEM;SG;V.PTCP	
incorporada	wbudowane	incorporar	wbudować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
incorporada	wbudowany	incorporar	wbudować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
incorporada	osadzone	incorporar	osadzić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
primárias	prawyborów	primária	prawybór	N;FEM;PL	
primárias	podstawowy	primária	podstawowy	N;FEM;PL	ADJ;NOM;MASC;SG
primárias	pierwotne	primária	pierwotny	N;FEM;PL	ADJ;NOM;NEUT;SG
primárias	podstawowej	primária	podstawowy	N;FEM;PL	ADJ;GEN;FEM;SG
primárias	podstawowe	primária	podstawowy	N;FEM;PL	ADJ;NOM;NEUT;SG
primárias	podstawowa	primária	podstawowy	N;FEM;PL	
meninos	boys	menino	boys	N;MASC;PL	
observado	obserwowany	observar	obserwować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
observado	obserwowanych	observar	obserwować	V;MASC;SG;V.PTCP	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
observado	obserwowane	observar	obserwować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
observado	obserwowana	observar	obserwować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
rodapé	przypis	rodapé	przypis	N;MASC;SG	
rodapé	stopka	rodapé	stopka	N;MASC;SG	
maneiras	maniery	maneira	manier	N;FEM;PL	
hills	hills	hills	hills	N;MASC;SG	
supercopa	supercopa	supercopa	supercopa	N;FEM;SG	
money	pieniądze	money	pieniądz	N;MASC;SG	N;NOM;MASC;PL
money	money	money	money	N;MASC;SG	
crenças	przekonania	crença	przekonanie	N;FEM;PL	N;NOM;NEUT;SG
crenças	wiara	crença	wiara	N;FEM;PL	N;NOM;FEM;SG
viseu	viseu	viseu	vis	N;MASC;SG	PROPN;NOM;MASC;SG
moreno	moreno	moreno	moreno	N;MASC;SG	PROPN;NOM;MASC;SG
compreender	zrozumienie	compreender	zrozumienie	V;NFIN	N;NOM;NEUT;SG
compreender	rozumienie	compreender	rozumienie	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
compreender	zrozumienia	compreender	zrozumienie	V;NFIN	N;GEN;NEUT;SG
lobos	lobos	lobo	lobos	N;MASC;PL	PROPN;NOM;MASC;SG
denis	denis	denis	denis	N;MASC;SG	PROPN;NOM;MASC;SG
airlines	airlines	airline	airlines	N;MASC;SG	
sobrevivência	przetrwania	sobrevivência	przetrwanie	N;FEM;SG	
continha	zawarty	conter	zawarty	V;IND;SG;3;IPFV;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
continha	zawierały	conter	zawierać	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;IND;PL;PST;FIN;ACT
continha	zawarte	conter	zawarty	V;IND;SG;3;IPFV;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
continha	zawierał	conter	zawierać	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
vermelhas	czerwień	vermelho	czerwień	N;FEM;PL	
vermelhas	czerwony	vermelho	czerwony	N;FEM;PL	ADJ;NOM;MASC;SG
vermelhas	czerwona	vermelho	czerwony	N;FEM;PL	ADJ;NOM;FEM;SG
vermelhas	czerwone	vermelho	czerwony	N;FEM;PL	ADJ;NOM;NEUT;SG
negativa	negatywne	negativa	negatywny	N;FEM;SG	ADJ;NOM;NEUT;SG
negativa	negatywny	negativa	negatywny	N;FEM;SG	ADJ;NOM;MASC;SG
julia	julii	julia	julia	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
julia	julia	julia	julia	N;FEM;SG	PROPN;NOM;FEM;SG
orgânica	organicznych	orgânico	organiczny	N;FEM;SG	ADJ;GEN;MASC;PL
orgânica	organiczne	orgânico	organiczny	N;FEM;SG	ADJ;NOM;NEUT;SG
orgânica	ekologiczna	orgânico	ekologiczny	N;FEM;SG	ADJ;NOM;FEM;SG
orgânica	organiczny	orgânico	organiczny	N;FEM;SG	ADJ;NOM;MASC;SG
orgânica	ekologiczne	orgânico	ekologiczny	N;FEM;SG	ADJ;NOM;NEUT;SG
realizando	wykonywanie	realizar	wykonywać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
realizando	wykonywania	realizar	wykonywać	V;V.MSDR	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
raro	rzadkość	raro	rzadkość	ADJ;MASC;SG	N;NOM;FEM;SG
raro	rzadko	raro	rzadko	ADJ;MASC;SG	ADV
caracterizado	wyświetlane	caracterizado	wyświetlać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
caracterizado	prezentowane	caracterizado	prezentować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
caracterizado	polecane	caracterizado	polecać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
caracterizado	rekomendowane	caracterizado	rekomendować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
aparecida	aparecida	aparecer	aparecid	N;FEM;SG	
mariposa	ćma	mariposa	ćma	N;FEM;SG	
perfeita	idealna	perfazer	idealny	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
perfeita	idealne	perfazer	idealny	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
perfeita	idealnie	perfazer	idealnie	V;FEM;SG;V.PTCP	ADV
perfeita	idealny	perfazer	idealny	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
bush	bush	bush	bush	PROPN;MASC;SG	PROPN;NOM;MASC;SG
bush	buszu	bush	busz	PROPN;MASC;SG	N;GEN;MASC;SG
bush	krzaki	bush	krzak	PROPN;MASC;SG	N;NOM;MASC;PL
redonda	okrągła	redonda	okrągnąć	N;FEM;SG	ADJ;NOM;FEM;SG
redonda	okrągły	redonda	okrągnąć	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
redonda	okrągł	redonda	okrągnąć	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
gótico	gothic	gótico	gothic	ADJ;MASC;SG	
quadrado	kwadratowy	quadrado	kwadratowy	N;MASC;SG	ADJ;NOM;MASC;SG
quadrado	square	quadrado	squary	N;MASC;SG	
quadrado	kwadratowe	quadrado	kwadratowy	N;MASC;SG	ADJ;NOM;NEUT;SG
rodríguez	rodriguez	rodríguez	rodriguez	N;MASC;SG	
rodríguez	rodríguez	rodríguez	rodríguez	N;MASC;SG	PROPN;NOM;MASC;SG
rodríguez	rodríguez	rodríguez	rodríguez	N;MASC;SG	PROPN;NOM;MASC;SG
renânia	nadrenia	renânia	nadrenie	N;FEM;SG	PROPN;NOM;FEM;SG
atacou	zaatakowana	atacar	zaatakować	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
atacou	zaatakowany	atacar	zaatakować	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atacou	zaatakowano	atacar	zaatakować	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
sin	sin	sin	sin	N;MASC;SG	
normais	normalne	normal	normalny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
normais	normalnie	normal	normalnie	ADJ;MASC;PL	ADV
normais	normalny	normal	normalny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
normais	normalna	normal	normalny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
amistoso	przyjacielski	amistoso	przyjacielski	N;MASC;SG	ADJ;NOM;MASC;SG
amistoso	przyjazny	amistoso	przyjazny	N;MASC;SG	ADJ;NOM;MASC;SG
amistoso	przyjazna	amistoso	przyjazny	N;MASC;SG	ADJ;NOM;FEM;SG
amistoso	przyjazne	amistoso	przyjazny	N;MASC;SG	ADJ;NOM;NEUT;SG
amistoso	friendly	amistoso	friendla	N;MASC;SG	
coragem	odwagi	coragem	odwaga	N;FEM;SG	
atitudes	postawy	atitude	postawa	N;FEM;PL	N;GEN;FEM;SG
obtidos	uzyskane	obter	uzyskać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
obtidos	otrzymana	obter	otrzymać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
obtidos	otrzymany	obter	otrzymać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
obtidos	otrzymane	obter	otrzymać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
medeiros	medeiros	medeiro	medeiros	N;MASC;SG	
vantagens	korzyści	vantagem	korzyść	N;FEM;PL	N;ACC;FEM;SG
vantagens	świadczenia	vantagem	świadczenie	N;FEM;PL	N;GEN;NEUT;SG
vantagens	korzyści	vantagem	korzyść	N;FEM;PL	N;ACC;FEM;SG
vantagens	zalet	vantagem	zalet	N;FEM;PL	
eyes	eyes	eyes	eyes	N;MASC;SG	
eyes	oczy	eyes	oko	N;MASC;SG	N;NOM;NEUT;PL
básicas	podstawowe	básico	podstawowy	N;FEM;PL	ADJ;NOM;NEUT;SG
básicas	podstawowe	básico	podstawowy	N;FEM;PL	ADJ;NOM;NEUT;SG
básicas	podstawowego	básico	podstawowy	N;FEM;PL	ADJ;ACC;MASC;SG
básicas	podstawowy	básico	podstawowy	N;FEM;PL	ADJ;NOM;MASC;SG
básicas	podstawowa	básico	podstawowy	N;FEM;PL	
mansão	manor	mansão	manor	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
vítor	wiktor	vítor	wiktor	N;MASC;SG	PROPN;NOM;MASC;SG
vítor	viktor	vítor	viktor	N;MASC;SG	PROPN;NOM;MASC;SG
vítor	wiktor	vítor	wiktor	N;MASC;SG	PROPN;NOM;MASC;SG
vítor	victor	vítor	victor	N;MASC;SG	PROPN;NOM;MASC;SG
sugeriu	proponowane	sugerir	proponować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sugeriu	proponowany	sugerir	proponować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
submarino	podwodna	submarino	podwodny	N;MASC;SG	ADJ;NOM;FEM;SG
submarino	podwodne	submarino	podwodny	N;MASC;SG	ADJ;NOM;NEUT;SG
mudado	zmienione	mudar	zmienić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
mudado	zmieniony	mudar	zmienić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
intenso	intensywnie	intenso	intensywnie	ADJ;MASC;SG	ADV
ferrari	ferrari	ferrari	ferrary	N;MASC;SG	
peixoto	peixoto	peixoto	peixoto	N;MASC;SG	
gerando	generowania	gerar	generować	V;V.MSDR	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
gerando	generowanie	gerar	generować	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
assistir	zegarek	assistir	zegarek	V;NFIN	N;ACC;MASC;SG
existiu	istniały	existir	istnieć	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;PL;PST;FIN;ACT
fritz	fritz	fritz	frić	N;MASC;SG	PROPN;NOM;MASC;SG
allan	allan	allan	allan	N;MASC;SG	PROPN;NOM;MASC;SG
assalto	napaści	assalto	napaść	N;MASC;SG	
assalto	kradzież	assalto	kradzież	N;MASC;SG	
assalto	rozbój	assalto	rozbój	N;MASC;SG	
favoráveis	korzystne	favorável	korzystny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
favoráveis	korzystny	favorável	korzystny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
favoráveis	korzystne	favorável	korzystny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
favoráveis	sprzyjające	favorável	sprzyjać	ADJ;MASC;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
favoráveis	korzystna	favorável	korzystny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
opa	ups	opa	upić	N;MASC;SG	
opa	opa	opa	opa	N;MASC;SG	
opa	ups	opa	upić	N;MASC;SG	
bourbon	bourbon	bourbon	bourbon	N;MASC;SG	
bourbon	burbon	bourbon	burbon	N;MASC;SG	
hardy	hardy	hardy	harda	N;MASC;SG	PROPN;NOM;MASC;SG
fêmeas	samice	fêmea	samica	N;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
angelo	angelo	angelo	angelo	N;MASC;SG	
verbo	czasownik	verbo	czasownik	N;MASC;SG	
móvel	mobile	móvel	mobil	N;MASC;SG	
móvel	mobilnej	móvel	mobilny	N;MASC;SG	ADJ;GEN;FEM;SG
móvel	mobilne	móvel	mobilny	N;MASC;SG	ADJ;NOM;NEUT;SG
ampliação	zoom	ampliação	zoom	N;FEM;SG	
abraço	przytul	abraço	przytul	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
abraço	objąć	abraço	objąć	N;MASC;SG	V;PFV;NFIN;ACT
copas	serduszka	copa	serduszko	N;FEM;PL	N;NOM;NEUT;SG
copas	hearts	copa	hearts	N;FEM;PL	
copas	serc	copa	serc	N;FEM;PL	
copas	serca	copa	serce	N;FEM;PL	N;NOM;NEUT;SG
vestido	ubrany	vestir	ubrać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vestido	ubrana	vestir	ubrać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
vestido	ubrani	vestir	ubrany	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL
vestido	ubrane	vestir	ubrać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vestido	suknia	vestir	suknia	V;MASC;SG;V.PTCP	N;NOM;FEM;SG
vestido	sukienka	vestir	sukienka	V;MASC;SG;V.PTCP	N;NOM;FEM;SG
vestido	sukienki	vestir	sukienka	V;MASC;SG;V.PTCP	N;ACC;FEM;PL
muralhas	ścian	muralha	ściana	N;FEM;PL	
barragem	tamy	barragem	tama	N;FEM;SG	
barragem	zapora	barragem	zaporać	N;FEM;SG	
barragem	tama	barragem	tama	N;FEM;SG	
barragem	dam	barragem	dać	N;FEM;SG	V;PFV;IND;SG;1;FUT;FIN;ACT
jefferson	jefferson	jefferson	jefferson	N;MASC;SG	PROPN;NOM;MASC;SG
jefferson	jeffersona	jefferson	jefferson	N;MASC;SG	
simão	szymon	simão	szymon	N;MASC;SG	PROPN;NOM;MASC;SG
simão	simon	simão	simon	N;MASC;SG	PROPN;NOM;MASC;SG
identificado	oznaczone	identificar	oznaczyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
identificado	oznaczona	identificar	oznaczyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
identificado	oznaczony	identificar	oznaczyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
identificado	zidentyfikowane	identificar	zidentyfikować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
identificado	zidentyfikowany	identificar	zidentyfikować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
identificado	stwierdzone	identificar	stwierdzić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
residencial	mieszkaniowe	residencial	mieszkaniowy	N;MASC;SG	ADJ;NOM;NEUT;SG
residencial	mieszkalnych	residencial	mieszkalny	N;MASC;SG	ADJ;GEN;MASC;PL
bastos	bastos	basto	bastos	N;MASC;SG	
michelle	michelle	michelle	michelle	N;FEM;SG	PROPN;NOM;FEM;SG
simmons	simmons	simmons	simmons	N;MASC;SG	
expresso	ekspres	expresso	ekspres	V;MASC;SG;V.PTCP	
expresso	express	expresso	express	V;MASC;SG;V.PTCP	
expresso	ekspresowe	expresso	ekspresowy	V;MASC;SG;V.PTCP	
expresso	espresso	expresso	espresso	V;MASC;SG;V.PTCP	
expresso	wyrażony	expresso	wyrazić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
expresso	wyrażona	expresso	wyraż	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
expresso	wyrażone	expresso	wyrazić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
human	ludzkie	human	ludzki	N;MASC;SG	ADJ;NOM;NEUT;SG
human	ludzka	human	ludzki	N;MASC;SG	ADJ;NOM;FEM;SG
human	ludzki	human	ludzki	N;MASC;SG	ADJ;NOM;MASC;SG
human	human	human	human	N;MASC;SG	
jstor	jstor	jstor	jstor	N;MASC;SG	
precipitação	opady	precipitação	opad	N;FEM;SG	N;NOM;MASC;PL
khan	chan	khan	chan	N;MASC;SG	PROPN;NOM;MASC;SG
khan	khan	khan	khana	N;MASC;SG	PROPN;NOM;MASC;SG
corda	liny	corda	lina	N;FEM;SG	N;ACC;FEM;PL
espíritos	dusze	espírito	dusza	N;MASC;PL	N;NOM;FEM;SG
ritual	rytuały	ritual	rytuać	N;MASC;SG	N;NOM;MASC;PL
luna	luna	luna	luna	N;FEM;SG	
procurou	poszukiwana	procurar	poszukiwać	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
possibilidades	możliwości	possibilidade	możliwość	N;FEM;PL	N;ACC;FEM;SG
restaurantes	restauracje	restaurante	restauracja	N;MASC;PL	N;GEN;FEM;SG
cozinha	kuchnie	cozinha	kuchnąć	N;FEM;SG	N;NOM;FEM;PL
cozinha	kuchenne	cozinha	kuchenny	N;FEM;SG	ADJ;NOM;NEUT;SG
mariano	mariano	mariano	mariać	N;MASC;SG	
introduziu	wprowadzone	introduzir	wprowadzić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
introduziu	wprowadzono	introduzir	wprowadzić	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
introduziu	wprowadzony	introduzir	wprowadzić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
introduziu	wprowadzona	introduzir	wprowadzić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
explorar	zwiedzanie	explorar	zwiedzać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
explorar	zwiedzania	explorar	zwiedzanie	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
explorar	odkrywanie	explorar	odkrywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
delgada	delgada	delgada	delgada	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
delgada	szczupła	delgada	szczupło	N;FEM;SG	ADJ;NOM;FEM;SG
delgada	smukłe	delgada	smukły	N;FEM;SG	ADJ;NOM;NEUT;SG
gaspar	gaspar	gaspar	gaspar	N;MASC;SG	PROPN;NOM;MASC;SG
mísseis	pocisk	míssil	pocisk	N;MASC;PL	N;NOM;MASC;SG
mísseis	rakieta	míssil	rakieta	N;MASC;PL	N;NOM;FEM;SG
dívida	długi	dívida	długi	N;FEM;SG	
field	pola	field	pole	N;MASC;SG	
field	field	field	field	N;MASC;SG	
complementar	uzupełnienia	complementar	uzupełnić	ADJ;MASC;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
complementar	uzupełniać	complementar	uzupełniać	ADJ;MASC;SG	V;IPFV;NFIN;ACT
complementar	uzupełnienie	complementar	uzupełnić	ADJ;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
definidos	zdefiniowane	definir	zdefiniować	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
definidos	określonych	definir	określony	V;MASC;PL;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
definidos	zdefiniowana	definir	zdefiniować	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
definidos	zdefiniowany	definir	zdefiniować	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
definidos	zdefiniowanych	definir	zdefiniować	V;MASC;PL;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
albânia	albanii	albânia	albania	N;FEM;SG	
albânia	albanii	albânia	albania	N;FEM;SG	
second	druga	second	drugi	N;MASC;SG	ADJ;NOM;FEM;SG
second	drugi	second	drugi	N;MASC;SG	ADJ;NOM;MASC;SG
second	drugie	second	drugi	N;MASC;SG	ADJ;NOM;NEUT;SG
únicas	unikalne	único	unikalny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
únicas	unikatowe	único	unikatowy	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
únicas	unikalny	único	unikalny	ADJ;FEM;PL	ADJ;NOM;MASC;SG
únicas	wyjątkowy	único	wyjątkowy	ADJ;FEM;PL	ADJ;NOM;MASC;SG
únicas	niepowtarzalny	único	niepowtarzalny	ADJ;FEM;PL	ADJ;NOM;MASC;SG
luigi	luigi	luigi	luig	PROPN;MASC;SG	PROPN;NOM;MASC;SG
navarra	navarre	navarra	navarry	N;FEM;SG	
navarra	navarra	navarra	navarra	N;FEM;SG	
amar	kochająca	amar	kochać	V;NFIN	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
amar	kochający	amar	kochać	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
amar	amar	amar	amar	V;NFIN	PROPN;NOM;MASC;SG
fio	druty	fio	drut	N;MASC;SG	N;NOM;MASC;PL
fio	nić	fio	nić	N;MASC;SG	
fio	nici	fio	nić	N;MASC;SG	
tricolor	tricolor	tricolor	tricolor	N;MASC;SG	
infecção	infekcje	infecção	infekcja	N;FEM;SG	N;NOM;FEM;PL
aparelhos	aparatura	aparelho	aparatura	N;MASC;PL	N;NOM;FEM;SG
aparelhos	przyrząd	aparelho	przyrząd	N;MASC;PL	N;NOM;MASC;SG
ideais	idealna	ideal	idealny	N;MASC;PL	ADJ;NOM;FEM;SG
ideais	idealne	ideal	idealny	N;MASC;PL	ADJ;NOM;NEUT;SG
ideais	ideał	ideal	ideać	N;MASC;PL	N;NOM;MASC;SG
ideais	idealny	ideal	idealny	N;MASC;PL	ADJ;NOM;MASC;SG
fame	sławy	fame	sława	N;MASC;SG	
águia	orła	águia	orzeł	N;FEM;SG	
águia	eagle	águia	eagle	N;FEM;SG	
than	niz	than	niz	N;MASC;SG	V;IPFV;SG;NFIN;ACT
than	niż	than	niż	N;MASC;SG	ADV
move	ruchy	mover	ruch	V;IMP;SG;3;PRS;FIN	N;NOM;MASC;PL
main	główne	main	główny	N;MASC;SG	ADJ;NOM;NEUT;SG
main	główna	main	główna	N;MASC;SG	
main	main	main	main	N;MASC;SG	
main	główny	main	główny	N;MASC;SG	ADJ;NOM;MASC;SG
kentucky	kentucky	kentucky	kentucki	N;MASC;SG	
causado	spowodowane	causar	spowodować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
causado	wywołane	causar	wywołać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
protestantes	protestancki	protestante	protestancki	N;MASC;PL	ADJ;NOM;MASC;SG
protestantes	protestujących	protestante	protestować	N;MASC;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
protestantes	protestujących	protestante	protestować	N;MASC;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
inês	inez	inês	inez	N;FEM;SG	
inês	ines	inês	ines	N;FEM;SG	PROPN;NOM;FEM;SG
inês	inés	inês	inés	N;FEM;SG	
inês	agnieszka	inês	agnieszka	N;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
bonita	całkiem	bonito	całkiem	ADJ;FEM;SG	ADV
