ve	और	ve	और	CONJ	
bariz	स्पष्ट	bariz	स्पष्ट		ADJ
poe	पो	poe	पो		PROPN;NOM;MASC;SG;3
ontario	ओंटारियो	ontario	ओंटारियो	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
anlatım	कहानी	anlatım	कहानी		N;NOM;FEM;SG;3
anlatım	कथा	anlatım	कथा		N;NOM;FEM;SG;3
klinik	क्लिनिक	klinik	क्लिनिक		N;NOM;MASC;SG;3
klinik	क्लीनिक	klinik	क्लीनिक		N;NOM;MASC;SG;3
klinik	क्लिनिक	klinik	क्लिनिक		N;NOM;MASC;SG;3
klinik	नैदानिक	klinik	नैदानिक		N;NOM;MASC;SG;3
listeleri	सूची	liste	सूची	N;ACC;PL;3	N;NOM;FEM;SG;3
listeleri	सूचियां	liste	सूची	N;ACC;PL;3	N;NOM;FEM;PL;3
listeleri	सूचियाँ	liste	सूची	N;ACC;PL;3	N;NOM;FEM;PL;3
grande	ग्रांडे	gran	ग्रांडा		N;NOM;MASC;SG;3
ios	ios	ios	ios		N;NOM;MASC;SG;3
ios	आईओएस	ios	आईओएस		PROPN;NOM;MASC;SG;3
johannes	योहानेस	johannes	योहानेस	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
iskenderiye	एलेक्जेंड्रिया	iskenderi	एलेक्जेंड्रिया	PROPN;DAT;SG;3	N;NOM;MASC;SG;3
yavru	पिल्ला	yavru	पिल्ला		PROPN;NOM;MASC;SG;3
arnold	अर्नोल्ड	arnold	अर्नोल्ड		PROPN;NOM;MASC;SG;3
arnold	अर्नाल्ड	arnold	अर्नाल्ड		PROPN;NOM;MASC;SG;3
angola	अंगोला	angola	अंगोला	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
kâğıt	कागज़	kâğıt	कागज़		N;NOM;MASC;SG;3
kâğıt	कागज	kâğıt	कागज		N;NOM;MASC;SG;3
kâğıt	पेपर	kâğıt	पेपर		N;NOM;MASC;SG;3
depolama	भंडारण	depolama	भंडारण		N;NOM;MASC;SG;3
depolama	स्टोरेज	depolama	स्टोरेज		N;NOM;MASC;SG;3
depolama	संग्रहण	depolama	संग्रहण		N;NOM;MASC;SG;3
depolama	भंडार	depolama	भंडार		N;NOM;MASC;SG;3
silahları	शस्त्र	silah	शस्त्र	N;NOM;PL;3	N;NOM;MASC;SG;3
silahları	बंदूकों	silah	बंदूक	N;NOM;PL;3	N;ACC;MASC;PL;3
indirme	डाउनलोड	in	डाउनलोड	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;MASC;SG;3
indirme	डाउनलोड	in	डाउनलोड	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;MASC;SG;3
server	सर्वर	server	सर्वर		N;NOM;MASC;SG;3
iyon	आयन	iyon	आयन		N;NOM;MASC;SG;3
kararlar	संकल्प	karar	संकल्प	N;NOM;PL;3	N;NOM;MASC;SG;3
kararlar	रिज़ॉल्यूशन	karar	रिजोॉल्यूशन	N;NOM;PL;3	N;NOM;MASC;SG;3
kararlar	निर्णय	karar	निर्णय	N;NOM;PL;3	N;NOM;MASC;SG;3
tezi	लेख	tez	लेख		N;NOM;MASC;SG;3
meta	कमोडिटी	meta	कमोडिटी		N;NOM;MASC;SG;3
meta	मेटाडाटा	meta	मेटाडाटा		N;NOM;MASC;SG;3
meta	मेटाडेटा	meta	मेटाडेटा		N;NOM;MASC;SG;3
kaz	खुदाई	kaz	खुदाई		N;NOM;FEM;SG;3
fırlatma	शुभारंभ	fırlatma	शुभारंभ	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;MASC;SG;3
fırlatma	लांच	fırlatma	लांच	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;MASC;SG;3
fırlatma	लॉन्च	fırlatma	लॉन्च	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;NOM;MASC;SG;3
fayda	फायदा	fayda	फायदा		N;NOM;MASC;SG;3
fayda	लाभ	fayda	लाभ		N;NOM;MASC;SG;3
fayda	फायदे	fayda	फायदा		N;NOM;MASC;PL;3
fayda	लाभ	fayda	लाभ		N;NOM;MASC;SG;3
murray	मरे	murray	मर		V;PFV;MASC;SG;V.PTCP;ACT
sınıflandırma	वर्गीकरण	sınıflan	वर्गीकरण	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;MASC;SG;3
ilyas	इलियास	ilyas	इलियास		PROPN;NOM;MASC;SG;3
ilyas	इलियास	ilyas	इलियास		PROPN;NOM;MASC;SG;3
ilyas	एलियास	ilyas	एलियास		PROPN;NOM;MASC;SG;3
gizemli	रहस्यमय	gizemli	रहस्यमय		PROPN;NOM;MASC;SG;3
gizemli	रहस्य	gizemli	रहस्य		N;NOM;MASC;SG;3
dubai	दुबई	dubai	दुबई	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
yağı	तेल	yağ	तेल		N;NOM;MASC;SG;3
yağı	ऑयल	yağ	ऑयल		N;NOM;MASC;SG;3
yağı	आयल	yağ	आयल		PROPN;NOM;MASC;SG;3
ruhsal	आध्यात्मिक	ruhsal	आध्यात्मिक		N;NOM;MASC;SG;3
est	est	est	est		PROPN;NOM;MASC;SG;3
girmek	प्रवेश	gir	प्रवेश	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG;3
manhattan	मैनहटन	manhat	मैनहटन	N;AT+ABL;SG;3	PROPN;NOM;MASC;SG;3
darwin	डार्विन	darwin	डार्विन		PROPN;NOM;MASC;SG;3
elmas	हीरा	elmas	हीरा		PROPN;NOM;MASC;SG;3
elmas	डायमण्ड	elmas	डायमण्ड		PROPN;NOM;MASC;SG;3
elmas	डायमंड	elmas	डायमंड		PROPN;NOM;MASC;SG;3
elmas	हीरे	elmas	हीरा		N;NOM;MASC;SG;3
giderler	व्यय	git	व्यय	N;NOM;PL;3	N;NOM;MASC;SG;3
giderler	खर्चों	git	खर्च	N;NOM;PL;3	N;ACC;MASC;PL;3
giderler	खर्चे	git	खर्चा	N;NOM;PL;3	N;NOM;MASC;SG;3
giderler	खर्च	git	खर्च	N;NOM;PL;3	N;NOM;MASC;SG;3
duman	धुआं	duman	धुआँ		N;NOM;MASC;SG;3
sigara	सिगरेट	sigara	सिगरेट		N;NOM;FEM;SG;3
sigara	धुआं	sigara	धुआँ		N;NOM;MASC;SG;3
sigara	स्मोकिंग	sigara	स्मोकिंग		PROPN;NOM;MASC;SG;3
sigara	धूम्रपान	sigara	धूम्रपान		N;NOM;MASC;SG;3
sigara	सिगरेट	sigara	सिगरेट		N;NOM;FEM;SG;3
dayanıklı	टिकाऊ	dayanıklı	टिकाऊ	ADJ	
takviye	सुदृढीकरण	takviye	सुदृढीकरण		N;NOM;MASC;SG;3
akış	फीड	akış	फीड		N;NOM;FEM;SG;3
akış	स्ट्रीमिंग	akış	स्ट्रीमिंग		N;NOM;MASC;SG;3
akış	प्रवाह	akış	प्रवाह		N;NOM;MASC;SG;3
akış	धारा	akış	धारा		N;NOM;FEM;SG;3
akış	स्ट्रीम	akış	स्ट्रीम		N;NOM;MASC;SG;3
atlı	राइडर	atlı	राइडर		N;NOM;MASC;SG;3
atlı	सवार	atlı	सवार		ADJ
hastane	चिकित्सालय	hastan	चिकित्सालय		N;NOM;MASC;SG;3
hastane	अस्पताल	hastan	अस्पताल		N;NOM;MASC;SG;3
hastane	हॉस्पिटल	hastan	हॉस्पिटल		N;NOM;MASC;SG;3
hastane	अस्पतालों	hastan	अस्पताल		N;ACC;MASC;PL;3
hastane	अस्पताल	hastan	अस्पताल		N;NOM;MASC;SG;3
bros	ब्रदर्स	bros	ब्रदर्स		N;NOM;MASC;PL;3
case	केस	case	केस		N;NOM;MASC;SG;3
case	मामला	case	मामला		N;NOM;MASC;SG;3
brooklyn	ब्रुकलीन	brooklyn	ब्रुकलीन	PROPN;NOM;SG;3	PROPN;NOM;FEM;SG;3
hudson	हडसन	hud	हडसन	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
nemli	आर्द्र	nemli	आर्द्र		N;NOM;MASC;SG;3
olimpik	ओलम्पिक	ol	ओलम्पिक	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
işlemci	सीपीयू	işlemci	सीपीयू	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
coriolis	कॉरिऑलिस	coriolis	कॉरिऑलिस		PROPN;NOM;MASC;SG;3
kont	गणना	kont	गणना		N;NOM;FEM;SG;3
kont	गिनती	kont	गिनती		N;NOM;FEM;SG;3
azınlık	अल्पसंख्यकों	azınlık	अल्पसंख्यक	N;NOM;SG;3	N;ACC;MASC;PL;3
üçgen	त्रिकोण	üçgen	त्रिकोण		N;NOM;MASC;SG;3
üçgen	त्रिभुज	üçgen	त्रिभुज		N;NOM;MASC;SG;3
üçgen	त्रिकोण	üçgen	त्रिकोण		N;NOM;MASC;SG;3
normalde	सामान्यतः	normalde	सामान्यतः		ADV
normalde	साधारणतया	normalde	साधारणतया		N;NOM;MASC;SG;3
kutu	डिब्बा	kutu	डिब्बा		N;NOM;MASC;SG;3
kutu	बॉक्स	kutu	बॉक्स		N;NOM;MASC;SG;3
kutu	बक्सा	kutu	बक्सा		N;NOM;MASC;SG;3
kutu	बॉक्स	kutu	बॉक्स		N;NOM;MASC;SG;3
kutu	बक्से	kutu	बक्से		N;NOM;MASC;SG;3
kutu	बाक्स	kutu	बाक्स		N;NOM;MASC;SG;3
çıkmak	डेटिंग	çık	डेटिंग	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG;3
konfederasyonu	परिसंघ	konfederasyon	परिसंघ	N;ACC;SG;3	N;NOM;MASC;SG;3
konfederasyonu	परिषद	konfederasyon	परिषद	N;ACC;SG;3	N;NOM;FEM;SG;3
konfederasyonu	कनफेडरेशन	konfederasyon	कनफेडरेशन	N;ACC;SG;3	N;NOM;MASC;SG;3
uygulanması	कार्यान्वयन	uygula	कार्यान्वयन	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;MASC;SG;3
uygulanması	क्रियान्वयन	uygula	क्रियान्वयन	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;MASC;SG;3
sis	धुंध	sis	धुंध		N;NOM;FEM;SG;3
sis	धुंध	sis	धुंध		N;NOM;FEM;SG;3
sis	कोहरा	sis	कोहरा		N;NOM;MASC;SG;3
jorge	जोर्ज	jorge	जोर्ज	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
şekilleri	आकृतियाँ	şekil	आकृति	N;ACC;PL;3	N;NOM;FEM;PL;3
şekilleri	पैना	şekil	पैना	N;ACC;PL;3	
şekilleri	आकार	şekil	आकार	N;ACC;PL;3	N;NOM;MASC;SG;3
isaac	इसहाक़	isaac	इसहाक		PROPN;NOM;MASC;SG;3
eleştirmenler	आलोचकों	eleştir	आलोचक		N;ACC;MASC;PL;3
makaleler	लेख	makale	लेख	N;NOM;PL;3	N;NOM;MASC;SG;3
makaleler	आलेख	makale	आलेख	N;NOM;PL;3	N;NOM;MASC;SG;3
bağımlı	आसक्त	bağımlı	आसक्त		PROPN;NOM;MASC;SG;3
bağımlı	व्यसनी	bağımlı	व्यसनी		N;NOM;MASC;SG;3
bağımlı	निर्भर	bağımlı	निर्भर		ADJ
bağımlı	नशेड़ी	bağımlı	नशेडी		N;NOM;FEM;SG;3
rudolf	रुडॉल्फ	rudolf	रुडॉल्फ		PROPN;NOM;MASC;SG;3
cezaevi	जेल	cezaevi	जेल		N;NOM;FEM;SG;3
cezaevi	थाना	cezaevi	थाना		N;NOM;MASC;SG;3
servet	अमीरी	servet	अमीरी		PROPN;NOM;FEM;SG;3
servet	सौभाग्य	servet	सौभाग्य		PROPN;NOM;MASC;SG;3
servet	भाग्य	servet	भाग्य		N;NOM;MASC;SG;3
servet	सौभाग्य	servet	सौभाग्य		PROPN;NOM;MASC;SG;3
servet	माल	servet	माल		N;NOM;MASC;SG;3
düşünen	विचारक	düşün	विचारक		N;NOM;MASC;PL;3
düşünen	चिंतक	düşün	चिंतक		N;NOM;MASC;SG;3
çözümü	हल	çözüm	हल	N;ACC;SG;3	N;NOM;MASC;SG;3
çözümü	समाधान	çözüm	समाधान	N;ACC;SG;3	N;NOM;MASC;SG;3
gölge	छाया	gölge	छा		V;PFV;MASC;SG;V.PTCP;ACT
gölge	साए	gölge	सा		N;NOM;MASC;SG;3
gölge	परछाई	gölge	परछाई		V;PFV;FEM;SG;V.PTCP;ACT
gölge	छाया	gölge	छा		V;PFV;MASC;SG;V.PTCP;ACT
gölge	छाया	gölge	छा		V;PFV;MASC;SG;V.PTCP;ACT
gölge	शेड	gölge	शेड		N;NOM;MASC;SG;3
orange	संतरा	orange	संतरा	PROPN;NOM;SG;3	N;NOM;FEM;SG;3
orange	नारंगी	orange	नारंगा	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
istila	आक्रमण	istila	आक्रमण		N;NOM;MASC;SG;3
ilerleme	प्रगति	ilerle	प्रगति		N;NOM;FEM;SG;3
uzakta	दूर	uzak	दूर	ADJ;ESS;SG;3	ADV;NOM;MASC;SG;3
uzakta	दूर	uzak	दूर	ADJ;ESS;SG;3	ADV;NOM;MASC;SG;3
field	फील्ड	field	फील्ड		N;NOM;MASC;SG;3
field	फ़ील्ड	field	फ़ील्ड		N;NOM;MASC;SG;3
gerektirir	आवश्यकता	gerek	आवश्यकता	V;IPFV;IND;SG;3;POS;CAUS	N;NOM;FEM;SG;3
flash	फ़्लैश	flash	फ़्लैश		N;NOM;MASC;SG;3
flash	फ्लैश	flash	फ्लैश		N;NOM;MASC;SG;3
demet	गुलदस्ता	demet	गुलदस्ता		N;NOM;MASC;SG;3
demet	बंडल	demet	बंडल		N;NOM;MASC;SG;3
demet	गुच्छे	demet	गुच्छा		V;PFV;MASC;PL;V.PTCP;ACT
demet	गुच्छा	demet	गुच्छा		N;NOM;MASC;SG;3
sorular	पूछताछ	soru	पूछताछ	N;NOM;PL;3	N;NOM;FEM;SG;3
sorular	प्रश्न	soru	प्रश्न	N;NOM;PL;3	N;NOM;MASC;SG;3
sürücü	ड्राईवर	sürücü	ड्राईवर		N;NOM;MASC;SG;3
sürücü	ड्राइवर	sürücü	ड्राइवर		N;NOM;MASC;SG;3
sürücü	राइडर	sürücü	राइडर		N;NOM;MASC;SG;3
sürücü	सवार	sürücü	सवार		ADJ
erivan	येरेवन	erivan	येरेवन		PROPN;NOM;MASC;SG;3
üs	बेस	üs	बेस		N;NOM;MASC;SG;3
üs	आधार	üs	आधार		N;NOM;MASC;SG;3
soruşturma	जांच	soruşturma	जांच		N;NOM;FEM;SG;3
soruşturma	छानबीन	soruşturma	छानबीन		N;NOM;FEM;SG;3
soruşturma	पूछताछ	soruşturma	पूछताछ		N;NOM;FEM;SG;3
koleksiyonu	संग्रह	koleksiyonu	संग्रह	N;ACC;SG;3	N;NOM;MASC;SG;3
koleksiyonu	कलेक्शन	koleksiyonu	कलेक्शन	N;ACC;SG;3	N;NOM;MASC;SG;3
koleksiyonu	संग्रहण	koleksiyonu	संग्रहण	N;ACC;SG;3	N;NOM;MASC;SG;3
collins	कॉलिन्स	collins	कॉलिन्स		PROPN;NOM;MASC;SG;3
engelli	विकलांग	engelli	विकलांग		N;NOM;MASC;SG;3
engelli	विकलांग	engelli	विकलांग		N;NOM;MASC;SG;3
inan	विश्वास	inan	विश्वास		N;NOM;MASC;SG;3
inan	मानना	inan	मान		V;NFIN;ACT
çiçeği	खिलना	çiçek	खिल	N;NOM;SG;3	V;MASC;NFIN;ACT
çiçeği	फ्लावर	çiçek	फ्लावर	N;NOM;SG;3	
çiçeği	पुष्प	çiçek	पुष्प	N;NOM;SG;3	
ernest	अर्नेस्ट	ernest	अर्नेस्ट		PROPN;NOM;MASC;SG;3
zırh	कवच	zırh	कवच		N;NOM;MASC;SG;3
düzenleyen	आयोजक	düzenle	आयोजक	V;PFV;IND;POS;PRS;V.PTCP	N;NOM;MASC;SG;3
ilkel	प्राचीन	ilkel	प्राचीन		ADJ;NOM
birimler	इकाइयों	birim	इकाई		N;ACC;FEM;PL;3
birimler	इकाईयाँ	birim	इकाई		N;NOM;FEM;PL;3
birimler	यूनिट	birim	यूनिट		N;NOM;FEM;SG;3
birimler	इकाइयाँ	birim	इकाई		N;NOM;FEM;PL;3
birimler	इकाई	birim	इकाई		N;NOM;FEM;SG;3
mizah	हास्य	mizah	हास्य		N;NOM;MASC;SG;3
mizah	ह्यूमर	mizah	ह्यूमर		PROPN;NOM;MASC;SG;3
mizah	ह्यूमर	mizah	ह्यूमर		PROPN;NOM;MASC;SG;3
yurtdışında	विदेशी	yurtdışı	विदेशी	N;ESS;SG;3	N;NOM;MASC;SG;3
yurtdışında	विदेश	yurtdışı	विदेश	N;ESS;SG;3	N;NOM;MASC;SG;3
kings	राजाओं	kings	राजा	PROPN;NOM;SG;3	N;ACC;MASC;PL;3
kings	किंग्स	kings	किंग	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
pencere	विंडोज़	pencere	विंडोज़		N;NOM;MASC;SG;3
pencere	खिड़कियाँ	pencere	खिड़की		N;NOM;FEM;PL;3
pencere	खिडकी	pencere	खिडकी		V;PFV;FEM;SG;V.PTCP;ACT
pencere	विंडो	pencere	विंडो		N;NOM;MASC;SG;3
pencere	खिड़की	pencere	खिड़की		N;NOM;FEM;SG;3
xiv	xiv	xiv	xiv		PROPN;NOM;MASC;SG;3
gözler	निगाहों	göz	निगाह	N;NOM;PL;3	N;ACC;FEM;PL;3
gözler	आँखे	göz	आँख	N;NOM;PL;3	V;SBJV;FIN;ACT
ödeme	भुगतान	öde	भुगतान		N;NOM;MASC;SG;3
ödeme	अदा	öde	अदा		ADJ
ödeme	भुगतान	öde	भुगतान		N;NOM;MASC;SG;3
ödeme	भुगतान	öde	भुगतान		N;NOM;MASC;SG;3
dragon	ड्रैगन	dragon	ड्रैगन		PROPN;NOM;MASC;SG;3
yöntemler	विधि	yöntem	विधि	N;NOM;PL;3	N;NOM;FEM;SG;3
yeter	काफी	yet	काफी		DET
yeter	पर्याप्त	yet	पर्याप्त		CONJ
denizcilik	मेरीटाइम	denizcilik	मेरीटाइम	N;NOM;SG;3	PROPN;NOM;MASC;SG;3
denizcilik	मरीन	denizcilik	मरीन	N;NOM;SG;3	
denizcilik	समुद्री	denizcilik	समुद्री	N;NOM;SG;3	ADJ;NOM
taraftar	फ़ैन	taraf	फाैन	N;NOM;SG;3	
taraftar	प्रशंसकों	taraf	प्रशंसक	N;NOM;SG;3	N;ACC;MASC;PL;3
taraftar	प्रशंसक	taraf	प्रशंसक	N;NOM;SG;3	N;NOM;MASC;PL;3
taraftar	fan	taraf	ओे	N;NOM;SG;3	
taraftar	फ़ैन	taraf	फाैन	N;NOM;SG;3	
taraftar	प्रशंसक	taraf	प्रशंसक	N;NOM;SG;3	N;NOM;MASC;PL;3
kapatıldı	बन्द	kapa	बंद	V;PFV;IND;SG;3;POS;PST;PASS	
kapatıldı	बंद	kapa	बंद	V;PFV;IND;SG;3;POS;PST;PASS	ADJ
sahra	saharan	sahra	आ		N;NOM;MASC;SG;3
tamir	मरम्मत	tamir	मरम्मत		N;NOM;FEM;SG;3
tamir	मरम्मत	tamir	मरम्मत		N;NOM;FEM;SG;3
tamir	फिक्स	tamir	फिक्स		N;NOM;MASC;SG;3
tamir	तय	tamir	तय		ADJ
tamir	फिक्स्ड	tamir	फिक्स्ड		PROPN;NOM;MASC;SG;3
öldürmek	हत्या	öl	हत्या	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;NOM;FEM;SG;3
business	व्यवसाय	business	व्यवसाय		N;NOM;MASC;SG;3
business	बिज़नेस	business	बिज़नेस		N;NOM;MASC;SG;3
business	दुकानदारी	business	दुकानदारी		N;NOM;FEM;SG;3
business	व्यापार	business	व्यापार		N;NOM;MASC;SG;3
business	कारोबार	business	कारोबार		N;NOM;MASC;SG;3
abraham	अब्राहम	abrah	अब्राहम		PROPN;NOM;MASC;SG;3
bağlama	बाइंडिंग	bağlama	बाइंडिंग		N;NOM;FEM;SG;3
bağlama	संदर्भ	bağlama	संदर्भ		N;NOM;MASC;SG;3
bağlama	सन्दर्भ	bağlama	संदर्भ		N;NOM;MASC;SG;3
bağlama	कॉन्टेक्स्ट	bağlama	कॉन्टेक्स्ट		N;NOM;MASC;SG;3
kısmi	आंशिक	kısmi	आंशिक		ADJ;NOM
yıldızları	तारों	yıldız	तारा	N;NOM;PL;3	N;ACC;MASC;PL;3
yıldızları	तारे	yıldız	तारा	N;NOM;PL;3	N;NOM;MASC;SG;3
yıldızları	सितारे	yıldız	सितारा	N;NOM;PL;3	N;NOM;MASC;SG;3
yıldızları	तारें	yıldız	तारा	N;NOM;PL;3	V;SBJV;PL;3;FIN;ACT
yıldızları	सितारों	yıldız	सितारा	N;NOM;PL;3	N;ACC;MASC;PL;3
boeing	बोइंग	boeing	बोइंग		N;NOM;MASC;SG;3
destekli	समर्थित	destekli	समर्थित		PROPN;NOM;SG;3
formu	फ़ॉर्म	formu	फ़ॉर्म		ADJ
formu	प्रपत्र	formu	प्रपत्र		N;NOM;MASC;SG;3
formu	फॉर्म	formu	फॉर्म		N;NOM;MASC;SG;3
formu	फार्म	formu	फार्म		N;NOM;MASC;SG;3
formu	रूप	formu	रूप		N;NOM;MASC;SG;3
üniversiteler	विश्वविद्यालय	üniversite	विश्वविद्यालय	N;NOM;PL;3	N;NOM;MASC;SG;3
üniversiteler	विश्वविद्यालयों	üniversite	विश्वविद्यालय	N;NOM;PL;3	N;ACC;MASC;PL;3
üniversiteler	कॉलेज	üniversite	कॉलेज	N;NOM;PL;3	N;NOM;MASC;SG;3
üniversiteler	कॉलेजों	üniversite	कॉलेज	N;NOM;PL;3	N;ACC;MASC;PL;3
kelebek	तितली	kelebek	तितला	N;NOM;SG;3	
hunter	हंटर	hunter	हंटर		PROPN;NOM;MASC;SG;3
hunter	शिकारी	hunter	शिकारी		N;NOM;MASC;PL;3
cska	सीएसकेए	cska	सीएसकेए	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
ricardo	रिकार्डो	ricardo	रिकार्ड		N;ACC;MASC;PL;3
wolf	भेड़िया	wolf	भेड़िया		N;NOM;MASC;SG;3
dikkatli	सतर्क	dikkatli	सतर्क	ADJ	ADP
araştırmacılar	शोधकर्ताओं	araştır	शोधकर्ता	N;NOM;PL;3	N;ACC;MASC;PL;3
araştırmacılar	जांचकर्ताओं	araştır	जांचकर्ता	N;NOM;PL;3	N;ACC;MASC;PL;3
refah	समृद्धि	refah	समृद्धि		N;NOM;FEM;SG;3
yetenek	कौशल	yetenek	कौशल	N;NOM;SG;3	
çiftler	जोड़े	çift	जोड़	ADJ;NOM;PL;3	V;PFV;MASC;SG;V.PTCP;ACT
çiftler	जोड़ों	çift	जोड़	ADJ;NOM;PL;3	N;ACC;MASC;PL;3
çiftler	युगल	çift	युगल	ADJ;NOM;PL;3	PROPN;NOM;MASC;SG;3
çiftler	युगल	çift	युगल	ADJ;NOM;PL;3	PROPN;NOM;MASC;SG;3
malzemeler	संघटक	malzeme	संघटक	N;NOM;PL;3	N;NOM;MASC;SG;3
malzemeler	पदार्थ	malzeme	पदार्थ	N;NOM;PL;3	N;NOM;MASC;SG;3
malzemeler	सामग्री	malzeme	सामग्री	N;NOM;PL;3	N;NOM;FEM;SG;3
malzemeler	आपूर्ति	malzeme	आपूर्ति	N;NOM;PL;3	N;NOM;FEM;SG;3
beautiful	सुंदर	beautiful	सुन्दर		ADJ
beautiful	सूंदर	beautiful	सूंदर		PROPN;NOM;MASC;SG;3
beautiful	ब्यूटीफुल	beautiful	ब्यूटीफुल		PROPN;NOM;MASC;SG;3
beautiful	खूबसूरत	beautiful	खूबसूरत		ADJ
listeler	सूची	liste	सूची	N;NOM;PL;3	N;NOM;FEM;SG;3
yaratan	निर्माता	yarat	निर्माता		N;NOM;MASC;SG;3
carol	कैरल	carol	कैरल		PROPN;NOM;MASC;SG;3
manga	दस्ता	manga	दस्ता		N;NOM;MASC;SG;3
manga	दस्ते	manga	दस्ता		N;NOM;MASC;SG;3
manga	स्क्वाड	manga	स्क्वाड		N;NOM;MASC;SG;3
manga	माँगा	manga	माँग		V;MASC;SG;V.PTCP;ACT
arma	धांधली	arma	धांधली		N;NOM;FEM;SG;3
adrian	एड्रियन	adrian	एड्रियन		PROPN;NOM;MASC;SG;3
sesleri	ध्वनि	ses	ध्वनि	N;NOM;PL;3	N;NOM;FEM;SG;3
mann	मन	mann	मन		N;NOM;MASC;SG;3
ölçüm	अन्दाज़	ölçüm	अन्दाज़	N;NOM;SG;3	
ölçüm	माप	ölçüm	माप	N;NOM;SG;3	
ölçüm	माप	ölçüm	माप	N;NOM;SG;3	
morris	मॉरिस	morris	मॉरिस		PROPN;NOM;MASC;SG;3
çapraz	क्रॉसओवर	çapraz	क्रॉसओवर		N;NOM;MASC;SG;3
çapraz	पार	çapraz	पार		N;NOM;MASC;SG;3
bonn	बॉन	bonn	बॉन	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG;3
ateşkes	युद्धविराम	ateşkes	युद्धविराम		PROPN;NOM;MASC;SG;3
ateşkes	युद्धविराम	ateşkes	युद्धविराम		PROPN;NOM;MASC;SG;3
gönderme	संदर्भ	gönder	संदर्भ		N;NOM;MASC;SG;3
gönderme	सन्दर्भ	gönder	संदर्भ		N;NOM;MASC;SG;3
artist	अदाकारा	artist	अदाकारा		N;NOM;FEM;SG;3
artist	अभिनेत्री	artist	अभिनेत्री		N;NOM;FEM;SG;3
artist	कलाकार	artist	कलाकार		N;NOM;MASC;SG;3
iletken	कंडक्टर	iletken	कंडक्टर		N;NOM;MASC;SG;3
akar	प्रवाह	akar	प्रवाह		N;NOM;MASC;SG;3
akar	बहती	akar	बह		V;IPFV;FEM;SG;V.PTCP;ACT
akar	बहती	akar	बह		V;IPFV;FEM;SG;V.PTCP;ACT
jeolojik	भूगर्भिक	jeolojik	भूगर्भिक		PROPN;NOM;MASC;SG;3
yenildi	पराजित	yenil	पराजित	V;PFV;IND;SG;3;POS;PST;PASS	ADJ
golf	गोल्फ	golf	गोल्फ		PROPN;NOM;MASC;SG;3
golf	गोल्फ़	golf	गोल्फ़		N;NOM;MASC;SG;3
tutulan	आयोजित	tut	आयोजित	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ
fare	चूहे	fare	चूह		V;PFV;MASC;SG;V.PTCP;ACT
fare	माउस	fare	माउस		N;NOM;MASC;SG;3
fare	मूषक	fare	मूषक		N;NOM;MASC;SG;3
fare	चूहा	fare	चूहा		N;NOM;MASC;SG;3
fare	चूहा	fare	चूहा		N;NOM;MASC;SG;3
hun	हुन	hun	हो		PROPN;NOM;MASC;SG;3
açlık	अकाल	açlık	अकाल		N;NOM;MASC;SG;3
açlık	भुखमरी	açlık	भुखमरी		N;NOM;FEM;SG;3
açlık	भूख	açlık	भूख		N;NOM;FEM;SG;3
xvi	xvi	öv	xvi		PROPN;NOM;MASC;SG;3
kuruluşlar	संगठन	kuruluş	संगठन	N;NOM;PL;3	N;NOM;MASC;SG;3
kuruluşlar	संगठनों	kuruluş	संगठन	N;NOM;PL;3	N;ACC;MASC;PL;3
kuruluşlar	संस्थाओं	kuruluş	संस्था	N;NOM;PL;3	N;ACC;FEM;PL;3
kuruluşlar	संस्थानों	kuruluş	संस्थान	N;NOM;PL;3	N;ACC;MASC;PL;3
kadınları	औरतों	kadın	औरत	ADJ;ACC;PL;3	N;ACC;FEM;PL;3
kadınları	स्त्रियाँ	kadın	स्त्री	ADJ;ACC;PL;3	N;NOM;FEM;PL;3
kadınları	महिलाएँ	kadın	महिला	ADJ;ACC;PL;3	N;NOM;FEM;PL;3
