oli	ήταν	olema	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
lingi	σύνδεσμο	ling	σύνδεσμο	N;GEN;SG	N;ACC;MASC;SG
lingi	σύνδεσμος	ling	σύνδεσμος	N;GEN;SG	N;NOM;MASC;SG
lingi	λινκ	ling	λινκ	N;GEN;SG	N;NOM;NEUT;SG
lingi	δεσμός	ling	δεσμός	N;GEN;SG	N;NOM;MASC;SG
lingi	lin	ling	lin	N;GEN;SG	
lingi	σύνδεση	ling	σύνδεση	N;GEN;SG	N;NOM;FEM;SG
eugène	eugène	eugène	eugène	N;NOM;SG	
kontrollitud	ελεγχόμενη	kontrolli=tud	ελεγχόμενος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
kontrollitud	ελέγχεται	kontrolli=tud	ελέγχω	ADJ;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kontrollitud	ελεγχόμενο	kontrolli=tud	ελεγχόμενο	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
kontrollitud	επαληθεύεται	kontrolli=tud	επαληθεύω	ADJ;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kontrollitud	επαλήθευση	kontrolli=tud	επαλήθευση	ADJ;PST;V.PTCP;PASS	N;NOM;FEM;SG
kontrollitud	επαλήθευσε	kontrolli=tud	επαληθεύω	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
kontrollitud	ελέγχθηκε	kontrolli=tud	ελέγχω	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
kontrollitud	έλεγξα	kontrolli=tud	λέγω	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;1;PST;FIN;ACT
lennuvälja	αεροδρόμιο	lennu_väli	αεροδρόμιο	N;PRT;SG	N;NOM;NEUT;SG
tsn	tsn	tsn	tsn	NUM	
riski	κίνδυνος	risk	κίνδυνος	N;PRT;SG	N;NOM;MASC;SG
riski	κίνδυνο	risk	κίνδυνος	N;PRT;SG	N;ACC;MASC;SG
riski	ρίσκο	risk	Ρίσκο	N;PRT;SG	N;NOM;NEUT;SG
riski	κινδύνου	risk	κίνδυνος	N;PRT;SG	N;GEN;MASC;SG
süstemaatiline	συστηματικές	süstemaatiline	συστηματικός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
süstemaatiline	συστηματικά	süstemaatiline	συστηματικά	ADJ;NOM;SG	ADV
dominikaani	δομινικανή	dominikaan	δομινικανός	N;NOM;SG	PROPN;NOM;FEM;SG
juhuslik	τυχαία	juhuslik	τυχαίος	ADJ;NOM;SG	ADV
juhuslik	τυχαία	juhuslik	τυχαίος	ADJ;NOM;SG	ADV
tommy	τόμι	tommy	τόμι	N;NOM;SG	
tommy	tommy	tommy	tommy	N;NOM;SG	
loomuse	ανάσυρση	loomus	ανάσυρση	N;GEN;SG	N;NOM;FEM;SG
sibula	κρεμμύδι	sibul	κρεμμύδι	N;PRT;SG	N;NOM;NEUT;SG
mitchell	mitchell	mitchell	mitchell	N;NOM;SG	
mitchell	μίτσελ	mitchell	μίτσελ	N;NOM;SG	
saalomoni	σολομώντα	saalomon	σολομώ	N;NOM;SG	N;GEN;FEM;PL
vaikne	ήσυχα	vaikne	ησύχα	ADJ;NOM;SG	ADV
vaikne	ησυχία	vaikne	ησυχία	ADJ;NOM;SG	N;ACC;FEM;SG
riigikaitse	άμυνας	riigi_kaitse	άμυνα	N;NOM;SG	N;GEN;FEM;SG
riigikaitse	υπεράσπιση	riigi_kaitse	υπεράσπιση	N;NOM;SG	N;ACC;FEM;SG
soul	σεούλ	soul	σεούλ	N;NOM;SG	PROPN;NOM;FEM;SG
riiklikud	εθνικός	riiklik	εθνικός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
riiklikud	εθνικό	riiklik	εθνικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
riiklikud	εθνικη	riiklik	εθνικη	ADJ;NOM;PL	ADJ;NOM;FEM;SG
riiklikud	εθνική	riiklik	εθνικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
imetajad	θηλαστικά	imetaja	θηλαστικά	N;NOM;PL	ADJ;NOM;NEUT;PL
una	una	una	una	N;NOM;SG	
kirjutamine	γράψω	kirjutamine	γράψω	N;NOM;SG	V;PFV;IND;SG;1;FIN;ACT
kirjutamine	γράψτε	kirjutamine	γράψτε	N;NOM;SG	V;PFV;IMP;PL;2;FIN;ACT
kirjutamine	γράψε	kirjutamine	γράφω	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
gregory	γκρέγκορι	gregory	γκρέγκορι	N;NOM;SG	PROPN;NOM;MASC;SG
gregory	γκρέγκορυ	gregory	γκρέγκω	N;NOM;SG	N;VOC;MASC;SG
alustatud	ξεκίνησα	alusta=tud	ξεκινώ	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;1;PST;FIN;ACT
alustatud	άρχισε	alusta=tud	αρχίζω	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
alustatud	ξεκίνησε	alusta=tud	ξεκινώ	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
lapsepõlve	παιδικά	lapse_põlv	παιδικά	N;NOM;SG	N;NOM;NEUT;PL
moodustamine	σχηματισμό	moodustamine	σχηματισμός	N;NOM;SG	N;ACC;MASC;SG
artist	καλλιτέχνη	artist	καλλιτέχνος	N;NOM;SG	N;ACC;MASC;SG
domineerivad	κυριαρχεί	domineerima	κυριαρχώ	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
membraani	μεμβράνη	membraan	μεμβράνη	N;PRT;SG	N;NOM;FEM;SG
bin	μπιν	bin	μπιν	N;NOM;SG	
cross	κρος	cross	κρος	N;NOM;SG	
cross	cross	cross	cross	N;NOM;SG	
kätt	χέρι	käsi	χέρι	N;PRT;SG	N;NOM;NEUT;SG
sex	σεξ	sex	σεξ	N;NOM;SG	
sex	sex	sex	sex	N;NOM;SG	
rätsep	ράφτη	rätsep	ράφτης	N;NOM;SG	PROPN;NOM;MASC;SG
eetrisse	προβλήθηκε	eeter	προβάλλω	N;IN+ALL;SG	V;PFV;IND;SG;3;PST;FIN;PASS
spetsialist	ειδικός	spetsialist	ειδικός	N;NOM;SG	ADJ;NOM;MASC;SG
tower	πύργο	tower	πύργος	N;NOM;SG	N;ACC;MASC;SG
kudede	ιστούς	kude	ιστός	N;GEN;PL	N;NOM;MASC;PL
kudede	ιστοί	kude	ιστός	N;GEN;PL	N;NOM;MASC;PL
nicole	νικόλ	nicole	νικόλ	N;NOM;SG	PROPN;NOM;FEM;SG
nicole	nicole	nicole	nicole	N;NOM;SG	
luud	κόκκαλα	luud	κόκκαλα	N;NOM;SG	N;NOM;NEUT;PL
luud	οστά	luud	οστά	N;NOM;SG	N;NOM;NEUT;PL
luud	κόκαλα	luud	κόκαλο	N;NOM;SG	N;NOM;NEUT;PL
luud	μπόουνς	luud	μπόουνς	N;NOM;SG	ADV
luud	κόκαλα	luud	κόκαλο	N;NOM;SG	N;NOM;NEUT;PL
luud	οστά	luud	οστά	N;NOM;SG	N;NOM;NEUT;PL
töödeldud	επεξεργασμένο	töödel=dud	επεξεργάζω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
töödeldud	επεξεργασμένο	töödel=dud	επεξεργάζω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
santo	σάντο	santo	σάντος	N;NOM;SG	
sahara	σαχάρα	sahara	σαχάρα	N;NOM;SG	PROPN;NOM;FEM;SG
mikko	mikko	mikko	mikko	N;NOM;SG	
rolling	κύλισης	rolling	κύλιση	N;NOM;SG	N;GEN;FEM;SG
bella	μπέλα	bellama	μπέλα	N;NOM;SG	
bella	bella	bellama	bella	N;NOM;SG	
bella	μπέλλα	bellama	μπέλλα	N;NOM;SG	PROPN;NOM;FEM;SG
modena	modena	modena	modena	N;NOM;SG	
dick	dick	dick	dick	N;NOM;SG	
dick	ντικ	dick	ντικ	N;NOM;SG	
üritus	εκδήλωση	üritus	εκδήλωση	N;NOM;SG	N;ACC;FEM;SG
xxi	xxi	xx	xxi	N;NOM;SG	
malcolm	μάλκολμ	malcolm	μάλκολμ	N;NOM;SG	
analüütiline	αναλυτικές	analüütiline	αναλυτικός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
õis	ανθίσει	õis	ανθίζω	N;NOM;SG	V;PFV;NFIN;ACT
klaasist	γυάλινο	klaas	γυάλινος	N;IN+ABL;SG	N;NOM;NEUT;SG
klaasist	γυάλινη	klaas	γυάλινος	N;IN+ABL;SG	N;NOM;FEM;SG
klaasist	ποτήρι	klaas	ποτήρι	N;IN+ABL;SG	N;NOM;NEUT;SG
klaasist	γυαλί	klaas	γυαλί	N;IN+ABL;SG	N;NOM;NEUT;SG
klaasist	γυαλιά	klaas	γυαλιάς	N;IN+ABL;SG	N;NOM;NEUT;PL
liigitatud	απόρρητα	liigitama	απόρρητος	V;PST;V.PTCP;PASS	ADV
liigitatud	απόρρητο	liigitama	απόρρητος	V;PST;V.PTCP;PASS	N;NOM;NEUT;SG
liigitatud	κατηγοριοποιούνται	liigitama	κατηγοριοποιώ	V;PST;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
hääled	ψήφοι	hääl	ψήφος	N;NOM;PL	
loote	εμβρυϊκή	loode	εμβρυϊκός	N;NOM;SG	ADJ;NOM;FEM;SG
reklaami	διαφήμιση	reklaam	διαφήμιση	N;PRT;SG	N;NOM;FEM;SG
tagasitulek	επιστροφή	tagasi_tulek	επιστροφή	N;NOM;SG	N;ACC;FEM;SG
avastada	ανακάλυψη	avastama	ανακάλυψη	V;NFIN	N;ACC;FEM;SG
töötlemine	επεξεργασία	töötlemine	επεξεργασία	N;NOM;SG	
vase	χαλκού	vase	χαλκού	N;NOM;SG	N;GEN;MASC;SG
eduardo	εντουάρντο	edu_ardo	εντουάρντος	N;NOM;SG	
benz	benz	benz	benz	N;NOM;SG	
tiib	wing	tiib	wing	N;NOM;SG	
lucas	λούκας	lucga	λούκα	N;NOM;SG	PROPN;NOM;MASC;SG
lucas	lucas	lucga	lucas	N;NOM;SG	
kõrtsi	ταβέρνα	kõrts	ταβέρνα	N;PRT;SG	N;NOM;FEM;SG
katharina	καταρίνα	katharina	καταρίνα	N;FRML;SG	PROPN;NOM;FEM;SG
neiu	κυρία	neiu	κυρία	N;NOM;SG	N;VOC;FEM;SG
robinson	robinson	robinson	robinson	N;NOM;SG	
robinson	ρόμπινσον	robinson	ρόμπινσον	N;NOM;SG	
semjon	συμεών	semjon	συμεών	N;NOM;SG	PROPN;NOM;MASC;SG
salajane	μυστικό	salajane	μυστικός	ADJ;NOM;SG	N;NOM;NEUT;SG
salajane	μυστικοί	salajane	μυστικός	ADJ;NOM;SG	ADJ;NOM;MASC;PL
õiguslik	νομικά	õiguslik	νομικά	ADJ;NOM;SG	ADV
personal	προσωπικού	personal	προσωπικό	N;NOM;SG	N;GEN;NEUT;SG
hinnang	βαθμολογία	hinnang	βαθμολογία	N;NOM;SG	N;ACC;FEM;SG
hinnang	εκτίμηση	hinnang	εκτίμηση	N;NOM;SG	N;ACC;FEM;SG
hinnang	αξιολόγηση	hinnang	αξιολόγηση	N;NOM;SG	N;ACC;FEM;SG
hinnang	εκτίμηση	hinnang	εκτίμηση	N;NOM;SG	N;ACC;FEM;SG
hinnang	αξιολόγηση	hinnang	αξιολόγηση	N;NOM;SG	N;ACC;FEM;SG
mohamed	μοχάμεντ	moham	μοχάμεντ	N;NOM;SG	
mohamed	mohamed	moham	mohamed	N;NOM;SG	
clinton	κλίντον	clinton	κλίντον	N;NOM;SG	PROPN;ACC;FEM;SG
clinton	clinton	clinton	clinton	N;NOM;SG	
sõit	βολτα	sõit	βολτα	N;NOM;SG	N;ACC;FEM;SG
sõit	καβάλα	sõit	καβάλος	N;NOM;SG	PROPN;ACC;FEM;SG
olek	κατάσταση	olek	κατάσταση	N;NOM;SG	N;ACC;FEM;SG
olek	status	olek	status	N;NOM;SG	
olek	καθεστώς	olek	καθεστώς	N;NOM;SG	N;ACC;NEUT;SG
olek	κατασταση	olek	κατασταση	N;NOM;SG	N;ACC;FEM;SG
olek	πολιτεία	olek	πολιτεία	N;NOM;SG	N;ACC;FEM;SG
olek	state	olek	state	N;NOM;SG	
cole	cole	cole	cole	N;NOM;SG	
cole	κόουλ	cole	κόουλ	N;NOM;SG	PROPN;NOM;MASC;SG
kaheksas	όγδοη	kaheksas	όγδος	ADJ;NOM;SG	N;ACC;FEM;SG
kaheksas	όγδοο	kaheksas	όγδοο	ADJ;NOM;SG	N;NOM;NEUT;SG
kati	kati	kati	kati	N;NOM;SG	
kati	kat	kati	kat	N;NOM;SG	
ferrari	φεράρι	ferrar	φεράρι	N;NOM;SG	
ferrari	ferrari	ferrar	ferrari	N;NOM;SG	
päästis	αποθηκευμένα	päästma	αποθηκεύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
päästis	αποθηκεύτηκε	päästma	αποθηκώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
päästis	σώθηκε	päästma	σώνω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
päästis	αποθηκευμένες	päästma	αποθηκεύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;FEM;PL;V.PTCP;PASS
tõestas	απέδειξα	tõestama	απεδεικνύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
tõestas	αποδείχθηκε	tõestama	αποδεικνύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
erwin	έρβιν	erwin	έρβιν	N;NOM;SG	
tagatud	εξασφάλισε	tagama	εξασφαλίζω	V;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
ferrara	φεράρα	ferrara	φεράρα	N;NOM;SG	PROPN;NOM;FEM;SG
claudius	κλαύδιος	claudius	κλαύδιος	N;NOM;SG	PROPN;NOM;MASC;SG
tarbimine	κατανάλωση	tarbimine	κατανάλωση	N;NOM;SG	N;ACC;FEM;SG
akt	πράξη	akt	πράξη	N;NOM;SG	N;ACC;FEM;SG
akt	act	akt	act	N;NOM;SG	
purustatud	συνθλίβονται	purustama	συνθλίβω	ADJ;PST;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
kreeta	κρήτης	kreeta	κρήτος	N;NOM;SG	PROPN;GEN;FEM;SG
kreeta	κρήτη	kreeta	κρήτος	N;NOM;SG	PROPN;ACC;FEM;SG
shaw	σο	shaw	σο	N;NOM;SG	
clarke	κλαρκ	clarke	κλαρκ	N;NOM;SG	
tellis	τούβλο	tellima	τούβλο	V;IND;SG;3;PST;FIN;ACT	N;NOM;NEUT;SG
tellis	μπρικ	tellima	μπρικ	V;IND;SG;3;PST;FIN;ACT	
rene	ρενέ	rene	ρενός	N;NOM;SG	
rene	ρενέ	rene	ρενός	N;NOM;SG	
calabria	καλαβρία	calabria	καλαβρία	N;NOM;SG	PROPN;ACC;FEM;SG
nõue	αξίωση	nõue	αξίωση	N;NOM;SG	N;ACC;FEM;SG
nõue	διεκδίκηση	nõue	διεκδίκηση	N;NOM;SG	N;ACC;FEM;SG
nõue	κατοχύρωση	nõue	κατοχύρωση	N;NOM;SG	N;ACC;FEM;SG
nõue	απαίτηση	nõue	απαίτηση	N;NOM;SG	N;ACC;FEM;SG
esindus	εκπροσώπηση	esindus	εκπροσώπηση	N;NOM;SG	N;ACC;FEM;SG
esindus	αναπαράσταση	esindus	αναπαράσταση	N;NOM;SG	N;ACC;FEM;SG
keller	κέλλερ	keller	κέλλερ	N;NOM;SG	V;IPFV;IND;SG;1;PST;FIN;ACT
keller	κέλερ	keller	κέλερ	N;NOM;SG	PROPN;NOM;FEM;SG
isane	άνδρας	isane	άντρας	ADJ;NOM;SG	N;NOM;MASC;SG
isane	αρσενικά	isane	αρσενικά	ADJ;NOM;SG	ADJ;NOM;NEUT;PL
isane	άρρεν	isane	άρρεν	ADJ;NOM;SG	N;NOM;MASC;SG
ühik	μονάδες	ühik	μονάδα	N;NOM;SG	N;NOM;FEM;PL
match	ματς	match	ματός	N;NOM;SG	
match	αγώνα	match	αγώνας	N;NOM;SG	N;ACC;MASC;SG
suitsu	τσιγάρο	suits	τσιγάρος	N;PRT;SG	N;NOM;NEUT;SG
suitsu	καπνός	suits	καπνός	N;PRT;SG	N;NOM;MASC;SG
suitsu	καπνό	suits	καπνό	N;PRT;SG	N;ACC;MASC;SG
näo	πρόσωπο	nägu	πρόσωπο	N;GEN;SG	N;NOM;NEUT;SG
näo	προσωπο	nägu	προσωπο	N;GEN;SG	N;NOM;NEUT;SG
näo	φάτσα	nägu	φάτσα	N;GEN;SG	N;ACC;FEM;SG
rakendus	app	rakendus	app	N;NOM;SG	
kameruni	καμερούν	kamer	καμερώ	N;NOM;SG	PROPN;NOM;NEUT;SG
audi	audi	aud	audi	N;NOM;SG	
saartele	νησιά	saar	νησί	N;AT+ALL;PL	N;NOM;NEUT;PL
saartele	νήσοι	saar	νήσος	N;AT+ALL;PL	
aux	aux	aux	aux	N;NOM;SG	
oda	μπίσοπ	oda	μπίσοπ	N;NOM;SG	
western	δυτικά	western	δυτικά	N;NOM;SG	ADV
western	γουέστερν	western	γουέστερν	N;NOM;SG	
western	δυτική	western	δυτικός	N;NOM;SG	ADJ;NOM;FEM;SG
western	western	western	western	N;NOM;SG	
lima	λίμα	lima	λίμα	N;NOM;SG	PROPN;NOM;FEM;SG
õppimine	εκμάθηση	õppimine	εκμάθηση	N;NOM;SG	N;ACC;FEM;SG
õppimine	μαθαίνοντας	õppimine	μαθαίνω	N;NOM;SG	V;IPFV;V.CVB;ACT
õppimine	μάθηση	õppimine	μάθηση	N;NOM;SG	N;ACC;FEM;SG
õppimine	μάθησης	õppimine	μάθηση	N;NOM;SG	N;GEN;FEM;SG
ettevõtluse	επιχειρηματικότητα	ette_võtlus	επιχειρηματικότητα	N;GEN;SG	N;ACC;FEM;SG
deep	βαθιά	deep	βαθύς	N;NOM;SG	ADV
deep	βαθειά	deep	βαθειός	N;NOM;SG	ADJ;NOM;FEM;SG
wien	wien	wien	wien	N;NOM;SG	
profiil	προφίλ	profiil	προφίλ	N;NOM;SG	N;ACC;NEUT;SG
läbirääkimiste	διαπραγματεύσεις	läbi_rääkimine	διαπραγμάτευση	N;GEN;PL	N;NOM;FEM;PL
läbirääkimiste	διαπραγμάτευση	läbi_rääkimine	διαπραγμάτευση	N;GEN;PL	N;NOM;FEM;SG
bull	bull	bull	bull	N;NOM;SG	
bull	ταύρο	bull	ταύρο	N;NOM;SG	N;ACC;MASC;SG
bull	μπουλ	bull	μπουλ	N;NOM;SG	NUM
vahetu	απευθείας	vahetu	απευθείας	ADJ;NOM;SG	ADV
vahetu	direct	vahetu	direct	ADJ;NOM;SG	
vahetu	αμεσα	vahetu	αμεσα	ADJ;NOM;SG	ADV
eemaldatud	αφαιρέθηκαν	eemaldama	αφαιρώ	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
eemaldatud	αφαιρέθηκε	eemaldama	αφαιρώ	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
eemaldatud	αφαιρεθεί	eemaldama	αφαιρώ	ADJ;PST;V.PTCP;PASS	V;PFV;NFIN;PASS
andorra	ανδόρα	andorra	ανδόρα	N;NOM;SG	PROPN;ACC;FEM;SG
lópez	lópez	lópez	lópez	N;NOM;SG	
michigani	μίτσιγκαν	michigan	μίτσιγκαν	NUM;NOM;SG	
michigani	μίσιγκαν	michigan	μίσιγκαν	NUM;NOM;SG	
greene	γκριν	green	γκριν	N;NOM;SG	
nestor	νέστορ	nestor	νέστορ	N;NOM;SG	
nikola	νικόλα	nikol	νικόλα	N;NOM;SG	PROPN;NOM;MASC;SG
nikola	νίκολα	nikol	νίκολα	N;NOM;SG	
nora	νόρα	nora	νόρα	N;NOM;SG	PROPN;NOM;FEM;SG
evi	εύη	evi	εύος	N;NOM;SG	PROPN;NOM;FEM;SG
toon	τόνο	toon	τόνος	N;NOM;SG	N;ACC;MASC;SG
asteroid	αστεροειδής	astero	αστεροειδής	N;NOM;SG	ADJ;NOM;MASC;SG
tempo	ρυθμό	tempo	ρυθμός	N;NOM;SG	N;ACC;MASC;SG
tempo	ρυθμό	tempo	ρυθμός	N;NOM;SG	N;ACC;MASC;SG
kriitikat	επικρίσεις	kriitika	επίκριση	N;PRT;SG	N;NOM;FEM;PL
kriitikat	κριτική	kriitika	κριτική	N;PRT;SG	N;ACC;FEM;SG
kriitikat	επικρίσεις	kriitika	επίκριση	N;PRT;SG	N;NOM;FEM;PL
kriitikat	κριτική	kriitika	κριτική	N;PRT;SG	N;ACC;FEM;SG
liège	λιέγη	liège	λιέγη	N;NOM;SG	PROPN;ACC;FEM;SG
mln	εκατομμύρια	mln	εκατομμύριο	NUM	N;NOM;NEUT;PL
loetud	διαβάσει	lugema	διαβάζω	V;PST;V.PTCP;PASS	V;PFV;NFIN;ACT
loetud	διάβαζε	lugema	διαβάζω	V;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
loetud	ανάγνωση	lugema	ανάγνωση	V;PST;V.PTCP;PASS	N;NOM;FEM;SG
loetud	διαβάστε	lugema	διαβάζω	V;PST;V.PTCP;PASS	N
loetud	διάβασε	lugema	διαβάζω	V;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
pink	πάγκο	pink	πάγκο	N;NOM;SG	N;ACC;MASC;SG
meeskonnad	κρους	meeskond	κρος	N;NOM;PL	
sõltumatud	ανεξάρτητο	sõltumatu	ανεξάρτητος	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
sõltumatud	ανεξάρτητος	sõltumatu	ανεξάρτητος	ADJ;NOM;PL	ADJ;NOM;MASC;SG
sõltumatud	ανεξάρτητη	sõltumatu	ανεξάρτητος	ADJ;NOM;PL	ADJ;NOM;FEM;SG
sõltumatud	άσχετη	sõltumatu	άσχετος	ADJ;NOM;PL	ADJ;NOM;FEM;SG
sõltumatud	άσχετο	sõltumatu	άσχετος	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
perry	perry	perry	perry	N;NOM;SG	
perry	πέρι	perry	πέρι	N;NOM;SG	
juuksed	τρίχα	juus	τρίχος	N;NOM;PL	N;NOM;FEM;SG
trooja	τροία	trooja	τροίος	N;NOM;SG	PROPN;ACC;FEM;SG
trooja	trojan	trooja	trojan	N;NOM;SG	
amanda	amanda	amandama	amanda	N;NOM;SG	
amanda	αμάντα	amandama	αμάντα	N;NOM;SG	PROPN;NOM;FEM;SG
sein	wall	sein	wall	N;NOM;SG	
sein	τοίχο	sein	τοίχος	N;NOM;SG	N;ACC;MASC;SG
sein	γουόλ	sein	γουόλ	N;NOM;SG	
sein	sein	sein	sein	N;NOM;SG	
segadust	σύγχυση	segadus	σύγχυση	N;PRT;SG	N;ACC;FEM;SG
avalikud	δημόσια	avalik	δημόσιος	ADJ;NOM;PL	ADJ;NOM;FEM;SG
avalikud	δημόσιος	avalik	δημόσιος	ADJ;NOM;PL	ADJ;NOM;MASC;SG
tšaikovski	τσαϊκόφσκι	tšaikovski	τσαϊκόφσκι	N;NOM;SG	PROPN;NOM;MASC;SG
lähenemise	σύγκλιση	lähenemine	σύγκλιση	N;GEN;SG	N;ACC;FEM;SG
haritud	μορφωμένος	haritud	μορφωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
haritud	μορφωμένη	haritud	μορφωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
valitsemine	διακυβέρνηση	valitsemine	διακυβέρνηση	N;NOM;SG	N;ACC;FEM;SG
kulud	δαπάνη	kulu	δαπάνη	N;NOM;PL	N;NOM;FEM;SG
kulud	κόστος	kulu	κόστος	N;NOM;PL	N;NOM;NEUT;SG
kulud	cost	kulu	cost	N;NOM;PL	
kulud	κόστος	kulu	κόστος	N;NOM;PL	N;NOM;NEUT;SG
professionaalne	επαγγελματίας	professionaalne	επαγγελματίας	ADJ;NOM;SG	N;NOM;FEM;SG
professionaalne	επαγγελματικά	professionaalne	επαγγελματικά	ADJ;NOM;SG	ADV
versailles	βερσαλλίες	versa_illes	βερσαλλία	N;NOM;SG	PROPN;NOM;FEM;PL
selgitas	εξήγησαν	selgitama	εξηγώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
selgitas	εξηγήθηκε	selgitama	εξηγώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
seattle	σιάτλ	seadtlema	σιάτλ	N;NOM;SG	
armastas	αγάπησα	armastama	αγάπησα	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
jumalad	θεούς	jumal	θεός	N;NOM;PL	N;ACC;MASC;PL
üldised	στρατηγός	üldine	στρατηγός	ADJ;NOM;PL	N;NOM;MASC;SG
üldised	γενική	üldine	γενικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
üldised	γενικά	üldine	γενικά	ADJ;NOM;PL	ADV
üldised	γενικό	üldine	γενικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
määra	σετ	määr	σετ	N;PRT;SG	
gpu	gpu	gpu	gpu	N;NOM;SG	
kiir	ακτίνα	kiir	ακτίνα	N;NOM;SG	N;ACC;FEM;SG
suurepärane	εξαιρετικά	suure_pärane	εξαιρετικά	ADJ;NOM;SG	ADV
moodne	μοντέρνο	moodne	μοντέρνο	ADJ;NOM;SG	N;NOM;NEUT;SG
moodne	μοντέρνα	moodne	μοντέρνα	ADJ;NOM;SG	N;NOM;FEM;PL
moodne	μοντέρνος	moodne	μοντέρνος	ADJ;NOM;SG	PROPN;NOM;MASC;SG
missouri	μιζούρι	mis_sour	μιζούρι	N;NOM;SG	
arhiivi	αρχειοθέτηση	arhiiv	αρχειοθέτηση	N;PRT;SG	N;ACC;FEM;SG
arhiivi	αρχείο	arhiiv	αρχείο	N;PRT;SG	N;NOM;NEUT;SG
volkswagen	volkswagen	volks_wagen	volkswagen	N;NOM;SG	
michelle	michelle	michell	michelle	PROPN;NOM;SG	
michelle	μισέλ	michell	μισέλ	PROPN;NOM;SG	
android	android	android	android	N;NOM;SG	
android	ανδροειδές	android	ανδροειδής	N;NOM;SG	N;NOM;FEM;PL
infrastruktuuri	υποδομές	infra_struktuur	υποδομή	N;PRT;SG	N;NOM;FEM;PL
infrastruktuuri	υποδομής	infra_struktuur	υποδομή	N;PRT;SG	N;GEN;FEM;SG
infrastruktuuri	υποδομή	infra_struktuur	υποδομή	N;PRT;SG	N;ACC;FEM;SG
kaasatud	συμπεριλαμβάνεται	kaasama	συμπεριλαμβάνω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kaasatud	περιλαμβάνονται	kaasama	περιλαμβάνω	V;PST;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
kaasatud	συμπεριλαμβάνονται	kaasama	συμπεριλαμβάνω	V;PST;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
