propaganda	propagande	propaganda	propagande	PROPN	N;FEM;SG
mühlen	laminoir	mühlen	laminoir	V;NFIN	N;MASC;SG
mühlen	moulins	mühlen	moulin	V;NFIN	N;MASC;PL
mühlen	fraises	mühlen	fraise	V;NFIN	N;FEM;PL
mühlen	mills	mühlen	mill	V;NFIN	PROPN
mühlen	moulins	mühlen	moulin	V;NFIN	N;MASC;PL
mühlen	broyeurs	mühlen	broyeur	V;NFIN	N;MASC;PL
mühlen	broyeurs	mühlen	broyeur	V;NFIN	N;MASC;PL
mühlen	broyeurs	mühlen	broyeur	V;NFIN	N;MASC;PL
libretto	livret	libretto	livret	PROPN;NOM;SG	N;MASC;SG
massaker	massacrer	massaker	massacrer	ADJ	V;NFIN
massaker	massacre	massaker	massacre	ADJ	N;MASC;SG
massaker	massacres	massaker	massacre	ADJ	N;MASC;PL
massaker	massacres	massaker	massacre	ADJ	N;MASC;PL
suffix	suffixe	suffix	suffixe	ADJ	N;MASC;SG
rudolph	rodolphe	rudolph	rodolphe	PROPN;NOM;MASC;SG	N;MASC;SG
rudolph	rudolph	rudolph	rudolph	PROPN;NOM;MASC;SG	PROPN
umgangssprachlich	argot	umgangssprachlich	argot	ADJ	N;MASC;SG
rennfahrer	coureurs	rennfahrer	coureur	ADJ	N;MASC;PL
rennfahrer	coureur	rennfahrer	coureur	ADJ	N;MASC;SG
rennfahrer	racer	rennfahrer	racer	ADJ	N;MASC;SG
beseitigt	résolues	beseitigen	résoudre	V;V.PTCP	ADJ;FEM;PL
matrix	matrice	matrix	matrice	PROPN	N;FEM;SG
matrix	matrix	matrix	matrix	PROPN	PROPN
ähnlichkeit	similitudes	ähnlichkeit	similitude	ADJ	N;FEM;PL
ähnlichkeit	similarités	ähnlichkeit	similarité	ADJ	N;FEM;PL
ähnlichkeit	ressemblances	ähnlichkeit	ressemblance	ADJ	N;FEM;PL
ähnlichkeit	similarité	ähnlichkeit	similarité	ADJ	N;FEM;SG
ähnlichkeit	ressemblant	ähnlichkeit	ressembler	ADJ	V;PRS;V.PTCP
ähnlichkeit	ressemblance	ähnlichkeit	ressemblance	ADJ	N;FEM;SG
ähnlichkeit	ressemblance	ähnlichkeit	ressemblance	ADJ	N;FEM;SG
ähnlichkeit	similitude	ähnlichkeit	similitude	ADJ	N;FEM;SG
ähnlichkeit	ressemblance	ähnlichkeit	ressemblance	ADJ	N;FEM;SG
ähnlichkeit	ressemblances	ähnlichkeit	ressemblance	ADJ	N;FEM;PL
ähnlichkeit	similarité	ähnlichkeit	similarité	ADJ	N;FEM;SG
verteidigte	défendues	verteidigen	défendre	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
verteidigte	défendus	verteidigen	défendu	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
empfehlung	recommandés	empfehlung	recommander	N;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
empfehlung	conseillé	empfehlung	conseiller	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
empfehlung	recommandée	empfehlung	recommander	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
empfehlung	recommandé	empfehlung	recommander	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
empfehlung	recommandées	empfehlung	recommander	N;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
empfehlung	recommandations	empfehlung	recommandation	N;NOM;FEM;SG	N;FEM;PL
bedrohung	menaces	bedrohung	menace	N;FEM;SG	N;FEM;PL
bedrohung	menaces	bedrohung	menace	N;FEM;SG	N;FEM;PL
eindeutige	équivoque	eindeutig	équivoque	ADJ;NOM;FEM;PL	ADJ;MASC;SG
eindeutige	univoque	eindeutig	univoque	ADJ;NOM;FEM;PL	ADJ;MASC;SG
landkreise	districts	landkreise	district	PROPN	N;MASC;PL
landkreise	arrondissements	landkreise	arrondissement	PROPN	N;MASC;PL
landkreise	quartiers	landkreise	quartier	PROPN	N;MASC;PL
landkreise	comtés	landkreise	comté	PROPN	N;MASC;PL
landung	touché	landung	toucher	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
landung	landing	landung	landing	N;NOM;FEM;SG	PROPN
landung	atterrir	landung	atterrir	N;NOM;FEM;SG	V;NFIN
dallas	dallas	dallas	dallas	PROPN;NOM;MASC;SG	PROPN
offensive	offensif	offensiv	offensif	ADJ;NOM;FEM;PL	ADJ;MASC;SG
offensive	offensive	offensiv	offensif	ADJ;NOM;FEM;PL	ADJ;FEM;SG
offensive	offensant	offensiv	offrir	ADJ;NOM;FEM;PL	ADJ;MASC;SG
fein	finement	fein	finement	ADJ	ADV
fein	amende	fein	amende	ADJ	N;FEM;SG
fein	fein	fein	fein	ADJ	N;MASC;SG
pole	pôle	polen	pôle		N;MASC;SG
pole	poteau	polen	poteau		N;MASC;SG
pole	pole	polen	pole		N;MASC;SG
pole	polonais	polen	polonais		ADJ;MASC;SG
pole	pôles	polen	pôle		N;MASC;PL
pole	poteaux	polen	poteau		N;MASC;PL
pole	mâts	polen	mât		N;MASC;PL
pole	polonais	polen	polonais		ADJ;MASC;SG
herman	hermann	herman	hermann	PROPN;NOM;MASC;SG	PROPN
herman	herman	herman	herman	PROPN;NOM;MASC;SG	PROPN
besiegt	défaite	besiegen	défaite	V;V.PTCP	N;FEM;SG
krause	krause	kraus	krause	PROPN;NOM;SG	PROPN
bindung	fixations	bindung	fixation	N;NOM;FEM;SG	N;FEM;PL
bindung	liant	bindung	lier	N;NOM;FEM;SG	V;PRS;V.PTCP
bindung	contraignant	bindung	contraindre	N;NOM;FEM;SG	ADJ;MASC;SG
entwürfe	croquis	entwürfen	croquis	N;NOM;MASC;PL	N;MASC;SG
entwürfe	brouillon	entwürfen	brouillon	N;NOM;MASC;PL	ADJ;MASC;SG
schwimmen	nage	schwimmen	nage	V;NFIN	N;FEM;SG
schwimmen	natation	schwimmen	natation	V;NFIN	N;FEM;SG
schwimmen	baignade	schwimmen	baignade	V;NFIN	N;FEM;SG
schwimmen	natation	schwimmen	natation	V;NFIN	N;FEM;SG
schwimmen	baignade	schwimmen	baignade	V;NFIN	N;FEM;SG
early	early	early	early	PROPN	PROPN
early	précoce	early	précoce	PROPN	ADJ;MASC;SG
early	tôt	early	tôt	PROPN	ADV
abkürzungen	raccourcis	abkürzingen	raccourci	V;NFIN	N;MASC;PL
abkürzungen	abréviation	abkürzingen	abréviation	V;NFIN	N;FEM;SG
abkürzungen	sigles	abkürzingen	sigle	V;NFIN	N;MASC;PL
abkürzungen	abréviations	abkürzingen	abréviation	V;NFIN	N;FEM;PL
abkürzungen	acronymes	abkürzingen	acronyme	V;NFIN	N;MASC;PL
abkürzungen	sigles	abkürzingen	sigle	V;NFIN	N;MASC;PL
protest	protester	protest	protester	N	V;NFIN
messina	messine	messina	messine	PROPN	PROPN
organisierten	organisé	organisieren	organiser	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
organisierten	organisée	organisieren	organiser	V;IND;PL;3;PST;FIN	V;FEM;SG;PST;V.PTCP
organisierten	organisé	organisieren	organiser	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
organisierten	organisée	organisieren	organiser	V;IND;PL;3;PST;FIN	V;FEM;SG;PST;V.PTCP
bsg	bsg	bsg	bsg	PROPN	PROPN
kugel	sphère	kugeln	sphère		N;FEM;SG
kugel	globe	kugeln	globe		N;MASC;SG
kugel	boule	kugeln	boule		N;FEM;SG
kugel	ball	kugeln	ball		PROPN
kugel	balle	kugeln	balle		N;FEM;SG
kugel	ballon	kugeln	ballon		N;MASC;SG
kugel	orbe	kugeln	orbe		N;MASC;SG
kugel	balle	kugeln	balle		N;FEM;SG
kugel	bullet	kugeln	bullet		N;MASC;SG
kosovo	kosovo	kosovo	kosovo	PROPN;NOM;SG	N;MASC;SG
delegation	délégation	delegation	délégation		N;FEM;SG
trophy	trophée	trophy	trophée	PROPN	N;MASC;SG
trophy	trophy	trophy	trophy	PROPN	N;MASC;SG
trophy	trophées	trophy	trophée	PROPN	N;MASC;PL
ausstrahlung	diffuser	ausstrahlung	diffuser	N;NOM;FEM;SG	V;NFIN
ausstrahlung	charismatique	ausstrahlung	charismatique	N;NOM;FEM;SG	ADJ;MASC;SG
pest	ravageurs	pest	ravageur		N;MASC;PL
pest	parasite	pest	parasite		N;MASC;SG
pest	peste	pest	peste		N;FEM;SG
pest	pest	pest	pest		PROPN
pest	nuisibles	pest	nuisible		ADJ;MASC;PL
pest	peste	pest	peste		N;FEM;SG
pest	fléau	pest	fléau		N;MASC;SG
pest	peste	pest	peste		N;FEM;SG
universum	universe	universum	univers	ADV	PROPN
universum	univers	universum	univers	ADV	N;MASC;SG
gespräche	pourparlers	gespräch	pourparler	ADJ	N;MASC;PL
gespräche	conversations	gespräch	conversation	ADJ	N;FEM;PL
gespräche	entretiens	gespräch	entretien	ADJ	N;MASC;PL
gespräche	entrevues	gespräch	entrevue	ADJ	V;FEM;PL;PST;V.PTCP
gespräche	interviews	gespräch	interview	ADJ	N;FEM;PL
gespräche	discussions	gespräch	discussion	ADJ	N;FEM;PL
biathlon	biathlon	biathlon	biathlon	ADJ	N;MASC;SG
wärme	thermale	wärm	thermal		ADJ;FEM;SG
wärme	thermique	wärm	thermique		ADJ;MASC;SG
wärme	thermiques	wärm	thermique		ADJ;MASC;PL
wärme	chaleur	wärm	chaleur		N;FEM;SG
wärme	thermique	wärm	thermique		ADJ;MASC;SG
wärme	chauffer	wärm	chauffer		V;NFIN
wärme	chaud	wärm	chaud		ADJ;MASC;SG
wärme	chaleureux	wärm	chaleureux		ADJ;MASC;SG
wärme	chaleureuses	wärm	chaleureux		ADJ;FEM;PL
wärme	chaude	wärm	chaud		ADJ;FEM;SG
wärme	chaleur	wärm	chaleur		N;FEM;SG
wärme	chauffage	wärm	chauffage		N;MASC;SG
kommerzielle	commercial	kommerziell	commercial	ADJ;NOM;FEM;PL	ADJ;MASC;SG
kommerzielle	commerciale	kommerziell	commercial	ADJ;NOM;FEM;PL	ADJ;FEM;SG
korrigieren	correction	korrigieren	correction	V;NFIN	N;FEM;SG
korrigieren	rectification	korrigieren	rectification	V;NFIN	N;FEM;SG
korrigieren	correcteur	korrigieren	correcteur	V;NFIN	N;MASC;SG
korrigieren	rectificatif	korrigieren	rectificatif	V;NFIN	ADJ;MASC;SG
korrigieren	fix	korrigieren	fix	V;NFIN	N;MASC;SG
korrigieren	correctif	korrigieren	correctif	V;NFIN	N;MASC;SG
korrigieren	exact	korrigieren	exact	V;NFIN	ADJ;MASC;SG
korrigieren	correct	korrigieren	correct	V;NFIN	ADJ;MASC;SG
korrigieren	correcte	korrigieren	correct	V;NFIN	ADJ;FEM;SG
mechanische	mécanique	mechanisch	mécanique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
moor	lande	moor	lande		N;FEM;SG
moor	maure	moor	maure		N;MASC;SG
moor	marécage	moor	marécage		N;MASC;SG
moor	marais	moor	marais		N;MASC;SG
moor	marsh	moor	marsh		PROPN
moor	maures	moor	maure		N;MASC;PL
moor	marécage	moor	marécage		N;MASC;SG
bezeugt	témoigné	bezeugen	témoigner	ADJ;V.PTCP	V;MASC;SG;PST;V.PTCP
schach	échecs	schach	échec	ADJ	N;MASC;PL
schach	echec	schach	echec	ADJ	N;MASC;SG
hauptquartier	siège	hauptquartier	siège		N;MASC;SG
ward	ward	werden	ward		PROPN
ward	pupille	werden	pupille		N;FEM;SG
vieles	nombreux	viel	nombreux	PRO;NOM;INDF;NEUT;SG	ADJ;MASC;PL
vieles	beaucoup	viel	beaucoup	PRO;NOM;INDF;NEUT;SG	ADV
vieles	nombreuses	viel	nombreux	PRO;NOM;INDF;NEUT;SG	ADJ;FEM;PL
vieles	plusieurs	viel	plusieurs	PRO;NOM;INDF;NEUT;SG	PRO;PL
vieles	much	viel	much	PRO;NOM;INDF;NEUT;SG	INTJ
vieles	beaucoup	viel	beaucoup	PRO;NOM;INDF;NEUT;SG	ADV
einheitlich	unifiée	einheitlich	unifier	ADJ	V;FEM;SG;PST;V.PTCP
einheitlich	unifiées	einheitlich	unifier	ADJ	V;FEM;PL;PST;V.PTCP
einheitlich	unifié	einheitlich	unifier	ADJ	V;MASC;SG;PST;V.PTCP
einheitlich	unifiés	einheitlich	unifié	ADJ	V;MASC;PL;PST;V.PTCP
einheitlich	uniformément	einheitlich	uniformément	ADJ	ADV
ehrungen	hommages	ehringen	hommage	V;NFIN	N;MASC;PL
ehrungen	distinctions	ehringen	distinction	V;NFIN	N;FEM;PL
ehrungen	honneurs	ehringen	honneur	V;NFIN	N;MASC;PL
ehrungen	honneurs	ehringen	honneur	V;NFIN	N;MASC;PL
auftauchen	émergence	auftauchen	émergence	V;NFIN	N;FEM;SG
steinen	pierres	stein	pierre	V;NFIN	N;FEM;PL
breitengrad	latitude	breitengrad	latitude	ADJ	N;FEM;SG
breitengrad	latitudes	breitengrad	latitude	ADJ	N;FEM;PL
breitengrad	parallèlement	breitengrad	parallèlement	ADJ	ADV
breitengrad	parallèle	breitengrad	parallèle	ADJ	N;MASC;SG
breitengrad	longitude	breitengrad	longitude	ADJ	N;FEM;SG
silberne	silver	silbern	silver	ADJ;NOM;FEM;PL	PROPN
silberne	argent	silbern	argent	ADJ;NOM;FEM;PL	N;MASC;SG
silberne	argenterie	silbern	argenterie	ADJ;NOM;FEM;PL	N;FEM;SG
silberne	argenté	silbern	argenté	ADJ;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
silberne	argenté	silbern	argenté	ADJ;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
commonwealth	commonwealth	commonwealth	commonwealth	ADJ	N;MASC;SG
commonwealth	cac	commonwealth	cac	ADJ	N;MASC;SG
hohenzollern	hohenzollern	hohenzollern	hohenzollern	ADJ;PL	PROPN
klang	sound	klingen	sound		PROPN
klang	sonore	klingen	sonore		ADJ;MASC;SG
klang	son	klingen	son		DET;MASC;SG
klang	semblait	klingen	sembler		V;IND;SG;3;IPFV;FIN
klang	sonnait	klingen	sonner		V;IND;SG;3;IPFV;FIN
klang	klang	klingen	klang		PROPN
verpflichtete	enrôlés	verpflichten	enrôler	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
malta	malte	malta	malte		PROPN
sitzung	assise	sitzung	asseoir	N;SG	V;FEM;SG;PST;V.PTCP
sitzung	assis	sitzung	assis	N;SG	V;MASC;SG;PST;V.PTCP
bolivien	boliviens	bolivien	bolivien	PROPN;NOM;NEUT;SG	ADJ;MASC;PL
bolivien	bolivienne	bolivien	bolivien	PROPN;NOM;NEUT;SG	ADJ;FEM;SG
bolivien	bolivien	bolivien	bolivien	PROPN;NOM;NEUT;SG	ADJ;MASC;SG
bolivien	bolivie	bolivien	bolivie	PROPN;NOM;NEUT;SG	PROPN
bolivien	bolivie	bolivien	bolivie	PROPN;NOM;NEUT;SG	PROPN
wohin	oú	wohin	oú	ADV	CONJ
wohin	où	wohin	où	ADV	PRO
schwerpunkte	souligne	schwerpunkt	souligner	ADJ;SG	V;IND;SG;3;PRS;FIN
schwerpunkte	focus	schwerpunkt	focus	ADJ;SG	N;MASC;SG
schwerpunkte	concentrer	schwerpunkt	concentrer	ADJ;SG	V;NFIN
schwerpunkte	priorités	schwerpunkt	priorité	ADJ;SG	N;FEM;PL
seoul	séoul	seoul	séoul	PROPN;NOM;MASC;SG	PROPN
verpflichtung	pacte	verpflichtung	pacte	V;IND;SG;3;PRS;FIN	N;MASC;SG
verpflichtung	obligation	verpflichtung	obligation	V;IND;SG;3;PRS;FIN	N;FEM;SG
verpflichtung	engagement	verpflichtung	engagement	V;IND;SG;3;PRS;FIN	N;MASC;SG
verpflichtung	engagements	verpflichtung	engagement	V;IND;SG;3;PRS;FIN	N;MASC;PL
teilnahmen	participé	teilnehmen	participer	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
teilnahmen	participé	teilnehmen	participer	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
teilnahmen	participations	teilnehmen	participation	V;IND;PL;3;PST;FIN	N;FEM;PL
aufsatz	essai	aufsatzen	essai		N;MASC;SG
leiche	cadavre	leiche	cadavre	ADJ;NOM;FEM;SG	N;MASC;SG
leiche	cadavre	leiche	cadavre	ADJ;NOM;FEM;SG	N;MASC;SG
warner	avertisseur	warn	avertisseur	PROPN	N;MASC;SG
warner	warner	warn	warner	PROPN	PROPN
verträge	traités	verträgen	traiter	N;NOM;PL	V;MASC;PL;PST;V.PTCP
nordsee	nord	nordsee	nord	PROPN;NOM;SG	N;MASC;SG
abschied	adieu	abscheiden	adieu		
abschied	adieux	abscheiden	adieux		N;MASC;PL
abschied	adieu	abscheiden	adieu		
abschied	adieux	abscheiden	adieux		N;MASC;PL
perfekt	parfaitement	perfekt	parfaitement	ADJ	ADV
burgruine	ruines	burgruin	ruine	PROPN;NOM;SG	N;FEM;PL
burgruine	ruine	burgruin	ruine	PROPN;NOM;SG	N;FEM;SG
kommunisten	communisme	kommunist	communisme	N;PL	N;MASC;SG
kommunisten	communiste	kommunist	communiste	N;PL	ADJ;MASC;SG
ngc	ngc	ngc	ngc	PROPN;NOM;SG	
definieren	définition	definieren	définition	V;NFIN	N;FEM;SG
augustin	augustin	augusten	augustin	PROPN;NOM;MASC;SG	PROPN
augustin	augustine	augusten	augustin	PROPN;NOM;MASC;SG	PROPN
augustin	augustin	augusten	augustin	PROPN;NOM;MASC;SG	PROPN
werdegang	carrière	werdegang	carrière		N;FEM;SG
werdegang	histoire	werdegang	histoire		N;FEM;SG
werdegang	historique	werdegang	historique		ADJ;MASC;SG
organ	organes	organ	organe		N;MASC;PL
organ	orgue	organ	orgue		N;MASC;SG
organ	organe	organ	organe		N;MASC;SG
busse	bus	büssen	bus		N;MASC;SG
busse	autobus	büssen	autobus		N;MASC;SG
busse	autocars	büssen	autocars		N;MASC;PL
busse	entraîneurs	büssen	entraîneur		N;MASC;PL
busse	coachs	büssen	coach		N;MASC;PL
busse	bus	büssen	bus		N;MASC;SG
busse	autobus	büssen	autobus		N;MASC;SG
busse	autocars	büssen	autocars		N;MASC;PL
mineral	minéral	mineral	minéral	PROPN	N;MASC;SG
mineral	minéraux	mineral	minéral	PROPN	N;MASC;PL
mineral	minérales	mineral	minéral	PROPN	ADJ;FEM;PL
mineral	minéral	mineral	minéral	PROPN	N;MASC;SG
mineral	minéraux	mineral	minéral	PROPN	N;MASC;PL
mixed	mélangé	mixed	mélanger	PROPN	V;MASC;SG;PST;V.PTCP
mixed	mixtes	mixed	mixte	PROPN	ADJ;MASC;PL
mixed	mélangés	mixed	mélanger	PROPN	V;MASC;PL;PST;V.PTCP
mixed	mixte	mixed	mixte	PROPN	ADJ;MASC;SG
konzerten	concerts	konzern	concert	V;FIN	N;MASC;PL
holger	holger	holger	holger		PROPN
kommissar	inspectrice	kommissar	inspecteur	PROPN	N;FEM;SG
kommissar	inspecteur	kommissar	inspecteur	PROPN	N;MASC;SG
kommissar	détective	kommissar	détective	PROPN	N;MASC;SG
kommissar	inspectrice	kommissar	inspecteur	PROPN	N;FEM;SG
kommissar	inspecteur	kommissar	inspecteur	PROPN	N;MASC;SG
kommissar	commissaire	kommissar	commissaire	PROPN	N;MASC;SG
kommissar	surintendant	kommissar	surintendant	PROPN	N;MASC;SG
kommissar	commissaire	kommissar	commissaire	PROPN	N;MASC;SG
erlernte	apprises	erlernen	apprise	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
erlernte	apprises	erlernen	apprise	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
präsentierte	présentés	präsentieren	présenter	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
präsentierte	présentées	präsentieren	présenter	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
dream	reve	dream	reve		N;MASC;SG
dream	rêves	dream	rêve		N;MASC;PL
dream	dream	dream	dream		PROPN
dream	rêver	dream	rêver		V;NFIN
dream	rêve	dream	rêve		N;MASC;SG
aktien	stocks	akteinen	stock		N;MASC;PL
aktien	encours	akteinen	encours		N;MASC;PL
aktien	stock	akteinen	stock		N;MASC;SG
aktien	partage	akteinen	partage		N;MASC;SG
aktien	parts	akteinen	part		N;FEM;PL
aktien	actions	akteinen	action		N;FEM;PL
aktien	partages	akteinen	partage		N;MASC;PL
aktien	égalité	akteinen	égalité		N;FEM;SG
aktien	équité	akteinen	équité		N;FEM;SG
grammatik	grammaire	grammatik	grammaire	ADJ	N;FEM;SG
lustig	fun	lustig	fun	ADJ	N;MASC;SG
lustig	plaisir	lustig	plaisir	ADJ	N;MASC;SG
lustig	tordant	lustig	torder	ADJ	V;PRS;V.PTCP
fernseh	téléviseur	fernseh	téléviseur		N;MASC;SG
fernseh	télévision	fernseh	télévision		N;FEM;SG
fernseh	télé	fernseh	télé		N;FEM;SG
landshut	landshut	landshut	landshut		PROPN
silver	silver	silver	silver	PROPN	PROPN
silver	argent	silver	argent	PROPN	N;MASC;SG
silver	argenterie	silver	argenterie	PROPN	N;FEM;SG
silver	argenté	silver	argenté	PROPN	V;MASC;SG;PST;V.PTCP
case	cas	case	cas		N;MASC;SG
case	étui	case	étui		N;MASC;SG
case	affaire	case	affaire		N;FEM;SG
spanier	espagnols	spanier	espagnol		ADJ;MASC;PL
upper	supérieure	upper	supérieur		ADJ;FEM;SG
upper	supérieur	upper	supérieur		ADJ;MASC;SG
filter	filtres	filter	filtre	ADJ	N;MASC;PL
filter	filtrer	filter	filtrer	ADJ	V;NFIN
filter	filtre	filter	filtre	ADJ	N;MASC;SG
filter	filtrage	filter	filtrage	ADJ	N;MASC;SG
filter	filtrant	filter	filtrer	ADJ	V;PRS;V.PTCP
filter	filtres	filter	filtre	ADJ	N;MASC;PL
filter	filtre	filter	filtre	ADJ	N;MASC;SG
hölle	hell	höllen	hell		PROPN
hölle	enfer	höllen	enfer		N;MASC;SG
hölle	hellfire	höllen	hellfire		ADJ;MASC;SG
beat	beat	beaten	beat	PROPN;SG	PROPN
beat	battez	beaten	battre	PROPN;SG	V;IMP;PL;2;PRS;FIN
beat	battu	beaten	battre	PROPN;SG	V;MASC;SG;PST;V.PTCP
beat	battre	beaten	battre	PROPN;SG	V;NFIN
beat	battement	beaten	battement	PROPN;SG	N;MASC;SG
meta	meta	meta	meta	PROPN;NOM;SG	PROPN
meta	méta	meta	méta	PROPN;NOM;SG	PROPN
grade	grade	grad	grade		N;MASC;SG
grade	degrés	grad	degré		N;MASC;PL
grade	diplômes	grad	diplôme		N;MASC;PL
grade	degré	grad	degré		N;MASC;SG
mönch	monk	mönch	monk	PROPN;SG	PROPN
mönch	moine	mönch	moine	PROPN;SG	N;MASC;SG
plateau	plateau	plateau	plateau	ADJ	N;MASC;SG
befreien	libérateur	befreien	libérateur	V;NFIN	N;MASC;SG
befreien	libérateur	befreien	libérateur	V;NFIN	N;MASC;SG
mathematischen	mathématique	mathematisch	mathématique	ADJ;NOM;PL	ADJ;MASC;SG
mathematischen	mathématiques	mathematisch	mathématique	ADJ;NOM;PL	N;FEM;PL
amateur	amateurs	amateur	amateur	PROPN	N;MASC;PL
amateur	amateur	amateur	amateur	PROPN	N;MASC;SG
nachbarschaft	voisins	nachbarschaft	voisin	ADJ	N;MASC;PL
nachbarschaft	voisins	nachbarschaft	voisin	ADJ	N;MASC;PL
nachbarschaft	voisinage	nachbarschaft	voisinage	ADJ	N;MASC;SG
nachbarschaft	quartier	nachbarschaft	quartier	ADJ	N;MASC;SG
nachbarschaft	voisinage	nachbarschaft	voisinage	ADJ	N;MASC;SG
nachbarschaft	quartier	nachbarschaft	quartier	ADJ	N;MASC;SG
staatsanwaltschaft	accusation	staatsanwaltschaft	accusation	ADJ	N;FEM;SG
staatsanwaltschaft	poursuites	staatsanwaltschaft	poursuite	ADJ	N;FEM;PL
staatsanwaltschaft	poursuite	staatsanwaltschaft	poursuite	ADJ	N;FEM;SG
staatsanwaltschaft	procureur	staatsanwaltschaft	procureur	ADJ	N;MASC;SG
popularität	popularité	popularität	popularité	ADJ	N;FEM;SG
oberhausen	oberhausen	oberhausen	oberhausen	PROPN;NOM;NEUT;SG	PROPN
laurent	laurent	laurent	laurer	PROPN;NOM;SG	PROPN
wolfenbüttel	wolfenbüttel	wolfenbüttel	wolfenbüttel	PROPN;NOM;SG	N;MASC;SG
konsequenzen	conséquences	konsequenz	conséquence	V;NFIN	N;FEM;PL
konsequenzen	implications	konsequenz	implication	V;NFIN	N;FEM;PL
konsequenzen	incidences	konsequenz	incidence	V;NFIN	N;FEM;PL
konsequenzen	conséquences	konsequenz	conséquence	V;NFIN	N;FEM;PL
belgische	belge	belgisch	belge	ADJ;NOM;FEM;PL	ADJ;MASC;SG
belgische	belges	belgisch	belge	ADJ;NOM;FEM;PL	N;MASC;PL
rechtsprechung	compétence	rechtsprechung	compétence	ADJ	N;FEM;SG
rechtsprechung	juridiction	rechtsprechung	juridiction	ADJ	N;FEM;SG
rechtsprechung	arrêts	rechtsprechung	arrêt	ADJ	N;MASC;PL
rechtsprechung	jugements	rechtsprechung	jugement	ADJ	N;MASC;PL
rechtsprechung	magistrature	rechtsprechung	magistrature	ADJ	N;FEM;SG
rechtsprechung	jurisprudence	rechtsprechung	jurisprudence	ADJ	N;FEM;SG
bakterien	bactérien	bakterien	bactérien	N;NOM;PL	ADJ;MASC;SG
bakterien	bactérienne	bakterien	bactérien	N;NOM;PL	ADJ;FEM;SG
bakterien	bactériennes	bakterien	bactérien	N;NOM;PL	ADJ;FEM;PL
bakterien	bactériennes	bakterien	bactérien	N;NOM;PL	ADJ;FEM;PL
bakterien	bactérienne	bakterien	bactérien	N;NOM;PL	ADJ;FEM;SG
bakterien	bactérie	bakterien	bactérie	N;NOM;PL	N;FEM;SG
martha	martha	martha	martha	PROPN;NOM;SG	PROPN
martha	marthe	martha	marthe	PROPN;NOM;SG	N;FEM;SG
pan	pan	pan	pan	PROPN;NOM;MASC;SG	N;MASC;SG
pan	casserole	pan	casserole	PROPN;NOM;MASC;SG	N;FEM;SG
channel	canal	channel	canal	PROPN;NOM;SG	N;MASC;SG
channel	chaîne	channel	chaîne	PROPN;NOM;SG	N;FEM;SG
channel	chenal	channel	chenal	PROPN;NOM;SG	N;MASC;SG
channel	channel	channel	channel	PROPN;NOM;SG	N;MASC;SG
übersetzen	traduction	übersetzen	traduction	V;NFIN	N;FEM;SG
übersetzen	traductions	übersetzen	traduction	V;NFIN	N;FEM;PL
erhard	erhard	erherden	erhard	PROPN;NOM;MASC;SG	PROPN
hunderte	centaines	hundern	centaine	NUM	N;FEM;PL
hunderte	centaine	hundern	centaine	NUM	N;FEM;SG
börse	échange	börsen	échange		N;MASC;SG
börse	echange	börsen	echanger		N;MASC;SG
börse	échanger	börsen	échanger		V;NFIN
börse	börse	börsen	börse		PROPN
kings	rois	kings	roi	PROPN;NOM;SG	N;MASC;PL
kings	kings	kings	king	PROPN;NOM;SG	N;MASC;PL
taunus	taunus	taunus	taunus	PROPN;NOM;SG	PROPN
angefangen	démarrage	anfangen	démarrage	V;V.PTCP	N;MASC;SG
damm	dam	damm	dam		N;MASC;SG
damm	barrage	damm	barrage		N;MASC;SG
damm	digue	damm	digue		N;FEM;SG
damm	damm	damm	damm		PROPN
genua	gênes	genua	gênes	PROPN;NOM;SG	N;FEM;PL
genua	genova	genua	genova	PROPN;NOM;SG	PROPN
cook	cuisiner	cook	cuisiner	PROPN;NOM;SG	V;NFIN
cook	cuisinier	cook	cuisinier	PROPN;NOM;SG	N;MASC;SG
cook	cuire	cook	cuire	PROPN;NOM;SG	V;NFIN
cook	cook	cook	cook	PROPN;NOM;SG	PROPN
cook	cuisinière	cook	cuisinier	PROPN;NOM;SG	N;FEM;SG
