godine	årevis	godina	årevis	N;GEN;FEM;SG	ADV
hektara	acres	hektar	acres	N;GEN;MASC;PL	N;INDF;NEUT;SG
pronađena	funnet	pronaći	finne	ADJ;NOM;DEF;FEM;SG;V.PTCP	N;DEF;NEUT;SG
pronađena	fann	pronaći	finne	ADJ;NOM;DEF;FEM;SG;V.PTCP	V;IND;PST;FIN
pronađena	fant	pronaći	finne	ADJ;NOM;DEF;FEM;SG;V.PTCP	V;IND;PST;FIN
pronađena	funne	pronaći	finne	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
polovica	halvt	polovica	halv	N;NOM;FEM;SG	ADJ;INDF;NEUT;SG
polovica	halve	polovica	halv	N;NOM;FEM;SG	ADJ;DEF;SG
polovica	halv	polovica	halv	N;NOM;FEM;SG	ADJ;INDF;SG
podmornice	ubåt	podmornica	ubåt	N;NOM;FEM;PL	N;INDF;MASC;SG
podmornice	ubåter	podmornica	ubåte	N;NOM;FEM;PL	N;INDF;MASC;SG
podmornice	ubåter	podmornica	ubåte	N;NOM;FEM;PL	N;INDF;MASC;SG
opsade	beleiring	opsada	beleiring	N;NOM;FEM;PL	N;INDF;FEM;SG
opsade	beleiringen	opsada	beleiring	N;NOM;FEM;PL	N;DEF;MASC;SG
protok	flyt	protok	flyte	N;NOM;MASC;SG	V;IMP;PRS;FIN
pisci	forfattere	pisac	forfattere	N;NOM;MASC;PL	V;NFIN
nestao	manglende	nestati	manglende	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;NEUT;SG
nestao	savnet	nestati	savn	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
nestao	forsvunnet	nestati	forsvinne	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
nestao	mangler	nestati	mangle	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PRS;FIN
puna	full	pun	full	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
puna	fullt	pun	full	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
puna	fult	pun	føle	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
puna	mett	pun	mett	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
iranski	iransk	iranski	iransk	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
iranski	iranske	iranski	iransk	ADJ;NOM;DEF;MASC;SG	ADJ;PL
zaštitnik	beskytter	zaštitnik	beskytte	N;NOM;MASC;SG	N;INDF;FEM;PL
zaštitnik	beskytter	zaštitnik	beskytte	N;NOM;MASC;SG	N;INDF;FEM;PL
jedinstveni	unik	jedinstven	unik	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
jedinstveni	unikt	jedinstven	unik	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
jedinstveni	unike	jedinstven	unik	ADJ;NOM;DEF;MASC;SG	ADJ;PL
financijski	økonomiske	financijski	økonomisk	ADV	ADJ;PL
financijski	økonomisk	financijski	økonomisk	ADV	ADJ;INDF;NEUT;SG
žrtva	offer	žrtva	offer	N;NOM;FEM;SG	N;INDF;NEUT;PL
okružen	omringet	okružiti	omring	ADJ;NOM;INDF;MASC;SG;V.PTCP	N;DEF;NEUT;SG
okružen	omgitt	okružiti	omgi	ADJ;NOM;INDF;MASC;SG;V.PTCP	N;INDF;MASC;SG
maine	maine	maina	main	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
franjevački	fransiskaner	franjevački	fransiskane	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;PL
pomorski	maritime	pomorski	maritim	ADV	ADJ;PL
tennessee	tennessee	tennesse	tennessee	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
stavljen	plasserte	staviti	plassere	ADJ;NOM;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN
skok	sprang	skok	springe	N;NOM;MASC;SG	V;IND;PST;FIN
susreti	møter	susret	møte	N;NOM;MASC;PL	V;IND;PRS;FIN
spojevi	ledd	spoj	ledd	N;NOM;MASC;PL	N;INDF;NEUT;SG
živa	kvikksølv	živ	kvikksølv	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
živa	mercury	živ	mercury	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
unutarnji	intern	unutarnji	intern	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
unutarnji	internt	unutarnji	intern	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
unutarnji	indre	unutarnji	indre	ADJ;NOM;DEF;MASC;SG	ADJ;CMPR
yin	yin	yin	yin	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
silver	silver	silver	silver	ADP	N;INDF;SG
silver	sølv	silver	sølv	ADP	N;INDF;NEUT;SG
digitalni	digitalt	digitalan	digital	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
digitalni	digitale	digitalan	digital	ADJ;NOM;DEF;MASC;SG	ADJ;PL
digitalni	digital	digitalan	digital	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
sumnje	mistanke	sumnja	mistanke	N;NOM;FEM;PL	N;INDF;MASC;SG
sumnje	mistanker	sumnja	mistanke	N;NOM;FEM;PL	N;INDF;MASC;SG
sumnje	tvile	sumnja	tvile	N;NOM;FEM;PL	N;INDF;FEM;SG
sumnje	tvil	sumnja	tvil	N;NOM;FEM;PL	N;INDF;MASC;SG
renesanse	renessansen	renesanse	renessanse	N;NOM;FEM;PL	N;DEF;MASC;SG
bobby	bobby	bobby	bobby	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
gill	gill	gill	gill	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
nacije	nasjon	nacija	nasjon	N;NOM;FEM;PL	N;INDF;MASC;SG
nacije	nation	nacija	nation	N;NOM;FEM;PL	N;INDF;MASC;SG
campbell	campbell	campbell	campbell	PROPN;NOM;MASC;SG	PROPN
želje	ønsker	želja	ønske	N;NOM;FEM;PL	V;IND;PRS;FIN
popularnosti	popularitet	popularnost	popularitet	N;NOM;FEM;PL	N;INDF;MASC;SG
jon	jon	jon	jon	PROPN;NOM;MASC;SG	N;MASC
muškarac	mannlige	muškarac	mannlig	N;NOM;MASC;SG	ADJ;PL
muškarac	mannlig	muškarac	mannlig	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG
nastavi	fortsett	nastaviti	fortsetje	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
nastavi	fortsette	nastaviti	fortsette	V;IND;SG;3;PRS;FIN	ADJ;INDF;SG;V.PTCP
ross	ross	ross	ross	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
povezano	koblet	povezan	kobl	ADJ;NOM;DEF;NEUT;SG;V.PTCP	N;DEF;NEUT;SG
povezano	tilkoblet	povezan	tilkobet	ADJ;NOM;DEF;NEUT;SG;V.PTCP	N;DEF;NEUT;SG
povezano	relatert	povezan	relatere	ADJ;NOM;DEF;NEUT;SG;V.PTCP	ADJ;INDF;SG;V.PTCP
povezano	relaterte	povezan	relatere	ADJ;NOM;DEF;NEUT;SG;V.PTCP	ADJ;PL;V.PTCP
radnici	arbeidere	radnik	arbeidere	N;NOM;MASC;PL	N;INDF;FEM;SG
kombinaciji	kombinert	kombinacija	kombinere	N;DAT;FEM;SG	ADJ;INDF;SG;V.PTCP
santos	santos	santos	santos	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
postotak	prosent	postotak	prosent	N;NOM;MASC;SG	N;INDF;MASC;PL
ive	ive	ive	ive	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
tradicionalna	tradisjonelt	tradicionalan	tradisjonell	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
tradicionalna	tradisjonelle	tradicionalan	tradisjonell	ADJ;NOM;DEF;FEM;SG	ADJ;PL
tradicionalna	tradisjonell	tradicionalan	tradisjonell	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
stigla	ankom	stići	ankom	V;FEM;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
stigla	kommet	stići	komme	V;FEM;SG;PST;V.PTCP;ACT	
stigla	ankommet	stići	ankom	V;FEM;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
western	vestlig	western	vestlig	ADP	ADJ;INDF;NEUT;SG
western	vestlige	western	vestlig	ADP	ADJ;PL
western	western	western	western	ADP	N
korijena	røtter	korijen	røtte	N;GEN;MASC;SG	N;INDF;FEM;PL
psi	fotballturnering	pas	fotballturnering	N;NOM;MASC;PL	N;INDF;FEM;SG
psi	hunder	pas	hunder	N;NOM;MASC;PL	N;INDF;MASC;SG
psi	dogs	pas	dogs	N;NOM;MASC;PL	N;INDF;MASC;SG
sustavno	systematisk	sustavno	systematisk	ADV	ADJ;INDF;NEUT;SG
sustavno	systematisk	sustavno	systematisk	ADV	ADJ;INDF;NEUT;SG
robe	rob	roba	rob	N;NOM;FEM;PL	PROPN
primljen	mottok	primiti	motta	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN
primljen	mottatte	primiti	motta	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS	N;INDF;FEM;SG
poticaj	fremme	poticaj	fremme	N;NOM;MASC;SG	V;NFIN
poticaj	fremmer	poticaj	fremme	N;NOM;MASC;SG	V;IND;PRS;FIN
andrew	andrew	andrew	andrew	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
fischer	fischer	fischer	fischer	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
objavljeni	utgitt	objaviti	utgitt	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
objavljeni	publiserte	objaviti	publisere	ADJ;NOM;DEF;MASC;PL;V.PTCP	V;IND;PST;FIN
objavljeni	publisert	objaviti	publisere	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;SG;V.PTCP
zakone	lovgivning	zakon	lovgivning	N;ACC;MASC;PL	N;INDF;FEM;SG
miguel	miguel	miguel	miguel	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
spasiti	rescue	spasiti	rescue	V;NFIN	N;INDF;NEUT;SG
spasiti	unnsetning	spasiti	unnsetning	V;NFIN	N;INDF;FEM;SG
spasiti	redningen	spasiti	redning	V;NFIN	N;DEF;MASC;SG
spasiti	redning	spasiti	redning	V;NFIN	N;INDF;FEM;SG
spasiti	redde	spasiti	redd	V;NFIN	ADJ;PL
široka	wide	širok	wide	ADJ;NOM;DEF;FEM;SG	N
široka	bred	širok	bred	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
široka	bredt	širok	bredt	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
široka	brei	širok	brei	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
široka	vid	širok	vid	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
široka	bred	širok	bred	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
široka	bredt	širok	bredt	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
široka	brede	širok	brede	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
veže	binder	veža	binde	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
cook	kokk	cook	kokk	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
cook	kokke	cook	kokke	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
cook	steker	cook	steker	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
cook	cook	cook	cook	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
cook	kokka	cook	kokke	PROPN;NOM;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
chi	chi	chi	chi	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ivie	ivie	ivo	ivie		N;INDF;MASC;SG
anna	anna	anna	annan	N;NOM;FEM;SG	DET;INDF;NEUT;SG
uključen	inkluderes	uključiti	inkluderes	ADJ;NOM;MASC;SG;V.PTCP	V;FIN
uključen	inkluderte	uključiti	inkludere	ADJ;NOM;MASC;SG;V.PTCP	V;IND;PST;FIN
uključen	involverte	uključiti	involvere	ADJ;NOM;MASC;SG;V.PTCP	ADJ;PL;V.PTCP
uključen	innblandet	uključiti	innbland	ADJ;NOM;MASC;SG;V.PTCP	N;DEF;NEUT;SG
usko	smale	usko	smale	ADV	ADJ;PL
usko	smal	usko	smal	ADV	ADJ;INDF;SG
collins	collins	collins	collins	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
klasični	klassisk	klasičan	klassisk	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
klasični	klassiker	klasičan	klassiker	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
klasični	klassiske	klasičan	klassisk	ADJ;NOM;DEF;MASC;SG	ADJ;PL
klasični	classic	klasičan	classic	ADJ;NOM;DEF;MASC;SG	N
heller	heller	heller	heller	N;NOM;MASC;SG	ADV
gordon	gordon	gordon	gordon	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
bdp	bnp	bdp	bnp	N;NOM;MASC;SG	N;NEUT
off	off	off	off	PROPN;NOM;MASC;SG	N;INDF;NEUT
off	av	off	av	PROPN;NOM;MASC;SG	ADP
utah	utah	utah	utah	PROPN;NOM;MASC;SG	PROPN
sastavljen	samlet	sastaviti	saml	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
duhovne	spirituell	duhovan	spirituell	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;SG
duhovne	åndelig	duhovan	åndelig	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;SG
land	land	land	land	ADP	N;INDF;NEUT;SG
kir	kir	kir	kir	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
udaljena	fjerne	udaliti	fjern	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;PL
udaljena	fjernt	udaliti	fjern	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG
udaljena	fjern	udaliti	fjern	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;SG
udaljena	remote	udaliti	remote	ADJ;NOM;DEF;FEM;SG;V.PTCP	N;INDF;NEUT;SG
udaljena	fjernkontroll	udaliti	fjernkontroll	ADJ;NOM;DEF;FEM;SG;V.PTCP	N;INDF;MASC;SG
izumrli	utdødd	izumrijeti	utdødd	V;MASC;PL;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG
škotski	skotsk	škotski	skotsk	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
marc	marc	marc	marc	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
niger	niger	niger	niger	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
peta	peta	peti	pete	ADJ;NOM;FEM;SG	PROPN
peta	fifth	peti	fifth	ADJ;NOM;FEM;SG	N
peta	hæl	peti	hæl	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
peta	hælen	peti	hæl	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
matematike	matte	matematika	matte	N;NOM;FEM;PL	N;INDF;MASC;SG
matematike	matematikk	matematika	matematikk	N;NOM;FEM;PL	N;INDF;MASC;SG
domovine	hjemlandet	domovina	hjemland	N;NOM;FEM;PL	N;DEF;NEUT;SG
domovine	hjemland	domovina	hjemland	N;NOM;FEM;PL	N;INDF;MASC;SG
domovine	homeland	domovina	homeland	N;NOM;FEM;PL	N;INDF;NEUT;SG
škotska	skottlands	škotski	skottlands	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
škotska	skottland	škotski	skottland	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
škotska	scotland	škotski	scotland	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
škotska	skotsk	škotski	skotsk	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
popularni	populært	popularan	populær	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
popularni	populære	popularan	populær	ADJ;NOM;DEF;MASC;SG	ADJ;PL
popularni	populær	popularan	populær	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
popularni	folkelig	popularan	folkelig	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
prevladava	seirer	prevladavati	seire	V;IND;SG;3;PRS;FIN	N;INDF;MASC;PL
uništen	ødelegges	uništiti	ødelegges	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
dakota	dakota	dakot	dakota	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
mil	mil	mil	mil	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
sedmi	sjuende	sedmi	sjuende	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
sedmi	seventh	sedmi	seventh	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
sedmi	syvende	sedmi	syvende	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
natjecateljski	konkurransedyktige	natjecateljski	konkurransedyktig	ADV	ADJ;PL
natjecateljski	konkurransedyktig	natjecateljski	konkurransedyktig	ADV	ADJ;INDF;NEUT;SG
budimpešti	budapest	budimpešt	budapest	PROPN;DAT;FEM;SG	N;INDF;MASC;SG
napravi	make	napraviti	make	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
napravi	gjøre	napraviti	gjøre	V;IND;SG;3;PRS;FIN	
žuta	gult	žut	gul	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
žuta	gule	žut	gul	ADJ;NOM;DEF;FEM;SG	ADJ;PL
žuta	gul	žut	gul	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
dinama	sanddynene	dina	sanddyn	N;ACC;MASC;SG	N;DEF;MASC;PL
kentucky	kentucky	kentucky	kentucky	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
volim	elsk	voljeti	elsk	V;IND;SG;1;PRS;FIN	N;INDF;MASC;SG
volim	love	voljeti	love	V;IND;SG;1;PRS;FIN	N;INDF;FEM;SG
volim	kjærligheten	voljeti	kjærlighet	V;IND;SG;1;PRS;FIN	N;DEF;MASC;SG
volim	elsker	voljeti	elsker	V;IND;SG;1;PRS;FIN	N;INDF;FEM;PL
volim	kjærlighet	voljeti	kjærlighet	V;IND;SG;1;PRS;FIN	N;INDF;FEM;SG
časti	ære	čast	ære	N;NOM;FEM;PL	N;INDF;FEM;SG
časti	ære	čast	ære	N;NOM;FEM;PL	N;INDF;FEM;SG
uči	læring	učiti	læring	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
uči	learn	učiti	learn	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
uči	lære	učiti	lære	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
uči	lær	učiti	lær	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
tipično	typisk	tipično	typisk	ADV	ADJ;INDF;NEUT;SG
tipično	typiske	tipično	typisk	ADV	ADJ;PL
komunisti	kommunister	komunist	kommunister	N;NOM;MASC;PL	N;INDF;MASC;SG
komunisti	kommunist	komunist	kommunist	N;NOM;MASC;PL	N;INDF;MASC;SG
komunisti	kommunistisk	komunist	kommunistisk	N;NOM;MASC;PL	ADJ;INDF;NEUT;SG
vijetnam	vietnam	vijetan	vietnam	ADV	N;INDF;MASC;SG
roba	rob	roba	rob	N;NOM;FEM;SG	PROPN
roba	varer	roba	vare	N;NOM;FEM;SG	N;INDF;FEM;PL
roba	varer	roba	vare	N;NOM;FEM;SG	N;INDF;FEM;PL
roba	varene	roba	vare	N;NOM;FEM;SG	N;DEF;FEM;PL
jedinstven	unike	jedinstven	unik	ADJ;NOM;INDF;MASC;SG	ADJ;PL
vrijedan	verdige	vrijedan	verdig	ADJ;NOM;INDF;MASC;SG	ADJ;PL
posjeta	besøker	posjet	besøke	N;GEN;MASC;SG	V;IND;PRS;FIN
posjeta	besøke	posjet	besøke	N;GEN;MASC;SG	V;NFIN
prikazani	vist	prikazati	vise	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
prikazani	vist	prikazati	vise	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
prikazani	vises	prikazati	vises	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;INDF;MASC;SG
jedinstvena	unik	jedinstven	unik	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
jedinstvena	unikt	jedinstven	unik	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
jedinstvena	unike	jedinstven	unik	ADJ;NOM;DEF;FEM;SG	ADJ;PL
vezni	midtbanen	vezni	midtban	ADJ;NOM;DEF;MASC;SG	N;DEF;MASC;SG
matt	matt	matt	matt	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
janko	janko	janko	janko	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
lijepa	vakker	lijep	vakker	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
lijepa	nydelige	lijep	nydelig	ADJ;NOM;DEF;FEM;SG	ADJ;PL
lijepa	vakkert	lijep	vakker	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
lijepa	pen	lijep	pen	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
lijepa	pene	lijep	pen	ADJ;NOM;DEF;FEM;SG	ADJ;PL
lijepa	ganske	lijep	ganske	ADJ;NOM;DEF;FEM;SG	ADV
lopte	balla	lopta	balle	N;NOM;FEM;PL	ADJ;INDF;SG;V.PTCP
zaključio	avsluttet	zaključiti	avslutt	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
škotske	skottlands	škotski	skottlands	ADJ;NOM;DEF;FEM;PL	N;INDF;MASC;SG
škotske	skottland	škotski	skottland	ADJ;NOM;DEF;FEM;PL	N;INDF;MASC;SG
škotske	scotland	škotski	scotland	ADJ;NOM;DEF;FEM;PL	N;INDF;NEUT;SG
pravilno	skikkelig	pravilno	skikkelig	ADV	ADJ;INDF;NEUT;SG
pravilno	ordentlig	pravilno	ordentlig	ADV	ADJ;INDF;SG
promicanje	promoterer	promicanje	promotere	N;NOM;NEUT;SG	V;IND;PRS;FIN
promicanje	promotere	promicanje	promotere	N;NOM;NEUT;SG	V;NFIN
misao	tenkte	misao	tenkje	N;NOM;FEM;SG	V;IND;PST;FIN
misao	trodde	misao	tro	N;NOM;FEM;SG	V;IND;PST;FIN
diego	diego	diego	diego	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
sekunde	sekunder	sekunda	sekunde	N;NOM;FEM;PL	N;INDF;MASC;SG
komedije	komedie	komedija	komedie	N;NOM;FEM;PL	N;INDF;MASC;SG
komedije	komedier	komedija	komedium	N;NOM;FEM;PL	N;INDF;MASC;SG
egipatski	egyptisk	egipatski	egyptisk	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
tel	tel	tel	telje	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
uklanjanje	fjerne	uklanjanje	fjern	N;NOM;NEUT;SG	ADJ;PL
uklanjanje	fjerner	uklanjanje	fjerne	N;NOM;NEUT;SG	N;INDF;FEM;PL
emil	emil	emil	emil	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
venecija	venedig	venecija	venedig	N;NOM;FEM;SG	ADJ;INDF;SG
vjerovao	trodd	vjerovati	tro	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
vjerovao	pålitelig	vjerovati	pålitelig	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;SG
vjerovao	betrodde	vjerovati	betrodd	V;MASC;SG;PST;V.PTCP;ACT	ADJ;PL
vjerovao	betrodd	vjerovati	betrodd	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
literature	litteratur	literatura	litteratur	N;NOM;FEM;PL	N;INDF;MASC;SG
roy	roy	roy	roy	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ranjen	såret	ranjen	sår	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
ranjen	skadde	ranjen	skade	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;PL;V.PTCP
uništena	ødelagt	uništen	ødeleggje	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
uništena	ødelegges	uništen	ødelegges	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;INDF;MASC;SG
uništena	tilintetgjort	uništen	tilintetgjere	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
uništena	ødelagt	uništen	ødeleggje	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
uništena	ruinert	uništen	ruinere	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
krilima	vinger	kril	vinge	N;INS;MASC;PL	N;INDF;MASC;SG
krivo	feil	krivo	feil	ADV	ADJ;INDF;NEUT;SG
ruiz	ruiz	ruiz	ruiz	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
erigeron	erigeron	erigeron	erigeron		N;INDF;MASC;SG
henri	henri	henra	henri	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
dizajnirao	designet	dizajnirati	designet	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
dizajnirao	utformet	dizajnirati	utform	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
mar	mar	mar	mar	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
žice	ledning	Žica	ledning	N;NOM;FEM;PL	N;INDF;FEM;SG
gmelin	gmelin	gmelin	gmelin		N;INDF;MASC;SG
kasno	sen	kasno	sen	ADV	N;INDF;MASC;SG
kasno	seint	kasno	sein	ADV	ADJ;INDF;NEUT;SG
kasno	sein	kasno	sein	ADV	N;INDF;MASC;SG
kasno	sent	kasno	senje	ADV	N;INDF;MASC;SG
blagdani	helligdager	blagdan	helligdag	N;NOM;MASC;PL	N;INDF;MASC;SG
blagdani	skolefri	blagdan	skolefri	N;NOM;MASC;PL	N;INDF;MASC;SG
jezična	språklige	jezičan	språklig	ADJ;NOM;DEF;FEM;SG	ADJ;PL
čuti	høre	čuti	høre	V;NFIN	N;INDF;MASC;SG
oregon	oregon	oregon	oregon	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
posjet	besøke	posjet	besøke	N;NOM;MASC;SG	V;NFIN
ovisnosti	avhengighet	ovisnost	avhengighet	N;NOM;FEM;PL	N;INDF;FEM;SG
trgovci	forhandlere	trgovac	forhandlere	N;NOM;MASC;PL	V;NFIN
usa	usa	us	usa	PROPN;NOM;MASC;SG	N
angel	engelen	angel	engel	ADP	N;DEF;MASC;SG
angel	engel	angel	engel	ADP	N;INDF;MASC;SG
angel	angel	angel	angel	ADP	N;INDF;MASC;SG
nepoznata	ukjent	nepoznat	ukjend	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
nepoznata	ukjente	nepoznat	ukjenn	ADJ;NOM;DEF;FEM;SG	ADJ;PL
nepoznata	uvisst	nepoznat	uviss	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
jasna	jasna	jasan	jasne	ADJ;NOM;DEF;FEM;SG	N;DEF;FEM;SG
wayne	wayne	wayan	wayne	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
procjena	estimert	procjena	estimere	N;NOM;FEM;SG	ADJ;INDF;SG;V.PTCP
procjena	anslått	procjena	anslå	N;NOM;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
dean	dean	dean	dean	N;NOM;MASC;SG	PROPN
