яно	jana	яно	jană		N;DEF;FEM;SG
меню	meniul	меню	meniu	N;INAN;NOM;NEUT;SG	N;DEF;MASC;SG
меню	meniurile	меню	meniu	N;INAN;NOM;NEUT;SG	N;DEF;FEM;PL
меню	meniuri	меню	meniu	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
брюссель	bruxelles	брюссель	bruxelles	PROPN;INAN;NOM;MASC;SG	PROPN
яйце	oul	яйце	ou	N;INAN;NOM;NEUT;SG	N;DEF;MASC;SG
боснія	bosnia	босній	bosnie	PROPN;INAN;NOM;FEM;SG	PROPN
турецькі	turcesc	турецький	turcesc	ADJ;NOM;PL	ADJ;INDF;MASC;SG
турецькі	turc	турецький	turc	ADJ;NOM;PL	ADJ;INDF;MASC;SG
турецькі	turci	турецький	turc	ADJ;NOM;PL	N;INDF;MASC;PL
турецькі	turcă	турецький	turc	ADJ;NOM;PL	N;INDF;FEM;SG
побачила	văzut	побачити	văzut	V;PFV;FEM;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
побачила	fierăstrău	побачити	fierăstrău	V;PFV;FEM;IND;SG;PST;FIN	N;INDF;MASC;SG
побачила	ferăstrău	побачити	ferăstrău	V;PFV;FEM;IND;SG;PST;FIN	N;INDF;MASC;SG
складна	greu	складний	greu	ADJ;NOM;FEM;SG	ADV
складна	tare	складний	tare	ADJ;NOM;FEM;SG	ADV
владимир	vladimir	владимир	vladimir	ADJ;NOM;PL	PROPN
сир	branza	сир	branză	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
сир	brânza	сир	brânză	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
сир	brânză	сир	brânză	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
путіна	putin	путіний	putin	N;ANIM;NOM;MASC;SG	
півфіналі	semifinale	півфінал	semifinal	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
всесвітньо	renumit	всесвітньо	renumit	ADV	ADJ;INDF;MASC;SG
всесвітньо	renumita	всесвітньо	renumita	ADV	ADJ;DEF;FEM;SG
сніг	ninge	сніг	ninge	N;INAN;NOM;MASC;SG	
сніг	zăpada	сніг	zăpadă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
сніг	ninsoare	сніг	ninsoare	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
сніг	zăpadă	сніг	zăpadă	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
сніг	zapada	сніг	zapadă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
необхідним	necesara	необхідний	necesar	ADJ;INS;NEUT;SG	ADJ;DEF;FEM;SG
необхідним	necesare	необхідний	necesar	ADJ;INS;NEUT;SG	ADJ;INDF;FEM;PL
необхідним	necesară	необхідний	necesar	ADJ;INS;NEUT;SG	ADJ;INDF;FEM;SG
необхідним	necesar	необхідний	necesar	ADJ;INS;NEUT;SG	ADV
мануель	manuel	мануель	manuel	PROPN;ANIM;NOM;MASC;SG	PROPN
луганський	lugansk	луганський	lugansk	ADJ;NOM;MASC;SG	ADV
дейв	dave	дейти	davă	PROPN;ANIM;NOM;MASC;SG	PROPN
вілен	vilaine	вілен	vilaină		
візит	vizitati	візит	vizitati	N;INAN;NOM;MASC;SG	V;IND;PL;2;PRS;FIN
візит	vizită	візит	vizită	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
візит	vizita	візит	vizita	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
візит	vizitează	візит	vizita	N;INAN;NOM;MASC;SG	V;IND;3;PRS;FIN
чинний	valabile	чинний	valabil	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
чинний	valabilă	чинний	valabil	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
чинний	validă	чинний	valid	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
чинний	valabilitate	чинний	valabilitate	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
чинний	valabilitatea	чинний	valabilitate	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
чинний	validitatea	чинний	validitate	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
напої	băutură	напій	băutură	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
напої	bea	напій	bea	N;INAN;NOM;MASC;PL	
напої	băutură	напій	băutură	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
напої	băuturile	напій	băutură	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
збирають	recoltare	збирати	recoltare	V;IPFV;IND;PL;3;PRS;FIN	N;INDF;FEM;SG
збирають	recoltarea	збирати	recoltare	V;IPFV;IND;PL;3;PRS;FIN	N;DEF;FEM;SG
попович	popović	поповичнути	popović	PROPN;ANIM;NOM;MASC;SG	
куль	kul	куля	kul	N;INAN;GEN;FEM;PL	
співає	cântă	співати	cânta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PST;FIN
співає	canto	співати	canto	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
співає	cantand	співати	cantand	V;IPFV;IND;SG;3;PRS;FIN	
альфонсо	alfonso	альфонсо	alfonso	PROPN;ANIM;NOM;MASC;SG	PROPN
класичні	clasică	класичний	clasic	ADJ;NOM;PL	ADJ;INDF;FEM;SG
класичні	clasic	класичний	clasic	ADJ;NOM;PL	ADV
класичні	clasica	класичний	clasică	ADJ;NOM;PL	ADJ;DEF;FEM;SG
класичні	classic	класичний	classic	ADJ;NOM;PL	PROPN
грант	subvenție	грант	subvenție		N;INDF;FEM;SG
грант	grant	грант	grant		N;INDF;MASC;SG
співав	sang	співати	sang	V;IPFV;MASC;IND;SG;PST;FIN	
співав	cântat	співати	cânta	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
фінансова	financiară	фінансовий	financiar	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
фінансова	financiar	фінансовий	financiar	ADJ;NOM;FEM;SG	ADV
фінансова	financial	фінансовий	financial	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
фінансова	financiara	фінансовий	financiară	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
фінансова	financiare	фінансовий	financiar	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
надані	furnizat	наданий	furniza	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
надані	furnizată	наданий	furniza	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
ведмідь	ursul	ведмідь	urs	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
ведмідь	ursu	ведмідь	ursu	N;ANIM;NOM;MASC;SG	PROPN
протока	strâmtoarea	протокий	strâmtoare	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
протока	strâmtoare	протокий	strâmtor	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
імператриця	împărăteasă	імператриця	împărăti	N;ANIM;NOM;FEM;SG	ADJ;INDF;FEM;SG
імператриця	împărăteasa	імператриця	împărăteasă	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
контролює	controalele	контролювати	control	V;IPFV;IND;SG;3;PRS;FIN	N;DEF;FEM;PL
контролює	controale	контролювати	control	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
ісландія	islanda	ісландія	islanda	PROPN;INAN;NOM;FEM;SG	PROPN
компаніями	companiile	компанія	companie	N;INAN;INS;FEM;PL	N;DEF;FEM;PL
еро	hérault	еро	hérault	INTJ	N;DEF;FEM;SG
заворушення	tensiunile	заворушення	tensiune	N;INAN;NOM;NEUT;PL	N;DEF;FEM;PL
вітри	vânturile	вітер	vânt	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
безперервно	repetat	безперервно	repetat	ADV	ADJ;INDF;MASC;SG
анджей	andrzej	анджей	andrzej	PROPN;ANIM;NOM;MASC;SG	PROPN
вдова	vaduva	вдова	vaduva	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
вдова	văduva	вдова	văduvă	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
вдова	văduvă	вдова	văduv	N;ANIM;NOM;FEM;SG	ADJ;INDF;FEM;SG
кан	kang	кан	kang		N;INDF;MASC;SG
кан	kahn	кан	kahn		PROPN
кан	kan	кан	kan		N;INDF;MASC;SG
ботаніка	botanică	ботаніка	botanic	N;ANIM;NOM;FEM;SG	ADJ;INDF;FEM;SG
ботаніка	botanica	ботаніка	botanică	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
надійності	fiabilitate	надійність	fiabilitate	N;INAN;GEN;FEM;SG	N;INDF;FEM;SG
надійності	fiabilitatea	надійність	fiabilitate	N;INAN;GEN;FEM;SG	N;DEF;FEM;SG
сов	sauve	сов	sauvă	N;ANIM;NOM;MASC;PL	
грін	greene	грін	greană		PROPN
фрази	frazele	фраза	frază	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
суха	usca	сухий	usca	ADJ;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
суха	uscate	сухий	uscat	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
суха	uscată	сухий	uscat	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
гая	gaia	гай	gaie	PROPN;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
коломия	colomeea	коломия	colomee	PROPN;INAN;NOM;FEM;SG	PROPN
негативний	negativă	негативний	negativ	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
негативний	negative	негативний	negativ	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
негативний	negativ	негативний	negativ	ADJ;NOM;MASC;SG	ADV
вказівки	orientare	вказівка	orientare	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
вказівки	îndrumare	вказівка	îndrumare	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
вказівки	orientările	вказівка	orientare	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
вказівки	instrucțiunile	вказівка	instrucțiune	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
їздив	călărit	їздити	călări	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
здобич	pradă	здобич	pradă	N;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
здобич	prada	здобич	pradă	N;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
криниця	krynica	криниця	kryică	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
благодійний	caritate	благодійний	caritate	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
цезар	caesar	цезар	caesar	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
цезар	cezar	цезар	cezar	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
теннессі	tennessee	теннесс	tennessee	PROPN;INAN;NOM;MASC;SG	PROPN
ханство	hanatul	ханство	hanat	N;INAN;NOM;NEUT;SG	N;DEF;MASC;SG
інна	inna	інний	inna	PROPN;ANIM;NOM;FEM;SG	N;INDF;MASC;SG
боббі	bobby	бобба	bobby	PROPN;ANIM;NOM;MASC;SG	PROPN
боббі	bobbi	бобба	bobbi	PROPN;ANIM;NOM;MASC;SG	PROPN
організовані	organizat	організований	organiza	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
організовані	organizată	організований	organizat	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
номера	numărate	номера	număra	N;INAN;GEN;MASC;SG	ADJ;INDF;FEM;PL
номера	numerotate	номера	numerotate	N;INAN;GEN;MASC;SG	ADJ;INDF;FEM;PL
номера	numărul	номера	număr	N;INAN;GEN;MASC;SG	N;DEF;MASC;SG
озброєні	armat	озброєний	armat	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
озброєні	înarmat	озброєний	înarmat	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
анголи	angola	ангол	angola	PROPN;INAN;NOM;FEM;SG	PROPN
приймав	salariat	приймати	salariat	V;IPFV;MASC;IND;SG;PST;FIN	N;INDF;MASC;SG
приймав	angajatul	приймати	angajat	V;IPFV;MASC;IND;SG;PST;FIN	N;DEF;MASC;SG
приймав	angajat	приймати	angaja	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
приймав	angajată	приймати	angajat	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;INDF;FEM;SG
вінсент	vincent	вінсент	vincent	PROPN;ANIM;NOM;MASC;SG	PROPN
графи	grafice	графа	grafic	N;ANIM;NOM;MASC;PL	ADJ;INDF;FEM;PL
графи	graficele	графа	grafic	N;ANIM;NOM;MASC;PL	N;DEF;FEM;PL
нікола	nicola	нікола	nicola	PROPN;ANIM;NOM;MASC;SG	N;DEF;FEM;SG
нікола	nikola	нікола	nikolă	PROPN;ANIM;NOM;MASC;SG	PROPN
традиційне	tradiţionale	традиційний	tradigional	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
традиційне	tradițional	традиційний	tradițional	ADJ;NOM;NEUT;SG	ADV
традиційне	tradiţional	традиційний	tradiţional	ADJ;NOM;NEUT;SG	ADV
традиційне	tradiţională	традиційний	tradigional	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
підземний	underground	підземний	underground	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
голосувати	vot	голосувати	vot	V;IPFV;NFIN	N;INDF;MASC;SG
екологічний	ecologice	екологічний	ecologic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
екологічний	ecologică	екологічний	ecologic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
юра	jura	юра	jura		V;IND;SG;3;IPFV;FIN
домашній	acasa	домашній	acasa	ADJ;NOM;MASC;SG	
домашній	casă	домашній	casă	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
домашній	acasă	домашній	acasă	ADJ;NOM;MASC;SG	ADV
домашній	home	домашній	homă	ADJ;NOM;MASC;SG	
різноманіття	diversitatea	різноманіття	diversitate	N;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
різноманіття	diversitate	різноманіття	diversitate	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
кримінальний	infractor	кримінальний	infractor	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
кримінальний	criminală	кримінальний	criminal	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
кримінальний	criminal	кримінальний	criminal	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
кримінальний	penal	кримінальний	penal	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
запиту	interogare	запитий	interogare	N;INAN;GEN;MASC;SG	N;INDF;FEM;SG
соціальне	sociale	соціальний	social	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
соціальне	socială	соціальний	social	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
соціальне	sociala	соціальний	socială	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
соціальне	socializare	соціальний	socializare	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
соціальне	social	соціальний	social	ADJ;NOM;NEUT;SG	ADV
буддизм	budismul	буддизм	budism	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
вихідного	originare	вихідний	originar	ADJ;GEN;MASC;SG	ADJ;INDF;FEM;PL
практичні	practice	практичний	practica	ADJ;NOM;PL	
практичні	practică	практичний	practica	ADJ;NOM;PL	V;IND;SG;3;PST;FIN
практичні	practic	практичний	practic	ADJ;NOM;PL	ADV
готовність	pregătit	готовність	pregăti	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
готовність	gata	готовність	gata	N;INAN;NOM;FEM;SG	ADV
узбекистан	uzbekistan	узбекистан	uzbekistan	PROPN;INAN;NOM;FEM;SG	PROPN
залишиться	rămâne	залишитися	rămâne	V;PFV;IND;SG;3;FUT;FIN	V;IND;SG;3;PRS;FIN
черепа	craniu	черепа	craniu		N;INDF;MASC;SG
черепа	skull	черепа	skull		N;INDF;MASC;SG
черепа	craniul	черепа	craniu		N;DEF;MASC;SG
геометрія	geometria	геометрія	geometrie	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
геометрія	geometrie	геометрія	geometrie	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
учасникам	participanții	учасник	participant	N;ANIM;DAT;MASC;PL	N;DEF;MASC;PL
вихідних	weekenduri	вихідний	weekend	ADJ;GEN;PL	N;INDF;FEM;PL
християнська	creștină	християнський	creștină	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
християнська	creştin	християнський	creştin	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
християнська	christian	християнський	christian	ADJ;NOM;FEM;SG	PROPN
християнська	crestin	християнський	crestin	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
справжня	reale	справжній	real	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
справжня	reală	справжній	real	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
прогресу	avansare	прогрес	avansare	N;INAN;GEN;MASC;SG	N;INDF;FEM;SG
шум	zgomote	шум	zgomot	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
шум	zgomotul	шум	zgomot	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
шум	gălăgie	шум	gălăgie	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
базиліка	basilica	базилік	basilica	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
віа	via	віа	via		
релігій	religiile	релігія	religie	N;INAN;GEN;FEM;PL	N;DEF;FEM;PL
гальмування	frânare	гальмування	frânare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
конвенція	convenția	конвенція	convenție	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
конвенція	convenție	конвенція	convenție	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
архіпелаг	arhipelagul	архіпелаг	arhipelag	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
прорив	descoperire	прорив	descoperire	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
маркетинг	comercializare	маркетинг	comercializare	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
маркетинг	comercializarea	маркетинг	comercializare	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
джоан	joan	джоан	joan	PROPN;ANIM;NOM;FEM;SG	PROPN
джоан	ioana	джоан	ioană	PROPN;ANIM;NOM;FEM;SG	N;DEF;FEM;SG
джекі	jackie	джекі	jackie	PROPN;ANIM;NOM;MASC;SG	PROPN
інвестиції	investițiile	інвестиція	investiție	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
інвестиції	investiție	інвестиція	investiție	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
інвестиції	investitie	інвестиція	investitie	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
альберто	alberto	альберто	alberto	PROPN;ANIM;NOM;MASC;SG	PROPN
муніципальний	municipale	муніципальний	municipal	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
муніципальний	municipal	муніципальний	municipal	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
муніципальний	municipală	муніципальний	municipal	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
футів	picioarele	фут	picior	N;INAN;GEN;MASC;PL	N;DEF;FEM;PL
пейзажі	peisajele	пейзаж	peisaj	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
рекорди	records	рекорда	records	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
дикі	wild	дикий	wild	ADJ;NOM;PL	N;INDF;MASC;SG
дикі	salbatic	дикий	salbatic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
дикі	sălbatică	дикий	sălbatic	ADJ;NOM;PL	ADJ;INDF;FEM;SG
дикі	sălbatic	дикий	sălbatic	ADJ;NOM;PL	ADV
їжа	mancare	їжа	mancare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
їжа	mâncare	їжа	mâncare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
їжа	alimentare	їжа	alimentare	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
їжа	alimente	їжа	aliment	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
їжа	hrană	їжа	hrană	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
пристосування	personalizare	пристосування	personalizare	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
білгород	belgorod	білгород	belgorod	PROPN;INAN;NOM;MASC;SG	N;INDF;MASC;SG
християнський	creștină	християнський	creștină	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
християнський	creştin	християнський	creştin	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
християнський	christian	християнський	christian	ADJ;NOM;MASC;SG	PROPN
християнський	crestin	християнський	crestin	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
морально	moral	морально	moral	ADV	ADJ;INDF;MASC;SG
чеська	cehi	чеський	cehi	ADJ;NOM;FEM;SG	N;INDF;MASC;PL
чеська	cehă	чеський	cehă	ADJ;NOM;FEM;SG	PROPN
чеська	cehia	чеський	cehi	ADJ;NOM;FEM;SG	PROPN
показані	arătat	показаний	arăta	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
показані	afișată	показаний	afișa	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
показані	afișat	показаний	afișa	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
думав	gândit	думати	gândi	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
думав	crezut	думати	crede	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;INDF;MASC;SG
громадське	publice	громадський	public	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
громадське	publică	громадський	publica	ADJ;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
перевал	trece	переваль	trece	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
перевал	pasa	переваль	pasă	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
перевал	pasă	переваль	pasa	N;INAN;NOM;MASC;SG	V;IND;SG;3;PST;FIN
білок	proteinele	білок	proteină	N;INAN;NOM;MASC;SG	N;DEF;FEM;PL
білок	proteine	білок	proteină	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
білок	proteină	білок	proteină	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
білок	proteina	білок	proteină	N;INAN;NOM;MASC;SG	N;DEF;FEM;SG
гвинтівка	pusca	гвинтівка	puscă	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
гвинтівка	pușcă	гвинтівка	pușcă	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
бергамо	bergamo	берга	bergamo	N;INAN;DAT;MASC;PL	PROPN
юнацтва	tinerete	юнацтво	tânera	N;INAN;NOM;NEUT;SG	
юнацтва	tineretul	юнацтво	tineret	N;INAN;NOM;NEUT;SG	N;DEF;MASC;SG
злочинців	infractorii	злочинець	infractor	N;ANIM;ACC;MASC;PL	N;DEF;MASC;PL
злочинців	criminalii	злочинець	criminal	N;ANIM;ACC;MASC;PL	N;DEF;MASC;PL
злочинців	criminalilor	злочинець	criminal	N;ANIM;ACC;MASC;PL	N;DEF;MASC;PL
вопросы	intrebari	вопрос	intrebare		N;INDF;FEM;PL
вопросы	întrebări	вопрос	întrebare		N;INDF;FEM;PL
сату	satu	сат	sat	PROPN;INAN;NOM;FEM;SG	PROPN
рідина	fluide	рідина	fluid	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
рідина	lichide	рідина	lichid	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
рідина	lichidă	рідина	lichidă	N;INAN;NOM;FEM;SG	ADJ;INDF;FEM;SG
натхнення	inspirație	натхнення	inspirație	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
натхнення	inspiratie	натхнення	inspiratie	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
репутацію	reputație	репутація	reputație	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
репутацію	reputația	репутація	reputație	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
репутацію	reputatie	репутація	reputatie	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
чимось	ceva	щось	ceva	PRO;INAN;INS;NEUT;SG	PRO;SG;3
надійність	fiabilitate	надійність	fiabilitate	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
надійність	fiabilitatea	надійність	fiabilitate	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
джеррі	gerry	джерра	gerry	PROPN;ANIM;NOM;MASC;SG	PROPN
джеррі	jerry	джерра	jerry	PROPN;ANIM;NOM;MASC;SG	PROPN
грузинська	georgian	грузинський	georgian	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
сумський	sumî	сумський	sumâ	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
знімати	filmarea	знімати	filmare	V;IPFV;NFIN	N;DEF;FEM;SG
знімати	filmare	знімати	filmar	V;IPFV;NFIN	N;INDF;FEM;SG
випадкових	random	випадковий	random	ADJ;GEN;PL	V;IND;SG;3;PRS;FIN
випадкових	aleatoare	випадковий	aleator	ADJ;GEN;PL	N;INDF;FEM;PL
випадкових	aleatoriu	випадковий	aleatoriu	ADJ;GEN;PL	ADV
випадкових	aleator	випадковий	aleatoriu	ADJ;GEN;PL	ADV
випадкових	aleatorie	випадковий	aleatoriu	ADJ;GEN;PL	N;INDF;FEM;SG
прагнули	sperat	прагнути	spera	V;IPFV;IND;PL;PST;FIN	ADJ;INDF;MASC;SG
спинний	spinal	спинний	spinal	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
персональний	personal	персональний	personal	ADJ;NOM;MASC;SG	ADV
персональний	personala	персональний	personal	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
персональний	personală	персональний	personal	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
персональний	personale	персональний	personal	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
командири	superiori	командир	superior	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
командири	superiorii	командир	superior	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
землетрус	cutremurul	землетрус	cutremur	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
богу	doamne	бог	domn		
богу	dumnezeu	бог	dumnezeu		PROPN
невідоме	necunoscute	невідомий	necunoscut	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
невідоме	necunoscută	невідомий	necunoscut	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
регулярний	regulată	регулярний	regulat	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
регулярний	regulate	регулярний	regulat	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
регулярний	regulat	регулярний	regulat	ADJ;NOM;MASC;SG	ADV
мартен	maarten	мартен	maarten		N;INDF;MASC;SG
робітника	angajatul	робітник	angajat	N;ANIM;ACC;MASC;SG	N;DEF;MASC;SG
робітника	angajat	робітник	angaja	N;ANIM;ACC;MASC;SG	ADJ;INDF;MASC;SG
робітника	angajată	робітник	angajat	N;ANIM;ACC;MASC;SG	ADJ;INDF;FEM;SG
мюллер	müller	мюллер	müller	PROPN;ANIM;NOM;MASC;SG	PROPN
мюллер	mueller	мюллер	mueller	PROPN;ANIM;NOM;MASC;SG	PROPN
мюллер	muller	мюллер	muller	PROPN;ANIM;NOM;MASC;SG	PROPN
рой	roy	рой	roy	PROPN;ANIM;NOM;MASC;SG	PROPN
лампи	lămpile	лампа	lampă	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
еріка	erika	еріка	erikă	PROPN;ANIM;NOM;MASC;SG	PROPN
