בילה	spesi	בילה	spendere	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
שועל	volpi	שועל	volpo	PROPN	N;FEM;PL
מקרטני	mccartney	מקרטני	mccartney	PROPN	N;MASC
קרבי	combattimento	קרבי	combattimento	PROPN	N;MASC;SG
קרבי	combat	קרבי	combat	PROPN	N
פירנצה	firenze	פירנצה	firenza	PROPN	N;FEM;PL
חדה	tagliente	חד	tagliente		ADJ;SG
חדה	sharp	חד	sharp		N;MASC
חדה	taglienti	חד	tagliente		ADJ;PL
חדה	affilato	חד	affilare		ADJ;MASC;SG
פלילית	criminal	פלילי	criminal	ADV	N
פלילית	criminale	פלילי	criminale	ADV	ADJ;SG
כנען	canaan	כנען	canaan	PROPN	N;MASC;PL
שן	shen	שן	shen		N;MASC;SG
שן	dente	שן	dente		N;MASC;SG
שן	denti	שן	dente		N;MASC;PL
הגבלה	restrizioni	הגבלה	restrizione	N;FEM;SG	N;FEM;PL
הגבלה	limitare	הגבלה	limitare	N;FEM;SG	V;NFIN
צילם	filmato	צילם	filmato	PROPN	N;MASC;SG
צילם	girato	צילם	girare	PROPN	V;MASC;SG;PST;V.PTCP
צילם	fotografata	צילם	fotografare	PROPN	V;FEM;SG;PST;V.PTCP
צילם	fotografato	צילם	fotografare	PROPN	V;MASC;SG;PST;V.PTCP
גופני	fisico	גופני	fisico	N;MASC;SG	ADJ;MASC;SG
גופני	fisiche	גופני	fisico	N;MASC;SG	ADJ;FEM;PL
גופני	fisici	גופני	fisico	N;MASC;SG	N;MASC;PL
בסקי	basco	בסק	basco		ADJ;MASC;SG
בסקי	basca	בסק	basca		ADJ;FEM;SG
בסקי	sciare	בסק	sciare		V;NFIN
רגשית	emotiva	רגשי	emotivo	ADV	ADJ;FEM;SG
רגשית	emotivo	רגשי	emotivo	ADV	ADJ;MASC;SG
רגשית	emozionale	רגשי	emozionale	ADV	ADJ;SG
ביקרו	visitato	ביקר	visitare	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ביקרו	visitata	ביקר	visitare	V;PL;3;PST;ACT	V;FEM;SG;PST;V.PTCP
נוספה	aggiunte	נוסף	aggiungere	V;FEM;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נוספה	aggiunti	נוסף	aggiunto	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
פירס	pierce	פירס	pierca	PROPN	N;FEM;SG
אפלטון	platone	אפלטון	platone	PROPN	N;MASC;SG
אפלטון	appleton	אפלטון	appleton	PROPN	N;MASC;PL
מרסל	marcel	מרסל	marcel	PROPN	N;MASC;SG
פינק	pink	פינק	pink	PROPN	N
פינק	rosa	פינק	rosa	PROPN	N;FEM;SG
פינק	fink	פינק	fink	PROPN	N;MASC
ברון	barone	ברון	barone	PROPN	N;MASC;SG
ברון	baron	ברון	baron	PROPN	N;MASC;SG
ווטסון	watson	ווטסון	watson	PROPN	N;MASC;SG
דאגה	preoccupante	דאגה	preoccupante	N;FEM;SG	ADJ;SG
דאגה	preoccupati	דאגה	preoccupato	N;FEM;SG	ADJ;MASC;PL
טימור	timor	טימור	timor	PROPN	N;MASC;SG
טימור	timur	טימור	timure	PROPN	N;MASC;SG
הביולוגי	biologici	הביולוגי	biologico	PROPN	ADJ;MASC;PL
הביולוגי	biologico	הביולוגי	biologico	PROPN	ADJ;MASC;SG
הביולוגי	biologica	הביולוגי	biologico	PROPN	ADJ;FEM;SG
יריחו	jericho	יריחו	jericho	PROPN	N;MASC
הירידה	discesa	הירידה	discesa	V;FEM;SG;3;PST;ACT	N;FEM;SG
גומי	gomma	גומי	gomma	PROPN	N;FEM;SG
הארכיון	archivia	הארכיון	archivia	N;MASC;SG	V;IND;SG;3;PRS;FIN
ריהאנה	rihanna	ריהאנה	rihanna	PROPN	N;FEM;SG
הכיוון	direzione	הכיוון	direzione	PROPN	N;FEM;SG
משיח	messia	משיח	messia	PROPN	N;MASC;SG
ללבוש	usura	לבש	usura	V;NFIN;ACT	N;FEM;SG
רייגן	regan	רייגן	regan	PROPN	N;FEM;SG
רייגן	reagan	רייגן	reagan	PROPN	N;FEM;SG
סנטיאגו	santiago	סנטיאגו	santiagere	PROPN	N;MASC;SG
אמיתיים	real	אמיתי	real	ADJ;MASC;PL	N
אמיתיים	reale	אמיתי	reale	ADJ;MASC;PL	ADJ;SG
נוב	nov	נוב	nov		N;MASC
נוב	nob	נוב	nob		N;MASC
דורה	dora	דורה	dora	PROPN	N;FEM;SG
דורה	dura	דורה	durare	PROPN	V;IND;SG;3;PRS;FIN
ברן	bren	ברן	brend	PROPN	N
ברן	berna	ברן	berna	PROPN	N;FEM;SG
שינויי	modifiche	שינוי	modifica	ADJ;MASC;PL	N;FEM;PL
שינויי	cambiamenti	שינוי	cambiamento	ADJ;MASC;PL	N;MASC;PL
שינויי	variazioni	שינוי	variazione	ADJ;MASC;PL	N;FEM;PL
סכסוכים	contenzioso	סכסוך	contenzioso	N;MASC;PL	N;MASC;SG
לאום	nazionalità	לאום	nazionalità		N;FEM
לאום	cittadinanza	לאום	cittadinanza		N;FEM;SG
ורוד	pink	ורוד	pink		N
ורוד	rosa	ורוד	rosa		N;FEM;SG
דריה	daria	דריה	daria	PROPN	ADJ;FEM;SG
טנסי	tennessee	טנסי	tennesse	PROPN	N;FEM;SG
כפוף	subordinazione	כפוף	subordinazione	ADJ;MASC;SG	N;FEM;SG
כפוף	subordinato	כפוף	subordinare	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
כפוף	subordinati	כפוף	subordinare	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
כפוף	subordinata	כפוף	subordinato	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
כפוף	piegata	כפוף	piegare	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
כפוף	piegato	כפוף	piegare	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
בעלים	proprietaria	בעלים	proprietario	N;MASC;PL	N;FEM;SG
בעלים	titolare	בעלים	titolare	N;MASC;PL	N;SG
בעלים	proprietario	בעלים	proprietario	N;MASC;PL	N;MASC;SG
קמפיין	campagna	קמפיין	campagna	PROPN	N;FEM;SG
אלישע	elisha	אלישע	elisha	PROPN	N;MASC;SG
כרמי	carmi	כרמי	carmare	PROPN	N;MASC;PL
מחמד	pet	מחמד	pet		N;MASC
אטומים	atomi	אטום	atomo	ADJ;MASC;PL	N;MASC;PL
מונטריאול	montréal	מונטריאול	montréal	PROPN	N;MASC;SG
מונטריאול	montreal	מונטריאול	montreal	PROPN	N;FEM;SG
סו	sue	סו	suo		DET;FEM;PL
סו	soo	סו	soo		N
נשיאה	presidenti	נשיאה	presidente	PROPN	N;MASC;PL
נשיאה	presidente	נשיאה	presidente	PROPN	N;MASC;SG
קלווין	kelvin	קלווין	kelvin	PROPN	N;MASC
קלווין	calvin	קלווין	calvino	PROPN	N;MASC
שובר	coupon	שובר	coupon	PROPN	N;MASC;SG
שובר	cedola	שובר	cedola	PROPN	N;FEM;SG
שובר	discontinuità	שובר	discontinuità	PROPN	N;FEM
שובר	pause	שובר	pausa	PROPN	N;FEM;PL
שובר	voucher	שובר	voucher	PROPN	N;MASC
שובר	buono	שובר	buono	PROPN	ADJ;MASC;SG
מעניקה	dona	העניק	donare	V;FEM;SG;V.PTCP;ACT	V;IMP;SG;2;PRS;FIN
מעניקה	dà	העניק	dare	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
בורות	ignorante	בורה	ignorante	N;MASC;PL	ADJ;SG
בורות	ignoranti	בורה	ignorante	N;MASC;PL	ADJ;PL
בורות	ignoranza	בורה	ignoranza	N;MASC;PL	N;FEM;SG
יורדת	discendente	ירד	discendente	V;FEM;SG;V.PTCP;ACT	N;SG
יורדת	decrescente	ירד	decrescente	V;FEM;SG;V.PTCP;ACT	ADJ;SG
הניח	supposto	הניח	supposto	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG
מעבדה	laboratori	מעבדה	laboratorio	N;FEM;SG	N;MASC;PL
מיזוג	fusioni	מיזוג	fusione		N;FEM;PL
מיזוג	fusione	מיזוג	fusione		N;FEM;SG
מיזוג	fondere	מיזוג	fondere		V;NFIN
מיזוג	unione	מיזוג	unione		N;FEM;SG
מיזוג	fusione	מיזוג	fusione		N;FEM;SG
מיזוג	unire	מיזוג	unire		V;NFIN
מיזוג	fondere	מיזוג	fondere		V;NFIN
מיזוג	fusione	מיזוג	fusione		N;FEM;SG
מיזוג	condizionamento	מיזוג	condizionamento		N;MASC;SG
תינוק	piccola	תינוק	piccolo	N;MASC;SG	ADJ;FEM;SG
פארקר	parker	פארקר	parker	PROPN	N;MASC;SG
מעדיפים	preferisci	העדיף	preferire	V;MASC;PL;V.PTCP;ACT	V;IND;SG;2;PRS;FIN
מעדיפים	preferiscono	העדיף	preferire	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
הוחזר	recuperati	הוחזר	recuperare	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
הוחזר	restituiti	הוחזר	restituire	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
הוחזר	rimborsati	הוחזר	rimborsare	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
שליליות	negativa	שלילי	negativo	ADJ;FEM;PL	ADJ;FEM;SG
שליליות	negativo	שלילי	negativo	ADJ;FEM;PL	ADJ;MASC;SG
שליליות	negatività	שלילי	negatività	ADJ;FEM;PL	N;FEM
גרנדה	grenada	גרנדה	grenada	PROPN	N;FEM;SG
גרנדה	grande	גרנדה	grande	PROPN	ADJ;SG
גרנדה	granada	גרנדה	granada	PROPN	N;FEM;SG
שפע	abbondanza	שפע	abbondanza		N;FEM;SG
שפע	abbondante	שפע	abbondante		ADJ;SG
שפע	abbondanti	שפע	abbondante		ADJ;PL
מקדונלד	macdonald	מקדונלד	macdonald	PROPN	N;MASC;SG
מקדונלד	mcdonald	מקדונלד	mcdonald	PROPN	N;MASC
מיין	maine	מיין	maine	PROPN	N;MASC;SG
צינורות	condotte	צינור	condurre	N;MASC;PL	V;FEM;PL;PST;V.PTCP
צינורות	pipeline	צינור	pipeline	N;MASC;PL	N;FEM;SG
האף	naso	האף	naso		N;MASC;SG
ניה	nia	ניה	nia		N;FEM;SG
נוזלי	liquido	נוזלי	liquido	PROPN	ADJ;MASC;SG
נוזלי	liquida	נוזלי	liquido	PROPN	ADJ;FEM;SG
נוזלי	liquidi	נוזלי	liquido	PROPN	ADJ;MASC;PL
ניומן	newman	ניום	newman	PROPN	N;MASC
בלבול	confusioni	בלבול	confusione	N;MASC;SG	N;FEM;PL
פסיפס	mosaico	פסיפס	mosaico	PROPN	N;MASC;SG
פסיפס	mosaici	פסיפס	mosaico	PROPN	N;MASC;PL
אכילה	nutrirsi	אכילה	nutrire	N;FEM;SG	N;MASC;PL
אכילה	mangiare	אכילה	mangiare	N;FEM;SG	V;NFIN
אכילה	mangiando	אכילה	mangiare	N;FEM;SG	V;V.MSDR
אכילה	commestibili	אכילה	commestibile	N;FEM;SG	N;MASC;PL
אכילה	commestibile	אכילה	commestibile	N;FEM;SG	ADJ;SG
סנטר	chin	סנטר	chin	PROPN	N;SG
סנטר	mento	סנטר	mento	PROPN	N;MASC;SG
סנטר	centra	סנטר	centra	PROPN	V;IND;SG;3;PRS;FIN
סנטר	centro	סנטר	centro	PROPN	N;MASC;SG
בון	bon	בון	bon	PROPN	N;SG
בון	bonn	בון	bonno	PROPN	N;MASC;SG
בון	osso	בון	osso	PROPN	N;MASC;SG
בון	osseo	בון	osseo	PROPN	N;MASC;SG
בון	bone	בון	bone	PROPN	N
בון	ossa	בון	ossa	PROPN	N;FEM;PL
בון	boone	בון	boona	PROPN	N;FEM;SG
בון	boon	בון	boon	PROPN	N
לבוב	leopoli	לבוב	leopolo	PROPN	N;FEM;SG
סקוטי	scottie	סקוטי	scottia	PROPN	N;MASC;PL
סקוטי	scotty	סקוטי	scotty	PROPN	N;MASC
סקוטי	scozzesi	סקוטי	scozzese	PROPN	N;PL
סקוטי	scozzese	סקוטי	scozzese	PROPN	ADJ;SG
סקוטי	scottish	סקוטי	scottish	PROPN	N;MASC
מאל	mal	מאל	male		N;MASC;SG
פייסבוק	facebook	פייסבוק	facebook	PROPN	N
אביטל	avital	אביטל	avital	PROPN	N;FEM;SG
מחזאי	drammaturgo	מחזאי	drammaturgo	PROPN	N;MASC;SG
אלמוני	anonimo	אלמוני	anonimo	PROPN	ADJ;MASC;SG
פצצת	bombe	פצצה	bomba	N;FEM;SG	N;FEM;PL
בנין	benin	בניין	benin	PROPN	N;MASC;SG
מקוריים	originale	מקורי	originale	ADJ;MASC;PL	ADJ;SG
מקוריים	original	מקורי	original	ADJ;MASC;PL	N;SG
מקוריים	originali	מקורי	originale	ADJ;MASC;PL	N;MASC;PL
מקוריים	originali	מקורי	originale	ADJ;MASC;PL	N;MASC;PL
גאורגי	georgi	גאורגי	georgere	PROPN	N;MASC;SG
חטא	peccatore	חטא	peccatore	PROPN	N;MASC;SG
חטא	peccaminoso	חטא	peccaminoso	PROPN	ADJ;MASC;SG
חטא	peccato	חטא	peccato	PROPN	ADJ;MASC;SG
חטא	peccare	חטא	peccare	PROPN	V;NFIN
חטא	sin	חטא	sin	PROPN	ADV
חטא	peccati	חטא	peccato	PROPN	N;MASC;PL
סולטאן	sultano	סולטאן	sultare	PROPN	N;MASC;SG
סולטאן	sultan	סולטאן	sultan	PROPN	N;MASC
שרף	resine	שרף	resina	N;MASC;SG	N;FEM;PL
המעי	intestino	המעי	intestino	PROPN	N;MASC;SG
לפרט	elaborate	פירט	elaborato	V;NFIN;ACT	ADJ;FEM;PL
לפרט	elaborati	פירט	elaborato	V;NFIN;ACT	ADJ;MASC;PL
לפרט	specifica	פירט	specifico	V;NFIN;ACT	ADJ;FEM;SG
רצינית	serietà	רציני	serietà	ADV	N;FEM
רצינית	serio	רציני	serio	ADV	ADJ;MASC;SG
רצינית	grave	רציני	grave	ADV	ADJ;SG
רצינית	seri	רציני	serio	ADV	ADJ;MASC;PL
דקר	decker	דקר	deckere		N
דקר	dekker	דקר	dekker		N;MASC
הורדת	scaricati	הורדה	scaricare	N;FEM;SG	V;MASC;PL;PST;V.PTCP
הורדת	scaricata	הורדה	scaricare	N;FEM;SG	V;FEM;SG;PST;V.PTCP
הורדת	scaricate	הורדה	scaricato	N;FEM;SG	V;FEM;PL;PST;V.PTCP
הורדת	scaricato	הורדה	scaricare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
סתיו	autunnale	סתיו	autunnale		ADJ;SG
סתיו	autunno	סתיו	autunno		N;MASC;SG
סתיו	cadere	סתיו	cadere		V;NFIN
סתיו	cadi	סתיו	cado		V;IND;SG;2;PRS;FIN
סתיו	caduta	סתיו	cadere		V;FEM;SG;PST;V.PTCP
סתיו	fall	סתיו	fall		N
צלילה	immersioni	צלילה	immersione	N;FEM;SG	N;FEM;PL
מקורית	originale	מקורי	originale	ADV	ADJ;SG
מקורית	original	מקורי	original	ADV	N;SG
מקורית	originali	מקורי	originale	ADV	N;MASC;PL
באחריות	garantito	באחריות	garantire	PROPN	V;MASC;SG;PST;V.PTCP
באחריות	garantiti	באחריות	garantire	PROPN	V;MASC;PL;PST;V.PTCP
באחריות	garantite	באחריות	garantire	PROPN	V;FEM;PL;PST;V.PTCP
באחריות	garantita	באחריות	garantire	PROPN	V;FEM;SG;PST;V.PTCP
באחריות	responsabilmente	באחריות	responsabilmente	PROPN	ADV
חמורים	asini	חמור	asino	ADJ;MASC;PL	N;MASC;PL
בואי	vieni	בא	venire		V;IND;SG;2;PRS;FIN
בואי	venite	בא	venita		V;IND;PL;2;PRS;FIN
מגנוס	magno	מגנוס	magno	PROPN	N;MASC;SG
מגנוס	magnus	מגנוס	magnus	PROPN	N;MASC;SG
מחוברים	connesso	מחובר	connesso	V;MASC;PL;V.PTCP;PASS	ADJ;MASC;SG
מחוברים	collegato	מחובר	collegare	V;MASC;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מחוברים	connessa	מחובר	connessare	V;MASC;PL;V.PTCP;PASS	ADJ;FEM;SG
פופולריים	popolare	פופולרי	popolare	ADJ;MASC;PL	ADJ;SG
פופולריים	trend	פופולרי	trend	ADJ;MASC;PL	N;MASC
מתוקים	dolci	מתוק	dolce	ADJ;MASC;PL	N;PL
מתוקים	sweet	מתוק	sweet	ADJ;MASC;PL	N
מתוקים	dolce	מתוק	dolce	ADJ;MASC;PL	ADJ;SG
מתוקים	dolci	מתוק	dolce	ADJ;MASC;PL	N;PL
מתוקים	caramelle	מתוק	caramella	ADJ;MASC;PL	N;FEM;PL
קונגרס	congressi	קונגרס	congresso	N;MASC;SG	N;MASC;PL
איזון	bilanciare	איזון	bilanciare	N;MASC;SG	V;NFIN
מכני	meccanico	מכאני	meccanico	PROPN	ADJ;MASC;SG
מכני	meccaniche	מכאני	meccanico	PROPN	N;FEM;PL
מכני	meccanici	מכאני	meccanico	PROPN	N;MASC;PL
מכני	meccanica	מכאני	meccanica	PROPN	N;FEM;SG
חבורות	contusione	חבורה	contusione	N;FEM;PL	N;FEM;SG
ייחודיות	unica	ייחודי	unico	ADJ;FEM;PL	ADJ;FEM;SG
ייחודיות	unico	ייחודי	unico	ADJ;FEM;PL	ADJ;MASC;SG
דוגמא	esempio	דוגמה	esempio		N;MASC;SG
המאפיין	caratteristico	המאפיין	caratteristico	N;MASC;SG	ADJ;MASC;SG
מתמשך	continua	התמשך	continuare	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מתמשך	continue	התמשך	continuo	V;MASC;SG;V.PTCP	ADJ;FEM;PL
מתמשך	continuo	התמשך	continuo	V;MASC;SG;V.PTCP	ADJ;MASC;SG
מתמשך	duratura	התמשך	duraturo	V;MASC;SG;V.PTCP	ADJ;FEM;SG
מתמשך	durevole	התמשך	durevole	V;MASC;SG;V.PTCP	ADJ;SG
מתמשך	duraturo	התמשך	duraturo	V;MASC;SG;V.PTCP	ADJ;MASC;SG
משערים	speculare	משער	speculare	N;MASC;PL	V;NFIN
ממציא	inventore	ממציא	inventore	PROPN	N;MASC;SG
שניאורסון	schneersohn	שניאורסון	schneersohn	PROPN	N;MASC;SG
פרדס	pardes	פרדס	pardes	PROPN	N;MASC;SG
שוות	equal	שווה	equale	ADJ	N
שמיני	ottava	שמיני	ottavo	PROPN	ADJ;FEM;SG
שמיני	ottavo	שמיני	ottavo	PROPN	ADJ;MASC;SG
נקי	pulite	נקי	pulito	ADJ;MASC;SG	ADJ;FEM;PL
מקנה	mckenna	הקנה	mckennare	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
מיקרו	micro	היקר	micro	PROPN	N;MASC
גורדי	gordie	גורדי	gordia	PROPN	N;MASC;SG
גורדי	gordy	גורדי	gordy	PROPN	N
שפל	basso	שפל	basso	N;MASC;SG	ADJ;MASC;SG
שפל	bassi	שפל	basso	N;MASC;SG	ADJ;MASC;PL
שפל	low	שפל	low	N;MASC;SG	V;IND;SG;2;PRS;FIN
שפל	bassa	שפל	basso	N;MASC;SG	ADJ;FEM;SG
ורה	vera	ורה	vero	PROPN	ADJ;FEM;SG
פריץ	fritz	פריץ	fritz	PROPN	N;MASC;SG
העתקה	copiare	העתקה	copiare	N;FEM;SG	V;NFIN
העתקה	copiare	העתקה	copiare	N;FEM;SG	V;NFIN
בניתוח	chirurgicamente	בניתוח	chirurgicamente		ADV
פלין	flynn	פלין	flynn	PROPN	N;MASC
ספירס	lance	ספירס	lance	PROPN	N;FEM;PL
ספירס	spears	ספירס	spears	PROPN	N
מעריכים	apprezzo	העריך	apprezzo	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
מעריכים	apprezzano	העריך	apprezzare	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
מעריכים	apprezza	העריך	apprezza	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
סטנפורד	stanford	סטנפורד	stanford	PROPN	N;MASC;SG
הכספי	caspian	הכסף	caspian	PROPN	N;FEM;SG
הכספי	caspio	הכסף	caspio	PROPN	N;MASC;SG
הוואי	hawaii	הוואי	hawaio	PROPN	N;FEM;PL
חסום	bloccare	חסום	bloccare	ADJ;MASC;SG	V;NFIN
חסום	blocco	חסום	blocco	ADJ;MASC;SG	N;MASC;SG
חסום	blocca	חסום	bloccare	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
חסום	block	חסום	block	ADJ;MASC;SG	N
חסום	bloccato	חסום	bloccare	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
חסום	bloccati	חסום	bloccare	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
חסום	bloccata	חסום	bloccare	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
וימבלדון	wimbledon	וימבלדון	wimbledon	PROPN	N;MASC
ורד	rose	ורד	rosa	PROPN	N;FEM;PL
ורד	rosa	ורד	rosa	PROPN	N;FEM;SG
ביצורים	fortificazione	ביצורים	fortificazione	N;MASC;PL	N;FEM;SG
תפוח	mela	פפח	mela		N;FEM;SG
תפוח	apple	פפח	appla		N;MASC
תפוח	mele	פפח	mele		N;FEM;PL
מצרית	egiziana	מצרי	egiziano	ADV	ADJ;FEM;SG
מצרית	egizia	מצרי	egiziare	ADV	N;FEM;SG
מצרית	egiziano	מצרי	egiziare	ADV	ADJ;MASC;SG
מצרית	egizio	מצרי	egizio	ADV	ADJ;MASC;SG
להתאמן	pratica	התאמן	pratica	V;NFIN	N;FEM;SG
להתאמן	allenamento	התאמן	allenamento	V;NFIN	N;MASC;SG
לאפס	reimpostare	איפס	reimpostare	ADV	V;NFIN
לאפס	ripristina	איפס	ripristino	ADV	V;IMP;SG;2;PRS;FIN
מפרש	vele	מפרש	velere	N;MASC;SG	N;FEM;PL
מפרש	vele	מפרש	velere	N;MASC;SG	N;FEM;PL
ספרייה	biblioteche	ספרייה	biblioteca	N;FEM;SG	N;FEM;PL
פוטבול	calcio	None	calcio	PROPN	N;MASC;SG
מועדפת	favorite	הועדף	favorire	V;FEM;SG;V.PTCP;PASS	N;FEM;PL
מועדפת	preferiti	הועדף	preferito	V;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
מועדפת	preferite	הועדף	preferito	V;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
אחראים	responsabile	אחראי	responsabile	N;MASC;PL	N;SG
יעקובסון	jacobson	יעקובסון	jacobson	PROPN	N;MASC;SG
רוזנטל	rosenthal	רוזנטל	rosenthal	PROPN	N;MASC;SG
נגזרת	derivati	נגזר	derivare	V;FEM;SG;V.PTCP;MID	V;MASC;PL;PST;V.PTCP
נגזרת	derivata	נגזר	derivata	V;FEM;SG;V.PTCP;MID	ADJ;FEM;SG
נגזרת	derivazione	נגזר	derivazione	V;FEM;SG;V.PTCP;MID	N;FEM;SG
מצריים	egitto	מצרי	egitto	N;MASC;PL	N;MASC;SG
מחסה	riparo	מחסה	riparo		N;MASC;SG
ריבר	fiume	ריבר	fiume	PROPN	N;MASC;SG
קמפבל	campbell	קמפבל	campbell	PROPN	N;SG
אלבניה	albania	אלבניה	albania	PROPN	N;FEM;SG
נמלים	porti	נמל	portare	N;MASC;PL	V;IND;SG;2;PRS;FIN
נצפה	visualizzato	צפה	visualizzare	V;PL;1;PST	V;MASC;SG;PST;V.PTCP
נוזלים	liquidi	נוזל	liquido	N;MASC;PL	ADJ;MASC;PL
נוזלים	liquidi	נוזל	liquido	N;MASC;PL	ADJ;MASC;PL
נוזלים	liquido	נוזל	liquido	N;MASC;PL	ADJ;MASC;SG
נוזלים	fluido	נוזל	fluido	N;MASC;PL	ADJ;MASC;SG
אדריאן	adrienne	אדריאן	adrenne	PROPN	N;FEM;SG
אדריאן	adrian	אדריאן	adrian	PROPN	N;FEM;SG
אדריאן	adriano	אדריאן	adriano	PROPN	ADJ;MASC;SG
הפסחא	pasqua	הפסחא	pasqua	PROPN	N;FEM;SG
המכפלה	patriarchi	המכפל	patriarco	N;FEM;SG	N;MASC;PL
רוברטו	roberto	רוברטו	roberto	PROPN	N;MASC;SG
איסטנבול	istanbul	איסטנבול	istanbul	PROPN	N;MASC
איתור	tracciamento	איתור	tracciamento		N;MASC;SG
איתור	tracking	איתור	tracking		N;MASC
איתור	monitoraggio	איתור	monitoraggio		N;MASC;SG
איתור	localizzare	איתור	localizzare		V;NFIN
וליאן	julian	וליאן	julian	PROPN	N;MASC;SG
וליאן	giuliana	וליאן	giuliano	PROPN	ADJ;FEM;SG
וליאן	giuliano	וליאן	giuliano	PROPN	ADJ;MASC;SG
גאולה	salvezza	גאולה	salvezza	PROPN	N;FEM;SG
גאולה	riscatto	גאולה	riscatto	PROPN	N;MASC;SG
גאולה	redenzione	גאולה	redenzione	PROPN	N;FEM;SG
רעה	cattiva	רע	cattivo		ADJ;FEM;SG
רעה	bad	רע	bad		N;SG
רעה	pessimo	רע	pessimo		ADJ;MASC;SG
רעה	cattivi	רע	cattivo		ADJ;MASC;PL
רעה	male	רע	male		ADV
רעה	cattivo	רע	cattivo		ADJ;MASC;SG
המסגרת	frame	המסגרת	frame	PROPN	N;MASC
המסגרת	fotogramma	המסגרת	fotogramma	PROPN	N;MASC;SG
המסגרת	cornice	המסגרת	cornice	PROPN	N;FEM;SG
המסגרת	telaio	המסגרת	telaio	PROPN	N;MASC;SG
נמרוד	nimrod	נמרוד	nimrod	PROPN	N;MASC;SG
רוכב	motociclista	רכב	motociclista	PROPN	N;SG
רוכב	rider	רכב	ridere	PROPN	N;MASC
רוחו	rojo	רוחו	rojo		N;MASC;SG
יושבת	seduti	ישב	sedere	V;FEM;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
יושבת	seduta	ישב	seduta	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
עודף	avanzo	עודף	avanzo		N;MASC;SG
עודף	eccedenze	עודף	eccedenza		N;FEM;PL
עודף	surplus	עודף	surplus		N;MASC
עודף	eccedenza	עודף	eccedenza		N;FEM;SG
עודף	cambiare	עודף	cambiare		V;NFIN
עודף	cambiamento	עודף	cambiamento		N;MASC;SG
עודף	variazione	עודף	variazione		N;FEM;SG
עודף	cambia	עודף	cambiare		V;IND;SG;3;PRS;FIN
עודף	eccessi	עודף	eccesso		N;MASC;PL
עודף	eccesso	עודף	eccesso		N;MASC;SG
עודף	eccedenza	עודף	eccedenza		N;FEM;SG
העצב	nervo	העצב	nervo		N;MASC;SG
פוסטר	foster	פוסטר	foster	PROPN	N;MASC;SG
פוסטר	affido	פוסטר	affido	PROPN	V;IND;SG;1;PRS;FIN
אלנבי	allenby	אלנבי	allenby	PROPN	N;MASC
האבל	hubble	האבל	hubble	PROPN	N;FEM
האבל	lutto	האבל	lutto	PROPN	N;MASC;SG
בלייק	blake	בלייק	blake	PROPN	N;MASC;SG
המשכן	tabernacolo	המשכן	tabernacolo	PROPN	N;MASC;SG
אסר	vietati	אסר	vietare	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
בחינה	esami	בחינה	esame	N;FEM;SG	N;MASC;PL
מאבד	perde	מאבד	perdere	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
קינן	keenan	קינן	keenan	PROPN	N;MASC;SG
קינן	kenan	קינן	kenan	PROPN	NUM
התקדם	advance	התקדם	advancia	V;MASC;SG;3;PST	N
התקדם	anticipo	התקדם	anticipo	V;MASC;SG;3;PST	N;MASC;SG
השתנתה	cambiati	השתנה	cambiare	V;FEM;SG;3;PST	V;MASC;PL;PST;V.PTCP
בלעדי	esclusiva	בלעדי	esclusivo	PROPN	ADJ;FEM;SG
