और	και	और	και		CONJ
ओपेरा	όπερα	ओपेरा	όπερα	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
मैट्रिक्स	μάτριξ	मैट्रिक्स	μάτριξ	N;NOM;MASC;SG;3	
जार्ज	γεώργιος	जार्ज	γεώργιος	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
जार्ज	τζωρτζ	जार्ज	τζωρτζ	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
जार्ज	τζορτζ	जार्ज	τζορτζ	PROPN;NOM;MASC;SG;3	
जार्ज	γιώργος	जार्ज	γιώργος	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
जार्ज	george	जार्ज	george	PROPN;NOM;MASC;SG;3	
बिल्ली	κατ	बिल्ली	κατ	PROPN;NOM;FEM;SG;3	ADP
बिल्ली	γάτα	बिल्ली	γάτα	PROPN;NOM;FEM;SG;3	N;NOM;FEM;SG
बिल्ली	γάτος	बिल्ली	γάτος	PROPN;NOM;FEM;SG;3	N;NOM;MASC;SG
बिल्ली	cat	बिल्ली	cat	PROPN;NOM;FEM;SG;3	
क्षुद्रग्रह	αστεροειδής	क्षुद्रग्रह	αστεροειδής	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
क्षुद्रग्रह	αστεροειδείς	क्षुद्रग्रह	αστεροειδής	N;NOM;MASC;SG;3	N;NOM;MASC;PL
क्षुद्रग्रह	αστεροειδής	क्षुद्रग्रह	αστεροειδής	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
आसमान	ουρανού	आसमान	ουρανός	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
आसमान	ουρανός	आसमान	ουρανός	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
आसमान	ουρανό	आसमान	ουρανός	N;NOM;MASC;SG;3	N;ACC;MASC;SG
आसमान	s	आसमान	s	N;NOM;MASC;SG;3	
आसमान	σκάι	आसमान	σκάι	N;NOM;MASC;SG;3	
आसमान	ουρανοί	आसमान	ουρανός	N;NOM;MASC;SG;3	N;NOM;MASC;PL
आसमान	ουρανός	आसमान	ουρανός	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
आसमान	ουρανούς	आसमान	ουρανός	N;NOM;MASC;SG;3	N;ACC;MASC;PL
मिनी	μίνι	मिनी	μίνι	N;NOM;MASC;SG;3	NUM;NOM;NEUT;SG
मिनी	mini	मिनी	mini	N;NOM;MASC;SG;3	
क्रियाएँ	δραστηριότητα	क्रिया	δραστηριότητα	N;NOM;FEM;PL;3	N;ACC;FEM;SG
क्रियाएँ	δραστικότητα	क्रिया	δραστικότητα	N;NOM;FEM;PL;3	N;ACC;FEM;SG
वैली	γουόλι	वैला	γουόλι		N;SG
सुविधाजनक	βολικά	सुविधाजनक	βολικά	ADJ	ADV
स्नेह	στοργή	स्नेह	στοργή		N;NOM;FEM;SG
फेसबुक	facebook	फेसबुक	facebook	N;NOM;MASC;SG;3	
जैक्सन	jackson	जैक्सन	jackson	PROPN;NOM;MASC;SG;3	
जैक्सन	τζάκσον	जैक्सन	τζάκσον	PROPN;NOM;MASC;SG;3	
चोर	chor	चोर	chor	N;NOM;MASC;SG;3	
चोर	κλέφτες	चोर	κλέφτος	N;NOM;MASC;SG;3	N;NOM;MASC;PL
चोर	κλέφτη	चोर	κλέφτομαι	N;NOM;MASC;SG;3	N;ACC;MASC;SG
कॉपी	αντέγραψα	कॉपी	αντέγρασα		V;PFV;IND;SG;1;PST;FIN;ACT
कॉपी	αντέγραψε	कॉपी	αντιγράφω		V;PFV;IND;SG;3;PST;FIN;ACT
कॉपी	αντιγραφή	कॉपी	αντιγραφή		N;NOM;FEM;SG
कॉपी	αντίγραφο	कॉपी	αντίγραφο		N;NOM;NEUT;SG
कॉपी	αντίγραφα	कॉपी	αντίγραφο		N;NOM;NEUT;PL
कॉपी	αντίτυπα	कॉपी	αντίτυπο		N;NOM;NEUT;PL
केप	ακρωτήρι	केप	ακρωτήρι	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
केप	κέιπ	केप	κέιπ	PROPN;NOM;MASC;SG;3	
केप	ακρωτήριο	केप	ακρωτήριο	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
केप	κάπα	केप	κάπα	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
मौसमी	εποχιακή	मौसमी	εποχιακός	PROPN;NOM;SG;3	ADJ;NOM;FEM;SG
भेजी	στάλθηκαν	भेज	στάλλω	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
भेजी	στάλθηκε	भेज	στέλνω	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
भेजी	εστάλη	भेज	εστάλλω	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
मौजूदगी	παρουσια	मौजूदगी	παρουσιος	N;NOM;FEM;SG;3	N;ACC;FEM;SG
बम्बई	βομβάη	बम्बई	βομβάνω	PROPN;NOM;MASC;SG;3	
एयरबस	airbus	एयरबस	airbus	N;NOM;MASC;SG;3	
सील	φώκια	सील	φώκια		N;NOM;FEM;SG
सील	σφραγίδα	सील	σφραγίδα		N;NOM;FEM;SG
सील	seal	सील	seal		
आभासी	εικονική	आभासी	εικονικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
आभासी	εικονικό	आभासी	εικονικός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
सलीम	σαλίμ	सलीम	σαλίμ	PROPN;NOM;MASC;SG;3	N
नक्काशी	χάραξη	नक्काशी	χάραξη	N;NOM;FEM;SG;3	N;ACC;FEM;SG
नक्काशी	χάραξης	नक्काशी	χάραξη	N;NOM;FEM;SG;3	N;GEN;FEM;SG
विचलन	απόκλιση	विचलन	απόκλιση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
डबिंग	μεταγλώττιση	डबिंग	μεταγλώττιση	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
डेविस	davis	डेविस	davis	PROPN;NOM;MASC;SG;3	
डेविस	ντέηβις	डेविस	ντέηβις	PROPN;NOM;MASC;SG;3	
डेविस	ντέιβις	डेविस	ντέιβις	PROPN;NOM;MASC;SG;3	
होस्ट	υποδοχής	होस्ट	υποδοχή	N;NOM;MASC;SG;3	N;GEN;FEM;SG
होस्ट	φιλοξενεί	होस्ट	φιλοξενώ	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
ऋणात्मक	αρνητικά	ऋणात्मक	αρνητικά	N;NOM;MASC;SG;3	ADV
ऋणात्मक	αρνητικός	ऋणात्मक	αρνητικός	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
ऋणात्मक	αρνητικό	ऋणात्मक	αρνητικός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
ऋणात्मक	αρνητική	ऋणात्मक	αρνητικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
जवान	νεαρός	जवान	νεαρός	N;NOM;MASC;PL;3	N;NOM;MASC;SG
जवान	νέος	जवान	νέος	N;NOM;MASC;PL;3	ADJ;NOM;MASC;SG
सूफी	σούφι	सूफी	σούφι	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
डॉग	σκύλος	डॉग	σκύλος	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
डॉग	σκυλί	डॉग	σκυλί	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
टूल	εργαλεία	टूल	εργαλείο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
टैक्सी	ταξί	टैक्सी	ταξί	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
टैक्सी	ταξί	टैक्सी	ταξί	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
टैक्सी	ταξί	टैक्सी	ταξί	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
अचल	ακίνητης	अचल	ακίνητος		N;GEN;FEM;SG
पेरू	περού	पेरू	περ	PROPN;NOM;MASC;SG;3	PROPN;NOM;NEUT;SG
परिणत	μεταμορφώνει	परिणत	μεταμορφώνω	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
भूरा	καφέ	भूरा	καφένας	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
भूरा	brown	भूरा	brown	PROPN;NOM;MASC;SG;3	
भूरा	μπράουν	भूरा	μπράω	PROPN;NOM;MASC;SG;3	
यूनिक्स	unix	यूनिक्स	unix	PROPN;NOM;MASC;SG;3	
गार्ड	φρουροί	गार्ड	φρουρός	N;NOM;MASC;SG;3	N;NOM;MASC;PL
गार्ड	φύλακες	गार्ड	φύλακας	N;NOM;MASC;SG;3	N;NOM;MASC;PL
गार्ड	φύλακα	गार्ड	φύλακα	N;NOM;MASC;SG;3	N;ACC;MASC;SG
गार्ड	φρουρά	गार्ड	φρουρά	N;NOM;MASC;SG;3	N;ACC;FEM;SG
रेलमार्ग	σιδηρόδρομο	रेलमार्ग	σιδηρόδρομος	N;NOM;MASC;SG;3	N;ACC;MASC;SG
गेहूं	σίτου	गेहूँ	σίτο	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
बेसिक	βασικές	बेसिक	βασικός	PROPN;NOM;SG;3	ADJ;NOM;FEM;PL
बेसिक	βασικός	बेसिक	βασικός	PROPN;NOM;SG;3	ADJ;NOM;MASC;SG
बेसिक	βασική	बेसिक	βασικός	PROPN;NOM;SG;3	ADJ;NOM;FEM;SG
बेसिक	βασικό	बेसिक	βασικός	PROPN;NOM;SG;3	ADJ;NOM;NEUT;SG
बेसिक	βασικού	बेसिक	βασικός	PROPN;NOM;SG;3	ADJ;GEN;NEUT;SG
फेडरेशन	ομοσπονδίας	फेडरेशन	ομοσπονδία	N;NOM;MASC;SG;3	N;GEN;FEM;SG
क्रीम	κρεμ	क्रीम	κρεμ	N;NOM;FEM;SG;3	
अलास्का	αλάσκα	अलास्का	αλάσκα	PROPN;NOM;FEM;SG;3	PROPN;NOM;FEM;SG
शुद्धता	αγνότητας	शुद्धता	αγνότητα	N;NOM;FEM;SG;3	N;GEN;FEM;SG
शुद्धता	αγνότητα	शुद्धता	αγνότητα	N;NOM;FEM;SG;3	N;ACC;FEM;SG
शुद्धता	ακρίβεια	शुद्धता	ακρίβεια	N;NOM;FEM;SG;3	N;ACC;FEM;SG
शुद्धता	ορθότητα	शुद्धता	ορθότητα	N;NOM;FEM;SG;3	N;ACC;FEM;SG
रचनाकार	συγγραφέα	रचनाकार	συγγραφέα	N;NOM;MASC;SG;3	N;VOC;MASC;SG
शिशुओं	μωρά	शिशू	μωρά	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
अंगूर	σταφυλιών	अंगूर	σταφυλία	N;NOM;MASC;SG;3	N;GEN;FEM;PL
अंगूर	σταφύλια	अंगूर	σταφύλιο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
विश्वव्यापी	παγκοσμίως	विश्वव्यापी	παγκόσμια	N;NOM;MASC;SG;3	ADV
विश्वव्यापी	παγκόσμια	विश्वव्यापी	παγκόσμιος	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
देह	σωμα	देह	σωμα		N;NOM;NEUT;SG
देह	πτώμα	देह	πτώμα		N;NOM;NEUT;SG
देह	κορμί	देह	κορμί		N;NOM;NEUT;SG
देह	σώμα	देह	σώμα		N;NOM;NEUT;SG
देह	deh	देह	deh		
जौ	κριθάρι	जौ	κριθάρι		N;NOM;NEUT;SG
खाई	χαντάκι	खा	χαντάκι	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
युवावस्था	νέων	युवावस्था	νέος	N;NOM;FEM;SG;3	ADJ;GEN;FEM;PL
युवावस्था	νέοι	युवावस्था	νέος	N;NOM;FEM;SG;3	ADJ;NOM;MASC;PL
युवावस्था	νιότη	युवावस्था	νιότης	N;NOM;FEM;SG;3	N;ACC;FEM;SG
युवावस्था	νιάτα	युवावस्था	νιάτα	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
रेड्डी	ρέντι	रेड्डी	ρέντι	PROPN;NOM;SG;3	
लौटे	επέστρεψε	लौट	επιστρέφω	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
कारखानों	εργοστάσια	कारखाना	εργοστάσιο	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
ढांचा	πλαίσια	ढांचा	πλαίσιο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
ढांचा	διάρθρωση	ढांचा	διάρθρωση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
मजदूरी	μισθοί	मजदूरी	μισθός	N;NOM;FEM;SG;3	N;NOM;MASC;PL
मजदूरी	μισθούς	मजदूरी	μισθός	N;NOM;FEM;SG;3	N;NOM;MASC;PL
विस्थापन	μετατόπιση	विस्थापन	μετατόπιση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
कठिनाइयों	δυσκολίες	कठिनाई	δυσκολία	N;ACC;FEM;PL;3	N;NOM;FEM;PL
कठिनाइयों	δυσχέρειες	कठिनाई	δυσχέρεια	N;ACC;FEM;PL;3	N;NOM;FEM;PL
चैन	τσαν	चैन	τσαν		
चैन	αλυσίδα	चैन	αλυσίδα		N;NOM;FEM;SG
चैन	αλυσίδες	चैन	αλυσίδα		N;NOM;FEM;PL
क्लान	κλαν	क्लान	κλαν	PROPN;NOM;MASC;SG;3	
प्रतीकों	σύμβολα	प्रतीक	σύμβολα	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
भ्रष्ट	διεφθαρμένη	भ्रष्ट	διεφθαρμένος	PROPN;NOM;MASC;SG;3	V;PFV;NOM;FEM;SG;V.PTCP;PASS
भ्रष्ट	διεφθαρμένοι	भ्रष्ट	διεφθαρμένος	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
भ्रष्ट	διεφθαρμένο	भ्रष्ट	διεφθαρμένος	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
भ्रष्ट	διεφθαρμένος	भ्रष्ट	διεφθαρμένος	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
भ्रष्ट	διεφθαρμένη	भ्रष्ट	διεφθαρμένος	PROPN;NOM;MASC;SG;3	V;PFV;NOM;FEM;SG;V.PTCP;PASS
भ्रष्ट	κατεστραμμένο	भ्रष्ट	κατεστρέφω	PROPN;NOM;MASC;SG;3	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
भ्रष्ट	κατεστραμμένα	भ्रष्ट	κατεστρέφω	PROPN;NOM;MASC;SG;3	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
अभियान्त्रिकी	μηχανική	अभियान्त्रिकी	μηχανικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
बंगला	bangla	बंगला	bangla	N;NOM;MASC;SG;3	
पैक	συσκευασίες	पैक	συσκευασία	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पैक	αγέλες	पैक	αγέλας	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पैक	πακέτα	पैक	πακέτα	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
छाल	φλοιού	छाल	φλοιού	N;NOM;FEM;SG;3	N;GEN;NEUT;SG
पिक्चर	φωτογραφία	पिक्चर	φωτογραφία	N;NOM;MASC;SG;3	N;ACC;FEM;SG
पिक्चर	pixar	पिक्चर	pixar	N;NOM;MASC;SG;3	
इराक़	ιράκ	इराका	ιράκ	PROPN;NOM;MASC;SG;3	
वाइन	οίνος	वाइन	οίνος		N;NOM;MASC;SG
वाइन	κρασιά	वाइन	κρασί		N;NOM;NEUT;PL
वाइन	κρασί	वाइन	κρασί		N;NOM;NEUT;SG
फारस	περσία	फारस	περσία	PROPN;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
शतरंज	σκάκι	शतरंज	σκάκι	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
गर्भपात	άμβλωση	गर्भपात	άμβλωση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
प्रकोप	αγανάκτηση	प्रकोप	αγανάκτηση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
प्रकोप	οργή	प्रकोप	οργή	N;NOM;MASC;SG;3	N;ACC;FEM;SG
ग्रीष्म	καλοκαίρια	ग्रीष्म	καλοκαίριο		N;NOM;NEUT;PL
ग्रीष्म	σάμερς	ग्रीष्म	σάμερ		N
ग्रीष्म	καλοκαιρι	ग्रीष्म	καλοκαιρι		N;NOM;NEUT;SG
ग्रीष्म	καλοκαίρι	ग्रीष्म	καλοκαίρι		N;NOM;NEUT;SG
ग्रीष्म	σάμμερ	ग्रीष्म	σάμμερ		N
ग्रीष्म	σάμερ	ग्रीष्म	σάμερ		
बेल्ट	ιμάντες	बेल्ट	ιμάντης		N;NOM;MASC;PL
बेल्ट	ζώνες	बेल्ट	ζώνη		N;NOM;FEM;PL
बेल्ट	ζώνη	बेल्ट	ζώνη		N;NOM;FEM;SG
बेल्ट	ζωνη	बेल्ट	ζωνη		N;NOM;FEM;SG
पुजारी	παπά	पुजारी	παπά	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
पुजारी	ιερέα	पुजारी	ιερία	N;NOM;MASC;SG;3	N;ACC;MASC;SG
खां	χαν	खाँ	χαν	PROPN;NOM;MASC;SG;3	N
खां	καν	खाँ	καν	PROPN;NOM;MASC;SG;3	ADV
खां	khan	खाँ	khan	PROPN;NOM;MASC;SG;3	
मीना	μίνα	मीना	ένας	PROPN;NOM;FEM;SG;3	PROPN;NOM;FEM;SG
मीना	mina	मीना	mina	PROPN;NOM;FEM;SG;3	
एनीमेशन	animation	एनीमेशन	animation	N;NOM;MASC;SG;3	
एनीमेशन	βελτιστοποίησης	एनीमेशन	βελτιστοποίηση	N;NOM;MASC;SG;3	N;GEN;FEM;SG
एनीमेशन	βελτιστοποίηση	एनीमेशन	βελτιστοποίηση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
एनीमेशन	animations	एनीमेशन	animations	N;NOM;MASC;SG;3	
नॉन	non	नॉन	non		
एलिजाबेथ	ελισάβετ	एलिजाबेथ	ελισάβετ	PROPN;NOM;MASC;SG;3	N
एलिजाबेथ	ελίζαμπεθ	एलिजाबेथ	ελίζαμπεθ	PROPN;NOM;MASC;SG;3	
एलिजाबेथ	elizabeth	एलिजाबेथ	elizabeth	PROPN;NOM;MASC;SG;3	
डिएगो	diego	डिएगो	diego	PROPN;NOM;MASC;SG;3	
डिएगो	ντιέγκο	डिएगो	ντιέγκο	PROPN;NOM;MASC;SG;3	
पैट्रिक	patrick	पैट्रिक	patrick	PROPN;NOM;MASC;SG;3	
पैट्रिक	πάτρικ	पैट्रिक	πάτρικ	PROPN;NOM;MASC;SG;3	
विक्टर	βίκτορ	विक्टर	βίκτορ	PROPN;NOM;MASC;SG;3	
विक्टर	βίκτωρ	विक्टर	βίκτωρ	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
विक्टर	victor	विक्टर	victor	PROPN;NOM;MASC;SG;3	
मित्रता	φιλικότητα	मित्रता	φιλικότητα	N;NOM;FEM;SG;3	N;ACC;FEM;SG
विश्वसनीयता	αξιοπιστία	विश्वसनीयता	αξιοπιστία	N;NOM;FEM;SG;3	N;ACC;FEM;SG
विश्वसनीयता	αξιοπιστία	विश्वसनीयता	αξιοπιστία	N;NOM;FEM;SG;3	N;ACC;FEM;SG
यूरेनियम	ουρανίου	यूरेनियम	ουρανίο	PROPN;NOM;MASC;SG;3	N;GEN;NEUT;SG
यूरेनियम	ουράνιο	यूरेनियम	ουράνιος	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
श्रद्धांजलि	αφιέρωμα	श्रद्धांजलि	αφιέρωμα	N;NOM;FEM;SG;3	N;ACC;NEUT;SG
श्रद्धांजलि	αφιερώματα	श्रद्धांजलि	αφιέρωμα	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
श्रद्धांजलि	διαγωνιζόμενοι	श्रद्धांजलि	διαγωνιζόμενος	N;NOM;FEM;SG;3	V;PFV;NOM;MASC;PL;V.PTCP;PASS
ढेर	στοίβες	ढेर	στοίβα		N;NOM;FEM;PL
ढेर	σωρούς	ढेर	σωρός		N;NOM;FEM;PL
स्तुति	έπαινος	स्तुति	έπαινος	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
स्तुति	επαίνους	स्तुति	επαίνος	N;NOM;FEM;SG;3	N;ACC;MASC;PL
ड्रीम	ονειρο	ड्रीम	ονειρο	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
ड्रीम	όνειρο	ड्रीम	όνειρο	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
ड्रीम	dream	ड्रीम	dream	PROPN;NOM;MASC;SG;3	
ड्रीम	όνειρα	ड्रीम	όνειρα	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
कैप्टन	κυβερνήτη	कैप्टन	κυβερνήτης	N;NOM;MASC;SG;3	N;ACC;MASC;SG
कैप्टन	καπετάνιος	कैप्टन	καπετάνιος	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
तुरन्त	αμέσως	तुरन्त	αμέσως		ADV
क्लबों	club	क्लब	club	N;ACC;MASC;PL;3	
क्लबों	κλάμπ	क्लब	κλάμπ	N;ACC;MASC;PL;3	
क्लबों	λέσχη	क्लब	λέσχω	N;ACC;MASC;PL;3	N;NOM;FEM;SG
क्लबों	κλαμπ	क्लब	κλαμπ	N;ACC;MASC;PL;3	
सरसों	μουστάρδα	सरस	μουστάρδα	N;ACC;MASC;PL;3	N;NOM;NEUT;SG
वार्नर	γουόρνερ	वार्नर	γουόρνερ	PROPN;NOM;MASC;SG;3	
वार्नर	warner	वार्नर	warner	PROPN;NOM;MASC;SG;3	
सिस्टम्स	sy	सिस्टम	sy	N;NOM;MASC;PL;3	
चलना	περπάτημα	चल	περπάτημα	V;MASC;NFIN;ACT	N;NOM;NEUT;SG
चलना	βόλτα	चल	βόλτα	V;MASC;NFIN;ACT	N;NOM;FEM;SG
चलना	περίπατος	चल	περίπατος	V;MASC;NFIN;ACT	ADJ;NOM;MASC;SG
चलना	περπάτημα	चल	περπάτημα	V;MASC;NFIN;ACT	N;NOM;NEUT;SG
समितियों	επιτροπές	समिति	επιτροπή	N;ACC;FEM;PL;3	N;NOM;FEM;PL
मसाले	μπαχαρικά	मसाला	μπαχαρικά	N;NOM;MASC;SG;3	ADV
मसाले	καρυκεύματα	मसाला	καρύκευμα	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
लेबनान	λίβανος	लेबनान	λίβανος	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
लेबनान	λίβανο	लेबनान	λίβανο	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
औचित्य	αιτιολόγηση	औचित्य	αιτιολόγηση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
नौका	βάρκα	नौका	βάρκα	N;NOM;FEM;SG;3	N;ACC;FEM;SG
शैवाल	φύκια	शैवाल	φύκιο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
निपटान	απόρριψη	निपटान	απόρριψη	N;NOM;MASC;SG;3	N;ACC;FEM;SG
निपटान	διακανονισμού	निपटान	διακανονισμός	N;NOM;MASC;SG;3	N;GEN;MASC;SG
निपटान	διευθέτηση	निपटान	διευθέτηση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
साईट	site	साईट	site	N;NOM;FEM;SG;3	
स्वीडिश	σουηδός	स्वीडिश	σουηδός	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
स्वीडिश	σουηδικά	स्वीडिश	σουηδικά	PROPN;NOM;MASC;SG;3	ADV
स्वीडिश	σουηδική	स्वीडिश	σουηδικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
स्वीडिश	σουηδικό	स्वीडिश	σουηδικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
स्वीडिश	σουηδία	स्वीडिश	σουηδία	PROPN;NOM;MASC;SG;3	PROPN;ACC;FEM;SG
एडम्स	ανταμς	एडम्स	ανταμς	PROPN;NOM;MASC;SG;3	
एडम्स	άνταμς	एडम्स	άνταμς	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
एडम्स	adams	एडम्स	adams	PROPN;NOM;MASC;SG;3	
अभिगम	πρόσβαση	अभिगम	πρόσβαση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
मंत्रिमंडल	υπουργεία	मंत्रिमंडल	υπουργείο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
पहना	φορούσε	पहन	φορώ	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
सिखों	σιχ	सिख	σιχ	N;ACC;MASC;PL;3	NUM;NOM;SG
पैतृक	πατρική	पैतृक	πατρικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
लेट	αργά	लेट	αργά	N;NOM;FEM;SG;3	ADV
ट्विटर	τουίτερ	ट्विटर	τουίτερ	N;NOM;MASC;SG;3	NUM
ट्विटर	twitter	ट्विटर	twitter	N;NOM;MASC;SG;3	
जेरी	τζέρυ	जेरी	τζέρυ	PROPN;NOM;MASC;SG;3	N
जेरी	τζέρι	जेरी	τζέρι	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
पतला	slim	पतला	slim	ADJ;NOM;MASC;SG	
पतला	σλιμ	पतला	σλιμ	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
पतला	λεπτό	पतला	λεπτό	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
पतला	ελαφρά	पतला	ελαφρά	ADJ;NOM;MASC;SG	ADV
न्यूज	ειδήσεις	न्यूज	είδηση	N;NOM;FEM;SG;3	N;NOM;FEM;PL
न्यूज	νέα	न्यूज	νέος	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;PL
न्यूज	news	न्यूज	news	N;NOM;FEM;SG;3	
आइलैंड	island	आइलैंड	island	PROPN;NOM;MASC;SG;3	
आइलैंड	νησί	आइलैंड	νησί	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
आइलैंड	νησι	आइलैंड	νησι	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
आइलैंड	νήσος	आइलैंड	νήσος	PROPN;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
कमला	κάμλα	कमला	κάμλα	PROPN;NOM;FEM;SG;3	N
फौज	στρατό	फौज	στρατός	N;NOM;FEM;SG;3	N;ACC;MASC;SG
कैमरे	κάμερες	कैमरा	κάμερος	N;NOM;MASC;SG;3	N;NOM;FEM;PL
कमाल	τέλειο	कमाल	τέλειο		ADJ;NOM;NEUT;SG
कमाल	φοβερός	कमाल	φοβερός		ADJ;NOM;MASC;SG
कमाल	φοβερό	कमाल	φοβερός		ADJ;NOM;NEUT;SG
निकास	έξοδο	निकास	έξοδος	N;NOM;MASC;SG;3	N;ACC;FEM;SG
मुद्राओं	θέτει	मुद्रा	θέτω	N;ACC;FEM;PL;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
कॉमिक	κόμικ	कॉमिक	κόμικ		N;NOM;NEUT;SG
कॉमिक	κωμικός	कॉमिक	κωμικός		ADJ;NOM;MASC;SG
क्वार्टर	quarter	क्वार्टर	quarter	N;NOM;MASC;SG;3	
लाइनों	ατάκες	लाइन	ατάκα	N;ACC;FEM;PL;3	N;NOM;FEM;PL
लाइनों	γραμμές	लाइन	γραμμή	N;ACC;FEM;PL;3	N;NOM;FEM;PL
कवक	μύκητες	कवक	μύκητος	N;NOM;MASC;SG;3	N;NOM;MASC;PL
