den	de	den	de	PRO;DEF;MASC+FEM;SG	DET;DEF
rena	reinigen	rena	reinig	ADJ;NOM;PL	V;NFIN
rena	schoonmaken	rena	schoonmaken	ADJ;NOM;PL	V;NFIN
rena	pure	rena	puur	ADJ;NOM;PL	N;MASC+FEM;SG
shaw	shaw	shaw	shaw	PROPN;NOM	N;MASC+FEM;SG
anthurium	anthurium	anthurium	anthurium	V;IMP;FIN;ACT	N;MASC+FEM;SG
troligtvis	waarschijnlijk	troligtvis	waarschijnlijk	ADV	ADJ
troligtvis	waarschijnlijke	troligtvis	waarschijnlijk	ADV	ADJ
troligtvis	waarschijnlijk	troligtvis	waarschijnlijk	ADV	ADJ
köln	keulen	köln	keulen	PROPN;NOM	V;NFIN
köln	cologne	köln	cologne	PROPN;NOM	N;MASC+FEM;SG
köln	köln	köln	köln	PROPN;NOM	N;MASC+FEM;SG
bildad	geschoold	bilda	scholen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
bildad	opgeleid	bilda	opleiden	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
bildad	onderwezen	bilda	onderwezen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
carlyle	carlyle	carlyle	carlyle	PROPN;NOM	N;MASC+FEM;SG
ken	ken	ken	kunnen	PROPN;NOM	V;SG;PRS;FIN
matematiker	wiskundige	matematik	wiskundig	N;NOM;INDF;MASC+FEM;PL	ADJ
matematiker	wiskundigen	matematik	wiskundigen	N;NOM;INDF;MASC+FEM;PL	ADJ
cornelis	cornelis	cornelis	cornelis	PROPN;NOM	N;MASC+FEM;SG
hanna	hannah	hanna	hannah	PROPN;NOM	N;MASC+FEM;SG
hanna	hanna	hanna	hanna	PROPN;NOM	N;MASC+FEM;SG
fiender	vijand	fiende	vijand	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
ingvar	ingvar	ingvar	ingvar	PROPN;NOM	PROPN;MASC+FEM;SG
tydlig	clear	tydlig	clear	ADJ;NOM;INDF;MASC+FEM;SG	
rafael	raphael	rafael	raphael	PROPN;NOM	N;MASC+FEM;SG
rafael	raphaël	rafael	raphaël	PROPN;NOM	N;MASC+FEM;SG
rafael	rafael	rafael	rafael	PROPN;NOM	N;MASC+FEM;SG
deutsche	deutsche	deutsche	deutsch	PROPN;NOM	N;MASC+FEM;SG
global	mondiale	global	mondiaal	N;NOM;INDF;MASC+FEM;SG	ADJ
global	globaal	global	globaal	N;NOM;INDF;MASC+FEM;SG	ADJ
global	wereldwijd	global	wereldwijd	N;NOM;INDF;MASC+FEM;SG	ADJ
petrus	petrus	petrus	petrus	PROPN;NOM	N;MASC+FEM;SG
petrus	petrus	petrus	petrus	PROPN;NOM	N;MASC+FEM;SG
petrus	peter	petrus	peter	PROPN;NOM	N;MASC+FEM;SG
rune	rune	rune	run	PROPN;NOM	N;MASC+FEM;SG
kanoner	kanon	kanon	kanon	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
dream	dromen	dream	dromen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
självmord	zelfmoorden	självmord	zelfmoord	N;NOM;INDF;NEUT;SG	N;PL
positiva	positieven	positiv	positief	ADJ;NOM;PL	N;PL
succé	success	succé	success	N;NOM;INDF;MASC+FEM;SG	
uppdaterad	geactualiseerd	uppdaterad	actualiseren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
uppdaterad	bijgewerkt	uppdaterad	bijwerken	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
ocampo	ocampo	ocampo	ocampo	NUM;NOM	N;MASC+FEM;SG
mason	metselaar	mason	metselaar	PROPN;NOM	N;MASC+FEM;SG
mason	mason	mason	mason	PROPN;NOM	N;MASC+FEM;SG
ungar	kids	unge	kids	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
rörelser	verplaatsing	rörelse	verplaatsing	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
rörelser	beweging	rörelse	beweging	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
vilar	rust	vila	rust	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
fifa	fifa	fifa	fifa	PROPN;NOM	PROPN;NEUT;SG
emery	emery	emery	emery	PROPN;NOM	N;MASC+FEM;SG
åka	schaats	åka	schaats	V;IMP;FIN;ACT	N;MASC+FEM;SG
åka	skate	åka	skate	V;IMP;FIN;ACT	N;MASC+FEM;SG
westfalen	westfalen	cestfal	westfalen	N;NOM;DEF;MASC+FEM;SG	N;PL
omgångar	ronden	omgång	ronden	N;NOM;INDF;MASC+FEM;PL	V;NFIN
kazakstan	kazachstan	kamakstad	kazachstan	PROPN;NOM	N;NEUT;SG
utgåva	loslaten	utgåva	loslaten	N;NOM;INDF;MASC+FEM;SG	V;NFIN
studie	studeer	studium	studeer	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
studie	studeren	studium	studeren	N;NOM;INDF;MASC+FEM;SG	V;NFIN
studie	bestuderen	studium	bestuderen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
leddjur	geleedpotigen	leddjur	geleedpotig	N;NOM;INDF;NEUT;PL	ADJ
förändring	veranderen	förändring	veranderen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
förändring	wijzigen	förändring	wijzigen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
förändring	veranderingen	förändring	verandering	N;NOM;INDF;MASC+FEM;SG	N;PL
front	front	front	front	N;NOM;INDF;MASC+FEM;SG	
joensuu	joensuu	joensuu	joensuu	PROPN;NOM	N;NEUT;SG
bonde	verpanden	bonde	verpand	N;NOM;INDF;MASC+FEM;SG	V;NFIN
bonde	verpand	bonde	verpand	N;NOM;INDF;MASC+FEM;SG	V;V.PTCP
beräknas	berekende	beräkna	berekenen	V;IND;PRS;FIN;PASS	V;SG;PST;FIN
antagligen	waarschijnlijk	antagligen	waarschijnlijk	ADV	ADJ
rösta	stemmen	rösta	stem	V;IMP;FIN;ACT	N;PL
rösta	stemming	rösta	stemming	V;IMP;FIN;ACT	N;MASC+FEM;SG
rösta	stem	rösta	stem	V;IMP;FIN;ACT	N;MASC+FEM;SG
graubünden	graubünden	graubnnd	graubend	PROPN;NOM	V;NFIN
dåliga	bad	dålig	bad	ADJ;NOM;PL	N;NEUT;SG
hantera	handvat	hantera	handvat	V;IMP;FIN;ACT	N;NEUT;SG
vila	vila	vila	vila	V;IMP;FIN;ACT	N;MASC+FEM;SG
vila	rest	vila	rest	V;IMP;FIN;ACT	N;MASC+FEM;SG
vila	rust	vila	rust	V;IMP;FIN;ACT	N;MASC+FEM;SG
fenomen	fenomenen	fenom	fenomenen	N;NOM;INDF;NEUT;SG	N;PL
fenomen	verschijnselen	fenom	verschijnselen	N;NOM;INDF;NEUT;SG	N;PL
takt	tact	takt	tact	N;NOM;INDF;MASC+FEM;SG	ADJ
rik	rijken	rik	rijken	ADJ;NOM;INDF;MASC+FEM;SG	N;PL
rik	rich	rik	rich	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
girault	girault	girault	girault	N;NOM;INDF;MASC+FEM;SG	ADV
vilda	wilde	vilja	willen	ADJ;NOM;PL	V;SG;PST;FIN
vilda	savage	vilja	savage	ADJ;NOM;PL	N;MASC+FEM;SG
passar	fit	passa	fit	V;IND;PRS;FIN;ACT	ADJ
passar	kostuums	passa	kostuum	V;IND;PRS;FIN;ACT	N;PL
representant	representatief	representant	representatief	N;NOM;INDF;MASC+FEM;SG	ADJ
representant	representatieve	representant	representatief	N;NOM;INDF;MASC+FEM;SG	ADJ
pågående	doorlopend	pågående	doorlopen	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
pågående	lopende	pågående	lopen	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
främmande	alien	främmande	alien	ADJ;NOM	N;MASC+FEM;SG
edwin	edwin	edwin	edwin	PROPN;NOM	N;MASC+FEM;SG
östersund	östersund	östersund	östersund	PROPN;NOM	N;NEUT;SG
viii	viii	viii	viii	PROPN;NOM	PROPN;MASC+FEM;SG
bollnäs	bollnäs	bollnäs	bollnzs	PROPN;NOM	ADV
rangers	rangers	rang	ranger	N;GEN;INDF;MASC+FEM;SG	N;PL
helge	helge	helge	helg	PROPN;NOM	N;MASC+FEM;SG
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;NOM	N;MASC+FEM;SG
steven	steven	stev	steven	PROPN;NOM	N;PL
slutspel	playoffs	slutspel	playoffs	N;NOM;INDF;NEUT;SG	N;PL
beatles	beatles	beatla	beatle	PROPN;NOM	N;PL
aktiviteter	activiteit	aktivitet	activiteit	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
bidra	bijdragen	bidra	bijdrage	V;IMP;FIN;ACT	N;PL
värd	organisator	värd	organisator	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
värd	gastheer	värd	gastheer	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
värd	host	värd	host	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
värd	worth	värd	worth	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
värd	hosting	värd	hosting	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
värd	gehost	värd	hosten	ADJ;NOM;INDF;MASC+FEM;SG	V;V.PTCP
värd	georganiseerd	värd	organiseren	ADJ;NOM;INDF;MASC+FEM;SG	V;V.PTCP
poesi	gedichten	poesi	gedicht	N;NOM;INDF;MASC+FEM;SG	N;PL
take	neem	take	nemen	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
take	nemen	take	nemen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
läkemedel	geneeskunde	läkemedel	geneeskunde	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
läkemedel	geneesmiddel	läkemedel	geneesmiddel	N;NOM;INDF;NEUT;PL	N;NEUT;SG
läkemedel	farmaceutica	läkemedel	farmaceutica	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
block	blokken	block	blok	N;NOM;INDF;NEUT;SG	N;PL
block	blokkeren	block	blokkeren	N;NOM;INDF;NEUT;SG	V;NFIN
salu	uitverkoop	salu	uitverkoop	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
salu	verkopen	salu	verkopen	N;NOM;INDF;MASC+FEM;PL	V;NFIN
salu	verkoop	salu	verkoop	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
norrtälje	norrtälje	norrtälje	norrtul	PROPN;NOM	N;MASC+FEM;SG
brant	brant	brant	brant	ADJ;NOM;INDF;NEUT;SG	N;MASC+FEM;SG
santos	santos	santos	santos	PROPN;NOM	N;MASC+FEM;SG
försäljning	verkopen	försäljning	verkopen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
försäljning	verkopen	försäljning	verkopen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
indisk	indiaan	indisk	indiaan	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
undervisning	onderwijzen	undervisning	onderwijzen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
stödja	ondersteuning	stödja	ondersteuning	V;IMP;FIN;ACT	N;MASC+FEM;SG
stödja	steun	stödja	steun	V;IMP;FIN;ACT	N;MASC+FEM;SG
stödja	support	stödja	support	V;IMP;FIN;ACT	N;MASC+FEM;SG
kartor	kaart	karta	kaart	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
pubescens	pubescens	pubesc	pubescens	N;NOM;INDF;MASC+FEM;SG	N;PL
eleonora	eleonora	eleonora	eleonora	PROPN;NOM	N;MASC+FEM;SG
warner	warner	warner	warn	PROPN;NOM	N;MASC+FEM;SG
xinjiang	xinjiang	xinjiang	xinjiang	PROPN;NOM	N;MASC+FEM;SG
lind	lind	lind	lind	PROPN;NOM	N;MASC+FEM;SG
rådgivare	adviseur	rådgivare	adviseur	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
rådgivare	raadadviseur	rådgivare	raadadviseur	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
rådgivare	adviseur	rådgivare	adviseur	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
rådgivare	raadsman	rådgivare	raadsman	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
rådgivare	adviseur	rådgivare	adviseur	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
slutspelet	playoffs	slutspel	playoffs	N;NOM;DEF;NEUT;SG	N;PL
robertson	robertson	robertson	robertson	PROPN;NOM	N;MASC+FEM;SG
martins	martins	marti	martin	PROPN;GEN	N;MASC+FEM;SG
professionella	professional	professionell	professional	ADJ;NOM;PL	N;MASC+FEM;SG
professionella	professionals	professionell	professional	ADJ;NOM;PL	N;PL
professionella	professionelen	professionell	professioneel	ADJ;NOM;PL	N;PL
professionella	vakmensen	professionell	vakmens	ADJ;NOM;PL	N;PL
vinster	wint	vinst	winnen	N;NOM;INDF;MASC+FEM;PL	V;SG;PRS;FIN
vinster	winst	vinst	winst	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
leddes	led	leda	led	V;IND;PST;FIN;PASS	N;MASC+FEM;SG
stubbar	stompen	stubb	stomp	N;NOM;INDF;MASC+FEM;PL	V;NFIN
valt	uitverkorene	välja	uitverkoren	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
valt	uitgekozen	välja	uitkiezen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
valt	gekozen	välja	kiezen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
valt	uitverkoren	välja	uitverkoren	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
patrik	patrik	patrik	patrik	PROPN;NOM	N;MASC+FEM;SG
patrik	patrick	patrik	patrick	PROPN;NOM	N;MASC+FEM;SG
uddevalla	uddevalla	uddevalla	uddevalla	PROPN;NOM	N;NEUT;SG
avsked	aftreden	avsked	aftreden	N;NOM;INDF;NEUT;SG	V;NFIN
regerande	regerend	regerande	regeren	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
play	speel	play	spelen	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
play	spelen	play	spelen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
play	afspelen	play	afspelen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
sparrisväxter	asparagaceae	sparrisväxt	asparagaceae	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
kristianstad	kristianstad	kristianstad	kristianstad	PROPN;NOM	N;MASC+FEM;SG
off	af	off	af	N;NOM;INDF;MASC+FEM;SG	ADP
nordland	nordland	nordland	nordland	PROPN;NOM	N;MASC+FEM;SG
caroline	caroline	caroline	caroline	PROPN;NOM	N;MASC+FEM;SG
djupt	diep	djup	diep	ADV	ADJ
djupt	diep	djup	diep	ADV	ADJ
djupt	diepe	djup	diep	ADV	ADJ
djupt	deep	djup	deep	ADV	N;MASC+FEM;SG
villkor	conditie	villkor	conditie	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
villkor	aandoening	villkor	aandoening	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
villkor	voorwaarde	villkor	voorwaard	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
villkor	toestand	villkor	toestand	N;NOM;INDF;NEUT;PL	N;MASC+FEM;SG
homs	homs	homs	homs	N;NOM;INDF;MASC+FEM;SG	N;PL
palestina	palestina	palestina	palestina	PROPN;NOM	N;NEUT;SG
palestina	palestijnse	palestina	palestijns	PROPN;NOM	ADJ
arbetare	werkenden	arbetare	werken	N;NOM;INDF;MASC+FEM;PL	V;V.PTCP
arbetare	werker	arbetare	werker	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
arbetare	werknemer	arbetare	werknemer	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
arbetare	arbeider	arbetare	arbeider	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
essex	essex	essex	essex	PROPN;NOM	N;NEUT;SG
födda	born	född	born	ADJ;NOM;PL;PST;V.PTCP	N;MASC+FEM;SG
födda	geboren	född	geboren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
födda	geboorten	född	geboorte	ADJ;NOM;PL;PST;V.PTCP	N;PL
stein	stein	stein	stein	PROPN;NOM	N;MASC+FEM;SG
inspirerad	inspirerend	inspirerad	inspireren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
inspirerad	geïnspireerd	inspirerad	inspireren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
inspirerad	geïnspireerde	inspirerad	inspireren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
murphy	murphy	murphy	murphy	PROPN;NOM	N;MASC+FEM;SG
skrivet	geschreven	skriva	schrijven	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
processen	verwerken	process	verwerken	N;NOM;DEF;MASC+FEM;SG	V;NFIN
motorer	motors	motor	motor	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
ted	ted	ted	ted	PROPN;NOM	N;MASC+FEM;SG
silva	silva	silva	silva	PROPN;NOM	N;MASC+FEM;SG
starr	staar	starr	staar	N;NOM;INDF;MASC+FEM;SG	ADJ
ahl	ahl	ahl	ahl	PROPN;NOM	N;MASC+FEM;SG
dina	dina	du	dina	PRO;DEF;PL	N;MASC+FEM;SG
dina	uwe	du	uw	PRO;DEF;PL	N;MASC+FEM;SG
medverkande	deelnemende	medverkande	deelnemen	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
medverkande	sponsor	medverkande	sponsor	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
medverkande	sponsoren	medverkande	sponsor	ADJ;NOM;PRS;V.PTCP	V;NFIN
ida	ida	ida	ida	PROPN;NOM	PROPN;MASC+FEM;SG
jeff	jef	jeff	jef	PROPN;NOM	N;MASC+FEM;SG
jeff	jeff	jeff	jeff	PROPN;NOM	N;MASC+FEM;SG
snabba	vasten	snabb	vast	ADJ;NOM;PL	V;NFIN
snabba	fast	snabb	fast	ADJ;NOM;PL	N;MASC+FEM;SG
robusta	robusta	robust	robusta	ADJ;NOM;PL	N;MASC+FEM;SG
managua	managua	managun	managua	PROPN;NOM	N;MASC+FEM;SG
cochrane	cochrane	cochrane	cochrane	PROPN;NOM	N;MASC+FEM;SG
woman	woman	woman	woman	N;NOM;INDF;MASC+FEM;SG	
phil	phil	phil	phil	PROPN;NOM	PROPN;MASC+FEM;SG
veracruz	veracruz	veracruz	veracruz	PROPN;NOM	N;MASC+FEM;SG
målning	schilderen	målning	schilderen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
målning	verven	målning	verven	N;NOM;INDF;MASC+FEM;SG	V;NFIN
noter	toelichting	nota	toelichting	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
festivalen	festival	festival	festival	N;NOM;DEF;NEUT;PL	N;NEUT;SG
classic	klassiek	classic	klassiek	N;NOM;INDF;MASC+FEM;SG	ADJ
classic	klassieke	classic	klassiek	N;NOM;INDF;MASC+FEM;SG	ADJ
geografiskt	geografisch	geografisk	geografisch	ADV	ADJ
geografiskt	geografisch	geografisk	geografisch	ADV	ADJ
geografiskt	geografisch	geografisk	geografisch	ADV	ADJ
torra	drogen	torr	drigen	ADJ;NOM;PL	V;NFIN
airlines	luchtvaartmaatschappijen	airlines	luchtvaartmaatschappij	PROPN;NOM	N;PL
airlines	airlines	airlines	airline	PROPN;NOM	N;PL
ole	ole	ole	ool	PROPN;NOM	N;MASC+FEM;SG
ritade	drew	rita	drew	V;IND;PST;FIN;ACT	N;MASC+FEM;SG
påverkan	beïnvloeden	påverkan	beïnvloeden	N;NOM;INDF;MASC+FEM;SG	V;NFIN
påverkan	inslagen	påverkan	inslaan	N;NOM;INDF;MASC+FEM;SG	N;PL
herat	herat	hera	herat	N;NOM;DEF;NEUT;SG	PROPN;NEUT;SG
uteslutande	uitsluiting	uteslutande	uitsluiting	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
uteslutande	uitsluiten	uteslutande	uitsluiten	ADJ;NOM;PRS;V.PTCP	V;NFIN
utgivare	uitgeverij	utgivare	uitgeverij	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
utgivare	uitgever	utgivare	uitgever	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
utgivare	uitgeverij	utgivare	uitgeverij	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
yunnan	yunnan	yunna	yunnan	PROPN;NOM	N;MASC+FEM;SG
kol	kolen	kol	kolen	N;NOM;INDF;NEUT;SG	N;PL
chiapas	chiapas	chiapa	chiapas	PROPN;GEN	N;MASC+FEM;SG
cundinamarca	cundinamarca	cundinam	cundinamarca	ADJ;NOM;DEF;SG	N;MASC+FEM;SG
offer	offeren	offer	offeren	N;NOM;INDF;NEUT;SG	V;NFIN
offer	slachtoffers	offer	slachtoffer	N;NOM;INDF;NEUT;SG	N;PL
förteckning	indexeren	förteckning	indexeren	N;NOM;INDF;MASC+FEM;SG	V;NFIN
wells	wells	wells	wells	PROPN;NOM	N;SG
wells	putten	wells	putten	PROPN;NOM	V;NFIN
rika	rijken	rik	rijken	ADJ;NOM;PL	N;PL
rika	rich	rik	rich	ADJ;NOM;PL	N;MASC+FEM;SG
avslutas	uiteinden	avsluta	uiteinde	V;IND;PRS;FIN;PASS	N;PL
kapacitet	capaciteiten	kapacitet	capaciteit	N;NOM;INDF;MASC+FEM;SG	N;PL
kapacitet	capaciteiten	kapacitet	capaciteit	N;NOM;INDF;MASC+FEM;SG	N;PL
australiska	australiër	australisk	australiër	ADJ;NOM;PL	N;MASC+FEM;SG
insats	operation	insats	operation	N;NOM;INDF;MASC+FEM;SG	
paulus	paulus	paulus	paulus	PROPN;NOM	N;MASC+FEM;SG
paulus	paul	paulus	paul	PROPN;NOM	N;MASC+FEM;SG
bella	bella	bella	bella	PROPN;NOM	N;MASC+FEM;SG
orsak	veroorzaken	orsak	veroorzaken	N;NOM;INDF;MASC+FEM;SG	V;NFIN
ankara	ankara	ankara	ankara	PROPN;NOM	N;NEUT;SG
bert	bert	berta	bert	PROPN;NOM	N;MASC+FEM;SG
konkurs	bankroet	konkurs	bankroet	N;NOM;INDF;MASC+FEM;SG	ADJ
konkurs	faillissementen	konkurs	faillissement	N;NOM;INDF;MASC+FEM;SG	N;PL
konkurs	failliet	konkurs	failliet	N;NOM;INDF;MASC+FEM;SG	ADJ
läser	lectuur	läsa	lectuur	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
läser	reading	läsa	reading	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
läser	lezing	läsa	lezing	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
buffalo	buffalo	buffalo	buffalo	PROPN;NOM	N;MASC+FEM;SG
buffalo	buffels	buffalo	buffel	PROPN;NOM	N;PL
buffalo	bizons	buffalo	bizon	PROPN;NOM	N;PL
buffalo	buffel	buffalo	buffel	PROPN;NOM	N;MASC+FEM;SG
utförd	uitgevoerd	utföra	uitvoeren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utförd	uitgevoerde	utföra	uitvoeren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utförd	geëxecuteerd	utföra	executeren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utförd	uitgevoerd	utföra	uitvoeren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
pheidole	pheidole	pheidole	pheidole	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tempel	tempels	tempel	tempel	N;NOM;INDF;NEUT;SG	N;PL
mötet	vergaderen	möte	vergaderen	N;NOM;DEF;NEUT;SG	V;NFIN
eds	eds	eds	eds	N;NOM;INDF;MASC+FEM;SG	INTJ
åsa	asa	åsa	asa	PROPN;NOM	N;MASC+FEM;SG
åsa	åsa	åsa	åsa	PROPN;NOM	PROPN;MASC+FEM;SG
erfarenhet	ervaar	erfarenhet	ervaar	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
erfarenhet	ervaren	erfarenhet	ervaren	N;NOM;INDF;MASC+FEM;SG	V;V.PTCP
erfarenhet	ervaringen	erfarenhet	ervaring	N;NOM;INDF;MASC+FEM;SG	N;PL
euro	euros	euro	euros	N;NOM;INDF;NEUT;SG	N;PL
vanua	vanua	vanua	vanua	PROPN;NOM	N;MASC+FEM;SG
know	weten	know	weten	N;NOM;INDF;MASC+FEM;SG	V;NFIN
know	weet	know	weten	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
china	china	chin	china	N;NOM;INDF;NEUT;SG	PROPN;NEUT;SG
matthew	matthew	matthew	matthew	PROPN;NOM	N;MASC+FEM;SG
flytande	zwevende	flyta	zweven	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
flytande	zweven	flyta	zweven	ADJ;NOM;PRS;V.PTCP	V;NFIN
flytande	zwevend	flyta	zwevend	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
flytande	drijvend	flyta	drijven	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
flytande	drijvende	flyta	drijven	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
flytande	vloeistof	flyta	vloeistof	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
skandinavien	scandinavië	skandinavien	scandinavië	PROPN;NOM	ADJ
skandinavien	scandinavische	skandinavien	scandinavisch	PROPN;NOM	ADJ
wallace	wallace	wallace	wallace	PROPN;NOM	N;MASC+FEM;SG
utsedd	aangeduide	utse	aanduiden	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utsedd	aangeduid	utse	aanduiden	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utsedd	aangewezen	utse	aanwijzen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utsedd	aangesteld	utse	aanstellen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utsedd	benoemde	utse	benoemen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utsedd	benoemd	utse	benoemen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
slovakien	slowakije	slovakien	slowakije	PROPN;NOM	N;NEUT;SG
after	na	after	na	N;NOM;INDF;MASC+FEM;SG	ADP
after	after	after	after	N;NOM;INDF;MASC+FEM;SG	
tres	tres	tres	tres	N;NOM;INDF;NEUT;SG	
katherine	katherine	katherine	katherine	PROPN;NOM	N;MASC+FEM;SG
katherine	catharina	katherine	catharina	PROPN;NOM	N;MASC+FEM;SG
lettland	letland	lettland	letland	PROPN;NOM	PROPN;NEUT;SG
she	ze	she	ze	V;IMP;FIN;ACT	PRO;3
she	zij	she	zij	V;IMP;FIN;ACT	PRO;NOM;3
australisk	australiër	australisk	australiër	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
hav	zeeën	hav	zeeën	N;NOM;INDF;NEUT;SG	N;PL
hav	oceanen	hav	oceaan	N;NOM;INDF;NEUT;SG	N;PL
andersen	andersen	anders	anders	N;NOM;DEF;MASC+FEM;SG	N;PL
six	zes	six	zes	PROPN;NOM	NUM
