और	et	और	et		CONJ
यूईएफए	uefa	यूईएफए	uefa	PROPN;NOM;MASC;SG;3	PROPN
तेलुगू	telugu	तेलुगू	telugu	PROPN;NOM;MASC;SG;3	N;MASC;SG
गिनी	guinée	गिनी	guiné		ADJ;FEM;SG
गिनी	guinéen	गिनी	guinéen		ADJ;MASC;SG
गिनी	guinéenne	गिनी	guinéen		ADJ;FEM;SG
चिह्नित	marquées	चिह्नित	marquer	ADJ	V;FEM;PL;PST;V.PTCP
चिह्नित	marquée	चिह्नित	marquer	ADJ	V;FEM;SG;PST;V.PTCP
चिह्नित	marqué	चिह्नित	marquer	ADJ	V;MASC;SG;PST;V.PTCP
चिह्नित	marqués	चिह्नित	marquer	ADJ	V;MASC;PL;PST;V.PTCP
चिह्नित	marquer	चिह्नित	marquer	ADJ	V;NFIN
चिह्नित	marque	चिह्नित	marque	ADJ	N;FEM;SG
चिह्नित	mark	चिह्नित	mark	ADJ	PROPN
गर्भावस्था	grossesses	गर्भावस्था	grossesse	N;NOM;MASC;SG;3	N;FEM;PL
संरक्षक	tuteurs	संरक्षक	tuteur	N;NOM;MASC;SG;3	N;MASC;PL
संरक्षक	gardiens	संरक्षक	gardien	N;NOM;MASC;SG;3	N;MASC;PL
संरक्षक	gardienne	संरक्षक	gardien	N;NOM;MASC;SG;3	ADJ;FEM;SG
अध्यापक	enseignante	अध्यापक	enseignant	N;NOM;MASC;SG;3	ADJ;FEM;SG
पर्ल	perle	पर्ल	perle	PROPN;NOM;MASC;SG;3	N;FEM;SG
पर्ल	nacre	पर्ल	nacre	PROPN;NOM;MASC;SG;3	N;FEM;SG
पर्ल	pearl	पर्ल	pearl	PROPN;NOM;MASC;SG;3	PROPN
पर्ल	perles	पर्ल	perle	PROPN;NOM;MASC;SG;3	N;FEM;PL
पर्ल	perl	पर्ल	perle	PROPN;NOM;MASC;SG;3	PROPN
लुई	louis	लु	loui	PROPN;NOM;MASC;SG;3	N;MASC;SG
त्वरित	rapide	त्वरित	rapide	PROPN;NOM;SG;3	ADJ;MASC;SG
त्वरित	rapidement	त्वरित	rapidement	PROPN;NOM;SG;3	ADV
त्वरित	vite	त्वरित	vite	PROPN;NOM;SG;3	ADV
त्वरित	rapides	त्वरित	rapide	PROPN;NOM;SG;3	ADJ;MASC;PL
त्वरित	prompt	त्वरित	prompt	PROPN;NOM;SG;3	ADJ;MASC;SG
त्वरित	speedy	त्वरित	speedy	PROPN;NOM;SG;3	PROPN
त्वरित	accélération	त्वरित	accélération	PROPN;NOM;SG;3	N;FEM;SG
त्वरित	accélérés	त्वरित	accéléré	PROPN;NOM;SG;3	V;MASC;PL;PST;V.PTCP
त्वरित	accélérée	त्वरित	accélérer	PROPN;NOM;SG;3	V;FEM;SG;PST;V.PTCP
त्वरित	accéléré	त्वरित	accélérer	PROPN;NOM;SG;3	V;MASC;SG;PST;V.PTCP
डाली	dali	डाल	dali	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
परिष्कृत	raffiné	परिष्कृत	raffiné		V;MASC;SG;PST;V.PTCP
परिष्कृत	raffinée	परिष्कृत	raffiné		V;FEM;SG;PST;V.PTCP
परिष्कृत	raffinées	परिष्कृत	raffiné		V;FEM;PL;PST;V.PTCP
परिष्कृत	raffinement	परिष्कृत	raffinement		N;MASC;SG
परिष्कृत	affinée	परिष्कृत	affiné		V;FEM;SG;PST;V.PTCP
नमः	nem	नमः	nem	PROPN;NOM;MASC;SG;3	
माउंट	monter	माउंट	monter	PROPN;NOM;MASC;SG;3	V;NFIN
माउंट	mont	माउंट	mont	PROPN;NOM;MASC;SG;3	N;MASC;SG
माउंट	monture	माउंट	monture	PROPN;NOM;MASC;SG;3	N;FEM;SG
रियल	réel	रियल	réel	N;NOM;MASC;SG;3	ADJ;MASC;SG
रियल	réelle	रियल	réel	N;NOM;MASC;SG;3	ADJ;FEM;SG
रियल	véritable	रियल	véritable	N;NOM;MASC;SG;3	ADJ;MASC;SG
रियल	vrai	रियल	vrai	N;NOM;MASC;SG;3	ADJ;MASC;SG
रियल	vraie	रियल	vrai	N;NOM;MASC;SG;3	ADJ;FEM;SG
गेम्स	jeux	गेम्स	jeu	N;NOM;MASC;SG;3	N;MASC;PL
अनुशासन	discipliné	अनुशासन	discipliné	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
वादी	plaignante	वादी	plaignant		ADJ;FEM;SG
वादी	plaignant	वादी	plaindre		V;PRS;V.PTCP
वादी	demandeur	वादी	demandeur		N;MASC;SG
मैकमोहन	mcmahon	मैकमोहन	mcmahon	PROPN;NOM;MASC;SG;3	PROPN
जवाहरलाल	jawaharlal	जवाहरलाल	jawaharlal	PROPN;NOM;MASC;SG;3	PROPN
वाद्य	instrumental	वाद्य	instrumental	N;NOM;MASC;SG;3	ADJ;MASC;SG
वाद्य	instrumentale	वाद्य	instrumental	N;NOM;MASC;SG;3	ADJ;FEM;SG
सम	meme	सम	même		INTJ
सम	même	सम	même		ADV
धारक	récipient	धारक	récipient	PROPN;NOM;MASC;SG;3	N;MASC;SG
धारक	conteneur	धारक	conteneur	PROPN;NOM;MASC;SG;3	N;MASC;SG
माइक	mike	माइक	mike	PROPN;NOM;MASC;SG;3	PROPN
घूर्णन	tournante	घूर्णन	tournant	N;NOM;MASC;SG;3	ADJ;FEM;SG
घूर्णन	rotatives	घूर्णन	rotatif	N;NOM;MASC;SG;3	ADJ;FEM;PL
घूर्णन	rotatif	घूर्णन	rotatif	N;NOM;MASC;SG;3	ADJ;MASC;SG
घूर्णन	tournant	घूर्णन	tourner	N;NOM;MASC;SG;3	V;PRS;V.PTCP
घूर्णन	tourner	घूर्णन	tourner	N;NOM;MASC;SG;3	V;NFIN
घूर्णन	pivoter	घूर्णन	pivoter	N;NOM;MASC;SG;3	V;NFIN
भगत	bhagat	भगत	bhagat		PROPN
होम्स	homs	होम्स	homs	N;NOM;MASC;SG;3	PROPN
सुरेश	suresh	सुरेश	suresh	PROPN;NOM;MASC;SG;3	PROPN
बाण	flèches	बाण	flèche	N;NOM;MASC;SG;3	N;FEM;PL
बाण	arrow	बाण	arrow	N;NOM;MASC;SG;3	PROPN
अनुकूलन	adaptation	अनुकूलन	adaptation		N;FEM;SG
निकोबार	nicobar	निकोबार	nicobar	PROPN;NOM;MASC;SG;3	PROPN
चक्रवात	cyclone	चक्रवात	cyclone	PROPN;NOM;MASC;SG;3	N;MASC;SG
भूख	affamée	भूख	affamer	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
भूख	affamés	भूख	affamer	N;NOM;FEM;SG;3	V;MASC;PL;PST;V.PTCP
भूख	affamé	भूख	affamer	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
टेक्सास	texas	टेक्सास	texas	PROPN;NOM;MASC;SG;3	N;MASC;SG
आधी	demi	आधा	demi	N;NOM;FEM;SG;3	ADJ;MASC;SG
गिरने	chute	गिर	chute	V;NFIN;ACT	N;FEM;SG
बंध	cautionnement	बंध	cautionnement	V;ACT	N;MASC;SG
बंध	caution	बंध	caution	V;ACT	N;FEM;SG
बंध	bond	बंध	bond	V;ACT	N;MASC;SG
दिलीप	dilip	दिलीप	dilip	PROPN;NOM;MASC;SG;3	PROPN
दिनेश	dinesh	दिनेश	dinesh	PROPN;NOM;MASC;SG;3	N;MASC;PL
बोले	bole	बोल	bole	V;MASC;SG;FIN;ACT	PROPN
कुत्तों	chien	कुत्त	chien	N;ACC;MASC;PL;3	N;MASC;SG
औरंगजेब	aurangzeb	औरंगजेब	aurangzeb	PROPN;NOM;MASC;SG;3	PROPN
बॉल	boule	बॉल	boule	PROPN;NOM;MASC;SG;3	N;FEM;SG
बॉल	ball	बॉल	ball	PROPN;NOM;MASC;SG;3	PROPN
बॉल	balle	बॉल	balle	PROPN;NOM;MASC;SG;3	N;FEM;SG
बॉल	ballon	बॉल	ballon	PROPN;NOM;MASC;SG;3	N;MASC;SG
बॉल	boules	बॉल	boule	PROPN;NOM;MASC;SG;3	N;FEM;PL
बॉल	couilles	बॉल	couille	PROPN;NOM;MASC;SG;3	N;FEM;PL
बॉल	ballons	बॉल	ballon	PROPN;NOM;MASC;SG;3	N;MASC;PL
बॉल	balles	बॉल	balle	PROPN;NOM;MASC;SG;3	N;FEM;PL
बॉल	billes	बॉल	bille	PROPN;NOM;MASC;SG;3	N;FEM;PL
बे	baie	बे	baie	PROPN;NOM;MASC;SG;3	N;FEM;SG
बे	bay	बे	bay	PROPN;NOM;MASC;SG;3	PROPN
आरक्षण	réservations	आरक्षण	réservation	N;NOM;MASC;SG;3	N;FEM;PL
आरक्षण	réserves	आरक्षण	réserve	N;NOM;MASC;SG;3	N;FEM;PL
आरक्षण	réservations	आरक्षण	réservation	N;NOM;MASC;SG;3	N;FEM;PL
चाचा	tonton	चाचा	tonton	N;NOM;MASC;SG;3	PROPN
विश्राम	loisirs	विश्राम	loisir	N;NOM;FEM;SG;3	N;MASC;PL
चर	variable	चर	variable	N;NOM;MASC;SG;3	ADJ;MASC;SG
चर	variables	चर	variable	N;NOM;MASC;SG;3	ADJ;FEM;PL
चर	variables	चर	variable	N;NOM;MASC;SG;3	ADJ;FEM;PL
चर	variant	चर	varier	N;NOM;MASC;SG;3	V;PRS;V.PTCP
नागर	nagar	नागर	nagar	PROPN;NOM;MASC;SG;3	PROPN
नागर	nagara	नागर	nagara	PROPN;NOM;MASC;SG;3	PROPN
प्रतिपादित	formulée	प्रतिपादित	formuler	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
प्रतिपादित	formulé	प्रतिपादित	formuler	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
प्रतिपादित	formulés	प्रतिपादित	formuler	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
प्रतिपादित	formulées	प्रतिपादित	formuler	N;NOM;MASC;SG;3	V;FEM;PL;PST;V.PTCP
राकेश	rakesh	राकेश	rakesh	PROPN;NOM;MASC;SG;3	PROPN
शोर	bruits	शोर	bruit	N;NOM;MASC;SG;3	N;MASC;PL
यूरोपियन	euros	यूरोपियन	euro	PROPN;NOM;MASC;SG;3	N;MASC;PL
यूरोपियन	euro	यूरोपियन	euro	PROPN;NOM;MASC;SG;3	N;MASC;SG
मेरठ	marathi	मेरठ	marathi	PROPN;NOM;MASC;SG;3	PROPN
शिविर	camps	शिविर	camp	N;NOM;MASC;SG;3	N;MASC;PL
दांत	dents	दांत	dent	N;NOM;MASC;SG;3	N;FEM;PL
पुनर्निर्माण	reconstruire	पुनर्निर्माण	reconstruire	N;NOM;MASC;SG;3	V;NFIN
राष्ट्रीयता	nationalités	राष्ट्रीयता	nationalité	N;NOM;FEM;SG;3	N;FEM;PL
राष्ट्रीयता	nationalités	राष्ट्रीयता	nationalité	N;NOM;FEM;SG;3	N;FEM;PL
ब्रदर्स	brothers	ब्रदर्स	brother	N;NOM;MASC;PL;3	PROPN
ब्रदर्स	bros	ब्रदर्स	bros	N;NOM;MASC;PL;3	PROPN
श्रीवास्तव	srivastava	श्रीवास्तव	srivastava	PROPN;NOM;MASC;SG;3	PROPN
तीस	thirty	तीस	thirty	NUM	PROPN
उद्गम	origines	उद्गम	origine	N;NOM;MASC;SG;3	N;FEM;PL
उद्गम	développer	उद्गम	développer	N;NOM;MASC;SG;3	V;NFIN
सक्सेना	saxena	सक्सेना	saxena	PROPN;NOM;MASC;SG;3	PROPN
फ्रांसिस्को	francisco	फ्रांसिस्को	francisco	PROPN;NOM;MASC;SG;3	PROPN
पारसी	persique	पारसी	persique	PROPN;NOM;MASC;SG;3	N;MASC;SG
पारसी	perse	पारसी	perse	PROPN;NOM;MASC;SG;3	PROPN
पारसी	perses	पारसी	perse	PROPN;NOM;MASC;SG;3	N;MASC;PL
पारसी	persan	पारसी	persan	PROPN;NOM;MASC;SG;3	N;MASC;SG
पारसी	parsi	पारसी	parsi	PROPN;NOM;MASC;SG;3	PROPN
दीर्घकालिक	chroniques	दीर्घकालिक	chronique	ADJ;NOM	N;FEM;PL
दीर्घकालिक	chronique	दीर्घकालिक	chronique	ADJ;NOM	N;FEM;SG
मिश्रा	mishra	मिश्रा	mishra	PROPN;NOM;SG;3	PROPN
स्टोर	magasins	स्टोर	magasin	N;NOM;MASC;SG;3	N;MASC;PL
स्टोर	stocker	स्टोर	stocker	N;NOM;MASC;SG;3	V;NFIN
हसन	hassan	हसन	hassan	PROPN;NOM;MASC;SG;3	PROPN
हसन	hasan	हसन	hasan	PROPN;NOM;MASC;SG;3	PROPN
हसन	hassan	हसन	hassan	PROPN;NOM;MASC;SG;3	PROPN
रक्षक	sauveur	रक्षक	sauveur		N;MASC;SG
रक्षक	sauveur	रक्षक	sauveur		N;MASC;SG
टेलर	taylor	टेलर	taylor	PROPN;NOM;MASC;SG;3	PROPN
जूते	chaussure	जूता	chaussure	N;NOM;MASC;PL;3	N;FEM;SG
जूते	chaussure	जूता	chaussure	N;NOM;MASC;PL;3	N;FEM;SG
चांदी	silver	चांदी	silver	N;NOM;FEM;SG;3	PROPN
चांदी	argenté	चांदी	argenté	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
पेन	stylo	पेन	stylo	PROPN;NOM;MASC;SG;3	N;MASC;SG
पेन	pen	पेन	pen	PROPN;NOM;MASC;SG;3	N;MASC;SG
पेन	plume	पेन	plume	PROPN;NOM;MASC;SG;3	N;FEM;SG
पेन	stylos	पेन	stylo	PROPN;NOM;MASC;SG;3	N;MASC;PL
पेन	stylos	पेन	stylo	PROPN;NOM;MASC;SG;3	N;MASC;PL
दरवाजे	porte	दरवाजा	porte	N;NOM;MASC;PL;3	N;FEM;SG
डांस	danser	डांस	danser	N;NOM;MASC;SG;3	V;NFIN
ग्यारह	eleven	ग्यारह	eleven	NUM	PROPN
मृदा	sols	मृदा	sol	N;NOM;MASC;SG;3	N;MASC;PL
जलीय	aquatiques	जलीय	aquatique		ADJ;MASC;PL
जलीय	aquatique	जलीय	aquatique		ADJ;MASC;SG
हरि	hari	हरि	hari	PROPN;NOM;MASC;SG;3	PROPN
पण्डित	pandit	पण्डित	pandit	PROPN;NOM;MASC;SG;3	PROPN
मधुर	doux	मधुर	doux		ADJ;MASC;SG
मधुर	sucré	मधुर	sucrer		V;MASC;SG;PST;V.PTCP
मधुर	douce	मधुर	doux		ADJ;FEM;SG
मधुर	sweet	मधुर	sweet		PROPN
मधुर	madhu	मधुर	madhu		PROPN
रेशम	soies	रेशम	soie	N;NOM;MASC;SG;3	N;FEM;PL
कैम्ब्रिज	cambridge	कैम्ब्रिज	cambridge	PROPN;NOM;MASC;SG;3	N;MASC;SG
रेत	sables	रेत	sable	N;NOM;MASC;SG;3	N;MASC;PL
सूचक	pointer	सूचक	pointer		V;NFIN
सूचक	pointeur	सूचक	pointeur		N;MASC;SG
प्रतियोगिताओं	concours	प्रतियोगिता	concours	N;ACC;FEM;PL;3	N;MASC;SG
प्रतियोगिताओं	concours	प्रतियोगिता	concours	N;ACC;FEM;PL;3	N;MASC;SG
दलित	dalits	दलित	dalit	N;NOM;MASC;SG;3	N;MASC;PL
दलित	opprimés	दलित	opprimer	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
दलित	opprimé	दलित	opprimer	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
सुई	aiguille	सुई	aiguille		N;FEM;SG
बैक	dos	बैक	dos		N;MASC;SG
बैक	arrière	बैक	arrière		N;MASC;SG
बैक	retour	बैक	retour		N;MASC;SG
बैक	revenir	बैक	revenir		V;NFIN
होगन	hogan	होगन	hogan	PROPN;NOM;MASC;SG;3	PROPN
संकाय	professeurs	संकाय	professeur	N;NOM;MASC;SG;3	N;MASC;PL
प्रोजेक्ट	projets	प्रोजेक्ट	projet	N;NOM;MASC;SG;3	N;MASC;PL
संज्ञानात्मक	cognitifs	संज्ञानात्मक	cognitif	N;NOM;MASC;SG;3	ADJ;MASC;PL
संज्ञानात्मक	cognitif	संज्ञानात्मक	cognitif	N;NOM;MASC;SG;3	ADJ;MASC;SG
संज्ञानात्मक	cognitive	संज्ञानात्मक	cognitif	N;NOM;MASC;SG;3	ADJ;FEM;SG
संज्ञानात्मक	cognitives	संज्ञानात्मक	cognitif	N;NOM;MASC;SG;3	ADJ;FEM;PL
फिलिप	phillip	फिलिप	phillip	PROPN;NOM;MASC;SG;3	PROPN
फिलिप	philippe	फिलिप	philippe	PROPN;NOM;MASC;SG;3	N;MASC;SG
फिलिप	philip	फिलिप	philip	PROPN;NOM;MASC;SG;3	PROPN
स्कॉटिश	ecossais	स्कॉटिश	ecossais	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
स्कॉटिश	écossaise	स्कॉटिश	écossais	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
स्कॉटिश	écossais	स्कॉटिश	écossais	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
कस्बा	kasba	कस्बा	kasba	N;NOM;MASC;SG;3	PROPN
आरेख	diagrammes	आरेख	diagramme	N;NOM;MASC;SG;3	N;MASC;PL
बैडमिंटन	badminton	बैडमिंटन	badminton	PROPN;NOM;MASC;SG;3	N;MASC;SG
फ्री	gratuit	फ्री	gratuit		ADJ;MASC;SG
फ्री	gratuits	फ्री	gratuit		V;MASC;PL;PST;V.PTCP
फ्री	free	फ्री	free		N;MASC;SG
फ्री	gratuitement	फ्री	gratuitement		ADV
फ्री	libre	फ्री	libre		ADJ;MASC;SG
वास्तु	architectes	वास्तु	architecte	N;NOM;MASC;SG;3	N;MASC;PL
मिर्च	piments	मिर्च	piment	N;NOM;FEM;SG;3	N;MASC;PL
मिर्च	poivrons	मिर्च	poivron	N;NOM;FEM;SG;3	N;MASC;PL
मणिपुर	manipur	मणिपुर	manipur	PROPN;NOM;MASC;SG;3	PROPN
सिन्धु	sindhu	सिन्धु	sindhu	PROPN;NOM;FEM;SG;3	PROPN
फ्रैंक	franck	फ्रैंक	franck	PROPN;NOM;MASC;SG;3	PROPN
फ्रैंक	frank	फ्रैंक	frank	PROPN;NOM;MASC;SG;3	PROPN
मेवाड़	mewar	मेवाड़	mewar	PROPN;NOM;MASC;SG;3	
निषेध	interdiction	निषेध	interdiction		N;FEM;SG
निषेध	prohibition	निषेध	prohibition		N;FEM;SG
चिली	chilien	चिली	chilien	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
चिली	chili	चिली	chili	PROPN;NOM;MASC;SG;3	N;MASC;SG
देरी	retarder	देरी	retarder	N;NOM;FEM;SG;3	V;NFIN
देरी	tardive	देरी	tardif	N;NOM;FEM;SG;3	ADJ;FEM;SG
देरी	tardif	देरी	tardif	N;NOM;FEM;SG;3	ADJ;MASC;SG
देरी	tard	देरी	tard	N;NOM;FEM;SG;3	ADV
देरी	retards	देरी	retard	N;NOM;FEM;SG;3	N;MASC;PL
देरी	délais	देरी	délai	N;NOM;FEM;SG;3	N;MASC;PL
देरी	retardée	देरी	retarder	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
देरी	retardé	देरी	retarder	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
देरी	retardés	देरी	retarder	N;NOM;FEM;SG;3	V;MASC;PL;PST;V.PTCP
देरी	différé	देरी	différer	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
नारंगी	orange	नारंगा	orange	PROPN;NOM;MASC;SG;3	N;FEM;SG
नारंगी	orangé	नारंगा	orangé	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
नारंगी	oranges	नारंगा	orange	PROPN;NOM;MASC;SG;3	N;FEM;PL
सुविधाएँ	caractéristiques	सुविधा	caractéristique	N;NOM;FEM;PL;3	ADJ;FEM;PL
बॉन्ड	cautionnement	बॉन्ड	cautionnement	PROPN;NOM;MASC;SG;3	N;MASC;SG
बॉन्ड	caution	बॉन्ड	caution	PROPN;NOM;MASC;SG;3	N;FEM;SG
बॉन्ड	bond	बॉन्ड	bond	PROPN;NOM;MASC;SG;3	N;MASC;SG
चयनित	sélectionnés	चयनित	sélectionner	PROPN;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
चयनित	sélectionnées	चयनित	sélectionné	PROPN;NOM;MASC;SG;3	V;FEM;PL;PST;V.PTCP
चयनित	sélectionnée	चयनित	sélectionner	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
चयनित	sélectionné	चयनित	sélectionner	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
चंद	chand	चंद	chand		PROPN
भेदभाव	discriminations	भेदभाव	discrimination	N;NOM;MASC;SG;3	N;FEM;PL
आदर	respect	आदर	respect		N;MASC;SG
आदर	respecter	आदर	respecter		V;NFIN
आदर	respecte	आदर	respecter		V;IND;SG;3;PRS;FIN
आदर	revere	आदर	revere		PROPN
घट	pot	घट	pot	V;SG;ACT	N;MASC;SG
जोसेफ	joseph	जोसेफ	joseph	PROPN;NOM;MASC;SG;3	N;MASC;SG
घंटा	horaires	घंटा	horaire	N;NOM;MASC;SG;3	N;MASC;PL
घंटा	heures	घंटा	heure	N;NOM;MASC;SG;3	N;FEM;PL
सहकारी	coopératifs	सहकारी	coopératif	N;NOM	ADJ;MASC;PL
सहकारी	coopérative	सहकारी	coopératif	N;NOM	ADJ;FEM;SG
सहकारी	coopératives	सहकारी	coopérative	N;NOM	ADJ;FEM;PL
सहकारी	coopératif	सहकारी	coopératif	N;NOM	ADJ;MASC;SG
दुश्मन	ennemies	दुश्मन	ennemi	N;NOM;MASC;SG;3	ADJ;FEM;PL
दुश्मन	ennemis	दुश्मन	ennemi	N;NOM;MASC;SG;3	ADJ;MASC;PL
दुश्मन	ennemie	दुश्मन	ennemi	N;NOM;MASC;SG;3	ADJ;FEM;SG
लीटर	litres	लीटर	litre	N;NOM;MASC;SG;3	N;MASC;PL
गुर्दे	reins	गुर्दा	rein	N;NOM;MASC;SG;3	N;MASC;PL
मीनार	tower	मीनार	tower	N;NOM;FEM;SG;3	PROPN
द्वितीयक	secondaires	द्वितीयक	secondaire	N;NOM;MASC;SG;3	ADJ;MASC;PL
द्वितीयक	secondaire	द्वितीयक	secondaire	N;NOM;MASC;SG;3	ADJ;MASC;SG
आस्ट्रेलिया	australie	आस्ट्रेलिया	australie	PROPN;NOM;MASC;SG;3	PROPN
कॉफी	café	कॉफी	café		N;MASC;SG
विशेषज्ञता	compétences	विशेषज्ञता	compétence	N;NOM;FEM;SG;3	N;FEM;PL
विशेषज्ञता	expertises	विशेषज्ञता	expertise	N;NOM;FEM;SG;3	N;FEM;PL
फाइबर	fibres	फाइबर	fibre	N;NOM;MASC;SG;3	N;FEM;PL
परेशानी	difficultés	परेशानी	difficulté	N;NOM;FEM;SG;3	N;FEM;PL
परेशानी	trouble	परेशानी	trouble	N;NOM;FEM;SG;3	ADJ;MASC;SG
परेशानी	tracas	परेशानी	tracas	N;NOM;FEM;SG;3	N;MASC;PL
संतुलित	équilibrées	संतुलित	équilibré	ADJ	V;FEM;PL;PST;V.PTCP
संतुलित	équilibrés	संतुलित	équilibré	ADJ	V;MASC;PL;PST;V.PTCP
संतुलित	équilibre	संतुलित	équilibre	ADJ	N;MASC;SG
संतुलित	équilibrée	संतुलित	équilibré	ADJ	V;FEM;SG;PST;V.PTCP
संतुलित	équilibré	संतुलित	équilibrer	ADJ	V;MASC;SG;PST;V.PTCP
जंग	jeong	जंग	jeong	N;NOM;FEM;SG;3	PROPN
जंग	jung	जंग	jung	N;NOM;FEM;SG;3	PROPN
संक्रामक	infectieux	संक्रामक	infectieux	N;NOM;MASC;SG;3	ADJ;MASC;SG
संक्रामक	contagieux	संक्रामक	contagieux	N;NOM;MASC;SG;3	ADJ;MASC;SG
संक्रामक	infectieuses	संक्रामक	infectieux	N;NOM;MASC;SG;3	ADJ;FEM;PL
संक्रामक	infectieuse	संक्रामक	infectieux	N;NOM;MASC;SG;3	ADJ;FEM;SG
संक्रामक	contagieuse	संक्रामक	contagieux	N;NOM;MASC;SG;3	ADJ;FEM;SG
संक्रामक	contagieux	संक्रामक	contagieux	N;NOM;MASC;SG;3	ADJ;MASC;SG
संक्रामक	contagieuses	संक्रामक	contagieux	N;NOM;MASC;SG;3	ADJ;FEM;PL
दिमाग	cerveaux	दिमाग	cerveau	N;NOM;MASC;SG;3	N;MASC;PL
दिमाग	cérébrale	दिमाग	cérébral	N;NOM;MASC;SG;3	ADJ;FEM;SG
दिमाग	cerveaux	दिमाग	cerveau	N;NOM;MASC;SG;3	N;MASC;PL
इंटर	inter	इंटर	inter		PROPN
वयस्कों	adulte	वयस्क	adulte	N;ACC;MASC;PL;3	ADJ;MASC;SG
सहन	endurer	सहन	endurer		V;NFIN
बरकरार	intacts	बरकरार	intact	ADV	ADJ;MASC;PL
बरकरार	intact	बरकरार	intact	ADV	ADJ;MASC;SG
बरकरार	intacte	बरकरार	intact	ADV	ADJ;FEM;SG
टेबल	table	टेबल	table		N;FEM;SG
टेबल	tableau	टेबल	tableau		N;MASC;SG
टेबल	tables	टेबल	table		N;FEM;PL
टेबल	tableaux	टेबल	tableau		N;MASC;PL
स्कॉट	scott	स्कॉट	scott	PROPN;NOM;MASC;SG;3	PROPN
मैड्रिड	madrid	मैड्रिड	madrid	PROPN;NOM;MASC;SG;3	PROPN
हांगकांग	hongkong	हांगकांग	hongkong	PROPN;NOM;MASC;SG;3	PROPN
अस्थि	osseuse	अस्थि	osseux	N;NOM;MASC;SG;3	ADJ;FEM;SG
अस्थि	osseux	अस्थि	osseux	N;NOM;MASC;SG;3	ADJ;MASC;SG
अस्थि	bone	अस्थि	bone	N;NOM;MASC;SG;3	PROPN
सीबीएस	cbs	सीबीएस	cbs	PROPN;NOM;MASC;SG;3	PROPN
कुंजी	clés	कुंजी	clé	N;NOM;FEM;SG;3	N;FEM;PL
कुंजी	clefs	कुंजी	clef	N;NOM;FEM;SG;3	N;MASC;PL
कुंजी	clefs	कुंजी	clef	N;NOM;FEM;SG;3	N;MASC;PL
कुंजी	clés	कुंजी	clé	N;NOM;FEM;SG;3	N;FEM;PL
रोटी	roti	रोटी	roti	PROPN;NOM;FEM;SG;3	N;MASC;SG
रोटी	pain	रोटी	pain	PROPN;NOM;FEM;SG;3	N;MASC;SG
स्क्वायर	carrés	स्क्वायर	carré	N;NOM;MASC;SG;3	N;MASC;PL
स्क्वायर	carrées	स्क्वायर	carrée	N;NOM;MASC;SG;3	ADJ;FEM;PL
स्क्वायर	skype	स्क्वायर	skype	N;NOM;MASC;SG;3	PROPN
निर्देशांक	coordonner	निर्देशांक	coordonner	N;NOM;MASC;SG;3	V;NFIN
निर्देशांक	coordonnée	निर्देशांक	coordonné	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
निर्देशांक	coordonné	निर्देशांक	coordonner	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
निर्देशांक	coordonnées	निर्देशांक	coordonner	N;NOM;MASC;SG;3	V;FEM;PL;PST;V.PTCP
निर्देशांक	coordonnés	निर्देशांक	coordonner	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
मिमी	mimi	मिमी	mimi	N;NOM;MASC;SG;3	INTJ
इराक	irak	इराक	irak	PROPN;NOM;MASC;SG;3	PROPN
इराक	iraq	इराक	iraq	PROPN;NOM;MASC;SG;3	PROPN
प्रशंसक	ventilateur	प्रशंसक	ventilateur	N;NOM;MASC;PL;3	N;MASC;SG
प्रशंसक	fan	प्रशंसक	fan	N;NOM;MASC;PL;3	INTJ
प्रशंसक	éventail	प्रशंसक	éventail	N;NOM;MASC;PL;3	N;MASC;SG
प्रशंसक	adepte	प्रशंसक	adepte	N;NOM;MASC;PL;3	ADJ;MASC;SG
निवेशकों	investisseur	निवेशक	investisseur	N;ACC;MASC;PL;3	N;MASC;SG
