van	din	van	din		ADP;ACC
start	pornire	start	pornire		N;INDF;FEM;SG
richmond	richmond	richmond	richmond	N;SG	PROPN
vereenselwig	unificat	vereenselwig	unifica	V;PRS	ADJ;INDF;MASC;SG
fakulteit	factorial	fakulteit	factorial	N;SG	ADJ;INDF;MASC;SG
lekker	frumos	lekker	frumos		ADJ;INDF;MASC;SG
jonk	tânără	jonk	tânăr	ADV	ADJ;INDF;FEM;SG
jonk	tânăr	jonk	tânăr	ADV	ADJ;INDF;MASC;SG
jonk	tinere	jonk	tânăr	ADV	ADJ;INDF;FEM;PL
jonk	young	jonk	young	ADV	PROPN
jonk	tineri	jonk	tânăr	ADV	N;INDF;MASC;PL
lusaka	lusaka	lusaka	lusaka	PROPN;SG	N;DEF;FEM;SG
lewendige	fascicul	leefendig	fascicul	ADJ;NOM	N;INDF;MASC;SG
lewendige	trăiască	leefendig	trăi	ADJ;NOM	V;SBJV;3;PRS;FIN
lewendige	live	leefendig	livă	ADJ;NOM	
dean	decan	dean	decan		N;INDF;MASC;SG
dean	dean	dean	dean		PROPN
cité	cité	cité	cité	N;SG	PROPN
dinamiese	dinamica	dinamies	dinamică	ADJ;NOM	N;DEF;FEM;SG
dinamiese	dinamică	dinamies	dinamic	ADJ;NOM	ADJ;INDF;FEM;SG
moslem	musulmană	moslem	musulmană	N;PL	ADJ;INDF;FEM;SG
moslem	musulmani	moslem	musulman	N;PL	ADJ;INDF;MASC;PL
moslem	musulmane	moslem	musulman	N;PL	ADJ;INDF;FEM;PL
moslem	musulman	moslem	musulman	N;PL	ADJ;INDF;MASC;SG
bestee	cheltuit	bestee	cheltui	V;PRS	ADJ;INDF;MASC;SG
bestee	cheltuite	bestee	cheltui	V;PRS	ADJ;INDF;FEM;PL
bestee	petrecut	bestee	petrece	V;PRS	ADJ;INDF;MASC;SG
arend	eagle	arend	eaglă	ADV	
arend	vultur	arend	vultur	ADV	N;INDF;MASC;SG
arend	vulturul	arend	vultur	ADV	N;DEF;MASC;SG
audi	audi	audi	audi		N;INDF;MASC
marshall	marshall	marshall	marshall		PROPN
monetêre	monetare	monetêre	monetare	N;SG	ADJ;INDF;FEM;PL
monetêre	monetară	monetêre	monetară	N;SG	ADJ;INDF;FEM;SG
oman	oman	oman	oman	PROPN;SG	PROPN
logiese	logică	logies	logică	ADJ;NOM	N;INDF;FEM;SG
logiese	logic	logies	logic	ADJ;NOM	ADV
legendariese	legendară	legendaries	legendar	ADJ;NOM	ADJ;INDF;FEM;SG
legendariese	legendara	legendaries	legendară	ADJ;NOM	ADJ;DEF;FEM;SG
legendariese	legendarul	legendaries	legendar	ADJ;NOM	N;DEF;MASC;SG
afval	deseuri	afval	deseu	V;PRS	N;INDF;FEM;PL
afval	deșeuri	afval	deșeu	V;PRS	N;INDF;FEM;PL
afval	risipă	afval	risipă	V;PRS	N;INDF;FEM;SG
bismarck	bismarck	bismarck	bismarck		PROPN
gene	gene	gene	geană	N;SG	N;INDF;FEM;PL
elsas	rhin	elsas	rhin		N;INDF;MASC;SG
eksperimentele	experimentală	eksperimenteel	experimental	N;PL	ADJ;INDF;FEM;SG
eksperimentele	experimentale	eksperimenteel	experimental	N;PL	ADJ;INDF;FEM;PL
eksperimentele	experimental	eksperimenteel	experimental	N;PL	ADJ;INDF;MASC;SG
uitgesluit	exclude	uitsluit	exclude	V;PST;V.PTCP	V;IND;SG;3;PRS;FIN
uitgesluit	exclud	uitsluit	exclude	V;PST;V.PTCP	V;IND;PL;3;PRS;FIN
uitgesluit	exclus	uitsluit	exclude	V;PST;V.PTCP	ADJ;INDF;MASC;SG
uitgesluit	exclusă	uitsluit	exclus	V;PST;V.PTCP	ADJ;INDF;FEM;SG
vries	vries	vries	vries	V;PRS	PROPN
agterkant	înapoi	agterkant	înapoi	N;SG	ADV
agterkant	inapoi	agterkant	inapoi	N;SG	
agterkant	back	agterkant	back	N;SG	
bruce	bruce	bruce	bruce	PROPN;SG	PROPN
graham	graham	graham	graham		PROPN
kent	kent	kent	kent		N;INDF;MASC;SG
soet	dulce	soet	dulce	N;SG	
soet	dulci	soet	dulce	N;SG	ADJ;INDF;PL
vereistes	cerinte	vereiste	cerint	N;PL	
denis	denis	denis	denide	N;SG	PROPN
genader	abordat	nader	aborda	V;PST;V.PTCP	ADJ;INDF;MASC;SG
genader	abordată	nader	aborda	V;PST;V.PTCP	ADJ;INDF;FEM;SG
victoriaanse	victoriană	victoriaans	victorian	ADJ;NOM	ADJ;INDF;FEM;SG
uitgevind	inventate	uitvind	inventa	V;PST;V.PTCP	ADJ;INDF;FEM;PL
uitgevind	inventat	uitvind	inventa	V;PST;V.PTCP	ADJ;INDF;MASC;SG
oliver	oliver	oliver	oliver		PROPN
aangegaan	suportate	aangaan	suporta	V;PST;V.PTCP	ADJ;INDF;FEM;PL
wille	wille	wille	wille	N;SG	
geneeskunde	medicament	geneeskunde	medicament	ADJ;NOM	N;INDF;MASC;SG
geneeskunde	medicina	geneeskunde	medicină	ADJ;NOM	N;DEF;FEM;SG
geneeskunde	medicină	geneeskunde	medicină	ADJ;NOM	N;INDF;FEM;SG
île	île	île	el		PROPN
bekendstelling	intro	bekendstelling	intro	N;SG	
massiewe	massive	massief	massiva	N;SG	
massiewe	masive	massief	masiv	N;SG	ADJ;INDF;FEM;PL
massiewe	masiv	massief	masiv	N;SG	ADJ;INDF;MASC;SG
massiewe	masivă	massief	masiv	N;SG	ADJ;INDF;FEM;SG
verlaag	inferioară	verlaag	inferior	V;PRS	ADJ;INDF;FEM;SG
spreker	vorbitor	spreker	vorbitor	N;SG	ADJ;INDF;MASC;SG
ssr	ssr	ssr	ssr	PROPN;SG	
charlie	charlie	charlie	charlie	PROPN;SG	PROPN
verwesenlik	scopul	verwesenlik	scop	V;PRS	N;DEF;MASC;SG
skepper	creatorul	skepper	creator	V;PRS	N;DEF;MASC;SG
skepper	creator	skepper	creator	V;PRS	N;INDF;MASC;SG
bors	bors	bors	bors	N;SG	
fisieke	fizică	fisiek	fizic	ADJ;NOM	ADJ;INDF;FEM;SG
fisieke	fizic	fisiek	fizic	ADJ;NOM	ADV
global	global	global	global		ADJ;INDF;MASC;SG
global	globală	global	global		ADJ;INDF;FEM;SG
global	globale	global	global		ADJ;INDF;FEM;PL
ekonomies	economia	ekonomies	economie	N;PL	N;DEF;FEM;SG
ekonomies	economie	ekonomies	economie	N;PL	N;INDF;FEM;SG
skielike	brusc	skielik	brusc	ADJ;NOM	ADV
sang	cântând	sang	cânta	N;SG	V;V.MSDR
sang	cantand	sang	cantand	N;SG	
sap	juice	sap	juic	ADV	
sap	suc	sap	suc	ADV	N;INDF;MASC;SG
sap	sucul	sap	suc	ADV	N;DEF;MASC;SG
sap	seva	sap	seva	ADV	N;DEF;FEM;SG
sap	sap	sap	sap	ADV	N;INDF;MASC;SG
major	major	major	major		ADJ;INDF;MASC;SG
major	maiorul	major	maior		N;DEF;MASC;SG
major	maior	major	maior		PROPN
major	majore	major	major		ADJ;INDF;FEM;PL
melding	menționez	melding	menționa	N;SG	V;IND;SG;1;PRS;FIN
stanley	stanley	stanley	stanley		PROPN
manchester	manchester	manchester	manchester		PROPN
hoogland	highlands	hoogland	highlands	N;SG	PROPN
burke	burke	burke	burke		PROPN
duff	duff	duff	duff		PROPN
normaal	normale	normaal	normal		ADJ;INDF;FEM;PL
normaal	normală	normaal	normal		ADJ;INDF;FEM;SG
normaal	normal	normaal	normal		ADV
klok	clopot	klok	clopot	V;PRS	N;INDF;MASC;SG
klok	clopotul	klok	clopot	V;PRS	N;DEF;MASC;SG
klok	bell	klok	bell	V;PRS	PROPN
sentimeter	centimetri	sentimeter	centimetru		N;INDF;MASC;PL
sentimeter	centimetru	sentimeter	centimetru		N;INDF;MASC;SG
rico	rico	rico	rico	PROPN;SG	PROPN
erkende	recunoscută	erken	recunoaște	ADJ;NOM	ADJ;INDF;FEM;SG
erkende	recunoscută	erken	recunoaște	ADJ;NOM	ADJ;INDF;FEM;SG
praag	praga	praag	pragă		PROPN
gandhi	gandhi	gandhi	gandhi	N;SG	PROPN
whois	whois	whois	whois		N;INDF;MASC;SG
vigs	sida	vigs	sidă		
isaac	isaac	isaac	isaac		PROPN
kambodja	cambodgia	kambodja	cambodgie	PROPN;SG	PROPN
springs	springs	spring	springs	N;PL	N;INDF;MASC;SG
tee	tea	tee	teu	N;SG	
gekombineer	combinat	kombineer	combina	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gekombineer	combinată	kombineer	combinat	V;PST;V.PTCP	ADJ;INDF;FEM;SG
gekombineer	combinate	kombineer	combina	V;PST;V.PTCP	ADJ;INDF;FEM;PL
nicolas	nicolas	nicolas	nicolas		PROPN
slawerny	sclavie	slawerny	sclavie		N;INDF;FEM;SG
slawerny	sclavia	slawerny	sclavia		N;DEF;FEM;SG
nelspruit	nelspruit	nelspruit	nelspruit	PROPN;SG	
teruggetrek	revocat	teruggetrek	revoca	V;PST;V.PTCP	ADJ;INDF;MASC;SG
teruggetrek	revocată	teruggetrek	revoca	V;PST;V.PTCP	ADJ;INDF;FEM;SG
taalkunde	lingvistică	taalkund	lingvistic		N;INDF;FEM;SG
onwettig	ilegale	onwettig	ilegal	V;PRS	ADJ;INDF;FEM;PL
onwettig	ilegală	onwettig	ilegal	V;PRS	ADJ;INDF;FEM;SG
onwettig	ilegal	onwettig	ilegal	V;PRS	ADV
cameron	cameron	cameron	cameron		PROPN
bekragtig	valida	bekragtig	validă	V;PRS	N;DEF;FEM;SG
sielkundige	psiholog	sielkundig	psiholog	ADJ;NOM	N;INDF;MASC;SG
sleg	bad	sleg	bad	ADV	N;INDF;MASC;SG
sleg	rau	sleg	rau	ADV	
sleg	rea	sleg	rău	ADV	ADJ;INDF;FEM;SG
notas	note	notas	notă	N;SG	N;INDF;FEM;PL
mbeki	mbeki	mbeki	mbed	PROPN;SG	
outomatiese	automată	outomaties	automat	ADJ;NOM	ADJ;INDF;FEM;SG
outomatiese	automatic	outomaties	automatic	ADJ;NOM	N;INDF;MASC;SG
outomatiese	automat	outomaties	automat	ADJ;NOM	ADV
tsjeggië	cehi	tsjeggië	cehi		N;INDF;MASC;PL
tsjeggië	cehă	tsjeggië	cehă		PROPN
tsjeggië	cehia	tsjeggië	cehi		PROPN
tsjeggië	ceh	tsjeggië	ceh		ADJ;INDF;MASC;SG
tsjeggië	cecen	tsjeggië	cecen		N;INDF;MASC;SG
tsjeggië	verifică	tsjeggië	verifica		V;IND;SG;3;PST;FIN
tsjeggië	verifica	tsjeggië	verifica		V;IND;SG;3;IPFV;FIN
tsjeggië	verificare	tsjeggië	verificare		N;INDF;FEM;SG
tsjeggië	bifat	tsjeggië	bifa		N;INDF;MASC;SG
mielies	porumb	mielies	porumb	N;PL	N;INDF;MASC;SG
soektog	valabil	soektog	valabil	N;SG	ADJ;INDF;MASC;SG
soektog	valabile	soektog	valabil	N;SG	ADJ;INDF;FEM;PL
soektog	valid	soektog	valid	N;SG	ADJ;INDF;MASC;SG
soektog	valabilă	soektog	valabil	N;SG	ADJ;INDF;FEM;SG
soektog	validă	soektog	valid	N;SG	ADJ;INDF;FEM;SG
binneste	interior	binneste	interior	N;PL	N;INDF;MASC;SG
binneste	interioare	binneste	interior	N;PL	ADJ;INDF;FEM;PL
hipotese	ipoteze	hipotees	ipota	N;SG	N;INDF;FEM;PL
perse	persani	pers	persan	N;PL	ADJ;INDF;MASC;PL
vaardighede	skills	vaardigheid	skills	N;PL	N;INDF;MASC;SG
fundamentele	fundamentală	fundamenteel	fundamental	ADJ;NOM	ADJ;INDF;FEM;SG
jacobs	jacobs	jacobs	jacobs		PROPN
turner	turner	turner	turner		PROPN
ontbreek	lipsă	ontbreek	lipsă	V;PRS	N;INDF;FEM;SG
regterkant	corect	regterkant	corect	N;SG	ADV
kenneth	kenneth	kenneth	kenneth	PROPN;SG	PROPN
hughes	hughes	hughes	hughes	PROPN;SG	PROPN
elementêre	elementară	elementêre	elementar	ADJ;NOM	ADJ;INDF;FEM;SG
sophia	sophia	sophia	sophie		N;DEF;FEM;SG
arrondissement	arondismentul	arrondissement	arondisment		N;DEF;MASC;SG
hager	hager	hager	hager	ADV	
kok	kok	kok	kok		PROPN
faure	faure	faur	faură		PROPN
besigheid	afaceri	besigheid	afacere	N;SG	N;INDF;FEM;PL
ryan	ryan	ryan	ryan		PROPN
aangepak	vigoarea	aanpak	vigoare	V;PST;V.PTCP	N;DEF;FEM;SG
pouse	pauza	pous	pauză	N;PL	N;DEF;FEM;SG
pouse	pauză	pous	pauză	N;PL	N;INDF;FEM;SG
vereiste	obligatoriu	vereiste	obligatoriu		ADV
vereiste	necesare	vereiste	necesar		ADJ;INDF;FEM;PL
vereiste	necesară	vereiste	necesar		ADJ;INDF;FEM;SG
vereiste	necesar	vereiste	necesar		ADV
rembrandt	rembrandt	rembrandt	rembrandt	N;SG	PROPN
goedkoop	zgârcit	goedkoop	zgârci	ADV	ADJ;INDF;MASC;SG
goedkoop	ieftină	goedkoop	ieftină	ADV	ADJ;INDF;FEM;SG
goedkoop	ieftine	goedkoop	ieftin	ADV	N;INDF;FEM;PL
rica	rica	rica	rica	N;SG	PROPN
kolletjies	puncte	kolletjie	punct		N;INDF;FEM;PL
jim	jim	jim	jim		PROPN
ganesja	ganesha	ganesja	ganesha	N;PL	N;INDF;MASC;SG
golwe	valuri	golwe	val		N;INDF;FEM;PL
golwe	valurile	golwe	val		N;DEF;FEM;PL
mali	mali	mali	mali	PROPN;SG	PROPN
neus	nasul	neus	nas		N;DEF;MASC;SG
neus	nas	neus	nas		N;INDF;MASC;SG
santiago	santiago	santiago	santiago		PROPN
ernest	ernest	ernest	ernest	PROPN;SG	PROPN
trust	incredere	trust	incredere		N;INDF;FEM;SG
trust	încredere	trust	încredere		N;INDF;FEM;SG
nuutste	ultimele	nuut	ultim		NUM;DEF;FEM;PL
huishoudelike	gospodărie	huishoudelik	gospodărie	ADJ;NOM	N;INDF;FEM;SG
kersfees	crăciunul	kersfees	crăciun	V;PRS	N;DEF;MASC;SG
kersfees	crăciun	kersfees	crăciun	V;PRS	N;INDF;MASC;SG
kersfees	craciun	kersfees	craciun	V;PRS	N;INDF;MASC;SG
kersfees	craciunul	kersfees	craciun	V;PRS	N;DEF;MASC;SG
sciences	stiinte	sciences	stiinte		N;INDF;FEM;PL
sciences	științe	sciences	ști		N;INDF;FEM;PL
sciences	ştiinţe	sciences	ştiinţe		N;INDF;FEM;PL
kommunikeer	comunică	kommunikeer	comunica	V;PRS	V;IND;SG;3;PST;FIN
kommunikeer	comunica	kommunikeer	comunica	V;PRS	V;IND;SG;3;IPFV;FIN
siriese	siriacă	siries	siriac		ADJ;INDF;FEM;SG
noodsaaklike	esențială	noodsaaklik	esențial	ADJ;NOM	ADJ;INDF;FEM;SG
noodsaaklike	esențial	noodsaaklik	esențial	ADJ;NOM	ADV
ingedien	prezentat	indien	prezenta	V;PST;V.PTCP	ADJ;INDF;MASC;SG
nuttige	utilă	nuttig	util	ADJ;NOM	ADJ;INDF;FEM;SG
oregon	oregon	oregon	oregon		PROPN
straal	fascicul	straal	fascicul	V;PRS	N;INDF;MASC;SG
julian	julian	julian	julian		N;INDF;MASC;SG
doeltreffend	eficiente	doeltreffend	eficient	ADV	ADJ;INDF;FEM;PL
doeltreffend	eficienta	doeltreffend	eficient	ADV	ADJ;DEF;FEM;SG
doeltreffend	eficientă	doeltreffend	eficient	ADV	ADJ;INDF;FEM;SG
saad	semințe	saad	sămânță	N;SG	N;INDF;FEM;PL
lucas	lucas	lucas	lucas		PROPN
verbond	alianta	verbond	aliantă		N;DEF;FEM;SG
verbond	alianță	verbond	alianță		N;INDF;FEM;SG
verbond	alianța	verbond	alianță		N;DEF;FEM;SG
spesiaal	specială	spesiaal	special		ADJ;INDF;FEM;SG
spesiaal	speciala	spesiaal	special		ADJ;DEF;FEM;SG
spesiaal	speciale	spesiaal	special		ADJ;INDF;FEM;PL
spesiaal	special	spesiaal	special		ADV
gerangskik	clasat	rangskik	clasa	V;PST;V.PTCP	ADJ;INDF;MASC;SG
sixtus	sixtus	sixtus	sixtus		N;INDF;MASC;SG
andreas	andreas	andreas	andreas	N;SG	PROPN
verlag	verlag	verlag	verlag		N;INDF;MASC;SG
broadway	broadway	broadway	broadway		PROPN
papacy	papalitatea	papacy	papalitate		N;DEF;FEM;SG
buitelanders	straini	buitelander	strain	N;PL	
buitelanders	străini	buitelander	străin	N;PL	ADJ;INDF;MASC;PL
binomial	binomial	binomial	binomial		ADJ;INDF;MASC;SG
salisbury	salisbury	salisbury	salisbury	PROPN;SG	PROPN
sierra	sierra	sierra	sierră	PROPN;SG	PROPN
vertraag	amânată	vertraag	amâna	V;PRS	ADJ;INDF;FEM;SG
vertraag	întârziată	vertraag	întârziat	V;PRS	ADJ;INDF;FEM;SG
vertraag	amânat	vertraag	amâna	V;PRS	ADJ;INDF;MASC;SG
vertraag	întârziat	vertraag	întârziat	V;PRS	ADJ;INDF;MASC;SG
geskatte	estimat	geskat	estima	V;PST;V.PTCP	ADJ;INDF;MASC;SG
geskatte	estimată	geskat	estima	V;PST;V.PTCP	ADJ;INDF;FEM;SG
geskatte	estimate	geskat	estimat	V;PST;V.PTCP	ADJ;INDF;FEM;PL
riga	riga	riga	riga		PROPN
aanhou	păstrați	aanhou	păstra	V;PRS	V;IND;PL;2;IPFV;FIN
manuel	manuel	manuel	manuel		PROPN
haag	haag	haag	haag		PROPN
dring	insistă	dring	insista	V;PRS	V;IND;SG;3;PST;FIN
dring	insista	dring	insista	V;PRS	V;IND;SG;3;IPFV;FIN
est	est	est	est		N;INDF;MASC;SG
honorius	honorius	honorius	honorius		N;INDF;MASC;SG
werner	werner	werner	werner		PROPN
tevrede	conținutul	tevrede	conținut		N;DEF;MASC;SG
tevrede	continut	tevrede	continut		N;INDF;MASC;SG
tevrede	conținut	tevrede	conținut		N;INDF;MASC;SG
tevrede	mulțumit	tevrede	mulțumi		ADJ;INDF;MASC;SG
tevrede	satisfăcut	tevrede	satisfăcut		ADJ;INDF;MASC;SG
tevrede	satisfăcută	tevrede	satisfăcut		ADJ;INDF;FEM;SG
winston	winston	winston	winston	PROPN;SG	PROPN
lineêre	liniar	lineêr	liniar		ADJ;INDF;MASC;SG
lineêre	liniare	lineêr	liniar		ADJ;INDF;FEM;PL
lineêre	liniară	lineêr	liniar		ADJ;INDF;FEM;SG
nassau	nassau	nassau	nassa		PROPN
saksiese	saxon	saksies	saxon	ADJ;NOM	N;INDF;MASC;SG
soweto	soweto	soweto	soweto		
ellis	ellis	ellis	ellis	PROPN;SG	PROPN
churchill	churchill	churchill	churchill	PROPN;SG	PROPN
newcastle	newcastle	newcastle	newcastlu	PROPN;SG	PROPN
talent	talente	talent	talent	N;SG	N;INDF;FEM;PL
tunisië	tunisia	tunisië	tunisie	PROPN;SG	PROPN
vlieënde	zburând	vlie	zbura	ADJ;NOM	V;V.MSDR
vlieënde	zbor	vlie	zbor	ADJ;NOM	N;INDF;MASC;SG
trots	mândria	trots	mândrie	ADJ;NOM	N;DEF;FEM;SG
trots	mândrie	trots	mândrie	ADJ;NOM	N;INDF;FEM;SG
trots	mândră	trots	mândru	ADJ;NOM	ADJ;INDF;FEM;SG
trots	mandra	trots	mandra	ADJ;NOM	
trots	mândra	trots	mândru	ADJ;NOM	N;DEF;FEM;SG
trots	mandru	trots	mandru	ADJ;NOM	N;INDF;MASC;SG
basel	basel	basel	basel		PROPN
arnold	arnold	arnold	arnold		N;INDF;MASC;SG
steel	fura	steel	fura	V;PRS	V;IND;SG;3;IPFV;FIN
steel	fură	steel	fi	V;PRS	V;IND;SG;3;PST;FIN
steel	fură	steel	fi	V;PRS	V;IND;SG;3;PST;FIN
steel	furt	steel	furt	V;PRS	N;INDF;MASC;SG
beweerde	presupusă	beweerd	presupus	N;SG	ADJ;INDF;FEM;SG
beweerde	presupus	beweerd	presupune	N;SG	ADJ;INDF;MASC;SG
baron	baron	baron	baron		N;INDF;MASC;SG
brooklyn	brooklyn	brooklyn	brooklyn		PROPN
libanon	liban	libanon	liban	PROPN;SG	PROPN
katharina	katharina	katharina	katharina		PROPN
katharina	caterina	katharina	caterină		N;DEF;FEM;SG
katharina	catherine	katharina	catherină		PROPN
katharina	ecaterina	katharina	ecaterină		N;DEF;FEM;SG
charlotte	charlotte	charlotte	charlotte	N;PL	PROPN
thompson	thompson	thompson	thompson		PROPN
geplant	plantate	geplant	planta		ADJ;INDF;FEM;PL
geplant	plantat	geplant	planta		ADJ;INDF;MASC;SG
ohio	ohio	ohio	ohio		PROPN
minor	basilica	minor	basilica		N;DEF;FEM;SG
georganiseerde	organizată	organiseer	organizat	ADJ;NOM	ADJ;INDF;FEM;SG
vordering	progresele	vordering	progres	N;SG	N;DEF;FEM;PL
vordering	progrese	vordering	progres	N;SG	N;INDF;FEM;PL
haaie	rechin	haaie	rechin	N;PL	N;INDF;MASC;SG
haaie	rechinul	haaie	rechin	N;PL	N;DEF;MASC;SG
voorsitterskap	prezidat	voorsitterskap	prezida	N;SG	ADJ;INDF;MASC;SG
gekleurde	colorate	kleurde	colorat	ADJ;NOM	N;INDF;FEM;PL
gekleurde	colorate	kleurde	colorat	ADJ;NOM	N;INDF;FEM;PL
gekyk	urmărit	gekyk	urmări	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gekyk	urmărită	gekyk	urmări	V;PST;V.PTCP	ADJ;INDF;FEM;SG
gekyk	privit	gekyk	privi	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gekyk	supravegheată	gekyk	supravegheat	V;PST;V.PTCP	ADJ;INDF;FEM;SG
gekyk	văzute	gekyk	văzut	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gekyk	privite	gekyk	privi	V;PST;V.PTCP	ADJ;INDF;FEM;PL
lorenzo	lorenzo	lorenzo	lorenzo		PROPN
lens	lentile	lens	lent	N;SG	N;INDF;FEM;PL
leen	leen	leen	leen	V;PRS	
verwagting	așteptări	verwagting	așteptare		N;INDF;FEM;PL
collins	collins	collins	collins		PROPN
ghetto	ghetou	ghetto	ghetou		N;INDF;MASC;SG
lapa	lapa	lapa	lapă		N;DEF;FEM;SG
platinum	platină	platinum	platină		N;INDF;FEM;SG
afgesluit	ieșit	afsluit	ieși	V;PST;V.PTCP	ADJ;INDF;MASC;SG
waarneem	ceas	waarneem	ceas	V;PRS	N;INDF;MASC;SG
klim	alpinism	klim	alpinism	V;PRS	N;INDF;MASC;SG
woonagtig	locuitor	woonagtig	locuitor		N;INDF;MASC;SG
woonagtig	rezident	woonagtig	rezident		N;INDF;MASC;SG
woonagtig	rezidente	woonagtig	rezidentă		ADJ;INDF;FEM;PL
woonagtig	rezidentă	woonagtig	rezident		N;INDF;FEM;SG
luke	luke	luak	luke		PROPN
luke	luca	luak	luca		N;DEF;FEM;SG
moed	curaj	moed	curaj	V;PRS	N;INDF;MASC;SG
moed	curajul	moed	curaj	V;PRS	N;DEF;MASC;SG
eva	eva	eva	eva	V;PRS	PROPN
eva	eva	eva	eva	V;PRS	PROPN
eva	eve	eva	ev	V;PRS	N;INDF;MASC;SG
eva	ajunul	eva	ajun	V;PRS	N;DEF;MASC;SG
geheg	montat	heg	montat		ADJ;INDF;MASC;SG
geheg	montată	heg	monta		ADJ;INDF;FEM;SG
geheg	montate	heg	monta		ADJ;INDF;FEM;PL
guatemala	guatemala	guatemala	guatemală	PROPN;SG	PROPN
corals	corali	corals	coral		N;INDF;MASC;PL
krieket	crichet	krieket	crichet		N;INDF;MASC;SG
krieket	cricket	krieket	cricket		N;INDF;MASC;SG
princeton	princeton	princeton	princeton		PROPN
nepal	nepal	nepal	nepal	PROPN;SG	PROPN
masedonië	macedonia	masedonië	macedonie		PROPN
benz	benz	benz	benz		N;INDF;MASC;SG
mickiewicz	mickiewicz	mickiewicz	mickiewicz	PRO;SG;3	N;INDF;MASC;SG
mos	mușchi	mos	mușchi		N;INDF;MASC;SG
mos	moss	mos	moss		PROPN
kasakstan	kazahstan	kasakstan	kazahstan		PROPN
aangedryf	alimentat	aandryf	alimenta	V;PST;V.PTCP	ADJ;INDF;MASC;SG
moedig	încuraja	moedig	încuraja	V;PRS	V;IND;SG;3;IPFV;FIN
profeet	prophet	profeet	prophet		N;INDF;MASC;SG
profeet	profet	profeet	profet		N;INDF;MASC;SG
profeet	profetul	profeet	profet		N;DEF;MASC;SG
barrett	barrett	barrett	barrett		PROPN
virginia	virginia	virginia	virginie		N;DEF;FEM;SG
suriname	surinam	suriname	surina		PROPN
percy	percy	percy	percy		PROPN
betwis	contestată	betwis	contesta	V;PRS	ADJ;INDF;FEM;SG
betwis	contestat	betwis	contesta	V;PRS	ADJ;INDF;MASC;SG
uganda	uganda	uganda	ugandă	PROPN;SG	PROPN
ondersoeke	examen	ondersoek	examen	N;PL	N;INDF;MASC;SG
ondersoeke	examenul	ondersoek	examen	N;PL	N;DEF;MASC;SG
domain	domeniu	domain	domeniu		N;INDF;MASC;SG
domain	domeniul	domain	domeniu		N;DEF;MASC;SG
moskouse	domodedovo	moskous	domodedovo	N;SG	PROPN
intensiewe	intensive	intensief	intensiv		N;INDF;FEM;PL
intensiewe	intensiv	intensief	intensiv		ADV
oude	oude	oude	oudă		N;INDF;MASC;SG
tender	tandru	tender	tandru	N;SG	ADJ;INDF;MASC;SG
majoor	major	majoor	major	N;SG	ADJ;INDF;MASC;SG
majoor	maior	majoor	maior	N;SG	PROPN
majoor	majore	majoor	major	N;SG	ADJ;INDF;FEM;PL
lincoln	lincoln	lincoln	lincoln		PROPN
alternatief	alternative	alternatief	alternativ		ADJ;INDF;FEM;PL
alternatief	alternativă	alternatief	alternativ		ADJ;INDF;FEM;SG
alternatief	alternativ	alternatief	alternativ		ADV
alternatief	alternativa	alternatief	alternativă		N;DEF;FEM;SG
regie	dirijat	regie	dirija	N;SG	ADJ;INDF;MASC;SG
regie	regizat	regie	regiza	N;SG	ADJ;INDF;MASC;SG
oorskry	depășit	oorskry	depăși	V;PRS	ADJ;INDF;MASC;SG
slot	slot	slot	slot		N;INDF;MASC;SG
slot	blocare	slot	blocare		N;INDF;FEM;SG
slot	lacăt	slot	lacăt		N;INDF;MASC;SG
slot	lock	slot	lock		N;INDF;MASC;SG
dom	prost	dom	prost	N;SG	ADV
dom	stupid	dom	stupid	N;SG	ADJ;INDF;MASC;SG
bus	bus	bus	bus	V;PRS	N;INDF;MASC;SG
bus	autocar	bus	autocar	V;PRS	N;INDF;MASC;SG
bus	autobuz	bus	autobuz	V;PRS	N;INDF;MASC;SG
bus	autobuzul	bus	autobuz	V;PRS	N;DEF;MASC;SG
ski	ski	ski	ski	N;PL	
ski	schi	ski	schi	N;PL	N;INDF;MASC;SG
gunsteling	preferat	gunsteling	preferat	N;SG	ADJ;INDF;MASC;SG
gunsteling	favorit	gunsteling	favori	N;SG	ADJ;INDF;MASC;SG
gunsteling	preferat	gunsteling	preferat	N;SG	ADJ;INDF;MASC;SG
gunsteling	favorite	gunsteling	favori	N;SG	ADJ;INDF;FEM;PL
gunsteling	favorit	gunsteling	favori	N;SG	ADJ;INDF;MASC;SG
gunsteling	preferata	gunsteling	preferat	N;SG	ADJ;DEF;FEM;SG
gunsteling	preferate	gunsteling	preferat	N;SG	ADJ;INDF;FEM;PL
onwettige	ilegală	onwettig	ilegal	ADJ;NOM	ADJ;INDF;FEM;SG
onwettige	ilegal	onwettig	ilegal	ADJ;NOM	ADV
interessant	interesanta	interessant	interesant		ADJ;DEF;FEM;SG
interessant	interesant	interessant	interesant		ADV
interessant	interesantă	interessant	interesant		ADJ;INDF;FEM;SG
geëmigreer	emigrat	imigreer	emigra	V;PST;V.PTCP	ADJ;INDF;MASC;SG
sterrewag	observator	sterrewag	observator	N;PL	N;INDF;MASC;SG
