und	और	und	और	CONJ	
reichweite	दायरा	reichweit	दायरा	ADJ;NOM	N;NOM;MASC;SG;3
reichweite	पहुँच	reichweit	पहुँच	ADJ;NOM	V;ACT
reichweite	पहुँचें	reichweit	पहुँच	ADJ;NOM	V;SBJV;PL;FIN;ACT
hals	गला	hals	गला		N;NOM;MASC;SG;3
hals	गला	hals	गला		N;NOM;MASC;SG;3
hals	गर्दन	hals	गर्दन		N;NOM;FEM;SG;3
hals	गर्दनों	hals	गर्दन		N;ACC;MASC;PL;3
schlösser	ताले	schlöß	ताला		N;NOM;MASC;PL;3
schlösser	महलों	schlöß	महल		N;ACC;MASC;PL;3
jahrhunderten	सदियों	jahrhundert	सदी	V;IND;PL;3;PST;FIN	N;ACC;FEM;PL;3
jahrhunderten	सदियां	jahrhundert	सदियां	V;IND;PL;3;PST;FIN	N;NOM;FEM;PL;3
hauptrollen	अभिनीत	hauptrollen	अभिनीत	N;NOM;PL	N;NOM;MASC;SG;3
piano	पियानो	piano	पियानो		N;NOM;MASC;SG;3
olympia	ओलंपिया	olympia	ओलंपिया	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
olympia	ओलम्पिक	olympia	ओलम्पिक	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
bemühungen	प्रयास	bemühungen	प्रयास	V;NFIN	N;NOM;MASC;SG;3
bemühungen	प्रयत्न	bemühungen	प्रयत्न	V;NFIN	N;NOM;MASC;SG;3
bemühungen	प्रयत्न	bemühungen	प्रयत्न	V;NFIN	N;NOM;MASC;SG;3
johan	जोहान	johan	जोहान	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
margaret	मार्गरेट	margaret	मार्गरेट	PROPN;SG	PROPN;NOM;MASC;SG;3
angewendet	लागू	anwenden	लागू	V;V.PTCP	ADJ
wochenende	सप्ताहांत	wochenend	सप्ताहांत	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
wochenende	वीकएंड	wochenend	वीकएंड	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
wochenende	सप्ताहांत	wochenend	सप्ताहांत	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
wochenende	weekend	wochenend	weekend	ADJ;NOM;FEM;SG	
wochenende	वीकेंड	wochenend	वीकेंड	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
arizona	एरिज़ोना	arizona	एरिज़ोना	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
sprung	लीप	sprung	लीप	V;IND;SG;3;PST;FIN	
sprung	छलांग	sprung	छलांग	V;IND;SG;3;PST;FIN	PROPN;NOM;MASC;SG;3
franklin	फ्रैंकलिन	franklin	फ्रैंकलिन	PROPN;SG	PROPN;NOM;MASC;SG;3
bde	bde	bde	bde		PROPN;NOM;MASC;SG;3
flüchtlinge	शरणार्थी	flüchtlinge	शरणार्थी	ADJ;NOM;FEM;PL	N;NOM;MASC;PL;3
flüchtlinge	शरणार्थी	flüchtlinge	शरणार्थी	ADJ;NOM;FEM;PL	N;NOM;MASC;PL;3
flüchtlinge	शरणार्थियों	flüchtlinge	शरणार्थी	ADJ;NOM;FEM;PL	N;ACC;MASC;PL;3
koalition	गठबन्धन	koalition	गठबन्धन		PROPN;NOM;MASC;SG;3
comic	कॉमिक्स	comic	कॉमिक्स	PROPN;NOM;SG	N;NOM;MASC;SG;3
comic	कॉमिक	comic	कॉमिक	PROPN;NOM;SG	
comic	कार्टून	comic	कार्टून	PROPN;NOM;SG	N;NOM;MASC;SG;3
skulptur	मूर्तिकला	skulptur	मूर्तिकला		N;NOM;FEM;SG;3
sinfonie	सिंफनी	sinfonie	सिंफनी		PROPN;NOM;MASC;SG;3
vermittlung	आपरेटर	vermittlung	आपरेटर	ADJ	N;NOM;MASC;SG;3
vermittlung	ऑपरेटर	vermittlung	ऑपरेटर	ADJ	N;NOM;MASC;SG;3
vermittlung	प्लेसमेंट	vermittlung	प्लेसमेंट	ADJ	N;NOM;MASC;SG;3
vermittlung	अवस्थिति	vermittlung	अवस्थिति	ADJ	N;NOM;FEM;SG;3
vermittlung	मध्यस्थता	vermittlung	मध्यस्थता	ADJ	N;NOM;FEM;SG;3
handlungen	अधिनियमों	handlung	अधिनियम	V;NFIN	N;ACC;MASC;PL;3
handlungen	क्रिया	handlung	क्रिया	V;NFIN	N;NOM;FEM;SG;3
handlungen	कार्रवाइयों	handlung	कार्रवाई	V;NFIN	N;ACC;FEM;PL;3
handlungen	कार्रवाइयाँ	handlung	कार्रवाई	V;NFIN	N;NOM;FEM;PL;3
handlungen	क्रियाएँ	handlung	क्रिया	V;NFIN	N;NOM;FEM;PL;3
chinesischer	चीनी	chinesisch	चीनी	ADJ	
chinesischer	चाइनीज	chinesisch	चाइनीज	ADJ	PROPN;NOM;MASC;SG;3
seminar	गुरुकुल	seminar	गुरुकुल		N;NOM;MASC;SG;3
seminar	संगोष्ठी	seminar	संगोष्ठी		N;NOM;FEM;SG;3
seminar	सेमिनार	seminar	सेमिनार		N;NOM;MASC;SG;3
naturpark	उद्यान	naturpark	उद्यान	PROPN	N;NOM;MASC;SG;3
naturpark	पार्क	naturpark	पार्क	PROPN	N;NOM;MASC;SG;3
landwirtschaftlich	कृषिक	landwirtschaftlich	कृषिक	ADJ	
substanz	पदार्थ	substanz	पदार्थ		N;NOM;MASC;SG;3
harris	हैरिस	harris	हैरिस	PROPN;SG	PROPN;NOM;MASC;SG;3
generationen	पीढियां	generation	पीढी		N;NOM;FEM;PL;3
leid	ग़म	leid	ग़म		N;NOM;MASC;SG;3
leid	गम	leid	गम		N;NOM;MASC;SG;3
leid	पीड़ित	leid	पीड़ित		PROPN;NOM;SG;3
leid	कष्ट	leid	कष्ट		N;NOM;MASC;SG;3
janeiro	जेनेरो	janeiro	जेनेरो	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
vancouver	वैंकूवर	vancouver	वैंकूवर	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
bestätigte	पुष्टि	bestätigen	पुष्टि	V;IND;SG;3;PST;FIN	N;NOM;FEM;SG;3
bestätigte	असैनिक	bestätigen	असैनिक	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG;3
ausrüstung	उपकरण	ausrüstung	उपकरण	N;NOM;FEM;SG	N;NOM;MASC;PL;3
dreharbeiten	फिल्मांकन	dreharbeit	फिल्मांकन	V;NFIN	N;NOM;MASC;SG;3
dreharbeiten	गोलीबारी	dreharbeit	गोलीबारी	V;NFIN	N;NOM;FEM;SG;3
dreharbeiten	shooting	dreharbeit	shooting	V;NFIN	N;NOM;MASC;SG;3
dreharbeiten	शूटिंग	dreharbeit	शूटिंग	V;NFIN	N;NOM;FEM;SG;3
saal	चैंबर	saalen	चैंबर	ADV	N;NOM;MASC;SG;3
saal	कक्ष	saalen	कक्ष	ADV	
saal	हॉल	saalen	हॉल	ADV	N;NOM;MASC;SG;3
saal	ऑडिटोरियम	saalen	ऑडिटोरियम	ADV	N;NOM;MASC;SG;3
ronald	रोनाल्ड	ronald	रोनाल्ड	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
negative	ऋणात्मक	negativ	ऋणात्मक	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
höchst	अत्यधिक	hochöchst	अत्यधिक	ADV	
überlegen	सुपीरियर	überlegen	सुपीरियर	V;NFIN	PROPN;NOM
überlegen	श्रेष्ठ	überlegen	श्रेष्ठ	V;NFIN	PROPN;NOM;MASC;SG;3
mangel	कमी	mangeln	कमी		N;NOM;FEM;SG;3
mangel	कमियां	mangeln	कमी		N;NOM;FEM;PL;3
freiwillig	स्वैच्छिक	freiwillig	स्वैच्छिक	ADJ	PROPN;NOM
freiwillig	voluntary	freiwillig	voluntary	ADJ	N;NOM;MASC;SG;3
freiwillig	स्वयंसेवक	freiwillig	स्वयंसेवक	ADJ	N;NOM;MASC;SG;3
freiwillig	स्वयंसेवी	freiwillig	स्वयंसेवी	ADJ	N;NOM
minderheit	अल्पसंख्यक	minderheit	अल्पसंख्यक		N;NOM;MASC;SG;3
minderheit	अल्पसंख्यक	minderheit	अल्पसंख्यक		N;NOM;MASC;SG;3
minderheit	अल्पसंख्यकों	minderheit	अल्पसंख्यक		N;ACC;MASC;PL;3
berechtigt	जायज	berechtigen	जायज	ADJ	PROPN;NOM;MASC;SG;3
berechtigt	हकदार	berechtigen	हकदार	ADJ	PROPN;NOM;MASC;SG;3
peters	पीटर्स	peters	पीटर्स	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
niederländisch	डच	niederländisch	डच	ADJ	
kupfer	ताँबा	küpfen	ताँबा	ADJ	N;NOM;MASC;SG;3
kupfer	ताम्र	küpfen	ताम्र	ADJ	
kupfer	तांबा	küpfen	तांबा	ADJ	
kupfer	कॉपर	küpfen	कॉपर	ADJ	N;NOM;MASC;SG;3
kupfer	तांबे	küpfen	तांबे	ADJ	N;NOM;MASC;SG;3
field	फील्ड	falden	फील्ड		N;NOM;MASC;SG;3
field	फ़ील्ड	falden	फ़ील्ड		N;NOM;MASC;SG;3
marken	ब्रांड	marken	ब्रांड	V;NFIN	N;NOM;MASC;SG;3
marken	ब्रांड्स	marken	ब्रांड	V;NFIN	N;NOM;MASC;PL;3
marken	ब्रांड	marken	ब्रांड	V;NFIN	N;NOM;MASC;SG;3
studieren	अध्ययन	studieren	अध्ययन	V;NFIN	N;NOM;MASC;SG;3
nachts	रातें	nachts	रात	ADV	N;NOM;FEM;PL;3
nachts	राते	nachts	रा	ADV	V;IPFV;MASC;SG;V.PTCP;ACT
nachts	रातों	nachts	रात	ADV	N;ACC;FEM;PL;3
nachts	नाइट्स	nachts	नाइट	ADV	N;NOM;MASC;PL;3
nachts	रात	nachts	रात	ADV	N;NOM;FEM;SG;3
nachts	रात्रि	nachts	रात्रि	ADV	N;NOM;FEM;SG;3
annähernd	सन्निकट	annähernd	सन्निकट	ADJ	
annähernd	लगभग	annähernd	लगभग	ADJ	PART
rezension	समीक्षा	rezension	समीक्षा	ADJ	N;NOM;FEM;SG;3
rezension	पुनर्विलोकन	rezension	पुनर्विलोकन	ADJ	N;NOM;MASC;SG;3
fische	मछलियां	fischen	मछली		N;NOM;FEM;PL;3
fische	मछलियों	fischen	मछली		N;ACC;FEM;PL;3
fische	मछली	fischen	मछली		N;NOM;FEM;SG;3
fische	मीन	fischen	मीन		
fische	फिश	fischen	फिश		
fische	मछली	fischen	मछली		N;NOM;FEM;SG;3
irgendwas	कुछ	irgendwas	कुछ	ADV	DET
schiller	शिलर	schill	शिलर	ADJ	PROPN;NOM;MASC;SG;3
sven	स्वेन	sven	स्वेन	PROPN;NOM;MASC;SG	
auszug	निकालें	auszusz	निकाल		V;SBJV;PL;FIN;ACT
fordert	प्रेरणाएं	fordern	प्रेरणा	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL;3
fordert	कॉल	fordern	कॉल	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
fordert	काल्स	fordern	काल्स	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
branche	सेक्टर	branch	सेक्टर		N;NOM;MASC;SG;3
kleidung	कपड़े	kleidung	कपड़ा	N;NOM;FEM;SG	N;NOM;MASC;PL;3
kleidung	कपड़े	kleidung	कपड़ा	N;NOM;FEM;SG	N;NOM;MASC;PL;3
kleidung	कपडे	kleidung	कपडे	N;NOM;FEM;SG	N;NOM;MASC;PL;3
kleidung	कपड़े	kleidung	कपड़ा	N;NOM;FEM;SG	N;NOM;MASC;PL;3
kleidung	कपडे	kleidung	कपडे	N;NOM;FEM;SG	N;NOM;MASC;PL;3
erlaubnis	इजाजत	erlaubnis	इजाजत		N;NOM;FEM;SG;3
erlaubnis	अनुमति	erlaubnis	अनुमति		N;NOM;FEM;SG;3
eingeschränkt	बाध्य	einschränken	बाध्य	ADJ	
eingeschränkt	limited	einschränken	limited	ADJ	PROPN;NOM
norman	नॉर्मन	norman	नॉर्मन	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
recherche	recherche	recherch	recherche		N;NOM;MASC;SG;3
player	खिलाड़ी	player	खिलाडी	PROPN	N;NOM;MASC;SG;3
atmosphäre	माहौल	atmosphäre	माहौल	ADJ;NOM;SG	N;NOM;MASC;SG;3
atmosphäre	वातावरण	atmosphäre	वातावरण	ADJ;NOM;SG	N;NOM;MASC;SG;3
atmosphäre	वायुमण्डल	atmosphäre	वायुमण्डल	ADJ;NOM;SG	N;NOM;MASC;SG;3
atmosphäre	वायुमंडल	atmosphäre	वायुमंडल	ADJ;NOM;SG	N;NOM;MASC;SG;3
atmosphäre	माहौल	atmosphäre	माहौल	ADJ;NOM;SG	N;NOM;MASC;SG;3
atmosphäre	परिवेश	atmosphäre	परिवेश	ADJ;NOM;SG	N;NOM;MASC;SG;3
mini	मिनी	mini	मिनी		N;NOM;MASC;SG;3
ernest	अर्नेस्ट	ernest	अर्नेस्ट	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
wen	जीस	wer	जीस	ADV	
wen	जिसे	wer	जो	ADV	PRO;SG;3
wen	जिसको	wer	जो	ADV	PRO;SG;3
wen	जिसने	wer	जो	ADV	PRO;SG;3
wen	कौन	wer	कौन	ADV	PRO
wen	जो	wer	जो	ADV	PRO;NOM;SG;3
bestattet	दफन	bestatten	दफन	V;V.PTCP	N;NOM;MASC;SG;3
bestattet	दफ़न	bestatten	दफनन	V;V.PTCP	
bestattet	दफ्न	bestatten	दफ्न	V;V.PTCP	
geprüft	सत्यापित	prüfen	सत्यापित	V;V.PTCP	PROPN;NOM;MASC;SG;3
geprüft	अनुमोदित	prüfen	अनुमोदित	V;V.PTCP	PROPN;NOM;MASC;SG;3
kreuzer	क्रूजर	kreuzer	क्रूजर	ADJ	PROPN;NOM;MASC;SG;3
erdbeben	भूकंपीय	erdbeben	भूकंपीय	V;NFIN	PROPN;NOM;SG;3
erdbeben	भूकम्प	erdbeben	भूकम्प	V;NFIN	PROPN;NOM;MASC;SG;3
erdbeben	भूकंप	erdbeben	भूकंप	V;NFIN	N;NOM;MASC;SG;3
erdbeben	भूकंप	erdbeben	भूकंप	V;NFIN	N;NOM;MASC;SG;3
puerto	प्यूर्टो	puerto	प्यूर्टो	PROPN	N;NOM;MASC;SG;3
feier	समारोह	feier	समारोह		N;NOM;MASC;SG;3
feier	रस्म	feier	रस्म		N;NOM;FEM;SG;3
feier	दल	feier	दल		N;NOM;MASC;SG;3
feier	पार्टी	feier	पार्टी		N;NOM;FEM;SG;3
feier	जश्न	feier	जश्न		N;NOM;MASC;SG;3
feier	उत्सव	feier	उत्सव		N;NOM;MASC;SG;3
feier	सेलिब्रेशन	feier	सेलिब्रेशन		PROPN;NOM;MASC;SG;3
feier	जश्न	feier	जश्न		N;NOM;MASC;SG;3
schäfer	शेफर्ड	schäf	शेफर्ड	PROPN	N;NOM;MASC;SG;3
schäfer	गड़रिये	schäf	गड़री	PROPN	V;MASC;SG;FIN;ACT
schäfer	शेफर	schäf	शेफर	PROPN	PROPN;NOM;MASC;SG;3
schäfer	गड़रिये	schäf	गड़री	PROPN	V;MASC;SG;FIN;ACT
rückseite	विपरीत	rückseite	विपरीत	ADJ	
rückseite	उल्टा	rückseite	उल्टा	ADJ	
rückseite	उलटा	rückseite	उलट	ADJ	N;NOM;MASC;SG;3
rückseite	रिवर्स	rückseite	रिवर्स	ADJ	N;NOM;MASC;SG;3
rückseite	पीछे	rückseite	पीछे	ADJ	ADV;NOM;MASC;SG;3
rückseite	पश्च	rückseite	पश्च	ADJ	
rückseite	पीछे	rückseite	पीछे	ADJ	ADV;NOM;MASC;SG;3
rückseite	बैक	rückseite	बैक	ADJ	
rückseite	पिछे	rückseite	पिछ	ADJ	V;MASC;SG;FIN;ACT
lokomotive	लोकोमोटिव	lokomotiv	लोकोमोटिव	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
vermutung	आकलन	vermutung	आकलन	ADV	N;NOM;MASC;SG;3
vermutung	अटकल	vermutung	अटकल	ADV	
vermutung	अंदाज़ा	vermutung	अंदाज़ा	ADV	N;NOM;MASC;SG;3
propaganda	प्रचार	propaganda	प्रचार	PROPN	N;NOM;MASC;SG;3
kenntnisse	कौशल	kenntnis	कौशल	ADJ	
kenntnisse	ज्ञान	kenntnis	ज्ञान	ADJ	N;NOM;MASC;SG;3
spalte	स्तंभ	spalten	स्तंभ	ADJ;NOM;SG	N;NOM;MASC;SG;3
spalte	कॉलम	spalten	कॉलम	ADJ;NOM;SG	N;NOM;MASC;SG;3
spalte	स्तम्भ	spalten	स्तंभ	ADJ;NOM;SG	N;NOM;MASC;SG;3
spalte	कालम	spalten	कालम	ADJ;NOM;SG	
spalte	स्तंभ	spalten	स्तंभ	ADJ;NOM;SG	N;NOM;MASC;SG;3
spalte	कॉलम	spalten	कॉलम	ADJ;NOM;SG	N;NOM;MASC;SG;3
spalte	स्तम्भ	spalten	स्तंभ	ADJ;NOM;SG	N;NOM;MASC;SG;3
spalte	कालम	spalten	कालम	ADJ;NOM;SG	
southern	दक्षिणी	southern	दक्षिणी	PROPN	PROPN;NOM;MASC;SG;3
oswald	ओसवाल्ड	oswald	ओसवाल्ड	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
überlegungen	विचार	überlegungen	विचार	V;NFIN	N;NOM;MASC;SG;3
zugeteilt	आबंटित	zuteilen	आबंटित	V;V.PTCP	ADJ
zugeteilt	आबंटित	zuteilen	आबंटित	V;V.PTCP	ADJ
zugeteilt	आवंटित	zuteilen	आवंटित	V;V.PTCP	ADJ
report	रिपोर्ट	report	रिपोर्ट	PROPN	N;NOM;FEM;SG;3
report	रपट	report	रपट	PROPN	N;NOM;FEM;SG;3
geheimen	गोपनीय	geheimen	गोपनीय	ADJ	N;NOM;MASC;SG;3
geheimen	गुप्त	geheimen	गुप्त	ADJ	PROPN;NOM;MASC;SG;3
geheimen	भेद	geheimen	भेद	ADJ	N;NOM;MASC;SG;3
geheimen	रहस्य	geheimen	रहस्य	ADJ	N;NOM;MASC;SG;3
teilung	पार्टिशन	teilung	पार्टिशन	N;NOM;FEM;SG	
fremde	अजनबी	fremd	अजनबी	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
fremde	अजनबी	fremd	अजनबी	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
lkw	ट्रक	lkw	ट्रक		N;NOM;MASC;SG;3
lkw	ट्रक	lkw	ट्रक		N;NOM;MASC;SG;3
registriert	पंजीकृत	registrieren	पंजीकृत	V;V.PTCP	ADJ
abbildungen	रेखाचित्र	abbildung	रेखाचित्र	V;NFIN	N;NOM;MASC;SG;3
abbildungen	छवियाँ	abbildung	छवी	V;NFIN	N;NOM;FEM;PL;3
abbildungen	चित्र	abbildung	चित्र	V;NFIN	N;NOM;MASC;SG;3
abbildungen	पिक्चर्स	abbildung	पिक्चर	V;NFIN	N;NOM;MASC;PL;3
abbildungen	तस्वीरें	abbildung	तस्वीर	V;NFIN	N;NOM;FEM;PL;3
abbildungen	छवि	abbildung	छवि	V;NFIN	N;NOM;FEM;SG;3
abbildungen	छवियां	abbildung	छवी	V;NFIN	N;NOM;FEM;PL;3
abbildungen	छवियाँ	abbildung	छवी	V;NFIN	N;NOM;FEM;PL;3
abbildungen	चित्र	abbildung	चित्र	V;NFIN	N;NOM;MASC;SG;3
abbildungen	बिंब	abbildung	बिंब	V;NFIN	N;NOM;MASC;SG;3
abbildungen	आंकड़े	abbildung	आंकड़ा	V;NFIN	N;NOM;MASC;PL;3
verschwinden	गायब	verschwinden	गायब	V;NFIN	ADJ
spenden	दान	spenden	दान	V;NFIN	N;NOM;MASC;SG;3
spenden	दान	spenden	दान	V;NFIN	N;NOM;MASC;SG;3
spenden	दान	spenden	दान	V;NFIN	N;NOM;MASC;SG;3
monarchie	बादशाही	monarchie	बादशाही	PROPN	N;NOM;MASC;SG;3
monarchie	राजशाही	monarchie	राजशाही	PROPN	N;NOM;MASC;SG;3
monarchie	राजतंत्र	monarchie	राजतंत्र	PROPN	N;NOM;MASC;SG;3
monarchie	साम्राज्य	monarchie	साम्राज्य	PROPN	N;NOM;MASC;SG;3
republikanischen	रिपब्लिकन	republikanisch	रिपब्लिकन	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
bestätigen	सत्यापन	bestätigen	सत्यापन	V;NFIN	N;NOM;MASC;SG;3
bestätigen	सत्यापित	bestätigen	सत्यापित	V;NFIN	PROPN;NOM;MASC;SG;3
scharf	शार्प	scharf	शार्प	ADJ	
frisch	फ्रेश	frisch	फ्रेश	ADJ	
frisch	ताज़ा	frisch	ताज़ा	ADJ	
frisch	भैस	frisch	भैस	ADJ	
kelly	केली	kelly	केली	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
alabama	अलबामा	alabama	अलबामा	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
dokument	दस्तावेज	dokument	दस्तावेज	N;NOM;NEUT;SG	N;NOM;MASC;PL;3
audio	ऑडियो	audio	ऑडियो		N;NOM;MASC;SG;3
kurfürsten	निर्वाचक	kurfürst	निर्वाचक	N;PL	N;NOM;MASC;SG;3
kette	कड़ियाँ	kett	कड़ी	N;NOM;FEM;SG	N;NOM;FEM;PL;3
kette	जंजीरों	kett	जंजीर	N;NOM;FEM;SG	N;ACC;MASC;PL;3
kette	चैन	kett	चैन	N;NOM;FEM;SG	
kette	chain	kett	chain	N;NOM;FEM;SG	
kette	कड़ी	kett	कडा	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
herrenhaus	मैनर	herrenhaus	मैनर	ADJ	
schicht	शिफ्ट	schechen	शिफ्ट	ADJ	N;NOM;MASC;SG;3
schicht	शिफ़्ट	schechen	शिफ़्ट	ADJ	
schicht	लेयर	schechen	लेयर	ADJ	N;NOM;MASC;SG;3
schicht	परत	schechen	परत	ADJ	N;NOM;FEM;SG;3
justiz	न्याय	justiz	न्याय		N;NOM;MASC;SG;3
justiz	इंसाफ	justiz	इंसाफ		PROPN;NOM;MASC;SG;3
justiz	न्यायिक	justiz	न्यायिक		ADJ;NOM
justiz	न्यायपालिका	justiz	न्यायपालिका		N;NOM;FEM;SG;3
alberto	अल्बर्टो	alberto	अल्बर्ट	PROPN;NOM;SG	N;NOM;MASC;PL;3
offizieller	अधिकारी	offiziell	अधिकारी	ADJ	N;NOM;MASC;PL;3
bewaffneten	बंदूकधारियों	bewaffnet	बंदूकधारी	V;IND;PL;3;PST;FIN	N;ACC;MASC;PL;3
bewaffneten	सशस्त्र	bewaffnet	सशस्त्र	V;IND;PL;3;PST;FIN	N;NOM;MASC;SG;3
bewaffneten	हथियारबंद	bewaffnet	हथियारबंद	V;IND;PL;3;PST;FIN	N;NOM;MASC;SG;3
mittelmeer	अटलांटिक	mittelmeer	अटलांटिक		PROPN;NOM;MASC;SG;3
mittelmeer	भूमध्यसागरीय	mittelmeer	भूमध्यसागरीय		ADJ
faktor	कारक	faktor	कारक	ADJ	N;NOM;MASC;SG;3
faktor	फ़ैक्टर	faktor	फ़ैक्टर	ADJ	
ermordung	कत्ल	ermordung	कत्ल		N;NOM;MASC;SG;3
ermordung	मर्डर	ermordung	मर्डर		N;NOM;MASC;SG;3
ermordung	हत्या	ermordung	हत्या		N;NOM;FEM;SG;3
ermordung	हत्या	ermordung	हत्या		N;NOM;FEM;SG;3
connecticut	कनेक्टिकट	connecticut	कनेक्टिकट	PROPN	PROPN;NOM;MASC;SG;3
persönlichkeit	व्यक्तित्व	persönlichkeit	व्यक्तित्व	ADJ	N;NOM;MASC;SG;3
etablierte	स्थापित	etablieren	स्थापित	V;IND;SG;3;PST;FIN	ADJ
zusatz	अलावा	zusatz	अलावा		ADP
zusatz	जोड़	zusatz	जोड़		V;SG;FIN;ACT
zusatz	योगात्मक	zusatz	योगात्मक		N;NOM;MASC;SG;3
gefangenen	बंदी	gefangen	बंदी	V;IND;PL;3;FIN	
gefangenen	क़ैदी	gefangen	क़ैदी	V;IND;PL;3;FIN	N;NOM;MASC;SG;3
gefangenen	कैदी	gefangen	कैदी	V;IND;PL;3;FIN	N;NOM;MASC;PL;3
gefangenen	कैदियों	gefangen	कैदी	V;IND;PL;3;FIN	N;ACC;MASC;PL;3
gefangenen	कैदी	gefangen	कैदी	V;IND;PL;3;FIN	N;NOM;MASC;PL;3
gefangenen	बंदियों	gefangen	बंदी	V;IND;PL;3;FIN	N;ACC;MASC;PL;3
gefangenen	बंदियों	gefangen	बंदी	V;IND;PL;3;FIN	N;ACC;MASC;PL;3
leutnant	लेफ्टिनेंट	leutnant	लेफ्टिनेंट	ADJ	N;NOM;MASC;SG;3
lateinische	लातिन	lateinisch	लातिन	ADJ;NOM;FEM;PL	
lateinische	लैटिन	lateinisch	लैटिन	ADJ;NOM;FEM;PL	
xvi	xvi	xvi	xvi	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
vietnam	विएतनाम	vietnam	विएतनाम	PROPN	N;NOM;MASC;SG;3
vietnam	वियतनाम	vietnam	वियतनाम	PROPN	PROPN;NOM;MASC;SG;3
uruguay	उरुग्वे	uruguay	उरुग्वे	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
siegel	मुहर	siegel	मुहर		N;NOM;FEM;SG;3
quer	आरपार	quer	आरपार	ADV	PROPN;NOM;MASC;SG;3
quer	अनुप्रस्थ	quer	अनुप्रस्थ	ADV	N;NOM;FEM;SG;3
fragt	पूछे	fragen	पूछ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;PL;V.PTCP;ACT
ausscheiden	त्यागपत्र	ausscheiden	त्यागपत्र	V;NFIN	N;NOM;MASC;SG;3
ausscheiden	इस्तीफा	ausscheiden	इस्तीफा	V;NFIN	N;NOM;MASC;SG;3
hamm	gam	hamm	gam	PROPN;NOM;MASC;SG	
auschwitz	auschwitz	auschwitz	auschwitz	PROPN	N;NOM;MASC;SG;3
zeitgenössische	समकालीन	zeitgenössisch	समकालीन	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
planungen	नियोजन	planung	नियोजन	V;NFIN	N;NOM;MASC;SG;3
planungen	योजनाएँ	planung	योजना	V;NFIN	N;NOM;FEM;PL;3
detroit	डेट्रॉयट	detroit	डेट्रॉयट	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
emma	एमा	emma	एमा	PROPN;NOM;SG	PROPN;NOM;FEM;SG;3
emma	एम्मा	emma	एम्मा	PROPN;NOM;SG	PROPN;NOM;FEM;SG;3
stoff	पदार्थ	stoff	पदार्थ		N;NOM;MASC;SG;3
stoff	कपड़ा	stoff	कपडा		N;NOM;MASC;SG;3
fremden	अजनबी	fremd	अजनबी	ADJ	N;NOM;MASC;SG;3
fremden	एलियंस	fremd	एलियंस	ADJ	PROPN;NOM;MASC;SG;3
fremden	अजनबी	fremd	अजनबी	ADJ	N;NOM;MASC;SG;3
ernsthaft	seriously	ernsthaft	seriously	ADJ	N;NOM;MASC;SG;3
gelben	पीला	gelb	पीला		N;NOM;MASC;SG;3
krankheiten	बीमारियों	krankheit	बीमारी	V;NFIN	N;ACC;FEM;PL;3
krankheiten	बीमारी	krankheit	बीमारी	V;NFIN	N;NOM;FEM;SG;3
krankheiten	बीमारियाँ	krankheit	बीमारी	V;NFIN	N;NOM;FEM;PL;3
krankheiten	रोगों	krankheit	रोग	V;NFIN	N;ACC;MASC;PL;3
krankheiten	विकार	krankheit	विकार	V;NFIN	N;NOM;MASC;SG;3
krankheiten	बीमारी	krankheit	बीमारी	V;NFIN	N;NOM;FEM;SG;3
zentimetern	सेंटीमीटर	zentimetern	सेंटीमीटर	ADJ	N;NOM;MASC;SG;3
bukarest	बुखारेस्ट	bukarest	बुखारेस्ट	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
