から	from	から	from	CONJ	
いっぱい	tam	いっぱい	tam	N	
いっぱい	ful	いっぱい	ful	N	
いっぱい	full	いっぱい	full	N	
いっぱい	dolu	いっぱい	dolu	N	
剣道	kendo	剣道	kendo	N	
空手	karate	空手	karat	N	
貴重	degerli	貴重	degerli	ADJ	
貴重	değerli	貴重	değerli	ADJ	
貴重	kıymetli	貴重	kıymetli	ADJ	
燃焼	yanma	燃焼	yan	V	
権威	yetkili	権威	yetkili	N	
権威	otorite	権威	otorite	N	
権威	yetki	権威	yetki	N	
トウ	deng	トウ	deng	PROPN	
三原	mihara	三原	mihar	PROPN	
パナソニック	panasonic	パナソニック	panasonic	PROPN	N;NOM;SG;3
小隊	müfreze	小隊	müfrez	N	
報酬	tazminat	報酬	tazminat	N	
報酬	ödül	報酬	ödül	N	
フォワード	ileri	フォワード	ileri	N	
フォワード	öne	フォワード	ön	N	
フォワード	ileriye	フォワード	ileri	N	ADJ;DAT;SG;3
骨折	çatlaklar	骨折	çatlak	V	N;NOM;PL;3
骨折	kırıklar	骨折	kırık	V	ADJ;NOM;PL;3
骨折	kırığı	骨折	kırık	V	
骨折	kırık	骨折	kırık	V	
ゴースト	ghost	ゴースト	ghost	N	
ゴースト	hayalet	ゴースト	hayalet	N	
ゴースト	hayalet	ゴースト	hayalet	N	
支払い	ödeme	支払う	öde	V	
支払い	öde	支払う	öd	V	
支払い	ödeme	支払う	öde	V	
支払い	ödeme	支払う	öde	V	
フラワー	çiçek	フラワー	çiçek	N	
アダム	adem	アダム	adem	PROPN	
アダム	adam	アダム	adam	PROPN	N;NOM;SG;3
賭け	bahis	賭ける	bahis	V	N;NOM;SG;3
賭け	bahse	賭ける	bahse	V	
賭け	iddaa	賭ける	iddaa	V	N;NOM;SG;3
賭け	bahis	賭ける	bahis	V	N;NOM;SG;3
モジュール	modül	モジュール	modül	N	
眼鏡	gözlüklü	眼鏡	gözlüklü	N	ADJ
アポロ	apollo	アポロ	apollo	PROPN	
五十嵐	igarashi	五十嵐	igarashi	PROPN	
ジャンク	döküntü	ジャンク	döküntü	N	
ジャンク	çöp	ジャンク	çöp	N	
ジャンク	hurda	ジャンク	hur	N	
アップル	elma	アップル	elma	PROPN	
アップル	apple	アップル	appl	PROPN	
アップル	elmalı	アップル	el	PROPN	
ホスト	konak	ホスト	konak	N	
ホスト	sunucu	ホスト	sunuç	N	
地上	karasal	地上	karasal	N	ADJ
ポルト	porto	ポルト	porto	PROPN	PROPN;NOM;SG;3
策定	formülasyonu	策定	formülasyon	V	N;ACC;SG;3
礼拝	dua	礼拝	dua	N	
演算	operasyon	演算	operasyon	N	
グローブ	küre	グローブ	küre	N	
グローブ	eldiven	グローブ	el	N	
イラストレーター	çizer	イラストレーター	çizer	N	
デスク	masa	デスク	masa	N	
電報	telgraf	電報	telgraf	N	
電報	telgraf	電報	telgraf	N	
ハワード	howard	ハワード	holar	PROPN	PROPN;NOM;SG;3
優子	yuko	優子	yuko	PROPN	
識別	tanımla	識別	tanım	V	N;INS;SG;3
識別	teşhis	識別	teşhis	V	N;NOM;SG;3
識別	kimlik	識別	kimlik	V	N;NOM;SG;3
アフガニスタン	afganistan	アフガニスタン	afganistan	PROPN	PROPN;NOM;SG;3
アフガニスタン	afgan	アフガニスタン	afgan	PROPN	
オットー	otto	オットー	otto	PROPN	
プロテスタント	protestan	プロテスタント	protestan	N	
望月	mochizuki	望月	mochizuki	PROPN	
微妙	kurnazca	微妙	kurnaz	ADJ	
健二	kenji	健二	kenji	PROPN	
ロット	lut	ロット	lit	N	
生地	hamur	生地	hamur	N	
生地	hamuru	生地	hamur	N	
生地	para	生地	para	N	
生地	vurucu	生地	vurucu	N	
生地	kumaş	生地	kumaş	N	
生地	kumaş	生地	kumaş	N	
片山	katayama	片山	kata	PROPN	
書類	belge	書類	belge	N	
書類	kağıtlar	書類	kağıt	N	ADJ;NOM;PL;3
書類	kağıtları	書類	kağıt	N	ADJ;ACC;PL;3
デイリー	günlük	デイリー	günlük	N	
降下	iniş	降下	iniş	V	
ドス	dos	ドス	dos	N	
豪華	şahane	豪華	şahane	ADJ	
豪華	muhtesem	豪華	muhtesem	ADJ	
豪華	muhteşem	豪華	muhteşem	ADJ	
豪華	harikulade	豪華	harik	ADJ	N;ESS;SG;3
ノア	noah	ノア	noah	PROPN	
ノア	nuh	ノア	nuh	PROPN	
デルタ	delta	デルタ	delta	PROPN	
辞退	düşüş	辞退	düşüş	V	
辞退	reddetme	辞退	reddet	V	
パーセント	yüzde	パーセント	yüz	N	
パーセント	yüzdesi	パーセント	yüzde	N	
パーセント	yüzde	パーセント	yüz	N	
ジル	jill	ジル	jill	PROPN	
勾配	gradyan	勾配	gra	V	
ゼロ	sıfır	ゼロ	sıfır	N	
鳥羽	toba	鳥羽	toba	PROPN	
放射線	radyasyon	放射線	radyasyon	N	
ラフ	sert	ラフ	sert	N	
ラフ	kaba	ラフ	kaba	N	
ラフ	zor	ラフ	zor	N	
疑惑	şüphe	疑惑	şüphe	N	
疑惑	kuşku	疑惑	kuşku	N	
エンター	girişim	エンター	giriş	PROPN	
エンター	kurumsal	エンター	kurumsal	PROPN	ADJ
エンター	atılgan	エンター	atılgan	PROPN	
エンター	enterprise	エンター	enterpri	PROPN	PROPN;NOM;SG;3
千歳	chitose	千歳	chito	PROPN	PROPN;NOM;SG;3
救済	çare	救済	çare	V	
救済	çaresi	救済	çare	V	N;NOM;SG;3
救済	kurtuluşu	救済	kurtuluş	V	N;ACC;SG;3
救済	kurtuluş	救済	kurtuluş	V	
ハンドル	başa	ハンドル	baş	N	
デラックス	lüks	デラックス	lüks	N	
評判	şöhret	評判	şöhret	N	
評判	itibar	評判	itibar	N	
フルート	flüt	フルート	flüt	N	
樋口	higuchi	樋口	higuchi	PROPN	
ワーナー	uyarıcı	ワーナー	uyarıcı	PROPN	
ワーナー	warner	ワーナー	warner	PROPN	PROPN;NOM;SG;3
テネシー	tennessee	テネシー	tennessee	PROPN	PROPN;NOM;SG;3
タマ	tama	タマ	tama	PROPN	
ウー	woo	ウー	woo	PROPN	
ウー	kur	ウー	kur	PROPN	
カウント	sayar	カウント	sayar	N	
カウント	say	カウント	say	N	
カウント	kont	カウント	kont	N	
カウント	sayarak	カウント	say	N	V;PFV;IND;POS;PRS;V.CVB
カウント	sayım	カウント	sayım	N	
カウント	sayıyorum	カウント	say	N	V;PROG;IND;SG;1;POS;INFM;PRS
カウント	saymaya	カウント	say	N	V;PFV;DAT;IND;POS;PRS;V.MSDR
カウント	saymak	カウント	say	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
カウント	sayma	カウント	say	N	
アレクサンダー	iskender	アレクサンダー	iskende	PROPN	
アレクサンダー	alexander	アレクサンダー	alerander	PROPN	PROPN;NOM;SG;3
サード	üçüncüsü	サード	üçüncü	PROPN	ADJ;NOM;SG;3
サード	üçüncü	サード	üçüncü	PROPN	
クリスティ	kirsty	クリスティ	kirsty	PROPN	
割り当て	tahsis	割り当てる	tahsis	V	
割り当て	atama	割り当てる	atam	V	
割り当て	görev	割り当てる	görev	V	N;NOM;SG;3
割り当て	atama	割り当てる	atam	V	
割り当て	ata	割り当てる	ata	V	
バブル	balon	バブル	balon	N	
トリノ	torino	トリノ	torino	PROPN	PROPN;NOM;SG;3
明るい	işık	明るい	işık	ADJ	
明るい	light	明るい	light	ADJ	
明るい	nur	明るい	nur	ADJ	
明るい	aydınlık	明るい	aydınlık	ADJ	N;NOM;SG;3
明るい	parlak	明るい	parlak	ADJ	
明るい	aydınlık	明るい	aydınlık	ADJ	N;NOM;SG;3
サスペンション	uzaklaştırma	サスペンション	uzaklaş	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
埋葬	defin	埋葬	defin	V	
埋葬	gömme	埋葬	göm	V	
埋葬	gömülü	埋葬	göm	V	
平塚	hiratsuka	平塚	hiratsuka	PROPN	PROPN;NOM;SG;3
トレイン	tren	トレイン	tren	N	
家老	karo	家老	karo	N	
本質	özü	本質	öz	N	
大都市	metropolis	大都市	metropolis	N	PROPN;NOM;SG;3
芸術家	sanatçı	芸術家	sanatçı	N	
芸術家	ressam	芸術家	ressam	N	
芸術家	sanatçı	芸術家	sanatçı	N	
芸術家	artist	芸術家	artist	N	
ハリス	harris	ハリス	harris	PROPN	
白河	shirakawa	白河	shiraka	PROPN	PROPN;NOM;SG;3
セレクション	seçim	セレクション	seçim	N	
セレクション	seçme	セレクション	seç	N	
ボランティア	gönüllü	ボランティア	gönüllü	N	
ボランティア	gönüllü	ボランティア	gönüllü	N	
瑞穂	mizuho	瑞穂	mizuho	PROPN	
フェラーリ	ferrari	フェラーリ	ferrari	PROPN	
ファイブ	five	ファイブ	fiv	N	
ファイブ	beş	ファイブ	beş	N	
熱帯	tropik	熱帯	tropik	N	
半径	yarıçap	半径	yarıç	N	
堀江	horie	堀江	horie	PROPN	
元帥	mareşal	元帥	mareşal	N	
元帥	marshal	元帥	marshal	N	
元帥	şerif	元帥	şerif	N	
みなと	minato	みなと	minato	ADV	PROPN;NOM;SG;3
坂井	sakai	坂井	sakai	PROPN	PROPN;NOM;SG;3
コック	cook	コック	cook	N	
コック	çook	コック	çook	N	
コック	aşçı	コック	aşç	N	
コック	sik	コック	sik	N	
コック	horoz	コック	horoz	N	
たかし	takashi	たかしむ	takashi	PROPN	PROPN;NOM;SG;3
マケドニア	makedonya	マケドニア	makedonya	PROPN	PROPN;NOM;SG;3
ナポリ	napoli	ナポリ	napoli	PROPN	PROPN;NOM;SG;3
ナポリ	napoli	ナポリ	napoli	PROPN	PROPN;NOM;SG;3
消費者	tüketici	消費者	tüketici	N	
消費者	tüketici	消費者	tüketici	N	
ヤク	öküz	ヤク	öküz	PROPN	
ヤク	yak	ヤク	yak	PROPN	
損失	kayıp	損失	kayıp	N	ADJ
損失	kaybı	損失	kayıp	N	
ストック	stok	ストック	stok	N	
声明	beyan	声明	beyan	N	
平山	hirayama	平山	hira	PROPN	
ハミルトン	hamilton	ハミルトン	hamilton	PROPN	PROPN;NOM;SG;3
妄想	sanrılar	妄想	sanrı	V	N;NOM;PL;3
妄想	paranoya	妄想	parano	V	
貧困	sefalet	貧困	sefalet	N	
シアトル	seattle	シアトル	seat	PROPN	PROPN;NOM;SG;3
ワゴン	vagon	ワゴン	vagon	N	
力学	mekanik	力学	mekanik	N	
付録	apandis	付録	apandis	N	
素数	prime	素数	prim	N	
素数	asal	素数	asal	N	
マキ	maki	マキ	maki	PROPN	
解雇	fesih	解雇	fesih	V	
廃棄	terk	廃棄	terk	V	N;NOM;SG;3
タイムズ	kez	タイムズ	kez	PROPN	N;NOM;SG;3
タイムズ	times	タイムズ	times	PROPN	
タイムズ	zamanlar	タイムズ	zaman	PROPN	N;NOM;PL;3
楕円	elips	楕円	elips	N	
楕円	eliptik	楕円	eliptik	N	ADJ
マレー	malay	マレー	malay	PROPN	
マレー	murray	マレー	murray	PROPN	
ルートヴィヒ	ludwig	ルートヴィヒ	ludbig	PROPN	PROPN;NOM;SG;3
遺伝	genetik	遺伝	genetik	N	
飲料	içecek	飲料	iç	N	V;PFV;IND;POS;FUT
飲料	içecekler	飲料	iç	N	V;PFV;IND;PL;3;POS;FUT
違法	illegal	違法	illegal	ADJ	
違法	yasadışı	違法	yasa	ADJ	
キエフ	kiev	キエフ	kiev	PROPN	PROPN;NOM;SG;3
キエフ	kiev	キエフ	kiev	PROPN	PROPN;NOM;SG;3
野生	vahşi	野生	vahşi	N	
野生	wild	野生	wild	N	
野生	çılgın	野生	çılgın	N	
野生	yaban	野生	yaban	N	
野生	yabani	野生	yabani	N	
中西	nakanishi	中西	nakanishi	PROPN	
パトリック	patrick	パトリック	patrick	PROPN	
トール	thor	トール	thor	PROPN	
公衆	halk	公衆	halk	N	
ケネディ	kennedy	ケネディ	kenne	PROPN	
那須	nasu	那須	nasu	PROPN	
染色	boyama	染色	boya	N	
和彦	kazuhiko	和彦	kazuhiko	PROPN	
マーシャル	mareşal	マーシャル	mareşal	PROPN	
マーシャル	marshall	マーシャル	marshall	PROPN	
強度	kuvvet	強度	kuvvet	N	
強度	güç	強度	güç	N	
源	genji	源	genji	N	
児玉	kodama	児玉	kodam	PROPN	
勇気	cesaret	勇気	cesaret	N	
勇気	cesaret	勇気	cesaret	N	
出荷	sevkiyat	出荷	sevkiyat	V	N;NOM;SG;3
債権	iddia	債権	iddia	N	
債権	iddia	債権	iddia	N	
みらい	mirai	みらう	mirai	PROPN	
大西	onishi	大西	onishi	PROPN	
ハーバード	harvard	ハーバード	harvard	PROPN	
イエロー	sari	イエロー	sari	N	
イエロー	sarı	イエロー	sarı	N	
フロア	zemin	フロア	zemin	N	
フロア	kat	フロア	kat	N	
ラッセル	russel	ラッセル	russel	PROPN	
ラッセル	russell	ラッセル	russell	PROPN	
位相	faz	位相	faz	N	
位相	aşama	位相	aşam	N	
位相	evre	位相	evre	N	
受付	kabul	受付	kabul	V	N;NOM;SG;3
受付	kabulü	受付	kabul	V	
受付	resepsiyonist	受付	resepsiyonist	V	
受付	karşılama	受付	karşıl	V	
受付	resepsiyon	受付	resepsiyon	V	N;NOM;SG;3
クラフト	kraft	クラフト	kraft	N	
ドキュメント	belge	ドキュメント	belge	N	
ドキュメント	belge	ドキュメント	belge	N	
思考	düşünerek	思考	düşün	N	V;PFV;IND;POS;PRS;V.CVB
思考	düşünmek	思考	düşün	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
思考	düşünme	思考	düşün	N	
思考	düşünüyorum	思考	düşün	N	V;PROG;IND;SG;1;POS;INFM;PRS
思考	düşünce	思考	düşünce	N	
思考	düşünce	思考	düşünce	N	
思考	düşünce	思考	düşünce	N	
覚醒	uyanış	覚醒	uyanış	N	
ニール	neil	ニール	neil	PROPN	
ニール	neal	ニール	neal	PROPN	
講習	antrenman	講習	antrenman	N	
ホップ	hop	ホップ	hop	N	
ホップ	atla	ホップ	atla	N	
マネー	para	マネー	para	N	
ウォール	duvar	ウォール	duvar	N	
レート	oran	レート	oran	N	
クラウン	tacı	クラウン	tacı	N	
クラウン	taç	クラウン	taç	N	
クラウン	crown	クラウン	crown	N	
ロベルト	robert	ロベルト	robert	PROPN	
ロベルト	roberto	ロベルト	roberto	PROPN	
貨幣	para	貨幣	para	N	
仮想	sanal	仮想	sanal	N	
マイアミ	miami	マイアミ	miami	PROPN	PROPN;NOM;SG;3
常陸	hitachi	常陸	hitachi	PROPN	PROPN;NOM;SG;3
田原	tahara	田原	tahar	PROPN	
迷宮	labirent	迷宮	labirent	N	
ロジャー	roger	ロジャー	roger	PROPN	
ローラ	laura	ローラ	laura	PROPN	
ローラ	lola	ローラ	lol	PROPN	
沼津	numazu	沼津	numaz	PROPN	PROPN;NOM;SG;3
悩み	sıkıntılar	悩む	sıkıntı	V	N;NOM;PL;3
悩み	dertler	悩む	de	V	N;NOM;PL;3
悩み	sorunlar	悩む	sorun	V	N;NOM;PL;3
千代	chiyo	千代	chiyo	PROPN	
ハナ	hana	ハナ	hana	PROPN	
夜明け	dawn	夜明け	dawn	N	
夜明け	şafak	夜明け	şafak	N	
夜明け	seher	夜明け	seher	N	
ポンプ	pompa	ポンプ	pompa	N	
ポンプ	pompa	ポンプ	pompa	N	
フレデリック	frédéric	フレデリック	frédéric	PROPN	PROPN;NOM;SG;3
フレデリック	frederick	フレデリック	frederick	PROPN	PROPN;NOM;SG;3
含める	dahil	含める	dahil	V	
丹波	tamba	丹波	tamba	PROPN	
上村	uemura	上村	uemur	PROPN	
永田	nagata	永田	nagat	PROPN	
ハイブリッド	melez	ハイブリッド	melez	N	
ハイブリッド	melez	ハイブリッド	melez	N	
マウス	fare	マウス	fare	N	
マウス	fare	マウス	fare	N	
マウス	mouse	マウス	mouse	N	
鳥居	torii	鳥居	torii	N	
ベンチ	bank	ベンチ	bank	N	
ヴェルディ	verdi	ヴェルディ	ver	PROPN	V;PFV;IND;SG;3;POS;PST
蜂起	isyan	蜂起	isyan	N	
蜂起	ayaklanma	蜂起	ayaklan	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
蜂起	ayaklanması	蜂起	ayakla	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
デイヴィッド	davud	デイヴィッド	davud	PROPN	
デイヴィッド	davut	デイヴィッド	davut	PROPN	
デイヴィッド	david	デイヴィッド	david	PROPN	
テリー	terry	テリー	terry	PROPN	
脅威	tehdit	脅威	tehdit	N	
脅威	tehdit	脅威	tehdit	N	
触媒	katalizör	触媒	katalizör	N	
虚偽	sahte	虚偽	sahte	N	
虚偽	yanlış	虚偽	yanlış	N	ADJ
車輪	teker	車輪	teker	N	
車輪	çark	車輪	çark	N	
車輪	çark	車輪	çark	N	
シャツ	tişört	シャツ	tişört	N	
主人	kocası	主人	koca	N	ADJ;NOM;SG;3
主人	koca	主人	koca	N	
歌人	şair	歌人	şair	N	
アリゾナ	arizona	アリゾナ	arizon	PROPN	INTJ
プラハ	prag	プラハ	prag	PROPN	PROPN;NOM;SG;3
結婚式	düğün	結婚式	düğün	N	
結婚式	nikah	結婚式	nikah	N	
香り	koku	香り	koku	N	
香り	koku	香り	koku	N	
シールド	kalkan	シールド	kalk	N	
シールド	kalkan	シールド	kalk	N	
オブジェクト	cisim	オブジェクト	cisim	N	
オブジェクト	obje	オブジェクト	obje	N	
オブジェクト	nesne	オブジェクト	nesne	N	
オブジェクト	itiraz	オブジェクト	itiraz	N	
オブジェクト	nesne	オブジェクト	nesne	N	
代理店	ajansı	代理店	ajansı	N	
代理店	ajans	代理店	ajans	N	
代理店	teşkilat	代理店	teşkilat	N	
加茂	kamo	加茂	kamo	PROPN	
バンコク	bangkok	バンコク	bangkok	PROPN	PROPN;NOM;SG;3
オイル	petrol	オイル	petrol	N	
オイル	yağ	オイル	yağ	N	
オイル	yağı	オイル	yağ	N	
トライアル	duruşma	トライアル	duruş	N	
トライアル	denemeler	トライアル	dene	N	
沢田	sawada	沢田	sawa	PROPN	
シベリア	sibirya	シベリア	sibirya	PROPN	
シベリア	sibirya	シベリア	sibirya	PROPN	
ムハンマド	muhammed	ムハンマド	muhammed	PROPN	
ワル	kabadayı	ワル	kabada	PROPN	
ワル	belalı	ワル	belalı	PROPN	
矛盾	çelişkiler	矛盾	çelişki	V	N;NOM;PL;3
矛盾	çelişki	矛盾	çelişki	V	
矛盾	çelişki	矛盾	çelişki	V	
皮膚	derisi	皮膚	deri	N	ADJ;NOM;SG;3
皮膚	cildi	皮膚	cildi	N	
皮膚	cilt	皮膚	cilt	N	
皮膚	ten	皮膚	ten	N	
皮膚	deri	皮膚	deri	N	
誇り	gururu	誇る	gurur	V	N;NOM;SG;3
誇り	gurur	誇る	gurur	V	
誇り	gururlu	誇る	gururlu	V	ADJ
誇り	gurur	誇る	gurur	V	
スプリント	sprint	スプリント	sprint	N	
アムステルダム	amsterdam	アムステルダム	amster	PROPN	PROPN;NOM;SG;3
アムステルダム	hollanda	アムステルダム	hollan	PROPN	
宝石	jewel	宝石	jewel	N	
宝石	mücevher	宝石	mücevher	N	
宝石	takı	宝石	takı	N	
宝石	mücevher	宝石	mücevher	N	
宝石	mücevher	宝石	mücevher	N	
ホン	hong	ホン	hong	PROPN	PROPN;NOM;SG;3
必須	gerekli	必須	gerekli	N	
必須	gerekiyor	必須	gerek	N	V;PROG;IND;SG;3;POS;INFM;PRS
必須	zorunlu	必須	zorunlu	N	
必須	gereklidir	必須	gerekli	N	
シャトル	mekik	シャトル	mekik	N	
パキスタン	pakistan	パキスタン	pakistan	PROPN	PROPN;NOM;SG;3
パキスタン	pakistanlı	パキスタン	pakistanlı	PROPN	PROPN;NOM;SG;3
パキスタン	pakistan	パキスタン	pakistan	PROPN	PROPN;NOM;SG;3
パキスタン	pakistanlı	パキスタン	pakistanlı	PROPN	PROPN;NOM;SG;3
複製	kopyalama	複製	kopyala	V	
複製	mükerrer	複製	mükerrer	V	
レーン	lane	レーン	la	N	PROPN;NOM;SG;3
レーン	şerit	レーン	şerit	N	
ケリー	kelly	ケリー	kelly	PROPN	
ケリー	kerry	ケリー	kerry	PROPN	
ミズーリ	missouri	ミズーリ	missour	PROPN	
笑顔	gülümse	笑顔	gülümse	N	
笑顔	gülümseme	笑顔	gülümse	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
笑顔	gülümseyen	笑顔	gülümse	N	V;PFV;IND;POS;PRS;V.PTCP
笑顔	gülümsemek	笑顔	gülümse	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
笑顔	gülümser	笑顔	gülümser	N	
笑顔	gülümseme	笑顔	gülümse	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
両側	yanları	両側	yan	N	ADJ;NOM;PL;3
両側	taraf	両側	taraf	N	
取り組み	çabaları	取り組む	çaba	V	N;NOM;PL;3
取り組み	çabalar	取り組む	çaba	V	N;NOM;PL;3
乗る	yolculuk	乗る	yolculuk	V	N;NOM;SG;3
乗る	sür	乗る	sür	V	
追悼	anıt	追悼	anıt	V	
追悼	anma	追悼	an	V	
追悼	memorial	追悼	memorial	V	N;NOM;SG;3
ギャル	kız	ギャル	kız	N	
西郷	saigo	西郷	saigo	PROPN	
ルーキー	acemi	ルーキー	acemi	N	
ルーキー	çaylak	ルーキー	çaylak	N	
アルプス	alp	アルプス	alp	PROPN	
有機	organik	有機	organik	N	
伊丹	itami	伊丹	itami	PROPN	PROPN;NOM;SG;3
広州	guangzhou	広州	guangzhou	PROPN	PROPN;NOM;SG;3
ラック	rack	ラック	rack	N	
コロラド	colorado	コロラド	color	PROPN	PROPN;NOM;SG;3
優しい	kibar	優しい	kibar	ADJ	
プチ	petit	プチ	petit	N	
ウォン	wong	ウォン	wong	N	
ウォン	kazanılan	ウォン	kazan	N	V;PFV;IND;POS;PRS;V.PTCP;PASS
ウォン	kazandı	ウォン	kazan	N	V;PFV;IND;SG;3;POS;PST
ウォン	won	ウォン	won	N	
水島	mizushima	水島	mizushi	PROPN	N;DAT;SG;3
赤字	açığı	赤字	açık	N	
語源	köken	語源	kök	N	
語源	etimoloji	語源	etimoloji	N	
草津	kusatsu	草津	kusatsu	PROPN	PROPN;NOM;SG;3
オルガン	org	オルガン	org	N	
オルガン	organ	オルガン	organ	N	
帽子	şapka	帽子	şapka	N	
帽子	şapka	帽子	şapka	N	
批評	eleştiri	批評	eleştiri	V	
批評	eleştiriler	批評	eleştiri	V	N;NOM;PL;3
批評	eleştiri	批評	eleştiri	V	
洞窟	mağara	洞窟	mağar	N	
洞窟	mağara	洞窟	mağar	N	
ウイング	kanat	ウイング	kanat	N	
ウイング	wing	ウイング	wing	N	
ムーア	moore	ムーア	moore	PROPN	
本当	doğru	本当	doğru	N	
本当	dogru	本当	dogru	N	
本当	true	本当	tru	N	
本当	gerçek	本当	gerçek	N	
恵子	keiko	恵子	keiko	PROPN	
精度	hassas	精度	hassas	N	
ミシェル	michelle	ミシェル	michel	PROPN	
ミシェル	michel	ミシェル	michel	PROPN	
裁判官	yargıç	裁判官	yargıç	N	
裁判官	hâkim	裁判官	hâkim	N	
裁判官	hakim	裁判官	hakim	N	
ペース	pace	ペース	pace	N	
ペース	tempo	ペース	tempo	N	
グルメ	gurme	グルメ	gur	N	
杉本	sugimoto	杉本	sugimoto	PROPN	
アドルフ	adolph	アドルフ	adolph	PROPN	
アドルフ	adolf	アドルフ	adolf	PROPN	PROPN;NOM;SG;3
磐田	iwata	磐田	iwata	PROPN	
モーツァルト	mozart	モーツァルト	mozart	PROPN	
本堂	hondo	本堂	hondo	N	PROPN;NOM;SG;3
ブリス	bliss	ブリス	bliss	N	
ブリス	saadet	ブリス	saadet	N	
円形	yuvarlak	円形	yuvarlak	N	
円形	dairesel	円形	dairesel	N	
ロッキー	taşlı	ロッキー	taşlı	PROPN	
ロッキー	kayalık	ロッキー	kayalık	PROPN	
ロッキー	rocky	ロッキー	rocky	PROPN	
松永	matsunaga	松永	matsun	PROPN	
ヴィクトリア	victoria	ヴィクトリア	victor	PROPN	
参考	referans	参考	referans	N	
魔法	sihirbazı	魔法	sihirbazı	N	
魔法	büyücü	魔法	büyücü	N	
魔法	sihirbaz	魔法	sihirbaz	N	
錬金術	simyacı	錬金術	simyacı	N	
錬金術	simya	錬金術	simya	N	
古賀	koga	古賀	koga	PROPN	
忠実	sadık	忠実	sadık	ADJ	
地面	zemin	地面	zemin	N	
ビタミン	vitamin	ビタミン	vitam	N	
ビタミン	vitamin	ビタミン	vitam	N	
クルーズ	cruise	クルーズ	crui	PROPN	
マック	mac	マック	mac	PROPN	
マック	maç	マック	maç	PROPN	N;NOM;SG;3
マック	mack	マック	mack	PROPN	
透明	şeffaflık	透明	şeffaflık		N;NOM;SG;3
アンダーソン	anderson	アンダーソン	anderson	PROPN	PROPN;NOM;SG;3
津軽	tsugaru	津軽	tsugar	PROPN	
放射	radyasyon	放射	radyasyon	N	
助言	öğüt	助言	öğüt	V	
助言	tavsiye	助言	tavsiye	V	
助言	nasihat	助言	nasihat	V	N;NOM;SG;3
助言	tavsiyeler	助言	tavsiye	V	N;NOM;PL;3
索引	işaret	索引	işaret	N	
アップデート	güncelleme	アップデート	güncelle	PROPN	V;PFV;NOM;IND;POS;PRS;V.MSDR
アップデート	güncelle	アップデート	güncel	PROPN	N;NOM;SG;3
アップデート	güncellemeleri	アップデート	güncelle	PROPN	V;PFV;NOM;IND;POS;PRS;V.MSDR
アップデート	güncellemeler	アップデート	güncelle	PROPN	V;PFV;NOM;IND;POS;PRS;V.MSDR
タイミング	zamanlaması	タイミング	zamanla	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
タイミング	zamanlama	タイミング	zamanla	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
速報	kırma	速報	kırma	V	
汽船	buharlı	汽船	buharlı	PROPN	
汽船	buharlı	汽船	buharlı	PROPN	
シーク	şeyh	シーク	şeyh	N	
決断	karar	決断	karar	V	N;NOM;SG;3
決断	kararı	決断	karar	V	N;NOM;SG;3
葬儀	cenaze	葬儀	cenaze	N	
葬儀	cenaze	葬儀	cenaze	N	
見事	çarpıcı	見事	çarpıcı	ADJ	
ターゲット	hedefleme	ターゲット	hedefle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
ターゲット	hedef	ターゲット	hedef	N	
テクノ	tekno	テクノ	tekno	N	
ヒップ	hip	ヒップ	hip	N	
ヒップ	kalça	ヒップ	kalça	N	
ホームズ	holmes	ホームズ	holmes	PROPN	
ローレンス	lawrence	ローレンス	lawrence	PROPN	PROPN;NOM;SG;3
満足	memnuniyet	満足	memnuniyet		N;NOM;SG;3
満足	memnuniyeti	満足	memnuniyet		N;ACC;SG;3
満足	memnuniyet	満足	memnuniyet		N;NOM;SG;3
満足	memnun	満足	memnun		ADJ
スティーヴン	stephen	スティーヴン	stephen	PROPN	PROPN;NOM;SG;3
スティーヴン	steven	スティーヴン	stev	PROPN	
気圧	basınç	気圧	basınç	N	
気圧	baskı	気圧	baskı	N	
筋肉	kaslı	筋肉	kaslı	N	ADJ
筋肉	kas	筋肉	kas	N	
筋肉	kaslı	筋肉	kaslı	N	ADJ
筋肉	kaş	筋肉	kaş	N	
グッズ	koleksiyon	グッズ	koleksiyon	N	
バッテリー	pil	バッテリー	pil	N	
バッテリー	akü	バッテリー	ki	N	
支給	rızık	支給	rızık	V	N;NOM;SG;3
カンファレンス	konferans	カンファレンス	konferans	N	
吹田	suita	吹田	suita	PROPN	
パイプ	boru	パイプ	boru	N	
パイプ	pipo	パイプ	pipo	N	
因子	etken	因子	etken	N	
因子	faktör	因子	faktör	N	
能登	noto	能登	noto	PROPN	PROPN;NOM;SG;3
菩薩	bodhisattva	菩薩	bodhisattva	N	V;PFV;IND;SG;3;POS;PRS;CAUS
クラッシュ	aşık	クラッシュ	aşık	N	
