oli	бе	olema	съм	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
kontakt	контакти	kontakt	контакт	N;NOM;SG	N;INDF;MASC;PL
jensen	дженсън	jensen	дженсън	N;NOM;SG	PROPN;INDF;MASC;SG
rossi	роз	ross	роз	N;NOM;SG	PROPN;INDF;FEM;SG
rossi	роси	ross	рос	N;NOM;SG	PROPN;INDF;FEM;SG
rossi	рос	ross	рос	N;NOM;SG	PROPN;INDF;MASC;SG
sega	смесен	segama	смесен	V;IMP;SG;2;PRS;FIN;ACT	ADJ;INDF;MASC;SG
sega	смесени	segama	смесен	V;IMP;SG;2;PRS;FIN;ACT	ADJ;INDF;PL
sega	смесено	segama	смесено	V;IMP;SG;2;PRS;FIN;ACT	ADV
sega	смесена	segama	смесен	V;IMP;SG;2;PRS;FIN;ACT	ADJ;INDF;FEM;SG
tundus	изглеждаше	tunduma	изглеждам	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
valgustatud	осветяване	valgusta=tud	осветяване	ADJ;PST;V.PTCP;PASS	N;INDF;NEUT;SG
valgustatud	осветена	valgusta=tud	осветя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
valgustatud	осветени	valgusta=tud	осветя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
valgustatud	осветена	valgusta=tud	осветя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
terasest	стоманен	terane	стоманен	N;IN+ABL;SG	ADJ;INDF;MASC;SG
uuendatud	актуализиран	uuendama	актуализирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
uuendatud	актуализирана	uuendama	актуализирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
uuendatud	подновено	uuendama	подновя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
uuendatud	подновен	uuendama	подновя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
plasma	плазмените	plasma	плазмя	N;NOM;SG	N;DEF;MASC;PL
disainer	дизайнерски	disainer	дизайнерски	N;NOM;SG	ADJ;INDF;MASC;SG
kümneid	дузини	kümme	дузина	NUM;PRT;PL	N;INDF;FEM;PL
kümneid	дузина	kümme	дузина	NUM;PRT;PL	N;INDF;FEM;SG
kümneid	десетки	kümme	десятка	NUM;PRT;PL	N;INDF;FEM;PL
toetatud	подкрепен	toetama	подкрепя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
toetatud	подкрепи	toetama	подкрепя	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
toetatud	подкрепена	toetama	подкрепя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
toetatud	поддържани	toetama	поддържам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
toetatud	подкрепено	toetama	подкрепя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
edasine	допълнително	edasine	допълнително	ADJ;NOM;SG	ADV
geen	джийн	geen	джийн	N;NOM;SG	PROPN;INDF;FEM;SG
geen	джин	geen	джин	N;NOM;SG	PROPN;INDF;MASC;SG
cooper	купър	cooper	купър	N;NOM;SG	PROPN;INDF;MASC;SG
rgb	rgb	rgb	rgb	N	PROPN;INDF;NEUT;SG
wild	диво	wild	диво	N;NOM;SG	ADV
wild	диви	wild	дивя-(се)	N;NOM;SG	N;INDF;FEM;PL
digitaalse	цифров	digitaalne	цифров	ADJ;GEN;SG	N;INDF;MASC;SG
digitaalse	цифрово	digitaalne	цифров	ADJ;GEN;SG	ADV
digitaalse	цифрови	digitaalne	цифров	ADJ;GEN;SG	ADJ;INDF;PL
sulgudes	скобите	sulg	скоба	V;V.CVB	N;DEF;FEM;PL
sulgudes	скоби	sulg	скоба	V;V.CVB	N;INDF;FEM;PL
geneetiline	генетични	geneetiline	генетичен	ADJ;NOM;SG	ADJ;INDF;PL
geneetiline	генетично	geneetiline	генетично	ADJ;NOM;SG	ADV
mündi	монети	münema	монета	N;PRT;SG	N;INDF;MASC;PL
mündi	монетата	münema	монета	N;PRT;SG	N;DEF;NEUT;PL
evans	еванс	evans	еванс	N;NOM;SG	PROPN;INDF;MASC;SG
rikas	рич	rikas	рич	ADJ;NOM;SG	N;INDF;MASC;SG
rikas	богато	rikas	богат	ADJ;NOM;SG	ADV
rikas	богати	rikas	богат	ADJ;NOM;SG	ADJ;INDF;PL
medvedev	медведев	medvedev	медведев	N;NOM;SG	PROPN;INDF;MASC;SG
marion	марион	marion	марион	N;NOM;SG	PROPN;INDF;MASC;SG
nõrga	слабо	nõrk	слабо	ADJ;GEN;SG	ADV
nõrga	слаби	nõrk	слаб	ADJ;GEN;SG	ADJ;INDF;PL
optiline	оптични	optiline	оптичен	ADJ;NOM;SG	ADJ;INDF;PL
kollased	жълта	kollane	жълт	ADJ;NOM;PL	ADJ;INDF;FEM;SG
kollased	жълто	kollane	жълт	ADJ;NOM;PL	ADV
kollased	жълт	kollane	жълт	ADJ;NOM;PL	N;INDF;MASC;SG
levi	ливай	levi	ливай	N;NOM;SG	V;IPFV;IMP;SG;2;FIN
levi	леви	levi	ляв	N;NOM;SG	ADJ;INDF;PL
jennifer	дженифър	jennifer	дженифър	N;NOM;SG	N;INDF;FEM;PL
õnnelik	лъки	õnnelik	лъка	ADJ;NOM;SG	N;INDF;MASC;SG
õnnelik	късметлия	õnnelik	късметлия	ADJ;NOM;SG	N;DEF;MASC;SG
õnnelik	щастливи	õnnelik	щастлив	ADJ;NOM;SG	ADJ;INDF;PL
õnnelik	щастливо	õnnelik	щастлив	ADJ;NOM;SG	ADV
õnnelik	хепи	õnnelik	хеп	ADJ;NOM;SG	INTJ
pime	сляпа	pime	сляпа	ADJ;NOM;SG	N;INDF;FEM;SG
pime	слепи	pime	слепя	ADJ;NOM;SG	N;INDF;MASC;PL
pime	сляпо	pime	сляпо	ADJ;NOM;SG	ADV
vaenlane	врагове	vaenlane	враг	N;NOM;SG	N;INDF;MASC;PL
emmy	еми	emmy	еми	N;NOM;SG	PROPN;INDF;MASC;SG
urban	градско	urbama	градски	N;NOM;SG	ADV
urban	градска	urbama	градски	N;NOM;SG	ADJ;INDF;FEM;SG
urban	градски	urbama	градски	N;NOM;SG	ADJ;INDF;MASC;SG
tansaania	танзания	tansaania	танзания	N;NOM;SG	PROPN;INDF;FEM;SG
vastastikuse	взаимно	vastastikune	взаимно	ADJ;GEN;SG	ADV
vastastikuse	взаимни	vastastikune	взаимен	ADJ;GEN;SG	ADJ;INDF;PL
asustamata	необитаем	asustamata	необитаем	V;PRIV;V.CVB;ACT	ADJ;INDF;MASC;SG
kommentaarid	мнение	kommentaar	мнение	N;NOM;PL	N;INDF;NEUT;SG
normaalne	нормално	normaalne	нормално	ADJ;NOM;SG	ADV
normaalne	нормални	normaalne	нормален	ADJ;NOM;SG	ADJ;INDF;PL
haldus	административно	haldus	административен	N;NOM;SG	ADV
haldus	административен	haldus	административен	N;NOM;SG	ADJ;INDF;MASC;SG
haldus	административна	haldus	административен	N;NOM;SG	ADJ;INDF;FEM;SG
haldus	административни	haldus	административен	N;NOM;SG	ADJ;INDF;PL
sile	гладко	sile	гладко	ADJ;NOM;SG	ADV
sile	плавно	sile	плавно	ADJ;NOM;SG	ADV
sile	гладки	sile	гладка	ADJ;NOM;SG	ADJ;INDF;PL
sile	гладка	sile	гладка	ADJ;NOM;SG	N;INDF;FEM;SG
püsti	изправена	püsti	изправя-(се)	ADV	V;PFV;INDF;FEM;SG;V.PTCP;PASS
püsti	изправено	püsti	изправя-(се)	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
püsti	изправен	püsti	изправя-(се)	ADV	V;PFV;INDF;MASC;SG;V.PTCP;PASS
püsti	изправени	püsti	изправя-(се)	ADV	V;PFV;INDF;PL;V.PTCP;PASS
montana	монтана	montan	монтана	N;NOM;SG	PROPN;INDF;FEM;SG
koidu	зори	koid	зора	N;NOM;SG	N;INDF;FEM;PL
koidu	доун	koid	доун	N;NOM;SG	PROPN;INDF;MASC;SG
väljaandja	емитент	välja_andja	емитент	N;NOM;SG	ADJ;INDF;MASC;SG
ülemaailmse	световно	üle_maa_ilmne	световен	ADJ;GEN;SG	ADV
ülemaailmse	глобални	üle_maa_ilmne	глобален	ADJ;GEN;SG	ADJ;INDF;PL
ülemaailmse	глобално	üle_maa_ilmne	глобален	ADJ;GEN;SG	ADV
marx	маркс	marx	маркс	N;NOM;SG	PROPN;INDF;MASC;SG
wagner	уагнър	wagner	уагнър	N;NOM;SG	PROPN;INDF;MASC;SG
egon	егон	egon	егон	N;NOM;SG	PROPN;INDF;MASC;SG
elias	елиас	elias	елиас	N;NOM;SG	PROPN;INDF;MASC;SG
seened	плесен	seen	плесен	N;NOM;PL	N;INDF;FEM;SG
seened	гъба	seen	гъба	N;NOM;PL	N;INDF;FEM;SG
murda	прекъсване	murdma	прекъсване	V;NFIN	N;INDF;NEUT;SG
murda	почивка	murdma	почивка	V;NFIN	N;INDF;FEM;SG
airways	airways	airway	airways	N;NOM;SG	PROPN;INDF;MASC;SG
jordaania	йордански	jordaania	йордански	N;NOM;SG	ADJ;INDF;MASC;SG
jordaania	йордан	jordaania	йордан	N;NOM;SG	PROPN;INDF;MASC;SG
jordaania	йордания	jordaania	йордания	N;NOM;SG	PROPN;INDF;FEM;SG
jordaania	джордан	jordaania	джордан	N;NOM;SG	PROPN;INDF;MASC;SG
altai	алтай	altai	алтай	ADJ	N;INDF;MASC;SG
viha	яд	viha	яд	N;NOM;SG	INTJ
galiitsia	галисийски	galiitsia	галисийски	N;NOM;SG	ADJ;INDF;MASC;SG
rolf	ролф	rolf	ролф	N;NOM;SG	PROPN;INDF;MASC;SG
mineraal	минерална	mineraal	минерален	N;NOM;SG	ADJ;INDF;FEM;SG
mineraal	минерални	mineraal	минерален	N;NOM;SG	ADJ;INDF;PL
mineraal	минерали	mineraal	минерал	N;NOM;SG	N;INDF;MASC;PL
sotsiaalsed	социално	sotsiaalne	социален	ADJ;NOM;PL	ADV
sotsiaalsed	социален	sotsiaalne	социален	ADJ;NOM;PL	ADJ;INDF;MASC;SG
sotsiaalsed	социална	sotsiaalne	социален	ADJ;NOM;PL	ADJ;INDF;FEM;SG
plahvatas	експлодира	plahvatama	експлодирам	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN;ACT
italia	italia	italia	italia	N;NOM;SG	PROPN;INDF;MASC;SG
proc	proc	proc	proc	N	NUM;INDF;PL
hiir	миши	hiir	миша	N;NOM;SG	N;INDF;FEM;PL
hiir	мишки	hiir	мишка	N;NOM;SG	N;INDF;FEM;PL
picea	picea	picea	picea	N;NOM;SG	PROPN;INDF;MASC;SG
kõlab	звуци	kõlama	звук	V;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
kirjeldavad	описва	kirjeldama	описвам	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kirjeldavad	описвам	kirjeldama	описвам	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
ajakirjandus	натиснете	aja_kirjandus	натисна	N;NOM;SG	V;PFV;IMP;PL;2;FIN
ajakirjandus	натисни	aja_kirjandus	натисен	N;NOM;SG	V;PFV;IMP;SG;2;FIN
keldi	келтски	kelt	келтски	N;NOM;SG	ADJ;INDF;MASC;SG
vananenud	отживелица	vananema	отживелица	ADJ;PST;V.PTCP;ACT	N;INDF;FEM;SG
vananenud	остаряла	vananema	остарея	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
vananenud	остаряло	vananema	остарея-се	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;PST;V.PTCP;ACT
vananenud	остарели	vananema	остаря-(се)	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;PL;PST;V.PTCP;ACT
vananenud	остаряла	vananema	остарея	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
vananenud	остарял	vananema	остарям	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
füüsikalised	физическо	füüsika=line	физически	ADJ;NOM;PL	ADV
füüsikalised	физически	füüsika=line	физически	ADJ;NOM;PL	ADJ;INDF;MASC;SG
füüsikalised	физическа	füüsika=line	физически	ADJ;NOM;PL	ADJ;INDF;FEM;SG
niiske	влажно	niiske	влажен	ADJ;NOM;SG	ADV
niiske	влажни	niiske	влажен	ADJ;NOM;SG	ADJ;INDF;PL
niiske	влажни	niiske	влажен	ADJ;NOM;SG	ADJ;INDF;PL
niiske	влажно	niiske	влажен	ADJ;NOM;SG	ADV
niiske	влажно	niiske	влажен	ADJ;NOM;SG	ADV
teoreetiline	теоретично	teoreetiline	теоретично	ADJ;NOM;SG	ADV
teoreetiline	теоретични	teoreetiline	теоретичен	ADJ;NOM;SG	ADJ;INDF;PL
main	основни	mai	основен	N;NOM;SG	ADJ;INDF;PL
main	основна	mai	основен	N;NOM;SG	ADJ;INDF;FEM;SG
main	главна	mai	главен	N;NOM;SG	ADJ;INDF;FEM;SG
main	главен	mai	главен	N;NOM;SG	ADJ;INDF;MASC;SG
main	главни	mai	главен	N;NOM;SG	ADJ;INDF;PL
con	измама	con	измама	INTJ	N;INDF;FEM;SG
lucia	лусия	lucia	лусия	N;NOM;SG	PROPN;INDF;FEM;SG
sotsioloogia	социологически	sotsioloogia	социологически	N;NOM;SG	ADJ;INDF;MASC;SG
meestele	men	mees	men	N;AT+ALL;PL	N;INDF;MASC;SG
pikaajaline	удължено	pika_ajaline	удължа	ADJ;NOM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
pikaajaline	удължен	pika_ajaline	удължа	ADJ;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pikaajaline	продължително	pika_ajaline	продължително	ADJ;NOM;SG	ADV
rodríguez	родригес	rodraguez	родригес	N;NOM;SG	PROPN;INDF;MASC;SG
roosi	роуз	roos	роуз	N;NOM;SG	PROPN;INDF;FEM;SG
taotles	поискани	taotlema	поискам	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
taotles	поискано	taotlema	поискам	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
taotles	поискана	taotlema	поискам	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
taotles	поискаха	taotlema	поискам	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
ohio	охайо	ohio	оха	N;NOM;SG	PROPN;INDF;MASC;SG
peremees	водещ	pere_mees	водя	N;NOM;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
orienteeritud	ориентирана	orienteeri=tud	ориентирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
orienteeritud	ориентиран	orienteeri=tud	ориентирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
orienteeritud	ориентирани	orienteeri=tud	ориентирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
orienteeritud	ориентирани	orienteeri=tud	ориентирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
orienteeritud	ориентиран	orienteeri=tud	ориентирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
orienteeritud	ориентирана	orienteeri=tud	ориентирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
int	int	int	int	N;NOM;SG	PROPN;INDF;MASC;SG
vaidlus	спорове	vaidlus	спор	N;NOM;SG	N;INDF;MASC;PL
vaidlus	противоречия	vaidlus	противоречие	N;NOM;SG	N;INDF;NEUT;PL
rico	рико	rico	рико	N;NOM;SG	PROPN;INDF;MASC;SG
julian	хулиан	juliama	хулиан	N;NOM;SG	PROPN;INDF;MASC;SG
kuivatatud	сушени	kuivata=tud	сушя	ADJ;PST;V.PTCP;PASS	N;INDF;MASC;PL
kuivatatud	изсушени	kuivata=tud	изсуша	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
mussolini	мусолини	mussolini	мусолин	N;PRT;SG	N;INDF;FEM;PL
aretatud	отгледани	aretama	отгледам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
aretatud	отглеждани	aretama	отглеждам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
magdalena	магдалена	magd	магдален	N;FRML;SG	PROPN;INDF;FEM;SG
ööd	нощувки	öö	нощувка	N;NOM;SG	N;INDF;FEM;PL
ööd	нощи	öö	нощ	N;NOM;SG	N;INDF;FEM;PL
ööd	нощите	öö	нощ	N;NOM;SG	N;DEF;FEM;PL
ada	ада	ada	ада	N;NOM;SG	ADV
tennessee	тенеси	tennessee	тенес	N;NOM;SG	PROPN;INDF;MASC;SG
utah	юта	utah	юта	N;NOM;SG	PROPN;INDF;FEM;SG
doris	дорис	doris	дорис	N;NOM;SG	PROPN;INDF;FEM;SG
lahustunud	разтворен	lahustu=nud	разтворя-(се)	ADJ;PST;V.PTCP;ACT	N;INDF;MASC;SG
lahustunud	разтворени	lahustu=nud	разтворя-(се)	ADJ;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
ruut	квадратна	ruut	квадратен	N;NOM;SG	ADJ;INDF;FEM;SG
ruut	квадратни	ruut	квадратен	N;NOM;SG	ADJ;INDF;PL
ruut	квадратен	ruut	квадратен	N;NOM;SG	ADJ;INDF;MASC;SG
teostas	извършен	teostama	извърша	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
teostas	проведено	teostama	проведа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
teostas	извършено	teostama	извърша	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
teostas	извърши	teostama	извърша	V;IND;SG;3;PST;FIN;ACT	V;PFV;IMP;SG;2;PST;FIN
teostas	извършена	teostama	извърша	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
armstrong	армстронг	armstrong	армстронг	N;NOM;SG	PROPN;INDF;MASC;SG
rünnakud	атакува	rünnak	атакувам	N;NOM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
eugene	юджийн	eugene	юджийн	N;NOM;SG	PROPN;INDF;MASC;SG
mann	ман	mann	ман	N;NOM;SG	PROPN;INDF;MASC;SG
cruz	круз	cruz	круз	N;NOM;SG	PROPN;INDF;MASC;SG
cruz	крус	cruz	крус	N;NOM;SG	PROPN
lagunemine	разтопи	lagunemine	разтоп	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
natalie	натали	natali	наталя-(се)	N;NOM;SG	PROPN;INDF;FEM;SG
ahel	вериги	ahel	верига	N;NOM;SG	N;INDF;FEM;PL
varre	стволови	vars	стволов	N;NOM;SG	N;INDF;MASC;PL
katalaani	каталонски	katalaan	каталонски	N;NOM;SG	ADJ;INDF;MASC;SG
barry	бари	barry	бара	N;NOM;SG	PROPN;INDF;MASC;SG
tõendid	доказателство	tõend	доказателство	N;NOM;PL	N;INDF;NEUT;SG
tõendid	доказателството	tõend	доказателство	N;NOM;PL	N;DEF;NEUT;SG
tõendid	доказване	tõend	доказване	N;NOM;PL	N;INDF;NEUT;SG
tõendid	доказателство	tõend	доказателство	N;NOM;PL	N;INDF;NEUT;SG
weber	уебър	weber	уебър	N;NOM;SG	PROPN;INDF;MASC;SG
loire	loire	loire	loire	N;NOM;SG	PROPN;INDF;MASC;SG
ricardo	рикардо	ricardo	рикардо	N;NOM;SG	PROPN;INDF;MASC;SG
andersson	андершон	andersson	андершон	N;NOM;SG	PROPN;INDF;MASC;SG
tunde	часове	tund	час	N;PRT;SG	N;INDF;MASC;PL
viik	тегли	viik	тегля-(се)	N;NOM;SG	V;IPFV;IMP;SG;2;FIN
baker	бейкър	baker	бейкър	N;NOM;SG	PROPN;INDF;MASC;SG
budapesti	будапеща	budapesti	будапеща	N;NOM;SG	PROPN;INDF;FEM;SG
kirill	кирил	kirill	киря-(се)	N;NOM;SG	PROPN;INDF;MASC;SG
ime	смучат	ime	смуча-(се)	N;NOM;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
ime	гадно	ime	гаден	N;NOM;SG	ADV
graafiline	графични	graafiline	графичен	ADJ;NOM;SG	ADJ;INDF;PL
graafiline	графични	graafiline	графичен	ADJ;NOM;SG	ADJ;INDF;PL
iraan	иран	iraan	иран	N;NOM;SG	PROPN;INDF;MASC;SG
harvey	харви	harvey	харвя	N;NOM;SG	PROPN;INDF;MASC;SG
chen	чен	chen	чен	N;NOM;SG	PROPN;INDF;MASC;SG
muuda	редактиране	muutma	редактиране		N;INDF;NEUT;SG
muuda	промени	muutma	промяна		N;INDF;FEM;PL
muuda	смяна	muutma	смяна		N;INDF;FEM;SG
muuda	промяна	muutma	промяна		N;INDF;FEM;SG
jeff	джеф	jeff	джеф	N;NOM;SG	PROPN;INDF;MASC;SG
sep	sep	sep	sep	NUM	N;INDF;MASC;SG
collins	колинс	collins	колинс	N;NOM;SG	PROPN;INDF;MASC;SG
indeks	индекси	indeks	индекс	N;NOM;SG	N;INDF;MASC;PL
kütt	хънтър	kütt	хънтър	N;NOM;SG	PROPN;INDF;MASC;SG
olümpiamängud	олимпиадата	olümpia_mängud	олимпиада	N;NOM;PL	N;DEF;FEM;SG
olümpiamängud	олимпиада	olümpia_mängud	олимпиада	N;NOM;PL	N;INDF;FEM;SG
filippo	филипо	filip_po	филипо	N;NOM;SG	PROPN;INDF;MASC;SG
sanskriti	санскрит	sanskriti	санскрит	ADJ	N;INDF;MASC;SG
mehaaniline	механично	mehaaniline	механично	ADJ;NOM;SG	ADV
mehaaniline	механични	mehaaniline	механичен	ADJ;NOM;SG	ADJ;INDF;PL
bari	бари	bari	бара	N;NOM;SG	PROPN;INDF;MASC;SG
vabastatud	освободен	vabastatud	освободя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vabastatud	освободена	vabastatud	освободя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vabastatud	освободена	vabastatud	освободя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vabastatud	освободен	vabastatud	освободя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vabastatud	освободени	vabastatud	освободя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
vabastatud	освободено	vabastatud	освободя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vabastatud	освободена	vabastatud	освободя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
põhjustades	причинявайки	põhjustama	причинявам	V;V.CVB	ADV
põhjustades	причиняване	põhjustama	причиняване	V;V.CVB	N;INDF;NEUT;SG
powell	пауъл	powell	пауъл	N;NOM;SG	PROPN;INDF;MASC;SG
rasked	тежка	raske	тежък	ADJ;NOM;PL	ADJ;INDF;FEM;SG
rasked	тежък	raske	тежък	ADJ;NOM;PL	ADJ;INDF;MASC;SG
rasked	тежко	raske	тежко	ADJ;NOM;PL	ADV
patsient	търпелив	patsient	търпелив	N;NOM;SG	ADJ;INDF;MASC;SG
püksid	панталон	püks	панталон	N;NOM;PL	N;INDF;MASC;SG
püksid	гащи	püks	гащи	N;NOM;PL	N;INDF
püksid	панталон	püks	панталон	N;NOM;PL	N;INDF;MASC;SG
schneider	шнайдер	schneider	шнайдер	N;NOM;SG	PROPN;INDF;MASC;SG
pooleks	разделим	pool	разделя-(се)	NUM;TRANS;SG	V;PFV;IND;PL;1;PRS;FIN;ACT
pooleks	разделен	pool	разделя-(се)	NUM;TRANS;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pooleks	сплит	pool	сплит	NUM;TRANS;SG	N;INDF;MASC;SG
pooleks	разделяне	pool	разделяне	NUM;TRANS;SG	N;INDF;NEUT;SG
ecuadori	еквадор	ecuador	еквадор	ADJ	N;INDF;MASC;SG
bitti	парченца	bitti	парченц	N;PRT;SG	N;INDF;NEUT;PL
bitti	късчета	bitti	късче	N;PRT;SG	N;INDF;NEUT;PL
bitti	парчета	bitti	парче	N;PRT;SG	N;INDF;NEUT;PL
hardy	харди	hardy	харди	N;NOM;SG	PROPN;INDF;MASC;SG
aadlike	благородници	aadlike	благородник	ADJ;GEN;PL	N;INDF;MASC;PL
javier	хавиер	javier	хавиер	N;NOM;SG	PROPN;INDF;MASC;SG
kehtiv	валидни	kehtiv	валиден	ADJ;NOM;SG	ADJ;INDF;PL
kehtiv	валидно	kehtiv	валиден	ADJ;NOM;SG	ADV
butler	бътлър	butler	бътлър	N;NOM;SG	PROPN;INDF;MASC;SG
guatemala	гватемалски	guatemala	гватемалски	N;NOM;SG	ADJ;INDF;MASC;SG
keskele	център	keskele	център	ADV	N;INDF;MASC;SG
õhtu	вечерно	õhtu	вечерен	N;NOM;SG	ADV
tüüpilised	типично	tüüpiline	типичен	ADJ;NOM;PL	ADV
tüüpilised	типичен	tüüpiline	типичен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
tüüpilised	типична	tüüpiline	типичен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
walker	уолкър	walker	уолкър	N;NOM;SG	PROPN;INDF;MASC;SG
saladus	секретно	saladus	секретен	N;NOM;SG	ADV
saladus	тайно	saladus	тайно	N;NOM;SG	ADV
ivanovitš	иванович	ivanovitš	иванович	N;NOM;SG	PROPN;INDF;MASC;SG
angel	ейнджъл	angel	ейнджъл	N;NOM;SG	PROPN;INDF;MASC;SG
angel	angel	angel	angel	N;NOM;SG	INTJ
angel	анхел	angel	анхел	N;NOM;SG	PROPN;INDF;MASC;SG
kestev	трайно	kestev	траен	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADV
kestev	трайни	kestev	траен	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INDF;PL
kestev	дълготрайно	kestev	дълготрайно	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADV
eddie	еди	eddie	еди	N;NOM;SG	PROPN;INDF;MASC;SG
makse	заплащане	maks	заплащане	N;PRT;PL	N;INDF;NEUT;SG
makse	плащане	maks	плащане	N;PRT;PL	N;INDF;NEUT;SG
apr	април	apr	април		N;INDF;MASC;SG
ela	ela	elama	ela	V;IMP;SG;2;PRS;FIN;ACT	N;INDF;FEM;SG
warren	уорън	warren	уорън	N;NOM;SG	PROPN;INDF;MASC;SG
beck	бек	beck	бек	N;NOM;SG	PROPN;INDF;MASC;SG
kenti	кент	kent	кент	N;NOM;SG	PROPN;INDF;MASC;SG
yale	йейл	yale	йейл	N;NOM;SG	PROPN;INDF;MASC;SG
aatom	атомна	aatom	атомен	N;NOM;SG	ADJ;INDF;FEM;SG
aatom	атомни	aatom	атомен	N;NOM;SG	ADJ;INDF;PL
