το	les	ο	le	DET;NOM;DEF;NEUT;SG	DET;DEF;PL
ιησούς	jesus	ιησός	jesus	N;NOM;MASC;SG	PROPN
παλαιστίνη	palestine	παλαιστίνος	palestin	PROPN;ACC;FEM;SG	ADJ;FEM;SG
παλαιστίνη	palestinienne	παλαιστίνος	palestinien	PROPN;ACC;FEM;SG	ADJ;FEM;SG
παλαιστίνη	palestinien	παλαιστίνος	palestinien	PROPN;ACC;FEM;SG	ADJ;MASC;SG
δόντια	dentition	δόντια	dentition	N;NOM;NEUT;PL	N;FEM;SG
εξήγηση	explications	εξήγηση	explication	N;NOM;FEM;SG	N;FEM;PL
ολλανδικά	hollandaise	ολλανδικά	hollandais	ADV	ADJ;FEM;SG
ολλανδικά	néerlandaise	ολλανδικά	néerlandais	ADV	ADJ;FEM;SG
ολλανδικά	néerlandais	ολλανδικά	néerlandais	ADV	ADJ;MASC;SG
ολλανδικά	hollandais	ολλανδικά	hollandais	ADV	ADJ;MASC;SG
γραπτά	écrits	γραπτός	écrit	N;NOM;NEUT;PL	V;MASC;PL;PST;V.PTCP
αθλήτρια	athlètes	αθλήτρια	athlète	N;NOM;FEM;SG	N;MASC;PL
απόγονοι	descendance	απόγονος	descendance	N;NOM;MASC;PL	N;FEM;SG
απόγονοι	progéniture	απόγονος	progéniture	N;NOM;MASC;PL	N;FEM;SG
απόγονοι	descendance	απόγονος	descendance	N;NOM;MASC;PL	N;FEM;SG
απόγονοι	progéniture	απόγονος	progéniture	N;NOM;MASC;PL	N;FEM;SG
απόγονοι	descendance	απόγονος	descendance	N;NOM;MASC;PL	N;FEM;SG
σλοβενία	slovénie	σλοβενία	slovénie	PROPN;ACC;FEM;SG	ADJ;FEM;SG
παραδόθηκε	livrés	παραδίδω	livrer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
ενήλικες	adultes	ενήλικος	adulte	ADJ;NOM;FEM;PL	N;MASC;PL
ενήλικες	adulte	ενήλικος	adulte	ADJ;NOM;FEM;PL	ADJ;MASC;SG
ενήλικες	adulte	ενήλικος	adulte	ADJ;NOM;FEM;PL	ADJ;MASC;SG
ενήλικες	adultes	ενήλικος	adulte	ADJ;NOM;FEM;PL	N;MASC;PL
αντιλήψεις	perception	αντίληψη	perception	N;NOM;FEM;PL	N;FEM;SG
διπολική	bipolaires	διπολικός	bipolaire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ζεύγη	pair	ζεύγος	pair	N;NOM;NEUT;PL	N;MASC;SG
ζεύγη	paire	ζεύγος	paire	N;NOM;NEUT;PL	N;FEM;SG
ιππότης	knight	ιππότης	knight	N;NOM;MASC;SG	PROPN
ιππότης	chevaliers	ιππότης	chevalier	N;NOM;MASC;SG	N;MASC;PL
κλαρκ	clarke	κλαρκ	clarke		PROPN
κλαρκ	clark	κλαρκ	clark		PROPN
καταστράφηκαν	détruite	καταστρέφω	détruire	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
καταστράφηκαν	détruit	καταστρέφω	détruire	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
μειώθηκε	diminution	μειώνω	diminution	V;PFV;IND;SG;3;PST;FIN;PASS	N;FEM;SG
παράγωγα	dérivés	παράγωγο	dériver	N;NOM;NEUT;PL	V;MASC;PL;PST;V.PTCP
βαλένθια	valence	βαλένκιος	valence	PROPN;NOM;FEM;SG	N;FEM;SG
βαλένθια	valencia	βαλένκιος	valencia	PROPN;NOM;FEM;SG	PROPN
πρωτεΐνες	protéique	πρωτεύνα	protéique	N;NOM;FEM;PL	ADJ;MASC;SG
πρωτεΐνες	protéine	πρωτεύνα	protéine	N;NOM;FEM;PL	N;FEM;SG
εξέφρασε	exprimées	εκφράζω	exprimer	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
εξέφρασε	exprimés	εκφράζω	exprimer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
υγρά	fluides	υγρά	fluide	N;NOM;NEUT;PL	ADJ;MASC;PL
υγρά	liquide	υγρά	liquide	N;NOM;NEUT;PL	ADJ;MASC;SG
θέτει	poses	θέτω	pose	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
θέτει	pose	θέτω	pose	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
ατμών	vapeur	ατμός	vapeur	N;GEN;NEUT;PL	N;FEM;SG
κεμπέκ	québec	κεμπέκ	québec	PROPN;NOM;FEM;SG	N;MASC;SG
κεμπέκ	québécois	κεμπέκ	québécois	PROPN;NOM;FEM;SG	ADJ;MASC;SG
κεμπέκ	quebec	κεμπέκ	quebec	PROPN;NOM;FEM;SG	N;MASC;SG
εγκρίθηκε	approuvés	εγκρίνω	approuver	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
εγκρίθηκε	approuvées	εγκρίνω	approuver	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
εγκρίθηκε	adoptées	εγκρίνω	adopter	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
εγκρίθηκε	adoptés	εγκρίνω	adopter	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
υποβρύχιο	sub	υποβρύχιο	sub	N;NOM;NEUT;SG	
αλιεία	pêcheries	αλιεία	pêcherie	N;NOM;FEM;SG	N;FEM;PL
αλιεία	pêches	αλιεία	pêche	N;NOM;FEM;SG	N;FEM;PL
αλιεία	pêcher	αλιεία	pêcher	N;NOM;FEM;SG	V;NFIN
ισλανδίας	islande	ισλανδία	islande	PROPN;GEN;FEM;SG	ADJ;MASC;SG
κρυσταλλική	cristal	κρυσταλλικός	cristal	ADJ;NOM;FEM;SG	N;MASC;SG
κρυσταλλική	cristaux	κρυσταλλικός	cristal	ADJ;NOM;FEM;SG	N;MASC;PL
κρυσταλλική	crystal	κρυσταλλικός	crystal	ADJ;NOM;FEM;SG	N;MASC;SG
παρέμενε	restait	παραμένω	rester	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
δεκαπέντε	fifteen	δεκαπέντε	fifteen	NUM;NOM;NEUT;PL	N;MASC;SG
δεκαπέντε	quinzaine	δεκαπέντε	quinzaine	NUM;NOM;NEUT;PL	N;FEM;SG
τέκνα	enfant	τέκνα	enfant	N;NOM;NEUT;PL	N;MASC;SG
μαθηματικοί	mathématiciens	μαθηματικός	mathématicien	ADJ;NOM;MASC;PL	N;MASC;PL
σοσιαλιστική	socialistes	σοσιαλιστικός	socialiste	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ενδεικτικά	indicatif	ενδεικτικά	indicatif	ADV	ADJ;MASC;SG
ενδεικτικά	indicative	ενδεικτικά	indicatif	ADV	ADJ;FEM;SG
βίλα	villa	βίλα	villa		N;FEM;SG
άλογο	chevaux	άλογος	cheval	N;NOM;NEUT;SG	N;MASC;PL
σκάνδαλο	scandales	σκάνδαλο	scandale	N;NOM;NEUT;SG	N;MASC;PL
διάσημη	célèbres	διάσημος	célèbre	ADJ;NOM;FEM;SG	ADJ;MASC;PL
δώρο	actuel	δώρος	actuel	N;NOM;NEUT;SG	ADJ;MASC;SG
δώρο	présent	δώρος	présent	N;NOM;NEUT;SG	ADJ;MASC;SG
δώρο	présents	δώρος	présent	N;NOM;NEUT;SG	ADJ;MASC;PL
δώρο	présente	δώρος	présent	N;NOM;NEUT;SG	ADJ;FEM;SG
δώρο	présenter	δώρος	présenter	N;NOM;NEUT;SG	V;NFIN
δώρο	cadeaux	δώρος	cadeau	N;NOM;NEUT;SG	N;MASC;PL
άδειες	permis	άδεια	permettre	N;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
ίνες	fibre	ίνος	fibre	N;NOM;FEM;PL	N;FEM;SG
διακόπηκε	interrompues	διακόπτω	interrompre	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
διακόπηκε	interrompus	διακόπτω	interrompre	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
εξουσίες	powers	εξουσία	power	N;NOM;FEM;PL	PROPN
όλγα	olga	όλγα	olga	PROPN;NOM;FEM;SG	PROPN
θρύλος	légendes	θρύλος	légende	N;NOM;MASC;SG	N;FEM;PL
γιόζεφ	josef	γιόζεφ	josef		PROPN
προνόμια	privilège	προνόμιο	privilège	N;NOM;NEUT;PL	N;MASC;SG
αποθήκευση	économiser	αποθήκευση	économiser	N;NOM;FEM;SG	V;NFIN
αποθήκευση	enregistrer	αποθήκευση	enregistrer	N;NOM;FEM;SG	V;NFIN
αποθήκευση	sauvegarder	αποθήκευση	sauvegarder	N;NOM;FEM;SG	V;NFIN
αποθήκευση	sauver	αποθήκευση	sauver	N;NOM;FEM;SG	V;NFIN
μητροπολιτική	metropolitan	μητροπολιτικός	metropolitan	ADJ;NOM;FEM;SG	PROPN
μουσουλμάνους	musulman	μουσουλμάνος	musulman	N;ACC;MASC;PL	ADJ;MASC;SG
λογικό	raisonnablement	λογικός	raisonnablement	ADJ;NOM;NEUT;SG	ADV
λογικό	raisonnables	λογικός	raisonnable	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
λογικό	logiques	λογικός	logique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
λεπτομέρεια	détails	λεπτομέρεια	détail	N;NOM;FEM;SG	N;MASC;PL
μουρ	moore	μουρ	moore		PROPN
φραντς	franz	φραντς	franz		PROPN
ενα	un	ένας	un	N;NOM;NEUT;SG	PRO;MASC;SG
ενα	une	ένας	un	N;NOM;NEUT;SG	DET;INDF;FEM;SG
ενα	one	ένας	one	N;NOM;NEUT;SG	PROPN
ακούγεται	sons	ακούω	son	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;MASC;PL
ακούγεται	bruits	ακούω	bruit	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;MASC;PL
ψυχής	âmes	ψυχή	âme	N;GEN;FEM;SG	N;FEM;PL
τζίμι	jimmy	τζίμι	jimmy		PROPN
κατακτήσεις	conquête	κατάκτηση	conquête	N;NOM;FEM;PL	N;FEM;SG
τσέλσι	chelsea	τσέλσι	chelsea		N;MASC;SG
τόκιο	tokyo	τόκιο	tokyo		N;MASC;SG
φίλιπ	phillip	φίλιπ	phillip		PROPN
φίλιπ	philippe	φίλιπ	philippe		N;MASC;SG
φίλιπ	philip	φίλιπ	philip		PROPN
τράπεζες	banque	τράπεζα	banque	N;NOM;FEM;PL	N;FEM;SG
τράπεζες	bancaire	τράπεζα	bancaire	N;NOM;FEM;PL	ADJ;MASC;SG
τέταρτος	quatrième	τέταρτος	quatrième	NUM;NOM;MASC;SG	ADJ;MASC;SG
τέταρτος	fourth	τέταρτος	fourth	NUM;NOM;MASC;SG	PROPN
τέταρτος	quatrièmement	τέταρτος	quatrièmement	NUM;NOM;MASC;SG	ADV
νικά	gagne	νικά	gagner	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
νικά	victoires	νικά	victoire	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;PL
μπαρ	barreau	μπαρ	barreau	N;NOM;NEUT;PL	N;MASC;SG
μπαρ	bar	μπαρ	bar	N;NOM;NEUT;PL	N;MASC;SG
μπαρ	barre	μπαρ	barre	N;NOM;NEUT;PL	N;FEM;SG
ουαλία	galles	ουαλία	galle	PROPN;ACC;FEM;SG	PROPN
λίγοι	peu	λίγος	peu	ADJ;NOM;MASC;PL	ADV
φαγητό	alimentaire	φαγητό	alimentaire	N;NOM;NEUT;SG	ADJ;MASC;SG
ανακατεύθυνση	redirection	ανακατεύθυνση	redirection	V;PFV;IND;SG;3;PST;FIN;PASS	N;FEM;SG
ανακατεύθυνση	redirection	ανακατεύθυνση	redirection	V;PFV;IND;SG;3;PST;FIN;PASS	N;FEM;SG
χριστούγεννα	noël	χριστούγεννα	noël	N;NOM;NEUT;PL	PROPN
χριστούγεννα	noel	χριστούγεννα	noel	N;NOM;NEUT;PL	N;MASC;SG
σεβασμό	respecter	σεβασμός	respecter	N;ACC;MASC;SG	V;NFIN
σεβασμό	respecte	σεβασμός	respecter	N;ACC;MASC;SG	V;IND;SG;3;PRS;FIN
άντερσον	anderson	άντερσον	anderson	PROPN;NOM;MASC;SG	PROPN
άντερσον	andersson	άντερσον	andersson	PROPN;NOM;MASC;SG	PROPN
διατύπωση	libellé	διατύπωση	libellé	N;ACC;FEM;SG	V;MASC;SG;PST;V.PTCP
στιβ	steve	στιβ	steve		PROPN
τρίκαλα	trikala	τρίκαλο	trikala	PROPN;NOM;NEUT;PL	PROPN
τορόντο	toronto	τορόν	toronto	PROPN;NOM;FEM;SG	N;MASC;SG
τορόντο	montréal	τορόν	montréal	PROPN;NOM;FEM;SG	N;MASC;SG
κοινές	commune	κοινός	commune	ADJ;NOM;FEM;PL	N;FEM;SG
κοινές	fréquent	κοινός	fréquent	ADJ;NOM;FEM;PL	ADJ;MASC;SG
κοινές	commun	κοινός	commun	ADJ;NOM;FEM;PL	ADJ;MASC;SG
μουσουλμάνων	musulman	μουσουλμάνος	musulman	N;GEN;MASC;PL	ADJ;MASC;SG
ελεφαντοστού	ivoire	ελεφαντοστός	ivoire	PROPN;NOM;MASC;SG	N;MASC;SG
χάουαρντ	howard	χάουαρντ	howard	PROPN;NOM;MASC;SG	PROPN
βαθύ	profond	βαθύς	profond	N;NOM;NEUT;SG	ADJ;MASC;SG
βαθύ	profonds	βαθύς	profond	N;NOM;NEUT;SG	ADJ;MASC;PL
βαθύ	deep	βαθύς	deep	N;NOM;NEUT;SG	PROPN
βαθύ	profonde	βαθύς	profond	N;NOM;NEUT;SG	ADJ;FEM;SG
βαθύ	profond	βαθύς	profond	N;NOM;NEUT;SG	ADJ;MASC;SG
βαθύ	profonds	βαθύς	profond	N;NOM;NEUT;SG	ADJ;MASC;PL
βαθύ	profonde	βαθύς	profond	N;NOM;NEUT;SG	ADJ;FEM;SG
λεκάνη	toilettes	λεκάνη	toilette	N;NOM;FEM;SG	N;FEM;PL
μόνοι	seul	μόνος	seul	ADJ;NOM;MASC;PL	ADJ;MASC;SG
μόνοι	seule	μόνος	seul	ADJ;NOM;MASC;PL	ADJ;FEM;SG
σημάδια	cicatrice	σημάδιο	cicateur	N;NOM;NEUT;PL	N;FEM;SG
ελέγχεται	contrôlées	ελέγχω	contrôler	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
ελέγχεται	contrôlés	ελέγχω	contrôler	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
ελέγχεται	contrôlée	ελέγχω	contrôler	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
ελέγχεται	contrôlé	ελέγχω	contrôler	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
κουκ	cuisiner	κουκ	cuisiner		V;NFIN
κουκ	cuisinier	κουκ	cuisinier		N;MASC;SG
κουκ	cuire	κουκ	cuire		V;NFIN
κουκ	cook	κουκ	cook		PROPN
κουκ	cuisinière	κουκ	cuisinier		N;FEM;SG
εθελοντές	volontaires	εθελοντής	volontaire	N;NOM;MASC;PL	ADJ;MASC;PL
εθελοντές	bénévole	εθελοντής	bénévole	N;NOM;MASC;PL	ADJ;MASC;SG
εθελοντές	bénévoles	εθελοντής	bénévole	N;NOM;MASC;PL	ADJ;MASC;PL
σκόνη	dust	σκόνη	dust	N;NOM;FEM;SG	PROPN
σκόνη	poussières	σκόνη	poussier	N;NOM;FEM;SG	N;FEM;PL
σκόνη	poudres	σκόνη	poudre	N;NOM;FEM;SG	N;FEM;PL
θεωρητική	théoriques	θεωρητικός	théorique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αιτίες	cause	αιτία	cause	N;NOM;FEM;PL	N;FEM;SG
ροζ	rose	ροζ	rose	N;NOM;FEM;SG	ADJ;FEM;SG
ροζ	rosé	ροζ	rosé	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
ροζ	rose	ροζ	rose	N;NOM;FEM;SG	ADJ;FEM;SG
ροζ	rosé	ροζ	rosé	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
υποχρέωση	passif	υποχρέωση	passif	N;ACC;FEM;SG	ADJ;MASC;SG
πλούτο	richesses	πλούτος	richesse	N;ACC;MASC;SG	N;FEM;PL
πλούτο	pluton	πλούτος	pluton	N;ACC;MASC;SG	PROPN
γρηγόρης	grigoris	γρηγόρος	grigoris	N;NOM;MASC;SG	PROPN
αντιπαράθεση	affrontements	αντιπαράθεση	affrontement	N;ACC;FEM;SG	N;MASC;PL
αντιπαράθεση	confrontations	αντιπαράθεση	confrontation	N;ACC;FEM;SG	N;FEM;PL
αντιπαράθεση	polémique	αντιπαράθεση	polémique	N;ACC;FEM;SG	ADJ;FEM;SG
αντιπαράθεση	controverses	αντιπαράθεση	controverse	N;ACC;FEM;SG	N;FEM;PL
καρολίνα	caroline	καρολίνα	caroline		N;FEM;SG
καρολίνα	carolina	καρολίνα	carolina		PROPN
συστηματικά	systématique	συστηματικά	systématique	ADV	ADJ;MASC;SG
συστηματικά	systématiques	συστηματικά	systématique	ADV	ADJ;MASC;PL
συχνές	commune	συχνή	commune	N;NOM;FEM;PL	N;FEM;SG
συχνές	fréquent	συχνή	fréquent	N;NOM;FEM;PL	ADJ;MASC;SG
συχνές	fréquents	συχνή	fréquent	N;NOM;FEM;PL	ADJ;MASC;PL
συχνές	commun	συχνή	commun	N;NOM;FEM;PL	ADJ;MASC;SG
θυσία	sacrifices	θυσία	sacrifice	N;ACC;FEM;SG	N;MASC;PL
θυσία	sacrifié	θυσία	sacrifier	N;ACC;FEM;SG	V;MASC;SG;PST;V.PTCP
θυσία	sacrifier	θυσία	sacrifier	N;ACC;FEM;SG	V;NFIN
αιγυπτιακή	égyptiens	αιγυπτιακός	égyptien	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αποτελεσματικά	efficace	αποτελεσματικά	efficace	ADV	ADJ;MASC;SG
αποτελεσματικά	efficaces	αποτελεσματικά	efficace	ADV	ADJ;MASC;PL
ινδονησία	indonésie	ινδονησία	indonésie	PROPN;NOM;FEM;SG	PROPN
ελευθέριος	eleftherios	ελευθέριος	eleftherio	PROPN;NOM;MASC;SG	PROPN
πορτοκαλί	orangé	πορτοκαλί	orangé	N;NOM;NEUT;SG	ADJ;MASC;SG
πορτοκαλί	oranges	πορτοκαλί	orange	N;NOM;NEUT;SG	N;FEM;PL
παράλληλη	parallèlement	παράλληλος	parallèlement	ADJ;NOM;FEM;SG	ADV
παράλληλη	parallèles	παράλληλος	parallèle	ADJ;NOM;FEM;SG	ADJ;MASC;PL
παράλληλη	parallèle	παράλληλος	parallèle	ADJ;NOM;FEM;SG	N;MASC;SG
χόλιγουντ	hollywood	χόλιγουντ	hollywood	PROPN;NOM;MASC;PL	N;MASC;SG
ιάπωνες	japonais	ιάπωνας	japonais	N;NOM;MASC;PL	ADJ;MASC;SG
ιάπωνες	japonaise	ιάπωνας	japonais	N;NOM;MASC;PL	ADJ;FEM;SG
ιάπωνες	japonaises	ιάπωνας	japonais	N;NOM;MASC;PL	ADJ;FEM;PL
μεταναστών	immigrés	μεταναστής	immigré	N;GEN;MASC;PL	V;MASC;PL;PST;V.PTCP
αλληλεπίδραση	fiançailles	αλληλεπίδραση	fiançaille	N;ACC;FEM;SG	N;FEM;PL
αλληλεπίδραση	interactions	αλληλεπίδραση	interaction	N;ACC;FEM;SG	N;FEM;PL
αλεξίου	alexiou	αλεξίος	alexiou	PROPN;NOM;MASC;SG	PROPN
σέρβων	serbes	σέρβων	serbe	N;GEN;NEUT;PL	ADJ;MASC;PL
τεχνητή	artificiels	τεχνητός	artificiel	ADJ;NOM;FEM;SG	ADJ;MASC;PL
τεχνητή	artificielles	τεχνητός	artificiel	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ντέιβ	dave	ντέιβ	dave		PROPN
τροποποίηση	modifiez	τροποποίηση	modifier	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
τροποποίηση	modifier	τροποποίηση	modifier	N;ACC;FEM;SG	V;NFIN
εύρεση	trouver	εύρεση	trouver	N;ACC;FEM;SG	V;NFIN
σκούρο	foncé	σκούρος	foncé	N;NOM;NEUT;SG	ADJ;MASC;SG
σκούρο	sombre	σκούρος	sombre	N;NOM;NEUT;SG	ADJ;MASC;SG
απήχηση	portée	απήχηση	porter	N;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
απήχηση	atteindre	απήχηση	atteindre	N;ACC;FEM;SG	V;NFIN
εκκλησιαστικά	ecclésiastique	εκκλησιαστικός	ecclésiastique	ADV	ADJ;MASC;SG
ηρώων	héros	ηρώ	héros	N;GEN;MASC;PL	N;MASC;SG
ηρώων	heroes	ηρώ	heroe	N;GEN;MASC;PL	PROPN
βασιλικός	basile	βασιλικός	basile	ADJ;NOM;MASC;SG	N;MASC;SG
βασιλικός	basil	βασιλικός	basil	ADJ;NOM;MASC;SG	PROPN
βασιλικός	basilic	βασιλικός	basilic	ADJ;NOM;MASC;SG	N;MASC;SG
βασιλικός	royales	βασιλικός	royal	ADJ;NOM;MASC;SG	ADJ;FEM;PL
βασιλικός	royaux	βασιλικός	royal	ADJ;NOM;MASC;SG	ADJ;MASC;PL
εισπράξεις	reçus	εισπράξη	recevoir	N;NOM;FEM;PL	V;MASC;PL;PST;V.PTCP
λίχτενσταϊν	lichtenstein	λίχτεμβαν	lichtenstein	PROPN;NOM;NEUT;SG	ADJ;MASC;SG
περιορισμούς	restriction	περιορισμός	restriction	N;ACC;MASC;PL	N;FEM;SG
εκπρόσωποι	délégués	εκπρόσωπος	déléguer	N;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
ζάγκρεμπ	zagreb	ζάγκρεμπ	zagreb		PROPN
ρίκο	rico	ρίκο	rico		PROPN
υποχρεωτική	obligatoires	υποχρεωτικός	obligatoire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
υποχρεωτική	obligatoirement	υποχρεωτικός	obligatoirement	ADJ;NOM;FEM;SG	ADV
υποχρεωτική	obligatoires	υποχρεωτικός	obligatoire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
υποχρεωτική	obligatoirement	υποχρεωτικός	obligatoirement	ADJ;NOM;FEM;SG	ADV
υποχρεωτική	obligatoires	υποχρεωτικός	obligatoire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
μετονομασία	renommer	μετονομασία	renommer	N;NOM;FEM;SG	V;NFIN
εμπιστοσύνη	trust	εμπιστοσύνη	trust	N;ACC;FEM;SG	PROPN
ενσωμάτωση	intégrer	ενσωμάτωση	intégrer	N;ACC;FEM;SG	V;NFIN
ενσωμάτωση	intégrant	ενσωμάτωση	intégrer	N;ACC;FEM;SG	V;PRS;V.PTCP
συνοδεύεται	accompagné	συνοδεύω	accompagner	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
συνοδεύεται	accompagnée	συνοδεύω	accompagner	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
συνοδεύεται	accompagnées	συνοδεύω	accompagner	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
συνοδεύεται	accompagnés	συνοδεύω	accompagner	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
μειώνει	réduit	μειώνω	réduire	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
απογόνους	descendance	απόγονος	descendance	N;ACC;MASC;PL	N;FEM;SG
απογόνους	progéniture	απόγονος	progéniture	N;ACC;MASC;PL	N;FEM;SG
απογόνους	descendance	απόγονος	descendance	N;ACC;MASC;PL	N;FEM;SG
απογόνους	progéniture	απόγονος	progéniture	N;ACC;MASC;PL	N;FEM;SG
αβραάμ	avram	αβραάμ	avram	PROPN;NOM;MASC;SG	PROPN
αβραάμ	abraham	αβραάμ	abraham	PROPN;NOM;MASC;SG	PROPN
άρση	soulever	άρση	soulever	N;ACC;FEM;SG	V;NFIN
άρση	levée	άρση	lever	N;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
άρση	lever	άρση	lever	N;ACC;FEM;SG	V;NFIN
ουδέτερο	neutre	ούδετερος	neutre	N;NOM;NEUT;SG	ADJ;MASC;SG
ουδέτερο	neutres	ούδετερος	neutre	N;NOM;NEUT;SG	ADJ;MASC;PL
προάστια	faubourgs	προάστια	faubourg	ADV	N;MASC;PL
προάστια	banlieue	προάστια	banlieue	ADV	N;FEM;SG
προάστια	banlieues	προάστια	banlieue	ADV	N;FEM;PL
κέβιν	kévin	κέβιν	kévin		PROPN
κέβιν	kevin	κέβιν	kevin		PROPN
φαράγγι	gorges	φαράγγι	gorge	N;NOM;NEUT;SG	N;FEM;PL
συναλλαγές	commerce	συναλλαγή	commerce	N;NOM;FEM;PL	N;MASC;SG
συναλλαγές	échange	συναλλαγή	échange	N;NOM;FEM;PL	N;MASC;SG
οροφή	plafonds	οροφή	plafond	N;ACC;FEM;SG	N;MASC;PL
μαρί	marie	μαρί	marier		N;FEM;SG
βορειοδυτική	northwest	βορειοδυτικός	northwest	ADJ;NOM;FEM;SG	PROPN
κυρίαρχη	dominante	κυρίαρχη	dominant	N;NOM;FEM;SG	ADJ;FEM;SG
κυρίαρχη	dominant	κυρίαρχη	dominer	N;NOM;FEM;SG	V;PRS;V.PTCP
λείπει	manquants	λείπω	manquant	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;PL
λείπει	manquante	λείπω	manquant	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
λείπει	manque	λείπω	manque	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
λείπει	disparu	λείπω	disparaître	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
ολύμπου	olympe	ολύμπος	olympe	PROPN;GEN;MASC;SG	N;FEM;SG
ολύμπου	olympus	ολύμπος	olympus	PROPN;GEN;MASC;SG	N;MASC;SG
άντονι	anthony	άντονι	anthony		PROPN
άντονι	antoine	άντονι	antoine		N;MASC;SG
τζαμάικα	jamaïque	τζαμάικα	jamaïque	PROPN;NOM;FEM;SG	ADJ;MASC;SG
βέροια	veria	βέροιος	veria	PROPN;ACC;FEM;SG	PROPN
σωκράτης	socrates	σωκράτης	socrate	PROPN;NOM;MASC;SG	PROPN
σωκράτης	socrate	σωκράτης	socrate	PROPN;NOM;MASC;SG	PROPN
τούρκος	turk	τούρκος	turk	N;NOM;MASC;SG	PROPN
τούρκος	turques	τούρκος	turc	N;NOM;MASC;SG	ADJ;FEM;PL
τούρκος	turque	τούρκος	turc	N;NOM;MASC;SG	ADJ;FEM;SG
τούρκος	turc	τούρκος	turc	N;NOM;MASC;SG	ADJ;MASC;SG
τούρκος	turcs	τούρκος	turc	N;NOM;MASC;SG	N;MASC;PL
επισκέφτηκε	visités	επισκέπτομαι	visiter	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
φήμες	rumeur	φήμη	rumeur	N;NOM;FEM;PL	N;FEM;SG
τε	tae	ο	tae	N	PROPN
τσεχοσλοβακία	tchécoslovaquie	τσεχοσλοβακία	tchécoslovaquie	PROPN;NOM;FEM;SG	N;FEM;SG
μεγέθη	taille	μεγέθη	taille	N;NOM;NEUT;PL	N;FEM;SG
ταχύτητες	engrenage	ταχύτητα	engrenage	N;NOM;FEM;PL	N;MASC;SG
