van	from	van	from	ADP	N
stalen	acero	stalen	acero	V;V.PTCP	N;MASC;SG
stalen	aceros	stalen	acero	V;V.PTCP	N;MASC;PL
stalen	muestras	stalen	muestra	V;V.PTCP	N;FEM;PL
verschillend	distintos	verschillend	distinto	ADJ	PRO;MASC;PL
gemeld	denunciado	melden	denunciado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gemeld	reportado	melden	reportado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gemeld	informado	melden	informado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
extreme	extremo	extreem	extremo	ADJ	N;MASC;SG
extreme	extreme	extreem	extreme	ADJ	N
extreme	extremos	extreem	extremo	ADJ	N;MASC;PL
scherpe	sharp	scherp	sharp	ADJ	N
herbouwd	reconstruida	herbouwen	reconstruido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
herbouwd	reconstruido	herbouwen	reconstruir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
kansas	kansas	kansas	kansa	N;NEUT;SG	N;FEM;PL
genk	genk	genk	genk	PROPN;NEUT;SG	N;MASC;SG
ingeschreven	registrado	inschrijven	registrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ingeschreven	inscrito	inschrijven	inscribir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ingeschreven	registrada	inschrijven	registrado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
ingeschreven	registrados	inschrijven	registrado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
ingeschreven	registradas	inschrijven	registrado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
ingeschreven	suscrito	inschrijven	suscrito	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ingeschreven	suscritos	inschrijven	suscrito	V;V.PTCP	ADJ;MASC;PL;V.PTCP
ingeschreven	suscrita	inschrijven	suscrito	V;V.PTCP	ADJ;FEM;SG;V.PTCP
ingeschreven	matriculado	inschrijven	matricular	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ingeschreven	matriculados	inschrijven	matriculado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
dikwijls	menudo	dikwijls	menudo	ADV	N
napels	nápoles	napel	nápol	N;PL	N;MASC;SG
napels	napoli	napel	napoli	N;PL	N;MASC;SG
vergroot	ampliada	vergroten	ampliado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
vergroot	ampliados	vergroten	ampliado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
vergroot	ampliado	vergroten	ampliar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vergroot	ampliación	vergroten	ampliación	V;V.PTCP	N;FEM;SG
casey	casey	casey	casey	N;MASC+FEM;SG	PROPN
bush	bush	bush	bush	N;MASC+FEM;SG	PROPN
expliciet	explícitamente	expliciet	explícitamente	ADJ	ADV
ein	ein	ein	ein	N;MASC+FEM;SG	
helen	helena	helen	heleno	V;NFIN	N;FEM;SG
helen	elena	helen	eleno	V;NFIN	N;FEM;SG
sant	sant	sant	santo	N;MASC+FEM;SG	PROPN
garde	guarda	gard	guardar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
garde	garde	gard	garde	N;MASC+FEM;SG	PROPN
franciscus	francis	franciscus	francis	N;MASC+FEM;SG	PROPN
strips	historieta	strip	historieta	N;PL	N;FEM;SG
strips	cómic	strip	cómic	N;PL	N;MASC;SG
bloem	harinas	bloem	harina	N;MASC+FEM;SG	N;FEM;PL
bloem	flores	bloem	flor	N;MASC+FEM;SG	N;FEM;PL
samenvoegen	fusión	samenvoegen	fusión	V;NFIN	N;FEM;SG
samenvoegen	fusión	samenvoegen	fusión	V;NFIN	N;FEM;SG
samenvoegen	fusionado	samenvoegen	fusionado	V;NFIN	ADJ;MASC;SG;V.PTCP
engelsen	inglés	engelsen	inglés	N;PL	N;MASC;SG
engelsen	ingles	engelsen	ingle	N;PL	
engelsen	espanol	engelsen	espanol	N;PL	N;MASC;SG
uitzicht	vistas	uitzicht	visto	N;NEUT;SG	ADJ;FEM;PL;V.PTCP
uitzicht	vista	uitzicht	visto	N;NEUT;SG	ADJ;FEM;SG;V.PTCP
uitzicht	view	uitzicht	view	N;NEUT;SG	PROPN
uitzicht	ver	uitzicht	ver	N;NEUT;SG	V;NFIN
gepaard	acoplado	paren	acoplado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gepaard	apareadas	paren	apareado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
secundaire	secundarios	secundair	secundario	ADJ	N;MASC;PL
meten	medición	meten	medición	V;NFIN	N;FEM;SG
meten	medida	meten	medida	V;NFIN	N;FEM;SG
meten	medición	meten	medición	V;NFIN	N;FEM;SG
meten	mediciones	meten	medición	V;NFIN	N;FEM;PL
meten	medida	meten	medida	V;NFIN	N;FEM;SG
leonard	leonard	leonard	leonard	N;MASC+FEM;SG	PROPN
toelichting	apuntes	toelichting	apunte	N;MASC+FEM;SG	N;MASC;PL
toelichting	notas	toelichting	nota	N;MASC+FEM;SG	N;FEM;PL
professional	profesional	professional	profesional	N;MASC+FEM;SG	ADJ;SG
professional	professional	professional	professional	N;MASC+FEM;SG	ADJ;SG
professional	profesionales	professional	profesional	N;MASC+FEM;SG	N;PL
opeenvolgende	consecutivas	opeenvolgend	consecutivo	V;V.PTCP	ADJ;FEM;PL
opeenvolgende	consecutivo	opeenvolgend	consecutivo	V;V.PTCP	ADJ;MASC;SG
opeenvolgende	consecutiva	opeenvolgend	consecutivo	V;V.PTCP	ADJ;FEM;SG
opeenvolgende	consecutivos	opeenvolgend	consecutivo	V;V.PTCP	ADJ;MASC;PL
opeenvolgende	sucesivas	opeenvolgend	sucesivo	V;V.PTCP	ADJ;FEM;PL
opeenvolgende	sucesivos	opeenvolgend	sucesivo	V;V.PTCP	ADJ;MASC;PL
ballingschap	exiliado	ballingschap	exiliado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
verbod	prohibir	verbod	prohibir	N;NEUT;SG	V;NFIN
latijns	latino	latijn	latino	ADJ	N;MASC;SG
latijns	latin	latijn	latin	ADJ	N
latijns	latín	latijn	latín	ADJ	N;MASC;SG
joop	joop	joop	joop	PROPN;MASC+FEM;SG	PROPN
stille	silencio	stil	silencio	ADJ	N;MASC;SG
stille	silent	stil	silent	ADJ	N;SG
fenomeen	fenómenos	fenomeen	fenómeno	N;NEUT;SG	N;MASC;PL
class	clases	class	clase	N;MASC+FEM;SG	N;FEM;PL
blake	blake	blaak	blake	N;MASC+FEM;SG	PROPN
geschilderd	pintada	schilderen	pintado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
geschilderd	pintadas	schilderen	pintada	V;V.PTCP	N;FEM;PL
geschilderd	pintado	schilderen	pintado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geschilderd	pintados	schilderen	pintado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
leefden	vivido	leven	vivido	V;PL;PST;FIN	ADJ;MASC;SG;V.PTCP
leefden	vivió	leven	vivir	V;PL;PST;FIN	V;IND;SG;3;PST;FIN
leefden	viví	leven	vivir	V;PL;PST;FIN	V;IND;SG;1;PST;FIN
leefden	vivía	leven	vivir	V;PL;PST;FIN	V;IND;SG;3;IPFV;FIN
leefden	vivida	leven	vivida	V;PL;PST;FIN	ADJ;FEM;SG;V.PTCP
revolutionaire	revolucionarios	revolutionair	revolucionario	ADJ	N;MASC;PL
roos	roos	roos	roo	N;MASC+FEM;SG	PROPN
kenmerkend	característicos	kenmerken	característico	V;V.PTCP	ADJ;MASC;PL
kenmerkend	característica	kenmerken	característica	V;V.PTCP	N;FEM;SG
kenmerkend	característico	kenmerken	característico	V;V.PTCP	ADJ;MASC;SG
pacific	pacífico	pacific	pacífico	N;MASC+FEM;SG	ADJ;MASC;SG
wetenschapper	científico	wetenschapper	científico	N;MASC+FEM;SG	ADJ;MASC;SG
wetenschapper	científica	wetenschapper	científico	N;MASC+FEM;SG	ADJ;FEM;SG
belast	gravado	belasten	gravado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
belast	gravados	belasten	gravado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geschonken	donados	schenken	donar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geschonken	donado	schenken	donado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
prout	prout	prout	prout	N;MASC+FEM;SG	
behandelen	tratarlo	behandelen	tratarlo	V;NFIN	PROPN
snelweg	carreteras	snelweg	carretera	N;MASC+FEM;SG	N;FEM;PL
snelweg	autopistas	snelweg	autopista	N;MASC+FEM;SG	N;FEM;PL
magic	mágica	magic	mágico	N;MASC+FEM;SG	ADJ;FEM;SG
magic	mágico	magic	mágico	N;MASC+FEM;SG	ADJ;MASC;SG
apple	apple	apple	applir	N;MASC+FEM;SG	PROPN
uruguay	uruguay	uruguay	uruguay	PROPN;NEUT;SG	PROPN
ronden	vueltas	ronden	vuelta	V;NFIN	N;FEM;PL
ronden	rondas	ronden	ronda	V;NFIN	N;FEM;PL
fabrikant	fabricantes	fabrikant	fabricante	N;MASC+FEM;SG	N;PL
edgar	edgar	edgar	edgar	N;MASC+FEM;SG	PROPN
blind	ciegos	blind	ciego	ADJ	N;MASC;PL
blind	ciegas	blind	ciegas	ADJ	N;FEM;PL
protest	protestas	protest	protesta	N;NEUT;SG	N;FEM;PL
protest	protestar	protest	protestar	N;NEUT;SG	V;NFIN
protest	protestas	protest	protesta	N;NEUT;SG	N;FEM;PL
computers	informática	computer	informática	N;PL	N;FEM;SG
broek	pantalones	broek	pantalón	N;MASC+FEM;SG	N;MASC;PL
broek	pantalones	broek	pantalón	N;MASC+FEM;SG	N;MASC;PL
sporting	deportivo	sporting	deportivo	N;MASC+FEM;SG	ADJ;MASC;SG
attractie	atractivo	attractie	atractivo	N;MASC+FEM;SG	ADJ;MASC;SG
greg	greg	greg	greg	N;MASC+FEM;SG	PROPN
haas	haas	haas	haber	N;MASC+FEM;SG	PROPN
haas	hare	haas	hacer	N;MASC+FEM;SG	V;IND;SG;2;PRS;FIN
hagen	hagen	haag	hacer	V;NFIN	N;MASC;SG
overleven	supervivencia	overleven	supervivencia	V;NFIN	N;FEM;SG
overleven	sobrevivencia	overleven	sobrevivencia	V;NFIN	N;FEM;SG
nad	nad	nad	nad	N;MASC+FEM;SG	
gustav	gustavo	gustav	gustavo	N;MASC+FEM;SG	
stevens	stevens	stevens	stevens	N;PL	N;SG
shanghai	shanghái	shanghai	shanghái	N;MASC+FEM;SG	N;MASC;PL
halle	halle	halle	hallar	N;MASC+FEM;SG	V;SBJV;SG;3;PRS;FIN
gelopen	caminado	lopen	caminar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
drinken	bebida	drinken	bebida	V;NFIN	N;FEM;SG
drinken	bebe	drinken	beber	V;NFIN	N;MASC;SG
drinken	bebida	drinken	bebida	V;NFIN	N;FEM;SG
progressieve	progresista	progressief	progresista	ADJ	N;SG
geconsulteerd	consultado	consulteren	consultar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geconsulteerd	consultados	consulteren	consultado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geconsulteerd	consultada	consulteren	consultado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
metaal	metálico	metaal	metálico	N;NEUT;SG	ADJ;MASC;SG
metaal	metálicos	metaal	metálico	N;NEUT;SG	ADJ;MASC;PL
metaal	metales	metaal	metal	N;NEUT;SG	N;MASC;PL
telefoon	teléfonos	telefoon	teléfono	N;MASC+FEM;SG	N;MASC;PL
telefoon	teléfonos	telefoon	teléfono	N;MASC+FEM;SG	N;MASC;PL
constantinopel	constantinopla	constantinopel	constantinopla	N;MASC+FEM;SG	ADJ;FEM;SG
afwezigheid	ausencias	afwezigheid	ausencia	N;MASC+FEM;SG	N;FEM;PL
aleksandr	aleksandr	aleksandr	aleksandr	N;MASC+FEM;SG	ADJ;SG
aleksandr	alejandro	aleksandr	alejandro	N;MASC+FEM;SG	
getuigen	testificar	getuige	testificar	N;PL	V;NFIN
getuigen	atestiguar	getuige	atestiguar	N;PL	V;NFIN
getuigen	testigo	getuige	testigo	N;PL	N;MASC;SG
getuigen	testimonio	getuige	testimonio	N;PL	N;MASC;SG
vooruit	forward	vooruit	forward	ADV	N
vooruit	delantero	vooruit	delantero	ADV	N;MASC;SG
letland	letonia	letland	letoniar	PROPN;NEUT;SG	N;FEM;SG
voorzijde	frontal	voorzijde	frontal	N;MASC+FEM;SG	ADJ;SG
verzamelde	recogidos	verzamelen	recogido	V;SG;PST;FIN	ADJ;MASC;PL;V.PTCP
verzamelde	recogida	verzamelen	recogido	V;SG;PST;FIN	ADJ;FEM;SG;V.PTCP
verzamelde	recolectado	verzamelen	recolectar	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
verzamelde	recogido	verzamelen	recogido	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
verzamelde	recaudado	verzamelen	recaudar	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
verzamelde	reunidos	verzamelen	reunido	V;SG;PST;FIN	ADJ;MASC;PL;V.PTCP
goedgekeurd	aprobados	goedkeuren	aprobar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
goedgekeurd	aprobado	goedkeuren	aprobado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
goedgekeurd	aprobada	goedkeuren	aprobado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
goedgekeurd	aprobadas	goedkeuren	aprobado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
goedgekeurd	adoptada	goedkeuren	adoptado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
goedgekeurd	adoptado	goedkeuren	adoptar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
goedgekeurd	adoptados	goedkeuren	adoptado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
schilderkunst	pintar	schilderkunst	pintar	N;MASC+FEM;SG	V;NFIN
schilderkunst	pintando	schilderkunst	pintar	N;MASC+FEM;SG	V;V.MSDR
isaac	isaac	isaac	isaac	N;MASC+FEM;SG	PROPN
fluit	silbar	fluit	silbar	N;MASC+FEM;SG	V;NFIN
maximum	máximo	maximum	máximo	N;NEUT;SG	ADJ;MASC;SG
maximum	máxima	maximum	máximo	N;NEUT;SG	ADJ;FEM;SG
maximum	máximas	maximum	máxima	N;NEUT;SG	ADJ;FEM;PL
maximum	maximo	maximum	maximo	N;NEUT;SG	INTJ
effectief	eficazmente	effectief	eficazmente	ADJ	ADV
effectief	efectivamente	effectief	efectivamente	ADJ	ADV
effectief	efectivos	effectief	efectivo	ADJ	N;MASC;PL
gegeten	comido	eten	comer	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gegeten	devorado	eten	devorado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
maker	creadora	maker	creador	N;MASC+FEM;SG	ADJ;FEM;SG
landing	aterrizando	landing	aterrizar	N;MASC+FEM;SG	V;V.MSDR
landing	aterrizar	landing	aterrizar	N;MASC+FEM;SG	V;NFIN
lidmaatschap	miembros	lidmaatschap	miembro	N;NEUT;SG	N;MASC;PL
gras	pasto	gras	pasto	N;NEUT;SG	
aus	aus	aus	aus	N;MASC+FEM;SG	PROPN
boog	boog	boog	boog	N;MASC+FEM;SG	
brandstof	combustibles	brandstof	combustible	N;MASC+FEM;SG	N;MASC;PL
brandstof	carburantes	brandstof	carburante	N;MASC+FEM;SG	N;MASC;PL
brandstof	combustibles	brandstof	combustible	N;MASC+FEM;SG	N;MASC;PL
geroepen	convocado	roepen	convocado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geroepen	convocados	roepen	convocado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
zur	zur	zur	zur	N;MASC+FEM;SG	PROPN
alcohol	alcoholes	alcohol	alcohol	N;MASC+FEM;SG	N;MASC;PL
glazen	cristal	glas	cristal	N;PL	N;MASC;SG
glazen	vidrio	glas	vidrio	N;PL	N;MASC;SG
glazen	vaso	glas	vaso	N;PL	N;MASC;SG
oppositie	oposiciones	oppositie	oposición	N;MASC+FEM;SG	N;FEM;PL
oppositie	opositores	oppositie	opositor	N;MASC+FEM;SG	N;MASC;PL
frequentie	frecuencias	frequentie	frecuencia	N;MASC+FEM;SG	N;FEM;PL
tellen	conde	tellen	conde	V;NFIN	N;MASC;SG
tellen	recuento	tellen	recuento	V;NFIN	N;MASC;SG
almere	almere	almer	almerar	PROPN;NEUT;SG	N;MASC;SG
introduceerde	introducido	introduceren	introducir	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
introduceerde	introducidos	introduceren	introducido	V;SG;PST;FIN	ADJ;MASC;PL;V.PTCP
introduceerde	introducida	introduceren	introducido	V;SG;PST;FIN	ADJ;FEM;SG;V.PTCP
side	lateral	side	lateral		N;SG
side	side	side	sedir		
side	costado	side	costar		ADJ;MASC;SG;V.PTCP
side	laterales	side	lateral		N;PL
side	lado	side	lado		N;MASC;SG
tsjechisch	checo	tsjechisch	checo	ADJ	N;MASC;SG
tsjechisch	checos	tsjechisch	checo	ADJ	N;MASC;PL
jay	jay	jay	jayto	N;MASC+FEM;SG	PROPN
produceert	manufacturas	produceren	manufactura	V;SG;PRS;FIN	N;FEM;PL
produceert	manufactura	produceren	manufactura	V;SG;PRS;FIN	N;FEM;SG
produceert	fabrica	produceren	fabricar	V;SG;PRS;FIN	N;FEM;SG
burger	hamburguesas	burger	hamburguesa	N;MASC+FEM;SG	N;FEM;PL
burger	ciudadanas	burger	ciudadana	N;MASC+FEM;SG	N;FEM;PL
burger	ciudadanos	burger	ciudadano	N;MASC+FEM;SG	N;MASC;PL
schilderen	pintura	schilderen	pintura	V;NFIN	N;FEM;SG
schilderen	pinta	schilderen	pinta	V;NFIN	N;FEM;SG
schilderen	cuadro	schilderen	cuadro	V;NFIN	N;MASC;SG
schilderen	pintura	schilderen	pintura	V;NFIN	N;FEM;SG
beperken	límite	beperken	límite	V;NFIN	N;MASC;SG
vluchtelingen	refugiadas	vluchteling	refugiado	N;PL	ADJ;FEM;PL;V.PTCP
vluchtelingen	refugiada	vluchteling	refugiado	N;PL	ADJ;FEM;SG;V.PTCP
vluchtelingen	refugiado	vluchteling	refugiado	N;PL	ADJ;MASC;SG;V.PTCP
vluchtelingen	refugiadas	vluchteling	refugiado	N;PL	ADJ;FEM;PL;V.PTCP
vluchtelingen	refugiado	vluchteling	refugiado	N;PL	ADJ;MASC;SG;V.PTCP
getuige	testigos	getuige	testigo	N;MASC+FEM;SG	N;MASC;PL
zoogdier	mamíferos	zoogdier	mamífero	N;NEUT;SG	N;MASC;PL
vrees	temor	vrezen	temor	V;SG;PRS;FIN	N;MASC;SG
vrees	miedo	vrezen	miedo	V;SG;PRS;FIN	N;MASC;SG
vrees	fear	vrezen	fear	V;SG;PRS;FIN	N
vrees	temor	vrezen	temor	V;SG;PRS;FIN	N;MASC;SG
vrees	miedos	vrezen	miedo	V;SG;PRS;FIN	N;MASC;PL
vrees	temores	vrezen	temor	V;SG;PRS;FIN	N;MASC;PL
linkse	izquierda	links	izquierda	ADJ	N;FEM;SG
colorado	colorado	colorado	colorado	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
regen	lluvias	regen	lluvia	N;MASC+FEM;SG	N;FEM;PL
gewonden	heridos	gewond	herido	ADJ	N;MASC;PL
gewonden	heridos	gewond	herido	ADJ	N;MASC;PL
gewonden	bajas	gewond	baja	ADJ	N;FEM;PL
gewonden	víctimas	gewond	víctima	ADJ	N;FEM;PL
gewonden	traumatismos	gewond	traumatismo	ADJ	N;MASC;PL
gewonden	lesiones	gewond	lesión	ADJ	N;FEM;PL
gewonden	heridos	gewond	herido	ADJ	N;MASC;PL
gewonden	heridas	gewond	herida	ADJ	N;FEM;PL
elektrisch	electricidad	elektrisch	electricidad	ADJ	N;FEM;SG
elektrisch	electrico	elektrisch	electrico	ADJ	N;MASC;SG
elektrisch	electrico	elektrisch	electrico	ADJ	N;MASC;SG
elektrisch	electrica	elektrisch	electrica	ADJ	N;FEM;SG
elektrisch	electricidad	elektrisch	electricidad	ADJ	N;FEM;SG
klas	aulas	klas	aula	N;MASC+FEM;SG	N;FEM;PL
klas	clases	klas	clase	N;MASC+FEM;SG	N;FEM;PL
tevreden	complace	tevreden	complace	ADJ	V;IND;SG;3;PRS;FIN
tevreden	happy	tevreden	happy	ADJ	N
fair	feria	fair	feria	ADJ	N;FEM;SG
fair	justo	fair	justo	ADJ	ADV
rit	cabalgar	rit	cabalgar	N;MASC+FEM;SG	V;NFIN
versterken	fortalecimiento	versterken	fortalecimiento	V;NFIN	N;MASC;SG
versterken	refuerzo	versterken	refuerzo	V;NFIN	N;MASC;SG
versterken	reforzamiento	versterken	reforzamiento	V;NFIN	N;MASC;SG
versterken	fortalecimiento	versterken	fortalecimiento	V;NFIN	N;MASC;SG
versterken	refuerzo	versterken	refuerzo	V;NFIN	N;MASC;SG
versterken	reforzamiento	versterken	reforzamiento	V;NFIN	N;MASC;SG
aangedreven	potenciado	aandrijven	potenciado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
aangedreven	impulsado	aandrijven	impulsado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
orkaan	huracanes	orkaan	huracan	N;MASC+FEM;SG	N;MASC;PL
waals	valona	waals	valona	ADJ	N;FEM;SG
waals	valonia	waals	valonia	ADJ	N;FEM;SG
droegen	llevaba	dragen	llevar	V;PL;PST;FIN	V;IND;SG;3;IPFV;FIN
praktisch	práctica	praktisch	práctica	ADJ	N;FEM;SG
praktisch	prácticamente	praktisch	prácticamente	ADJ	ADV
praktisch	virtualmente	praktisch	virtualmente	ADJ	ADV
praktisch	prácticamente	praktisch	prácticamente	ADJ	ADV
praktisch	practicamente	praktisch	practicamente	ADJ	ADV
buren	vecinas	buur	vecino	N;PL	ADJ;FEM;PL
buren	vecinas	buur	vecino	N;PL	ADJ;FEM;PL
onzeker	inseguridad	onzeker	inseguridad	ADJ	N;FEM;SG
onzeker	incertidumbre	onzeker	incertidumbre	ADJ	N;FEM;SG
verbannen	prohibida	verbannen	prohibido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verbannen	prohibido	verbannen	prohibido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verbannen	prohibidas	verbannen	prohibido	V;V.PTCP	ADJ;FEM;PL;V.PTCP
verbannen	prohibidos	verbannen	prohibido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verbannen	exiliado	verbannen	exiliado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verbannen	exiliados	verbannen	exiliado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verbannen	desterrado	verbannen	desterrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
larry	larry	larry	larry	N;MASC+FEM;SG	PROPN
oren	oren	oor	oren	N;PL	V;IMP;PL;3;FIN
lès	lès	lès	el	N;MASC+FEM;SG	
functioneren	funcionamiento	functioneren	funcionamiento	V;NFIN	N;MASC;SG
aardbeving	terremotos	aardbeving	terremoto	N;MASC+FEM;SG	N;MASC;PL
edwin	edwin	edwin	edwin	N;MASC+FEM;SG	PROPN
klokken	relojería	klok	relojería	N;PL	N;FEM;SG
kritisch	critica	kritisch	criticar	ADJ	V;IND;SG;3;PRS;FIN
kritisch	críticos	kritisch	crítico	ADJ	N;MASC;PL
kritisch	crítica	kritisch	crítica	ADJ	N;FEM;SG
kritisch	críticamente	kritisch	críticamente	ADJ	ADV
steel	robar	steel	robar	N;MASC+FEM;SG	V;NFIN
steel	robe	steel	robar	N;MASC+FEM;SG	V;IMP;SG;3;FIN
steel	roban	steel	robar	N;MASC+FEM;SG	V;IND;PL;3;PRS;FIN
steel	roba	steel	robar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
jef	jef	jef	jef	N;MASC+FEM;SG	PROPN
jef	jeff	jef	jeff	N;MASC+FEM;SG	PROPN
geïnstalleerd	instalada	installeren	instalado-AB	V;V.PTCP	ADJ;FEM;SG;V.PTCP
geïnstalleerd	instaladas	installeren	instalado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
geïnstalleerd	instalados	installeren	instalado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geïnstalleerd	instalado	installeren	instalado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
montreal	montreal	montreal	montreal	N;NEUT;SG	V;NFIN
giuseppe	giuseppe	giuseppe	giuseppe	N;MASC+FEM;SG	PROPN
joachim	joaquín	joachim	joaquín	N;MASC+FEM;SG	PROPN
warm	hot	warm	hot	ADJ	N
warm	calor	warm	calor	ADJ	N;MASC;SG
emmen	emmen	emmen	emmen	PROPN;NEUT;SG	
secret	secreta	secret	secreto		ADJ;FEM;SG
secret	secret	secret	secret		N
secret	secreto	secret	secreto		N;MASC;SG
secret	secretos	secret	secreto		N;MASC;PL
beschuldigd	acusado	beschuldigen	acusado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beschuldigd	acusada	beschuldigen	acusado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
beschuldigd	acusados	beschuldigen	acusado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
vrijgelaten	liberados	vrijlaten	liberado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
vrijgelaten	liberada	vrijlaten	liberado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
vrijgelaten	lanzado	vrijlaten	lanzado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vrijgelaten	liberado	vrijlaten	liberado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ingetrokken	derogado	intrekken	derogado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ingetrokken	derogada	intrekken	derogada	V;V.PTCP	ADJ;FEM;SG;V.PTCP
ingetrokken	revocado	intrekken	revocar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ingetrokken	revocada	intrekken	revocar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
ingetrokken	revocado	intrekken	revocar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
miami	miami	miami	miami	N;MASC+FEM;SG	PROPN
incident	incidentes	incident	incidente	N;NEUT;SG	N;PL
munt	colas	munt	cola	N;MASC+FEM;SG	N;FEM;PL
munt	divisas	munt	divisa	N;MASC+FEM;SG	N;FEM;PL
munt	monedas	munt	moneda	N;MASC+FEM;SG	N;FEM;PL
inwoner	residentes	inwoner	residente	N;MASC+FEM;SG	N;PL
kanonnen	cañón	kanon	cañón	N;PL	N;MASC;SG
kanonnen	cañon	kanon	cañon	N;PL	N;MASC;SG
homo	gays	homo	gay	N;MASC+FEM;SG	N;PL
homo	homosexual	homo	homosexual	N;MASC+FEM;SG	ADJ;SG
strikt	estrictamente	strikt	estrictamente	ADJ	ADV
klassement	rankings	klassement	ranking	N;NEUT;SG	N;MASC;PL
klassement	clasificaciones	klassement	clasificación	N;NEUT;SG	N;FEM;PL
verdreven	derrocado	verdrijven	derrocado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verdreven	expulsada	verdrijven	expulsado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verdreven	expulsado	verdrijven	expulsado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verdreven	expulsados	verdrijven	expulsado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
armenië	armenia	armenië	armenia	PROPN;NEUT;SG	ADJ;FEM;SG
garcia	garcia	garcia	garcia	N;MASC+FEM;SG	PROPN
garcia	garcía	garcia	garcía	N;MASC+FEM;SG	PROPN
afgewezen	rechazada	afwijzen	rechazado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
afgewezen	disminuido	afwijzen	disminuido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
afgewezen	rechazados	afwijzen	rechazado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
