eagle	kartal	eagle	kartal	ADJ;POS	
dáno	verildi	daný	ver	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dáno	verilmiş	daný	ver	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dáno	verilen	daný	ver	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
specializované	uzmanlaşmış	specializovaný	uzmanlaş	ADJ;NOM;NEUT;SG;POS	V;PFV;NFH;IND;3;POS;PST
daly	daly	dát	daly	V;INAN;PL;POS;PST;V.PTCP;ACT	
provence	provence	provence	provence	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
parc	parc	parc	parc	N;NOM;MASC;SG;POS	PROPN;NOM;SG;3
beatles	beatles	beatles	beatles	N;MASC;SG;POS	
parky	parks	park	parks	N;INAN;NOM;MASC;PL;POS	PROPN;NOM;SG;3
michigan	michigan	michigan	michigan	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
kost	kemik	kost	kemik	N;NOM;FEM;SG;POS	
kost	bone	kost	bone	N;NOM;FEM;SG;POS	
znalost	ilim	znalost	ilim	N;NOM;FEM;SG;POS	
podvozek	şase	podvozek	şase	N;INAN;NOM;MASC;SG;POS	
klobouk	şapka	klobouk	şapka	N;INAN;NOM;MASC;SG;POS	
protesty	protesto	protest	protesto	N;INAN;NOM;MASC;PL;POS	
protesty	protesto	protest	protesto	N;INAN;NOM;MASC;PL;POS	
posloupnost	sıralı	posloupnost	sıralı	N;NOM;FEM;SG;POS	
skotska	iskoçya	skotsko	iskoçya	PROPN;NOM;NEUT;SG;POS	PROPN;NOM;SG;3
nedostatky	eksiklikleri	nedostatek	eksiklik	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
nedostatky	eksiklikleri	nedostatek	eksiklik	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
daň	vergiler	daň	vergi	N;NOM;FEM;SG;POS	N;NOM;PL;3
daň	vergiden	daň	vergi	N;NOM;FEM;SG;POS	N;AT+ABL;SG;3
bohemia	bohemya	bohemie	bohemya	PROPN;FEM;POS	PROPN;NOM;SG;3
soutěžní	yarışma	soutěžní	yarış	ADJ;NOM;MASC;SG;POS	
soutěžní	rekabet	soutěžní	rekabet	ADJ;NOM;MASC;SG;POS	
soutěžní	rakip	soutěžní	rakip	ADJ;NOM;MASC;SG;POS	
soutěžní	müsabaka	soutěžní	müsabaka	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
soutěžní	rekabetçi	soutěžní	rekabetçi	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
soutěžní	rekabet	soutěžní	rekabet	ADJ;NOM;MASC;SG;POS	
dodávky	minibüs	dodávka	minibüs	N;NOM;FEM;PL;POS	N;NOM;SG;3
dodávky	erzak	dodávka	erzak	N;NOM;FEM;PL;POS	
dodávky	malzeme	dodávka	malzem	N;NOM;FEM;PL;POS	
oblouk	ark	oblouk	ark	N;INAN;NOM;MASC;SG;POS	
oblouk	arc	oblouk	arc	N;INAN;NOM;MASC;SG;POS	
oblouk	yay	oblouk	yay	N;INAN;NOM;MASC;SG;POS	
oblouk	kemer	oblouk	kemer	N;INAN;NOM;MASC;SG;POS	
oblouk	arch	oblouk	arch	N;INAN;NOM;MASC;SG;POS	
rytíře	şövalyeler	rytíř	şövalye	N;ANIM;ACC;MASC;PL;POS	N;NOM;PL;3
trenéři	koçlar	trenér	koç	N;ANIM;NOM;MASC;PL;POS	
trenéři	eğitmenleri	trenér	eğitmen	N;ANIM;NOM;MASC;PL;POS	ADJ;ACC;PL;3
konfliktů	çatışmalar	konflikt	çatış	N;INAN;GEN;MASC;PL;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
pozic	pozisyon	pozice	pozisyon	N;GEN;FEM;PL;POS	
prvotní	ilkel	prvotní	ilkel	ADJ;NOM;MASC;SG;POS	
čtrnáct	fourteen	čtrnáct	fourteen	NUM;NOM;SG	N;NOM;SG;3
miluje	aşklar	milovat	aşk	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;NOM;PL;3
miluje	sevgiler	milovat	sevgi	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;NOM;PL;3
miluje	seviyor	milovat	sev	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
cestování	seyahatte	cestování	seyahat	N;NOM;NEUT;SG;POS	N;ESS;SG;3
logické	mantık	logický	mantık	ADJ;NOM;NEUT;SG;POS	
logické	mantıklı	logický	mantıklı	ADJ;NOM;NEUT;SG;POS	
logické	mantık	logický	mantık	ADJ;NOM;NEUT;SG;POS	
železnici	demiryolu	železnice	demiryolu	N;ACC;FEM;SG;POS	
pozvání	davet	pozvání	davet	N;NOM;NEUT;SG;POS	
pozvání	davetli	pozvání	davetli	N;NOM;NEUT;SG;POS	ADJ
pozvání	davet	pozvání	davet	N;NOM;NEUT;SG;POS	
pozvání	davetli	pozvání	davetli	N;NOM;NEUT;SG;POS	ADJ
veronika	veronika	veronika	veronika	N;NOM;FEM;SG;POS	
veronika	veronica	veronika	veronica	N;NOM;FEM;SG;POS	
hrdinů	kahramanlar	hrdina	kahraman	N;ANIM;GEN;MASC;PL;POS	ADJ;NOM;PL;3
hrdinů	kahraman	hrdina	kahraman	N;ANIM;GEN;MASC;PL;POS	
vyrobeny	imal	vyrobený	imal	ADJ;INAN;PL;POS;V.PTCP;PASS	
vyrobeny	üretilen	vyrobený	üre	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
vyrobeny	üretilmiş	vyrobený	üre	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
vyrobeny	yapılmış	vyrobený	yap	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
vyrobeny	yapıldı	vyrobený	yap	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
myšlenek	düşünceler	myšlenka	düşünce	N;GEN;FEM;PL;POS	N;NOM;PL;3
myšlenek	düşünceleriniz	myšlenka	düşünce	N;GEN;FEM;PL;POS	N;NOM;PL;3
myšlenek	düşünce	myšlenka	düşünce	N;GEN;FEM;PL;POS	
bonaparte	bonaparte	bonapart	bonapart	N;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
minutu	dakika	minuta	dakika	N;ACC;FEM;SG;POS	
minutu	dakikası	minuta	dakikası	N;ACC;FEM;SG;POS	N;NOM;SG;3
živě	live	živě	live	ADV;POS	
živě	yaşa	živě	yaşa	ADV;POS	
živě	canlı	živě	canlı	ADV;POS	
popření	inkar	popření	inkar	N;NOM;NEUT;SG;POS	
popření	inkâr	popření	inkâr	N;NOM;NEUT;SG;POS	
mitchell	mitchell	mitchell	mitchell	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
výroční	yıllık	výroční	yıllık	ADJ;NOM;MASC;SG;POS	
výroční	senelik	výroční	senelik	ADJ;NOM;MASC;SG;POS	
bytů	bayt	byt	bayt	N;INAN;GEN;MASC;PL;POS	N;NOM;SG;3
orange	orange	orange	orange	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
orange	portakal	orange	portakal	PROPN;INAN;NOM;MASC;SG;POS	
orange	turuncu	orange	turuncu	PROPN;INAN;NOM;MASC;SG;POS	
náhorní	dağlık	náhorní	dağlık	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
chorvatské	hırvat	chorvatský	hırvat	ADJ;NOM;NEUT;SG;POS	
prodává	satar	prodávat	sat	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
prodává	satıyor	prodávat	sat	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
parků	parklar	park	park	N;INAN;GEN;MASC;PL;POS	N;NOM;PL;3
parků	parks	park	parks	N;INAN;GEN;MASC;PL;POS	PROPN;NOM;SG;3
psáno	yazılmış	psaný	yaz	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
psáno	yazıldı	psaný	yaz	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
psáno	yazan	psaný	yaz	ADJ;NEUT;SG;POS;V.PTCP;PASS	
psáno	yazılı	psaný	yazılı	ADJ;NEUT;SG;POS;V.PTCP;PASS	
psáno	yazılan	psaný	yaz	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
xml	xml	xml	eml	N;INAN;NOM;MASC;SG;POS	
kate	kate	kate	kate	PROPN;NOM;FEM;SG;POS	
url	adres	url	adres	N;NOM;NEUT;SG;POS	
liška	tilki	liška	tilki	N;NOM;FEM;SG;POS	
liška	fox	liška	fox	N;NOM;FEM;SG;POS	
peří	tüyleri	peří	tüy	N;NOM;NEUT;SG;POS	ADJ;NOM;PL;3
peří	tüy	peří	tüy	N;NOM;NEUT;SG;POS	
peří	tüyleri	peří	tüy	N;NOM;NEUT;SG;POS	ADJ;NOM;PL;3
peří	tüy	peří	tüy	N;NOM;NEUT;SG;POS	
peří	tüyler	peří	tüy	N;NOM;NEUT;SG;POS	ADJ;NOM;PL;3
carter	carter	carter	carter	PROPN;ANIM;NOM;MASC;SG;POS	
výhodu	avantajı	výhoda	avantajı	N;ACC;FEM;SG;POS	
výhodu	avantajlı	výhoda	avantajlı	N;ACC;FEM;SG;POS	ADJ
výhodu	avantaj	výhoda	avantaj	N;ACC;FEM;SG;POS	
silva	silva	silva	silva	PROPN;ANIM;NOM;MASC;SG;POS	
pocity	duygularını	pocit	duygu	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
patrik	patrick	patrik	patrick	PROPN;ANIM;NOM;MASC;SG;POS	
sopka	yanardağ	sopka	yan	N;NOM;FEM;SG;POS	N;ESS;PL;3
sopka	volkan	sopka	volkan	N;NOM;FEM;SG;POS	
produktu	ürün	produkt	ürün	N;INAN;GEN;MASC;SG;POS	
potraviny	yiyecek	potravina	yiyecek	N;NOM;FEM;PL;POS	
potraviny	gıda	potravina	gıda	N;NOM;FEM;PL;POS	
potraviny	yemek	potravina	yemek	N;NOM;FEM;PL;POS	N;NOM;SG;3
potraviny	yiyecekler	potravina	ye	N;NOM;FEM;PL;POS	ADJ;NOM;PL;3
potraviny	gıda	potravina	gıda	N;NOM;FEM;PL;POS	
potraviny	bakkal	potravina	bakkal	N;NOM;FEM;PL;POS	
odstraněna	sildim	odstraněný	sil	ADJ;POS;V.PTCP;PASS	V;PFV;IND;SG;1;POS;PST
odstraněna	silindi	odstraněný	sil	ADJ;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
odstraněna	silinmiş	odstraněný	sil	ADJ;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
odstraněna	çıkarıldı	odstraněný	çıkar	ADJ;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
odstraněna	kaldırılmış	odstraněný	kal	ADJ;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
odstraněna	kaldırıldı	odstraněný	kal	ADJ;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
kult	tarikat	kult	tarikat	N;INAN;NOM;MASC;SG;POS	
kult	mezhep	kult	mezhep	N;INAN;NOM;MASC;SG;POS	
kůry	bark	kůra	bark	N;NOM;FEM;SG;POS	
silver	gümüş	silver	gümüş	PROPN;INAN;NOM;MASC;SG;POS	
silver	silver	silver	silve	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
kovové	metal	kovový	metal	ADJ;NOM;MASC;PL;POS	
trubka	boru	trubka	boru	N;NOM;FEM;SG;POS	
trubka	pipo	trubka	pipo	N;NOM;FEM;SG;POS	
trubka	boru	trubka	boru	N;NOM;FEM;SG;POS	
trubka	tüp	trubka	tüp	N;NOM;FEM;SG;POS	
joan	joan	joan	joan	PROPN;NOM;FEM;SG;POS	
joan	jeanne	joan	Teanne	PROPN;NOM;FEM;SG;POS	
zajímá	ilgilenen	zajímat	ilgilen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP
zajímá	ilgi	zajímat	ilgi	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
zajímá	ilgili	zajímat	ilgili	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ
zajímá	ilgileniyor	zajímat	ilgilen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
zajímá	ilgileniyorum	zajímat	ilgilen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
reklama	reklam	reklama	reklam	N;NOM;FEM;SG;POS	
reklama	reklam	reklama	reklam	N;NOM;FEM;SG;POS	
matematika	hesap	matematika	hesap	N;NOM;FEM;SG;POS	
návod	manuel	návod	manuel	N;INAN;NOM;MASC;SG;POS	
návod	elle	návod	el	N;INAN;NOM;MASC;SG;POS	
návod	kılavuz	návod	kılavuz	N;INAN;NOM;MASC;SG;POS	
návod	talimatlar	návod	talimat	N;INAN;NOM;MASC;SG;POS	N;NOM;PL;3
návod	talimatları	návod	talimat	N;INAN;NOM;MASC;SG;POS	N;NOM;PL;3
návod	talimat	návod	talimat	N;INAN;NOM;MASC;SG;POS	
naši	bizim	můj	biz	DET;NOM;MASC;PL;1	PRO;GEN;PL;1
sierra	sierra	Sierra	sierr	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
caesar	caesar	caesar	caesar	N;ANIM;NOM;MASC;SG;POS	
caesar	sezar	caesar	sezar	N;ANIM;NOM;MASC;SG;POS	
pohyby	taşınır	pohyb	taşı	N;INAN;NOM;MASC;PL;POS	V;IPFV;IND;SG;3;POS;PASS
pohyby	hareket	pohyb	hareket	N;INAN;NOM;MASC;PL;POS	N;NOM;SG;3
pohyby	hareketlilik	pohyb	hareketlilik	N;INAN;NOM;MASC;PL;POS	N;NOM;SG;3
poškozen	hasarlı	poškozený	hasarlı	ADJ;MASC;SG;POS;V.PTCP;PASS	
poškozen	hasar	poškozený	hasar	ADJ;MASC;SG;POS;V.PTCP;PASS	
poškozen	bozuk	poškozený	bozuk	ADJ;MASC;SG;POS;V.PTCP;PASS	
poškozen	bozulmuş	poškozený	boz	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
výjimku	istisna	výjimka	istisna	N;ACC;FEM;SG;POS	
umožnila	etkin	umožnit	etkin	V;PFV;POS;PST;V.PTCP;ACT	
true	doğru	true	doğru	N;INAN;NOM;MASC;SG;POS	
true	dogru	true	dogru	N;INAN;NOM;MASC;SG;POS	
true	true	true	tru	N;INAN;NOM;MASC;SG;POS	
true	gerçek	true	gerçek	N;INAN;NOM;MASC;SG;POS	
podepsána	imzaladı	podepsaný	imzala	ADJ;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
podepsána	imzalanmış	podepsaný	imzala	ADJ;POS;V.PTCP;PASS	V;PFV;NFH;IND;3;POS;PST;PASS
podepsána	imza	podepsaný	imza	ADJ;POS;V.PTCP;PASS	
podepsána	imzalı	podepsaný	imzal	ADJ;POS;V.PTCP;PASS	
podepsána	imzalandı	podepsaný	imzala	ADJ;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
orgánu	org	orgán	org	N;INAN;DAT;MASC;SG;POS	
orgánu	organı	orgán	organ	N;INAN;DAT;MASC;SG;POS	N;ACC;SG;3
orgánu	organ	orgán	organ	N;INAN;DAT;MASC;SG;POS	
řidiče	sürücüler	řidič	sürücü	N;ANIM;ACC;MASC;SG;POS	N;NOM;PL;3
řidiče	sürücüleri	řidič	sürücü	N;ANIM;ACC;MASC;SG;POS	N;ACC;PL;3
řidiče	sürücüsü	řidič	sürücü	N;ANIM;ACC;MASC;SG;POS	N;NOM;SG;3
řidiče	sürücü	řidič	sürücü	N;ANIM;ACC;MASC;SG;POS	
řidiče	şoför	řidič	şoför	N;ANIM;ACC;MASC;SG;POS	
řidiče	şöför	řidič	şöför	N;ANIM;ACC;MASC;SG;POS	
oddělené	ayrılmış	oddělený	ayrıl	ADJ;NOM;NEUT;PL;POS	
oddělené	ayrıldı	oddělený	ayrıl	ADJ;NOM;NEUT;PL;POS	V;PFV;IND;SG;3;POS;PST
oddělené	ayırın	oddělený	ayır	ADJ;NOM;NEUT;PL;POS	V;PFV;IMP;PL;2;POS;PRS
oddělené	ayri	oddělený	ayri	ADJ;NOM;NEUT;PL;POS	
neštěstí	şanssız	neštěstí	şanssız	N;NOM;NEUT;SG;POS	ADJ
neštěstí	uğursuz	neštěstí	uğursuz	N;NOM;NEUT;SG;POS	
neštěstí	facia	neštěstí	facia	N;NOM;NEUT;SG;POS	
neštěstí	felâket	neštěstí	felâket	N;NOM;NEUT;SG;POS	
neštěstí	felaket	neštěstí	felaket	N;NOM;NEUT;SG;POS	
neštěstí	afet	neštěstí	afet	N;NOM;NEUT;SG;POS	
wiener	wiener	wiener	wien	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
aktivních	aktif	aktivní	aktif	ADJ;GEN;MASC;PL;POS	
aktivních	etkin	aktivní	etkin	ADJ;GEN;MASC;PL;POS	
loví	avlar	lovit	av	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;NOM;PL;3
velvyslanectví	büyükelçilikleri	velvyslanectví	büyükelçilik	N;NOM;NEUT;SG;POS	N;ACC;PL;3
velvyslanectví	elçilik	velvyslanectví	elçilik	N;NOM;NEUT;SG;POS	
ovlivnit	etki	ovlivnit	etki	V;PFV;POS;NFIN	
ovlivnit	nüfuz	ovlivnit	nüfuz	V;PFV;POS;NFIN	
ovlivnit	etkisi	ovlivnit	etki	V;PFV;POS;NFIN	N;NOM;SG;3
svobodná	tekli	svobodný	tekli	ADJ;NOM;FEM;SG;POS	
svobodná	single	svobodný	sing	ADJ;NOM;FEM;SG;POS	
svobodná	tek	svobodný	tek	ADJ;NOM;FEM;SG;POS	
svobodná	bekar	svobodný	bekar	ADJ;NOM;FEM;SG;POS	
kovy	metal	kov	metal	N;INAN;NOM;MASC;PL;POS	
kovy	metaller	kov	metal	N;INAN;NOM;MASC;PL;POS	ADJ;NOM;PL;3
kovy	metal	kov	metal	N;INAN;NOM;MASC;PL;POS	
sinclair	sinclair	sinclair	sinc	N;INAN;NOM;MASC;SG;POS	
pilotní	kılavuz	pilotní	kılavuz	ADJ;NOM;MASC;SG;POS	
pilotní	pilot	pilotní	pilot	ADJ;NOM;MASC;SG;POS	
zobrazí	gösteriyor	zobrazit	göster	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
nepřátel	düşman	nepřítel	düşman	N;ANIM;GEN;MASC;PL;POS	
nepřátel	düşmanlar	nepřítel	düşman	N;ANIM;GEN;MASC;PL;POS	ADJ;NOM;PL;3
hradecká	hradecká	hradecký	hradecká	ADJ;NOM;FEM;SG;POS	
architektonické	mimari	architektonický	mimar	ADJ;NOM;MASC;PL;POS	
inteligentní	zeki	inteligentní	zeki	ADJ;ANIM;NOM;MASC;SG;POS	
inteligentní	akıllı	inteligentní	akıllı	ADJ;ANIM;NOM;MASC;SG;POS	
tyčinky	çubukları	tyčinka	çubuk	N;NOM;FEM;PL;POS	N;ACC;PL;3
tyčinky	çubuk	tyčinka	çubuk	N;NOM;FEM;PL;POS	
kyselin	asitler	kyselina	asit	N;GEN;FEM;PL;POS	N;NOM;PL;3
přímá	direk	přímý	direk	ADJ;NOM;FEM;SG;POS	
přímá	direkt	přímý	direkt	ADJ;NOM;FEM;SG;POS	
přímá	doğrudan	přímý	doğrudan	ADJ;NOM;FEM;SG;POS	
italia	italia	italia	italia	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
vkládá	sokulmuş	vkládat	sok	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
zimy	winters	zima	winters	N;NOM;FEM;PL;POS	PROPN;NOM;SG;3
obhájce	koruyucu	obhájce	koruyucu	N;ANIM;NOM;MASC;SG;POS	
larry	larry	larry	larry	PROPN;ANIM;NOM;MASC;SG;POS	
rozložení	dağılımı	rozložení	dağılım	N;NOM;NEUT;SG;POS	
rozložení	dağıtım	rozložení	dağıt	N;NOM;NEUT;SG;POS	
rozložení	düzen	rozložení	düz	N;NOM;NEUT;SG;POS	
rozložení	yerleşim	rozložení	yerleş	N;NOM;NEUT;SG;POS	
finance	finansman	finance	finansman	N;NOM;FEM;PL;POS	N;NOM;SG;3
finance	maliye	finance	maliye	N;NOM;FEM;PL;POS	
finance	finans	finance	finans	N;NOM;FEM;PL;POS	
finance	finanse	finance	finanse	N;NOM;FEM;PL;POS	
norma	norma	norma	norma	N;NOM;FEM;SG;POS	
norma	norm	norma	norm	N;NOM;FEM;SG;POS	
norma	standard	norma	standar	N;NOM;FEM;SG;POS	
norma	standart	norma	standart	N;NOM;FEM;SG;POS	
příkazy	komut	příkaz	komut	N;INAN;NOM;MASC;PL;POS	
příkazy	emrediyor	příkaz	emret	N;INAN;NOM;MASC;PL;POS	V;PROG;IND;SG;3;POS;INFM;PRS
příkazy	emir	příkaz	imir	N;INAN;NOM;MASC;PL;POS	
příkazy	sipariş	příkaz	sipariş	N;INAN;NOM;MASC;PL;POS	N;NOM;SG;3
napsali	yazdı	napsat	yaz	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
blake	blake	blaka	blake	PROPN;ANIM;NOM;MASC;SG;POS	
opakované	tekrarlanan	opakovaný	tekrarla	ADJ;NOM;MASC;PL;POS	V;PFV;IND;POS;PRS;V.PTCP;PASS
opakované	tekrarlayan	opakovaný	tekrarla	ADJ;NOM;MASC;PL;POS	
opakované	tekrarlanan	opakovaný	tekrarla	ADJ;NOM;MASC;PL;POS	V;PFV;IND;POS;PRS;V.PTCP;PASS
zpíval	sang	zpívat	sang	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	
dovnitř	içi	dovnitř	iç	ADV	
dovnitř	içeride	dovnitř	içeri	ADV	N;ESS;SG;3
dovnitř	içerde	dovnitř	içeri	ADV	N;ESS;SG;3
osobám	kişiler	osoba	kişi	N;DAT;FEM;PL;POS	N;NOM;PL;3
pravdy	doğrular	pravda	doğru	N;NOM;FEM;PL;POS	ADJ;NOM;PL;3
podlaží	zemin	podlaží	zemin	N;NOM;NEUT;SG;POS	
podlaží	kat	podlaží	kat	N;NOM;NEUT;SG;POS	
luk	lük	louka	lik	N;INAN;NOM;MASC;SG;POS	
luk	luk	louka	lik	N;INAN;NOM;MASC;SG;POS	
luk	yay	louka	yay	N;INAN;NOM;MASC;SG;POS	
jednotlivců	şahıslar	jednotlivec	şahıs	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
jednotlivců	bireyler	jednotlivec	birey	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
vzory	desenleri	vzor	desen	N;INAN;NOM;MASC;PL;POS	V;PFV;IND;PL;3;POS;PRS
vzory	tasarımları	vzor	tasarım	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
podpořit	destekle	podpořit	destek	V;PFV;POS;NFIN	N;INS;SG;3
podpořit	desteği	podpořit	destek	V;PFV;POS;NFIN	N;NOM;SG;3
podpořit	destek	podpořit	destek	V;PFV;POS;NFIN	
zraněn	yaralandı	zraněný	yarala	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
zraněn	yaralılar	zraněný	yaralı	ADJ;MASC;SG;POS;V.PTCP;PASS	N;NOM;PL;3
zraněn	yaralı	zraněný	yaralı	ADJ;MASC;SG;POS;V.PTCP;PASS	
zraněn	yaralandı	zraněný	yarala	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
zraněn	yaralılar	zraněný	yaralı	ADJ;MASC;SG;POS;V.PTCP;PASS	N;NOM;PL;3
zraněn	yaralı	zraněný	yaralı	ADJ;MASC;SG;POS;V.PTCP;PASS	
vkládání	yerleştirme	vkládání	yerleş	N;NOM;NEUT;SG;POS	V;PFV;IMP;SG;2;NEG;PRS;CAUS
vkládání	yapıştırarak	vkládání	yapış	N;NOM;NEUT;SG;POS	V;PFV;IND;POS;PRS;V.CVB;CAUS
volná	bedava	volný	bedava	ADJ;NOM;FEM;SG;POS	
volná	özgür	volný	özgür	ADJ;NOM;FEM;SG;POS	
volná	free	volný	free	ADJ;NOM;FEM;SG;POS	
volná	serbest	volný	serbest	ADJ;NOM;FEM;SG;POS	
temné	koyu	temný	koyu	ADJ;NOM;MASC;PL;POS	
temné	karanlık	temný	karanlık	ADJ;NOM;MASC;PL;POS	
temné	dark	temný	dark	ADJ;NOM;MASC;PL;POS	
stockholmu	stockholm	stockholm	stockholm	N;INAN;DAT;MASC;SG;POS	PROPN;NOM;SG;3
řádek	çizgi	řádek	çizgi	N;INAN;NOM;MASC;SG;POS	
řádek	hattı	řádek	hat	N;INAN;NOM;MASC;SG;POS	
řádek	satır	řádek	satır	N;INAN;NOM;MASC;SG;POS	
řádek	line	řádek	line	N;INAN;NOM;MASC;SG;POS	
řádek	hat	řádek	hat	N;INAN;NOM;MASC;SG;POS	
řádek	satır	řádek	satır	N;INAN;NOM;MASC;SG;POS	
řádek	kürek	řádek	kürek	N;INAN;NOM;MASC;SG;POS	
pokorný	mütevazı	pokorný	mütevazı	ADJ;ANIM;NOM;MASC;SG;POS	
zkratkou	kestirme	zkratka	kest	N;INS;FEM;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
studuje	çalışmak	studovat	çalış	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
posun	vardiya	posun	vardi	N;INAN;NOM;MASC;SG;POS	
potvrzeno	doğrulandı	potvrzený	doğrula	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
potvrzeno	doğruladı	potvrzený	doğrula	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
potvrzeno	onaylanmış	potvrzený	onayla	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
potvrzeno	onaylandı	potvrzený	onayla	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
slabé	zayıf	slabý	zayıf	ADJ;NOM;MASC;PL;POS	
slabé	zayıflar	slabý	zayıf	ADJ;NOM;MASC;PL;POS	N;NOM;PL;3
tmavé	koyu	tmavý	koyu	ADJ;NOM;NEUT;SG;POS	
tmavé	karanlık	tmavý	karanlık	ADJ;NOM;NEUT;SG;POS	
tmavé	dark	tmavý	dark	ADJ;NOM;NEUT;SG;POS	
germain	germain	germain	germain	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
texasu	teksas	texas	teksas	PROPN;INAN;GEN;MASC;SG;POS	PROPN;NOM;SG;3
texasu	texas	texas	texas	PROPN;INAN;GEN;MASC;SG;POS	PROPN;NOM;SG;3
bull	boğa	být	boğa	PROPN;ANIM;NOM;MASC;SG;POS	
bull	bull	být	bull	PROPN;ANIM;NOM;MASC;SG;POS	
spektra	spectra	spektrum	spectra	N;NOM;NEUT;PL;POS	
