yang	יאנג	yang	אנג	PRO	PROPN
peduli	אכפתיות	peduli	אכפתי	ADJ;SG	N;FEM;SG
peduli	מודאגת	peduli	הודאג	ADJ;SG	V;FEM;SG;V.PTCP;PASS
peduli	מודאגים	peduli	מודאג	ADJ;SG	ADJ;MASC;PL
peduli	אכפת	peduli	אכפת	ADJ;SG	
sayur	ירקות	sayur	ירק	N;SG	N;MASC;PL
sayur	ירק	sayur	ירק	N;SG	
sayur	ירקות	sayur	ירק	N;SG	N;MASC;PL
memecahkan	פתור	menpecahkan	פתור	V;SG;ACT	N;MASC;SG
memecahkan	פתר	menpecahkan	פתר	V;SG;ACT	PROPN
memecahkan	נפתר	menpecahkan	נפתר	V;SG;ACT	V;MASC;SG;PST;MID
memecahkan	נפתרה	menpecahkan	נפתר	V;SG;ACT	V;FEM;SG;3;PST;MID
memecahkan	פותר	menpecahkan	פותר	V;SG;ACT	PROPN
putus	פרידה	putus	פרידה	ADJ;SG	N;FEM;SG
putus	ניתוק	putus	ניתוק	ADJ;SG	N;MASC;SG
putus	לנתק	putus	לנתק	ADJ;SG	V;NFIN
putus	נתק	putus	נתק	ADJ;SG	
putus	התנתק	putus	התנתק	ADJ;SG	V;MASC;SG;3;PST
saw	מסור	saw	מסור	PROPN	
saw	ראיתי	saw	ראה	PROPN	V;SG;1;PST;ACT
saw	המסור	saw	המסור	PROPN	PROPN
saw	ראה	saw	ראה	PROPN	V;MASC;SG;3;PST;ACT
imperial	קיסרי	imperial	קיסרי	PROPN	PROPN
imperial	הקיסרי	imperial	הקיסרי	PROPN	PROPN
ditahan	החזיק	ditahan	החזיק	V;SG;PASS	V;MASC;SG;3;PST;ACT
ditahan	נעצרו	ditahan	נעצר	V;SG;PASS	V;PL;3;PST;MID
ditahan	נעצרה	ditahan	נעצר	V;SG;PASS	V;FEM;SG;3;PST;MID
ditahan	נעצר	ditahan	נעצר	V;SG;PASS	V;MASC;SG;3;PST;MID
tahapan	שלבים	tahapan	שלב	N;SG	N;MASC;PL
berlayar	מפרש	berlayar	מפרש	V;SG;ACT	N;MASC;SG
berlayar	שט	berlayar	שט	V;SG;ACT	
berlayar	הפלגה	berlayar	הפלגה	V;SG;ACT	N;FEM;SG
berlayar	שיט	berlayar	שיט	V;SG;ACT	N;MASC;SG
berlayar	שייט	berlayar	שייט	V;SG;ACT	N;MASC;SG
medical	רפואה	medical	רפואה	PROPN	N;FEM;SG
medical	רפואי	medical	רפואי	PROPN	ADJ;MASC;SG
jesus	ישו	jesus	ישו	PROPN	
jesus	ישוע	jesus	ישוע	PROPN	PROPN
segar	רענן	segar	רענן	ADJ;SG	PROPN
segar	טרי	segar	טרי	ADJ;SG	
segar	טריות	segar	טרייה	ADJ;SG	N;FEM;PL
segar	טריים	segar	טרי	ADJ;SG	ADJ;MASC;PL
segar	רעננה	segar	רעננה	ADJ;SG	PROPN
segar	רענן	segar	רענן	ADJ;SG	PROPN
segar	רעננה	segar	רעננה	ADJ;SG	PROPN
pink	ורודה	pink	ורודה	PROPN	PROPN
pink	וורוד	pink	וורוד	PROPN	
pink	פינק	pink	פינק	PROPN	PROPN
pink	ורוד	pink	ורוד	PROPN	
pink	ורודים	pink	ורודי	PROPN	N;MASC;PL
dikunjungi	ביקרת	dikunjungi	ביקר	V;SG;PASS	PROPN
dikunjungi	ביקר	dikunjungi	ביקר	V;SG;PASS	V;MASC;SG;3;PST;ACT
dikunjungi	ביקור	dikunjungi	ביקור	V;SG;PASS	N;MASC;SG
dikunjungi	ביקרה	dikunjungi	ביקר	V;SG;PASS	V;FEM;SG;3;PST;ACT
dikunjungi	ביקרו	dikunjungi	ביקר	V;SG;PASS	V;PL;3;PST;ACT
liang	ליאנג	liang	נאנג	N	PROPN
langka	נדירים	langka	נדיר	N;SG	ADJ;MASC;PL
langka	נדירה	langka	נדיר	N;SG	ADJ;FEM;SG
langka	נא	langka	None	N;SG	
langka	נדיר	langka	נדיר	N;SG	
prima	פרימה	prima	פרימה	PROPN;SG	
burma	בורמה	burma	בורמה	PROPN	PROPN
burma	בורמזי	burma	בורמזי	PROPN	PROPN
melbourne	מלבורן	menbourne	מלבורן	PROPN	PROPN
eksternal	חיצוניים	eksternal	חיצוני	N	ADJ;MASC;PL
eksternal	חיצוניות	eksternal	חיצוני	N	ADJ;FEM;PL
eksternal	חיצונית	eksternal	חיצוני	N	ADV
eksternal	חיצוני	eksternal	חיצוני	N	ADJ;MASC;SG
johannes	יוהנס	johannes	הוהנס	PROPN	PROPN
fotografi	צילום	fotografi	צילום	N;SG	PROPN
fotografi	צילומי	fotografi	צילום	N;SG	PROPN
display	הצג	display	הצג	N	
peace	שלום	peace	שלום	PROPN	PROPN
peace	השלום	peace	השלום	PROPN	
peace	שלווה	peace	שלווה	PROPN	
wild	פראי	wild	פראי	PROPN	ADJ;MASC;SG
wild	פרוע	wild	פרוע	PROPN	ADJ;MASC;SG
wild	פרא	wild	פרא	PROPN	
terinspirasi	בהשראת	terinspirasi	בהשראת	V;SG;PASS	ADP
terinspirasi	השראה	terinspirasi	השראה	V;SG;PASS	N;FEM;SG
berkualitas	מוסמך	berkualitas	מוסמך	V;SG;ACT	V;MASC;SG;V.PTCP;PASS
berkualitas	מוסמכת	berkualitas	הוסמך	V;SG;ACT	V;FEM;SG;V.PTCP;PASS
berkualitas	איכות	berkualitas	איכות	V;SG;ACT	N;FEM;SG
berkualitas	איכותי	berkualitas	איכותי	V;SG;ACT	ADJ;MASC;SG
berkualitas	באיכות	berkualitas	באיכות	V;SG;ACT	
russia	רוסיה	russia	רוסיה	PROPN	PROPN
tanya	תשאל	tanya	תשאל		V;MASC;SG;2;FUT;ACT
tanya	תשאלי	tanya	תשאלי		V;SG;1;FUT;ACT
tanya	בקש	tanya	בקש		PROPN
tanya	שאל	tanya	שאל		N;MASC;SG
tanya	טניה	tanya	טניה		PROPN
tanya	שואל	tanya	שאל		V;MASC;SG;V.PTCP;ACT
tanya	שואלת	tanya	שאל		V;FEM;SG;V.PTCP;ACT
vitamin	ויטמין	vitamin	ויטמין	N	PROPN
vitamin	ויטמין	vitamin	ויטמין	N	PROPN
mongol	מונגולים	mongol	מונגול	PROPN	N;MASC;PL
mongol	המונגולי	mongol	המונגולי	PROPN	PROPN
mongol	מונגולי	mongol	מונגולי	PROPN	PROPN
call	להתקשר	call	התקשר	PROPN	V;NFIN
call	שיחה	call	שיחה	PROPN	N;FEM;SG
call	תתקשר	call	התקשר	PROPN	V;FEM;SG;3;FUT
call	התקשר	call	התקשר	PROPN	V;MASC;SG;3;PST
michigan	מישיגן	michigan	מישיגן	PROPN	PROPN
mother	אמא	mother	אמא	PROPN	N;FEM;SG
mother	אימא	mother	אימא	PROPN	
ternate	טרנאטה	ternate	טרנאטה	PROPN	PROPN
ditandatangani	חתום	ditandatangani	חתום	V;SG;PASS	PROPN
ditandatangani	חתומה	ditandatangani	חתומה	V;SG;PASS	N;FEM;SG
ditandatangani	חתם	ditandatangani	חתם	V;SG;PASS	PROPN
ditandatangani	נחתם	ditandatangani	נחתם	V;SG;PASS	V;MASC;SG;3;PST;MID
sudan	סודאן	sudan	סודאן	PROPN	PROPN
string	שרוך	string	שרוך	N	PROPN
string	מיתר	string	מיתר	N	
belahan	מחשוף	belahan	מחשוף	N;SG	PROPN
emirat	אמירות	emirat	אמירות	PROPN	N;FEM;SG
she	היא	she	הוא	PROPN	PRO;FEM;SG;3
pinggir	קצוות	pinggir	קצה	N;SG	N;MASC;PL
southern	דרומי	southern	דרומי	PROPN	PROPN
southern	דרומית	southern	דרומי	PROPN	ADV
southern	דרום	southern	דרום	PROPN	N;MASC;SG
southern	הדרומי	southern	הדרום	PROPN	PROPN
akurat	מדויקים	akurat	מדויק	ADJ;SG	ADJ;MASC;PL
akurat	במדויק	akurat	במדויק	ADJ;SG	ADV
waduk	המאגרים	waduk	המאגר	N;SG	N;MASC;PL
range	טווח	range	טווח	PROPN	N;MASC;SG
campur	מעורב	campur	מעורב	N;SG;ACT	ADJ;MASC;SG
campur	מעורבים	campur	מעורב	N;SG;ACT	ADJ;MASC;PL
campur	מעורבב	campur	מעורבב	N;SG;ACT	ADJ;MASC;SG
campur	לערבב	campur	עירבב	N;SG;ACT	V;NFIN;ACT
campur	מערבבים	campur	מערבב	N;SG;ACT	V;MASC;PL;V.PTCP;ACT
campur	ערבב	campur	ערבב	N;SG;ACT	PROPN
campur	מיקס	campur	מיקס	N;SG;ACT	
campur	רמיקס	campur	רמיקס	N;SG;ACT	PROPN
menari	תרקוד	mentari	תרקוד	PROPN;SG	V;MASC;SG;2;FUT;ACT
menari	לרקוד	mentari	רקד	PROPN;SG	V;NFIN;ACT
menari	דאנס	mentari	דאנס	PROPN;SG	PROPN
menari	ריקוד	mentari	ריקוד	PROPN;SG	N;MASC;SG
menari	מחול	mentari	מחול	PROPN;SG	PROPN
menari	ריקודים	mentari	ריקוד	PROPN;SG	N;MASC;PL
menari	רוקדים	mentari	רקד	PROPN;SG	N;MASC;PL
menari	ריקוד	mentari	ריקוד	PROPN;SG	N;MASC;SG
menari	רוקד	mentari	רוקד	PROPN;SG	PROPN
yordania	ירדני	yordania	ירדני	PROPN;SG	PROPN
yordania	ירדן	yordania	ירדן	PROPN;SG	PROPN
silinder	הגליל	silinder	הגליל	N;SG	PROPN
silinder	צילינדרים	silinder	צילינדר	N;SG	N;MASC;PL
asean	asean	asean	asean	PROPN	
wilhelm	וילהלם	wilhelm	וילהלם	PROPN	PROPN
katanya	סעיד	kata	סעיד	N;SG	PROPN
katanya	אמר	kata	אמר	N;SG	V;MASC;SG;3;PST;ACT
sarang	קן	sarang	קן	N;SG	PROPN
sarang	הקן	sarang	הקן	N;SG	
oricon	אוריקון	oricon	אוריקון	PROPN	PROPN
puerto	פורטו	puerto	פורט	PROPN	PROPN
buta	עיוורון	buta	עיוורון	PROPN;SG	N;MASC;SG
buta	עיוורת	buta	עיוור	PROPN;SG	ADJ;FEM;SG
buta	עיוור	buta	עיוור	PROPN;SG	
buta	עיוורים	buta	עיוור	PROPN;SG	N;MASC;PL
teratas	טופ	teratas	טופ	ADJ;RL;SG	
personal	אישית	personal	אישית	ADJ;SG	ADV
terowongan	תעלות	terowongan	תעלה	N;SG	N;FEM;PL
terowongan	מנהרות	terowongan	מנהרה	N;SG	N;FEM;PL
mgr	מגר	mgr	מגר	PROPN	
theater	תיאטרון	theater	תיאטרון	PROPN	N;MASC;SG
ram	ראם	ram	ראם	PROPN	PROPN
ram	רם	ram	רם	PROPN	PROPN
subur	פורה	subur	פורה	ADJ;SG	
subur	פורייה	subur	פורייה	ADJ;SG	N;FEM;SG
subur	שופעת	subur	שופע	ADJ;SG	V;FEM;SG;V.PTCP;ACT
konsonan	עיצור	konsonan	עיצור	N	PROPN
waktunya	הזמן	waktu	הזמן	N;SG	
waktunya	טיים	waktu	טיים	N;SG	PROPN
leher	הצוואר	leher	הצוואר	N;SG	PROPN
leher	מפרקת	leher	פירק	N;SG	V;FEM;SG;V.PTCP;ACT
leher	צוואר	leher	צוואר	N;SG	PROPN
leher	צוואר	leher	צוואר	N;SG	PROPN
kedaulatan	הריבונות	kedaulatan	הריבונות	N;SG	PROPN
kedaulatan	שליט	kedaulatan	שליט	N;SG	PROPN
kedaulatan	ריבונית	kedaulatan	ריבוני	N;SG	ADV
konservatif	השמרנים	konservatif	השמרן	ADJ;SG	N;MASC;PL
konservatif	שמרנות	konservatif	שמרנות	ADJ;SG	N;FEM;SG
konservatif	שמרנית	konservatif	שמרני	ADJ;SG	ADV
terasa	מרגישה	terrasa	הרגיש	V;SG;PASS	V;FEM;SG;V.PTCP;ACT
terasa	מרגיש	terrasa	הרגיש	V;SG;PASS	V;MASC;SG;V.PTCP;ACT
stop	עצור	stop	עצור	PROPN	
ekspresi	הבעות	ekspresi	הבעה	N;SG	N;FEM;PL
ekspresi	ביטויים	ekspresi	ביטוי	N;SG	N;MASC;PL
sejahtera	משגשגת	sejahtera	שגשג	ADJ;SG	V;FEM;SG;V.PTCP;ACT
sejahtera	משגשג	sejahtera	משגשג	ADJ;SG	N;MASC;SG
rumit	מורכבים	rumit	מורכב	ADJ;SG	V;MASC;PL;V.PTCP;PASS
rumit	מורכב	rumit	מורכב	ADJ;SG	V;MASC;SG;V.PTCP;PASS
rumit	מורכבת	rumit	הורכב	ADJ;SG	V;FEM;SG;V.PTCP;PASS
rumit	מתחם	rumit	מתחם	ADJ;SG	PROPN
rumit	תסביך	rumit	תסביך	ADJ;SG	PROPN
rumit	מורכב	rumit	מורכב	ADJ;SG	V;MASC;SG;V.PTCP;PASS
key	המפתחות	key	המפתחות	PROPN	N;FEM;PL
key	מפתחות	key	מפתח	PROPN	N;MASC;PL
key	מפתח	key	מפתח	PROPN	N;MASC;SG
key	מקש	key	מקש	PROPN	PROPN
key	המפתח	key	המפתח	PROPN	PROPN
praktis	מעשי	praktis	מעשה	ADJ;SG	N;PSSD;MASC;PL
princess	הנסיכה	princess	הנסיכה	PROPN	V;FEM;SG;3;PST;ACT
princess	נסיכה	princess	נסיכה	PROPN	PROPN
mal	הקניון	mal	הקניון	N	PROPN
mal	קניון	mal	קניון	N	PROPN
mal	מאל	mal	מאל	N	
mal	מל	mal	מל	N	PROPN
nature	הטבע	nature	הטבע	PROPN	
nature	טבע	nature	טבע	PROPN	
liat	ליאת	liat	ליאת	ADJ;SG	PROPN
biak	גזע	biak	גזע	PROPN;SG	N;MASC;SG
sen	סנטים	sen	סנט		N;MASC;PL
sen	סאן	sen	סאן		PROPN
sen	סן	sen	סן		PROPN
belah	לפצל	belah	פיצל		V;NFIN;ACT
belah	פיצול	belah	פיצול		N;MASC;SG
benjamin	בנימין	benjamin	בנימין	N	PROPN
apostolik	האפוסטולית	apostolik	האפוסטולי	N	PROPN
wars	המלחמות	wars	המלחמות	PROPN	N;FEM;PL
wars	מלחמות	wars	מלחמה	PROPN	N;FEM;PL
lisa	ליסה	lisa	ליסה	PROPN	PROPN
penangkapan	מעצרים	pentangkapan	מעצר	N;SG	N;MASC;PL
penangkapan	ללכוד	pentangkapan	ללכוד	N;SG	V;NFIN;ACT
agency	סוכנות	agency	סוכנות	PROPN	N;FEM;SG
agency	הסוכנות	agency	הסוכנות	PROPN	N;FEM
lab	מעבדות	lab	מעבדה	PROPN;SG	N;FEM;PL
lab	מעבדה	lab	מעבדה	PROPN;SG	N;FEM;SG
poster	כרזות	poster	כרזות	N;SG	N;FEM;PL
poster	הכרזות	poster	הכרזה	N;SG	N;FEM;PL
poster	פוסטרים	poster	פוסטרי	N;SG	N;MASC;PL
intelektual	אינטלקטואלים	intelektual	אינטלקטואל	ADJ;SG	N;MASC;PL
intelektual	אינטלקטואלית	intelektual	אינטלקטואלי	ADJ;SG	ADV
intelektual	אינטלקטואלית	intelektual	אינטלקטואלי	ADJ;SG	ADV
munich	מינכן	munich	מינכן	PROPN	PROPN
catur	שחמט	catur	שחמט	PROPN	N;MASC;SG
catur	שח	catur	שח	PROPN	
abjad	אלפבית	abjad	אלפבית	N;SG	PROPN
unggul	ממונה	unggul	מונה	ADJ;SG	V;MASC;SG;V.PTCP;PASS
unggul	עליונות	unggul	עליונות	ADJ;SG	N;FEM;SG
unggul	נעלה	unggul	נעלה	ADJ;SG	
oposisi	האופוזיציה	oposisi	האופוזיציה	N;SG	PROPN
norma	נורמות	norma	נורמה	N;SG	N;FEM;PL
norma	נורם	norma	נורם	N;SG	PROPN
seks	מין	seks	מין	N;SG	
seks	סקס	seks	סקס	N;SG	
toronto	טורונטו	toronto	טורונטו	PROPN	PROPN
pipa	צינורות	pipa	צינור	N;SG	N;MASC;PL
pennsylvania	פנסילבניה	pennsylvania	פנסילבניה	PROPN	PROPN
genetik	גנטית	genetik	גנטי	N;SG	PROPN
ari	ארי	ari	ארי	PROPN	PROPN
rumus	הנוסחה	rumus	הנוסחה	N;SG	PROPN
rumus	פורמולה	rumus	פורמולה	N;SG	PROPN
rumus	נוסחאות	rumus	נוסחה	N;SG	N;FEM;PL
akrab	מוכר	akrab	מוכר	ADJ;SG	
brigade	חטיבות	brigade	חטיבה	PROPN	N;FEM;PL
brigade	חטיבה	brigade	חטיבה	PROPN	N;FEM;SG
brigade	חטיבת	brigade	חטיבה	PROPN	N;PSSD;FEM;SG
uruguay	אורוגוואי	uruguay	אורוגוואי	N	PROPN
ground	קרקע	ground	קרקע	PROPN	N;FEM;SG
baron	הברון	baron	הברון	PROPN	PROPN
baron	ברון	baron	ברון	PROPN	PROPN
hero	גיבורה	hero	גיבור	PROPN	N;FEM;SG
hero	גיבור	hero	גיבור	PROPN	N;MASC;SG
willem	וילם	willem	וילם	PROPN	PROPN
kepribadian	אישים	kepribadian	אישים	N;SG	N;MASC;PL
aspal	המדרכה	aspal	המדרכה	N;SG	PROPN
aspal	אספלט	aspal	אספלט	N;SG	PROPN
since	מאז	since	מאז	PROPN	ADV
kiss	נשיקה	kiss	נשיקה	PROPN	N;FEM;SG
kiss	קיס	kiss	קיס	PROPN	PROPN
beruang	דובים	beruang	דוב	PROPN;SG	N;MASC;PL
beruang	הדובים	beruang	הדוב	PROPN;SG	N;MASC;PL
beruang	דוב	beruang	דוב	PROPN;SG	PROPN
ron	רון	ron	רון	PROPN	PROPN
grafis	גרפי	grafis	גרף	N	PROPN
bahagia	שמחה	bahagia	שמחה	ADJ;SG	PROPN
bahagia	שמח	bahagia	שמח	ADJ;SG	
bahagia	מאושרת	bahagia	מאושר	ADJ;SG	V;FEM;SG;V.PTCP;PASS
building	בונה	building	בנה	PROPN	
building	בניין	building	בניין	PROPN	N;MASC;SG
building	בנייה	building	בנייה	PROPN	N;FEM;SG
village	כפר	village	כפר	PROPN	N;MASC;SG
village	הכפר	village	הכפר	PROPN	
hadi	האדי	hadi	האדי	PROPN	PROPN
afganistan	אפגניסטן	afganistan	אפגניסטן	N;SG	PROPN
afganistan	אפגני	afganistan	אפגני	N;SG	PROPN
gray	אפורה	gray	אפורה	PROPN	ADJ;FEM;SG
gray	גריי	gray	גריי	PROPN	PROPN
gray	אפור	gray	אפור	PROPN	
misterius	מסתורית	misterius	מסתורי	ADJ;SG	PROPN
misterius	מסתורי	misterius	מסתורי	ADJ;SG	N;MASC;SG
misterius	מסתוריות	misterius	מסתורי	ADJ;SG	N;FEM;PL
misterius	מסתורין	misterius	מסתורין	ADJ;SG	N;MASC;SG
konstantinopel	קונסטנטינופול	konstantinopel	קונסטנטינופול	PROPN	PROPN
cut	קאט	cut	קאט	PROPN	PROPN
cut	לחתוך	cut	חתף	PROPN	V;NFIN;ACT
cut	חתך	cut	חתך	PROPN	
cut	חתוך	cut	חתוך	PROPN	
cruz	קרוז	cruz	קרוז	PROPN	PROPN
pintar	חכמה	pintar	חכמה	ADJ;SG	N;FEM;SG
pintar	חכם	pintar	חכם	ADJ;SG	
pintar	חכם	pintar	חכם	ADJ;SG	
pintar	חכמה	pintar	חכמה	ADJ;SG	N;FEM;SG
pintar	חכמים	pintar	חכם	ADJ;SG	N;MASC;PL
berlawanan	בניגוד	berlawanan	בניגוד	V;SG;ACT	CONJ
berlawanan	ההפך	berlawanan	ההפך	V;SG;ACT	
berlawanan	ההיפך	berlawanan	ההיפך	V;SG;ACT	PROPN
nations	אומות	nations	אומה	PROPN	N;FEM;PL
nations	האומות	nations	האומה	PROPN	N;FEM;PL
wisnu	וישנו	wisnu	וישן	PROPN	PROPN
exchange	החלפה	exchange	החלפה	PROPN	N;FEM;SG
persaingan	יריבויות	persaingan	יריבות	N;SG	N;FEM;PL
persaingan	יריבות	persaingan	יריבות	N;SG	N;FEM;PL
beriman	מאמין	berriman	האמין	PROPN;SG;ACT	V;MASC;SG;V.PTCP;ACT
beriman	מאמינה	berriman	האמין	PROPN;SG;ACT	V;FEM;SG;V.PTCP;ACT
terkini	אחרונות	terkini	אחרון	N;SG	N;FEM;PL
terkini	אחרונים	terkini	אחרון	N;SG	ADJ;MASC;PL
terkini	לאחרונה	terkini	לאחרונה	N;SG	ADV
tawaran	הצעות	tawaran	הצעה	N;SG	N;FEM;PL
tawaran	תציעו	tawaran	תציע	N;SG	PROPN
santiago	סנטיאגו	santiago	סנטיאגו	PROPN	PROPN
bertempat	אותרה	bertempat	אותר	V;SG;ACT	PROPN
bertempat	ממוקמת	bertempat	מוקם	V;SG;ACT	V;FEM;SG;V.PTCP;PASS
bertempat	ממוקם	bertempat	מוקם	V;SG;ACT	V;MASC;SG;V.PTCP;PASS
mencuri	גנב	mencuri	גנב	V;SG;ACT	
mencuri	גנבה	mencuri	גניבה	V;SG;ACT	N;FEM;SG
mencuri	גנבת	mencuri	גניבה	V;SG;ACT	N;FEM;SG
mencuri	גניבה	mencuri	גניבה	V;SG;ACT	N;FEM;SG
mencuri	גניבת	mencuri	גניבה	V;SG;ACT	N;FEM;SG
mencuri	גניבה	mencuri	גניבה	V;SG;ACT	N;FEM;SG
dos	דוס	dos	דוס	PROPN	PROPN
membran	ממברנות	membran	מבברן	N;SG	N;FEM;PL
membran	קרום	membran	קרום	N;SG	PROPN
mewah	מותרות	mewah	מותרות	N;SG	
mewah	מפוארת	mewah	מפואר	N;SG	V;FEM;SG;V.PTCP;PASS
mewah	מפואר	mewah	מפואר	N;SG	V;MASC;SG;V.PTCP;PASS
mewah	פנסי	mewah	פנסי	N;SG	PROPN
mewah	מהודר	mewah	מהודר	N;SG	ADJ;MASC;SG
mewah	מפוארת	mewah	מפואר	N;SG	V;FEM;SG;V.PTCP;PASS
mewah	מפואר	mewah	מפואר	N;SG	V;MASC;SG;V.PTCP;PASS
perkara	דברים	perkara	דבר	N;SG	N;MASC;PL
kekasih	מאהבת	kekasih	None	N;SG	
kekasih	מאהב	kekasih	מאהב	N;SG	PROPN
kekasih	המאהב	kekasih	המאהב	N;SG	PROPN
tree	עץ	tree	עץ	PROPN	N;MASC;SG
huang	הואנג	huang	הואנג	PROPN	PROPN
intelijen	מודיעין	intelijen	מודיעין	N;SG	PROPN
diinginkan	רצוי	diinginkan	None	V;SG;PASS	ADJ;MASC;SG
diinginkan	הרצוי	diinginkan	הרצוי	V;SG;PASS	PROPN
diinginkan	רצויה	diinginkan	רצוי	V;SG;PASS	ADJ;FEM;SG
diinginkan	מבוקשים	diinginkan	מבוקש	V;SG;PASS	ADJ;MASC;PL
diinginkan	מבוקשת	diinginkan	מבוקש	V;SG;PASS	ADJ;FEM;SG
diinginkan	מבוקש	diinginkan	מבוקש	V;SG;PASS	ADJ;MASC;SG
diinginkan	רצה	diinginkan	רצה	V;SG;PASS	V;MASC;SG;3;PST;ACT
yaman	תימן	yaman	None	PROPN;SG	PROPN
yaman	תימני	yaman	תימן	PROPN;SG	PROPN
kelly	קלי	kelly	קלי	PROPN	
das	דאס	das	דאס	PROPN	PROPN
penghuni	דייר	penhuni	דייר	N;SG	
penghuni	מתמחים	penhuni	התמחה	N;SG	V;MASC;PL;V.PTCP
penghuni	תושבים	penhuni	תושב	N;SG	N;MASC;PL
membatasi	גבול	menbatasi	גבול	V;SG;ACT	N;MASC;SG
membatasi	מגבלה	menbatasi	מגבלה	V;SG;ACT	N;FEM;SG
membatasi	הגבלה	menbatasi	הגבלה	V;SG;ACT	N;FEM;SG
bernyanyi	שרים	bernyanyi	שר	V;SG;ACT	N;MASC;PL
bernyanyi	שירה	bernyanyi	שירה	V;SG;ACT	
bernyanyi	שר	bernyanyi	שר	V;SG;ACT	N;MASC;SG
pembunuh	רוצחים	penbunuh	רוצח	N;SG	N;MASC;PL
pembunuh	מתנקשים	penbunuh	התנקש	N;SG	N;MASC;PL
pembunuh	רוצח	penbunuh	רצח	N;SG	PROPN
pembunuh	רוצחת	penbunuh	רצח	N;SG	V;FEM;SG;V.PTCP;ACT
pembunuh	רוצח	penbunuh	רצח	N;SG	PROPN
pembunuh	רוצחת	penbunuh	רצח	N;SG	V;FEM;SG;V.PTCP;ACT
pembunuh	רוצחים	penbunuh	רוצח	N;SG	N;MASC;PL
pembunuh	מתנקש	penbunuh	מתנקש	N;SG	V;MASC;SG;V.PTCP
pembunuh	רוצחים	penbunuh	רוצח	N;SG	N;MASC;PL
pakai	שימוש	pakai	שימוש	V;SG;ACT	N;MASC;SG
pakai	לבש	pakai	לבש	V;SG;ACT	PROPN
soccer	כדורגל	soccer	כדורגל	PROPN	N;MASC;SG
morning	בוקר	morning	בוקר	PROPN	N;MASC;SG
gabriel	גבריאל	gabriel	גבריאל	PROPN	PROPN
pon	לירה	pon	לירה	PROPN	PROPN
pon	פאונד	pon	פאונד	PROPN	PROPN
pon	קילו	pon	קילוגרם	PROPN	N;MASC;SG
pon	קילוגרם	pon	קילוגרם	PROPN	N;MASC;SG
pon	פאונד	pon	פאונד	PROPN	PROPN
basah	רטובות	basah	רטוב	ADJ;SG	
basah	רטובה	basah	רטוב	ADJ;SG	
basah	רטובים	basah	רטוב	ADJ;SG	N;MASC;PL
songs	שירים	songs	שיר	PROPN	N;MASC;PL
songs	השירים	songs	השיר	PROPN	N;MASC;PL
tegangan	מדגישה	tegangan	הדגיש	N;SG	V;FEM;SG;V.PTCP;ACT
resimen	גדוד	resimen	גדוד	N	PROPN
resimen	הגדודי	resimen	הגדודי	N	PROPN
pupuk	דשן	pupuk	דשן	N	PROPN
pupuk	דשן	pupuk	דשן	N	PROPN
pupuk	דשן	pupuk	דשן	N	PROPN
asy	אש	asy	אש	PROPN	N;FEM;SG
asy	אפר	asy	אפר	PROPN	
penciptaan	היצירה	penciptaan	היצירה	N;SG	ADV
theatre	תיאטרון	theatre	תיאטרון	PROPN	N;MASC;SG
duri	קוצים	duri	קוצה	N;SG	N;MASC;PL
duri	קוץ	duri	קוץ	N;SG	
permata	תכשיט	permata	תכשיט	N;SG	PROPN
permata	תכשיטי	permata	תכשיט	N;SG	PROPN
permata	תכשיטים	permata	תכשיט	N;SG	N;MASC;PL
penyelidikan	חקירות	penselidikan	חקירה	N;SG	N;FEM;PL
transisi	מעברים	transisi	מעבר	N;SG	N;MASC;PL
transisi	המעבר	transisi	המעבר	N;SG	PROPN
transisi	מעבר	transisi	מעבר	N;SG	
gram	גרם	gram	גרם	N;SG	PROPN
gram	גרם	gram	גרם	N;SG	PROPN
korean	קוריאנית	korean	קורינני	PROPN	PROPN
korean	קוריאני	korean	קוריאני	PROPN	PROPN
wright	רייט	wright	רייט	PROPN	PROPN
garden	הגינה	garden	הגין	PROPN	N;FEM;SG
garden	גן	garden	גן	PROPN	N;MASC;SG
garden	הגן	garden	הגן	PROPN	
garden	גינה	garden	גינה	PROPN	N;FEM;SG
reza	רזא	reza	רזא	PROPN	PROPN
eastern	המזרחי	eastern	המזרח	PROPN	PROPN
eastern	מזרח	eastern	מזרח	PROPN	N;MASC;SG
sutra	סוטרה	sutra	סוטרה	N	PROPN
sutra	משי	sutra	משי	N	PROPN
sutra	סילק	sutra	סילק	N	V;MASC;SG;3;PST;ACT
sutra	משי	sutra	משי	N	PROPN
pidana	פלילי	pidana	פלילי	N	ADJ;MASC;SG
pidana	פלילית	pidana	פלילי	N	ADV
mac	מאק	mac	מאק	PROPN	PROPN
mac	mac	mac	mac	PROPN	PROPN
mac	מק	mac	מק	PROPN	PROPN
bina	יבנה	bina	יבנה	PROPN;SG	PROPN
bina	בנה	bina	בנה	PROPN;SG	
bina	לבנות	bina	בנה	PROPN;SG	V;NFIN;ACT
mega	מגה	mega	מגה	PROPN	PROPN
penjual	סלרס	penjual	סלרס	N;SG	PROPN
penjual	המוכרים	penjual	המוכר	N;SG	N;MASC;PL
penjual	מוכרים	penjual	מוכר	N;SG	N;MASC;PL
penjual	המוכר	penjual	המוכר	N;SG	
penjual	מוכר	penjual	מוכר	N;SG	
atp	atp	atp	atp	PROPN	PROPN
present	מתנה	present	מתנה	PROPN	
present	הווה	present	הווה	PROPN	PROPN
