守山	moriyama	守山	moriya	PROPN	N;DAT;FEM;DU
マジカル	čarobna	マジカル	čaroben	PROPN	ADJ;NOM;FEM;SG
マジカル	magično	マジカル	magičen	PROPN	ADJ;NOM;NEUT;SG
マジカル	čaroben	マジカル	čaroben	PROPN	ADJ;NOM;INDF;MASC;SG
マジカル	čarobno	マジカル	čarobno	PROPN	ADJ;NOM;NEUT;SG
リクルート	zaposli	リクルート	zaposliti	PROPN	V;PFV;IND;SG;3;PRS;FIN
ソート	razvrščanje	ソート	razvrščanje	V	N;NOM;NEUT;SG
紅茶	tea	紅茶	tea	N	
デア	der	デア	der	PROPN	
ノーラン	nolan	ノーラン	nolan	PROPN	N;NOM;MASC;SG
ピッコロ	piccolo	ピッコロ	piccol	PROPN	N;NOM;MASC;SG
ヴィンセント	vincent	ヴィンセント	vincent	PROPN	N;NOM;MASC;SG
ヴィンセント	vincenta	ヴィンセント	vincent	PROPN	N;ACC;MASC;SG
ハイライト	poudarila	ハイライト	poudariti	N	V;PFV;FEM;SG;V.PTCP
ハイライト	poudarjeno	ハイライト	poudarjen	N	ADJ;NOM;NEUT;SG;V.PTCP
ハイライト	poudarja	ハイライト	poudarjati	N	V;IPFV;IND;SG;3;PRS;FIN
ハイライト	poudari	ハイライト	poudariti	N	V;PFV;IND;SG;3;PRS;FIN
ハイライト	poudariti	ハイライト	poudariti	N	V;PFV;NFIN
ポーラ	paulo	ポーラ	paula	N	PROPN;NOM;MASC;SG
エスパーニャ	españa	エスパーニャ	españa	PROPN	PROPN;NOM;FEM;SG
マーチン	martina	マーチン	martina	PROPN	N;ACC;MASC;SG
マーチン	martin	マーチン	martin	PROPN	N;NOM;MASC;SG
八田	hatta	八田	hatta	PROPN	N;NOM;MASC;SG
リラ	lir	リラ	lira	PROPN	N;GEN;FEM;SG
リラ	rila	リラ	rila	PROPN	N;NOM;MASC;SG
せり	dražbe	せり	dražba	PROPN	N;NOM;FEM;PL
リベラル	liberalni	リベラル	liberalen	N	ADJ;NOM;MASC;SG
ゼルダ	zelda	ゼルダ	zelda	PROPN	N;NOM;FEM;SG
共感	empatije	共感	empatija	V	N;NOM;FEM;PL
五	five	五	fiv	NUM	
税金	davčna	税金	davčen	N	ADJ;NOM;FEM;SG
登る	vzpon	登る	vzpon	V	N;NOM;MASC;SG
隔離	osamitev	隔離	osamitev	V	N;NOM;FEM;SG
隔離	izolacija	隔離	izolacija	V	N;NOM;FEM;SG
隔離	izolacijo	隔離	izolacija	V	N;ACC;FEM;SG
バーレーン	bahrajnu	バーレーン	bahrajen	PROPN	N;DAT;MASC;SG
不便	nevšečnosti	不便	nevšečnost	ADJ	N;GEN;FEM;PL
不便	neprijetnosti	不便	neprijetnost	ADJ	N;NOM;FEM;PL
ブラームス	brahms	ブラームス	brahms	PROPN	N;NOM;MASC;SG
伸一	shinichi	伸一	shinich	PROPN	N;NOM;FEM;SG
キャメロン	cameron	キャメロン	cameron	PROPN	N;NOM;MASC;SG
染め	barvane	染める	barvan	V	N;NOM;FEM;PL
マーキュリー	mercury	マーキュリー	mercury	PROPN	N;NOM;MASC;SG
マーキュリー	merkur	マーキュリー	merkur	PROPN	N;NOM;MASC;SG
知識人	intelektualna	知識人	intelektualen	N	ADJ;NOM;FEM;SG
知識人	intelektualne	知識人	intelektualen	N	ADJ;NOM;FEM;PL
知識人	intelektualno	知識人	intelektualno	N	ADJ;NOM;NEUT;SG
神保	jimbo	神保	jimba	PROPN	
ノエル	noel	ノエル	noelo	PROPN	PROPN;NOM;MASC;SG
絶縁	izolirana	絶縁	izoliran	V	ADJ;NOM;FEM;SG;V.PTCP
絶縁	izolirani	絶縁	izoliran	V	ADJ;NOM;MASC;PL;V.PTCP
絶縁	izolirane	絶縁	izoliran	V	ADJ;NOM;FEM;PL;V.PTCP
絶縁	izolirano	絶縁	izoliran	V	ADJ;NOM;NEUT;SG;V.PTCP
ナタリー	natalie	ナタリー	natalei	PROPN	PROPN;NOM;FEM;SG
橿原	kashihara	橿原	kashihar	PROPN	N;NOM;MASC;SG
カーティス	curtis	カーティス	curtis	PROPN	PROPN;NOM;MASC;SG
ドミニク	dominic	ドミニク	dominica	PROPN	PROPN;NOM;MASC;SG
ビルバオ	bilbao	ビルバオ	bilbao	PROPN	PROPN;NOM;MASC;SG
軍縮	razorožil	軍縮	razorožiti	N	V;PFV;MASC;SG;V.PTCP
ガリレオ	galileo	ガリレオ	galiti	PROPN	N;NOM;MASC;SG
ポテンシャル	potencialno	ポテンシャル	potencialen	N	ADV
ジャスティン	justin	ジャスティン	justin	PROPN	N;NOM;MASC;SG
シング	singh	シング	singh	PROPN	N;NOM;MASC;SG
デュッセル	düsseldorf	デュッセル	düsseldorf	PROPN	PROPN;NOM;MASC;SG
ジュピター	jupiter	ジュピター	jupiter	PROPN	N;NOM;MASC;SG
ユヴェントス	juventus	ユヴェントス	juventus	PROPN	N;NOM;MASC;SG
サイレン	sirena	サイレン	siren	N	ADJ;NOM;FEM;SG
サイレン	sireno	サイレン	sirena	N	ADV
リビング	živeti	リビング	živeti	N	V;IPFV;NFIN
リビング	živel	リビング	živeti	N	V;IPFV;MASC;SG;V.PTCP
リビング	živela	リビング	živeti	N	V;IPFV;FEM;SG;V.PTCP
チャド	chad	チャド	chad	PROPN	PROPN;NOM;MASC;SG
キノ	kino	キノ	kino	PROPN	N;NOM;MASC;SG
ドロー	narisal	ドロー	narisati	N	V;PFV;MASC;SG;V.PTCP
済州	jeju	済州	jesti	PROPN	N;NOM;MASC;SG
収縮	krčenje	収縮	krčenje	V	N;NOM;NEUT;SG
カスタマイズ	prilagodi	カスタマイズ	prilagoditi	N	V;PFV;IND;SG;3;PRS;FIN
カスタマイズ	prilagodi	カスタマイズ	prilagoditi	N	V;PFV;IND;SG;3;PRS;FIN
バングラデシュ	bangladešu	バングラデシュ	bangladeš	PROPN	N;DAT;MASC;SG
ペルシャ	perzijski	ペルシャ	perzijski	PROPN	ADJ;NOM;MASC;SG
青函	seikan	青函	seikan	PROPN	N;NOM;MASC;SG
検知	zaznavanje	検知	zaznavanje	V	N;NOM;NEUT;SG
検知	zaznava	検知	zaznava	V	N;NOM;FEM;SG
検知	odkrivanje	検知	odkrivanje	V	N;NOM;NEUT;SG
検知	odkrite	検知	odkriti	V	ADJ;NOM;FEM;PL
検知	ugotovljena	検知	ugotovljen	V	ADJ;NOM;FEM;SG;V.PTCP
検知	odkrita	検知	odkriti	V	ADJ;NOM;FEM;SG;V.PTCP
フレディ	freddy	フレディ	freddy	PROPN	N;NOM;MASC;SG
ソチ	soči	ソチ	sočiti	PROPN	PROPN;NOM;FEM;SG
南陽	nanyo	南陽	nanyo	PROPN	
レイチェル	rachel	レイチェル	rachel	PROPN	N;NOM;FEM;SG
バンクス	banks	バンクス	banks	PROPN	
バンクス	bankam	バンクス	banka	PROPN	N;DAT;FEM;PL
バンクス	bankah	バンクス	banka	PROPN	N;ESS;FEM;PL
バンクス	bankami	バンクス	banka	PROPN	N;NOM;FEM;PL
バンクス	banke	バンクス	banka	PROPN	N;NOM;FEM;PL
陽気	veselo	陽気	veselo	ADJ	ADV
陽気	jolly	陽気	jolly	ADJ	PROPN;NOM;MASC;SG
ホルヘ	jorge	ホルヘ	jorga	PROPN	N;NOM;MASC;SG
概説	obris	概説	obris	V	N;NOM;MASC;SG
概説	povzetek	概説	povzetek	V	N;NOM;MASC;SG
マグロ	tuna	マグロ	tuna	N	ADJ;NOM;FEM;SG
ジョイ	veselje	ジョイ	veselje	PROPN	N;NOM;NEUT;SG
ジョイ	radost	ジョイ	radost	PROPN	N;NOM;FEM;SG
ジョイ	radosti	ジョイ	radost	PROPN	N;NOM;FEM;PL
ジョイ	joy	ジョイ	joy	PROPN	PROPN;NOM;MASC;SG
クッキング	kuhanje	クッキング	kuhanje	PROPN	N;NOM;NEUT;SG
リーク	uhajanje	リーク	uhajanje	V	N;NOM;NEUT;SG
リーク	puščanje	リーク	puščanje	V	N;NOM;NEUT;SG
プッシュ	pritisni	プッシュ	pritisniti	N	V;PFV;IND;SG;2;FIN
グアテマラ	gvatemali	グアテマラ	gvatemati	PROPN	V;IPFV;MASC;PL;V.PTCP
グアテマラ	gvatemalski	グアテマラ	gvatemalski	PROPN	ADJ;NOM;MASC;PL
フライデー	petek	フライデー	petek	PROPN	N;INAN;ACC;MASC;SG
可視	vidno	可視	vidno	N	ADV
可視	vidni	可視	viden	N	ADJ;NOM;MASC;PL
可視	viden	可視	viden	N	ADJ;NOM;INDF;MASC;SG
可視	vidna	可視	viden	N	ADJ;NOM;FEM;SG
メタン	metana	メタン	metana	PROPN	N;NOM;NEUT;SG
メタン	metan	メタン	metana	PROPN	N;NOM;MASC;SG
長方形	pravokotna	長方形	pravokoten	N	ADJ;NOM;FEM;SG
長方形	pravokotnih	長方形	pravokoten	N	ADJ;GEN;MASC;PL
長方形	pravokotno	長方形	pravokotno	N	ADV
河南省	henan	河南省	henan	PROPN	N;NOM;MASC;SG
ユーリ	yuri	ユーリ	yuri	PROPN	
ユーリ	jurij	ユーリ	jurij	PROPN	N;NOM;MASC;SG
ホルシュタイン	holstein	ホルシュタイン	holstein	PROPN	PROPN;NOM;MASC;SG
手足	ude	手足	uda	N	
丸い	krog	丸く	krog	ADJ	N;NOM;MASC;SG
丸い	rundo	丸く	rundo	ADJ	N;ACC;FEM;SG
ジェラルド	gerald	ジェラルド	gerald	PROPN	N;NOM;MASC;SG
ライデン	leiden	ライデン	leiden	PROPN	
嫌悪	zgrožen	嫌悪	zgrožen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
嫌悪	gnus	嫌悪	gnus	V	N;NOM;MASC;SG
嫌悪	nenaklonjenost	嫌悪	nenaklonjenost	V	N;NOM;FEM;SG
美馬	mima	美馬	mima	PROPN	N;NOM;FEM;SG
ペレ	pele	ペレ	pele	PROPN	
昨日	včeraj	昨日	včeraj	N	ADV
ブルネイ	brunej	ブルネイ	brunej	PROPN	N;NOM;MASC;SG
人道	humanitarni	人道	humanitaren	N	ADJ;NOM;MASC;SG
人道	humanitarne	人道	humanitaren	N	ADJ;NOM;FEM;PL
人道	humanitarno	人道	humanitaren	N	ADJ;NOM;NEUT;SG
引き出し	predal	引き出す	predati	V	N;NOM;MASC;SG
引き出し	predale	引き出す	predati	V	N;ACC;MASC;PL
ロジェ	roger	ロジェ	roger	PROPN	N;NOM;MASC;SG
ロジェ	sprejeto	ロジェ	sprejet	PROPN	ADJ;NOM;NEUT;SG;V.PTCP
我慢	potrpljenje	我慢	potrpljenje	V	N;NOM;NEUT;SG
我慢	potrpežljivost	我慢	potrpežljivost	V	N;NOM;FEM;SG
トスカーナ	toskani	トスカーナ	toskan	PROPN	ADJ;NOM;MASC;SG
カルメン	carmen	カルメン	carmen	PROPN	N;NOM;MASC;SG
カルメン	karmen	カルメン	karmen	PROPN	PROPN;NOM;FEM;SG
ファイターズ	borca	ファイターズ	borec	PROPN	N;NOM;MASC;SG
ファイターズ	borci	ファイターズ	borec	PROPN	N;NOM;MASC;PL
ファウスト	faust	ファウスト	faust	PROPN	N;NOM;MASC;SG
ファシズム	fašistični	ファシズム	fašističen	N	ADJ;NOM;MASC;SG
テナー	tenor	テナー	tenor	PROPN	N;NOM;MASC;SG
ハルビン	harbin	ハルビン	harbin	PROPN	PROPN;NOM;MASC;SG
組み込み	vgrajeni	組み込み	vgrajen	V	ADJ;NOM;MASC;PL;V.PTCP
組み込み	vgrajeno	組み込み	vgrajen	V	ADJ;NOM;NEUT;SG;V.PTCP
マインツ	mainz	マインツ	mainza	PROPN	PROPN;NOM;MASC;SG
プラトン	platon	プラトン	platon	PROPN	N;NOM;MASC;SG
タップ	pipe	タップ	pipa	V	N;NOM;FEM;SG
タップ	pip	タップ	pip	V	N;NOM;FEM;SG
タップ	pipe	タップ	pipa	V	N;NOM;FEM;SG
欠如	pomanjkanje	欠如	pomanjkanje	V	N;NOM;NEUT;SG
ロミオ	romeo	ロミオ	romeo	PROPN	N;NOM;MASC;SG
おしゃれ	elegantno	おしゃれ	eleganten	ADJ	ADV
合理化	racionalizacija	合理化	racionalizacija	V	N;NOM;FEM;SG
定量	količinsko	定量	količinski	N	ADV
定量	kvantitativne	定量	kvantitativen	N	ADJ;NOM;FEM;PL
定量	količinske	定量	količinski	N	ADJ;NOM;FEM;PL
ヒデ	skrij	ヒデ	skrij	PROPN	V;IPFV;IMP;PL;2;FIN
ブルックス	brooks	ブルックス	brooks	PROPN	N;NOM;MASC;SG
遼寧省	liaoning	遼寧省	liaoning	PROPN	N;NOM;MASC;SG
ピエトロ	pietro	ピエトロ	pietro	PROPN	PROPN;NOM;MASC;SG
ドク	dohtar	ドク	dohtar	PROPN	N;NOM;MASC;SG
ドク	doc	ドク	doc	PROPN	N;NOM;MASC;SG
ドク	dok	ドク	dok	PROPN	N;NOM;MASC;SG
ホイットニー	whitney	ホイットニー	whitney	PROPN	PROPN;NOM;FEM;SG
和睦	spravo	和睦	sprava	V	N;ACC;FEM;SG
和睦	usklajevanje	和睦	usklajevanje	V	N;NOM;NEUT;SG
和睦	uskladitev	和睦	uskladitev	V	N;NOM;FEM;SG
生計	preživljanje	生計	preživljanje	V	N;NOM;NEUT;SG
真司	shinji	真司	shinji	PROPN	N;NOM;MASC;SG
ステロイド	steroidni	ステロイド	steroiden	PROPN	ADJ;NOM;MASC;PL
ステロイド	steroidov	ステロイド	steroid	PROPN	N;GEN;MASC;PL
ステロイド	steroide	ステロイド	steroid	PROPN	N;ACC;MASC;PL
ステロイド	steroidi	ステロイド	steroid	PROPN	N;NOM;MASC;PL
アトレティコ	atlético	アトレティコ	atlatica	PROPN	N;ACC;FEM;SG
アレクサンドラ	alexandra	アレクサンドラ	alexandra	PROPN	N;NOM;MASC;SG
アレクサンドラ	aleksandra	アレクサンドラ	aleksander	PROPN	N;NOM;MASC;SG
変調	modulacije	変調	modulacija	V	N;NOM;FEM;PL
メル	mel	メル	melo	PROPN	V;MASC;SG;V.PTCP
メル	mela	メル	mela	PROPN	V;IPFV;FEM;SG;V.PTCP
長子	najstarejša	長子	star	N	ADJ;NOM;RL;FEM;SG
長子	najstarejši	長子	star	N	ADJ;NOM;DEF;RL;MASC;SG
和義	kazujoši	和義	kazuj	PROPN	N;NOM;MASC;SG
ファルコン	falcon	ファルコン	falcon	PROPN	N;NOM;MASC;SG
ファルコン	sokol	ファルコン	sokol	PROPN	N;NOM;MASC;SG
ウガンダ	ugandski	ウガンダ	ugandski	PROPN	ADJ;NOM;MASC;PL
ウガンダ	ugandi	ウガンダ	uganda	PROPN	N;DAT;FEM;SG
許す	odpuščanja	許す	odpuščanje	V	N;GEN;NEUT;SG
許す	odpuščanje	許す	odpuščanje	V	N;NOM;NEUT;SG
カメルーン	kamerun	カメルーン	kamerun	PROPN	N;NOM;MASC;SG
コンプリート	popolna	コンプリート	popoln	N	ADJ;NOM;FEM;SG
コンプリート	popolno	コンプリート	popoln	N	ADJ;NOM;NEUT;SG
ジャニ	jani	ジャニ	jani	PROPN	PROPN;NOM;MASC;SG
リンチ	lynch	リンチ	lynch	N	PROPN;NOM;MASC;SG
バビロン	babilon	バビロン	babilon	PROPN	N;NOM;MASC;SG
カーネギー	carnegie	カーネギー	carnegia	PROPN	
ウェリントン	wellington	ウェリントン	wellington	PROPN	N;NOM;MASC;SG
リザ	liza	リザ	liza	PROPN	N;NOM;FEM;SG
マーラー	mahler	マーラー	mahler	PROPN	N;NOM;MASC;SG
カストロ	castra	カストロ	castra	PROPN	N;NOM;MASC;SG
カストロ	castro	カストロ	castro	PROPN	N;NOM;MASC;SG
ワシ	orel	ワシ	orela	PROPN	N;NOM;MASC;SG
ワシ	eagle	ワシ	eagel	PROPN	N;NOM;MASC;SG
ワシ	orla	ワシ	orel	PROPN	N;NOM;MASC;SG
新星	nova	新星	nov	N	ADJ;NOM;FEM;SG
テヘラン	teheranu	テヘラン	teheran	PROPN	N;DAT;MASC;SG
アントワーヌ	antoine	アントワーヌ	antoin	PROPN	N;NOM;MASC;SG
スキップ	preskoči	スキップ	preskočiti	N	V;PFV;IND;SG;3;PRS;FIN
スキップ	preskočila	スキップ	preskočiti	N	V;PFV;FEM;SG;V.PTCP
スキップ	preskočil	スキップ	preskočiti	N	V;PFV;MASC;SG;V.PTCP
絶叫	kriči	絶叫	krič	N	V;IPFV;IND;SG;3;PRS;FIN
絶叫	zakriči	絶叫	zakrič	N	V;PFV;IND;SG;3;PRS;FIN
手榴	granata	手榴	granati	N	V;IPFV;IND;DU;3;PRS;FIN
パルチザン	partizan	パルチザン	partizan	PROPN	N;NOM;MASC;SG
セネガル	senegalski	セネガル	senegalski	PROPN	ADJ;NOM;MASC;PL
セネガル	senegal	セネガル	senegati	PROPN	N;NOM;MASC;SG
浙江省	zhejiang	浙江省	zhejiang	PROPN	ADJ;NOM;INDF;MASC;SG;V.PTCP
ソーラー	sončna	ソーラー	sončen	PROPN	ADJ;NOM;FEM;SG
ソーラー	sončni	ソーラー	sončen	PROPN	ADJ;NOM;MASC;SG
ソーラー	sončne	ソーラー	sončen	PROPN	ADJ;NOM;FEM;PL
ソーラー	sončno	ソーラー	sončno	PROPN	ADJ;NOM;NEUT;SG
ニカラグア	nikaragve	ニカラグア	nikaragva	PROPN	ADJ;NOM;FEM;SG
ニカラグア	nikaragvi	ニカラグア	nikaragva	PROPN	N;NOM;FEM;SG
アラー	alah	アラー	alah	PROPN	N;NOM;MASC;SG
退屈	dolgčas	退屈	dolgčas	ADJ	ADV
退屈	dolgčas	退屈	dolgčas	ADJ	ADV
退屈	dolgčas	退屈	dolgčas	ADJ	ADV
シボレー	chevy	シボレー	chevy	PROPN	PROPN;NOM;MASC;SG
シボレー	chevrolet	シボレー	chevrolet	PROPN	N;NOM;MASC;SG
シフ	schiff	シフ	schiff	PROPN	
けい	keiko	けい	keiko	PROPN	N;NOM;FEM;SG
酸性	kisla	酸性	kisel	N	ADJ;NOM;FEM;SG
酸性	kislo	酸性	kisel	N	ADV
ウィークリー	tedenska	ウィークリー	tedenski	PROPN	ADJ;NOM;FEM;SG
ウィークリー	tedenski	ウィークリー	tedenski	PROPN	ADJ;NOM;MASC;SG
ウィークリー	tedensko	ウィークリー	tedensko	PROPN	ADV
アンジェラ	angela	アンジェラ	angel	PROPN	N;NOM;MASC;SG
リムジン	limuzina	リムジン	limuzina	PROPN	N;NOM;FEM;SG
リムジン	limuzina	リムジン	limuzina	PROPN	N;NOM;FEM;SG
試練	preizkusi	試練	preizkus	N	V;PFV;IND;SG;3;PRS;FIN
コンドル	kondor	コンドル	kondor	PROPN	N;NOM;MASC;SG
ヘルプ	pomagajte	ヘルプ	pomagati	N	V;IMP;PL;2;FIN
スーパーマン	superman	スーパーマン	superman	PROPN	N;NOM;MASC;SG
レンガ	brick	レンガ	brick	N	
ブラント	brant	ブラント	brant	PROPN	PROPN;NOM;MASC;SG
ブラント	brandt	ブラント	brandt	PROPN	N;NOM;MASC;SG
リベンジ	maščevanje	リベンジ	maščevanje	PROPN	N;NOM;NEUT;SG
ミヒャエル	mihael	ミヒャエル	mihati	PROPN	N;NOM;MASC;SG
ミヒャエル	michael	ミヒャエル	michael	PROPN	
投影	projekcija	投影	projekcija	V	N;NOM;FEM;SG
投影	projekcijo	投影	projekcija	V	N;ACC;FEM;SG
未婚	neporočena	未婚	neporočen	N	ADJ;NOM;FEM;SG
オルレアン	orleans	オルレアン	orleans	PROPN	PROPN;NOM;MASC;SG
オルレアン	orléans	オルレアン	orllans	PROPN	N;NOM;MASC;SG
蘇生	oživljanje	蘇生	oživljanje	V	N;NOM;NEUT;SG
わくわく	zanimivo	わくわく	zanimiv		ADJ;NOM;NEUT;SG
わくわく	razburljivo	わくわく	razburljiv		ADJ;NOM;NEUT;SG
わくわく	navdušen	わくわく	navdušen		ADJ;NOM;INDF;MASC;SG;V.PTCP
わくわく	navdušeni	わくわく	navdušen		ADJ;NOM;MASC;PL;V.PTCP
わくわく	navdušena	わくわく	navdušen		ADJ;NOM;FEM;SG;V.PTCP
わくわく	vznemirjen	わくわく	vznemirjen		ADJ;NOM;INDF;MASC;SG;V.PTCP
着信	prihajajoči	着信	prihajajoč	N	ADJ;NOM;MASC;PL;V.PTCP
着信	prihajajoče	着信	prihajajoč	N	ADJ;NOM;FEM;PL;V.PTCP
ベティ	betty	ベティ	betty	PROPN	PROPN;NOM;FEM;SG
サモア	samoe	サモア	samo	PROPN	N;NOM;FEM;PL
パーマー	palmer	パーマー	palmera	PROPN	N;NOM;MASC;SG
登米	tome	登米	tam	PROPN	PROPN;NOM;MASC;SG
ベーシック	osnovno	ベーシック	osnoven	N	ADJ;NOM;NEUT;SG
ベーシック	osnovni	ベーシック	osnoven	N	ADJ;NOM;MASC;PL
切り札	trump	切り札	trumpa	V	N;NOM;MASC;SG
小石川	koishikawa	小石川	koishikaw	PROPN	N;NOM;MASC;SG
東南	jugovzhodno	東南	jugovzhoden	N	ADV
東南	jugovzhodni	東南	jugovzhoden	N	ADJ;NOM;MASC;SG
アウディ	audi	アウディ	audi	PROPN	N;NOM;MASC;SG
乱暴	groba	乱暴	grob	ADJ	N;NOM;MASC;SG
乱暴	grobo	乱暴	grobo	ADJ	ADV
エヴァ	eva	エヴァ	eva	PROPN	PROPN;NOM;FEM;SG
エヴァ	evo	エヴァ	ev	PROPN	
後悔	obžalovanje	後悔	obžalovanje	V	N;NOM;NEUT;SG
後悔	obžalovanja	後悔	obžalovanje	V	N;GEN;NEUT;SG
後悔	obžalovanje	後悔	obžalovanje	V	N;NOM;NEUT;SG
後悔	obžalovanja	後悔	obžalovanje	V	N;GEN;NEUT;SG
ハエ	poletela	ハエ	poleteti	N	V;PFV;FEM;SG;V.PTCP
ハエ	leteti	ハエ	letet	N	V;IPFV;NFIN
エセックス	essex	エセックス	essex	PROPN	N;NOM;MASC;SG
マーベル	čudo	マーベル	čuda	PROPN	N;NOM;NEUT;SG
マーベル	marvel	マーベル	marvi	PROPN	N;NOM;MASC;SG
醍醐	daigo	醍醐	daigo	PROPN	
牛肉	goveji	牛肉	goveji	N	ADJ;NOM;DEF;MASC;SG
牛肉	goveje	牛肉	goveji	N	
ジョンストン	johnston	ジョンストン	johnston	PROPN	PROPN;NOM;MASC;SG
レジスタンス	upor	レジスタンス	upor	PROPN	N;NOM;MASC;SG
レジスタンス	odpornost	レジスタンス	odpornost	PROPN	N;NOM;FEM;SG
レジスタンス	odpor	レジスタンス	odpor	PROPN	N;NOM;MASC;SG
レジスタンス	upiranje	レジスタンス	upiranje	PROPN	N;NOM;NEUT;SG
胎児	zarodek	胎児	zarodek	PROPN	N;NOM;MASC;SG
マーカス	marcus	マーカス	marcus	PROPN	N;NOM;MASC;SG
チャールストン	charleston	チャールストン	charleston	PROPN	N;NOM;MASC;SG
好奇心	radovedna	好奇心	radoveden	N	ADJ;NOM;FEM;SG
好奇心	radovedni	好奇心	radoveden	N	ADJ;NOM;MASC;PL
好奇心	radoveden	好奇心	radoveden	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
エドウィン	edwin	エドウィン	edwin	PROPN	PROPN;NOM;MASC;SG
サタン	hudič	サタン	hudič	PROPN	N;NOM;MASC;SG
サタン	satana	サタン	satana	PROPN	N;NOM;MASC;SG
サタン	satan	サタン	satan	PROPN	N;NOM;MASC;SG
生態学	ekološki	生態学	ekološki	N	ADJ;NOM;MASC;PL
生態学	ekološka	生態学	ekološki	N	ADJ;NOM;FEM;SG
生態学	ekološko	生態学	ekološki	N	ADJ;NOM;NEUT;SG
フレックス	flex	フレックス	flex	PROPN	N;NOM;MASC;SG
九鬼	kuki	九鬼	kuka	PROPN	N;NOM;MASC;SG
ヘンダーソン	henderson	ヘンダーソン	henderson	PROPN	N;NOM;MASC;SG
光沢	bleščeči	光沢	bleščeč	N	ADJ;NOM;MASC;PL;V.PTCP
光沢	bleščeča	光沢	bleščeč	N	ADJ;NOM;FEM;SG;V.PTCP
光沢	bleščeče	光沢	bleščeč	N	ADJ;NOM;NEUT;SG;V.PTCP
トラウマ	travmo	トラウマ	travma	PROPN	N;ACC;FEM;SG
トラウマ	travme	トラウマ	travme	PROPN	N;NOM;FEM;PL
トラウマ	travma	トラウマ	travma	PROPN	N;NOM;FEM;SG
政治局	politbiroja	政治局	politbiro	PROPN	N;NOM;MASC;SG
ジブラルタル	gibraltarju	ジブラルタル	gibraltar	PROPN	N;DAT;MASC;SG
プレイボーイ	playboy	プレイボーイ	playboy	PROPN	N;NOM;FEM;SG
マーズ	mars	マーズ	mars	PROPN	N;NOM;MASC;SG
グレゴリー	gregor	グレゴリー	gregor	PROPN	N;NOM;MASC;SG
グレゴリー	gregory	グレゴリー	gregory	PROPN	N;NOM;MASC;SG
セバスティアン	sebastian	セバスティアン	sebastian	PROPN	PROPN;NOM;MASC;SG
セバスティアン	sebastiana	セバスティアン	sebastian	PROPN	N;ACC;MASC;SG
ゴダール	godard	ゴダール	godard	PROPN	N;NOM;MASC;SG
ナシオナル	nacional	ナシオナル	nacionati	PROPN	PROPN;NOM;MASC;SG
ドルトムント	dortmund	ドルトムント	dortmund	PROPN	N;NOM;MASC;SG
レミ	remi	レミ	rema	PROPN	N;NOM;MASC;SG
パウエル	powell	パウエル	powelati	PROPN	
ジョエル	joel	ジョエル	joel	PROPN	PROPN;NOM;MASC;SG
リッチー	ritchie	リッチー	ritchi	PROPN	N;NOM;MASC;SG
リッチー	richie	リッチー	richie	PROPN	PROPN;NOM;MASC;SG
馬術	konjeniški	馬術	konjeniški	N	ADJ;NOM;DEF;MASC;SG
ガードナー	gardner	ガードナー	gardner	PROPN	N;NOM;MASC;SG
知覚	dojemajo	知覚	dojemati	N	V;IPFV;IND;PL;3;PRS;FIN
クワ	mulberry	クワ	mulberry	PROPN	N;NOM;MASC;SG
ダーリン	draga	ダーリン	drag	PROPN	ADJ;NOM;FEM;SG
ブルズ	bike	ブルズ	bik	PROPN	N;NOM;MASC;SG
ブルズ	bikov	ブルズ	bik	PROPN	N;GEN;MASC;PL
ブルズ	biki	ブルズ	bik	PROPN	N;NOM;MASC;PL
勇敢	hrabro	勇敢	hrabro	ADJ	ADV
勇敢	pogumno	勇敢	pogumno	ADJ	ADV
テンソル	tenzor	テンソル	tenzor	PROPN	N;NOM;MASC;SG
ワンダフル	čudovito	ワンダフル	čudovito	PROPN	ADV
トムソン	thomson	トムソン	thomson	PROPN	
リエージュ	liège	リエージュ	limga	PROPN	PROPN;NOM;MASC;SG
洗練	prefinjenosti	洗練	prefinjenost	V	N;GEN;FEM;SG
レベッカ	rebeka	レベッカ	rebek	PROPN	N;NOM;FEM;SG
レベッカ	rebecca	レベッカ	rebecce	PROPN	N;NOM;MASC;SG
マルティネス	martinez	マルティネス	martinez	PROPN	N;NOM;MASC;SG
マルティネス	martínez	マルティネス	martínez	PROPN	N;NOM;MASC;SG
バクー	baku	バクー	bak	PROPN	N;NOM;MASC;SG
ウィレム	willem	ウィレム	will	PROPN	N;NOM;MASC;SG
フーガ	fugo	フーガ	fuga	PROPN	N;ACC;FEM;SG
キラキラ	bleščice	キラキラ	bleščica	PROPN	N;NOM;FEM;PL
キラキラ	bleščeča	キラキラ	bleščeč	PROPN	ADJ;NOM;FEM;SG;V.PTCP
ファックス	faks	ファックス	faks	PROPN	N;NOM;MASC;SG
無制	neomejena	無制	neomejen	N	ADJ;NOM;FEM;SG
無制	neomejen	無制	neomejen	N	ADJ;NOM;INDF;MASC;SG
無制	neomejeno	無制	neomejen	N	ADJ;NOM;NEUT;SG
島民	otočani	島民	otočan	N	ADJ;NOM;MASC;PL;V.PTCP
ミューズ	muza	ミューズ	muza	PROPN	N;NOM;FEM;SG
因果	vzročni	因果	vzročen	N	ADJ;NOM;MASC;PL
