바트	bart	바트	bart		N;INDF;MASC;SG
걷고	mersul	걷+고	mers	V	N;DEF;MASC;SG
범죄자	criminală	범죄자	criminal	N	ADJ;INDF;FEM;SG
명성	faimă	명성	faimă		N;INDF;FEM;SG
명성	faima	명성	faimă		N;DEF;FEM;SG
명성	fame	명성	famă		N;INDF;MASC;SG
명성	reputație	명성	reputație		N;INDF;FEM;SG
명성	reputația	명성	reputație		N;DEF;FEM;SG
명성	reputatie	명성	reputatie		N;INDF;FEM;SG
쏟아져	turnarea	쏟+아+지+어	turnare	V	N;DEF;FEM;SG
입술	lip	입술	lip	N	
마티	marty	마티	marty		PROPN
섀넌	shannon	개너+ㄴ	shannon	PROPN	PROPN
베니	benny	베니	benny		PROPN
비선형	neliniare	비선형	neliniar	N	ADJ;INDF;FEM;PL
카즈오	kazuo	카즈오	kazuo		PROPN
스무	douăzeci	스무	douăzeci		NUM;PL
스무	twenty	스무	twenty		N;INDF;MASC;SG
스무	douazeci	스무	douazeci		NUM;PL
리타	rita	리타	rita		N;DEF;FEM;SG
샤이니	shah	샤+이+니	shah		PROPN
손해	pierderile	손해	pierdere		N;DEF;FEM;PL
손해	pierderi	손해	pierdere		N;INDF;FEM;PL
손해	daune	손해	daună		N;INDF;FEM;PL
손해	pagube	손해	pagubă		N;INDF;FEM;PL
손해	avarii	손해	avarie		N;INDF;FEM;PL
손해	stricăciuni	손해	stricăciune		N;INDF;FEM;PL
버추얼	virtuală	버추+ㄴ	virtual	N	ADJ;INDF;FEM;SG
버추얼	virtuale	버추+ㄴ	virtual	N	ADJ;INDF;FEM;PL
버추얼	virtual	버추+ㄴ	virtual	N	ADJ;INDF;MASC;SG
어시스트	asistă	어시스트	asista	N	V;IND;SG;3;PST;FIN
브람스	brahms	브람스	brahms	N	PROPN
아이비	ivy	아이비	ivy		PROPN
스플리트	împărțit	스플리트	împărți	PROPN	ADJ;INDF;MASC;SG
스플리트	divizat	스플리트	diviza	PROPN	ADJ;INDF;MASC;SG
스플리트	split	스플리트	split	PROPN	N;INDF;MASC;SG
스플리트	împarte	스플리트	împărți	PROPN	V;IND;SG;3;PRS;FIN
베이컨	bacon	베이컨	bacon		N;INDF;MASC;SG
베이컨	slănină	베이컨	slănină		N;INDF;FEM;SG
코니	connie	코니	connie		N;INDF;MASC;SG
치프	sef	치프	sef		N;INDF;MASC;SG
치프	șef	치프	șef		N;INDF;MASC;SG
노스웨스턴	northwestern	노스웨스턴	northwestern	PROPN	PROPN
에베레스트	everest	에베레스트	everest	PROPN	N;INDF;MASC;SG
타원형	eliptice	타원형	eliptic		ADJ;INDF;FEM;PL
마일스	miles	마일스	miles		PROPN
마일스	kilometri	마일스	kilometru		N;INDF;MASC;PL
디나르	dinar	디나르	dinar	PROPN	N;INDF;MASC;SG
디나르	dinari	디나르	dinari	PROPN	N;INDF;MASC;PL
리처드슨	richardson	리처드슨	richardson	PROPN	PROPN
마인드	mințile	마인드	minte		N;DEF;FEM;PL
피드백	feedback	피드백	feedback		N;INDF;MASC;SG
공지	anunturi	공지	anunt	N	
잠금	debloca	잠금	debloca	N	V;IND;SG;3;IPFV;FIN
잠금	deblochează	잠금	debloca	N	V;IND;3;PRS;FIN
바하마	bahamas	바하마	bahamas	PROPN	N;INDF;MASC;SG
설리번	sullivan	설리번	sullivan		PROPN
훌리오	julio	자리+오	julio	PROPN	PROPN
루니	rooney	루니	rooney	N	PROPN
무례한	nepoliticos	무례+하+ㄴ	nepoliticos	V	ADJ;INDF;MASC;SG
매트	matt	매트	matt		PROPN
매트	mats	매트	mats		PROPN
항아리	borcan	항아리	borcan		N;INDF;MASC;SG
항아리	borcane	항아리	borcan		N;INDF;FEM;PL
엘런	ellen	엘런	ellen		PROPN
고마쓰	komatsu	고마쓰	komatsu		PROPN
지불	plateste	지불	platest		V;IND;SG;3;PRS;FIN
지불	plătește	지불	plăti		V;IND;SG;3;PRS;FIN
지불	plata	지불	plată		N;DEF;FEM;SG
지불	plată	지불	plată		N;INDF;FEM;SG
감지	detectată	감+지	detecta	N	ADJ;INDF;FEM;SG
감지	detectate	감+지	detecta	N	ADJ;INDF;FEM;PL
감지	detectat	감+지	detecta	N	ADJ;INDF;MASC;SG
감지	detecta	감+지	detecta	N	V;IND;SG;3;IPFV;FIN
감지	detectează	감+지	detecta	N	V;IND;3;PRS;FIN
네이션	națiune	네이션	națiune		N;INDF;FEM;SG
네이션	natiune	네이션	natiune		N;INDF;FEM;SG
네이션	neam	네이션	neam		N;INDF;MASC;SG
연습생	exersează	연습생	exersa	N	V;IND;3;PRS;FIN
연습생	practică	연습생	practica	N	V;IND;SG;3;PST;FIN
워프	warp	워프	warp		N;INDF;MASC;SG
갈라	gala	가르+아	gală		N;DEF;FEM;SG
갈라	gală	가르+아	gală		N;INDF;FEM;SG
아브라함	ibrahim	아브라함	ibrahim	PROPN	PROPN
아브라함	avraam	아브라함	avraam	PROPN	PROPN
아브라함	abraham	아브라함	abraha	PROPN	PROPN
아리스토텔레스	aristotel	아리스토텔레스	aristotel	PROPN	N;INDF;MASC;SG
체계적	sistematice	체계+적	sistematic	N	ADJ;INDF;FEM;PL
체계적	sistematică	체계+적	sistematic	N	ADJ;INDF;FEM;SG
체계적	sistematic	체계+적	sistematic	N	ADV
크로니클	cronica	크로니클	cronică		N;DEF;FEM;SG
크로니클	chronicle	크로니클	chroniclă		N;INDF;MASC;SG
자격증	certificată	자격증	certificat	N	ADJ;INDF;FEM;SG
가정교사	guvernantă	가정교사	guvernant	N	ADJ;INDF;FEM;SG
루미	rumi	루미	rumi		N;INDF;MASC;SG
매리너	mariner	매리너	mariner	PROPN	N;INDF;MASC;SG
남서	southwest	남서	southwest		PROPN
스완	lebădă	스완	lebădă		N;INDF;FEM;SG
스완	swan	스완	swan		PROPN
스완	lebăda	스완	lebădă		N;DEF;FEM;SG
흔적	trace	흔적	trace	N	
에드먼턴	edmonton	에드먼턴	edmonton	PROPN	PROPN
말라위	malawi	말라위	malak	PROPN	PROPN
캐치	prinde	캐치	prinde		V;IND;SG;3;PRS;FIN
캐치	captura	캐치	captură		N;DEF;FEM;SG
캐치	captură	캐치	captură		N;INDF;FEM;SG
세르비아인	sârb	세르비아인	sârb	N	ADJ;INDF;MASC;SG
세르비아인	sârb	세르비아인	sârb	N	ADJ;INDF;MASC;SG
넷스케이프	netscape	넷스케이프	netscape	PROPN	N;INDF;MASC;SG
오늘도	azi	오늘+도	azi		ADV
오늘도	astăzi	오늘+도	astăzi		ADV
부모님	parinti	부모님	parinti	N	
부모님	părinte	부모님	părinte	N	
부모님	parinte	부모님	parinte	N	
스위프트	swift	스위프트	swift		N;INDF
콜렉션	colectie	콜렉션	colectie		N;INDF;FEM;SG
콜렉션	colecţie	콜렉션	colecţie		N;INDF;FEM;SG
콜렉션	colecţia	콜렉션	colechie		N;DEF;FEM;SG
콜렉션	colecție	콜렉션	colecție		N;INDF;FEM;SG
콜렉션	colectare	콜렉션	colectare		N;INDF;FEM;SG
콜렉션	colecția	콜렉션	colecție		N;DEF;FEM;SG
단점	dezavantaj	단점	dezavantaj		ADJ;INDF;MASC;SG
단점	dezavantajul	단점	dezavantaj		N;DEF;MASC;SG
단점	dezavantaje	단점	dezavantaj		N;INDF;FEM;PL
단점	dezavantajele	단점	dezavantaj		N;DEF;FEM;PL
몬테레이	monterrey	몬테레이	monterrey		PROPN
펀자브	punjab	펀자브	punjab	PROPN	N;INDF;MASC;SG
펀자브	punjabi	펀자브	punjab	PROPN	N;INDF;MASC;SG
하버	harbour	하버	harbour		N;INDF;MASC;SG
무제한	nelimitată	무제+하+ㄴ	nelimitată	V	ADJ;INDF;FEM;SG
무제한	nelimitat	무제+하+ㄴ	nelimitat	V	ADJ;INDF;MASC;SG
무제한	nelimitate	무제+하+ㄴ	nelimitate	V	ADJ;INDF;FEM;PL
숨김	ascuns	숨김	ascuns	N	ADJ;INDF;MASC;SG
숨김	ascunsă	숨김	ascuns	N	ADJ;INDF;FEM;SG
숨김	ascunse	숨김	ascuns	N	ADJ;INDF;FEM;PL
메사	mesa	메사	mesa		N;DEF;FEM;SG
매기	maggie	매+기	maggie		N;INDF;FEM;SG
귀도	guido	귀+도	guido		PROPN
닫습니다	închide	닫+습니다	închide		V;IND;SG;3;PRS;FIN
닫습니다	inchide	닫+습니다	inchide		V;IND;SG;3;PRS;FIN
독립기념일	independență	독립+기념+이+ㄹ	independență	V	N;INDF;FEM;SG
독립기념일	independența	독립+기념+이+ㄹ	independență	V	N;DEF;FEM;SG
독립기념일	independenta	독립+기념+이+ㄹ	independent	V	N;DEF;FEM;SG
스캇	scott	스캇	scoate		PROPN
사우샘프턴	southampton	사우샘프턴	southampton	PROPN	PROPN
베네딕트	benedict	베네딕트	benedict		N;INDF;MASC;SG
도달	atins	도달	atinge		ADJ;INDF;MASC;SG
도달	atinsă	도달	atinge		ADJ;INDF;FEM;SG
도달	impact	도달	impact		N;INDF;MASC;SG
도달	impactul	도달	impact		N;DEF;MASC;SG
가정부	servitoare	가정부	servitor	N	ADJ;INDF;FEM
라그나로크	ragnarok	라그나로크	ragnarok		N;INDF;MASC;SG
플레어	fler	플레어	fler		N;INDF;MASC;SG
인덱스	indexate	인덱스	indexa		ADJ;INDF;FEM;PL
인덱스	indexul	인덱스	index		N;DEF;MASC;SG
인덱스	indicele	인덱스	indice		N;DEF;MASC;SG
인덱스	indici	인덱스	indici		N;INDF;MASC;PL
플라워	floarea	플라우+어	floare		N;DEF;FEM;SG
플라워	floare	플라우+어	floare		N;INDF;FEM;SG
플라워	florii	플라우+어	floare		N;INDF;FEM;PL
플라워	floricica	플라우+어	floricica		N;DEF;FEM;SG
아메드	ahmed	아메드	ahmed	PROPN	PROPN
피어	peer	피+어	peer		N
리비우	lviv	리비우	lviv	PROPN	PROPN
배운다	invata	배우+ㄴ다	invata		V;IND;SG;3;IPFV;FIN
배운다	află	배우+ㄴ다	afla		V;IND;SG;3;PST;FIN
배운다	învață	배우+ㄴ다	învăța		V;IND;3;PRS;FIN
위트레흐트	utrecht	위트레트트	utrecht	PROPN	PROPN
비스마르크	bismarck	비스마르크	bismarck		PROPN
파도	valuri	파+도	val		N;INDF;FEM;PL
파도	valurile	파+도	val		N;DEF;FEM;PL
파도	val	파+도	val		N;INDF;MASC;SG
파도	valul	파+도	val		N;DEF;MASC;SG
웬디	wendy	웬디	wendy		PROPN
백조	swan	백조	swan	N	PROPN
심어	plantate	심+어	planta		ADJ;INDF;FEM;PL
심어	plantat	심+어	planta		ADJ;INDF;MASC;SG
스노우	zăpada	스노우	zăpadă		N;DEF;FEM;SG
스노우	ninsoare	스노우	ninsoare		N;INDF;FEM;SG
스노우	zăpadă	스노우	zăpadă		N;INDF;FEM;SG
스노우	zapada	스노우	zapadă		N;DEF;FEM;SG
라디에이터	radiatorul	라디에이터	radiator	ADV	N;DEF;MASC;SG
라디에이터	radiator	라디에이터	radiator	ADV	N;INDF;MASC;SG
거스	gus	거스	gus	PROPN	PROPN
타라	tara	타라	tară		N;DEF;FEM;SG
마르코스	marcos	마르코스	marcos	PROPN	PROPN
바빌론	babilon	바빌론	babilon		N;INDF;MASC;SG
바빌론	babylon	바빌론	babylon		PROPN
베일리	bailey	베일리	bailey		PROPN
다코타	dakota	다코타	dakota	PROPN	PROPN
에식스	essex	에식스	essex	PROPN	PROPN
레딩	redding	레딩	reddinge		PROPN
워렌	warren	워렌	warren		PROPN
볼프	lup	볼프	lup		N;INDF;MASC;SG
볼프	wolf	볼프	wolf		PROPN
볼프	lupul	볼프	lup		N;DEF;MASC;SG
하이라이트	subliniat	하이라이트	sublinia		ADJ;INDF;MASC;SG
하이라이트	evidențiat	하이라이트	evidenția		ADJ;INDF;MASC;SG
하이라이트	repere	하이라이트	repere		N;INDF;FEM;PL
하이라이트	subliniază	하이라이트	sublinia		V;IND;3;PRS;FIN
하이라이트	subliniez	하이라이트	sublinia		V;IND;SG;1;PRS;FIN
하이라이트	evidențiază	하이라이트	evidenția		V;IND;3;PRS;FIN
바닐라	vanilie	바라+라	vanilie		N;INDF;FEM;SG
두뇌	brain	두뇌	brain		N;INDF;MASC;SG
두뇌	creier	두뇌	creier		N;INDF;MASC;SG
두뇌	creierul	두뇌	creier		N;DEF;MASC;SG
손오공	goku	손오공	goku	N	PROPN
알란	alan	알+란	alan		PROPN
주디	judy	주디	judy		PROPN
대각선	diagonală	대각선	diagonală		N;INDF;FEM;SG
피타고라스	pitagora	피타고라스	pitagoră		PROPN
멜로	melo	멜로	melo		PROPN
카레	curry	카레	curry		N;INDF;MASC;SG
지브롤터	gibraltar	지브롤터	gibraltar	PROPN	ADV
전자제품	electronică	전자제품	electronic	N	ADJ;INDF;FEM;SG
전자제품	electronice	전자제품	electronic	N	ADJ;INDF;FEM;PL
헤럴드	herald	헤럴드	herald		N;INDF;MASC;SG
헤럴드	herold	헤럴드	herold		PROPN
유스티니아누스	iustinian	유스티니아누스	iustinian		N;INDF;MASC;SG
글래스	sticlă	글래스	sticlă		N;INDF;FEM;SG
글래스	sticla	글래스	sticlă		N;DEF;FEM;SG
글래스	pahar	글래스	pahar		N;INDF;MASC;SG
뱅크스	banks	뱅크스	banks		PROPN
뱅크스	bancile	뱅크스	bancă		N;DEF;FEM;PL
뱅크스	banci	뱅크스	bancă		N;INDF;FEM;PL
뱅크스	bănci	뱅크스	bancă		N;INDF;FEM;PL
뱅크스	băncile	뱅크스	bancă		N;DEF;FEM;PL
컴팩트	compact	컴팩트	compact		ADV
복숭아	piersica	복숭아	piersică		N;DEF;FEM;SG
복숭아	piersică	복숭아	piersică		N;INDF;FEM;SG
복숭아	peach	복숭아	peach		N;INDF;MASC;SG
닝보	ningbo	닝보	ningbo	PROPN	N;INDF;MASC;SG
콘월	cornwall	콘월	cornwall		PROPN
토모에	tomoe	토모+에	tomoe	ADV	
싸이	psy	싸이	psy		N;INDF;MASC;SG
프로토타입	prototipul	프로토타입	prototip		N;DEF;MASC;SG
프로토타입	prototip	프로토타입	prototip		N;INDF;MASC;SG
프로토타입	prototipuri	프로토타입	prototip		N;INDF;FEM;PL
템플	templul	템플	templu		N;DEF;MASC;SG
템플	templu	템플	templu		N;INDF;MASC;SG
템플	temple	템플	templu		N;INDF;FEM;PL
웰스	welles	웰스	welles		PROPN
웰스	fântâni	웰스	fântână		N;INDF;FEM;PL
웰스	wells	웰스	wells		PROPN
에덴	eden	에덴	eden		N;INDF;MASC;SG
피보나치	fibonacci	피보나치	fibonacc		N;INDF;MASC;SG
에두아르도	eduardo	에두아르+도	eduardo	PROPN	PROPN
코브라	cobra	코브+이+라	cobră		N;DEF;FEM;SG
플라톤	platon	플라톤	platon		N;INDF;MASC;SG
그리피스	griffith	그리피스	griffith	PROPN	PROPN
그리피스	griffiths	그리피스	griffiths	PROPN	PROPN
민트	menta	민트	menta		N;DEF;FEM;SG
민트	mentă	민트	mentă		N;INDF;FEM;SG
롤리	raleigh	롤리	raleigh	PROPN	PROPN;DEF;FEM;SG
트로이아	troy	트로이아	troy	PROPN	PROPN
트로이아	troia	트로이아	troi	PROPN	N;DEF;FEM;SG
아이튠즈	itunes	아이튠즈	itunes	N	
컨셉	concept	컨셉	concept		N;INDF;MASC;SG
컨셉	conceptul	컨셉	concept		N;DEF;MASC;SG
컨셉	concepte	컨셉	concept		N;INDF;FEM;PL
컨셉	conceptele	컨셉	concept		N;DEF;FEM;PL
중요성	importanta	중요성	important	N	ADJ;DEF;FEM;SG
제우스	zeus	제우스	zeu		N;INDF;MASC;SG
긴장	agitată	긴장	agita	N	ADJ;INDF;FEM;SG
긴장	nervoasă	긴장	nervos	N	ADJ;INDF;FEM;SG
긴장	nervos	긴장	nervos	N	ADJ;INDF;MASC;SG
워털루	waterloo	워털루	waterloo	PROPN	PROPN
지다	jeddah	지+다	jeddah		PROPN
질투	geloasă	질투	gelos	N	ADJ;INDF;FEM;SG
질투	gelos	질투	gelos	N	ADJ;INDF;MASC;SG
안젤로	angelo	안젤+로	angelo	ADV	PROPN
안젤로	angela	안젤+로	angela	ADV	N;DEF;FEM;SG
원예	horticultură	원예	horticultură		N;INDF;FEM;SG
원예	horticole	원예	horticol		ADJ;INDF;FEM;PL
지부티	djibouti	지부티	djibout	PROPN	PROPN
스탠포드	stanford	스탠포드	stanford		PROPN
마이코	maiko	마이코	maiko		N;INDF;MASC;SG
개선하기	îmbunătățirea	개선+하+기	îmbunătățire	V	N;DEF;FEM;SG
플라스마	plasmatice	플라스마	plasmatic	N	ADJ;INDF;FEM;PL
몽골족	mongoli	몽골족	mongol	PROPN	N;INDF;MASC;PL
몽골족	mongolilor	몽골족	mongol	PROPN	N;DEF;MASC;PL
몽골족	mongolii	몽골족	mongol	PROPN	N;DEF;MASC;PL
몽골족	mongol	몽골족	mongol	PROPN	N;INDF;MASC;SG
프라이스	prețul	프라이스	preț		N;DEF;MASC;SG
프라이스	pretul	프라이스	pret		N;DEF;MASC;SG
프라이스	preț	프라이스	preț		N;INDF;MASC;SG
불규칙	neregulat	불규칙	neregulat		ADJ;INDF;MASC;SG
불규칙	neregulate	불규칙	neregulat		ADJ;INDF;FEM;PL
사자자리	leo	사자자리	leo	N	PROPN
스테파니	stefani	스테파니	stefan		N;INDF;MASC;SG
스테파니	stefanie	스테파니	stefanie		N;INDF;FEM;SG
스테파니	stephanie	스테파니	stephanie		PROPN
킬로그램	kilograme	킬로그램	kilogram		N;INDF;FEM;PL
킬로그램	kilogram	킬로그램	kilogram		N;INDF;MASC;SG
두부	tofu	두부	tofu		N;INDF;MASC;SG
볼프스부르크	wolfsburg	볼프스부르크	wolfsburg	PROPN	PROPN
쿠르드	kurdistan	쿠르드	kurdistan	PROPN	N;INDF;MASC;SG
차분한	calm	차분+하+ㄴ	calm	V	ADV
바니	barney	바니	barney		PROPN
아순시온	asuncion	아순+시온	asuncion	PROPN	N;INDF;MASC;SG
기사도	cavalerism	기사+도	cavalerism	ADV	N;INDF;MASC;SG
디아스	díaz	디아스	díaz	PROPN	PROPN
디아스	diaz	디아스	diaz	PROPN	PROPN
볼리바르	bolivar	볼리바르	bolivar	PROPN	N;INDF;MASC;SG
볼리바르	bolívar	볼리바르	bolívar	PROPN	PROPN
엘렌	ellen	엘렌	ellen		PROPN
천하무적	invincibili	천하무적	invincibil	N	ADJ;INDF;MASC;PL
천하무적	invincibil	천하무적	invincibil	N	ADJ;INDF;MASC;SG
탈레반	taliban	탈레반	taliban	N	ADJ;INDF;MASC;SG
고민	necazurile	고민	necaz		N;DEF;FEM;PL
고민	necazuri	고민	necaz		N;INDF;FEM;PL
파르티아	parthia	파르티아	parthie	PROPN	
그놈	gnome	그놈	gnomă		N
약사	farmacistul	약사	farmacist		N;DEF;MASC;SG
약사	farmacist	약사	farmacist		N;INDF;MASC;SG
용접	weld	용접	weld	N	PROPN
수프	ciorbă	수프	ciorbă		N;INDF;FEM;SG
수프	supa	수프	supă		N;DEF;FEM;SG
수프	ciorba	수프	ciorbă		N;DEF;FEM;SG
수프	supă	수프	supă		N;INDF;FEM;SG
수프	supe	수프	supă		N;INDF;FEM;PL
측도	măsura	측도	măsură		N;DEF;FEM;SG
측도	măsură	측도	măsură		N;INDF;FEM;SG
측도	măsoară	측도	măsura		V;IND;3;PRS;FIN
측도	masura	측도	masură		N;DEF;FEM;SG
리라	liră	리+라	lira		N;INDF;FEM;SG
트와일라잇	twilight	트와일라인	twilight	ADV	PROPN
트와일라잇	crepusculară	트와일라인	crepuscular	ADV	ADJ;INDF;FEM;SG
트와일라잇	amurg	트와일라인	amurg	ADV	N;INDF;MASC;SG
나탈리	natalie	나탈리	natalie		N;INDF;FEM;SG
대문자	capitalizare	대문자	capitalizare		N;INDF;FEM;SG
에밀리오	emilio	에밀리오	emilio	PROPN	PROPN
우크라이나인	ucraineni	우크라이+이+인	ucrainean		N;INDF;MASC;PL
콕스	cox	콕스	cox		PROPN
초보자	începători	초보자	începător		N;INDF;MASC;PL
초보자	începător	초보자	începător		ADJ;INDF;MASC;SG
초보자	începătoare	초보자	începătoare		ADJ;INDF;FEM
바부다	barbuda	바부+이+다	barbudă	PROPN	PROPN
카슈미르	kashmir	카슈미르	kashmir	PROPN	PROPN
수수	sorg	수수	sorg		N;INDF;MASC;SG
히타이트	hitit	히타이트	hiti	PROPN	N;INDF;MASC;SG
히트맨	hitman	히트맨	hitman		N;INDF;MASC;SG
버니	bernie	버니	bernie		PROPN
토레스	torres	토레스	torres	PROPN	PROPN
에리트레아	eritreea	에리트레아	eritree	PROPN	PROPN
명목	nominal	명목	nominal	N	ADJ;INDF;MASC;SG
명목	nominală	명목	nominal	N	ADJ;INDF;FEM;SG
엘비스	elvis	엘비스	elvis		PROPN
텔레노벨라	telenovelă	텔레노벨+라	telenovelă		N;INDF;FEM;SG
귀한	rari	귀하+ㄴ	rar		ADJ;INDF;MASC;PL
귀한	rar	귀하+ㄴ	rar		ADV
귀한	rară	귀하+ㄴ	rar		ADJ;INDF;FEM;SG
귀한	rare	귀하+ㄴ	rar		ADJ;INDF;FEM;PL
귀한	rara	귀하+ㄴ	rar		ADJ;DEF;FEM;SG
대리인	surogat	대리+이+ㄴ	suroga	N	ADJ;INDF;MASC;SG
리베라	rivera	리베+이+라	rivera		PROPN
양수	pozitiv	양수	pozitiv		ADJ;INDF;MASC;SG
양수	pozitivă	양수	pozitiv		ADJ;INDF;FEM;SG
양수	pozitive	양수	pozitiv		ADJ;INDF;FEM;PL
어색한	penibil	어색하+ㄴ	penibil	V	ADJ;INDF;MASC;SG
어색한	jenant	어색하+ㄴ	jenant	V	ADJ;INDF;MASC;SG
불가피한	inevitabile	불가피+하+ㄴ	inevitabil	V	ADJ;INDF;FEM;PL
불가피한	inevitabilă	불가피+하+ㄴ	inevitabil	V	ADJ;INDF;FEM;SG
불가피한	inevitabilul	불가피+하+ㄴ	inevitabil	V	N;DEF;MASC;SG
불가피한	inevitabil	불가피+하+ㄴ	inevitabil	V	ADV
바바라	barbara	바바+라	barbară		N;DEF;FEM;SG
레아	rhea	레아	rhea		PROPN
아톰	atom	아톰	atom		N;INDF;MASC;SG
마시기	băut	말+시+기	băut		N;INDF;MASC;SG
류블랴나	ljubljana	류블+히+나	ljubljană	PROPN	PROPN
위생	sanitară	위생	sanitar	N	ADJ;INDF;FEM;SG
위생	sanitar	위생	sanitar	N	ADJ;INDF;MASC;SG
위생	sanitare	위생	sanitar	N	ADJ;INDF;FEM;PL
위생	igienic	위생	igienic	N	ADJ;INDF;MASC;SG
팩터	factorul	팩터	factor		N;DEF;MASC;SG
팩터	factor	팩터	factor		N;INDF;MASC;SG
올라프	olaf	올라프	olaf		N;INDF;MASC;SG
사구	dune	사구	dune	N	
사구	dune	사구	dune	N	
노예제	sclavă	노예제	sclavă	N	ADJ;INDF;FEM;SG
아쉬운	ușor	아쉽+ㄴ	ușor	ADJ	ADV
아쉬운	usor	아쉽+ㄴ	usor	ADJ	ADV
인류학	antropologic	인류학	antropologic	N	ADJ;INDF;MASC;SG
레이어	straturi	레이어	strat		N;INDF;FEM;PL
레이어	strat	레이어	strat		N;INDF;MASC;SG
레이어	stratul	레이어	strat		N;DEF;MASC;SG
집착	obsedat	집착	obseda	N	ADJ;INDF;MASC;SG
집착	obsedată	집착	obseda	N	ADJ;INDF;FEM;SG
음주	băut	음주	băut		N;INDF;MASC;SG
가입자	abonat	가입자	abonat	N	V;MASC;SG;V.PTCP
아이누	ainu	아이누	ainu	N	
스프린트	sprint	스프린트	sprint		N;INDF;MASC;SG
호프만	hoffmann	호프+만	hoffmann	PROPN	PROPN
호프만	hoffman	호프+만	hoffman	PROPN	PROPN
팍스	pax	팍스	pax		N;INDF
패티	patti	패티	patti		PROPN
패티	patty	패티	patty		PROPN
보일러	boiler	보이러	boiler		N;INDF;MASC;SG
보일러	cazan	보이러	cazan		N;INDF;MASC;SG
보일러	cazane	보이러	cazan		N;INDF;FEM;PL
신선	proaspete	신선	proaspăt		N;INDF;FEM;PL
신선	proaspătă	신선	proaspăt		ADJ;INDF;FEM;SG
신선	proaspăt	신선	proaspăt		ADV
신선	fresh	신선	fresh		N;INDF;MASC;SG
에이커	acru	에이커	acru		ADJ;INDF;MASC;SG
에이커	hectare	에이커	hectare		N;INDF;FEM;SG
에이커	acri	에이커	acru		N;INDF;MASC;PL
광둥어	cantoneză	광둥어	cantoneză	PROPN	V;IND;SG;3;PST;FIN
조차도	chiar	조차도	chiar		ADV
가루	pulbere	가루	pulbere		N;INDF;FEM;SG
가루	praf	가루	praf		N;INDF;MASC;SG
가루	pudră	가루	pudru		N;INDF;FEM;SG
리히터	richter	리히터	richter		N;INDF;MASC;SG
아르곤	argon	아르곤	argon		N;INDF;MASC;SG
웨슬리	wesley	웨슬리	wesley		PROPN
니제르	niger	니제르	niger	PROPN	N;INDF;MASC;SG
퀸시	quincy	퀸시	quincy		PROPN
독성	toxic	독성	toxic	N	ADJ;INDF;MASC;SG
독성	toxică	독성	toxic	N	ADJ;INDF;FEM;SG
독성	toxice	독성	toxic	N	ADJ;INDF;FEM;PL
트릭	trick	트릭	trick		N;INDF;MASC;SG
트릭	truc	트릭	truc		N;INDF;MASC;SG
트릭	păcăleală	트릭	păcăleală		N;INDF;FEM;SG
트릭	trucuri	트릭	truc		N;INDF;FEM;PL
트릭	trucurile	트릭	truc		N;DEF;FEM;PL
코멘트	comentează	코멘트	comenta		V;IND;3;PRS;FIN
코멘트	comentarii	코멘트	comentariu		N;INDF;FEM;PL
코멘트	comentariul	코멘트	comentariu		N;DEF;MASC;SG
코멘트	comentariu	코멘트	comentariu		N;INDF;MASC;SG
루안다	luanda	루안+이+다	luandă	PROPN	PROPN
휘슬러	whistler	휘슬르+어	whistler		PROPN
도난	furate	돕+이+ㄴ	furat		ADJ;INDF;FEM;PL
도난	furat	돕+이+ㄴ	furat		ADJ;INDF;MASC;SG
도난	furată	돕+이+ㄴ	furat		ADJ;INDF;FEM;SG
유명인	celebră	유명+이+ㄴ	celebră	V	ADJ;INDF;FEM;SG
유명인	faimoasă	유명+이+ㄴ	faimos	V	ADJ;INDF;FEM;SG
유명인	faimos	유명+이+ㄴ	faimos	V	ADJ;INDF;MASC;SG
유명인	celebru	유명+이+ㄴ	celebru	V	ADJ;INDF;MASC;SG
웨어	ware	웨+어	ware		PROPN
그라츠	graz	그라츠	graz	PROPN	PROPN
탬파	tampa	탬파	tampă	PROPN	N;DEF;FEM;SG
팔라우	palau	팔라우	pala		PROPN
마찰음	fricative	마찰음	fricativ	N	ADJ;INDF;FEM;PL
카리스마	carisma	카리스마	carisma		N;DEF;FEM;SG
카리스마	carismatic	카리스마	carismatic		ADJ;INDF;MASC;SG
주스	juice	주스	juic	N	
자치령	dominion	자치령	dominion		N;INDF;MASC;SG
매니토바	manitoba	매니토바	manitoba	PROPN	N;DEF;FEM;SG
펌웨어	firmware	증웨어	firmwar	N	
준수	respectă	준수	respecta	N	V;IND;SG;3;PST;FIN
준수	conformează	준수	conforma	N	V;IND;3;PRS;FIN
중서부	midwest	중서부	midwest		PROPN
마스터링	stăpânirea	마스터링	stăpânire		N;DEF;FEM;SG
종속	dependentă	종속	dependent		ADJ;INDF;FEM;SG
종속	dependente	종속	dependent		ADJ;INDF;FEM;PL
종속	dependenta	종속	dependenta		N;DEF;FEM;SG
종속	dependența	종속	dependență		N;DEF;FEM;SG
종속	dependențe	종속	dependență		N;INDF;FEM;PL
볼드윈	baldwin	볼드윈	baldwin		PROPN
크레인	macara	크레인	macara		N;DEF;FEM;SG
크레인	macarale	크레인	macaral		N;INDF;FEM;PL
크레인	crane	크레인	crană		PROPN
크레인	macara	크레인	macara		N;DEF;FEM;SG
체코어	cehi	체코어	cehi		N;INDF;MASC;PL
체코어	cehă	체코어	cehă		PROPN
체코어	cehia	체코어	cehi		PROPN
