sandstein	zandsteen	sandstein	zandsteen		N;MASC+FEM;SG
maßnahme	action	maßnahmen	action	ADJ	
maßnahme	optreden	maßnahmen	optreden	ADJ	V;NFIN
maßnahme	aktie	maßnahmen	aktie	ADJ	N;MASC+FEM;SG
maßnahme	actie	maßnahmen	actie	ADJ	N;MASC+FEM;SG
maßnahme	meet	maßnahmen	meet	ADJ	V;SG;PRS;FIN
maßnahme	meten	maßnahmen	meten	ADJ	V;NFIN
maßnahme	maatstaf	maßnahmen	maatstaf	ADJ	N;MASC+FEM;SG
maßnahme	maatregel	maßnahmen	maatregel	ADJ	N;MASC+FEM;SG
chief	chef	chief	chef	PROPN	N;MASC+FEM;SG
chief	chief	chief	chief	PROPN	N;MASC+FEM;SG
chief	opperhoofd	chief	opperhoofd	PROPN	N;NEUT;SG
echo	echo	echo	echo		N;MASC+FEM;SG
grundlegende	basiskennis	grundlegend	basiskennis	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
grundlegende	basis	grundlegend	basis	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
grundlegende	basisinformatie	grundlegend	basisinformatie	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
rüdiger	rüdiger	rüdiger	rudig	ADJ	N;MASC+FEM;SG
geschmack	proef	geschmack	proef	ADJ	N;MASC+FEM;SG
geschmack	proeven	geschmack	proeven	ADJ	V;NFIN
geschmack	smaken	geschmack	smaken	ADJ	N;PL
geschmack	smaak	geschmack	smaak	ADJ	N;MASC+FEM;SG
geschmack	proeft	geschmack	proeven	ADJ	V;SG;PRS;FIN
geschmack	smaak	geschmack	smaak	ADJ	N;MASC+FEM;SG
geschmack	smaak	geschmack	smaak	ADJ	N;MASC+FEM;SG
geschmack	smaakt	geschmack	smaken	ADJ	V;SG;PRS;FIN
geschmack	smaken	geschmack	smaken	ADJ	N;PL
porto	porto	porto	porto	PROPN;SG	N;MASC+FEM;SG
konzentration	concentraties	konzentration	concentratie	ADJ	N;PL
konzentration	concentratie	konzentration	concentratie	ADJ	N;MASC+FEM;SG
interviews	interviews	interviews	interview		N;PL
ansprüche	aanspraken	ansprechen	aanspraak		N;PL
ansprüche	claims	ansprechen	claim		N;PL
ansprüche	vorderingen	ansprechen	vordering		N;PL
ansprüche	beweringen	ansprechen	bewering		N;PL
wiedervereinigung	herenigen	wiedervereinigung	herenigen	ADJ	V;NFIN
wiedervereinigung	hereniging	wiedervereinigung	hereniging	ADJ	N;MASC+FEM;SG
wiedervereinigung	weerzien	wiedervereinigung	weerzien	ADJ	N;NEUT;SG
wiedervereinigung	reünie	wiedervereinigung	reünie	ADJ	N;MASC+FEM;SG
wiedervereinigung	hereniging	wiedervereinigung	hereniging	ADJ	N;MASC+FEM;SG
wiedervereinigung	réunion	wiedervereinigung	réunion	ADJ	N;MASC+FEM;SG
kabel	kabels	kabel	kabel		N;PL
kabel	kabel	kabel	kabel		N;MASC+FEM;SG
bemüht	trachten	bemüht	trachten	ADJ	V;NFIN
berner	bern	bern	bern		PROPN;NEUT;SG
berner	berner	bern	berner		N;MASC+FEM;SG
berner	bern	bern	bern		PROPN;NEUT;SG
keramik	aardewerk	keramik	aardewerk		N;NEUT;SG
keramik	keramische	keramik	keramisch		ADJ
keramik	keramiek	keramik	keramiek		N;MASC+FEM;SG
keramik	keramiek	keramik	keramiek		N;MASC+FEM;SG
bismarck	bismarck	bismarck	bismarck	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
monika	monica	monika	monica	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
monika	monika	monika	monika	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
flensburg	flensburg	flensburg	flensburg	PROPN;NOM	N;NEUT;SG
pakistan	pakistan	pakistan	pakistan	PROPN;NOM;MASC;SG	PROPN;NEUT;SG
grant	subsidie	granen	subsidie	PROPN;NOM;SG	N;MASC+FEM;SG
grant	grant	granen	grant	PROPN;NOM;SG	N;MASC+FEM;SG
löwe	lion	löwe	lion		N;MASC+FEM;SG
löwe	leeuw	löwe	leeuw		N;MASC+FEM;SG
löwe	leeuwen	löwe	leeuw		N;PL
löwe	lions	löwe	lion		N;PL
löwe	leo	löwe	leo		PROPN;MASC+FEM;SG
gerechtfertigt	gerechtvaardigd	gerechtfertigt	echtvaardigen	ADJ	V;V.PTCP
pädagogik	pedagogiek	pädagogik	pedagogiek		N;MASC+FEM;SG
melodie	melody	melodie	melody		N;MASC+FEM;SG
melodie	melodie	melodie	melodie		N;MASC+FEM;SG
melodie	deuntje	melodie	deun		N;NEUT;SG
melodie	tune	melodie	tune		N;MASC+FEM;SG
canadian	canadees	canadian	canadees	PROPN	ADJ
canadian	canadese	canadian	canadees	PROPN	ADJ
beratung	adviezen	beratung	advies	N;NOM;FEM;SG	N;PL
beratung	raadplegen	beratung	raadplegen	N;NOM;FEM;SG	V;NFIN
bäumen	bomen	bäumen	boom		N;PL
boeing	boeing	boeing	boeing	PROPN;NOM;SG	N;MASC+FEM;SG
externe	extern	extern	extern		ADJ
externe	uitwendig	extern	uitwendig		ADJ
externe	externe	extern	extern		ADJ
prinzen	prinsen	prinzen	prinsen		N;PL
prinzen	princes	prinzen	princes		N;NEUT;SG
prinzen	prince	prinzen	prince		N;MASC+FEM;SG
prinzen	prins	prinzen	prins		N;MASC+FEM;SG
mängel	gebreken	mängeln	gebrek	ADJ	N;PL
mängel	tekortkomingen	mängeln	tekortkoming	ADJ	N;PL
mängel	tekortkomingen	mängeln	tekortkoming	ADJ	N;PL
mängel	zwaktes	mängeln	zwakte	ADJ	N;PL
mängel	zwakheden	mängeln	zwakheid	ADJ	N;PL
mängel	tekortkomingen	mängeln	tekortkoming	ADJ	N;PL
mängel	gebreken	mängeln	gebrek	ADJ	N;PL
mängel	gebreken	mängeln	gebrek	ADJ	N;PL
mängel	defecten	mängeln	defect	ADJ	N;PL
mängel	mankementen	mängeln	mankement	ADJ	N;MASC+FEM;SG
medal	medaille	medal	medaille	PROPN	N;MASC+FEM;SG
portrait	portret	portrait	portret	ADJ	N;NEUT;SG
challenge	uitdagen	challeng	uitdag		V;NFIN
challenge	challenge	challeng	challeng		N;MASC+FEM;SG
challenge	uitdaging	challeng	uitdaging		N;MASC+FEM;SG
werten	waardes	werten	waarde	V;NFIN	N;PL
werten	waarden	werten	waard	V;NFIN	N;PL
fachzeitschrift	tijdschrift	fachzeitschrift	tijdschrift	ADJ	N;NEUT;SG
fachzeitschrift	journal	fachzeitschrift	journal	ADJ	
fachzeitschrift	dagboek	fachzeitschrift	dagboek	ADJ	N;NEUT;SG
salvador	salvador	salvador	salvador	PROPN	N;MASC+FEM;SG
saarland	saarland	saarland	saarland	PROPN	N;NEUT;SG
saarland	saarland	saarland	saarland	PROPN	N;NEUT;SG
saarland	saar	saarland	saar	PROPN	N;MASC+FEM;SG
dakota	dakota	dakota	dakota	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
untergang	wee	untergehen	wee	N	V;SG;PRS;FIN
dutzend	tientallen	dutzend	tiental	ADJ	N;PL
dutzend	dozijn	dutzend	dozijn	ADJ	N;NEUT;SG
egon	egon	egon	egon	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
utrecht	utrecht	utrecht	utrecht	PROPN	PROPN;NEUT;SG
control	controle	control	controle	PROPN	N;MASC+FEM;SG
control	control	control	control	PROPN	
südwest	zuidwest	südwest	zuidwest	PROPN	N;NEUT;SG
südwest	zuidwestelijke	südwest	zuidwestelijk	PROPN	ADJ
südwest	southwestern	südwest	southwestern	PROPN	N;MASC+FEM;SG
südwest	zuidwest	südwest	zuidwest	PROPN	N;NEUT;SG
südwest	zuidwesten	südwest	zuidwesten	PROPN	N;NEUT;SG
vorwürfe	beschuldigingen	vorwürfen	beschuldiging	ADJ	N;PL
vorwürfe	aantijgingen	vorwürfen	aantijging	ADJ	N;PL
vorwürfe	beweringen	vorwürfen	bewering	ADJ	N;PL
vorwürfe	beschuldigingen	vorwürfen	beschuldiging	ADJ	N;PL
tiger	tijger	tiger	tijger	ADJ	N;MASC+FEM;SG
tiger	tigers	tiger	tiger	ADJ	N;PL
tiger	tijgers	tiger	tijger	ADJ	N;PL
finanziell	financiën	finanziell	financiën	ADJ	N;PL
beamter	ambtenaar	beamt	ambtenaar	ADJ	N;MASC+FEM;SG
beamter	ambtenaren	beamt	ambtenaar	ADJ	N;PL
beamter	functionarissen	beamt	functionaris	ADJ	N;PL
beamter	officier	beamt	officier	ADJ	N;MASC+FEM;SG
beamter	agent	beamt	agent	ADJ	N;MASC+FEM;SG
tiroler	tiroolse	tiroler	tirools	PROPN	ADJ
allgemeines	generaal	allgemein	generaal	ADJ;NOM;NEUT;SG	N;MASC+FEM;SG
lichtenberg	lichtenberg	lichtenberg	lichtenberg	PROPN;NOM;SG	N;MASC+FEM;SG
wang	wang	wang	wang	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
liverpool	liverpool	liverpool	liverpool	PROPN	N;NEUT;SG
ringer	worstelaars	ring	worstelaar	ADJ	N;PL
ringer	ringer	ring	ringer	ADJ	N;MASC+FEM;SG
ringer	worstel	ring	worstel	ADJ	V;SG;PRS;FIN
ringer	worstelen	ring	worstelen	ADJ	V;NFIN
ringer	worstelaar	ring	worstelaar	ADJ	N;MASC+FEM;SG
behauptungen	claims	behauptehen	claim	V;NFIN	N;PL
behauptungen	vorderingen	behauptehen	vordering	V;NFIN	N;PL
behauptungen	beweringen	behauptehen	bewering	V;NFIN	N;PL
behauptungen	bewering	behauptehen	bewering	V;NFIN	N;MASC+FEM;SG
behauptungen	beschuldiging	behauptehen	beschuldiging	V;NFIN	N;MASC+FEM;SG
behauptungen	beschuldigingen	behauptehen	beschuldiging	V;NFIN	N;PL
behauptungen	aantijgingen	behauptehen	aantijging	V;NFIN	N;PL
behauptungen	beweringen	behauptehen	bewering	V;NFIN	N;PL
behauptungen	beweringen	behauptehen	bewering	V;NFIN	N;PL
roll	rollen	roll	rol	PROPN	N;PL
roll	rol	roll	rol	PROPN	N;MASC+FEM;SG
broadway	broadway	broadway	broadway	PROPN	N;NEUT;SG
zerstörte	vernietigd	zerstört	vernietigen	ADJ;NOM;FEM;SG	V;V.PTCP
zerstörte	vernietigde	zerstört	vernietigen	ADJ;NOM;FEM;SG	V;SG;PST;FIN
zerstörte	vernield	zerstört	vernielen	ADJ;NOM;FEM;SG	V;V.PTCP
zerstörte	verwoest	zerstört	verwoesten	ADJ;NOM;FEM;SG	V;V.PTCP
materie	materie	materie	materie	PROPN	N;MASC+FEM;SG
jason	jason	jason	jason	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
alaska	alaska	alaska	alaska	PROPN;NOM;MASC;SG	N;NEUT;SG
lies	lezen	lesen	lezen		V;NFIN
lies	gelezen	lesen	lezen		V;V.PTCP
lies	lees	lesen	lezen		V;SG;PRS;FIN
soul	ziel	soul	ziel	PROPN;SG	N;MASC+FEM;SG
soul	soul	soul	soul	PROPN;SG	N;MASC+FEM;SG
naturwissenschaften	wetenschap	naturwissenschaft	wetenschap	ADJ	N;MASC+FEM;SG
naturwissenschaften	wetenschappen	naturwissenschaft	wetenschap	ADJ	N;PL
naturwissenschaften	wetenschappen	naturwissenschaft	wetenschap	ADJ	N;PL
barocke	barok	barock	barok	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
matthew	matthew	matthew	matthew	PROPN	N;MASC+FEM;SG
argentinischer	argentinië	argentinisch	argentinië	ADJ	PROPN;NEUT;SG
positiven	positieven	positiv	positief	ADJ	N;PL
floh	vlooien	fliehen	vlo	V;IND;SG;3;FIN	N;PL
floh	vlo	fliehen	vlo	V;IND;SG;3;FIN	N;MASC+FEM;SG
helene	hélène	helen	hélène	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
helene	helene	helen	helene	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
helene	helena	helen	helena	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
helene	hellen	helen	hellen	PROPN;NOM;FEM;SG	V;NFIN
helene	helen	helen	helen	PROPN;NOM;FEM;SG	V;NFIN
relief	reliëf	relaufen	reliëf		N;NEUT;SG
relief	opluchting	relaufen	opluchting		N;MASC+FEM;SG
vogt	vogt	vogen	voglen	PROPN;NOM;SG	N;MASC+FEM;SG
vogt	bode	vogen	bood	PROPN;NOM;SG	N;MASC+FEM;SG
vogt	deurwaarder	vogen	deurwaarder	PROPN;NOM;SG	N;MASC+FEM;SG
angela	angela	angela	angela	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
syn	syn	syn	syn	;SG	N;MASC+FEM;SG
ruprecht	rupert	ruprecht	ruperen	PROPN	N;MASC+FEM;SG
ruprecht	ruprecht	ruprecht	ruprecht	PROPN	N;MASC+FEM;SG
religionen	religieuze	religion	religieus	N;NOM;PL	ADJ
religionen	religieus	religion	religieus	N;NOM;PL	ADJ
religionen	religie	religion	religie	N;NOM;PL	N;MASC+FEM;SG
religionen	godsdienst	religion	godsdienst	N;NOM;PL	N;MASC+FEM;SG
head	hoofd	head	hoofd	PROPN;NOM;SG	N;NEUT;SG
head	head	head	head	PROPN;NOM;SG	N;MASC+FEM;SG
leonard	leonard	leonard	leonard	PROPN;NOM;SG	N;MASC+FEM;SG
disney	disney	disney	disney	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
helm	helm	helm	helm		N;MASC+FEM;SG
helm	roer	helm	roer		N;NEUT;SG
helm	helm	helm	helm		N;MASC+FEM;SG
ruinen	ruines	ruin	ruin	V;NFIN	N;PL
ruinen	ruïne	ruin	ruïne	V;NFIN	N;MASC+FEM;SG
ruinen	ruïnes	ruin	ruïne	V;NFIN	N;PL
entscheidenden	beslissend	entscheidend	beslissen	ADJ	V;V.PTCP
entscheidenden	beslissende	entscheidend	beslissen	ADJ	V;V.PTCP
offenbach	offenbach	offenbach	offenbach	PROPN;NOM;SG	N;MASC+FEM;SG
sky	hemel	sky	hemel		N;MASC+FEM;SG
sky	lucht	sky	lucht		N;MASC+FEM;SG
sky	sky	sky	sky		N;MASC+FEM;SG
köhler	köhler	kohl	köhler	ADJ	N;MASC+FEM;SG
zeitalter	leeftijden	zeitalter	leeftijd	ADJ	N;PL
zeitalter	tijdperk	zeitalter	tijdperk	ADJ	N;NEUT;SG
zeitalter	era	zeitalter	era	ADJ	N;NEUT;SG
vision	visioen	vision	visioen		N;NEUT;SG
vision	visie	vision	visie		N;MASC+FEM;SG
vision	vision	vision	vision		N;MASC+FEM;SG
vision	zicht	vision	zicht		N;NEUT;SG
auswertung	analyses	auswertung	analyse	N;FEM;SG	N;PL
jorge	jorge	jorge	jorg	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
kilogramm	kilogram	kilogramm	kilogram	ADJ	N;MASC+FEM;SG
kilogramm	kilogram	kilogramm	kilogram	ADJ	N;MASC+FEM;SG
kilogramm	kilo	kilogramm	kilo	ADJ	N;MASC+FEM;SG
messung	meten	messung	meten	N;SG	V;NFIN
messung	opmeten	messung	opmeten	N;SG	V;NFIN
messung	meten	messung	meten	N;SG	V;NFIN
messung	metingen	messung	meting	N;SG	N;PL
messung	opmeten	messung	opmeten	N;SG	V;NFIN
bassist	bassist	bassist	bassist	PROPN;NOM;SG	N;MASC+FEM;SG
bassist	basgitaar	bassist	basgitaar	PROPN;NOM;SG	N;MASC+FEM;SG
bassist	baars	bassist	baars	PROPN;NOM;SG	N;MASC+FEM;SG
bassist	bas	bassist	bas	PROPN;NOM;SG	N;MASC+FEM;SG
bassist	bass	bassist	bass	PROPN;NOM;SG	N;MASC+FEM;SG
schwert	lemmet	schwern	lemmet		N;NEUT;SG
schwert	blade	schwern	blaad		N;MASC+FEM;SG
schwert	mes	schwern	mes		N;NEUT;SG
schwert	zwaard	schwern	zwaard		N;NEUT;SG
schwert	zwaarden	schwern	zwaard		N;PL
schwert	degen	schwern	degen		N;SG
schwert	zwaard	schwern	zwaard		N;NEUT;SG
elsass	elzas	elsassen	elzas	PROPN;NOM;SG	N;MASC+FEM;SG
schlagen	beat	schlagen	bieten	V;NFIN	N;MASC+FEM;SG
schlagen	stomp	schlagen	stomp	V;NFIN	N;NEUT;SG
schlagen	punch	schlagen	punch	V;NFIN	N;MASC+FEM;SG
phoenix	feniks	phoenix	fenik	PROPN;NOM;SG	N;MASC+FEM;SG
phoenix	phoenix	phoenix	phoenix	PROPN;NOM;SG	N;MASC+FEM;SG
italia	italia	italia	italia	PROPN;SG	N;MASC+FEM;SG
eisenach	eisenach	eisenach	eisenach	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
glaubens	faith	glaubens	faith	N;NOM;NEUT;PL	N;MASC+FEM;SG
glaubens	geloof	glaubens	geloven	N;NOM;NEUT;PL	V;SG;PRS;FIN
glaubens	vertrouwen	glaubens	vertrouwen	N;NOM;NEUT;PL	N;NEUT;SG
gewerkschaft	union	gewerkschaft	union	ADJ	N;MASC+FEM;SG
gewerkschaft	vakbond	gewerkschaft	vakbond	ADJ	N;MASC+FEM;SG
gewerkschaft	unie	gewerkschaft	unie	ADJ	N;MASC+FEM;SG
gewerkschaft	bonden	gewerkschaft	bond	ADJ	N;PL
gewerkschaft	vakbonden	gewerkschaft	vakbond	ADJ	N;PL
touristen	toeristen	tourist	toerist		N;PL
touristen	toerist	tourist	toerist		V;SG;PRS;FIN
oregon	oregon	oregon	oregon	PROPN;NOM;SG	N;NEUT;SG
christina	christina	christina	christina	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
normen	normen	normen	norm	V;NFIN	N;PL
normen	normen	normen	norm	V;NFIN	N;PL
normen	standaarden	normen	standaard	V;NFIN	N;PL
normen	standaards	normen	standaard	V;NFIN	N;PL
ansässig	inwoner	ansässig	inwoner	ADJ	N;MASC+FEM;SG
ansässig	ingezetene	ansässig	inzeten	ADJ	V;V.PTCP
erkrankungen	ziekte	erkrankung	ziekte	N;NOM;FEM;PL	N;MASC+FEM;SG
agentur	bureau	agentur	bureau	PROPN;NOM;SG	N;NEUT;SG
agentur	agentschap	agentur	agentschap	PROPN;NOM;SG	N;NEUT;SG
agentur	emea	agentur	emea	PROPN;NOM;SG	N;MASC+FEM;SG
iwan	ivan	iwan	ivan	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
schreiber	schreiber	schreiber	schreiber	ADJ	N;MASC+FEM;SG
blüte	bloeiende	blüt	bloeien	N;NOM;FEM;SG	V;V.PTCP
blüte	bloeien	blüt	bloeien	N;NOM;FEM;SG	V;NFIN
blüte	bloeiende	blüt	bloeien	N;NOM;FEM;SG	V;V.PTCP
punk	punk	punk	punk	PROPN;SG	N;MASC+FEM;SG
dell	dell	dell	dell	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
joan	johanna	joan	johanna	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
joan	joan	joan	joan	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
bremerhaven	bremerhaven	bremerhaven	bremerhaven	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
tabellen	tabellen	tabell	tabel	V;NFIN	N;PL
tabellen	tafels	tabell	tafel	V;NFIN	N;PL
tabellen	spreadsheets	tabell	spreadsheets	V;NFIN	N;PL
westlicher	westerly	westlich	westerly	ADJ	N;MASC+FEM;SG
einladung	uitnodigen	einladung	uitnodig	N;FEM;SG	V;NFIN
stadtverwaltung	gemeentelijk	stadtverwaltung	gemeentelijk	PROPN	ADJ
stadtverwaltung	gemeentelijke	stadtverwaltung	gemeentelijk	PROPN	ADJ
legislaturperiode	wetgever	legislaturperiode	wetgever	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
slowenien	slovenië	slowenien	slovenië	PROPN	N;NEUT;SG
disziplinen	discipline	disziplin	discipline	N;NOM;PL	N;MASC+FEM;SG
alltag	dagelijks	alltag	dagelijks	PROPN	ADJ
alltag	alledaags	alltag	alledaags	PROPN	ADJ
gesungen	sang	singen	sang	V;V.PTCP	N;MASC+FEM;SG
gesungen	gezang	singen	gezang	V;V.PTCP	N;NEUT;SG
gesungen	zang	singen	zang	V;V.PTCP	N;MASC+FEM;SG
gesungen	sung	singen	sung	V;V.PTCP	N;MASC+FEM;SG
jerry	jerry	jerry	jerry	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
jerry	mof	jerry	mof	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
türken	turk	türken	turk	N;PL	N;MASC+FEM;SG
türken	turks	türken	turk	N;PL	ADJ
hawaii	hawaï	hawaii	hawaï	PROPN;NOM;SG	N;NEUT;SG
jules	jules	jules	jules	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
gelehrten	geleerden	gelehrt	geleerde	ADJ;PL	V;V.PTCP
mine	mijne	mine	mijne		ADV
überleben	survival	überleben	survival	V;NFIN	N;MASC+FEM;SG
überleben	overleving	überleben	overleving	V;NFIN	N;MASC+FEM;SG
école	école	école	école	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
école	ecole	école	ecole	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
stimmung	afstellen	stimmung	afstellen	N	V;NFIN
stimmung	afstemmen	stimmung	afstemmen	N	V;NFIN
anpassung	aanpassingen	anpassung	aanpassing	N;NOM;FEM;SG	N;PL
entwickler	ontwikkelaars	entwickl	ontwikkelaar		N;PL
entwickler	ontwikkelaar	entwickl	ontwikkelaar		N;MASC+FEM;SG
entwickler	ontwikkelaars	entwickl	ontwikkelaar		N;PL
kostenlos	freeware	kostenlos	freewaar	ADJ	N;MASC+FEM;SG
kostenlos	free	kostenlos	free	ADJ	
under	onder	under	onder		ADP
under	under	under	under		
individuen	particulieren	individuen	particulier		N;PL
individuen	individuen	individuen	individuen		N;PL
tausende	duizenden	tausende	duizend	N;NOM;FEM;PL	NUM
anwesenheit	aanwezigheid	anwesenheit	aanwezigheid	ADJ	N;MASC+FEM;SG
anwesenheit	opkomst	anwesenheit	opkomst	ADJ	N;MASC+FEM;SG
anwesenheit	aanwezigheid	anwesenheit	aanwezigheid	ADJ	N;MASC+FEM;SG
liedern	nummers	liedern	nummer	V;NFIN	N;PL
liedern	liederen	liedern	lied	V;NFIN	N;PL
liedern	songs	liedern	songs	V;NFIN	N;PL
liedern	liedjes	liedern	lied	V;NFIN	N;PL
israelischen	israëli	israelisch	israëli	ADJ;PL	N;MASC+FEM;SG
freude	genot	freude	genotten		N;NEUT;SG
freude	joy	freude	joy		N;MASC+FEM;SG
freude	blijdschap	freude	blijdschap		N;MASC+FEM;SG
freude	vreugde	freude	vreugde		N;MASC+FEM;SG
freude	blijheid	freude	blijheid		N;MASC+FEM;SG
freude	blijdschap	freude	blijdschap		N;MASC+FEM;SG
freude	geluk	freude	geluk		N;NEUT;SG
freude	genoegen	freude	genoegen		N;NEUT;SG
freude	plezier	freude	plezier		N;NEUT;SG
freude	genot	freude	genotten		N;NEUT;SG
rotterdam	rotterdam	rotterdam	rotterdam	PROPN	PROPN;NEUT;SG
unterzeichnete	ondergetekende	unterzeichnen	ondergetekend	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
unterzeichnete	ondertekende	unterzeichnen	ondertekend	V;IND;SG;3;PST;FIN	ADJ
effekte	effect	effekt	effect	N;NOM;PL	N;NEUT;SG
gletscher	gletsjer	gletsch	gletsjer		N;NEUT;SG
gletscher	gletsjers	gletsch	gletsjer		N;PL
indische	indiaan	indisch	indiaan	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
offs	offs	offs	offs		N;MASC+FEM;SG
bekämpfung	bestrijden	bekämpfung	bestrijden	N;SG	V;NFIN
erzähler	verteller	erzähler	verteller	ADJ	N;MASC+FEM;SG
erzähler	verteller	erzähler	verteller	ADJ	N;MASC+FEM;SG
essay	essay	essey	essay		N;NEUT;SG
essay	opstel	essey	opstel		N;NEUT;SG
essay	essays	essey	essays		N;PL
operationen	bewerkingen	operation	bewerking	V;NFIN	N;PL
operationen	operaties	operation	operatie	V;NFIN	N;PL
operationen	chirurgie	operation	chirurgie	V;NFIN	N;MASC+FEM;SG
operationen	operatie	operation	operatie	V;NFIN	N;MASC+FEM;SG
operationen	operaties	operation	operatie	V;NFIN	N;PL
haute	haute	hauten	haute		N;MASC+FEM;SG
homburg	homburg	homburg	homburg	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
montana	montana	montana	montana	PROPN;NOM;SG	N;MASC+FEM;SG
kontinuierlich	doorlopend	kontinuierlich	doorlopen	ADJ	V;V.PTCP
kontinuierlich	doorlopend	kontinuierlich	doorlopen	ADJ	V;V.PTCP
kontinuierlich	doorlopende	kontinuierlich	doorlopen	ADJ	V;V.PTCP
kontinuierlich	ononderbroken	kontinuierlich	ononderbreken	ADJ	V;V.PTCP
wayne	wayne	waynen	wayne	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
dessau	dessau	dessau	dessau		N;MASC+FEM;SG
verwundet	gewond	verwunden	gewond	V;V.PTCP	ADJ
verwundet	gewonden	verwunden	gewond	V;V.PTCP	ADJ
verwundet	gewonde	verwunden	gewond	V;V.PTCP	ADJ
klöster	klooster	klöst	klooster	ADJ	N;NEUT;SG
klöster	kloosters	klöst	klooster	ADJ	N;PL
kaiserin	keizerin	kaiserin	keizerin	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
meier	meier	meier	meier	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
soundtrack	soundtrack	soundtrack	soundtrack	PROPN	N;MASC+FEM;SG
morris	morris	morris	morris	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
gertrud	gertrude	gertrude	gertrude	PROPN;NOM;SG	N;MASC+FEM;SG
gertrud	gertrud	gertrude	rtrud	PROPN;NOM;SG	N;MASC+FEM;SG
malte	malte	malen	malt	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
hitlers	hitler	hitlers	hitler	PROPN;NOM;MASC;SG	PROPN;MASC+FEM;SG
pkw	automobiles	pkw	automobile		N;PL
pkw	auto	pkw	auto		N;MASC+FEM;SG
pkw	wagen	pkw	wagen		N;MASC+FEM;SG
größen	maten	groß	maten	V;NFIN	N;PL
dnb	dnb	dnb	dnb	;SG	N;MASC+FEM;SG
öffnung	diafragma	öffnung	diafragma	ADJ;SG	N;MASC+FEM;SG
öffnung	openbaarheid	öffnung	openbaarheid	ADJ;SG	N;MASC+FEM;SG
öffnung	openheid	öffnung	openheid	ADJ;SG	N;MASC+FEM;SG
öffnung	openen	öffnung	openen	ADJ;SG	V;NFIN
öffnung	opening	öffnung	opening	ADJ;SG	N;MASC+FEM;SG
petra	petra	petra	petra	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
lateinisch	latijn	lateinisch	latijn	ADJ	N;NEUT;SG
geschlossene	bijgevoegd	geschlossen	bijvoegen	ADJ;NOM;FEM;PL	V;V.PTCP
geschlossene	bijgesloten	geschlossen	bijsluiten	ADJ;NOM;FEM;PL	V;V.PTCP
geschlossene	ingesloten	geschlossen	insluiten	ADJ;NOM;FEM;PL	V;V.PTCP
geschlossene	gesloten	geschlossen	sluiten	ADJ;NOM;FEM;PL	V;V.PTCP
geschlossene	afgesloten	geschlossen	afsluiten	ADJ;NOM;FEM;PL	V;V.PTCP
betreuung	ondersteunen	betreuung	ondersteunen	N;SG	V;NFIN
lebensmittel	levensmiddelen	lebensmittel	levensmiddelen		N;PL
lebensmittel	voedsel	lebensmittel	voedsel		N;NEUT;SG
lebensmittel	eten	lebensmittel	eten		V;NFIN
lebensmittel	levensmiddelen	lebensmittel	levensmiddelen		N;PL
lebensmittel	voedingsmiddelen	lebensmittel	voedingsmiddel		N;PL
lebensmittel	boodschappen	lebensmittel	boodschap		N;PL
lebensmittel	levensmiddelen	lebensmittel	levensmiddelen		N;PL
lebensmittel	voedingswaren	lebensmittel	voedingswaren		N;PL
lebensmittel	voedingsmiddelen	lebensmittel	voedingsmiddel		N;PL
