din	fra	din	fra	ADP;ACC	ADV
restaurare	genoprette	restaurare	genoprette	N;INDF;FEM;SG	V;NFIN;ACT
reprezentarea	repræsentation	reprezentare	repræsentation	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
tren	træne	tren	træne	N;INDF;MASC;SG	V;NFIN;ACT
tren	tog	tren	tage	N;INDF;MASC;SG	V;IND;PST;FIN;ACT
tren	træn	tren	træn	N;INDF;MASC;SG	V;IMP
sous	sous	sous	sous	N;INDF;MASC;SG	
alimente	mad	aliment	mad	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
acordate	bevilgede	acordat	bevilge	ADJ;INDF;FEM;PL	V;IND;PST;FIN;ACT
acordate	ydet	acordat	yde	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
acordate	tildelt	acordat	tildele	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
acordate	bevilget	acordat	bevilge	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
acordate	indrømmet	acordat	indrømme	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
ceara	voks	ceară	voks	N;DEF;FEM;SG	N;INDF;NEUT;SG
ceara	vokser	ceară	vokse	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
ceara	voks	ceară	voks	N;DEF;FEM;SG	N;INDF;NEUT;SG
ceara	wax	ceară	wax	N;DEF;FEM;SG	
ceara	voks	ceară	voks	N;DEF;FEM;SG	N;INDF;NEUT;SG
ceara	wax	ceară	wax	N;DEF;FEM;SG	
clima	klima	climă	klima	N;DEF;FEM;SG	N;INDF;NEUT;SG
clima	klima	climă	klima	N;DEF;FEM;SG	N;INDF;NEUT;SG
ucrainean	ukrainske	ucrainean	ukrainsk	ADJ;INDF;MASC;SG	ADJ;PL
acidul	syre	acid	syr	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
strazi	gaderne	strad	gade	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
strazi	gaderne	strad	gade	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
natvar	natvar	natvar	natvar	N;INDF;MASC;SG	
austriece	østriger	austriac	østrig	ADJ;INDF;FEM;PL	N;INDF;MASC+FEM;SG
austriece	østrigsk	austriac	østrigsk	ADJ;INDF;FEM;PL	ADJ;INDF;SG
missouri	missouri	missou	missouri	PROPN	
antrenorul	coach	antrenor	coach	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
antrenorul	træner	antrenor	træne	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
margaret	margaret	margaret	margar	N;INDF;MASC;SG	N;DEF;NEUT;SG
sarbatoare	holiday	sarbator	holiday	ADJ;INDF;FEM	
sarbatoare	ferie	sarbator	ferie	ADJ;INDF;FEM	N;INDF;MASC+FEM;SG
sarbatoare	helligdag	sarbator	helligdag	ADJ;INDF;FEM	N;INDF;MASC+FEM;SG
sarbatoare	festmåltid	sarbator	festmåltid	ADJ;INDF;FEM	N;INDF;NEUT;SG
sarbatoare	festdag	sarbator	festdag	ADJ;INDF;FEM	N;INDF;MASC+FEM;SG
sarbatoare	fest	sarbator	fest	ADJ;INDF;FEM	N;INDF;MASC+FEM;SG
sarbatoare	fejring	sarbator	fejring	ADJ;INDF;FEM	N;INDF;MASC+FEM;SG
obiectele	genstande	obiect	genstand	N;DEF;FEM;PL	N;INDF;MASC+FEM;PL
obiectele	objekter	obiect	objekt	N;DEF;FEM;PL	N;INDF;NEUT;PL
origini	oprindelse	origine	oprindelse	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
erik	erik	erik	erik	PROPN	
rosetti	rosetti	rosetti	rosetti	N;INDF;MASC;SG	N;DEF;NEUT;SG
hip	hip	hip	hip		N;INDF;NEUT;SG
hip	hoften	hip	hofte		N;DEF;MASC+FEM;SG
hip	hofte	hip	hofte		N;INDF;MASC+FEM;SG
ziduri	væggene	zid	væg	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
ziduri	murer	zid	mure	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
matt	matt	matt	matt	PROPN	
matt	mat	matt	mat	PROPN	N;INDF;MASC+FEM;SG
suflet	sjælen	suflet	sjæle	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
suflet	soul	suflet	soul	N;INDF;MASC;SG	
turingia	thüringen	turingie	th-ring	PROPN	N;DEF;MASC+FEM;SG
eficient	effektive	eficient	effektiv	ADV	ADJ;PL
eficient	effektiv	eficient	effektiv	ADV	ADJ;INDF;MASC+FEM;SG
eficient	effektivt	eficient	effektiv	ADV	ADJ;INDF;NEUT;SG
eficient	effektive	eficient	effektiv	ADV	ADJ;PL
eficient	effektiv	eficient	effektiv	ADV	ADJ;INDF;MASC+FEM;SG
eficient	effektivt	eficient	effektiv	ADV	ADJ;INDF;NEUT;SG
programare	programmeringen	programare	programmering	N;INDF;FEM;SG	N;DEF;MASC+FEM;SG
calatori	rejsende	calator	rejse		V;PRS;V.PTCP
legale	lovligt	legal	lovlig	ADJ;INDF;FEM;PL	ADJ;INDF;NEUT;SG
legale	juridisk	legal	juridisk	ADJ;INDF;FEM;PL	ADJ;INDF;SG
organism	body	organism	body	N;INDF;MASC;SG	
organism	kroppen	organism	krop	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
organism	organismer	organism	organisme	N;INDF;MASC;SG	N;INDF;MASC+FEM;PL
organism	organismen	organism	organisme	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
deces	death	deces	death	N;INDF;MASC;SG	
deces	døden	deces	død	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
deces	dødsfald	deces	dødsfald	N;INDF;MASC;SG	N;INDF;NEUT;PL
emigrat	emigrerede	emigra	emigrere	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
emigrat	immigrerede	emigra	immigrere	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
hit	ramte	hit	ramme	N;INDF;MASC;SG	V;IND;PST;FIN;ACT
hit	ramt	hit	ramme	N;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
hit	slå	hit	slå	N;INDF;MASC;SG	V;NFIN;ACT
pui	chicken	pune	chicke		
pui	kylling	pune	kylling		N;INDF;MASC+FEM;SG
dedicate	dedikerede	dedica	dedikere	ADJ;INDF;FEM;PL	V;PL;PST;V.PTCP
dedicate	tilegnet	dedica	tilegne	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
dedicate	dedikeret	dedica	dedikere	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
capete	plat	cap	plat	N;INDF;FEM;PL	ADJ;INDF;MASC+FEM;SG
capete	krone	cap	krone	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
capete	hovederne	cap	hoved	N;INDF;FEM;PL	N;DEF;NEUT;PL
sarat	sprød	sarat	sprød	N;INDF;MASC;SG	ADJ;INDF;MASC+FEM;SG
sarat	salt	sarat	salt	N;INDF;MASC;SG	ADJ;INDF;SG
sarat	saltede	sarat	salte	N;INDF;MASC;SG	V;PL;PST;V.PTCP
sarat	saltet	sarat	salt	N;INDF;MASC;SG	N;DEF;NEUT;SG
putini	få	putin	få		V;NFIN;ACT
putini	få	putin	få		V;NFIN;ACT
spiritual	spirituelle	spiritual	spirituel	ADJ;INDF;MASC;SG	ADJ;PL
spiritual	åndelige	spiritual	åndelig	ADJ;INDF;MASC;SG	ADJ;PL
primite	modtages	primit	modtage	ADJ;INDF;FEM;PL	V;NFIN;PASS
primite	modtagne	primit	modtagne	ADJ;INDF;FEM;PL	V;PL;PST;V.PTCP
primite	modtog	primit	modtage	ADJ;INDF;FEM;PL	V;IND;PST;FIN;ACT
primite	modtaget	primit	modtage	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
neo	neo	neo	neo	N;INDF;MASC;SG	
automobile	automobiler	automobil	automobil	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
automobile	automobiler	automobil	automobil	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
automobile	bil	automobil	bil	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
automobile	automobil	automobil	automobil	N;INDF;FEM;PL	N;INDF;NEUT;SG
moda	fashion	moda	fashion	N;DEF;FEM;SG	
moda	mode	moda	mode	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
moda	fashion	moda	fashion	N;DEF;FEM;SG	
moda	mode	moda	mode	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
utricularia	blærerod	utricularie	blærerod	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
ramase	resterende	ramas	resterende	V;IND;SG;3;PST;FIN	V;PRS;V.PTCP
ramase	tilbageværende	ramas	tilbageværende	V;IND;SG;3;PST;FIN	ADJ
cazurile	tilfælde	caz	tilfælde	N;DEF;FEM;PL	N;INDF;NEUT;SG
cazurile	sager	caz	sag	N;DEF;FEM;PL	N;INDF;MASC+FEM;PL
arhiepiscopul	ærkebiskop	arhiepiscop	ærkebiskop	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
allier	allier	allier	allier	PROPN	V;IMP
trecutul	fortid	trecut	fortid	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
trecutul	forbi	trecut	forbi	N;DEF;MASC;SG	ADV
balcani	balkanlandene	balcan	balkanland	N;INDF;MASC;SG	N;DEF;NEUT;PL
balcani	balkan	balcan	balkan	N;INDF;MASC;SG	
balcani	balkan	balcan	balkan	N;INDF;MASC;SG	
votul	afstemninger	vot	afstemning	N;DEF;MASC;SG	N;INDF;MASC+FEM;PL
votul	afstemning	vot	afstemning	N;DEF;MASC;SG	N;INDF;MASC+FEM;SG
categoriile	kategorier	categorie	kategori	N;DEF;FEM;PL	N;INDF;MASC+FEM;PL
maroc	marokko	maroc	marokko	PROPN	
maroc	marokkos	maroc	marokkos	PROPN	N;GEN;INDF;MASC+FEM;SG
fiii	sons	fiu	sons	N;DEF;MASC;PL	
fiii	sønner	fiu	søn	N;DEF;MASC;PL	N;INDF;MASC+FEM;PL
extinde	udvid	extinde	udvid	V;IND;SG;3;PRS;FIN	V;IMP
extinde	udvid	extinde	udvid	V;IND;SG;3;PRS;FIN	V;IMP
interese	rente	interes	rente	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
interese	interesse	interes	interesse	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
herman	herman	herman	herman	PROPN	
herman	hermans	herman	hermans	PROPN	
rené	rené	rené	rené	PROPN	N;INDF;MASC+FEM;SG
rené	rené	rené	rené	PROPN	N;INDF;MASC+FEM;SG
rené	rene	rené	ren	PROPN	ADJ;PL
interesant	interessante	interesant	interessant	ADV	ADJ;PL
interesant	spændende	interesant	spændende	ADV	ADJ
interesant	interessant	interesant	interessant	ADV	ADJ;INDF;SG
interesant	spændende	interesant	spændende	ADV	ADJ
introdusa	introduceret	introdus	introducere	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
introdusa	introducerede	introdus	introducere	ADJ;DEF;FEM;SG	V;IND;PST;FIN;ACT
introdusa	indført	introdus	indføre	ADJ;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
introdusa	indførte	introdus	indføre	ADJ;DEF;FEM;SG	V;IND;PST;FIN;ACT
traduce	oversæt	traduce	oversæt	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
considerand	overvejes	considerand	overveje	N;INDF;MASC;SG	V;PRS;NFIN;PASS
considerand	overvejer	considerand	overveje	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
corpuri	lig	corp	lig	N;INDF;FEM;PL	N;INDF;NEUT;SG
succesor	efterfølgeren	succesor	efterfølger	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
pete	pete	pată	pete	N;INDF;FEM;PL	PROPN
pete	sorteper	pată	sortep	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
garda	vagt	gardă	vagt	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
garda	guard	gardă	guard	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
garda	garda	gardă	garda	N;DEF;FEM;SG	PROPN
figuri	tallene	figură	tal	N;INDF;FEM;PL	N;DEF;NEUT;PL
ceramica	keramik	ceramică	keramik	N;DEF;FEM;SG	N;INDF;NEUT;SG
ceramica	keramiske	ceramică	keramisk	N;DEF;FEM;SG	ADJ;PL
ceramica	keramik	ceramică	keramik	N;DEF;FEM;SG	N;INDF;NEUT;SG
ceramica	keramisk	ceramică	keramisk	N;DEF;FEM;SG	ADJ;INDF;SG
ceramica	keramik	ceramică	keramik	N;DEF;FEM;SG	N;INDF;NEUT;SG
ceramica	keramik	ceramică	keramik	N;DEF;FEM;SG	N;INDF;NEUT;SG
ceramica	keramiske	ceramică	keramisk	N;DEF;FEM;SG	ADJ;PL
ceramica	keramik	ceramică	keramik	N;DEF;FEM;SG	N;INDF;NEUT;SG
ceramica	keramisk	ceramică	keramisk	N;DEF;FEM;SG	ADJ;INDF;SG
ceramica	keramik	ceramică	keramik	N;DEF;FEM;SG	N;INDF;NEUT;SG
anexarea	indlemmelse	anexare	indlemmelse	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
anexarea	annektering	anexare	annektering	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
sound	lyde	sound	lyde	N;INDF;MASC;SG	V;NFIN;ACT
sound	sound	sound	sound	N;INDF;MASC;SG	
sound	lyden	sound	lyd	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
distribuit	delte	distribui	dele	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
distribuit	delt	distribui	delt	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
metropolitana	metropolitan	metropolitan	metropolitan	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
cinstea	ærlighed	cinstea	ærlighed	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
salvat	gemte	salva	gemme	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
salvat	sparet	salva	spar	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
salvat	reddede	salva	redde	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
salvat	reddet	salva	redde	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
salvat	gemt	salva	gemme	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
anunta	annoncerer	anunta	annoncere	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
anunta	bekendtgør	anunta	bekendtgør	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
anunta	bekendtgør	anunta	bekendtgør	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
anunta	annoncerer	anunta	annoncere	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
anunta	meddeler	anunta	meddele	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
anunta	annoncerer	anunta	annoncere	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
anunta	bekendtgør	anunta	bekendtgør	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
biblia	bibel	biblie	bibel	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
alina	alina	alina	alina	N;DEF;FEM;SG	
auguste	auguste	august	auguste	PROPN	
cupru	kobber	cupru	kobber	N;INDF;MASC;SG	N;INDF;MASC+FEM;PL
imbunatatirea	forbedret	imbunatatire	forbedre	N;DEF;FEM;SG	V;INDF;SG;PST;V.PTCP
imbunatatirea	forbedring	imbunatatire	forbedring	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
continentala	continental	continental	continental	ADJ;DEF;FEM;SG	
continentala	kontinentale	continental	kontinentale	ADJ;DEF;FEM;SG	ADJ;PL
continentala	fastlandet	continental	fastland	ADJ;DEF;FEM;SG	N;DEF;NEUT;SG
continentala	fastland	continental	fastland	ADJ;DEF;FEM;SG	N;INDF;NEUT;SG
niculescu	niculescu	niculescu	niculescu	PROPN	N;INDF;MASC+FEM;SG
construi	byg	construi	byg	V;IND;SG;3;PRS;FIN	V;IMP
construi	build	construi	build	V;IND;SG;3;PRS;FIN	
directe	direkte	direct	direkte	ADJ;INDF;FEM;PL	ADV
directe	direct	direct	direct	ADJ;INDF;FEM;PL	N;INDF;MASC+FEM;SG
cimitir	kirkegårde	cimitir	kirkegårde	N;INDF;MASC;SG	N;INDF;NEUT;PL
cimitir	kirkegården	cimitir	kirkegård	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
bologna	bologna	bolognă	bologna	PROPN	PROPN
republican	republikanere	republican	republikaner	N;INDF;MASC;SG	N;INDF;MASC+FEM;PL
republican	republikanske	republican	republikansk	N;INDF;MASC;SG	ADJ;PL
republican	republikanerne	republican	republikaner	N;INDF;MASC;SG	N;DEF;MASC+FEM;PL
picior	foden	picior	foden	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
picior	benet	picior	ben	N;INDF;MASC;SG	N;DEF;NEUT;SG
picior	ben	picior	ben	N;INDF;MASC;SG	N;INDF;NEUT;PL
considerabil	betydelig	considerabil	betydelig	ADV	ADJ;INDF;MASC+FEM;SG
considerabil	betragtelig	considerabil	betragtelig	ADV	ADJ;INDF;MASC+FEM;SG
explicit	udtrykkelig	explicit	udtrykkelig	ADV	ADJ;INDF;MASC+FEM;SG
explicit	eksplicit	explicit	eksplicit	ADV	N;INDF;NEUT;SG
explicit	udtrykkelige	explicit	udtrykkelig	ADV	ADJ;PL
explicit	udtrykkelig	explicit	udtrykkelig	ADV	ADJ;INDF;MASC+FEM;SG
explicit	eksplicit	explicit	eksplicit	ADV	N;INDF;NEUT;SG
explicit	eksplicitte	explicit	eksplicitte	ADV	ADJ;PL
caroline	caroline	carolină	carolin	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
modena	modena	modenă	modena	PROPN	
drama	drama	dramă	drama	N;DEF;FEM;SG	N;INDF;NEUT;SG
drama	dramatik	dramă	dramatik	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
drama	drama	dramă	drama	N;DEF;FEM;SG	N;INDF;NEUT;SG
drama	dramatik	dramă	dramatik	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
angelo	angelo	angelo	angelo	PROPN	
ein	ein	ein	ein	N;INDF;MASC;SG	
regulat	regelmæssig	regulat	regelmæssig	ADV	ADJ;INDF;MASC+FEM;SG
regulat	regelmæssige	regulat	regelmæssig	ADV	ADJ;PL
regulat	regelmæssig	regulat	regelmæssig	ADV	ADJ;INDF;MASC+FEM;SG
continand	indeholder	contina	indeholde		V;IND;PRS;FIN;ACT
continand	indeholdende	contina	indeholde		V;PRS;V.PTCP
prevazut	forudset	prevaze	forudse	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
prevazut	forudset	prevaze	forudse	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
ghost	ghost	ghost	ghost	N;INDF;MASC;SG	
ghost	spøgelset	ghost	spøgelse	N;INDF;MASC;SG	N;DEF;NEUT;SG
colorado	colorado	colorado	colorado	N;INDF;MASC;SG	
wright	wright	wright	wright	PROPN	
bolyai	bolyai	bolyai	bolyai	PROPN	
dori	dori	dor	dori		
werner	werner	werner	werner	PROPN	N;INDF;MASC+FEM;SG
hérault	hérault	hérault	hérault	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
triburi	stammer	trib	stamme	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
editorial	redaktionelle	editorial	redaktionel	N;INDF;MASC;SG	ADJ;PL
editorial	redaktionen	editorial	redaktion	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
republici	republikkerne	republică	republik	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
shoemaker	skomager	shoemaker	skomager	PROPN	N;INDF;MASC+FEM;SG
respect	respektere	respect	respektere	N;INDF;MASC;SG	V;NFIN;ACT
respect	respekter	respect	respekt	N;INDF;MASC;SG	V;IMP
constituita	udgjorde	constituita	udgjorde	ADJ;DEF;FEM;SG	V;IND;PST;FIN;ACT
sper	hope	spera	hope	V;IND;SG;1;PRS;FIN	
sper	håb	spera	håb	V;IND;SG;1;PRS;FIN	N;INDF;NEUT;SG
sper	håbet	spera	håb	V;IND;SG;1;PRS;FIN	N;DEF;NEUT;SG
inchisoarea	fængsel	inchisoare	fængsel	N;DEF;FEM;SG	N;INDF;NEUT;SG
inchisoarea	fængsler	inchisoare	fængsel	N;DEF;FEM;SG	N;INDF;NEUT;PL
inchisoarea	fængsel	inchisoare	fængsel	N;DEF;FEM;SG	N;INDF;NEUT;SG
inchisoarea	fængsler	inchisoare	fængsel	N;DEF;FEM;SG	N;INDF;NEUT;PL
inchisoarea	fængsel	inchisoare	fængsel	N;DEF;FEM;SG	N;INDF;NEUT;SG
summer	summer	summer	summe		N;INDF;MASC+FEM;PL
summer	sommer	summer	sommer		N;INDF;MASC+FEM;SG
summer	sommerferie	summer	sommerferie		N;INDF;MASC+FEM;SG
grafice	figurer	grafic	figur	ADJ;INDF;FEM;PL	N;INDF;MASC+FEM;PL
grafice	diagrammer	grafic	diagrammer	ADJ;INDF;FEM;PL	N;INDF;MASC+FEM;PL
grafice	figurerne	grafic	figur	ADJ;INDF;FEM;PL	N;DEF;MASC+FEM;PL
grafice	grafer	grafic	graf	ADJ;INDF;FEM;PL	N;INDF;MASC+FEM;PL
grafice	diagrammer	grafic	diagrammer	ADJ;INDF;FEM;PL	N;INDF;MASC+FEM;PL
grafice	grafik	grafic	grafik	ADJ;INDF;FEM;PL	N;INDF;MASC+FEM;SG
grafice	grafisk	grafic	grafisk	ADJ;INDF;FEM;PL	ADV
alese	valgt	ales	vælge	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
alese	udvalgt	ales	udvælge	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
alese	valgte	ales	vælge	ADJ;INDF;FEM;PL	V;IND;PST;FIN;ACT
dealurile	hills	deal	hills	N;DEF;FEM;PL	N;INDF;MASC+FEM;SG
dealurile	bakker	deal	bakke	N;DEF;FEM;PL	V;IND;PRS;FIN;ACT
proteja	beskyt	proteja	beskyt	V;IND;SG;3;IPFV;FIN	V;IMP
gregorian	gregorianske	gregorian	gregoriansk	ADJ;INDF;MASC;SG	ADJ;PL
descrise	beskrevne	descrie	beskrevne	V;IND;SG;3;PST;FIN	ADJ;PL
marcu	mærke	marcu	mærke		V;NFIN;ACT
marcu	marker	marcu	mark		N;INDF;MASC+FEM;PL
marcu	markér	marcu	mark		V;IND;PRS;FIN;ACT
marcu	mark	marcu	mark		N;INDF;MASC+FEM;SG
drosera	drosera	drosera	drosera	N;DEF;FEM;SG	N;INDF;MASC+FEM;PL
robot	robotten	robot	robotten	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
luigi	luigi	luig	luigi	N;INDF;MASC;SG	
platforma	perron	platformă	perron	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
platforma	platform	platformă	platform	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
platforma	perron	platformă	perron	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
platforma	platform	platformă	platform	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
gary	gary	gary	gary	PROPN	
consens	konsensus	consens	konsensus	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
statii	stationerne	stat	station	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
statii	stationerne	stat	station	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
ambasador	ambassadøren	ambasador	ambassadør	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
multimea	flok	multime	flok	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
multimea	publikum	multime	publikum	N;DEF;FEM;SG	N;INDF;NEUT;SG
absoluta	absolut	absolut	absolut	ADJ;DEF;FEM;SG	ADV
absoluta	absolutte	absolut	absolutte	ADJ;DEF;FEM;SG	ADJ;PL
absoluta	absolute	absolut	absolut	ADJ;DEF;FEM;SG	ADJ;PL
kanem	kanem	kanem	kanem	V;IND;SG;1;PRS;FIN	
bonaparte	bonaparte	bonaparte	bonapart	N;INDF;FEM;PL	N;INDF;MASC+FEM;SG
clasificarea	indplacering	clasificare	indplacering	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
clasificarea	klassifikation	clasificare	klassifikation	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
clasificarea	klassificering	clasificare	klassificering	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
reactii	reaktionerne	reactie	reaktion	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
reactii	reaktionerne	reactie	reaktion	N;INDF;FEM;PL	N;DEF;MASC+FEM;PL
semnificativa	betydningsfuldt	semnificativ	betydningsfuld	ADJ;DEF;FEM;SG	ADJ;INDF;NEUT;SG
semnificativa	betydelige	semnificativ	betydelig	ADJ;DEF;FEM;SG	ADJ;PL
semnificativa	betydelig	semnificativ	betydelig	ADJ;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
semnificativa	væsentlig	semnificativ	væsentlig	ADJ;DEF;FEM;SG	ADJ;INDF;MASC+FEM;SG
semnificativa	signifikant	semnificativ	signifikant	ADJ;DEF;FEM;SG	ADJ;INDF;SG
insemnand	betydning	insemna	betydning		N;INDF;MASC+FEM;SG
discurs	talen	discurs	tale	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
materialele	materialer	material	materiale	N;DEF;FEM;PL	N;INDF;NEUT;PL
materialele	materiale	material	materiale	N;DEF;FEM;PL	N;INDF;NEUT;SG
valencia	valencia	valencie	valencia	PROPN	PROPN
prietenie	venskaber	prietenie	venskab	N;INDF;FEM;SG	N;INDF;NEUT;PL
calugari	munkene	calugar	munk	N;INDF;MASC;PL	N;DEF;MASC+FEM;PL
echilibru	balancen	echilibru	balance	N;INDF;MASC;SG	N;DEF;MASC+FEM;SG
paolo	paolo	paolo	paolo	PROPN	
bornu	bornu	bornu	bornu		
repetate	gentaget	repetat	gentage	ADJ;INDF;FEM;PL	V;INDF;SG;PST;V.PTCP
repetate	gentagen	repetat	gentage	ADJ;INDF;FEM;PL	ADJ;INDF;MASC+FEM;SG
repetate	gentages	repetat	gentage	ADJ;INDF;FEM;PL	V;IND;PRS;NFIN;PASS
aus	aus	aus	aus	N;INDF;MASC;SG	
arbori	træerne	arbor	træ	N;INDF;MASC;PL	N;DEF;NEUT;PL
incinta	indkapsling	incintă	indkapsling	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
incinta	indkapsling	incintă	indkapsling	N;DEF;FEM;SG	N;INDF;MASC+FEM;SG
magnetic	magnetiske	magnetic	magnetisk	ADJ;INDF;MASC;SG	ADJ;PL
tablou	male	tablou	male	N;INDF;MASC;SG	V;NFIN;ACT
excelenta	excellence	excelenta	excellence	ADJ;DEF;FEM;SG	
excelenta	excellence	excelenta	excellence	ADJ;DEF;FEM;SG	
excelenta	excellence	excelenta	excellence	ADJ;DEF;FEM;SG	
excelenta	excellence	excelenta	excellence	ADJ;DEF;FEM;SG	
inchise	lukkede	inchide	lukke	V;IND;SG;3;PST;FIN	V;PL;PST;V.PTCP
aruncat	smidt	arunca	smidt	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
aruncat	smides	arunca	smide	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
aruncat	kastet	arunca	kaste	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
aruncat	kasseret	arunca	kassere	ADJ;INDF;MASC;SG	V;INDF;SG;PST;V.PTCP
aruncat	kasserede	arunca	kassere	ADJ;INDF;MASC;SG	V;PL;PST;V.PTCP
aruncat	kasseres	arunca	kassere	ADJ;INDF;MASC;SG	V;NFIN;PASS
