категория	kategorii	категория	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
улучшение	zlepšila	улучшение	zlepšit	N;INAN;NOM;NEUT;SG	V;PFV;POS;PST;V.PTCP;ACT
джейн	jane	джейн	jano	N;ANIM;NOM;FEM;SG	PROPN;FEM;SG;POS
многим	mnohé	много	mnohý	NUM	ADJ;NOM;MASC;PL;POS
многим	mnozí	много	mnohý	NUM	ADJ;ANIM;NOM;MASC;PL;POS
многим	mnoha	много	mnoho	NUM	DET;INS
многим	mnoho	много	mnoho	NUM	DET;NOM
фред	fred	фред	fred	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
артисты	umělců	артист	umělec	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
артисты	umělce	артист	umělec	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
безопасность	bezpečnostní	безопасность	bezpečnostní	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
ценность	hodnotu	ценность	hodnota	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
томаса	tomáše	томас	tomác	N;ANIM;ACC;MASC;SG	PROPN;ANIM;GEN;MASC;SG;POS
томаса	thomas	томас	thomas	N;ANIM;ACC;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
томаса	tomáš	томас	tomáš	N;ANIM;ACC;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
томаса	thomasi	томас	thomase	N;ANIM;ACC;MASC;SG	N;DAT;FEM;SG;POS
флорида	floridu	флорида	florida	N;INAN;NOM;FEM;SG	PROPN;ACC;FEM;SG;POS
флорида	floridy	флорида	florida	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
флорида	florida	флорида	florida	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
основанная	založena	основать	založený	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
основанная	založen	основать	založený	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
основанная	založeno	основать	založený	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
основанная	založená	основать	založený	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
основанная	založil	основать	založit	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
график	naplánovat	график	naplánovat	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
график	grafu	график	graf	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
национальности	národností	национальность	národnost	N;INAN;NOM;FEM;PL	N;INS;FEM;SG;POS
национальности	národnosti	национальность	národnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
художественные	umělecké	художественный	umělecký	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
художественные	umělecká	художественный	umělecký	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
художественные	umělecký	художественный	umělecký	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;SG;POS
чувства	smyslů	чувство	smysl	N;INAN;NOM;NEUT;PL	N;INAN;GEN;MASC;PL;POS
чувства	pocitů	чувство	pocit	N;INAN;NOM;NEUT;PL	N;INAN;GEN;MASC;PL;POS
польская	polák	польский	polák	ADJ;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
польская	polské	польский	polský	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
верхние	horní	верхний	horní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
дед	dědečku	дед	dědeček	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
приняты	přijaté	принять	přijatý	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
приняты	přijato	принять	přijatý	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
приняты	přijatá	принять	přijatý	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
приняты	přijat	принять	přijatý	V;PFV;PL;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
приняты	přijata	принять	přijatý	V;PFV;PL;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
ведет	vodítka	вести	vodítka	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;PL;POS
ведет	průvodce	вести	průvodce	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG;POS
ведет	průvodci	вести	průvodce	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ANIM;NOM;MASC;PL;POS
мартина	martine	мартина	martina	N;ANIM;ACC;MASC;SG	INTJ
мартина	martina	мартина	martina	N;ANIM;ACC;MASC;SG	N;NOM;FEM;SG;POS
представителя	zástupce	представитель	zástupce	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
представителя	představitel	представитель	představitel	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
представителя	reprezentativní	представитель	reprezentativní	N;ANIM;ACC;MASC;SG	ADJ;NOM;MASC;SG;POS
серьёзные	vážný	серьезный	vážný	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
серьёзные	vážné	серьезный	vážný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
серьёзные	vážná	серьезный	vážný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
потенциал	potenciální	потенциал	potenciální	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
потенциал	kapacitu	потенциал	kapacita	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
потенциал	kapacity	потенциал	kapacita	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
сделана	vyrobil	делать	vyrobit	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
сделана	vyrobeny	делать	vyrobený	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INAN;PL;POS;V.PTCP;PASS
сделана	vyrobený	делать	vyrobený	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
сделана	udělal	делать	udělat	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
сделана	vyrobené	делать	vyrobený	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS
сделана	vyrobeno	делать	vyrobený	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
исп	srí	испа	srůj	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
наполеона	napoleon	наполеон	napoleon	N;INAN;GEN;MASC;SG	N;ANIM;NOM;MASC;SG;POS
ведущие	vedoucí	ведущий	vedoucí	ADJ;NOM;PL	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
ведущие	olovo	ведущий	olovo	ADJ;NOM;PL	N;NOM;NEUT;SG;POS
ведущие	vést	ведущий	vést	ADJ;NOM;PL	V;POS;NFIN
расы	závod	раса	závod	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
расы	race	раса	race	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;POS
расы	rasa	раса	rasa	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
китайская	číňan	китайский	číňan	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
китайская	čína	китайский	čína	ADJ;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
подписан	podepsána	подписать	podepsaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
подписан	podepsáno	подписать	podepsaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
подписан	podepsaná	подписать	podepsaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
подписан	podepsán	подписать	podepsaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
подписан	podepsané	подписать	podepsaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
грузия	gruzie	грузия	gruzie	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
приложение	příloze	приложение	příloha	N;INAN;NOM;NEUT;SG	N;DAT;FEM;SG;POS
дэвис	davis	дэвис	davis	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
дэвис	davisová	дэвис	davisový	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
дэвис	davies	дэвис	davies	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
обер	ober	обер	ober	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
маршрутов	trasy	маршрут	trasa	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
тесно	stísněné	тесно	stísněný	ADV	ADJ;NOM;NEUT;SG;POS
мессье	messier	мессо	messier	N;INAN;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG;POS
действовал	jednala	действовать	jednat	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;POS;PST;V.PTCP;ACT
преследования	pronásledování	преследование	pronásledování	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
преследования	obtěžování	преследование	obtěžování	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
хребет	ridge	хребет	ridgo	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
сильные	silně	сильный	silně	ADJ;NOM;PL	ADV;POS
сильные	silná	сильный	silný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
сильные	silné	сильный	silný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
сильные	silný	сильный	silný	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
принадлежности	doplňky	принадлежность	doplněk	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
лас	las	лас	las	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
чарли	charlieho	чарли	charlie	N;ANIM;NOM;MASC;SG	N;ANIM;GEN;MASC;SG;POS
столкновения	kolize	столкновение	kolize	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
столкновения	srážka	столкновение	srážka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
столкновения	kolize	столкновение	kolize	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
столкновения	clash	столкновение	clash	N;INAN;NOM;NEUT;PL	PROPN;INAN;MASC;SG;POS
столкновения	střet	столкновение	střet	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG;POS
внезапно	náhlá	внезапно	náhlý	ADV	ADJ;NOM;FEM;SG;POS
внезапно	náhlý	внезапно	náhlý	ADV	ADJ;INAN;NOM;MASC;SG;POS
внезапно	náhlé	внезапно	náhlý	ADV	ADJ;NOM;NEUT;SG;POS
карло	carlo	карло	carlo	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
баварии	bavorsko	бавария	bavorský	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG;POS
барокко	barokní	барокко	barokní	ADV	ADJ;NOM;MASC;SG;POS
публикация	zveřejnit	публикация	zveřejnit	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
подсемейства	podčeleď	подсемейство	podčeleď	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
величины	hodnot	величина	hodnota	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
сыновья	synů	сыновье	syn	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
бюджет	rozpočtu	бюджет	rozpočet	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
увы	žel	увы	žel	ADV	N;NOM;MASC;SG;POS
синий	blue	синий	blue	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
синий	modře	синий	modře	ADJ;NOM;MASC;SG	ADV;POS
коллег	kolegy	коллега	kolega	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
коллег	kolegové	коллега	kolega	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
коллег	spolupracovníky	коллега	spolupracovník	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
коллег	kolegy	коллега	kolega	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
коллег	spolupracovníci	коллега	spolupracovník	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
коллег	kolegové	коллега	kolega	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
жёлтый	žluté	жёлтый	žlutý	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
эффективность	účinná	эффективность	účinný	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
эффективность	účinné	эффективность	účinný	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
эффективность	efektivní	эффективность	efektivní	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
эффективность	účinný	эффективность	účinný	N;INAN;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
аналогии	analogie	аналогия	analogie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
аналогии	analogie	аналогия	analogie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
аналогии	přirovnání	аналогия	přirovnání	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
образец	vzorku	образец	vzorek	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
образец	exempláře	образец	exemplář	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
пустая	prázdno	пустой	prázdno	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG;POS
пустая	vyprázdnit	пустой	vyprázdnit	ADJ;NOM;FEM;SG	V;PFV;POS;NFIN
запущен	spuštěn	запустить	spuštěný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
запущен	zahájena	запустить	zahájený	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
запущен	zahájila	запустить	zahájit	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;POS;PST;V.PTCP;ACT
дала	dala	дать	dát	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;POS;PST;V.PTCP;ACT
соседних	sousední	соседний	sousední	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
соседних	sousední	соседний	sousední	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
ступень	fázi	ступень	fáze	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
обычных	obyčejné	обычный	obyčejný	ADJ;GEN;PL	ADJ;NOM;MASC;PL;POS
обычных	obyčejná	обычный	obyčejný	ADJ;GEN;PL	ADJ;NOM;FEM;SG;POS
обычных	obyčejný	обычный	obyčejný	ADJ;GEN;PL	ADJ;INAN;NOM;MASC;SG;POS
обычных	konvenční	обычный	konvenční	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
распространено	distribuován	распространить	distribuovaný	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
транскрипции	přepis	транскрипция	přepis	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
заключение	závěry	заключение	závěr	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
рейс	letu	рейс	let	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
рейс	letová	рейс	letový	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
рейс	let	рейс	rok	N;INAN;NOM;MASC;SG	N;GEN;NEUT;PL;POS
кабинет	kanceláře	кабинет	kancelář	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
кабинет	kabinetu	кабинет	kabinet	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
петер	petře	петер	petra	N;ANIM;NOM;MASC;SG	N;DAT;FEM;SG;POS
петер	peter	петер	peter	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
петер	petr	петер	petr	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
петер	péter	петер	péter	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
грузов	náklad	груз	náklad	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;SG;POS
массовые	masivní	массовый	masivní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
массовые	mohutný	массовый	mohutný	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
останется	zůstane	остаться	zůstat	V;PFV;IND;SG;3;FUT;FIN;MID	V;IND;SG;3;POS;PRS;FIN;ACT
останется	zůstává	остаться	zůstávat	V;PFV;IND;SG;3;FUT;FIN;MID	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
останется	pobyty	остаться	pobyt	V;PFV;IND;SG;3;FUT;FIN;MID	N;INAN;NOM;MASC;PL;POS
простые	jednoduchá	простой	jednoduchý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
простые	prosté	простой	prostý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
простые	jednoduchý	простой	jednoduchý	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
простые	jednoduché	простой	jednoduchý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
туристов	turisty	турист	turista	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
туристов	turisté	турист	turista	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
пояса	pásek	пояс	pásek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
пояса	pás	пояс	pás	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
пояса	opasek	пояс	opasek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
ивановича	ivanovic	иванович	ivanovice	N;ANIM;ACC;MASC;SG	N;NOM;MASC;PL;POS
рига	riga	риг	riga	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
абзац	odstavce	абзац	odstavec	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
соло	solo	соло	solo		PROPN;NOM;MASC;SG;POS
соло	sólo	соло	sólo		N;NOM;NEUT;SG;POS
больнице	nemocnice	больница	nemocnice	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG;POS
больнице	nemocniční	больница	nemocniční	N;INAN;DAT;FEM;SG	ADJ;NOM;MASC;SG;POS
рождества	vánoční	рождество	vánoční	N;INAN;NOM;NEUT;PL	ADJ;NOM;MASC;SG;POS
уничтожения	vyhlazení	уничтожение	vyhlazení	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
уничтожения	zkáza	уничтожение	zkáza	N;INAN;GEN;NEUT;SG	N;NOM;FEM;SG;POS
уничтожения	zničení	уничтожение	zničení	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
уничтожения	ničení	уничтожение	ničení	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG;POS
уничтожения	destrukce	уничтожение	destrukce	N;INAN;GEN;NEUT;SG	N;NOM;FEM;SG;POS
устав	statutu	устав	statut	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
устав	charty	устав	charta	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
устав	stanov	устав	stanovy	N;INAN;NOM;MASC;SG	N;GEN;FEM;PL;POS
устав	stanovy	устав	stanovy	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
вызвал	předvolán	вызвать	předvolaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
медленно	pomalá	медленно	pomalý	ADV	ADJ;NOM;FEM;SG;POS
медленно	pomalé	медленно	pomalý	ADV	ADJ;NOM;NEUT;SG;POS
медленно	pomalý	медленно	pomalý	ADV	ADJ;INAN;NOM;MASC;SG;POS
продаж	prodeje	продажа	prodej	N;INAN;GEN;FEM;PL	N;INAN;NOM;MASC;SG;POS
продаж	prodej	продажа	prodej	N;INAN;GEN;FEM;PL	N;INAN;NOM;MASC;SG;POS
продаж	prodejní	продажа	prodejní	N;INAN;GEN;FEM;PL	ADJ;NOM;FEM;SG;POS
повреждения	poškození	повреждение	poškození	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
людовик	louis	людовик	louis	N;ANIM;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
людовик	ludvík	людовик	ludvík	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
людовик	ludovic	людовик	ludovice	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
билли	billy	билль	bill	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
билли	billyho	билль	bille	N;ANIM;NOM;MASC;SG	PROPN;ANIM;GEN;MASC;SG;POS
билли	billie	билль	billie	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
ущерб	škody	ущерб	škoda	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
ущерб	škody	ущерб	škoda	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
рис	rýži	рис	rýže	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
рис	rhys	рис	rhys	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
юниоров	junioři	юниор	junior	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
легенды	legend	легенда	legenda	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
легенды	legend	легенда	legenda	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
легенды	legenda	легенда	legenda	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
проф	prof	профент	profesor		N;ANIM;MASC;POS
доступны	dostupný	доступный	dostupný	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
доступны	dostupná	доступный	dostupný	ADJ;PL	ADJ;NOM;FEM;SG;POS
ветеранов	veterány	ветеран	veteraný	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
угля	uhlí	уголь	uhlí	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
ска	ska	ска	ska	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
евразии	eurasie	евразия	eurasie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
собрать	sbírat	собрать	sbírat	V;PFV;NFIN;ACT	V;IPFV;POS;NFIN
собрать	shromažďovat	собрать	shromažďovat	V;PFV;NFIN;ACT	V;IPFV;POS;NFIN
железа	železný	железо	železný	N;INAN;NOM;NEUT;PL	ADJ;ANIM;NOM;MASC;SG;POS
железа	železo	железо	železo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
железа	železná	железо	železný	N;INAN;NOM;NEUT;PL	ADJ;NOM;FEM;SG;POS
железа	iron	железо	iron	N;INAN;NOM;NEUT;PL	PROPN;INAN;NOM;MASC;SG;POS
дан	danovi	дать	daný	ADJ;MASC;SG	N;ANIM;DAT;MASC;SG;POS
дан	dan	дать	dan	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
дан	dane	дать	daň	ADJ;MASC;SG	N;NOM;FEM;SG;POS
дан	dunn	дать	dunný	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ближайшей	nejbližší	близкий	blízký	ADJ;INS;RL;FEM;SG	ADJ;NOM;RL;MASC;SG;POS
знание	znalosti	знание	znalost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
знание	vědomosti	знание	vědomost	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
студенты	studenty	студент	student	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
инженеров	inženýři	инженер	inženýr	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
указанных	specifikované	указать	specifikovaný	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
указанных	uvedené	указать	uvedený	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
сильное	silně	сильный	silně	ADJ;NOM;NEUT;SG	ADV;POS
поэтов	básníci	поэт	básník	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
трамвай	tramvaje	трамвай	tramvaj	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
трамвай	tramvaje	трамвай	tramvaj	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
трамвай	tramvajové	трамвай	tramvajový	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
отдал	dala	отдать	dát	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;POS;PST;V.PTCP;ACT
жертвы	obětování	жертва	obětování	N;ANIM;NOM;FEM;PL	N;NOM;NEUT;SG;POS
жертвы	obětí	жертва	oběť	N;ANIM;NOM;FEM;PL	N;INS;FEM;SG;POS
жертвы	obětem	жертва	oběť	N;ANIM;NOM;FEM;PL	N;DAT;FEM;PL;POS
соль	salt	соль	salt	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
соль	soli	соль	sůl	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
соль	sol	соль	sol	N;INAN;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
сотрудничал	spolupracovali	сотрудничать	spolupracovat	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
увеличить	navýšení	увеличить	navýšení	V;PFV;NFIN;ACT	N;NOM;NEUT;SG;POS
увеличить	zvýšení	увеличить	zvýšení	V;PFV;NFIN;ACT	N;NOM;NEUT;SG;POS
увеличить	nárůst	увеличить	nárůst	V;PFV;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
увеличить	zoom	увеличить	zoom	V;PFV;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
кит	keith	кит	keith	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
кит	kite	кит	kite	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кит	kit	кит	kit	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
надежды	naděje	надежда	naděje	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
надежды	doufá	надежда	doufat	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
лаборатория	laboratorní	лаборатория	laboratorní	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
запуск	spustit	запуск	spustit	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
современников	současníci	современник	současník	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
