les	het	le	het	DET;DEF;PL	PRO;3
arles	arles	arle	arles	PROPN	N;SG
feuille	laken	feuille	laak	N;FEM;SG	V;NFIN
douce	sweet	doux	sweet	ADJ;FEM;SG	N;MASC+FEM;SG
douce	zoetwater	doux	zoetwater	ADJ;FEM;SG	N;MASC+FEM;SG
douce	soft	doux	soft	ADJ;FEM;SG	N;MASC+FEM;SG
remarquables	uitstaande	remarquable	uitstaande	ADJ;MASC;PL	V;V.PTCP
remarquables	uitmuntend	remarquable	uitmuntend	ADJ;MASC;PL	V;V.PTCP
dep	dep	dep	dep	N;MASC;SG	V;SG;PRS;FIN
michigan	michigan	michigan	michigan	PROPN	N;NEUT;SG
descendants	nageslacht	descendant	nageslacht	N;MASC;PL	N;NEUT;SG
khan	khan	khan	khan	PROPN	N;MASC+FEM;SG
indre	indre	indre	indre	PROPN	N;MASC+FEM;SG
quasiment	praktisch	quasiment	praktisch	ADV	ADJ
quasiment	praktisch	quasiment	praktisch	ADV	ADJ
finlandais	finnen	finlandais	finnen	ADJ;MASC;SG	N;PL
déchets	verspilling	déchet	verspilling	N;MASC;PL	N;MASC+FEM;SG
déchets	afval	déchet	afval	N;MASC;PL	N;NEUT;SG
déchets	afval	déchet	afval	N;MASC;PL	N;NEUT;SG
bell	bell	bell	bell	PROPN	N;MASC+FEM;SG
manuscrits	handschrift	manuscrit	handschrift	V;MASC;PL;PST;V.PTCP	N;NEUT;SG
manuscrits	manuscript	manuscrit	manuscript	V;MASC;PL;PST;V.PTCP	N;NEUT;SG
manuscrits	manuscripten	manuscrit	manuscrip	V;MASC;PL;PST;V.PTCP	N;PL
manuscrits	handschriften	manuscrit	handschrift	V;MASC;PL;PST;V.PTCP	N;PL
matières	materiaal	matière	materiaal	N;FEM;PL	N;NEUT;SG
atlanta	atlanta	atlanta	atlanta	PROPN	N;MASC+FEM;SG
vancouver	vancouver	vancouver	vancouver	PROPN	N;MASC+FEM;SG
lucas	lucas	lucas	lucas	PROPN	N;MASC+FEM;SG
massachusetts	massachusetts	massachusett	massachusetts	N;MASC;PL	N;NEUT;SG
cellule	cell	cellule	cell	N;FEM;SG	
fou	crazy	fou	crazy	ADJ;MASC;SG	N;MASC+FEM;SG
fou	mad	fou	mad	ADJ;MASC;SG	N;MASC+FEM;SG
heinrich	heinrich	heinrich	heinrich	PROPN	N;MASC+FEM;SG
coréen	koreaanse	coréen	koreaans	N;MASC;SG	ADJ
coréen	koreaans	coréen	koreaan	N;MASC;SG	ADJ
coréen	koreanen	coréen	koreaan	N;MASC;SG	N;PL
moulins	mills	moulin	mill	N;MASC;PL	N;SG
moulins	moulins	moulin	moulins	N;MASC;PL	N;MASC+FEM;SG
banques	bankwezen	banque	bankwezen	N;FEM;PL	N;NEUT;SG
banques	bankieren	banque	bankier	N;FEM;PL	V;NFIN
banques	bank	banque	bank	N;FEM;PL	N;MASC+FEM;SG
justement	precies	justement	precies	ADV	ADJ
battre	beat	battre	bieten	V;NFIN	N;MASC+FEM;SG
cologne	keulen	cologne	keulen	PROPN	V;NFIN
cologne	cologne	cologne	cologne	PROPN	N;MASC+FEM;SG
positif	positieven	positif	positief	ADJ;MASC;SG	N;PL
minnesota	minnesota	minnesota	minnesota	PROPN	N;MASC+FEM;SG
compléter	aanvulling	compléter	aanvulling	V;NFIN	N;MASC+FEM;SG
plume	veren	plume	veer	N;FEM;SG	N;PL
alimentaire	levensmiddelen	alimentaire	levensmiddelen	ADJ;MASC;SG	N;PL
alimentaire	voedsel	alimentaire	voedsel	ADJ;MASC;SG	N;NEUT;SG
alimentaire	eten	alimentaire	eten	ADJ;MASC;SG	V;NFIN
démarche	benaderen	démarche	benaderen	N;FEM;SG	V;NFIN
démarche	naderen	démarche	naderen	N;FEM;SG	V;NFIN
paysages	landschap	paysage	landschap	N;MASC;PL	N;NEUT;SG
barry	barry	barry	barry	PROPN	N;MASC+FEM;SG
kansas	kansas	kansas	kansas	PROPN	N;NEUT;SG
dissolution	ontbinden	dissolution	ontbinden	N;FEM;SG	V;NFIN
grève	strike	grève	strik	N;FEM;SG	
marchandises	vracht	marchandise	vracht	N;FEM;PL	N;MASC+FEM;SG
marchandises	goederenvervoer	marchandise	goederenvervoer	N;FEM;PL	N;NEUT;SG
marchandises	vrachtvervoer	marchandise	vrachtvervoer	N;FEM;PL	N;NEUT;SG
marchandises	handelswaar	marchandise	handelswaar	N;FEM;PL	N;MASC+FEM;SG
marchandises	koopwaar	marchandise	koopwaar	N;FEM;PL	N;MASC+FEM;SG
pratiquement	praktisch	pratiquement	praktisch	ADV	ADJ
pratiquement	praktisch	pratiquement	praktisch	ADV	ADJ
disparue	verdwenen	disparu	verdwijnen	ADJ;FEM;SG	V;V.PTCP
disparue	verdween	disparu	verdwijnen	ADJ;FEM;SG	V;SG;PST;FIN
quatorze	fourteen	quatorze	fourteen	NUM	N;MASC+FEM;SG
arménie	armenië	arménie	armenië	PROPN	PROPN;NEUT;SG
norman	norman	norman	norman	PROPN	N;MASC+FEM;SG
allier	allier	allier	allier	V;NFIN	N;MASC+FEM;SG
xviie	zeventiende	xviie	zeventien	N;MASC;SG	ADJ
leipzig	leipzig	leipzig	leipzig	PROPN	N;NEUT;SG
dites	say	dire	say	V;FEM;PL;PST;V.PTCP	
dites	zeg	dire	zeggen	V;FEM;PL;PST;V.PTCP	V;SG;PRS;FIN
observations	commentaar	observation	commentaar	N;FEM;PL	N;NEUT;SG
warner	warner	warner	warn	PROPN	N;MASC+FEM;SG
arena	arena	arena	arena	PROPN	N;MASC+FEM;SG
imprimerie	afdrukken	imprimerie	afdrukken	N;FEM;SG	V;NFIN
imprimerie	drukken	imprimerie	drukken	N;FEM;SG	V;NFIN
imprimerie	bedrukken	imprimerie	bedrukken	N;FEM;SG	V;NFIN
imprimerie	printen	imprimerie	print	N;FEM;SG	V;NFIN
perspective	vooruitzichten	perspective	vooruitzicht	N;FEM;SG	N;PL
edgar	edgar	edgar	edgar	PROPN	N;MASC+FEM;SG
walt	walt	walt	wallen	PROPN	N;MASC+FEM;SG
militant	militante	militant	militant	N;MASC;SG	ADJ
tourner	turn	tourner	turn	V;NFIN	N;MASC+FEM;SG
tourner	draai	tourner	draai	V;NFIN	N;MASC+FEM;SG
tourner	beurt	tourner	beurt	V;NFIN	N;MASC+FEM;SG
tourner	spin	tourner	spin	V;NFIN	N;MASC+FEM;SG
impérial	imperial	impérial	imperial	ADJ;MASC;SG	N;MASC+FEM;SG
routier	weg	routier	weg	N;MASC;SG	ADV
hermann	hermann	hermann	hermann	PROPN	N;MASC+FEM;SG
hermann	herman	hermann	herman	PROPN	N;MASC+FEM;SG
accusé	verweerder	accuser	verweerd	V;MASC;SG;PST;V.PTCP	N;MASC+FEM;SG
ernst	ernst	ernst	ernst	PROPN	N;MASC+FEM;SG
stuart	stuart	stuart	stuart	PROPN	N;MASC+FEM;SG
jette	worpen	jeter	worpen	V;IND;SG;3;PRS;FIN	N;PL
jette	jette	jeter	jeten	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
index	indexeren	index	indexeren	N;MASC;SG	V;NFIN
index	indexen	index	index	N;MASC;SG	N;PL
index	registers	index	register	N;MASC;SG	N;PL
veulent	wilt	vouloir	willen	V;IND;PL;3;PRS;FIN	V;SG;PRS;FIN
veulent	wil	vouloir	willen	V;IND;PL;3;PRS;FIN	V;SG;PRS;FIN
enregistre	record	enregistrer	record	V;IND;SG;3;PRS;FIN	N;NEUT;SG
bouche	lippen	bouche	lip	N;FEM;SG	N;PL
bouche	monden	bouche	mond	N;FEM;SG	N;PL
blessure	letsels	blessure	letsel	N;FEM;SG	N;PL
bourgeois	burgerlijk	bourgeois	burgerlijk	N;MASC;SG	ADJ
chambres	kamer	chambre	kamer	N;FEM;PL	N;MASC+FEM;SG
pire	slechtste	pire	slecht	INTJ	ADJ;RL
pire	slechtst	pire	slecht	INTJ	ADJ;RL
pire	ergste	pire	erg	INTJ	ADJ;RL
pire	erger	pire	erg	INTJ	ADJ;CMPR
pire	slechter	pire	slecht	INTJ	ADJ;CMPR
profite	enjoy	profiter	enjoy	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
onde	zwaaien	onde	zwaaien	N;FEM;SG	V;NFIN
retourner	terugkeer	retourner	terugkeer	V;NFIN	N;MASC+FEM;SG
retourner	retour	retourner	retour	V;NFIN	ADJ
retourner	return	retourner	return	V;NFIN	
abc	abc	abc	abc	PROPN	N;MASC+FEM;SG
exposé	bloot	exposer	bloot	V;MASC;SG;PST;V.PTCP	ADJ
masque	maskers	masque	masker	N;MASC;SG	N;PL
masque	mask	masque	mask	N;MASC;SG	
combattre	combat	combattre	combat	V;NFIN	N;MASC+FEM;SG
combattre	strijd	combattre	strijd	V;NFIN	N;MASC+FEM;SG
combattre	gevecht	combattre	gevecht	V;NFIN	N;NEUT;SG
basses	bassen	bas	bas	ADJ;FEM;PL	N;PL
basses	low	bas	low	ADJ;FEM;PL	N;MASC+FEM;SG
archive	archiveren	archive	archiveren	N;FEM;SG	V;NFIN
protégé	beschutte	protéger	beschutten	V;MASC;SG;PST;V.PTCP	ADJ
protégé	beschut	protéger	beschut	V;MASC;SG;PST;V.PTCP	ADJ
monter	mount	monter	mounen	V;NFIN	N;MASC+FEM;SG
apparait	lijkt	appraître	lijken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
fidèles	getrouwe	fidèle	trouw	ADJ;MASC;PL	V;V.PTCP
causes	veroorzaakt	cause	veroorzaken	N;FEM;PL	V;V.PTCP
comparaison	vergelijken	comparaison	vergelijken	N;FEM;SG	V;NFIN
comparaison	vergelijk	comparaison	vergelijk	N;FEM;SG	V;SG;PRS;FIN
panneaux	tekenen	panneau	tekenen	N;MASC;PL	V;NFIN
préparer	voorbereiding	préparer	voorbereiding	V;NFIN	N;MASC+FEM;SG
vendée	vendée	vendée	vendee	V;FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
illustre	illustreert	illustre	illustreren	ADJ;MASC;SG	V;SG;PRS;FIN
illustre	illustere	illustre	illuster	ADJ;MASC;SG	N;MASC+FEM;SG
automatiquement	automatisch	automatiquement	automatisch	ADV	ADJ
accepté	akkoord	accepter	akkoord	V;MASC;SG;PST;V.PTCP	ADJ
pousse	push	pousser	push	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
luigi	luigi	luigi	luigi	PROPN	N;MASC+FEM;SG
mondiaux	global	mondial	global	ADJ;MASC;PL	N;MASC+FEM;SG
grant	subsidie	grant	subsidie	PROPN	N;MASC+FEM;SG
grant	grant	grant	grant	PROPN	N;MASC+FEM;SG
génétique	genen	génétique	gen	ADJ;MASC;SG	N;PL
génétique	genetica	génétique	genetica	ADJ;MASC;SG	N;MASC+FEM;SG
choc	schokken	choc	schok	N;MASC;SG	V;NFIN
ondes	vibes	onde	vibes	N;FEM;PL	N;MASC+FEM;SG
romantique	romance	romantique	romance	ADJ;MASC;SG	N;MASC+FEM;SG
romantique	romantiek	romantique	romantiek	ADJ;MASC;SG	N;MASC+FEM;SG
romantique	romanticus	romantique	romanticus	ADJ;MASC;SG	N;MASC+FEM;SG
frappe	strike	frapper	strik	V;IND;SG;3;PRS;FIN	
frappe	staking	frapper	staking	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
frappe	hits	frapper	hits	V;IND;SG;3;PRS;FIN	N;PL
frappe	treffers	frapper	treffer	V;IND;SG;3;PRS;FIN	N;PL
philippines	filipijnse	philippine	filipijns	N;FEM;PL	ADJ
entouré	omringt	entourer	omringen	V;MASC;SG;PST;V.PTCP	V;SG;PRS;FIN
anonyme	anonyme	anonyme	anonyme	ADJ;MASC;SG	N;MASC+FEM;SG
assurance	verzekeringen	assurance	verzekering	N;FEM;SG	N;PL
phil	phil	phil	phil	N;MASC;SG	PROPN;MASC+FEM;SG
helsinki	helsinki	helsinki	helsinki	PROPN	N;NEUT;SG
espère	hoop	espérer	hoop	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
espère	hope	espérer	hope	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
lawrence	lawrence	lawrence	lawrenc	PROPN	N;MASC+FEM;SG
danny	danny	danny	danny	PROPN	N;MASC+FEM;SG
bonus	bonussen	bonus	bonus	N;MASC;SG	N;PL
théories	theorie	théorie	theorie	N;FEM;PL	N;MASC+FEM;SG
hot	warm	hot	warm	N;MASC;SG	ADJ
hot	heet	hot	heten	N;MASC;SG	V;SG;PRS;FIN
éliminatoires	playoff	éliminatoire	playoff	ADJ;MASC;PL	N;MASC+FEM;SG
éliminatoires	playoffs	éliminatoire	playoffs	ADJ;MASC;PL	N;PL
disant	gezegde	dire	zeggen	V;PRS;V.PTCP	N;MASC+FEM;SG
résistant	resistente	résistant	resistent	V;PRS;V.PTCP	N;MASC+FEM;SG
résistant	resistent	résistant	resistent	V;PRS;V.PTCP	ADJ
résistant	veerkrachtig	résistant	veerkrachtig	V;PRS;V.PTCP	ADJ
résistant	tegenstand	résistant	tegenstand	V;PRS;V.PTCP	N;MASC+FEM;SG
résistant	weerstand	résistant	weerstand	V;PRS;V.PTCP	N;MASC+FEM;SG
résistant	resistentie	résistant	resistentie	V;PRS;V.PTCP	N;MASC+FEM;SG
résistant	verzet	résistant	verzet	V;PRS;V.PTCP	N;NEUT;SG
islande	ijsland	islande	ijsland	ADJ;MASC;SG	N;NEUT;SG
janeiro	janeiro	janeiro	janeiro	PROPN	N;MASC+FEM;SG
macédoine	macedonië	macédoine	macedonië	ADJ;FEM;SG	N;NEUT;SG
sculptures	beeld	sculpture	beeld	N;FEM;PL	N;NEUT;SG
sculptures	beeldhouwwerk	sculpture	beeldhouwwerk	N;FEM;PL	N;NEUT;SG
sculptures	sculptuur	sculpture	sculptuur	N;FEM;PL	N;MASC+FEM;SG
investissement	investeren	investissement	investeren	N;MASC;SG	V;NFIN
investissement	investeringen	investissement	investering	N;MASC;SG	N;PL
investissement	investeren	investissement	investeren	N;MASC;SG	V;NFIN
investissement	beleggingen	investissement	belegging	N;MASC;SG	N;PL
investissement	investeringen	investissement	investering	N;MASC;SG	N;PL
absolument	absoluut	absolument	absoluut	ADV	ADJ
chêne	eiken	chêne	eiken	N;MASC;SG	N;PL
privés	prive	priver	prive	V;MASC;PL;PST;V.PTCP	N;MASC+FEM;SG
privés	privé	priver	privé	V;MASC;PL;PST;V.PTCP	ADJ
privés	particulier	priver	particulier	V;MASC;PL;PST;V.PTCP	ADJ
chroniques	kroniek	chronique	kroniek	N;FEM;PL	N;MASC+FEM;SG
chroniques	chronicle	chronique	chronicle	N;FEM;PL	
chroniques	chronisch	chronique	chronisch	N;FEM;PL	ADJ
tue	kill	tuer	kill	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
tue	doden	tuer	dood	V;IND;SG;3;PRS;FIN	ADJ
paolo	paolo	paolo	paolo	PROPN	N;MASC+FEM;SG
entrées	ingangen	entrée	ingaan	V;FEM;PL;PST;V.PTCP	N;PL
entrées	vermeldingen	entrée	vermelding	V;FEM;PL;PST;V.PTCP	N;PL
entrées	inzendingen	entrée	inzending	V;FEM;PL;PST;V.PTCP	N;PL
entrées	ingangen	entrée	ingaan	V;FEM;PL;PST;V.PTCP	N;PL
entrées	starters	entrée	starter	V;FEM;PL;PST;V.PTCP	N;PL
réfugiés	vluchteling	réfugié	vluchteling	N;MASC;PL	N;MASC+FEM;SG
réfugiés	vluchteling	réfugié	vluchteling	N;MASC;PL	N;MASC+FEM;SG
cache	cache	cacher	cach	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
cache	huiden	cacher	huiden	V;IND;SG;3;PRS;FIN	N;PL
égale	equal	égal	equal	ADJ;FEM;SG	
égale	gelijken	égal	gelijken	ADJ;FEM;SG	V;NFIN
œufs	eitje	œuf	eitje	N;MASC;PL	N;NEUT;SG
œufs	ei	œuf	ei	N;MASC;PL	N;NEUT;SG
tentatives	poging	tentative	poging	N;FEM;PL	N;MASC+FEM;SG
tentatives	geprobeerd	tentative	proberen	N;FEM;PL	V;V.PTCP
miles	mijl	mile	mijl	N;MASC;PL	N;MASC+FEM;SG
demandes	aanvragen	demande	aanvragen	N;FEM;PL	V;NFIN
demandes	aanvragen	demande	aanvragen	N;FEM;PL	V;NFIN
distinguer	onderscheid	distinguer	onderscheid	V;NFIN	N;NEUT;SG
boxe	boksen	boxe	boksen	N;FEM;SG	V;NFIN
boxe	boxen	boxe	boxen	N;FEM;SG	N;PL
challenge	uitdagen	challenge	uitdag	N;MASC;SG	V;NFIN
serpent	slangen	serpent	slang	N;MASC;SG	N;PL
chimiques	chemicaliën	chimique	chemicaliën	ADJ;MASC;PL	N;PL
jeudi	donderdag	jeudi	donderdag	N;MASC;SG	PROPN;MASC+FEM;SG
média	media	média	media	N;MASC;SG	N;PL
noires	black	noir	black	ADJ;FEM;PL	
noires	noires	noir	noire	ADJ;FEM;PL	N;SG
georg	georg	georg	georg	PROPN	PROPN;MASC+FEM;SG
individuelle	losgemaakt	individuel	losmaken	ADJ;FEM;SG	V;V.PTCP
individuelle	losgekoppeld	individuel	losgekoppeld	ADJ;FEM;SG	V;V.PTCP
individuelle	vrijstaande	individuel	vrijstaand	ADJ;FEM;SG	V;V.PTCP
individuelle	individu	individuel	individu	ADJ;FEM;SG	N;NEUT;SG
parker	parker	parker	park	PROPN	N;MASC+FEM;SG
métropolitaine	metropolitan	métropolitain	metropolitan	ADJ;FEM;SG	N;MASC+FEM;SG
isaac	isaac	isaac	isaac	PROPN	N;MASC+FEM;SG
comtes	telt	comte	tellen	N;MASC;PL	V;SG;PRS;FIN
comtes	comtes	comte	comtes	N;MASC;PL	N;MASC+FEM;SG
invite	prompt	invite	prompt	N;FEM;SG	ADV
invite	uitnodigen	invite	uitnodig	N;FEM;SG	V;NFIN
invite	uitnodigingen	invite	uitnodiging	N;FEM;SG	N;PL
anges	engel	ange	engel	N;MASC;PL	N;MASC+FEM;SG
anges	angel	ange	angel	N;MASC;PL	N;MASC+FEM;SG
anges	engeltje	ange	engel	N;MASC;PL	N;NEUT;SG
attente	wachtende	attente	wachten	N;FEM;SG	V;V.PTCP
attente	afwachten	attente	afwachten	N;FEM;SG	V;NFIN
attente	wachten	attente	wachten	N;FEM;SG	V;NFIN
virginia	virginia	virginia	virginia	PROPN	N;MASC+FEM;SG
symboles	symbool	symbole	symbool	N;MASC;PL	N;NEUT;SG
vols	vlucht	vol	vlucht	N;MASC;PL	N;MASC+FEM;SG
murray	murray	murray	murray	PROPN	N;MASC+FEM;SG
racines	root	racine	root	N;FEM;PL	N;MASC+FEM;SG
racines	wortel	racine	wortel	N;FEM;PL	N;MASC+FEM;SG
racines	roots	racine	roots	N;FEM;PL	N;MASC+FEM;SG
houston	houston	houston	houston	PROPN	N;NEUT;SG
feux	branden	feu	branden	N;MASC;PL	V;NFIN
feux	vuren	feu	vuren	N;MASC;PL	V;NFIN
feux	lichten	feu	lichten	N;MASC;PL	V;NFIN
repos	uitrusten	repos	uitrusten	ADJ;MASC;SG	V;NFIN
repos	rusten	repos	rusten	ADJ;MASC;SG	V;NFIN
repos	rest	repos	rest	ADJ;MASC;SG	N;MASC+FEM;SG
repos	rust	repos	rust	ADJ;MASC;SG	N;MASC+FEM;SG
gardes	garde	garde	gard	N;MASC;PL	N;MASC+FEM;SG
gardes	bewaker	garde	bewaker	N;MASC;PL	N;MASC+FEM;SG
gand	gent	gand	gent	PROPN	N;NEUT;SG
gand	gent	gand	gent	PROPN	N;NEUT;SG
gand	gand	gand	gand	PROPN	N;MASC+FEM;SG
romane	romane	roman	romane	ADJ;FEM;SG	N;MASC+FEM;SG
vents	wind	vent	wind	N;MASC;PL	N;MASC+FEM;SG
vents	wind	vent	wind	N;MASC;PL	N;MASC+FEM;SG
rap	rappen	rap	rap	N;MASC;SG	V;NFIN
rap	rap	rap	rap	N;MASC;SG	ADJ
vive	vive	vif	vive	ADJ;FEM;SG	N;MASC+FEM;SG
fribourg	freiburg	fribourg	freiburg	PROPN	N;MASC+FEM;SG
fribourg	fribourg	fribourg	fribourg	PROPN	N;MASC+FEM;SG
assistance	ondersteunen	assistance	ondersteunen	N;FEM;SG	V;NFIN
uruguay	uruguay	uruguay	uruguay	PROPN	PROPN;NEUT;SG
esthétique	esthetiek	esthétique	esthetiek	ADJ;MASC;SG	N;MASC+FEM;SG
adams	adams	adam	adam	PROPN	N;MASC+FEM;SG
permanente	blijvend	permanent	blijven	ADJ;FEM;SG	V;V.PTCP
permanente	blijvende	permanent	blijven	ADJ;FEM;SG	V;V.PTCP
wayne	wayne	wayne	wayne	PROPN	N;MASC+FEM;SG
malte	malta	malte	malta	PROPN	N;MASC+FEM;SG
spider	spinnen	spider	spin	PROPN	N;PL
spider	spin	spider	spin	PROPN	N;MASC+FEM;SG
spider	spider	spider	spider	PROPN	N;MASC+FEM;SG
ahmed	ahmed	ahmed	ahmed	PROPN	N;MASC+FEM;SG
ahmed	achmed	ahmed	achmed	PROPN	N;MASC+FEM;SG
anton	anton	anton	anton	PROPN	N;MASC+FEM;SG
spéciaux	specials	spécial	specials	ADJ;MASC;PL	N;PL
spéciaux	special	spécial	special	ADJ;MASC;PL	N;MASC+FEM;SG
citation	citeren	citation	citeren	N;FEM;SG	V;NFIN
citation	citeer	citation	citeer	N;FEM;SG	V;SG;PRS;FIN
républicains	republikein	républicain	republikein	ADJ;MASC;PL	N;MASC+FEM;SG
républicains	republikeinen	républicain	republikein	ADJ;MASC;PL	N;PL
républicains	republikeinen	républicain	republikein	ADJ;MASC;PL	N;PL
indiens	indianen	indien	indiaan	ADJ;MASC;PL	N;PL
indiens	indiërs	indien	indiër	ADJ;MASC;PL	N;PL
indiens	indiaan	indien	indiaan	ADJ;MASC;PL	N;MASC+FEM;SG
gallery	galerie	gallery	galerie	PROPN	N;MASC+FEM;SG
gallery	galerij	gallery	galerij	PROPN	N;MASC+FEM;SG
traditionnellement	traditioneel	traditionnellement	traditioneel	ADV	ADJ
âges	ouderdom	âge	ouderdom	N;MASC;PL	N;MASC+FEM;SG
âges	leeftijd	âge	leeftijd	N;MASC;PL	N;MASC+FEM;SG
offrir	aanbod	offrir	aanbod	V;NFIN	N;NEUT;SG
offrir	aanbieding	offrir	aanbieding	V;NFIN	N;MASC+FEM;SG
gridcolor	gridcolor	gridcolor	gridcolor	PROPN	N;MASC+FEM;SG
tests	proeven	test	proeven	N;MASC;PL	V;NFIN
tests	testen	test	testen	N;MASC;PL	V;NFIN
tests	testen	test	testen	N;MASC;PL	V;NFIN
neutralité	neutrale	neutralité	neutraal	N;FEM;SG	ADJ
neutralité	neutraal	neutralité	neutraal	N;FEM;SG	ADJ
suisses	zwitserse	suisse	zwitsers	N;MASC;PL	ADJ
bière	bieren	bière	bier	N;FEM;SG	N;PL
bière	biertjes	bière	biertje	N;FEM;SG	N;PL
bière	bieren	bière	bier	N;FEM;SG	N;PL
arr	arr	arr	arr		INTJ
faibles	zwakken	faible	zwak	ADJ;MASC;PL	V;NFIN
faibles	low	faible	low	ADJ;MASC;PL	N;MASC+FEM;SG
arnold	arnold	arnold	arnold	PROPN	N;MASC+FEM;SG
julia	julia	julia	julia	PROPN	N;MASC+FEM;SG
angel	engel	angel	engel	PROPN	N;MASC+FEM;SG
angel	angel	angel	angel	PROPN	N;MASC+FEM;SG
angel	engeltje	angel	engel	PROPN	N;NEUT;SG
précédentes	voorgaande	précédent	voorgaan	ADJ;FEM;PL	V;V.PTCP
précédentes	eerdere	précédent	eerder	ADJ;FEM;PL	PRO
ottawa	ottawa	ottawa	ottawa	PROPN	N;NEUT;SG
professeurs	faculteit	professeur	faculteit	N;MASC;PL	N;MASC+FEM;SG
emplois	tewerkstelling	emploi	tewerkstelling	N;MASC;PL	N;MASC+FEM;SG
emplois	werkgelegenheid	emploi	werkgelegenheid	N;MASC;PL	N;MASC+FEM;SG
emplois	klussen	emploi	klus	N;MASC;PL	V;NFIN
occupée	druk	occuper	druk	V;FEM;SG;PST;V.PTCP	ADJ
occupée	bezig	occuper	bezig	V;FEM;SG;PST;V.PTCP	ADJ
confusion	verwarrende	confusion	verwarren	N;FEM;SG	V;V.PTCP
confusion	verwarrend	confusion	verwarrend	N;FEM;SG	V;V.PTCP
confusion	verwarren	confusion	verwarren	N;FEM;SG	V;NFIN
clergé	geestelijken	clergé	geestelijk	N;MASC;SG	ADJ
clergé	geestelijken	clergé	geestelijk	N;MASC;SG	ADJ
spécialement	specifiek	spécialement	specifiek	ADV	ADJ
spécialement	speciaal	spécialement	speciaal	ADV	ADJ
personnellement	persoonlijk	personnellement	persoonlijk	ADV	ADJ
étrange	strange	étrange	strang	ADJ;MASC;SG	N;MASC+FEM;SG
étrange	odd	étrange	odd	ADJ;MASC;SG	N;MASC+FEM;SG
nobles	noble	noble	noble	ADJ;MASC;PL	N;MASC+FEM;SG
nobles	edelen	noble	edelen	ADJ;MASC;PL	N;PL
exprimer	express	exprimer	express	V;NFIN	N;MASC+FEM;SG
vendre	verkoop	vendre	verkoop	V;NFIN	N;MASC+FEM;SG
vendre	verkoop	vendre	verkoop	V;NFIN	N;MASC+FEM;SG
marshall	marshall	marshall	marshall	ADJ;MASC;SG	N;MASC+FEM;SG
lang	lang	lang	lang	PROPN	ADJ
vallées	dalen	vallée	dalen	N;FEM;PL	V;NFIN
vallées	vallées	vallée	vallées	N;FEM;PL	N;MASC+FEM;SG
indienne	indiaan	indien	indiaan	ADJ;FEM;SG	N;MASC+FEM;SG
inc	inc	inc	inc		
just	gewoon	just	gewoon	INTJ	ADJ
passa	passa	passer	passa	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
suites	suites	suite	suites	N;FEM;PL	N;NEUT;SG
alentours	omgeving	alentours	omgeving	N;MASC;PL	N;MASC+FEM;SG
contrôler	controle	contrôler	controle	V;NFIN	N;MASC+FEM;SG
contrôler	control	contrôler	control	V;NFIN	
pietro	pietro	pietro	pietro	PROPN	N;MASC+FEM;SG
chœurs	koor	chœur	koor	N;MASC;PL	N;NEUT;SG
chœurs	refrein	chœur	refrein	N;MASC;PL	N;NEUT;SG
chœurs	koor	chœur	koor	N;MASC;PL	N;NEUT;SG
chœurs	koren	chœur	koren	N;MASC;PL	N;NEUT;SG
ferrand	ferrand	ferrand	ferrand	PROPN	N;MASC+FEM;SG
adrien	adrien	adrien	adrien	PROPN	N;MASC+FEM;SG
adrien	adrian	adrien	adrian	PROPN	N;MASC+FEM;SG
larry	larry	larry	larry	PROPN	N;MASC+FEM;SG
majoritairement	overwegend	majoritairement	overwegend	ADV	ADJ
majoritairement	voornamelijk	majoritairement	voornamelijk	ADV	ADJ
majoritairement	hoofdzakelijk	majoritairement	hoofdzakelijk	ADV	ADJ
spéciales	specials	spécial	specials	ADJ;FEM;PL	N;PL
spéciales	special	spécial	special	ADJ;FEM;PL	N;MASC+FEM;SG
policiers	politie	policier	politie	N;MASC;PL	N;MASC+FEM;SG
armement	bewapenen	armement	bewapenen	N;MASC;SG	V;NFIN
armement	wapens	armement	wapen	N;MASC;SG	N;PL
off	af	off	af		ADP
mayenne	mayenne	mayenne	mayenne	ADJ;FEM;SG	N;MASC+FEM;SG
marion	marion	marion	marion	PROPN	N;MASC+FEM;SG
robe	aankleden	robe	aankleden	N;FEM;SG	V;NFIN
baker	baker	baker	baker	PROPN	N;MASC+FEM;SG
baker	bakker	baker	bakker	PROPN	N;MASC+FEM;SG
normalement	gewoonlijk	normalement	gewoonlijk	ADV	ADJ
normalement	normaal	normalement	normaal	ADV	ADJ
jay	jay	jay	jay	PROPN	N;MASC+FEM;SG
stewart	stewart	stewart	stewart	PROPN	N;MASC+FEM;SG
phénomènes	fenomeen	phénomène	fenomeen	N;MASC;PL	N;NEUT;SG
sint	sint	sint	sint	PROPN	N;MASC+FEM;SG
