филологических	filologiczny	филологический	filologiczny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
чистый	sieć	чистый	sieć	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
чистый	siatka	чистый	siatka	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
чистый	netto	чистый	netto	ADJ;NOM;MASC;SG	
чистый	czysta	чистый	czysty	ADJ;NOM;MASC;SG	
чистый	czysta	чистый	czysty	ADJ;NOM;MASC;SG	
тепло	upał	теплый	upał	ADJ;NEUT;SG	
тепло	heat	теплый	heat	ADJ;NEUT;SG	
тепло	ciepło	теплый	ciepło	ADJ;NEUT;SG	
тепло	gorąco	теплый	gorąco	ADJ;NEUT;SG	ADV
тепло	ciepła	теплый	ciepło	ADJ;NEUT;SG	
тепло	ciepła	теплый	ciepło	ADJ;NEUT;SG	
тепло	ciepło	теплый	ciepło	ADJ;NEUT;SG	
тепло	ciepła	теплый	ciepło	ADJ;NEUT;SG	
тепло	ciepło	теплый	ciepło	ADJ;NEUT;SG	
мартинес	martinez	мартинес	martinez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
мартинес	martínez	мартинес	martrnez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
таджикистан	tadżykistan	таджикистан	tadżykistan	N;INAN;NOM;MASC;SG	
погода	pogody	погода	pogoda	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
удаляется	usunięto	удалять	usunąć	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;IND;0;PST;FIN;ACT
удаляется	usunięte	удалять	usunąć	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
удаляется	usunięta	удалять	usunąć	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
удаляется	usunięty	удалять	usunąć	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
герцогства	księstwo	герцогство	księstwo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
бака	baka	бак	bak	N;INAN;GEN;MASC;SG	
приобрел	pozyskane	приобрести	pozyskać	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
приобрел	zdobyte	приобрести	zdobyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
приобрел	nabyte	приобрести	nabyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
джейми	jamie	джея	jama	N;ANIM;NOM;MASC;SG	
джейми	jamiego	джея	jamo	N;ANIM;NOM;MASC;SG	
банкноты	banknotów	банкнот	banknot	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
раннее	wczesna	ранний	wczesny	ADJ;NOM;NEUT;SG	
раннее	wcześnie	ранний	wcześnie	ADJ;NOM;NEUT;SG	ADV
раннее	wczesne	ранний	wczesny	ADJ;NOM;NEUT;SG	
днепропетровск	dniepropetrowsk	днепропетровск	dniepropetrowsk	N;INAN;GEN;MASC;PL	N;ACC;MASC;SG
орды	hordy	орда	horda	N;INAN;NOM;FEM;PL	
болота	bagno	болото	bagno	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
болота	bagna	болото	bagny	N;INAN;NOM;NEUT;PL	
болота	bagna	болото	bagny	N;INAN;NOM;NEUT;PL	
избегать	unikanie	избегать	unikać	V;IPFV;NFIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
избегать	uniknąć	избегать	uniknąć	V;IPFV;NFIN;ACT	V;PFV;NFIN;ACT
окружности	kółko	окружность	kółko	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
окружности	obwód	окружность	obwód	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
пригороде	przedmieścia	пригород	przedmieścia	N;INAN;ESS;MASC;SG	N;NOM;NEUT;PL
пригороде	przedmieściach	пригород	przedmieście	N;INAN;ESS;MASC;SG	N;DAT;NEUT;PL
пригороде	przedmieścia	пригород	przedmieścia	N;INAN;ESS;MASC;SG	N;NOM;NEUT;PL
празднование	świętuje	празднование	świętować	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
празднование	uroczystości	празднование	uroczystość	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
празднование	obchody	празднование	obchód	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
празднование	uroczystości	празднование	uroczystość	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
празднование	świętowania	празднование	świętowanie	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
спорных	kwestionowane	спорный	kwestionować	ADJ;GEN;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
спорных	spór	спорный	spór	ADJ;GEN;PL	N;NOM;MASC;SG
спорных	sporne	спорный	sporny	ADJ;GEN;PL	
спорных	kontrowersyjne	спорный	kontrowersyjny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
римлян	rzymianie	римлянин	rzymiać	N;ANIM;GEN;MASC;PL	ADJ;IPFV;NOM;MASC;PL;POS;V.PTCP;PASS
римлян	rzymian	римлянин	rzymianin	N;ANIM;GEN;MASC;PL	
длинная	długi	длинный	długi	ADJ;NOM;FEM;SG	
длинная	długo	длинный	długo	ADJ;NOM;FEM;SG	ADV
длинная	long	длинный	long	ADJ;NOM;FEM;SG	
дождь	pada	дождь	padać	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
дождь	rain	дождь	raina	N;INAN;NOM;MASC;SG	
рено	renaud	рено	renaud	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
рено	reno	рено	reno	N;INAN;NOM;MASC;SG	
рено	renault	рено	renault	N;INAN;NOM;MASC;SG	
уменьшается	maleje	уменьшаться	maleć	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;PRS;FIN;ACT
уменьшается	zmniejsza	уменьшаться	zmniejszać	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;PRS;FIN;ACT
уменьшается	maleje	уменьшаться	maleć	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;PRS;FIN;ACT
колесо	koła	колесо	koło	N;INAN;NOM;NEUT;SG	N;ACC;NEUT;SG
федеральное	federalnej	федеральный	federalny	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
заготовки	zbiór	заготовка	zbiór	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
заготовки	zbiorów	заготовка	zbiór	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
клиент	klienci	клиент	klient	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
клиент	klienta	клиент	klient	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
клиент	klienta	клиент	klient	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
таллин	tallinn	таллин	tallinny	N;INAN;NOM;MASC;SG	
прибыла	dotarły	прибыть	dotrzeć	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;PL;PST;FIN;ACT
прибыла	przybyli	прибыть	przybyć	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
быков	byki	бык	byk	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
сохранять	zachować	сохранять	zachować	V;IPFV;NFIN;ACT	V;PFV;NFIN;ACT
сохранять	zachowaj	сохранять	zachować	V;IPFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
сохранять	uratować	сохранять	uratować	V;IPFV;NFIN;ACT	V;PFV;NFIN;ACT
сохранять	zachowaj	сохранять	zachować	V;IPFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
сохранять	zapisać	сохранять	zapisać	V;IPFV;NFIN;ACT	V;PFV;NFIN;ACT
сохранять	zapisz	сохранять	zapisać	V;IPFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
ударных	perkusja	ударный	perkusja	ADJ;GEN;PL	N;NOM;FEM;SG
шум	hałasy	шум	hałas	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
шум	hałasu	шум	hałas	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
сталь	stal	сталь	stal	N;INAN;NOM;FEM;SG	
сталь	stalowe	сталь	stalowy	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
сталь	stali	сталь	stać	N;INAN;NOM;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
скот	scotta	скот	scottać	N;INAN;NOM;MASC;SG	
скот	scott	скот	scott	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
скот	inwentarz	скот	inwentarz	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
выделил	zaznaczone	выделить	zaznaczyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
кусок	kawałek	кусок	kawałek	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
кусок	kawałku	кусок	kawałek	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
органических	organiczne	органический	organiczny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
органических	ekologiczna	органический	ekologiczny	ADJ;GEN;PL	ADJ;NOM;FEM;SG
органических	organiczny	органический	organiczny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
органических	ekologiczne	органический	ekologiczny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
серп	sierp	серп	sierp	N;INAN;NOM;MASC;SG	
кальция	wapnia	кальций	wapniać	N;INAN;NOM;MASC;SG	
робот	robot	робот	robot	N;ANIM;NOM;MASC;SG	
робот	robocie	робот	robota	N;ANIM;NOM;MASC;SG	N;DAT;FEM;SG
робот	robota	робот	robota	N;ANIM;NOM;MASC;SG	
ева	eva	ева	eva	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
ева	ewa	ева	ewa	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
ева	ewo	ева	ewo	N;ANIM;NOM;FEM;SG	
ева	evy	ева	evy	N;ANIM;NOM;FEM;SG	
ева	evo	ева	evo	N;ANIM;NOM;FEM;SG	
ева	ewa	ева	ewa	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
ева	ewo	ева	ewo	N;ANIM;NOM;FEM;SG	
ева	eve	ева	eve	N;ANIM;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
ева	ewy	ева	ewy	N;ANIM;NOM;FEM;SG	
паркер	parkera	паркер	parker	N;ANIM;NOM;MASC;SG	
паркер	parker	паркер	parker	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
бурбон	bourbon	бурбон	bourbon	N;INAN;NOM;MASC;SG	
бурбон	burbon	бурбон	burbon	N;INAN;NOM;MASC;SG	
филиппины	filipiny	филиппины	filipina	N;INAN;NOM;FEM;PL	
восстановлено	przywrócone	восстановить	przywrócić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
восстановлено	przywrócony	восстановить	przywrócić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
восстановлено	przywrócona	восстановить	przywrócić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
заболевание	choroby	заболевание	choroba	N;INAN;NOM;NEUT;SG	N;ACC;FEM;PL
заболевание	choroby	заболевание	choroba	N;INAN;NOM;NEUT;SG	N;ACC;FEM;PL
ствол	lufy	ствол	lufa	N;INAN;NOM;MASC;SG	N;GEN;FEM;PL
ствол	broń	ствол	broń	N;INAN;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
ствол	gun	ствол	guna	N;INAN;NOM;MASC;SG	
шер	cher	шер	cher	N;INAN;NOM;MASC;SG	
справедливо	uczciwie	справедливый	uczciwie	ADJ;NEUT;SG	ADV
справедливо	targi	справедливый	targa	ADJ;NEUT;SG	N;NOM;MASC;PL
справедливо	fair	справедливый	fair	ADJ;NEUT;SG	
справедливо	jarmark	справедливый	jarmark	ADJ;NEUT;SG	N;NOM;MASC;SG
мирза	mirza	мирза	mirza	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
запрещены	zakazany	запретить	zakazać	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
запрещены	zakazana	запретить	zakazać	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
запрещены	zakazane	запретить	zakazać	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
братства	bractwa	братство	bractwo	N;INAN;NOM;NEUT;PL	N;ACC;NEUT;SG
братства	braterstwo	братство	braterstwo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
братства	bractwo	братство	bractwo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
разрушена	zniszczony	разрушить	zniszczyć	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
разрушена	zniszczona	разрушить	zniszczyć	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
разрушена	zrujnowany	разрушить	zrujnować	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
отражения	rozważania	отражение	rozważać	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
отражения	odbicia	отражение	odbić	N;INAN;NOM;NEUT;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
неясно	niejasne	неясный	niejasny	ADJ;NEUT;SG	
кэти	kathy	кэть	kathy	N;ANIM;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
кэти	cathy	кэть	cathy	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
кэти	katy	кэть	kat	N;ANIM;NOM;FEM;SG	
водителя	kierowca	водитель	kierowca	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
водителя	sterownik	водитель	sterownik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
лиссабон	lizbona	лиссабон	lizbona	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
металлургии	metalurgii	металлургия	metalurgia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
серого	siwy	серый	siwa	ADJ;GEN;MASC;SG	N;NOM;MASC;SG
серого	gray	серый	grać	ADJ;GEN;MASC;SG	
серого	szary	серый	szary	ADJ;GEN;MASC;SG	
серого	szara	серый	szara	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
серого	szare	серый	szary	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG
осуществление	realizacji	осуществление	realizacja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
величайших	najwspanialszy	великий	kopanialy	ADJ;GEN;RL;PL	ADJ;NOM;CMPR;MASC;SG
величайших	największe	великий	duży	ADJ;GEN;RL;PL	ADJ;NOM;CMPR;NEUT;SG
величайших	największy	великий	duży	ADJ;GEN;RL;PL	ADJ;NOM;CMPR;MASC;SG
творческих	kreatywny	творческий	kreatywny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
творческих	kreatywność	творческий	kreatywność	ADJ;GEN;PL	N;NOM;FEM;SG
творческих	creative	творческий	creativ	ADJ;GEN;PL	
джорджия	georgia	джорджия	georgia	N;INAN;NOM;FEM;SG	
спектра	widma	спектр	widma	N;INAN;GEN;MASC;SG	
спектра	widmo	спектр	widmo	N;INAN;GEN;MASC;SG	
спектра	spektrum	спектр	spektrum	N;INAN;GEN;MASC;SG	
норт	północnej	норт	północny	N;INAN;NOM;MASC;SG	ADJ;GEN;FEM;SG
норт	north	норт	north	N;INAN;NOM;MASC;SG	
домохозяйства	domowych	домохозяйство	domowy	N;INAN;NOM;NEUT;PL	ADJ;GEN;MASC;PL
побег	ucieczce	побег	ucieczka	N;INAN;NOM;MASC;SG	N;DAT;FEM;SG
побег	uciec	побег	uciec	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
побег	ucieczki	побег	ucieczka	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
визита	odwiedziny	визит	odwiedzina	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
визита	wizyta	визит	wizyta	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
визита	wizyty	визит	wizyta	N;INAN;GEN;MASC;SG	N;ACC;FEM;PL
ввод	wejściowe	ввод	wejściowy	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ввод	pisać	ввод	pisać	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;ACT
ввод	wejdź	ввод	wejść	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
ввод	enter	ввод	enter	N;INAN;NOM;MASC;SG	
атомов	atomy	атом	atoma	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
измерений	pomiary	измерение	pomiar	N;INAN;GEN;NEUT;PL	N;NOM;MASC;PL
документация	dokumentacji	документация	dokumentacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
документация	dokumentację	документация	dokumentacja	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
спора	sporu	спор	spór	N;INAN;GEN;MASC;SG	
спора	spór	спор	spór	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
производительность	występ	производительность	występ	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
производительность	wydajność	производительность	wydajność	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
производительность	wydajności	производительность	wydajność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
производительность	wydajności	производительность	wydajność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
производительность	wydajność	производительность	wydajność	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
верди	verdi	верди	verdi	N;INAN;NOM;FEM;SG	
заняты	zajęta	занять	zająć	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
заняты	zajęte	занять	zajęty	V;PFV;PL;PST;V.PTCP;PASS	
заняты	zajęty	занять	zająć	V;PFV;PL;PST;V.PTCP;PASS	
существенные	znaczne	существенный	znaczny	ADJ;NOM;PL	V;PFV;IND;SG;FIN;ACT
существенные	znaczna	существенный	znaczny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
существенные	znaczny	существенный	znaczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
существенные	znaczący	существенный	znaczący	ADJ;NOM;PL	
существенные	znaczne	существенный	znaczny	ADJ;NOM;PL	V;PFV;IND;SG;FIN;ACT
существенные	znaczące	существенный	znaczący	ADJ;NOM;PL	
существенные	znaczny	существенный	znaczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
существенные	znacząca	существенный	znaczącać	ADJ;NOM;PL	
существенные	znaczący	существенный	znaczący	ADJ;NOM;PL	
регент	regent	регент	regent	N;ANIM;NOM;MASC;SG	
двигаться	przenoszenie	двигаться	przenosić	V;IPFV;NFIN;MID	N;NOM;NEUT;SG;POS;V.MSDR
двигаться	przeprowadzka	двигаться	przeprowadzka	V;IPFV;NFIN;MID	N;NOM;FEM;SG
двигаться	przeprowadzki	двигаться	przeprowadzki	V;IPFV;NFIN;MID	N;NOM;FEM;PL
лена	lena	лена	len	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
уважение	szacunek	уважение	szacunek	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
уважение	szacunku	уважение	szacunek	N;INAN;NOM;NEUT;SG	N;GEN;MASC;SG
уважение	szacunkiem	уважение	szacunek	N;INAN;NOM;NEUT;SG	N;INS;MASC;SG
уважение	szanuje	уважение	szanować	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
подтверждаю	potwierdzona	подтверждать	potwierdzić	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
подтверждаю	potwierdzono	подтверждать	potwierdzić	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
подтверждаю	potwierdzone	подтверждать	potwierdzić	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
капитаны	kapitanów	капитан	kapitan	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
воздушная	antena	воздушный	antena	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
самоубийство	samobójstwa	самоубийство	samobójstwo	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
давыдов	dawydow	давыд	dawydow	N;ANIM;NOM;MASC;SG	
томпсон	thompson	томпсон	thompson	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
определены	zdefiniowano	определить	zdefiniować	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
определены	zdefiniowane	определить	zdefiniować	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
определены	określonych	определить	określony	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
определены	zdefiniowana	определить	zdefiniować	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
определены	zdefiniowany	определить	zdefiniować	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
определены	zdefiniowanych	определить	zdefiniować	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
определены	zdecydowana	определить	zdecydowany	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
определены	ustalona	определить	ustalić	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
определены	ustalone	определить	ustalić	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
определены	zdeterminowany	определить	zdeterminować	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
определены	określone	определить	określony	V;PFV;PL;PST;V.PTCP;PASS	
определены	zdeterminowana	определить	zdeterminować	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
голландский	dutch	голландский	dutch	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG
захаров	zacharow	захар	zacharowy	N;ANIM;NOM;MASC;SG	
снаряда	pocisk	снаряд	pocisk	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
мемуары	pamiętniki	мемуар	pamiętnik	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
блокады	blokada	блокада	blokada	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
подземный	podziemia	подземный	podziemiać	ADJ;NOM;MASC;SG	
живые	żyjący	живой	żyć	ADJ;NOM;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
живые	żywe	живой	żywy	ADJ;NOM;PL	
живые	lively	живой	livel	ADJ;NOM;PL	
живые	żywa	живой	żywy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
живые	żywy	живой	żywy	ADJ;NOM;PL	
живые	żywe	живой	żywy	ADJ;NOM;PL	
живые	żywy	живой	żywy	ADJ;NOM;PL	
живые	żyje	живой	żyć	ADJ;NOM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
живые	żywa	живой	żywy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
фбр	fbi	фбраценица	fba	N;INAN;NOM;NEUT;SG	
винсент	vincent	винсент	vincent	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
винсент	vincenta	винсент	vincenta	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
обитатели	mieszkańców	обитатель	mieszkaniec	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
рикардо	ricardo	рикардо	ricardo	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
змей	węże	змей	wąż	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
змей	węża	змей	wąż	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
змей	węża	змей	wąż	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
змей	węże	змей	wąż	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
авария	crash	авария	crash	N;INAN;NOM;FEM;SG	
присоединяется	dołącza	присоединять	dołączać	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
миграции	migracja	миграция	migracja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
миграции	migracji	миграция	migracja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
предприниматели	przedsiębiorcom	предприниматель	przedsiębiorca	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
предприниматели	przedsiębiorców	предприниматель	przedsiębiorca	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
квартале	kwartał	квартал	kwartał	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
квартале	kwartale	квартал	kwartał	N;INAN;ESS;MASC;SG	N;INS;MASC;SG
включено	włączone	включить	włączyć	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
включено	uwzględnione	включить	uwzględnić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
включено	włączone	включить	włączyć	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
включено	włączono	включить	włączyć	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
включено	włączony	включить	włączyć	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
включено	włączona	включить	włączyć	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
костюмы	kostiumy	костюм	kostium	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
бан	ban	бан	ban	N;INAN;NOM;MASC;SG	
бан	zablokuj	бан	zablokować	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
бан	zakazu	бан	zakaz	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
бан	bun	бан	bun	N;INAN;NOM;MASC;SG	
повстанцы	powstańców	повстанец	powstaniec	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
повстанцы	rebeliantów	повстанец	rebeliant	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
повстанцы	buntowników	повстанец	buntownik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
ромео	romeo	ромео	romeo	N;INAN;NOM;MASC;SG	
удэ	ude	удэ	uda	ADV	
бронза	brązu	бронза	brąz	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
бронза	brąz	бронза	brąz	N;INAN;NOM;FEM;SG	
