van	from	van	from	ADP	PROPN
franco	франко	franco	французский	N;MASC+FEM;SG	ADV
aanpassingen	корректировка	aanpassing	корректировка	N;PL	N;INAN;NOM;FEM;SG
kok	приготовить	kok	приготовить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
kok	готовить	kok	готовить	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
kok	кок	kok	кок	N;MASC+FEM;SG	
roma	цыгане	roma	цыган	PROPN;NEUT;SG	N;ANIM;NOM;MASC;PL
roma	рома	roma	ром	PROPN;NEUT;SG	
iers	ирландец	iers	ирландец	ADJ	N;ANIM;NOM;MASC;SG
iers	ирландии	iers	ирландия	ADJ	N;INAN;NOM;FEM;PL
brigade	бригады	brigade	бригада	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
leed	страдания	lijden	страдание	V;SG;PST;FIN	N;INAN;NOM;NEUT;PL
leed	страдание	lijden	страдание	V;SG;PST;FIN	N;INAN;NOM;NEUT;SG
indiana	индиана	indiana	индиан	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
verlaat	оставьте	verlaten	оставить	V;SG;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
plaatjes	pictures	plaat	pictures	N;PL	PROPN
extreem	чрезвычайно	extreem	чрезвычайно	ADJ	ADV
extreem	крайне	extreem	крайне	ADJ	ADV
christmas	рождество	christmas	рождество		N;INAN;NOM;NEUT;SG
christmas	рождественский	christmas	рождественский		ADJ;NOM;MASC;SG
christmas	рождественская	christmas	рождественский		ADJ;NOM;FEM;SG
christmas	рождества	christmas	рождество		N;INAN;NOM;NEUT;PL
apparaat	устройства	apparaat	устройство	N;NEUT;SG	N;INAN;NOM;NEUT;PL
gotische	gothic	gotisch	gothic	ADJ	PROPN
menselijk	человек	menselijk	человек	ADJ	N;ANIM;NOM;MASC;SG
menselijk	человека	menselijk	человек	ADJ	N;ANIM;ACC;MASC;SG
noten	отмечает	noten	отмечать	N;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
kopie	скопировать	kopie	копировать	N;MASC+FEM;SG	V;PFV;NFIN;ACT
kopie	копировать	kopie	копировать	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
indonesische	индонезии	indonesisch	индонезия	ADJ	N;INAN;NOM;FEM;PL
smal	сузить	smal	сужать	ADJ	V;PFV;NFIN;ACT
alt	alt	alt	alt	N;MASC+FEM;SG	PROPN
itf	мтф	itf	мтф	N;MASC+FEM;SG	
sicilië	сицилии	sicilië	сицилия	N;NEUT;SG	N;INAN;NOM;FEM;PL
philadelphia	филадельфии	philadelphia	филадельфия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
mod	mod	mod	mod	N;MASC+FEM;SG	PROPN
soul	души	soul	душа	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
soul	soul	soul	soul	N;MASC+FEM;SG	PROPN
definitieve	окончательно	definitief	окончательно	ADJ	ADV
typen	типы	typen	тип	V;NFIN	N;INAN;NOM;MASC;PL
typen	типов	typen	тип	V;NFIN	N;INAN;GEN;MASC;PL
typen	виды	typen	вид	V;NFIN	N;INAN;NOM;MASC;PL
typen	ввод	typen	ввод	V;NFIN	N;INAN;NOM;MASC;SG
roze	pink	roze	pink	N;MASC+FEM;SG	PROPN
roze	розовая	roze	розовый	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
roze	розовые	roze	розовый	N;MASC+FEM;SG	ADJ;NOM;PL
roze	розовое	roze	розовый	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
roze	розовый	roze	розовый	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
hal	hall	hal	hall	N;MASC+FEM;SG	PROPN
rotsen	скала	rotsen	скала	N;PL	N;INAN;NOM;FEM;SG
rotsen	камень	rotsen	камень	N;PL	N;INAN;NOM;MASC;SG
rotsen	рок	rotsen	рок	N;PL	N;INAN;NOM;MASC;SG
rotsen	rock	rotsen	rock	N;PL	PROPN
corporation	corporation	corporation	corporation	N;MASC+FEM;SG	PROPN
corporation	корпорации	corporation	корпорация	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
nomineren	назначение	nomineren	назначение	V;NFIN	N;INAN;NOM;NEUT;SG
nomineren	выдвижение	nomineren	выдвижение	V;NFIN	N;INAN;NOM;NEUT;SG
nomineren	номинации	nomineren	номинация	V;NFIN	N;INAN;NOM;FEM;PL
nomineren	выдвижении	nomineren	выдвижение	V;NFIN	N;INAN;ESS;NEUT;SG
say	скажи	say	сказать		V;PFV;IMP;SG;2;FIN;ACT
say	скажем	say	сказать		V;PFV;IND;PL;1;FUT;FIN;ACT
say	скажите	say	сказать		V;PFV;IMP;PL;2;FIN;ACT
say	сказать	say	сказать		V;PFV;NFIN;ACT
associatie	ассоциации	associatie	ассоциация	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
klassiek	классика	klassiek	классик	ADJ	N;INAN;NOM;FEM;SG
klassiek	классика	klassiek	классик	ADJ	N;INAN;NOM;FEM;SG
klassiek	classic	klassiek	classic	ADJ	PROPN
snap	snap	snap	snap	V;SG;PRS;FIN	PROPN
koop	купить	koop	купить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
koop	покупать	koop	покупать	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
nice	приятно	nice	приятный	N;MASC+FEM;SG	ADJ;NEUT;SG
nice	мило	nice	мило	N;MASC+FEM;SG	ADV
belasting	налоги	belasting	налог	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
belasting	налогообложения	belasting	налогообложение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
belasting	налоговых	belasting	налоговый	N;MASC+FEM;SG	ADJ;GEN;PL
belasting	налоги	belasting	налог	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
belasting	налоговая	belasting	налоговый	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
belasting	налоги	belasting	налог	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
vluchtte	бежали	vluchten	бежать	V;SG;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
loon	заработная	loon	заработный	N;NEUT;SG	ADJ;NOM;FEM;SG
conferentie	конференции	conferentie	конференция	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
ramen	windows	raam	windows	N;PL	PROPN
sul	сул	sul	сул	N;MASC+FEM;SG	PART
sterven	die	sterven	die	V;NFIN	
oproep	звоните	oproep	звонить	N;MASC+FEM;SG	V;IPFV;IMP;PL;2;FIN;ACT
oproep	позвонить	oproep	звонить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
verlag	verlag	verlag	verlag	INTJ	PROPN
bremen	бремен	bremen	бремный	V;NFIN	N;INAN;NOM;NEUT;SG
exact	точно	exact	точно	ADJ	ADV
exact	именно	exact	именно	ADJ	PART
bern	берн	bern	берна	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
bern	берн	bern	берна	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
kong	конг	kongen	конг	N;MASC+FEM;SG	
overeenstemming	соответствия	overeenstemming	соответствие	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
ambtenaar	официальных	ambtenaar	официальный	N;MASC+FEM;SG	ADJ;GEN;PL
ambtenaar	официальное	ambtenaar	официальный	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
ambtenaar	официальный	ambtenaar	официальный	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
ambtenaar	официальная	ambtenaar	официальный	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
ambtenaar	официальные	ambtenaar	официальный	N;MASC+FEM;SG	ADJ;NOM;PL
geselecteerd	подборка	selecteren	подборка	V;V.PTCP	N;INAN;NOM;FEM;SG
herfst	осенний	herfst	осенний	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
herfst	упасть	herfst	падать	N;MASC+FEM;SG	V;PFV;NFIN;ACT
remix	remix	remix	remix	N;MASC+FEM;SG	PROPN
vloeistof	жидкий	vloeistof	жидкий	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
vloeistof	жидкости	vloeistof	жидкость	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
malta	мальты	malta	мальт	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
geheugen	память	heugen	память	N;PL	N;INAN;NOM;FEM;SG
geheugen	воспоминание	heugen	воспоминание	N;PL	N;INAN;NOM;NEUT;SG
geheugen	памяти	heugen	память	N;PL	N;INAN;GEN;FEM;SG
horn	хорн	horn	хорна	N;MASC+FEM;SG	
horn	рога	horn	рог	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
yamaha	yamaha	yamaha	yamaha	N;MASC+FEM;SG	PROPN
ruil	осп	ruil	осп	N;MASC+FEM;SG	ADV
ruil	exchange	ruil	exchange	N;MASC+FEM;SG	PROPN
permanent	постоянно	permanent	постоянно	ADJ	ADV
permanent	навсегда	permanent	навсегда	ADJ	ADV
permanent	пермь	permanent	пермь	ADJ	N;INAN;NOM;MASC;SG
gedrukt	печатных	drukken	печатный	V;V.PTCP	ADJ;GEN;PL
meet	мера	meet	мера	V;SG;PRS;FIN	N;INAN;NOM;FEM;SG
meet	меру	meet	мера	V;SG;PRS;FIN	N;INAN;ACC;FEM;SG
amstel	амстел	amstel	амстел	N;MASC+FEM;SG	
bolivia	боливии	bolivia	боливия	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
bolivia	боливия	bolivia	боливие	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
banks	бэнкс	banks	бэнкс	N;PL	N;ANIM;NOM;MASC;SG
eerlijk	честно	eerlijk	честно	ADJ	ADV
eerlijk	ярмарка	eerlijk	ярмарка	ADJ	N;INAN;NOM;FEM;SG
eerlijk	честно	eerlijk	честно	ADJ	ADV
greep	схватила	greep	схватить	N;MASC+FEM;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
greep	схватили	greep	схватить	N;MASC+FEM;SG	V;PFV;IND;PL;PST;FIN;ACT
greep	схватил	greep	схватить	N;MASC+FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
ervaringen	опыт	ervaring	опыт	N;PL	N;INAN;NOM;MASC;SG
ervaringen	опытом	ervaring	опыт	N;PL	N;INAN;INS;MASC;SG
ervaringen	опыт	ervaring	опыт	N;PL	N;INAN;NOM;MASC;SG
mit	mit	mit	mit	N;MASC+FEM;SG	PROPN
scheidsrechter	ref	scheidsrechter	ref	N;MASC+FEM;SG	
lente	spring	lente	spring	N;MASC+FEM;SG	PROPN
lente	весенний	lente	весенний	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
piloot	экспериментальных	piloot	экспериментальный	N;MASC+FEM;SG	ADJ;GEN;PL
woensdag	среды	woensdag	среда	PROPN;MASC+FEM;SG	N;INAN;GEN;FEM;SG
woensdag	среда	woensdag	среда	PROPN;MASC+FEM;SG	N;INAN;NOM;FEM;SG
woensdag	среду	woensdag	среда	PROPN;MASC+FEM;SG	N;INAN;ACC;FEM;SG
beurs	стипендии	beurs	стипендия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
vermijden	избежание	vermijden	избежание	V;NFIN	N;INAN;NOM;NEUT;SG
vermijden	избежание	vermijden	избежание	V;NFIN	N;INAN;NOM;NEUT;SG
vermijden	расторжение	vermijden	расторжение	V;NFIN	N;INAN;NOM;NEUT;SG
sharp	острая	sharp	острый	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
sharp	острые	sharp	острый	N;MASC+FEM;SG	ADJ;NOM;PL
sharp	острый	sharp	острый	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
boris	борис	boris	борис	N;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
overeenkomsten	сходство	overeenkomsten	сходство	N;PL	N;INAN;NOM;NEUT;SG
pont	пон	pont	пон	N;MASC+FEM;SG	
spider	пауки	spider	паук	N;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
logisch	логически	logisch	логически	ADJ	ADV
logisch	логика	logisch	логика	ADJ	N;INAN;NOM;FEM;SG
buenos	буэнос	buenos	буэнос	N;MASC+FEM;SG	ADV
allebei	оба	allebei	оба	PRO	NUM;NOM;MASC
allebei	обе	allebei	оба	PRO	NUM;NOM;FEM
herzegovina	герцеговины	herzegovina	герцеговина	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
herzegovina	герцеговина	herzegovina	герцеговин	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
bescheiden	скромно	bescheiden	скромно	ADJ	ADV
achterkant	задняя	achterkant	задний	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
achterkant	сзади	achterkant	сзади	N;MASC+FEM;SG	ADV
achterkant	задних	achterkant	задний	N;MASC+FEM;SG	ADJ;GEN;PL
ochtend	morning	ochtend	morning	N;MASC+FEM;SG	PROPN
aanvulling	дополнить	aanvulling	дополнить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
aanvulling	дополнять	aanvulling	дополнять	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
aanvulling	дополнения	aanvulling	дополнение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
aanvulling	дополнить	aanvulling	дополнить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
inc	inc	inc	inc		PROPN
sterft	умрет	sterven	умереть	V;SG;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
litouwen	литве	litouw	литв	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
litouwen	литвы	litouw	литв	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
litouwen	литва	litouw	литва	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
litouwen	эстонии	litouw	эстония	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
litouwen	эстония	litouw	эстония	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
francesco	франческо	francesco	франческо	N;MASC+FEM;SG	ADV
herinnering	напоминания	herinnering	напоминание	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
puur	чисто	puur	чисто	ADJ	ADV
reputatie	репутации	reputatie	репутация	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
hielp	помогли	helpen	помочь	V;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
vernietigen	уничтожение	vernietigen	уничтожение	V;NFIN	N;INAN;NOM;NEUT;SG
mercedes	mercedes	mercede	mercedes	N;PL	PROPN
mercedes	мерседес	mercede	мерседес	N;PL	N;ANIM;NOM;MASC;SG
verovering	завоевания	verovering	завоевание	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
regent	дожди	regenen	дождь	V;SG;PRS;FIN	N;INAN;NOM;MASC;PL
regent	регент	regenen	регент	V;SG;PRS;FIN	N;ANIM;NOM;MASC;SG
pdf	pdf	pdf	pdf	N;MASC+FEM;SG	
wraak	мести	wraak	месть	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
mello	мелло	mello	мелло	N;MASC+FEM;SG	
corps	корпуса	corps	корпус	N;NEUT;SG	N;INAN;NOM;MASC;PL
gevuld	чучела	vullen	чучело	V;V.PTCP	N;INAN;NOM;NEUT;PL
gevuld	чучело	vullen	чучело	V;V.PTCP	N;INAN;NOM;NEUT;SG
liu	лю	liu	лю	PROPN;MASC+FEM;SG	PART
georgië	грузии	georgië	грузия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
georgië	джорджия	georgië	джорджия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
georgië	грузия	georgië	грузия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
georgië	грузию	georgië	грузия	PROPN;NEUT;SG	N;INAN;ACC;FEM;SG
donderdag	четверг	donderdag	четверг	PROPN;MASC+FEM;SG	N;INAN;NOM;MASC;SG
plotseling	неожиданно	plotseling	неожиданно	ADJ	ADV
plotseling	внезапно	plotseling	внезапно	ADJ	ADV
plotseling	вдруг	plotseling	вдруг	ADJ	ADV
plotseling	внезапно	plotseling	внезапно	ADJ	ADV
aken	ахен	aak	ахен	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
dunne	данн	dun	данна	ADJ	N;ANIM;NOM;MASC;SG
rustig	тишина	rustig	тишина	ADJ	N;INAN;NOM;FEM;SG
rustig	тихо	rustig	тихо	ADJ	ADV
rustig	полегче	rustig	легкий	ADJ	ADJ;CMPR
rustig	легче	rustig	легкий	ADJ	ADJ;CMPR
rustig	спокойствие	rustig	спокойствие	ADJ	N;INAN;NOM;NEUT;SG
lijden	страдания	lijden	страдание	V;NFIN	N;INAN;NOM;NEUT;PL
lijden	страдание	lijden	страдание	V;NFIN	N;INAN;NOM;NEUT;SG
munten	монету	munt	монета	N;PL	N;INAN;ACC;FEM;SG
munten	монета	munt	монета	N;PL	N;INAN;NOM;FEM;SG
janssen	томпсон	jans	томпсон	N;PL	N;ANIM;NOM;MASC;SG
janssen	томсон	jans	томсон	N;PL	N;ANIM;NOM;MASC;SG
janssen	янссен	jans	янссен	N;PL	N;ANIM;NOM;MASC;SG
#de	#the	nde	#the	PROPN;MASC+FEM;SG	
schots	шотландцев	schots	шотландец	ADJ	N;ANIM;GEN;MASC;PL
schots	шотландии	schots	шотландия	ADJ	N;INAN;NOM;FEM;PL
never	никогда	never	никогда		ADV
never	never	never	never		PROPN
boerderijen	ферма	boerderij	ферма	N;PL	N;INAN;NOM;FEM;SG
boerderijen	ферме	boerderij	ферма	N;PL	N;INAN;DAT;FEM;SG
playstation	playstation	playstation	playstation	N;MASC+FEM;SG	PROPN
henegouwen	эно	henegouw	эно	V;NFIN	N;INAN;NOM;MASC;SG
five	пятеро	five	пятеро	N;MASC+FEM;SG	NUM;NOM
five	пять	five	пять	N;MASC+FEM;SG	NUM;NOM
keten	цепочку	keten	цепочка	N;PL	N;INAN;ACC;FEM;SG
keten	цепочка	keten	цепочка	N;PL	N;INAN;NOM;FEM;SG
keten	цепь	keten	цепь	N;PL	N;INAN;NOM;FEM;SG
grijs	грей	grijs	грей	ADJ	N;INAN;NOM;MASC;SG
fall	упасть	fall	падать	N;MASC+FEM;SG	V;PFV;NFIN;ACT
hoeveelheden	количества	hoeveelheid	количество	N;PL	N;INAN;GEN;NEUT;SG
terry	терри	terry	террь	N;MASC+FEM;SG	PART
overtuigen	убедительно	overtuigen	убедительно	V;NFIN	ADV
serieuze	серьезно	serieus	серьезно	ADJ	ADV
gebroeders	brothers	gebroeder	brothers	N;PL	PROPN
taiwan	тайвань	taiwan	тайвань	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
verticale	вертикально	verticaal	вертикально	ADJ	ADV
verticale	вертикали	verticaal	вертикаль	ADJ	N;INAN;NOM;FEM;PL
dresden	дрезден	drezden	дрездный	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
dinsdag	вторник	dinsdag	вторник	PROPN;MASC+FEM;SG	N;INAN;NOM;MASC;SG
amateurs	любитель	amateur	любитель	N;PL	N;ANIM;NOM;MASC;SG
helena	елены	helena	елены	N;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
vertalingen	перевод	vertaling	перевод	N;PL	N;INAN;NOM;MASC;SG
vullen	наполнения	vullen	наполнение	V;NFIN	N;INAN;NOM;NEUT;PL
vullen	заполнение	vullen	заполнение	V;NFIN	N;INAN;NOM;NEUT;SG
vullen	заполнения	vullen	заполнение	V;NFIN	N;INAN;NOM;NEUT;PL
draak	dragon	draak	dragon	N;MASC+FEM;SG	PROPN
jon	джон	jon	джон	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
hersenen	мозг	hersene	мозг	N;PL	N;INAN;NOM;MASC;SG
hersenen	мозг	hersene	мозг	N;PL	N;INAN;NOM;MASC;SG
overwegend	преимущественно	overwegend	преимущественно	ADJ	ADV
pijn	боли	pijn	боль	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
macedonië	македонии	macedonië	македония	N;NEUT;SG	N;INAN;NOM;FEM;PL
turijn	torino	turijn	torino	N;NEUT;SG	PROPN
probeer	попробуйте	proberen	пробовать	V;SG;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
probeer	попытка	proberen	попытка	V;SG;PRS;FIN	N;INAN;NOM;FEM;SG
level	level	level	level	N;NEUT;SG	PROPN
bezette	оккупированные	bezetten	оккупировать	V;SG;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
bezette	оккупированных	bezetten	оккупировать	V;SG;PST;FIN	V;PFV;GEN;PL;PST;V.PTCP;PASS
galerie	галереи	galerie	галерея	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
joods	еврей	joods	еврей	ADJ	N;ANIM;NOM;MASC;SG
joods	евреи	joods	еврей	ADJ	N;ANIM;NOM;MASC;PL
poes	cat	poes	cat	N;MASC+FEM;SG	PROPN
kruising	пересечения	kruising	пересечение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
medium	средняя	medium	средний	N;NEUT;SG	ADJ;NOM;FEM;SG
medium	средних	medium	средний	N;NEUT;SG	ADJ;GEN;PL
medium	средний	medium	средний	N;NEUT;SG	ADJ;NOM;MASC;SG
medium	среднее	medium	средний	N;NEUT;SG	ADJ;NOM;NEUT;SG
medium	средние	medium	средний	N;NEUT;SG	ADJ;NOM;PL
wal	wal	wal	wal	N;MASC+FEM;SG	PROPN
architecten	архитектор	architect	архитектор	N;PL	N;ANIM;NOM;MASC;SG
nest	гнезда	nest	гнездо	N;NEUT;SG	N;INAN;NOM;NEUT;PL
fantasy	фантазии	fantasy	фантазия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
stage	стажировки	stage	стажировка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
silver	серебряный	silver	серебряный	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
beschermde	охраняемых	beschermen	охранять	V;SG;PST;FIN	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
beschermde	защищены	beschermen	защитить	V;SG;PST;FIN	V;PFV;PL;PST;V.PTCP;PASS
stalen	стальные	stalen	стальной	V;V.PTCP	ADJ;NOM;PL
stalen	стальной	stalen	стальной	V;V.PTCP	ADJ;NOM;MASC;SG
stalen	сталь	stalen	сталь	V;V.PTCP	N;INAN;NOM;FEM;SG
stalen	образцы	stalen	образец	V;V.PTCP	N;INAN;NOM;MASC;PL
stalen	пробы	stalen	проба	V;V.PTCP	N;INAN;NOM;FEM;PL
scherpe	шарп	scherp	шарп	ADJ	N;INAN;NOM;MASC;SG
gooien	бросок	gooien	бросок	V;NFIN	N;INAN;NOM;MASC;SG
genk	генк	genk	генк	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
ingeschreven	подписка	inschrijven	подписка	V;V.PTCP	N;INAN;NOM;FEM;SG
ingeschreven	подписки	inschrijven	подписка	V;V.PTCP	N;INAN;NOM;FEM;PL
napels	неаполь	napel	неаполь	N;PL	N;INAN;NOM;MASC;SG
napels	наполи	napel	наполь	N;PL	N;INAN;NOM;MASC;SG
casey	кэйси	casey	кэйси	N;MASC+FEM;SG	
ein	эйн	ein	эйн	N;MASC+FEM;SG	INTJ
helen	элен	helen	элен	V;NFIN	N;ANIM;NOM;FEM;SG
helen	хелен	helen	хеленый	V;NFIN	N;ANIM;NOM;FEM;SG
sant	sant	sant	sant	N;MASC+FEM;SG	PROPN
garde	гард	gard	гарда	N;MASC+FEM;SG	
strips	comics	strip	comics	N;PL	PROPN
strips	комикс	strip	комикс	N;PL	N;INAN;NOM;MASC;SG
bloem	муки	bloem	мука	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
samenvoegen	слияние	samenvoegen	слияние	V;NFIN	N;INAN;NOM;NEUT;SG
samenvoegen	объединение	samenvoegen	объединение	V;NFIN	N;INAN;NOM;NEUT;SG
samenvoegen	объединение	samenvoegen	объединение	V;NFIN	N;INAN;NOM;NEUT;SG
samenvoegen	слияние	samenvoegen	слияние	V;NFIN	N;INAN;NOM;NEUT;SG
engelsen	английский	engelsen	английский	N;PL	ADJ;NOM;MASC;SG
engelsen	английская	engelsen	английский	N;PL	ADJ;NOM;FEM;SG
uitzicht	посмотреть	uitzicht	смотреть	N;NEUT;SG	V;PFV;NFIN;ACT
uitzicht	просмотреть	uitzicht	просмотреть	N;NEUT;SG	V;PFV;NFIN;ACT
meten	измерение	meten	измерение	V;NFIN	N;INAN;NOM;NEUT;SG
meten	измерения	meten	измерение	V;NFIN	N;INAN;NOM;NEUT;PL
meten	мера	meten	мера	V;NFIN	N;INAN;NOM;FEM;SG
meten	меру	meten	мера	V;NFIN	N;INAN;ACC;FEM;SG
meten	измерение	meten	измерение	V;NFIN	N;INAN;NOM;NEUT;SG
meten	измерения	meten	измерение	V;NFIN	N;INAN;NOM;NEUT;PL
toelichting	комментарии	toelichting	комментарий	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
toelichting	отмечает	toelichting	отмечать	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
toelichting	записки	toelichting	записка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
toelichting	примечания	toelichting	примечание	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
toelichting	ноты	toelichting	нота	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
toelichting	заметки	toelichting	заметка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
toelichting	пояснения	toelichting	пояснение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
toelichting	разъяснения	toelichting	разъяснение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
professional	профессиональное	professional	профессиональный	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
professional	professional	professional	professional	N;MASC+FEM;SG	PROPN
professional	профессиональная	professional	профессиональный	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
opeenvolgende	последовательно	opeenvolgend	последовательно	V;V.PTCP	ADV
verbod	запретить	verbod	запретить	N;NEUT;SG	V;PFV;NFIN;ACT
avenue	avenue	avenue	avenue	N;MASC+FEM;SG	PROPN
mont	мон	mont	мон	N;MASC+FEM;SG	
stille	молчание	stil	молчание	ADJ	N;INAN;NOM;NEUT;SG
stille	молчать	stil	молчать	ADJ	V;IPFV;NFIN;ACT
fenomeen	явления	fenomeen	явление	N;NEUT;SG	N;INAN;NOM;NEUT;PL
fenomeen	явлений	fenomeen	явление	N;NEUT;SG	N;INAN;GEN;NEUT;PL
leefden	прожил	leven	прожить	V;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
leefden	жила	leven	жить	V;PL;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
leefden	жил	leven	жить	V;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
roos	роз	roos	роза	N;MASC+FEM;SG	N;INAN;GEN;FEM;PL
kenmerkend	характеристика	kenmerken	характеристика	V;V.PTCP	N;INAN;NOM;FEM;SG
pacific	тихоокеанского	pacific	тихоокеанский	N;MASC+FEM;SG	ADJ;GEN;MASC;SG
pacific	тихоокеанский	pacific	тихоокеанский	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
pacific	pacific	pacific	pacific	N;MASC+FEM;SG	PROPN
geschonken	безвозмездно	schenken	безвозмездно	V;V.PTCP	ADV
behandelen	угощение	behandelen	угощение	V;NFIN	N;INAN;NOM;NEUT;SG
snelweg	автомагистрали	snelweg	автомагистраль	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
snelweg	автомагистрали	snelweg	автомагистраль	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
magic	волшебная	magic	волшебный	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
magic	magic	magic	magic	N;MASC+FEM;SG	PROPN
apple	яблочный	apple	яблочный	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
apple	apple	apple	эппл	N;MASC+FEM;SG	PROPN;NOM;SG
